Gene stable ID	Oryza glaberrima gene stable ID	% identity	Oryza glaberrima % identity	Orthology confidence [0 low, 1 high]
OS08G0506500	ORGLA08G0174700	89	91	1
OS08G0506700	ORGLA08G0174800	93	94	1
OS08G0507000	ORGLA08G0174900	89	84	1
OS08G0507100	ORGLA08G0175000	96	96	1
OS08G0508100	ORGLA08G0175400	96	96	1
OS08G0508500	ORGLA08G0175700	73	56	0
OS08G0508600	ORGLA08G0175800	68	96	1
OS08G0509100	ORGLA08G0176100	100	100	1
OS08G0509200	ORGLA08G0176200	100	100	1
OS08G0509400	ORGLA08G0176300	96	96	1
OS08G0509500	ORGLA08G0176400	99	99	0
OS08G0509600	ORGLA08G0176500	98	98	1
OS08G0510101	ORGLA08G0176800	52	65	0
OS08G0510300	ORGLA08G0176900	99	99	0
OS08G0510400	ORGLA08G0177000	98	98	0
OS08G0510500	ORGLA08G0177100	94	94	1
OS08G0510700	ORGLA08G0177200	86	87	0
OS08G0510800	ORGLA08G0177300	96	96	0
OS08G0510900	ORGLA08G0177400	89	90	1
OS08G0511000	ORGLA08G0177500	100	100	1
OS08G0511200	ORGLA08G0177600	86	89	0
OS08G0511400	ORGLA08G0177800	99	99	1
OS08G0511500	ORGLA08G0178000	99	99	1
OS08G0511600	ORGLA08G0178100	85	88	0
OS08G0511700	ORGLA08G0178200	96	96	1
OS08G0511800	ORGLA08G0178300	100	100	1
OS08G0511900	ORGLA08G0178400	96	69	0
OS08G0512100	ORGLA08G0178500	89	89	1
OS08G0512200	ORGLA08G0178600	96	100	1
OS08G0512300	ORGLA08G0178700	100	100	1
OS08G0512400	ORGLA08G0178800	99	99	1
OS08G0512500	ORGLA08G0178900	100	100	0
OS08G0512600	ORGLA08G0179000	100	100	1
OS08G0512700	ORGLA08G0179100	96	80	1
OS08G0512900	ORGLA08G0179200	100	100	1
OS08G0513000	ORGLA08G0179300	99	41	1
OS08G0513100	ORGLA08G0179700	94	43	0
OS08G0513300	ORGLA08G0179600	99	99	1
OS08G0513700	ORGLA08G0179900	100	49	0
OS08G0514300	ORGLA01G0319300	15	8	0
OS08G0514600	ORGLA08G0180300	42	30	0
OS08G0515000	ORGLA08G0180400	75	84	0
OS08G0515700	ORGLA08G0180500	96	97	1
OS08G0515800	ORGLA08G0180600	99	99	1
OS08G0515900	ORGLA08G0180700	97	97	1
OS08G0516550	ORGLA08G0180900	93	45	1
OS08G0516600	ORGLA08G0181000	94	95	1
OS08G0516900	ORGLA08G0181100	97	99	0
OS08G0517100	ORGLA03G0338000	41	53	0
OS08G0517200	ORGLA08G0181300	100	48	1
OS08G0517300	ORGLA08G0181400	100	99	1
OS08G0517500	ORGLA08G0181500	100	100	0
OS08G0517600	ORGLA08G0181600	95	92	1
OS08G0517700	ORGLA08G0181700	99	99	1
OS08G0517800	ORGLA08G0181800	62	50	0
OS08G0517900	ORGLA08G0181900	100	100	1
OS08G0518000	ORGLA08G0182000	89	97	1
OS08G0518100	ORGLA08G0182100	100	100	1
OS08G0518200	ORGLA08G0182200	100	100	1
OS08G0518300	ORGLA02G0153700	33	27	0
OS08G0518300	ORGLA02G0153800	25	21	0
OS08G0518300	ORGLA02G0354400	31	25	0
OS08G0518300	ORGLA04G0073100	33	27	0
OS08G0518300	ORGLA04G0073400	31	26	0
OS08G0518350	ORGLA11G0143000	42	16	0
OS08G0518400	ORGLA08G0182400	93	52	1
OS08G0518800	ORGLA08G0182600	97	59	0
OS08G0518900	ORGLA08G0182700	100	100	1
OS08G0519000	ORGLA08G0182800	49	64	0
OS08G0519100	ORGLA08G0182900	99	99	1
OS08G0519400	ORGLA08G0183000	100	100	1
OS08G0519600	ORGLA08G0183100	100	100	1
OS08G0519800	ORGLA08G0183200	98	56	0
OS08G0519900	ORGLA02G0147700	45	43	0
OS08G0520000	ORGLA08G0183400	99	99	1
OS08G0520100	ORGLA08G0183500	100	99	0
OS08G0520200	ORGLA08G0183600	100	100	1
OS08G0520300	ORGLA08G0183700	100	100	1
OS08G0520400	ORGLA08G0183800	100	100	0
OS08G0520550	ORGLA08G0183900	100	57	1
OS08G0520600	ORGLA08G0184000	96	98	1
OS08G0520900	ORGLA08G0184300	100	90	1
OS08G0521000	ORGLA08G0184400	87	87	0
OS08G0521200	ORGLA08G0184600	98	98	1
OS08G0521400	ORGLA08G0184800	99	99	0
OS08G0521600	ORGLA08G0184900	100	100	0
OS08G0521800	ORGLA08G0185000	100	100	1
OS08G0522300	ORGLA08G0185100	99	99	1
OS08G0522400	ORGLA08G0185200	100	99	1
OS08G0522500	ORGLA08G0185300	99	99	0
OS08G0522600	ORGLA08G0185500	100	100	1
OS08G0523200	ORGLA08G0185600	94	92	1
OS08G0523400	ORGLA08G0185700	100	100	1
OS08G0523600	ORGLA08G0185800	64	37	1
OS08G0523850	ORGLA08G0185900	85	87	0
OS08G0524100	ORGLA08G0210600	77	99	1
OS08G0524200	ORGLA08G0210500	47	97	0
OS08G0525100	ORGLA07G0196600	8	13	1
OS08G0525500	ORGLA08G0234900	100	41	0
OS08G0525600	ORGLA08G0234800	97	95	1
OS08G0525700	ORGLA08G0234700	69	97	1
OS08G0525800	ORGLA08G0211500	95	88	1
OS08G0526100	ORGLA08G0210100	95	95	0
OS08G0526300	ORGLA08G0088300	70	32	0
OS08G0526300	ORGLA08G0234600	41	99	0
OS08G0526500	ORGLA08G0234400	95	97	1
OS08G0526700	ORGLA08G0234300	51	23	0
OS08G0527100	ORGLA08G0234000	99	99	1
OS08G0527400	ORGLA08G0233500	99	100	1
OS08G0527400	ORGLA08G0233600	4	5	1
OS08G0527400	ORGLA08G0233800	0	3	1
OS08G0527700	ORGLA04G0270700	67	51	0
OS08G0527733	ORGLA04G0270700	60	14	0
OS08G0527800	ORGLA08G0233100	9	3	0
OS08G0527800	ORGLA08G0233200	48	16	0
OS08G0527800	ORGLA08G0233300	12	5	0
OS08G0527900	ORGLA08G0233000	37	40	1
OS08G0528000	ORGLA08G0232900	95	95	1
OS08G0528100	ORGLA08G0232800	75	72	1
OS08G0528200	ORGLA08G0232700	100	96	1
OS08G0528500	ORGLA08G0232500	87	88	0
OS08G0528601	ORGLA08G0232400	99	59	1
OS08G0528700	ORGLA08G0232300	55	38	1
OS08G0528800	ORGLA08G0232200	100	100	1
OS08G0528900	ORGLA08G0232100	100	100	1
OS08G0529000	ORGLA08G0232000	99	99	1
OS08G0529100	ORGLA08G0231900	99	99	1
OS08G0529200	ORGLA08G0231800	99	99	1
OS08G0529300	ORGLA08G0231600	97	97	1
OS08G0529400	ORGLA08G0231500	91	96	1
OS08G0529800	ORGLA08G0231400	99	99	1
OS08G0530000	ORGLA08G0231300	100	100	1
OS08G0530100	ORGLA08G0231200	98	36	1
OS08G0530200	ORGLA08G0231100	99	99	1
OS08G0530300	ORGLA08G0231000	100	100	1
OS08G0530400	ORGLA08G0230900	99	99	1
OS08G0530500	ORGLA08G0230800	100	98	1
OS08G0531000	ORGLA08G0230600	100	99	0
OS08G0531100	ORGLA08G0230500	94	78	0
OS08G0531200	ORGLA08G0230400	97	97	1
OS08G0531300	ORGLA08G0230300	99	99	1
OS08G0531600	ORGLA08G0230100	98	98	1
OS08G0531700	ORGLA08G0230000	100	100	1
OS08G0531900	ORGLA08G0229900	99	99	1
OS08G0532200	ORGLA08G0229700	99	99	1
OS08G0532300	ORGLA08G0229600	100	100	1
OS08G0532400	ORGLA08G0229500	100	100	1
OS08G0532500	ORGLA08G0229400	100	100	1
OS08G0532700	ORGLA08G0229300	92	92	0
OS08G0532800	ORGLA08G0229200	100	100	1
OS08G0532900	ORGLA08G0229100	100	100	1
OS08G0533300	ORGLA08G0229000	99	98	1
OS08G0533600	ORGLA08G0228900	99	97	0
OS08G0533700	ORGLA08G0228800	100	100	1
OS08G0534200	ORGLA08G0228700	88	40	0
OS08G0534300	ORGLA08G0228600	85	88	1
OS08G0534350	ORGLA08G0228500	97	46	0
OS08G0534400	ORGLA08G0228400	85	60	1
OS08G0534900	ORGLA08G0228700	99	99	0
OS08G0534950	ORGLA08G0228600	85	88	1
OS08G0535000	ORGLA08G0228500	97	46	0
OS08G0535050	ORGLA08G0228200	7	5	1
OS08G0535100	ORGLA08G0228000	56	79	1
OS08G0535100	ORGLA08G0228100	5	4	1
OS08G0535200	ORGLA08G0227900	100	100	1
OS08G0535400	ORGLA08G0227700	93	90	0
OS08G0535600	ORGLA08G0227600	100	100	1
OS08G0535700	ORGLA08G0227500	84	92	0
OS08G0535800	ORGLA08G0227400	97	97	1
OS08G0536000	ORGLA08G0227300	98	98	1
OS08G0536100	ORGLA08G0227200	98	100	1
OS08G0536200	ORGLA08G0227100	99	100	1
OS08G0536300	ORGLA08G0227000	77	76	0
OS08G0536400	ORGLA08G0226900	85	95	1
OS08G0536800	ORGLA08G0226800	85	90	1
OS08G0537001	ORGLA08G0226500	37	95	1
OS08G0537600	ORGLA08G0226000	99	99	0
OS08G0537800	ORGLA08G0225900	100	67	1
OS08G0537900	ORGLA08G0225800	52	43	0
OS08G0538000	ORGLA08G0225700	99	100	1
OS08G0538200	ORGLA08G0225600	86	53	1
OS08G0538300	ORGLA08G0225400	59	93	1
OS08G0538600	ORGLA08G0225300	98	98	0
OS08G0538700	ORGLA08G0225200	100	100	1
OS08G0538800	ORGLA08G0225000	92	92	1
OS08G0539100	ORGLA08G0224900	96	96	0
OS08G0539200	ORGLA08G0224800	97	96	1
OS08G0539300	ORGLA08G0224700	99	99	1
OS08G0539400	ORGLA08G0224600	76	75	1
OS08G0539600	ORGLA08G0224400	88	56	0
OS08G0539700	ORGLA08G0224300	82	84	0
OS08G0540000	ORGLA08G0224200	92	92	0
OS08G0540100	ORGLA08G0224100	99	99	1
OS08G0540300	ORGLA08G0223900	88	91	0
OS08G0540400	ORGLA08G0223800	99	99	1
OS08G0540500	ORGLA08G0223700	93	96	0
OS08G0541400	ORGLA08G0223200	95	97	1
OS08G0541500	ORGLA08G0223100	98	97	0
OS08G0541800	ORGLA08G0222900	99	99	1
OS08G0542000	ORGLA08G0222800	98	98	1
OS08G0542100	ORGLA08G0222700	90	100	1
OS08G0542200	ORGLA08G0222600	99	99	1
OS08G0542300	ORGLA08G0222500	99	99	1
OS08G0542500	ORGLA10G0066600	13	17	1
OS08G0542600	ORGLA08G0222400	99	99	1
OS08G0542700	ORGLA08G0222300	100	100	0
OS08G0542900	ORGLA08G0222100	100	100	1
OS08G0543000	ORGLA08G0222000	91	92	0
OS08G0543050	ORGLA08G0221900	98	98	1
OS08G0543100	ORGLA08G0221800	94	94	0
OS08G0543400	ORGLA08G0221600	86	97	1
OS08G0543500	ORGLA08G0221500	91	91	1
OS08G0543600	ORGLA08G0221400	100	100	1
OS08G0543700	ORGLA08G0221300	99	99	1
OS08G0543900	ORGLA08G0221100	99	98	1
OS08G0544400	ORGLA12G0119500	28	35	0
OS08G0544500	ORGLA08G0220800	99	100	1
OS08G0544700	ORGLA08G0220700	90	94	1
OS08G0544900	ORGLA08G0220500	100	100	1
OS08G0545000	ORGLA08G0220400	100	99	1
OS08G0545200	ORGLA08G0220300	98	98	1
OS08G0545700	ORGLA08G0219900	59	66	0
OS08G0545800	ORGLA08G0219800	99	99	1
OS08G0545900	ORGLA08G0219700	99	99	1
OS08G0546100	ORGLA08G0219600	91	91	1
OS08G0546300	ORGLA08G0219400	99	96	1
OS08G0546400	ORGLA08G0219300	99	99	1
OS08G0546700	ORGLA08G0219100	100	100	1
OS08G0546800	ORGLA08G0219000	99	99	0
OS08G0546900	ORGLA08G0218900	98	90	1
OS08G0547000	ORGLA08G0218800	84	85	1
OS08G0547100	ORGLA08G0218700	99	99	1
OS08G0547200	ORGLA08G0218600	100	100	1
OS08G0547300	ORGLA08G0218500	98	98	1
OS08G0547500	ORGLA08G0218400	93	96	0
OS08G0547800	ORGLA08G0218100	97	97	1
OS08G0547900	ORGLA08G0217900	99	73	1
OS08G0548000	ORGLA08G0217800	96	67	1
OS08G0548200	ORGLA08G0217600	100	100	1
OS08G0548300	ORGLA08G0217500	98	99	1
OS08G0548400	ORGLA08G0217400	99	99	1
OS08G0548500	ORGLA08G0217300	100	100	1
OS08G0548900	ORGLA08G0217000	100	100	1
OS08G0549100	ORGLA08G0216800	100	100	1
OS08G0549200	ORGLA08G0216700	100	100	1
OS08G0549300	ORGLA08G0216600	100	100	1
OS08G0549600	ORGLA08G0216500	88	85	1
OS08G0549900	ORGLA08G0216200	96	99	0
OS08G0550100	ORGLA08G0216000	100	100	1
OS08G0550200	ORGLA08G0215900	99	99	0
OS08G0550400	ORGLA08G0215800	89	89	0
OS08G0550600	ORGLA08G0215600	81	43	1
OS08G0550700	ORGLA08G0215500	96	96	1
OS08G0551200	ORGLA08G0215300	99	99	1
OS08G0551300	ORGLA08G0215100	99	99	1
OS08G0551366	ORGLA08G0215000	100	100	1
OS08G0551500	ORGLA08G0214900	100	100	1
OS08G0551900	ORGLA08G0214700	100	100	1
OS08G0552000	ORGLA08G0214600	98	97	1
OS08G0552100	ORGLA08G0214500	99	99	1
OS08G0552300	ORGLA08G0214400	100	100	1
OS08G0552333	ORGLA08G0214300	99	99	1
OS08G0552400	ORGLA08G0214000	80	78	1
OS08G0552700	ORGLA08G0213800	99	99	1
OS08G0552800	ORGLA08G0213700	95	95	1
OS08G0552900	ORGLA08G0213600	99	99	1
OS08G0553100	ORGLA08G0213500	100	100	1
OS08G0553200	ORGLA08G0213400	100	100	1
OS08G0553300	ORGLA08G0213300	100	100	1
OS08G0553400	ORGLA08G0213200	86	83	0
OS08G0553500	ORGLA08G0213100	100	100	1
OS08G0553700	ORGLA08G0213000	100	100	1
OS08G0553750	ORGLA08G0212900	92	93	1
OS08G0553800	ORGLA08G0212800	100	99	1
OS08G0554000	ORGLA08G0212700	99	96	1
OS08G0554050	ORGLA08G0212600	100	99	1
OS08G0554100	ORGLA08G0212500	60	99	1
OS08G0554400	ORGLA08G0212300	95	94	0
OS08G0554699	ORGLA08G0212200	66	67	1
OS08G0555200	ORGLA08G0186200	57	94	1
OS08G0555300	ORGLA08G0186300	51	18	1
OS08G0555400	ORGLA08G0186400	95	74	1
OS08G0555700	ORGLA08G0186600	99	98	1
OS08G0555800	ORGLA08G0186500	95	100	1
OS08G0556000	ORGLA08G0186700	99	99	1
OS08G0556200	ORGLA08G0186800	100	100	1
OS08G0556300	ORGLA08G0186900	98	94	0
OS08G0556400	ORGLA08G0187000	99	99	1
OS08G0556600	ORGLA08G0187200	100	100	1
OS08G0556700	ORGLA08G0187300	91	64	1
OS08G0556900	ORGLA08G0187400	100	100	1
OS08G0557000	ORGLA08G0187500	99	99	1
OS08G0557100	ORGLA08G0187600	100	100	1
OS08G0557200	ORGLA08G0187700	100	100	1
OS08G0557400	ORGLA08G0187900	100	99	1
OS08G0557600	ORGLA08G0188100	100	100	1
OS08G0557700	ORGLA08G0188200	99	99	1
OS08G0557800	ORGLA08G0188400	100	100	1
OS08G0557900	ORGLA08G0188500	100	100	1
OS08G0558000	ORGLA08G0189200	82	58	0
OS08G0558100	ORGLA08G0188600	79	79	1
OS08G0558200	ORGLA08G0188700	100	100	1
OS08G0558300	ORGLA08G0188800	99	99	1
OS08G0558400	ORGLA08G0188900	100	96	1
OS08G0558600	ORGLA08G0189000	100	100	1
OS08G0558700	ORGLA08G0189100	99	99	1
OS08G0558800	ORGLA08G0189200	86	61	0
OS08G0558900	ORGLA08G0189300	64	35	1
OS08G0559000	ORGLA08G0189400	98	97	1
OS08G0559200	ORGLA08G0189500	100	100	0
OS08G0559300	ORGLA08G0189600	100	100	1
OS08G0559400	ORGLA08G0189700	87	80	1
OS08G0559600	ORGLA08G0189800	100	100	1
OS08G0559800	ORGLA08G0190000	100	100	1
OS08G0559900	ORGLA08G0190100	93	93	0
OS08G0560000	ORGLA08G0190200	94	100	1
OS08G0560300	ORGLA08G0190300	100	100	1
OS08G0560500	ORGLA08G0190400	99	99	1
OS08G0560600	ORGLA08G0190500	99	99	1
OS08G0560700	ORGLA08G0190600	96	40	0
OS08G0560800	ORGLA08G0190700	81	37	0
OS08G0560900	ORGLA08G0190800	100	100	1
OS08G0561000	ORGLA02G0183800	29	52	0
OS08G0561000	ORGLA10G0053600	15	16	0
OS08G0561500	ORGLA08G0191000	100	100	1
OS08G0561600	ORGLA08G0191100	100	100	1
OS08G0561700	ORGLA08G0191200	100	100	1
OS08G0561800	ORGLA04G0062200	13	27	0
OS08G0561900	ORGLA08G0191400	100	100	1
OS08G0562100	ORGLA08G0191500	100	100	1
OS08G0562200	ORGLA08G0191600	100	100	1
OS08G0562300	ORGLA08G0191700	97	97	1
OS08G0562500	ORGLA08G0191800	100	100	1
OS08G0562600	ORGLA08G0191900	100	100	1
OS08G0562700	ORGLA08G0192000	87	44	0
OS08G0562800	ORGLA08G0192100	96	89	1
OS08G0563200	ORGLA08G0192200	82	82	1
OS08G0563300	ORGLA08G0192300	98	98	1
OS08G0563400	ORGLA08G0192400	100	100	1
OS08G0563500	ORGLA08G0192500	95	92	1
OS08G0564000	ORGLA08G0192700	99	99	1
OS08G0564100	ORGLA08G0192800	100	100	1
OS08G0564300	ORGLA08G0192900	98	98	1
OS08G0564500	ORGLA08G0193000	100	100	1
OS08G0564700	ORGLA08G0193200	100	100	1
OS08G0564750	ORGLA08G0193300	98	53	1
OS08G0564800	ORGLA08G0193400	100	100	1
OS08G0564900	ORGLA08G0193600	100	100	1
OS08G0565200	ORGLA08G0193700	95	95	1
OS08G0565700	ORGLA08G0193900	97	96	1
OS08G0565800	ORGLA08G0194000	14	19	0
OS09G0100800	ORGLA09G0000200	95	96	0
OS09G0101100	ORGLA09G0000400	94	91	0
OS09G0101300	ORGLA09G0000500	93	95	0
OS09G0101800	ORGLA09G0000700	93	97	0
OS09G0102300	ORGLA09G0001000	94	56	0
OS09G0103100	ORGLA09G0001100	36	69	1
OS09G0103200	ORGLA09G0001200	99	85	1
OS09G0103400	ORGLA09G0001300	96	98	0
OS09G0103500	ORGLA09G0001400	79	77	1
OS09G0103600	ORGLA09G0001500	99	99	1
OS09G0103700	ORGLA09G0001600	100	100	1
OS09G0103800	ORGLA09G0001700	98	94	1
OS09G0104300	ORGLA09G0002000	99	99	1
OS09G0104700	ORGLA09G0002100	99	99	1
OS09G0106700	ORGLA09G0002900	100	100	0
OS09G0107400	ORGLA09G0003000	95	95	1
OS09G0108400	ORGLA09G0003200	100	100	0
OS09G0109150	ORGLA09G0003300	79	73	1
OS09G0109500	ORGLA09G0003500	100	100	1
OS09G0109600	ORGLA09G0003600	99	99	1
OS09G0109800	ORGLA09G0003700	100	99	1
OS09G0110100	ORGLA09G0003900	100	100	1
OS09G0110200	ORGLA09G0004000	99	99	1
OS09G0110300	ORGLA09G0004100	97	97	1
OS09G0110400	ORGLA09G0004200	100	99	1
OS09G0111100	ORGLA09G0004600	99	99	1
OS09G0111800	ORGLA09G0004900	99	99	1
OS09G0112400	ORGLA09G0005300	94	94	1
OS09G0114500	ORGLA09G0006100	100	99	1
OS09G0114700	ORGLA09G0006200	3	5	0
OS09G0115400	ORGLA09G0006500	100	100	1
OS09G0115500	ORGLA09G0006600	99	99	1
OS09G0115600	ORGLA09G0006700	98	98	1
OS09G0116000	ORGLA09G0007100	95	99	1
OS09G0116050	ORGLA09G0007200	98	98	1
OS09G0116400	ORGLA09G0007300	99	98	0
OS09G0116800	ORGLA09G0007400	92	94	1
OS09G0116900	ORGLA09G0007500	100	100	1
OS09G0119100	ORGLA09G0007800	99	99	1
OS09G0119600	ORGLA09G0008000	95	96	1
OS09G0120033	ORGLA05G0155200	92	91	1
OS09G0120100	ORGLA09G0008300	70	90	0
OS09G0120600	ORGLA09G0008400	57	91	1
OS09G0121000	ORGLA09G0008600	0	0	0
OS09G0121050	ORGLA09G0008600	97	72	0
OS09G0122000	ORGLA09G0008900	97	97	1
OS09G0122200	ORGLA01G0235000	88	99	1
OS09G0122500	ORGLA09G0009000	98	98	1
OS09G0123100	ORGLA09G0009200	100	98	1
OS09G0123200	ORGLA09G0009300	92	91	1
OS09G0123300	ORGLA09G0009400	99	99	1
OS09G0123500	ORGLA09G0009500	100	100	1
OS09G0124100	ORGLA09G0009600	32	56	1
OS09G0124200	ORGLA11G0120100	97	97	0
OS09G0124800	ORGLA09G0009900	85	48	0
OS09G0125400	ORGLA09G0010300	94	94	1
OS09G0125900	ORGLA09G0010600	99	74	1
OS09G0126600	ORGLA09G0010700	100	100	1
OS09G0127300	ORGLA09G0010800	99	99	1
OS09G0127700	ORGLA09G0011100	99	99	1
OS09G0127800	ORGLA09G0011200	100	100	1
OS09G0128400	ORGLA09G0011400	98	41	1
OS09G0128600	ORGLA09G0011500	100	100	1
OS09G0129600	ORGLA09G0012200	98	49	1
OS09G0129800	ORGLA09G0012200	89	43	1
OS09G0130700	ORGLA09G0012400	85	99	1
OS09G0130800	ORGLA09G0012500	99	99	0
OS09G0131200	ORGLA09G0012600	89	91	1
OS09G0132600	ORGLA09G0013000	100	100	1
OS09G0132900	ORGLA09G0013100	99	99	1
OS09G0133000	ORGLA09G0013200	100	100	1
OS09G0133200	ORGLA09G0013300	100	100	1
OS09G0133600	ORGLA09G0013600	100	100	1
OS09G0133700	ORGLA09G0013700	100	100	1
OS09G0133800	ORGLA09G0013800	99	99	1
OS09G0134400	ORGLA09G0013900	79	80	0
OS09G0134500	ORGLA09G0014000	100	100	1
OS09G0135400	ORGLA09G0014200	92	94	0
OS09G0135501	ORGLA09G0014300	99	99	1
OS09G0237600	ORGLA09G0014400	100	100	1
OS09G0240200	ORGLA09G0014500	83	84	0
OS09G0240500	ORGLA09G0014600	100	100	1
OS09G0240850	ORGLA02G0346300	39	59	1
OS09G0241100	ORGLA09G0014900	97	84	1
OS09G0241550	ORGLA09G0015100	74	64	1
OS09G0241700	ORGLA09G0015300	91	91	1
OS09G0242000	ORGLA09G0015400	3	1	0
OS09G0242300	ORGLA09G0015600	67	67	1
OS09G0242800	ORGLA09G0015700	99	99	1
OS09G0243000	ORGLA09G0015800	87	51	1
OS09G0243200	ORGLA09G0015900	100	100	1
OS09G0243450	ORGLA02G0339600	92	88	1
OS09G0243450	ORGLA05G0080300	84	80	1
OS09G0243450	ORGLA06G0282000	65	41	1
OS09G0243450	ORGLA07G0233300	84	80	1
OS09G0243450	ORGLA09G0173400	65	41	1
OS09G0243450	ORGLA11G0210300	61	67	1
OS09G0243450	ORGLA12G0199100	71	74	1
OS09G0244400	ORGLA09G0016200	99	99	1
OS09G0244600	ORGLA09G0016300	86	96	1
OS09G0244900	ORGLA09G0016400	95	96	0
OS09G0245500	ORGLA09G0016500	86	100	1
OS09G0246200	ORGLA03G0415000	95	91	1
OS09G0246200	ORGLA09G0016600	95	91	1
OS09G0246500	ORGLA09G0016900	44	93	1
OS09G0246700	ORGLA03G0415300	98	98	1
OS09G0246700	ORGLA09G0017000	100	100	1
OS09G0247600	ORGLA09G0017200	100	100	1
OS09G0247700	ORGLA09G0017300	100	8	0
OS09G0247700	ORGLA09G0017400	0	0	0
OS09G0248000	ORGLA09G0017500	92	83	1
OS09G0248100	ORGLA09G0017600	95	95	0
OS09G0248200	ORGLA09G0017700	85	87	1
OS09G0249000	ORGLA09G0018100	100	100	1
OS09G0249400	ORGLA09G0018300	73	99	1
OS09G0249600	ORGLA09G0018400	100	78	1
OS09G0249700	ORGLA09G0018500	100	100	1
OS09G0249900	ORGLA09G0018600	99	99	1
OS09G0250200	ORGLA09G0019100	58	84	1
OS09G0250300	ORGLA09G0019200	32	47	1
OS09G0250700	ORGLA09G0019400	100	100	1
OS09G0250800	ORGLA09G0019500	95	98	1
OS09G0251100	ORGLA09G0019600	93	98	0
OS09G0251800	ORGLA09G0019900	99	99	1
OS09G0252000	ORGLA09G0020100	99	99	1
OS09G0252100	ORGLA09G0020200	42	44	1
OS09G0252700	ORGLA09G0020300	99	99	1
OS09G0253000	ORGLA09G0020500	100	100	1
OS09G0254600	ORGLA09G0021800	61	65	1
OS09G0255000	ORGLA08G0236700	100	100	1
OS09G0255000	ORGLA09G0020800	100	100	1
OS09G0255200	ORGLA09G0020900	100	100	1
OS09G0255300	ORGLA09G0021100	99	99	1
OS09G0255400	ORGLA09G0021200	100	100	1
OS09G0255900	ORGLA09G0021400	100	100	1
OS09G0256100	ORGLA09G0021500	84	97	1
OS09G0256600	ORGLA09G0021800	95	44	1
OS09G0256650	ORGLA09G0021800	72	29	1
OS09G0256700	ORGLA09G0021900	97	97	1
OS09G0257000	ORGLA09G0022000	96	96	1
OS09G0258000	ORGLA09G0022300	99	99	1
OS09G0258500	ORGLA09G0022400	99	99	1
OS09G0258600	ORGLA09G0022500	100	100	1
OS09G0258700	ORGLA09G0022900	83	70	0
OS09G0259500	ORGLA09G0023000	97	98	0
OS09G0260000	ORGLA09G0023200	98	98	1
OS09G0260200	ORGLA09G0023300	57	42	0
OS09G0261100	ORGLA09G0174900	83	82	0
OS09G0261300	ORGLA09G0023400	99	98	1
OS09G0262000	ORGLA09G0023600	87	86	0
OS09G0264400	ORGLA09G0023700	87	86	0
OS09G0265800	ORGLA12G0194100	20	59	1
OS09G0266000	ORGLA09G0024200	94	92	0
OS09G0266100	ORGLA09G0024300	98	97	1
OS09G0266300	ORGLA09G0024400	95	95	1
OS09G0266400	ORGLA09G0024500	100	100	1
OS09G0266600	ORGLA09G0024600	96	70	1
OS09G0267300	ORGLA09G0024800	99	99	1
OS09G0267400	ORGLA09G0024900	97	60	0
OS09G0267500	ORGLA09G0025000	100	100	1
OS09G0267600	ORGLA09G0025100	74	100	1
OS09G0267800	ORGLA09G0026000	15	25	0
OS09G0268000	ORGLA07G0018100	62	60	0
OS09G0268000	ORGLA07G0018400	53	54	0
OS09G0268300	ORGLA09G0025500	99	92	1
OS09G0268600	ORGLA09G0025700	95	97	1
OS09G0268600	ORGLA10G0058400	44	95	1
OS09G0268700	ORGLA09G0025800	100	100	1
OS09G0268800	ORGLA09G0025900	100	87	0
OS09G0270700	ORGLA09G0026200	91	74	1
OS09G0270900	ORGLA09G0026300	98	99	1
OS09G0271000	ORGLA02G0353500	37	55	1
OS09G0271100	ORGLA09G0026400	90	79	1
OS09G0272000	ORGLA09G0026700	98	94	1
OS09G0272300	ORGLA09G0027000	100	100	1
OS09G0272500	ORGLA09G0027100	99	99	1
OS09G0272600	ORGLA09G0027200	97	97	0
OS09G0273800	ORGLA09G0173700	51	99	1
OS09G0273800	ORGLA09G0173900	94	95	1
OS09G0273950	ORGLA09G0174000	46	86	1
OS09G0274100	ORGLA04G0259100	46	71	1
OS09G0274800	ORGLA09G0173800	89	92	0
OS09G0274900	ORGLA09G0027300	91	92	0
OS09G0275200	ORGLA09G0027500	99	99	1
OS09G0275300	ORGLA09G0027700	70	73	0
OS09G0275400	ORGLA09G0027800	100	100	1
OS09G0277800	ORGLA09G0028200	99	99	1
OS09G0278000	ORGLA09G0028300	97	94	1
OS09G0278300	ORGLA09G0028500	14	49	0
OS09G0278700	ORGLA09G0028600	99	99	1
OS09G0279000	ORGLA09G0028700	79	100	1
OS09G0279100	ORGLA09G0028800	94	44	1
OS09G0279200	ORGLA09G0028900	99	99	1
OS09G0279300	ORGLA09G0029000	99	99	1
OS09G0279400	ORGLA09G0029100	44	78	1
OS09G0280300	ORGLA09G0029300	100	100	1
OS09G0280500	ORGLA09G0177900	27	95	0
OS09G0280600	ORGLA09G0177800	99	99	1
OS09G0281300	ORGLA09G0176800	99	99	0
OS09G0281600	ORGLA09G0176700	73	35	0
OS09G0281700	ORGLA08G0211700	28	45	0
OS09G0281800	ORGLA09G0176500	95	95	0
OS09G0281900	ORGLA09G0176400	99	99	1
OS09G0282100	ORGLA09G0176200	96	45	1
OS09G0282300	ORGLA09G0176200	99	56	1
OS09G0284600	ORGLA09G0029700	97	39	0
