Gene stable ID	Oryza barthii gene stable ID	% identity	Oryza barthii % identity	Orthology confidence [0 low, 1 high]
OS11G0567800	OBART11G17340	73	3	0
OS11G0567800	OBART11G17350	97	11	0
OS11G0567800	OBART11G17380	45	4	0
OS11G0568300	OBART11G17390	43	96	0
OS11G0568500	OBART11G17400	99	99	1
OS11G0568600	OBART11G17410	98	98	0
OS11G0568633	OBART12G16080	95	38	1
OS11G0568700	OBART11G17420	94	96	0
OS11G0568800	OBART11G17430	61	14	0
OS11G0569300	OBART11G17440	95	47	1
OS11G0569500	OBART02G25250	53	49	0
OS11G0569600	OBART02G25250	49	49	0
OS11G0569733	OBART11G17170	60	56	1
OS11G0570000	OBART11G17430	50	7	0
OS11G0571900	OBART11G17460	99	100	1
OS11G0572100	OBART11G17470	92	96	0
OS11G0572200	OBART11G17480	94	67	0
OS11G0572301	OBART11G17490	96	100	1
OS11G0572400	OBART11G17500	99	99	1
OS11G0572500	OBART11G17510	97	38	1
OS11G0572700	OBART11G17520	34	75	0
OS11G0572800	OBART11G17530	62	100	1
OS11G0572900	OBART11G17810	56	39	0
OS11G0573200	OBART11G17560	83	75	0
OS11G0573350	OBART11G17660	22	13	0
OS11G0573800	OBART11G17890	88	64	0
OS11G0574400	OBART10G00380	56	91	0
OS11G0574500	OBART11G17630	98	59	1
OS11G0574725	OBART11G17630	100	28	1
OS11G0575200	OBART11G17670	15	16	0
OS11G0575500	OBART11G17700	57	53	1
OS11G0575600	OBART11G17710	53	97	1
OS11G0575900	OBART11G17720	98	27	1
OS11G0576100	OBART11G03290	14	65	0
OS11G0576400	OBART11G17750	79	84	1
OS11G0576975	OBART07G12140	34	64	1
OS11G0577300	OBART11G17810	74	50	0
OS11G0577350	OBART11G17810	98	35	0
OS11G0577700	OBART11G17840	66	22	1
OS11G0577800	OBART11G17850	49	58	1
OS11G0578100	OBART11G17870	100	100	1
OS11G0578500	OBART11G17590	19	13	0
OS11G0578700	OBART11G17900	95	66	1
OS11G0579800	OBART11G17920	68	97	1
OS11G0579900	OBART11G17930	98	98	0
OS11G0580000	OBART11G17940	100	75	0
OS11G0580500	OBART11G17960	34	45	0
OS11G0580800	OBART11G17970	99	99	1
OS11G0581700	OBART11G18000	59	46	0
OS11G0581900	OBART11G18010	99	99	1
OS11G0582000	OBART11G18020	95	95	0
OS11G0582100	OBART11G18030	100	100	1
OS11G0582300	OBART11G18040	90	100	0
OS11G0582400	OBART11G18050	63	100	1
OS11G0582500	OBART11G18060	92	98	1
OS11G0582700	OBART11G18080	99	99	0
OS11G0583200	OBART11G18110	97	97	0
OS11G0583300	OBART11G18120	86	32	0
OS11G0584100	OBART11G18210	99	99	1
OS11G0585200	OBART11G18240	37	67	1
OS11G0585700	OBART11G18260	91	84	0
OS11G0585900	OBART11G18270	99	96	0
OS11G0586001	OBART11G18290	86	40	1
OS11G0586100	OBART11G18290	99	28	1
OS11G0586200	OBART11G18300	87	93	0
OS11G0586300	OBART11G18310	76	79	0
OS11G0586900	OBART11G18320	100	80	0
OS11G0587000	OBART11G18330	63	86	0
OS11G0587100	OBART11G18340	97	93	0
OS11G0587500	OBART11G18390	89	55	1
OS11G0588300	OBART11G18410	96	96	0
OS11G0588400	OBART11G18420	79	74	0
OS11G0588600	OBART11G18420	91	26	0
OS11G0589600	OBART04G17790	68	25	1
OS11G0589800	OBART11G17150	54	67	1
OS11G0590400	OBART11G18490	94	58	1
OS11G0590700	OBART11G18500	94	52	0
OS11G0591000	OBART11G18450	39	42	1
OS11G0591100	OBART11G18510	100	100	0
OS11G0591200	OBART11G18520	79	79	1
OS11G0591550	OBART11G18530	89	59	0
OS11G0591700	OBART11G18540	37	40	1
OS11G0591800	OBART11G18550	89	54	1
OS11G0592000	OBART11G18570	95	94	0
OS11G0592100	OBART11G18600	96	98	0
OS11G0592200	OBART11G18610	98	89	1
OS11G0592300	OBART11G18620	99	73	1
OS11G0592400	OBART11G18630	79	100	1
OS11G0592500	OBART11G18650	97	27	0
OS11G0592600	OBART11G18660	91	100	1
OS11G0592700	OBART11G18670	98	98	1
OS11G0592800	OBART11G18680	85	99	0
OS11G0592900	OBART11G18690	97	98	0
OS11G0593000	OBART11G18700	95	99	0
OS11G0593100	OBART11G18710	71	77	1
OS11G0593500	OBART11G18730	80	39	1
OS11G0593600	OBART11G18740	97	97	0
OS11G0594000	OBART11G18750	95	96	1
OS11G0594200	OBART11G18760	100	100	1
OS11G0594400	OBART11G18770	57	68	0
OS11G0594500	OBART11G18780	98	98	0
OS11G0594600	OBART11G18790	80	98	0
OS11G0594800	OBART11G18800	94	43	0
OS11G0595100	OBART11G18810	74	36	0
OS11G0595200	OBART11G18820	100	100	1
OS11G0596200	OBART11G18840	71	27	0
OS11G0596250	OBART11G18850	78	73	1
OS11G0597400	OBART11G18910	97	96	1
OS11G0597601	OBART11G18920	30	25	0
OS11G0597700	OBART06G12490	22	10	0
OS11G0598500	OBART11G18930	32	70	0
OS11G0598800	OBART11G18870	53	49	0
OS11G0599101	OBART11G18950	97	31	0
OS11G0599200	OBART11G18960	89	100	1
OS11G0599500	OBART11G18980	100	100	1
OS11G0600500	OBART11G19000	98	98	1
OS11G0600700	OBART11G19020	100	100	1
OS11G0600900	OBART11G19030	100	49	1
OS11G0601500	OBART11G19040	80	82	1
OS11G0601600	OBART11G19050	67	99	0
OS11G0601700	OBART11G19060	96	79	0
OS11G0602200	OBART11G19080	100	100	1
OS11G0602300	OBART11G19100	99	99	0
OS11G0602400	OBART11G19110	99	99	1
OS11G0602500	OBART03G04190	85	62	1
OS11G0602500	OBART11G19130	89	90	1
OS11G0602800	OBART11G19150	99	99	1
OS11G0602900	OBART11G19170	93	85	0
OS11G0603000	OBART11G19180	91	92	0
OS11G0603100	OBART11G19190	94	87	1
OS11G0603200	OBART11G19200	100	100	1
OS11G0604500	OBART11G19240	94	92	0
OS11G0604700	OBART11G19260	97	97	0
OS11G0604900	OBART07G01830	21	84	1
OS11G0605500	OBART11G19290	86	100	1
OS11G0606200	OBART11G19320	96	68	0
OS11G0606400	OBART11G19350	74	75	0
OS11G0606500	OBART11G19330	62	36	1
OS11G0606800	OBART11G19370	75	77	0
OS11G0607100	OBART11G19380	82	97	0
OS11G0607200	OBART11G19390	97	91	0
OS11G0607900	OBART08G12820	36	49	0
OS11G0608000	OBART11G19480	96	82	0
OS11G0608300	OBART11G19490	97	98	1
OS11G0608700	OBART11G19500	89	28	0
OS11G0609500	OBART11G19530	58	19	1
OS11G0609600	OBART11G19580	65	52	0
OS11G0610700	OBART11G19630	76	91	0
OS11G0610900	OBART11G19650	92	85	0
OS11G0611100	OBART11G19660	94	95	0
OS11G0614400	OBART11G19830	96	100	1
OS11G0614500	OBART11G19840	93	52	0
OS11G0614800	OBART11G19850	96	93	0
OS11G0614900	OBART11G19860	67	44	1
OS11G0615000	OBART11G19870	100	17	0
OS11G0615100	OBART11G19880	100	98	1
OS11G0615200	OBART11G19890	100	100	1
OS11G0615600	OBART11G19920	99	99	0
OS11G0615700	OBART11G19930	100	100	0
OS11G0615800	OBART11G19940	97	100	1
OS11G0616200	OBART11G19950	96	96	0
OS11G0616300	OBART11G19960	100	100	1
OS11G0616700	OBART12G08830	30	22	1
OS11G0616900	OBART11G19980	6	15	1
OS11G0618300	OBART03G04530	37	28	0
OS11G0618500	OBART03G04540	36	20	0
OS11G0618700	OBART03G04540	43	41	0
OS11G0618850	OBART03G04540	33	22	0
OS11G0619500	OBART03G04540	18	20	0
OS11G0619800	OBART03G04560	67	68	0
OS11G0620000	OBART11G20010	90	81	0
OS11G0620100	OBART11G20020	100	100	1
OS11G0620300	OBART11G20030	87	35	0
OS11G0620400	OBART11G20040	94	98	0
OS11G0620800	OBART11G20060	96	82	0
OS11G0621000	OBART11G20080	91	97	1
OS11G0621300	OBART11G20090	75	90	0
OS11G0621400	OBART11G20100	98	98	1
OS11G0621500	OBART11G20110	99	99	1
OS11G0622150	OBART07G04780	53	57	0
OS11G0622600	OBART11G20120	43	72	0
OS11G0623200	OBART02G11460	41	37	0
OS11G0624400	OBART11G20150	54	85	1
OS11G0625400	OBART11G18640	14	50	0
OS11G0628000	OBART11G20260	40	99	1
OS11G0629100	OBART11G20270	43	59	0
OS11G0629200	OBART11G20280	100	100	1
OS11G0629300	OBART11G20290	99	99	1
OS11G0629400	OBART11G20300	46	100	1
OS11G0629500	OBART11G20310	99	90	1
OS11G0629582	OBART12G07380	36	14	0
OS11G0629600	OBART11G20330	91	43	0
OS11G0630700	OBART11G20430	85	99	1
OS11G0630900	OBART11G20420	9	17	0
OS11G0631100	OBART11G20440	97	30	1
OS11G0631600	OBART11G20460	49	79	1
OS11G0631825	OBART11G14140	56	35	1
OS11G0633500	OBART11G20500	49	41	0
OS11G0633800	OBART06G21120	29	48	0
OS11G0633800	OBART11G20540	62	23	0
OS11G0634200	OBART11G20560	93	83	0
OS11G0634700	OBART11G20580	71	99	1
OS11G0634800	OBART11G20590	99	95	1
OS11G0635300	OBART06G22410	59	25	0
OS11G0635500	OBART06G22410	62	25	0
OS11G0636050	OBART09G11260	15	20	0
OS11G0636050	OBART11G05270	20	23	0
OS11G0636900	OBART11G20660	98	97	1
OS11G0637100	OBART11G20680	64	87	0
OS11G0637200	OBART11G20700	96	95	1
OS11G0637300	OBART11G20720	37	22	0
OS11G0637600	OBART11G20750	88	52	0
OS11G0637700	OBART11G20760	99	100	0
OS11G0637800	OBART11G20770	100	100	0
OS11G0638000	OBART11G20780	96	54	0
OS11G0638900	OBART11G20820	100	13	1
OS11G0639000	OBART11G20830	97	66	1
OS11G0639100	OBART11G20840	91	5	0
OS11G0640300	OBART05G27380	17	31	0
OS11G0640800	OBART11G20860	81	92	0
OS11G0641300	OBART11G20900	100	99	1
OS11G0641500	OBART11G20910	100	100	1
OS11G0641800	OBART11G20930	42	88	0
OS11G0642100	OBART11G20960	25	62	0
OS11G0642400	OBART11G20980	83	95	1
OS11G0642800	OBART11G21010	73	83	0
OS11G0643100	OBART11G21020	24	96	1
OS11G0643400	OBART08G07480	28	75	0
OS11G0643400	OBART08G15920	58	85	0
OS11G0643400	OBART11G21030	61	90	0
OS11G0643600	OBART11G21050	96	91	0
OS11G0643700	OBART11G21060	99	42	1
OS11G0643800	OBART11G21070	100	100	1
OS11G0644000	OBART11G21080	30	37	0
OS11G0644500	OBART11G21090	58	27	1
OS11G0644600	OBART11G21100	79	97	1
OS11G0644700	OBART11G21110	99	99	1
OS11G0644800	OBART11G21120	83	83	1
OS11G0644900	OBART11G21130	100	100	1
OS11G0645200	OBART11G21160	99	99	1
OS11G0645400	OBART11G21170	100	100	1
OS11G0645800	OBART11G21200	92	89	1
OS11G0647866	OBART11G21200	82	56	1
OS11G0648000	OBART11G21190	81	74	0
OS11G0648100	OBART11G21220	93	33	0
OS11G0648400	OBART11G21230	57	27	0
OS11G0648700	OBART11G21240	41	72	0
OS11G0648700	OBART11G21250	31	98	0
OS11G0648800	OBART11G21260	76	75	0
OS11G0649000	OBART09G04850	68	79	1
OS11G0649300	OBART11G21290	61	99	0
OS11G0649400	OBART11G21300	99	99	1
OS11G0649500	OBART11G21310	70	99	1
OS11G0649600	OBART11G21320	100	99	1
OS11G0649700	OBART11G21330	100	100	1
OS11G0649900	OBART11G21390	50	97	0
OS11G0650500	OBART11G21350	87	86	0
OS11G0650600	OBART11G21380	72	79	0
OS11G0650700	OBART11G21390	50	97	0
OS11G0652100	OBART11G21370	85	92	0
OS11G0652100	OBART11G21410	85	92	0
OS11G0652600	OBART11G21420	87	86	0
OS11G0652900	OBART11G21430	97	78	1
OS11G0653300	OBART11G21440	67	73	0
OS11G0654100	OBART11G21550	56	71	0
OS11G0654800	OBART11G21500	38	71	0
OS11G0655100	OBART11G21540	97	92	0
OS11G0655300	OBART11G21560	98	98	0
OS11G0655700	OBART11G21600	92	51	0
OS11G0655700	OBART11G21610	92	52	0
OS11G0655800	OBART11G21630	98	98	1
OS11G0655900	OBART11G21640	99	97	1
OS11G0656000	OBART11G21650	79	97	0
OS11G0656400	OBART11G21660	95	95	0
OS11G0656700	OBART11G21660	95	95	0
OS11G0657000	OBART11G21670	85	85	1
OS11G0657100	OBART11G21680	98	97	1
OS11G0657200	OBART11G21690	98	98	1
OS11G0657300	OBART11G21700	100	100	1
OS11G0657400	OBART11G21710	51	95	1
OS11G0657700	OBART10G02690	57	52	1
OS11G0657900	OBART11G21750	97	97	1
OS11G0658700	OBART11G21780	84	20	0
OS11G0658800	OBART11G21790	99	99	1
OS11G0658900	OBART05G10220	39	28	0
OS11G0659200	OBART02G25790	97	97	1
OS11G0659400	OBART02G25800	96	51	0
OS11G0659500	OBART02G25810	100	99	0
OS11G0659500	OBART11G21830	99	84	0
OS11G0659700	OBART11G21850	56	62	0
OS11G0660000	OBART02G25830	97	53	0
OS11G0660300	OBART11G21870	84	97	0
OS11G0660500	OBART11G21900	100	100	0
OS11G0661200	OBART11G21940	83	89	0
OS11G0661300	OBART11G21950	96	96	0
OS11G0661400	OBART11G21960	100	20	1
OS11G0661800	OBART11G21980	84	91	1
OS11G0664000	OBART11G22050	80	48	1
OS11G0664400	OBART11G22030	93	94	0
OS11G0664500	OBART11G22040	64	88	0
OS11G0667000	OBART11G22080	77	23	1
OS11G0667400	OBART01G26450	27	18	0
OS11G0667700	OBART11G22130	99	23	1
OS11G0668100	OBART11G22770	54	56	0
OS11G0668300	OBART11G22150	81	83	0
OS11G0668650	OBART11G22160	95	35	1
OS11G0669100	OBART11G22210	32	39	0
OS11G0669200	OBART11G22190	96	75	0
OS11G0670800	OBART09G17320	51	20	1
OS11G0670900	OBART11G22270	55	46	0
OS11G0671000	OBART11G22280	98	98	0
OS11G0671950	OBART06G17720	4	2	0
OS11G0672400	OBART11G22310	96	89	0
OS11G0672700	OBART11G22320	99	99	0
OS11G0673000	OBART11G22350	79	97	0
OS11G0673100	OBART11G22360	95	95	0
OS11G0673200	OBART11G22370	87	97	0
OS11G0673900	OBART11G22410	95	79	1
OS11G0675200	OBART11G22480	92	31	1
OS11G0676050	OBART11G20130	29	23	0
OS11G0676200	OBART11G22390	90	49	1
OS11G0676800	OBART11G22410	91	58	1
OS11G0677000	OBART11G22410	41	18	1
OS11G0677101	OBART11G22500	77	16	0
OS11G0677400	OBART11G22520	97	97	1
OS11G0677500	OBART11G22530	95	51	1
OS11G0678301	OBART11G22570	76	28	0
OS11G0679700	OBART11G22720	80	94	1
OS11G0680200	OBART11G22730	78	62	0
OS11G0681400	OBART11G22820	95	65	1
OS11G0682000	OBART11G22850	71	94	1
OS11G0682501	OBART11G22870	79	32	1
OS11G0683500	OBART11G22900	100	99	0
OS11G0683600	OBART11G22890	100	100	1
OS11G0683800	OBART11G22910	71	76	0
OS11G0684100	OBART11G22940	45	62	0
OS11G0684100	OBART11G22960	13	31	0
OS11G0684700	OBART11G22950	51	75	0
OS11G0685100	OBART10G00370	96	48	0
OS11G0685600	OBART11G23070	67	15	0
OS11G0686500	OBART11G22990	52	88	1
OS11G0686900	OBART11G23010	86	61	1
OS11G0687100	OBART11G23030	44	66	0
OS11G0688832	OBART11G23150	65	23	0
OS11G0689100	OBART11G23160	77	78	0
OS11G0689300	OBART11G23180	98	98	0
OS11G0689500	OBART11G23200	91	27	0
OS11G0689650	OBART11G23200	90	41	0
OS11G0690332	OBART08G23770	63	53	0
OS11G0691100	OBART11G23210	100	31	1
OS11G0691190	OBART10G02690	57	52	1
OS11G0691400	OBART08G23770	58	37	0
OS11G0691650	OBART08G23780	45	82	1
OS11G0693800	OBART11G23230	90	55	1
OS11G0693900	OBART11G23240	97	17	1
OS11G0696400	OBART11G23300	95	96	1
OS11G0700100	OBART11G17150	0	0	1
OS11G0700900	OBART11G23350	92	91	0
OS11G0700900	OBART11G23370	92	91	0
OS11G0701000	OBART11G23380	78	98	0
OS11G0701100	OBART11G23390	100	100	1
OS11G0701200	OBART11G23400	100	100	1
OS11G0701400	OBART11G23410	63	89	1
OS11G0701500	OBART11G23420	100	100	1
OS11G0701600	OBART11G23430	94	43	1
OS11G0701800	OBART11G23440	98	98	1
OS11G0701900	OBART11G23450	86	45	0
OS11G0702000	OBART07G07670	66	80	0
OS11G0702200	OBART11G23470	90	81	0
OS11G0702400	OBART11G23480	72	27	1
OS11G0703100	OBART11G23510	96	98	1
OS11G0703400	OBART11G23530	99	99	1
OS11G0703500	OBART11G23540	78	30	0
OS11G0703900	OBART11G23560	100	100	1
OS11G0704000	OBART11G23570	80	98	1
OS11G0704100	OBART11G23580	73	63	0
OS11G0704300	OBART11G23590	98	98	1
OS11G0704500	OBART11G23600	100	100	0
OS11G0704600	OBART11G23610	96	90	1
OS11G0704700	OBART11G23620	29	29	0
OS11G0704800	OBART11G23630	100	100	1
OS11G0705200	OBART11G23660	61	95	1
OS11G0705900	OBART11G23680	91	91	1
OS11G0706100	OBART11G23690	29	8	0
OS11G0706600	OBART11G23720	100	100	1
OS11G0706801	OBART11G23730	81	95	1
OS11G0707000	OBART11G23740	99	92	1
OS11G0707050	OBART11G23750	90	19	0
OS11G0707100	OBART11G23750	66	38	0
OS11G0707300	OBART11G23770	100	100	1
OS11G0707600	OBART11G23790	100	91	1
OS11G0707700	OBART11G23800	100	100	1
OS11G0707800	OBART11G23810	100	99	1
OS11G0707900	OBART11G23820	81	96	1
OS11G0708400	OBART11G23860	100	100	1
OS11G0708600	OBART12G13990	91	69	0
OS12G0100100	OBART12G00030	100	100	1
OS12G0100200	OBART12G00040	68	100	1
OS12G0100500	OBART12G00050	98	99	1
OS12G0100700	OBART12G00060	93	99	1
OS12G0101600	OBART11G00060	81	94	1
OS12G0101800	OBART11G00080	88	68	1
OS12G0102100	OBART12G00070	87	29	0
OS12G0102350	OBART11G00090	84	44	0
OS12G0102400	OBART11G00100	19	54	0
OS12G0102500	OBART11G00110	56	92	0
OS12G0102500	OBART12G00080	76	95	0
OS12G0102600	OBART12G00090	98	97	0
OS12G0102700	OBART11G00120	90	95	0
OS12G0102700	OBART12G15860	7	48	0
OS12G0102900	OBART11G00140	65	51	1
OS12G0103000	OBART11G00170	92	95	1
OS12G0104700	OBART11G00230	67	86	0
OS12G0104766	OBART11G00300	0	1	0
OS12G0104800	OBART11G00300	98	64	0
OS12G0104900	OBART11G00250	97	97	1
OS12G0105200	OBART11G00340	71	82	0
OS12G0105300	OBART11G00350	89	79	0
OS12G0105500	OBART12G00170	93	80	0
OS12G0105600	OBART12G00180	98	99	1
OS12G0105800	OBART11G00380	83	51	0
OS12G0105950	OBART11G00390	99	38	0
OS12G0105950	OBART12G00200	99	79	0
OS12G0105975	OBART11G00390	88	28	0
OS12G0105975	OBART12G00200	4	3	0
OS12G0106100	OBART11G00410	79	78	1
OS12G0106300	OBART12G00220	97	97	1
OS12G0106500	OBART12G00230	97	98	1
OS12G0106550	OBART12G00240	100	100	1
OS12G0106600	OBART12G00250	98	85	1
OS12G0106700	OBART12G00260	66	95	1
OS12G0106900	OBART12G00270	97	65	1
OS12G0107600	OBART12G00300	98	98	1
OS12G0107700	OBART11G00500	90	72	0
OS12G0108100	OBART12G00350	75	79	0
OS12G0108200	OBART06G05750	41	35	0
OS12G0108500	OBART12G00370	96	99	1
OS12G0108600	OBART12G00380	89	89	1
OS12G0108900	OBART11G00590	88	42	0
OS12G0108900	OBART12G00390	90	50	0
OS12G0109600	OBART12G00420	99	99	1
OS12G0109800	OBART12G00440	93	83	1
OS12G0110100	OBART11G00660	90	54	0
OS12G0110100	OBART12G00460	91	86	0
OS12G0110300	OBART12G00470	96	97	1
OS12G0110475	OBART12G00490	52	97	0
OS12G0110700	OBART02G16920	44	47	0
OS12G0110700	OBART11G22650	0	0	0
OS12G0111000	OBART11G00770	40	39	0
OS12G0111400	OBART12G00530	26	33	1
OS12G0111600	OBART11G00790	98	98	1
OS12G0111700	OBART08G14640	25	30	0
OS12G0111900	OBART11G00810	66	85	1
OS12G0112200	OBART12G00590	99	99	1
OS12G0112300	OBART11G00820	77	61	0
OS12G0112300	OBART12G00600	71	99	0
OS12G0112401	OBART11G00840	87	77	1
OS12G0112401	OBART12G00610	95	95	1
OS12G0112500	OBART12G00630	99	84	1
OS12G0112800	OBART12G00650	68	98	1
OS12G0113500	OBART12G00670	99	99	1
OS12G0113700	OBART12G00680	93	83	1
OS12G0113800	OBART12G00690	66	89	1
OS12G0113900	OBART12G00700	85	99	0
OS12G0114000	OBART11G00970	74	91	0
OS12G0114000	OBART12G00710	78	96	0
OS12G0114100	OBART12G00720	63	99	0
OS12G0114200	OBART11G00980	62	35	1
OS12G0114400	OBART12G00730	100	82	1
OS12G0115500	OBART12G00760	100	100	1
OS12G0115700	OBART12G00770	98	100	1
OS12G0116000	OBART12G00790	86	100	1
OS12G0116400	OBART12G00820	99	98	1
OS12G0116600	OBART12G00840	99	56	1
OS12G0116700	OBART12G00850	100	100	1
OS12G0116700	OBART12G00860	2	2	1
OS12G0117100	OBART12G00880	91	81	1
OS12G0117200	OBART12G00890	99	99	1
OS12G0117300	OBART12G00900	88	90	1
OS12G0117400	OBART12G00910	86	94	1
OS12G0117600	OBART12G00920	94	96	1
OS12G0117800	OBART11G01190	99	98	1
OS12G0119000	OBART11G01230	95	97	0
OS12G0119350	OBART12G01010	73	78	1
OS12G0119600	OBART12G01030	98	88	1
OS12G0119700	OBART12G01050	97	97	1
OS12G0119800	OBART12G01060	94	94	0
OS12G0120000	OBART12G01070	94	91	0
OS12G0120100	OBART11G01270	88	89	0
OS12G0120100	OBART12G01080	84	85	0
OS12G0120200	OBART12G01090	72	73	1
OS12G0120400	OBART12G01120	65	38	1
OS12G0121000	OBART12G01130	99	99	1
OS12G0121100	OBART11G01360	95	71	1
OS12G0121100	OBART12G01140	99	90	1
OS12G0121300	OBART12G01150	94	98	1
OS12G0121400	OBART12G01160	100	100	1
OS12G0121600	OBART12G01180	100	100	1
OS12G0122000	OBART12G01190	48	99	1
OS12G0122100	OBART12G01210	100	100	1
OS12G0123100	OBART12G01250	78	73	1
OS12G0123200	OBART12G01260	93	92	0
OS12G0123300	OBART12G01270	48	30	1
OS12G0123500	OBART12G01280	98	34	1
OS12G0123700	OBART11G01590	90	39	0
OS12G0123700	OBART12G01290	84	36	0
OS12G0123800	OBART12G01300	59	61	0
OS12G0123900	OBART12G01310	92	92	0
OS12G0124000	OBART12G01320	79	93	1
OS12G0124000	OBART12G01340	39	79	1
OS12G0124400	OBART12G01380	73	99	0
OS12G0124500	OBART11G01660	96	95	1
OS12G0124700	OBART12G01390	62	99	1
OS12G0125000	OBART07G20460	37	99	0
OS12G0125000	OBART12G01420	38	94	0
OS12G0125300	OBART12G01430	99	99	0
OS12G0125400	OBART12G01440	98	98	0
OS12G0126100	OBART12G01760	56	68	1
OS12G0126200	OBART12G01750	91	92	0
OS12G0126300	OBART12G01740	70	90	0
OS12G0126800	OBART12G01710	97	87	1
OS12G0127100	OBART12G01690	99	99	1
OS12G0127200	OBART12G01680	96	96	1
OS12G0127400	OBART12G01660	65	70	1
OS12G0127600	OBART12G01640	52	94	1
OS12G0127800	OBART12G01610	59	99	0
OS12G0128200	OBART12G01600	71	93	1
OS12G0128450	OBART12G01590	99	91	1
OS12G0128600	OBART12G01580	99	99	1
OS12G0128900	OBART12G01560	99	99	0
OS12G0129000	OBART11G01920	55	98	0
OS12G0129000	OBART12G01540	58	68	0
OS12G0129100	OBART12G01530	97	84	1
OS12G0129400	OBART12G01510	81	92	0
OS12G0129550	OBART12G01500	61	82	0
OS12G0129650	OBART12G01510	68	13	0
OS12G0130100	OBART12G01860	89	30	0
OS12G0130200	OBART12G01850	99	75	1
OS12G0130300	OBART11G01970	94	94	0
OS12G0130300	OBART12G01840	95	33	0
OS12G0130500	OBART11G01990	90	58	1
OS12G0130900	OBART12G01830	72	83	1
OS12G0131000	OBART02G38460	42	59	0
OS12G0131100	OBART12G01810	99	47	1
OS12G0131150	OBART12G01810	100	12	1
OS12G0131200	OBART12G01790	88	61	1
OS12G0131266	OBART12G01800	53	84	1
OS12G0131300	OBART12G01510	80	20	0
OS12G0131400	OBART12G01780	86	94	1
OS12G0131701	OBART12G01460	86	57	1
OS12G0131900	OBART12G01880	93	67	0
OS12G0132200	OBART12G01900	99	68	1
OS12G0132300	OBART11G02120	99	99	1
OS12G0133050	OBART11G02150	96	15	0
OS12G0133050	OBART12G01930	97	14	0
OS12G0133300	OBART11G02170	53	29	0
OS12G0133300	OBART12G01950	69	24	0
OS12G0133500	OBART11G02180	99	58	0
OS12G0133500	OBART12G01960	82	57	0
OS12G0133600	OBART11G02190	71	40	0
OS12G0133600	OBART12G01970	73	36	0
OS12G0133700	OBART12G01980	83	99	0
OS12G0133800	OBART11G02220	94	78	1
OS12G0134000	OBART12G02010	100	67	1
OS12G0134200	OBART11G02240	94	69	1
OS12G0134200	OBART12G02020	92	99	1
OS12G0134300	OBART11G02250	68	35	1
OS12G0134500	OBART11G02290	29	22	0
OS12G0134500	OBART12G02030	29	25	0
OS12G0134700	OBART11G02280	84	94	0
OS12G0135300	OBART11G02330	37	39	1
OS12G0135850	OBART12G02080	91	46	0
OS12G0135900	OBART12G02090	99	99	1
OS12G0136200	OBART12G02110	98	63	0
OS12G0136900	OBART12G02160	98	98	0
OS12G0137000	OBART12G02170	99	99	1
OS12G0137200	OBART11G02490	83	98	1
OS12G0137300	OBART11G02500	79	66	0
OS12G0137300	OBART12G02190	70	64	0
OS12G0137400	OBART12G02200	82	99	1
OS12G0137500	OBART12G02210	99	99	1
OS12G0137700	OBART12G02220	78	47	0
OS12G0138050	OBART12G02240	82	100	1
OS12G0138100	OBART12G02250	94	51	1
OS12G0138166	OBART12G02250	84	32	1
OS12G0138200	OBART12G02250	40	22	1
OS12G0138800	OBART12G02300	76	88	0
OS12G0139100	OBART11G02610	39	21	0
OS12G0139400	OBART11G02650	57	96	0
OS12G0139400	OBART12G02350	56	98	0
OS12G0139500	OBART11G02660	64	71	1
OS12G0139700	OBART11G02680	84	44	0
OS12G0140050	OBART12G02430	89	46	1
OS12G0140300	OBART11G02740	22	23	0
OS12G0140600	OBART11G02760	26	41	0
OS12G0140600	OBART12G02470	15	38	0
OS12G0140700	OBART12G02460	99	99	0
OS12G0141100	OBART11G02790	65	90	0
OS12G0141100	OBART12G02500	94	85	0
OS12G0141500	OBART12G02530	66	98	1
OS12G0141600	OBART12G02540	83	89	1
OS12G0141900	OBART12G02560	52	18	0
OS12G0142600	OBART12G02590	87	99	1
OS12G0143100	OBART12G02610	80	100	1
OS12G0143300	OBART12G02630	81	50	0
OS12G0143400	OBART12G02640	97	94	1
OS12G0143750	OBART10G08780	43	60	1
OS12G0143900	OBART12G02670	100	98	1
OS12G0144000	OBART12G02680	100	87	0
OS12G0144200	OBART12G06500	17	39	1
OS12G0144600	OBART12G02720	44	99	1
OS12G0145100	OBART12G02740	100	100	1
OS12G0145400	OBART12G02780	86	94	1
OS12G0145500	OBART12G02790	97	48	0
OS12G0145566	OBART02G06630	42	35	0
OS12G0145566	OBART07G24680	64	84	0
OS12G0145700	OBART12G02800	100	100	1
OS12G0145900	OBART12G02810	86	94	1
OS12G0146400	OBART12G02850	99	85	1
OS12G0146500	OBART12G02860	99	91	1
OS12G0147000	OBART12G02890	76	88	1
OS12G0147200	OBART12G02900	99	99	0
OS12G0147300	OBART12G12410	11	53	1
OS12G0147500	OBART12G02910	99	95	1
OS12G0147800	OBART12G02920	99	99	1
OS12G0148400	OBART12G02950	79	47	0
OS12G0148700	OBART12G02970	98	98	0
OS12G0149000	OBART12G02990	29	74	1
OS12G0149300	OBART12G03010	99	100	1
OS12G0149800	OBART12G03030	100	100	1
OS12G0150100	OBART12G03040	100	100	1
OS12G0150500	OBART12G03050	83	79	1
OS12G0150700	OBART12G03060	64	55	0
