Gene stable ID	Oryza glumaepatula gene stable ID	% identity	Oryza glumaepatula % identity	Orthology confidence [0 low, 1 high]
OS11G0180800	OGLUM11G04780	65	68	1
OS11G0180900	OGLUM11G04790	99	98	1
OS11G0181100	OGLUM11G04810	95	96	1
OS11G0181200	OGLUM11G04820	96	92	1
OS11G0181400	OGLUM11G04830	100	100	1
OS11G0181900	OGLUM11G04850	99	99	1
OS11G0182100	OGLUM11G04880	99	97	1
OS11G0182200	OGLUM11G04890	100	99	1
OS11G0182400	OGLUM11G04900	100	100	1
OS11G0182900	OGLUM11G04910	74	27	0
OS11G0183700	OGLUM11G04920	98	85	0
OS11G0183800	OGLUM11G04930	99	51	0
OS11G0183900	OGLUM11G04940	98	98	1
OS11G0184100	OGLUM11G04950	96	96	0
OS11G0184300	OGLUM11G04960	87	83	0
OS11G0184600	OGLUM11G04980	74	48	0
OS11G0184800	OGLUM11G05000	86	81	0
OS11G0184900	OGLUM11G05010	98	98	1
OS11G0185100	OGLUM11G05020	97	97	1
OS11G0185800	OGLUM11G05110	94	34	1
OS11G0186200	OGLUM11G05120	100	97	1
OS11G0186300	OGLUM11G05130	100	100	1
OS11G0186400	OGLUM11G05140	93	96	1
OS11G0186500	OGLUM11G05200	97	97	0
OS11G0186600	OGLUM11G05160	25	75	0
OS11G0186800	OGLUM11G05180	98	100	1
OS11G0186900	OGLUM11G05190	62	100	1
OS11G0186900	OGLUM11G05210	37	100	1
OS11G0187100	OGLUM11G05220	96	96	0
OS11G0187200	OGLUM11G05230	88	86	0
OS11G0187500	OGLUM11G05290	86	84	0
OS11G0189600	OGLUM11G05320	89	96	0
OS11G0189900	OGLUM11G05310	26	24	1
OS11G0191300	OGLUM11G05360	98	88	1
OS11G0191400	OGLUM11G05370	87	97	1
OS11G0191500	OGLUM11G05380	90	91	0
OS11G0191500	OGLUM11G05460	66	95	0
OS11G0192400	OGLUM11G05420	85	49	0
OS11G0192500	OGLUM11G05440	61	99	0
OS11G0193300	OGLUM12G15260	31	52	0
OS11G0194000	OGLUM11G05420	95	29	0
OS11G0194800	OGLUM11G05470	100	100	1
OS11G0194900	OGLUM11G05480	96	86	1
OS11G0195000	OGLUM06G19880	49	60	1
OS11G0195100	OGLUM11G05490	94	95	1
OS11G0195200	OGLUM12G16500	30	36	1
OS11G0195500	OGLUM11G05500	98	80	1
OS11G0195600	OGLUM11G05510	93	97	0
OS11G0195700	OGLUM11G05520	96	96	1
OS11G0195800	OGLUM11G05530	94	93	0
OS11G0197500	OGLUM09G19790	96	99	1
OS11G0197600	OGLUM09G19780	99	96	1
OS11G0198100	OGLUM09G19770	98	66	0
OS11G0198200	OGLUM09G19760	99	96	1
OS11G0198900	OGLUM09G19740	97	98	1
OS11G0199000	OGLUM11G05550	88	35	1
OS11G0199000	OGLUM11G05560	5	3	1
OS11G0199200	OGLUM06G05100	100	100	1
OS11G0199200	OGLUM11G05570	100	100	1
OS11G0199600	OGLUM11G05580	98	99	1
OS11G0199700	OGLUM11G05590	97	79	0
OS11G0199801	OGLUM11G05600	99	98	1
OS11G0199900	OGLUM11G05610	86	29	1
OS11G0200000	OGLUM11G05620	94	65	1
OS11G0200000	OGLUM11G05650	94	94	1
OS11G0200600	OGLUM11G05640	94	94	0
OS11G0201400	OGLUM11G05620	87	42	1
OS11G0201400	OGLUM11G05650	87	61	1
OS11G0201441	OGLUM11G05690	72	34	1
OS11G0201900	OGLUM11G05760	39	30	0
OS11G0202000	OGLUM11G05770	95	76	1
OS11G0202200	OGLUM11G05770	10	7	1
OS11G0202300	OGLUM11G05770	63	31	1
OS11G0202400	OGLUM11G05770	48	32	1
OS11G0202500	OGLUM05G18440	29	45	1
OS11G0205500	OGLUM12G06260	36	64	0
OS11G0205900	OGLUM11G05780	77	65	0
OS11G0206101	OGLUM11G05790	67	37	1
OS11G0206200	OGLUM11G05820	80	46	1
OS11G0206300	OGLUM11G05840	50	78	1
OS11G0206600	OGLUM11G05850	95	34	0
OS11G0206700	OGLUM11G05870	99	99	1
OS11G0207000	OGLUM11G05910	36	49	0
OS11G0207300	OGLUM11G05940	100	69	1
OS11G0207600	OGLUM11G05960	99	99	1
OS11G0207700	OGLUM11G05950	85	95	1
OS11G0207800	OGLUM11G05990	20	66	1
OS11G0207900	OGLUM11G06000	75	95	1
OS11G0208000	OGLUM11G06020	96	86	1
OS11G0208100	OGLUM11G06030	96	47	1
OS11G0208400	OGLUM11G06040	99	95	1
OS11G0208800	OGLUM11G06070	94	67	0
OS11G0208900	OGLUM01G09220	58	51	0
OS11G0209100	OGLUM06G16610	1	1	0
OS11G0209200	OGLUM06G16610	28	29	0
OS11G0209400	OGLUM06G16610	1	0	0
OS11G0209502	OGLUM06G16610	32	26	0
OS11G0209700	OGLUM11G06100	91	35	1
OS11G0209900	OGLUM11G06110	99	100	1
OS11G0210000	OGLUM11G06120	79	38	0
OS11G0210201	OGLUM11G06140	95	96	1
OS11G0210300	OGLUM11G06150	100	100	1
OS11G0210500	OGLUM11G06160	100	100	0
OS11G0210600	OGLUM11G06180	99	67	1
OS11G0211800	OGLUM11G06220	98	98	1
OS11G0212000	OGLUM11G06240	90	49	0
OS11G0212300	OGLUM11G06270	96	43	1
OS11G0212801	OGLUM11G06320	15	15	1
OS11G0212900	OGLUM11G06330	74	32	0
OS11G0213000	OGLUM11G06340	96	43	1
OS11G0213500	OGLUM11G06370	99	99	1
OS11G0213600	OGLUM11G06380	97	84	1
OS11G0213700	OGLUM04G21310	39	30	0
OS11G0213700	OGLUM11G06260	35	45	0
OS11G0213800	OGLUM04G21310	62	21	0
OS11G0213800	OGLUM11G06260	0	0	0
OS11G0214001	OGLUM11G06390	86	72	0
OS11G0214100	OGLUM11G11040	68	47	1
OS11G0214400	OGLUM11G06410	66	88	1
OS11G0214700	OGLUM11G06420	53	63	1
OS11G0214900	OGLUM11G06420	90	96	1
OS11G0215100	OGLUM11G06430	96	97	1
OS11G0215300	OGLUM11G06450	93	93	0
OS11G0215400	OGLUM11G06460	94	95	1
OS11G0216000	OGLUM11G06490	98	100	1
OS11G0216100	OGLUM11G06500	91	100	1
OS11G0216300	OGLUM11G06510	87	94	1
OS11G0216400	OGLUM11G06520	97	89	1
OS11G0216900	OGLUM11G06560	98	43	1
OS11G0217500	OGLUM11G06570	94	45	1
OS11G0218000	OGLUM11G06580	93	93	1
OS11G0218100	OGLUM11G06590	19	38	1
OS11G0219000	OGLUM11G06660	90	46	1
OS11G0220300	OGLUM06G13550	37	34	0
OS11G0220600	OGLUM11G06720	95	36	1
OS11G0220600	OGLUM11G06750	1	1	1
OS11G0220700	OGLUM11G06730	40	90	1
OS11G0221000	OGLUM11G06760	73	60	1
OS11G0221200	OGLUM11G06790	81	76	1
OS11G0221300	OGLUM11G06800	97	96	1
OS11G0222000	OGLUM11G06850	99	89	1
OS11G0222200	OGLUM11G06860	33	95	1
OS11G0222320	OGLUM11G06890	59	24	1
OS11G0222800	OGLUM11G06950	94	94	1
OS11G0222900	OGLUM11G07000	53	63	0
OS11G0223201	OGLUM11G06970	49	39	0
OS11G0224400	OGLUM11G07030	88	96	1
OS11G0224600	OGLUM11G07040	61	95	1
OS11G0224800	OGLUM11G07050	85	86	0
OS11G0225300	OGLUM11G07090	84	87	1
OS11G0226201	OGLUM11G07100	92	46	0
OS11G0226933	OGLUM11G07180	90	29	0
OS11G0226966	OGLUM11G07200	92	92	1
OS11G0227000	OGLUM11G07190	76	78	0
OS11G0227700	OGLUM11G07220	87	76	1
OS11G0227800	OGLUM11G07260	86	85	0
OS11G0229400	OGLUM11G07250	98	98	0
OS11G0229700	OGLUM11G07260	80	25	0
OS11G0230700	OGLUM11G07290	93	26	1
OS11G0231200	OGLUM11G07310	90	90	1
OS11G0231400	OGLUM11G07320	88	81	1
OS11G0231600	OGLUM11G07340	94	93	1
OS11G0232000	OGLUM11G07350	81	62	1
OS11G0232100	OGLUM11G07360	99	99	1
OS11G0233000	OGLUM11G07380	81	99	1
OS11G0233201	OGLUM11G07400	63	46	1
OS11G0233800	OGLUM11G07440	94	99	1
OS11G0234200	OGLUM11G07480	96	96	1
OS11G0235200	OGLUM11G07500	93	99	1
OS11G0235400	OGLUM11G07510	95	58	1
OS11G0235750	OGLUM11G07530	77	77	1
OS11G0236000	OGLUM11G07550	94	38	0
OS11G0236100	OGLUM11G07560	99	46	0
OS11G0237900	OGLUM11G07620	97	51	1
OS11G0239000	OGLUM11G07650	24	74	0
OS11G0239200	OGLUM11G07650	24	71	0
OS11G0239400	OGLUM11G07650	1	1	0
OS11G0239500	OGLUM11G07660	98	98	1
OS11G0240600	OGLUM11G07670	89	88	0
OS11G0240800	OGLUM11G07720	70	83	1
OS11G0240900	OGLUM11G07730	98	85	1
OS11G0241200	OGLUM11G07740	98	92	1
OS11G0241700	OGLUM03G20900	31	35	0
OS11G0241832	OGLUM11G07750	99	56	1
OS11G0241900	OGLUM11G07760	98	91	1
OS11G0242100	OGLUM11G07780	96	96	1
OS11G0242200	OGLUM11G07790	85	80	0
OS11G0242300	OGLUM11G07800	99	99	1
OS11G0242400	OGLUM11G07810	82	78	0
OS11G0242500	OGLUM11G07820	98	86	1
OS11G0242600	OGLUM11G07830	99	99	1
OS11G0242800	OGLUM11G07840	99	99	1
OS11G0242900	OGLUM11G18070	15	43	0
OS11G0243300	OGLUM11G07850	72	90	0
OS11G0244100	OGLUM11G07880	94	99	1
OS11G0244200	OGLUM11G07890	99	88	1
OS11G0244600	OGLUM11G07910	95	93	1
OS11G0244800	OGLUM11G07920	100	100	1
OS11G0245100	OGLUM11G07940	90	100	1
OS11G0245200	OGLUM11G07960	100	100	1
OS11G0245400	OGLUM09G08060	10	68	1
OS11G0245500	OGLUM11G07980	40	85	1
OS11G0245800	OGLUM11G08000	69	29	0
OS11G0245900	OGLUM10G01390	37	25	1
OS11G0246100	OGLUM11G08010	91	92	1
OS11G0246200	OGLUM11G08020	96	97	1
OS11G0246600	OGLUM11G08040	94	92	0
OS11G0246900	OGLUM11G08050	97	91	1
OS11G0247300	OGLUM11G08080	100	100	1
OS11G0247400	OGLUM11G08090	99	99	1
OS11G0247500	OGLUM11G08100	75	96	1
OS11G0248200	OGLUM11G08180	95	70	1
OS11G0249000	OGLUM11G08190	97	98	1
OS11G0249300	OGLUM11G08200	97	95	1
OS11G0249400	OGLUM11G08210	69	99	1
OS11G0249600	OGLUM02G07390	41	25	0
OS11G0249900	OGLUM10G01600	100	83	1
OS11G0250000	OGLUM10G01610	71	80	1
OS11G0250100	OGLUM10G01640	51	28	1
OS11G0250600	OGLUM10G01650	62	22	1
OS11G0251400	OGLUM11G08220	83	52	1
OS11G0252400	OGLUM11G08240	99	95	1
OS11G0253100	OGLUM11G08250	63	92	1
OS11G0255200	OGLUM05G09550	78	76	1
OS11G0255300	OGLUM05G09560	96	86	1
OS11G0255500	OGLUM05G09570	96	96	1
OS11G0256000	OGLUM11G08310	94	23	1
OS11G0256050	OGLUM11G08310	86	53	1
OS11G0256100	OGLUM11G08320	98	98	1
OS11G0256200	OGLUM11G08330	99	99	1
OS11G0256300	OGLUM11G05150	87	51	1
OS11G0256600	OGLUM11G08480	32	88	1
OS11G0256900	OGLUM11G08390	97	41	1
OS11G0257700	OGLUM11G08400	80	19	0
OS11G0258400	OGLUM11G08410	60	91	1
OS11G0258500	OGLUM11G08420	95	97	1
OS11G0258900	OGLUM03G01350	55	45	0
OS11G0258900	OGLUM05G01820	56	49	0
OS11G0259700	OGLUM11G08380	98	53	1
OS11G0260100	OGLUM11G08370	75	69	1
OS11G0260200	OGLUM11G08360	53	47	1
OS11G0261500	OGLUM11G08530	74	15	0
OS11G0261900	OGLUM12G11870	98	97	1
OS11G0262500	OGLUM11G08550	93	96	0
OS11G0262600	OGLUM11G08570	20	16	1
OS11G0263000	OGLUM02G15120	94	57	1
OS11G0264000	OGLUM11G08640	98	98	1
OS11G0264200	OGLUM11G08650	99	99	1
OS11G0264300	OGLUM11G08660	94	29	0
OS11G0264500	OGLUM11G08690	72	59	1
OS11G0264600	OGLUM11G08700	97	99	1
OS11G0264700	OGLUM11G08710	100	100	1
OS11G0264900	OGLUM11G08730	99	59	0
OS11G0265000	OGLUM11G08740	14	55	0
OS11G0265000	OGLUM11G08750	82	100	0
OS11G0265200	OGLUM11G08760	93	99	1
OS11G0265400	OGLUM11G08780	100	100	1
OS11G0265500	OGLUM11G08790	85	35	1
OS11G0265600	OGLUM11G08800	100	100	1
OS11G0265850	OGLUM11G08820	73	30	1
OS11G0265900	OGLUM11G08830	95	97	1
OS11G0266000	OGLUM11G08840	97	97	1
OS11G0266500	OGLUM11G08850	51	7	0
OS11G0266800	OGLUM11G08880	97	100	1
OS11G0267000	OGLUM11G08890	99	100	1
OS11G0267100	OGLUM11G08900	69	28	1
OS11G0267400	OGLUM11G08930	100	100	1
OS11G0268300	OGLUM11G08950	89	91	1
OS11G0269000	OGLUM11G08960	97	42	1
OS11G0269100	OGLUM02G25010	29	48	0
OS11G0269900	OGLUM11G09000	98	98	1
OS11G0270000	OGLUM11G09010	97	98	1
OS11G0270500	OGLUM03G06520	99	99	1
OS11G0270700	OGLUM03G06510	100	100	1
OS11G0271100	OGLUM03G06500	92	78	0
OS11G0275000	OGLUM08G07730	79	13	0
OS11G0275400	OGLUM08G07680	96	99	1
OS11G0275500	OGLUM08G07690	99	98	1
OS11G0275800	OGLUM03G06550	52	50	0
OS11G0276000	OGLUM11G09030	96	94	0
OS11G0276300	OGLUM11G09040	97	91	0
OS11G0278300	OGLUM08G01490	49	48	0
OS11G0279750	OGLUM11G09090	100	100	1
OS11G0282600	OGLUM09G07350	40	59	1
OS11G0282800	OGLUM11G09150	99	99	1
OS11G0283500	OGLUM11G09190	99	99	1
OS11G0284032	OGLUM11G09210	61	34	1
OS11G0284600	OGLUM11G09240	94	87	1
OS11G0284900	OGLUM11G09250	80	53	1
OS11G0285000	OGLUM11G09260	19	98	0
OS11G0285000	OGLUM11G09270	19	92	0
OS11G0286400	OGLUM11G09340	100	100	1
OS11G0286800	OGLUM11G09350	73	70	0
OS11G0289700	OGLUM11G09410	100	100	1
OS11G0290600	OGLUM12G18920	49	41	1
OS11G0291000	OGLUM11G09540	60	82	0
OS11G0291500	OGLUM11G09440	1	0	1
OS11G0292050	OGLUM11G09590	55	4	0
OS11G0292050	OGLUM12G11510	61	4	0
OS11G0293300	OGLUM11G09610	100	100	1
OS11G0293800	OGLUM11G09630	92	100	1
OS11G0293900	OGLUM11G09640	90	78	1
OS11G0294300	OGLUM11G09670	92	59	0
OS11G0294400	OGLUM11G09680	92	98	1
OS11G0294600	OGLUM11G09690	95	84	0
OS11G0294800	OGLUM11G09710	62	47	1
OS11G0295000	OGLUM11G09740	88	38	1
OS11G0295900	OGLUM11G09770	98	93	1
OS11G0296800	OGLUM11G09840	83	99	1
OS11G0296900	OGLUM11G09850	41	48	0
OS11G0297300	OGLUM11G09880	95	91	1
OS11G0297800	OGLUM11G09920	99	98	1
OS11G0297900	OGLUM11G09930	99	92	1
OS11G0298000	OGLUM11G09940	95	94	1
OS11G0298400	OGLUM11G09960	98	99	1
OS11G0299300	OGLUM11G09990	100	100	1
OS11G0300400	OGLUM11G10390	100	17	0
OS11G0300600	OGLUM11G10420	92	67	1
OS11G0300650	OGLUM11G10430	71	33	1
OS11G0300800	OGLUM11G10440	99	99	1
OS11G0302500	OGLUM11G10490	77	37	1
OS11G0302700	OGLUM11G10510	99	98	1
OS11G0303050	OGLUM11G10570	56	98	1
OS11G0303200	OGLUM11G10590	43	23	1
OS11G0303500	OGLUM11G10620	74	56	0
OS11G0303600	OGLUM11G10630	98	98	1
OS11G0304050	OGLUM11G10640	80	73	1
OS11G0305400	OGLUM11G10650	94	94	1
OS11G0306300	OGLUM02G25200	97	89	1
OS11G0306400	OGLUM02G25190	99	99	1
OS11G0307300	OGLUM11G10680	85	99	1
OS11G0307500	OGLUM11G10690	84	84	1
OS11G0307600	OGLUM11G10700	90	90	1
OS11G0308100	OGLUM11G10730	21	9	0
OS11G0308800	OGLUM11G10800	99	74	1
OS11G0309000	OGLUM11G10830	91	89	1
OS11G0310100	OGLUM11G10850	59	37	1
OS11G0310800	OGLUM11G10870	95	93	1
OS11G0311300	OGLUM11G10900	100	100	1
OS11G0312220	OGLUM11G10950	100	100	1
OS11G0312340	OGLUM11G10960	82	24	0
OS11G0312400	OGLUM11G10950	100	100	1
OS11G0323860	OGLUM11G10980	99	99	1
OS11G0340477	OGLUM03G23340	99	99	1
OS11G0351555	OGLUM03G23310	98	98	1
OS11G0357094	OGLUM03G23230	86	90	0
OS11G0368172	OGLUM03G23280	100	100	1
OS11G0379251	OGLUM03G23300	96	57	1
OS11G0384789	OGLUM03G23380	100	100	1
OS11G0406945	OGLUM03G23210	97	74	1
OS11G0412484	OGLUM11G10980	99	99	1
OS11G0414000	OGLUM11G11020	97	100	1
OS11G0416900	OGLUM11G11060	100	100	1
OS11G0417400	OGLUM11G11090	100	100	1
OS11G0421800	OGLUM11G11120	98	98	1
OS11G0422000	OGLUM11G11130	67	92	1
OS11G0424400	OGLUM11G11190	99	99	1
OS11G0425100	OGLUM09G09030	82	48	1
OS11G0425300	OGLUM11G11220	99	99	1
OS11G0426400	OGLUM11G11280	74	54	1
OS11G0427500	OGLUM12G12330	0	0	0
OS11G0427700	OGLUM11G11290	97	97	0
OS11G0427800	OGLUM11G11300	99	99	1
OS11G0428800	OGLUM11G11360	100	100	1
OS11G0429100	OGLUM11G11370	97	97	1
OS11G0430000	OGLUM11G11390	86	82	1
OS11G0430600	OGLUM11G11410	84	29	1
OS11G0430600	OGLUM11G11420	1	0	1
OS11G0431100	OGLUM11G11410	87	65	1
OS11G0431100	OGLUM11G11420	86	83	1
OS11G0431700	OGLUM11G11490	96	81	1
OS11G0432400	OGLUM11G11530	100	100	1
OS11G0432600	OGLUM11G11540	91	99	1
OS11G0432900	OGLUM11G11560	94	83	1
OS11G0433101	OGLUM11G11570	99	99	1
OS11G0433200	OGLUM11G11580	95	76	1
OS11G0433500	OGLUM11G11600	100	44	0
OS11G0433600	OGLUM11G11610	98	73	1
OS11G0433900	OGLUM07G17500	100	54	1
OS11G0434000	OGLUM11G11650	87	97	0
OS11G0434400	OGLUM11G11670	57	65	0
OS11G0434400	OGLUM11G11680	1	2	0
OS11G0435300	OGLUM11G11690	89	46	1
OS11G0435800	OGLUM11G11920	93	88	1
OS11G0436500	OGLUM11G11900	60	83	0
OS11G0437600	OGLUM11G11860	98	96	1
OS11G0438000	OGLUM11G11950	79	18	1
OS11G0438400	OGLUM02G16820	7	22	0
OS11G0438400	OGLUM06G12160	16	14	0
OS11G0438400	OGLUM06G13040	31	8	0
OS11G0439600	OGLUM11G11740	95	97	0
OS11G0440200	OGLUM11G11740	97	69	0
OS11G0440422	OGLUM02G03700	47	23	0
OS11G0441500	OGLUM11G11780	93	93	0
OS11G0442500	OGLUM11G11800	93	71	1
OS11G0442900	OGLUM11G11840	97	97	1
OS11G0443700	OGLUM11G11930	86	96	0
OS11G0444000	OGLUM11G11940	73	97	1
OS11G0444700	OGLUM11G12020	81	98	1
OS11G0444900	OGLUM11G11990	97	97	1
OS11G0445300	OGLUM11G12040	100	100	1
OS11G0445475	OGLUM11G12060	56	99	1
OS11G0446000	OGLUM11G12080	0	0	0
OS11G0446000	OGLUM11G12090	94	93	0
OS11G0446500	OGLUM11G12110	94	99	0
OS11G0447300	OGLUM11G12130	100	97	1
OS11G0448000	OGLUM11G12150	81	91	1
OS11G0448400	OGLUM11G12180	97	73	0
OS11G0448700	OGLUM11G12190	99	99	1
OS11G0449600	OGLUM11G12240	99	99	1
OS11G0450400	OGLUM11G12230	96	96	1
OS11G0451700	OGLUM11G12270	93	92	1
OS11G0453550	OGLUM11G12290	76	77	0
OS11G0453600	OGLUM02G33140	2	2	1
OS11G0453900	OGLUM11G12330	97	95	1
OS11G0454000	OGLUM11G12340	97	97	1
OS11G0454200	OGLUM11G12350	98	98	1
OS11G0454300	OGLUM11G12360	92	85	0
OS11G0454800	OGLUM11G12380	75	48	1
OS11G0455500	OGLUM11G12390	92	98	1
OS11G0455800	OGLUM11G12400	100	91	0
OS11G0456000	OGLUM11G12410	100	100	1
OS11G0456100	OGLUM11G12420	93	97	1
OS11G0456200	OGLUM11G12430	99	99	1
OS11G0456300	OGLUM11G12440	100	100	1
OS11G0457000	OGLUM11G12460	30	32	1
OS11G0457300	OGLUM11G12470	74	99	1
OS11G0458100	OGLUM11G12490	94	49	1
OS11G0458500	OGLUM11G12510	99	97	1
OS11G0458600	OGLUM11G12520	87	75	1
OS11G0459300	OGLUM11G12530	93	93	1
OS11G0460700	OGLUM11G12600	89	97	1
OS11G0460800	OGLUM11G12620	50	97	1
OS11G0460900	OGLUM11G12740	49	55	1
OS11G0461000	OGLUM11G12630	93	83	1
OS11G0461200	OGLUM11G12680	98	64	1
OS11G0462100	OGLUM11G12690	100	100	1
OS11G0462500	OGLUM10G07310	19	33	0
OS11G0463600	OGLUM11G12750	98	58	1
OS11G0463700	OGLUM11G12760	93	91	1
OS11G0464600	OGLUM11G12810	96	67	1
OS11G0465200	OGLUM11G12870	59	87	1
OS11G0466300	OGLUM11G12890	83	76	0
OS11G0469900	OGLUM11G12910	67	29	1
OS11G0470600	OGLUM03G02790	37	43	0
OS11G0471200	OGLUM11G12450	30	31	0
OS11G0472000	OGLUM03G16500	97	83	1
OS11G0472500	OGLUM03G16490	95	95	1
OS11G0472600	OGLUM03G16480	95	95	1
OS11G0473000	OGLUM03G16460	100	100	1
OS11G0473100	OGLUM03G16450	98	98	1
OS11G0473200	OGLUM03G16440	96	39	1
OS11G0473832	OGLUM03G16430	62	94	0
OS11G0474500	OGLUM03G16420	96	96	0
OS11G0474800	OGLUM03G16340	90	50	1
OS11G0474900	OGLUM03G16340	90	19	1
OS11G0475600	OGLUM03G16320	34	94	1
OS11G0479000	OGLUM11G12970	96	96	0
OS11G0479100	OGLUM11G12980	87	85	1
OS11G0479232	OGLUM11G13010	98	42	0
OS11G0479400	OGLUM11G13030	97	24	0
OS11G0481150	OGLUM11G13080	47	55	0
OS11G0481200	OGLUM11G13090	99	95	1
OS11G0481600	OGLUM11G13110	61	27	1
OS11G0482000	OGLUM11G13120	100	100	1
OS11G0482100	OGLUM11G13130	100	62	1
OS11G0482400	OGLUM11G13160	99	99	1
OS11G0482500	OGLUM11G13170	99	99	1
OS11G0483000	OGLUM01G38530	30	15	0
OS11G0483000	OGLUM12G02690	32	27	0
OS11G0483600	OGLUM11G13200	84	75	0
OS11G0483900	OGLUM11G13210	89	83	1
OS11G0483950	OGLUM11G13220	99	99	1
OS11G0484000	OGLUM11G13230	100	100	1
OS11G0484300	OGLUM11G13240	100	91	1
OS11G0484400	OGLUM11G13250	100	89	1
OS11G0484500	OGLUM11G13260	99	99	0
OS11G0484700	OGLUM11G13340	81	79	0
OS11G0485200	OGLUM11G13360	78	84	0
OS11G0487100	OGLUM11G13330	90	86	0
OS11G0488400	OGLUM11G13320	23	54	1
OS11G0488500	OGLUM11G13310	89	84	0
OS11G0488600	OGLUM11G13300	89	98	1
OS11G0488900	OGLUM11G13290	76	94	0
OS11G0489250	OGLUM11G13280	61	98	1
OS11G0490100	OGLUM11G13370	99	99	1
OS11G0490200	OGLUM11G13380	88	90	0
OS11G0490300	OGLUM11G13390	98	98	1
OS11G0490600	OGLUM11G13400	99	98	1
OS11G0490800	OGLUM11G13420	91	33	1
OS11G0490900	OGLUM11G13430	98	98	1
OS11G0491400	OGLUM11G13440	88	80	1
OS11G0491500	OGLUM11G13450	100	100	1
OS11G0491600	OGLUM01G02380	12	7	0
OS11G0491600	OGLUM02G15590	34	14	0
OS11G0491600	OGLUM04G03930	12	32	0
OS11G0491600	OGLUM05G17660	17	11	0
OS11G0491600	OGLUM06G12290	26	11	0
OS11G0491600	OGLUM07G15550	18	12	0
OS11G0491600	OGLUM07G20690	23	50	0
OS11G0491600	OGLUM07G24340	39	25	0
OS11G0491600	OGLUM08G13810	28	19	0
OS11G0491600	OGLUM08G20140	14	15	0
OS11G0491600	OGLUM10G08130	22	12	0
OS11G0491600	OGLUM11G19800	20	10	0
OS11G0491600	OGLUM12G13010	21	21	0
OS11G0491600	OGLUM12G16610	5	10	0
OS11G0492100	OGLUM11G13690	46	64	1
OS11G0492300	OGLUM11G13520	98	83	0
OS11G0492800	OGLUM11G13530	89	90	0
OS11G0492800	OGLUM11G13570	72	87	0
OS11G0492800	OGLUM12G01550	11	38	0
OS11G0492900	OGLUM11G13580	83	20	1
OS11G0493100	OGLUM11G13600	90	38	1
OS11G0493700	OGLUM11G13460	71	40	1
OS11G0494100	OGLUM11G13640	93	29	1
OS11G0495400	OGLUM11G13730	88	91	1
OS11G0495950	OGLUM11G13750	99	99	1
OS11G0496400	OGLUM11G13800	79	32	0
OS11G0496500	OGLUM11G13810	100	100	1
OS11G0496600	OGLUM11G13820	81	83	1
OS11G0497000	OGLUM11G13850	99	99	1
OS11G0497350	OGLUM11G13860	96	96	1
OS11G0498400	OGLUM11G13870	100	100	1
OS11G0498600	OGLUM11G13880	97	99	1
OS11G0499600	OGLUM11G13900	100	100	1
OS11G0500050	OGLUM11G13920	88	58	1
OS11G0501000	OGLUM11G13940	97	97	1
OS11G0501500	OGLUM11G13960	99	99	1
OS11G0502700	OGLUM11G13970	96	84	1
OS11G0503400	OGLUM11G14000	13	12	0
OS11G0504900	OGLUM11G14040	29	16	1
OS11G0505300	OGLUM11G14030	72	40	1
OS11G0506400	OGLUM11G15690	10	4	0
OS11G0506800	OGLUM11G14020	93	92	1
OS11G0507200	OGLUM11G14070	98	98	1
OS11G0507400	OGLUM11G14090	98	93	1
OS11G0508600	OGLUM11G14190	77	75	1
OS11G0512600	OGLUM11G14240	88	30	0
OS11G0512800	OGLUM11G14260	92	87	1
OS11G0513000	OGLUM11G14280	94	93	1
OS11G0513700	OGLUM11G14310	96	75	1
OS11G0513900	OGLUM11G14320	91	98	0
OS11G0514100	OGLUM11G14360	98	92	0
OS11G0514500	OGLUM11G14370	89	24	0
OS11G0514800	OGLUM11G14380	99	95	1
OS11G0515000	OGLUM11G14390	92	89	1
OS11G0515500	OGLUM11G14410	99	90	1
OS11G0516000	OGLUM11G14430	100	97	1
OS11G0516100	OGLUM11G14440	99	46	1
OS11G0516800	OGLUM11G14450	10	6	0
OS11G0517200	OGLUM11G14460	82	54	1
OS11G0518600	OGLUM11G14270	5	9	0
OS11G0519100	OGLUM10G10760	46	36	0
OS11G0519500	OGLUM11G14480	70	68	1
OS11G0520500	OGLUM11G14570	93	75	1
OS11G0521000	OGLUM11G14560	91	90	1
OS11G0521500	OGLUM11G14540	99	99	1
OS11G0521900	OGLUM11G14510	97	97	1
OS11G0522000	OGLUM11G14500	71	95	1
OS11G0522900	OGLUM11G14580	93	100	1
OS11G0523110	OGLUM11G14630	99	99	1
OS11G0523500	OGLUM11G14690	67	71	1
OS11G0523700	OGLUM11G14700	82	82	1
OS11G0523800	OGLUM11G14710	98	42	1
OS11G0524300	OGLUM11G14720	95	94	1
OS11G0524601	OGLUM11G14730	86	26	0
OS11G0524900	OGLUM11G14750	98	58	1
OS11G0525200	OGLUM11G14760	100	100	1
OS11G0525600	OGLUM11G14770	95	98	1
OS11G0525700	OGLUM11G14780	99	96	1
OS11G0525800	OGLUM11G14790	100	100	1
OS11G0525900	OGLUM11G14810	71	62	1
OS11G0526200	OGLUM11G14800	54	100	1
OS11G0526800	OGLUM11G14900	86	70	0
OS11G0528200	OGLUM11G14950	100	31	1
OS11G0528400	OGLUM11G14960	92	97	1
OS11G0528500	OGLUM11G14970	100	100	1
OS11G0528700	OGLUM11G14980	99	99	1
OS11G0529036	OGLUM11G14990	99	44	1
