Gene stable ID	Oryza rufipogon gene stable ID	% identity	Oryza rufipogon % identity	Orthology confidence [0 low, 1 high]
OS10G0580400	ORUFI10G21080	100	100	1
OS10G0580600	ORUFI10G21100	24	56	1
OS10G0580700	ORUFI10G21110	100	100	1
OS10G0580800	ORUFI10G21130	99	99	1
OS10G0580900	ORUFI10G21140	100	100	1
OS10G0581000	ORUFI10G21150	65	22	1
OS11G0100200	ORUFI12G00030	63	79	0
OS11G0100300	ORUFI02G20140	99	100	1
OS11G0100600	ORUFI12G00040	45	97	0
OS11G0102100	ORUFI04G30250	83	96	1
OS11G0102200	ORUFI12G00100	87	62	0
OS11G0102600	ORUFI12G00120	100	100	1
OS11G0102700	ORUFI11G00040	97	90	0
OS11G0102800	ORUFI11G00050	98	28	0
OS11G0102900	ORUFI12G00150	64	90	0
OS11G0103400	ORUFI11G00110	57	54	1
OS11G0103550	ORUFI11G00120	59	42	0
OS11G0103800	ORUFI11G00140	86	57	1
OS11G0104050	ORUFI11G00160	100	100	1
OS11G0104220	ORUFI12G00310	92	37	0
OS11G0104240	ORUFI11G00180	85	42	1
OS11G0104300	ORUFI12G00320	40	19	1
OS11G0104400	ORUFI11G00200	82	91	1
OS11G0104800	ORUFI11G00220	100	100	1
OS11G0104866	ORUFI12G00350	59	26	0
OS11G0104900	ORUFI12G00350	65	34	0
OS11G0105000	ORUFI12G00360	100	100	1
OS11G0105750	ORUFI11G00280	55	62	0
OS11G0105750	ORUFI12G00400	47	68	0
OS11G0105800	ORUFI11G00290	100	100	1
OS11G0106000	ORUFI11G00310	96	82	0
OS11G0106100	ORUFI11G00320	54	36	0
OS11G0106400	ORUFI11G00340	45	99	0
OS11G0106700	ORUFI11G00350	95	69	0
OS11G0106800	ORUFI11G00360	92	53	0
OS11G0106800	ORUFI12G00460	67	71	0
OS11G0107000	ORUFI11G00370	100	100	1
OS11G0107266	ORUFI11G00380	84	99	1
OS11G0107400	ORUFI11G00390	79	100	1
OS11G0107450	ORUFI11G00400	100	100	1
OS11G0107600	ORUFI11G00420	100	85	1
OS11G0108650	ORUFI12G00600	79	39	0
OS11G0108700	ORUFI12G00600	15	12	0
OS11G0108800	ORUFI11G00480	90	100	1
OS11G0108932	ORUFI11G00510	86	82	1
OS11G0109000	ORUFI11G00520	79	23	1
OS11G0109500	ORUFI11G00540	94	69	1
OS11G0109600	ORUFI11G00550	80	86	1
OS11G0109800	ORUFI11G00560	100	81	1
OS11G0109900	ORUFI11G00570	100	63	1
OS11G0109933	ORUFI12G00740	37	99	1
OS11G0110000	ORUFI11G00590	81	45	0
OS11G0110000	ORUFI12G00750	91	81	0
OS11G0110100	ORUFI11G00600	98	69	1
OS11G0110200	ORUFI11G00610	17	24	0
OS11G0111000	ORUFI11G00660	99	99	1
OS11G0111200	ORUFI11G00670	100	94	0
OS11G0111800	ORUFI11G00690	100	100	1
OS11G0111900	ORUFI11G00700	97	100	1
OS11G0112100	ORUFI11G00720	46	46	0
OS11G0112100	ORUFI12G00840	64	69	0
OS11G0112200	ORUFI11G00730	91	47	1
OS11G0112300	ORUFI11G00740	77	88	1
OS11G0113100	ORUFI11G00770	100	100	1
OS11G0113200	ORUFI11G00780	39	96	1
OS11G0113900	ORUFI11G00830	97	86	1
OS11G0114150	ORUFI11G00840	94	55	1
OS11G0114300	ORUFI11G00870	88	100	1
OS11G0114600	ORUFI11G00880	98	100	1
OS11G0114700	ORUFI11G00890	100	100	1
OS11G0114800	ORUFI11G00900	100	100	1
OS11G0116200	ORUFI11G00970	100	100	1
OS11G0116300	ORUFI11G00980	93	82	0
OS11G0116400	ORUFI03G39690	25	22	0
OS11G0116550	ORUFI11G01000	97	48	0
OS11G0116550	ORUFI12G01130	83	40	0
OS11G0116600	ORUFI07G13540	7	4	0
OS11G0116900	ORUFI11G01040	100	100	0
OS11G0117400	ORUFI11G01020	39	97	0
OS11G0117600	ORUFI11G01050	98	22	0
OS11G0117700	ORUFI11G01060	89	96	0
OS11G0118000	ORUFI11G01070	100	100	1
OS11G0118600	ORUFI12G01260	100	100	1
OS11G0118800	ORUFI11G01110	73	96	1
OS11G0119100	ORUFI11G01130	91	34	1
OS11G0119200	ORUFI11G01140	92	44	1
OS11G0119700	ORUFI11G01150	47	44	0
OS11G0119900	ORUFI11G01160	60	99	0
OS11G0119900	ORUFI12G01320	52	72	0
OS11G0120100	ORUFI11G01170	94	95	0
OS11G0120200	ORUFI11G01180	79	91	0
OS11G0120300	ORUFI11G01190	86	82	1
OS11G0120600	ORUFI11G01200	97	67	1
OS11G0120725	ORUFI11G01220	93	54	1
OS11G0121000	ORUFI11G01230	93	71	1
OS11G0121300	ORUFI11G01260	100	100	1
OS11G0121400	ORUFI11G01270	100	96	1
OS11G0122800	ORUFI11G01310	94	39	1
OS11G0123033	ORUFI11G01320	100	92	1
OS11G0123400	ORUFI11G01340	85	87	0
OS11G0123600	ORUFI11G01360	100	99	0
OS11G0124300	ORUFI11G01380	58	99	1
OS11G0124500	ORUFI11G01400	60	100	1
OS11G0124900	ORUFI11G01420	98	99	1
OS11G0125500	ORUFI11G01440	43	47	0
OS11G0125700	ORUFI11G01460	56	28	0
OS11G0125700	ORUFI12G01540	14	7	0
OS11G0125900	ORUFI11G01470	74	97	1
OS11G0126100	ORUFI11G01590	86	85	0
OS11G0126100	ORUFI12G01710	86	84	0
OS11G0126400	ORUFI11G01480	97	82	1
OS11G0126800	ORUFI11G01490	100	75	1
OS11G0126900	ORUFI11G01500	91	19	0
OS11G0126900	ORUFI12G01570	87	37	0
OS11G0127700	ORUFI11G01510	100	100	1
OS11G0127800	ORUFI11G01520	88	100	1
OS11G0127900	ORUFI11G01530	100	100	1
OS11G0128000	ORUFI11G01540	54	99	1
OS11G0128400	ORUFI11G01550	73	100	1
OS11G0128500	ORUFI11G01560	69	96	1
OS11G0128700	ORUFI11G01570	91	93	0
OS11G0128700	ORUFI12G01700	86	65	0
OS11G0128800	ORUFI11G01580	99	99	1
OS11G0129000	ORUFI11G01590	86	81	0
OS11G0129000	ORUFI12G01710	87	81	0
OS11G0129500	ORUFI12G01750	74	89	1
OS11G0129800	ORUFI11G01680	100	100	1
OS11G0130100	ORUFI11G01700	100	79	0
OS11G0130200	ORUFI11G01710	100	89	1
OS11G0130300	ORUFI11G01720	100	100	1
OS11G0130400	ORUFI11G01730	100	100	1
OS11G0130800	ORUFI12G01870	0	1	1
OS11G0130900	ORUFI11G01780	99	52	1
OS11G0131100	ORUFI11G01790	85	97	1
OS11G0131200	ORUFI11G01800	100	100	1
OS11G0131400	ORUFI11G01810	87	95	1
OS11G0131700	ORUFI11G01830	100	100	1
OS11G0131900	ORUFI11G01850	98	51	1
OS11G0132100	ORUFI11G01860	100	100	1
OS11G0132600	ORUFI11G01880	90	100	1
OS11G0133200	ORUFI11G01910	100	100	1
OS11G0133300	ORUFI12G02080	91	24	0
OS11G0133500	ORUFI11G01930	28	57	1
OS11G0133600	ORUFI12G02100	98	96	0
OS11G0133800	ORUFI11G01970	100	96	1
OS11G0133900	ORUFI11G01980	50	100	1
OS11G0134100	ORUFI11G02000	86	47	0
OS11G0134300	ORUFI11G02040	89	88	1
OS11G0134500	ORUFI11G02060	40	80	0
OS11G0134500	ORUFI12G02190	79	99	0
OS11G0134600	ORUFI11G02070	99	96	1
OS11G0134700	ORUFI11G02080	100	100	1
OS11G0134900	ORUFI11G02090	80	97	0
OS11G0134900	ORUFI12G02210	83	93	0
OS11G0136300	ORUFI11G02110	99	46	0
OS11G0136300	ORUFI11G25800	85	81	0
OS11G0136400	ORUFI11G02130	81	40	0
OS11G0136400	ORUFI12G02300	45	34	0
OS11G0136500	ORUFI11G02140	81	47	0
OS11G0136600	ORUFI12G02310	67	80	0
OS11G0136701	ORUFI11G02150	100	100	1
OS11G0136800	ORUFI11G02160	85	89	0
OS11G0136800	ORUFI12G02330	49	90	0
OS11G0137000	ORUFI11G02180	95	75	1
OS11G0137100	ORUFI11G02190	100	98	1
OS11G0137200	ORUFI11G02200	90	85	0
OS11G0137300	ORUFI12G02370	40	40	1
OS11G0137500	ORUFI11G02230	98	53	1
OS11G0138400	ORUFI11G02290	69	10	1
OS11G0138600	ORUFI11G02300	92	62	1
OS11G0138900	ORUFI11G02320	89	41	1
OS11G0139100	ORUFI11G02330	100	100	1
OS11G0139500	ORUFI11G02350	82	68	1
OS11G0139600	ORUFI11G02370	60	64	0
OS11G0139900	ORUFI11G02390	61	64	1
OS11G0140400	ORUFI11G02420	63	80	0
OS11G0140600	ORUFI12G02580	37	93	0
OS11G0140700	ORUFI11G02450	43	18	1
OS11G0140700	ORUFI12G02380	36	40	1
OS11G0140800	ORUFI11G02460	68	100	0
OS11G0140900	ORUFI11G02470	100	100	1
OS11G0141000	ORUFI11G02490	100	100	1
OS11G0141333	ORUFI11G02510	93	48	1
OS11G0141400	ORUFI11G02540	49	100	0
OS11G0141500	ORUFI11G02550	86	29	1
OS11G0141700	ORUFI12G02660	93	47	0
OS11G0142800	ORUFI11G02580	42	15	0
OS11G0142800	ORUFI12G02690	39	18	0
OS11G0143200	ORUFI11G02600	43	100	1
OS11G0143300	ORUFI11G02610	91	96	1
OS11G0143400	ORUFI11G02620	88	86	1
OS11G0143500	ORUFI11G02630	58	93	1
OS11G0143600	ORUFI11G02640	89	47	0
OS11G0144500	ORUFI12G02780	63	64	0
OS11G0144900	ORUFI11G02710	74	98	1
OS11G0145000	ORUFI11G02720	90	92	1
OS11G0145100	ORUFI11G02730	68	76	1
OS11G0145200	ORUFI11G02740	100	100	0
OS11G0145400	ORUFI11G02750	88	100	1
OS11G0146000	ORUFI11G23480	39	91	0
OS11G0146300	ORUFI11G03240	40	44	0
OS11G0146500	ORUFI11G02770	94	94	1
OS11G0146550	ORUFI11G02780	98	100	0
OS11G0146600	ORUFI11G02790	100	100	1
OS11G0146700	ORUFI11G02800	100	100	1
OS11G0146750	ORUFI11G02810	100	100	1
OS11G0146800	ORUFI11G02820	92	99	0
OS11G0147000	ORUFI11G02840	97	99	1
OS11G0147100	ORUFI11G02850	100	100	1
OS11G0147200	ORUFI11G02870	97	94	1
OS11G0147500	ORUFI11G02880	67	68	1
OS11G0147600	ORUFI01G09930	60	36	1
OS11G0147800	ORUFI11G02900	100	100	1
OS11G0148000	ORUFI11G02920	35	24	0
OS11G0148200	ORUFI11G02930	100	92	1
OS11G0148300	ORUFI11G02940	100	100	1
OS11G0148400	ORUFI11G02950	100	97	1
OS11G0148500	ORUFI11G02960	100	100	1
OS11G0148600	ORUFI11G02970	84	82	1
OS11G0148700	ORUFI11G02980	100	53	1
OS11G0148800	ORUFI11G02990	84	98	1
OS11G0149100	ORUFI11G03020	100	100	1
OS11G0149200	ORUFI11G03030	100	100	1
OS11G0149300	ORUFI11G03040	99	38	1
OS11G0149400	ORUFI11G03050	100	100	1
OS11G0149900	ORUFI11G03080	100	100	1
OS11G0150100	ORUFI11G03090	92	90	0
OS11G0150400	ORUFI11G03110	98	43	0
OS11G0150450	ORUFI12G03420	57	45	0
OS11G0150632	ORUFI11G03120	100	100	1
OS11G0150632	ORUFI11G03130	0	0	1
OS11G0150700	ORUFI11G03140	97	100	1
OS11G0151300	ORUFI11G03190	100	100	1
OS11G0151400	ORUFI11G03200	100	98	1
OS11G0151500	ORUFI11G03210	100	99	1
OS11G0151700	ORUFI11G03220	96	36	0
OS11G0152025	ORUFI11G03270	97	100	1
OS11G0152500	ORUFI11G03290	100	100	1
OS11G0152700	ORUFI11G03300	96	100	1
OS11G0153000	ORUFI11G03320	100	100	1
OS11G0153200	ORUFI11G03330	100	100	1
OS11G0153300	ORUFI11G03340	100	100	1
OS11G0153400	ORUFI11G03360	100	99	1
OS11G0153500	ORUFI11G03370	100	100	1
OS11G0153700	ORUFI11G03380	86	40	0
OS11G0153900	ORUFI11G03390	100	100	1
OS11G0154300	ORUFI11G03410	100	100	0
OS11G0154500	ORUFI11G03420	100	100	1
OS11G0154900	ORUFI11G03430	74	83	0
OS11G0155000	ORUFI11G03440	85	14	0
OS11G0155100	ORUFI11G03450	90	100	1
OS11G0155500	ORUFI11G03470	99	76	0
OS11G0156000	ORUFI11G03500	96	94	1
OS11G0156200	ORUFI11G03510	97	100	1
OS11G0156300	ORUFI11G03520	100	100	1
OS11G0156401	ORUFI11G03530	98	100	1
OS11G0156600	ORUFI11G03540	86	49	1
OS11G0156700	ORUFI11G03560	98	100	1
OS11G0156800	ORUFI11G03570	100	55	0
OS11G0157100	ORUFI11G03600	88	38	0
OS11G0157200	ORUFI11G03610	77	64	1
OS11G0157300	ORUFI11G03620	15	78	0
OS11G0157400	ORUFI11G03630	100	96	1
OS11G0157600	ORUFI11G03640	97	75	0
OS11G0158000	ORUFI11G03660	100	100	1
OS11G0158200	ORUFI11G03680	89	96	1
OS11G0158400	ORUFI11G03690	100	100	1
OS11G0158500	ORUFI11G03710	94	44	0
OS11G0158600	ORUFI11G03720	94	92	1
OS11G0158832	ORUFI11G03730	84	92	1
OS11G0159000	ORUFI11G03750	99	23	0
OS11G0159500	ORUFI11G03770	97	97	1
OS11G0160000	ORUFI11G03790	70	40	0
OS11G0160100	ORUFI11G03800	100	98	1
OS11G0160300	ORUFI11G03810	93	100	0
OS11G0160400	ORUFI11G03830	100	100	1
OS11G0160500	ORUFI11G03840	92	67	1
OS11G0160550	ORUFI11G03860	85	83	0
OS11G0160700	ORUFI11G03870	100	100	1
OS11G0160900	ORUFI11G03890	76	32	0
OS11G0161000	ORUFI11G03890	70	33	0
OS11G0161100	ORUFI11G03890	73	33	0
OS11G0161133	ORUFI11G03890	75	31	0
OS11G0161200	ORUFI11G03910	100	100	1
OS11G0161800	ORUFI11G03920	100	100	1
OS11G0161900	ORUFI11G03930	95	91	1
OS11G0162000	ORUFI11G03940	90	99	0
OS11G0162200	ORUFI11G03960	99	57	0
OS11G0162900	ORUFI11G03990	99	99	1
OS11G0163100	ORUFI11G04000	100	96	1
OS11G0163500	ORUFI11G04010	96	87	1
OS11G0163800	ORUFI11G04040	100	100	1
OS11G0164100	ORUFI02G10090	62	24	1
OS11G0164200	ORUFI11G04060	43	25	0
OS11G0166800	ORUFI11G04080	100	74	1
OS11G0167200	ORUFI11G04110	99	100	1
OS11G0167300	ORUFI11G04120	100	98	1
OS11G0167500	ORUFI11G04130	90	34	0
OS11G0167600	ORUFI11G04140	87	99	1
OS11G0167800	ORUFI11G04150	100	100	0
OS11G0168000	ORUFI11G04160	100	100	1
OS11G0168200	ORUFI11G04170	100	58	1
OS11G0168300	ORUFI11G04180	91	91	0
OS11G0168500	ORUFI11G04200	69	57	0
OS11G0168600	ORUFI11G04210	100	26	1
OS11G0169100	ORUFI11G04220	100	92	1
OS11G0169200	ORUFI11G04230	100	100	1
OS11G0169400	ORUFI11G04240	91	95	0
OS11G0169600	ORUFI11G04250	100	100	1
OS11G0169700	ORUFI11G04260	80	75	0
OS11G0169800	ORUFI11G04270	100	52	1
OS11G0169900	ORUFI11G04280	100	100	0
OS11G0170000	ORUFI11G04290	96	81	1
OS11G0170200	ORUFI11G04300	99	97	1
OS11G0170300	ORUFI11G04310	97	94	0
OS11G0171100	ORUFI11G04350	84	51	0
OS11G0171300	ORUFI11G04360	100	83	1
OS11G0171400	ORUFI11G04370	79	68	1
OS11G0171500	ORUFI11G04380	100	100	1
OS11G0171700	ORUFI11G04390	98	98	1
OS11G0171800	ORUFI11G04400	100	100	1
OS11G0172100	ORUFI11G04420	96	96	0
OS11G0172300	ORUFI11G04460	58	16	0
OS11G0172350	ORUFI11G04440	67	71	0
OS11G0172400	ORUFI11G04440	78	19	0
OS11G0173550	ORUFI11G04460	52	17	0
OS11G0173800	ORUFI11G04500	99	48	1
OS11G0174000	ORUFI11G04520	100	100	1
OS11G0175000	ORUFI11G04550	39	17	0
OS11G0175300	ORUFI11G04550	29	20	0
OS11G0175400	ORUFI11G04580	99	59	0
OS11G0175500	ORUFI11G04590	93	100	1
OS11G0175700	ORUFI11G04600	61	80	1
OS11G0175700	ORUFI12G05060	33	46	1
OS11G0175900	ORUFI11G04610	100	67	0
OS11G0176000	ORUFI11G04620	96	92	1
OS11G0176100	ORUFI11G04630	100	83	1
OS11G0176200	ORUFI11G04640	100	100	0
OS11G0176300	ORUFI11G04650	92	62	0
OS11G0177200	ORUFI05G15360	100	100	1
OS11G0177400	ORUFI05G15390	100	80	1
OS11G0178800	ORUFI11G04740	100	100	1
OS11G0179000	ORUFI11G04750	98	100	1
OS11G0179000	ORUFI11G04760	3	3	1
OS11G0179400	ORUFI11G04750	3	3	1
OS11G0179400	ORUFI11G04760	71	71	1
OS11G0180000	ORUFI11G04810	100	100	1
OS11G0180200	ORUFI11G04830	65	12	0
OS11G0180600	ORUFI11G04840	92	31	1
OS11G0180800	ORUFI11G04850	65	75	1
OS11G0180900	ORUFI11G04860	99	99	0
OS11G0181100	ORUFI11G04880	95	99	0
OS11G0181400	ORUFI11G04890	95	100	1
OS11G0181500	ORUFI11G04900	100	100	1
OS11G0181700	ORUFI11G04910	100	100	1
OS11G0181900	ORUFI11G04920	97	97	0
OS11G0182100	ORUFI11G04930	100	98	1
OS11G0182200	ORUFI11G04940	100	100	1
OS11G0182400	ORUFI11G04950	100	100	1
OS11G0182500	ORUFI11G12370	29	23	0
OS11G0182900	ORUFI11G04990	99	32	1
OS11G0183700	ORUFI11G05010	100	97	1
OS11G0183800	ORUFI11G05020	100	51	0
OS11G0183900	ORUFI11G05030	99	87	1
OS11G0184300	ORUFI11G05040	87	84	1
OS11G0184800	ORUFI11G05060	100	52	1
OS11G0184900	ORUFI11G05080	99	98	1
OS11G0185100	ORUFI11G05100	88	85	0
OS11G0185800	ORUFI11G05130	98	38	1
OS11G0186200	ORUFI11G05150	100	98	1
OS11G0186300	ORUFI11G05160	98	98	0
OS11G0186400	ORUFI11G05170	98	100	1
OS11G0186500	ORUFI11G05180	100	100	1
OS11G0186600	ORUFI11G05190	34	54	0
OS11G0186800	ORUFI11G05210	98	100	1
OS11G0186900	ORUFI11G05220	100	69	1
OS11G0187100	ORUFI11G05230	96	93	0
OS11G0187200	ORUFI11G05240	94	93	1
OS11G0187500	ORUFI11G05280	48	66	0
OS11G0187600	ORUFI11G05320	42	12	0
OS11G0188100	ORUFI01G29850	36	28	0
OS11G0189600	ORUFI11G05350	90	96	0
OS11G0189900	ORUFI11G05360	60	35	1
OS11G0191300	ORUFI11G05400	95	89	1
OS11G0191400	ORUFI11G05410	97	97	1
OS11G0191500	ORUFI02G22320	51	89	0
OS11G0191500	ORUFI11G05420	49	91	0
OS11G0192400	ORUFI11G05470	100	100	1
OS11G0192500	ORUFI11G05440	75	47	1
OS11G0193300	ORUFI03G24810	41	95	0
OS11G0194000	ORUFI11G05470	100	53	1
OS11G0194800	ORUFI11G05500	100	100	1
OS11G0194900	ORUFI11G05510	98	88	0
OS11G0195000	ORUFI11G05530	36	95	1
OS11G0195100	ORUFI11G05540	94	95	1
OS11G0195200	ORUFI11G00610	17	24	0
OS11G0195500	ORUFI11G05550	97	79	1
OS11G0195600	ORUFI11G05560	93	97	1
OS11G0195700	ORUFI11G05570	99	99	1
OS11G0195800	ORUFI11G05580	98	98	1
OS11G0197200	ORUFI11G05690	52	55	1
OS11G0197500	ORUFI11G05720	99	99	1
OS11G0197600	ORUFI11G05730	96	97	1
OS11G0198100	ORUFI11G05750	98	65	1
OS11G0198200	ORUFI11G05760	39	71	1
OS11G0198200	ORUFI11G05770	43	89	1
OS11G0199000	ORUFI11G05800	69	15	0
OS11G0199200	ORUFI11G05820	98	98	0
OS11G0199600	ORUFI11G05830	100	100	1
OS11G0199700	ORUFI11G05840	76	85	0
OS11G0199801	ORUFI11G05850	95	94	0
OS11G0199900	ORUFI11G05870	93	22	1
OS11G0199900	ORUFI11G05880	93	22	1
OS11G0200000	ORUFI11G05890	76	93	1
OS11G0200600	ORUFI11G05930	95	81	0
OS11G0200600	ORUFI11G05940	95	78	0
OS11G0201400	ORUFI11G05890	72	61	1
OS11G0201441	ORUFI11G05960	7	5	0
OS11G0201900	ORUFI11G06020	61	17	0
OS11G0202500	ORUFI11G06030	97	82	1
OS11G0204100	ORUFI11G06070	58	40	1
OS11G0204600	ORUFI11G06120	55	23	1
OS11G0204800	ORUFI11G14220	83	87	1
OS11G0205200	ORUFI02G15070	62	80	1
OS11G0205500	ORUFI11G06170	100	100	1
OS11G0205900	ORUFI11G06180	89	37	1
OS11G0206300	ORUFI11G06240	88	81	1
OS11G0206400	ORUFI11G06220	94	45	1
OS11G0206600	ORUFI11G06260	99	99	1
OS11G0206700	ORUFI11G06270	100	100	0
OS11G0207000	ORUFI11G06290	70	71	0
OS11G0207100	ORUFI11G06300	100	100	1
OS11G0207200	ORUFI11G06310	98	82	1
OS11G0207300	ORUFI11G06320	100	100	1
OS11G0207400	ORUFI11G06330	75	42	0
OS11G0207600	ORUFI11G06340	100	100	1
OS11G0207700	ORUFI11G06350	98	98	0
OS11G0207800	ORUFI11G06360	71	80	0
OS11G0207900	ORUFI11G06380	98	98	1
OS11G0208000	ORUFI11G06410	97	88	1
OS11G0208400	ORUFI11G06420	100	19	1
OS11G0208900	ORUFI11G06450	99	99	1
OS11G0209100	ORUFI06G16670	1	1	0
OS11G0209200	ORUFI06G16670	28	29	0
OS11G0209400	ORUFI06G16670	1	0	0
OS11G0209502	ORUFI06G16670	32	26	0
OS11G0209700	ORUFI11G06470	92	34	0
OS11G0209900	ORUFI11G06480	96	96	1
OS11G0210000	ORUFI11G06490	80	39	0
OS11G0210201	ORUFI11G06510	100	100	1
OS11G0210300	ORUFI11G06520	100	100	1
OS11G0210500	ORUFI11G06530	100	100	1
OS11G0210600	ORUFI11G06540	81	74	0
OS11G0211650	ORUFI11G06620	63	15	0
OS11G0211800	ORUFI11G06560	94	94	0
OS11G0212000	ORUFI11G06650	85	76	0
OS11G0212100	ORUFI08G09480	45	44	0
OS11G0212300	ORUFI11G06670	96	48	1
OS11G0212801	ORUFI11G06720	78	42	1
OS11G0212900	ORUFI11G06740	92	19	1
OS11G0213500	ORUFI11G06770	100	100	1
OS11G0213600	ORUFI11G06780	100	88	1
OS11G0213700	ORUFI11G06790	95	53	0
OS11G0213800	ORUFI11G06790	100	25	0
OS11G0214001	ORUFI11G06800	87	68	0
OS11G0214100	ORUFI11G06810	83	100	1
OS11G0214400	ORUFI11G06820	92	96	1
OS11G0214700	ORUFI11G06840	33	99	1
OS11G0215100	ORUFI11G06850	98	98	1
OS11G0215300	ORUFI11G06870	100	100	1
OS11G0215400	ORUFI11G06880	100	100	1
OS11G0216000	ORUFI11G06910	99	99	0
OS11G0216100	ORUFI11G06920	88	96	0
OS11G0216300	ORUFI11G06930	94	97	1
OS11G0216400	ORUFI11G07000	100	95	1
OS11G0216900	ORUFI11G07040	98	75	1
OS11G0217300	ORUFI11G07050	100	100	1
OS11G0217500	ORUFI11G07060	82	42	1
OS11G0218000	ORUFI11G07090	100	100	1
OS11G0218100	ORUFI11G07100	33	47	0
OS11G0219000	ORUFI11G07170	81	36	0
OS11G0219400	ORUFI12G01330	23	24	0
OS11G0220300	ORUFI11G07240	51	59	0
OS11G0220500	ORUFI11G07260	80	80	1
OS11G0220600	ORUFI11G07270	85	97	0
OS11G0220700	ORUFI11G07280	41	64	1
OS11G0220800	ORUFI11G07290	26	85	0
OS11G0221000	ORUFI11G07310	82	67	1
OS11G0221200	ORUFI11G07320	81	69	0
OS11G0221300	ORUFI11G07330	100	100	1
OS11G0222000	ORUFI11G07370	99	90	1
OS11G0222200	ORUFI11G07380	89	99	0
OS11G0222320	ORUFI11G07390	66	28	1
OS11G0222800	ORUFI11G07440	94	68	1
OS11G0222900	ORUFI11G07530	37	43	0
OS11G0223201	ORUFI11G07560	46	44	0
OS11G0224200	ORUFI11G07430	97	98	0
OS11G0224400	ORUFI11G07450	98	39	1
OS11G0224800	ORUFI11G07470	91	93	0
OS11G0225300	ORUFI06G25490	46	45	0
OS11G0226201	ORUFI11G07490	40	51	0
OS11G0226700	ORUFI06G25480	35	9	0
OS11G0226933	ORUFI11G07580	73	52	0
OS11G0226966	ORUFI11G07610	92	92	0
OS11G0227000	ORUFI11G07600	80	81	0
OS11G0227100	ORUFI11G07580	75	43	0
OS11G0227200	ORUFI11G07620	74	75	0
OS11G0227300	ORUFI08G10820	25	61	0
OS11G0228800	ORUFI11G07580	48	27	0
OS11G0229700	ORUFI11G07650	75	33	1
OS11G0230400	ORUFI11G07670	97	45	1
OS11G0230700	ORUFI11G07690	100	33	1
OS11G0231400	ORUFI11G07700	89	82	0
OS11G0231600	ORUFI11G07710	85	82	0
OS11G0231800	ORUFI11G07720	97	40	1
OS11G0232000	ORUFI11G07740	88	88	0
OS11G0232100	ORUFI11G07750	100	100	0
OS11G0233000	ORUFI11G07790	94	100	1
OS11G0233201	ORUFI11G07810	72	90	1
OS11G0233800	ORUFI11G07860	100	100	1
OS11G0234001	ORUFI04G04540	46	18	0
OS11G0234200	ORUFI11G07880	94	91	1
OS11G0235200	ORUFI11G07890	100	100	1
OS11G0235750	ORUFI11G07920	77	77	0
OS11G0236000	ORUFI11G07940	100	41	0
OS11G0236100	ORUFI11G07950	100	46	1
OS11G0237900	ORUFI11G08000	98	100	1
OS11G0238000	ORUFI11G08010	100	100	1
OS11G0238400	ORUFI11G08020	65	84	1
OS11G0238700	ORUFI11G08040	72	56	1
OS11G0239000	ORUFI11G08060	100	100	1
OS11G0239200	ORUFI11G08070	96	58	1
OS11G0239500	ORUFI11G08090	73	100	1
OS11G0240800	ORUFI11G08150	72	65	0
OS11G0240900	ORUFI11G08160	98	85	1
OS11G0241000	ORUFI11G08170	59	42	1
OS11G0241200	ORUFI11G08180	99	35	0
OS11G0241700	ORUFI03G20900	31	34	0
OS11G0241700	ORUFI03G20910	30	33	0
OS11G0241900	ORUFI11G08210	98	86	1
OS11G0242100	ORUFI11G08220	87	99	0
OS11G0242200	ORUFI11G08230	94	85	1
OS11G0242300	ORUFI11G08240	99	99	1
OS11G0242400	ORUFI11G08250	100	100	1
OS11G0242500	ORUFI11G08260	99	86	0
OS11G0242600	ORUFI11G08270	100	100	1
OS11G0242700	ORUFI11G08280	98	99	1
OS11G0242800	ORUFI11G08290	100	100	1
OS11G0242900	ORUFI11G08190	100	100	1
OS11G0243300	ORUFI11G08300	96	95	1
OS11G0243600	ORUFI11G08310	63	72	1
OS11G0244100	ORUFI11G08340	99	99	1
OS11G0244200	ORUFI11G08350	98	95	1
OS11G0244600	ORUFI11G08370	99	96	1
OS11G0244800	ORUFI11G08380	100	100	1
OS11G0245100	ORUFI11G08410	100	100	1
OS11G0245200	ORUFI11G08420	97	99	0
OS11G0245500	ORUFI11G08470	100	100	1
OS11G0245800	ORUFI11G08500	98	23	1
OS11G0245900	ORUFI11G08510	95	100	1
OS11G0246100	ORUFI11G08530	89	83	0
OS11G0246200	ORUFI11G08540	100	100	1
OS11G0246300	ORUFI11G08550	78	69	1
OS11G0246600	ORUFI11G08560	95	92	0
OS11G0246900	ORUFI11G08570	97	92	0
OS11G0247000	ORUFI11G08580	85	56	1
OS11G0247300	ORUFI11G08610	100	100	1
OS11G0247500	ORUFI11G08620	95	65	1
OS11G0248200	ORUFI11G08670	96	70	1
OS11G0249000	ORUFI11G08680	99	99	1
OS11G0249300	ORUFI11G08690	98	97	1
OS11G0249400	ORUFI11G08700	93	100	1
OS11G0249600	ORUFI06G18830	43	44	0
OS11G0249900	ORUFI11G08720	100	78	0
OS11G0250000	ORUFI11G08730	75	78	0
OS11G0250100	ORUFI11G08740	74	44	0
OS11G0250600	ORUFI11G08750	4	3	0
OS11G0250600	ORUFI11G08760	90	71	0
OS11G0251400	ORUFI11G08810	97	45	1
OS11G0252400	ORUFI11G08840	100	94	1
