Gene stable ID	Oryza nivara gene stable ID	% identity	Oryza nivara % identity	Orthology confidence [0 low, 1 high]
OS08G0453700	ONIVA08G18450	74	72	1
OS08G0454000	ONIVA08G18470	73	74	1
OS08G0454500	ONIVA08G18680	93	66	0
OS08G0455600	ONIVA08G18740	84	65	0
OS08G0455800	ONIVA08G18760	100	100	1
OS08G0455900	ONIVA08G18770	98	99	1
OS08G0456200	ONIVA08G18790	99	99	0
OS08G0457000	ONIVA08G18810	100	100	1
OS08G0457100	ONIVA08G18820	98	98	1
OS08G0457300	ONIVA08G18840	96	96	1
OS08G0457400	ONIVA08G18850	100	100	1
OS08G0457600	ONIVA08G18860	98	86	0
OS08G0458200	ONIVA08G18870	99	99	1
OS08G0458600	ONIVA08G18900	90	98	1
OS08G0459100	ONIVA08G18920	99	99	1
OS08G0459300	ONIVA08G18930	100	100	1
OS08G0459600	ONIVA08G18960	100	100	1
OS08G0459700	ONIVA08G18970	97	97	1
OS08G0460000	ONIVA08G18980	100	100	0
OS08G0460600	ONIVA08G19020	91	14	0
OS08G0460800	ONIVA08G19030	83	45	0
OS08G0460900	ONIVA08G19040	78	60	1
OS08G0461300	ONIVA08G19050	97	24	1
OS08G0461800	ONIVA08G19080	96	77	1
OS08G0462000	ONIVA03G31040	78	60	1
OS08G0462300	ONIVA08G19100	100	100	1
OS08G0462700	ONIVA08G19120	100	100	1
OS08G0462800	ONIVA08G19130	99	99	1
OS08G0462900	ONIVA08G19140	96	96	0
OS08G0463500	ONIVA08G19180	100	100	1
OS08G0463900	ONIVA08G19200	100	100	1
OS08G0464000	ONIVA08G19210	100	100	1
OS08G0464400	ONIVA08G19220	100	68	1
OS08G0465700	ONIVA08G19280	100	100	1
OS08G0465800	ONIVA08G19290	96	95	0
OS08G0466200	ONIVA08G19310	87	99	0
OS08G0467100	ONIVA08G19430	99	99	1
OS08G0467300	ONIVA08G19380	100	100	1
OS08G0467400	ONIVA08G19390	86	88	0
OS08G0467500	ONIVA08G19410	97	63	1
OS08G0467600	ONIVA08G19420	80	94	1
OS08G0468100	ONIVA08G19500	98	98	1
OS08G0468400	ONIVA08G19480	100	96	1
OS08G0469200	ONIVA08G19540	73	43	1
OS08G0469400	ONIVA08G19550	77	56	0
OS08G0469500	ONIVA08G19560	100	92	0
OS08G0469600	ONIVA02G23980	70	36	0
OS08G0469700	ONIVA08G19580	94	63	0
OS08G0470000	ONIVA08G19600	90	93	1
OS08G0470200	ONIVA08G19610	100	100	1
OS08G0470700	ONIVA08G19750	74	89	0
OS08G0471000	ONIVA08G19780	98	97	1
OS08G0471800	ONIVA08G19810	96	95	0
OS08G0471900	ONIVA08G19820	98	100	1
OS08G0471950	ONIVA08G19830	97	75	0
OS08G0472400	ONIVA08G19840	64	100	1
OS08G0472600	ONIVA08G19870	91	82	0
OS08G0472800	ONIVA08G19890	99	100	1
OS08G0473600	ONIVA08G19900	100	100	1
OS08G0473900	ONIVA08G19920	100	100	1
OS08G0474000	ONIVA08G19930	80	64	1
OS08G0474100	ONIVA08G19940	68	86	0
OS08G0474400	ONIVA08G19950	99	99	1
OS08G0474500	ONIVA08G19960	88	94	0
OS08G0474600	ONIVA08G19970	97	94	0
OS08G0474700	ONIVA08G19980	99	98	1
OS08G0474800	ONIVA01G25650	49	35	0
OS08G0474866	ONIVA08G19990	100	100	1
OS08G0475000	ONIVA08G20010	95	46	1
OS08G0475400	ONIVA08G20030	97	97	0
OS08G0475500	ONIVA08G20040	99	99	0
OS08G0476000	ONIVA08G20070	88	44	1
OS08G0476100	ONIVA08G20070	89	19	1
OS08G0476300	ONIVA08G20080	96	100	1
OS08G0476400	ONIVA08G20090	100	88	1
OS08G0476600	ONIVA08G20100	100	100	1
OS08G0476900	ONIVA08G20110	97	48	0
OS08G0477100	ONIVA08G20130	87	59	0
OS08G0477500	ONIVA08G20140	86	57	0
OS08G0477600	ONIVA08G20150	90	53	0
OS08G0477800	ONIVA08G20170	96	78	0
OS08G0477900	ONIVA08G20180	100	100	1
OS08G0478000	ONIVA08G20190	85	99	1
OS08G0478100	ONIVA08G20200	100	100	1
OS08G0478200	ONIVA08G20210	89	94	1
OS08G0478466	ONIVA08G20220	92	95	1
OS08G0478500	ONIVA08G20230	98	98	1
OS08G0478800	ONIVA08G20270	100	99	1
OS08G0479300	ONIVA08G20280	98	98	1
OS08G0479400	ONIVA08G20290	99	98	0
OS08G0480000	ONIVA08G20310	91	100	0
OS08G0480100	ONIVA08G20320	100	100	1
OS08G0480200	ONIVA08G20330	100	71	1
OS08G0480400	ONIVA08G20350	99	99	0
OS08G0480500	ONIVA08G20370	100	100	1
OS08G0480800	ONIVA08G20380	100	100	1
OS08G0481000	ONIVA08G20390	99	91	1
OS08G0481100	ONIVA08G20400	91	98	0
OS08G0481200	ONIVA08G20410	100	100	1
OS08G0481400	ONIVA08G20420	100	100	1
OS08G0481800	ONIVA08G20440	98	41	0
OS08G0482100	ONIVA08G20450	93	58	0
OS08G0482300	ONIVA08G20460	97	99	1
OS08G0482500	ONIVA08G20480	93	100	1
OS08G0482600	ONIVA08G20490	99	99	0
OS08G0482700	ONIVA08G20500	98	98	0
OS08G0483100	ONIVA08G20510	99	99	1
OS08G0483100	ONIVA08G20530	99	99	1
OS08G0483200	ONIVA08G20520	40	100	0
OS08G0483200	ONIVA08G20540	93	88	0
OS08G0483600	ONIVA08G20570	96	99	1
OS08G0483900	ONIVA08G20580	99	99	1
OS08G0484200	ONIVA03G21260	100	99	1
OS08G0484400	ONIVA03G21230	99	100	0
OS08G0484500	ONIVA03G21220	97	100	0
OS08G0484700	ONIVA03G21190	96	93	1
OS08G0484800	ONIVA03G21180	100	100	1
OS08G0485300	ONIVA08G20600	49	42	0
OS08G0485400	ONIVA08G20610	97	80	0
OS08G0485700	ONIVA08G20630	99	81	1
OS08G0485800	ONIVA08G20640	98	99	1
OS08G0485900	ONIVA08G20650	94	96	0
OS08G0486100	ONIVA08G20660	82	17	0
OS08G0486200	ONIVA08G20670	93	87	0
OS08G0486300	ONIVA08G20680	66	70	0
OS08G0486500	ONIVA08G20700	92	45	1
OS08G0486700	ONIVA08G20710	99	99	1
OS08G0486933	ONIVA12G09290	43	34	1
OS08G0487000	ONIVA08G20720	99	36	0
OS08G0487100	ONIVA08G20730	100	100	0
OS08G0487500	ONIVA12G18380	97	99	0
OS08G0487700	ONIVA12G18400	96	90	0
OS08G0487800	ONIVA12G18410	99	67	1
OS08G0488100	ONIVA03G39100	79	30	0
OS08G0488700	ONIVA12G18440	33	59	0
OS08G0489100	ONIVA08G20760	91	91	0
OS08G0489300	ONIVA08G20780	96	100	1
OS08G0489800	ONIVA08G20790	100	100	1
OS08G0490000	ONIVA08G20800	93	88	0
OS08G0490100	ONIVA08G20810	100	100	1
OS08G0490300	ONIVA08G20830	99	99	0
OS08G0490400	ONIVA08G20840	98	98	1
OS08G0490600	ONIVA08G20850	100	67	1
OS08G0490700	ONIVA08G20860	95	95	0
OS08G0490800	ONIVA08G20870	100	100	1
OS08G0490900	ONIVA08G20880	70	97	0
OS08G0491000	ONIVA08G20890	48	16	0
OS08G0491100	ONIVA08G20890	59	7	0
OS08G0491200	ONIVA08G20900	100	100	1
OS08G0491400	ONIVA08G20920	99	99	0
OS08G0491700	ONIVA08G20930	95	99	0
OS08G0492000	ONIVA08G20950	100	97	1
OS08G0492100	ONIVA08G20960	44	54	0
OS08G0492400	ONIVA08G20970	89	79	0
OS08G0492500	ONIVA08G20980	100	100	1
OS08G0493800	ONIVA08G21020	100	85	0
OS08G0493900	ONIVA08G21030	99	99	0
OS08G0494000	ONIVA08G21040	100	98	1
OS08G0494100	ONIVA08G21050	95	83	0
OS08G0494300	ONIVA08G21060	100	100	1
OS08G0494350	ONIVA08G21070	99	70	1
OS08G0494375	ONIVA08G21080	62	68	0
OS08G0495300	ONIVA08G21090	72	40	0
OS08G0495500	ONIVA08G21110	100	96	1
OS08G0495800	ONIVA08G21140	100	92	1
OS08G0496000	ONIVA08G21150	100	100	1
OS08G0496100	ONIVA08G21160	93	93	1
OS08G0496200	ONIVA08G21170	99	78	0
OS08G0496400	ONIVA08G21190	39	90	1
OS08G0496500	ONIVA08G21210	100	100	1
OS08G0496600	ONIVA08G21220	99	62	1
OS08G0496700	ONIVA08G21440	95	98	1
OS08G0496800	ONIVA08G21240	99	99	1
OS08G0496900	ONIVA08G21250	100	90	1
OS08G0497300	ONIVA08G21300	94	98	0
OS08G0497600	ONIVA08G21310	96	100	1
OS08G0497900	ONIVA08G21330	98	100	0
OS08G0498100	ONIVA08G21340	100	100	1
OS08G0498400	ONIVA08G21350	95	95	0
OS08G0498600	ONIVA08G21360	100	100	1
OS08G0499000	ONIVA08G21370	99	99	1
OS08G0499100	ONIVA08G21380	100	100	0
OS08G0499200	ONIVA08G21390	100	100	1
OS08G0499300	ONIVA08G21410	98	100	0
OS08G0499400	ONIVA08G21420	89	98	0
OS08G0499532	ONIVA08G21600	90	50	0
OS08G0499800	ONIVA08G21630	99	99	0
OS08G0499900	ONIVA08G21640	97	29	1
OS08G0500000	ONIVA08G21650	100	100	1
OS08G0500100	ONIVA08G21660	100	98	1
OS08G0500200	ONIVA08G21670	98	99	0
OS08G0500300	ONIVA08G21680	100	100	1
OS08G0500500	ONIVA08G21690	92	99	1
OS08G0500600	ONIVA08G21700	88	90	0
OS08G0500700	ONIVA08G21710	95	95	0
OS08G0500800	ONIVA08G21720	100	89	1
OS08G0501000	ONIVA08G13160	42	60	0
OS08G0501132	ONIVA08G21750	74	83	1
OS08G0501500	ONIVA08G21780	97	97	1
OS08G0501700	ONIVA06G16400	17	21	0
OS08G0501700	ONIVA08G21760	19	18	0
OS08G0502000	ONIVA08G21820	97	85	0
OS08G0502101	ONIVA08G21830	86	31	1
OS08G0502400	ONIVA08G21840	100	100	1
OS08G0502600	ONIVA08G21860	99	99	1
OS08G0502700	ONIVA08G21870	94	88	0
OS08G0502800	ONIVA08G21880	89	91	1
OS08G0503200	ONIVA08G21930	95	93	0
OS08G0503700	ONIVA08G21950	91	96	0
OS08G0504000	ONIVA08G21960	99	100	1
OS08G0504400	ONIVA08G21980	78	80	0
OS08G0504500	ONIVA08G21990	100	100	0
OS08G0504600	ONIVA08G22000	99	98	0
OS08G0504700	ONIVA08G22010	100	100	1
OS08G0504800	ONIVA08G22020	99	98	1
OS08G0505001	ONIVA08G22040	100	100	1
OS08G0505200	ONIVA08G22270	99	96	1
OS08G0505300	ONIVA08G22280	100	52	1
OS08G0505700	ONIVA08G22310	93	100	1
OS08G0505900	ONIVA08G22340	100	100	1
OS08G0506000	ONIVA08G22350	90	70	0
OS08G0506100	ONIVA08G22360	82	70	0
OS08G0506400	ONIVA08G22370	100	100	1
OS08G0506500	ONIVA08G22380	75	70	0
OS08G0506700	ONIVA08G22410	90	89	1
OS08G0507000	ONIVA08G22430	98	56	1
OS08G0507100	ONIVA08G22440	98	98	1
OS08G0507702	ONIVA08G22470	99	99	1
OS08G0508100	ONIVA08G22500	100	100	1
OS08G0508500	ONIVA08G22510	80	90	1
OS08G0508600	ONIVA08G22520	99	99	1
OS08G0508700	ONIVA08G22530	84	85	0
OS08G0508800	ONIVA08G22540	94	96	0
OS08G0509100	ONIVA08G22570	93	95	0
OS08G0509200	ONIVA08G22580	93	88	0
OS08G0509500	ONIVA08G22600	93	66	1
OS08G0509600	ONIVA08G22610	99	98	0
OS08G0510101	ONIVA08G22620	52	31	1
OS08G0510300	ONIVA08G22630	96	99	1
OS08G0510400	ONIVA08G22640	98	94	1
OS08G0510500	ONIVA08G22650	88	84	0
OS08G0510700	ONIVA08G22660	94	95	0
OS08G0510800	ONIVA08G22670	98	98	1
OS08G0510900	ONIVA08G22690	95	95	1
OS08G0511000	ONIVA08G22700	94	91	0
OS08G0511200	ONIVA08G22710	87	89	0
OS08G0511400	ONIVA08G22730	99	99	1
OS08G0511500	ONIVA08G22750	74	26	0
OS08G0511600	ONIVA08G22760	99	99	1
OS08G0511700	ONIVA08G22770	97	97	0
OS08G0511800	ONIVA08G22780	100	100	1
OS08G0511900	ONIVA08G22790	97	69	1
OS08G0512100	ONIVA08G22800	100	100	1
OS08G0512200	ONIVA08G22810	94	98	0
OS08G0512300	ONIVA08G22820	100	100	1
OS08G0512400	ONIVA08G22830	99	99	0
OS08G0512500	ONIVA08G22840	100	100	1
OS08G0512600	ONIVA08G22850	100	100	1
OS08G0512700	ONIVA08G22870	96	80	1
OS08G0512900	ONIVA08G22880	100	100	1
OS08G0513000	ONIVA08G22890	99	31	1
OS08G0513100	ONIVA08G22920	92	42	0
OS08G0513300	ONIVA08G22910	100	100	0
OS08G0513700	ONIVA08G22940	100	49	0
OS08G0514000	ONIVA04G00370	31	12	0
OS08G0514100	ONIVA04G22220	16	18	0
OS08G0514300	ONIVA02G00670	11	11	0
OS08G0514600	ONIVA01G18120	55	47	1
OS08G0515000	ONIVA08G23280	78	90	0
OS08G0515700	ONIVA08G23300	90	99	0
OS08G0515900	ONIVA08G23310	95	84	0
OS08G0516200	ONIVA08G23330	55	72	0
OS08G0516500	ONIVA08G23350	45	12	1
OS08G0516550	ONIVA08G23380	71	99	1
OS08G0516600	ONIVA08G23390	100	100	1
OS08G0516900	ONIVA08G23400	97	99	0
OS08G0517200	ONIVA08G23420	97	48	0
OS08G0517300	ONIVA08G23440	98	97	0
OS08G0517500	ONIVA08G23450	100	100	0
OS08G0517600	ONIVA08G23460	95	86	1
OS08G0517700	ONIVA08G23470	98	97	0
OS08G0517800	ONIVA09G15820	41	43	0
OS08G0517900	ONIVA08G23490	100	100	1
OS08G0518100	ONIVA08G23500	100	100	0
OS08G0518200	ONIVA08G23510	100	100	0
OS08G0518300	ONIVA08G23520	57	67	0
OS08G0518350	ONIVA08G23530	68	93	1
OS08G0518400	ONIVA08G23570	88	29	1
OS08G0518800	ONIVA08G23590	97	59	0
OS08G0518900	ONIVA08G23600	100	100	1
OS08G0519000	ONIVA08G23610	52	82	0
OS08G0519100	ONIVA08G23620	100	100	1
OS08G0519300	ONIVA08G23630	75	46	0
OS08G0519400	ONIVA08G23650	96	93	0
OS08G0519600	ONIVA08G23660	100	100	1
OS08G0519800	ONIVA08G23670	98	51	0
OS08G0519900	ONIVA03G23120	45	43	0
OS08G0520000	ONIVA08G23690	91	93	1
OS08G0520100	ONIVA08G23700	100	100	0
OS08G0520200	ONIVA08G23710	99	99	0
OS08G0520300	ONIVA08G23720	86	95	0
OS08G0520550	ONIVA08G23730	100	57	1
OS08G0520600	ONIVA08G23740	97	97	1
OS08G0520850	ONIVA01G02610	54	77	0
OS08G0520900	ONIVA01G02600	100	90	1
OS08G0521000	ONIVA08G23770	95	95	1
OS08G0521200	ONIVA08G23790	89	60	0
OS08G0521400	ONIVA08G23800	86	82	1
OS08G0521600	ONIVA08G23810	99	99	0
OS08G0521800	ONIVA08G23820	100	100	1
OS08G0522300	ONIVA08G23840	100	100	0
OS08G0522400	ONIVA08G23850	100	99	1
OS08G0522500	ONIVA08G23860	99	99	0
OS08G0522600	ONIVA08G23870	98	99	0
OS08G0523000	ONIVA08G23880	58	12	0
OS08G0523600	ONIVA08G23890	67	35	1
OS08G0524000	ONIVA08G23920	100	100	1
OS08G0524100	ONIVA08G23930	100	100	1
OS08G0524200	ONIVA08G23940	100	100	1
OS08G0524400	ONIVA08G23950	100	100	1
OS08G0524600	ONIVA08G23960	100	32	1
OS08G0524800	ONIVA08G23980	99	99	1
OS08G0525000	ONIVA08G24000	100	100	1
OS08G0525500	ONIVA08G24040	100	41	0
OS08G0525600	ONIVA08G24050	100	98	1
OS08G0525700	ONIVA08G24060	95	99	1
OS08G0525800	ONIVA08G24070	94	92	1
OS08G0526100	ONIVA08G24090	100	93	1
OS08G0526300	ONIVA08G24100	91	92	1
OS08G0526400	ONIVA08G24110	97	62	0
OS08G0526500	ONIVA08G24120	84	95	0
OS08G0526700	ONIVA08G24150	47	28	0
OS08G0527100	ONIVA08G24180	96	96	1
OS08G0527300	ONIVA08G24200	95	55	1
OS08G0527400	ONIVA08G24210	83	46	0
OS08G0527600	ONIVA08G24230	77	49	1
OS08G0527700	ONIVA04G29900	67	51	0
OS08G0527733	ONIVA04G29900	60	14	0
OS08G0527800	ONIVA08G24250	83	15	0
OS08G0527900	ONIVA08G24260	95	94	1
OS08G0528000	ONIVA08G24270	99	99	1
OS08G0528100	ONIVA08G24280	80	87	0
OS08G0528200	ONIVA08G24290	100	96	1
OS08G0528500	ONIVA08G24320	100	100	1
OS08G0528601	ONIVA08G24330	100	100	0
OS08G0528700	ONIVA08G24340	74	52	1
OS08G0528800	ONIVA08G24350	100	100	1
OS08G0528900	ONIVA08G24360	100	100	1
OS08G0529000	ONIVA08G24370	96	91	1
OS08G0529100	ONIVA08G24380	99	99	0
OS08G0529200	ONIVA08G24390	100	100	0
OS08G0529300	ONIVA08G24400	99	99	1
OS08G0529400	ONIVA08G24410	92	96	0
OS08G0529800	ONIVA08G24430	97	99	0
OS08G0530000	ONIVA08G24440	100	100	1
OS08G0530100	ONIVA08G24450	99	36	1
OS08G0530200	ONIVA08G24460	99	93	1
OS08G0530300	ONIVA08G24470	100	100	1
OS08G0530400	ONIVA08G24480	100	100	1
OS08G0530500	ONIVA08G24490	100	100	1
OS08G0531000	ONIVA08G24510	100	90	1
OS08G0531100	ONIVA08G24520	87	76	0
OS08G0531200	ONIVA08G24530	79	91	0
OS08G0531300	ONIVA08G24540	99	98	0
OS08G0531600	ONIVA08G24550	98	99	1
OS08G0531700	ONIVA08G24560	100	89	1
OS08G0531900	ONIVA08G24570	95	98	1
OS08G0532200	ONIVA08G24580	100	100	1
OS08G0532300	ONIVA08G24590	100	100	0
OS08G0532400	ONIVA08G24600	94	100	1
OS08G0532500	ONIVA08G24610	100	100	1
OS08G0532800	ONIVA08G24630	86	96	0
OS08G0532900	ONIVA08G24640	100	100	1
OS08G0533300	ONIVA08G24660	100	95	1
OS08G0533600	ONIVA08G24670	100	99	1
OS08G0533700	ONIVA08G24680	97	32	0
OS08G0534300	ONIVA09G16940	45	47	0
OS08G0534400	ONIVA08G24690	85	46	1
OS08G0534950	ONIVA09G16940	45	47	0
OS08G0535050	ONIVA08G24780	62	33	1
OS08G0535100	ONIVA08G24790	89	35	0
OS08G0535200	ONIVA08G24800	100	100	1
OS08G0535400	ONIVA08G24810	100	95	1
OS08G0535600	ONIVA08G24820	100	86	1
OS08G0535700	ONIVA08G24830	84	92	0
OS08G0535800	ONIVA08G24840	100	100	0
OS08G0536000	ONIVA08G24850	100	100	1
OS08G0536100	ONIVA08G24860	98	100	1
OS08G0536300	ONIVA08G24870	92	93	0
OS08G0536800	ONIVA08G24900	86	92	1
OS08G0537200	ONIVA08G24910	99	44	1
OS08G0537600	ONIVA08G24960	100	100	1
OS08G0537800	ONIVA08G24970	79	44	0
OS08G0537900	ONIVA08G24980	100	100	1
OS08G0538000	ONIVA08G24990	100	94	1
OS08G0538200	ONIVA08G25000	81	48	0
OS08G0538300	ONIVA08G25010	95	96	0
OS08G0538600	ONIVA08G25020	99	92	1
OS08G0538700	ONIVA08G25030	100	100	1
OS08G0538800	ONIVA08G25040	99	73	1
OS08G0539100	ONIVA08G25050	100	100	1
OS08G0539200	ONIVA08G25060	98	98	1
OS08G0539300	ONIVA08G25070	99	95	1
OS08G0539400	ONIVA08G25080	92	91	1
OS08G0539600	ONIVA08G25100	87	52	0
OS08G0539700	ONIVA08G25110	62	57	0
OS08G0539800	ONIVA02G40160	44	6	1
OS08G0540000	ONIVA08G25150	85	90	0
OS08G0540100	ONIVA08G25160	95	96	0
OS08G0540300	ONIVA08G25170	92	99	1
OS08G0540400	ONIVA08G25180	97	98	0
OS08G0540500	ONIVA08G25200	100	100	1
OS08G0540900	ONIVA08G25220	70	91	0
OS08G0541500	ONIVA08G25240	97	96	0
OS08G0541800	ONIVA08G25270	100	100	1
OS08G0542000	ONIVA08G25280	96	92	1
OS08G0542200	ONIVA08G25290	97	31	0
OS08G0542500	ONIVA02G36750	71	53	1
OS08G0542700	ONIVA08G25300	100	100	0
OS08G0542900	ONIVA08G25310	87	96	1
OS08G0543000	ONIVA08G25320	86	84	0
OS08G0543400	ONIVA08G25350	95	96	0
OS08G0543500	ONIVA08G25360	99	54	1
OS08G0543700	ONIVA08G25370	99	99	1
OS08G0543900	ONIVA08G25390	99	99	1
OS08G0544500	ONIVA08G25430	96	94	0
OS08G0544600	ONIVA08G25440	42	33	0
OS08G0544800	ONIVA08G25460	100	100	1
OS08G0545000	ONIVA08G25480	100	100	1
OS08G0545101	ONIVA08G25470	99	54	1
OS08G0545200	ONIVA08G25490	95	96	0
OS08G0545500	ONIVA01G16550	10	22	0
OS08G0545700	ONIVA08G25520	51	57	0
OS08G0545800	ONIVA08G25530	99	99	1
OS08G0545900	ONIVA08G25540	98	99	1
OS08G0546100	ONIVA08G25560	100	100	1
OS08G0546400	ONIVA08G25590	98	98	1
OS08G0546500	ONIVA08G25610	36	97	1
OS08G0546700	ONIVA08G25620	90	88	0
OS08G0546800	ONIVA08G25630	97	77	0
OS08G0546900	ONIVA08G25650	98	90	1
OS08G0547000	ONIVA08G25660	68	86	0
OS08G0547100	ONIVA08G25670	99	99	1
OS08G0547200	ONIVA08G25680	82	91	0
OS08G0547300	ONIVA08G25690	99	99	1
OS08G0547500	ONIVA08G25700	93	98	1
OS08G0547800	ONIVA08G25740	98	98	1
OS08G0547900	ONIVA08G25750	99	73	1
OS08G0548200	ONIVA08G25780	100	100	1
OS08G0548300	ONIVA08G25790	39	71	1
OS08G0548400	ONIVA08G25800	100	100	1
OS08G0548500	ONIVA08G25810	100	100	1
OS08G0548600	ONIVA08G25820	93	49	1
OS08G0548900	ONIVA08G25850	100	78	1
OS08G0549100	ONIVA08G25870	100	100	0
OS08G0549200	ONIVA08G25880	100	96	0
OS08G0549300	ONIVA08G25890	100	100	1
OS08G0549600	ONIVA08G25910	100	100	1
OS08G0549900	ONIVA08G25930	96	99	0
OS08G0550100	ONIVA08G25950	100	100	1
OS08G0550200	ONIVA08G25960	88	99	0
OS08G0550400	ONIVA08G25970	92	93	0
OS08G0550600	ONIVA08G26000	81	43	1
OS08G0550700	ONIVA08G26010	95	95	1
OS08G0551200	ONIVA08G26020	99	99	1
OS08G0552700	ONIVA08G26060	79	30	0
OS08G0553050	ONIVA08G26070	100	92	1
OS08G0553100	ONIVA08G26080	98	26	1
OS08G0553500	ONIVA08G26100	100	100	0
OS08G0553700	ONIVA08G26110	100	100	1
OS08G0553750	ONIVA08G26120	93	93	1
OS08G0553800	ONIVA08G26140	100	100	1
OS08G0554000	ONIVA08G26150	96	87	0
OS08G0554050	ONIVA08G26160	97	86	1
OS08G0554100	ONIVA08G26180	88	98	0
OS08G0554400	ONIVA08G26190	89	92	0
OS08G0555200	ONIVA08G26240	99	26	0
OS08G0555400	ONIVA08G26260	88	59	1
OS08G0555700	ONIVA08G26310	99	98	1
OS08G0555800	ONIVA08G26300	80	99	1
OS08G0556000	ONIVA08G26320	100	100	1
OS08G0556200	ONIVA08G26330	97	68	1
OS08G0556300	ONIVA08G26340	97	93	1
OS08G0556400	ONIVA08G26350	95	100	1
OS08G0556600	ONIVA08G26370	100	100	1
OS08G0556700	ONIVA08G26380	84	62	0
OS08G0556900	ONIVA08G26390	100	100	1
OS08G0557000	ONIVA08G26400	100	92	0
OS08G0557100	ONIVA08G26410	100	100	0
OS08G0557200	ONIVA08G26420	100	100	1
OS08G0557400	ONIVA08G26440	91	90	1
OS08G0557600	ONIVA08G26460	100	100	1
OS08G0557700	ONIVA08G26470	99	99	1
OS08G0557800	ONIVA08G26480	100	100	1
OS08G0557900	ONIVA08G26490	100	100	1
OS08G0558000	ONIVA08G26510	83	62	1
OS08G0558100	ONIVA08G26520	88	88	1
OS08G0558200	ONIVA08G26530	100	100	1
OS08G0558600	ONIVA08G26550	100	45	1
OS08G0558800	ONIVA08G26510	79	59	1
OS08G0558900	ONIVA08G26570	100	100	1
OS08G0559000	ONIVA08G26580	99	98	1
OS08G0559200	ONIVA08G26590	99	46	1
OS08G0559300	ONIVA08G26600	84	97	0
OS08G0559400	ONIVA08G26610	95	66	0
OS08G0559600	ONIVA08G26620	100	100	1
OS08G0559700	ONIVA08G26630	69	81	1
OS08G0559800	ONIVA08G26640	100	96	1
OS08G0559900	ONIVA08G26650	98	99	0
OS08G0560000	ONIVA08G26660	94	100	1
OS08G0560300	ONIVA08G26670	100	100	1
OS08G0560500	ONIVA08G26680	99	97	1
OS08G0560600	ONIVA08G26690	99	83	0
OS08G0560700	ONIVA08G26700	99	42	0
OS08G0560800	ONIVA08G26710	81	37	0
OS08G0560900	ONIVA08G26720	100	100	1
OS08G0561000	ONIVA09G00780	22	44	0
OS08G0561000	ONIVA09G06760	21	39	0
OS08G0561500	ONIVA08G26750	100	100	1
OS08G0561600	ONIVA08G26760	97	90	1
OS08G0561700	ONIVA08G26770	100	100	1
OS08G0561900	ONIVA08G26790	100	100	1
OS08G0562100	ONIVA08G26800	85	72	0
OS08G0562200	ONIVA08G26810	100	100	1
OS08G0562500	ONIVA08G26830	100	100	1
OS08G0562600	ONIVA08G26840	100	100	1
OS08G0562700	ONIVA08G26850	87	45	0
OS08G0562800	ONIVA08G26860	96	89	1
OS08G0563200	ONIVA08G26900	100	100	1
OS08G0563300	ONIVA09G01340	99	99	0
OS08G0563400	ONIVA09G01330	100	90	1
OS08G0563500	ONIVA09G01320	70	88	1
OS08G0564000	ONIVA09G01300	100	100	1
OS08G0564100	ONIVA09G01290	100	100	1
OS08G0564300	ONIVA09G01280	99	98	1
OS08G0564700	ONIVA09G01240	98	98	0
OS08G0564750	ONIVA09G01230	97	98	0
OS08G0564800	ONIVA09G01220	90	97	1
OS08G0564900	ONIVA09G01210	63	47	0
OS08G0565200	ONIVA09G01190	96	96	1
OS08G0565700	ONIVA09G01180	100	100	1
OS08G0565800	ONIVA09G01170	45	48	0
OS08G0565900	ONIVA09G01160	96	96	1
OS08G0566000	ONIVA09G01150	100	100	1
OS08G0566100	ONIVA09G01140	94	91	0
OS08G0566400	ONIVA09G01120	94	99	0
OS08G0566600	ONIVA09G01110	100	100	1
OS08G0566700	ONIVA09G01100	94	94	0
OS08G0566900	ONIVA09G01090	78	95	0
OS08G0567000	ONIVA09G01070	100	100	1
OS08G0567100	ONIVA09G01060	99	97	1
OS09G0100800	ONIVA09G00040	73	59	0
OS09G0101100	ONIVA09G00050	95	84	0
OS09G0101300	ONIVA12G18350	85	90	0
OS09G0101800	ONIVA09G00090	97	98	0
OS09G0102300	ONIVA09G00100	94	56	0
OS09G0103100	ONIVA09G00060	91	89	0
OS09G0103200	ONIVA09G00070	78	86	1
OS09G0103300	ONIVA06G09880	52	19	0
OS09G0103400	ONIVA09G00080	98	92	1
OS09G0103500	ONIVA09G00110	80	77	1
OS09G0103600	ONIVA09G00120	63	65	0
OS09G0103700	ONIVA09G00130	100	100	1
OS09G0103800	ONIVA09G00140	96	94	0
OS09G0104300	ONIVA09G00170	100	100	1
OS09G0104700	ONIVA09G00180	96	99	1
OS09G0106200	ONIVA09G00260	60	65	0
OS09G0106700	ONIVA09G00250	99	100	1
OS09G0108400	ONIVA09G00410	90	100	1
OS09G0109150	ONIVA09G00430	56	61	0
OS09G0109500	ONIVA09G00460	65	99	1
OS09G0109600	ONIVA09G00470	99	99	0
OS09G0109800	ONIVA09G00480	100	99	1
OS09G0110100	ONIVA09G00500	56	95	0
OS09G0110200	ONIVA09G00510	99	99	1
OS09G0110300	ONIVA09G00520	81	95	1
OS09G0110400	ONIVA09G00530	100	100	1
OS09G0111100	ONIVA09G00560	99	99	1
OS09G0112400	ONIVA09G00580	99	99	1
OS09G0114500	ONIVA09G00730	100	100	1
OS09G0114700	ONIVA09G00740	83	42	0
