Gene stable ID	Selaginella moellendorffii gene stable ID	% identity	Selaginella moellendorffii % identity	Orthology confidence [0 low, 1 high]
OS07G0484500	SELMODRAFT_421766	38	45	1
OS07G0484800	SELMODRAFT_406084	63	67	1
OS07G0484800	SELMODRAFT_428069	62	67	1
OS07G0485100	SELMODRAFT_142105	63	70	1
OS07G0485100	SELMODRAFT_88684	66	61	1
OS07G0485600	SELMODRAFT_107292	44	40	1
OS07G0485600	SELMODRAFT_150375	44	41	1
OS07G0486000	SELMODRAFT_115028	37	12	0
OS07G0486000	SELMODRAFT_88599	37	12	0
OS07G0486100	SELMODRAFT_125957	27	13	1
OS07G0486100	SELMODRAFT_444350	32	13	1
OS07G0489800	SELMODRAFT_59157	26	53	1
OS07G0489800	SELMODRAFT_59158	26	53	1
OS07G0490300	SELMODRAFT_112291	33	44	1
OS07G0490300	SELMODRAFT_79308	34	44	1
OS07G0490400	SELMODRAFT_441577	43	51	1
OS07G0490400	SELMODRAFT_448462	43	51	1
OS07G0490600	SELMODRAFT_153690	40	39	1
OS07G0490600	SELMODRAFT_29435	17	54	1
OS07G0490800	SELMODRAFT_123333	55	28	0
OS07G0490800	SELMODRAFT_179250	57	27	0
OS07G0491600	SELMODRAFT_422979	27	13	1
OS07G0491800	SELMODRAFT_112151	19	20	1
OS07G0491800	SELMODRAFT_114324	22	23	1
OS07G0491800	SELMODRAFT_120725	18	20	1
OS07G0491800	SELMODRAFT_126145	19	20	1
OS07G0491800	SELMODRAFT_130337	19	21	1
OS07G0491800	SELMODRAFT_138879	7	39	1
OS07G0491800	SELMODRAFT_144826	19	20	1
OS07G0491800	SELMODRAFT_161932	19	22	1
OS07G0491800	SELMODRAFT_164454	19	21	1
OS07G0491800	SELMODRAFT_1987	18	21	1
OS07G0491800	SELMODRAFT_231370	21	23	1
OS07G0491800	SELMODRAFT_231756	20	22	1
OS07G0491800	SELMODRAFT_233532	18	21	1
OS07G0491800	SELMODRAFT_234244	19	22	1
OS07G0491800	SELMODRAFT_402287	19	20	1
OS07G0491800	SELMODRAFT_403029	17	21	1
OS07G0491800	SELMODRAFT_422692	14	18	1
OS07G0491800	SELMODRAFT_429772	4	9	1
OS07G0491800	SELMODRAFT_431878	13	17	1
OS07G0491800	SELMODRAFT_444868	19	21	1
OS07G0491800	SELMODRAFT_84634	20	22	1
OS07G0491800	SELMODRAFT_95630	9	37	1
OS07G0492000	SELMODRAFT_109077	74	75	1
OS07G0492000	SELMODRAFT_171292	74	74	1
OS07G0492100	SELMODRAFT_409804	33	32	1
OS07G0492100	SELMODRAFT_409873	13	23	1
OS07G0492100	SELMODRAFT_429070	34	31	1
OS07G0492100	SELMODRAFT_431024	10	18	1
OS07G0492100	SELMODRAFT_440582	18	23	1
OS07G0493400	SELMODRAFT_24565	41	44	1
OS07G0493400	SELMODRAFT_66322	40	43	1
OS07G0494900	SELMODRAFT_165273	59	20	1
OS07G0494900	SELMODRAFT_82922	59	20	1
OS07G0495100	SELMODRAFT_112476	56	75	0
OS07G0495100	SELMODRAFT_171719	35	39	0
OS07G0495100	SELMODRAFT_35976	54	75	0
OS07G0495100	SELMODRAFT_35978	54	75	0
OS07G0495100	SELMODRAFT_36605	56	78	0
OS07G0495150	SELMODRAFT_102294	39	49	1
OS07G0495150	SELMODRAFT_170305	40	44	1
OS07G0495150	SELMODRAFT_173964	40	44	1
OS07G0495150	SELMODRAFT_80744	39	49	1
OS07G0495200	SELMODRAFT_166842	56	53	1
OS07G0495200	SELMODRAFT_184168	56	53	1
OS07G0495300	SELMODRAFT_105853	12	11	1
OS07G0495300	SELMODRAFT_113055	12	11	1
OS07G0495400	SELMODRAFT_166842	40	20	1
OS07G0495400	SELMODRAFT_184168	40	20	1
OS07G0496000	SELMODRAFT_145680	86	86	1
OS07G0496000	SELMODRAFT_271169	86	86	1
OS07G0496200	SELMODRAFT_110809	66	67	1
OS07G0496200	SELMODRAFT_176472	66	67	1
OS07G0496250	SELMODRAFT_25819	25	30	1
OS07G0496250	SELMODRAFT_36179	24	29	1
OS07G0496700	SELMODRAFT_126979	50	47	0
OS07G0496700	SELMODRAFT_138041	50	47	0
OS07G0496700	SELMODRAFT_230641	49	56	0
OS07G0496900	SELMODRAFT_109178	41	43	1
OS07G0496900	SELMODRAFT_120908	41	43	1
OS07G0497000	SELMODRAFT_131060	64	57	1
OS07G0497000	SELMODRAFT_428350	64	19	1
OS07G0497100	SELMODRAFT_131062	16	28	1
OS07G0497400	SELMODRAFT_402766	36	29	1
OS07G0497400	SELMODRAFT_402768	36	31	1
OS07G0497400	SELMODRAFT_402770	32	23	1
OS07G0497400	SELMODRAFT_402772	33	26	1
OS07G0497400	SELMODRAFT_408114	15	50	1
OS07G0497400	SELMODRAFT_87223	37	29	1
OS07G0497500	SELMODRAFT_84195	18	54	1
OS07G0497500	SELMODRAFT_89170	18	54	1
OS07G0498300	SELMODRAFT_97190	44	43	1
OS07G0498400	SELMODRAFT_50240	43	44	1
OS07G0498400	SELMODRAFT_60230	43	44	1
OS07G0498800	SELMODRAFT_439993	24	18	1
OS07G0498900	SELMODRAFT_65030	50	60	1
OS07G0498900	SELMODRAFT_65031	50	60	1
OS07G0499800	SELMODRAFT_405044	14	15	1
OS07G0499800	SELMODRAFT_442541	14	15	1
OS07G0501900	SELMODRAFT_143664	56	46	0
OS07G0501900	SELMODRAFT_147759	53	49	0
OS07G0502200	SELMODRAFT_121241	37	39	1
OS07G0502200	SELMODRAFT_234895	37	40	1
OS07G0502200	SELMODRAFT_432667	33	41	1
OS07G0503700	SELMODRAFT_269977	31	31	1
OS07G0503700	SELMODRAFT_272327	31	31	1
OS07G0506000	SELMODRAFT_148610	62	63	1
OS07G0506000	SELMODRAFT_163348	62	63	1
OS07G0506600	SELMODRAFT_66927	12	39	1
OS07G0506600	SELMODRAFT_71233	12	39	1
OS07G0506700	SELMODRAFT_418494	44	28	1
OS07G0506700	SELMODRAFT_4765	12	38	1
OS07G0507200	SELMODRAFT_418415	18	14	1
OS07G0507200	SELMODRAFT_423729	20	15	1
OS07G0507300	SELMODRAFT_117572	34	74	1
OS07G0507300	SELMODRAFT_406890	45	45	1
OS07G0508200	SELMODRAFT_414635	19	15	1
OS07G0508200	SELMODRAFT_446372	19	14	1
OS07G0508300	SELMODRAFT_163731	51	45	1
OS07G0508300	SELMODRAFT_164821	53	50	1
OS07G0508300	SELMODRAFT_169133	51	45	1
OS07G0508300	SELMODRAFT_94776	49	47	1
OS07G0509200	SELMODRAFT_164569	49	27	1
OS07G0509200	SELMODRAFT_180044	49	27	1
OS07G0509600	SELMODRAFT_116036	41	45	1
OS07G0509600	SELMODRAFT_186635	40	45	1
OS07G0509700	SELMODRAFT_57711	53	70	0
OS07G0509700	SELMODRAFT_67646	53	71	0
OS07G0509800	SELMODRAFT_167572	46	48	0
OS07G0509800	SELMODRAFT_187782	47	48	0
OS07G0510200	SELMODRAFT_231287	35	39	1
OS07G0510200	SELMODRAFT_402967	35	39	1
OS07G0510200	SELMODRAFT_442025	37	42	1
OS07G0510200	SELMODRAFT_443280	36	41	1
OS07G0510200	SELMODRAFT_75479	36	44	1
OS07G0510200	SELMODRAFT_87871	36	44	1
OS07G0510300	SELMODRAFT_112184	28	11	1
OS07G0510300	SELMODRAFT_78670	28	11	1
OS07G0510800	SELMODRAFT_112184	41	11	1
OS07G0510800	SELMODRAFT_78670	41	11	1
OS07G0511000	SELMODRAFT_404913	35	32	0
OS07G0511000	SELMODRAFT_442493	35	33	0
OS07G0511500	SELMODRAFT_123971	41	44	1
OS07G0511500	SELMODRAFT_128555	42	39	1
OS07G0511900	SELMODRAFT_425302	10	4	1
OS07G0511900	SELMODRAFT_427358	11	4	1
OS07G0512200	SELMODRAFT_109593	77	73	0
OS07G0512200	SELMODRAFT_156815	77	73	0
OS07G0513000	SELMODRAFT_73428	64	62	1
OS07G0513000	SELMODRAFT_86664	64	61	1
OS07G0513100	SELMODRAFT_448085	39	27	1
OS07G0513100	SELMODRAFT_48160	12	60	1
OS07G0513200	SELMODRAFT_121294	15	24	1
OS07G0515100	SELMODRAFT_449479	64	61	1
OS07G0515100	SELMODRAFT_449591	56	57	1
OS07G0515100	SELMODRAFT_449592	57	52	1
OS07G0515100	SELMODRAFT_449840	64	61	1
OS07G0515100	SELMODRAFT_450029	59	59	1
OS07G0515100	SELMODRAFT_450036	59	59	1
OS07G0515100	SELMODRAFT_450052	57	61	1
OS07G0515100	SELMODRAFT_450099	57	61	1
OS07G0516000	SELMODRAFT_268887	50	64	1
OS07G0516000	SELMODRAFT_84263	49	54	1
OS07G0516050	SELMODRAFT_268887	59	59	1
OS07G0516050	SELMODRAFT_84263	59	50	1
OS07G0516200	SELMODRAFT_100460	62	81	1
OS07G0516200	SELMODRAFT_118302	62	81	1
OS07G0516300	SELMODRAFT_109526	14	48	1
OS07G0516300	SELMODRAFT_405391	27	20	1
OS07G0516300	SELMODRAFT_413288	24	21	1
OS07G0516300	SELMODRAFT_426737	24	22	1
OS07G0516300	SELMODRAFT_426954	27	20	1
OS07G0516300	SELMODRAFT_429904	23	22	1
OS07G0516300	SELMODRAFT_442846	25	17	1
OS07G0516300	SELMODRAFT_95729	19	32	1
OS07G0517000	SELMODRAFT_103710	36	27	1
OS07G0517000	SELMODRAFT_730	29	33	1
OS07G0517000	SELMODRAFT_874	29	33	1
OS07G0517000	SELMODRAFT_99840	36	27	1
OS07G0517300	SELMODRAFT_402556	30	31	1
OS07G0517300	SELMODRAFT_408312	30	31	1
OS07G0517400	SELMODRAFT_419634	18	4	0
OS07G0517400	SELMODRAFT_430867	18	4	0
OS07G0517800	SELMODRAFT_419965	37	20	1
OS07G0517800	SELMODRAFT_59883	15	60	1
OS07G0517900	SELMODRAFT_112151	26	21	1
OS07G0517900	SELMODRAFT_114324	30	24	1
OS07G0517900	SELMODRAFT_120725	29	23	1
OS07G0517900	SELMODRAFT_126145	26	20	1
OS07G0517900	SELMODRAFT_130337	31	25	1
OS07G0517900	SELMODRAFT_138879	1	4	1
OS07G0517900	SELMODRAFT_144826	31	24	1
OS07G0517900	SELMODRAFT_161932	30	25	1
OS07G0517900	SELMODRAFT_164454	26	21	1
OS07G0517900	SELMODRAFT_1987	27	23	1
OS07G0517900	SELMODRAFT_231370	29	23	1
OS07G0517900	SELMODRAFT_231756	28	23	1
OS07G0517900	SELMODRAFT_233532	29	25	1
OS07G0517900	SELMODRAFT_234244	25	22	1
OS07G0517900	SELMODRAFT_402287	30	23	1
OS07G0517900	SELMODRAFT_403029	20	18	1
OS07G0517900	SELMODRAFT_422692	17	16	1
OS07G0517900	SELMODRAFT_429772	13	21	1
OS07G0517900	SELMODRAFT_431878	22	21	1
OS07G0517900	SELMODRAFT_444868	28	23	1
OS07G0517900	SELMODRAFT_84634	28	23	1
OS07G0517900	SELMODRAFT_95630	2	6	1
OS07G0518100	SELMODRAFT_112151	31	32	1
OS07G0518100	SELMODRAFT_114324	35	36	1
OS07G0518100	SELMODRAFT_120725	30	32	1
OS07G0518100	SELMODRAFT_126145	31	32	1
OS07G0518100	SELMODRAFT_130337	31	34	1
OS07G0518100	SELMODRAFT_138879	8	39	1
OS07G0518100	SELMODRAFT_144826	32	33	1
OS07G0518100	SELMODRAFT_161932	32	34	1
OS07G0518100	SELMODRAFT_164454	32	32	1
OS07G0518100	SELMODRAFT_1987	28	32	1
OS07G0518100	SELMODRAFT_231370	34	36	1
OS07G0518100	SELMODRAFT_231756	31	33	1
OS07G0518100	SELMODRAFT_233532	30	33	1
OS07G0518100	SELMODRAFT_234244	28	31	1
OS07G0518100	SELMODRAFT_402287	32	33	1
OS07G0518100	SELMODRAFT_403029	24	29	1
OS07G0518100	SELMODRAFT_422692	21	26	1
OS07G0518100	SELMODRAFT_429772	13	27	1
OS07G0518100	SELMODRAFT_431878	21	26	1
OS07G0518100	SELMODRAFT_444868	32	33	1
OS07G0518100	SELMODRAFT_84634	30	32	1
OS07G0518100	SELMODRAFT_95630	8	33	1
OS07G0518500	SELMODRAFT_112151	28	29	1
OS07G0518500	SELMODRAFT_114324	33	33	1
OS07G0518500	SELMODRAFT_120725	29	30	1
OS07G0518500	SELMODRAFT_126145	28	28	1
OS07G0518500	SELMODRAFT_130337	31	33	1
OS07G0518500	SELMODRAFT_138879	8	41	1
OS07G0518500	SELMODRAFT_144826	33	33	1
OS07G0518500	SELMODRAFT_161932	31	33	1
OS07G0518500	SELMODRAFT_164454	29	29	1
OS07G0518500	SELMODRAFT_1987	28	30	1
OS07G0518500	SELMODRAFT_231370	32	32	1
OS07G0518500	SELMODRAFT_231756	31	33	1
OS07G0518500	SELMODRAFT_233532	29	31	1
OS07G0518500	SELMODRAFT_234244	27	29	1
OS07G0518500	SELMODRAFT_402287	33	33	1
OS07G0518500	SELMODRAFT_403029	22	26	1
OS07G0518500	SELMODRAFT_422692	19	23	1
OS07G0518500	SELMODRAFT_429772	12	24	1
OS07G0518500	SELMODRAFT_431878	20	25	1
OS07G0518500	SELMODRAFT_444868	30	31	1
OS07G0518500	SELMODRAFT_84634	32	33	1
OS07G0518500	SELMODRAFT_95630	9	37	1
OS07G0519100	SELMODRAFT_112151	28	28	1
OS07G0519100	SELMODRAFT_114324	33	33	1
OS07G0519100	SELMODRAFT_120725	31	31	1
OS07G0519100	SELMODRAFT_126145	28	28	1
OS07G0519100	SELMODRAFT_130337	30	32	1
OS07G0519100	SELMODRAFT_138879	8	37	1
OS07G0519100	SELMODRAFT_144826	34	33	1
OS07G0519100	SELMODRAFT_161932	30	32	1
OS07G0519100	SELMODRAFT_164454	28	28	1
OS07G0519100	SELMODRAFT_1987	27	30	1
OS07G0519100	SELMODRAFT_231370	32	32	1
OS07G0519100	SELMODRAFT_231756	30	31	1
OS07G0519100	SELMODRAFT_233532	31	33	1
OS07G0519100	SELMODRAFT_234244	27	29	1
OS07G0519100	SELMODRAFT_402287	33	33	1
OS07G0519100	SELMODRAFT_403029	22	26	1
OS07G0519100	SELMODRAFT_422692	19	23	1
OS07G0519100	SELMODRAFT_429772	11	21	1
OS07G0519100	SELMODRAFT_431878	20	24	1
OS07G0519100	SELMODRAFT_444868	30	31	1
OS07G0519100	SELMODRAFT_84634	30	31	1
OS07G0519100	SELMODRAFT_95630	9	36	1
OS07G0519300	SELMODRAFT_112151	30	28	1
OS07G0519300	SELMODRAFT_114324	34	32	1
OS07G0519300	SELMODRAFT_120725	31	29	1
OS07G0519300	SELMODRAFT_126145	30	28	1
OS07G0519300	SELMODRAFT_130337	32	32	1
OS07G0519300	SELMODRAFT_138879	8	39	1
OS07G0519300	SELMODRAFT_144826	33	30	1
OS07G0519300	SELMODRAFT_161932	32	32	1
OS07G0519300	SELMODRAFT_164454	30	29	1
OS07G0519300	SELMODRAFT_1987	28	29	1
OS07G0519300	SELMODRAFT_231370	33	31	1
OS07G0519300	SELMODRAFT_231756	31	31	1
OS07G0519300	SELMODRAFT_233532	31	32	1
OS07G0519300	SELMODRAFT_234244	27	28	1
OS07G0519300	SELMODRAFT_402287	33	31	1
OS07G0519300	SELMODRAFT_403029	24	27	1
OS07G0519300	SELMODRAFT_422692	22	24	1
OS07G0519300	SELMODRAFT_429772	11	21	1
OS07G0519300	SELMODRAFT_431878	21	24	1
OS07G0519300	SELMODRAFT_444868	31	30	1
OS07G0519300	SELMODRAFT_84634	31	30	1
OS07G0519300	SELMODRAFT_95630	10	37	1
OS07G0519600	SELMODRAFT_112151	30	30	1
OS07G0519600	SELMODRAFT_114324	36	36	1
OS07G0519600	SELMODRAFT_120725	31	31	1
OS07G0519600	SELMODRAFT_126145	30	30	1
OS07G0519600	SELMODRAFT_130337	32	33	1
OS07G0519600	SELMODRAFT_138879	8	39	1
OS07G0519600	SELMODRAFT_144826	35	34	1
OS07G0519600	SELMODRAFT_161932	32	33	1
OS07G0519600	SELMODRAFT_164454	30	29	1
OS07G0519600	SELMODRAFT_1987	29	31	1
OS07G0519600	SELMODRAFT_231370	35	35	1
OS07G0519600	SELMODRAFT_231756	31	32	1
OS07G0519600	SELMODRAFT_233532	31	33	1
OS07G0519600	SELMODRAFT_234244	28	30	1
OS07G0519600	SELMODRAFT_402287	35	34	1
OS07G0519600	SELMODRAFT_403029	24	28	1
OS07G0519600	SELMODRAFT_422692	21	24	1
OS07G0519600	SELMODRAFT_429772	12	23	1
OS07G0519600	SELMODRAFT_431878	21	25	1
OS07G0519600	SELMODRAFT_444868	31	31	1
OS07G0519600	SELMODRAFT_84634	32	32	1
OS07G0519600	SELMODRAFT_95630	10	39	1
OS07G0520100	SELMODRAFT_112151	27	27	1
OS07G0520100	SELMODRAFT_114324	32	32	1
OS07G0520100	SELMODRAFT_120725	30	30	1
OS07G0520100	SELMODRAFT_126145	27	27	1
OS07G0520100	SELMODRAFT_130337	30	31	1
OS07G0520100	SELMODRAFT_138879	6	28	1
OS07G0520100	SELMODRAFT_144826	31	30	1
OS07G0520100	SELMODRAFT_161932	30	31	1
OS07G0520100	SELMODRAFT_164454	27	27	1
OS07G0520100	SELMODRAFT_1987	27	29	1
OS07G0520100	SELMODRAFT_231370	32	32	1
OS07G0520100	SELMODRAFT_231756	28	30	1
OS07G0520100	SELMODRAFT_233532	29	31	1
OS07G0520100	SELMODRAFT_234244	26	28	1
OS07G0520100	SELMODRAFT_402287	31	30	1
OS07G0520100	SELMODRAFT_403029	21	25	1
OS07G0520100	SELMODRAFT_422692	19	22	1
OS07G0520100	SELMODRAFT_429772	12	23	1
OS07G0520100	SELMODRAFT_431878	21	25	1
OS07G0520100	SELMODRAFT_444868	29	29	1
OS07G0520100	SELMODRAFT_84634	29	29	1
OS07G0520100	SELMODRAFT_95630	7	28	1
OS07G0520300	SELMODRAFT_112151	31	33	1
OS07G0520300	SELMODRAFT_114324	36	37	1
OS07G0520300	SELMODRAFT_120725	32	33	1
OS07G0520300	SELMODRAFT_126145	32	33	1
OS07G0520300	SELMODRAFT_130337	32	35	1
OS07G0520300	SELMODRAFT_138879	7	38	1
OS07G0520300	SELMODRAFT_144826	33	34	1
OS07G0520300	SELMODRAFT_161932	33	36	1
OS07G0520300	SELMODRAFT_164454	30	32	1
OS07G0520300	SELMODRAFT_1987	29	33	1
OS07G0520300	SELMODRAFT_231370	35	37	1
OS07G0520300	SELMODRAFT_231756	31	34	1
OS07G0520300	SELMODRAFT_233532	30	34	1
OS07G0520300	SELMODRAFT_234244	29	32	1
OS07G0520300	SELMODRAFT_402287	33	34	1
OS07G0520300	SELMODRAFT_403029	24	30	1
OS07G0520300	SELMODRAFT_422692	20	26	1
OS07G0520300	SELMODRAFT_429772	13	26	1
OS07G0520300	SELMODRAFT_431878	22	28	1
OS07G0520300	SELMODRAFT_444868	31	33	1
OS07G0520300	SELMODRAFT_84634	31	33	1
OS07G0520300	SELMODRAFT_95630	8	34	1
OS07G0520400	SELMODRAFT_109316	30	33	1
OS07G0520400	SELMODRAFT_127231	30	34	1
OS07G0520400	SELMODRAFT_148739	30	33	1
OS07G0520400	SELMODRAFT_150575	30	33	1
OS07G0520800	SELMODRAFT_228083	55	56	1
OS07G0520800	SELMODRAFT_228130	55	56	1
OS07G0520900	SELMODRAFT_408233	57	52	0
OS07G0520900	SELMODRAFT_70033	53	53	0
OS07G0522600	SELMODRAFT_102172	42	28	1
OS07G0522600	SELMODRAFT_121973	37	26	1
OS07G0522600	SELMODRAFT_166047	41	28	1
OS07G0522600	SELMODRAFT_92810	37	26	1
OS07G0522900	SELMODRAFT_165210	45	25	1
OS07G0522900	SELMODRAFT_167256	45	25	1
OS07G0522900	SELMODRAFT_449907	45	28	1
OS07G0522900	SELMODRAFT_449908	44	28	1
OS07G0523100	SELMODRAFT_161986	89	89	1
OS07G0523100	SELMODRAFT_187136	89	89	1
OS07G0523150	SELMODRAFT_161986	89	89	1
OS07G0523150	SELMODRAFT_187136	89	89	1
OS07G0523300	SELMODRAFT_161986	88	80	1
OS07G0523300	SELMODRAFT_187136	88	80	1
OS07G0523400	SELMODRAFT_156336	44	32	1
OS07G0523400	SELMODRAFT_270155	43	32	1
OS07G0523400	SELMODRAFT_45116	44	39	1
OS07G0523400	SELMODRAFT_70870	44	39	1
OS07G0523400	SELMODRAFT_79231	40	28	1
OS07G0523400	SELMODRAFT_83926	40	28	1
OS07G0523500	SELMODRAFT_161986	88	80	1
OS07G0523500	SELMODRAFT_187136	88	80	1
OS07G0523600	SELMODRAFT_156336	76	54	1
OS07G0523600	SELMODRAFT_270155	76	53	1
OS07G0523600	SELMODRAFT_45116	79	68	1
OS07G0523600	SELMODRAFT_70870	80	68	1
OS07G0523600	SELMODRAFT_79231	69	47	1
OS07G0523600	SELMODRAFT_83926	70	47	1
OS07G0523700	SELMODRAFT_161986	88	80	1
OS07G0523700	SELMODRAFT_187136	88	80	1
OS07G0523965	SELMODRAFT_156336	76	54	1
OS07G0523965	SELMODRAFT_270155	76	53	1
OS07G0523965	SELMODRAFT_45116	79	68	1
OS07G0523965	SELMODRAFT_70870	80	68	1
OS07G0523965	SELMODRAFT_79231	69	47	1
OS07G0523965	SELMODRAFT_83926	70	47	1
OS07G0524100	SELMODRAFT_115492	64	65	1
OS07G0524100	SELMODRAFT_123299	64	65	1
OS07G0527900	SELMODRAFT_105833	24	20	1
OS07G0527900	SELMODRAFT_105851	23	19	1
OS07G0527900	SELMODRAFT_105916	23	19	1
OS07G0527900	SELMODRAFT_106033	23	19	1
OS07G0527900	SELMODRAFT_112893	23	19	1
OS07G0527900	SELMODRAFT_113020	23	19	1
OS07G0527900	SELMODRAFT_416908	20	17	1
OS07G0527900	SELMODRAFT_416917	8	11	1
OS07G0527900	SELMODRAFT_416924	13	12	1
OS07G0527900	SELMODRAFT_420264	24	14	1
OS07G0527900	SELMODRAFT_420266	20	17	1
OS07G0527900	SELMODRAFT_443367	21	17	1
OS07G0528400	SELMODRAFT_105833	26	29	1
OS07G0528400	SELMODRAFT_105851	26	29	1
OS07G0528400	SELMODRAFT_105916	25	28	1
OS07G0528400	SELMODRAFT_106033	25	28	1
OS07G0528400	SELMODRAFT_112893	25	28	1
OS07G0528400	SELMODRAFT_113020	25	28	1
OS07G0528400	SELMODRAFT_416908	22	24	1
OS07G0528400	SELMODRAFT_416917	11	22	1
OS07G0528400	SELMODRAFT_416924	15	17	1
OS07G0528400	SELMODRAFT_420264	26	20	1
OS07G0528400	SELMODRAFT_420266	22	25	1
OS07G0528400	SELMODRAFT_443367	22	24	1
OS07G0528900	SELMODRAFT_124666	54	25	1
OS07G0528900	SELMODRAFT_132199	54	25	1
OS07G0528900	SELMODRAFT_426042	54	20	1
OS07G0528900	SELMODRAFT_443146	51	19	1
OS07G0529000	SELMODRAFT_420727	65	66	1
OS07G0529000	SELMODRAFT_422019	65	65	1
OS07G0529600	SELMODRAFT_163429	75	74	1
OS07G0529600	SELMODRAFT_271002	74	74	1
OS07G0529700	SELMODRAFT_14595	40	28	1
OS07G0529700	SELMODRAFT_25328	39	28	1
OS07G0529800	SELMODRAFT_424772	37	29	1
OS07G0530100	SELMODRAFT_11047	41	58	1
OS07G0530100	SELMODRAFT_170833	41	57	1
OS07G0530100	SELMODRAFT_416931	20	45	1
OS07G0530100	SELMODRAFT_420273	12	40	1
OS07G0530300	SELMODRAFT_117435	44	46	1
OS07G0530300	SELMODRAFT_84379	44	46	1
OS07G0530600	SELMODRAFT_120503	44	55	0
OS07G0530600	SELMODRAFT_33587	39	64	0
OS07G0531400	SELMODRAFT_232728	45	51	1
OS07G0531400	SELMODRAFT_235209	45	51	1
OS07G0531400	SELMODRAFT_407109	45	45	1
OS07G0531400	SELMODRAFT_409154	45	45	1
OS07G0531600	SELMODRAFT_133604	72	66	1
OS07G0531600	SELMODRAFT_152980	72	66	1
OS07G0531700	SELMODRAFT_268496	34	42	1
OS07G0531700	SELMODRAFT_268642	34	38	1
OS07G0533201	SELMODRAFT_115439	45	34	1
OS07G0533201	SELMODRAFT_123325	45	34	1
OS07G0534000	SELMODRAFT_162644	56	40	1
OS07G0534000	SELMODRAFT_90688	55	47	1
OS07G0537400	SELMODRAFT_38788	35	44	1
OS07G0537400	SELMODRAFT_38789	35	44	1
OS07G0538000	SELMODRAFT_102512	23	38	1
OS07G0538000	SELMODRAFT_162942	21	34	1
OS07G0538000	SELMODRAFT_163389	22	35	1
OS07G0538000	SELMODRAFT_440863	23	31	1
OS07G0539100	SELMODRAFT_102512	23	38	1
OS07G0539100	SELMODRAFT_162942	21	33	1
OS07G0539100	SELMODRAFT_163389	22	34	1
OS07G0539100	SELMODRAFT_440863	23	31	1
OS07G0539300	SELMODRAFT_102512	23	39	1
OS07G0539300	SELMODRAFT_162942	20	33	1
OS07G0539300	SELMODRAFT_163389	20	34	1
OS07G0539300	SELMODRAFT_440863	22	31	1
OS07G0539400	SELMODRAFT_102512	22	35	1
OS07G0539400	SELMODRAFT_162942	19	29	1
OS07G0539400	SELMODRAFT_163389	20	31	1
OS07G0539400	SELMODRAFT_440863	22	28	1
OS07G0539900	SELMODRAFT_102512	21	38	1
OS07G0539900	SELMODRAFT_162942	19	32	1
OS07G0539900	SELMODRAFT_163389	19	34	1
OS07G0539900	SELMODRAFT_440863	20	30	1
OS07G0540000	SELMODRAFT_156138	30	28	0
OS07G0540000	SELMODRAFT_447564	29	28	0
OS07G0540366	SELMODRAFT_103678	10	3	1
OS07G0540366	SELMODRAFT_3894	14	6	1
OS07G0540366	SELMODRAFT_99292	26	7	1
OS07G0540366	SELMODRAFT_99520	10	3	1
OS07G0543000	SELMODRAFT_405883	20	36	1
OS07G0543000	SELMODRAFT_431241	36	42	1
OS07G0544800	SELMODRAFT_106248	42	55	1
OS07G0544800	SELMODRAFT_134866	42	55	1
OS07G0544900	SELMODRAFT_68550	35	63	1
OS07G0544900	SELMODRAFT_71657	35	63	1
OS07G0545300	SELMODRAFT_150556	80	79	1
OS07G0545300	SELMODRAFT_166626	80	79	1
OS07G0545400	SELMODRAFT_150556	82	81	1
OS07G0545400	SELMODRAFT_166626	82	81	1
OS07G0545900	SELMODRAFT_420308	34	22	1
OS07G0545900	SELMODRAFT_420329	9	7	1
OS07G0545900	SELMODRAFT_420330	22	19	1
OS07G0545900	SELMODRAFT_443396	35	19	1
OS07G0546000	SELMODRAFT_139849	74	75	1
OS07G0546000	SELMODRAFT_144395	74	75	1
OS07G0546100	SELMODRAFT_409640	30	23	1
OS07G0546400	SELMODRAFT_101205	30	29	1
OS07G0546400	SELMODRAFT_181848	30	31	1
OS07G0546400	SELMODRAFT_422107	31	30	1
OS07G0546400	SELMODRAFT_423964	33	30	1
OS07G0546400	SELMODRAFT_424922	33	30	1
OS07G0546400	SELMODRAFT_429270	30	29	1
OS07G0546600	SELMODRAFT_134701	52	63	1
OS07G0546600	SELMODRAFT_430253	33	23	1
OS07G0546600	SELMODRAFT_64370	52	65	1
OS07G0546700	SELMODRAFT_270247	84	84	1
OS07G0546700	SELMODRAFT_271618	84	84	1
OS07G0548300	SELMODRAFT_135281	32	29	0
OS07G0548900	SELMODRAFT_411372	37	40	1
OS07G0549200	SELMODRAFT_67614	23	37	1
OS07G0549200	SELMODRAFT_67616	23	37	1
OS07G0549700	SELMODRAFT_141399	61	15	0
OS07G0549700	SELMODRAFT_444469	61	15	0
OS07G0549800	SELMODRAFT_406315	29	31	1
OS07G0551400	SELMODRAFT_48206	45	74	1
OS07G0551400	SELMODRAFT_58286	46	75	1
OS07G0551700	SELMODRAFT_120069	44	35	1
OS07G0551700	SELMODRAFT_230382	45	35	1
OS07G0551700	SELMODRAFT_417829	46	36	1
OS07G0551700	SELMODRAFT_427507	45	35	1
OS07G0551700	SELMODRAFT_84069	44	35	1
OS07G0551700	SELMODRAFT_85326	46	36	1
OS07G0552800	SELMODRAFT_120069	44	35	1
OS07G0552800	SELMODRAFT_230382	45	36	1
