Gene stable ID	Brachypodium distachyon gene stable ID	% identity	Brachypodium distachyon % identity	Orthology confidence [0 low, 1 high]
OS10G0458900	BRADI3G28006	61	60	1
OS10G0459300	BRADI3G28012	54	51	1
OS10G0459600	BRADI3G28040	50	53	1
OS10G0459700	BRADI3G28040	48	53	1
OS10G0460900	BRADI3G03210	52	70	0
OS10G0461100	BRADI1G77047	28	65	1
OS10G0461400	BRADI1G77047	74	33	1
OS10G0462200	BRADI1G62190	11	5	1
OS10G0462200	BRADI1G62200	43	15	1
OS10G0462200	BRADI1G62250	43	15	1
OS10G0462300	BRADI3G11350	5	30	1
OS10G0462800	BRADI3G28060	84	21	1
OS10G0462900	BRADI3G28070	93	93	1
OS10G0463100	BRADI3G28090	40	73	1
OS10G0463200	BRADI3G28100	72	75	1
OS10G0463300	BRADI3G28110	71	67	1
OS10G0463800	BRADI3G28120	77	77	1
OS10G0463900	BRADI3G28130	58	58	1
OS10G0464100	BRADI3G28150	82	84	1
OS10G0464400	BRADI5G24050	88	88	1
OS10G0464500	BRADI3G28160	37	27	1
OS10G0464800	BRADI3G28180	35	55	0
OS10G0465000	BRADI3G28200	71	32	1
OS10G0465700	BRADI3G28210	76	76	0
OS10G0465800	BRADI1G75620	93	48	1
OS10G0465800	BRADI3G28220	92	48	1
OS10G0465900	BRADI3G28237	69	25	0
OS10G0466000	BRADI3G28250	49	48	1
OS10G0466100	BRADI3G28257	68	76	1
OS10G0466200	BRADI3G28270	92	92	1
OS10G0466300	BRADI3G28280	90	90	1
OS10G0466500	BRADI3G28290	40	30	1
OS10G0466700	BRADI3G28300	99	99	0
OS10G0466700	BRADI3G55140	99	99	0
OS10G0467200	BRADI3G28320	89	89	1
OS10G0467600	BRADI3G28340	78	77	1
OS10G0467800	BRADI3G28350	90	91	1
OS10G0467900	BRADI3G28367	58	59	1
OS10G0468301	BRADI2G33250	47	61	0
OS10G0468301	BRADI2G36750	36	52	0
OS10G0468301	BRADI3G15010	49	46	0
OS10G0468301	BRADI4G32550	29	50	0
OS10G0468500	BRADI3G28380	74	74	1
OS10G0469300	BRADI4G20817	63	63	1
OS10G0469600	BRADI4G20817	64	65	1
OS10G0469700	BRADI3G28390	57	64	1
OS10G0469900	BRADI3G28400	71	73	1
OS10G0470700	BRADI3G28410	77	78	1
OS10G0470700	BRADI3G28417	75	75	1
OS10G0470900	BRADI3G28430	82	85	1
OS10G0471000	BRADI3G28437	75	25	1
OS10G0471100	BRADI3G28450	81	81	1
OS10G0471100	BRADI3G28460	85	85	1
OS10G0471300	BRADI3G28470	76	76	0
OS10G0471350	BRADI3G28477	77	90	1
OS10G0471400	BRADI3G28490	82	82	1
OS10G0471700	BRADI3G28507	65	64	1
OS10G0472400	BRADI3G28530	59	38	1
OS10G0472900	BRADI3G28560	86	85	0
OS10G0473400	BRADI3G28580	88	89	1
OS10G0473800	BRADI2G11107	41	19	1
OS10G0474000	BRADI3G28630	47	43	1
OS10G0474300	BRADI1G03430	36	19	1
OS10G0474300	BRADI2G12670	17	8	1
OS10G0474600	BRADI1G03430	37	17	1
OS10G0474600	BRADI2G12670	20	8	1
OS10G0475100	BRADI3G28677	62	69	1
OS10G0475900	BRADI3G28690	54	52	0
OS10G0476000	BRADI3G28700	85	87	0
OS10G0476100	BRADI3G28710	89	83	1
OS10G0476300	BRADI3G28720	78	78	1
OS10G0476400	BRADI3G28730	95	95	1
OS10G0476600	BRADI3G28740	92	92	1
OS10G0476600	BRADI4G03910	40	56	1
OS10G0476700	BRADI2G13430	77	78	1
OS10G0476900	BRADI3G28747	57	64	1
OS10G0477000	BRADI3G28760	86	87	0
OS10G0477100	BRADI3G28770	92	92	1
OS10G0477200	BRADI3G28780	78	59	1
OS10G0477800	BRADI3G28787	86	86	1
OS10G0478000	BRADI3G28800	78	77	1
OS10G0478200	BRADI3G28820	94	94	1
OS10G0478300	BRADI3G28830	49	53	1
OS10G0478400	BRADI3G28857	76	79	1
OS10G0478450	BRADI2G34730	30	21	0
OS10G0478450	BRADI3G28875	29	19	0
OS10G0478450	BRADI3G28877	31	21	0
OS10G0478500	BRADI2G34730	25	16	0
OS10G0478500	BRADI3G28875	26	16	0
OS10G0478500	BRADI3G28877	24	15	0
OS10G0478900	BRADI3G28882	41	71	1
OS10G0479500	BRADI3G28900	94	92	1
OS10G0479600	BRADI3G28907	91	80	1
OS10G0479700	BRADI3G28920	82	84	1
OS10G0479800	BRADI3G28937	97	16	1
OS10G0479900	BRADI3G28950	78	79	1
OS10G0480200	BRADI3G28970	93	93	1
OS10G0480500	BRADI3G28977	68	70	1
OS10G0480900	BRADI1G65440	46	13	0
OS10G0481000	BRADI3G28990	28	45	1
OS10G0481200	BRADI3G29000	58	56	1
OS10G0481300	BRADI3G31707	61	53	1
OS10G0481400	BRADI3G29007	43	51	0
OS10G0481450	BRADI3G29017	79	68	1
OS10G0481500	BRADI3G29030	83	89	0
OS10G0482450	BRADI3G29040	58	59	1
OS10G0482450	BRADI3G29050	66	64	1
OS10G0482700	BRADI3G29040	67	69	1
OS10G0482700	BRADI3G29050	76	73	1
OS10G0482900	BRADI3G29080	74	75	0
OS10G0483000	BRADI3G29087	95	90	1
OS10G0483100	BRADI3G29100	40	37	1
OS10G0483400	BRADI3G29120	71	20	0
OS10G0483500	BRADI3G29130	88	89	1
OS10G0483900	BRADI3G29160	65	67	1
OS10G0484300	BRADI3G29180	76	77	1
OS10G0484400	BRADI3G29190	70	71	1
OS10G0484700	BRADI3G29210	80	83	1
OS10G0484800	BRADI3G29230	91	91	1
OS10G0484900	BRADI3G29240	74	72	1
OS10G0485000	BRADI3G29247	65	67	1
OS10G0485100	BRADI3G29260	59	43	1
OS10G0485300	BRADI3G29270	71	73	1
OS10G0485500	BRADI3G29280	70	72	1
OS10G0485600	BRADI3G29287	78	81	1
OS10G0486000	BRADI3G29300	88	89	1
OS10G0486100	BRADI3G29310	81	83	1
OS10G0486600	BRADI2G20240	97	97	0
OS10G0486600	BRADI2G52022	39	95	0
OS10G0486600	BRADI2G61080	92	92	0
OS10G0486600	BRADI2G62110	90	90	0
OS10G0486600	BRADI5G26970	91	45	0
OS10G0486600	BRADI5G26987	92	92	0
OS10G0486900	BRADI4G40197	80	79	1
OS10G0487200	BRADI3G29380	29	47	1
OS10G0487300	BRADI3G29390	75	72	1
OS10G0487400	BRADI3G29400	70	71	1
OS10G0487500	BRADI3G32580	31	27	0
OS10G0487500	BRADI3G32600	28	26	0
OS10G0487600	BRADI3G32580	36	29	0
OS10G0487600	BRADI3G32600	31	26	0
OS10G0487900	BRADI1G24070	65	23	1
OS10G0488100	BRADI3G29410	90	90	1
OS10G0488300	BRADI3G29417	80	80	0
OS10G0488400	BRADI3G29430	49	28	1
OS10G0488800	BRADI3G29440	93	74	1
OS10G0489000	BRADI3G29460	84	84	1
OS10G0489100	BRADI3G29470	78	78	1
OS10G0489200	BRADI3G29530	71	71	1
OS10G0489301	BRADI2G34230	54	62	0
OS10G0489301	BRADI3G29540	59	56	0
OS10G0489301	BRADI3G29550	57	53	0
OS10G0489301	BRADI3G29560	48	56	0
OS10G0489301	BRADI3G29570	51	59	0
OS10G0489500	BRADI3G02130	63	58	1
OS10G0489800	BRADI3G29600	63	57	1
OS10G0489900	BRADI3G29590	62	64	1
OS10G0490100	BRADI3G29580	50	56	0
OS10G0490400	BRADI1G08250	38	32	0
OS10G0490400	BRADI1G63750	37	30	0
OS10G0490400	BRADI1G63760	37	31	0
OS10G0490400	BRADI3G29636	36	30	0
OS10G0490400	BRADI3G29640	38	30	0
OS10G0490400	BRADI3G29650	38	24	0
OS10G0490400	BRADI3G29660	23	15	0
OS10G0490400	BRADI3G29670	38	32	0
OS10G0490400	BRADI3G29680	38	30	0
OS10G0490666	BRADI3G29690	59	60	1
OS10G0490800	BRADI3G29710	61	63	0
OS10G0490900	BRADI3G29710	58	60	0
OS10G0491000	BRADI3G29710	57	59	0
OS10G0491801	BRADI4G10326	19	33	0
OS10G0491900	BRADI3G29740	84	83	1
OS10G0492000	BRADI3G29750	86	50	1
OS10G0492000	BRADI3G29760	29	39	1
OS10G0492101	BRADI3G29750	73	12	1
OS10G0492101	BRADI3G29760	59	23	1
OS10G0492200	BRADI4G43180	74	77	1
OS10G0492300	BRADI3G29750	66	27	1
OS10G0492300	BRADI3G29760	67	66	1
OS10G0492400	BRADI3G29770	51	25	1
OS10G0492600	BRADI3G29780	87	86	1
OS10G0492800	BRADI3G29790	83	77	1
OS10G0492900	BRADI3G29797	80	57	1
OS10G0493600	BRADI3G29810	81	82	1
OS10G0493800	BRADI4G02810	77	77	1
OS10G0493900	BRADI3G29830	90	38	1
OS10G0494000	BRADI3G29840	79	81	1
OS10G0494200	BRADI1G14590	86	88	1
OS10G0494300	BRADI3G29847	82	84	1
OS10G0494500	BRADI3G29854	77	83	1
OS10G0494800	BRADI3G29861	65	71	0
OS10G0494950	BRADI1G47626	22	25	0
OS10G0495000	BRADI3G29870	76	74	1
OS10G0495300	BRADI3G29880	81	82	1
OS10G0495500	BRADI3G29890	81	81	1
OS10G0495600	BRADI3G29917	69	51	1
OS10G0495900	BRADI3G29930	79	79	1
OS10G0496000	BRADI3G29940	57	55	1
OS10G0497000	BRADI3G29910	75	75	1
OS10G0497100	BRADI3G29900	72	72	1
OS10G0497600	BRADI2G14510	91	91	1
OS10G0497800	BRADI3G56750	63	64	0
OS10G0497900	BRADI3G29960	85	76	1
OS10G0498000	BRADI4G01420	79	79	1
OS10G0498200	BRADI4G12070	72	74	0
OS10G0498300	BRADI4G12070	68	72	0
OS10G0498500	BRADI4G12070	65	56	0
OS10G0498600	BRADI3G29980	87	39	1
OS10G0498700	BRADI3G29990	85	85	1
OS10G0498800	BRADI3G30000	91	13	1
OS10G0498900	BRADI3G30010	78	76	1
OS10G0499400	BRADI3G30017	78	58	0
OS10G0499600	BRADI3G30027	19	8	0
OS10G0500300	BRADI3G30040	92	92	1
OS10G0500400	BRADI3G30047	74	80	1
OS10G0500500	BRADI2G58736	56	55	1
OS10G0500500	BRADI3G30060	55	53	1
OS10G0500600	BRADI3G30070	78	73	1
OS10G0500700	BRADI3G30080	79	79	1
OS10G0501000	BRADI3G30100	53	48	1
OS10G0501200	BRADI3G30100	50	63	1
OS10G0501300	BRADI3G30100	61	63	1
OS10G0501500	BRADI3G30110	63	65	1
OS10G0501900	BRADI3G30140	44	46	1
OS10G0502000	BRADI3G30150	67	69	1
OS10G0502100	BRADI3G56120	36	42	0
OS10G0502400	BRADI3G11060	90	91	1
OS10G0502400	BRADI3G30160	93	93	1
OS10G0502500	BRADI3G30170	51	48	1
OS10G0502600	BRADI3G30180	74	81	1
OS10G0502900	BRADI3G30187	81	80	1
OS10G0503100	BRADI3G30200	69	75	0
OS10G0503200	BRADI3G30210	72	76	1
OS10G0503500	BRADI3G30230	89	91	1
OS10G0503600	BRADI3G30240	85	86	0
OS10G0503700	BRADI3G30250	81	81	1
OS10G0503800	BRADI3G30260	62	47	1
OS10G0504200	BRADI3G30270	77	76	1
OS10G0504600	BRADI3G30277	72	20	1
OS10G0504650	BRADI3G30300	48	49	0
OS10G0504650	BRADI3G30310	44	44	0
OS10G0504900	BRADI3G30300	52	44	0
OS10G0504900	BRADI3G30310	51	42	0
OS10G0505000	BRADI3G30300	48	49	0
OS10G0505000	BRADI3G30310	50	50	0
OS10G0505500	BRADI3G30300	46	44	0
OS10G0505500	BRADI3G30310	40	38	0
OS10G0505700	BRADI3G30300	62	58	0
OS10G0505700	BRADI3G30310	55	50	0
OS10G0505900	BRADI3G30320	57	42	0
OS10G0506000	BRADI3G30330	73	73	1
OS10G0506100	BRADI3G30340	73	92	1
OS10G0506200	BRADI3G30350	78	81	1
OS10G0506800	BRADI3G30360	76	77	1
OS10G0507500	BRADI3G30370	70	70	1
OS10G0507600	BRADI3G30380	78	69	1
OS10G0507800	BRADI3G30390	84	84	1
OS10G0508100	BRADI3G30400	76	78	1
OS10G0508300	BRADI3G30410	65	64	1
OS10G0508400	BRADI3G30810	89	87	1
OS10G0508500	BRADI3G30790	78	40	1
OS10G0508600	BRADI3G30780	75	86	1
OS10G0508700	BRADI3G30770	60	54	1
OS10G0509000	BRADI3G30757	83	54	1
OS10G0509100	BRADI3G30750	90	89	1
OS10G0509200	BRADI3G30740	81	79	0
OS10G0509401	BRADI3G30730	71	79	1
OS10G0509600	BRADI3G30730	70	67	1
OS10G0510000	BRADI3G30710	98	91	1
OS10G0510200	BRADI3G30690	48	46	1
OS10G0510300	BRADI3G30680	84	85	1
OS10G0510400	BRADI3G30670	88	88	1
OS10G0510500	BRADI3G30660	64	60	1
OS10G0510700	BRADI3G30647	66	76	1
OS10G0511400	BRADI3G30640	86	86	1
OS10G0511600	BRADI3G30630	78	64	0
OS10G0511800	BRADI3G30620	69	9	1
OS10G0512100	BRADI3G30610	79	80	0
OS10G0512400	BRADI3G30590	74	73	1
OS10G0512500	BRADI3G30600	72	71	1
OS10G0512700	BRADI3G30560	94	94	1
OS10G0512800	BRADI3G30547	80	81	1
OS10G0513300	BRADI3G30530	71	69	1
OS10G0514600	BRADI3G11280	87	89	1
OS10G0514700	BRADI3G10960	66	54	1
OS10G0514901	BRADI3G10960	78	77	1
OS10G0516100	BRADI3G30500	93	93	1
OS10G0516200	BRADI3G30490	78	81	1
OS10G0516300	BRADI3G30480	69	20	1
OS10G0516400	BRADI3G30470	79	76	1
OS10G0516600	BRADI3G30820	72	24	1
OS10G0516701	BRADI3G30820	75	44	1
OS10G0516800	BRADI3G30830	88	89	1
OS10G0516900	BRADI1G77620	39	46	0
OS10G0516900	BRADI3G30840	64	69	0
OS10G0517400	BRADI3G30847	87	88	1
OS10G0517500	BRADI3G30860	79	80	0
OS10G0518100	BRADI3G30880	68	72	0
OS10G0518200	BRADI3G30890	85	66	1
OS10G0518300	BRADI3G31090	76	74	1
OS10G0518800	BRADI3G31110	80	79	1
OS10G0518900	BRADI3G31120	76	75	1
OS10G0519300	BRADI3G31130	65	70	1
OS10G0519600	BRADI3G31140	93	94	1
OS10G0519700	BRADI3G31150	85	86	1
OS10G0519800	BRADI3G31350	44	45	1
OS10G0520100	BRADI3G31350	54	52	1
OS10G0520600	BRADI3G31370	85	85	1
OS10G0520700	BRADI3G31377	79	80	1
OS10G0520950	BRADI3G31397	60	18	1
OS10G0521000	BRADI3G31410	80	79	1
OS10G0521100	BRADI3G31420	88	85	0
OS10G0521300	BRADI3G31430	71	70	1
OS10G0521400	BRADI3G31440	77	78	0
OS10G0521500	BRADI3G31450	85	82	1
OS10G0521600	BRADI3G31460	82	38	0
OS10G0521700	BRADI3G31480	92	92	1
OS10G0522000	BRADI3G31510	7	14	0
OS10G0522400	BRADI3G31520	75	41	1
OS10G0522500	BRADI3G31527	76	46	1
OS10G0522601	BRADI3G31550	86	87	1
OS10G0522700	BRADI3G31560	62	58	1
OS10G0522800	BRADI3G31560	60	58	1
OS10G0522900	BRADI3G31570	75	74	1
OS10G0523100	BRADI3G31570	79	81	1
OS10G0523700	BRADI3G31590	73	74	1
OS10G0523900	BRADI3G31600	66	63	1
OS10G0524000	BRADI3G31610	44	44	1
OS10G0524100	BRADI1G77320	76	75	0
OS10G0524300	BRADI3G31620	65	60	1
OS10G0524400	BRADI3G31637	76	82	0
OS10G0524500	BRADI3G31630	88	89	1
OS10G0524600	BRADI3G31690	83	85	1
OS10G0524700	BRADI3G31697	69	68	1
OS10G0525000	BRADI3G31697	73	73	1
OS10G0525200	BRADI3G31697	65	67	1
OS10G0525400	BRADI3G31707	52	54	1
OS10G0525800	BRADI3G31707	58	55	1
OS10G0527800	BRADI3G31727	68	67	1
OS10G0527800	BRADI3G31737	63	66	1
OS10G0527800	BRADI3G31750	65	68	1
OS10G0528100	BRADI3G31727	66	65	1
OS10G0528100	BRADI3G31737	65	68	1
OS10G0528100	BRADI3G31750	67	70	1
OS10G0528200	BRADI3G31810	75	76	1
OS10G0528300	BRADI3G31777	72	74	1
OS10G0528300	BRADI3G31787	69	70	1
OS10G0528300	BRADI3G31800	64	66	1
OS10G0528300	BRADI5G19400	68	69	1
OS10G0528400	BRADI3G31810	70	70	1
OS10G0528900	BRADI3G31810	67	66	1
OS10G0529300	BRADI3G31810	64	67	1
OS10G0529400	BRADI2G25170	66	67	1
OS10G0529500	BRADI2G25170	69	70	1
OS10G0529700	BRADI2G25170	70	70	1
OS10G0529800	BRADI1G00200	58	63	1
OS10G0529800	BRADI3G31720	62	65	1
OS10G0529800	BRADI3G61100	65	65	1
OS10G0530400	BRADI1G19777	49	47	1
OS10G0530900	BRADI3G31880	81	82	1
OS10G0531400	BRADI3G31880	73	73	1
OS10G0531900	BRADI3G31890	68	71	1
OS10G0532100	BRADI3G27750	71	49	1
OS10G0532150	BRADI3G27750	83	12	1
OS10G0532200	BRADI3G31907	78	78	1
OS10G0532300	BRADI3G31920	46	61	1
OS10G0532600	BRADI3G31940	60	62	1
OS10G0533000	BRADI3G31947	80	83	1
OS10G0533100	BRADI3G31960	51	51	1
OS10G0533150	BRADI3G31967	58	61	0
OS10G0533200	BRADI3G31980	88	89	1
OS10G0533500	BRADI1G76870	69	69	0
OS10G0533600	BRADI3G32000	94	94	1
OS10G0533900	BRADI3G32010	87	89	1
OS10G0534100	BRADI3G32020	86	87	1
OS10G0534400	BRADI3G32025	41	54	1
OS10G0534700	BRADI3G32032	80	79	0
OS10G0534900	BRADI3G32040	60	58	1
OS10G0535600	BRADI3G32047	67	69	1
OS10G0535800	BRADI3G32060	86	88	1
OS10G0535900	BRADI3G32070	79	79	1
OS10G0536000	BRADI3G32080	91	91	0
OS10G0536100	BRADI3G32090	70	72	1
OS10G0536500	BRADI3G32100	77	77	1
OS10G0536600	BRADI3G32110	58	12	0
OS10G0536700	BRADI3G32130	73	77	1
OS10G0537100	BRADI3G32140	45	52	0
OS10G0537300	BRADI1G77160	32	30	0
OS10G0537500	BRADI3G32150	87	88	1
OS10G0537600	BRADI3G32160	64	42	1
OS10G0539400	BRADI3G32180	84	86	1
OS10G0539500	BRADI1G06000	100	100	0
OS10G0539600	BRADI3G32187	66	70	1
OS10G0539700	BRADI3G32200	65	65	1
OS10G0539900	BRADI3G32210	93	93	1
OS10G0540100	BRADI3G32220	74	76	1
OS10G0541000	BRADI3G32230	73	70	1
OS10G0541200	BRADI3G32240	85	39	1
OS10G0541600	BRADI3G32247	55	42	1
OS10G0542400	BRADI3G32297	61	59	1
OS10G0542700	BRADI3G32310	78	76	1
OS10G0542800	BRADI3G32330	93	18	1
OS10G0542900	BRADI3G32340	80	83	1
OS10G0543400	BRADI3G32340	70	48	1
OS10G0543500	BRADI3G32350	76	52	1
OS10G0543800	BRADI3G32360	69	75	1
OS10G0544500	BRADI3G32380	77	77	1
OS10G0544600	BRADI3G32470	70	71	1
OS10G0544900	BRADI3G32480	91	90	1
OS10G0545100	BRADI3G32497	69	70	1
OS10G0545200	BRADI3G32510	84	84	1
OS10G0545300	BRADI3G32520	86	79	1
OS10G0545600	BRADI3G32535	43	68	1
OS10G0545700	BRADI3G32550	66	81	1
OS10G0545800	BRADI3G32560	73	75	0
OS10G0546100	BRADI3G32620	58	52	1
OS10G0546200	BRADI3G32630	73	45	1
OS10G0546300	BRADI3G32660	82	83	1
OS10G0546400	BRADI3G32670	64	62	1
OS10G0546600	BRADI3G32690	83	85	1
OS10G0546900	BRADI3G32700	51	66	1
OS10G0547000	BRADI3G32710	36	26	0
OS10G0547200	BRADI3G32720	53	59	1
OS10G0547500	BRADI3G32730	77	78	1
OS10G0547900	BRADI3G32760	74	72	0
OS10G0548000	BRADI3G32760	72	71	0
OS10G0548100	BRADI3G32770	74	76	1
OS10G0548200	BRADI3G32780	77	80	1
OS10G0548400	BRADI3G23130	62	80	1
OS10G0548600	BRADI2G35007	59	61	1
OS10G0548600	BRADI3G32810	65	66	1
OS10G0548700	BRADI3G32800	43	48	0
OS10G0548800	BRADI2G06810	69	64	1
OS10G0548850	BRADI3G32787	38	43	1
OS10G0548900	BRADI3G32820	87	87	1
OS10G0549100	BRADI3G50377	86	86	0
OS10G0549500	BRADI3G32830	81	52	1
OS10G0549550	BRADI1G78360	9	7	1
OS10G0550000	BRADI3G32840	65	64	1
OS10G0550300	BRADI3G32850	73	70	1
OS10G0550400	BRADI3G32860	48	47	1
OS10G0550500	BRADI3G32865	65	34	1
OS10G0550750	BRADI3G32870	72	72	1
OS10G0550900	BRADI3G32880	78	78	1
OS10G0551200	BRADI3G32890	82	50	1
OS10G0551600	BRADI3G32900	89	89	1
OS10G0551700	BRADI3G32910	42	43	1
OS10G0552400	BRADI3G32787	40	48	1
OS10G0552600	BRADI3G32940	47	53	1
OS10G0552700	BRADI3G32940	53	55	1
OS10G0552800	BRADI3G32940	48	53	1
OS10G0552900	BRADI3G32960	86	86	1
OS10G0553300	BRADI3G32970	87	86	1
OS10G0553600	BRADI3G32980	75	76	1
OS10G0553800	BRADI3G32990	75	75	1
OS10G0553900	BRADI1G78300	39	37	0
OS10G0554001	BRADI1G78310	54	36	1
OS10G0554001	BRADI3G33010	71	45	1
OS10G0554100	BRADI3G33020	89	45	1
OS10G0554200	BRADI3G33030	87	86	1
OS10G0554200	BRADI3G33040	87	86	1
OS10G0554300	BRADI3G33047	41	46	1
OS10G0554900	BRADI3G33070	64	63	1
OS10G0555100	BRADI3G33080	81	82	1
OS10G0555200	BRADI3G33090	69	70	1
OS10G0555300	BRADI3G33100	52	52	0
OS10G0555600	BRADI3G33110	71	36	1
OS10G0555700	BRADI3G33110	66	32	1
OS10G0555900	BRADI3G33150	82	81	1
OS10G0556100	BRADI3G33160	84	85	1
OS10G0556200	BRADI3G33170	37	43	1
OS10G0556600	BRADI3G33190	80	13	1
OS10G0556700	BRADI3G33190	78	14	1
OS10G0557133	BRADI1G03475	43	15	1
OS10G0557133	BRADI1G56422	58	41	1
OS10G0557133	BRADI1G69950	58	33	1
OS10G0557600	BRADI1G78540	48	26	0
OS10G0557600	BRADI3G33200	48	26	0
OS10G0557800	BRADI3G33210	53	66	1
OS10G0557900	BRADI3G33217	63	56	1
OS10G0558600	BRADI3G32282	70	78	1
OS10G0559500	BRADI3G33230	70	71	1
OS10G0559600	BRADI3G33240	65	15	1
OS10G0559700	BRADI3G33240	56	32	1
OS10G0559800	BRADI3G33250	74	76	1
OS10G0559900	BRADI3G33287	85	85	0
OS10G0560000	BRADI3G33300	62	58	1
OS10G0560200	BRADI3G33330	70	68	1
OS10G0560400	BRADI3G33340	44	42	0
OS10G0560450	BRADI3G33350	60	55	1
OS10G0560500	BRADI1G78430	51	19	0
OS10G0560900	BRADI3G33370	67	86	1
OS10G0561000	BRADI3G07100	17	24	0
OS10G0561000	BRADI3G18480	15	23	0
OS10G0561000	BRADI5G07110	19	28	0
OS10G0561200	BRADI3G33377	80	84	1
OS10G0561300	BRADI3G33390	86	85	1
OS10G0561400	BRADI3G33400	65	75	0
OS10G0561800	BRADI3G33410	51	59	0
OS10G0561900	BRADI3G33430	64	82	1
OS10G0562000	BRADI3G33420	54	56	1
OS10G0562100	BRADI3G33440	60	52	1
OS10G0562500	BRADI3G33460	71	46	0
OS10G0562600	BRADI3G33480	50	56	1
OS10G0562700	BRADI3G33490	88	86	1
OS10G0563000	BRADI3G33500	78	79	1
OS10G0563200	BRADI3G33510	90	57	1
OS10G0563300	BRADI3G33520	90	90	1
OS10G0563400	BRADI3G33530	79	77	1
OS10G0563500	BRADI3G33537	59	47	1
OS10G0563550	BRADI3G33537	55	6	1
OS10G0563600	BRADI3G33550	29	85	0
OS10G0563700	BRADI3G33570	90	90	1
OS10G0563900	BRADI3G33590	69	70	0
OS10G0564000	BRADI3G33600	61	83	1
OS10G0564100	BRADI3G33620	79	84	0
OS10G0564200	BRADI3G33630	71	73	0
OS10G0564300	BRADI1G30210	95	94	1
OS10G0564400	BRADI3G33650	84	83	1
OS10G0564500	BRADI3G33690	83	81	1
OS10G0564800	BRADI3G33700	91	91	1
OS10G0564900	BRADI3G33710	82	84	1
OS10G0565000	BRADI3G33716	70	70	1
OS10G0565100	BRADI3G33722	66	83	1
OS10G0565200	BRADI3G33730	64	20	1
OS10G0565300	BRADI3G33737	70	87	1
OS10G0565600	BRADI2G33230	79	79	1
OS10G0566200	BRADI1G43900	75	24	0
OS10G0566300	BRADI1G27150	22	36	0
OS10G0566300	BRADI1G56900	38	40	0
OS10G0566400	BRADI3G33760	55	59	1
OS10G0566700	BRADI3G33770	87	85	1
OS10G0566800	BRADI3G33780	69	72	1
OS10G0566900	BRADI3G33790	77	76	1
OS10G0567000	BRADI3G33810	74	75	1
OS10G0567100	BRADI2G61500	74	73	1
OS10G0567300	BRADI3G33820	70	37	0
OS10G0567400	BRADI2G61500	79	78	1
OS10G0567500	BRADI3G33830	88	88	1
OS10G0567600	BRADI3G33840	57	54	1
OS10G0567800	BRADI3G33850	90	91	1
OS10G0567900	BRADI1G27150	24	26	0
OS10G0567900	BRADI1G56900	41	29	0
OS10G0568000	BRADI2G39620	38	35	1
OS10G0568300	BRADI3G33870	40	15	0
OS10G0568600	BRADI4G06610	25	48	0
OS10G0568900	BRADI3G33880	58	31	1
OS10G0569000	BRADI3G33890	70	34	1
OS10G0569200	BRADI1G13850	87	87	1
OS10G0569200	BRADI4G40280	86	86	1
OS10G0569300	BRADI3G33900	84	84	1
OS10G0570800	BRADI3G34420	40	31	1
OS10G0571100	BRADI3G33920	75	52	1
OS10G0571200	BRADI3G33930	83	84	1
OS10G0571300	BRADI3G33950	95	95	1
OS10G0571600	BRADI3G33957	52	46	1
OS10G0571900	BRADI2G01705	27	11	0
OS10G0571900	BRADI2G59232	76	28	0
OS10G0571900	BRADI4G04445	35	16	0
OS10G0571900	BRADI5G01405	28	12	0
OS10G0571900	BRADI5G27535	27	15	0
OS10G0572000	BRADI3G33967	74	73	1
OS10G0572100	BRADI3G33980	84	84	1
OS10G0572300	BRADI3G33990	71	72	1
OS10G0572500	BRADI3G34000	50	23	0
OS10G0572900	BRADI3G34030	91	53	1
OS10G0573000	BRADI3G34040	76	76	1
OS10G0573100	BRADI3G34050	88	89	1
OS10G0573300	BRADI1G55590	48	31	1
OS10G0573400	BRADI3G34070	70	67	1
OS10G0573700	BRADI3G34077	86	86	0
OS10G0573800	BRADI3G34090	86	86	0
OS10G0573900	BRADI3G34097	86	86	1
OS10G0574400	BRADI3G34140	47	45	1
OS10G0574500	BRADI3G34150	50	46	1
OS10G0574700	BRADI2G38150	43	47	0
OS10G0574700	BRADI3G34160	61	60	0
OS10G0574800	BRADI3G34180	84	85	1
OS10G0575000	BRADI3G34200	62	61	1
OS10G0575200	BRADI3G34450	91	59	1
OS10G0575401	BRADI3G34440	43	44	1
OS10G0575600	BRADI3G34410	76	76	1
OS10G0575700	BRADI3G34400	64	69	1
OS10G0575800	BRADI3G34387	63	12	1
OS10G0575950	BRADI3G34370	81	78	1
OS10G0576000	BRADI3G34360	90	51	1
OS10G0576100	BRADI3G34350	78	76	1
OS10G0576600	BRADI3G34320	43	40	1
OS10G0576900	BRADI3G34280	67	69	0
OS10G0577000	BRADI3G34290	78	79	1
OS10G0577100	BRADI3G34295	51	51	1
OS10G0577200	BRADI3G34300	51	56	1
OS10G0577400	BRADI3G34220	55	54	1
OS10G0577500	BRADI3G34227	63	62	0
OS10G0577600	BRADI3G34240	70	71	1
OS10G0577700	BRADI3G34245	67	92	1
OS10G0577800	BRADI3G34250	71	69	1
OS10G0577900	BRADI3G34260	80	79	1
OS10G0578000	BRADI3G34270	88	53	1
OS10G0578600	BRADI3G34510	70	71	1
OS10G0578900	BRADI3G34524	80	81	1
OS10G0578950	BRADI3G34531	72	70	1
OS10G0579100	BRADI3G34540	83	85	1
OS10G0579200	BRADI3G34550	81	81	1
OS10G0579300	BRADI3G34557	83	83	1
