Gene stable ID	Brassica rapa gene stable ID	% identity	Brassica rapa % identity	Orthology confidence [0 low, 1 high]
OS12G0197400	Bra002291	43	43	1
OS12G0197500	Bra009695	45	45	1
OS12G0197700	Bra009695	35	39	1
OS12G0197900	Bra002157	80	25	1
OS12G0197900	Bra006459	79	23	1
OS12G0199500	Bra003007	35	20	0
OS12G0199500	Bra003009	34	21	0
OS12G0199500	Bra003680	28	16	0
OS12G0199500	Bra003681	26	16	0
OS12G0199500	Bra003682	33	19	0
OS12G0199500	Bra003707	32	18	0
OS12G0199500	Bra008313	33	18	0
OS12G0199500	Bra008316	31	17	0
OS12G0199500	Bra010226	32	17	0
OS12G0199500	Bra011292	31	17	0
OS12G0199500	Bra012268	34	20	0
OS12G0199500	Bra012269	33	19	0
OS12G0199500	Bra012270	32	18	0
OS12G0199500	Bra015664	28	17	0
OS12G0199500	Bra015719	33	19	0
OS12G0199500	Bra016432	33	18	0
OS12G0199500	Bra016433	34	19	0
OS12G0199500	Bra019031	36	20	0
OS12G0199500	Bra022700	32	18	0
OS12G0199500	Bra025874	32	18	0
OS12G0199500	Bra025875	33	19	0
OS12G0199500	Bra026320	36	26	0
OS12G0199500	Bra027815	32	17	0
OS12G0199500	Bra029041	36	21	0
OS12G0199500	Bra033498	22	15	0
OS12G0199500	Bra033733	32	18	0
OS12G0199500	Bra035481	33	19	0
OS12G0199500	Bra035482	28	16	0
OS12G0202700	Bra003007	40	24	0
OS12G0202700	Bra003009	40	25	0
OS12G0202700	Bra003680	33	19	0
OS12G0202700	Bra003681	33	21	0
OS12G0202700	Bra003682	38	24	0
OS12G0202700	Bra003707	39	24	0
OS12G0202700	Bra008313	37	21	0
OS12G0202700	Bra008316	36	21	0
OS12G0202700	Bra010226	34	20	0
OS12G0202700	Bra011292	35	21	0
OS12G0202700	Bra012268	40	24	0
OS12G0202700	Bra012269	40	24	0
OS12G0202700	Bra012270	39	23	0
OS12G0202700	Bra015664	34	23	0
OS12G0202700	Bra015719	40	24	0
OS12G0202700	Bra016432	39	23	0
OS12G0202700	Bra016433	41	24	0
OS12G0202700	Bra019031	42	25	0
OS12G0202700	Bra022700	36	22	0
OS12G0202700	Bra025874	39	23	0
OS12G0202700	Bra025875	41	24	0
OS12G0202700	Bra026320	39	29	0
OS12G0202700	Bra027815	35	20	0
OS12G0202700	Bra029041	41	25	0
OS12G0202700	Bra033498	28	21	0
OS12G0202700	Bra033733	35	20	0
OS12G0202700	Bra035481	36	22	0
OS12G0202700	Bra035482	33	20	0
OS12G0203000	Bra003921	42	18	1
OS12G0203000	Bra007973	42	18	1
OS12G0203000	Bra010213	44	19	1
OS12G0203000	Bra016132	42	18	1
OS12G0203000	Bra020008	44	16	1
OS12G0203000	Bra027895	41	17	1
OS12G0203000	Bra028011	45	20	1
OS12G0203000	Bra030788	45	19	1
OS12G0203000	Bra031674	44	17	1
OS12G0203000	Bra035472	40	16	1
OS12G0203000	Bra037899	42	18	1
OS12G0203100	Bra012344	0	0	1
OS12G0203100	Bra024538	56	29	1
OS12G0204500	Bra016131	46	46	0
OS12G0204500	Bra028013	47	47	0
OS12G0204500	Bra030789	51	53	0
OS12G0204500	Bra034460	47	46	0
OS12G0205500	Bra019063	20	19	0
OS12G0205500	Bra026368	21	20	0
OS12G0205500	Bra034631	20	22	0
OS12G0206700	Bra011811	31	28	1
OS12G0206800	Bra003919	51	49	1
OS12G0206800	Bra007972	51	49	1
OS12G0206800	Bra016128	25	81	1
OS12G0207000	Bra000696	47	55	1
OS12G0207000	Bra037895	49	57	1
OS12G0207300	Bra015600	96	87	1
OS12G0207300	Bra027439	96	89	1
OS12G0208900	Bra010485	22	23	1
OS12G0208900	Bra013822	24	24	1
OS12G0208900	Bra024382	28	22	1
OS12G0208900	Bra031859	29	24	1
OS12G0208900	Bra037816	28	26	1
OS12G0209000	Bra027989	67	71	1
OS12G0209100	Bra012443	53	52	1
OS12G0209100	Bra024689	53	53	1
OS12G0209300	Bra024816	38	37	1
OS12G0209300	Bra026217	35	39	1
OS12G0209300	Bra026592	25	42	1
OS12G0209700	Bra000729	31	15	0
OS12G0210200	Bra017417	59	53	1
OS12G0210200	Bra024820	56	56	1
OS12G0210200	Bra026601	50	27	1
OS12G0210300	Bra017417	55	49	1
OS12G0210300	Bra024820	52	52	1
OS12G0210300	Bra026601	47	25	1
OS12G0210400	Bra000592	43	50	0
OS12G0210400	Bra027053	39	48	0
OS12G0210400	Bra027054	46	49	0
OS12G0210400	Bra037952	50	51	0
OS12G0210800	Bra003608	84	85	1
OS12G0210800	Bra008415	76	88	1
OS12G0211301	Bra040756	30	11	1
OS12G0211400	Bra040756	41	53	1
OS12G0212100	Bra040756	38	50	1
OS12G0223300	Bra024721	31	35	0
OS12G0224000	Bra029203	28	44	1
OS12G0224000	Bra038661	70	21	1
OS12G0224400	Bra021764	9	29	1
OS12G0225100	Bra004795	38	19	1
OS12G0225200	Bra000335	29	13	1
OS12G0225200	Bra037673	29	13	1
OS12G0225300	Bra040089	17	29	1
OS12G0225900	Bra006381	56	44	0
OS12G0225900	Bra007482	54	52	0
OS12G0225900	Bra008581	58	58	0
OS12G0225900	Bra023591	56	55	0
OS12G0225900	Bra024723	58	57	0
OS12G0225900	Bra032019	57	59	0
OS12G0226400	Bra006381	55	44	0
OS12G0226400	Bra007482	51	51	0
OS12G0226400	Bra008581	54	55	0
OS12G0226400	Bra023591	55	55	0
OS12G0226400	Bra024723	54	53	0
OS12G0226400	Bra032019	56	58	0
OS12G0226700	Bra006381	58	47	0
OS12G0226700	Bra007482	53	52	0
OS12G0226700	Bra008581	59	60	0
OS12G0226700	Bra023591	59	58	0
OS12G0226700	Bra024723	59	58	0
OS12G0226700	Bra032019	59	61	0
OS12G0226900	Bra006381	60	48	0
OS12G0226900	Bra007482	56	55	0
OS12G0226900	Bra008581	61	61	0
OS12G0226900	Bra023591	59	59	0
OS12G0226900	Bra024723	60	60	0
OS12G0226900	Bra032019	59	61	0
OS12G0227400	Bra006381	59	47	0
OS12G0227400	Bra007482	55	54	0
OS12G0227400	Bra008581	59	59	0
OS12G0227400	Bra023591	59	59	0
OS12G0227400	Bra024723	58	57	0
OS12G0227400	Bra032019	58	60	0
OS12G0228800	Bra000299	29	67	1
OS12G0228800	Bra000836	58	63	1
OS12G0228800	Bra003376	53	44	1
OS12G0228800	Bra007450	53	45	1
OS12G0228800	Bra019554	54	54	1
OS12G0228800	Bra030632	35	72	1
OS12G0228800	Bra032444	33	78	1
OS12G0228800	Bra034870	54	54	1
OS12G0228800	Bra035972	39	59	1
OS12G0228800	Bra037722	54	54	1
OS12G0228900	Bra036453	6	10	1
OS12G0230200	Bra018236	58	55	1
OS12G0230200	Bra021727	56	53	1
OS12G0230200	Bra022844	57	59	1
OS12G0230600	Bra000301	36	43	1
OS12G0230600	Bra003101	39	46	1
OS12G0230600	Bra004757	39	46	1
OS12G0230600	Bra015459	39	50	1
OS12G0230600	Bra021723	42	47	1
OS12G0230600	Bra022852	41	47	1
OS12G0230600	Bra032451	36	55	1
OS12G0230600	Bra037718	38	47	1
OS12G0231000	Bra011937	29	33	0
OS12G0231000	Bra013221	29	33	0
OS12G0231000	Bra013222	30	34	0
OS12G0231100	Bra015458	32	27	1
OS12G0231100	Bra022857	34	28	1
OS12G0231100	Bra030629	30	32	1
OS12G0232300	Bra004117	62	63	0
OS12G0232300	Bra015710	53	60	0
OS12G0232300	Bra022475	62	62	0
OS12G0233300	Bra036166	30	34	1
OS12G0233300	Bra037479	31	36	1
OS12G0233400	Bra029232	56	58	0
OS12G0233600	Bra009753	35	6	1
OS12G0233800	Bra005335	45	33	1
OS12G0233800	Bra023012	40	31	1
OS12G0233800	Bra023243	39	34	1
OS12G0233900	Bra023589	26	24	1
OS12G0235700	Bra004229	51	56	1
OS12G0235800	Bra013839	75	72	0
OS12G0235800	Bra019206	74	69	0
OS12G0236100	Bra000987	39	41	1
OS12G0236100	Bra027474	33	36	1
OS12G0236100	Bra035964	5	26	1
OS12G0236100	Bra035965	27	34	1
OS12G0236400	Bra000623	77	76	1
OS12G0236400	Bra035847	79	80	1
OS12G0236400	Bra038628	79	79	1
OS12G0236500	Bra000622	75	75	0
OS12G0236600	Bra014182	26	17	1
OS12G0236600	Bra032280	25	20	1
OS12G0236700	Bra028046	29	33	1
OS12G0236900	Bra008769	64	63	0
OS12G0236900	Bra023454	63	64	0
OS12G0238000	Bra006102	27	27	1
OS12G0238000	Bra008956	29	26	1
OS12G0238000	Bra011376	32	30	1
OS12G0238000	Bra034531	31	29	1
OS12G0238000	Bra037045	32	30	1
OS12G0238100	Bra006157	73	71	0
OS12G0238100	Bra008893	72	68	0
OS12G0238900	Bra017388	25	28	0
OS12G0238900	Bra024778	24	28	0
OS12G0239000	Bra010916	8	9	1
OS12G0239000	Bra032851	9	9	1
OS12G0239200	Bra010916	9	9	1
OS12G0239200	Bra032851	10	10	1
OS12G0240000	Bra012798	7	13	1
OS12G0240900	Bra025876	13	47	0
OS12G0242500	Bra019549	19	25	1
OS12G0242500	Bra022512	23	27	1
OS12G0242500	Bra025261	22	25	1
OS12G0242500	Bra025545	20	24	1
OS12G0242500	Bra025546	19	20	1
OS12G0242500	Bra029231	25	11	1
OS12G0242500	Bra029900	26	28	1
OS12G0242500	Bra032992	21	25	1
OS12G0242500	Bra038625	28	31	1
OS12G0242500	Bra038626	25	31	1
OS12G0242800	Bra008768	44	38	1
OS12G0242800	Bra025175	43	46	1
OS12G0242800	Bra032995	43	45	1
OS12G0242900	Bra033987	56	36	1
OS12G0244100	Bra002461	65	85	0
OS12G0244100	Bra010498	81	79	0
OS12G0244100	Bra013786	81	79	0
OS12G0244100	Bra013788	50	66	0
OS12G0244100	Bra019231	81	80	0
OS12G0244200	Bra000991	61	63	1
OS12G0244400	Bra030024	73	75	0
OS12G0244400	Bra032807	73	74	0
OS12G0244400	Bra033986	72	73	0
OS12G0244500	Bra026643	47	50	1
OS12G0245000	Bra016651	20	6	0
OS12G0245000	Bra025408	19	7	0
OS12G0245000	Bra026106	13	4	0
OS12G0245000	Bra026108	20	7	0
OS12G0245000	Bra026749	20	6	0
OS12G0245000	Bra036204	17	11	0
OS12G0245000	Bra040585	18	7	0
OS12G0245100	Bra016651	24	9	0
OS12G0245100	Bra025408	22	10	0
OS12G0245100	Bra026106	13	5	0
OS12G0245100	Bra026108	22	9	0
OS12G0245100	Bra026749	24	9	0
OS12G0245100	Bra036204	20	16	0
OS12G0245100	Bra040585	22	12	0
OS12G0250900	Bra034017	19	9	1
OS12G0256000	Bra006247	65	66	0
OS12G0256000	Bra008767	64	65	0
OS12G0256000	Bra032997	63	62	0
OS12G0256300	Bra001310	25	59	1
OS12G0256300	Bra003593	34	67	1
OS12G0256300	Bra008429	59	57	1
OS12G0256300	Bra029763	13	66	1
OS12G0256300	Bra035142	49	79	1
OS12G0256800	Bra005330	9	9	0
OS12G0256800	Bra018879	9	8	0
OS12G0256800	Bra018880	7	8	0
OS12G0256800	Bra018913	11	6	0
OS12G0256800	Bra018914	9	8	0
OS12G0256800	Bra023240	9	8	0
OS12G0256800	Bra038047	6	7	0
OS12G0257000	Bra015124	57	59	1
OS12G0257000	Bra029991	30	46	1
OS12G0257000	Bra032681	61	62	1
OS12G0257500	Bra017389	33	33	1
OS12G0257500	Bra026557	31	32	1
OS12G0257600	Bra005698	48	42	0
OS12G0257600	Bra005699	46	49	0
OS12G0257600	Bra028885	47	49	0
OS12G0257600	Bra029753	55	55	0
OS12G0257900	Bra001432	25	32	0
OS12G0257900	Bra004129	27	17	0
OS12G0257900	Bra004179	26	21	0
OS12G0257900	Bra004182	26	26	0
OS12G0257900	Bra038635	25	29	0
OS12G0257900	Bra038767	13	14	0
OS12G0258200	Bra031398	65	67	1
OS12G0258700	Bra005698	48	44	0
OS12G0258700	Bra005699	46	51	0
OS12G0258700	Bra028885	45	50	0
OS12G0258700	Bra029753	52	55	0
OS12G0259800	Bra005698	48	43	0
OS12G0259800	Bra005699	46	49	0
OS12G0259800	Bra028885	45	49	0
OS12G0259800	Bra029753	53	54	0
OS12G0262700	Bra000132	61	59	0
OS12G0262700	Bra007148	55	56	0
OS12G0262700	Bra017076	60	56	0
OS12G0262700	Bra017077	59	56	0
OS12G0263100	Bra008555	47	49	1
OS12G0263200	Bra023237	63	62	0
OS12G0263200	Bra033856	65	64	0
OS12G0263600	Bra023237	62	23	0
OS12G0263600	Bra033856	62	23	0
OS12G0263800	Bra015853	40	16	0
OS12G0264500	Bra018392	41	57	0
OS12G0264500	Bra018395	41	57	0
OS12G0264500	Bra031802	46	63	0
OS12G0264500	Bra039968	44	57	0
OS12G0264500	Bra039975	42	56	0
OS12G0265100	Bra023237	62	62	0
OS12G0265100	Bra033856	64	63	0
OS12G0265400	Bra003785	49	19	1
OS12G0265400	Bra010102	48	23	1
OS12G0265400	Bra015892	49	18	1
OS12G0265400	Bra018103	48	17	1
OS12G0267200	Bra001914	56	53	1
OS12G0267200	Bra014950	49	53	1
OS12G0267200	Bra014951	52	53	1
OS12G0267200	Bra014958	57	57	1
OS12G0267200	Bra023722	33	60	1
OS12G0267200	Bra023723	22	48	1
OS12G0267900	Bra033002	37	42	1
OS12G0270100	Bra035849	58	56	1
OS12G0270200	Bra028037	50	50	1
OS12G0271600	Bra002870	48	48	1
OS12G0271600	Bra016786	33	39	1
OS12G0271600	Bra021064	26	32	1
OS12G0271600	Bra026233	26	32	1
OS12G0271600	Bra026987	35	22	1
OS12G0271600	Bra028956	45	45	1
OS12G0271700	Bra026006	70	62	1
OS12G0271700	Bra035042	72	64	1
OS12G0273700	Bra000994	11	12	1
OS12G0273700	Bra015186	7	9	1
OS12G0273700	Bra025270	7	11	1
OS12G0273700	Bra025552	6	8	1
OS12G0273700	Bra028471	7	9	1
OS12G0273700	Bra033005	8	12	1
OS12G0273800	Bra021998	53	53	1
OS12G0273800	Bra025046	53	54	1
OS12G0274200	Bra034459	48	37	1
OS12G0274700	Bra025431	61	59	0
OS12G0274700	Bra028174	61	59	0
OS12G0274700	Bra028181	59	64	0
OS12G0274700	Bra028406	59	57	0
OS12G0274700	Bra034024	58	56	0
OS12G0274700	Bra034027	58	56	0
OS12G0274700	Bra034029	58	56	0
OS12G0276100	Bra016826	44	36	1
OS12G0277000	Bra012249	42	44	1
OS12G0277000	Bra015754	41	43	1
OS12G0277000	Bra016453	40	42	1
OS12G0277400	Bra012249	58	58	1
OS12G0277400	Bra015754	55	55	1
OS12G0277400	Bra016453	57	58	1
OS12G0277500	Bra000498	77	83	1
OS12G0277500	Bra011985	81	80	1
OS12G0277500	Bra034383	81	80	1
OS12G0278700	Bra025554	64	65	1
OS12G0278700	Bra030331	63	65	1
OS12G0278800	Bra018059	26	31	1
OS12G0278800	Bra038619	25	32	1
OS12G0279000	Bra027835	72	58	1
OS12G0279000	Bra035425	16	33	1
OS12G0279000	Bra035426	60	75	1
OS12G0279100	Bra018060	36	36	1
OS12G0279600	Bra018061	66	70	0
OS12G0280050	Bra012872	31	33	0
OS12G0280050	Bra014037	31	32	0
OS12G0280050	Bra025762	34	35	0
OS12G0280050	Bra027469	30	30	0
OS12G0280050	Bra036335	31	32	0
OS12G0280050	Bra036839	31	33	0
OS12G0283100	Bra004576	18	36	1
OS12G0283100	Bra007236	19	33	1
OS12G0283100	Bra012846	23	37	1
OS12G0283100	Bra014698	19	35	1
OS12G0283100	Bra016988	16	35	1
OS12G0283100	Bra038910	25	31	1
OS12G0283400	Bra024315	25	31	1
OS12G0283400	Bra037785	24	31	1
OS12G0283800	Bra009789	64	28	1
OS12G0283800	Bra036522	63	28	1
OS12G0283900	Bra006250	19	58	0
OS12G0284000	Bra004074	62	64	1
OS12G0284000	Bra004253	63	65	1
OS12G0284000	Bra017335	75	76	1
OS12G0284000	Bra025182	75	76	1
OS12G0284000	Bra036349	75	73	1
OS12G0285500	Bra018064	52	53	0
OS12G0285600	Bra019814	69	64	1
OS12G0286600	Bra008761	63	64	1
OS12G0286600	Bra013831	65	67	1
OS12G0286600	Bra019211	66	45	1
OS12G0286600	Bra023463	41	57	1
OS12G0286600	Bra040701	47	55	1
OS12G0287200	Bra032668	73	44	0
OS12G0287200	Bra033217	54	84	0
OS12G0287300	Bra018621	75	53	1
OS12G0288400	Bra000997	51	61	1
OS12G0288400	Bra004260	47	59	1
OS12G0288400	Bra006253	51	60	1
OS12G0288400	Bra008758	53	62	1
OS12G0288400	Bra023465	51	62	1
OS12G0288400	Bra032793	44	62	1
OS12G0288400	Bra039105	50	59	1
OS12G0288600	Bra019804	26	24	1
OS12G0288600	Bra026939	26	24	1
OS12G0288801	Bra019804	40	7	1
OS12G0288801	Bra026939	42	7	1
OS12G0288900	Bra021360	51	58	1
OS12G0290100	Bra032411	63	36	1
OS12G0290150	Bra004261	13	34	0
OS12G0290150	Bra033977	12	32	0
OS12G0290150	Bra037933	59	57	0
OS12G0290600	Bra025278	58	61	0
OS12G0291000	Bra011372	56	50	1
OS12G0291000	Bra040938	56	54	1
OS12G0291100	Bra025431	61	59	0
OS12G0291100	Bra028174	61	59	0
OS12G0291100	Bra028181	59	64	0
OS12G0291100	Bra028406	60	58	0
OS12G0291100	Bra034024	58	56	0
OS12G0291100	Bra034027	59	57	0
OS12G0291100	Bra034029	59	57	0
OS12G0291200	Bra025431	45	24	0
OS12G0291200	Bra028174	45	24	0
OS12G0291200	Bra028181	40	23	0
OS12G0291200	Bra028406	42	22	0
OS12G0291200	Bra034024	41	22	0
OS12G0291200	Bra034027	40	21	0
OS12G0291200	Bra034029	40	21	0
OS12G0291400	Bra025431	62	60	0
OS12G0291400	Bra028174	62	60	0
OS12G0291400	Bra028181	60	65	0
OS12G0291400	Bra028406	61	59	0
OS12G0291400	Bra034024	58	56	0
OS12G0291400	Bra034027	59	57	0
OS12G0291400	Bra034029	59	57	0
OS12G0292400	Bra025431	61	59	0
OS12G0292400	Bra028174	61	59	0
OS12G0292400	Bra028181	59	64	0
OS12G0292400	Bra028406	59	57	0
OS12G0292400	Bra034024	58	56	0
OS12G0292400	Bra034027	58	56	0
OS12G0292400	Bra034029	58	56	0
OS12G0292900	Bra004068	40	32	1
OS12G0293100	Bra008588	20	8	1
OS12G0294100	Bra021443	47	33	1
OS12G0295600	Bra010373	36	49	1
OS12G0295600	Bra026265	39	29	1
OS12G0295600	Bra032545	37	44	1
OS12G0297500	Bra020538	56	58	1
OS12G0297500	Bra036577	57	58	1
OS12G0298950	Bra015671	42	48	1
OS12G0298950	Bra022173	37	44	1
OS12G0298950	Bra023606	47	51	1
OS12G0298950	Bra032202	48	51	1
OS12G0299600	Bra025453	28	35	1
OS12G0403800	Bra029674	71	69	1
OS12G0403800	Bra040025	74	73	1
OS12G0405200	Bra019899	62	64	1
OS12G0406100	Bra024441	59	59	1
OS12G0406100	Bra029980	61	61	1
OS12G0406100	Bra036036	62	62	1
OS12G0406200	Bra026324	19	54	1
OS12G0407200	Bra012908	42	8	0
OS12G0407300	Bra032352	58	58	1
OS12G0407500	Bra012908	49	58	0
OS12G0407900	Bra001954	33	31	1
OS12G0409000	Bra014001	65	79	1
OS12G0409000	Bra022129	20	75	1
OS12G0409000	Bra032749	71	80	1
OS12G0414500	Bra001250	39	39	1
OS12G0414500	Bra029647	40	39	1
OS12G0414900	Bra031783	41	48	1
OS12G0415800	Bra020707	40	72	1
OS12G0415800	Bra027449	38	72	1
OS12G0415800	Bra037813	36	82	1
OS12G0416500	Bra022792	49	33	1
OS12G0420000	Bra035349	43	10	0
OS12G0420100	Bra021291	53	47	1
OS12G0420100	Bra021292	52	50	1
OS12G0420200	Bra018565	78	78	0
OS12G0420200	Bra020030	29	81	0
OS12G0420200	Bra028186	29	81	0
OS12G0420200	Bra031662	28	70	0
OS12G0420300	Bra001064	55	24	1
OS12G0420300	Bra008620	47	20	1
OS12G0420300	Bra021410	53	23	1
OS12G0420300	Bra023569	44	19	1
OS12G0420300	Bra040601	44	20	1
OS12G0420400	Bra032672	75	71	0
OS12G0420400	Bra034911	75	71	0
OS12G0421000	Bra032637	23	38	0
OS12G0421000	Bra033260	32	43	0
OS12G0425600	Bra015363	53	67	0
OS12G0425600	Bra032487	52	65	0
OS12G0428000	Bra012056	37	40	1
OS12G0428000	Bra031805	36	39	1
OS12G0428200	Bra012118	44	43	1
OS12G0428200	Bra037136	48	58	1
OS12G0428600	Bra027850	61	13	1
OS12G0429200	Bra021814	60	62	0
OS12G0430000	Bra011366	53	53	0
OS12G0430000	Bra035009	52	42	0
OS12G0430900	Bra018618	53	39	1
OS12G0431100	Bra025340	53	47	1
OS12G0431100	Bra025341	42	42	1
OS12G0431100	Bra025344	51	47	1
OS12G0431100	Bra033051	54	49	1
OS12G0431100	Bra033805	51	47	1
OS12G0431100	Bra039052	53	47	1
OS12G0431100	Bra039053	55	49	1
OS12G0432600	Bra005461	17	11	1
OS12G0432600	Bra021889	17	21	1
OS12G0433500	Bra014243	52	52	0
OS12G0433500	Bra039643	12	52	0
OS12G0433700	Bra033537	48	35	1
OS12G0434400	Bra004643	30	49	0
OS12G0434400	Bra011232	68	63	0
OS12G0434400	Bra032118	66	69	0
OS12G0434400	Bra039237	65	68	0
OS12G0435200	Bra013378	49	56	1
OS12G0435200	Bra020970	48	48	1
OS12G0438000	Bra002970	87	90	1
OS12G0438000	Bra014285	87	89	1
OS12G0438000	Bra023937	87	88	1
OS12G0438000	Bra026367	88	90	1
OS12G0438000	Bra029498	66	74	1
OS12G0438000	Bra030460	87	89	1
OS12G0438000	Bra035755	86	87	1
OS12G0438600	Bra025253	48	9	0
OS12G0438600	Bra028478	49	10	0
OS12G0438600	Bra030328	48	9	0
OS12G0438600	Bra032985	47	9	0
OS12G0438900	Bra011812	42	65	0
OS12G0438900	Bra038525	41	65	0
OS12G0442800	Bra022105	70	71	1
OS12G0442800	Bra026136	68	69	1
OS12G0442900	Bra029223	25	30	1
OS12G0442900	Bra035843	35	37	1
OS12G0443000	Bra018051	50	53	1
OS12G0443000	Bra019551	49	52	1
OS12G0443000	Bra029224	49	51	1
OS12G0443000	Bra035844	45	51	1
OS12G0443000	Bra038632	46	51	1
OS12G0443000	Bra040552	45	49	1
OS12G0443500	Bra006303	89	89	0
OS12G0443500	Bra008695	89	89	0
OS12G0443500	Bra023520	86	67	0
OS12G0443500	Bra024708	82	81	0
OS12G0443500	Bra026264	45	88	0
OS12G0443500	Bra028234	87	87	0
OS12G0443500	Bra028430	88	88	0
OS12G0443600	Bra006303	89	89	0
OS12G0443600	Bra008695	89	89	0
OS12G0443600	Bra023520	86	67	0
OS12G0443600	Bra024708	82	82	0
OS12G0443600	Bra026264	45	88	0
OS12G0443600	Bra028234	87	87	0
OS12G0443600	Bra028430	87	87	0
OS12G0443700	Bra003486	64	71	0
OS12G0443700	Bra003487	74	76	0
OS12G0443700	Bra007663	77	77	0
OS12G0443700	Bra008444	16	52	0
OS12G0443700	Bra017510	18	63	0
OS12G0443700	Bra028248	61	58	0
OS12G0443700	Bra029197	26	61	0
OS12G0443700	Bra037949	15	53	0
OS12G0443700	Bra037950	12	51	0
OS12G0446500	Bra000719	49	45	0
OS12G0446500	Bra035286	43	48	0
OS12G0446700	Bra012118	51	37	1
OS12G0446700	Bra037136	59	51	1
OS12G0446900	Bra000581	49	56	0
OS12G0448900	Bra039120	62	60	1
OS12G0450300	Bra017396	6	7	1
OS12G0450300	Bra024787	7	7	1
OS12G0454800	Bra024849	25	23	1
OS12G0456100	Bra009191	33	36	0
OS12G0456200	Bra005895	47	46	1
OS12G0456200	Bra009192	48	47	1
OS12G0456400	Bra001372	24	5	1
OS12G0456400	Bra034136	19	6	1
OS12G0456700	Bra001790	39	22	1
OS12G0456700	Bra002904	45	27	1
OS12G0456700	Bra004101	44	27	1
OS12G0456700	Bra019073	21	19	1
OS12G0456700	Bra019092	45	28	1
OS12G0456700	Bra022155	11	31	1
OS12G0456700	Bra026409	45	27	1
OS12G0456700	Bra028979	42	25	1
OS12G0456700	Bra034037	41	26	1
OS12G0456700	Bra034040	1	2	1
OS12G0456700	Bra035208	5	9	1
OS12G0456700	Bra035209	40	19	1
OS12G0456700	Bra035244	45	27	1
OS12G0456700	Bra035774	42	24	1
OS12G0458100	Bra033395	25	24	0
OS12G0459100	Bra033395	23	24	0
OS12G0460800	Bra013829	67	18	1
OS12G0464400	Bra000626	46	47	0
OS12G0464400	Bra012757	36	40	0
OS12G0464400	Bra022523	48	48	0
OS12G0464400	Bra022525	42	48	0
OS12G0464400	Bra033794	30	37	0
OS12G0464400	Bra041076	36	42	0
OS12G0465700	Bra013971	43	49	1
OS12G0465700	Bra021357	30	45	1
OS12G0467700	Bra025340	43	42	1
OS12G0467700	Bra025341	36	39	1
OS12G0467700	Bra025344	42	43	1
OS12G0467700	Bra033051	43	42	1
OS12G0467700	Bra033805	42	43	1
OS12G0467700	Bra039052	43	43	1
OS12G0467700	Bra039053	44	42	1
OS12G0468000	Bra025340	43	42	1
OS12G0468000	Bra025341	36	39	1
OS12G0468000	Bra025344	42	43	1
OS12G0468000	Bra033051	43	42	1
OS12G0468000	Bra033805	42	43	1
OS12G0468000	Bra039052	43	43	1
OS12G0468000	Bra039053	44	42	1
OS12G0468500	Bra020402	58	57	0
OS12G0468500	Bra024067	58	60	0
OS12G0468500	Bra026086	60	62	0
OS12G0468500	Bra032132	60	59	0
OS12G0468500	Bra039221	59	59	0
OS12G0470000	Bra001869	32	18	0
OS12G0470000	Bra009983	16	11	0
OS12G0470000	Bra020604	17	12	0
OS12G0470000	Bra022642	10	8	0
OS12G0470000	Bra029085	9	7	0
OS12G0470000	Bra033375	14	10	0
OS12G0470000	Bra036112	17	12	0
OS12G0470000	Bra039956	42	21	0
OS12G0470700	Bra025340	44	40	1
OS12G0470700	Bra025341	37	37	1
OS12G0470700	Bra025344	42	40	1
OS12G0470700	Bra033051	44	41	1
OS12G0470700	Bra033805	42	39	1
OS12G0470700	Bra039052	44	40	1
OS12G0470700	Bra039053	45	41	1
OS12G0471100	Bra025340	43	43	1
OS12G0471100	Bra025341	34	39	1
OS12G0471100	Bra025344	41	43	1
OS12G0471100	Bra033051	42	43	1
OS12G0471100	Bra033805	42	44	1
OS12G0471100	Bra039052	42	43	1
OS12G0471100	Bra039053	42	42	1
OS12G0472300	Bra025340	36	19	1
OS12G0472300	Bra025341	32	19	1
OS12G0472300	Bra025344	32	18	1
OS12G0472300	Bra033051	34	19	1
OS12G0472300	Bra033805	34	19	1
OS12G0472300	Bra039052	34	18	1
OS12G0472300	Bra039053	34	18	1
OS12G0472500	Bra010173	28	36	0
OS12G0472500	Bra013852	27	36	0
OS12G0472800	Bra008853	19	31	1
OS12G0472800	Bra023392	22	30	1
OS12G0472800	Bra025242	15	34	1
OS12G0472800	Bra025526	17	36	1
OS12G0472800	Bra028483	17	40	1
OS12G0472800	Bra039098	16	36	1
OS12G0477400	Bra005492	33	34	1
OS12G0477400	Bra006186	35	37	1
OS12G0477400	Bra008849	36	28	1
OS12G0477400	Bra021856	36	36	1
OS12G0477400	Bra023395	35	37	1
OS12G0477700	Bra018034	37	16	0
OS12G0477700	Bra025015	37	16	0
OS12G0478200	Bra023398	56	30	1
OS12G0478900	Bra009701	31	29	1
OS12G0478900	Bra018032	28	27	1
OS12G0478900	Bra029920	26	23	1
OS12G0479100	Bra006191	10	10	1
OS12G0479100	Bra008843	21	16	1
OS12G0479100	Bra010904	10	11	1
OS12G0479100	Bra023400	15	15	1
OS12G0479100	Bra032870	10	11	1
OS12G0479400	Bra010048	51	50	1
OS12G0479400	Bra029293	22	75	1
OS12G0479400	Bra035910	51	48	1
OS12G0479900	Bra023442	54	42	1
OS12G0479900	Bra040558	67	70	1
OS12G0480000	Bra036811	49	47	1
OS12G0480000	Bra038896	48	47	1
