Gene stable ID	Prunus persica gene stable ID	% identity	Prunus persica % identity	Orthology confidence [0 low, 1 high]
OS09G0345600	PRUPE_ppa020065mg	10	3	1
OS09G0345700	PRUPE_ppa022992mg	53	57	1
OS09G0345700	PRUPE_ppa026496mg	54	55	1
OS09G0346400	PRUPE_ppa002743mg	40	40	1
OS09G0346500	PRUPE_ppa014980mg	50	63	0
OS09G0346600	PRUPE_ppa025835mg	50	53	0
OS09G0346700	PRUPE_ppa000805mg	63	62	1
OS09G0346700	PRUPE_ppa000856mg	58	58	1
OS09G0346700	PRUPE_ppa026131mg	13	47	1
OS09G0346900	PRUPE_ppa014864mg	30	42	1
OS09G0346900	PRUPE_ppa018892mg	35	35	1
OS09G0347500	PRUPE_ppa005115mg	95	70	0
OS09G0347500	PRUPE_ppa005131mg	95	70	0
OS09G0347500	PRUPE_ppa005456mg	85	65	0
OS09G0347700	PRUPE_ppa005115mg	95	95	0
OS09G0347700	PRUPE_ppa005131mg	95	95	0
OS09G0347700	PRUPE_ppa005456mg	88	91	0
OS09G0347800	PRUPE_ppa005130mg	46	45	1
OS09G0347900	PRUPE_ppa010619mg	56	28	1
OS09G0347900	PRUPE_ppa027030mg	58	30	1
OS09G0349800	PRUPE_ppa017054mg	16	14	0
OS09G0349800	PRUPE_ppa023242mg	28	18	0
OS09G0349800	PRUPE_ppa027138mg	28	19	0
OS09G0349800	PRUPE_ppb022980m2g	30	20	0
OS09G0351900	PRUPE_ppa018449mg	1	1	1
OS09G0351900	PRUPE_ppa023479mg	0	0	1
OS09G0351900	PRUPE_ppa025902mg	1	1	1
OS09G0352400	PRUPE_ppa005508mg	59	60	1
OS09G0353400	PRUPE_ppa007716mg	14	8	1
OS09G0353700	PRUPE_ppa007716mg	18	20	1
OS09G0354100	PRUPE_ppa007716mg	22	18	1
OS09G0354300	PRUPE_ppa007716mg	14	8	1
OS09G0358000	PRUPE_ppa017054mg	23	18	0
OS09G0358000	PRUPE_ppa023242mg	33	20	0
OS09G0358000	PRUPE_ppa027138mg	38	23	0
OS09G0358000	PRUPE_ppb022980m2g	33	21	0
OS09G0359500	PRUPE_ppa017835m1g	17	13	1
OS09G0359700	PRUPE_ppa010669mg	53	48	1
OS09G0359800	PRUPE_ppa006645mg	74	71	1
OS09G0359900	PRUPE_ppa009767mg	47	53	1
OS09G0360400	PRUPE_ppa011863mg	43	44	1
OS09G0360500	PRUPE_ppa020482mg	42	46	1
OS09G0360900	PRUPE_ppa000642mg	38	17	0
OS09G0360900	PRUPE_ppa000967mg	46	23	0
OS09G0360900	PRUPE_ppa022636mg	37	18	0
OS09G0361100	PRUPE_ppa004933mg	83	66	1
OS09G0361100	PRUPE_ppa005147mg	80	65	1
OS09G0361100	PRUPE_ppa019180mg	78	63	1
OS09G0361400	PRUPE_ppa008111mg	68	54	1
OS09G0361400	PRUPE_ppa008585mg	67	56	1
OS09G0361500	PRUPE_ppa003652mg	44	30	1
OS09G0361700	PRUPE_ppa018596mg	26	32	1
OS09G0362500	PRUPE_ppa001189mg	59	58	0
OS09G0362500	PRUPE_ppa001193mg	57	56	0
OS09G0362500	PRUPE_ppa001225mg	57	57	0
OS09G0362500	PRUPE_ppa001233mg	52	52	0
OS09G0362500	PRUPE_ppa015764mg	8	50	0
OS09G0362500	PRUPE_ppa017287mg	27	57	0
OS09G0362800	PRUPE_ppa001189mg	46	20	0
OS09G0362800	PRUPE_ppa001193mg	45	20	0
OS09G0362800	PRUPE_ppa001225mg	45	20	0
OS09G0362800	PRUPE_ppa001233mg	42	19	0
OS09G0362800	PRUPE_ppa015764mg	1	2	0
OS09G0362800	PRUPE_ppa017287mg	5	5	0
OS09G0362900	PRUPE_ppa000541mg	38	32	1
OS09G0362900	PRUPE_ppa021683mg	22	42	1
OS09G0363100	PRUPE_ppa001111mg	44	46	1
OS09G0363400	PRUPE_ppb021141mg	23	22	0
OS09G0363500	PRUPE_ppa005435mg	31	31	0
OS09G0363500	PRUPE_ppa005611mg	34	35	0
OS09G0363600	PRUPE_ppa007351mg	54	40	1
OS09G0363700	PRUPE_ppa014207mg	32	51	1
OS09G0363800	PRUPE_ppa007983mg	53	68	1
OS09G0363900	PRUPE_ppa016983mg	63	65	1
OS09G0364000	PRUPE_ppa003059mg	58	59	1
OS09G0364100	PRUPE_ppa024836mg	15	27	1
OS09G0364500	PRUPE_ppa003402mg	49	51	1
OS09G0364800	PRUPE_ppa012771mg	51	37	1
OS09G0364900	PRUPE_ppa013534mg	67	63	1
OS09G0365900	PRUPE_ppa003375mg	63	62	0
OS09G0365900	PRUPE_ppa005837mg	48	63	0
OS09G0367700	PRUPE_ppa011202mg	52	55	0
OS09G0367700	PRUPE_ppa011242mg	51	55	0
OS09G0367700	PRUPE_ppa011334mg	50	54	0
OS09G0367700	PRUPE_ppa011371mg	49	54	0
OS09G0367700	PRUPE_ppa012318mg	42	56	0
OS09G0367700	PRUPE_ppa014555mg	53	56	0
OS09G0367700	PRUPE_ppa018063mg	54	57	0
OS09G0367700	PRUPE_ppa018201mg	50	53	0
OS09G0367700	PRUPE_ppa018428mg	51	55	0
OS09G0367700	PRUPE_ppa019045mg	53	56	0
OS09G0367700	PRUPE_ppa020220mg	52	55	0
OS09G0367700	PRUPE_ppa022301mg	49	51	0
OS09G0367700	PRUPE_ppa023395mg	52	55	0
OS09G0367700	PRUPE_ppb009345mg	51	54	0
OS09G0367700	PRUPE_ppb009348mg	38	53	0
OS09G0367700	PRUPE_ppb013116mg	42	51	0
OS09G0367700	PRUPE_ppb019671mg	40	47	0
OS09G0367900	PRUPE_ppa012051mg	32	31	1
OS09G0367900	PRUPE_ppa012701mg	38	42	1
OS09G0368200	PRUPE_ppa004511mg	42	41	0
OS09G0368500	PRUPE_ppa004511mg	42	39	0
OS09G0368900	PRUPE_ppa002707mg	35	37	1
OS09G0369400	PRUPE_ppa007221mg	59	59	0
OS09G0369400	PRUPE_ppa020645mg	58	58	0
OS09G0370000	PRUPE_ppa016976mg	30	31	1
OS09G0370200	PRUPE_ppa009840mg	43	45	1
OS09G0370300	PRUPE_ppa016428mg	56	57	1
OS09G0370300	PRUPE_ppa018743mg	56	56	1
OS09G0370500	PRUPE_ppa005945mg	17	21	1
OS09G0370500	PRUPE_ppa007801mg	17	25	1
OS09G0371000	PRUPE_ppa004147mg	62	61	1
OS09G0371000	PRUPE_ppa020859mg	61	61	1
OS09G0371100	PRUPE_ppa004147mg	54	54	1
OS09G0371100	PRUPE_ppa020859mg	54	55	1
OS09G0371200	PRUPE_ppa004147mg	54	56	1
OS09G0371200	PRUPE_ppa020859mg	55	57	1
OS09G0371300	PRUPE_ppa004147mg	36	39	1
OS09G0371300	PRUPE_ppa020859mg	37	40	1
OS09G0371400	PRUPE_ppa004147mg	23	21	1
OS09G0371400	PRUPE_ppa020859mg	22	20	1
OS09G0371700	PRUPE_ppa002069mg	36	11	1
OS09G0372400	PRUPE_ppa006084mg	39	39	1
OS09G0372400	PRUPE_ppa007353mg	33	38	1
OS09G0373000	PRUPE_ppa013706mg	80	80	0
OS09G0373000	PRUPE_ppa026480mg	79	41	0
OS09G0374900	PRUPE_ppa015698mg	30	41	1
OS09G0375000	PRUPE_ppa004863mg	81	79	0
OS09G0375300	PRUPE_ppa005769mg	48	48	1
OS09G0375400	PRUPE_ppa012091mg	43	56	1
OS09G0375600	PRUPE_ppa023493mg	69	39	1
OS09G0375900	PRUPE_ppa014162mg	57	70	1
OS09G0376000	PRUPE_ppa000539mg	27	11	1
OS09G0376300	PRUPE_ppa013163mg	26	32	1
OS09G0376300	PRUPE_ppa013386mg	27	37	1
OS09G0376600	PRUPE_ppa002813mg	36	39	1
OS09G0376600	PRUPE_ppa023793mg	37	40	1
OS09G0376700	PRUPE_ppa007384mg	26	28	1
OS09G0376700	PRUPE_ppa007393mg	25	26	1
OS09G0376700	PRUPE_ppa020409mg	27	28	1
OS09G0376900	PRUPE_ppa001373mg	68	71	1
OS09G0378300	PRUPE_ppa000578mg	73	73	0
OS09G0378300	PRUPE_ppa024165mg	63	66	0
OS09G0378300	PRUPE_ppb014806mg	22	73	0
OS09G0378700	PRUPE_ppa002322mg	37	38	1
OS09G0378700	PRUPE_ppa003156mg	32	38	1
OS09G0379400	PRUPE_ppa005107mg	29	16	1
OS09G0379400	PRUPE_ppa024768mg	16	18	1
OS09G0379600	PRUPE_ppa009747mg	30	22	0
OS09G0379900	PRUPE_ppa001976mg	63	60	1
OS09G0379900	PRUPE_ppa018031mg	49	60	1
OS09G0379900	PRUPE_ppa019057mg	57	58	1
OS09G0379900	PRUPE_ppa022822mg	55	56	1
OS09G0379900	PRUPE_ppa023327mg	57	58	1
OS09G0379900	PRUPE_ppa025396mg	57	58	1
OS09G0380000	PRUPE_ppa002029mg	57	13	1
OS09G0380200	PRUPE_ppa010399mg	67	49	0
OS09G0380300	PRUPE_ppa017328mg	39	22	1
OS09G0380300	PRUPE_ppa023488mg	39	22	1
OS09G0381100	PRUPE_ppa003999mg	75	75	0
OS09G0381100	PRUPE_ppa004044mg	73	72	0
OS09G0381600	PRUPE_ppa011668mg	36	37	1
OS09G0381600	PRUPE_ppa012084mg	36	40	1
OS09G0382300	PRUPE_ppa008337mg	48	44	1
OS09G0382400	PRUPE_ppa020214mg	42	56	1
OS09G0382500	PRUPE_ppa013774mg	44	39	1
OS09G0383400	PRUPE_ppa003479mg	51	44	1
OS09G0385700	PRUPE_ppa011876mg	45	44	1
OS09G0386200	PRUPE_ppa003753mg	32	32	1
OS09G0386200	PRUPE_ppa024003mg	32	33	1
OS09G0386400	PRUPE_ppa006414mg	72	71	1
OS09G0386500	PRUPE_ppa011288mg	71	71	0
OS09G0386500	PRUPE_ppa011295mg	77	77	0
OS09G0386600	PRUPE_ppa001620mg	68	39	0
OS09G0392000	PRUPE_ppa004148mg	73	76	1
OS09G0392100	PRUPE_ppa005959mg	21	30	1
OS09G0392100	PRUPE_ppa019013mg	31	31	1
OS09G0392100	PRUPE_ppa026180mg	24	29	1
OS09G0393200	PRUPE_ppa002063mg	56	33	1
OS09G0394100	PRUPE_ppa004712mg	52	54	1
OS09G0394100	PRUPE_ppa009879mg	28	52	1
OS09G0394300	PRUPE_ppa004172mg	61	51	1
OS09G0394300	PRUPE_ppa016852mg	60	52	1
OS09G0394500	PRUPE_ppa003996mg	62	63	1
OS09G0394600	PRUPE_ppa006664mg	46	46	1
OS09G0394600	PRUPE_ppa1027180mg	51	47	1
OS09G0394900	PRUPE_ppa008849mg	68	67	0
OS09G0395300	PRUPE_ppa016187mg	24	20	1
OS09G0395300	PRUPE_ppa023536mg	26	27	1
OS09G0395600	PRUPE_ppa008275mg	47	30	0
OS09G0396300	PRUPE_ppa011255mg	74	73	1
OS09G0396900	PRUPE_ppa010387mg	61	40	0
OS09G0396900	PRUPE_ppa010409mg	66	44	0
OS09G0397300	PRUPE_ppa001556mg	72	78	0
OS09G0397400	PRUPE_ppa004995mg	53	45	1
OS09G0397400	PRUPE_ppa005404mg	57	51	1
OS09G0397700	PRUPE_ppa013190mg	54	60	1
OS09G0397900	PRUPE_ppa002557mg	67	57	1
OS09G0399800	PRUPE_ppa007605mg	58	57	0
OS09G0399800	PRUPE_ppa007615mg	59	59	0
OS09G0399800	PRUPE_ppa007622mg	58	58	0
OS09G0399800	PRUPE_ppa007626mg	58	58	0
OS09G0399800	PRUPE_ppa007627mg	59	58	0
OS09G0399800	PRUPE_ppa007668mg	57	57	0
OS09G0399800	PRUPE_ppa016455mg	57	57	0
OS09G0399800	PRUPE_ppa016742mg	42	57	0
OS09G0399800	PRUPE_ppa017452mg	46	57	0
OS09G0399800	PRUPE_ppa017626mg	19	50	0
OS09G0399800	PRUPE_ppa018468mg	26	55	0
OS09G0399800	PRUPE_ppa018829mg	57	56	0
OS09G0399800	PRUPE_ppa021232mg	60	60	0
OS09G0399800	PRUPE_ppa021536mg	57	56	0
OS09G0399800	PRUPE_ppa022088mg	57	55	0
OS09G0399800	PRUPE_ppa022409mg	49	54	0
OS09G0399800	PRUPE_ppa022917mg	47	53	0
OS09G0399800	PRUPE_ppa023056mg	45	48	0
OS09G0399800	PRUPE_ppa026085mg	49	47	0
OS09G0399800	PRUPE_ppa027148mg	57	56	0
OS09G0399800	PRUPE_ppb021827mg	10	51	0
OS09G0400000	PRUPE_ppa007605mg	50	60	0
OS09G0400000	PRUPE_ppa007615mg	51	62	0
OS09G0400000	PRUPE_ppa007622mg	51	62	0
OS09G0400000	PRUPE_ppa007626mg	51	62	0
OS09G0400000	PRUPE_ppa007627mg	52	63	0
OS09G0400000	PRUPE_ppa007668mg	50	61	0
OS09G0400000	PRUPE_ppa016455mg	52	63	0
OS09G0400000	PRUPE_ppa016742mg	37	62	0
OS09G0400000	PRUPE_ppa017452mg	39	59	0
OS09G0400000	PRUPE_ppa017626mg	16	50	0
OS09G0400000	PRUPE_ppa018468mg	24	60	0
OS09G0400000	PRUPE_ppa018829mg	50	60	0
OS09G0400000	PRUPE_ppa021232mg	52	63	0
OS09G0400000	PRUPE_ppa021536mg	49	59	0
OS09G0400000	PRUPE_ppa022088mg	47	56	0
OS09G0400000	PRUPE_ppa022409mg	42	56	0
OS09G0400000	PRUPE_ppa022917mg	43	58	0
OS09G0400000	PRUPE_ppa023056mg	39	50	0
OS09G0400000	PRUPE_ppa026085mg	42	50	0
OS09G0400000	PRUPE_ppa027148mg	48	58	0
OS09G0400000	PRUPE_ppb021827mg	8	50	0
OS09G0400300	PRUPE_ppa007605mg	57	55	0
OS09G0400300	PRUPE_ppa007615mg	59	57	0
OS09G0400300	PRUPE_ppa007622mg	58	56	0
OS09G0400300	PRUPE_ppa007626mg	58	56	0
OS09G0400300	PRUPE_ppa007627mg	59	57	0
OS09G0400300	PRUPE_ppa007668mg	57	55	0
OS09G0400300	PRUPE_ppa016455mg	59	57	0
OS09G0400300	PRUPE_ppa016742mg	45	60	0
OS09G0400300	PRUPE_ppa017452mg	48	57	0
OS09G0400300	PRUPE_ppa017626mg	19	50	0
OS09G0400300	PRUPE_ppa018468mg	29	59	0
OS09G0400300	PRUPE_ppa018829mg	57	54	0
OS09G0400300	PRUPE_ppa021232mg	59	57	0
OS09G0400300	PRUPE_ppa021536mg	57	55	0
OS09G0400300	PRUPE_ppa022088mg	53	51	0
OS09G0400300	PRUPE_ppa022409mg	51	55	0
OS09G0400300	PRUPE_ppa022917mg	48	52	0
OS09G0400300	PRUPE_ppa023056mg	44	45	0
OS09G0400300	PRUPE_ppa026085mg	49	46	0
OS09G0400300	PRUPE_ppa027148mg	55	53	0
OS09G0400300	PRUPE_ppb021827mg	6	29	0
OS09G0400400	PRUPE_ppa007605mg	58	58	0
OS09G0400400	PRUPE_ppa007615mg	59	59	0
OS09G0400400	PRUPE_ppa007622mg	58	58	0
OS09G0400400	PRUPE_ppa007626mg	58	58	0
OS09G0400400	PRUPE_ppa007627mg	59	59	0
OS09G0400400	PRUPE_ppa007668mg	57	57	0
OS09G0400400	PRUPE_ppa016455mg	57	57	0
OS09G0400400	PRUPE_ppa016742mg	42	57	0
OS09G0400400	PRUPE_ppa017452mg	46	58	0
OS09G0400400	PRUPE_ppa017626mg	18	49	0
OS09G0400400	PRUPE_ppa018468mg	26	54	0
OS09G0400400	PRUPE_ppa018829mg	57	57	0
OS09G0400400	PRUPE_ppa021232mg	60	60	0
OS09G0400400	PRUPE_ppa021536mg	57	57	0
OS09G0400400	PRUPE_ppa022088mg	56	56	0
OS09G0400400	PRUPE_ppa022409mg	49	54	0
OS09G0400400	PRUPE_ppa022917mg	47	53	0
OS09G0400400	PRUPE_ppa023056mg	45	48	0
OS09G0400400	PRUPE_ppa026085mg	50	49	0
OS09G0400400	PRUPE_ppa027148mg	57	57	0
OS09G0400400	PRUPE_ppb021827mg	10	51	0
OS09G0400500	PRUPE_ppa002536mg	45	44	1
OS09G0400500	PRUPE_ppa003172mg	40	43	1
OS09G0401000	PRUPE_ppa009966mg	49	51	1
OS09G0401100	PRUPE_ppa016313mg	56	62	1
OS09G0401200	PRUPE_ppa007081mg	57	55	1
OS09G0401200	PRUPE_ppa008334mg	57	63	1
OS09G0401200	PRUPE_ppa008506mg	57	64	1
OS09G0401300	PRUPE_ppa007235mg	22	24	1
OS09G0401300	PRUPE_ppa008065mg	22	27	1
OS09G0401600	PRUPE_ppa004950mg	52	25	1
OS09G0401900	PRUPE_ppa009835mg	32	34	1
OS09G0402100	PRUPE_ppa012096mg	42	49	1
OS09G0402100	PRUPE_ppa018145mg	47	53	1
OS09G0402300	PRUPE_ppa000119mg	69	12	1
OS09G0402533	PRUPE_ppa021886mg	39	11	0
OS09G0402533	PRUPE_ppa022905mg	39	11	0
OS09G0402533	PRUPE_ppa024983mg	44	17	0
OS09G0403000	PRUPE_ppa010741mg	35	36	1
OS09G0403000	PRUPE_ppa021996mg	30	44	1
OS09G0403300	PRUPE_ppa018639mg	27	30	1
OS09G0407200	PRUPE_ppa007020mg	58	59	1
OS09G0407200	PRUPE_ppa007032mg	54	55	1
OS09G0407200	PRUPE_ppa007047mg	56	57	1
OS09G0407600	PRUPE_ppa000344mg	44	25	1
OS09G0407700	PRUPE_ppa010350mg	57	57	1
OS09G0407700	PRUPE_ppa020008mg	57	57	1
OS09G0407900	PRUPE_ppa003586mg	72	71	1
OS09G0407900	PRUPE_ppa023905mg	40	74	1
OS09G0407950	PRUPE_ppa000161mg	64	40	0
OS09G0408000	PRUPE_ppa000161mg	65	20	0
OS09G0408300	PRUPE_ppa002744mg	39	20	1
OS09G0408550	PRUPE_ppa017729mg	58	36	1
OS09G0408550	PRUPE_ppa017972mg	48	36	1
OS09G0408600	PRUPE_ppa004938mg	61	63	1
OS09G0408900	PRUPE_ppa006805mg	38	44	1
OS09G0409950	PRUPE_ppa000205mg	37	5	0
OS09G0410125	PRUPE_ppa000205mg	66	15	0
OS09G0410300	PRUPE_ppa000205mg	33	5	0
OS09G0410400	PRUPE_ppa005259mg	34	9	1
OS09G0410400	PRUPE_ppa005473mg	49	13	1
OS09G0410700	PRUPE_ppa019406mg	38	39	1
OS09G0411500	PRUPE_ppa010437mg	28	12	1
OS09G0411600	PRUPE_ppa022615mg	41	40	1
OS09G0411650	PRUPE_ppa004634mg	57	57	1
OS09G0411700	PRUPE_ppa013044mg	81	84	0
OS09G0412050	PRUPE_ppa019372mg	35	33	1
OS09G0412200	PRUPE_ppa004255mg	71	70	1
OS09G0412200	PRUPE_ppa004921mg	67	71	1
OS09G0412900	PRUPE_ppa004522mg	45	45	1
OS09G0413000	PRUPE_ppa009881mg	30	8	1
OS09G0413100	PRUPE_ppa008925mg	25	14	1
OS09G0413500	PRUPE_ppa013459mg	82	42	0
OS09G0413500	PRUPE_ppa013472mg	79	41	0
OS09G0413500	PRUPE_ppb011184mg	81	42	0
OS09G0413600	PRUPE_ppa001460mg	18	24	1
OS09G0413600	PRUPE_ppa1027147mg	22	32	1
OS09G0413700	PRUPE_ppa007072mg	61	55	1
OS09G0414500	PRUPE_ppa013998mg	42	52	0
OS09G0414500	PRUPE_ppa024260mg	38	46	0
OS09G0414600	PRUPE_ppa008908mg	55	19	1
OS09G0414600	PRUPE_ppa024080mg	53	17	1
OS09G0415700	PRUPE_ppa002971mg	74	74	1
OS09G0415700	PRUPE_ppa003018mg	72	73	1
OS09G0415800	PRUPE_ppa004086mg	65	65	0
OS09G0416200	PRUPE_ppa005688mg	68	77	1
OS09G0416500	PRUPE_ppa018436mg	22	39	1
OS09G0416600	PRUPE_ppa021934mg	24	25	1
OS09G0416700	PRUPE_ppa011415mg	67	69	1
OS09G0416800	PRUPE_ppa009376mg	67	64	0
OS09G0416800	PRUPE_ppa009848mg	66	68	0
OS09G0416800	PRUPE_ppa009874mg	68	69	0
OS09G0416900	PRUPE_ppa006790mg	45	55	1
OS09G0417500	PRUPE_ppa016961mg	34	38	1
OS09G0417600	PRUPE_ppa008566mg	32	33	1
OS09G0417600	PRUPE_ppa010796mg	35	48	1
OS09G0417800	PRUPE_ppa008566mg	28	27	1
OS09G0417800	PRUPE_ppa010796mg	28	38	1
OS09G0418000	PRUPE_ppa005575mg	55	55	0
OS09G0418000	PRUPE_ppa020118mg	52	50	0
OS09G0418500	PRUPE_ppa006023mg	28	53	1
OS09G0419200	PRUPE_ppa006945mg	69	63	1
OS09G0419200	PRUPE_ppa008280mg	66	70	1
OS09G0419500	PRUPE_ppa007740mg	23	26	1
OS09G0419500	PRUPE_ppa011447mg	19	37	1
OS09G0419500	PRUPE_ppa015337mg	20	38	1
OS09G0419500	PRUPE_ppa015376mg	18	42	1
OS09G0419500	PRUPE_ppa016287mg	25	26	1
OS09G0419500	PRUPE_ppa024847mg	23	35	1
OS09G0419600	PRUPE_ppa007740mg	38	27	1
OS09G0419600	PRUPE_ppa011447mg	26	32	1
OS09G0419600	PRUPE_ppa015337mg	30	36	1
OS09G0419600	PRUPE_ppa015376mg	25	37	1
OS09G0419600	PRUPE_ppa016287mg	39	26	1
OS09G0419600	PRUPE_ppa024847mg	35	34	1
OS09G0420000	PRUPE_ppa007740mg	32	28	1
OS09G0420000	PRUPE_ppa011447mg	25	36	1
OS09G0420000	PRUPE_ppa015337mg	23	34	1
OS09G0420000	PRUPE_ppa015376mg	22	40	1
OS09G0420000	PRUPE_ppa016287mg	29	23	1
OS09G0420000	PRUPE_ppa024847mg	28	33	1
OS09G0420100	PRUPE_ppa007740mg	34	27	1
OS09G0420100	PRUPE_ppa011447mg	25	35	1
OS09G0420100	PRUPE_ppa015337mg	25	34	1
OS09G0420100	PRUPE_ppa015376mg	24	41	1
OS09G0420100	PRUPE_ppa016287mg	32	24	1
OS09G0420100	PRUPE_ppa024847mg	30	34	1
OS09G0420300	PRUPE_ppa026720mg	39	43	1
OS09G0420600	PRUPE_ppa011109mg	54	52	1
OS09G0420800	PRUPE_ppa012799mg	98	97	0
OS09G0420900	PRUPE_ppa002969mg	53	53	1
OS09G0421100	PRUPE_ppa007527mg	63	52	1
OS09G0421166	PRUPE_ppa001309mg	26	7	1
OS09G0421200	PRUPE_ppa001309mg	42	18	1
OS09G0421300	PRUPE_ppa022510mg	42	45	0
OS09G0421600	PRUPE_ppa008691mg	23	17	1
OS09G0421600	PRUPE_ppa011562mg	21	25	1
OS09G0421700	PRUPE_ppa008691mg	21	21	1
OS09G0421700	PRUPE_ppa011562mg	18	28	1
OS09G0422000	PRUPE_ppa005022mg	25	23	0
OS09G0422500	PRUPE_ppa000618mg	83	82	1
OS09G0422600	PRUPE_ppa002975mg	42	39	1
OS09G0423200	PRUPE_ppa018475mg	48	53	1
OS09G0423300	PRUPE_ppa019391mg	46	58	1
OS09G0423400	PRUPE_ppa005422mg	56	61	1
OS09G0423500	PRUPE_ppa005040mg	49	49	1
OS09G0423600	PRUPE_ppa003927mg	69	68	1
OS09G0423700	PRUPE_ppa012850mg	50	49	1
OS09G0423800	PRUPE_ppa007768mg	59	61	0
OS09G0423800	PRUPE_ppa023152mg	59	60	0
OS09G0424200	PRUPE_ppa010448mg	52	57	1
OS09G0424300	PRUPE_ppa007294mg	49	52	0
OS09G0424300	PRUPE_ppa007732mg	49	54	0
OS09G0424600	PRUPE_ppa003757mg	66	64	1
OS09G0424701	PRUPE_ppa000529mg	25	8	0
OS09G0425900	PRUPE_ppa010029mg	58	60	0
OS09G0426000	PRUPE_ppa023869mg	29	44	1
OS09G0426200	PRUPE_ppa023869mg	39	33	1
OS09G0426500	PRUPE_ppa023869mg	28	43	1
OS09G0426800	PRUPE_ppa002836mg	65	64	1
OS09G0427800	PRUPE_ppa001301mg	46	48	0
OS09G0428000	PRUPE_ppa002254mg	81	57	0
OS09G0428300	PRUPE_ppa000839mg	45	40	1
OS09G0428300	PRUPE_ppa014659mg	43	39	1
OS09G0428300	PRUPE_ppa014704mg	38	41	1
OS09G0428300	PRUPE_ppa016908mg	44	41	1
OS09G0428300	PRUPE_ppa017927mg	45	43	1
OS09G0428300	PRUPE_ppa019144mg	42	39	1
OS09G0428300	PRUPE_ppa019874mg	43	40	1
OS09G0428300	PRUPE_ppa019950mg	43	41	1
OS09G0428300	PRUPE_ppa020965mg	32	40	1
OS09G0428300	PRUPE_ppa021995mg	42	40	1
OS09G0428300	PRUPE_ppa022588mg	43	40	1
OS09G0428300	PRUPE_ppa024352mg	29	37	1
OS09G0428300	PRUPE_ppa026853mg	41	40	1
OS09G0428300	PRUPE_ppa1027121mg	41	36	1
OS09G0428600	PRUPE_ppa000839mg	43	24	1
OS09G0428600	PRUPE_ppa014659mg	42	24	1
OS09G0428600	PRUPE_ppa014704mg	35	23	1
OS09G0428600	PRUPE_ppa016908mg	42	24	1
OS09G0428600	PRUPE_ppa017927mg	42	25	1
OS09G0428600	PRUPE_ppa019144mg	41	24	1
OS09G0428600	PRUPE_ppa019874mg	43	24	1
OS09G0428600	PRUPE_ppa019950mg	41	24	1
OS09G0428600	PRUPE_ppa020965mg	29	23	1
OS09G0428600	PRUPE_ppa021995mg	41	24	1
OS09G0428600	PRUPE_ppa022588mg	42	24	1
OS09G0428600	PRUPE_ppa024352mg	18	14	1
OS09G0428600	PRUPE_ppa026853mg	37	22	1
OS09G0428600	PRUPE_ppa1027121mg	37	20	1
OS09G0428900	PRUPE_ppa007989mg	46	51	1
OS09G0429000	PRUPE_ppa000839mg	43	41	1
OS09G0429000	PRUPE_ppa014659mg	44	42	1
OS09G0429000	PRUPE_ppa014704mg	38	43	1
OS09G0429000	PRUPE_ppa016908mg	43	43	1
OS09G0429000	PRUPE_ppa017927mg	43	44	1
OS09G0429000	PRUPE_ppa019144mg	42	42	1
OS09G0429000	PRUPE_ppa019874mg	43	42	1
OS09G0429000	PRUPE_ppa019950mg	42	42	1
OS09G0429000	PRUPE_ppa020965mg	31	43	1
OS09G0429000	PRUPE_ppa021995mg	43	44	1
OS09G0429000	PRUPE_ppa022588mg	43	42	1
OS09G0429000	PRUPE_ppa024352mg	29	40	1
OS09G0429000	PRUPE_ppa026853mg	40	42	1
OS09G0429000	PRUPE_ppa1027121mg	40	38	1
OS09G0429200	PRUPE_ppa000839mg	41	39	1
OS09G0429200	PRUPE_ppa014659mg	41	40	1
OS09G0429200	PRUPE_ppa014704mg	35	41	1
OS09G0429200	PRUPE_ppa016908mg	40	40	1
OS09G0429200	PRUPE_ppa017927mg	41	42	1
OS09G0429200	PRUPE_ppa019144mg	40	40	1
OS09G0429200	PRUPE_ppa019874mg	40	40	1
OS09G0429200	PRUPE_ppa019950mg	41	42	1
OS09G0429200	PRUPE_ppa020965mg	30	42	1
OS09G0429200	PRUPE_ppa021995mg	39	41	1
OS09G0429200	PRUPE_ppa022588mg	42	42	1
OS09G0429200	PRUPE_ppa024352mg	27	37	1
OS09G0429200	PRUPE_ppa026853mg	38	41	1
OS09G0429200	PRUPE_ppa1027121mg	38	36	1
OS09G0429400	PRUPE_ppa000839mg	42	40	1
OS09G0429400	PRUPE_ppa014659mg	43	42	1
OS09G0429400	PRUPE_ppa014704mg	37	43	1
OS09G0429400	PRUPE_ppa016908mg	43	43	1
OS09G0429400	PRUPE_ppa017927mg	43	44	1
OS09G0429400	PRUPE_ppa019144mg	42	42	1
OS09G0429400	PRUPE_ppa019874mg	42	42	1
OS09G0429400	PRUPE_ppa019950mg	42	42	1
OS09G0429400	PRUPE_ppa020965mg	31	42	1
OS09G0429400	PRUPE_ppa021995mg	42	43	1
OS09G0429400	PRUPE_ppa022588mg	42	42	1
OS09G0429400	PRUPE_ppa024352mg	29	40	1
OS09G0429400	PRUPE_ppa026853mg	40	42	1
OS09G0429400	PRUPE_ppa1027121mg	40	38	1
OS09G0429500	PRUPE_ppa000839mg	42	40	1
OS09G0429500	PRUPE_ppa014659mg	43	42	1
OS09G0429500	PRUPE_ppa014704mg	36	42	1
