Gene stable ID	Ostreococcus lucimarinus gene stable ID	% identity	Ostreococcus lucimarinus % identity	Orthology confidence [0 low, 1 high]
OS08G0361000	OSTLU_27423	8	3	1
OS08G0361000	OSTLU_27497	8	3	1
OS08G0363800	OSTLU_26412	39	28	1
OS08G0364900	OSTLU_29089	24	25	0
OS08G0364900	OSTLU_34904	36	42	0
OS08G0366000	OSTLU_51006	47	45	1
OS08G0366100	OSTLU_8975	40	65	1
OS08G0368000	OSTLU_94212	53	23	1
OS08G0369300	OSTLU_29609	55	27	1
OS08G0369700	OSTLU_26412	31	41	1
OS08G0369800	OSTLU_119472	19	8	1
OS08G0371608	OSTLU_119472	23	14	1
OS08G0374100	OSTLU_12468	47	59	1
OS08G0374800	OSTLU_42345	51	60	1
OS08G0375900	OSTLU_93596	29	35	1
OS08G0376200	OSTLU_93596	25	14	1
OS08G0377400	OSTLU_8401	13	22	1
OS08G0378900	OSTLU_37354	30	44	1
OS08G0382400	OSTLU_38395	46	51	1
OS08G0383700	OSTLU_8911	9	17	1
OS08G0386300	OSTLU_9043	38	61	0
OS08G0386800	OSTLU_28374	31	37	1
OS08G0386900	OSTLU_36640	21	27	1
OS08G0386900	OSTLU_41684	21	27	1
OS08G0387500	OSTLU_26482	21	20	1
OS08G0388900	OSTLU_43450	43	44	1
OS08G0389300	OSTLU_43450	50	25	1
OS08G0390100	OSTLU_28866	12	9	1
OS08G0393600	OSTLU_13214	11	6	0
OS08G0393600	OSTLU_29682	11	6	0
OS08G0395300	OSTLU_26258	61	60	1
OS08G0398400	OSTLU_49504	53	51	1
OS08G0398800	OSTLU_42647	34	37	1
OS08G0399600	OSTLU_7588	14	31	1
OS08G0404200	OSTLU_39278	39	43	1
OS08G0404300	OSTLU_39278	39	43	1
OS08G0404350	OSTLU_47051	26	6	1
OS08G0406500	OSTLU_4529	27	30	1
OS08G0406600	OSTLU_4529	28	32	1
OS08G0407000	OSTLU_49818	42	44	1
OS08G0412200	OSTLU_7586	35	50	1
OS08G0412500	OSTLU_39972	62	63	1
OS08G0412600	OSTLU_16235	0	0	0
OS08G0412600	OSTLU_8298	18	37	0
OS08G0413000	OSTLU_29008	57	64	0
OS08G0416100	OSTLU_40877	28	43	1
OS08G0416900	OSTLU_42185	30	34	1
OS08G0421900	OSTLU_34069	37	43	1
OS08G0422000	OSTLU_28781	37	45	1
OS08G0422300	OSTLU_29119	32	31	1
OS08G0424500	OSTLU_50750	56	54	1
OS08G0425100	OSTLU_33467	6	6	1
OS08G0425200	OSTLU_27062	22	28	1
OS08G0425200	OSTLU_30436	20	28	1
OS08G0425200	OSTLU_8657	21	34	1
OS08G0425200	OSTLU_93944	23	24	1
OS08G0425700	OSTLU_6061	24	26	1
OS08G0426000	OSTLU_8797	10	40	1
OS08G0427500	OSTLU_19106	20	27	1
OS08G0427700	OSTLU_12803	75	83	1
OS08G0427700	OSTLU_13104	75	83	1
OS08G0427700	OSTLU_13304	75	78	1
OS08G0430200	OSTLU_26154	33	37	1
OS08G0430500	OSTLU_28301	66	64	1
OS08G0430600	OSTLU_33157	31	44	1
OS08G0430700	OSTLU_4127	36	37	1
OS08G0431200	OSTLU_4622	5	13	1
OS08G0431300	OSTLU_2905	52	56	1
OS08G0433100	OSTLU_31737	36	34	1
OS08G0433300	OSTLU_89632	31	34	1
OS08G0434300	OSTLU_32875	54	52	1
OS08G0434632	OSTLU_18489	54	8	1
OS08G0435800	OSTLU_34954	37	38	1
OS08G0436600	OSTLU_15071	1	0	1
OS08G0436800	OSTLU_37383	49	50	1
OS08G0439900	OSTLU_31802	22	19	1
OS08G0440000	OSTLU_26300	28	29	1
OS08G0440300	OSTLU_119612	50	52	1
OS08G0440500	OSTLU_35662	41	41	1
OS08G0440800	OSTLU_12614	64	66	0
OS08G0441600	OSTLU_16515	38	33	1
OS08G0442300	OSTLU_8354	33	39	1
OS08G0444100	OSTLU_12621	62	61	1
OS08G0447200	OSTLU_14900	25	25	1
OS08G0447300	OSTLU_29432	4	5	0
OS08G0451000	OSTLU_35884	37	40	1
OS08G0451400	OSTLU_27423	11	13	1
OS08G0451400	OSTLU_27497	11	13	1
OS08G0451500	OSTLU_27423	9	2	1
OS08G0451500	OSTLU_27497	9	2	1
OS08G0451700	OSTLU_27423	8	6	1
OS08G0451700	OSTLU_27497	8	6	1
OS08G0453800	OSTLU_3057	47	45	1
OS08G0457600	OSTLU_36495	25	33	1
OS08G0463900	OSTLU_94776	32	43	1
OS08G0464000	OSTLU_28946	43	44	1
OS08G0467400	OSTLU_18031	21	31	1
OS08G0467400	OSTLU_27457	21	31	1
OS08G0468100	OSTLU_3554	20	49	0
OS08G0468700	OSTLU_3554	20	48	0
OS08G0469400	OSTLU_33886	23	17	1
OS08G0469700	OSTLU_10093	24	21	1
OS08G0473600	OSTLU_36075	43	42	1
OS08G0473900	OSTLU_36075	38	41	1
OS08G0474000	OSTLU_23938	26	13	0
OS08G0474600	OSTLU_92328	24	25	1
OS08G0474700	OSTLU_16541	54	53	1
OS08G0476400	OSTLU_30400	23	30	1
OS08G0478100	OSTLU_37283	32	34	1
OS08G0478200	OSTLU_93050	22	27	1
OS08G0478500	OSTLU_4512	12	38	1
OS08G0479300	OSTLU_29226	18	26	1
OS08G0480100	OSTLU_119580	29	35	0
OS08G0480400	OSTLU_32579	26	32	1
OS08G0480800	OSTLU_6675	33	37	1
OS08G0481800	OSTLU_28272	53	24	1
OS08G0481800	OSTLU_37045	51	25	1
OS08G0481950	OSTLU_87976	47	53	0
OS08G0482100	OSTLU_24961	11	13	1
OS08G0483200	OSTLU_7602	15	25	1
OS08G0484400	OSTLU_19070	21	31	1
OS08G0484400	OSTLU_27152	31	36	1
OS08G0484400	OSTLU_31007	27	34	1
OS08G0484400	OSTLU_36629	31	36	1
OS08G0484500	OSTLU_40785	54	55	1
OS08G0484600	OSTLU_12650	58	55	0
OS08G0485400	OSTLU_29975	31	25	1
OS08G0485900	OSTLU_27888	37	40	1
OS08G0486100	OSTLU_13063	48	13	1
OS08G0486200	OSTLU_9858	12	39	1
OS08G0487800	OSTLU_23829	45	50	1
OS08G0487900	OSTLU_5113	24	36	1
OS08G0490300	OSTLU_26750	13	33	1
OS08G0492100	OSTLU_24530	12	24	0
OS08G0493900	OSTLU_46295	28	35	1
OS08G0495800	OSTLU_744	37	41	1
OS08G0496000	OSTLU_43606	41	54	1
OS08G0499200	OSTLU_37468	21	29	1
OS08G0500100	OSTLU_31719	35	36	1
OS08G0500200	OSTLU_88023	22	27	1
OS08G0500700	OSTLU_26093	76	75	1
OS08G0500900	OSTLU_6266	40	57	1
OS08G0501132	OSTLU_6266	42	38	1
OS08G0504400	OSTLU_26294	48	52	1
OS08G0504500	OSTLU_28955	32	30	1
OS08G0504500	OSTLU_37084	26	31	1
OS08G0504800	OSTLU_40751	29	16	1
OS08G0505001	OSTLU_9512	34	35	1
OS08G0505300	OSTLU_17087	59	34	1
OS08G0506000	OSTLU_31820	9	39	1
OS08G0506500	OSTLU_33322	30	40	1
OS08G0508500	OSTLU_13914	21	21	1
OS08G0508500	OSTLU_39523	20	44	1
OS08G0508600	OSTLU_93719	31	29	1
OS08G0508800	OSTLU_46073	18	16	0
OS08G0509100	OSTLU_46073	18	16	0
OS08G0510500	OSTLU_14528	14	14	1
OS08G0512300	OSTLU_17209	55	52	1
OS08G0512500	OSTLU_29220	22	28	1
OS08G0513000	OSTLU_16331	41	17	1
OS08G0513300	OSTLU_18148	13	27	1
OS08G0515700	OSTLU_27341	12	12	0
OS08G0515700	OSTLU_29984	12	18	0
OS08G0515800	OSTLU_39628	19	17	1
OS08G0517200	OSTLU_164	42	23	0
OS08G0517300	OSTLU_27682	21	29	1
OS08G0517500	OSTLU_41998	34	40	1
OS08G0517700	OSTLU_33231	27	29	1
OS08G0517700	OSTLU_93721	24	19	1
OS08G0517900	OSTLU_39161	40	54	1
OS08G0518100	OSTLU_30730	11	23	1
OS08G0520100	OSTLU_28023	19	29	1
OS08G0520900	OSTLU_43578	56	53	1
OS08G0521800	OSTLU_33249	16	22	1
OS08G0522400	OSTLU_32890	31	41	1
OS08G0522600	OSTLU_5621	28	34	1
OS08G0524000	OSTLU_26405	27	23	1
OS08G0524600	OSTLU_86947	69	26	1
OS08G0525000	OSTLU_24119	47	50	1
OS08G0526300	OSTLU_26356	19	23	0
OS08G0526350	OSTLU_26746	18	20	1
OS08G0526700	OSTLU_94593	21	11	1
OS08G0528500	OSTLU_15159	41	56	1
OS08G0529100	OSTLU_33268	56	54	1
OS08G0530000	OSTLU_47740	51	57	1
OS08G0530200	OSTLU_32234	60	56	1
OS08G0531300	OSTLU_33145	31	39	1
OS08G0531900	OSTLU_29140	17	27	1
OS08G0532200	OSTLU_28523	63	64	1
OS08G0532300	OSTLU_40307	52	50	0
OS08G0532900	OSTLU_31593	21	19	1
OS08G0535600	OSTLU_42709	44	42	1
OS08G0535700	OSTLU_4812	25	33	1
OS08G0536000	OSTLU_12625	65	75	1
OS08G0537600	OSTLU_27255	24	32	1
OS08G0537600	OSTLU_29655	24	32	1
OS08G0538000	OSTLU_12730	54	56	1
OS08G0538700	OSTLU_27862	20	20	1
OS08G0539100	OSTLU_38073	7	56	1
OS08G0539600	OSTLU_48392	29	18	1
OS08G0540000	OSTLU_5022	26	32	1
OS08G0540100	OSTLU_46799	47	58	0
OS08G0540300	OSTLU_44173	29	36	0
OS08G0540400	OSTLU_24253	36	42	1
OS08G0540400	OSTLU_49728	33	36	1
OS08G0540500	OSTLU_30253	25	35	1
OS08G0541400	OSTLU_39771	41	55	1
OS08G0542000	OSTLU_48274	56	61	1
OS08G0542100	OSTLU_30488	35	40	0
OS08G0542900	OSTLU_30569	2	2	1
OS08G0545700	OSTLU_38424	10	15	0
OS08G0546400	OSTLU_15181	14	26	1
OS08G0547100	OSTLU_13316	31	41	1
OS08G0547100	OSTLU_28057	25	30	1
OS08G0548200	OSTLU_38646	54	55	1
OS08G0548300	OSTLU_38024	12	42	1
OS08G0548900	OSTLU_12149	67	65	1
OS08G0549300	OSTLU_26769	33	37	1
OS08G0550100	OSTLU_39898	45	50	1
OS08G0553800	OSTLU_47864	48	60	1
OS08G0554000	OSTLU_38586	15	28	1
OS08G0554900	OSTLU_23908	59	59	1
OS08G0555000	OSTLU_23908	65	28	1
OS08G0555200	OSTLU_23908	59	60	1
OS08G0555300	OSTLU_23908	33	9	1
OS08G0556200	OSTLU_33546	30	35	0
OS08G0556400	OSTLU_10632	3	43	1
OS08G0556600	OSTLU_26714	34	33	1
OS08G0557000	OSTLU_42710	48	45	0
OS08G0557100	OSTLU_12693	21	42	1
OS08G0557200	OSTLU_5767	31	32	1
OS08G0557200	OSTLU_5807	21	38	1
OS08G0557600	OSTLU_15314	41	39	1
OS08G0557900	OSTLU_38943	40	33	1
OS08G0558000	OSTLU_45590	63	46	1
OS08G0558200	OSTLU_26662	36	39	1
OS08G0558200	OSTLU_29383	43	47	1
OS08G0558400	OSTLU_2187	0	0	1
OS08G0558600	OSTLU_32248	44	49	1
OS08G0558700	OSTLU_31886	25	31	1
OS08G0558800	OSTLU_45590	63	46	1
OS08G0559200	OSTLU_39313	48	62	1
OS08G0559300	OSTLU_863	35	46	1
OS08G0559600	OSTLU_34354	65	68	1
OS08G0560900	OSTLU_51423	55	58	0
OS08G0561700	OSTLU_28559	49	52	1
OS08G0562100	OSTLU_42336	60	60	1
OS08G0562700	OSTLU_19807	47	28	1
OS08G0562700	OSTLU_26022	44	24	1
OS08G0562700	OSTLU_36617	49	28	1
OS08G0564100	OSTLU_12543	47	50	0
OS08G0564100	OSTLU_16090	46	52	0
OS08G0566000	OSTLU_88734	9	29	1
OS08G0566400	OSTLU_36053	35	36	1
OS08G0566600	OSTLU_9914	35	68	1
OS08G0567200	OSTLU_10530	25	56	1
OS09G0101100	OSTLU_17228	18	8	1
OS09G0101100	OSTLU_33300	11	15	1
OS09G0101100	OSTLU_36556	9	25	1
OS09G0103500	OSTLU_28023	15	20	1
OS09G0103600	OSTLU_39976	44	48	1
OS09G0103800	OSTLU_27083	18	26	1
OS09G0109500	OSTLU_39115	49	49	1
OS09G0110400	OSTLU_119616	39	41	1
OS09G0111100	OSTLU_29226	15	21	1
OS09G0114500	OSTLU_4049	15	52	1
OS09G0115400	OSTLU_50098	50	58	1
OS09G0115500	OSTLU_8994	22	37	1
OS09G0116050	OSTLU_29623	17	13	0
OS09G0116400	OSTLU_25819	32	28	1
OS09G0119100	OSTLU_43587	18	38	1
OS09G0121000	OSTLU_32662	41	5	1
OS09G0121050	OSTLU_32662	22	11	1
OS09G0121900	OSTLU_7211	22	13	1
OS09G0123500	OSTLU_3710	25	25	1
OS09G0124100	OSTLU_3710	25	16	1
OS09G0124800	OSTLU_3710	25	26	1
OS09G0127800	OSTLU_24382	62	62	0
OS09G0128600	OSTLU_30712	22	26	1
OS09G0130800	OSTLU_2292	20	43	1
OS09G0134500	OSTLU_16584	15	32	1
OS09G0135100	OSTLU_38525	18	2	1
OS09G0135400	OSTLU_28900	21	28	1
OS09G0135400	OSTLU_86258	9	28	1
OS09G0240200	OSTLU_37312	19	15	1
OS09G0241100	OSTLU_539	25	30	1
OS09G0242300	OSTLU_31385	46	47	1
OS09G0245500	OSTLU_31624	28	28	1
OS09G0246200	OSTLU_34669	34	35	0
OS09G0246250	OSTLU_14523	36	16	1
OS09G0247700	OSTLU_30667	30	1	1
OS09G0249000	OSTLU_32404	22	15	0
OS09G0249600	OSTLU_2670	43	46	1
OS09G0249700	OSTLU_32622	54	52	1
OS09G0249900	OSTLU_18254	55	78	1
OS09G0252800	OSTLU_41898	14	48	0
OS09G0252800	OSTLU_52147	14	48	0
OS09G0255400	OSTLU_32358	40	44	1
OS09G0258000	OSTLU_13731	23	25	1
OS09G0258000	OSTLU_6256	16	28	1
OS09G0258600	OSTLU_32234	59	55	1
OS09G0261300	OSTLU_33094	55	54	1
OS09G0266000	OSTLU_87388	22	17	1
OS09G0266400	OSTLU_29324	11	23	1
OS09G0267500	OSTLU_31083	15	26	1
OS09G0267600	OSTLU_28171	33	49	1
OS09G0270900	OSTLU_95454	14	48	0
OS09G0277800	OSTLU_32790	63	71	1
OS09G0279000	OSTLU_14528	14	26	1
OS09G0279500	OSTLU_7602	20	31	1
OS09G0279600	OSTLU_49589	50	52	1
OS09G0280600	OSTLU_33704	35	35	1
OS09G0281900	OSTLU_93026	10	15	1
OS09G0284200	OSTLU_12475	80	81	1
OS09G0284200	OSTLU_36487	51	88	1
OS09G0284400	OSTLU_14947	29	36	1
OS09G0284600	OSTLU_27769	1	1	1
OS09G0286400	OSTLU_2316	24	36	1
OS09G0286600	OSTLU_9237	19	58	1
OS09G0287000	OSTLU_9237	18	58	1
OS09G0287300	OSTLU_14439	26	34	1
OS09G0287300	OSTLU_93044	24	20	1
OS09G0293400	OSTLU_43750	80	80	1
OS09G0293900	OSTLU_27083	26	29	1
OS09G0294000	OSTLU_16870	48	54	1
OS09G0296800	OSTLU_88576	44	39	1
OS09G0296900	OSTLU_88419	27	38	1
OS09G0297000	OSTLU_2831	45	60	1
OS09G0297100	OSTLU_34833	41	41	1
OS09G0297400	OSTLU_4751	43	57	1
OS09G0297400	OSTLU_49715	38	47	1
OS09G0298200	OSTLU_35780	57	65	1
OS09G0298400	OSTLU_30768	31	31	1
OS09G0299200	OSTLU_26932	24	20	1
OS09G0299400	OSTLU_41153	14	25	1
OS09G0307800	OSTLU_17948	28	19	1
OS09G0307800	OSTLU_19163	28	19	1
OS09G0308900	OSTLU_33830	14	16	0
OS09G0314333	OSTLU_18795	20	23	1
OS09G0314333	OSTLU_33750	24	28	1
OS09G0314333	OSTLU_42112	24	26	1
OS09G0314333	OSTLU_5957	23	28	1
OS09G0314500	OSTLU_7913	20	39	1
OS09G0314500	OSTLU_7923	20	39	1
OS09G0314900	OSTLU_32196	30	31	1
OS09G0315700	OSTLU_51006	47	46	1
OS09G0316000	OSTLU_32579	23	26	1
OS09G0321200	OSTLU_119472	23	14	1
OS09G0321900	OSTLU_12468	58	57	1
OS09G0322200	OSTLU_87640	17	11	1
OS09G0322900	OSTLU_31726	35	16	1
OS09G0323000	OSTLU_42345	56	59	1
OS09G0323500	OSTLU_26585	27	17	1
OS09G0326800	OSTLU_33401	55	53	0
OS09G0326900	OSTLU_46171	39	40	1
OS09G0327400	OSTLU_39789	36	38	1
OS09G0327400	OSTLU_86923	37	34	1
OS09G0334600	OSTLU_9043	48	57	0
OS09G0338400	OSTLU_45194	57	67	0
OS09G0338500	OSTLU_15110	37	35	1
OS09G0345000	OSTLU_28105	30	25	1
OS09G0345700	OSTLU_34253	35	34	1
OS09G0346600	OSTLU_33810	14	22	1
OS09G0346700	OSTLU_28866	15	16	1
OS09G0347500	OSTLU_27583	76	56	1
OS09G0347700	OSTLU_27583	77	77	1
OS09G0347800	OSTLU_30748	21	20	1
OS09G0352400	OSTLU_17476	36	49	1
OS09G0359700	OSTLU_45798	34	26	1
OS09G0359900	OSTLU_29373	24	25	1
OS09G0361200	OSTLU_49504	52	50	1
OS09G0361500	OSTLU_37751	6	8	1
OS09G0364000	OSTLU_34185	16	22	1
OS09G0364500	OSTLU_49745	27	27	1
OS09G0364900	OSTLU_33884	39	16	1
OS09G0368200	OSTLU_30946	16	17	0
OS09G0368500	OSTLU_30946	18	17	0
OS09G0370200	OSTLU_42287	25	25	1
OS09G0370300	OSTLU_43363	43	52	1
OS09G0372400	OSTLU_28962	21	25	1
OS09G0373000	OSTLU_39972	62	63	1
OS09G0378300	OSTLU_31093	56	56	1
OS09G0380200	OSTLU_42185	37	29	1
OS09G0380300	OSTLU_87742	19	9	1
OS09G0381400	OSTLU_13119	28	42	0
OS09G0382300	OSTLU_29226	19	21	1
OS09G0383300	OSTLU_37745	2	2	1
OS09G0383400	OSTLU_27896	29	26	1
OS09G0383400	OSTLU_5153	18	29	1
OS09G0386400	OSTLU_42343	35	42	1
OS09G0386500	OSTLU_34069	36	42	1
OS09G0388400	OSTLU_6758	24	34	0
OS09G0390400	OSTLU_26154	19	4	1
OS09G0393501	OSTLU_6758	24	12	0
OS09G0393801	OSTLU_6758	35	13	0
OS09G0394500	OSTLU_3240	31	40	1
OS09G0394500	OSTLU_52000	26	30	1
OS09G0394700	OSTLU_31753	19	19	1
OS09G0394700	OSTLU_6100	20	31	1
OS09G0394900	OSTLU_6061	24	25	1
OS09G0396900	OSTLU_7084	20	15	0
OS09G0401200	OSTLU_19724	22	22	1
OS09G0407200	OSTLU_26154	33	36	1
OS09G0407600	OSTLU_40782	24	15	1
OS09G0407700	OSTLU_10396	24	36	1
OS09G0407900	OSTLU_2491	39	51	0
OS09G0407950	OSTLU_28375	5	11	1
OS09G0408000	OSTLU_28375	13	14	1
OS09G0408600	OSTLU_2905	44	50	1
OS09G0409950	OSTLU_25439	8	1	1
OS09G0409950	OSTLU_25920	8	1	1
OS09G0410125	OSTLU_25439	23	7	1
OS09G0410125	OSTLU_25920	23	7	1
OS09G0410300	OSTLU_25439	10	2	1
OS09G0410300	OSTLU_25920	10	2	1
OS09G0411650	OSTLU_43434	32	29	1
OS09G0411700	OSTLU_31808	26	36	1
OS09G0411700	OSTLU_94301	29	19	1
OS09G0413100	OSTLU_13879	28	11	1
OS09G0413500	OSTLU_37383	56	30	1
OS09G0415800	OSTLU_29493	46	58	1
OS09G0415800	OSTLU_37009	43	52	1
OS09G0416700	OSTLU_26300	29	29	1
OS09G0416800	OSTLU_119612	55	56	1
OS09G0420600	OSTLU_27661	32	35	1
OS09G0420700	OSTLU_43298	47	52	1
OS09G0420800	OSTLU_40601	27	53	0
OS09G0421100	OSTLU_35514	49	43	1
OS09G0423400	OSTLU_32854	17	15	1
OS09G0423400	OSTLU_35682	14	24	1
OS09G0423600	OSTLU_119506	36	39	0
OS09G0426800	OSTLU_26403	45	45	1
OS09G0428000	OSTLU_25890	29	17	1
OS09G0428900	OSTLU_31759	27	37	1
OS09G0428900	OSTLU_39681	36	42	1
OS09G0431500	OSTLU_9028	27	43	1
OS09G0431600	OSTLU_92797	22	16	1
OS09G0433900	OSTLU_30612	45	46	0
OS09G0434000	OSTLU_27423	11	2	1
OS09G0434000	OSTLU_27497	11	2	1
OS09G0434100	OSTLU_27423	11	5	1
OS09G0434100	OSTLU_27497	11	5	1
OS09G0434500	OSTLU_9237	12	62	1
OS09G0436500	OSTLU_18697	21	17	1
OS09G0437900	OSTLU_40562	39	60	1
OS09G0437900	OSTLU_8463	39	60	1
OS09G0438400	OSTLU_42574	23	23	1
OS09G0438700	OSTLU_43488	33	35	0
OS09G0439000	OSTLU_3060	13	34	1
OS09G0439050	OSTLU_16290	16	26	1
OS09G0439500	OSTLU_24045	39	50	1
OS09G0439500	OSTLU_33699	42	47	1
OS09G0439700	OSTLU_89323	35	34	1
OS09G0442600	OSTLU_36495	28	32	1
OS09G0442700	OSTLU_37662	38	55	1
OS09G0444200	OSTLU_1469	26	35	1
OS09G0444700	OSTLU_88251	35	26	1
OS09G0446200	OSTLU_31283	34	39	1
OS09G0446800	OSTLU_28303	58	62	0
OS09G0449000	OSTLU_24586	29	4	1
OS09G0452300	OSTLU_3240	41	20	1
OS09G0452300	OSTLU_52000	29	13	1
OS09G0452700	OSTLU_40601	26	48	0
OS09G0453200	OSTLU_33886	29	33	1
OS09G0453300	OSTLU_6061	18	19	1
OS09G0453400	OSTLU_5885	23	47	1
OS09G0453800	OSTLU_87535	26	29	1
OS09G0453900	OSTLU_10093	17	23	1
OS09G0454100	OSTLU_31680	28	37	1
OS09G0454600	OSTLU_25740	32	33	0
OS09G0454600	OSTLU_26925	21	23	0
OS09G0455400	OSTLU_88591	49	18	1
OS09G0457400	OSTLU_36075	41	40	1
OS09G0457600	OSTLU_36075	42	41	1
OS09G0457800	OSTLU_36075	42	41	1
OS09G0457900	OSTLU_23938	25	16	0
OS09G0459600	OSTLU_40915	21	27	1
OS09G0460000	OSTLU_92328	25	26	1
OS09G0460200	OSTLU_16541	40	30	1
OS09G0463100	OSTLU_39506	4	3	1
OS09G0464000	OSTLU_8182	20	32	0
OS09G0464400	OSTLU_4512	12	35	1
OS09G0465400	OSTLU_14154	35	49	1
OS09G0465800	OSTLU_33157	18	29	1
OS09G0466100	OSTLU_29226	19	25	1
OS09G0466800	OSTLU_28422	15	22	1
OS09G0466800	OSTLU_28498	15	22	1
OS09G0467100	OSTLU_43686	47	52	1
OS09G0469400	OSTLU_19757	49	23	1
OS09G0469900	OSTLU_12116	61	63	1
OS09G0469950	OSTLU_28272	50	27	1
OS09G0469950	OSTLU_37045	35	20	1
OS09G0470000	OSTLU_28272	60	12	1
OS09G0470000	OSTLU_37045	59	12	1
OS09G0471000	OSTLU_32579	25	20	1
OS09G0471900	OSTLU_19070	20	32	1
OS09G0471900	OSTLU_27152	31	40	1
OS09G0471900	OSTLU_31007	27	36	1
OS09G0471900	OSTLU_36629	31	40	1
OS09G0474300	OSTLU_23829	43	40	1
OS09G0476100	OSTLU_26750	14	35	1
OS09G0477900	OSTLU_46635	15	24	1
OS09G0479200	OSTLU_1531	21	13	0
OS09G0479200	OSTLU_32267	25	11	0
OS09G0479300	OSTLU_26874	13	29	1
OS09G0479400	OSTLU_26874	11	32	1
OS09G0481200	OSTLU_31549	32	44	1
OS09G0482000	OSTLU_34809	21	27	1
OS09G0482100	OSTLU_26093	80	80	1
OS09G0482400	OSTLU_26093	80	80	1
OS09G0482600	OSTLU_26093	80	80	1
OS09G0482620	OSTLU_2316	21	16	1
OS09G0482680	OSTLU_26345	36	42	1
OS09G0483600	OSTLU_86569	30	30	1
OS09G0484300	OSTLU_38506	1	6	1
OS09G0484800	OSTLU_29089	30	27	0
OS09G0484800	OSTLU_34904	45	45	0
OS09G0485900	OSTLU_45591	53	53	0
OS09G0486700	OSTLU_40751	28	17	1
OS09G0487500	OSTLU_9512	32	40	1
OS09G0487700	OSTLU_31820	8	35	1
OS09G0488000	OSTLU_8888	10	12	1
OS09G0489200	OSTLU_13914	25	20	1
OS09G0489200	OSTLU_39523	25	43	1
OS09G0491740	OSTLU_93051	21	21	1
OS09G0491772	OSTLU_31330	66	67	1
OS09G0493400	OSTLU_27341	14	13	0
OS09G0493400	OSTLU_29984	12	19	0
OS09G0493600	OSTLU_10585	16	32	1
OS09G0493800	OSTLU_5621	28	34	1
OS09G0497400	OSTLU_18371	41	40	1
OS09G0498100	OSTLU_39161	40	54	1
OS09G0500600	OSTLU_32265	44	44	0
OS09G0501200	OSTLU_86947	60	72	1
OS09G0501700	OSTLU_86947	46	71	1
OS09G0501850	OSTLU_42728	28	24	1
OS09G0502000	OSTLU_86947	59	71	1
OS09G0503400	OSTLU_31093	56	56	1
OS09G0504700	OSTLU_26746	21	24	1
OS09G0505300	OSTLU_29285	34	28	1
OS09G0505600	OSTLU_33268	57	56	1
OS09G0505700	OSTLU_17265	48	53	1
OS09G0505700	OSTLU_41053	53	52	1
OS09G0505800	OSTLU_47740	50	57	1
OS09G0506800	OSTLU_31598	14	21	1
OS09G0507600	OSTLU_31593	20	18	1
OS09G0507800	OSTLU_41276	69	70	1
OS09G0508900	OSTLU_43906	31	36	1
OS09G0509200	OSTLU_12625	63	72	1
OS09G0509500	OSTLU_42354	23	11	1
OS09G0510700	OSTLU_27255	25	34	1
OS09G0510700	OSTLU_29655	25	34	1
OS09G0511600	OSTLU_2583	27	31	1
OS09G0511700	OSTLU_2583	23	14	1
OS09G0511900	OSTLU_2583	26	28	1
OS09G0512000	OSTLU_27583	28	27	1
OS09G0513000	OSTLU_48392	46	43	1
OS09G0513200	OSTLU_5022	25	31	1
OS09G0513800	OSTLU_44173	31	35	0
OS09G0514200	OSTLU_24253	34	41	1
OS09G0514200	OSTLU_49728	33	36	1
OS09G0514300	OSTLU_29373	15	13	1
OS09G0514400	OSTLU_26200	20	26	1
OS09G0514900	OSTLU_42757	19	32	1
OS09G0515100	OSTLU_17718	30	31	1
OS09G0515100	OSTLU_42681	11	45	1
OS09G0515200	OSTLU_31764	47	42	1
OS09G0515500	OSTLU_33386	36	38	1
OS09G0516500	OSTLU_87094	15	23	1
OS09G0516600	OSTLU_6889	29	44	1
OS09G0517600	OSTLU_4622	10	36	1
OS09G0517700	OSTLU_38503	28	38	1
OS09G0520100	OSTLU_32665	24	26	1
OS09G0520400	OSTLU_27099	6	17	1
OS09G0520700	OSTLU_15057	40	43	1
OS09G0525400	OSTLU_38024	17	33	1
OS09G0525600	OSTLU_15181	13	23	1
OS09G0526700	OSTLU_42345	55	58	1
OS09G0527600	OSTLU_24119	44	51	1
OS09G0527900	OSTLU_33113	21	18	1
OS09G0529100	OSTLU_13316	35	38	1
OS09G0529100	OSTLU_28057	29	29	1
OS09G0529350	OSTLU_18525	29	23	1
OS09G0529700	OSTLU_42622	42	40	1
OS09G0530000	OSTLU_92393	25	24	1
OS09G0531100	OSTLU_26564	22	27	1
OS09G0531200	OSTLU_38903	16	36	1
OS09G0532000	OSTLU_27130	22	23	1
OS09G0532000	OSTLU_29779	22	23	1
OS09G0533100	OSTLU_45404	52	51	0
OS09G0533800	OSTLU_33594	20	21	1
OS09G0534000	OSTLU_30523	14	19	1
OS09G0534200	OSTLU_38646	54	55	1
OS09G0534600	OSTLU_26093	21	13	1
OS09G0534800	OSTLU_43151	36	29	1
OS09G0535000	OSTLU_24989	49	54	1
OS09G0535000	OSTLU_36521	49	56	1
OS09G0535100	OSTLU_38024	12	42	1
OS09G0535300	OSTLU_39211	38	38	1
OS09G0535500	OSTLU_31341	16	21	1
OS09G0536000	OSTLU_31440	24	31	1
OS09G0537600	OSTLU_37985	51	51	0
OS09G0538200	OSTLU_12149	67	65	1
OS09G0538800	OSTLU_27161	23	20	0
OS09G0538800	OSTLU_29748	23	20	0
