Gene stable ID	Populus trichocarpa gene stable ID	% identity	Populus trichocarpa % identity	Orthology confidence [0 low, 1 high]
OS12G0159700	POPTR_0006s22030	67	67	1
OS12G0159700	POPTR_0008s01870	67	67	1
OS12G0159700	POPTR_0010s24820	68	67	1
OS12G0159700	POPTR_0016s07170	67	63	1
OS12G0160400	POPTR_0001s22450	31	40	1
OS12G0160400	POPTR_0009s02270	30	30	1
OS12G0160900	POPTR_0016s05900	24	23	0
OS12G0160900	POPTR_0016s05920	22	30	0
OS12G0160900	POPTR_0149s00230	23	30	0
OS12G0161100	POPTR_0001s22370	28	30	1
OS12G0161100	POPTR_0006s21910	29	31	1
OS12G0161100	POPTR_0009s02150	21	30	1
OS12G0161100	POPTR_0016s07010	28	30	1
OS12G0161100	POPTR_0497s00200	28	30	1
OS12G0161500	POPTR_0005s16090	12	14	1
OS12G0161500	POPTR_0005s21170	14	16	1
OS12G0161700	POPTR_0005s16090	18	11	1
OS12G0161700	POPTR_0005s21170	16	11	1
OS12G0161900	POPTR_0005s16090	12	20	1
OS12G0161900	POPTR_0005s21170	12	21	1
OS12G0162400	POPTR_0001s38060	81	83	0
OS12G0162400	POPTR_0006s00480	80	80	0
OS12G0162400	POPTR_0011s09720	80	82	0
OS12G0162400	POPTR_0016s00520	72	81	0
OS12G0162500	POPTR_0002s07010	34	48	1
OS12G0162500	POPTR_0002s07020	19	56	1
OS12G0162500	POPTR_0005s21300	50	51	1
OS12G0162700	POPTR_0005s21260	17	14	1
OS12G0162700	POPTR_0019s02540	21	16	1
OS12G0162900	POPTR_0019s01800	27	27	1
OS12G0163000	POPTR_0013s11260	48	17	1
OS12G0163000	POPTR_0017s10130	57	19	1
OS12G0163100	POPTR_0013s11260	55	24	1
OS12G0163100	POPTR_0017s10130	54	21	1
OS12G0163200	POPTR_0008s04300	36	39	1
OS12G0163200	POPTR_0010s22520	15	38	1
OS12G0163300	POPTR_0002s04230	67	68	1
OS12G0163300	POPTR_0005s24310	68	70	1
OS12G0163400	POPTR_0002s06880	73	76	0
OS12G0163400	POPTR_0005s21450	74	78	0
OS12G0163400	POPTR_0005s21460	72	76	0
OS12G0163500	POPTR_0002s06930	43	44	0
OS12G0163500	POPTR_0005s21390	43	45	0
OS12G0163600	POPTR_0008s22620	50	52	1
OS12G0163800	POPTR_0002s07070	61	61	1
OS12G0163800	POPTR_0005s21250	58	63	1
OS12G0164600	POPTR_0002s06840	44	47	0
OS12G0164600	POPTR_0005s21470	44	47	0
OS12G0164800	POPTR_0013s10030	42	20	1
OS12G0164800	POPTR_0019s10640	42	21	1
OS12G0165000	POPTR_0005s04800	67	66	1
OS12G0165000	POPTR_0030s00210	66	67	1
OS12G0165400	POPTR_0001s31440	19	21	1
OS12G0165400	POPTR_0001s31450	22	23	1
OS12G0165400	POPTR_0001s31460	22	25	1
OS12G0165400	POPTR_0019s01630	21	22	1
OS12G0165400	POPTR_0879s00200	21	22	1
OS12G0165600	POPTR_0001s13430	49	36	1
OS12G0165600	POPTR_0001s33320	51	35	1
OS12G0165600	POPTR_0017s10030	50	35	1
OS12G0165700	POPTR_0001s31510	43	40	1
OS12G0165700	POPTR_0019s01790	43	41	1
OS12G0165900	POPTR_0001s45750	45	40	1
OS12G0165900	POPTR_0011s15180	47	45	1
OS12G0166000	POPTR_0001s45750	43	30	1
OS12G0166000	POPTR_0011s15180	45	33	1
OS12G0166300	POPTR_0001s31440	43	48	1
OS12G0166300	POPTR_0001s31450	39	41	1
OS12G0166300	POPTR_0001s31460	41	45	1
OS12G0166300	POPTR_0019s01630	41	44	1
OS12G0166300	POPTR_0879s00200	41	44	1
OS12G0166500	POPTR_0007s12920	48	21	1
OS12G0167900	POPTR_0002s06680	85	85	0
OS12G0167900	POPTR_0005s21640	86	86	0
OS12G0167900	POPTR_0022s00670	85	85	0
OS12G0168000	POPTR_0002s06650	14	53	1
OS12G0168000	POPTR_0005s21670	67	65	1
OS12G0168200	POPTR_0015s04790	20	54	0
OS12G0168200	POPTR_0015s04800	47	73	0
OS12G0168700	POPTR_0002s08450	72	73	1
OS12G0168700	POPTR_0005s19990	71	71	1
OS12G0168900	POPTR_0002s02870	96	96	0
OS12G0168900	POPTR_0002s08330	96	96	0
OS12G0168900	POPTR_0004s17030	96	96	0
OS12G0168900	POPTR_0005s25660	97	97	0
OS12G0168900	POPTR_0007s13890	96	96	0
OS12G0168900	POPTR_0009s12790	96	76	0
OS12G0169000	POPTR_0005s07130	63	61	1
OS12G0169000	POPTR_0007s04860	63	61	1
OS12G0169100	POPTR_0002s08400	26	40	1
OS12G0169100	POPTR_0005s07140	24	40	1
OS12G0169100	POPTR_0005s20040	24	41	1
OS12G0169100	POPTR_0007s04870	26	41	1
OS12G0169400	POPTR_0005s07150	65	64	1
OS12G0169400	POPTR_0007s04880	63	62	1
OS12G0169700	POPTR_0002s03550	79	75	1
OS12G0169700	POPTR_0005s12280	74	75	1
OS12G0169700	POPTR_0005s25060	78	78	1
OS12G0169800	POPTR_0013s11690	72	73	1
OS12G0169800	POPTR_0019s00630	74	78	1
OS12G0169800	POPTR_0019s11290	72	73	1
OS12G0170100	POPTR_0003s19300	35	40	0
OS12G0170100	POPTR_0006s03790	48	47	0
OS12G0170100	POPTR_0016s03540	47	46	0
OS12G0170300	POPTR_0022s00710	61	56	1
OS12G0170400	POPTR_0013s11900	38	35	1
OS12G0170400	POPTR_0019s11520	37	34	1
OS12G0170600	POPTR_0013s11560	48	52	1
OS12G0170600	POPTR_0019s11170	44	44	1
OS12G0170700	POPTR_0005s08760	56	29	1
OS12G0170700	POPTR_0007s06790	61	30	1
OS12G0170800	POPTR_0001s31440	57	56	1
OS12G0170800	POPTR_0001s31450	51	48	1
OS12G0170800	POPTR_0001s31460	58	56	1
OS12G0170800	POPTR_0019s01630	51	48	1
OS12G0170800	POPTR_0879s00200	51	48	1
OS12G0171200	POPTR_0013s11570	51	58	0
OS12G0172500	POPTR_0006s13110	64	66	1
OS12G0172500	POPTR_0016s09020	65	65	1
OS12G0173300	POPTR_0004s23080	33	27	1
OS12G0173300	POPTR_0013s11510	32	35	1
OS12G0173300	POPTR_0019s11120	32	40	1
OS12G0173366	POPTR_0002s14410	60	60	1
OS12G0173366	POPTR_0014s05810	59	60	1
OS12G0174100	POPTR_0019s11010	44	72	1
OS12G0174100	POPTR_0603s00200	38	74	1
OS12G0174700	POPTR_0001s04650	53	41	1
OS12G0174700	POPTR_0003s21450	56	42	1
OS12G0174700	POPTR_0003s21460	54	42	1
OS12G0174700	POPTR_0003s21470	53	41	1
OS12G0174800	POPTR_0013s11970	41	40	0
OS12G0174800	POPTR_0019s11590	24	36	0
OS12G0175500	POPTR_0016s12670	51	68	1
OS12G0175700	POPTR_0003s01100	78	78	1
OS12G0175700	POPTR_0004s22800	78	80	1
OS12G0175900	POPTR_0009s03090	39	18	1
OS12G0176200	POPTR_0004s23140	53	51	1
OS12G0176200	POPTR_0022s00770	56	53	1
OS12G0176500	POPTR_0002s08030	63	78	1
OS12G0176500	POPTR_0002s08060	73	74	1
OS12G0176500	POPTR_0005s20370	78	78	1
OS12G0176700	POPTR_0002s08110	40	43	1
OS12G0176700	POPTR_0005s20300	39	41	1
OS12G0176800	POPTR_0001s01130	91	91	0
OS12G0176800	POPTR_0003s10400	89	89	0
OS12G0177500	POPTR_0002s08190	48	44	1
OS12G0177500	POPTR_0005s07070	50	54	1
OS12G0177500	POPTR_0005s20210	49	49	1
OS12G0177500	POPTR_0007s04790	50	54	1
OS12G0177500	POPTR_0007s04800	52	51	1
OS12G0178000	POPTR_0001s42150	60	42	1
OS12G0178000	POPTR_0002s08230	65	49	1
OS12G0178000	POPTR_0005s07090	63	47	1
OS12G0178000	POPTR_0005s20150	65	49	1
OS12G0178100	POPTR_0002s08240	80	66	1
OS12G0178100	POPTR_0005s20140	79	58	1
OS12G0178200	POPTR_0002s08240	73	62	1
OS12G0178200	POPTR_0005s20140	72	55	1
OS12G0178300	POPTR_0002s07640	67	22	1
OS12G0178300	POPTR_0005s06640	67	22	1
OS12G0178300	POPTR_0005s20670	68	22	1
OS12G0178300	POPTR_0007s04340	67	21	1
OS12G0178500	POPTR_0001s35430	47	40	1
OS12G0178500	POPTR_0015s08560	41	36	1
OS12G0178633	POPTR_0006s08480	41	31	1
OS12G0178700	POPTR_0006s27100	68	48	1
OS12G0178700	POPTR_0018s01780	20	38	1
OS12G0179800	POPTR_0005s06930	60	61	1
OS12G0180100	POPTR_0009s16940	72	71	1
OS12G0180400	POPTR_0003s10190	64	89	1
OS12G0180400	POPTR_0006s13850	64	93	1
OS12G0180500	POPTR_0002s07820	38	37	1
OS12G0180500	POPTR_0005s06800	40	40	1
OS12G0180500	POPTR_0005s20540	40	41	1
OS12G0180500	POPTR_0007s04490	40	39	1
OS12G0180600	POPTR_0002s26180	10	26	1
OS12G0180600	POPTR_0014s18340	17	21	1
OS12G0181200	POPTR_0002s07820	25	13	1
OS12G0181200	POPTR_0005s06800	22	12	1
OS12G0181200	POPTR_0005s20540	24	13	1
OS12G0181200	POPTR_0007s04490	23	12	1
OS12G0181300	POPTR_0006s21180	23	33	1
OS12G0181300	POPTR_0016s06280	46	39	1
OS12G0181900	POPTR_0004s04340	56	55	1
OS12G0181900	POPTR_0011s05200	58	57	1
OS12G0182000	POPTR_0005s06760	23	26	1
OS12G0182000	POPTR_0007s04430	22	25	1
OS12G0182100	POPTR_0004s23150	18	24	1
OS12G0182100	POPTR_0022s00780	18	24	1
OS12G0182200	POPTR_0013s11870	73	73	0
OS12G0182200	POPTR_0019s11470	73	72	0
OS12G0182300	POPTR_0013s11860	50	52	1
OS12G0182300	POPTR_0019s11450	27	44	1
OS12G0182300	POPTR_0019s11460	50	52	1
OS12G0182700	POPTR_0005s06520	61	65	1
OS12G0182700	POPTR_0007s04260	26	68	1
OS12G0182800	POPTR_0008s09910	56	57	1
OS12G0183100	POPTR_0002s07560	57	73	1
OS12G0183100	POPTR_0005s06500	63	64	1
OS12G0183100	POPTR_0005s20770	57	73	1
OS12G0183200	POPTR_0005s06490	62	51	1
OS12G0183200	POPTR_0007s04240	61	57	1
OS12G0183300	POPTR_0005s06490	69	35	1
OS12G0183300	POPTR_0007s04240	66	38	1
OS12G0184033	POPTR_0013s05090	0	0	1
OS12G0184300	POPTR_0013s05090	0	0	1
OS12G0187500	POPTR_0001s09250	49	27	0
OS12G0187500	POPTR_0002s15950	48	26	0
OS12G0187500	POPTR_0003s12600	49	26	0
OS12G0187500	POPTR_0014s07750	47	26	0
OS12G0187800	POPTR_0005s06030	31	43	1
OS12G0187800	POPTR_0007s03830	31	37	1
OS12G0188500	POPTR_0005s06010	29	49	1
OS12G0188500	POPTR_0007s03820	38	37	1
OS12G0188900	POPTR_0002s07420	15	19	1
OS12G0188900	POPTR_0005s20900	56	41	1
OS12G0189300	POPTR_0002s07450	26	56	1
OS12G0189400	POPTR_0005s06420	65	56	0
OS12G0189400	POPTR_0007s04160	64	56	0
OS12G0189500	POPTR_0005s11390	47	50	0
OS12G0189500	POPTR_0005s20840	47	51	0
OS12G0189500	POPTR_0016s00500	45	50	0
OS12G0189500	POPTR_0020s00240	45	50	0
OS12G0189700	POPTR_0005s06450	19	34	1
OS12G0189700	POPTR_0005s06460	35	75	1
OS12G0189700	POPTR_0007s04210	26	61	1
OS12G0189900	POPTR_0001s28030	37	35	1
OS12G0189900	POPTR_0009s07210	36	35	1
OS12G0190000	POPTR_0005s14440	65	64	1
OS12G0190100	POPTR_0005s06100	63	61	1
OS12G0190200	POPTR_0002s07330	63	62	1
OS12G0190400	POPTR_0005s06120	7	21	0
OS12G0190400	POPTR_0005s06130	58	46	0
OS12G0190400	POPTR_0007s03860	59	49	0
OS12G0190400	POPTR_0007s03870	59	45	0
OS12G0190400	POPTR_0231s00260	2	7	0
OS12G0190400	POPTR_1651s00200	30	51	0
OS12G0191300	POPTR_0005s06120	1	2	0
OS12G0191300	POPTR_0005s06130	61	32	0
OS12G0191300	POPTR_0007s03860	59	33	0
OS12G0191300	POPTR_0007s03870	60	31	0
OS12G0191300	POPTR_0231s00260	1	2	0
OS12G0191300	POPTR_1651s00200	44	51	0
OS12G0192500	POPTR_0003s01150	63	65	1
OS12G0193100	POPTR_0003s03010	36	42	1
OS12G0193200	POPTR_0006s09720	63	61	1
OS12G0193200	POPTR_0016s11810	62	60	1
OS12G0194600	POPTR_0003s01010	18	60	0
OS12G0194600	POPTR_0003s01040	41	40	0
OS12G0194600	POPTR_0004s22880	31	38	0
OS12G0194700	POPTR_0001s25380	67	71	1
OS12G0194800	POPTR_0022s00690	57	60	1
OS12G0197100	POPTR_0004s23390	69	67	1
OS12G0197400	POPTR_0006s06230	45	45	1
OS12G0197400	POPTR_0025s00620	44	44	1
OS12G0197500	POPTR_0001s07420	30	34	1
OS12G0197500	POPTR_0003s18660	25	29	1
OS12G0197500	POPTR_0003s18670	23	29	1
OS12G0197500	POPTR_0003s18680	24	22	1
OS12G0197500	POPTR_0003s18690	19	25	1
OS12G0197500	POPTR_0003s18700	27	19	1
OS12G0197500	POPTR_0019s00300	49	46	1
OS12G0197700	POPTR_0001s07420	25	32	1
OS12G0197700	POPTR_0003s18660	20	27	1
OS12G0197700	POPTR_0003s18670	20	27	1
OS12G0197700	POPTR_0003s18680	20	20	1
OS12G0197700	POPTR_0003s18690	17	25	1
OS12G0197700	POPTR_0003s18700	21	16	1
OS12G0197700	POPTR_0019s00300	38	40	1
OS12G0197900	POPTR_0004s09140	78	25	1
OS12G0197900	POPTR_0005s14820	80	26	1
OS12G0198200	POPTR_0013s10540	55	22	1
OS12G0198200	POPTR_0019s10030	55	21	1
OS12G0199500	POPTR_0001s45530	33	18	0
OS12G0199500	POPTR_0002s07730	22	18	0
OS12G0199500	POPTR_0002s18120	34	20	0
OS12G0199500	POPTR_0002s18130	34	20	0
OS12G0199500	POPTR_0002s18140	0	0	0
OS12G0199500	POPTR_0002s18150	33	19	0
OS12G0199500	POPTR_0002s18160	32	20	0
OS12G0199500	POPTR_0011s15360	35	21	0
OS12G0199500	POPTR_0012s00670	36	21	0
OS12G0199500	POPTR_0014s10210	31	17	0
OS12G0199500	POPTR_0014s10220	33	19	0
OS12G0199500	POPTR_0015s00550	36	21	0
OS12G0199500	POPTR_0016s10450	31	19	0
OS12G0199500	POPTR_0019s11400	19	22	0
OS12G0202700	POPTR_0001s45530	34	20	0
OS12G0202700	POPTR_0002s07730	27	24	0
OS12G0202700	POPTR_0002s18120	40	25	0
OS12G0202700	POPTR_0002s18130	40	25	0
OS12G0202700	POPTR_0002s18140	1	3	0
OS12G0202700	POPTR_0002s18150	39	24	0
OS12G0202700	POPTR_0002s18160	40	26	0
OS12G0202700	POPTR_0011s15360	38	24	0
OS12G0202700	POPTR_0012s00670	41	25	0
OS12G0202700	POPTR_0014s10210	39	22	0
OS12G0202700	POPTR_0014s10220	39	24	0
OS12G0202700	POPTR_0015s00550	41	25	0
OS12G0202700	POPTR_0016s10450	37	24	0
OS12G0202700	POPTR_0019s11400	25	31	0
OS12G0203000	POPTR_0004s23550	36	15	1
OS12G0203000	POPTR_0013s10440	45	19	1
OS12G0203000	POPTR_0019s10200	42	18	1
OS12G0203000	POPTR_0022s00310	35	15	1
OS12G0203100	POPTR_0013s10270	57	34	1
OS12G0203100	POPTR_0013s10290	55	29	1
OS12G0204500	POPTR_0004s23540	48	40	0
OS12G0204500	POPTR_0013s10240	47	46	0
OS12G0204500	POPTR_0019s10490	48	47	0
OS12G0204500	POPTR_0022s00320	50	51	0
OS12G0205500	POPTR_0001s41540	20	17	1
OS12G0205500	POPTR_0001s41550	18	21	1
OS12G0205500	POPTR_0001s41570	19	18	1
OS12G0205500	POPTR_0001s41680	16	20	1
OS12G0205500	POPTR_0001s41690	14	16	1
OS12G0205500	POPTR_0011s12470	19	19	1
OS12G0205500	POPTR_0011s12480	20	19	1
OS12G0205500	POPTR_0011s12500	17	22	1
OS12G0205500	POPTR_0011s12620	17	20	1
OS12G0205500	POPTR_0011s12630	19	17	1
OS12G0205500	POPTR_0019s00250	17	15	1
OS12G0205500	POPTR_0019s00260	8	22	1
OS12G0205500	POPTR_0019s00390	19	19	1
OS12G0205500	POPTR_0019s00410	18	16	1
OS12G0205500	POPTR_0019s00430	18	18	1
OS12G0205500	POPTR_0019s00450	12	14	1
OS12G0205500	POPTR_0019s00470	11	21	1
OS12G0205500	POPTR_0019s00480	11	28	1
OS12G0205500	POPTR_0019s00510	19	18	1
OS12G0205500	POPTR_0019s00540	17	17	1
OS12G0205500	POPTR_0019s00570	16	15	1
OS12G0205500	POPTR_0019s00580	10	26	1
OS12G0205500	POPTR_0019s00620	15	20	1
OS12G0205500	POPTR_0019s01010	17	10	1
OS12G0205500	POPTR_0019s01050	17	15	1
OS12G0205500	POPTR_0019s01080	17	19	1
OS12G0205500	POPTR_0019s01100	18	17	1
OS12G0205500	POPTR_0019s01670	18	17	1
OS12G0205500	POPTR_0019s01990	17	17	1
OS12G0205500	POPTR_0019s02010	15	19	1
OS12G0205500	POPTR_0019s02040	18	18	1
OS12G0205500	POPTR_0019s02060	12	15	1
OS12G0205500	POPTR_0019s02070	17	16	1
OS12G0205500	POPTR_0019s02080	18	16	1
OS12G0205500	POPTR_0019s02110	18	15	1
OS12G0205500	POPTR_0019s02120	12	20	1
OS12G0205500	POPTR_0019s02150	16	15	1
OS12G0205500	POPTR_0019s02160	14	16	1
OS12G0205500	POPTR_0019s02170	18	18	1
OS12G0205500	POPTR_0019s02180	19	16	1
OS12G0205500	POPTR_0019s02190	18	18	1
OS12G0205500	POPTR_0019s02200	19	17	1
OS12G0205500	POPTR_0019s03050	10	26	1
OS12G0205500	POPTR_0019s03080	20	15	1
OS12G0205500	POPTR_0019s03700	17	15	1
OS12G0205500	POPTR_0019s03710	18	15	1
OS12G0205500	POPTR_0019s03720	19	15	1
OS12G0205500	POPTR_0019s03970	16	16	1
OS12G0205500	POPTR_0031s00200	17	16	1
OS12G0205500	POPTR_0031s00230	10	13	1
OS12G0205500	POPTR_0031s00260	11	22	1
OS12G0205500	POPTR_0031s00270	9	30	1
OS12G0205500	POPTR_0031s00320	14	20	1
OS12G0205500	POPTR_0031s00330	14	16	1
OS12G0205500	POPTR_0031s00350	13	15	1
OS12G0205500	POPTR_0031s00420	15	21	1
OS12G0205500	POPTR_0031s00430	12	20	1
OS12G0205500	POPTR_0031s00440	18	19	1
OS12G0205500	POPTR_0031s00490	19	19	1
OS12G0205500	POPTR_0031s00510	5	13	1
OS12G0205500	POPTR_0060s00220	17	17	1
OS12G0205500	POPTR_0060s00240	18	17	1
OS12G0205500	POPTR_0060s00250	16	16	1
OS12G0205500	POPTR_0123s00220	16	12	1
OS12G0205500	POPTR_0123s00230	18	14	1
OS12G0205500	POPTR_0123s00240	12	12	1
OS12G0205500	POPTR_0190s00200	17	17	1
OS12G0205500	POPTR_0190s00220	18	15	1
OS12G0205500	POPTR_0287s00200	17	21	1
OS12G0205500	POPTR_0287s00220	19	16	1
OS12G0205500	POPTR_0661s00220	12	18	1
OS12G0205500	POPTR_0922s00200	18	21	1
OS12G0206700	POPTR_0008s02590	23	40	1
OS12G0206700	POPTR_0010s24130	31	32	1
OS12G0206800	POPTR_0013s10190	24	69	1
OS12G0206800	POPTR_0019s10540	55	55	1
OS12G0207300	POPTR_0002s02450	99	99	1
OS12G0207300	POPTR_0005s25990	99	99	1
OS12G0207500	POPTR_0008s21750	0	2	0
OS12G0207500	POPTR_0013s10800	31	49	0
OS12G0207600	POPTR_0010s04010	13	55	0
OS12G0207600	POPTR_0013s10840	7	76	0
OS12G0208900	POPTR_0002s10330	24	21	1
OS12G0208900	POPTR_0005s17620	23	20	1
OS12G0209100	POPTR_0010s17280	66	66	1
OS12G0209300	POPTR_0003s04050	40	37	1
OS12G0209300	POPTR_0004s23940	39	38	1
OS12G0209700	POPTR_0001s10770	29	15	0
OS12G0210200	POPTR_0004s24090	60	57	1
OS12G0210300	POPTR_0004s24090	58	55	1
OS12G0210400	POPTR_0001s46370	6	63	0
OS12G0210400	POPTR_0003s03690	27	54	0
OS12G0210400	POPTR_0003s03700	19	49	0
OS12G0210400	POPTR_0004s24000	42	50	0
OS12G0210400	POPTR_0004s24010	46	49	0
OS12G0210400	POPTR_0004s24020	47	50	0
OS12G0210400	POPTR_0004s24030	53	54	0
OS12G0210400	POPTR_0004s24060	17	52	0
OS12G0210400	POPTR_0004s24070	53	54	0
OS12G0210400	POPTR_0004s24080	32	54	0
OS12G0210400	POPTR_0006s27700	6	56	0
OS12G0210400	POPTR_0018s00260	42	50	0
OS12G0210800	POPTR_0002s06270	85	85	1
OS12G0210800	POPTR_0005s22100	85	85	1
OS12G0211301	POPTR_0014s17120	28	8	1
OS12G0211400	POPTR_0014s17120	49	48	1
OS12G0211500	POPTR_0016s12800	32	40	1
OS12G0211500	POPTR_0016s12810	33	35	1
OS12G0212100	POPTR_0014s17120	47	46	1
OS12G0215950	POPTR_0016s12800	32	40	1
OS12G0215950	POPTR_0016s12810	33	35	1
OS12G0217400	POPTR_0016s12800	32	40	1
OS12G0217400	POPTR_0016s12810	33	35	1
OS12G0218500	POPTR_0016s12800	41	15	1
OS12G0218500	POPTR_0016s12810	41	13	1
OS12G0221700	POPTR_0016s12800	41	15	1
OS12G0221700	POPTR_0016s12810	41	13	1
OS12G0222800	POPTR_0016s12800	32	40	1
OS12G0222800	POPTR_0016s12810	33	36	1
OS12G0222900	POPTR_0016s12800	31	40	1
OS12G0222900	POPTR_0016s12810	33	35	1
OS12G0223300	POPTR_0014s01940	31	34	0
OS12G0224000	POPTR_0005s07190	69	21	1
OS12G0224000	POPTR_0007s04920	71	21	1
OS12G0224400	POPTR_0001s39070	27	34	0
OS12G0224400	POPTR_0001s39100	27	32	0
OS12G0224400	POPTR_0019s09830	10	31	0
OS12G0224500	POPTR_0001s37090	7	14	0
OS12G0225100	POPTR_0007s00450	40	19	1
OS12G0225100	POPTR_0017s04020	40	20	1
OS12G0225200	POPTR_0007s00440	30	13	1
OS12G0225200	POPTR_0017s04010	27	12	1
OS12G0225300	POPTR_0004s20710	34	29	1
OS12G0225300	POPTR_0004s21880	37	33	1
OS12G0225300	POPTR_0004s21890	27	32	1
OS12G0225300	POPTR_0005s27900	34	35	1
OS12G0225300	POPTR_0008s01240	36	30	1
OS12G0225300	POPTR_0009s16010	34	29	1
OS12G0225300	POPTR_0009s17110	36	34	1
OS12G0225300	POPTR_0011s14880	37	32	1
OS12G0225900	POPTR_0007s00550	58	57	0
OS12G0225900	POPTR_0007s00560	58	57	0
OS12G0225900	POPTR_0007s00570	57	56	0
OS12G0225900	POPTR_0007s00650	17	68	0
OS12G0225900	POPTR_0007s00690	57	57	0
OS12G0225900	POPTR_0017s00260	54	54	0
OS12G0225900	POPTR_0017s00280	50	44	0
OS12G0225900	POPTR_0017s00310	58	57	0
OS12G0225900	POPTR_0017s00640	52	57	0
OS12G0225900	POPTR_0017s00670	13	48	0
OS12G0225900	POPTR_0017s00680	53	52	0
OS12G0225900	POPTR_0017s00690	56	60	0
OS12G0225900	POPTR_0017s03610	50	55	0
OS12G0225900	POPTR_0017s03680	59	57	0
OS12G0225900	POPTR_0017s03750	51	60	0
OS12G0225900	POPTR_0017s03780	58	58	0
OS12G0225900	POPTR_0017s03860	59	57	0
OS12G0225900	POPTR_0017s03890	60	58	0
OS12G0225900	POPTR_0501s00200	20	46	0
OS12G0226400	POPTR_0007s00550	56	55	0
OS12G0226400	POPTR_0007s00560	55	55	0
OS12G0226400	POPTR_0007s00570	54	54	0
OS12G0226400	POPTR_0007s00650	16	67	0
OS12G0226400	POPTR_0007s00690	55	55	0
OS12G0226400	POPTR_0017s00260	57	56	0
OS12G0226400	POPTR_0017s00280	52	46	0
OS12G0226400	POPTR_0017s00310	55	55	0
OS12G0226400	POPTR_0017s00640	50	55	0
OS12G0226400	POPTR_0017s00670	12	43	0
OS12G0226400	POPTR_0017s00680	54	54	0
OS12G0226400	POPTR_0017s00690	53	57	0
OS12G0226400	POPTR_0017s03610	46	51	0
OS12G0226400	POPTR_0017s03680	55	53	0
OS12G0226400	POPTR_0017s03750	48	57	0
OS12G0226400	POPTR_0017s03780	54	55	0
OS12G0226400	POPTR_0017s03860	56	54	0
OS12G0226400	POPTR_0017s03890	56	54	0
OS12G0226400	POPTR_0501s00200	20	48	0
OS12G0226700	POPTR_0007s00550	59	58	0
OS12G0226700	POPTR_0007s00560	58	57	0
OS12G0226700	POPTR_0007s00570	59	59	0
OS12G0226700	POPTR_0007s00650	16	67	0
OS12G0226700	POPTR_0007s00690	60	60	0
OS12G0226700	POPTR_0017s00260	55	55	0
OS12G0226700	POPTR_0017s00280	51	45	0
OS12G0226700	POPTR_0017s00310	60	59	0
OS12G0226700	POPTR_0017s00640	53	59	0
OS12G0226700	POPTR_0017s00670	13	47	0
OS12G0226700	POPTR_0017s00680	53	52	0
OS12G0226700	POPTR_0017s00690	55	60	0
OS12G0226700	POPTR_0017s03610	50	55	0
OS12G0226700	POPTR_0017s03680	58	56	0
OS12G0226700	POPTR_0017s03750	51	61	0
OS12G0226700	POPTR_0017s03780	57	57	0
OS12G0226700	POPTR_0017s03860	59	57	0
OS12G0226700	POPTR_0017s03890	59	57	0
OS12G0226700	POPTR_0501s00200	19	46	0
OS12G0226900	POPTR_0007s00550	61	60	0
OS12G0226900	POPTR_0007s00560	60	59	0
OS12G0226900	POPTR_0007s00570	60	60	0
OS12G0226900	POPTR_0007s00650	17	71	0
OS12G0226900	POPTR_0007s00690	61	61	0
OS12G0226900	POPTR_0017s00260	57	57	0
OS12G0226900	POPTR_0017s00280	53	47	0
OS12G0226900	POPTR_0017s00310	61	61	0
OS12G0226900	POPTR_0017s00640	55	60	0
OS12G0226900	POPTR_0017s00670	13	47	0
OS12G0226900	POPTR_0017s00680	56	55	0
OS12G0226900	POPTR_0017s00690	58	63	0
OS12G0226900	POPTR_0017s03610	52	57	0
OS12G0226900	POPTR_0017s03680	60	58	0
OS12G0226900	POPTR_0017s03750	53	62	0
OS12G0226900	POPTR_0017s03780	59	59	0
OS12G0226900	POPTR_0017s03860	61	58	0
OS12G0226900	POPTR_0017s03890	61	59	0
OS12G0226900	POPTR_0501s00200	20	47	0
OS12G0227400	POPTR_0007s00550	59	58	0
OS12G0227400	POPTR_0007s00560	59	58	0
OS12G0227400	POPTR_0007s00570	58	57	0
OS12G0227400	POPTR_0007s00650	17	68	0
OS12G0227400	POPTR_0007s00690	61	61	0
OS12G0227400	POPTR_0017s00260	58	57	0
OS12G0227400	POPTR_0017s00280	52	46	0
OS12G0227400	POPTR_0017s00310	61	60	0
OS12G0227400	POPTR_0017s00640	55	60	0
OS12G0227400	POPTR_0017s00670	13	47	0
OS12G0227400	POPTR_0017s00680	54	53	0
OS12G0227400	POPTR_0017s00690	57	62	0
OS12G0227400	POPTR_0017s03610	51	57	0
OS12G0227400	POPTR_0017s03680	59	57	0
OS12G0227400	POPTR_0017s03750	52	61	0
OS12G0227400	POPTR_0017s03780	58	58	0
OS12G0227400	POPTR_0017s03860	59	57	0
OS12G0227400	POPTR_0017s03890	60	57	0
OS12G0227400	POPTR_0501s00200	20	48	0
OS12G0228800	POPTR_0007s01960	61	48	1
OS12G0228800	POPTR_0017s05860	61	46	1
OS12G0228900	POPTR_0014s18520	33	15	1
OS12G0230200	POPTR_0007s02120	54	57	1
OS12G0230600	POPTR_0007s02150	38	41	1
OS12G0230600	POPTR_0017s06130	38	40	1
OS12G0231100	POPTR_0007s02190	32	28	1
OS12G0231100	POPTR_0008s07720	12	27	1
OS12G0231100	POPTR_0010s18740	15	31	1
OS12G0231100	POPTR_0010s18750	25	31	1
OS12G0231100	POPTR_0017s06230	33	28	1
