Gene stable ID	Brassica oleracea gene stable ID	% identity	Brassica oleracea % identity	Orthology confidence [0 low, 1 high]
OS08G0412401	Bo8g026880	27	19	1
OS08G0412500	Bo2g018620	78	75	0
OS08G0412500	Bo3g013990	77	74	0
OS08G0412700	Bo4g086960	33	30	1
OS08G0412700	Bo5g017530	33	33	1
OS08G0412700	Bo7g108160	11	27	1
OS08G0412700	Bo8g065490	28	30	1
OS08G0412700	Bo8g065510	36	36	1
OS08G0412700	Bo8g065520	35	34	1
OS08G0412700	Bo8g107350	30	28	1
OS08G0412700	Bo8g107360	26	40	1
OS08G0412700	Bo8g107370	33	28	1
OS08G0412700	Bo8g107380	36	36	1
OS08G0412700	Bo8g107390	34	34	1
OS08G0412800	Bo4g086960	32	29	1
OS08G0412800	Bo5g017530	35	35	1
OS08G0412800	Bo7g108160	10	27	1
OS08G0412800	Bo8g065490	24	27	1
OS08G0412800	Bo8g065510	34	34	1
OS08G0412800	Bo8g065520	34	33	1
OS08G0412800	Bo8g107350	29	28	1
OS08G0412800	Bo8g107360	25	39	1
OS08G0412800	Bo8g107370	29	25	1
OS08G0412800	Bo8g107380	33	34	1
OS08G0412800	Bo8g107390	32	32	1
OS08G0413100	Bo4g086960	38	37	1
OS08G0413100	Bo5g017530	37	40	1
OS08G0413100	Bo7g108160	13	38	1
OS08G0413100	Bo8g065490	23	28	1
OS08G0413100	Bo8g065510	38	41	1
OS08G0413100	Bo8g065520	35	37	1
OS08G0413100	Bo8g107350	32	33	1
OS08G0413100	Bo8g107360	24	41	1
OS08G0413100	Bo8g107370	30	28	1
OS08G0413100	Bo8g107380	37	40	1
OS08G0413100	Bo8g107390	35	38	1
OS08G0413200	Bo4g086960	36	36	1
OS08G0413200	Bo5g017530	36	40	1
OS08G0413200	Bo7g108160	14	39	1
OS08G0413200	Bo8g065490	23	28	1
OS08G0413200	Bo8g065510	37	41	1
OS08G0413200	Bo8g065520	35	38	1
OS08G0413200	Bo8g107350	32	34	1
OS08G0413200	Bo8g107360	25	43	1
OS08G0413200	Bo8g107370	30	29	1
OS08G0413200	Bo8g107380	38	42	1
OS08G0413200	Bo8g107390	37	40	1
OS08G0413500	Bo4g086960	37	35	1
OS08G0413500	Bo5g017530	35	38	1
OS08G0413500	Bo7g108160	13	36	1
OS08G0413500	Bo8g065490	24	29	1
OS08G0413500	Bo8g065510	36	39	1
OS08G0413500	Bo8g065520	35	36	1
OS08G0413500	Bo8g107350	30	31	1
OS08G0413500	Bo8g107360	24	40	1
OS08G0413500	Bo8g107370	29	27	1
OS08G0413500	Bo8g107380	38	41	1
OS08G0413500	Bo8g107390	37	39	1
OS08G0414000	Bo4g086960	30	12	1
OS08G0414000	Bo5g017530	30	13	1
OS08G0414000	Bo7g108160	5	6	1
OS08G0414000	Bo8g065490	25	12	1
OS08G0414000	Bo8g065510	34	15	1
OS08G0414000	Bo8g065520	33	14	1
OS08G0414000	Bo8g107350	34	15	1
OS08G0414000	Bo8g107360	32	22	1
OS08G0414000	Bo8g107370	28	11	1
OS08G0414000	Bo8g107380	32	14	1
OS08G0414000	Bo8g107390	31	14	1
OS08G0414200	Bo2g055500	34	40	1
OS08G0414600	Bo5g039930	37	27	1
OS08G0415600	Bo1g091760	30	32	1
OS08G0415600	Bo4g084860	14	31	1
OS08G0415600	Bo5g012020	33	34	1
OS08G0416000	Bo1g158930	28	36	1
OS08G0416000	Bo5g155120	26	35	1
OS08G0416100	Bo6g083460	56	56	1
OS08G0416400	Bo00956s020	29	20	1
OS08G0416400	Bo1g091770	38	22	1
OS08G0416900	Bo00751s070	33	60	0
OS08G0416900	Bo2g161050	19	51	0
OS08G0416900	Bo7g097980	49	50	0
OS08G0417000	Bo04963s010	6	10	1
OS08G0417000	Bo1g127350	29	28	1
OS08G0417000	Bo1g128350	30	28	1
OS08G0417000	Bo1g131110	32	30	1
OS08G0417000	Bo1g133340	16	30	1
OS08G0417000	Bo2g096110	30	28	1
OS08G0417000	Bo2g102190	26	22	1
OS08G0417000	Bo3g051060	32	31	1
OS08G0417000	Bo3g051080	26	31	1
OS08G0417000	Bo3g052090	32	31	1
OS08G0417000	Bo3g052110	20	20	1
OS08G0417000	Bo3g182560	29	30	1
OS08G0417000	Bo5g021050	30	28	1
OS08G0417000	Bo5g126870	12	23	1
OS08G0417000	Bo5g126880	17	31	1
OS08G0417000	Bo5g126900	30	29	1
OS08G0417000	Bo6g030780	27	27	1
OS08G0417000	Bo6g030790	33	32	1
OS08G0417000	Bo6g030830	29	20	1
OS08G0417000	Bo9g006220	26	22	1
OS08G0417000	Bo9g006240	24	22	1
OS08G0417000	Bo9g006250	31	30	1
OS08G0417000	Bo9g006260	31	30	1
OS08G0417100	Bo04963s010	7	11	1
OS08G0417100	Bo1g127350	28	27	1
OS08G0417100	Bo1g128350	31	30	1
OS08G0417100	Bo1g131110	32	30	1
OS08G0417100	Bo1g133340	15	29	1
OS08G0417100	Bo2g096110	30	28	1
OS08G0417100	Bo2g102190	26	22	1
OS08G0417100	Bo3g051060	32	31	1
OS08G0417100	Bo3g051080	26	33	1
OS08G0417100	Bo3g052090	32	32	1
OS08G0417100	Bo3g052110	20	20	1
OS08G0417100	Bo3g182560	30	32	1
OS08G0417100	Bo5g021050	29	27	1
OS08G0417100	Bo5g126870	12	24	1
OS08G0417100	Bo5g126880	17	30	1
OS08G0417100	Bo5g126900	30	29	1
OS08G0417100	Bo6g030780	30	30	1
OS08G0417100	Bo6g030790	32	32	1
OS08G0417100	Bo6g030830	30	21	1
OS08G0417100	Bo9g006220	26	22	1
OS08G0417100	Bo9g006240	24	22	1
OS08G0417100	Bo9g006250	33	33	1
OS08G0417100	Bo9g006260	32	31	1
OS08G0420600	Bo1g091620	76	75	0
OS08G0420600	Bo2g165400	75	70	0
OS08G0420600	Bo3g093550	6	11	0
OS08G0420600	Bo3g107030	75	75	0
OS08G0420600	Bo9g015280	76	76	0
OS08G0420600	Bo9g015310	17	28	0
OS08G0420600	Bo9g095660	72	72	0
OS08G0420600	Bo9g154250	22	49	0
OS08G0420700	Bo1g091590	31	34	1
OS08G0420700	Bo3g042690	32	39	1
OS08G0420700	Bo3g107040	32	38	1
OS08G0420700	Bo8g109500	22	31	1
OS08G0420700	Bo9g015290	23	45	1
OS08G0420700	Bo9g045270	33	36	1
OS08G0421800	Bo5g144850	46	49	1
OS08G0421850	Bo00615s220	28	29	1
OS08G0421850	Bo2g164280	28	29	1
OS08G0421850	Bo3g135910	28	31	1
OS08G0421850	Bo4g139680	27	28	1
OS08G0421850	Bo9g015020	27	28	1
OS08G0421900	Bo1g027000	69	66	0
OS08G0421900	Bo3g164180	67	65	0
OS08G0421900	Bo7g107810	70	67	0
OS08G0422000	Bo3g026720	62	65	1
OS08G0422200	Bo4g139440	46	13	1
OS08G0422300	Bo8g018120	56	36	0
OS08G0422600	Bo2g166340	20	34	1
OS08G0422600	Bo3g101020	18	29	1
OS08G0422600	Bo6g118470	18	32	1
OS08G0423500	Bo01143s040	34	39	0
OS08G0423500	Bo05238s010	16	48	0
OS08G0423500	Bo2g005460	38	39	0
OS08G0423500	Bo3g024890	43	43	0
OS08G0423500	Bo3g162830	41	42	0
OS08G0423500	Bo4g071800	41	42	0
OS08G0423500	Bo5g008730	40	40	0
OS08G0423500	Bo5g008750	39	40	0
OS08G0423500	Bo5g008760	37	24	0
OS08G0423500	Bo7g107260	39	40	0
OS08G0423500	Bo9g036730	40	41	0
OS08G0423600	Bo01143s040	31	39	0
OS08G0423600	Bo05238s010	14	49	0
OS08G0423600	Bo2g005460	35	39	0
OS08G0423600	Bo3g024890	39	44	0
OS08G0423600	Bo3g162830	36	41	0
OS08G0423600	Bo4g071800	37	42	0
OS08G0423600	Bo5g008730	36	40	0
OS08G0423600	Bo5g008750	35	39	0
OS08G0423600	Bo5g008760	34	25	0
OS08G0423600	Bo7g107260	35	40	0
OS08G0423600	Bo9g036730	37	42	0
OS08G0424100	Bo01143s040	36	35	0
OS08G0424100	Bo05238s010	18	48	0
OS08G0424100	Bo2g005460	38	33	0
OS08G0424100	Bo3g024890	41	36	0
OS08G0424100	Bo3g162830	39	34	0
OS08G0424100	Bo4g071800	39	34	0
OS08G0424100	Bo5g008730	42	36	0
OS08G0424100	Bo5g008750	40	35	0
OS08G0424100	Bo5g008760	40	23	0
OS08G0424100	Bo7g107260	36	32	0
OS08G0424100	Bo9g036730	40	35	0
OS08G0424200	Bo13658s010	0	0	1
OS08G0424200	Bo3g169220	76	40	1
OS08G0424200	Bo7g116580	75	53	1
OS08G0424500	Bo02993s010	35	75	0
OS08G0424500	Bo05153s010	18	66	0
OS08G0424500	Bo5g092990	26	73	0
OS08G0424500	Bo6g086750	75	75	0
OS08G0425000	Bo2g066920	65	68	1
OS08G0425000	Bo6g110820	66	69	1
OS08G0425100	Bo1g090260	66	55	1
OS08G0425100	Bo5g010710	66	55	1
OS08G0425100	Bo8g059280	64	54	1
OS08G0425300	Bo01076s010	44	63	1
OS08G0425300	Bo4g045370	59	55	1
OS08G0425500	Bo2g134750	42	41	1
OS08G0425700	Bo2g057430	50	51	0
OS08G0426000	Bo4g139450	16	34	1
OS08G0426000	Bo9g008450	17	35	1
OS08G0426866	Bo2g013140	25	29	1
OS08G0426866	Bo3g012110	25	31	1
OS08G0426866	Bo9g163080	26	30	1
OS08G0427300	Bo00737s010	16	42	1
OS08G0427300	Bo2g109100	17	39	1
OS08G0427300	Bo6g080760	59	59	1
OS08G0427300	Bo6g086580	13	46	1
OS08G0427300	Bo6g086590	16	41	1
OS08G0427300	Bo8g105690	59	57	1
OS08G0427500	Bo2g013220	42	28	1
OS08G0427600	Bo1g119130	41	30	1
OS08G0427600	Bo1g155110	39	29	1
OS08G0427600	Bo2g013170	37	27	1
OS08G0427600	Bo5g122530	40	29	1
OS08G0427600	Bo5g151380	38	28	1
OS08G0427600	Bo8g015020	41	29	1
OS08G0427600	Bo9g163040	37	27	1
OS08G0427700	Bo00779s030	89	89	1
OS08G0427700	Bo1g108740	90	90	1
OS08G0427700	Bo3g076160	90	90	1
OS08G0427700	Bo5g107390	90	90	1
OS08G0427900	Bo4g136760	43	41	1
OS08G0427900	Bo6g099830	43	44	1
OS08G0428100	Bo7g078610	18	20	1
OS08G0428100	Bo7g078620	16	23	1
OS08G0428400	Bo1g119100	21	25	1
OS08G0428400	Bo5g121480	21	27	1
OS08G0428800	Bo7g078580	48	42	1
OS08G0428800	Bo9g070250	47	43	1
OS08G0428900	Bo2g070730	45	48	1
OS08G0428900	Bo6g112640	44	47	1
OS08G0430200	Bo3g055680	53	54	1
OS08G0430200	Bo4g137230	56	61	1
OS08G0430200	Bo6g059950	57	60	1
OS08G0430200	Bo9g163490	26	20	1
OS08G0430200	Bo9g163520	22	30	1
OS08G0430200	Bo9g163530	22	32	1
OS08G0430200	Bo9g163540	28	33	1
OS08G0430500	Bo00955s050	83	83	0
OS08G0430500	Bo01155s020	88	86	0
OS08G0430500	Bo3g055670	87	85	0
OS08G0430500	Bo4g137240	84	84	0
OS08G0430700	Bo1g156330	73	66	1
OS08G0431100	Bo6g096030	29	32	1
OS08G0431100	Bo6g107080	30	30	1
OS08G0431200	Bo3g058940	31	19	1
OS08G0431200	Bo5g145370	31	20	1
OS08G0431300	Bo01146s030	32	90	1
OS08G0431300	Bo7g082230	68	67	1
OS08G0431300	Bo9g075910	66	66	1
OS08G0431500	Bo1g053750	62	80	0
OS08G0431500	Bo7g104440	61	79	0
OS08G0431900	Bo1g007520	64	42	1
OS08G0431900	Bo7g116760	64	39	1
OS08G0432500	Bo2g061110	57	67	0
OS08G0432500	Bo6g095990	63	64	0
OS08G0432800	Bo2g138630	39	40	1
OS08G0432800	Bo6g095860	37	36	1
OS08G0432800	Bo6g108270	37	36	1
OS08G0432800	Bo7g081980	39	41	1
OS08G0433000	Bo1g007010	0	0	1
OS08G0433000	Bo1g007020	56	15	1
OS08G0433000	Bo1g007050	48	6	1
OS08G0433000	Bo3g167590	63	8	1
OS08G0433000	Bo7g117010	62	8	1
OS08G0433100	Bo3g138590	68	61	1
OS08G0433100	Bo5g043160	67	59	1
OS08G0433100	Bo7g052880	67	59	1
OS08G0433200	Bo2g069640	24	41	1
OS08G0433200	Bo6g112540	63	65	1
OS08G0433200	Bo6g112560	32	69	1
OS08G0433200	Bo6g116220	28	70	1
OS08G0433200	Bo7g056390	64	57	1
OS08G0433300	Bo5g045070	43	37	1
OS08G0433600	Bo6g118750	37	42	1
OS08G0433600	Bo8g068050	45	45	1
OS08G0433600	Bo8g104100	45	45	1
OS08G0434000	Bo3g115010	50	51	1
OS08G0434100	Bo2g136660	53	53	0
OS08G0434100	Bo7g054240	52	47	0
OS08G0434100	Bo7g080870	51	51	0
OS08G0434100	Bo8g065960	53	53	0
OS08G0434100	Bo8g106920	50	51	0
OS08G0434100	Bo8g106930	41	39	0
OS08G0434300	Bo3g115020	38	47	1
OS08G0434300	Bo3g134610	80	72	1
OS08G0434300	Bo5g092980	80	38	1
OS08G0434632	Bo4g131060	0	0	0
OS08G0435800	Bo00578s030	51	52	0
OS08G0435800	Bo7g087160	51	48	0
OS08G0435900	Bo3g134510	77	74	0
OS08G0436000	Bo1g157580	48	68	1
OS08G0436000	Bo1g157630	58	68	1
OS08G0436000	Bo5g156400	58	69	1
OS08G0436100	Bo5g019350	41	45	1
OS08G0436100	Bo5g019360	39	44	1
OS08G0436100	Bo7g080860	44	42	1
OS08G0436100	Bo8g106910	38	43	1
OS08G0436200	Bo5g019370	46	50	1
OS08G0436200	Bo7g080850	54	51	1
OS08G0436200	Bo8g106870	46	49	1
OS08G0436400	Bo3g149180	23	40	1
OS08G0436400	Bo6g027860	21	34	1
OS08G0436400	Bo7g110250	21	35	1
OS08G0436600	Bo5g019380	19	7	1
OS08G0436600	Bo8g065970	19	7	1
OS08G0436700	Bo5g045190	39	36	0
OS08G0436700	Bo6g064260	35	40	0
OS08G0436700	Bo6g109250	37	36	0
OS08G0436700	Bo8g076410	41	40	0
OS08G0436800	Bo2g064250	86	84	0
OS08G0436800	Bo6g095360	86	84	0
OS08G0436800	Bo6g109190	86	84	0
OS08G0436800	Bo8g076400	85	83	0
OS08G0436800	Bo9g008690	86	84	0
OS08G0437300	Bo1g090540	53	42	0
OS08G0437300	Bo2g082270	50	35	0
OS08G0437300	Bo2g146540	54	43	0
OS08G0437300	Bo2g164160	58	44	0
OS08G0437300	Bo3g107600	57	43	0
OS08G0437300	Bo6g086910	50	39	0
OS08G0437300	Bo6g118860	52	41	0
OS08G0437300	Bo7g087050	53	42	0
OS08G0437300	Bo9g008700	55	42	0
OS08G0437300	Bo9g014980	56	44	0
OS08G0438400	Bo00958s050	30	38	1
OS08G0438400	Bo2g064220	28	37	1
OS08G0438400	Bo3g017340	10	43	1
OS08G0438400	Bo4g139060	27	33	1
OS08G0438400	Bo6g109180	29	39	1
OS08G0438400	Bo7g087100	32	31	1
OS08G0438400	Bo9g008730	32	35	1
OS08G0438600	Bo6g086880	41	52	1
OS08G0439100	Bo8g030660	60	60	1
OS08G0439150	Bo2g095730	63	33	1
OS08G0439150	Bo5g021390	68	37	1
OS08G0439150	Bo6g080600	60	32	1
OS08G0439150	Bo8g066590	63	35	1
OS08G0439150	Bo8g105750	67	43	1
OS08G0439600	Bo2g010170	27	33	1
OS08G0439600	Bo8g099300	24	28	1
OS08G0439600	Bo9g171620	30	32	1
OS08G0439900	Bo1g010820	17	33	1
OS08G0439900	Bo7g115530	31	29	1
OS08G0440000	Bo5g017000	45	46	1
OS08G0440000	Bo5g021410	72	69	1
OS08G0440000	Bo8g105740	71	69	1
OS08G0440100	Bo2g028830	50	37	1
OS08G0440100	Bo2g028860	53	53	1
OS08G0440100	Bo3g018930	66	63	1
OS08G0440100	Bo9g134760	68	66	1
OS08G0440200	Bo7g031040	48	23	1
OS08G0440300	Bo2g095670	55	58	1
OS08G0440300	Bo4g046190	57	60	1
OS08G0440300	Bo4g046210	50	35	1
OS08G0440300	Bo6g124220	55	58	1
OS08G0440800	Bo4g154410	87	87	0
OS08G0440800	Bo8g099900	85	85	0
OS08G0440900	Bo1g011770	79	33	0
OS08G0440900	Bo3g175310	80	33	0
OS08G0441100	Bo1g011750	58	40	1
OS08G0441100	Bo3g175290	57	40	1
OS08G0441100	Bo7g114880	57	40	1
OS08G0441400	Bo3g019000	58	61	1
OS08G0441500	Bo8g105700	65	61	1
OS08G0441600	Bo2g010120	48	52	1
OS08G0442000	Bo1g011910	32	12	1
OS08G0442000	Bo4g154240	29	21	1
OS08G0442000	Bo7g114750	29	20	1
OS08G0442000	Bo8g100130	32	23	1
OS08G0442350	Bo1g011830	16	26	1
OS08G0442350	Bo2g029020	16	22	1
OS08G0442350	Bo3g019090	13	22	1
OS08G0442350	Bo8g100050	16	24	1
OS08G0442350	Bo9g133560	16	18	1
OS08G0442400	Bo5g021520	39	49	0
OS08G0442400	Bo6g124080	39	54	0
OS08G0442700	Bo1g012100	38	56	1
OS08G0442700	Bo4g154110	58	62	1
OS08G0442700	Bo7g114560	59	62	1
OS08G0443800	Bo1g013150	47	49	0
OS08G0443800	Bo1g051150	50	52	0
OS08G0443800	Bo3g042250	51	52	0
OS08G0443800	Bo7g111830	50	53	0
OS08G0443800	Bo8g100240	52	53	0
OS08G0444100	Bo4g127030	95	95	1
OS08G0444100	Bo7g040640	95	95	1
OS08G0445000	Bo1g013190	36	38	0
OS08G0445000	Bo7g009800	32	39	0
OS08G0445000	Bo7g114450	37	41	0
OS08G0445000	Bo9g025800	32	39	0
OS08G0445700	Bo9g025760	53	50	0
OS08G0446200	Bo5g024040	45	45	1
OS08G0446200	Bo6g088090	47	46	1
OS08G0446200	Bo6g119590	44	44	1
OS08G0446400	Bo6g116450	45	20	1
OS08G0446700	Bo20331s010	24	23	1
OS08G0446700	Bo28184s010	29	43	1
OS08G0446700	Bo8g079230	32	15	1
OS08G0447000	Bo8g067430	69	69	1
OS08G0447200	Bo3g099150	49	50	1
OS08G0447300	Bo1g040490	52	53	1
OS08G0447500	Bo5g005210	12	11	1
OS08G0448000	Bo3g077430	58	55	0
OS08G0448000	Bo3g077450	24	69	0
OS08G0448000	Bo5g102340	22	49	0
OS08G0448000	Bo5g102350	37	44	0
OS08G0448000	Bo5g103380	31	45	0
OS08G0448000	Bo5g103390	26	68	0
OS08G0448000	Bo5g103450	58	56	0
OS08G0448000	Bo6g042520	62	61	0
OS08G0448100	Bo2g031360	29	37	1
OS08G0448100	Bo9g133190	21	34	1
OS08G0450100	Bo3g127410	48	51	1
OS08G0450100	Bo3g170870	48	51	1
OS08G0450200	Bo3g041880	39	42	1
OS08G0450200	Bo7g116070	39	42	1
OS08G0450700	Bo1g008300	49	17	0
OS08G0450700	Bo1g128660	15	49	0
OS08G0450700	Bo1g134490	49	17	0
OS08G0450700	Bo3g066070	50	17	0
OS08G0450800	Bo1g008300	50	24	0
OS08G0450800	Bo1g128660	0	0	0
OS08G0450800	Bo1g134490	53	25	0
OS08G0450800	Bo3g066070	53	24	0
OS08G0451000	Bo2g080550	59	66	0
OS08G0451000	Bo8g110640	71	71	0
OS08G0451200	Bo3g184300	21	33	1
OS08G0451200	Bo6g031830	20	30	1
OS08G0451400	Bo3g123900	7	31	1
OS08G0451500	Bo3g123900	2	2	1
OS08G0451700	Bo3g123900	4	10	1
OS08G0451800	Bo3g066030	33	34	1
OS08G0451800	Bo5g130450	35	38	1
OS08G0451800	Bo5g139710	28	28	1
OS08G0452100	Bo3g066020	53	64	1
OS08G0452100	Bo5g130460	56	65	1
OS08G0452500	Bo2g023170	40	42	1
OS08G0452500	Bo2g075720	36	41	1
OS08G0452500	Bo3g015350	38	29	1
OS08G0452500	Bo5g023700	28	29	1
OS08G0452500	Bo6g091520	37	42	1
OS08G0452500	Bo6g115900	36	41	1
OS08G0452500	Bo8g067080	35	36	1
OS08G0452500	Bo8g067110	35	36	1
OS08G0452500	Bo9g151490	40	42	1
OS08G0453700	Bo5g027260	42	39	1
OS08G0453700	Bo8g102860	41	40	1
OS08G0455800	Bo8g068300	55	56	1
OS08G0455900	Bo2g022040	40	19	1
OS08G0455900	Bo3g015270	32	41	1
OS08G0455900	Bo9g151660	40	49	1
OS08G0457400	Bo2g076890	45	49	1
OS08G0457400	Bo4g134680	49	52	1
OS08G0457400	Bo4g160120	45	51	1
OS08G0457400	Bo6g091400	42	51	1
OS08G0457400	Bo6g116020	46	48	1
OS08G0457400	Bo7g026710	50	53	1
OS08G0457600	Bo5g131760	56	57	1
OS08G0457600	Bo6g033060	57	58	1
OS08G0457600	Bo6g050950	56	57	1
OS08G0458200	Bo1g101980	21	30	0
OS08G0458200	Bo2g023580	30	28	0
OS08G0458200	Bo3g015580	28	23	0
OS08G0458200	Bo4g108030	22	40	0
OS08G0458200	Bo9g046540	21	37	0
OS08G0458200	Bo9g149860	27	26	0
OS08G0459100	Bo3g015560	19	30	1
OS08G0459100	Bo7g026560	27	34	1
OS08G0459600	Bo3g086880	70	70	1
OS08G0459700	Bo2g021950	44	46	1
OS08G0459700	Bo2g021960	42	42	1
OS08G0459700	Bo2g022000	45	47	1
OS08G0459700	Bo2g076930	38	22	1
OS08G0459700	Bo3g015250	45	46	1
OS08G0459700	Bo6g091390	45	47	1
OS08G0459700	Bo6g116050	46	49	1
OS08G0459700	Bo9g151720	44	46	1
OS08G0460000	Bo2g021950	58	58	1
OS08G0460000	Bo2g021960	50	49	1
OS08G0460000	Bo2g022000	52	52	1
OS08G0460000	Bo2g076930	48	28	1
OS08G0460000	Bo3g015250	59	59	1
OS08G0460000	Bo6g091390	57	59	1
OS08G0460000	Bo6g116050	57	59	1
OS08G0460000	Bo9g151720	57	58	1
OS08G0460600	Bo2g023530	47	9	1
OS08G0460600	Bo9g149900	43	8	1
OS08G0462700	Bo3g015220	50	52	1
OS08G0462800	Bo3g184870	29	53	0
OS08G0462900	Bo8g011600	44	45	1
OS08G0463500	Bo2g007320	18	30	1
OS08G0463500	Bo3g035850	24	29	1
OS08G0463500	Bo4g014620	24	23	1
OS08G0463500	Bo4g191230	24	29	1
OS08G0463500	Bo6g074460	27	34	1
OS08G0463500	Bo8g092410	27	33	1
OS08G0463900	Bo4g039220	52	52	1
OS08G0463900	Bo4g182970	53	53	1
OS08G0464000	Bo1g139640	36	54	1
OS08G0464000	Bo1g143660	14	39	1
OS08G0464000	Bo5g134790	61	62	1
OS08G0465800	Bo1g119210	71	72	1
OS08G0465800	Bo5g122630	72	73	1
OS08G0467100	Bo2g134790	38	46	0
OS08G0467100	Bo3g139880	37	52	0
OS08G0467100	Bo5g043540	37	52	0
OS08G0467100	Bo6g097320	37	48	0
OS08G0467100	Bo6g106560	37	48	0
OS08G0467100	Bo7g080080	36	43	0
OS08G0467100	Bo9g070370	38	45	0
OS08G0467300	Bo2g057470	31	34	1
OS08G0467300	Bo5g019940	27	30	1
OS08G0467300	Bo5g043600	33	34	1
OS08G0467300	Bo6g106550	29	29	1
OS08G0467300	Bo7g051670	33	35	1
OS08G0467400	Bo6g097330	48	52	1
OS08G0467400	Bo6g106540	43	51	1
OS08G0467500	Bo1g039470	49	26	1
OS08G0467500	Bo3g024160	49	48	1
OS08G0467500	Bo7g109860	49	37	1
OS08G0467600	Bo1g039870	13	19	1
OS08G0467600	Bo1g098500	10	19	1
OS08G0467600	Bo2g015420	10	19	1
OS08G0467600	Bo4g087160	10	14	1
OS08G0467600	Bo4g130950	12	18	1
OS08G0467600	Bo4g136340	8	14	1
OS08G0467600	Bo4g143830	11	20	1
OS08G0467600	Bo5g014840	12	17	1
OS08G0467600	Bo7g110050	11	17	1
OS08G0467600	Bo8g035460	12	17	1
OS08G0467600	Bo9g040950	11	15	1
OS08G0468100	Bo2g092980	66	66	0
OS08G0468100	Bo6g082020	66	67	0
OS08G0468100	Bo6g121460	67	67	0
OS08G0468400	Bo6g068190	19	26	0
OS08G0468400	Bo8g084790	32	31	0
OS08G0468700	Bo2g092980	65	65	0
OS08G0468700	Bo6g082020	65	66	0
OS08G0468700	Bo6g121460	66	66	0
OS08G0469200	Bo5g069340	28	9	1
OS08G0469400	Bo01023s040	39	25	1
OS08G0469400	Bo1g087560	45	29	1
OS08G0469400	Bo1g141440	40	37	1
OS08G0469400	Bo5g010010	48	29	1
OS08G0469400	Bo5g034870	45	28	1
OS08G0469400	Bo5g137130	37	23	1
OS08G0469400	Bo8g058700	47	29	1
OS08G0469400	Bo8g071140	47	30	1
OS08G0469400	Bo9g053410	45	29	1
OS08G0469500	Bo8g109260	49	45	1
OS08G0469700	Bo2g092770	61	41	1
OS08G0469700	Bo5g034990	65	42	1
OS08G0469700	Bo6g082150	18	44	1
OS08G0469700	Bo6g121410	57	42	1
OS08G0469700	Bo7g060030	64	42	1
OS08G0469700	Bo8g071190	64	42	1
OS08G0471000	Bo6g008100	35	41	1
OS08G0471000	Bo8g020430	35	39	1
OS08G0471800	Bo1g005020	24	34	1
OS08G0471800	Bo8g020570	28	31	1
OS08G0471900	Bo3g016940	63	64	1
OS08G0471900	Bo8g030950	64	65	1
OS08G0471900	Bo9g148410	62	63	1
OS08G0471950	Bo4g036310	20	32	0
OS08G0472400	Bo1g084690	34	53	1
OS08G0472400	Bo7g064140	29	47	1
OS08G0472400	Bo8g079730	33	52	1
OS08G0472600	Bo5g115310	31	44	0
OS08G0472600	Bo5g115320	27	52	0
OS08G0472600	Bo6g018510	56	56	0
OS08G0472600	Bo8g011230	56	57	0
OS08G0472800	Bo3g073070	56	61	1
OS08G0472800	Bo5g115340	53	57	1
OS08G0473600	Bo1g057710	53	53	1
OS08G0473900	Bo1g057710	49	53	1
OS08G0474000	Bo1g007330	29	33	1
OS08G0474000	Bo3g168910	30	25	1
OS08G0474000	Bo7g116860	28	23	1
OS08G0474100	Bo5g115510	15	22	1
OS08G0474100	Bo7g064480	21	27	1
OS08G0474100	Bo8g080070	21	28	1
OS08G0474100	Bo9g021650	20	24	1
OS08G0474500	Bo2g116330	23	17	1
OS08G0474600	Bo9g088180	44	41	1
OS08G0474700	Bo8g101610	62	46	0
OS08G0475400	Bo03392s010	23	46	1
OS08G0475400	Bo11282s010	13	29	1
OS08G0475400	Bo1g078300	38	39	1
OS08G0475400	Bo1g078310	38	38	1
OS08G0475400	Bo3g111260	38	36	1
OS08G0475400	Bo3g143120	18	29	1
OS08G0475400	Bo5g009750	17	33	1
OS08G0475400	Bo5g027180	37	38	1
OS08G0475400	Bo5g076370	39	40	1
OS08G0475400	Bo6g018580	39	40	1
OS08G0475400	Bo6g018590	38	32	1
OS08G0475400	Bo6g018620	36	36	1
OS08G0475400	Bo7g081400	39	40	1
OS08G0475400	Bo8g011200	35	32	1
OS08G0475400	Bo8g100460	19	27	1
OS08G0475400	Bo8g102880	36	40	1
OS08G0476000	Bo1g005200	12	11	1
OS08G0476000	Bo3g153740	1	2	1
OS08G0476000	Bo9g058400	31	21	1
OS08G0476100	Bo1g005200	56	21	1
OS08G0476100	Bo3g153740	52	44	1
OS08G0476100	Bo9g058400	50	15	1
OS08G0476300	Bo1g084870	61	57	1
OS08G0476300	Bo8g079990	59	55	1
OS08G0476400	Bo1g084830	42	54	1
OS08G0476400	Bo4g195470	22	40	1
OS08G0476400	Bo7g099360	40	49	1
OS08G0476600	Bo9g058390	45	48	1
OS08G0477900	Bo3g152990	26	13	1
OS08G0478100	Bo4g133350	52	55	1
OS08G0478200	Bo4g125520	77	77	1
OS08G0478200	Bo7g102650	76	76	1
OS08G0478200	Bo8g080790	76	64	1
OS08G0478466	Bo3g042540	29	36	1
OS08G0478466	Bo5g019710	26	31	1
OS08G0478500	Bo1g039110	32	31	1
OS08G0478500	Bo3g099190	30	39	1
OS08G0478500	Bo7g109610	32	31	1
OS08G0478800	Bo1g039180	73	73	1
