Gene stable ID	Oryza punctata gene stable ID	% identity	Oryza punctata % identity	Orthology confidence [0 low, 1 high]
OS08G0267000	OPUNC08G07850	79	64	1
OS08G0267300	OPUNC08G07840	86	89	1
OS08G0267800	OPUNC08G07870	64	45	0
OS08G0268000	OPUNC04G11300	30	28	0
OS08G0268900	OPUNC08G07880	85	17	1
OS08G0269000	OPUNC08G07890	61	44	1
OS08G0269500	OPUNC08G07900	89	89	1
OS08G0269600	OPUNC08G07910	55	54	1
OS08G0269700	OPUNC08G07920	90	82	1
OS08G0269800	OPUNC08G07930	78	39	1
OS08G0270200	OPUNC08G07950	68	69	1
OS08G0270800	OPUNC08G07960	93	91	1
OS08G0270900	OPUNC08G07970	78	33	1
OS08G0271600	OPUNC05G07790	87	33	1
OS08G0272000	OPUNC08G07990	88	74	1
OS08G0272200	OPUNC08G08000	61	75	0
OS08G0274700	OPUNC08G08060	99	99	1
OS08G0275200	OPUNC08G08070	86	92	1
OS08G0276000	OPUNC08G08080	75	13	1
OS08G0276100	OPUNC08G08110	94	93	1
OS08G0276400	OPUNC08G08140	97	97	1
OS08G0277200	OPUNC08G08170	95	94	1
OS08G0277300	OPUNC08G09170	39	78	1
OS08G0277900	OPUNC08G08230	97	97	1
OS08G0278100	OPUNC08G08250	92	93	1
OS08G0278600	OPUNC08G08280	91	49	1
OS08G0278900	OPUNC08G08290	98	65	1
OS08G0280100	OPUNC08G08300	93	92	1
OS08G0280150	OPUNC12G12250	26	55	1
OS08G0280200	OPUNC08G08320	92	93	1
OS08G0280200	OPUNC08G08330	91	93	1
OS08G0280300	OPUNC08G08340	95	86	1
OS08G0280600	OPUNC08G08350	97	43	1
OS08G0281500	OPUNC08G08370	75	63	1
OS08G0281600	OPUNC08G08410	91	53	1
OS08G0282000	OPUNC08G08430	99	99	1
OS08G0282100	OPUNC08G08440	69	69	1
OS08G0282400	OPUNC08G08460	97	97	1
OS08G0282500	OPUNC08G08470	87	86	1
OS08G0285100	OPUNC02G20700	19	23	1
OS08G0285600	OPUNC08G08490	94	69	1
OS08G0286100	OPUNC08G08500	79	89	1
OS08G0288200	OPUNC08G08520	94	71	1
OS08G0288400	OPUNC08G08530	97	98	1
OS08G0288500	OPUNC08G08540	87	51	1
OS08G0289000	OPUNC02G07740	21	44	1
OS08G0289000	OPUNC08G08550	82	69	1
OS08G0289000	OPUNC08G08560	39	76	1
OS08G0289400	OPUNC08G08570	90	49	1
OS08G0290000	OPUNC08G08590	91	86	1
OS08G0290100	OPUNC08G08620	90	89	1
OS08G0290200	OPUNC08G08630	63	66	1
OS08G0290400	OPUNC08G08660	93	90	0
OS08G0290700	OPUNC08G08670	85	88	1
OS08G0292000	OPUNC08G08700	92	92	1
OS08G0292600	OPUNC08G08710	97	97	1
OS08G0292900	OPUNC08G08730	99	56	1
OS08G0293100	OPUNC08G08750	83	87	1
OS08G0293300	OPUNC08G08770	15	80	0
OS08G0293300	OPUNC08G08780	69	80	0
OS08G0295100	OPUNC08G08800	74	30	1
OS08G0295300	OPUNC08G08810	92	86	1
OS08G0296600	OPUNC08G08850	95	94	1
OS08G0296700	OPUNC08G08870	46	24	0
OS08G0296900	OPUNC08G08880	93	78	1
OS08G0297800	OPUNC08G08910	85	83	1
OS08G0297800	OPUNC08G08930	88	86	1
OS08G0298700	OPUNC08G08970	89	94	1
OS08G0299000	OPUNC05G09380	98	92	1
OS08G0299000	OPUNC08G09050	94	96	1
OS08G0299200	OPUNC08G09040	91	91	1
OS08G0299300	OPUNC04G08110	20	18	1
OS08G0299400	OPUNC08G09030	98	85	1
OS08G0299700	OPUNC08G08990	86	33	0
OS08G0300300	OPUNC08G09140	99	99	1
OS08G0300333	OPUNC12G09540	31	47	1
OS08G0300366	OPUNC08G09000	7	4	1
OS08G0300700	OPUNC08G09150	94	71	1
OS08G0301500	OPUNC08G09160	98	93	1
OS08G0304900	OPUNC08G09240	76	86	1
OS08G0305300	OPUNC08G09280	95	90	1
OS08G0307300	OPUNC03G33930	73	25	1
OS08G0307400	OPUNC08G09340	95	96	1
OS08G0308100	OPUNC08G09310	100	100	1
OS08G0308700	OPUNC08G09360	85	87	1
OS08G0309300	OPUNC08G09380	79	88	1
OS08G0310100	OPUNC08G09400	82	93	1
OS08G0313600	OPUNC08G09470	87	87	1
OS08G0314800	OPUNC08G09500	98	98	1
OS08G0318500	OPUNC08G09330	89	94	0
OS08G0319900	OPUNC08G09350	95	84	1
OS08G0320000	OPUNC08G09550	97	45	1
OS08G0320100	OPUNC08G09570	99	99	1
OS08G0320200	OPUNC08G09580	95	96	1
OS08G0320300	OPUNC08G09590	91	50	1
OS08G0320300	OPUNC08G09600	91	50	1
OS08G0320400	OPUNC08G09610	87	53	1
OS08G0320900	OPUNC08G09630	79	93	1
OS08G0322500	OPUNC08G09730	97	95	1
OS08G0322600	OPUNC08G09760	83	85	1
OS08G0323266	OPUNC08G09780	44	6	1
OS08G0323400	OPUNC08G09790	89	94	1
OS08G0323600	OPUNC08G09810	97	97	1
OS08G0323700	OPUNC10G00900	55	31	1
OS08G0324200	OPUNC08G09820	42	51	1
OS08G0325267	OPUNC08G09850	96	32	1
OS08G0326100	OPUNC08G09930	98	97	1
OS08G0326300	OPUNC09G00360	8	44	0
OS08G0326400	OPUNC08G09940	93	100	1
OS08G0326500	OPUNC08G09950	96	95	1
OS08G0326600	OPUNC08G09960	99	96	1
OS08G0326700	OPUNC08G09970	94	92	1
OS08G0327100	OPUNC08G09980	94	92	1
OS08G0327200	OPUNC08G09990	94	83	1
OS08G0327400	OPUNC08G10020	98	98	1
OS08G0327700	OPUNC08G10030	95	96	1
OS08G0328300	OPUNC08G10050	97	97	1
OS08G0328600	OPUNC08G10190	29	42	0
OS08G0330900	OPUNC08G10220	44	47	1
OS08G0331000	OPUNC08G10230	70	98	1
OS08G0331800	OPUNC08G10240	79	79	1
OS08G0331900	OPUNC08G10250	91	28	1
OS08G0332100	OPUNC09G03720	56	32	1
OS08G0332100	OPUNC11G05400	53	46	1
OS08G0332600	OPUNC08G10270	80	64	1
OS08G0332700	OPUNC08G10280	93	95	1
OS08G0332800	OPUNC08G10290	97	25	1
OS08G0333000	OPUNC08G10290	98	23	1
OS08G0333100	OPUNC08G10300	83	84	1
OS08G0334900	OPUNC08G10340	80	80	1
OS08G0335000	OPUNC08G10350	96	34	1
OS08G0335500	OPUNC08G10360	87	90	1
OS08G0335600	OPUNC08G10370	86	84	1
OS08G0337001	OPUNC08G10410	73	19	0
OS08G0337601	OPUNC07G04940	81	42	1
OS08G0337601	OPUNC11G07720	92	48	1
OS08G0337700	OPUNC08G10430	87	97	1
OS08G0337800	OPUNC08G10450	66	32	0
OS08G0338200	OPUNC08G10460	87	97	1
OS08G0338500	OPUNC08G10470	84	82	1
OS08G0338600	OPUNC08G10480	38	48	1
OS08G0338700	OPUNC08G10490	91	83	1
OS08G0338900	OPUNC08G10500	98	99	1
OS08G0339200	OPUNC08G10520	97	92	1
OS08G0340900	OPUNC08G10560	94	94	1
OS08G0341700	OPUNC08G10570	97	96	1
OS08G0342300	OPUNC08G10580	95	95	1
OS08G0342400	OPUNC08G10590	94	94	1
OS08G0343300	OPUNC08G10630	98	98	1
OS08G0343600	OPUNC08G03320	58	59	0
OS08G0344100	OPUNC08G10650	100	100	1
OS08G0344300	OPUNC07G11500	81	87	0
OS08G0344300	OPUNC08G10660	86	57	0
OS08G0344600	OPUNC08G10670	83	79	1
OS08G0344700	OPUNC03G23030	49	30	0
OS08G0344700	OPUNC03G23220	49	29	0
OS08G0345400	OPUNC08G10680	93	94	1
OS08G0345500	OPUNC08G10690	98	96	1
OS08G0345700	OPUNC08G10710	99	99	1
OS08G0345800	OPUNC08G10720	93	79	1
OS08G0346400	OPUNC08G10730	73	54	1
OS08G0346500	OPUNC08G10740	96	96	1
OS08G0346600	OPUNC08G10750	54	90	1
OS08G0346900	OPUNC08G10760	47	45	1
OS08G0347500	OPUNC10G10650	55	48	1
OS08G0348300	OPUNC08G10810	87	82	0
OS08G0349300	OPUNC08G10850	97	96	1
OS08G0351300	OPUNC03G08030	34	54	1
OS08G0352100	OPUNC08G10810	93	95	0
OS08G0353700	OPUNC08G10810	82	85	0
OS08G0355400	OPUNC08G10860	44	55	0
OS08G0356500	OPUNC08G10900	80	81	1
OS08G0356700	OPUNC08G10910	72	71	1
OS08G0356800	OPUNC08G10920	77	67	1
OS08G0357000	OPUNC08G10940	95	95	1
OS08G0357300	OPUNC08G10970	96	60	1
OS08G0359000	OPUNC08G11020	65	93	1
OS08G0359100	OPUNC08G11030	90	41	1
OS08G0359300	OPUNC08G11040	96	96	1
OS08G0359500	OPUNC08G11050	98	99	1
OS08G0359600	OPUNC08G11060	91	88	1
OS08G0359900	OPUNC08G11070	92	91	1
OS08G0360100	OPUNC08G11090	93	89	1
OS08G0360300	OPUNC08G11100	90	76	1
OS08G0360400	OPUNC03G26030	26	34	1
OS08G0360700	OPUNC08G11120	94	35	1
OS08G0361000	OPUNC08G14680	49	9	1
OS08G0361300	OPUNC10G04210	26	27	1
OS08G0363000	OPUNC12G06580	71	74	1
OS08G0363800	OPUNC08G11450	65	33	1
OS08G0363900	OPUNC08G11440	76	48	1
OS08G0364500	OPUNC08G11260	92	94	1
OS08G0364900	OPUNC08G11270	82	73	1
OS08G0365900	OPUNC08G11290	92	94	1
OS08G0366000	OPUNC08G11330	94	99	1
OS08G0366100	OPUNC08G11340	100	100	1
OS08G0366200	OPUNC08G11350	85	84	1
OS08G0367300	OPUNC05G11760	54	69	1
OS08G0367400	OPUNC02G14700	35	41	1
OS08G0367400	OPUNC09G06630	40	31	1
OS08G0367400	OPUNC10G01150	41	49	1
OS08G0368000	OPUNC08G11380	82	28	1
OS08G0369000	OPUNC08G11410	98	61	1
OS08G0369200	OPUNC08G11420	95	90	1
OS08G0369300	OPUNC08G11430	90	46	1
OS08G0369400	OPUNC02G21050	50	14	1
OS08G0369600	OPUNC08G11440	78	51	1
OS08G0369700	OPUNC08G11450	79	72	1
OS08G0369800	OPUNC08G11460	91	59	1
OS08G0371608	OPUNC08G11530	77	78	1
OS08G0372166	OPUNC09G02630	2	2	1
OS08G0372700	OPUNC08G11580	45	44	0
OS08G0372900	OPUNC05G01270	18	27	0
OS08G0373000	OPUNC08G11580	43	43	0
OS08G0374000	OPUNC08G11650	98	98	1
OS08G0374100	OPUNC08G11660	74	99	1
OS08G0374200	OPUNC08G11670	65	55	1
OS08G0374400	OPUNC08G11680	65	74	1
OS08G0374800	OPUNC08G11690	98	97	1
OS08G0374900	OPUNC03G34960	78	86	1
OS08G0375400	OPUNC08G11740	79	84	1
OS08G0375500	OPUNC08G11770	63	79	1
OS08G0375700	OPUNC08G11770	63	79	1
OS08G0375900	OPUNC08G11790	80	45	1
OS08G0376300	OPUNC08G11800	90	90	1
OS08G0376600	OPUNC08G11830	92	93	1
OS08G0376700	OPUNC08G11010	94	94	1
OS08G0376700	OPUNC08G11850	95	95	1
OS08G0377100	OPUNC08G11840	82	62	1
OS08G0377200	OPUNC08G11010	96	96	1
OS08G0377200	OPUNC08G11850	97	97	1
OS08G0377400	OPUNC08G11890	80	74	1
OS08G0377500	OPUNC08G11880	95	95	1
OS08G0378800	OPUNC08G11900	95	95	1
OS08G0378900	OPUNC08G11920	95	94	1
OS08G0379000	OPUNC08G11930	91	92	1
OS08G0379300	OPUNC08G11950	88	85	1
OS08G0379400	OPUNC08G11960	95	82	1
OS08G0380100	OPUNC08G11980	94	88	1
OS08G0382400	OPUNC08G12010	97	82	1
OS08G0383700	OPUNC08G12020	59	55	1
OS08G0383800	OPUNC08G12030	95	95	1
OS08G0384000	OPUNC08G12040	98	98	1
OS08G0384100	OPUNC08G12050	56	51	1
OS08G0384900	OPUNC08G12070	90	78	1
OS08G0385000	OPUNC03G33980	59	64	1
OS08G0385000	OPUNC08G12080	95	97	1
OS08G0385900	OPUNC08G12090	56	51	0
OS08G0386300	OPUNC08G12110	81	50	1
OS08G0386700	OPUNC08G12130	93	98	1
OS08G0386800	OPUNC08G12140	93	95	1
OS08G0386900	OPUNC08G12150	98	50	1
OS08G0387200	OPUNC08G12160	84	94	1
OS08G0387400	OPUNC08G12170	97	95	1
OS08G0387500	OPUNC08G12180	97	98	1
OS08G0387700	OPUNC08G12190	84	83	1
OS08G0388300	OPUNC08G12210	66	55	1
OS08G0388900	OPUNC08G12230	73	73	0
OS08G0389300	OPUNC08G12230	90	44	0
OS08G0389700	OPUNC08G12260	89	88	1
OS08G0390000	OPUNC08G12280	94	93	1
OS08G0390100	OPUNC08G12290	90	62	1
OS08G0390200	OPUNC08G12300	42	71	1
OS08G0395300	OPUNC08G12340	100	100	1
OS08G0395700	OPUNC08G12360	9	6	1
OS08G0395800	OPUNC08G12350	68	70	1
OS08G0396500	OPUNC08G12380	16	11	0
OS08G0396500	OPUNC08G12640	19	29	0
OS08G0397900	OPUNC08G12390	93	93	1
OS08G0398000	OPUNC08G12400	98	98	1
OS08G0398300	OPUNC08G12420	94	96	1
OS08G0398350	OPUNC08G12430	92	80	1
OS08G0398400	OPUNC08G12440	100	100	1
OS08G0398500	OPUNC08G12450	91	92	1
OS08G0398700	OPUNC08G12460	96	95	1
OS08G0398800	OPUNC08G12470	86	88	0
OS08G0399050	OPUNC04G05800	31	47	1
OS08G0399300	OPUNC08G12490	69	73	1
OS08G0399600	OPUNC08G12510	81	97	1
OS08G0400200	OPUNC08G12520	79	63	1
OS08G0400300	OPUNC08G12530	93	94	1
OS08G0401100	OPUNC09G05330	45	22	0
OS08G0401500	OPUNC08G12550	97	97	1
OS08G0401800	OPUNC08G12560	90	89	1
OS08G0402001	OPUNC08G12570	58	57	1
OS08G0402100	OPUNC08G12580	89	87	1
OS08G0402500	OPUNC08G12590	90	59	1
OS08G0402600	OPUNC08G12600	93	85	1
OS08G0402800	OPUNC08G12610	95	95	1
OS08G0403300	OPUNC08G12630	87	86	1
OS08G0404000	OPUNC04G06410	89	82	1
OS08G0404200	OPUNC04G06420	97	97	1
OS08G0404300	OPUNC04G06420	97	97	1
OS08G0404350	OPUNC04G06430	88	18	1
OS08G0404500	OPUNC08G12650	90	46	1
OS08G0404900	OPUNC08G12670	80	81	1
OS08G0405700	OPUNC08G12690	95	95	1
OS08G0406400	OPUNC08G12700	98	46	1
OS08G0406500	OPUNC08G12710	83	29	1
OS08G0406700	OPUNC08G10140	0	0	1
OS08G0407000	OPUNC08G12720	84	86	1
OS08G0407200	OPUNC08G12730	99	98	1
OS08G0407600	OPUNC08G12740	73	77	1
OS08G0408200	OPUNC08G13460	90	88	1
OS08G0408500	OPUNC08G13450	87	89	1
OS08G0409100	OPUNC08G13430	99	99	1
OS08G0409500	OPUNC08G13420	77	77	1
OS08G0410266	OPUNC08G13400	42	49	1
OS08G0410500	OPUNC08G13380	76	91	1
OS08G0410950	OPUNC06G13780	70	9	1
OS08G0411200	OPUNC08G13370	84	85	1
OS08G0411300	OPUNC08G13360	85	85	1
OS08G0412100	OPUNC08G13350	61	26	0
OS08G0412200	OPUNC08G13340	98	97	1
OS08G0412401	OPUNC08G13320	50	64	1
OS08G0412600	OPUNC08G13300	96	49	1
OS08G0412700	OPUNC08G13290	84	82	1
OS08G0412800	OPUNC08G13280	82	82	1
OS08G0413000	OPUNC08G13260	86	93	1
OS08G0413200	OPUNC08G13250	78	41	1
OS08G0414200	OPUNC08G13240	65	72	0
OS08G0414300	OPUNC08G13230	91	90	1
OS08G0414500	OPUNC08G13220	93	75	1
OS08G0414600	OPUNC08G13210	69	44	1
OS08G0414700	OPUNC08G13200	98	98	1
OS08G0415600	OPUNC08G13180	81	82	1
OS08G0416000	OPUNC08G13170	82	84	1
OS08G0416100	OPUNC08G13160	97	97	1
OS08G0416400	OPUNC08G13150	97	53	1
OS08G0416800	OPUNC08G13010	81	65	1
OS08G0416800	OPUNC08G13140	81	65	1
OS08G0416900	OPUNC08G13020	98	98	1
OS08G0416900	OPUNC08G13130	98	98	1
OS08G0417000	OPUNC08G13030	85	85	1
OS08G0417000	OPUNC08G13120	85	85	1
OS08G0417100	OPUNC08G13060	90	90	1
OS08G0418600	OPUNC08G13100	34	65	1
OS08G0419000	OPUNC08G13090	43	40	1
OS08G0419100	OPUNC08G12990	67	39	1
OS08G0421800	OPUNC09G07470	67	70	0
OS08G0421800	OPUNC09G07510	67	70	0
OS08G0422600	OPUNC01G09890	64	61	1
OS08G0423500	OPUNC11G03080	12	30	0
OS08G0423600	OPUNC11G03080	12	32	0
OS08G0424100	OPUNC11G03080	14	28	0
OS08G0425500	OPUNC08G12920	85	79	1
OS08G0425700	OPUNC08G12910	95	96	1
OS08G0426000	OPUNC07G12100	23	51	1
OS08G0426100	OPUNC01G13480	18	12	0
OS08G0426866	OPUNC08G12870	54	56	1
OS08G0427300	OPUNC08G12860	97	93	1
OS08G0427500	OPUNC08G12850	72	89	1
OS08G0427600	OPUNC08G12840	81	67	1
OS08G0427700	OPUNC08G12830	99	97	1
OS08G0427800	OPUNC08G12820	70	86	1
OS08G0427900	OPUNC08G12810	76	64	0
OS08G0428100	OPUNC08G12790	33	48	1
OS08G0428400	OPUNC08G12760	92	90	1
OS08G0428800	OPUNC08G13470	93	89	1
OS08G0428900	OPUNC08G13480	94	93	1
OS08G0430000	OPUNC08G13520	94	85	1
OS08G0430100	OPUNC08G13530	99	99	1
OS08G0430200	OPUNC08G13550	94	95	1
OS08G0430500	OPUNC08G13570	100	100	1
OS08G0430600	OPUNC08G13580	91	65	1
OS08G0430700	OPUNC08G13590	96	96	1
OS08G0430800	OPUNC08G13600	74	34	1
OS08G0431100	OPUNC08G13620	94	95	1
OS08G0431200	OPUNC08G13630	86	50	1
OS08G0431300	OPUNC08G13640	95	95	1
OS08G0431500	OPUNC08G13660	73	99	1
OS08G0431700	OPUNC08G13670	38	23	1
OS08G0431900	OPUNC08G13690	96	68	1
OS08G0432300	OPUNC08G13710	54	48	1
OS08G0432500	OPUNC08G13720	95	97	1
OS08G0432800	OPUNC08G13730	88	84	1
OS08G0433000	OPUNC06G01780	88	11	1
OS08G0433100	OPUNC08G13740	90	71	1
OS08G0433300	OPUNC08G13760	89	91	1
OS08G0433500	OPUNC08G13780	47	54	1
OS08G0433600	OPUNC08G13790	85	85	1
OS08G0434000	OPUNC08G13800	88	88	1
OS08G0434100	OPUNC08G13810	86	86	1
OS08G0434300	OPUNC08G13820	98	88	1
OS08G0434632	OPUNC08G13830	100	13	1
OS08G0434700	OPUNC08G13840	72	86	1
OS08G0435700	OPUNC08G13850	64	63	1
OS08G0435800	OPUNC08G13860	96	96	1
OS08G0435900	OPUNC08G13870	98	98	1
OS08G0436000	OPUNC08G13880	90	90	1
OS08G0436100	OPUNC08G13890	85	80	1
OS08G0436400	OPUNC08G13900	78	80	1
OS08G0436400	OPUNC08G13920	38	62	1
OS08G0436500	OPUNC08G13910	75	61	1
OS08G0436600	OPUNC08G13930	52	17	0
OS08G0436700	OPUNC08G13940	94	95	1
OS08G0436800	OPUNC08G13950	100	100	1
OS08G0437300	OPUNC09G08780	66	52	0
OS08G0438100	OPUNC08G13980	88	65	1
OS08G0438400	OPUNC08G13990	88	85	1
OS08G0438600	OPUNC08G14000	80	80	1
OS08G0439100	OPUNC08G14020	85	89	1
OS08G0439150	OPUNC08G14030	94	52	1
OS08G0439900	OPUNC08G14040	89	87	1
OS08G0440000	OPUNC08G14050	98	98	1
OS08G0440100	OPUNC08G14060	96	96	1
OS08G0440200	OPUNC08G14070	59	33	1
OS08G0440300	OPUNC08G14080	96	97	1
OS08G0440500	OPUNC08G14140	98	98	1
OS08G0440800	OPUNC08G14150	98	99	1
OS08G0440900	OPUNC08G14160	98	40	1
OS08G0441100	OPUNC08G14170	91	68	1
OS08G0441300	OPUNC08G14180	25	94	1
OS08G0441400	OPUNC08G14230	93	88	1
OS08G0441500	OPUNC08G14240	92	82	1
OS08G0441600	OPUNC08G14250	85	85	1
OS08G0441900	OPUNC08G14260	81	84	1
OS08G0442000	OPUNC08G14270	90	62	1
OS08G0442200	OPUNC08G14280	89	88	1
OS08G0442300	OPUNC08G14290	99	99	1
OS08G0442350	OPUNC08G14300	74	75	1
OS08G0442400	OPUNC08G14310	76	75	1
OS08G0442700	OPUNC08G14330	92	89	1
OS08G0443600	OPUNC08G14350	69	50	0
OS08G0443800	OPUNC08G14360	96	95	1
OS08G0444100	OPUNC08G14370	99	99	1
OS08G0444440	OPUNC08G14390	74	22	0
OS08G0444500	OPUNC08G14400	92	96	1
OS08G0445000	OPUNC08G14410	87	88	1
OS08G0445700	OPUNC08G14420	94	94	1
OS08G0446200	OPUNC08G14430	88	44	1
OS08G0446800	OPUNC08G14450	87	89	0
OS08G0447000	OPUNC08G14470	97	98	1
OS08G0447200	OPUNC08G14480	58	95	1
OS08G0447300	OPUNC08G14500	45	83	1
OS08G0447500	OPUNC08G14510	90	69	1
OS08G0447900	OPUNC08G14520	95	82	1
OS08G0448000	OPUNC08G14530	97	97	1
OS08G0448100	OPUNC08G14540	88	86	1
OS08G0450100	OPUNC08G14610	95	96	1
OS08G0450200	OPUNC08G14620	95	95	1
OS08G0450700	OPUNC08G14630	98	32	1
OS08G0450800	OPUNC08G14630	98	44	1
OS08G0450900	OPUNC08G14640	81	82	1
OS08G0451000	OPUNC08G14650	97	88	1
OS08G0451200	OPUNC08G14660	76	81	1
OS08G0451500	OPUNC08G14680	43	7	1
OS08G0451700	OPUNC08G14680	78	34	1
OS08G0451800	OPUNC08G14710	59	42	1
OS08G0452100	OPUNC08G14720	83	93	1
OS08G0452500	OPUNC08G14740	91	92	1
OS08G0453700	OPUNC08G14810	76	73	1
OS08G0453800	OPUNC08G14820	84	78	1
OS08G0454000	OPUNC08G14840	44	44	1
OS08G0454500	OPUNC08G14850	75	48	1
OS08G0455600	OPUNC08G14880	93	93	1
OS08G0455800	OPUNC08G14910	91	89	1
OS08G0455900	OPUNC08G14920	76	84	1
OS08G0456200	OPUNC08G14930	38	47	1
OS08G0457000	OPUNC08G14960	92	93	1
OS08G0457100	OPUNC08G14970	54	52	1
OS08G0457300	OPUNC08G14980	70	76	1
OS08G0457400	OPUNC08G14990	96	96	1
OS08G0457600	OPUNC08G15000	96	96	1
OS08G0458200	OPUNC08G15010	91	89	1
OS08G0458600	OPUNC08G15030	80	81	1
OS08G0459100	OPUNC08G15050	78	91	1
OS08G0459300	OPUNC08G15060	95	95	1
OS08G0459600	OPUNC08G15100	98	98	1
OS08G0459700	OPUNC08G15110	82	81	1
OS08G0460000	OPUNC08G15120	97	98	1
OS08G0460900	OPUNC08G15160	55	33	1
OS08G0461300	OPUNC08G15160	69	42	1
OS08G0461400	OPUNC08G15170	14	37	1
OS08G0461700	OPUNC08G15180	87	70	0
OS08G0461800	OPUNC08G15190	86	37	1
OS08G0462000	OPUNC05G10790	29	19	1
OS08G0462700	OPUNC08G15210	89	88	1
OS08G0462800	OPUNC08G15220	93	92	1
OS08G0462900	OPUNC08G15230	88	89	1
OS08G0463500	OPUNC08G15270	57	57	1
OS08G0464000	OPUNC08G15300	96	96	1
OS08G0464400	OPUNC08G15310	95	67	1
OS08G0465700	OPUNC08G15340	56	90	1
OS08G0465800	OPUNC08G15350	89	90	1
OS08G0467100	OPUNC08G15410	90	89	1
OS08G0467300	OPUNC08G15420	89	89	1
OS08G0467400	OPUNC08G15430	84	84	1
OS08G0467500	OPUNC08G15440	85	67	1
OS08G0467600	OPUNC08G15450	70	83	1
OS08G0468100	OPUNC08G15460	77	97	1
OS08G0468400	OPUNC08G15470	97	93	1
OS08G0468700	OPUNC08G15460	75	96	1
OS08G0469200	OPUNC09G10890	53	34	1
OS08G0469400	OPUNC08G15510	72	52	1
OS08G0469500	OPUNC08G15520	94	88	1
OS08G0469700	OPUNC08G15530	92	62	1
OS08G0470200	OPUNC08G15540	91	78	1
OS08G0470700	OPUNC08G15550	72	75	1
OS08G0471000	OPUNC08G15560	77	79	1
OS08G0471800	OPUNC08G15630	88	90	1
OS08G0471800	OPUNC08G15650	88	90	1
OS08G0471900	OPUNC08G15640	85	94	0
OS08G0471900	OPUNC08G15660	93	96	0
OS08G0471950	OPUNC08G15700	87	70	1
OS08G0472400	OPUNC08G15710	62	97	1
OS08G0472600	OPUNC08G15720	85	86	1
OS08G0472800	OPUNC08G15740	86	94	1
OS08G0473600	OPUNC08G15750	99	49	1
OS08G0474000	OPUNC08G15760	73	59	1
OS08G0474100	OPUNC08G15770	50	68	1
OS08G0474400	OPUNC08G15780	69	80	1
OS08G0474500	OPUNC08G15790	75	82	1
OS08G0474600	OPUNC08G15800	95	95	1
OS08G0474700	OPUNC08G15810	99	94	1
OS08G0475000	OPUNC08G15820	56	63	1
OS08G0475100	OPUNC08G15840	82	91	1
OS08G0475400	OPUNC08G15860	95	93	1
OS08G0475500	OPUNC08G15870	93	90	1
OS08G0476000	OPUNC08G15880	77	44	1
OS08G0476100	OPUNC08G15880	83	20	1
OS08G0476300	OPUNC08G15890	13	14	0
OS08G0476400	OPUNC08G15900	80	63	1
OS08G0476600	OPUNC08G15910	89	90	1
OS08G0476900	OPUNC08G15920	94	94	1
OS08G0476900	OPUNC08G15950	87	87	1
OS08G0477100	OPUNC08G15960	86	87	1
OS08G0477500	OPUNC08G15980	83	54	1
OS08G0477600	OPUNC08G15990	79	93	1
OS08G0477800	OPUNC08G16010	90	68	1
OS08G0477900	OPUNC08G16020	91	93	1
OS08G0478100	OPUNC08G16030	90	58	0
OS08G0478200	OPUNC08G16040	100	100	1
OS08G0478466	OPUNC08G16080	71	74	1
OS08G0478500	OPUNC08G16100	89	88	1
OS08G0478800	OPUNC08G16130	98	95	1
OS08G0479300	OPUNC08G16140	84	88	1
OS08G0479400	OPUNC08G16150	97	98	1
OS08G0480000	OPUNC08G16170	93	90	1
OS08G0480100	OPUNC08G16180	97	96	1
OS08G0480200	OPUNC08G16190	84	80	1
OS08G0480400	OPUNC08G16200	97	97	1
OS08G0480500	OPUNC01G01840	94	76	1
OS08G0480800	OPUNC08G16210	98	98	1
OS08G0481000	OPUNC08G16230	96	91	1
OS08G0481100	OPUNC08G16220	90	81	1
OS08G0481200	OPUNC08G16240	96	96	1
OS08G0481400	OPUNC08G16250	81	82	1
OS08G0481800	OPUNC08G16260	99	43	1
OS08G0481950	OPUNC08G16280	98	98	1
OS08G0482100	OPUNC08G16290	96	90	1
OS08G0482600	OPUNC08G16330	88	89	1
OS08G0482700	OPUNC08G16350	83	84	1
OS08G0483100	OPUNC08G16360	83	86	1
OS08G0483200	OPUNC08G16370	95	91	1
OS08G0483600	OPUNC08G16390	80	76	1
OS08G0483900	OPUNC08G16410	77	77	1
OS08G0484200	OPUNC08G16430	81	89	1
OS08G0484400	OPUNC08G16450	88	90	1
OS08G0484500	OPUNC08G16460	96	95	1
OS08G0484600	OPUNC03G12930	95	93	1
OS08G0484600	OPUNC08G16490	94	98	1
OS08G0484700	OPUNC08G16500	50	65	0
OS08G0484800	OPUNC08G16520	73	88	1
OS08G0485300	OPUNC03G26800	54	49	1
OS08G0485400	OPUNC08G16550	92	76	1
OS08G0485600	OPUNC08G16580	83	68	1
OS08G0485700	OPUNC08G16580	90	90	1
OS08G0485800	OPUNC08G16590	61	89	1
OS08G0485900	OPUNC08G16600	79	81	1
OS08G0486100	OPUNC08G16610	86	19	1
OS08G0486200	OPUNC08G16620	87	84	1
OS08G0486700	OPUNC08G16650	97	96	1
OS08G0487000	OPUNC08G16660	89	77	1
OS08G0487100	OPUNC08G16670	87	84	1
OS08G0487500	OPUNC08G16690	94	93	1
OS08G0487700	OPUNC08G16700	65	61	1
OS08G0487800	OPUNC08G16710	93	92	1
OS08G0487900	OPUNC08G16720	96	96	1
OS08G0488700	OPUNC08G16740	35	29	1
OS08G0489100	OPUNC08G16760	82	34	1
