Gene stable ID	Beta vulgaris subsp. vulgaris gene stable ID	% identity	Beta vulgaris subsp. vulgaris % identity	Orthology confidence [0 low, 1 high]
OS09G0482640	BVRB_6g141530	33.0337	21.5227	1
OS09G0482640	BVRB_8g197770	39.7753	24.7899	1
OS09G0482640	BVRB_8g197780	23.8202	18.1507	1
OS09G0482640	BVRB_9g223170	42.2472	30.1282	1
OS09G0482640	BVRB_9g223180	29.4382	19.7587	1
OS09G0482660	BVRB_1g020870	55.0669	37.8947	1
OS09G0482680	BVRB_9g204510	61.0959	62.6404	1
OS09G0482720	BVRB_4g089210	42.623	42.2764	1
OS09G0482720	BVRB_9g204550	45.082	41.9048	1
OS09G0482740	BVRB_9g204560	46.8553	46.4174	1
OS09G0482780	BVRB_3g066960	51.6667	48.249	1
OS09G0482800	BVRB_9g204590	60.5839	60.5839	1
OS09G0482800	BVRB_9g204600	60.5839	61.0294	1
OS09G0482800	BVRB_9g204610	59.854	60.2941	1
OS09G0482840	BVRB_9g204590	62.0438	62.0438	1
OS09G0482840	BVRB_9g204600	60.5839	61.0294	1
OS09G0482840	BVRB_9g204610	59.854	60.2941	1
OS09G0482860	BVRB_3g053050	24.7232	14.4397	1
OS09G0482860	BVRB_3g053060	26.9373	15.1767	1
OS09G0482860	BVRB_3g053070	26.5683	15.1579	1
OS09G0482860	BVRB_3g053230	25.4613	14.1684	1
OS09G0482860	BVRB_3g054150	26.5683	14.9068	1
OS09G0482900	BVRB_3g053050	30.8176	31.681	1
OS09G0482900	BVRB_3g053060	32.0755	31.8087	1
OS09G0482900	BVRB_3g053070	32.2851	32.4211	1
OS09G0482900	BVRB_3g053230	33.1237	32.4435	1
OS09G0482900	BVRB_3g054150	34.1719	33.7474	1
OS09G0483100	BVRB_9g204590	62.3188	62.7737	1
OS09G0483100	BVRB_9g204600	60.8696	61.7647	1
OS09G0483100	BVRB_9g204610	60.1449	61.0294	1
OS09G0483300	BVRB_9g204590	59.2857	60.5839	1
OS09G0483300	BVRB_9g204600	58.5714	60.2941	1
OS09G0483300	BVRB_9g204610	58.5714	60.2941	1
OS09G0483500	BVRB_9g204590	64.2336	64.2336	1
OS09G0483500	BVRB_9g204600	62.0438	62.5	1
OS09G0483500	BVRB_9g204610	61.3139	61.7647	1
OS09G0483600	BVRB_2g031780	53.4819	58.006	1
OS09G0484300	BVRB_8g185030	37.5709	36.3337	0
OS09G0484800	BVRB_4g089750	67.0034	66.5552	1
OS09G0484800	BVRB_5g112570	60.2694	60.678	1
OS09G0484900	BVRB_8g184880	59.4843	58.9416	1
OS09G0485201	BVRB_7g168100	87.6543	87.6543	1
OS09G0485600	BVRB_2g029460	69.4805	26.2899	1
OS09G0485900	BVRB_3g050740	79.4737	78.2383	1
OS09G0486000	BVRB_4g072310	49.7297	49.7297	1
OS09G0486500	BVRB_4g072280	42.6829	41.6667	1
OS09G0486700	BVRB_4g072270	44.6154	49.8772	1
OS09G0487200	BVRB_3g060950	43.5897	43.871	0
OS09G0487500	BVRB_3g060930	64.1026	64.1026	1
OS09G0487600	BVRB_3g060910	61.488	58.9099	0
OS09G0487700	BVRB_3g060870	42.1569	38.0531	1
OS09G0487900	BVRB_3g060840	27.6808	37	1
OS09G0487900	BVRB_4g072220	31.6708	28.0973	1
OS09G0488000	BVRB_7g159480	47.2727	50	1
OS09G0488600	BVRB_4g072200	36.8421	36.3636	1
OS09G0488700	BVRB_4g072190	53.4483	38.5892	1
OS09G0488800	BVRB_4g072150	44.1176	47.4517	1
OS09G0489200	BVRB_4g072140	56.5534	57.5309	1
OS09G0489500	BVRB_3g060650	49.9044	45.234	1
OS09G0490200	BVRB_8g197040	43.6989	43.6989	1
OS09G0491532	BVRB_3g060480	37.4613	32.1809	0
OS09G0491596	BVRB_3g060440	27.2222	35.2518	1
OS09G0491596	BVRB_4g071840	29.4444	41.0853	1
OS09G0491612	BVRB_3g060700	35.0877	35.9281	0
OS09G0491612	BVRB_3g060710	33.6257	34.3284	0
OS09G0491612	BVRB_3g060720	33.3333	33.9286	0
OS09G0491612	BVRB_3g060730	33.6257	34.2262	0
OS09G0491612	BVRB_3g060780	34.5029	30.4124	0
OS09G0491612	BVRB_4g076040	34.2105	33.5244	0
OS09G0491612	BVRB_4g088300	29.2398	27.3224	0
OS09G0491612	BVRB_4g088310	32.1637	28.7958	0
OS09G0491612	BVRB_4g088320	32.4561	29.0576	0
OS09G0491612	BVRB_4g088330	31.8713	25.1152	0
OS09G0491612	BVRB_4g088340	33.3333	29.8429	0
OS09G0491660	BVRB_3g060340	36.2319	11.9808	1
OS09G0491660	BVRB_4g071710	32.3671	9.12807	1
OS09G0491676	BVRB_3g060330	29.7003	32.7327	1
OS09G0491676	BVRB_5g106220	29.9728	29.9728	1
OS09G0491692	BVRB_9g215830	91.453	91.453	0
OS09G0491708	BVRB_1g013950	50.9749	52.7378	0
OS09G0491740	BVRB_2g040480	41.4248	39.8477	1
OS09G0491740	BVRB_4g078140	20.0528	38.191	1
OS09G0491740	BVRB_6g130130	43.2718	40.3941	1
OS09G0491740	BVRB_6g139620	42.4802	40.8629	1
OS09G0491756	BVRB_7g158590	64.4828	69.2593	0
OS09G0491788	BVRB_1g013900	42.5656	45.768	1
OS09G0491820	BVRB_1g013900	50.8621	55.4859	1
OS09G0491822	BVRB_1g013900	42.0408	32.2884	1
OS09G0491852	BVRB_1g013900	44.6686	48.5893	1
OS09G0492800	BVRB_1g013770	36.3333	32.6347	1
OS09G0492900	BVRB_9g218100	19.6721	23.3766	1
OS09G0493000	BVRB_9g218100	0	0	1
OS09G0493500	BVRB_9g216040	58.4699	65.0456	1
OS09G0493600	BVRB_005170	43.5556	65.7718	1
OS09G0493700	BVRB_8g199060	21.7949	29.5367	0
OS09G0493800	BVRB_1g013720	69.1139	67.9104	1
OS09G0494200	BVRB_5g112530	65.0307	65.8385	1
OS09G0494300	BVRB_2g035750	40.6349	40.8946	0
OS09G0494600	BVRB_2g035150	48.1203	53.5565	1
OS09G0497000	BVRB_7g177770	58.0563	63.9437	1
OS09G0497100	BVRB_4g093430	32.085	34.1963	0
OS09G0497100	BVRB_8g198190	34.2105	34.2799	0
OS09G0497400	BVRB_8g185050	78.8845	80.1619	1
OS09G0497500	BVRB_8g180920	40.6877	24.8687	0
OS09G0497600	BVRB_4g093450	54.4304	18.3761	1
OS09G0497700	BVRB_2g035080	48.6547	48.8739	1
OS09G0497900	BVRB_2g035010	50.8523	53.4328	1
OS09G0498100	BVRB_6g131530	72.0588	70.5036	0
OS09G0498500	BVRB_2g045290	48.5577	48.5577	1
OS09G0498600	BVRB_7g177620	39.1234	36.2952	1
OS09G0498800	BVRB_7g177680	49.6471	50.358	1
OS09G0499000	BVRB_2g045320	27.027	30.5677	1
OS09G0499400	BVRB_1g010460	42.9293	40.8	0
OS09G0499400	BVRB_3g049230	41.0774	37.9471	0
OS09G0499400	BVRB_3g049240	39.7306	39.7306	0
OS09G0499400	BVRB_3g069020	28.7879	29.7909	0
OS09G0499500	BVRB_1g010460	61.6541	13.12	0
OS09G0499500	BVRB_3g049230	58.6466	12.1306	0
OS09G0499500	BVRB_3g049240	48.1203	10.7744	0
OS09G0499500	BVRB_3g069020	33.8346	7.83972	0
OS09G0500200	BVRB_4g088430	48.8889	47.0588	1
OS09G0500300	BVRB_3g059200	54.8452	47.5737	1
OS09G0500300	BVRB_4g074530	53.8462	47.6148	1
OS09G0500600	BVRB_3g065060	73.0947	73.6903	1
OS09G0501100	BVRB_005620	27.1478	32.6446	1
OS09G0501200	BVRB_2g039910	83.4586	83.4586	1
OS09G0501200	BVRB_2g039920	86.4662	86.4662	1
OS09G0501200	BVRB_8g191530	86.4662	86.4662	1
OS09G0501600	BVRB_3g065070	36.612	25.7692	0
OS09G0501600	BVRB_7g168260	35.7924	22.47	0
OS09G0501700	BVRB_2g039910	65.8824	84.2105	1
OS09G0501700	BVRB_2g039920	68.2353	87.218	1
OS09G0501700	BVRB_8g191530	68.2353	87.218	1
OS09G0501850	BVRB_7g168190	72.7273	73.2026	1
OS09G0501850	BVRB_7g168210	33.1169	79.6875	1
OS09G0502000	BVRB_2g039910	84.9624	84.9624	1
OS09G0502000	BVRB_2g039920	87.9699	87.9699	1
OS09G0502000	BVRB_8g191530	87.9699	87.9699	1
OS09G0502200	BVRB_3g065120	42.0833	49.1484	1
OS09G0502200	BVRB_7g168150	50.8333	52.2484	1
OS09G0502500	BVRB_7g178550	50.8824	57.6667	1
OS09G0502500	BVRB_7g178560	55.8824	57.7508	1
OS09G0502500	BVRB_7g178570	56.1765	58.0547	1
OS09G0503000	BVRB_7g178550	43.9024	24	1
OS09G0503000	BVRB_7g178560	52.439	26.1398	1
OS09G0503000	BVRB_7g178570	52.439	26.1398	1
OS09G0503100	BVRB_7g178550	48.8439	56.3333	1
OS09G0503100	BVRB_7g178560	56.3584	59.2705	1
OS09G0503100	BVRB_7g178570	57.2254	60.1824	1
OS09G0503400	BVRB_1g001960	71.1416	69.6157	1
OS09G0503400	BVRB_1g020420	71.8721	72.4011	1
OS09G0504400	BVRB_5g112240	73.1517	74.6032	1
OS09G0504400	BVRB_7g178630	72.7626	74.2064	1
OS09G0504700	BVRB_7g179750	34.555	29.5964	1
OS09G0504800	BVRB_6g153400	34.2857	33.1034	1
OS09G0504900	BVRB_9g220680	30.445	33.0789	1
OS09G0504900	BVRB_9g223360	31.3817	34.0967	1
OS09G0505100	BVRB_2g033400	25.6872	26.3875	1
OS09G0505200	BVRB_034870	13.7313	27.381	1
OS09G0505300	BVRB_7g179730	70.2899	51.4589	1
OS09G0505600	BVRB_1g019240	77.3756	76.6816	1
OS09G0505700	BVRB_2g039810	53.9474	79.3548	1
OS09G0505800	BVRB_025640	12.0968	80	1
OS09G0505800	BVRB_2g037930	65.9274	77.4882	1
OS09G0505900	BVRB_012980	41.5902	44.0843	1
OS09G0505900	BVRB_5g110290	42.2018	44.7326	1
OS09G0505900	BVRB_5g111090	41.7431	42.5897	1
OS09G0506000	BVRB_012980	60.9524	62.2366	1
OS09G0506000	BVRB_5g110290	62.8571	64.1815	1
OS09G0506000	BVRB_5g111090	56.8254	55.8502	1
OS09G0506800	BVRB_6g150910	55.082	54.2811	1
OS09G0506900	BVRB_5g124440	29.9035	21.729	1
OS09G0507100	BVRB_6g131170	24.7881	33.815	0
OS09G0507100	BVRB_6g150510	31.1441	38.0829	0
OS09G0507200	BVRB_2g028090	63.3064	62.5498	1
OS09G0507200	BVRB_5g113460	56.0484	55.1587	1
OS09G0507200	BVRB_6g139710	60.4839	61.7284	1
OS09G0507200	BVRB_6g150520	63.3064	65.4167	1
OS09G0507300	BVRB_6g135520	57.6655	59.1071	0
OS09G0507400	BVRB_6g131280	29.8387	27.6119	1
OS09G0507400	BVRB_6g150540	45.1613	37.5839	1
OS09G0507500	BVRB_6g131440	58.6103	59.5092	1
OS09G0507600	BVRB_4g090670	13.7441	72.5	0
OS09G0507600	BVRB_9g206130	67.7725	66.2037	0
OS09G0507800	BVRB_2g028190	83.3333	83.6576	0
OS09G0508200	BVRB_6g131040	25.9542	39.3064	1
OS09G0508200	BVRB_6g150230	34.3511	27.1903	1
OS09G0508300	BVRB_041430	8.16327	20	0
OS09G0508500	BVRB_6g130970	34.1584	36.5079	1
OS09G0508900	BVRB_6g132890	65.2893	64.7541	1
OS09G0509000	BVRB_4g086130	52.7778	46.861	1
OS09G0509000	BVRB_7g171870	48.7374	24.7754	1
OS09G0509200	BVRB_016660	13.0319	65.3333	1
OS09G0509300	BVRB_6g130940	42.1053	40.8037	1
OS09G0509300	BVRB_6g150000	40.9888	41.5186	1
OS09G0509400	BVRB_6g130860	33.6032	32.3377	1
OS09G0509400	BVRB_6g130880	33.1984	31.9481	1
OS09G0509500	BVRB_6g130830	32.8025	16.2461	0
OS09G0509500	BVRB_6g130840	39.8089	17.507	0
OS09G0509700	BVRB_6g149970	29.2343	24.4186	1
OS09G0509700	BVRB_6g152140	22.9698	30	1
OS09G0510200	BVRB_2g041890	88.3721	80	1
OS09G0510500	BVRB_5g113160	38.6525	31.7784	1
OS09G0510500	BVRB_6g149840	23.4043	23.6559	1
OS09G0510700	BVRB_5g113430	43.4211	58.4541	1
OS09G0510700	BVRB_6g149690	70.3349	70.7581	1
OS09G0510700	BVRB_7g168060	58.2536	58.1146	1
OS09G0511000	BVRB_2g034370	61.6099	30.9487	1
OS09G0511000	BVRB_5g108610	64.0867	32.3438	1
OS09G0511000	BVRB_5g108620	64.0867	35.3846	1
OS09G0511000	BVRB_7g157730	62.2291	32.8969	1
OS09G0512000	BVRB_007670	9.44206	34.6457	1
OS09G0512000	BVRB_040360	3.43348	33.3333	1
OS09G0512000	BVRB_8g181270	43.7768	42.9474	1
OS09G0512000	BVRB_9g205470	8.58369	34.7826	1
OS09G0512000	BVRB_9g223110	43.7768	42.9474	1
OS09G0512700	BVRB_5g107090	46.5854	48.4772	1
OS09G0512900	BVRB_7g163760	75.7282	77.6119	1
OS09G0513000	BVRB_8g184350	68.0851	65.1163	1
OS09G0513100	BVRB_4g074800	62.8	34.5055	1
OS09G0513600	BVRB_5g124230	73.7705	48.913	1
OS09G0513700	BVRB_007240	51.2	59.2593	1
OS09G0513800	BVRB_5g119640	48.5294	52.071	0
OS09G0514100	BVRB_5g118820	47.6386	49.2569	1
OS09G0514200	BVRB_3g054920	49.0468	51.9266	1
OS09G0514300	BVRB_3g054950	57.8182	45.1705	1
OS09G0514400	BVRB_3g056900	59.587	61.2121	1
OS09G0514500	BVRB_3g056920	25.3304	14.4291	1
OS09G0514600	BVRB_5g118830	60.1266	57.9268	1
OS09G0514900	BVRB_9g223610	50.237	50.237	1
OS09G0515100	BVRB_3g056980	63.2721	62.3355	1
OS09G0515200	BVRB_3g067850	59.375	76.7677	1
OS09G0515300	BVRB_3g057470	40.1316	20.1987	1
OS09G0515500	BVRB_4g088250	65.6425	64.9171	1
OS09G0515800	BVRB_3g057910	71.6216	68.9805	1
OS09G0516200	BVRB_3g057700	54.2105	53.0928	0
OS09G0516300	BVRB_3g057750	32.6667	29.6371	1
OS09G0516500	BVRB_3g057760	34.9123	34.4887	1
OS09G0516600	BVRB_3g057770	59.8214	61.4679	1
OS09G0516700	BVRB_3g057790	46.8683	28.5526	1
OS09G0516800	BVRB_9g210910	31.3609	49.5327	1
OS09G0516900	BVRB_3g058530	49.6732	60.6786	1
OS09G0517000	BVRB_3g058790	35.8333	27.3885	1
OS09G0517600	BVRB_3g058880	40.8629	40.8629	1
OS09G0517600	BVRB_5g119070	45.0508	32.361	1
OS09G0517700	BVRB_3g058890	56.1753	57.9055	1
OS09G0517700	BVRB_5g119060	57.5697	66.7437	1
OS09G0517900	BVRB_1g013810	38.1743	38.9831	1
OS09G0517900	BVRB_2g026670	39.834	39.5876	1
OS09G0517900	BVRB_3g058940	43.7759	46.0699	1
OS09G0517900	BVRB_3g058970	40.0415	41.1514	1
OS09G0517900	BVRB_3g058980	39.0042	41.2281	1
OS09G0517900	BVRB_3g059010	37.7593	39.738	1
OS09G0517900	BVRB_5g116340	32.5726	38.9578	1
OS09G0517900	BVRB_5g119010	42.5311	44.086	1
OS09G0517900	BVRB_5g119020	40.249	41.6309	1
OS09G0517900	BVRB_5g119030	40.8714	42.4569	1
OS09G0517900	BVRB_5g119040	39.4191	40.8602	1
OS09G0517900	BVRB_6g155860	40.4564	40.625	1
OS09G0518000	BVRB_1g013810	35.4	37.5	1
OS09G0518000	BVRB_2g026670	38.4	39.5876	1
OS09G0518000	BVRB_3g058940	41.8	45.6332	1
OS09G0518000	BVRB_3g058970	42	44.7761	1
OS09G0518000	BVRB_3g058980	38.6	42.3246	1
OS09G0518000	BVRB_3g059010	38.2	41.7031	1
OS09G0518000	BVRB_5g116340	34	42.1836	1
OS09G0518000	BVRB_5g119010	40.2	43.2258	1
OS09G0518000	BVRB_5g119020	39.2	42.0601	1
OS09G0518000	BVRB_5g119030	39.4	42.4569	1
OS09G0518000	BVRB_5g119040	38	40.8602	1
OS09G0518000	BVRB_6g155860	38	39.5833	1
OS09G0518200	BVRB_1g013810	37.7399	37.5	1
OS09G0518200	BVRB_2g026670	44.3497	42.8866	1
OS09G0518200	BVRB_3g058940	46.4819	47.5983	1
OS09G0518200	BVRB_3g058970	42.0043	42.0043	1
OS09G0518200	BVRB_3g058980	39.0192	40.1316	1
OS09G0518200	BVRB_3g059010	39.2324	40.1747	1
OS09G0518200	BVRB_5g116340	36.4606	42.4318	1
OS09G0518200	BVRB_5g119010	45.2026	45.5914	1
OS09G0518200	BVRB_5g119020	43.4968	43.7768	1
OS09G0518200	BVRB_5g119030	45.2026	45.6897	1
OS09G0518200	BVRB_5g119040	43.0704	43.4409	1
OS09G0518200	BVRB_6g155860	44.1365	43.125	1
OS09G0518400	BVRB_3g058960	15.5941	29.0323	1
OS09G0518500	BVRB_3g059190	57.8292	53.719	1
OS09G0518700	BVRB_3g059330	34.3693	38.2114	1
OS09G0518900	BVRB_1g002390	40.9884	43.3846	1
OS09G0518900	BVRB_5g119240	33.1395	35.625	1
OS09G0520100	BVRB_4g074240	35.1145	36.5079	1
OS09G0520200	BVRB_1g004940	74.8792	77.3067	0
OS09G0520400	BVRB_1g005070	25.3363	21.2406	1
OS09G0520600	BVRB_5g101690	59.8504	58.1114	1
OS09G0520700	BVRB_3g067470	59.4828	60.5263	1
OS09G0520800	BVRB_3g067420	51.6194	58.6207	1
OS09G0521100	BVRB_3g067410	38.4966	45.9239	1
OS09G0521300	BVRB_3g066110	22.5722	24.2254	1
OS09G0521400	BVRB_5g101200	76.0504	75.891	1
OS09G0521500	BVRB_1g020050	74.7922	74.5856	1
OS09G0521800	BVRB_015070	25.0725	57.8595	0
OS09G0521800	BVRB_1g020040	61.0145	60.2289	0
OS09G0521800	BVRB_5g101160	63.3333	61.898	0
OS09G0521800	BVRB_5g101180	37.971	48.7896	0
OS09G0521800	BVRB_7g161990	36.5217	61.7647	0
OS09G0521900	BVRB_1g019960	45.469	46.9622	1
OS09G0522100	BVRB_3g066590	33.3333	37.1041	1
OS09G0522200	BVRB_3g066590	36.1345	38.914	1
OS09G0524800	BVRB_3g066510	46.1078	42.4242	1
OS09G0524800	BVRB_5g101090	22.7545	38.5787	1
OS09G0525200	BVRB_5g101080	43.7037	47.2	1
OS09G0525300	BVRB_1g020160	56.9395	52.459	1
OS09G0525300	BVRB_3g066430	42.7046	47.4308	1
OS09G0525300	BVRB_5g101050	55.1601	53.4483	1
OS09G0525400	BVRB_3g066420	41.3793	30.9013	1
OS09G0525600	BVRB_5g101000	43.4622	39.399	1
OS09G0525700	BVRB_4g073780	44.6667	26.8358	0
OS09G0525900	BVRB_3g066290	46.4396	50.5051	1
OS09G0526300	BVRB_1g005690	82.4427	12.766	0
OS09G0526600	BVRB_3g066350	33.7004	47.0769	0
OS09G0526600	BVRB_5g100880	34.8018	46.8843	0
OS09G0526700	BVRB_5g100870	63.807	67.8063	1
OS09G0526800	BVRB_1g002680	63.0597	65	1
OS09G0527100	BVRB_1g011240	42.2819	25.8197	1
OS09G0527500	BVRB_1g011240	28.5106	27.459	1
OS09G0527600	BVRB_1g002590	61.0879	61.6034	1
OS09G0527700	BVRB_4g082270	48.5714	37.5691	1
OS09G0527700	BVRB_5g120300	47.8571	33.8384	1
OS09G0527900	BVRB_9g216440	60.1896	65.1282	1
OS09G0528000	BVRB_1g006130	48.1439	39.4487	0
OS09G0528000	BVRB_6g129900	45.5916	37.3574	0
OS09G0528000	BVRB_9g216420	45.1276	43.5123	0
OS09G0528100	BVRB_9g216390	58.5366	51.6129	1
OS09G0528200	BVRB_000370	29.7189	30.2041	1
OS09G0528300	BVRB_5g104020	66.8421	65.8031	1
OS09G0528700	BVRB_1g002500	53.1646	56	1
OS09G0528700	BVRB_1g002510	54.6112	61.1336	1
OS09G0528700	BVRB_5g104000	54.792	55.9041	1
OS09G0528800	BVRB_3g051160	56.304	53.5304	0
OS09G0528800	BVRB_5g103960	58.7219	61.706	0
OS09G0529100	BVRB_3g051140	65.0558	68.0934	1
OS09G0529100	BVRB_3g051150	69.145	57.764	1
OS09G0529350	BVRB_5g103890	46.4646	29.7735	1
OS09G0529700	BVRB_4g087840	77.381	77.0751	1
OS09G0529900	BVRB_5g103770	41.092	52.963	1
OS09G0530000	BVRB_3g051430	65.5022	63.2911	1
OS09G0530200	BVRB_9g216520	63.1068	68.1342	1
OS09G0530275	BVRB_009250	10.3448	14.1066	1
OS09G0530275	BVRB_011320	11.4943	16.0256	1
OS09G0530275	BVRB_011330	11.4943	16.3934	1
OS09G0530275	BVRB_011340	11.4943	15.4321	1
OS09G0530275	BVRB_013650	6.2069	11.9469	1
OS09G0530275	BVRB_5g099850	32.8736	27.3946	1
OS09G0530275	BVRB_7g177160	6.66667	12.4464	1
OS09G0530275	BVRB_7g177210	11.4943	15.7729	1
OS09G0530275	BVRB_7g177220	9.65517	16.6008	1
OS09G0530275	BVRB_7g177230	12.8736	18.0064	1
OS09G0530275	BVRB_7g177240	13.3333	16.8116	1
OS09G0530275	BVRB_7g177250	11.7241	16.3462	1
OS09G0530275	BVRB_7g177260	13.1034	17.9245	1
OS09G0530275	BVRB_7g177270	12.1839	15.7738	1
OS09G0530275	BVRB_7g177300	6.43678	11.1554	1
OS09G0530275	BVRB_7g177310	15.1724	19.469	1
OS09G0530275	BVRB_7g177320	15.1724	19.2982	1
OS09G0530300	BVRB_009250	16.7653	26.6458	1
OS09G0530300	BVRB_011320	16.568	26.9231	1
OS09G0530300	BVRB_011330	17.7515	29.5082	1
OS09G0530300	BVRB_011340	15.7791	24.6914	1
OS09G0530300	BVRB_013650	12.426	27.8761	1
OS09G0530300	BVRB_5g099850	34.5168	33.5249	1
OS09G0530300	BVRB_7g177160	12.8205	27.897	1
OS09G0530300	BVRB_7g177210	16.7653	26.8139	1
OS09G0530300	BVRB_7g177220	16.3708	32.8063	1
OS09G0530300	BVRB_7g177230	17.357	28.2958	1
OS09G0530300	BVRB_7g177240	20.1183	29.5652	1
OS09G0530300	BVRB_7g177250	17.7515	28.8462	1
OS09G0530300	BVRB_7g177260	17.357	27.673	1
OS09G0530300	BVRB_7g177270	17.357	26.1905	1
OS09G0530300	BVRB_7g177300	11.6371	23.506	1
OS09G0530300	BVRB_7g177310	17.9487	26.8437	1
OS09G0530300	BVRB_7g177320	18.9349	28.0702	1
OS09G0530500	BVRB_6g129830	36.7117	9.26136	1
OS09G0530500	BVRB_9g216540	40.7658	12.3634	1
OS09G0530700	BVRB_6g129800	40	40.5941	1
OS09G0530900	BVRB_6g129690	30.4348	46.0526	1
OS09G0531100	BVRB_9g216810	63.8298	63.4441	1
OS09G0531800	BVRB_011580	83.7895	58.1871	1
OS09G0531900	BVRB_011580	70.9352	72.076	1
OS09G0532000	BVRB_5g101280	56.5693	54.7703	1
OS09G0532200	BVRB_1g002110	40.367	27.1605	1
OS09G0532400	BVRB_1g002120	29.2135	28.3931	1
OS09G0532400	BVRB_3g051050	31.1396	31.5961	1
OS09G0532500	BVRB_1g002130	31.0174	26.4271	1
OS09G0532700	BVRB_3g055840	47.482	46.2833	1
OS09G0532800	BVRB_1g002130	35.9606	30.8668	1
OS09G0532900	BVRB_5g098220	47.3684	45.9184	1
OS09G0533100	BVRB_5g117180	84.2384	73.1876	1
OS09G0533200	BVRB_6g148790	43.0518	46.0641	1
OS09G0533300	BVRB_2g039040	61.809	65.0794	1
OS09G0533300	BVRB_8g192690	47.7387	54.4413	1
OS09G0533400	BVRB_5g105660	74.1611	24.8874	1
OS09G0533600	BVRB_1g017380	58.867	55.3241	1
OS09G0533600	BVRB_5g124900	57.1429	58.7342	1
OS09G0533900	BVRB_008400	66.4773	67.1128	1
OS09G0534000	BVRB_3g055320	37.1991	36.0934	1
OS09G0534200	BVRB_1g016150	87.1324	86.8132	1
OS09G0534600	BVRB_4g090710	23.6659	14.6132	0
OS09G0534800	BVRB_3g061720	85.8974	85.8974	1
OS09G0534800	BVRB_4g073100	83.0128	82.7476	1
OS09G0535000	BVRB_9g214650	73.0263	69.375	1
OS09G0535100	BVRB_9g202770	32	55.0265	1
OS09G0535300	BVRB_9g214600	82.8829	82.1429	1
OS09G0535900	BVRB_9g214390	62.6113	66.5615	1
OS09G0536000	BVRB_6g130610	47.0113	48.4193	1
OS09G0536200	BVRB_6g130580	61.3459	56.4841	1
OS09G0536200	BVRB_9g214360	61.0329	59.542	1
OS09G0536300	BVRB_1g016440	58.1673	45.2012	1
OS09G0536300	BVRB_9g214330	57.3705	50.1742	1
OS09G0536400	BVRB_1g016470	50	33.6207	1
OS09G0536400	BVRB_6g130520	54.1667	53.6508	1
OS09G0536400	BVRB_9g214310	56.7308	50.8621	1
OS09G0536700	BVRB_9g214280	61.5942	63.0798	1
OS09G0538200	BVRB_6g130430	88.755	89.1129	1
OS09G0538400	BVRB_9g214180	65.3386	59.4203	1
OS09G0538500	BVRB_6g130410	48.7379	52.0747	1
OS09G0538600	BVRB_016770	26.7606	28.7879	0
OS09G0538600	BVRB_6g130330	56.338	13.5135	0
OS09G0538600	BVRB_6g130340	46.4789	13.0435	0
OS09G0538600	BVRB_6g130360	53.5211	17.0404	0
OS09G0538600	BVRB_6g130370	25.3521	8.69565	0
OS09G0538600	BVRB_6g130380	45.0704	13.278	0
OS09G0538600	BVRB_6g130390	50.7042	14.1176	0
OS09G0538600	BVRB_6g130400	70.4225	18.2482	0
OS09G0538600	BVRB_9g214170	73.2394	18.2456	0
OS09G0538700	BVRB_6g130280	55.1302	53.4918	1
OS09G0538800	BVRB_1g016620	70.6865	70.8178	1
OS09G0538800	BVRB_9g214160	69.7588	68.8645	1
OS09G0539100	BVRB_6g130250	69.526	68.1416	1
OS09G0539200	BVRB_9g214120	49.3274	27.3292	1
OS09G0539200	BVRB_9g214130	47.3094	25.2695	1
OS09G0539200	BVRB_9g214140	47.9821	25.8142	1
OS09G0539400	BVRB_9g214110	43.7799	44.5255	1
OS09G0539800	BVRB_4g082920	55.5556	30.5344	1
OS09G0540300	BVRB_016600	12.336	25.1337	1
OS09G0540300	BVRB_2g042890	22.3097	20.4819	1
OS09G0540300	BVRB_2g042900	18.6352	15.0743	1
OS09G0540300	BVRB_2g042920	11.2861	21.2871	1
OS09G0540300	BVRB_2g042930	19.685	17.4014	1
OS09G0540300	BVRB_2g042970	19.685	17.5234	1
OS09G0540300	BVRB_2g042980	19.9475	12.8378	1
OS09G0540300	BVRB_3g054100	18.8976	16.2528	1
OS09G0540300	BVRB_4g086630	18.1102	15.6109	1
OS09G0540300	BVRB_4g086640	20.9974	19.4175	1
OS09G0540300	BVRB_7g157030	22.3097	17.6715	1
OS09G0540300	BVRB_7g178250	20.9974	19.4175	1
OS09G0540300	BVRB_7g178260	21.2598	19.5652	1
OS09G0540300	BVRB_7g178270	21.2598	21.1488	1
OS09G0540300	BVRB_7g178280	23.622	21.1765	1
OS09G0540500	BVRB_7g158410	49.5169	52.0305	1
OS09G0540600	BVRB_9g214050	52.9268	55.2163	1
OS09G0540800	BVRB_005360	17.4359	17.5258	1
OS09G0540800	BVRB_6g134230	24.6154	20	1
OS09G0540900	BVRB_005370	16.0396	16.6667	0
OS09G0540900	BVRB_6g134220	17.8218	16.8539	0
OS09G0541500	BVRB_9g213830	86.014	86.014	1
OS09G0541700	BVRB_6g134210	65.4639	60.1896	1
OS09G0541900	BVRB_005460	75.154	75.154	1
OS09G0542100	BVRB_6g134120	42.449	40	1
OS09G0542200	BVRB_1g022470	44.7257	44.9153	1
OS09G0542500	BVRB_6g152700	38.6861	33.0218	1
OS09G0542500	BVRB_9g213720	49.8175	34.6447	1
OS09G0542600	BVRB_6g152690	27.6498	25.5319	1
OS09G0542800	BVRB_1g012220	42.3573	45.3649	1
OS09G0542900	BVRB_009030	30.315	24.5223	1
