Gene stable ID	Vitis vinifera gene stable ID	% identity	Vitis vinifera % identity	Orthology confidence [0 low, 1 high]
OS09G0428600	VIT_04s0069g00560	42	25	1
OS09G0428600	VIT_04s0069g00610	15	23	1
OS09G0428600	VIT_04s0069g00620	44	24	1
OS09G0428600	VIT_04s0069g00670	41	24	1
OS09G0428600	VIT_04s0069g00720	42	38	1
OS09G0428900	VIT_11s0052g01830	53	54	1
OS09G0428900	VIT_17s0053g00800	8	35	1
OS09G0429000	VIT_04s0069g00010	40	43	1
OS09G0429000	VIT_04s0069g00060	43	41	1
OS09G0429000	VIT_04s0069g00170	43	44	1
OS09G0429000	VIT_04s0069g00200	23	49	1
OS09G0429000	VIT_04s0069g00230	44	40	1
OS09G0429000	VIT_04s0069g00260	28	48	1
OS09G0429000	VIT_04s0069g00330	43	23	1
OS09G0429000	VIT_04s0069g00380	21	47	1
OS09G0429000	VIT_04s0069g00390	41	46	1
OS09G0429000	VIT_04s0069g00540	33	44	1
OS09G0429000	VIT_04s0069g00550	44	44	1
OS09G0429000	VIT_04s0069g00560	44	46	1
OS09G0429000	VIT_04s0069g00610	17	46	1
OS09G0429000	VIT_04s0069g00620	46	43	1
OS09G0429000	VIT_04s0069g00670	44	44	1
OS09G0429000	VIT_04s0069g00720	29	45	1
OS09G0429200	VIT_04s0069g00010	37	40	1
OS09G0429200	VIT_04s0069g00060	40	39	1
OS09G0429200	VIT_04s0069g00170	41	42	1
OS09G0429200	VIT_04s0069g00200	23	50	1
OS09G0429200	VIT_04s0069g00230	41	38	1
OS09G0429200	VIT_04s0069g00260	28	48	1
OS09G0429200	VIT_04s0069g00330	41	22	1
OS09G0429200	VIT_04s0069g00380	21	48	1
OS09G0429200	VIT_04s0069g00390	36	41	1
OS09G0429200	VIT_04s0069g00540	32	42	1
OS09G0429200	VIT_04s0069g00550	41	42	1
OS09G0429200	VIT_04s0069g00560	41	44	1
OS09G0429200	VIT_04s0069g00610	15	41	1
OS09G0429200	VIT_04s0069g00620	42	41	1
OS09G0429200	VIT_04s0069g00670	40	41	1
OS09G0429200	VIT_04s0069g00720	28	45	1
OS09G0429400	VIT_04s0069g00010	38	41	1
OS09G0429400	VIT_04s0069g00060	42	40	1
OS09G0429400	VIT_04s0069g00170	42	43	1
OS09G0429400	VIT_04s0069g00200	22	47	1
OS09G0429400	VIT_04s0069g00230	42	38	1
OS09G0429400	VIT_04s0069g00260	27	46	1
OS09G0429400	VIT_04s0069g00330	42	22	1
OS09G0429400	VIT_04s0069g00380	20	46	1
OS09G0429400	VIT_04s0069g00390	39	44	1
OS09G0429400	VIT_04s0069g00540	33	43	1
OS09G0429400	VIT_04s0069g00550	42	43	1
OS09G0429400	VIT_04s0069g00560	43	45	1
OS09G0429400	VIT_04s0069g00610	17	46	1
OS09G0429400	VIT_04s0069g00620	45	42	1
OS09G0429400	VIT_04s0069g00670	43	43	1
OS09G0429400	VIT_04s0069g00720	28	44	1
OS09G0429500	VIT_04s0069g00010	38	42	1
OS09G0429500	VIT_04s0069g00060	43	41	1
OS09G0429500	VIT_04s0069g00170	43	44	1
OS09G0429500	VIT_04s0069g00200	23	49	1
OS09G0429500	VIT_04s0069g00230	42	39	1
OS09G0429500	VIT_04s0069g00260	27	47	1
OS09G0429500	VIT_04s0069g00330	42	23	1
OS09G0429500	VIT_04s0069g00380	20	46	1
OS09G0429500	VIT_04s0069g00390	39	44	1
OS09G0429500	VIT_04s0069g00540	32	43	1
OS09G0429500	VIT_04s0069g00550	43	44	1
OS09G0429500	VIT_04s0069g00560	43	45	1
OS09G0429500	VIT_04s0069g00610	16	45	1
OS09G0429500	VIT_04s0069g00620	44	42	1
OS09G0429500	VIT_04s0069g00670	42	44	1
OS09G0429500	VIT_04s0069g00720	28	44	1
OS09G0431100	VIT_11s0052g01020	33	35	1
OS09G0431200	VIT_11s0052g01020	34	35	1
OS09G0431300	VIT_11s0016g02780	23	36	0
OS09G0431500	VIT_14s0036g00940	56	68	1
OS09G0431500	VIT_14s0036g00980	56	68	1
OS09G0431600	VIT_04s0008g02370	53	52	1
OS09G0432900	VIT_11s0052g01060	30	39	1
OS09G0432900	VIT_11s0052g01070	34	35	1
OS09G0433000	VIT_11s0052g01060	33	40	1
OS09G0433000	VIT_11s0052g01070	34	33	1
OS09G0433300	VIT_11s0052g01060	20	24	1
OS09G0433300	VIT_11s0052g01070	24	23	1
OS09G0433700	VIT_11s0016g00310	45	47	1
OS09G0433800	VIT_09s0002g00420	25	27	1
OS09G0433900	VIT_09s0002g00340	62	57	0
OS09G0434000	VIT_09s0002g00430	74	9	0
OS09G0434000	VIT_11s0016g00370	76	9	0
OS09G0434100	VIT_09s0002g00430	57	22	0
OS09G0434100	VIT_11s0016g00370	58	23	0
OS09G0434200	VIT_04s0008g02290	47	54	1
OS09G0434500	VIT_09s0002g00470	33	35	1
OS09G0434600	VIT_06s0004g02690	53	5	0
OS09G0436500	VIT_07s0031g01560	47	29	1
OS09G0436900	VIT_04s0008g02280	47	23	1
OS09G0437400	VIT_11s0016g00520	41	47	1
OS09G0437500	VIT_09s0002g00700	46	53	1
OS09G0438000	VIT_11s0016g00540	59	65	1
OS09G0438400	VIT_11s0016g05060	50	68	1
OS09G0438700	VIT_11s0016g00650	68	67	0
OS09G0438700	VIT_17s0000g03620	67	65	0
OS09G0439000	VIT_04s0008g02220	31	40	1
OS09G0439050	VIT_12s0034g01020	42	49	1
OS09G0439200	VIT_09s0002g00890	31	25	1
OS09G0439200	VIT_11s0016g00710	32	28	1
OS09G0439400	VIT_11s0016g00720	64	68	1
OS09G0439500	VIT_11s0016g00730	73	74	1
OS09G0439600	VIT_09s0002g00910	58	61	1
OS09G0439700	VIT_09s0002g00920	62	65	1
OS09G0440200	VIT_04s0008g02180	54	58	0
OS09G0440300	VIT_09s0002g01010	54	61	0
OS09G0440300	VIT_11s0016g00900	81	81	0
OS09G0440700	VIT_04s0008g02090	55	28	1
OS09G0440700	VIT_11s0016g00920	49	49	1
OS09G0441000	VIT_11s0016g00960	59	60	1
OS09G0441100	VIT_09s0002g01090	64	66	0
OS09G0441100	VIT_11s0016g00980	59	57	0
OS09G0441100	VIT_11s0016g01020	58	59	0
OS09G0441100	VIT_11s0016g01050	58	60	0
OS09G0441400	VIT_09s0002g01090	73	74	0
OS09G0441400	VIT_11s0016g00980	63	60	0
OS09G0441400	VIT_11s0016g01020	63	63	0
OS09G0441400	VIT_11s0016g01050	62	63	0
OS09G0441600	VIT_09s0002g01090	62	41	0
OS09G0441600	VIT_11s0016g00980	53	33	0
OS09G0441600	VIT_11s0016g01020	54	36	0
OS09G0441600	VIT_11s0016g01050	51	34	0
OS09G0441625	VIT_11s0016g01040	51	68	0
OS09G0441700	VIT_09s0002g01090	61	63	0
OS09G0441700	VIT_11s0016g00980	56	55	0
OS09G0441700	VIT_11s0016g01020	56	58	0
OS09G0441700	VIT_11s0016g01050	56	58	0
OS09G0441900	VIT_11s0016g00940	10	29	1
OS09G0442100	VIT_04s0008g02070	51	53	1
OS09G0442100	VIT_09s0002g01110	48	50	1
OS09G0442100	VIT_11s0016g01060	54	56	1
OS09G0442300	VIT_11s0016g01070	67	69	1
OS09G0442400	VIT_12s0057g00310	42	50	1
OS09G0442600	VIT_09s0002g01150	63	55	1
OS09G0442700	VIT_04s0023g01610	61	68	1
OS09G0442800	VIT_13s0067g00950	43	62	1
OS09G0442800	VIT_13s0067g01140	28	77	1
OS09G0442800	VIT_13s0067g01520	44	64	1
OS09G0442800	VIT_13s0067g02550	44	64	1
OS09G0442800	VIT_13s0067g02770	48	50	1
OS09G0442800	VIT_18s0122g01180	23	46	1
OS09G0442900	VIT_11s0016g01190	58	59	1
OS09G0443500	VIT_11s0016g01270	49	55	1
OS09G0444200	VIT_09s0002g01550	74	76	1
OS09G0444200	VIT_11s0016g01470	74	76	1
OS09G0444700	VIT_04s0008g01660	62	44	0
OS09G0444800	VIT_02s0087g00750	41	42	0
OS09G0444800	VIT_06s0004g00960	43	44	0
OS09G0444900	VIT_02s0087g00750	50	57	0
OS09G0444900	VIT_06s0004g00960	48	55	0
OS09G0445500	VIT_08s0007g06870	29	37	1
OS09G0445600	VIT_06s0004g01050	32	52	1
OS09G0445600	VIT_13s0156g00100	45	51	1
OS09G0445700	VIT_13s0156g00110	51	51	1
OS09G0446000	VIT_06s0004g01070	32	52	1
OS09G0446200	VIT_08s0007g06730	64	63	1
OS09G0446700	VIT_06s0004g02250	41	37	1
OS09G0446700	VIT_13s0156g00150	41	37	1
OS09G0446800	VIT_06s0004g01160	78	86	1
OS09G0447000	VIT_08s0007g06670	96	26	0
OS09G0447000	VIT_13s0156g00260	94	24	0
OS09G0448200	VIT_01s0011g06560	68	71	1
OS09G0448900	VIT_17s0000g00930	42	28	1
OS09G0449000	VIT_01s0011g06390	41	7	1
OS09G0450200	VIT_03s0038g02840	35	33	1
OS09G0450300	VIT_01s0011g06330	60	60	0
OS09G0450600	VIT_17s0000g01080	42	48	1
OS09G0451000	VIT_00s2086g00010	50	77	1
OS09G0451000	VIT_12s0059g01380	70	70	1
OS09G0451400	VIT_00s2086g00010	49	76	1
OS09G0451400	VIT_12s0059g01380	71	72	1
OS09G0451500	VIT_12s0059g01560	74	75	1
OS09G0451700	VIT_00s0868g00010	26	11	1
OS09G0451700	VIT_00s0999g00010	3	1	1
OS09G0451700	VIT_12s0059g02690	21	9	1
OS09G0451800	VIT_12s0034g00960	43	27	1
OS09G0451800	VIT_18s0001g03950	40	24	1
OS09G0452200	VIT_18s0001g03080	50	48	1
OS09G0452300	VIT_12s0059g01260	75	29	1
OS09G0452900	VIT_07s0031g03090	66	65	0
OS09G0452900	VIT_18s0001g04150	67	67	0
OS09G0453000	VIT_18s0001g04010	74	77	1
OS09G0453200	VIT_12s0034g01440	57	56	1
OS09G0453200	VIT_18s0001g03200	47	49	1
OS09G0453300	VIT_08s0032g00300	38	40	1
OS09G0453400	VIT_18s0001g11290	27	72	1
OS09G0453500	VIT_07s0255g00010	34	52	1
OS09G0453700	VIT_07s0255g00060	59	15	1
OS09G0453800	VIT_18s0001g03300	73	83	1
OS09G0453900	VIT_18s0001g03290	60	59	1
OS09G0454100	VIT_12s0034g01410	45	48	1
OS09G0454200	VIT_12s0034g01420	36	34	1
OS09G0454300	VIT_12s0034g01430	58	59	1
OS09G0454900	VIT_18s0001g03390	29	30	1
OS09G0455200	VIT_18s0001g10380	37	40	1
OS09G0455300	VIT_07s0031g00550	42	39	0
OS09G0455300	VIT_18s0001g10400	42	40	0
OS09G0455400	VIT_07s0151g00910	92	15	0
OS09G0456100	VIT_07s0031g00610	26	40	1
OS09G0456100	VIT_18s0001g10420	37	40	1
OS09G0456200	VIT_03s0063g00310	44	40	0
OS09G0456700	VIT_07s0031g00630	53	53	1
OS09G0456800	VIT_07s0031g00670	38	40	1
OS09G0456800	VIT_08s0007g08750	34	43	1
OS09G0457100	VIT_03s0063g00380	61	70	1
OS09G0457100	VIT_07s0031g00690	59	60	1
OS09G0457100	VIT_18s0001g10500	61	65	1
OS09G0457400	VIT_03s0063g00400	59	61	1
OS09G0457400	VIT_03s0063g00410	26	62	1
OS09G0457400	VIT_03s0063g00430	10	19	1
OS09G0457400	VIT_03s0063g00450	58	60	1
OS09G0457600	VIT_03s0063g00400	62	64	1
OS09G0457600	VIT_03s0063g00410	26	62	1
OS09G0457600	VIT_03s0063g00430	10	20	1
OS09G0457600	VIT_03s0063g00450	61	63	1
OS09G0457800	VIT_03s0063g00400	62	64	1
OS09G0457800	VIT_03s0063g00410	26	61	1
OS09G0457800	VIT_03s0063g00430	11	21	1
OS09G0457800	VIT_03s0063g00450	61	62	1
OS09G0457900	VIT_03s0063g00460	31	35	1
OS09G0458300	VIT_03s0063g00510	53	52	1
OS09G0458400	VIT_03s0063g00520	46	45	0
OS09G0458700	VIT_03s0063g00530	36	37	1
OS09G0458800	VIT_18s0001g10670	33	36	1
OS09G0458900	VIT_18s0001g10670	44	44	1
OS09G0459200	VIT_07s0031g00770	34	32	1
OS09G0459500	VIT_18s0001g10690	51	13	1
OS09G0459600	VIT_16s0100g00130	20	53	1
OS09G0459600	VIT_16s0100g00140	20	55	1
OS09G0459600	VIT_18s0001g10700	63	62	1
OS09G0459800	VIT_03s0063g00610	70	70	0
OS09G0460000	VIT_05s0020g04120	46	43	1
OS09G0460200	VIT_15s0045g00540	64	48	0
OS09G0462200	VIT_03s0063g00700	42	44	1
OS09G0462200	VIT_03s0063g00710	17	38	1
OS09G0462200	VIT_03s0063g00720	43	44	1
OS09G0462200	VIT_03s0063g00730	43	45	1
OS09G0462200	VIT_03s0063g00740	44	46	1
OS09G0462200	VIT_03s0063g00750	45	47	1
OS09G0462200	VIT_03s0063g00770	43	34	1
OS09G0462200	VIT_03s0063g00780	43	48	1
OS09G0462200	VIT_03s0063g00790	40	45	1
OS09G0462200	VIT_03s0063g00800	42	47	1
OS09G0462200	VIT_03s0063g00810	43	46	1
OS09G0462200	VIT_03s0063g00820	39	44	1
OS09G0462200	VIT_03s0063g00830	40	45	1
OS09G0462400	VIT_07s0031g00850	60	51	1
OS09G0462400	VIT_07s0031g00860	64	53	1
OS09G0462400	VIT_07s0031g00870	61	51	1
OS09G0462400	VIT_18s0001g10830	68	50	1
OS09G0462400	VIT_18s0001g10850	68	56	1
OS09G0462400	VIT_18s0001g10870	67	56	1
OS09G0462400	VIT_18s0001g10880	69	58	1
OS09G0462400	VIT_18s0001g10900	25	42	1
OS09G0462400	VIT_18s0001g10910	67	56	1
OS09G0462400	VIT_18s0001g10920	66	52	1
OS09G0462400	VIT_18s0001g10930	46	51	1
OS09G0462400	VIT_18s0001g10940	66	56	1
OS09G0462400	VIT_18s0001g10950	68	57	1
OS09G0462400	VIT_18s0001g10970	68	57	1
OS09G0462400	VIT_18s0001g10980	67	58	1
OS09G0462400	VIT_18s0001g11010	68	57	1
OS09G0462700	VIT_03s0063g00850	49	53	1
OS09G0462700	VIT_18s0001g11080	56	59	1
OS09G0462875	VIT_13s0158g00050	45	33	1
OS09G0462875	VIT_13s0158g00070	48	35	1
OS09G0462875	VIT_13s0158g00080	48	34	1
OS09G0463300	VIT_00s0804g00020	32	42	1
OS09G0463300	VIT_00s0945g00010	18	57	1
OS09G0463300	VIT_18s0001g11120	44	46	1
OS09G0463600	VIT_18s0001g11160	52	55	1
OS09G0463700	VIT_03s0017g00300	28	21	1
OS09G0463700	VIT_18s0001g07450	28	33	1
OS09G0464000	VIT_03s0017g00270	47	48	1
OS09G0464000	VIT_18s0001g07400	46	45	1
OS09G0464300	VIT_18s0001g07380	30	41	1
OS09G0464400	VIT_00s0199g00030	34	35	1
OS09G0464400	VIT_00s0407g00030	29	37	1
OS09G0464400	VIT_18s0001g07370	36	27	1
OS09G0465400	VIT_00s0407g00020	26	73	1
OS09G0465400	VIT_00s2349g00010	51	64	1
OS09G0465400	VIT_18s0001g07320	52	64	1
OS09G0465500	VIT_18s0001g07300	41	44	0
OS09G0465600	VIT_18s0001g07280	77	77	1
OS09G0465800	VIT_00s0199g00110	25	22	0
OS09G0465800	VIT_00s0199g00150	26	23	0
OS09G0466300	VIT_00s0199g00260	29	52	1
OS09G0466300	VIT_18s0001g07130	53	44	1
OS09G0466400	VIT_00s0199g00250	53	61	1
OS09G0466400	VIT_18s0001g07140	56	67	1
OS09G0466800	VIT_03s0038g00140	44	40	1
OS09G0466800	VIT_12s0035g00530	23	46	1
OS09G0466800	VIT_12s0035g00550	25	47	1
OS09G0466900	VIT_18s0001g07070	55	53	1
OS09G0467100	VIT_18s0001g07060	60	67	0
OS09G0467300	VIT_18s0001g06910	47	52	1
OS09G0467300	VIT_18s0001g06940	48	53	1
OS09G0467300	VIT_18s0001g06950	48	54	1
OS09G0468000	VIT_18s0001g06790	56	55	1
OS09G0468000	VIT_18s0001g06820	52	52	1
OS09G0468150	VIT_00s0477g00040	30	28	1
OS09G0468150	VIT_18s0001g06760	27	27	1
OS09G0468300	VIT_14s0128g00120	39	36	0
OS09G0468300	VIT_18s0001g06670	38	37	0
OS09G0468600	VIT_09s0002g05700	28	10	1
OS09G0468700	VIT_07s0191g00240	44	48	1
OS09G0468700	VIT_14s0128g00110	42	46	1
OS09G0468700	VIT_18s0001g06650	44	50	1
OS09G0469400	VIT_18s0001g06520	69	30	1
OS09G0469900	VIT_18s0001g06460	83	87	1
OS09G0469950	VIT_03s0017g00640	57	28	0
OS09G0470000	VIT_03s0017g00640	82	15	0
OS09G0470500	VIT_07s0191g00180	36	30	1
OS09G0470500	VIT_18s0001g06430	34	33	1
OS09G0470900	VIT_00s2531g00010	14	51	1
OS09G0470900	VIT_07s0191g00140	52	51	1
OS09G0471000	VIT_18s0001g06320	46	34	1
OS09G0471100	VIT_07s0191g00050	56	62	1
OS09G0471500	VIT_10s0003g05100	18	5	1
OS09G0471550	VIT_10s0003g05100	22	23	1
OS09G0471600	VIT_10s0003g05100	22	25	1
OS09G0471800	VIT_10s0003g05100	21	26	1
OS09G0471900	VIT_07s0191g00040	52	55	1
OS09G0472100	VIT_00s0625g00020	62	60	0
OS09G0472100	VIT_00s0625g00050	48	54	0
OS09G0472100	VIT_00s0822g00010	23	70	0
OS09G0472100	VIT_00s0989g00010	61	49	0
OS09G0472100	VIT_03s0017g01280	55	58	0
OS09G0472100	VIT_03s0017g01290	54	61	0
OS09G0472100	VIT_03s0017g01300	53	56	0
OS09G0472100	VIT_03s0017g01320	52	58	0
OS09G0472100	VIT_06s0009g00530	14	54	0
OS09G0472100	VIT_07s0191g00010	59	68	0
OS09G0472200	VIT_00s0625g00020	60	58	0
OS09G0472200	VIT_00s0625g00050	48	54	0
OS09G0472200	VIT_00s0822g00010	23	68	0
OS09G0472200	VIT_00s0989g00010	61	49	0
OS09G0472200	VIT_03s0017g01280	54	57	0
OS09G0472200	VIT_03s0017g01290	53	59	0
OS09G0472200	VIT_03s0017g01300	51	55	0
OS09G0472200	VIT_03s0017g01320	51	56	0
OS09G0472200	VIT_06s0009g00530	13	51	0
OS09G0472200	VIT_07s0191g00010	58	66	0
OS09G0472700	VIT_01s0011g06180	27	64	0
OS09G0472700	VIT_04s0008g04600	20	32	0
OS09G0472700	VIT_04s0008g04620	20	32	0
OS09G0472700	VIT_04s0008g04670	19	17	0
OS09G0472700	VIT_04s0008g05250	21	35	0
OS09G0472700	VIT_04s0008g05260	21	36	0
OS09G0472700	VIT_04s0069g00810	39	45	0
OS09G0472700	VIT_04s0069g00820	37	44	0
OS09G0472700	VIT_07s0005g04330	36	35	0
OS09G0472700	VIT_09s0002g06520	21	34	0
OS09G0472700	VIT_11s0016g04720	22	29	0
OS09G0472900	VIT_01s0011g06180	40	59	0
OS09G0472900	VIT_04s0008g04600	35	36	0
OS09G0472900	VIT_04s0008g04620	34	34	0
OS09G0472900	VIT_04s0008g04670	33	18	0
OS09G0472900	VIT_04s0008g05250	32	34	0
OS09G0472900	VIT_04s0008g05260	34	35	0
OS09G0472900	VIT_04s0069g00810	60	44	0
OS09G0472900	VIT_04s0069g00820	59	43	0
OS09G0472900	VIT_07s0005g04330	54	33	0
OS09G0472900	VIT_09s0002g06520	31	32	0
OS09G0472900	VIT_11s0016g04720	35	29	0
OS09G0473200	VIT_01s0011g06180	37	60	0
OS09G0473200	VIT_04s0008g04600	29	33	0
OS09G0473200	VIT_04s0008g04620	29	33	0
OS09G0473200	VIT_04s0008g04670	27	16	0
OS09G0473200	VIT_04s0008g05250	30	36	0
OS09G0473200	VIT_04s0008g05260	30	35	0
OS09G0473200	VIT_04s0069g00810	51	41	0
OS09G0473200	VIT_04s0069g00820	50	41	0
OS09G0473200	VIT_07s0005g04330	49	33	0
OS09G0473200	VIT_09s0002g06520	30	35	0
OS09G0473200	VIT_11s0016g04720	27	25	0
OS09G0473300	VIT_03s0017g01020	5	4	1
OS09G0473300	VIT_18s0001g05740	14	6	1
OS09G0473350	VIT_03s0017g01020	24	11	1
OS09G0473350	VIT_18s0001g05740	42	9	1
OS09G0473400	VIT_18s0001g05790	49	48	1
OS09G0474000	VIT_01s0010g00930	33	29	1
OS09G0474000	VIT_14s0083g00700	32	28	1
OS09G0474051	VIT_02s0087g00080	43	41	0
OS09G0474051	VIT_06s0080g00300	38	35	0
OS09G0474051	VIT_12s0057g00640	40	37	0
OS09G0474100	VIT_01s0010g00740	35	32	1
OS09G0474300	VIT_01s0010g00680	70	58	1
OS09G0474800	VIT_01s0010g00600	60	63	0
OS09G0474800	VIT_14s0083g00880	58	62	0
OS09G0474800	VIT_17s0000g04780	60	63	0
OS09G0475400	VIT_01s0010g00540	25	38	1
OS09G0475400	VIT_14s0083g00930	27	34	1
OS09G0475400	VIT_17s0000g04790	35	31	1
OS09G0475700	VIT_01s0010g00550	55	56	1
OS09G0475800	VIT_07s0255g00020	26	20	0
OS09G0475800	VIT_18s0001g11310	25	19	0
OS09G0476000	VIT_17s0000g04870	37	27	1
OS09G0476100	VIT_19s0015g00450	42	38	1
OS09G0476800	VIT_12s0057g01020	36	24	0
OS09G0476800	VIT_19s0015g00530	41	27	0
OS09G0477700	VIT_19s0015g00610	14	11	1
OS09G0477900	VIT_19s0015g00650	60	65	1
OS09G0478000	VIT_00s1213g00020	31	31	1
OS09G0478100	VIT_00s0414g00010	52	42	0
OS09G0478100	VIT_00s0414g00020	43	50	0
OS09G0478100	VIT_00s0414g00030	53	53	0
OS09G0478100	VIT_00s0414g00040	30	56	0
OS09G0478100	VIT_00s0414g00050	8	43	0
OS09G0478100	VIT_00s0414g00060	36	51	0
OS09G0478100	VIT_00s0469g00010	52	41	0
OS09G0478100	VIT_00s0469g00020	53	52	0
OS09G0478100	VIT_00s0469g00040	26	47	0
OS09G0478100	VIT_00s0469g00050	53	53	0
OS09G0478100	VIT_00s0531g00060	30	55	0
OS09G0478100	VIT_00s0975g00010	16	47	0
OS09G0478100	VIT_00s0975g00020	14	55	0
OS09G0478100	VIT_00s1213g00010	25	53	0
OS09G0478100	VIT_00s1349g00010	52	37	0
OS09G0478100	VIT_04s0044g00770	10	51	0
OS09G0478100	VIT_19s0015g00710	53	53	0
OS09G0478100	VIT_19s0015g00730	52	52	0
OS09G0478300	VIT_00s0414g00010	56	39	0
OS09G0478300	VIT_00s0414g00020	45	45	0
OS09G0478300	VIT_00s0414g00030	56	47	0
OS09G0478300	VIT_00s0414g00040	35	56	0
OS09G0478300	VIT_00s0414g00050	2	11	0
OS09G0478300	VIT_00s0414g00060	43	52	0
OS09G0478300	VIT_00s0469g00010	56	38	0
OS09G0478300	VIT_00s0469g00020	56	47	0
OS09G0478300	VIT_00s0469g00040	30	47	0
OS09G0478300	VIT_00s0469g00050	56	47	0
OS09G0478300	VIT_00s0531g00060	37	56	0
OS09G0478300	VIT_00s0975g00010	13	32	0
OS09G0478300	VIT_00s0975g00020	17	57	0
OS09G0478300	VIT_00s1213g00010	30	53	0
OS09G0478300	VIT_00s1349g00010	56	33	0
OS09G0478300	VIT_04s0044g00770	13	53	0
OS09G0478300	VIT_19s0015g00710	56	48	0
OS09G0478300	VIT_19s0015g00730	56	47	0
OS09G0478400	VIT_16s0022g01250	49	51	1
OS09G0478500	VIT_10s0116g00440	69	65	1
OS09G0478500	VIT_19s0015g00770	70	67	1
OS09G0478600	VIT_12s0057g01330	35	19	1
OS09G0479300	VIT_19s0015g01560	21	35	1
OS09G0479300	VIT_19s0015g01630	18	44	1
OS09G0479300	VIT_19s0015g01660	22	34	1
OS09G0479400	VIT_19s0015g01560	17	35	1
OS09G0479400	VIT_19s0015g01630	15	44	1
OS09G0479400	VIT_19s0015g01660	18	34	1
OS09G0479800	VIT_00s0780g00010	63	63	0
OS09G0479900	VIT_00s0878g00010	43	60	1
OS09G0479900	VIT_12s0057g01450	58	61	1
OS09G0479900	VIT_19s0015g01420	58	61	1
OS09G0480400	VIT_00s0455g00040	48	53	1
OS09G0480400	VIT_00s0475g00010	19	36	1
OS09G0480700	VIT_05s0020g02790	60	38	1
OS09G0480700	VIT_14s0128g00250	60	38	1
OS09G0481100	VIT_19s0015g01160	47	46	1
OS09G0481200	VIT_19s0015g01760	54	55	0
OS09G0481300	VIT_19s0015g01790	22	19	1
OS09G0481600	VIT_19s0015g01800	64	36	1
OS09G0481650	VIT_08s0056g01410	32	23	1
OS09G0481650	VIT_10s0116g00470	35	24	1
OS09G0481700	VIT_19s0015g01870	36	30	0
OS09G0481800	VIT_12s0057g01550	45	58	1
OS09G0482000	VIT_17s0000g08860	37	41	1
OS09G0482100	VIT_00s0194g00030	91	91	0
OS09G0482100	VIT_05s0062g00690	12	36	0
OS09G0482100	VIT_19s0015g01090	90	89	0
OS09G0482400	VIT_00s0194g00030	91	91	0
OS09G0482400	VIT_05s0062g00690	12	36	0
OS09G0482400	VIT_19s0015g01090	90	89	0
OS09G0482600	VIT_00s0194g00030	91	91	0
OS09G0482600	VIT_05s0062g00690	12	36	0
OS09G0482600	VIT_19s0015g01090	90	89	0
OS09G0482620	VIT_15s0024g00260	47	51	1
OS09G0482620	VIT_15s0024g00280	2	2	1
OS09G0482640	VIT_03s0132g00340	40	42	1
OS09G0482640	VIT_03s0132g00380	32	47	1
OS09G0482640	VIT_03s0132g00450	38	46	1
OS09G0482640	VIT_17s0000g02410	42	26	1
OS09G0482640	VIT_17s0000g04360	42	27	1
OS09G0482640	VIT_17s0000g04370	33	22	1
OS09G0482640	VIT_17s0000g04380	42	26	1
OS09G0482640	VIT_18s0089g01140	42	27	1
OS09G0482640	VIT_18s0089g01150	42	25	1
OS09G0482680	VIT_12s0059g01670	63	65	1
OS09G0482720	VIT_12s0059g01680	47	46	1
OS09G0482720	VIT_19s0090g01280	40	39	1
OS09G0482740	VIT_12s0059g01690	53	53	1
OS09G0482780	VIT_12s0059g00570	52	49	1
OS09G0482800	VIT_12s0059g00310	61	61	1
OS09G0482800	VIT_12s0059g00320	56	56	1
OS09G0482800	VIT_12s0059g00340	59	59	1
OS09G0482800	VIT_12s0059g00350	59	59	1
OS09G0482800	VIT_12s0059g00360	58	58	1
OS09G0482800	VIT_12s0059g00370	61	61	1
OS09G0482800	VIT_12s0059g00400	61	61	1
OS09G0482800	VIT_12s0059g00420	61	61	1
OS09G0482800	VIT_12s0059g00430	61	61	1
OS09G0482840	VIT_12s0059g00310	62	62	1
OS09G0482840	VIT_12s0059g00320	53	53	1
OS09G0482840	VIT_12s0059g00340	61	61	1
OS09G0482840	VIT_12s0059g00350	61	61	1
OS09G0482840	VIT_12s0059g00360	55	55	1
OS09G0482840	VIT_12s0059g00370	63	63	1
OS09G0482840	VIT_12s0059g00400	62	62	1
OS09G0482840	VIT_12s0059g00420	63	63	1
OS09G0482840	VIT_12s0059g00430	62	62	1
OS09G0483100	VIT_12s0059g00310	62	63	1
OS09G0483100	VIT_12s0059g00320	55	55	1
OS09G0483100	VIT_12s0059g00340	62	63	1
OS09G0483100	VIT_12s0059g00350	62	63	1
OS09G0483100	VIT_12s0059g00360	57	57	1
OS09G0483100	VIT_12s0059g00370	63	64	1
OS09G0483100	VIT_12s0059g00400	62	63	1
OS09G0483100	VIT_12s0059g00420	63	64	1
OS09G0483100	VIT_12s0059g00430	62	63	1
OS09G0483300	VIT_12s0059g00310	60	61	1
OS09G0483300	VIT_12s0059g00320	54	55	1
OS09G0483300	VIT_12s0059g00340	59	61	1
OS09G0483300	VIT_12s0059g00350	59	60	1
OS09G0483300	VIT_12s0059g00360	55	56	1
OS09G0483300	VIT_12s0059g00370	61	62	1
OS09G0483300	VIT_12s0059g00400	60	61	1
OS09G0483300	VIT_12s0059g00420	61	62	1
OS09G0483300	VIT_12s0059g00430	60	61	1
OS09G0483500	VIT_12s0059g00310	64	64	1
OS09G0483500	VIT_12s0059g00320	56	56	1
OS09G0483500	VIT_12s0059g00340	64	64	1
