Gene stable ID	Oryza meridionalis gene stable ID	% identity	Oryza meridionalis % identity	Orthology confidence [0 low, 1 high]
OS07G0617000	OMERI07G18590	89	91	1
OS07G0617100	OMERI07G18600	99	97	1
OS07G0617500	OMERI07G18610	95	93	1
OS07G0617600	OMERI07G18630	60	45	1
OS07G0617700	OMERI07G18640	94	93	1
OS07G0617800	OMERI07G18650	99	60	1
OS07G0618266	OMERI05G00540	42	36	0
OS07G0618266	OMERI07G20280	38	68	0
OS07G0618266	OMERI10G11090	38	56	0
OS07G0618400	OMERI07G18690	95	96	1
OS07G0618500	OMERI07G18700	86	67	1
OS07G0618600	OMERI07G18710	74	98	1
OS07G0619100	OMERI07G18720	96	96	1
OS07G0619200	OMERI07G18730	89	79	1
OS07G0619400	OMERI07G18750	92	92	1
OS07G0619500	OMERI07G18760	95	94	1
OS07G0619800	OMERI07G18780	99	75	1
OS07G0620200	OMERI07G18800	97	43	1
OS07G0620400	OMERI07G18810	93	72	1
OS07G0620500	OMERI07G18820	71	55	1
OS07G0620600	OMERI07G18830	79	91	1
OS07G0620700	OMERI04G07960	46	27	1
OS07G0620800	OMERI07G18840	98	98	1
OS07G0621300	OMERI07G18860	70	61	0
OS07G0621500	OMERI07G18890	98	73	1
OS07G0621500	OMERI07G18900	98	73	1
OS07G0621800	OMERI07G18990	94	94	1
OS07G0622000	OMERI07G19010	84	99	1
OS07G0622200	OMERI07G19020	95	95	1
OS07G0622700	OMERI07G19060	99	91	1
OS07G0623100	OMERI07G19080	98	39	1
OS07G0623300	OMERI07G19090	90	56	1
OS07G0623400	OMERI07G19100	100	100	1
OS07G0623600	OMERI07G19120	99	99	1
OS07G0624600	OMERI07G19170	99	99	1
OS07G0624700	OMERI07G19180	96	73	1
OS07G0624900	OMERI07G19190	97	96	1
OS07G0625400	OMERI07G19220	85	91	1
OS07G0625500	OMERI07G19230	97	97	1
OS07G0626100	OMERI07G19240	84	86	1
OS07G0626200	OMERI07G19250	61	32	0
OS07G0626500	OMERI07G19280	99	99	1
OS07G0626600	OMERI07G19290	100	100	1
OS07G0626800	OMERI07G19300	97	82	1
OS07G0627000	OMERI07G19310	82	86	1
OS07G0627300	OMERI03G12240	86	76	0
OS07G0627400	OMERI07G19390	96	97	1
OS07G0627500	OMERI07G19380	30	14	0
OS07G0627700	OMERI07G19360	100	100	1
OS07G0628500	OMERI07G19420	95	77	0
OS07G0628600	OMERI07G19430	99	99	0
OS07G0628700	OMERI07G19450	77	78	1
OS07G0628900	OMERI07G19440	76	70	0
OS07G0629000	OMERI07G19460	94	42	0
OS07G0629900	OMERI07G19470	30	41	1
OS07G0630400	OMERI07G19480	97	98	1
OS07G0630800	OMERI07G19520	98	98	1
OS07G0630900	OMERI07G19530	94	93	1
OS07G0631000	OMERI07G19540	56	62	1
OS07G0631100	OMERI06G04360	54	43	0
OS07G0631300	OMERI07G19560	97	97	1
OS07G0631300	OMERI07G19570	97	97	1
OS07G0631500	OMERI08G16880	86	24	1
OS07G0631700	OMERI07G19580	97	97	1
OS07G0631900	OMERI07G19590	98	99	1
OS07G0632000	OMERI07G19600	94	95	1
OS07G0632600	OMERI07G19670	90	97	0
OS07G0632700	OMERI07G19680	100	100	1
OS07G0632800	OMERI07G19690	97	85	0
OS07G0633000	OMERI07G19710	94	73	1
OS07G0633100	OMERI07G19700	47	49	0
OS07G0633200	OMERI07G19720	99	93	1
OS07G0633500	OMERI07G19740	98	79	1
OS07G0633600	OMERI07G19750	96	96	1
OS07G0633800	OMERI07G19760	76	40	0
OS07G0634100	OMERI07G19780	89	96	1
OS07G0634200	OMERI07G19800	98	92	1
OS07G0634400	OMERI07G19810	90	53	1
OS07G0634600	OMERI07G19820	98	95	1
OS07G0635700	OMERI07G19880	95	95	1
OS07G0635800	OMERI07G19890	94	94	1
OS07G0635900	OMERI07G19900	100	100	1
OS07G0636000	OMERI07G19910	95	95	1
OS07G0636100	OMERI07G19920	59	46	1
OS07G0636200	OMERI07G19930	87	90	1
OS07G0636800	OMERI07G20470	64	57	0
OS07G0636900	OMERI07G19980	28	28	1
OS07G0637100	OMERI07G19970	74	40	1
OS07G0637150	OMERI07G19970	100	35	1
OS07G0637200	OMERI07G19990	98	98	1
OS07G0637300	OMERI07G20000	100	97	1
OS07G0637400	OMERI07G20020	100	100	1
OS07G0637700	OMERI07G19940	78	81	0
OS07G0638100	OMERI07G20080	96	96	1
OS07G0638300	OMERI07G20090	98	83	1
OS07G0638500	OMERI07G20100	93	93	1
OS07G0638600	OMERI07G20150	43	57	0
OS07G0639000	OMERI07G20160	95	97	1
OS07G0639100	OMERI07G20170	84	82	1
OS07G0639500	OMERI07G20180	47	46	1
OS07G0639600	OMERI07G20190	97	96	1
OS07G0639800	OMERI07G20200	100	100	1
OS07G0639900	OMERI07G20210	98	98	1
OS07G0640100	OMERI07G20220	100	100	1
OS07G0640200	OMERI07G20230	98	98	1
OS07G0640900	OMERI07G20240	76	64	1
OS07G0641000	OMERI07G20250	96	68	1
OS07G0641200	OMERI07G20260	100	44	1
OS07G0641600	OMERI07G20270	79	75	0
OS07G0641700	OMERI07G20290	100	100	1
OS07G0641800	OMERI07G20300	65	56	1
OS07G0642200	OMERI07G20310	96	96	1
OS07G0642300	OMERI07G20320	100	100	1
OS07G0642400	OMERI07G20330	94	91	1
OS07G0642600	OMERI07G20340	97	96	1
OS07G0642800	OMERI07G20350	96	92	1
OS07G0642900	OMERI07G20360	97	79	1
OS07G0643000	OMERI07G20380	95	94	1
OS07G0643100	OMERI07G20390	92	93	1
OS07G0643400	OMERI07G20430	97	97	1
OS07G0643700	OMERI07G20450	93	95	1
OS07G0643800	OMERI07G20460	54	59	0
OS07G0644000	OMERI07G20480	99	90	1
OS07G0644100	OMERI07G20490	94	94	1
OS07G0644200	OMERI07G20500	96	92	1
OS07G0644300	OMERI07G20510	99	99	1
OS07G0644600	OMERI07G20520	97	91	1
OS07G0645000	OMERI07G20540	97	68	0
OS07G0645100	OMERI07G20550	98	22	1
OS07G0645200	OMERI07G20550	81	6	1
OS07G0645300	OMERI07G20560	98	83	1
OS07G0645400	OMERI07G20570	100	100	0
OS07G0645500	OMERI07G20580	89	84	1
OS07G0645701	OMERI07G20590	97	36	1
OS07G0646000	OMERI03G15710	0	0	0
OS07G0646100	OMERI07G20630	90	56	1
OS07G0646300	OMERI07G20530	74	60	0
OS07G0646300	OMERI07G20650	97	86	0
OS07G0646600	OMERI07G20530	73	59	0
OS07G0646600	OMERI07G20650	95	85	0
OS07G0646800	OMERI07G20690	100	100	1
OS07G0647100	OMERI07G20710	99	67	1
OS07G0647200	OMERI07G20720	97	92	1
OS07G0647300	OMERI07G20730	89	33	1
OS07G0647400	OMERI07G20740	91	91	1
OS07G0647500	OMERI07G20750	100	100	1
OS07G0647600	OMERI07G20760	85	30	1
OS07G0647800	OMERI07G20770	92	60	1
OS07G0647900	OMERI07G20790	98	98	1
OS07G0648000	OMERI07G20800	99	99	0
OS07G0648233	OMERI07G20810	97	55	1
OS07G0648400	OMERI07G20820	55	14	1
OS07G0649100	OMERI07G20850	37	75	0
OS07G0649100	OMERI07G20860	14	93	0
OS07G0649500	OMERI07G20870	63	18	0
OS07G0649600	OMERI07G20900	83	55	0
OS07G0649800	OMERI07G21030	80	11	0
OS07G0650100	OMERI07G20920	94	62	1
OS07G0650375	OMERI07G21070	76	35	0
OS07G0650451	OMERI07G21080	57	45	1
OS07G0650600	OMERI07G20940	83	82	1
OS07G0651600	OMERI07G20960	91	100	1
OS07G0651800	OMERI07G20970	99	35	1
OS07G0653000	OMERI07G20970	39	17	1
OS07G0653050	OMERI07G20970	59	19	1
OS07G0653100	OMERI07G21040	85	100	1
OS07G0653800	OMERI07G21060	99	99	1
OS07G0654100	OMERI07G21080	99	56	1
OS07G0654450	OMERI07G21100	99	14	0
OS07G0655201	OMERI07G21180	100	42	0
OS07G0655300	OMERI07G21220	97	59	0
OS07G0655500	OMERI07G21230	76	80	0
OS07G0655600	OMERI07G21240	90	79	1
OS07G0655800	OMERI07G21250	66	36	0
OS07G0655900	OMERI07G21260	100	100	1
OS07G0656000	OMERI07G21270	90	91	1
OS07G0656100	OMERI07G21280	100	95	1
OS07G0656300	OMERI07G21300	98	99	1
OS07G0656400	OMERI07G21310	99	99	1
OS07G0656500	OMERI07G21320	97	85	1
OS07G0656600	OMERI07G21330	88	97	1
OS07G0656700	OMERI07G21340	97	97	1
OS07G0656800	OMERI07G21350	64	39	1
OS07G0656900	OMERI07G21360	89	74	1
OS07G0657100	OMERI07G21370	95	90	1
OS07G0657200	OMERI07G21380	98	100	1
OS07G0657400	OMERI07G21390	99	99	1
OS07G0657500	OMERI07G21400	57	65	0
OS07G0658000	OMERI07G21420	81	43	1
OS07G0658100	OMERI07G21410	93	39	1
OS07G0658300	OMERI07G21430	97	92	1
OS07G0658400	OMERI07G21440	96	66	1
OS07G0658500	OMERI12G01690	22	48	1
OS07G0658600	OMERI07G21460	98	98	1
OS07G0658700	OMERI07G21470	95	95	1
OS07G0659300	OMERI07G21490	94	90	1
OS07G0659400	OMERI05G04120	47	91	1
OS07G0659500	OMERI07G21510	98	98	1
OS07G0659600	OMERI07G21520	84	91	1
OS07G0659800	OMERI07G21530	87	46	1
OS07G0659900	OMERI07G21540	99	99	1
OS07G0660000	OMERI07G21560	86	88	1
OS07G0660400	OMERI07G21570	77	22	1
OS07G0660700	OMERI07G21580	86	85	1
OS07G0661100	OMERI02G30030	98	99	1
OS07G0661300	OMERI07G21590	74	55	1
OS07G0661400	OMERI07G21600	88	90	1
OS07G0661550	OMERI07G21630	98	12	1
OS07G0661600	OMERI07G21640	99	75	1
OS07G0661700	OMERI07G21650	97	100	1
OS07G0661800	OMERI07G21660	97	54	1
OS07G0661900	OMERI07G21670	86	87	1
OS07G0662500	OMERI07G21680	99	99	1
OS07G0662600	OMERI01G17620	93	73	1
OS07G0662700	OMERI07G21700	97	97	1
OS07G0662800	OMERI07G21690	71	26	0
OS07G0662900	OMERI07G21710	98	91	1
OS07G0663000	OMERI07G21720	92	95	1
OS07G0663300	OMERI07G21730	91	86	1
OS07G0664000	OMERI07G21740	97	34	0
OS07G0664500	OMERI07G21760	93	35	1
OS07G0664600	OMERI07G21770	85	55	1
OS07G0664900	OMERI07G21770	57	76	1
OS07G0665000	OMERI07G21770	86	81	1
OS07G0665200	OMERI07G21780	97	98	1
OS07G0665900	OMERI07G22170	98	97	1
OS07G0666300	OMERI07G22180	98	44	1
OS07G0666400	OMERI07G22190	86	67	0
OS07G0666600	OMERI07G22200	99	99	1
OS07G0666900	OMERI07G22210	99	99	1
OS07G0667000	OMERI07G22220	97	97	1
OS07G0667100	OMERI07G22230	96	95	1
OS07G0667400	OMERI07G22250	97	81	1
OS07G0668200	OMERI07G22310	94	46	1
OS07G0668500	OMERI07G22320	71	47	1
OS07G0668700	OMERI07G22340	95	98	1
OS07G0668900	OMERI07G22350	94	94	0
OS07G0669100	OMERI07G22390	99	86	1
OS07G0669200	OMERI07G22400	57	48	1
OS07G0669500	OMERI07G22420	98	98	1
OS07G0669600	OMERI07G22430	92	98	1
OS07G0669700	OMERI07G22440	99	63	1
OS07G0669800	OMERI07G22450	95	62	0
OS07G0670000	OMERI07G22460	96	97	1
OS07G0670600	OMERI07G22480	100	100	1
OS07G0670800	OMERI07G22490	89	43	1
OS07G0671000	OMERI07G22500	100	100	1
OS07G0671400	OMERI07G22530	95	84	1
OS07G0671500	OMERI07G22540	99	41	1
OS07G0671700	OMERI07G22550	84	81	1
OS07G0672500	OMERI07G22560	95	99	1
OS07G0672600	OMERI07G22570	93	93	1
OS07G0672700	OMERI07G22580	78	96	1
OS07G0673000	OMERI07G22590	88	75	1
OS07G0673100	OMERI07G22600	99	99	1
OS07G0673200	OMERI07G22610	92	98	1
OS07G0673400	OMERI07G22620	98	99	1
OS07G0673500	OMERI07G22630	67	58	0
OS07G0673550	OMERI07G22640	94	62	1
OS07G0673700	OMERI07G22650	97	97	1
OS07G0673801	OMERI07G22660	90	96	1
OS07G0673900	OMERI07G22670	100	100	1
OS07G0674200	OMERI07G22700	99	99	1
OS07G0674400	OMERI07G22740	98	98	1
OS07G0674700	OMERI07G22750	94	60	1
OS07G0674800	OMERI07G22780	89	88	1
OS07G0675000	OMERI07G22800	98	96	1
OS07G0675100	OMERI07G22810	97	97	1
OS07G0675200	OMERI07G22820	77	87	1
OS07G0676400	OMERI07G22910	40	34	1
OS07G0676600	OMERI07G22940	100	100	1
OS07G0677600	OMERI07G22970	98	98	1
OS07G0677900	OMERI07G22980	86	59	1
OS07G0678300	OMERI07G22990	98	98	1
OS07G0678600	OMERI03G32130	100	100	1
OS07G0679000	OMERI03G32120	95	95	1
OS07G0679100	OMERI03G32110	87	84	1
OS07G0679200	OMERI03G32090	75	95	1
OS07G0679300	OMERI03G32080	97	90	1
OS07G0679300	OMERI07G23000	97	90	1
OS07G0679700	OMERI07G23020	99	99	1
OS07G0680000	OMERI07G23040	99	89	1
OS07G0680300	OMERI07G23050	75	43	1
OS07G0680400	OMERI07G23060	90	90	1
OS07G0680600	OMERI07G23070	94	81	1
OS07G0680900	OMERI07G23080	100	86	1
OS07G0681000	OMERI07G23090	98	99	1
OS07G0681100	OMERI07G23120	99	99	1
OS07G0681200	OMERI07G23130	71	91	0
OS07G0681300	OMERI07G23140	98	98	1
OS07G0681400	OMERI07G23150	98	90	1
OS07G0681600	OMERI07G23160	92	94	1
OS07G0681700	OMERI07G23170	98	98	1
OS07G0682000	OMERI07G23180	81	84	1
OS07G0682400	OMERI07G23200	98	98	1
OS07G0682700	OMERI07G23220	98	98	1
OS07G0682800	OMERI07G23230	81	99	1
OS07G0683600	OMERI07G23250	81	69	1
OS07G0683900	OMERI07G23270	93	93	1
OS07G0684100	OMERI07G23290	89	91	1
OS07G0684800	OMERI07G23300	99	98	1
OS07G0684900	OMERI07G23310	95	97	1
OS07G0685000	OMERI07G23320	98	99	1
OS07G0685300	OMERI07G23330	99	97	1
OS07G0685400	OMERI07G23340	98	36	1
OS07G0685500	OMERI07G23350	75	90	1
OS07G0685700	OMERI07G23380	92	93	1
OS07G0685800	OMERI07G23390	88	88	1
OS07G0685900	OMERI07G23400	98	98	1
OS07G0686100	OMERI07G23410	95	95	1
OS07G0686300	OMERI07G23420	88	88	1
OS07G0686400	OMERI07G23430	97	58	1
OS07G0686500	OMERI07G23440	90	94	1
OS07G0686600	OMERI07G23450	86	92	1
OS07G0686800	OMERI07G23470	88	25	1
OS07G0686900	OMERI07G23490	96	33	1
OS07G0687000	OMERI07G23500	98	98	1
OS07G0687100	OMERI07G23510	99	93	1
OS07G0687300	OMERI07G23520	96	97	1
OS07G0687400	OMERI07G23530	90	85	1
OS07G0687500	OMERI07G23540	98	96	1
OS07G0687900	OMERI07G23550	99	98	1
OS07G0688000	OMERI07G23560	98	94	1
OS07G0688200	OMERI07G23590	79	77	1
OS07G0688300	OMERI07G23600	99	80	1
OS07G0688500	OMERI07G23610	94	95	1
OS07G0689300	OMERI07G23630	99	47	1
OS07G0689400	OMERI07G23640	93	21	1
OS07G0689600	OMERI07G23650	92	91	1
OS07G0689800	OMERI07G23660	94	92	1
OS07G0689950	OMERI07G23680	99	74	1
OS07G0690300	OMERI07G23690	78	52	0
OS07G0690400	OMERI07G23710	100	100	1
OS07G0690600	OMERI07G23720	100	100	1
OS07G0690800	OMERI07G23730	95	54	0
OS07G0691100	OMERI10G04970	97	99	1
OS07G0691200	OMERI10G04980	81	96	0
OS07G0691300	OMERI07G23740	91	38	1
OS07G0691700	OMERI07G23750	94	93	1
OS07G0691800	OMERI07G23760	100	100	1
OS07G0692200	OMERI07G23770	81	85	1
OS07G0692600	OMERI07G23780	100	27	1
OS07G0692800	OMERI07G23790	98	93	1
OS07G0692900	OMERI07G23800	79	97	1
OS07G0693000	OMERI07G23810	97	97	1
OS07G0693100	OMERI07G23820	98	98	1
OS07G0693400	OMERI07G23830	98	70	1
OS07G0693600	OMERI07G23840	75	90	1
OS07G0693900	OMERI07G23860	93	97	1
OS07G0694000	OMERI07G23870	99	96	1
OS07G0694200	OMERI11G08450	51	35	1
OS07G0694400	OMERI07G23890	99	95	1
OS07G0694500	OMERI07G23910	96	96	1
OS07G0694700	OMERI07G23900	100	100	1
OS07G0694800	OMERI07G23920	99	99	1
OS07G0695100	OMERI07G23930	89	78	1
OS07G0695400	OMERI07G23940	97	97	1
OS08G0102100	OMERI12G09310	10	51	0
OS08G0102100	OMERI12G09320	7	66	0
OS08G0102900	OMERI08G00530	71	73	1
OS08G0103000	OMERI08G00560	24	33	0
OS08G0103100	OMERI08G00550	29	28	1
OS08G0103300	OMERI08G00570	98	99	1
OS08G0103400	OMERI08G00580	75	97	1
OS08G0103500	OMERI08G00590	99	98	1
OS08G0103900	OMERI08G00600	82	78	1
OS08G0104100	OMERI08G00610	98	98	1
OS08G0104300	OMERI08G00620	87	92	1
OS08G0104400	OMERI08G00630	90	78	1
OS08G0104600	OMERI08G00640	98	98	1
OS08G0104700	OMERI08G00650	99	97	1
OS08G0104800	OMERI08G00660	91	92	1
OS08G0105000	OMERI08G00680	93	81	1
OS08G0105100	OMERI08G00730	96	95	1
OS08G0105800	OMERI08G00750	89	81	1
OS08G0106000	OMERI08G00770	54	33	1
OS08G0106300	OMERI08G00780	96	55	1
OS08G0106501	OMERI08G00790	91	91	1
OS08G0106600	OMERI08G00800	90	88	1
OS08G0106700	OMERI02G07860	19	10	0
OS08G0106700	OMERI05G09640	0	0	0
OS08G0106900	OMERI03G11360	80	69	1
OS08G0107100	OMERI08G00840	100	100	1
OS08G0107300	OMERI08G00850	96	97	1
OS08G0107400	OMERI08G00860	81	31	1
OS08G0107500	OMERI08G00870	98	96	1
OS08G0107500	OMERI08G00890	98	96	1
OS08G0107600	OMERI08G00880	96	95	1
OS08G0107600	OMERI08G00900	96	95	1
OS08G0107700	OMERI08G04630	33	63	0
OS08G0107900	OMERI08G00940	80	90	1
OS08G0108100	OMERI08G00950	96	100	1
OS08G0108200	OMERI08G00960	98	98	1
OS08G0108300	OMERI08G00970	65	95	1
OS08G0108500	OMERI08G00980	84	84	0
OS08G0108700	OMERI08G00990	94	95	1
OS08G0109000	OMERI08G01000	100	100	1
OS08G0109100	OMERI08G01010	97	89	1
OS08G0109300	OMERI08G01020	76	76	1
OS08G0109400	OMERI08G01030	83	62	1
OS08G0109500	OMERI08G01040	45	85	1
OS08G0110500	OMERI08G01080	99	99	1
OS08G0110600	OMERI08G01070	93	95	1
OS08G0110600	OMERI08G01100	93	95	1
OS08G0110700	OMERI12G11760	11	58	1
OS08G0111800	OMERI06G10920	91	91	0
OS08G0112500	OMERI04G25570	63	38	0
OS08G0113400	OMERI04G12520	52	46	0
OS08G0113400	OMERI04G12530	52	46	0
OS08G0113700	OMERI08G01240	80	91	1
OS08G0113800	OMERI08G01250	58	89	1
OS08G0113800	OMERI08G01260	96	92	1
OS08G0113900	OMERI08G01270	92	92	1
OS08G0114100	OMERI08G01280	93	94	1
OS08G0114200	OMERI08G01290	96	97	1
OS08G0114300	OMERI08G01300	98	98	1
OS08G0115200	OMERI08G01310	97	92	1
OS08G0115800	OMERI08G01360	91	58	0
OS08G0116500	OMERI03G11770	50	25	1
OS08G0116800	OMERI08G01370	98	98	1
OS08G0116900	OMERI08G01380	86	86	1
OS08G0117000	OMERI08G01390	86	82	0
OS08G0117100	OMERI08G01400	97	97	1
OS08G0117200	OMERI08G01410	89	42	1
OS08G0117300	OMERI08G01410	100	45	1
OS08G0117400	OMERI08G01420	100	64	1
OS08G0117700	OMERI08G01430	93	92	1
OS08G0117800	OMERI08G01440	98	48	1
OS08G0117900	OMERI08G01450	98	98	1
OS08G0118000	OMERI08G01460	76	76	0
OS08G0118100	OMERI08G01470	98	98	1
OS08G0118300	OMERI03G13260	46	16	1
OS08G0118500	OMERI08G01480	96	97	1
OS08G0118800	OMERI08G01490	98	97	1
OS08G0118900	OMERI08G01500	99	98	1
OS08G0119100	OMERI08G01510	63	77	1
OS08G0119200	OMERI08G01520	58	36	1
OS08G0119300	OMERI08G01540	62	34	0
OS08G0119700	OMERI08G01550	47	47	0
OS08G0120000	OMERI08G01560	73	62	0
OS08G0120200	OMERI08G01580	74	91	0
OS08G0120500	OMERI08G01590	99	99	1
OS08G0120600	OMERI08G01600	99	99	1
OS08G0122400	OMERI08G01650	98	98	1
OS08G0123300	OMERI03G20240	54	31	1
OS08G0124500	OMERI08G01690	91	43	1
OS08G0124600	OMERI08G15330	62	52	0
OS08G0125200	OMERI08G01690	90	34	1
OS08G0125800	OMERI08G01730	99	99	1
OS08G0126000	OMERI02G15650	9	53	0
OS08G0126100	OMERI02G15650	9	50	0
OS08G0126300	OMERI08G01740	100	100	1
OS08G0126500	OMERI08G01750	93	66	0
OS08G0126700	OMERI08G01760	99	92	1
OS08G0127100	OMERI08G01790	99	100	1
OS08G0127500	OMERI08G01810	99	99	1
OS08G0127600	OMERI08G01820	98	86	1
OS08G0127700	OMERI08G01830	100	100	1
OS08G0127800	OMERI08G01840	89	92	1
OS08G0127900	OMERI08G01850	94	94	1
OS08G0128000	OMERI08G01860	93	94	1
OS08G0128200	OMERI08G01870	94	93	1
OS08G0128200	OMERI08G01890	94	93	1
OS08G0128300	OMERI08G01880	98	40	1
OS08G0128500	OMERI02G00380	99	99	1
OS08G0128700	OMERI08G01900	91	47	1
OS08G0129200	OMERI08G01940	93	95	1
OS08G0129300	OMERI08G01910	33	29	0
OS08G0129400	OMERI08G01950	82	98	1
OS08G0129500	OMERI08G01960	99	99	1
OS08G0129600	OMERI08G01970	96	99	1
OS08G0129700	OMERI08G01980	97	85	1
OS08G0129900	OMERI08G01990	79	78	1
OS08G0130000	OMERI08G02000	99	98	1
OS08G0130100	OMERI08G02010	98	98	1
OS08G0130300	OMERI08G02030	97	78	1
OS08G0130400	OMERI08G02040	95	49	1
OS08G0130500	OMERI08G02050	100	100	1
OS08G0130600	OMERI08G02060	94	95	1
OS08G0130900	OMERI08G02070	98	98	1
OS08G0131000	OMERI08G02080	97	56	1
OS08G0131300	OMERI08G02100	91	93	1
OS08G0132000	OMERI08G02110	98	48	1
OS08G0132100	OMERI08G02120	65	48	0
OS08G0132500	OMERI03G04310	80	47	1
OS08G0132600	OMERI08G02150	82	59	1
OS08G0133000	OMERI08G02180	94	99	1
OS08G0133200	OMERI08G02190	61	13	0
OS08G0133600	OMERI08G02230	18	76	0
OS08G0134900	OMERI08G02220	98	98	1
OS08G0135100	OMERI08G02240	100	85	1
OS08G0135300	OMERI08G02250	98	16	1
OS08G0135400	OMERI08G02260	92	74	1
OS08G0135600	OMERI08G02270	31	10	0
OS08G0135800	OMERI08G02290	98	98	0
OS08G0135900	OMERI08G02300	89	88	1
OS08G0136100	OMERI08G02310	99	98	1
OS08G0136300	OMERI08G02320	96	91	1
OS08G0136800	OMERI08G02340	99	99	1
OS08G0137050	OMERI08G02350	46	41	1
OS08G0137100	OMERI08G02370	93	62	1
OS08G0137200	OMERI08G02380	95	89	0
OS08G0137250	OMERI08G02390	97	98	1
OS08G0137300	OMERI08G02400	94	94	1
OS08G0137400	OMERI08G02410	76	76	1
OS08G0137800	OMERI08G02430	96	96	1
OS08G0138100	OMERI08G02440	83	42	1
OS08G0140500	OMERI08G02450	95	96	0
OS08G0140600	OMERI08G02460	99	69	1
OS08G0141000	OMERI08G02480	87	48	1
OS08G0141300	OMERI08G02510	96	64	1
OS08G0141400	OMERI08G02520	97	59	1
OS08G0141700	OMERI08G02540	97	97	1
OS08G0142500	OMERI08G02610	92	53	1
OS08G0143150	OMERI08G02620	88	86	1
OS08G0143300	OMERI08G02640	93	94	1
OS08G0143400	OMERI08G02650	99	99	1
OS08G0143500	OMERI08G02660	91	85	1
OS08G0143600	OMERI08G02670	73	82	1
OS08G0143700	OMERI08G02680	93	93	1
OS08G0144000	OMERI08G02700	98	97	1
OS08G0144100	OMERI08G02710	98	100	1
OS08G0144400	OMERI08G02730	66	86	0
OS08G0145600	OMERI08G02770	100	62	1
OS08G0148267	OMERI08G02790	79	82	0
OS08G0148300	OMERI01G20080	19	29	1
OS08G0148566	OMERI08G02780	43	42	0
OS08G0148600	OMERI08G02860	93	40	1
OS08G0149333	OMERI08G02820	61	17	0
OS08G0149800	OMERI08G02820	71	11	0
OS08G0149850	OMERI08G02820	50	17	0
OS08G0150200	OMERI08G02830	29	23	0
OS08G0150700	OMERI08G02920	93	73	1
OS08G0150800	OMERI08G02930	96	86	1
OS08G0151000	OMERI08G02940	50	99	1
OS08G0151300	OMERI08G02950	95	95	1
OS08G0151400	OMERI08G02960	95	79	1
OS08G0151600	OMERI08G02980	95	96	1
OS08G0151700	OMERI08G02990	93	95	1
OS08G0151800	OMERI08G03000	95	91	1
OS08G0152400	OMERI08G03010	96	25	1
OS08G0152500	OMERI08G03020	97	59	0
OS08G0152600	OMERI08G03030	97	97	1
OS08G0152700	OMERI08G03040	100	100	1
OS08G0152800	OMERI08G03050	94	99	1
OS08G0152900	OMERI08G03060	88	47	1
OS08G0153250	OMERI08G03090	83	77	1
OS08G0153600	OMERI08G03150	74	94	1
OS08G0153900	OMERI08G03170	97	99	1
OS08G0154000	OMERI08G03180	90	88	1
OS08G0154250	OMERI08G03210	98	98	1
OS08G0154300	OMERI08G03220	99	99	1
OS08G0154600	OMERI08G03230	98	91	1
OS08G0154900	OMERI08G03260	99	95	1
OS08G0155000	OMERI08G03270	100	100	1
OS08G0155100	OMERI08G03280	99	99	1
OS08G0155400	OMERI08G03300	100	81	1
OS08G0155900	OMERI08G03340	83	84	1
OS08G0156000	OMERI08G03350	99	96	1
OS08G0156100	OMERI08G03360	99	97	0
OS08G0156600	OMERI08G03370	99	92	1
OS08G0156700	OMERI08G03380	100	74	1
OS08G0156800	OMERI08G03390	100	100	1
OS08G0156900	OMERI08G03400	89	75	1
OS08G0157000	OMERI08G03410	96	99	1
OS08G0157100	OMERI08G03420	99	67	1
OS08G0157400	OMERI08G03430	93	93	1
OS08G0157500	OMERI08G03440	98	98	1
OS08G0157600	OMERI08G03470	99	96	1
OS08G0157700	OMERI08G03480	94	93	1
OS08G0157800	OMERI08G03490	85	87	1
OS08G0157900	OMERI08G03500	98	98	1
OS08G0158400	OMERI08G03540	87	97	1
OS08G0158500	OMERI08G03550	95	90	1
OS08G0158800	OMERI02G13780	77	38	1
OS08G0158900	OMERI08G03600	90	93	1
OS08G0159000	OMERI08G03610	92	93	1
OS08G0159100	OMERI08G03620	86	92	0
OS08G0159500	OMERI08G03640	78	100	1
OS08G0159700	OMERI08G03650	99	99	1
OS08G0159800	OMERI08G03660	96	97	1
OS08G0159900	OMERI08G03670	99	99	1
OS08G0160000	OMERI08G03680	100	100	1
OS08G0160300	OMERI08G03690	88	87	0
OS08G0160500	OMERI08G03700	100	100	1
OS08G0161100	OMERI08G03710	42	93	1
OS08G0161500	OMERI08G03870	75	99	1
OS08G0161750	OMERI08G03880	86	49	1
OS08G0161800	OMERI08G03890	93	100	1
OS08G0161900	OMERI08G03900	99	99	1
OS08G0162000	OMERI08G03910	66	38	1
OS08G0162033	OMERI08G03920	90	97	1
OS08G0162100	OMERI08G03930	99	100	1
OS08G0162200	OMERI08G03940	90	95	1
OS08G0162400	OMERI08G03960	96	97	1
OS08G0162500	OMERI08G03980	89	94	1
OS08G0162600	OMERI08G04000	100	100	1
OS08G0162800	OMERI08G03990	100	100	1
OS08G0163100	OMERI08G04010	98	98	1
OS08G0163200	OMERI03G21790	87	44	1
OS08G0163300	OMERI08G04030	79	98	1
OS08G0163400	OMERI08G04040	86	68	1
OS08G0163500	OMERI08G04050	97	98	1
OS08G0163900	OMERI08G04130	19	21	0
OS08G0164000	OMERI08G04070	35	54	0
OS08G0164000	OMERI08G04140	36	54	0
