Gene stable ID	Solanum lycopersicum str. Heinz 1706 gene stable ID	% identity	Solanum lycopersicum str. Heinz 1706 % identity	Orthology confidence [0 low, 1 high]
OS08G0170900	Solyc01g010820.2	72	72	1
OS08G0170900	Solyc02g087900.2	72	72	1
OS08G0171000	Solyc03g116330.2	50	53	1
OS08G0171333	Solyc02g067400.1	16	17	1
OS08G0171333	Solyc02g087850.1	22	16	1
OS08G0171600	Solyc03g110880.2	62	24	1
OS08G0171600	Solyc08g075940.2	61	23	1
OS08G0171800	Solyc04g053140.1	34	45	1
OS08G0171800	Solyc05g051760.2	36	45	1
OS08G0172200	Solyc05g012620.2	56	56	0
OS08G0173700	Solyc04g072300.1	45	49	1
OS08G0174500	Solyc04g054150.1	33	51	0
OS08G0174700	Solyc01g104970.2	78	79	1
OS08G0174700	Solyc10g047140.1	78	79	1
OS08G0174900	Solyc01g091940.2	57	60	1
OS08G0175200	Solyc04g072560.2	40	43	1
OS08G0175300	Solyc07g064330.2	55	50	1
OS08G0175600	Solyc07g064330.2	43	22	1
OS08G0176100	Solyc04g072480.2	53	46	1
OS08G0176100	Solyc10g011840.1	50	54	1
OS08G0176100	Solyc12g056840.1	57	58	1
OS08G0176200	Solyc01g104970.2	75	49	1
OS08G0176200	Solyc10g047140.1	75	49	1
OS08G0176800	Solyc10g047000.1	81	79	1
OS08G0176900	Solyc04g011670.2	38	40	1
OS08G0176900	Solyc04g054320.2	37	39	1
OS08G0176900	Solyc04g072460.2	40	43	1
OS08G0176900	Solyc12g056860.1	37	41	1
OS08G0177300	Solyc06g083420.1	34	23	0
OS08G0177300	Solyc09g060080.2	33	21	0
OS08G0177500	Solyc07g054410.1	18	12	1
OS08G0177500	Solyc12g005560.1	21	13	1
OS08G0177600	Solyc09g009340.1	54	40	0
OS08G0177700	Solyc09g009640.2	76	83	0
OS08G0177800	Solyc01g008060.2	39	45	0
OS08G0177800	Solyc02g087130.2	37	45	0
OS08G0177800	Solyc02g087140.2	38	46	0
OS08G0177800	Solyc04g005010.2	39	49	0
OS08G0177800	Solyc05g006090.2	42	41	0
OS08G0178100	Solyc06g005080.2	71	66	1
OS08G0178200	Solyc02g079220.2	64	63	1
OS08G0178200	Solyc03g006650.1	63	63	1
OS08G0178200	Solyc03g078600.1	46	55	1
OS08G0178200	Solyc08g080300.1	59	58	1
OS08G0178300	Solyc03g033950.2	42	48	0
OS08G0178500	Solyc07g054750.1	30	31	1
OS08G0178500	Solyc07g054760.1	30	33	1
OS08G0178500	Solyc07g054770.1	28	28	1
OS08G0178500	Solyc07g054780.1	32	35	1
OS08G0178500	Solyc07g054790.1	28	28	1
OS08G0178500	Solyc07g054800.1	30	33	1
OS08G0178500	Solyc07g063640.1	36	32	1
OS08G0178700	Solyc07g054830.2	66	65	1
OS08G0178700	Solyc10g008640.2	70	71	1
OS08G0178700	Solyc12g005380.1	63	63	1
OS08G0178800	Solyc07g053140.2	25	28	0
OS08G0178800	Solyc12g005660.1	26	36	0
OS08G0179400	Solyc02g079760.2	17	13	1
OS08G0179900	Solyc07g063870.2	26	24	1
OS08G0180000	Solyc03g118250.2	73	72	0
OS08G0180000	Solyc09g005300.2	72	71	0
OS08G0180100	Solyc07g052940.2	72	16	1
OS08G0180300	Solyc02g050280.2	47	50	1
OS08G0180400	Solyc08g075930.2	37	15	1
OS08G0187500	Solyc07g041850.1	33	16	1
OS08G0187700	Solyc12g094490.1	33	33	1
OS08G0187800	Solyc03g031740.1	69	70	1
OS08G0187800	Solyc05g045670.2	72	69	1
OS08G0187800	Solyc07g052450.1	25	48	1
OS08G0187800	Solyc07g064270.2	68	67	1
OS08G0187900	Solyc07g064410.1	44	38	1
OS08G0188000	Solyc07g064490.2	62	57	1
OS08G0190100	Solyc01g088260.2	49	42	0
OS08G0190200	Solyc02g080420.2	54	57	0
OS08G0190200	Solyc03g031720.2	53	58	0
OS08G0190200	Solyc07g064510.2	53	57	0
OS08G0190200	Solyc10g005260.2	54	58	0
OS08G0190700	Solyc02g080520.2	28	26	0
OS08G0190700	Solyc07g064580.2	37	33	0
OS08G0190700	Solyc12g005010.1	35	31	0
OS08G0190800	Solyc02g080140.2	92	92	0
OS08G0191000	Solyc02g091240.1	64	65	0
OS08G0191200	Solyc01g103440.2	66	68	1
OS08G0191433	Solyc02g080570.2	33	48	0
OS08G0191433	Solyc02g091760.1	3	27	0
OS08G0191700	Solyc02g080630.2	76	65	0
OS08G0191800	Solyc01g109360.2	52	57	0
OS08G0191900	Solyc07g043600.2	60	63	1
OS08G0192200	Solyc01g106560.2	37	11	1
OS08G0192400	Solyc04g009830.2	58	59	1
OS08G0192800	Solyc02g091660.2	29	26	1
OS08G0192900	Solyc02g014310.2	42	38	0
OS08G0193700	Solyc08g005440.2	29	30	1
OS08G0195800	Solyc08g006920.1	18	21	1
OS08G0195800	Solyc08g006940.2	29	32	1
OS08G0195800	Solyc08g013800.2	25	30	1
OS08G0195800	Solyc08g013820.2	29	27	1
OS08G0195900	Solyc08g006920.1	13	13	1
OS08G0195900	Solyc08g006940.2	17	17	1
OS08G0195900	Solyc08g013800.2	19	19	1
OS08G0195900	Solyc08g013820.2	17	14	1
OS08G0196200	Solyc08g006920.1	15	13	1
OS08G0196200	Solyc08g006940.2	30	27	1
OS08G0196200	Solyc08g013800.2	26	24	1
OS08G0196200	Solyc08g013820.2	27	20	1
OS08G0196700	Solyc02g069860.2	41	38	1
OS08G0197700	Solyc01g099660.2	60	68	1
OS08G0199300	Solyc02g023970.2	86	86	0
OS08G0200500	Solyc07g062620.2	56	54	1
OS08G0200500	Solyc10g005630.2	59	56	1
OS08G0201700	Solyc09g014460.1	28	26	1
OS08G0202300	Solyc07g066550.2	51	30	0
OS08G0203201	Solyc09g014460.1	25	16	1
OS08G0203400	Solyc07g066550.2	54	54	0
OS08G0203600	Solyc07g066550.2	56	36	0
OS08G0203700	Solyc07g066550.2	53	53	0
OS08G0203900	Solyc09g065600.2	22	59	0
OS08G0204632	Solyc01g109680.2	41	69	0
OS08G0204800	Solyc08g013990.2	70	64	1
OS08G0205200	Solyc01g008020.2	65	37	1
OS08G0205300	Solyc09g090030.1	42	44	1
OS08G0205400	Solyc05g055310.2	72	72	0
OS08G0205400	Solyc11g007200.1	68	49	0
OS08G0205900	Solyc07g043310.2	73	72	0
OS08G0205900	Solyc08g014610.2	65	73	0
OS08G0205900	Solyc12g006450.1	73	72	0
OS08G0205900	Solyc12g006470.1	65	72	0
OS08G0206600	Solyc08g075160.2	73	73	1
OS08G0206900	Solyc02g068530.2	77	78	0
OS08G0206950	Solyc07g043240.2	58	59	1
OS08G0207000	Solyc06g073790.2	87	30	0
OS08G0207000	Solyc06g073800.2	87	30	0
OS08G0207000	Solyc12g042080.1	89	31	0
OS08G0207500	Solyc02g032100.2	48	54	0
OS08G0207500	Solyc02g081600.2	45	50	0
OS08G0207500	Solyc07g043200.1	46	53	0
OS08G0207500	Solyc07g043230.2	44	51	0
OS08G0207600	Solyc02g081660.2	57	56	1
OS08G0208400	Solyc11g042780.1	4	18	0
OS08G0215300	Solyc01g016860.1	28	15	1
OS08G0215300	Solyc01g017810.1	26	14	1
OS08G0215300	Solyc01g017830.1	27	15	1
OS08G0215300	Solyc01g017980.1	28	15	1
OS08G0215300	Solyc01g060480.1	27	17	1
OS08G0215300	Solyc02g055480.1	25	15	1
OS08G0215300	Solyc03g013350.1	28	15	1
OS08G0215300	Solyc03g044310.1	27	16	1
OS08G0215300	Solyc03g046160.1	26	16	1
OS08G0215300	Solyc03g078040.1	26	14	1
OS08G0215300	Solyc03g096400.1	28	19	1
OS08G0215300	Solyc04g015230.1	28	15	1
OS08G0215300	Solyc04g024850.1	25	14	1
OS08G0215300	Solyc04g028590.1	25	15	1
OS08G0215300	Solyc05g016210.1	25	15	1
OS08G0215300	Solyc06g033760.1	19	15	1
OS08G0215300	Solyc06g033770.1	26	21	1
OS08G0215300	Solyc06g036810.1	28	15	1
OS08G0215300	Solyc07g026750.1	25	17	1
OS08G0215300	Solyc07g040820.1	28	15	1
OS08G0215300	Solyc08g041940.1	23	15	1
OS08G0215300	Solyc08g048330.1	5	7	1
OS08G0215300	Solyc08g048360.1	12	11	1
OS08G0215300	Solyc08g062020.1	28	15	1
OS08G0215300	Solyc09g030400.1	27	17	1
OS08G0215300	Solyc09g057770.1	25	18	1
OS08G0215300	Solyc10g018440.1	18	13	1
OS08G0215300	Solyc10g036850.1	7	5	1
OS08G0215300	Solyc10g044770.1	23	13	1
OS08G0215300	Solyc11g039440.1	27	18	1
OS08G0215300	Solyc11g045630.1	6	8	1
OS08G0215300	Solyc12g019780.1	27	15	1
OS08G0215300	Solyc12g027500.1	8	11	1
OS08G0220400	Solyc01g067410.1	21	34	1
OS08G0220400	Solyc01g067420.2	26	38	1
OS08G0220400	Solyc02g062150.1	32	36	1
OS08G0220400	Solyc02g083830.1	27	37	1
OS08G0220400	Solyc10g049370.1	31	36	1
OS08G0220400	Solyc10g049380.1	28	33	1
OS08G0220400	Solyc10g049430.1	9	35	1
OS08G0220400	Solyc10g052730.1	15	35	1
OS08G0220400	Solyc11g051020.1	22	32	1
OS08G0220600	Solyc04g076400.2	36	38	1
OS08G0223700	Solyc10g005490.2	53	15	0
OS08G0223766	Solyc10g005490.2	47	18	0
OS08G0223833	Solyc10g005490.2	67	27	0
OS08G0223900	Solyc07g042630.2	50	51	1
OS08G0224000	Solyc04g015630.2	19	33	1
OS08G0224000	Solyc04g039990.2	20	40	1
OS08G0224100	Solyc07g042680.2	74	75	1
OS08G0224100	Solyc07g042890.2	74	75	1
OS08G0224100	Solyc12g009340.1	68	71	1
OS08G0224100	Solyc12g009350.1	43	70	1
OS08G0224100	Solyc12g015980.1	42	68	1
OS08G0224100	Solyc12g016060.1	32	70	1
OS08G0224100	Solyc12g016100.1	43	69	1
OS08G0224100	Solyc12g016140.1	38	68	1
OS08G0224200	Solyc05g032850.2	35	36	1
OS08G0224300	Solyc07g042820.2	23	55	1
OS08G0224500	Solyc05g025500.2	57	59	0
OS08G0224500	Solyc08g074390.2	57	58	0
OS08G0224700	Solyc05g053650.2	72	72	0
OS08G0224700	Solyc09g091750.2	74	73	0
OS08G0224800	Solyc05g046300.2	66	66	1
OS08G0224800	Solyc07g009490.2	67	68	1
OS08G0225000	Solyc01g105060.2	63	60	1
OS08G0225100	Solyc08g077470.2	57	45	0
OS08G0225400	Solyc07g008940.2	55	58	1
OS08G0230000	Solyc06g063320.2	32	40	1
OS08G0230100	Solyc03g123920.2	56	10	1
OS08G0230100	Solyc12g017450.1	57	9	1
OS08G0230200	Solyc03g123920.2	67	73	1
OS08G0230200	Solyc12g017450.1	71	73	1
OS08G0230300	Solyc06g063300.2	51	37	1
OS08G0230500	Solyc01g108010.2	46	47	0
OS08G0230500	Solyc10g050190.1	39	45	0
OS08G0230600	Solyc02g081560.1	31	38	1
OS08G0230600	Solyc07g008430.1	41	49	1
OS08G0230800	Solyc01g014660.1	10	20	1
OS08G0234000	Solyc07g008370.2	77	78	1
OS08G0235800	Solyc08g006320.2	44	46	1
OS08G0235800	Solyc12g096350.1	37	38	1
OS08G0236400	Solyc01g014660.1	9	19	1
OS08G0236700	Solyc10g081050.1	44	58	1
OS08G0237000	Solyc12g007250.1	37	36	1
OS08G0237000	Solyc12g007260.1	37	37	1
OS08G0237000	Solyc12g007270.1	43	42	1
OS08G0237200	Solyc03g096730.2	87	87	1
OS08G0237200	Solyc06g051270.2	87	87	1
OS08G0237200	Solyc09g011220.2	84	84	1
OS08G0237800	Solyc12g007250.1	38	39	1
OS08G0237800	Solyc12g007260.1	39	40	1
OS08G0237800	Solyc12g007270.1	37	38	1
OS08G0238100	Solyc09g005990.2	22	34	1
OS08G0238200	Solyc01g080220.2	39	45	1
OS08G0238200	Solyc01g080230.2	43	48	1
OS08G0238200	Solyc09g064720.2	42	49	1
OS08G0238200	Solyc09g072900.2	43	50	1
OS08G0238200	Solyc10g018850.1	41	44	1
OS08G0238500	Solyc01g080220.2	36	25	1
OS08G0238500	Solyc01g080230.2	43	29	1
OS08G0238500	Solyc09g064720.2	41	29	1
OS08G0238500	Solyc09g072900.2	45	31	1
OS08G0238500	Solyc10g018850.1	45	30	1
OS08G0239000	Solyc03g115490.1	61	63	0
OS08G0239300	Solyc01g080220.2	37	41	1
OS08G0239300	Solyc01g080230.2	39	42	1
OS08G0239300	Solyc09g064720.2	40	44	1
OS08G0239300	Solyc09g072900.2	40	44	1
OS08G0239300	Solyc10g018850.1	39	41	1
OS08G0240566	Solyc12g007250.1	33	36	1
OS08G0240566	Solyc12g007260.1	34	38	1
OS08G0240566	Solyc12g007270.1	36	39	1
OS08G0240600	Solyc10g079740.1	53	56	0
OS08G0240800	Solyc02g021420.2	70	68	1
OS08G0241300	Solyc03g117840.2	38	37	1
OS08G0241300	Solyc06g068620.2	32	39	1
OS08G0242400	Solyc06g072890.1	35	38	0
OS08G0242700	Solyc03g117890.2	55	38	1
OS08G0242700	Solyc06g068670.2	56	39	1
OS08G0242800	Solyc09g008040.2	36	36	1
OS08G0242900	Solyc07g019530.2	73	75	1
OS08G0243100	Solyc09g009960.2	45	46	0
OS08G0243500	Solyc07g019460.2	72	66	1
OS08G0243600	Solyc10g054280.1	66	65	0
OS08G0243866	Solyc01g109970.2	51	36	1
OS08G0243900	Solyc10g078790.1	55	56	1
OS08G0244400	Solyc02g014520.2	25	41	0
OS08G0245200	Solyc03g117870.2	58	60	0
OS08G0245200	Solyc06g068650.2	59	61	0
OS08G0245200	Solyc07g008360.1	58	58	0
OS08G0245200	Solyc12g042460.1	56	57	0
OS08G0245400	Solyc07g006810.2	59	57	0
OS08G0246400	Solyc08g067020.2	51	53	1
OS08G0247700	Solyc03g096190.1	36	34	1
OS08G0247700	Solyc07g018190.2	38	35	1
OS08G0247700	Solyc10g085120.1	38	37	1
OS08G0248000	Solyc04g009980.2	23	26	1
OS08G0248000	Solyc05g055020.2	26	25	1
OS08G0248000	Solyc06g083860.2	31	29	1
OS08G0248000	Solyc09g025280.1	29	34	1
OS08G0248000	Solyc09g090180.1	34	33	1
OS08G0248100	Solyc03g096190.1	38	37	1
OS08G0248100	Solyc07g018190.2	39	38	1
OS08G0248100	Solyc10g085120.1	39	39	1
OS08G0248700	Solyc07g006750.2	42	31	1
OS08G0248800	Solyc11g006350.1	71	68	0
OS08G0248900	Solyc07g006640.2	93	93	1
OS08G0249000	Solyc02g089500.2	13	16	1
OS08G0249100	Solyc07g006620.2	42	38	1
OS08G0249100	Solyc09g072510.1	15	45	1
OS08G0249200	Solyc08g006520.1	27	30	1
OS08G0249200	Solyc12g096480.1	25	32	1
OS08G0249200	Solyc12g096490.1	24	29	1
OS08G0249900	Solyc01g108860.2	40	30	1
OS08G0249900	Solyc01g108880.2	49	37	1
OS08G0250200	Solyc06g063220.2	72	71	1
OS08G0250200	Solyc12g055760.1	68	67	1
OS08G0250700	Solyc11g012730.1	70	69	1
OS08G0250900	Solyc07g006540.2	41	38	1
OS08G0253800	Solyc02g089640.2	75	55	1
OS08G0254300	Solyc07g007340.2	46	48	1
OS08G0254500	Solyc07g006520.2	69	72	0
OS08G0254600	Solyc07g006510.2	46	44	0
OS08G0254600	Solyc08g069140.2	46	43	0
OS08G0254900	Solyc03g123880.2	40	44	1
OS08G0258200	Solyc07g006350.2	55	53	1
OS08G0260000	Solyc07g006340.2	31	21	1
OS08G0260600	Solyc07g006280.2	49	50	0
OS08G0260600	Solyc12g010570.1	47	47	0
OS08G0261100	Solyc05g008900.2	51	52	1
OS08G0265500	Solyc07g006160.2	42	15	1
OS08G0266200	Solyc12g042540.1	60	56	1
OS08G0266300	Solyc03g117740.2	63	63	1
OS08G0266600	Solyc07g006010.2	47	46	1
OS08G0266700	Solyc01g086690.2	25	27	1
OS08G0267300	Solyc03g117690.2	41	45	1
OS08G0267300	Solyc06g068550.2	41	46	1
OS08G0268900	Solyc02g085560.2	21	4	1
OS08G0268900	Solyc08g078600.2	29	6	1
OS08G0269800	Solyc07g005750.2	32	16	1
OS08G0270200	Solyc06g064740.2	22	39	1
OS08G0270200	Solyc07g008750.2	41	38	1
OS08G0270400	Solyc04g048960.1	20	38	0
OS08G0270400	Solyc05g024320.1	25	35	0
OS08G0270400	Solyc11g010960.1	55	47	0
OS08G0270400	Solyc11g010980.1	55	46	0
OS08G0270400	Solyc11g010990.1	54	46	0
OS08G0270400	Solyc11g011330.1	54	46	0
OS08G0270400	Solyc11g011340.1	56	47	0
OS08G0272000	Solyc03g117580.2	60	56	1
OS08G0272200	Solyc03g117570.2	35	32	1
OS08G0274700	Solyc05g008620.2	52	39	1
OS08G0275200	Solyc03g117550.1	39	38	0
OS08G0276000	Solyc07g005600.2	61	11	1
OS08G0276000	Solyc08g006820.2	58	10	1
OS08G0276100	Solyc03g116870.2	58	59	1
OS08G0276400	Solyc07g005540.1	58	56	1
OS08G0277200	Solyc03g116910.2	60	62	1
OS08G0277200	Solyc06g068440.2	60	62	1
OS08G0277900	Solyc10g081060.1	59	62	1
OS08G0278100	Solyc03g117090.2	35	35	1
OS08G0278600	Solyc09g007070.1	60	58	1
OS08G0278900	Solyc03g117020.2	71	41	1
OS08G0278966	Solyc04g008890.2	93	93	1
OS08G0278966	Solyc08g069080.2	94	94	1
OS08G0280100	Solyc04g051640.2	25	55	1
OS08G0280100	Solyc04g051650.2	35	80	1
OS08G0280200	Solyc06g069660.1	0	1	0
OS08G0280200	Solyc06g069670.2	40	38	0
OS08G0280200	Solyc07g005480.2	39	39	0
OS08G0280200	Solyc07g005500.2	5	8	0
OS08G0280200	Solyc08g075670.1	4	7	0
OS08G0280200	Solyc12g010110.1	38	26	0
OS08G0280600	Solyc07g005470.2	45	17	1
OS08G0280600	Solyc12g010120.1	41	18	1
OS08G0282000	Solyc08g077220.2	63	63	1
OS08G0282400	Solyc05g052310.2	56	67	1
OS08G0282400	Solyc06g050770.2	69	69	1
OS08G0282500	Solyc02g014460.2	40	39	0
OS08G0285200	Solyc02g014460.2	32	33	0
OS08G0285600	Solyc03g117180.2	44	37	1
OS08G0285600	Solyc04g045600.2	44	48	1
OS08G0286100	Solyc12g044750.1	46	52	1
OS08G0288200	Solyc12g010380.1	68	55	1
OS08G0288500	Solyc07g007040.2	33	18	1
OS08G0289400	Solyc01g109970.2	36	21	1
OS08G0290000	Solyc11g005940.1	32	32	1
OS08G0290100	Solyc01g094670.2	36	37	1
OS08G0290400	Solyc03g019910.2	37	41	1
OS08G0292600	Solyc07g007110.2	52	58	1
OS08G0292900	Solyc08g041820.2	84	51	0
OS08G0295100	Solyc06g036720.2	31	14	1
OS08G0295300	Solyc05g005800.2	69	71	0
OS08G0295300	Solyc07g064750.1	13	40	0
OS08G0295300	Solyc08g074550.2	68	75	0
OS08G0296900	Solyc06g065910.2	44	50	1
OS08G0296900	Solyc07g007390.2	45	45	1
OS08G0296900	Solyc08g029190.2	43	50	1
OS08G0299000	Solyc08g029110.2	77	78	1
OS08G0299200	Solyc06g068290.1	50	52	1
OS08G0299200	Solyc07g007510.2	43	45	1
OS08G0299400	Solyc07g007620.2	74	66	1
OS08G0299400	Solyc12g009820.1	73	65	1
OS08G0300100	Solyc02g055520.1	11	4	0
OS08G0300100	Solyc10g054230.1	13	25	0
OS08G0300100	Solyc12g017560.1	5	2	0
OS08G0300300	Solyc07g007690.2	62	63	1
OS08G0300700	Solyc10g081880.1	38	31	1
OS08G0301500	Solyc07g007790.2	67	68	0
OS08G0301500	Solyc08g042000.2	63	64	0
OS08G0302000	Solyc01g058520.2	52	57	1
OS08G0304900	Solyc03g117510.2	53	48	1
OS08G0305300	Solyc10g080740.1	41	44	1
OS08G0305300	Solyc12g019960.1	34	58	1
OS08G0307300	Solyc03g122090.2	68	49	1
OS08G0307300	Solyc06g063030.2	68	50	1
OS08G0307300	Solyc12g049420.1	70	51	1
OS08G0307400	Solyc04g015350.2	61	61	1
OS08G0308100	Solyc11g017070.1	79	79	1
OS08G0308300	Solyc03g036480.1	1	2	0
OS08G0308300	Solyc03g071860.2	24	13	0
OS08G0308300	Solyc03g078280.1	28	20	0
OS08G0308300	Solyc05g056170.2	37	10	0
OS08G0308700	Solyc04g078480.2	48	47	0
OS08G0309300	Solyc02g093010.2	56	61	1
OS08G0309300	Solyc04g078510.2	59	65	1
OS08G0310100	Solyc02g081310.2	65	68	0
OS08G0310500	Solyc08g007770.2	25	11	1
OS08G0310500	Solyc08g080050.2	24	10	1
OS08G0313200	Solyc01g107860.2	56	54	1
OS08G0314800	Solyc01g107870.2	68	70	0
OS08G0314800	Solyc12g088720.1	70	69	0
OS08G0318500	Solyc11g008340.1	64	59	1
OS08G0319900	Solyc01g107700.2	69	69	0
OS08G0320000	Solyc01g109360.2	54	29	0
OS08G0320100	Solyc07g045240.2	59	60	1
OS08G0320300	Solyc11g045100.1	40	24	1
OS08G0320400	Solyc03g111850.2	42	24	1
OS08G0320800	Solyc02g091640.2	49	19	1
OS08G0321000	Solyc07g045440.1	38	39	0
OS08G0321000	Solyc07g065540.1	39	39	0
OS08G0321000	Solyc10g005960.1	35	35	0
OS08G0321000	Solyc12g006110.1	35	37	0
OS08G0321000	Solyc12g015690.1	21	33	0
OS08G0322500	Solyc03g115610.2	46	31	1
OS08G0322500	Solyc06g069650.2	46	31	1
OS08G0322600	Solyc03g114300.2	56	58	0
OS08G0323000	Solyc02g062810.2	64	46	1
OS08G0323000	Solyc02g062830.1	1	2	1
OS08G0323000	Solyc02g062840.1	1	6	1
OS08G0323000	Solyc03g093970.2	64	46	1
OS08G0323266	Solyc02g062810.2	10	1	1
OS08G0323266	Solyc02g062830.1	3	1	1
OS08G0323266	Solyc02g062840.1	4	3	1
OS08G0323266	Solyc03g093970.2	8	1	1
OS08G0323400	Solyc01g097910.2	53	56	1
OS08G0323600	Solyc02g083140.2	42	49	1
OS08G0324200	Solyc07g054250.2	26	23	1
OS08G0324300	Solyc02g090170.2	17	13	1
OS08G0325134	Solyc02g090170.2	13	14	1
OS08G0326100	Solyc04g015170.2	58	58	1
OS08G0326400	Solyc01g020290.1	12	59	0
OS08G0326400	Solyc01g097760.2	81	81	0
OS08G0326400	Solyc06g050120.2	81	81	0
OS08G0326400	Solyc06g064460.2	81	81	0
OS08G0326400	Solyc06g064470.2	81	81	0
OS08G0326400	Solyc10g018810.1	24	82	0
OS08G0326400	Solyc11g042870.1	9	25	0
OS08G0326500	Solyc04g015190.2	64	65	1
OS08G0326600	Solyc08g081150.2	75	76	1
OS08G0327100	Solyc04g015270.2	57	54	1
OS08G0327400	Solyc01g006450.2	73	70	0
OS08G0327400	Solyc10g078740.1	74	71	0
OS08G0328300	Solyc01g073960.2	54	58	1
OS08G0328300	Solyc03g063280.2	44	44	1
OS08G0328300	Solyc06g009900.1	40	47	1
OS08G0328300	Solyc10g044960.1	54	57	1
OS08G0332700	Solyc12g055940.1	55	49	1
OS08G0332800	Solyc01g097320.2	63	16	1
OS08G0333000	Solyc01g097320.2	68	15	1
OS08G0333100	Solyc11g056620.1	28	31	1
OS08G0335000	Solyc03g115390.2	88	36	1
OS08G0335000	Solyc12g017700.1	78	32	1
OS08G0335500	Solyc02g086210.2	28	28	1
OS08G0335600	Solyc02g063400.1	15	28	1
OS08G0335600	Solyc02g063470.1	18	12	1
OS08G0335600	Solyc05g041870.1	35	38	1
OS08G0335600	Solyc05g041910.2	32	16	1
OS08G0335600	Solyc07g048060.1	35	42	1
OS08G0335600	Solyc07g048070.2	33	17	1
OS08G0335600	Solyc11g012420.1	32	16	1
OS08G0337700	Solyc07g049580.2	66	70	1
OS08G0337700	Solyc12g005930.1	64	68	1
OS08G0337800	Solyc05g006690.2	40	40	1
OS08G0338200	Solyc10g005900.2	52	52	1
OS08G0338600	Solyc04g014710.2	12	17	1
OS08G0338600	Solyc11g012090.1	14	16	1
OS08G0338600	Solyc12g014480.1	8	11	1
OS08G0338700	Solyc07g064930.2	46	48	0
OS08G0338700	Solyc12g014470.1	46	43	0
OS08G0338900	Solyc02g032300.2	60	61	0
OS08G0338900	Solyc02g081650.2	58	59	0
OS08G0339200	Solyc04g005300.2	30	55	1
OS08G0340900	Solyc01g006920.2	49	47	1
OS08G0341700	Solyc07g066090.2	50	51	1
OS08G0341700	Solyc10g005740.1	47	49	1
OS08G0342300	Solyc01g102870.1	31	47	1
OS08G0342300	Solyc07g066230.2	52	54	1
OS08G0342400	Solyc06g064550.2	69	69	0
OS08G0342400	Solyc11g040390.1	62	70	0
OS08G0343000	Solyc07g005110.2	24	19	0
OS08G0343300	Solyc03g119790.2	66	64	1
OS08G0343600	Solyc04g080400.1	46	44	0
OS08G0344100	Solyc03g112410.1	60	62	1
OS08G0344100	Solyc06g071680.2	69	67	1
OS08G0344300	Solyc11g012080.1	75	75	0
OS08G0344800	Solyc07g041710.1	16	54	0
OS08G0345400	Solyc07g045300.2	45	62	1
OS08G0345500	Solyc01g067520.2	66	68	1
OS08G0345500	Solyc10g074620.1	71	73	1
OS08G0345700	Solyc04g082880.2	65	65	0
OS08G0345700	Solyc12g095760.1	66	66	0
OS08G0345800	Solyc07g056140.2	82	81	1
OS08G0345800	Solyc12g011120.1	74	86	1
OS08G0346400	Solyc04g015290.2	46	35	1
OS08G0346500	Solyc11g022470.1	52	52	1
OS08G0346500	Solyc11g067280.1	49	51	1
OS08G0347500	Solyc03g114930.2	36	45	1
OS08G0357000	Solyc04g080700.2	43	55	1
OS08G0357000	Solyc12g089220.1	50	52	1
OS08G0357300	Solyc01g109880.2	27	19	1
OS08G0357300	Solyc02g084860.1	31	24	1
OS08G0357300	Solyc03g033730.1	24	23	1
OS08G0357300	Solyc04g080740.1	30	23	1
OS08G0357300	Solyc10g054010.1	20	14	1
OS08G0359000	Solyc03g034170.2	65	62	0
OS08G0359300	Solyc03g118850.2	49	56	1
OS08G0359300	Solyc04g007450.2	51	46	1
OS08G0359300	Solyc09g059670.2	48	44	1
OS08G0359500	Solyc09g075010.2	55	52	1
OS08G0359600	Solyc12g009380.1	67	72	0
OS08G0360000	Solyc02g062530.2	59	58	1
OS08G0360100	Solyc02g086200.1	42	38	1
OS08G0360300	Solyc03g119250.2	37	37	1
OS08G0360300	Solyc12g036390.1	37	36	1
OS08G0361000	Solyc12g049570.1	37	9	0
OS08G0363800	Solyc01g100410.2	62	36	1
OS08G0364500	Solyc02g063300.2	59	57	1
OS08G0365800	Solyc09g015210.1	9	21	0
OS08G0365900	Solyc07g045070.2	60	58	0
OS08G0366000	Solyc07g055060.2	88	88	0
OS08G0366000	Solyc07g062530.2	82	82	0
OS08G0366000	Solyc10g007290.2	86	86	0
OS08G0366000	Solyc12g014250.1	86	86	0
OS08G0366100	Solyc07g062400.2	75	76	0
OS08G0366100	Solyc09g055470.1	75	77	0
OS08G0366100	Solyc10g007350.2	77	78	0
OS08G0366100	Solyc12g014290.1	74	76	0
OS08G0366200	Solyc06g051660.1	23	27	0
OS08G0366200	Solyc06g051680.1	19	23	0
OS08G0366200	Solyc06g076960.1	26	28	0
OS08G0366200	Solyc11g028200.1	25	27	0
OS08G0368000	Solyc01g103480.2	73	25	1
OS08G0368000	Solyc10g038110.1	42	81	1
OS08G0368000	Solyc10g038120.1	11	5	1
OS08G0369000	Solyc02g072500.2	74	48	1
OS08G0369200	Solyc10g049570.1	52	51	1
OS08G0369300	Solyc02g094320.2	84	43	1
OS08G0369400	Solyc02g093850.2	33	10	1
OS08G0369400	Solyc03g005090.2	36	6	1
OS08G0369400	Solyc05g014510.2	31	10	1
OS08G0369700	Solyc01g100410.2	61	63	1
OS08G0374000	Solyc10g008330.2	56	57	1
OS08G0374100	Solyc06g007500.1	49	44	1
OS08G0374200	Solyc08g008350.2	31	29	1
OS08G0374400	Solyc04g005820.2	33	41	0
