Gene stable ID	Arabidopsis thaliana gene stable ID	% identity	Arabidopsis thaliana % identity	Orthology confidence [0 low, 1 high]
OS09G0297300	AT1G11260	59	59	1
OS09G0297300	AT4G21480	57	60	1
OS09G0298100	AT1G20950	62	63	0
OS09G0298100	AT1G76550	63	63	0
OS09G0298200	AT5G48300	80	77	0
OS09G0298400	AT5G56130	71	75	1
OS09G0298700	AT4G12640	29	36	1
OS09G0299000	AT3G24120	62	23	0
OS09G0299000	AT4G13640	61	22	0
OS09G0299200	AT2G01060	57	60	1
OS09G0299300	AT5G52220	42	15	1
OS09G0299400	AT4G18160	47	49	1
OS09G0299400	AT5G46360	22	39	1
OS09G0299400	AT5G46370	44	45	1
OS09G0299500	AT1G50300	66	28	1
OS09G0306400	AT1G75390	36	32	1
OS09G0306400	AT2G18160	35	31	1
OS09G0306400	AT4G34590	37	36	1
OS09G0306650	AT2G01590	23	24	1
OS09G0306700	AT1G25540	48	48	1
OS09G0306800	AT2G35670	21	17	1
OS09G0306800	AT4G16810	12	23	1
OS09G0306800	AT4G16845	33	45	1
OS09G0306800	AT5G51230	51	49	1
OS09G0307300	AT5G37478	32	29	1
OS09G0307400	AT1G13290	38	50	0
OS09G0307800	AT2G44150	47	44	1
OS09G0307800	AT3G59960	43	41	1
OS09G0309100	AT1G60560	63	65	1
OS09G0309200	AT1G73805	33	31	1
OS09G0309700	AT1G25470	19	21	1
OS09G0309700	AT1G68550	24	24	1
OS09G0309700	AT3G25890	19	18	1
OS09G0311600	AT4G27190	25	25	0
OS09G0311600	AT4G27220	24	26	0
OS09G0314200	AT3G14460	28	21	1
OS09G0314300	AT1G48635	43	41	1
OS09G0314300	AT3G18160	42	42	1
OS09G0314333	AT5G19980	69	69	0
OS09G0314400	AT1G18030	51	60	1
OS09G0314900	AT1G67250	48	48	0
OS09G0314900	AT5G38650	46	46	0
OS09G0315000	AT1G52870	45	38	0
OS09G0315000	AT4G03410	42	36	0
OS09G0315050	AT3G03300	41	4	1
OS09G0315100	AT3G03300	52	3	1
OS09G0315700	AT1G53310	85	85	0
OS09G0315700	AT2G42600	82	83	0
OS09G0315700	AT3G14940	85	85	0
OS09G0315800	AT3G14910	54	56	0
OS09G0316000	AT2G42670	52	52	1
OS09G0316000	AT3G58670	55	54	1
OS09G0319800	AT4G02780	42	16	0
OS09G0321900	AT2G18600	68	67	0
OS09G0321900	AT4G36800	69	68	0
OS09G0322000	AT1G77210	65	69	1
OS09G0322200	AT5G19460	33	18	1
OS09G0322200	AT5G19470	36	20	1
OS09G0322900	AT4G39120	47	16	0
OS09G0323000	AT1G64440	66	70	0
OS09G0323000	AT4G10960	69	72	0
OS09G0323000	AT4G23920	66	70	0
OS09G0323100	AT1G80400	43	43	1
OS09G0323100	AT4G32600	45	41	1
OS09G0323500	AT4G38260	50	49	1
OS09G0323700	AT5G22410	41	40	1
OS09G0324000	AT4G25140	37	34	1
OS09G0324000	AT5G51210	32	36	1
OS09G0326100	AT1G28440	49	47	1
OS09G0326100	AT4G28490	46	45	1
OS09G0326800	AT4G08140	6	63	0
OS09G0326850	AT2G37975	54	60	1
OS09G0326850	AT3G54085	54	60	1
OS09G0326900	AT1G36730	64	65	0
OS09G0326900	AT1G77840	63	65	0
OS09G0327000	AT5G46060	39	42	1
OS09G0327100	AT1G28550	85	84	1
OS09G0327100	AT2G33870	85	84	1
OS09G0327100	AT3G15060	88	87	1
OS09G0327100	AT4G18430	79	79	1
OS09G0327100	AT5G60860	91	91	1
OS09G0327200	AT4G02750	59	57	1
OS09G0327300	AT2G38660	51	57	1
OS09G0327400	AT5G66530	64	67	1
OS09G0327550	AT1G23510	17	29	0
OS09G0327550	AT1G23520	26	32	0
OS09G0327550	AT1G23560	43	42	0
OS09G0327550	AT1G23570	21	26	0
OS09G0327550	AT1G23580	23	27	0
OS09G0327550	AT1G23590	20	30	0
OS09G0327550	AT1G23600	28	34	0
OS09G0327550	AT1G23610	6	24	0
OS09G0327550	AT1G23640	29	22	0
OS09G0327550	AT1G23660	26	32	0
OS09G0327550	AT1G23670	30	37	0
OS09G0327550	AT1G23690	26	32	0
OS09G0327550	AT1G70480	49	48	0
OS09G0327550	AT2G27670	24	27	0
OS09G0328600	AT1G10340	21	7	0
OS09G0328600	AT1G34050	23	8	0
OS09G0328600	AT2G24600	22	7	0
OS09G0328600	AT5G50140	22	8	0
OS09G0328600	AT5G54700	18	8	0
OS09G0328600	AT5G54710	22	7	0
OS09G0329000	AT1G23760	42	46	1
OS09G0329000	AT1G60390	42	46	1
OS09G0329000	AT1G70370	42	46	1
OS09G0329200	AT1G10400	34	36	1
OS09G0329200	AT2G16890	36	37	1
OS09G0329200	AT5G14860	36	37	1
OS09G0330000	AT1G10400	37	39	1
OS09G0330000	AT2G16890	39	41	1
OS09G0330000	AT5G14860	38	38	1
OS09G0334500	AT2G46400	23	28	1
OS09G0334500	AT4G11070	24	28	1
OS09G0334500	AT4G23810	22	25	1
OS09G0334500	AT5G24110	18	22	1
OS09G0334600	AT1G60660	63	45	1
OS09G0338400	AT5G65720	69	70	0
OS09G0338500	AT2G46210	58	60	0
OS09G0338500	AT3G61580	54	56	0
OS09G0339800	AT1G66970	45	33	1
OS09G0339800	AT1G66980	45	23	1
OS09G0339800	AT3G20520	40	31	1
OS09G0339800	AT4G26690	45	33	1
OS09G0339800	AT5G55480	45	33	1
OS09G0344800	AT2G25737	65	66	0
OS09G0344900	AT3G58720	22	19	1
OS09G0345000	AT1G16960	65	66	0
OS09G0345000	AT1G53400	73	75	0
OS09G0345000	AT5G45740	62	61	0
OS09G0345300	AT4G16162	8	31	0
OS09G0345600	AT4G27190	20	5	0
OS09G0345600	AT4G27220	20	5	0
OS09G0345700	AT1G78590	54	56	1
OS09G0346400	AT1G53110	21	30	1
OS09G0346400	AT3G15340	28	30	1
OS09G0346400	AT4G27500	39	40	1
OS09G0346400	AT5G36690	26	29	1
OS09G0346400	AT5G36780	26	29	1
OS09G0346500	AT1G29910	85	84	0
OS09G0346500	AT1G29920	85	84	0
OS09G0346500	AT1G29930	85	84	0
OS09G0346500	AT2G34420	85	85	0
OS09G0346500	AT2G34430	85	84	0
OS09G0346600	AT5G04070	49	50	0
OS09G0346600	AT5G15940	50	50	0
OS09G0346700	AT2G20010	55	57	1
OS09G0346700	AT2G25800	61	61	1
OS09G0346900	AT1G15215	36	37	1
OS09G0347500	AT1G78720	87	64	0
OS09G0347700	AT1G78720	89	89	0
OS09G0347800	AT5G56740	44	44	1
OS09G0347900	AT5G55810	39	18	1
OS09G0349700	AT1G51840	24	31	0
OS09G0349700	AT5G59616	0	0	0
OS09G0349800	AT1G51620	24	11	0
OS09G0349800	AT3G45920	25	19	0
OS09G0349800	AT3G46410	27	14	0
OS09G0351800	AT1G51840	26	31	0
OS09G0351800	AT5G59616	0	0	0
OS09G0352400	AT1G31660	52	54	1
OS09G0353200	AT1G51840	10	34	0
OS09G0353200	AT5G59616	0	0	0
OS09G0356200	AT1G51840	32	22	0
OS09G0356200	AT5G59616	0	0	0
OS09G0358000	AT1G51620	30	12	0
OS09G0358000	AT3G45920	36	26	0
OS09G0358000	AT3G46410	36	17	0
OS09G0358100	AT1G51840	26	30	0
OS09G0358100	AT5G59616	0	0	0
OS09G0359500	AT1G51840	6	12	0
OS09G0359500	AT5G59616	0	0	0
OS09G0359700	AT3G45280	57	46	1
OS09G0359800	AT2G19670	70	74	1
OS09G0359800	AT4G29510	75	74	1
OS09G0359900	AT4G14000	53	57	1
OS09G0360400	AT4G09830	45	46	1
OS09G0360400	AT5G64780	38	42	1
OS09G0360900	AT3G47740	37	19	0
OS09G0360900	AT3G47750	37	18	0
OS09G0360900	AT3G47760	33	18	0
OS09G0360900	AT3G47770	33	17	0
OS09G0360900	AT3G47780	39	19	0
OS09G0360900	AT3G47790	38	19	0
OS09G0360900	AT5G61700	32	17	0
OS09G0360900	AT5G61740	30	16	0
OS09G0361100	AT3G01300	76	59	1
OS09G0361100	AT3G28690	74	63	1
OS09G0361100	AT5G15080	77	60	1
OS09G0361400	AT3G01280	63	63	1
OS09G0361400	AT5G15090	60	60	1
OS09G0361500	AT1G18870	43	29	1
OS09G0361500	AT1G74710	46	28	1
OS09G0361700	AT4G33100	25	35	1
OS09G0362500	AT4G33090	58	57	0
OS09G0362800	AT4G33090	42	19	0
OS09G0362900	AT2G22740	32	37	1
OS09G0362900	AT2G35160	31	36	1
OS09G0363100	AT4G29750	40	45	1
OS09G0363400	AT4G10890	8	6	1
OS09G0363500	AT1G01240	26	36	0
OS09G0363500	AT2G46550	29	33	0
OS09G0363600	AT2G19430	49	37	1
OS09G0363700	AT1G17490	24	40	1
OS09G0363800	AT3G13800	52	65	1
OS09G0363900	AT1G72970	58	58	1
OS09G0364000	AT5G56900	55	56	1
OS09G0364100	AT1G72980	16	21	1
OS09G0364100	AT3G13850	16	16	1
OS09G0364500	AT4G10620	47	47	1
OS09G0364800	AT4G39700	49	35	1
OS09G0364900	AT2G28060	55	54	0
OS09G0365900	AT4G39830	59	59	0
OS09G0367700	AT1G17170	51	54	0
OS09G0367700	AT1G17180	52	54	0
OS09G0367700	AT1G17190	47	50	0
OS09G0367700	AT1G53680	50	52	0
OS09G0367700	AT1G78320	46	49	0
OS09G0367700	AT1G78340	49	53	0
OS09G0367700	AT1G78360	48	50	0
OS09G0367700	AT1G78370	47	51	0
OS09G0367700	AT1G78380	52	55	0
OS09G0367700	AT3G43800	44	45	0
OS09G0367900	AT1G22160	27	33	1
OS09G0367900	AT1G78020	27	30	1
OS09G0367900	AT4G39795	25	35	1
OS09G0367900	AT5G65040	18	28	1
OS09G0368200	AT5G13700	43	45	0
OS09G0368500	AT5G13700	43	43	0
OS09G0368900	AT4G39790	34	35	1
OS09G0369400	AT1G35910	57	58	0
OS09G0369400	AT2G22190	53	56	0
OS09G0369400	AT4G39770	55	59	0
OS09G0369400	AT5G10100	54	54	0
OS09G0369400	AT5G65140	56	56	0
OS09G0370000	AT1G22230	31	37	1
OS09G0370000	AT1G78110	34	38	1
OS09G0370200	AT4G39740	43	45	1
OS09G0370300	AT5G65165	56	56	1
OS09G0370500	AT4G39720	13	24	0
OS09G0370500	AT5G65170	14	20	0
OS09G0371000	AT1G78130	59	62	1
OS09G0371000	AT5G10190	58	62	1
OS09G0371100	AT1G78130	52	56	1
OS09G0371100	AT5G10190	53	57	1
OS09G0371200	AT1G78130	50	56	1
OS09G0371200	AT5G10190	53	59	1
OS09G0371300	AT1G78130	35	40	1
OS09G0371300	AT5G10190	35	40	1
OS09G0371400	AT1G78130	23	23	1
OS09G0371400	AT5G10190	23	22	1
OS09G0371700	AT1G32530	32	10	1
OS09G0371700	AT2G35330	34	10	1
OS09G0372400	AT5G09390	32	40	1
OS09G0373000	AT5G20090	80	78	0
OS09G0375000	AT1G74030	80	80	0
OS09G0375300	AT1G70230	44	47	1
OS09G0375400	AT3G28140	39	49	1
OS09G0375400	AT5G40190	40	52	1
OS09G0375600	AT1G24030	66	37	1
OS09G0375900	AT3G48030	51	15	1
OS09G0376000	AT4G09680	31	11	1
OS09G0376700	AT1G23980	26	27	1
OS09G0376700	AT5G40250	27	28	1
OS09G0376900	AT1G60160	68	72	1
OS09G0378300	AT1G09620	69	69	0
OS09G0378700	AT1G10560	34	35	1
OS09G0378700	AT1G60190	33	35	1
OS09G0379400	AT1G10400	29	15	1
OS09G0379400	AT2G16890	27	14	1
OS09G0379400	AT5G14860	29	15	1
OS09G0379600	AT3G01470	35	27	1
OS09G0379900	AT1G18310	54	57	1
OS09G0379900	AT5G15870	57	53	1
OS09G0380000	AT5G23050	53	12	1
OS09G0380200	AT5G23040	68	49	0
OS09G0381100	AT1G10540	65	64	0
OS09G0381100	AT1G60030	71	70	0
OS09G0381100	AT5G49990	72	73	0
OS09G0381100	AT5G62890	76	75	0
OS09G0381400	AT3G19400	36	36	0
OS09G0381400	AT3G43960	33	32	0
OS09G0381600	AT1G10530	29	37	1
OS09G0381600	AT1G60010	32	38	1
OS09G0381600	AT5G50090	32	42	1
OS09G0381600	AT5G62900	31	40	1
OS09G0382300	AT1G70210	48	43	1
OS09G0382400	AT1G10522	46	44	1
OS09G0382500	AT3G47833	49	47	1
OS09G0382500	AT5G62575	48	43	1
OS09G0383400	AT1G59990	48	41	1
OS09G0385700	AT3G28210	46	46	1
OS09G0386200	AT3G47820	28	30	1
OS09G0386200	AT5G40140	33	33	1
OS09G0386200	AT5G62560	31	31	1
OS09G0386200	AT5G65200	32	31	1
OS09G0386400	AT2G19560	65	64	1
OS09G0386500	AT4G04260	55	61	0
OS09G0386500	AT4G22140	70	65	0
OS09G0386600	AT5G38880	65	37	0
OS09G0392000	AT1G70160	72	75	1
OS09G0392100	AT3G48080	36	35	1
OS09G0392100	AT3G48090	36	36	1
OS09G0393200	AT1G11950	56	27	1
OS09G0393200	AT1G62310	56	27	1
OS09G0394100	AT4G04320	55	55	1
OS09G0394300	AT2G32990	60	50	1
OS09G0394500	AT1G05030	61	64	1
OS09G0394600	AT2G01900	50	48	1
OS09G0394900	AT1G68090	54	53	0
OS09G0395300	AT5G16560	28	27	1
OS09G0395600	AT1G14720	50	33	0
OS09G0395600	AT2G01850	49	32	0
OS09G0396300	AT1G56700	68	67	1
OS09G0396900	AT2G01770	61	41	0
OS09G0397300	AT1G68020	72	72	0
OS09G0397400	AT2G37720	50	43	1
OS09G0397400	AT5G20680	51	38	1
OS09G0397400	AT5G64020	56	57	1
OS09G0397700	AT5G16940	55	61	1
OS09G0397900	AT2G01730	61	56	1
OS09G0399800	AT4G37970	55	54	1
OS09G0400000	AT4G37970	45	55	1
OS09G0400300	AT4G37970	53	51	1
OS09G0400400	AT4G37970	55	55	1
OS09G0400500	AT1G48480	44	43	1
OS09G0400500	AT3G02880	40	42	1
OS09G0400500	AT3G17840	45	45	1
OS09G0400500	AT5G16590	39	40	1
OS09G0401000	AT1G66230	48	47	1
OS09G0401000	AT5G16600	48	41	1
OS09G0401200	AT3G17880	55	54	1
OS09G0401300	AT1G48500	20	27	1
OS09G0401300	AT3G17860	22	26	1
OS09G0401600	AT2G01650	49	25	1
OS09G0401900	AT5G48720	28	27	1
OS09G0402100	AT1G14900	43	45	1
OS09G0402300	AT1G71010	66	13	1
OS09G0402533	AT1G28450	36	12	0
OS09G0402533	AT1G28460	41	14	0
OS09G0402533	AT1G29962	39	13	0
OS09G0402533	AT1G54760	30	11	0
OS09G0402533	AT3G04100	28	8	0
OS09G0403000	AT1G66480	32	35	1
OS09G0403000	AT1G71015	26	32	1
OS09G0403000	AT2G01340	29	33	1
OS09G0403000	AT5G37840	31	36	1
OS09G0403300	AT1G67110	24	27	1
OS09G0403300	AT5G38450	25	28	1
OS09G0407200	AT3G02540	56	53	1
OS09G0407200	AT5G16090	21	47	1
OS09G0407200	AT5G38470	57	60	1
OS09G0407600	AT4G02070	44	24	1
OS09G0407700	AT2G38740	55	57	1
OS09G0407900	AT4G22285	67	69	1
OS09G0407900	AT4G22350	66	68	1
OS09G0407900	AT4G22410	49	80	1
OS09G0407950	AT3G50590	66	41	0
OS09G0408000	AT3G50590	60	18	0
OS09G0408300	AT1G68580	35	17	1
OS09G0408550	AT3G25855	35	28	1
OS09G0408600	AT3G25860	61	64	1
OS09G0408900	AT1G70740	36	39	1
OS09G0409950	AT1G73960	38	5	0
OS09G0410125	AT1G73960	58	13	0
OS09G0410300	AT1G73960	34	5	0
OS09G0410400	AT1G18470	54	15	1
OS09G0410400	AT1G68820	50	13	1
OS09G0410400	AT1G73950	56	15	1
OS09G0410700	AT1G68810	36	35	1
OS09G0410700	AT3G25710	34	36	1
OS09G0411500	AT1G23110	28	13	1
OS09G0411500	AT1G70900	27	12	1
OS09G0411600	AT5G56310	31	32	0
OS09G0411650	AT1G14030	54	56	1
OS09G0411700	AT1G26550	81	85	0
OS09G0412200	AT4G24530	68	67	1
OS09G0412200	AT5G65470	64	65	1
OS09G0412900	AT2G36730	43	43	1
OS09G0413000	AT1G14260	52	14	1
OS09G0413000	AT2G02960	19	5	1
OS09G0413100	AT3G47610	45	20	1
OS09G0413300	AT1G74600	39	35	1
OS09G0413500	AT1G26880	79	41	0
OS09G0413500	AT1G69620	79	41	0
OS09G0413500	AT3G28900	74	38	0
OS09G0413600	AT1G69610	15	27	1
OS09G0413600	AT5G39785	20	37	1
OS09G0413700	AT1G74640	61	58	1
OS09G0414600	AT1G69600	47	21	1
OS09G0414600	AT3G28920	50	18	1
OS09G0414600	AT5G15210	50	20	1
OS09G0414600	AT5G39760	51	17	1
OS09G0414600	AT5G60480	39	23	1
OS09G0415700	AT1G26850	73	73	1
OS09G0415800	AT2G22480	68	67	0
OS09G0416200	AT4G02050	77	76	1
OS09G0416500	AT1G80650	25	23	1
OS09G0416500	AT4G00420	23	22	1
OS09G0416600	AT2G25200	22	28	1
OS09G0416600	AT5G11000	27	31	1
OS09G0416700	AT1G15880	67	65	1
OS09G0416800	AT1G80780	66	65	1
OS09G0416800	AT2G32070	67	68	1
OS09G0416900	AT2G25130	43	45	1
OS09G0416900	AT4G31890	48	46	1
OS09G0417500	AT5G61400	32	30	1
OS09G0417600	AT1G80840	35	38	1
OS09G0417600	AT2G25000	32	38	1
OS09G0417600	AT4G31800	35	36	1
OS09G0417800	AT1G80840	28	30	1
OS09G0417800	AT2G25000	25	30	1
OS09G0417800	AT4G31800	26	27	1
OS09G0418000	AT5G10930	54	55	0
OS09G0418000	AT5G25110	54	51	0
OS09G0418500	AT4G30960	29	53	1
OS09G0419200	AT1G15950	65	67	1
OS09G0419200	AT1G80820	61	65	1
OS09G0419500	AT3G53690	26	32	1
OS09G0419600	AT3G53690	35	28	1
OS09G0420000	AT3G53690	28	27	1
OS09G0420100	AT3G53690	29	26	1
OS09G0420300	AT1G15970	30	36	1
OS09G0420300	AT1G80850	30	38	1
OS09G0420300	AT5G57970	35	42	1
OS09G0420600	AT5G57950	50	47	1
OS09G0420800	AT1G31340	99	97	0
OS09G0420900	AT4G31820	48	52	1
OS09G0421100	AT5G05920	65	53	1
OS09G0421300	AT1G55180	42	45	0
OS09G0422000	AT4G31910	25	24	0
OS09G0422500	AT5G17420	80	83	1
OS09G0422600	AT2G24070	36	35	1
OS09G0422600	AT4G30710	39	35	1
OS09G0423300	AT4G30825	45	48	1
OS09G0423400	AT5G10820	54	54	1
OS09G0423500	AT1G79720	46	45	1
OS09G0423600	AT4G31780	67	67	1
OS09G0423700	AT2G24860	57	59	1
OS09G0423800	AT1G16060	52	54	0
OS09G0423800	AT1G79700	50	58	0
OS09G0424200	AT2G23960	40	43	1
OS09G0424200	AT2G23970	42	45	1
OS09G0424200	AT4G30530	39	43	1
OS09G0424200	AT4G30540	39	43	1
OS09G0424200	AT4G30550	41	45	1
OS09G0424300	AT3G02470	48	52	0
OS09G0424300	AT3G25570	46	52	0
OS09G0424300	AT5G15950	48	52	0
OS09G0424600	AT2G23890	64	62	1
OS09G0424701	AT5G49150	20	8	0
OS09G0425900	AT2G23810	59	59	0
OS09G0425900	AT4G28050	55	57	0
OS09G0425900	AT4G30430	52	53	0
OS09G0426000	AT4G28040	35	38	1
OS09G0426000	AT4G30420	36	37	1
OS09G0426200	AT4G28040	37	22	1
OS09G0426200	AT4G30420	38	21	1
OS09G0426500	AT4G28040	41	43	1
OS09G0426500	AT4G30420	44	44	1
OS09G0426800	AT5G57800	64	63	1
OS09G0427800	AT2G18700	45	47	0
OS09G0428000	AT2G24630	78	55	0
OS09G0428000	AT4G31590	81	57	0
OS09G0428300	AT2G24710	38	37	1
OS09G0428300	AT2G24720	39	37	1
OS09G0428300	AT2G29100	40	37	1
OS09G0428300	AT2G29110	42	39	1
OS09G0428300	AT2G29120	41	38	1
OS09G0428300	AT4G31710	36	35	1
OS09G0428300	AT5G11180	38	37	1
OS09G0428300	AT5G11210	37	38	1
OS09G0428300	AT5G27100	38	37	1
OS09G0428600	AT2G24710	39	24	1
OS09G0428600	AT2G24720	40	23	1
OS09G0428600	AT2G29100	36	21	1
OS09G0428600	AT2G29110	42	24	1
OS09G0428600	AT2G29120	39	22	1
OS09G0428600	AT4G31710	36	22	1
OS09G0428600	AT5G11180	38	23	1
OS09G0428600	AT5G11210	34	22	1
OS09G0428600	AT5G27100	38	23	1
OS09G0428900	AT4G28020	50	55	1
OS09G0429000	AT2G24710	36	38	1
OS09G0429000	AT2G24720	37	38	1
OS09G0429000	AT2G29100	38	37	1
OS09G0429000	AT2G29110	41	41	1
OS09G0429000	AT2G29120	41	40	1
OS09G0429000	AT4G31710	35	36	1
OS09G0429000	AT5G11180	36	38	1
OS09G0429000	AT5G11210	36	40	1
OS09G0429000	AT5G27100	37	39	1
OS09G0429200	AT2G24710	36	38	1
OS09G0429200	AT2G24720	36	37	1
OS09G0429200	AT2G29100	35	35	1
OS09G0429200	AT2G29110	38	38	1
OS09G0429200	AT2G29120	37	37	1
OS09G0429200	AT4G31710	33	34	1
OS09G0429200	AT5G11180	36	38	1
OS09G0429200	AT5G11210	34	39	1
OS09G0429200	AT5G27100	35	37	1
OS09G0429400	AT2G24710	36	38	1
OS09G0429400	AT2G24720	38	38	1
OS09G0429400	AT2G29100	37	37	1
OS09G0429400	AT2G29110	40	40	1
OS09G0429400	AT2G29120	40	39	1
OS09G0429400	AT4G31710	34	36	1
OS09G0429400	AT5G11180	36	38	1
OS09G0429400	AT5G11210	35	40	1
OS09G0429400	AT5G27100	37	39	1
OS09G0429500	AT2G24710	36	38	1
OS09G0429500	AT2G24720	37	38	1
OS09G0429500	AT2G29100	37	37	1
OS09G0429500	AT2G29110	40	40	1
OS09G0429500	AT2G29120	40	39	1
OS09G0429500	AT4G31710	34	36	1
OS09G0429500	AT5G11180	36	38	1
OS09G0429500	AT5G11210	35	40	1
OS09G0429500	AT5G27100	36	38	1
OS09G0431100	AT3G04110	25	30	1
OS09G0431100	AT3G07520	28	31	1
OS09G0431100	AT5G48400	28	31	1
OS09G0431100	AT5G48410	27	30	1
OS09G0431200	AT3G04110	27	31	1
OS09G0431200	AT3G07520	27	30	1
OS09G0431200	AT5G48400	29	32	1
OS09G0431200	AT5G48410	29	32	1
OS09G0431500	AT4G31720	58	72	1
OS09G0431600	AT5G10690	48	52	1
OS09G0432900	AT5G57500	33	35	1
OS09G0433000	AT5G57500	35	35	1
OS09G0433300	AT5G57500	25	24	1
OS09G0433700	AT2G26450	41	41	1
OS09G0433700	AT4G33230	41	42	1
OS09G0433800	AT1G53885	22	30	1
OS09G0433800	AT1G53903	22	30	1
OS09G0433900	AT1G17290	60	54	0
OS09G0433900	AT1G72330	59	52	0
OS09G0434000	AT3G43240	68	8	0
OS09G0434100	AT3G43240	51	20	0
OS09G0434200	AT5G20910	44	48	1
OS09G0434500	AT1G53910	31	34	1
OS09G0434500	AT3G14230	33	34	1
OS09G0434600	AT5G60700	58	8	0
OS09G0436500	AT2G21960	44	26	1
OS09G0436900	AT3G43540	41	23	1
OS09G0437400	AT3G43120	40	48	1
OS09G0437400	AT5G20810	43	43	1
OS09G0438000	AT1G19230	52	56	1
OS09G0438400	AT2G26830	52	59	1
OS09G0438700	AT5G20720	64	62	0
OS09G0439000	AT2G45700	28	36	1
OS09G0439050	AT1G14205	45	56	1
OS09G0439100	AT1G23480	60	10	1
OS09G0439100	AT1G24070	56	9	1
OS09G0439100	AT2G35650	57	9	1
OS09G0439100	AT3G56000	59	10	1
OS09G0439100	AT4G13410	57	10	1
OS09G0439100	AT4G16590	60	14	1
OS09G0439100	AT5G16190	59	12	1
OS09G0439200	AT1G17380	28	24	1
OS09G0439200	AT1G19180	30	27	1
OS09G0439200	AT1G72450	23	20	1
OS09G0439200	AT1G74950	28	27	1
OS09G0439400	AT1G19170	60	62	1
OS09G0439400	AT3G42950	60	65	1
OS09G0439500	AT1G19150	69	67	1
OS09G0439600	AT1G54090	55	56	1
OS09G0439600	AT1G72470	57	57	1
OS09G0439600	AT3G14090	54	55	1
OS09G0439700	AT1G72480	58	61	1
OS09G0440200	AT2G26270	41	48	0
OS09G0440200	AT3G43930	42	46	0
OS09G0440300	AT1G54100	78	78	0
OS09G0440700	AT5G20650	50	51	1
OS09G0441000	AT2G05920	54	56	1
OS09G0441900	AT5G20635	21	36	1
OS09G0442100	AT1G72540	45	46	1
OS09G0442100	AT2G05940	52	52	1
OS09G0442100	AT2G26290	47	50	1
OS09G0442100	AT5G35580	49	46	1
OS09G0442300	AT3G45310	65	68	1
OS09G0442300	AT5G60360	65	67	1
OS09G0442400	AT5G55490	40	44	1
OS09G0442600	AT1G54130	59	53	1
OS09G0442600	AT3G14050	60	54	1
OS09G0442700	AT5G66750	58	64	1
OS09G0442800	AT2G38695	44	38	1
OS09G0442900	AT5G35570	59	58	1
OS09G0443500	AT2G28020	14	46	1
OS09G0443500	AT2G28230	50	53	1
OS09G0443500	AT4G09070	47	49	1
OS09G0444200	AT5G13640	71	73	1
OS09G0444700	AT1G72820	62	44	0
OS09G0444700	AT5G26200	56	40	0
OS09G0444800	AT1G55230	39	41	0
OS09G0444800	AT1G55240	44	45	0
OS09G0444800	AT5G19870	39	45	0
OS09G0444900	AT1G55230	47	54	0
OS09G0444900	AT1G55240	46	51	0
OS09G0444900	AT5G19870	41	51	0
OS09G0445500	AT2G41940	26	30	1
OS09G0445500	AT3G58070	25	29	1
OS09G0445500	AT5G06650	19	29	1
OS09G0445600	AT2G31940	44	51	1
OS09G0445600	AT5G19875	40	45	1
OS09G0445700	AT4G25835	37	38	0
OS09G0445700	AT4G30250	38	38	0
OS09G0445700	AT5G57480	38	38	0
OS09G0446000	AT2G20480	33	56	1
OS09G0446200	AT5G06680	64	64	1
OS09G0446700	AT1G05575	41	39	1
OS09G0446700	AT2G31945	41	37	1
OS09G0446800	AT1G50480	76	85	1
OS09G0446800	AT2G12200	7	73	1
OS09G0446800	AT2G12280	9	74	1
OS09G0447000	AT5G06710	90	24	0
OS09G0448900	AT1G73470	39	25	1
OS09G0449000	AT5G22260	38	6	1
OS09G0450200	AT4G38490	39	37	1
OS09G0450300	AT1G14690	55	55	0
OS09G0450300	AT2G01910	57	56	0
OS09G0450600	AT4G24960	34	41	1
OS09G0450600	AT5G50720	40	57	1
OS09G0451000	AT1G05010	68	67	1
OS09G0451000	AT1G12010	63	63	1
OS09G0451000	AT1G62380	63	64	1
OS09G0451400	AT1G05010	69	68	1
OS09G0451400	AT1G12010	62	63	1
OS09G0451400	AT1G62380	63	63	1
OS09G0451500	AT1G04980	70	69	1
OS09G0451500	AT2G32920	69	69	1
OS09G0451700	AT1G11510	24	12	1
OS09G0451700	AT1G44810	20	12	1
OS09G0451700	AT1G55950	12	11	1
OS09G0451700	AT1G61730	19	9	1
OS09G0451700	AT1G66420	18	11	1
OS09G0451700	AT2G01370	14	10	1
OS09G0451700	AT4G00130	10	9	1
OS09G0451700	AT4G00238	19	10	1
OS09G0451700	AT4G00250	21	12	1
OS09G0451700	AT4G00390	21	10	1
OS09G0451700	AT4G00610	16	9	1
OS09G0451700	AT4G01260	21	11	1
OS09G0451700	AT4G25210	21	10	1
OS09G0451800	AT1G68140	42	29	1
OS09G0451800	AT1G77770	34	30	1
OS09G0451800	AT4G08460	34	28	1
OS09G0452200	AT1G21880	46	44	1
OS09G0452200	AT1G77630	44	42	1
OS09G0452300	AT1G05030	73	29	1
OS09G0452900	AT1G22015	62	61	0
OS09G0452900	AT1G77810	63	63	0
OS09G0453000	AT1G36980	70	73	1
OS09G0453200	AT1G09580	55	53	1
OS09G0453200	AT1G21900	49	48	1
OS09G0453200	AT1G57620	52	52	1
OS09G0453200	AT3G10780	40	39	1
OS09G0453400	AT1G06870	40	45	1
OS09G0453400	AT2G30440	38	46	1
OS09G0453500	AT4G37130	50	45	1
OS09G0453700	AT5G66960	72	18	1
