Gene stable ID	Oryza meridionalis gene stable ID	%id. target Oryza meridionalis gene identical to query gene	%id. query gene identical to target Oryza meridionalis gene
Os10g0195000	OMERI10G03750	96.5517	94.7146
Os10g0195600	OMERI10G03770	98.5567	98.9648
Os10g0196100	OMERI10G03790	96.25	67.5439
Os10g0197000	OMERI10G03810	81.0888	78.5021
Os10g0197700	OMERI10G03820	73.1415	67.9287
Os10g0197800	OMERI10G03830	75.8389	82.4818
Os10g0198100	OMERI10G03840	72.8814	72.5738
Os10g0202200	OMERI05G09740	36.5079	26.1364
Os10g0202900	OMERI05G09690	80	98.3051
Os10g0203000	OMERI05G09670	63.9066	99.3399
Os10g0203600	OMERI05G09660	21.3542	57.4766
Os10g0206500	OMERI10G03880	98.9362	98.9362
Os10g0206800	OMERI10G03890	90.5028	97.3948
Os10g0207400	OMERI01G05190	57.8313	33.5664
Os10g0207500	OMERI10G03910	99.4083	99.4083
Os10g0207700	OMERI10G03930	46.5241	75.6522
Os10g0208200	OMERI10G04000	82.0755	90.625
Os10g0208500	OMERI10G04010	98.0645	98.0645
Os10g0208600	OMERI10G04020	94.4162	60.3896
Os10g0208900	OMERI07G22110	28.6195	54.4872
Os10g0208900	OMERI12G05860	31.3131	70.4545
Os10g0211900	OMERI10G04160	48.6486	80
Os10g0213700	OMERI10G04140	98.773	98.773
Os10g0214400	OMERI10G04130	51.5152	23.3516
Os10g0254720	OMERI10G04170	99.5816	99.5816
Os10g0326200	OMERI10G04180	95.9079	54.9853
Os10g0326400	OMERI10G04190	98.7395	98.7395
Os10g0326800	OMERI10G04210	92.7614	72.2338
Os10g0326900	OMERI10G04220	93.8202	25.5352
Os10g0327300	OMERI10G04230	81.8605	92.6316
Os10g0327800	OMERI10G04250	93.8389	86.6521
Os10g0328100	OMERI01G02040	58.1081	66.6667
Os10g0328100	OMERI04G15660	54.0541	63.4921
Os10g0328700	OMERI10G04270	86.3572	81.2169
Os10g0329300	OMERI10G04300	95.7606	64.9746
Os10g0329300	OMERI10G04310	44.6384	98.3516
Os10g0330000	OMERI10G04360	90.9091	90.9091
Os10g0330400	OMERI10G04390	82.4324	45.951
Os10g0330600	OMERI10G04400	58.0918	93.2171
Os10g0331400	OMERI10G04460	97.2826	97.2826
Os10g0333000	OMERI02G05100	25.7669	68.8525
Os10g0333700	OMERI10G04490	74.7573	88
Os10g0334500	OMERI10G04500	94.1176	94.5813
Os10g0335000	OMERI10G04520	98.324	92.1466
Os10g0335200	OMERI10G04530	99.4382	99.4382
Os10g0336300	OMERI10G04550	87.728	66.2907
Os10g0339400	OMERI02G32830	94.2387	43.2075
Os10g0340301	OMERI04G07960	73.6111	22.9437
Os10g0340450	OMERI10G04620	96.3415	69.2982
Os10g0340600	OMERI10G04630	86.5942	96.2416
Os10g0341700	OMERI10G04650	98.2667	98.2667
Os10g0342300	OMERI10G04710	99.0087	99.0087
Os10g0343100	OMERI10G04720	93.733	94.2466
Os10g0343200	OMERI10G04730	97.0443	98.0099
Os10g0343400	OMERI10G04740	94.6988	94.1317
Os10g0343900	OMERI01G33010	75	38.8235
Os10g0344000	OMERI06G16910	37.3913	25.5952
Os10g0344500	OMERI10G04790	90.5588	45.323
Os10g0344800	OMERI03G28570	37.5	75
Os10g0344900	OMERI10G04810	98.5325	98.5325
Os10g0345100	OMERI10G04820	97.9123	96.701
Os10g0345600	OMERI10G04840	93.4783	65.1515
Os10g0345701	OMERI10G04840	87.7049	23.1602
Os10g0345900	OMERI10G04860	98.6667	71.8447
Os10g0346200	OMERI10G04880	74.7222	74.3094
Os10g0346300	OMERI10G04890	97.3289	97.6549
Os10g0346600	OMERI10G04900	94.4532	99.3333
Os10g0347000	OMERI10G04910	93.0233	94.1176
Os10g0347800	OMERI10G04930	75.9064	77.2619
Os10g0348600	OMERI10G04950	93.6726	93.4156
Os10g0350200	OMERI07G09690	27.4286	20.6009
Os10g0359200	OMERI10G04990	96.0317	95.7784
Os10g0359500	OMERI10G05020	82.4427	84.5953
Os10g0360100	OMERI10G05040	92.8854	97.9167
Os10g0360800	OMERI10G05060	96.3168	95.9633
Os10g0360900	OMERI10G05070	93.3333	60.6936
Os10g0361000	OMERI10G05080	98.1707	98.1707
Os10g0361900	OMERI10G05110	94.6108	94.6108
Os10g0362300	OMERI10G05120	98.8206	98.9873
Os10g0362700	OMERI10G05160	90.9091	94.4882
Os10g0363300	OMERI10G05190	99.2501	98.1675
Os10g0363600	OMERI10G05220	98.9474	98.9474
Os10g0364700	OMERI10G05240	46.5116	10.3093
Os10g0365001	OMERI10G05250	58.6207	27.8689
Os10g0365050	OMERI10G13100	35.0427	41
Os10g0365200	OMERI10G05280	95.1613	96.3265
Os10g0368100	OMERI10G05350	85.0746	61.6216
Os10g0368400	OMERI10G05370	100	100
Os10g0369000	OMERI10G05430	98.878	98.878
Os10g0369900	OMERI10G05470	99.8035	99.8035
Os10g0370000	OMERI10G05480	54.4086	99.2157
Os10g0370100	OMERI10G05320	30.3778	12.4605
Os10g0370500	OMERI10G05500	95.2941	95.1076
Os10g0370600	OMERI10G05510	86.9822	87.5
Os10g0370700	OMERI10G05520	93.6842	97.0909
Os10g0371000	OMERI10G05550	97.6744	96.5517
Os10g0371100	OMERI10G05560	78.6111	92.4837
Os10g0374450	OMERI03G28900	34.5622	28.8462
Os10g0374450	OMERI05G14070	17.9724	44.8276
Os10g0380800	OMERI10G05590	99.2395	99.2395
Os10g0381200	OMERI06G08850	64.7059	55
Os10g0381200	OMERI06G16470	63.7255	83.3333
Os10g0381200	OMERI07G23030	45.098	29.2994
Os10g0382100	OMERI10G05610	98.6111	70.297
Os10g0382300	OMERI10G05630	93.2857	90.6944
Os10g0382600	OMERI10G05640	12.5	14.8718
Os10g0384600	OMERI10G05700	91.6817	79.2188
Os10g0389000	OMERI10G05710	97.3822	98.9362
Os10g0389200	OMERI10G05750	89.9696	46.8354
Os10g0389500	OMERI10G05760	94.8718	87.6777
Os10g0389800	OMERI10G05770	95.9666	99.2806
Os10g0390100	OMERI10G05780	95.3516	76.555
Os10g0390701	OMERI10G05800	99.0741	79.2593
Os10g0390800	OMERI10G05820	74.5819	71.4744
Os10g0390900	OMERI10G05830	52.439	64.1791
Os10g0392400	OMERI10G05880	86.5497	86.0465
Os10g0392600	OMERI10G05920	91.3357	94.403
Os10g0392700	OMERI10G05930	80.9524	65.7005
Os10g0392800	OMERI10G05940	86.4407	37.3171
Os10g0392900	OMERI10G05940	92.1811	54.6341
Os10g0393100	OMERI10G05970	99.4609	99.4609
Os10g0393600	OMERI10G05980	85.4902	35.7377
Os10g0393700	OMERI10G05990	36.4621	25.3769
Os10g0393800	OMERI10G05990	95.0125	95.7286
Os10g0394000	OMERI10G06000	84.9112	72.2922
Os10g0394100	OMERI10G06010	80.6452	59.1017
Os10g0394200	OMERI10G06030	97.1429	57.6271
Os10g0394400	OMERI10G06040	94.2721	37.4053
Os10g0395000	OMERI10G06050	98.2005	97.201
Os10g0395100	OMERI10G06060	93.9709	30.6026
Os10g0395150	OMERI10G06060	91.7431	33.8524
Os10g0395200	OMERI10G06080	75.3623	37.1429
Os10g0395400	OMERI10G06090	95.4918	93.9516
Os10g0395500	OMERI10G06100	76.9231	82.2785
Os10g0396100	OMERI10G06160	93.4118	92.5408
Os10g0396300	OMERI10G06180	100	100
Os10g0396400	OMERI10G06190	99.0826	70.282
Os10g0397066	OMERI08G07150	61.25	51.0417
Os10g0397200	OMERI10G06230	99.6416	99.6416
Os10g0397400	OMERI10G06240	99.8217	99.8217
Os10g0397800	OMERI10G06280	99.0909	99.0909
Os10g0397900	OMERI10G06290	71.6867	90.8397
Os10g0398100	OMERI10G06300	89.8936	91.8478
Os10g0399100	OMERI10G06310	75.5906	85.906
Os10g0399700	OMERI10G06320	54.9383	93.6842
Os10g0399700	OMERI10G06350	54.7325	93.662
Os10g0400100	OMERI10G06360	96.6942	84.4156
Os10g0400250	OMERI10G06370	96.6206	55.3697
Os10g0400500	OMERI10G06410	96.2151	96.988
Os10g0400800	OMERI10G06420	99.3915	99.1903
Os10g0400900	OMERI10G06430	93.3803	79.3062
Os10g0401000	OMERI10G06440	96.25	91.6667
Os10g0401100	OMERI10G06450	60.6481	32.4257
Os10g0402200	OMERI10G06480	95.8217	97.0381
Os10g0402400	OMERI10G06490	92.9825	92.1739
Os10g0403000	OMERI10G06520	96.3964	97.0962
Os10g0403200	OMERI10G06510	41.3088	43.8178
Os10g0403700	OMERI10G06530	97.1053	92.9471
Os10g0403800	OMERI10G06540	100	100
Os10g0404300	OMERI10G06590	97.8022	97.8022
Os10g0404500	OMERI10G06600	91.0569	23.5789
Os10g0404533	OMERI10G06600	86.8421	20.8421
Os10g0404566	OMERI10G06600	99.3711	33.2632
Os10g0404900	OMERI10G06620	96.0563	97.4286
Os10g0405100	OMERI10G06630	100	99.5349
Os10g0405300	OMERI10G06640	96.6102	95.7983
Os10g0405500	OMERI10G06650	97.0379	97.2684
Os10g0405600	OMERI10G06660	92.3664	82.0339
Os10g0406100	OMERI10G06680	89.2157	100
Os10g0406200	OMERI10G06690	98.1524	98.1524
Os10g0406300	OMERI10G06720	81.9588	32.2515
Os10g0406400	OMERI10G06730	99.5918	45.951
Os10g0406800	OMERI10G06750	97.971	97.6879
Os10g0406900	OMERI10G06760	88.3991	92.2518
Os10g0407000	OMERI10G06770	99.4048	99.1098
Os10g0407100	OMERI10G06780	93.1624	91.5966
Os10g0407200	OMERI10G06790	84.5771	75.2212
Os10g0407400	OMERI10G06800	40.7494	93.0481
Os10g0407500	OMERI10G06810	95.9432	96.1382
Os10g0408700	OMERI02G04870	5.76923	7.89474
Os10g0409900	OMERI10G06890	99.5475	99.5475
Os10g0410100	OMERI06G10860	41.1215	50
Os10g0410600	OMERI10G06910	96.8153	87.106
Os10g0410700	OMERI10G06920	40.604	87.0504
Os10g0411100	OMERI10G06950	82.3661	89.3462
Os10g0411500	OMERI10G06980	98.4592	98.3077
Os10g0411500	OMERI10G07020	98.4592	98.3077
Os10g0411700	OMERI10G06990	91.5493	83.3333
Os10g0411700	OMERI10G07030	91.5493	83.3333
Os10g0411750	OMERI10G07000	81.6514	25.5014
Os10g0411750	OMERI10G07040	81.6514	25.5014
Os10g0411800	OMERI10G07010	100	100
Os10g0411800	OMERI10G07050	100	100
Os10g0412100	OMERI10G07070	99.5041	99.1763
Os10g0412700	OMERI10G07130	86.5455	87.1795
Os10g0413101	OMERI03G25030	75	36.3636
Os10g0413400	OMERI10G07150	85.5754	99.6226
Os10g0413500	OMERI10G07160	98.3766	94.3925
Os10g0413900	OMERI10G07210	53.6	67.9054
Os10g0414000	OMERI10G07220	42.3573	94.2623
Os10g0414500	OMERI10G07260	98.5075	97.6331
Os10g0414800	OMERI10G07270	98.495	98.66
Os10g0415100	OMERI10G07280	88.2353	96.2963
Os10g0415200	OMERI10G07290	98.2256	98.2256
Os10g0415300	OMERI10G07300	89.1697	86.2129
Os10g0415400	OMERI10G07310	94.0476	65.8333
Os10g0415800	OMERI10G07330	87.5648	42.409
Os10g0415900	OMERI10G07340	88.6497	94.9686
Os10g0416100	OMERI10G07350	92.5081	73.9583
Os10g0416200	OMERI10G07360	98.4704	98.0952
Os10g0416500	OMERI10G07410	97.9021	97.9021
Os10g0416800	OMERI10G07390	95.8333	94.8454
Os10g0417600	OMERI10G07440	99.4709	99.4709
Os10g0417800	OMERI10G07450	99.6678	99.6678
Os10g0418000	OMERI10G07460	100	100
Os10g0418100	OMERI10G07470	96.8116	96.999
Os10g0418900	OMERI10G07510	90.1639	90.1639
Os10g0419100	OMERI10G07520	88.6297	62.94
Os10g0419200	OMERI10G07530	97.2632	97.4684
Os10g0419300	OMERI10G07540	96.3687	94.5205
Os10g0419400	OMERI10G07550	97.99	97.99
Os10g0419500	OMERI10G07560	94.0217	94.0217
Os10g0419600	OMERI10G07590	88.8889	89.6175
Os10g0419700	OMERI10G07600	63.6364	59.9099
Os10g0420000	OMERI10G07610	95.7627	79.5775
Os10g0420200	OMERI10G07620	95.5882	70.3463
Os10g0420400	OMERI10G07630	96.1165	60.091
Os10g0421800	OMERI10G07710	95.1696	78.6746
Os10g0422200	OMERI10G07760	96.1194	82.3529
Os10g0422500	OMERI10G07770	98.1356	98.8055
Os10g0422566	OMERI10G07780	96.7575	96.7575
Os10g0422600	OMERI10G07790	86.087	91.1043
Os10g0422800	OMERI10G07840	98.0952	99.0385
Os10g0425400	OMERI04G24020	92.0482	97.6982
Os10g0425900	OMERI04G23990	96.0486	20.1788
Os10g0426300	OMERI10G06800	36.1502	82.3529
Os10g0427300	OMERI10G07950	85.6	35.6667
Os10g0428200	OMERI06G17240	9.85915	11.9658
Os10g0429600	OMERI10G08080	75.3117	89.6142
Os10g0430200	OMERI10G08130	89.3443	95.8944
Os10g0430800	OMERI10G08150	78.7671	26.5283
Os10g0430900	OMERI10G08160	98.3539	98.1519
Os10g0431000	OMERI10G08180	91.1205	49.3135
Os10g0431700	OMERI02G32200	87.4525	88.4615
Os10g0431700	OMERI10G08200	87.4525	88.4615
Os10g0431900	OMERI10G08210	98.1579	96.3824
Os10g0432300	OMERI10G08240	99.1031	97.7876
Os10g0432400	OMERI10G08250	4.16667	6.41026
Os10g0432650	OMERI10G08260	96.4286	97.5904
Os10g0432725	OMERI10G08270	100	48.4848
Os10g0433200	OMERI10G08280	62.2449	30.5
Os10g0434000	OMERI10G08300	86.7568	100
Os10g0434200	OMERI10G08310	99.4536	86.2559
Os10g0434300	OMERI10G08330	76.4706	23.2143
Os10g0434900	OMERI06G26150	66.4179	32.963
Os10g0436850	OMERI04G07000	90.8127	58.5421
Os10g0436900	OMERI04G07010	98.66	99.8305
Os10g0437000	OMERI04G07020	99.5238	99.0521
Os10g0437400	OMERI04G07040	89.9358	84
Os10g0437500	OMERI04G07050	97.7901	95.1613
Os10g0437600	OMERI04G07060	97.4633	93.8303
Os10g0437700	OMERI04G07080	90.7975	85.5491
Os10g0437900	OMERI04G07100	83.0601	83.5165
Os10g0438000	OMERI04G07110	86.9128	39.3617
Os10g0438100	OMERI04G07130	93.1818	94.0367
Os10g0438300	OMERI04G07140	91.344	76.381
Os10g0438500	OMERI04G07150	88.5496	100
Os10g0438600	OMERI04G07160	96.648	96.648
Os10g0438700	OMERI04G07170	97.9167	97.9167
Os10g0438800	OMERI04G07180	95.4887	94.0741
Os10g0439100	OMERI04G07200	98.0392	98.0392
Os10g0439200	OMERI04G07210	99.1837	95.2941
Os10g0439333	OMERI04G07230	88.764	65.4696
Os10g0439600	OMERI04G07250	95.2802	59.1575
Os10g0439700	OMERI04G07260	93.578	59.0734
Os10g0439800	OMERI10G08340	97.5191	97.5191
Os10g0439924	OMERI10G08370	97.6879	97.6879
Os10g0440100	OMERI10G08380	96.8208	96.8208
Os10g0441800	OMERI10G08440	96	96.3855
Os10g0441900	OMERI10G08450	97.6845	97.9681
Os10g0442000	OMERI10G08460	89.6747	97.8395
Os10g0442100	OMERI10G08480	98.5197	77.6913
Os10g0442400	OMERI10G08490	29.9799	91.9753
Os10g0442800	OMERI10G08510	95.6616	98.6577
Os10g0442900	OMERI10G08520	94.9833	86.8502
Os10g0443000	OMERI10G08530	84.6561	47.3373
Os10g0443100	OMERI10G08530	94.5122	45.858
Os10g0443200	OMERI10G08540	97.9592	97.9592
Os10g0443800	OMERI10G08550	48.7455	57.384
Os10g0444100	OMERI10G08570	70.8029	67.8322
Os10g0444400	OMERI05G15960	87.7104	86.9783
Os10g0444600	OMERI10G08580	98.9529	71.7268
Os10g0444700	OMERI10G08590	99.8152	99.8152
Os10g0445400	OMERI10G08620	87.3984	91.1017
Os10g0445500	OMERI10G08630	98.7342	98.7342
Os10g0445600	OMERI10G08640	81.6631	92.2892
Os10g0445900	OMERI10G08650	91.7647	33.3333
Os10g0446100	OMERI10G08660	66.9746	92.6518
Os10g0446200	OMERI10G08670	94.9112	98.8903
Os10g0446400	OMERI10G08690	71.0366	43.9623
Os10g0446800	OMERI04G22300	41.2587	18.2099
Os10g0447100	OMERI10G08700	95.8333	70.7692
Os10g0447300	OMERI12G03530	18.0879	31.9635
Os10g0447600	OMERI10G08710	98.4205	98.4205
Os10g0447900	OMERI10G08730	72.4868	98.0907
Os10g0451700	OMERI10G08840	99.1304	99.1304
Os10g0452500	OMERI10G08930	99.2593	97.8102
Os10g0452700	OMERI10G08940	97.3958	97.3958
Os10g0452800	OMERI10G08950	93.4177	96.0938
Os10g0453900	OMERI10G09010	97.9167	97.9167
Os10g0454200	OMERI10G09020	96.2963	96.2963
Os10g0456100	OMERI10G09110	98.4674	76.9461
Os10g0456500	OMERI10G09130	96.4497	54.1169
Os10g0456600	OMERI10G09140	100	100
Os10g0456800	OMERI10G09160	98.8722	98.8722
Os10g0456900	OMERI10G09170	86.7647	9.15971
Os10g0456950	OMERI10G09170	75.5418	4.73511
Os10g0457000	OMERI10G09180	78.5916	71.5385
Os10g0457200	OMERI10G09190	98.5743	98.374
Os10g0457400	OMERI10G09200	86.3248	88.8563
Os10g0457500	OMERI10G09210	31.2195	91.4286
Os10g0457600	OMERI10G09230	91.974	99.7647
Os10g0457700	OMERI10G09240	92.7218	86.6147
Os10g0458300	OMERI10G09260	99.6	99.6
Os10g0458700	OMERI10G09290	88.5449	93.7705
Os10g0459600	OMERI10G09330	98.9848	85.1528
Os10g0459700	OMERI10G09340	93.5484	60.3538
Os10g0462100	OMERI01G22080	53.4351	35.533
Os10g0462300	OMERI10G09360	81.8766	79.0323
Os10g0462800	OMERI08G09800	9.79955	42.9268
Os10g0462900	OMERI10G09390	99.4773	99.4773
Os10g0463200	OMERI10G09400	97.4359	97.6864
Os10g0463300	OMERI10G09410	98.0583	97.1154
Os10g0463400	OMERI10G09420	72.1408	97.2332
Os10g0463800	OMERI10G09430	89.2857	91.2921
Os10g0463900	OMERI10G09450	69.6	91.5789
Os10g0464100	OMERI10G09440	96.7492	97.9624
Os10g0464300	OMERI10G09460	97.8261	97.8261
Os10g0464400	OMERI10G09470	99.2443	99.2443
Os10g0465000	OMERI10G09490	89.916	38.4892
Os10g0465300	OMERI01G19070	28.2209	63.0137
Os10g0465700	OMERI10G09510	98.5047	97.9554
Os10g0465950	OMERI10G09530	42.5676	85.1351
Os10g0466000	OMERI10G09520	98.9228	98.5689
Os10g0466100	OMERI10G09540	100	100
Os10g0466300	OMERI10G09550	93.3586	98.994
Os10g0466500	OMERI10G09570	99.3827	71.5556
Os10g0466700	OMERI10G09580	100	100
Os10g0467000	OMERI10G09590	50.5263	52.7473
Os10g0467100	OMERI10G09600	96.7391	96.7391
Os10g0467200	OMERI10G09610	24.1117	92.233
Os10g0468800	OMERI10G09620	76.1905	14.4044
Os10g0469900	OMERI10G09640	98.5173	98.5173
Os10g0470700	OMERI10G09660	98.3607	97.561
Os10g0471000	OMERI10G09670	98.4848	32.6305
Os10g0471100	OMERI10G09710	98.8728	98.8728
Os10g0471300	OMERI10G09730	89.881	79.0576
Os10g0471400	OMERI10G09740	98.6245	93.6031
Os10g0471700	OMERI10G09760	93.299	91.8782
Os10g0472400	OMERI10G09770	20.2749	77.6316
Os10g0472501	OMERI10G09780	49.2754	69.3878
Os10g0472900	OMERI10G09790	98.7097	99.5662
Os10g0473400	OMERI10G09810	97.4333	99.5803
Os10g0474000	OMERI10G09850	94.1896	96.25
Os10g0474100	OMERI10G09860	90.1961	71.5026
Os10g0474800	OMERI10G09860	79.8722	32.3834
Os10g0474900	OMERI10G09860	79.1908	17.7461
Os10g0475100	OMERI10G09930	75.9681	66.9007
Os10g0475900	OMERI10G09940	97.8659	96.6867
Os10g0476000	OMERI10G09950	96.5157	98.5765
Os10g0476100	OMERI10G09960	96.0227	91.3513
Os10g0476300	OMERI10G09970	98.5263	98.5263
Os10g0476400	OMERI10G09980	99.0566	99.0566
Os10g0476500	OMERI10G09990	92.4812	93.4177
Os10g0476600	OMERI10G10000	99.8152	99.8152
Os10g0476700	OMERI10G10010	84.8148	97.8633
Os10g0477000	OMERI10G10030	87.9074	96.3346
Os10g0477200	OMERI10G10040	97.711	74.9726
Os10g0477600	OMERI10G10050	98.4568	98.4568
Os10g0477800	OMERI10G10060	89.501	98.9655
Os10g0477900	OMERI10G10070	59.0769	56.8047
Os10g0478000	OMERI10G10090	99.5098	79.6078
Os10g0478100	OMERI10G10100	91.9463	92.5676
Os10g0478200	OMERI10G10110	100	100
Os10g0478300	OMERI10G10120	86.9565	68.9655
Os10g0478400	OMERI10G10130	97.8118	98.2418
Os10g0478500	OMERI10G10140	75.5102	24.3822
Os10g0478900	OMERI10G10150	98.9362	62.8378
Os10g0479500	OMERI10G10190	99.0196	58.3815
Os10g0479800	OMERI10G10200	100	16.9972
Os10g0479900	OMERI10G10210	98.1375	97.5783
Os10g0480200	OMERI10G10230	99.7619	98.9374
Os10g0480500	OMERI10G10250	98.249	96.5583
Os10g0481000	OMERI10G10260	21.0702	31.3433
Os10g0481200	OMERI10G10280	92.8571	94.0789
Os10g0481300	OMERI10G10300	93.1373	63.9731
Os10g0481450	OMERI06G18250	64.4898	95.7576
Os10g0481500	OMERI10G10320	97.732	97.5309
Os10g0482450	OMERI10G10340	90.9283	70.1954
Os10g0482900	OMERI10G10350	95.8807	96.1538
Os10g0483100	OMERI10G10360	91.7933	45.7576
Os10g0483500	OMERI10G10380	99.0512	99.0512
Os10g0483900	OMERI10G10390	95.5446	94.1463
Os10g0484400	OMERI10G10430	88.2353	63.1929
Os10g0484700	OMERI10G10450	98.5437	98.5437
Os10g0484800	OMERI10G10460	98.4576	98.4576
Os10g0485100	OMERI10G10480	96.6082	65.9218
Os10g0485300	OMERI10G10490	91.7469	91.3699
Os10g0485600	OMERI10G10510	90.0428	92.125
Os10g0485800	OMERI10G10520	80.1136	46.2295
Os10g0486000	OMERI10G10530	77.6786	74.6781
Os10g0486100	OMERI10G10540	97.5	98.556
Os10g0486300	OMERI10G10550	44.6154	24.1667
Os10g0486600	OMERI10G10560	100	100
Os10g0487200	OMERI10G10600	52.0661	88.1119
Os10g0487300	OMERI10G10610	97.3214	97.3214
Os10g0487400	OMERI10G10620	95.9459	76.6739
Os10g0487500	OMERI10G10630	66.6667	31.0134
Os10g0487900	OMERI10G10650	99.3464	39.895
Os10g0488100	OMERI10G10660	76	100
Os10g0488300	OMERI10G10670	91.5942	90.6743
Os10g0488400	OMERI10G10680	91.1765	31.9588
Os10g0488800	OMERI10G10720	98.4211	78.3738
Os10g0489000	OMERI10G10730	99.0654	99.0654
Os10g0489100	OMERI10G10740	98.481	98.481
Os10g0489200	OMERI10G10750	86.8357	80.7865
Os10g0489301	OMERI10G10760	91.018	96.2025
Os10g0489900	OMERI10G10800	95.986	95.986
Os10g0490100	OMERI10G10790	91.0798	92.823
Os10g0490666	OMERI10G10820	95.8333	75.8242
Os10g0490800	OMERI10G10830	87.2807	89.6396
Os10g0490900	OMERI10G10840	78.7879	78.1116
Os10g0491000	OMERI10G10850	97.8166	86.1538
Os10g0491900	OMERI10G10880	98.2301	99.1071
Os10g0492000	OMERI10G10890	98.8196	57.734
Os10g0492101	OMERI10G10890	96.5714	16.6502
Os10g0492200	OMERI10G10910	97.2	97.5904
Os10g0492300	OMERI10G10920	97.4239	87.395
Os10g0492400	OMERI10G10930	94.7205	44.5255
Os10g0492800	OMERI10G10950	95.6164	89.9485
Os10g0492900	OMERI10G10960	96.1938	67.3123
Os10g0493100	OMERI10G11180	36.3208	79.3814
Os10g0493600	OMERI10G10980	93.765	97.5062
Os10g0493800	OMERI10G11000	95.7597	37.9021
Os10g0493900	OMERI10G11010	100	37.1298
Os10g0494000	OMERI10G11020	99.3711	99.3711
Os10g0494200	OMERI10G11030	84.3091	85.3081
Os10g0494200	OMERI10G11040	87.5878	94.4444
Os10g0494300	OMERI10G11050	99.0318	98.0822
Os10g0494500	OMERI10G11070	76	96.9388
Os10g0494500	OMERI10G11120	71.8	98.3562
Os10g0494800	OMERI10G11080	98.6286	84.525
Os10g0494950	OMERI10G11130	85.8726	68.4327
Os10g0495000	OMERI10G11140	98.9501	99.7355
Os10g0495300	OMERI10G11190	99.3205	99.096
Os10g0495500	OMERI10G11240	98.4148	97.0052
Os10g0495600	OMERI10G11250	86.0175	61.2989
Os10g0497300	OMERI10G11270	80.7305	47.0286
Os10g0497432	OMERI10G11180	30.0752	82.4742
Os10g0497500	OMERI10G10970	33.1034	100
Os10g0497600	OMERI10G11300	99.6071	99.4118
Os10g0497800	OMERI10G11310	93.7695	87.7551
Os10g0497900	OMERI10G11320	99.2519	89.2377
Os10g0498000	OMERI10G11330	100	100
Os10g0498100	OMERI10G11340	49.5146	15.7732
Os10g0498600	OMERI10G11360	99.5327	41.1197
Os10g0498700	OMERI10G11370	91.8524	98.1923
Os10g0498900	OMERI10G11380	96.6867	96.3964
Os10g0499400	OMERI10G11390	90.0709	66.1458
Os10g0499600	OMERI10G11420	59.322	75.2688
Os10g0499700	OMERI10G11430	68.1416	52.381
Os10g0500300	OMERI10G11450	99.1736	99.1736
Os10g0500400	OMERI10G11460	93.2203	91.6667
Os10g0500500	OMERI10G11470	98.5401	95.7447
Os10g0501300	OMERI10G11480	87.7193	80.7899
Os10g0501500	OMERI10G11490	96.4286	97.5904
Os10g0501900	OMERI10G11520	97.5207	98.0609
Os10g0502000	OMERI10G11530	97.8814	97.8814
Os10g0502100	OMERI10G11540	96.6292	94.5055
Os10g0502400	OMERI10G11560	97.9516	98.6867
Os10g0502500	OMERI10G11570	96.9811	96.6165
Os10g0502900	OMERI10G11580	99.0654	99.0654
Os10g0503100	OMERI10G11590	98.2143	98.6547
Os10g0503500	OMERI10G11610	99.3548	84.153
Os10g0503600	OMERI10G11630	83.7037	74.3421
Os10g0503800	OMERI10G11640	84.2105	65.4971
Os10g0504100	OMERI10G11650	96.6292	97.7273
Os10g0504200	OMERI10G11660	97.3913	97.3913
Os10g0504500	OMERI10G11670	66.1765	22.9592
Os10g0504600	OMERI10G11680	98.9362	28.8223
Os10g0504650	OMERI10G11690	94	93.0693
Os10g0504900	OMERI10G11690	98.7805	80.198
Os10g0505000	OMERI10G11700	80	93.0233
Os10g0505500	OMERI10G11710	94.6809	61.8056
Os10g0505900	OMERI10G11720	97.5336	98.4163
Os10g0506100	OMERI10G11730	76.2963	98.0952
Os10g0506200	OMERI10G11750	88.8465	47.9671
Os10g0506800	OMERI10G11770	95.8386	85.8757
Os10g0506900	OMERI08G04510	38.0952	53.012
Os10g0507500	OMERI10G11890	96	97.166
Os10g0507600	OMERI10G11880	99.5833	86.9091
Os10g0507700	OMERI10G11900	86.9565	93.0233
Os10g0507800	OMERI10G11910	99.0741	99.0741
Os10g0508000	OMERI10G11930	96.7262	54.2571
Os10g0508100	OMERI10G11940	99.5745	99.1525
Os10g0508300	OMERI10G11950	95.8466	93.75
Os10g0508400	OMERI07G01530	15.1282	36.1963
Os10g0508400	OMERI10G11960	86.4103	95.7386
Os10g0508500	OMERI10G11970	96.1538	46.2219
Os10g0508600	OMERI10G11980	86.9792	97.6608
Os10g0508700	OMERI10G11990	94.8598	89.823
Os10g0508900	OMERI10G12000	90.1235	88.4848
Os10g0509000	OMERI10G12010	96.4945	63.3172
Os10g0509200	OMERI10G12020	82.4561	76.5472
Os10g0509401	OMERI10G12030	91.9643	73.5714
Os10g0510000	OMERI10G12050	100	100
Os10g0510200	OMERI10G12070	80.2198	77.3852
Os10g0510300	OMERI10G12080	96.8	96.8
Os10g0510400	OMERI10G12090	99.5268	90.2718
Os10g0510500	OMERI10G12100	93.6	95.9016
Os10g0510700	OMERI10G12110	70.274	78.681
Os10g0511400	OMERI10G12130	95.2663	54.638
Os10g0511800	OMERI10G12140	95.8333	13.5117
Os10g0511900	OMERI10G12140	54.1667	16.1227
Os10g0512100	OMERI10G12170	99.0566	97.8261
