Gene stable ID	Brassica rapa gene stable ID	%id. target Brassica rapa gene identical to query gene	%id. query gene identical to target Brassica rapa gene
Os10g0551200	Bra003311	33.1658	26.087
Os10g0551200	Bra014479	13.8191	30.2198
Os10g0551200	Bra037319	39.4472	27.9359
Os10g0551600	Bra017476	61.6	57.4627
Os10g0551600	Bra022143	52.8	70.9677
Os10g0551600	Bra024933	72.8	72.8
Os10g0551700	Bra017517	27.7778	34.8837
Os10g0551700	Bra017518	27.7778	34.6154
Os10g0551700	Bra024980	25.9259	37.8378
Os10g0551700	Bra024981	25.9259	37.8378
Os10g0551700	Bra024982	25.9259	37.8378
Os10g0551700	Bra024983	25.9259	35.8974
Os10g0551800	Bra000775	43.1507	37.9518
Os10g0551800	Bra000777	39.726	43.609
Os10g0551800	Bra000778	39.726	43.609
Os10g0551800	Bra029456	41.7808	36.0947
Os10g0551900	Bra000775	46.4789	39.759
Os10g0551900	Bra000777	44.3662	47.3684
Os10g0551900	Bra000778	44.3662	47.3684
Os10g0551900	Bra029456	45.7746	38.4615
Os10g0552200	Bra000775	52.6718	41.5663
Os10g0552200	Bra000777	46.5649	45.8647
Os10g0552200	Bra000778	46.5649	45.8647
Os10g0552200	Bra029456	51.145	39.645
Os10g0552400	Bra000412	18.3295	27.9152
Os10g0552400	Bra003448	25.7541	26.1792
Os10g0552400	Bra004948	15.3132	23.2394
Os10g0552400	Bra007600	29.0023	28.5388
Os10g0552400	Bra007601	12.529	30.3371
Os10g0552400	Bra010318	22.2738	17.4229
Os10g0552400	Bra014438	16.7053	25.8993
Os10g0552400	Bra014439	24.594	31.085
Os10g0552400	Bra033242	19.7216	32.5671
Os10g0552400	Bra033243	26.6821	22.2868
Os10g0552400	Bra033244	27.8422	22.4719
Os10g0552400	Bra039304	15.7773	25.5639
Os10g0552600	Bra000775	50.3759	40.3614
Os10g0552600	Bra000777	48.8722	48.8722
Os10g0552600	Bra000778	49.6241	49.6241
Os10g0552600	Bra029456	49.6241	39.0533
Os10g0552700	Bra000775	45.9677	34.3373
Os10g0552700	Bra000777	47.5806	44.3609
Os10g0552700	Bra000778	47.5806	44.3609
Os10g0552700	Bra029456	45.9677	33.7278
Os10g0552800	Bra000775	49.2424	39.1566
Os10g0552800	Bra000777	48.4848	48.1203
Os10g0552800	Bra000778	48.4848	48.1203
Os10g0552800	Bra029456	49.2424	38.4615
Os10g0552900	Bra003417	55.2311	56.75
Os10g0552900	Bra010219	56.4477	56.5854
Os10g0553300	Bra013628	52.8796	62.9283
Os10g0553300	Bra019370	56.8063	59.9448
Os10g0553600	Bra013627	33.9093	58.5821
Os10g0553800	Bra016787	52.2822	53.0526
Os10g0553800	Bra019747	54.7718	56.8966
Os10g0553800	Bra026986	55.1867	57.3276
Os10g0553800	Bra026988	53.9419	56.6449
Os10g0553800	Bra027032	51.2448	58.5308
Os10g0553800	Bra027033	46.0581	60.989
Os10g0553800	Bra027035	50.4149	52.7115
Os10g0553800	Bra036655	12.6556	59.8039
Os10g0553900	Bra016788	13.3898	19.5062
Os10g0553900	Bra019746	13.2203	18.705
Os10g0553900	Bra026990	12.3729	20.3343
Os10g0554001	Bra020842	44.5055	31.3953
Os10g0554001	Bra027038	42.8571	29.5455
Os10g0554001	Bra029455	47.2527	30.9353
Os10g0554100	Bra000774	69.697	36.4553
Os10g0554100	Bra013624	69.697	34.8005
Os10g0554100	Bra020844	69.697	34.9931
Os10g0554200	Bra016789	59.7315	60.339
Os10g0554200	Bra019744	28.5235	63.4328
Os10g0554200	Bra026991	60.0671	60.781
Os10g0554800	Bra000775	39.3701	30.1205
Os10g0554800	Bra000777	34.6457	33.0827
Os10g0554800	Bra000778	34.6457	33.0827
Os10g0554800	Bra029456	37.0079	27.8107
Os10g0554900	Bra019184	19.5122	21.0526
Os10g0555100	Bra005312	55.8943	55.668
Os10g0555100	Bra017301	56.3008	56.0729
Os10g0555100	Bra038490	55.2846	55.7377
Os10g0555200	Bra026983	46.8354	46.6387
Os10g0555300	Bra012701	21.1699	35.514
Os10g0555300	Bra038491	20.6128	19.0231
Os10g0555300	Bra040741	21.1699	36.3636
Os10g0556200	Bra000560	32.9032	39.433
Os10g0556200	Bra037312	18.7097	41.6268
Os10g0557600	Bra003419	41.7526	33.0612
Os10g0557600	Bra004886	43.299	32.6848
Os10g0557600	Bra007542	42.268	34.8936
Os10g0557600	Bra040329	42.7835	32.4219
Os10g0557800	Bra000580	13.3333	20
Os10g0557800	Bra004018	18.3333	28.9474
Os10g0557800	Bra004019	20	14.6341
Os10g0557800	Bra031207	23.3333	35.443
Os10g0557800	Bra033605	39.1667	47.4747
Os10g0557800	Bra039427	36.6667	48.8889
Os10g0557900	Bra004885	40.2817	42.1829
Os10g0557900	Bra012699	45.0704	43.956
Os10g0557900	Bra038493	45.6338	45.2514
Os10g0558100	Bra004885	31.2715	26.8437
Os10g0558100	Bra012699	31.2715	25
Os10g0558100	Bra038493	34.0206	27.6536
Os10g0558125	Bra004885	33.564	28.6136
Os10g0558125	Bra012699	32.872	26.0989
Os10g0558125	Bra038493	33.218	26.8156
Os10g0558600	Bra021468	47.4033	48.2565
Os10g0559600	Bra021057	10.5485	9.52381
Os10g0559700	Bra021057	1.0101	2.28571
Os10g0559800	Bra017488	44.6512	47.6033
Os10g0559900	Bra018596	65.2406	32.4468
Os10g0559900	Bra031644	66.3102	67.027
Os10g0560000	Bra012669	45.6464	42.0925
Os10g0560000	Bra024944	40.8971	38.2716
Os10g0560000	Bra026246	45.3826	42.6799
Os10g0560000	Bra038497	37.9947	33.4107
Os10g0560200	Bra004883	55.7447	53.4694
Os10g0560200	Bra015191	52.766	24.7012
Os10g0560200	Bra022546	52.3404	51.6807
Os10g0560450	Bra012950	45.8904	43.3657
Os10g0560450	Bra028689	44.1781	42.1569
Os10g0560500	Bra024946	27.305	10.0391
Os10g0560900	Bra009438	58.2222	59.9542
Os10g0561100	Bra035926	65.5589	66.9753
Os10g0561200	Bra026251	49.5202	50.5882
Os10g0561300	Bra012948	52.1236	53.1496
Os10g0561400	Bra012665	59.1195	55.6213
Os10g0561400	Bra017487	51.8868	51.2422
Os10g0561400	Bra022127	59.1195	53.5613
Os10g0561400	Bra026253	59.434	52.6462
Os10g0561500	Bra012943	36.7008	39.9721
Os10g0561500	Bra012944	38.6189	37.284
Os10g0561500	Bra013868	42.4552	39.5238
Os10g0561500	Bra015196	28.3887	33.6364
Os10g0561500	Bra015198	37.3402	38.3706
Os10g0561500	Bra019185	42.0716	40.7178
Os10g0561500	Bra022543	39.7698	39.3173
Os10g0561500	Bra029317	40.2813	36.8421
Os10g0561500	Bra029318	39.0026	38.5101
Os10g0561500	Bra035920	38.3632	37.9267
Os10g0561800	Bra040094	40.836	44.5614
Os10g0561900	Bra005315	38.9503	45.6311
Os10g0561900	Bra017303	41.9889	45.509
Os10g0561900	Bra023024	37.0166	44.8161
Os10g0562000	Bra003409	22.4033	13.3983
Os10g0562000	Bra014492	23.2179	19.0955
Os10g0562000	Bra021080	22.8106	26.0465
Os10g0562000	Bra040095	22.8106	23.0453
Os10g0562200	Bra012690	38.8699	44.5098
Os10g0562200	Bra040099	39.2123	44.7266
Os10g0562500	Bra004872	65.493	39.8003
Os10g0562500	Bra037631	64.3193	42.284
Os10g0562600	Bra027783	27.7567	27.4436
Os10g0562700	Bra000365	51.8905	49.6259
Os10g0562700	Bra007523	52.6728	55.8783
Os10g0562700	Bra014497	52.2816	52.6247
Os10g0563000	Bra003408	59.5541	34.3119
Os10g0563200	Bra007527	52.437	36.3213
Os10g0563200	Bra014495	71.0924	73.3102
Os10g0563200	Bra040336	73.9496	48.6726
Os10g0563300	Bra009249	72.9787	74.8908
Os10g0563400	Bra040163	37.5839	38.0952
Os10g0563500	Bra040102	25.7822	23.1721
Os10g0563550	Bra040102	32.7731	4.38695
Os10g0563600	Bra005936	47.1483	47.1483
Os10g0563600	Bra005937	48.289	69.0217
Os10g0563600	Bra005938	48.6692	69.5652
Os10g0563600	Bra005939	48.289	68.6487
Os10g0563600	Bra005940	47.9087	68.4783
Os10g0563600	Bra009260	52.8517	68.8119
Os10g0563600	Bra009261	47.1483	60.7843
Os10g0563600	Bra012934	33.8403	68.4615
Os10g0563600	Bra016336	15.2091	52.6316
Os10g0563600	Bra040258	12.1673	59.2593
Os10g0563900	Bra000361	49.0566	52.2613
Os10g0563900	Bra004863	46.2264	44.1441
Os10g0563900	Bra009262	47.6415	46.7593
Os10g0563900	Bra012933	28.3019	53.0973
Os10g0563900	Bra037638	50.9434	53.7313
Os10g0564000	Bra013940	36.6812	39.5294
Os10g0564000	Bra019133	37.5546	43.2161
Os10g0564100	Bra002273	59.4059	60.6061
Os10g0564100	Bra020074	58.4158	61.7801
Os10g0564200	Bra000360	29.1667	27.5281
Os10g0564200	Bra004859	27.6786	30.7947
Os10g0564200	Bra040110	26.1905	21.3075
Os10g0564300	Bra001857	80.8824	81.4815
Os10g0564300	Bra023843	80.1471	80.7407
Os10g0564300	Bra031339	80.8824	81.4815
Os10g0564300	Bra036919	64.7059	80.7339
Os10g0564300	Bra037080	80.1471	80.7407
Os10g0564300	Bra039703	79.4118	80
Os10g0564500	Bra011815	66.4671	63.9769
Os10g0564800	Bra012655	80.2817	80.2817
Os10g0564800	Bra017504	77.9343	77.9343
Os10g0564800	Bra022104	78.4038	78.4038
Os10g0564800	Bra040169	77.9343	77.9343
Os10g0564900	Bra000359	68.4588	69.4545
Os10g0564900	Bra003407	67.3835	70.412
Os10g0564900	Bra004856	63.7993	67.9389
Os10g0564900	Bra007520	66.6667	70.7224
Os10g0564900	Bra012652	53.405	45.7055
Os10g0564900	Bra022101	69.1756	69.6751
Os10g0564900	Bra025463	54.1219	53.9286
Os10g0564900	Bra025515	52.3298	54.2751
Os10g0564900	Bra040171	67.7419	67.2598
Os10g0565000	Bra021069	52.0343	54.1203
Os10g0565000	Bra040112	37.4732	74.7863
Os10g0565100	Bra032430	58.4245	44.2053
Os10g0565200	Bra001937	40.2299	12.4113
Os10g0565200	Bra015025	40.8046	12.4561
Os10g0565300	Bra021067	57.7342	12.6311
Os10g0565500	Bra012650	27.0655	27.2206
Os10g0565500	Bra017511	30.7692	35.7616
Os10g0565500	Bra022093	19.3732	30.9091
Os10g0565500	Bra024967	26.7806	38.0567
Os10g0565600	Bra030874	50.5924	48.4127
Os10g0566050	Bra024250	39.3617	3.20902
Os10g0566200	Bra004329	61.8644	16.5533
Os10g0566400	Bra003404	22.9111	25.2976
Os10g0566400	Bra007515	21.2938	25.4019
Os10g0566400	Bra030987	14.8248	31.4286
Os10g0566700	Bra004853	49.2857	49.6403
Os10g0566700	Bra037640	49.2857	49.6403
Os10g0566800	Bra020191	38.8235	39.6396
Os10g0566900	Bra033700	41.2371	41.0256
Os10g0567000	Bra004640	36.9478	42.1053
Os10g0567000	Bra016920	37.9518	44.4706
Os10g0567100	Bra036948	67.7122	68.7266
Os10g0567300	Bra025426	33.7838	30.8642
Os10g0567400	Bra036948	72.0887	73.0337
Os10g0567500	Bra022075	4.36562	43.2432
Os10g0567500	Bra024979	61.8008	63.0042
Os10g0567600	Bra003403	22.2603	26.4228
Os10g0567600	Bra004849	27.7397	28.8256
Os10g0567600	Bra007514	27.7397	29.6703
Os10g0567600	Bra014506	24.6575	24.7423
Os10g0567600	Bra037642	21.5753	25.6098
Os10g0567800	Bra007513	79.1262	78.24
Os10g0567800	Bra014507	79.288	78.2748
Os10g0567800	Bra037643	74.4337	74.4337
Os10g0569000	Bra022493	40.3361	19.1235
Os10g0569100	Bra005040	38.1818	24.4186
Os10g0569100	Bra017072	30.9091	23.7762
Os10g0569100	Bra017074	35.4545	22.807
Os10g0569200	Bra007832	71.9054	72.409
Os10g0569200	Bra009732	28.6509	40.6312
Os10g0569200	Bra032059	71.3491	71.8487
Os10g0569300	Bra013282	66.4463	64.8387
Os10g0569300	Bra017538	66.281	55.4633
Os10g0571100	Bra004843	47.1074	33.5294
Os10g0571100	Bra014509	47.1074	34.9693
Os10g0571200	Bra010164	67.8947	67.7758
Os10g0571300	Bra013274	74.4141	76.8145
Os10g0571300	Bra025014	75.3906	78.9366
Os10g0571600	Bra022236	23.4848	25.3061
Os10g0572000	Bra035288	48.1081	48.2385
Os10g0572100	Bra012627	57.656	57.0093
Os10g0572100	Bra022048	51.6068	50.5556
Os10g0572100	Bra025011	52.741	47.449
Os10g0572400	Bra018790	0	0
Os10g0572500	Bra018790	4.45063	5.22023
Os10g0572900	Bra013270	38.247	22.5352
Os10g0572900	Bra017536	38.6454	27.4788
Os10g0572900	Bra021027	45.0199	27.561
Os10g0572900	Bra025716	27.49	25.6506
Os10g0572900	Bra025717	31.4741	26.0726
Os10g0572900	Bra025718	31.4741	25.9868
Os10g0573000	Bra019040	59.607	59.7374
Os10g0573000	Bra026335	59.607	59.3478
Os10g0573100	Bra000088	70.0461	71.028
Os10g0573100	Bra017107	66.3594	67.9245
Os10g0573400	Bra012635	52.8302	58.6387
Os10g0573400	Bra013262	51.8868	57.5916
Os10g0573400	Bra017526	45.283	52.459
Os10g0573400	Bra021032	40.0943	54.1401
Os10g0573400	Bra024995	53.7736	54.2857
Os10g0573700	Bra017524	76.2658	80.3333
Os10g0573700	Bra022065	76.5823	81.2081
Os10g0573700	Bra024994	73.7342	77.6667
Os10g0573800	Bra017524	75.6757	74.6667
Os10g0573800	Bra022065	75.6757	75.1678
Os10g0573800	Bra024994	72.6351	71.6667
Os10g0573900	Bra004140	50.6692	51.2573
Os10g0573900	Bra040033	49.9044	51.277
Os10g0574400	Bra005343	30.6533	21.8638
Os10g0574400	Bra012630	26.6332	8.5622
Os10g0574400	Bra013268	26.1307	17.6871
Os10g0574400	Bra017320	30.1508	17.8571
Os10g0574400	Bra017535	24.1206	17.0819
Os10g0574400	Bra023261	14.5729	16.2921
Os10g0574400	Bra025008	27.1357	18.8153
Os10g0574400	Bra035483	23.1156	16.5468
Os10g0574700	Bra012632	48.4252	57.4766
Os10g0574700	Bra013266	49.6063	55.5066
Os10g0574700	Bra017531	48.0315	53.2751
Os10g0574700	Bra021029	49.2126	55.8036
Os10g0574700	Bra022055	46.8504	53.3632
Os10g0574700	Bra022058	44.8819	49.7817
Os10g0574700	Bra023280	51.1811	45.9364
Os10g0574700	Bra025003	45.6693	51.3274
Os10g0574700	Bra035494	50.3937	58.4475
Os10g0574800	Bra013265	60.1966	62.1827
Os10g0574800	Bra017330	53.0713	54.8223
Os10g0574800	Bra024999	53.0713	59.1781
Os10g0575000	Bra010178	43.0615	50.1667
Os10g0575000	Bra013263	21.03	54.2435
Os10g0575000	Bra013264	17.5966	41.4141
Os10g0575000	Bra017520	31.3305	43.9759
Os10g0575000	Bra017523	32.475	44.7732
Os10g0575000	Bra017527	20.0286	61.9469
Os10g0575000	Bra024992	16.166	41.6974
Os10g0575000	Bra024998	39.628	47.7586
Os10g0575200	Bra012041	73.9953	49.1173
Os10g0575600	Bra017519	46.2585	50
Os10g0575600	Bra021035	39.229	47.139
Os10g0575600	Bra024984	44.898	49.8113
Os10g0575700	Bra005337	48.9305	50.8333
Os10g0575800	Bra008401	43.9024	8.20669
Os10g0575950	Bra040769	40.404	40.404
Os10g0576000	Bra001706	65	36.7925
Os10g0576000	Bra007427	63.3333	35.8491
Os10g0576000	Bra022320	63.3333	35.8491
Os10g0576000	Bra037584	65	36.7925
Os10g0576600	Bra013269	37.4449	37.1179
Os10g0576600	Bra021028	37.0044	31.9392
Os10g0576900	Bra024073	37.6176	39.604
Os10g0576900	Bra032137	36.3636	38.2838
Os10g0577000	Bra004108	48.7805	50.1567
Os10g0577000	Bra022499	48.1707	49.5298
Os10g0577200	Bra005358	26.4368	23.3503
Os10g0577200	Bra017329	26.1494	26.6082
Os10g0577200	Bra022063	18.9655	28.6957
Os10g0577200	Bra023004	25.5747	20.3661
Os10g0577200	Bra024996	19.2529	29.386
Os10g0577400	Bra037180	32.5714	35.4037
Os10g0577400	Bra038889	23.4286	34.0249
Os10g0577500	Bra012559	45.8204	42.6513
Os10g0577500	Bra013367	46.4396	42.735
Os10g0577500	Bra035513	46.4396	43.8596
Os10g0577600	Bra017516	40.9091	45.2903
Os10g0577700	Bra017318	48.8	47.1649
Os10g0577800	Bra005336	24.8731	28.0534
Os10g0577800	Bra017317	25.3807	28.3019
Os10g0577800	Bra023252	23.5195	28.8382
Os10g0577800	Bra035511	26.5651	28.1362
Os10g0577900	Bra023248	16.1593	37.9121
Os10g0577900	Bra033846	59.9532	58.1818
Os10g0577900	Bra035512	58.548	55.0661
Os10g0578000	Bra006377	67.6349	40.1478
Os10g0578000	Bra008585	66.805	39.3643
Os10g0578200	Bra008583	75.6877	74.6282
Os10g0578200	Bra021377	78.0834	76.4553
Os10g0578200	Bra023588	76.8412	75.9649
Os10g0578200	Bra032022	77.9059	76.6143
Os10g0578500	Bra026024	26.149	28.2534
Os10g0578600	Bra010810	46.9849	50.134
Os10g0578600	Bra032336	46.7337	49.866
Os10g0578800	Bra023236	62.8821	56.0311
Os10g0578800	Bra033859	63.3188	56.5302
Os10g0578950	Bra013369	52.1505	50.7853
Os10g0579100	Bra033858	64.5679	64.9689
Os10g0579200	Bra001072	45.6175	61.0667
Os10g0579200	Bra021374	63.745	63.6183
Os10g0579200	Bra023592	66.9323	62.5698
Os10g0579200	Bra032018	64.1434	63.8889
Os10g0579300	Bra021373	71.875	72.327
Os10g0579300	Bra032017	70	70.4403
Os10g0579500	Bra021983	63.8298	37.037
Os10g0579500	Bra025070	63.8298	36.8098
Os10g0580300	Bra037748	72	73.0769
Os10g0580400	Bra021967	61.3037	76.2069
Os10g0580400	Bra021968	6.65742	42.8571
Os10g0580400	Bra027607	73.509	75.2841
Os10g0580500	Bra028059	23.1111	22.7074
Os10g0580500	Bra036754	24.4444	19.2308
Os10g0580700	Bra013376	46.0377	48.6056
Os10g0580800	Bra025079	62.4573	63.5417
Os10g0580900	Bra013856	54.5455	50.9284
Os10g0580900	Bra017603	46.875	47.6879
Os10g0580900	Bra019195	6.53409	23.4694
Os10g0580900	Bra019196	55.6818	48.0392
Os10g0580900	Bra021971	47.7273	48.5549
Os11g0100300	Bra011926	25.6805	27.0911
Os11g0100300	Bra029769	21.7751	24.3386
Os11g0100300	Bra035671	24.8521	26.4817
Os11g0100600	Bra000132	49.0964	53.268
Os11g0100600	Bra007148	45.7831	52.4138
Os11g0100600	Bra017076	50.6024	52.9968
Os11g0100600	Bra017077	49.6988	53.0547
Os11g0102100	Bra000484	34.6154	35.8407
Os11g0102100	Bra035688	35.8974	35.8974
Os11g0102200	Bra019474	63.8436	61.0592
Os11g0102500	Bra033833	66.6667	5.37634
Os11g0102600	Bra003203	64.0927	64.5914
Os11g0102600	Bra007125	60.2317	62.1514
Os11g0102700	Bra002505	37.5	40.5405
Os11g0102700	Bra006676	40	42.6667
Os11g0102900	Bra005220	58.3333	56.8565
Os11g0102900	Bra023094	60.1732	59.5927
Os11g0103000	Bra029781	41.4365	63.3803
Os11g0103100	Bra002508	19.7297	5.38745
Os11g0103400	Bra000504	6.51629	9.5941
Os11g0103400	Bra002501	21.5539	12.8358
Os11g0103400	Bra002502	22.0551	11.3256
Os11g0103400	Bra002506	12.0301	11.6223
Os11g0103400	Bra006671	23.0576	14.3079
Os11g0103400	Bra007078	14.5363	14.7208
Os11g0103400	Bra007801	17.0426	14.1079
Os11g0103400	Bra011996	17.2932	16.9951
Os11g0103400	Bra015067	6.76692	11.3924
Os11g0103400	Bra018584	8.02005	12.6482
Os11g0103400	Bra020455	10.7769	16.0448
Os11g0103400	Bra020457	11.0276	15.7706
Os11g0103400	Bra026648	7.26817	11.6466
Os11g0103400	Bra034292	13.7845	15.625
Os11g0103400	Bra037371	13.7845	10.3189
Os11g0103400	Bra037375	15.7895	11.1702
Os11g0103400	Bra038285	25.3133	18.7384
Os11g0103700	Bra017291	61.0448	47.1198
Os11g0103700	Bra023031	61.194	52.9716
Os11g0104050	Bra002478	58.8785	57.7982
Os11g0104050	Bra006659	63.5514	62.3853
Os11g0104300	Bra000169	26.4368	32.2894
Os11g0104300	Bra004983	26.3484	33.1479
Os11g0104300	Bra015561	28.9125	35.5435
Os11g0104300	Bra018351	29.0009	34.9308
Os11g0104300	Bra031556	29.7082	35.3312
Os11g0104400	Bra018348	64.3229	64.4909
Os11g0104400	Bra021599	64.0625	65.252
Os11g0104400	Bra022767	63.5417	63.7076
Os11g0104800	Bra000171	42.8571	48.9209
Os11g0104800	Bra000172	36.9748	42.615
Os11g0104800	Bra003225	46.0084	45.8159
Os11g0104800	Bra007206	45.7983	45.7983
Os11g0104866	Bra001286	85.4671	33.2884
Os11g0104866	Bra001391	85.8131	34.1598
Os11g0104866	Bra029698	75.4325	29.4794
Os11g0104866	Bra034166	86.6782	34.5994
Os11g0104866	Bra034864	87.0242	33.8038
Os11g0104900	Bra001286	86.6953	40.8356
Os11g0104900	Bra001391	86.9814	41.8733
Os11g0104900	Bra029698	81.8312	38.6748
Os11g0104900	Bra034166	87.4106	42.1961
Os11g0104900	Bra034864	87.4106	41.0618
Os11g0105400	Bra010982	60.515	61.5721
Os11g0105400	Bra012490	60.515	61.5721
Os11g0105400	Bra024770	60.0858	61.1354
Os11g0105750	Bra025156	65.2688	62.129
Os11g0106100	Bra000180	34.2723	18.7661
Os11g0106100	Bra004973	31.9249	16.7076
Os11g0106200	Bra001389	41.1538	41.9608
Os11g0106200	Bra009118	42.3077	41.7457
Os11g0106200	Bra034868	39.0385	40.4382
Os11g0106700	Bra003226	39.3443	29.5082
Os11g0106700	Bra005677	38.7978	25.7246
Os11g0106700	Bra007215	39.8907	28.7402
Os11g0106700	Bra029891	40.4372	29.0196
Os11g0106800	Bra015549	36.1345	34.127
Os11g0106900	Bra018335	57.6923	47.619
Os11g0106900	Bra021612	58.3333	47.8947
Os11g0106900	Bra022780	57.6923	47.8723
Os11g0107000	Bra000053	38.5686	47.6658
Os11g0107000	Bra017124	38.3698	46.7312
Os11g0107400	Bra012543	48.9726	50.0876
Os11g0107400	Bra013398	49.4863	50.613
Os11g0107400	Bra020961	48.8014	50.7117
Os11g0107400	Bra021958	48.4589	49.6491
Os11g0107400	Bra023189	47.2603	47.5862
Os11g0107400	Bra025086	48.8014	49.8252
Os11g0107400	Bra039106	44.0069	46.223
Os11g0107450	Bra007681	67.6471	46.9388
Os11g0107500	Bra012845	42.1488	45.5357
Os11g0107500	Bra036784	44.6281	48.2143
Os11g0107600	Bra000056	53.6364	53.1532
Os11g0107600	Bra003228	53.6364	55.9242
Os11g0107600	Bra004965	55.9091	57.7465
Os11g0107600	Bra005112	38.6364	50.5952
Os11g0107600	Bra005924	49.5455	50
Os11g0107600	Bra007216	53.6364	58.1281
Os11g0107600	Bra007796	20	51.1628
Os11g0107600	Bra009110	52.2727	53.4884
Os11g0107600	Bra017009	26.8182	57.2816
Os11g0107600	Bra017037	20.4545	52.3256
Os11g0107700	Bra003227	48.1178	39.2
Os11g0107700	Bra014708	50.5728	39.263
Os11g0107700	Bra035747	1.473	7.03125
Os11g0107700	Bra038911	50.2455	38.1366
Os11g0108800	Bra002163	57.8125	60.9053
Os11g0108800	Bra006463	57.2266	59.9182
Os11g0108800	Bra020024	55.0781	61.5721
Os11g0108800	Bra021245	52.9297	57.7825
Os11g0108800	Bra022214	51.9531	59.1111
Os11g0108800	Bra023679	55.6641	59.7484
Os11g0108800	Bra027925	52.7344	68.1818
Os11g0108800	Bra031665	20.1172	58.1921
Os11g0108932	Bra005669	45.1923	21.1078
Os11g0109000	Bra009643	43.0952	50.1385
Os11g0109200	Bra004388	62.2754	12.7764
Os11g0109200	Bra008749	64.6707	17.9701
Os11g0109200	Bra023479	50.8982	25.5255
Os11g0109200	Bra023480	56.2874	21.1236
Os11g0109400	Bra002439	25.0936	25.125
Os11g0109400	Bra002648	27.965	26.6667
Os11g0109400	Bra005671	26.0924	27.249
Os11g0109400	Bra006640	25.3433	25.3433
Os11g0109400	Bra006764	28.0899	26.3466
Os11g0109400	Bra018650	25.9675	25.5215
Os11g0109400	Bra018651	22.3471	22.4874
Os11g0109400	Bra019420	26.4669	27.1795
Os11g0109400	Bra019463	21.3483	25.0366
Os11g0109400	Bra020225	29.7129	29.2383
Os11g0109400	Bra020367	26.8414	23.3442
Os11g0109400	Bra021622	28.4644	27.4699
Os11g0109400	Bra022785	28.4644	28.3582
Os11g0109400	Bra030667	31.0861	30
Os11g0109400	Bra031613	23.7204	23.9295
Os11g0109400	Bra031614	24.8439	12.4142
Os11g0109400	Bra034393	27.3408	26.0404
Os11g0109400	Bra035668	25.8427	25.0909
Os11g0109400	Bra037610	29.3383	28.7638
Os11g0109600	Bra029722	48.6822	45.9064
Os11g0109900	Bra019999	27.6956	47.8102
Os11g0109900	Bra030793	27.2727	46.4029
Os11g0109933	Bra001342	65.353	58.6156
Os11g0109933	Bra029726	64.8604	58.6924
Os11g0110000	Bra004880	44.2105	53.1646
Os11g0110000	Bra040331	57.6842	56.7288
Os11g0110066	Bra018323	40.7407	35.1064
Os11g0110100	Bra016414	40.4082	50.2538
Os11g0110100	Bra017932	66.5306	48.8024
Os11g0111900	Bra000185	20.7273	27.5362
Os11g0111900	Bra000186	18.9091	24.8804
Os11g0111900	Bra003233	25.8182	13.8402
Os11g0111900	Bra004569	21.8182	29.8507
Os11g0111900	Bra004570	19.2727	25
Os11g0111900	Bra007229	40	38.8693
Os11g0111900	Bra017002	20.3636	19.788
Os11g0111900	Bra021691	21.4545	29.3532
Os11g0111900	Bra021693	20.3636	14.1414
Os11g0111900	Bra033246	28	36.8421
Os11g0111900	Bra037082	12.7273	22.1519
Os11g0111900	Bra037339	22.5455	30.5419
Os11g0112300	Bra022792	55.4688	47.0199
Os11g0112400	Bra006769	58.0247	51.5069
Os11g0112400	Bra020370	60.4938	62.0253
Os11g0112800	Bra006870	21.7687	14.9533
Os11g0112800	Bra012840	23.1293	15.814
Os11g0112900	Bra009103	53.5433	13.7652
Os11g0113100	Bra029881	63.0996	59.7902
Os11g0113200	Bra036785	29.4045	30.7393
Os11g0113200	Bra036786	39.206	40.9857
Os11g0113300	Bra002655	47.191	48.2759
Os11g0113300	Bra006770	52.809	54.6512
Os11g0113700	Bra002654	59.447	55.8442
Os11g0113700	Bra009293	58.2949	54.4086
Os11g0113700	Bra009294	54.8387	54.0909
Os11g0113700	Bra020371	56.682	55.5305
Os11g0113700	Bra028709	55.0691	54.4419
Os11g0114150	Bra018318	27.4882	28.0872
Os11g0114600	Bra002658	42.7653	47.4153
Os11g0114600	Bra006771	41.3183	48.5822
Os11g0114600	Bra020372	40.0322	44.4643
Os11g0114600	Bra029915	6.43087	54.0541
Os11g0114600	Bra036787	41.3183	37.0851
Os11g0114700	Bra004576	26.2172	42
Os11g0114700	Bra007236	25.8427	35.3242
Os11g0114700	Bra012846	29.8377	39.5695
Os11g0114700	Bra014698	24.9688	37.3134
Os11g0114700	Bra016988	22.4719	39.823
Os11g0114700	Bra038910	36.2047	36.478
Os11g0115800	Bra016053	34.7222	3.30688
Os11g0115800	Bra016525	40.2778	4.13695
Os11g0115800	Bra025710	40.2778	3.83091
Os11g0115800	Bra031064	41.6667	5.22648
Os11g0116300	Bra009101	59.9057	61.9512
Os11g0116400	Bra009644	62.8821	49.1468
Os11g0116400	Bra029714	48.9083	47.6596
Os11g0116500	Bra002581	60.6061	50.4414
Os11g0116500	Bra006282	14.3939	41.1255
Os11g0116500	Bra018196	62.2727	34.2215
Os11g0116500	Bra018197	63.3333	50.7898
Os11g0116500	Bra033806	62.8788	51.1084
Os11g0116550	Bra005096	69.6486	70.3226
Os11g0116550	Bra006952	73.3227	71.831
Os11g0116550	Bra009645	15.1757	53.3708
Os11g0116550	Bra028535	73.9617	74.08
Os11g0116550	Bra028917	61.6613	69.9275
