Gene stable ID	Oryza punctata gene stable ID	%id. target Oryza punctata gene identical to query gene	%id. query gene identical to target Oryza punctata gene
Os08g0446800	OPUNC08G14450	93.8889	96.0227
Os08g0447000	OPUNC08G14470	97.2625	97.4194
Os08g0447200	OPUNC08G14480	58.0938	95.2854
Os08g0447300	OPUNC08G14500	47.981	87.4459
Os08g0447500	OPUNC08G14510	90.7855	70.2924
Os08g0447900	OPUNC08G14520	97.4138	84.486
Os08g0448000	OPUNC08G14530	96.6605	96.6605
Os08g0448100	OPUNC08G14540	90.8537	89.2216
Os08g0450100	OPUNC08G14610	95.1526	96.1888
Os08g0450200	OPUNC08G14620	94.5783	95.1515
Os08g0450700	OPUNC08G14630	97.6821	32.2757
Os08g0450800	OPUNC08G14630	98.4088	43.9825
Os08g0450900	OPUNC08G14640	88	89.3401
Os08g0451000	OPUNC08G14650	96.7784	87.7336
Os08g0451200	OPUNC08G14660	78.0105	82.3204
Os08g0451400	OPUNC08G14680	87.9106	62.6992
Os08g0451500	OPUNC08G14700	66.2651	13.1108
Os08g0451700	OPUNC08G14700	84.2672	46.6031
Os08g0451800	OPUNC08G14710	62.5397	43.8753
Os08g0452100	OPUNC08G14720	82.9021	92.7044
Os08g0452500	OPUNC08G14740	90.2256	91.6031
Os08g0453700	OPUNC08G14810	77.7895	74.6465
Os08g0453800	OPUNC08G14820	84.375	78.7172
Os08g0454000	OPUNC08G14840	87.2428	87.6033
Os08g0454500	OPUNC08G14850	73.7705	47.1204
Os08g0455600	OPUNC08G14880	92.8339	93.4426
Os08g0455800	OPUNC08G14910	91.2371	88.9447
Os08g0455900	OPUNC08G14920	72.1591	79.8742
Os08g0456200	OPUNC08G14930	58.4615	71.1944
Os08g0456600	OPUNC08G14950	60.2941	42.1233
Os08g0457000	OPUNC08G14960	92.3611	93.007
Os08g0457100	OPUNC08G14970	36.1538	35.0746
Os08g0457300	OPUNC08G14980	69.281	75.1773
Os08g0457400	OPUNC08G14990	95.6067	95.8071
Os08g0457600	OPUNC08G15000	98.3287	97.7839
Os08g0458200	OPUNC08G15010	89.2241	86.9748
Os08g0458600	OPUNC08G15030	78.013	78.6535
Os08g0458600	OPUNC08G15040	60.2606	70.4762
Os08g0459100	OPUNC08G15050	78.3574	91.0968
Os08g0459300	OPUNC08G15060	93.8053	93.8053
Os08g0459600	OPUNC08G15100	97.7157	97.7157
Os08g0459700	OPUNC08G15110	83.5616	82.4324
Os08g0460000	OPUNC08G15120	99.5305	100
Os08g0460900	OPUNC08G15160	55	32.5352
Os08g0461300	OPUNC08G15160	68.75	41.831
Os08g0461400	OPUNC08G15170	16.1359	42.2222
Os08g0461700	OPUNC08G15180	88.8298	71.6738
Os08g0461800	OPUNC08G15190	85.6818	36.531
Os08g0462000	OPUNC02G25490	54.2169	35.7143
Os08g0462700	OPUNC08G15210	91.6877	90.7731
Os08g0462800	OPUNC08G15220	92.6984	92.4051
Os08g0462900	OPUNC08G15230	94.8052	96.0526
Os08g0463500	OPUNC08G15270	92.6667	93.2886
Os08g0464000	OPUNC08G15300	96.0674	96.0674
Os08g0464400	OPUNC08G15310	90.5213	63.8796
Os08g0465700	OPUNC08G15340	56.8	91.6129
Os08g0465800	OPUNC08G15350	85.9155	87.3211
Os08g0467100	OPUNC08G15410	94.3715	94.0187
Os08g0467300	OPUNC08G15420	93.9394	93.7028
Os08g0467400	OPUNC08G15430	81.9277	81.2749
Os08g0467500	OPUNC08G15440	84.9557	66.6667
Os08g0467600	OPUNC08G15450	81.203	96.6443
Os08g0468100	OPUNC08G15460	76.6376	97.2299
Os08g0468400	OPUNC08G15470	95.7371	91.9795
Os08g0468700	OPUNC08G15460	75.4367	95.7064
Os08g0469000	OPUNC08G15500	2.90179	2.83843
Os08g0469100	OPUNC08G15500	91.689	74.6725
Os08g0469400	OPUNC08G15510	73.7226	53.7234
Os08g0469500	OPUNC08G15520	94.4162	87.5294
Os08g0469700	OPUNC08G15530	93.19	63.1068
Os08g0470200	OPUNC08G15540	96.7273	83.3856
Os08g0470700	OPUNC08G15550	79.4872	82.5095
Os08g0471000	OPUNC08G15560	88.4211	90.3226
Os08g0471800	OPUNC08G15630	84.0532	85.9083
Os08g0471800	OPUNC08G15650	84.0532	85.9083
Os08g0471900	OPUNC08G15640	85.2295	94.2605
Os08g0471900	OPUNC08G15660	93.4132	96.2963
Os08g0472000	OPUNC08G15700	88.3648	79.6034
Os08g0472400	OPUNC08G15710	60.0962	94.697
Os08g0472600	OPUNC08G15720	87.7193	89.1089
Os08g0472800	OPUNC08G15740	88.4314	96.162
Os08g0473600	OPUNC08G15750	98.3982	48.6976
Os08g0474000	OPUNC08G15760	73.516	59.6296
Os08g0474100	OPUNC08G15770	50.9346	69.8718
Os08g0474400	OPUNC08G15780	67.0956	77.4947
Os08g0474500	OPUNC08G15790	71.6599	78.6667
Os08g0474600	OPUNC08G15800	95.4023	95.4023
Os08g0474700	OPUNC08G15810	98.9515	94.2572
Os08g0475100	OPUNC08G15840	85.5856	95.6376
Os08g0475400	OPUNC08G15860	96.3303	94.8795
Os08g0475500	OPUNC08G15870	93.3962	90
Os08g0476000	OPUNC08G15880	88.1503	49.9182
Os08g0476300	OPUNC08G15890	14.3969	15.7447
Os08g0476400	OPUNC08G15900	84.3003	65.6915
Os08g0476600	OPUNC08G15910	92.9134	94.0239
Os08g0476900	OPUNC08G15920	94.186	94.186
Os08g0477100	OPUNC08G15960	92.8074	93.8967
Os08g0477500	OPUNC08G15980	85.1301	54.9161
Os08g0477600	OPUNC08G15990	79.4776	92.6087
Os08g0477800	OPUNC08G16010	88.1517	67.148
Os08g0477900	OPUNC08G16020	91.0314	93.1193
Os08g0478100	OPUNC08G16030	90.3475	57.7778
Os08g0478200	OPUNC08G16040	100	100
Os08g0478466	OPUNC08G16080	78.3951	82.2006
Os08g0478500	OPUNC08G16100	93.9673	93.0162
Os08g0478800	OPUNC08G16130	95.1219	92.5633
Os08g0479300	OPUNC08G16140	84.5953	88.7671
Os08g0479400	OPUNC08G16150	96.8966	98.2517
Os08g0480000	OPUNC08G16170	95.91	92.1415
Os08g0480100	OPUNC08G16180	95.3526	94.5946
Os08g0480200	OPUNC08G16190	84.273	79.7753
Os08g0480400	OPUNC08G16200	96.9925	96.6292
Os08g0480500	OPUNC01G01840	95.2703	77.0492
Os08g0480800	OPUNC08G16210	98.1061	98.4791
Os08g0481000	OPUNC08G16230	95.9147	91.3706
Os08g0481100	OPUNC08G16220	88.7097	79.8755
Os08g0481200	OPUNC08G16240	97.5078	97.6599
Os08g0481400	OPUNC08G16250	94.7955	95.5056
Os08g0481800	OPUNC08G16260	99.1632	43.1694
Os08g0481950	OPUNC08G16280	85.348	85.348
Os08g0482100	OPUNC08G16290	95.8382	89.7186
Os08g0482600	OPUNC08G16330	87.7907	88.8235
Os08g0482700	OPUNC08G16350	83.4254	84.8315
Os08g0483100	OPUNC08G16360	82.3256	84.689
Os08g0483200	OPUNC08G16370	95.1673	91.1032
Os08g0483600	OPUNC08G16390	75.9162	72.5
Os08g0483900	OPUNC08G16410	92.562	93.0748
Os08g0484200	OPUNC08G16430	80.6295	89.2761
Os08g0484400	OPUNC08G16450	90.1478	92.6582
Os08g0484500	OPUNC08G16460	98.4158	97.8346
Os08g0484600	OPUNC03G12930	95.2849	93.4489
Os08g0484600	OPUNC08G16490	93.5167	97.541
Os08g0484700	OPUNC08G16500	51.1111	66.2551
Os08g0484800	OPUNC08G16520	70.3812	84.8057
Os08g0485000	OPUNC08G16530	68	30.5389
Os08g0485000	OPUNC08G16540	68	30.5389
Os08g0485400	OPUNC08G16550	91.4286	75.5162
Os08g0485500	OPUNC08G16560	66.3793	59.2308
Os08g0485600	OPUNC08G16580	80.3571	66.0271
Os08g0485700	OPUNC08G16580	90.5085	90.4063
Os08g0485800	OPUNC08G16590	60.5839	89.2473
Os08g0485900	OPUNC08G16600	84.5679	87.2611
Os08g0486100	OPUNC08G16610	92	19.9783
Os08g0486200	OPUNC08G16620	91.0035	87.9599
Os08g0486700	OPUNC08G16650	96.3415	95.7576
Os08g0487000	OPUNC08G16660	87.8981	76.6667
Os08g0487100	OPUNC08G16670	86.5217	83.9662
Os08g0487500	OPUNC08G16690	94.0959	93.75
Os08g0487700	OPUNC08G16700	84.5481	79.8898
Os08g0487800	OPUNC08G16710	97.4522	96.5909
Os08g0487900	OPUNC08G16720	95.8937	95.8937
Os08g0488700	OPUNC08G16740	33.2203	27.6056
Os08g0489100	OPUNC08G16760	88.5529	37.3066
Os08g0489300	OPUNC08G16800	99.115	85.9335
Os08g0489800	OPUNC08G16810	90.5213	90.6646
Os08g0490000	OPUNC08G16820	89.5669	89.5669
Os08g0490100	OPUNC08G16830	91.3043	94.382
Os08g0490300	OPUNC08G16840	95.6882	95.0577
Os08g0490400	OPUNC08G16850	87.4372	87.4372
Os08g0490400	OPUNC08G16870	87.4372	87.4372
Os08g0490600	OPUNC08G16880	94.4751	64.5283
Os08g0490700	OPUNC08G16890	30.7143	80.625
Os08g0490800	OPUNC05G16890	87.5	15.3605
Os08g0490900	OPUNC08G16900	70.283	97.3856
Os08g0490900	OPUNC08G16910	70.283	97.3856
Os08g0491000	OPUNC08G16920	18.0247	34.434
Os08g0491100	OPUNC08G16930	35.1351	4.33695
Os08g0491200	OPUNC08G16940	98.3165	98.3165
Os08g0491400	OPUNC02G07930	82.3394	82.5287
Os08g0491700	OPUNC08G16750	11.5702	30.9735
Os08g0492000	OPUNC08G16970	97.3404	97.2112
Os08g0492100	OPUNC08G16980	41.5138	49.4536
Os08g0492400	OPUNC08G16990	98.1152	87.4067
Os08g0492500	OPUNC08G17000	92.8144	94.5122
Os08g0493100	OPUNC08G17040	77.5056	84.058
Os08g0493800	OPUNC08G17080	95.7627	82.1072
Os08g0493900	OPUNC08G17090	93.404	96.2379
Os08g0494000	OPUNC08G17100	74.1379	93.4783
Os08g0494100	OPUNC08G17110	96.7359	73.5892
Os08g0494300	OPUNC08G17120	96.4646	96.4646
Os08g0494350	OPUNC08G17130	93.924	63.8554
Os08g0494375	OPUNC07G21640	72.093	46.9697
Os08g0494375	OPUNC07G21720	72.093	46.9697
Os08g0495500	OPUNC08G17210	98.4848	90.0277
Os08g0495800	OPUNC08G17220	93.4927	96.9697
Os08g0496000	OPUNC08G17230	96.473	96.473
Os08g0496200	OPUNC08G17240	95.539	74.4928
Os08g0496400	OPUNC08G17290	38.9356	29.4492
Os08g0496500	OPUNC08G17280	97.0732	100
Os08g0496600	OPUNC08G17290	93.0328	48.0932
Os08g0496700	OPUNC03G14680	41.0169	81.2081
Os08g0496800	OPUNC08G17300	85.9223	84.689
Os08g0496900	OPUNC08G17310	70.0454	90.0778
Os08g0497300	OPUNC08G17320	90.3974	92.5424
Os08g0497600	OPUNC08G17330	96.0648	94.533
Os08g0497900	OPUNC08G17340	65.368	68.6364
Os08g0498100	OPUNC08G17350	98.0159	30.798
Os08g0499000	OPUNC08G17360	75.8514	78.5256
Os08g0499100	OPUNC08G17370	98.2759	98.6762
Os08g0499200	OPUNC08G17380	97.7333	96.7018
Os08g0499300	OPUNC08G17390	91.8398	90.6296
Os08g0499400	OPUNC08G17400	73.5751	87.3846
Os08g0499532	OPUNC04G16680	65.2174	14.3312
Os08g0499532	OPUNC09G01600	81.1594	43.4109
Os08g0499700	OPUNC08G17410	18.7266	8.30565
Os08g0499800	OPUNC08G17420	95.2596	93.3628
Os08g0499900	OPUNC08G17440	93.5135	27.9483
Os08g0499900	OPUNC08G17460	93.5135	8.58135
Os08g0500000	OPUNC08G17450	98.7842	98.4848
Os08g0500000	OPUNC08G17480	98.7842	98.4848
Os08g0500200	OPUNC08G17470	59.0643	89.645
Os08g0500200	OPUNC08G17490	89.6686	92.7419
Os08g0500300	OPUNC08G17500	94.9153	95.8175
Os08g0500500	OPUNC08G17510	89.9642	89.8032
Os08g0500600	OPUNC08G17520	87.276	90.8582
Os08g0500800	OPUNC08G17540	90.284	94.5227
Os08g0501088	OPUNC12G10560	63.1579	36.3636
Os08g0501500	OPUNC08G17560	74.867	32.8089
Os08g0501700	OPUNC08G17710	32.9218	22.5352
Os08g0501700	OPUNC08G17890	40.3292	26.703
Os08g0502000	OPUNC08G17600	79.8928	66.7413
Os08g0502400	OPUNC08G17630	75.5474	87.3418
Os08g0502600	OPUNC08G17660	57.037	80.2083
Os08g0502700	OPUNC08G17670	88.0597	92.1875
Os08g0502800	OPUNC08G17680	86.4532	89.7698
Os08g0503200	OPUNC08G17760	93.3162	93.1964
Os08g0503700	OPUNC08G17770	90.5109	91.3444
Os08g0503800	OPUNC08G17780	89.3058	85.6115
Os08g0504000	OPUNC08G17810	89.9543	88.7387
Os08g0504400	OPUNC08G17820	83.3795	95.2532
Os08g0504500	OPUNC08G17830	90.9465	90.9465
Os08g0504600	OPUNC08G17840	91.2281	96.4451
Os08g0504700	OPUNC08G17850	86.4706	89.0909
Os08g0504800	OPUNC08G17860	91.4894	91.4894
Os08g0505001	OPUNC08G17970	84.8485	68.8525
Os08g0505200	OPUNC08G17960	91.1208	78.25
Os08g0505300	OPUNC08G17950	98.4848	53.2787
Os08g0505700	OPUNC08G17940	71.0526	72
Os08g0505900	OPUNC08G17980	94.4737	94.2257
Os08g0506000	OPUNC08G17990	89.2308	94.1558
Os08g0506400	OPUNC08G18000	96.347	97.0859
Os08g0506500	OPUNC08G18010	80.7377	86.4035
Os08g0506700	OPUNC08G18020	56.1404	94.9153
Os08g0507000	OPUNC08G18040	81.2287	55.8685
Os08g0507702	OPUNC08G18040	75.378	81.9249
Os08g0508100	OPUNC08G18050	97.0149	95.2769
Os08g0508500	OPUNC08G18060	63.5827	85.6764
Os08g0508600	OPUNC08G18070	94.4444	86.9767
Os08g0508700	OPUNC08G18080	92.7302	92.283
Os08g0508800	OPUNC08G18090	84.5238	92.426
Os08g0508800	OPUNC08G18100	83.4416	90.5993
Os08g0509100	OPUNC08G18090	83.1031	92.5444
Os08g0509100	OPUNC08G18100	85.7598	94.8296
Os08g0509200	OPUNC08G18110	97.7956	94.5736
Os08g0509500	OPUNC08G18130	83.4008	72.5352
Os08g0509600	OPUNC08G18140	92.0863	92.0863
Os08g0510101	OPUNC08G18150	76.4045	44.4444
Os08g0510300	OPUNC08G18160	95.8051	95.0336
Os08g0510400	OPUNC08G18170	90.8451	91.4894
Os08g0510500	OPUNC08G18180	77.9412	84.8
Os08g0510700	OPUNC08G18190	76.3636	77.3006
Os08g0510800	OPUNC08G18210	78.0423	78.4574
Os08g0510900	OPUNC08G18220	49.3703	92.891
Os08g0511000	OPUNC08G18230	90.2344	79.2453
Os08g0511200	OPUNC08G18240	89.6254	92.5595
Os08g0511400	OPUNC08G18270	83.237	86.2275
Os08g0511500	OPUNC03G38260	69.3069	16.2791
Os08g0511600	OPUNC08G18280	86.9919	87.7049
Os08g0511700	OPUNC08G18290	90.9408	90.3114
Os08g0511800	OPUNC08G18300	100	100
Os08g0511900	OPUNC08G18310	94.1896	69.2135
Os08g0512100	OPUNC08G18320	87.0588	90.6122
Os08g0512200	OPUNC08G18330	92.6316	96.7033
Os08g0512400	OPUNC08G18350	96.8927	89.5561
Os08g0512500	OPUNC08G11200	80.1653	86.6071
Os08g0512500	OPUNC08G18370	80.1653	86.6071
Os08g0512600	OPUNC08G18380	98.1595	97.561
Os08g0512700	OPUNC08G18400	94.4325	87.3267
Os08g0512900	OPUNC08G18410	96	66.2069
Os08g0513000	OPUNC08G18420	93.75	38.5514
Os08g0513100	OPUNC08G18430	85.9375	38.4615
Os08g0513300	OPUNC08G19140	94.6015	92
Os08g0513700	OPUNC08G18470	98.0287	48.0668
Os08g0514100	OPUNC08G18490	67.9167	41.4758
Os08g0514300	OPUNC02G09880	0.21978	1.05263
Os08g0514600	OPUNC08G18500	46.8354	34.0491
Os08g0515000	OPUNC08G18520	77.6504	81.6265
Os08g0515700	OPUNC08G18530	91.0781	91.9325
Os08g0515800	OPUNC08G18550	96.3964	96.3964
Os08g0515900	OPUNC08G18560	91.5254	82.5688
Os08g0516200	OPUNC08G18580	38.3212	57.6923
Os08g0516500	OPUNC08G18610	55.7692	39.1892
Os08g0516600	OPUNC08G18640	76.1905	80
Os08g0516900	OPUNC08G18650	70.1149	40.5765
Os08g0517100	OPUNC08G18660	68.4211	39.8773
Os08g0517200	OPUNC08G18670	82.7853	24.8548
Os08g0517500	OPUNC08G18680	95.9569	95.6989
Os08g0517600	OPUNC08G18690	96.2656	69.8795
Os08g0517700	OPUNC08G18700	90.5371	91.9481
Os08g0517900	OPUNC08G18720	93.4307	93.4307
Os08g0517900	OPUNC08G19150	93.4307	93.4307
Os08g0518100	OPUNC08G18730	77.0983	95.5424
Os08g0518100	OPUNC08G19160	95.9233	95.8084
Os08g0518200	OPUNC08G18740	87.5786	88.6943
Os08g0518200	OPUNC08G19170	87.5786	88.6943
Os08g0518300	OPUNC07G04770	31.5493	66.6667
Os08g0518350	OPUNC08G18750	83.0769	31.0345
Os08g0518350	OPUNC08G19180	83.0769	31.0345
Os08g0519400	OPUNC08G18760	87.1681	79.596
Os08g0519400	OPUNC08G19190	85.6195	80.1242
Os08g0519600	OPUNC08G18770	97.9866	98.2063
Os08g0519800	OPUNC08G18780	89.3638	52.2371
Os08g0519900	OPUNC08G18790	83.5878	31.1966
Os08g0520000	OPUNC08G18800	93.7662	95.756
Os08g0520100	OPUNC08G18810	92.8421	92.8421
Os08g0520200	OPUNC08G10960	16.7939	76.7442
Os08g0520200	OPUNC08G13540	26.4631	80.6202
Os08g0520200	OPUNC08G18820	59.542	94.3548
Os08g0520300	OPUNC08G18830	85.0112	93.5961
Os08g0520400	OPUNC08G18840	90.7725	90.9677
Os08g0520550	OPUNC08G18850	97.0173	56.0799
Os08g0520600	OPUNC08G18860	86.383	88.6463
Os08g0520850	OPUNC08G18880	42.1053	33.5664
Os08g0520900	OPUNC08G18890	94.8966	89.7001
Os08g0521000	OPUNC08G18900	95.2	94.0711
Os08g0521200	OPUNC08G18910	80.8926	87.218
Os08g0521400	OPUNC08G18930	93.6599	80.2469
Os08g0521600	OPUNC08G18940	85.1852	84.2932
Os08g0521800	OPUNC08G18950	65.7692	62.4088
Os08g0522400	OPUNC08G18960	95.1219	90.1734
Os08g0522500	OPUNC08G18970	94.3038	95.8199
Os08g0522600	OPUNC08G18980	93.6548	97.619
Os08g0522700	OPUNC08G18990	77.7126	78.4024
Os08g0523600	OPUNC08G21880	65.625	4.98024
Os08g0523700	OPUNC08G19010	61.8421	55.6213
Os08g0524000	OPUNC08G19020	99.2188	99.2188
Os08g0524100	OPUNC08G19030	88.4372	86.5606
Os08g0524200	OPUNC08G19040	92.8205	92.5831
Os08g0524400	OPUNC08G19050	90.8745	91.5709
Os08g0524600	OPUNC08G19060	100	31.5789
Os08g0524800	OPUNC08G19080	91.1111	92.02
Os08g0524800	OPUNC08G19200	67.4074	96.8085
Os08g0525000	OPUNC08G19100	84.7222	89.2683
Os08g0525500	OPUNC08G19230	98.4211	40.3017
Os08g0525600	OPUNC08G19240	97.2414	96.741
Os08g0525700	OPUNC08G19250	74.4142	79.005
Os08g0525800	OPUNC08G19260	84.5494	86.5934
Os08g0525900	OPUNC08G19270	58.6957	4.62329
Os08g0526100	OPUNC08G19280	97.0711	96.6667
Os08g0526300	OPUNC08G09410	85.4103	87.5389
Os08g0526350	OPUNC08G19290	49.2462	57.3099
Os08g0526400	OPUNC08G19300	61.5079	61.5079
Os08g0526500	OPUNC08G19310	73.8397	85.3659
Os08g0526700	OPUNC08G19330	46.6667	23.2143
Os08g0527100	OPUNC08G19360	82.7946	41.5489
Os08g0527400	OPUNC08G19370	56.8889	17.3207
Os08g0527800	OPUNC08G19400	77.2414	6.97819
Os08g0528200	OPUNC08G19410	92.0188	85.9649
Os08g0528500	OPUNC08G19430	91.1348	89.2361
Os08g0528601	OPUNC08G19440	76	81.4286
Os08g0528800	OPUNC08G19460	96.6543	96.8343
Os08g0528900	OPUNC08G19470	94.7522	94.2029
Os08g0529000	OPUNC08G19480	90.2703	90.027
Os08g0529100	OPUNC08G19490	98.1735	98.1735
Os08g0529200	OPUNC08G19500	65.7895	85.1393
Os08g0529300	OPUNC08G19520	85.9838	82.2165
Os08g0529400	OPUNC08G19530	87.3385	90.6166
Os08g0529800	OPUNC08G19540	92.2374	93.3025
Os08g0530000	OPUNC08G19550	96.5377	96.9325
Os08g0530066	OPUNC08G19560	91.2088	45.6044
Os08g0530100	OPUNC08G19560	92.8571	32.1429
Os08g0530200	OPUNC08G19570	98.8304	71.0084
Os08g0530300	OPUNC08G19580	90.9241	91.9866
Os08g0530400	OPUNC08G19590	99.2443	98.2544
Os08g0530500	OPUNC08G19600	94.2029	96.0591
Os08g0531000	OPUNC08G19610	95.3451	94.4356
Os08g0531100	OPUNC08G19620	85.2459	65.3061
Os08g0531200	OPUNC08G19630	93.0493	96.2877
Os08g0531300	OPUNC08G19640	81.4697	81.4697
Os08g0531600	OPUNC08G19660	78.9011	93.2467
Os08g0531700	OPUNC08G19670	95.9839	83.8596
Os08g0531900	OPUNC08G18260	34.9727	71.1111
Os08g0532200	OPUNC08G19680	97.0711	98.0973
Os08g0532300	OPUNC08G19690	99.1803	88.9706
Os08g0532400	OPUNC08G19700	97.1429	97.1429
Os08g0532500	OPUNC08G19710	93.1937	93.8489
Os08g0532800	OPUNC08G19740	91.6201	88.6487
Os08g0532900	OPUNC08G19750	98.1132	98.1132
Os08g0533300	OPUNC08G19760	81.4103	92.4757
Os08g0533600	OPUNC08G19770	97.1922	91.4634
Os08g0534200	OPUNC08G19790	84.4156	19.0616
Os08g0534300	OPUNC08G19800	87.4126	89.2857
Os08g0534900	OPUNC08G19790	94.7977	48.0938
Os08g0534950	OPUNC08G19800	87.4126	89.2857
Os08g0535100	OPUNC08G19810	77.6667	31.1081
Os08g0535200	OPUNC08G19820	96.7427	96.1165
Os08g0535400	OPUNC08G19830	94.7115	85.4664
Os08g0535600	OPUNC08G19840	98.6301	98.6301
Os08g0535700	OPUNC08G19850	77.2512	91.573
Os08g0535800	OPUNC08G19870	81.4655	79.7468
Os08g0536000	OPUNC08G19880	98.6631	98.4
Os08g0536100	OPUNC08G19890	88.7784	90.4486
Os08g0536300	OPUNC08G19900	66.1885	94.7214
Os08g0536800	OPUNC08G19920	84.7896	89.1156
Os08g0537200	OPUNC03G23330	52.2124	21.7712
Os08g0537600	OPUNC08G19960	95.3069	96.94
Os08g0537800	OPUNC08G19970	77.3148	46.7787
Os08g0537900	OPUNC08G19980	49.6689	40.8348
Os08g0538000	OPUNC08G19990	97.851	92.673
Os08g0538300	OPUNC08G20000	92.4679	91.1532
Os08g0538600	OPUNC08G20010	78.3019	89.008
Os08g0538700	OPUNC08G20020	97.2277	96.7488
Os08g0538800	OPUNC08G20030	93.4595	71.1665
Os08g0539100	OPUNC08G20040	96.2264	96.2264
Os08g0539200	OPUNC08G20050	87.1345	83.2402
Os08g0539300	OPUNC08G20060	93.8679	94.7619
Os08g0539400	OPUNC08G20070	75.9336	76.6974
Os08g0539400	OPUNC08G20080	12.4481	73.5294
Os08g0539400	OPUNC08G20100	15.8506	73.1801
Os08g0539400	OPUNC08G20110	36.6805	78.3688
Os08g0539700	OPUNC08G20140	68.6786	63.0712
Os08g0539800	OPUNC08G20090	41.7722	30.2752
Os08g0540000	OPUNC08G20150	85.7558	87.7976
Os08g0540100	OPUNC08G20160	95.0131	94.517
Os08g0540300	OPUNC08G20170	95.8814	96.5174
Os08g0540400	OPUNC08G20180	85.6637	85.8156
Os08g0540500	OPUNC08G20190	93.0159	89.8773
Os08g0540900	OPUNC08G20220	78.3133	83.3333
Os08g0541300	OPUNC08G20230	93.9362	86.7387
Os08g0541400	OPUNC08G20240	92.7203	94.902
Os08g0541500	OPUNC08G20250	96.7258	95.9405
Os08g0541800	OPUNC08G20280	78.3333	80.1136
Os08g0542000	OPUNC08G20290	82.34	84.3891
Os08g0542100	OPUNC08G20310	88	97.5806
Os08g0542200	OPUNC08G20320	87.8601	33.2037
Os08g0542600	OPUNC08G20340	98.3766	98.3766
Os08g0542700	OPUNC08G20370	99.1023	99.1023
Os08g0542900	OPUNC08G20380	83.3724	82.9837
Os08g0543000	OPUNC08G20390	80.2508	77.3414
Os08g0543050	OPUNC08G20400	87.1901	86.3339
Os08g0543600	OPUNC08G20450	93.4289	93.8775
Os08g0543900	OPUNC08G20480	96.1207	96.7462
Os08g0544500	OPUNC08G20510	93.6718	97.0274
Os08g0544800	OPUNC08G20520	97.5871	82.3529
Os08g0544900	OPUNC08G20530	87.7944	81.3492
Os08g0545000	OPUNC08G20540	94.5372	92.2963
Os08g0545200	OPUNC08G20560	95.393	97.7778
Os08g0545500	OPUNC09G15280	22.3926	28.5156
Os08g0545700	OPUNC08G20580	64.4737	68.0556
Os08g0545900	OPUNC08G20620	92.1642	91.9926
Os08g0546100	OPUNC08G20630	85.1266	87.6221
Os08g0546300	OPUNC08G20640	93.617	95.6522
Os08g0546400	OPUNC08G20650	90.7216	90.566
Os08g0546700	OPUNC08G20660	86.3777	79.4872
Os08g0546800	OPUNC08G20670	89.2308	90.625
Os08g0546900	OPUNC08G20690	92.3664	85.5124
Os08g0547000	OPUNC08G20700	55.102	76.7773
Os08g0547100	OPUNC08G20710	84.7095	86.5625
Os08g0547200	OPUNC08G20720	96.2832	92.517
Os08g0547300	OPUNC08G20730	89.6552	91.8216
Os08g0547500	OPUNC08G20740	92.4783	92.9264
Os08g0547800	OPUNC08G20760	90.9091	91.7431
Os08g0547900	OPUNC08G20770	89.1821	65.3772
Os08g0548200	OPUNC08G20790	99.2647	99.2647
Os08g0548300	OPUNC08G20800	92.459	89.8089
Os08g0548400	OPUNC08G20810	69.1781	65.5844
Os08g0548500	OPUNC08G20820	96.4396	97.8022
Os08g0548900	OPUNC08G20850	99.1968	78.9137
Os08g0549100	OPUNC08G20870	97.9381	97.9381
Os08g0549200	OPUNC08G20880	92.5708	93.3413
Os08g0549300	OPUNC08G20890	92.7536	91.4286
Os08g0549600	OPUNC08G20900	63.6986	60.7843
Os08g0549900	OPUNC08G20910	79.2	82.5
Os08g0550100	OPUNC08G20930	98.1481	98.1481
Os08g0550200	OPUNC08G20940	92.5287	94.5205
Os08g0550400	OPUNC08G20950	89.2308	90.625
Os08g0550600	OPUNC08G20990	74.3119	39.9015
Os08g0550700	OPUNC08G21000	97.9021	95.8904
Os08g0551200	OPUNC08G21010	88.3951	88.8337
Os08g0551300	OPUNC08G21040	96.1702	96.1702
Os08g0551366	OPUNC08G21050	93.2489	93.2489
Os08g0551432	OPUNC08G21030	23.1343	3.52273
Os08g0551500	OPUNC08G21060	94.4444	94.4444
Os08g0552000	OPUNC08G21100	89.7436	89.7436
Os08g0552100	OPUNC08G21100	89.3617	89.7436
Os08g0552633	OPUNC08G21140	41.1348	58.5859
Os08g0552666	OPUNC08G21110	56.5891	48.6667
Os08g0552800	OPUNC08G21120	96.2656	96.2656
Os08g0552900	OPUNC08G21130	93.0041	33.8831
Os08g0553000	OPUNC08G21100	81.25	94.4444
Os08g0553050	OPUNC08G21130	88.8889	29.985
Os08g0553150	OPUNC08G21140	27.5701	59.596
Os08g0553250	OPUNC08G21140	30.3483	61.6162
Os08g0553300	OPUNC08G21150	88.0342	88.0342
Os08g0553400	OPUNC08G21160	93.5897	93.1915
Os08g0553500	OPUNC08G21170	94.958	83.7037
Os08g0553700	OPUNC08G21180	95.8678	95.8678
Os08g0553750	OPUNC08G21190	88.9796	89.7119
Os08g0553800	OPUNC08G21210	81.6062	94.0299
Os08g0554050	OPUNC08G21220	92.1273	71.2435
Os08g0554100	OPUNC08G21230	94.2249	96.875
Os08g0554300	OPUNC08G21230	94.3633	70.625
Os08g0554400	OPUNC08G21240	88.8686	93.6538
