Gene stable ID	Oryza longistaminata gene stable ID	%id. target Oryza longistaminata gene identical to query gene	%id. query gene identical to target Oryza longistaminata gene
Os09g0331900	KN538759.1_FG009	95.5307	95.5307
Os09g0332700	KN540236.1_FG001	54.0881	22.7714
Os09g0333500	KN539238.1_FG010	99.1098	26.2166
Os09g0333600	KN540236.1_FG001	63.2701	23.5658
Os09g0334500	KN539238.1_FG005	54.0166	98.9848
Os09g0334800	KN539238.1_FG004	98.7552	98.7552
Os09g0334900	KN539238.1_FG001	98.5321	78.1659
Os09g0337300	KN541890.1_FG001	98.9293	65.1622
Os09g0337500	KN538827.1_FG006	57.0652	36.8421
Os09g0337500	KN541890.1_FG002	0	0
Os09g0338400	KN539442.1_FG009	68.7773	98.7461
Os09g0338500	KN539442.1_FG006	70.6009	100
Os09g0339000	KN539442.1_FG003	58.9147	99.6721
Os09g0339300	KN539573.1_FG002	60.3147	56.5574
Os09g0339800	KN539577.1_FG004	4.61812	11.4537
Os09g0340400	AMDW01040504.1_FG001	10	5.07937
Os09g0341600	KN539442.1_FG010	49.4647	72.8707
Os09g0341901	KN539442.1_FG002	62.6582	40.5738
Os09g0342000	KN541827.1_FG001	30.6667	92
Os09g0343200	KN539442.1_FG004	25.6906	63.6986
Os09g0343200	KN544286.1_FG001	40.7459	69.9052
Os09g0344400	KN539748.1_FG007	50	82.8671
Os09g0344500	KN539748.1_FG001	95.0549	95.8449
Os09g0344800	KN539748.1_FG005	43.4511	96.7593
Os09g0344900	KN541659.1_FG001	72.6872	25.5814
Os09g0345300	KN539333.1_FG005	21.2465	22.3881
Os09g0345300	KN539722.1_FG006	23.796	24.3126
Os09g0345300	KN541695.1_FG001	24.0793	22.1354
Os09g0345500	AMDW01025166.1_FG001	40	91.954
Os09g0345500	AMDW01035778.1_FG001	22	93.617
Os09g0345600	KN543212.1_FG001	84.2795	20.3372
Os09g0345700	AMDW01038804.1_FG001	33.5385	100
Os09g0345700	KN539602.1_FG004	68	54.0342
Os09g0346400	KN539602.1_FG007	97.1292	97.1292
Os09g0346500	KN539602.1_FG005	96.9811	99.2278
Os09g0346600	KN539602.1_FG003	82.9268	95.625
Os09g0346700	KN539602.1_FG008	84.0609	99.8794
Os09g0346900	KN539602.1_FG002	92.9368	89.9281
Os09g0347300	KN539602.1_FG006	91.6388	98.2079
Os09g0347800	AMDW01038142.1_FG001	12.8755	100
Os09g0347800	KN541835.1_FG001	98.927	94.4672
Os09g0348400	KN540574.1_FG001	78.3582	75.5396
Os09g0348600	KN541069.1_FG001	33.4921	72.7586
Os09g0349600	KN541564.1_FG002	46.2366	52.7607
Os09g0349700	AMDW01065464.1_FG001	67.5325	86.1878
Os09g0349800	KN542692.1_FG002	73.1544	90.0826
Os09g0351700	KN544483.1_FG001	59.2251	87.4659
Os09g0351800	KN539943.1_FG001	92.7885	94.1463
Os09g0351900	KN539943.1_FG004	84.2767	54.4715
Os09g0352400	KN539943.1_FG002	66.087	91.2913
Os09g0353200	KN539380.1_FG007	24.6599	92.9487
Os09g0353400	KN539380.1_FG008	18.9474	50
Os09g0354100	KN539380.1_FG003	67.2474	72.8302
Os09g0354300	KN539380.1_FG008	29.3814	79.1667
Os09g0355400	KN541374.1_FG002	74.4921	67.5537
Os09g0356000	KN539952.1_FG003	68.4517	95.2998
Os09g0356200	KN539952.1_FG002	87.9032	19.4296
Os09g0356800	KN539419.1_FG002	55.9719	84.3034
Os09g0357400	KN540598.1_FG002	74.7951	34.4015
Os09g0358000	KN541909.1_FG001	57.971	36.3636
Os09g0358100	KN539419.1_FG003	95.1691	95.6311
Os09g0359500	AMDW01038847.1_FG001	21.6901	46.1078
Os09g0360400	AMDW01040236.1_FG001	57.6531	99.1228
Os09g0360900	AMDW01030591.1_FG001	0	0
Os09g0361200	KN544135.1_FG001	96.5157	83.6858
Os09g0361400	AMDW01039572.1_FG001	36.4963	100
Os09g0361400	AMDW01040104.1_FG001	49.2701	100
Os09g0362500	KN540051.1_FG001	83.3333	97.8408
Os09g0362800	KN540051.1_FG006	85.3846	42.6376
Os09g0362800	KN543225.1_FG001	62.3077	36.7069
Os09g0362900	AMDW01040752.1_FG001	36.0478	99.1045
Os09g0362900	KN540051.1_FG003	99.1314	87.9576
Os09g0363100	AMDW01040909.1_FG001	68.1098	98.1735
Os09g0363100	KN540051.1_FG004	98.2049	98.7261
Os09g0363400	KN540051.1_FG005	62.6703	29.2994
Os09g0363500	KN540051.1_FG002	98.7041	98.7041
Os09g0363600	AMDW01033770.1_FG001	12.9032	50
Os09g0363600	KN542556.1_FG001	91.0394	65.974
Os09g0363800	KN542556.1_FG003	49.8881	57.4742
Os09g0363900	KN542556.1_FG002	72.6496	93.819
Os09g0364000	KN540120.1_FG002	64.7635	92.757
Os09g0364500	KN540120.1_FG003	46.3576	92.1053
Os09g0364900	KN540120.1_FG004	90.0901	37.594
Os09g0365000	KN540120.1_FG001	83.3179	87.793
Os09g0365300	KN540845.1_FG002	96.3315	98.1994
Os09g0365900	KN543516.1_FG001	43.3276	97.2763
Os09g0366800	KN543383.1_FG001	36.7647	86.2069
Os09g0367700	AMDW01058401.1_FG001	39.0558	98.913
Os09g0368200	KN540213.1_FG003	22.7823	83.7037
Os09g0368200	KN540213.1_FG004	37.9032	81.3853
Os09g0368900	KN539423.1_FG005	96.6472	96.2264
Os09g0369400	KN539423.1_FG004	81.0667	98.0645
Os09g0369500	KN539423.1_FG003	21.9144	73.7288
Os09g0370200	KN539423.1_FG001	87.3239	67.027
Os09g0371000	AMDW01037939.1_FG001	36.5385	98.9583
Os09g0371000	KN539028.1_FG004	65.7692	95.7983
Os09g0371100	AMDW01129084.1_FG001	24.8566	93.5252
Os09g0371100	KN539028.1_FG006	85.2772	48.7432
Os09g0371300	AMDW01085265.1_FG001	14.9648	100
Os09g0371700	KN539028.1_FG007	18.3099	6.45695
Os09g0371700	KN539028.1_FG011	79.8122	94.9721
Os09g0371800	KN539028.1_FG001	24.183	25.0847
Os09g0372400	KN539028.1_FG016	76.8692	87.037
Os09g0372800	KN539028.1_FG014	78.9317	99.6255
Os09g0372900	KN539028.1_FG008	97.8892	100
Os09g0373000	KN539028.1_FG017	92.5234	66
Os09g0373800	AMDW01035744.1_FG001	32.0144	49.7207
Os09g0375000	KN540409.1_FG004	72.2338	96.648
Os09g0375600	KN541634.1_FG002	100	76.4706
Os09g0375900	KN541634.1_FG003	98.0198	95.1923
Os09g0376000	KN541634.1_FG001	86.4924	37.1028
Os09g0376600	KN540783.1_FG001	7.86026	60.6742
Os09g0376800	KN540614.1_FG001	99.8062	59.6755
Os09g0376900	KN540614.1_FG003	84.3786	99.5962
Os09g0378300	KN541899.1_FG001	98.8117	98.8117
Os09g0379400	AMDW01017775.1_FG001	13.9442	41.6667
Os09g0379900	KN540270.1_FG003	57.8035	99.7506
Os09g0380000	KN540270.1_FG002	85	20.7317
Os09g0380050	KN540270.1_FG002	100	8.53659
Os09g0380200	AMDW01035418.1_FG001	48.3271	90.2778
Os09g0380600	AMDW01022004.1_FG001	27.193	92.0792
Os09g0381100	KN540039.1_FG004	99.8113	99.8113
Os09g0381400	KN538992.1_FG001	97.5138	98.6034
Os09g0381600	KN540039.1_FG003	49.0385	82.9268
Os09g0382120	KN538829.1_FG010	95.8656	40.2386
Os09g0382300	KN538829.1_FG006	84.4156	50.7812
Os09g0382500	KN538829.1_FG003	95.5556	95.5556
Os09g0383400	KN538829.1_FG004	67.0683	33.2008
Os09g0384900	KN538829.1_FG007	97.7887	97.7887
Os09g0384900	KN542254.1_FG001	48.1572	97.5124
Os09g0386400	KN538829.1_FG029	71.8826	99.661
Os09g0386600	KN538829.1_FG030	99.5565	66.6172
Os09g0392100	KN541355.1_FG002	80.1932	34.3685
Os09g0393200	KN539156.1_FG008	92.8058	46.7391
Os09g0394100	KN539156.1_FG010	63.035	53.9101
Os09g0394500	KN539156.1_FG003	72.7605	93.8679
Os09g0394600	KN539156.1_FG006	83.0424	98.8131
Os09g0394700	KN539156.1_FG004	79.3451	98.4375
Os09g0394900	KN539156.1_FG009	86.3492	82.6748
Os09g0396300	KN540594.1_FG003	75	100
Os09g0396900	KN539752.1_FG001	99.187	85.614
Os09g0397200	KN539752.1_FG002	78.1818	55.3648
Os09g0397200	KN539752.1_FG008	60.6061	89.2857
Os09g0397300	KN539752.1_FG003	80.9469	99.5739
Os09g0397400	KN539752.1_FG005	92.0482	92.4939
Os09g0397900	KN539752.1_FG007	92.6655	97.5518
Os09g0399800	KN540171.1_FG003	40.1114	96
Os09g0400000	KN540171.1_FG006	80.2752	96.9529
Os09g0400700	KN544717.1_FG001	40.3226	56.8182
Os09g0401100	KN539300.1_FG006	78.2609	89.8817
Os09g0401200	KN539300.1_FG003	86.3271	41.0714
Os09g0401900	KN539202.1_FG009	61.0169	52.9412
Os09g0401900	KN539300.1_FG001	63.3898	53.4286
Os09g0402100	KN539300.1_FG009	42.723	89.2157
Os09g0402300	KN539300.1_FG008	80.6349	18.9411
Os09g0403300	AMDW01015116.1_FG001	9.72222	98.2456
Os09g0407050	KN539584.1_FG001	97.7011	90.4255
Os09g0407200	KN539584.1_FG006	99.2347	99.2347
Os09g0407300	KN539584.1_FG008	85.9701	90.566
Os09g0407600	KN539584.1_FG003	71.0267	45.6188
Os09g0407800	KN539584.1_FG005	96.732	43.8844
Os09g0407950	KN539584.1_FG007	79.9597	51.8615
Os09g0408000	KN539584.1_FG007	100	31.744
Os09g0408300	KN540276.1_FG001	19.7492	28.6364
Os09g0408550	KN541327.1_FG002	46.0674	11.0215
Os09g0408600	KN541327.1_FG003	47.505	100
Os09g0409000	KN545186.1_FG001	95.2381	93.0233
Os09g0409100	AMDW01035549.1_FG001	89.1667	91.453
Os09g0409100	KN539394.1_FG004	90.8333	93.1624
Os09g0409950	KN539394.1_FG007	85.0515	11.1336
Os09g0410125	KN539394.1_FG007	94.7205	20.5803
Os09g0410300	KN539394.1_FG007	99.5536	15.0472
Os09g0410400	KN539394.1_FG005	27.2	11.5254
Os09g0411500	KN539394.1_FG002	8.03571	3.94737
Os09g0411600	KN539394.1_FG006	56.7518	94.8171
Os09g0411650	AMDW01040340.1_FG001	44.8485	97.3684
Os09g0411650	KN539394.1_FG001	67.4747	70.3158
Os09g0412050	KN541901.1_FG003	79.7619	100
Os09g0412200	KN541901.1_FG002	84.9609	96.4523
Os09g0412400	KN538810.1_FG010	97.5904	97.5904
Os09g0412700	KN538810.1_FG006	94.0594	96.9388
Os09g0412900	KN538810.1_FG003	98.0119	98.0119
Os09g0413100	KN538810.1_FG012	99.435	42.4096
Os09g0413300	KN538810.1_FG004	85.4321	98.7161
Os09g0413600	KN538810.1_FG008	72.5352	75.3199
Os09g0413700	KN538810.1_FG005	86.2857	66.8142
Os09g0414900	KN538810.1_FG007	97.3214	97.3214
Os09g0415700	KN538810.1_FG027	99.6753	99.6753
Os09g0415800	KN538810.1_FG031	78.1784	84.7737
Os09g0416250	KN539267.1_FG007	39.823	51.1364
Os09g0416500	KN538810.1_FG029	63.8889	94.2623
Os09g0416700	KN540132.1_FG005	83.4101	84.9765
Os09g0416800	KN540132.1_FG001	98.5714	98.5714
Os09g0416900	KN540132.1_FG007	25.8197	100
Os09g0417500	KN540132.1_FG006	77.0227	94.4444
Os09g0417800	KN540132.1_FG002	55.6604	67.3004
Os09g0418000	KN538924.1_FG002	93.2018	98.8372
Os09g0419200	KN538924.1_FG020	94.3978	98.2507
Os09g0419500	KN538924.1_FG005	85.1759	89.4459
Os09g0419600	KN538924.1_FG008	89.0196	82.2464
Os09g0420000	KN538924.1_FG016	94.5161	89.0578
Os09g0420100	KN538924.1_FG009	93.4931	93.4931
Os09g0420200	KN538924.1_FG013	38.0952	40
Os09g0420300	KN538924.1_FG001	46.2287	83.3333
Os09g0420600	KN538924.1_FG019	74.6479	91.9075
Os09g0420700	KN538924.1_FG012	100	100
Os09g0420900	KN538924.1_FG017	100	95.814
Os09g0421100	KN538924.1_FG003	86.711	64.604
Os09g0421500	KN538924.1_FG021	79.798	99.3711
Os09g0421600	KN538924.1_FG018	77.0833	48.0519
Os09g0421700	KN538924.1_FG011	80.7927	87.7483
Os09g0421800	KN538924.1_FG004	56.8826	92.4342
Os09g0422000	KN539789.1_FG001	29.0909	92.0863
Os09g0422500	KN539789.1_FG006	99.8104	99.8104
Os09g0422600	KN539789.1_FG002	97.7548	97.7548
Os09g0423200	KN539789.1_FG008	71.0887	96.7621
Os09g0423300	KN539789.1_FG003	97.2973	97.2973
Os09g0423400	KN539789.1_FG005	61.7063	79.5396
Os09g0423500	KN539789.1_FG007	63.4249	62.1118
Os09g0423600	KN539789.1_FG004	54.7664	90.4321
Os09g0424200	KN538881.1_FG007	90.4412	90.7749
Os09g0424300	KN538881.1_FG002	98.2143	98.2143
Os09g0424600	KN538881.1_FG012	91.4179	95.1456
Os09g0424701	KN538881.1_FG005	76.5668	25.7091
Os09g0424701	KN538881.1_FG041	0.27248	0.163666
Os09g0425300	KN538881.1_FG009	80.0687	80.9028
Os09g0425500	KN538881.1_FG014	97.9592	61.1465
Os09g0425900	KN538881.1_FG010	94.9275	93.5714
Os09g0426000	KN538881.1_FG003	61.2987	57.2816
Os09g0426100	KN538881.1_FG006	67.9104	70.5426
Os09g0426500	KN538881.1_FG011	55.615	60.8187
Os09g0426800	KN538881.1_FG046	93.8611	99.1468
Os09g0427125	KN538881.1_FG039	66.2338	100
Os09g0427800	AMDW01032654.1_FG001	17.3815	98.0892
Os09g0427800	KN538881.1_FG044	95.4853	96.5753
Os09g0428000	KN538881.1_FG030	99.3814	82.9604
Os09g0428300	KN539408.1_FG002	89.1055	92.7208
Os09g0428600	KN539408.1_FG006	88.1701	57.8883
Os09g0428900	KN539408.1_FG004	75.1918	98
Os09g0429000	KN539408.1_FG003	99.1425	99.1425
Os09g0429200	KN539408.1_FG007	94.8312	93.1606
Os09g0429400	KN539408.1_FG001	87.4732	99.0303
Os09g0429500	KN539408.1_FG005	91.2262	78.8848
Os09g0431200	KN541046.1_FG003	91.4737	98.1921
Os09g0431300	KN541046.1_FG004	20.6742	96.8421
Os09g0431500	KN541046.1_FG001	65.4545	70.1299
Os09g0431600	KN538802.1_FG030	55.8776	98.0226
Os09g0432300	KN538850.1_FG011	28.3422	25.9804
Os09g0432900	AMDW01007095.1_FG001	20.0599	97.1014
Os09g0432900	KN538802.1_FG023	75.1497	91.2727
Os09g0433000	KN538802.1_FG029	32.9073	93.6364
Os09g0433300	KN538802.1_FG033	4.91803	13.7615
Os09g0433700	KN538802.1_FG028	99.3517	95.7812
Os09g0433800	KN538802.1_FG025	94.2529	93.7143
Os09g0433900	KN538802.1_FG007	39.0947	81.8966
Os09g0434100	KN538802.1_FG005	80	33.9568
Os09g0434200	KN538802.1_FG002	79.7619	98.893
Os09g0434500	KN538802.1_FG008	88.8889	98.324
Os09g0436500	KN539337.1_FG002	35.3535	64.2202
Os09g0436500	KN544096.1_FG001	33.3333	53.2258
Os09g0436700	KN538802.1_FG006	38.4458	95.9184
Os09g0436900	KN538802.1_FG009	94.7368	46.1538
Os09g0437900	KN541144.1_FG003	94.4751	74.6725
Os09g0438000	KN538933.1_FG004	40.715	99.7567
Os09g0438400	KN538933.1_FG006	63.1579	67.0051
Os09g0439000	KN538933.1_FG013	76.9807	66.0239
Os09g0439200	KN538933.1_FG012	68.1034	95.1807
Os09g0439400	KN538933.1_FG007	80.4183	97.9167
Os09g0439500	KN538933.1_FG011	59.0909	100
Os09g0439600	KN538933.1_FG001	70.2194	98.8962
Os09g0439700	KN538933.1_FG016	73.6842	81.1594
Os09g0439800	KN538933.1_FG010	94.0239	88.7218
Os09g0440200	KN538933.1_FG014	93.6131	96.9754
Os09g0440300	KN538933.1_FG002	71.5128	94.7917
Os09g0441000	KN538933.1_FG008	86.1039	99.4003
Os09g0441100	KN538933.1_FG017	80.7619	98.1481
Os09g0441400	KN538933.1_FG015	81.7121	99.5261
Os09g0441600	KN538933.1_FG009	94.6269	44.3978
Os09g0441625	KN539251.1_FG006	29.4118	43.1034
Os09g0441700	KN538933.1_FG003	96.2335	96.9639
Os09g0442000	KN540230.1_FG006	98.2222	57.5521
Os09g0442100	KN540230.1_FG003	96.0699	99.7732
Os09g0442300	AMDW01039834.1_FG001	47.4394	99.435
Os09g0442300	KN540230.1_FG004	67.1159	98.419
Os09g0442400	KN540230.1_FG005	80.7512	50.8374
Os09g0442700	KN543039.1_FG001	53.6095	92.8279
Os09g0442800	KN543039.1_FG002	89.6396	90.0452
Os09g0442900	KN542467.1_FG002	48.7461	95.3988
Os09g0443000	KN542467.1_FG001	11.875	5.33708
Os09g0443500	KN541960.1_FG003	50.8696	96.6942
Os09g0443700	KN538850.1_FG002	0	0
Os09g0443800	KN538850.1_FG002	56.2874	98.9474
Os09g0444100	KN538850.1_FG010	65.5039	91.8478
Os09g0444200	KN538850.1_FG005	86.686	96.6129
Os09g0444700	KN538850.1_FG004	78.3673	61.9355
Os09g0444900	KN538850.1_FG001	89.9713	98.7421
Os09g0445100	KN540203.1_FG007	19.5489	3.125
Os09g0446200	KN538850.1_FG003	80.975	99.4161
Os09g0446800	KN538850.1_FG009	86.1386	97.7528
Os09g0446800	KN538850.1_FG034	89.5332	97.8362
Os09g0447000	KN538850.1_FG027	45.5556	35.3448
Os09g0447500	KN538850.1_FG023	82.9703	86.9295
Os09g0447600	KN538850.1_FG036	90.9699	56.0825
Os09g0448150	KN539500.1_FG002	31.7647	14.5946
Os09g0448200	KN538850.1_FG032	94.4056	86.7609
Os09g0448900	KN538850.1_FG028	57.0213	44.0789
Os09g0449600	KN538727.1_FG074	98.5185	81.9302
Os09g0450200	AMDW01040810.1_FG001	85.7143	74.1176
Os09g0450200	KN538727.1_FG077	87.0748	54.9356
Os09g0450300	KN538727.1_FG080	90.9244	95.922
Os09g0450600	KN538727.1_FG076	60.7362	86.8421
Os09g0451000	AMDW01008417.1_FG001	15.8385	96.2264
Os09g0451000	KN538727.1_FG073	98.1366	98.1366
Os09g0451400	AMDW01014233.1_FG001	22.6708	100
Os09g0451500	KN538727.1_FG051	93.8775	59.5683
Os09g0452200	KN538727.1_FG038	91.5212	97.6064
Os09g0452400	KN538727.1_FG036	92.2903	98.5472
Os09g0452800	KN538727.1_FG047	60.4857	99.6364
Os09g0452900	KN538727.1_FG046	86.7684	98.8406
Os09g0453000	KN538727.1_FG040	95.0355	95.7143
Os09g0453200	KN538727.1_FG044	100	100
Os09g0453300	KN538727.1_FG033	98.4326	98.125
Os09g0453400	KN538727.1_FG050	80.7786	94.8571
Os09g0453500	KN538727.1_FG043	80.2998	35.7483
Os09g0453800	KN538727.1_FG048	78.7554	99.7283
Os09g0453900	KN538727.1_FG034	47.8469	63.2911
Os09g0454100	KN538727.1_FG041	78.2235	52.7027
Os09g0454200	KN538727.1_FG014	40.6953	99.5
Os09g0454300	KN538727.1_FG008	72.6636	99.0446
Os09g0454500	KN538727.1_FG009	90.1345	69.7917
Os09g0454600	AMDW01040625.1_FG001	52.4355	98.9189
Os09g0454900	KN538727.1_FG006	69.5991	96.4506
Os09g0455300	KN538727.1_FG013	80.0847	100
Os09g0455400	KN538727.1_FG005	100	19.9468
Os09g0455500	KN538727.1_FG010	89.0625	91.3462
Os09g0455900	KN538727.1_FG004	93.7304	89.521
Os09g0456100	KN538727.1_FG001	81.6129	87.5433
Os09g0456200	KN538727.1_FG016	84.8404	99.6875
Os09g0456700	KN538727.1_FG011	46.4646	82.1429
Os09g0457100	KN538727.1_FG003	94	98.9474
Os09g0457400	KN538727.1_FG007	90.9091	98.2801
Os09g0457600	KN538727.1_FG012	98.6301	98.6301
Os09g0457800	KN538762.1_FG044	99.0847	92.7195
Os09g0457800	KN538762.1_FG045	97.9405	97.7169
Os09g0458000	KN538762.1_FG050	90.7784	79.4549
Os09g0458100	KN538762.1_FG043	98.5507	98.5507
Os09g0458300	KN538762.1_FG038	82.9412	74.8673
Os09g0458700	KN538762.1_FG049	96.7568	96.7568
Os09g0458800	KN538762.1_FG041	94.2857	94.2857
Os09g0458900	KN538762.1_FG046	48.9796	94.1176
Os09g0459600	KN538762.1_FG040	99.5261	98.8235
Os09g0459800	KN538762.1_FG037	94.4795	92.7245
Os09g0460000	KN543145.1_FG001	98.2659	98.2659
Os09g0460100	KN543145.1_FG002	49.5833	50
Os09g0460200	KN538762.1_FG006	67.9376	34.386
Os09g0460500	KN538762.1_FG004	77.6358	77.8846
Os09g0461700	KN538762.1_FG008	88.7147	98.6063
Os09g0462100	KN538762.1_FG012	62.3684	83.7456
Os09g0462400	KN538762.1_FG001	98.538	41.0976
Os09g0462700	KN538762.1_FG017	66.2132	84.1499
Os09g0462875	KN538762.1_FG011	84.0782	64.7312
Os09g0462875	KN541395.1_FG001	84.0782	93.7695
Os09g0463300	KN538762.1_FG009	95.9866	95.0331
Os09g0463600	AMDW01127704.1_FG001	47.1311	98.2906
Os09g0463700	AMDW01039734.1_FG001	28.4946	99.0654
Os09g0463700	KN538762.1_FG016	20.4301	55.8824
Os09g0463900	AMDW01021712.1_FG001	21.1321	94.9153
Os09g0463900	KN546796.1_FG001	21.1321	94.9153
Os09g0464000	KN538762.1_FG003	82.3529	90.9747
Os09g0464400	KN538762.1_FG005	68.8578	92.4747
Os09g0465500	KN540499.1_FG001	64.9805	57.5862
Os09g0465600	KN540499.1_FG004	86.24	84.7484
Os09g0465800	KN540499.1_FG003	83.9779	92.6829
Os09g0466100	KN540499.1_FG002	76.9663	98.2079
Os09g0466300	KN540499.1_FG005	40.5983	100
Os09g0466400	KN538774.1_FG016	32.6165	100
Os09g0466800	KN538774.1_FG015	52.349	98.3193
Os09g0466900	KN538774.1_FG009	78.5872	99.1643
Os09g0467100	KN538774.1_FG013	72.9529	95.1456
Os09g0467200	KN538774.1_FG001	99.1031	99.1031
Os09g0467300	KN538774.1_FG019	76.4103	95.5128
Os09g0467400	AMDW01031222.1_FG001	29.9169	99.0826
Os09g0467400	KN538774.1_FG012	33.518	84.6154
Os09g0468000	KN538774.1_FG021	76.1411	98.9218
Os09g0468800	KN538774.1_FG006	55.4987	80.9701
Os09g0468900	KN539616.1_FG006	98.9418	98.9418
Os09g0469300	KN539616.1_FG004	92.1053	94.5946
Os09g0469400	KN539616.1_FG003	97.9351	36.971
Os09g0469900	KN539616.1_FG007	99.5204	93.0493
Os09g0469950	KN539616.1_FG001	90.4255	46.3636
Os09g0470000	KN539616.1_FG001	100	18.3636
Os09g0470900	KN539616.1_FG005	73.4454	98.4234
Os09g0471000	KN543886.1_FG001	84.8315	69.5853
Os09g0471100	KN543016.1_FG002	81.3889	98.6532
Os09g0471200	KN539516.1_FG004	95.3757	86.3874
Os09g0471400	KN540966.1_FG002	96.9543	55.5233
Os09g0471550	KN539516.1_FG003	37.5723	76.4706
Os09g0471550	KN540966.1_FG003	36.7052	74.7059
Os09g0471600	KN540966.1_FG004	70.3504	40.591
Os09g0471800	KN539516.1_FG003	17.6322	41.1765
Os09g0471800	KN540966.1_FG003	17.8841	41.7647
Os09g0471900	KN539516.1_FG006	91.5909	98.6536
Os09g0472100	KN539516.1_FG001	71.4286	99.8062
Os09g0472200	KN542729.1_FG002	26.257	96.9072
Os09g0472700	KN542729.1_FG003	54.2056	62.0321
Os09g0472900	KN538958.1_FG012	97.7612	100
Os09g0472900	KN542729.1_FG001	97.7612	100
Os09g0473300	AMDW01040028.1_FG001	62.395	99.6644
Os09g0473600	KN538958.1_FG003	93.75	98.0392
Os09g0473966	KN538958.1_FG015	79.3333	96.748
Os09g0474000	KN538958.1_FG001	80.3468	99.2857
Os09g0474100	KN538958.1_FG004	99.2991	63.4328
Os09g0474300	KN538958.1_FG005	76.7584	68.3924
Os09g0474800	KN538958.1_FG002	96.9697	98.7654
Os09g0475400	KN538958.1_FG007	60.5159	33.4797
Os09g0475500	AMDW01035139.1_FG001	15.2074	34.0206
Os09g0476000	KN538958.1_FG008	89.0566	77.8878
Os09g0476100	KN538958.1_FG009	68.7086	99.2823
Os09g0477700	KN540026.1_FG002	92.7259	80.2799
Os09g0477900	KN540026.1_FG004	90.1754	94.4853
Os09g0478000	AMDW01031276.1_FG001	0	0
Os09g0478100	KN540026.1_FG007	81.1398	85.5508
Os09g0478300	KN540026.1_FG001	74.0032	80.8362
Os09g0478500	KN540026.1_FG005	97.9417	99.4773
Os09g0479000	KN540784.1_FG002	71.0602	30.2071
Os09g0479100	KN540784.1_FG002	86.7589	53.4714
Os09g0479300	KN540784.1_FG001	93.8298	93.8298
Os09g0479400	KN539227.1_FG005	58.2609	97.1014
Os09g0479500	KN539227.1_FG003	98.6458	98.6458
Os09g0479900	KN539227.1_FG018	59.7516	92.3225
Os09g0480400	KN539227.1_FG009	82.3197	94.3274
Os09g0480532	KN539227.1_FG002	76.3889	93.2203
Os09g0481100	KN539227.1_FG015	72.3404	74.0368
Os09g0481200	KN539227.1_FG011	55.2147	90
Os09g0481400	KN539227.1_FG017	85.6589	45.102
Os09g0481600	KN539227.1_FG001	97.8533	65.6663
Os09g0481700	KN539227.1_FG008	97.1564	98.7159
Os09g0482000	KN539227.1_FG013	56.3131	93.6975
Os09g0482100	KN539227.1_FG014	95.1359	95.6835
Os09g0482640	KN539260.1_FG011	81.573	99.1803
Os09g0482700	KN543065.1_FG002	88.0239	96.7105
Os09g0482720	KN543065.1_FG001	69.8771	64.4613
Os09g0482740	AMDW01039991.1_FG001	23.2704	100
Os09g0482780	KN541544.1_FG003	80	96
Os09g0482800	KN541544.1_FG002	100	100
Os09g0482840	KN540194.1_FG007	100	100
Os09g0482840	KN542986.1_FG001	99.2701	99.2701
Os09g0482860	KN540194.1_FG005	97.048	55.9574
Os09g0483100	KN540194.1_FG003	98.5507	98.5507
Os09g0483100	KN540194.1_FG008	81.8841	76.8708
Os09g0483300	KN540194.1_FG002	98.5714	98.5714
Os09g0483300	KN546356.1_FG001	91.4286	92.0863
Os09g0483500	KN540194.1_FG006	98.5401	98.5401
Os09g0483600	KN544550.1_FG001	46.2396	90.2174
Os09g0483800	KN539915.1_FG012	34.9206	64.7059
Os09g0484300	KN540194.1_FG001	72.5312	85.4278
Os09g0484800	KN539826.1_FG002	86.1953	99.6109
Os09g0484900	KN539826.1_FG005	99.6317	99.6317
Os09g0485500	KN538806.1_FG013	29.7468	21.659
Os09g0485600	KN539826.1_FG004	88.3117	59.3886
Os09g0485900	KN539826.1_FG003	65.7895	100
Os09g0486700	KN539826.1_FG006	75.3846	63.1676
Os09g0487200	AMDW01040899.1_FG001	82.9487	98.4779
Os09g0487200	KN539826.1_FG001	97.8205	97.4457
Os09g0487600	KN544399.1_FG001	57.9869	98.513
Os09g0487700	KN539600.1_FG011	74.5098	88.0309
Os09g0487900	KN539600.1_FG005	24.9377	79.3651
Os09g0488600	KN539600.1_FG004	70.3947	97.2727
Os09g0488700	KN539600.1_FG001	94.5402	70.7527
Os09g0488800	KN539600.1_FG012	77.6144	94.6215
Os09g0489200	KN539600.1_FG009	61.6505	88.8112
Os09g0489500	KN539600.1_FG003	80.8795	98.3721
Os09g0490200	KN539600.1_FG006	75.2864	99.5671
Os09g0490400	KN542322.1_FG002	94.5344	95.112
Os09g0491100	KN539198.1_FG009	99	99
Os09g0491612	KN539198.1_FG006	45.9064	99.3671
Os09g0491676	KN539198.1_FG003	52.0436	32.8744
Os09g0491740	KN539198.1_FG011	82.5858	84.3666
Os09g0491756	KN539198.1_FG001	95.8621	98.5816
Os09g0491772	AMDW01038183.1_FG001	27.6316	100
Os09g0491772	KN539198.1_FG004	99.5614	97.5645
Os09g0491822	KN539198.1_FG007	89.3878	26.7399
Os09g0491868	KN539198.1_FG010	62.2222	40.7273
Os09g0492700	KN539198.1_FG002	56.5972	100
Os09g0492800	KN540176.1_FG001	48	98.6301
