Gene stable ID	Medicago truncatula gene stable ID	%id. target Medicago truncatula gene identical to query gene	%id. query gene identical to target Medicago truncatula gene
Os08g0151400	MTR_5g072530	92.1875	67.0455
Os08g0151600	MTR_8g028630	40.3226	28.5714
Os08g0151700	MTR_8g028580	30.8874	26.3464
Os08g0151800	MTR_8g098910	69.2464	68.5484
Os08g0152500	MTR_1g050538	33.209	36.0324
Os08g0152500	MTR_1g094180	38.4328	34.5638
Os08g0152600	MTR_4g067360	50.6925	61.204
Os08g0152800	MTR_1g116510	63.3333	63.1579
Os08g0152900	MTR_3g080640	37.5451	19.1176
Os08g0152900	MTR_3g080660	7.94224	40.367
Os08g0153000	MTR_3g093430	65.5303	27.7022
Os08g0153600	MTR_4g099480	41.8182	50.7886
Os08g0153900	MTR_5g068640	47.4638	51.5748
Os08g0154000	MTR_2g070410	56.9536	57.7181
Os08g0154225	MTR_2g007000	68.5714	36.6248
Os08g0154250	MTR_3g008580	60.5	61.4213
Os08g0154250	MTR_4g101650	61.1667	62.2034
Os08g0154250	MTR_7g051440	59.8333	60.0334
Os08g0154300	MTR_4g101620	64.9123	64.75
Os08g0154600	MTR_0172s0010	55.0218	55.2632
Os08g0154600	MTR_1g040355	52.7293	53.7264
Os08g0154600	MTR_3g114150	41.3755	50.9409
Os08g0154600	MTR_3g114260	45.4148	52.859
Os08g0154600	MTR_3g114350	48.2533	50.9804
Os08g0154600	MTR_3g114360	9.49782	32.2222
Os08g0154700	MTR_7g094500	91.3979	91.3979
Os08g0154700	MTR_7g104700	92.4731	92.4731
Os08g0154900	MTR_4g101410	55.9066	52.8571
Os08g0155000	MTR_3g019370	79.1809	79.7251
Os08g0155400	MTR_4g101380	65.7143	58.1788
Os08g0155400	MTR_5g012270	59.619	53.6878
Os08g0155400	MTR_5g012290	63.8095	56.6836
Os08g0155700	MTR_5g023020	55.7377	1.85387
Os08g0156600	MTR_0004s0650	65.3307	63.6719
Os08g0156700	MTR_0135s0080	34.9794	52.4691
Os08g0156700	MTR_0753s0030	19.3416	53.4091
Os08g0156700	MTR_4g026540	38.2716	47.6923
Os08g0156700	MTR_4g026620	43.2099	52.7638
Os08g0156700	MTR_4g026650	35.8025	49.1525
Os08g0156700	MTR_4g026780	41.9753	41.4634
Os08g0156700	MTR_4g026830	40.3292	45.7944
Os08g0156700	MTR_4g027050	60.9053	61.6667
Os08g0156700	MTR_4g101020	63.3745	63.6364
Os08g0156700	MTR_5g012420	60.4938	60.4938
Os08g0156800	MTR_5g040570	87.2881	85.8333
Os08g0156800	MTR_7g010150	88.1356	86.6667
Os08g0156800	MTR_7g011050	56.7797	65.6863
Os08g0156800	MTR_8g019410	38.1356	35.4331
Os08g0156800	MTR_8g467460	88.1356	86.6667
Os08g0156900	MTR_5g009990	61.2987	61.7801
Os08g0157000	MTR_5g010030	72.335	76
Os08g0157000	MTR_7g078690	76.9036	81.4516
Os08g0157000	MTR_8g028720	76.3959	81.1321
Os08g0157000	MTR_8g098845	74.1117	75.6477
Os08g0157100	MTR_8g014460	60.3104	41.2121
Os08g0157500	MTR_3g092900	59.2391	59.726
Os08g0157500	MTR_5g098170	47.5543	47.9452
Os08g0157600	MTR_7g118330	39.0821	37.2679
Os08g0157700	MTR_7g117455	32.7526	20.5689
Os08g0157700	MTR_8g023990	33.101	18.3752
Os08g0157900	MTR_3g093040	13.3059	31.0897
Os08g0157900	MTR_3g093050	19.2044	22.5806
Os08g0157900	MTR_5g069030	20.5761	23.8095
Os08g0158500	MTR_3g093140	22.8117	33.0769
Os08g0158500	MTR_3g093180	15.3846	30.8511
Os08g0158500	MTR_3g093220	56.4987	53.25
Os08g0158900	MTR_7g450930	51.8359	55.0459
Os08g0159000	MTR_8g093080	36.3077	38.9439
Os08g0159100	MTR_4g098860	50.3597	50
Os08g0159100	MTR_5g014080	50.3597	48.4429
Os08g0159500	MTR_4g098500	67.3913	80.5195
Os08g0159800	MTR_8g066730	58.8556	57.4468
Os08g0159900	MTR_2g007000	63.775	60.0539
Os08g0160000	MTR_2g015520	69.4215	69.4215
Os08g0160300	MTR_6g071625	29.5652	27.7174
Os08g0161100	MTR_3g093140	28.5068	24.2308
Os08g0161100	MTR_3g093180	19.9095	23.4043
Os08g0161100	MTR_3g093220	37.5566	20.75
Os08g0161500	MTR_5g029210	61.6967	59.4059
Os08g0161500	MTR_8g037335	56.5553	64.5161
Os08g0161700	MTR_4g077807	58.1197	64.7619
Os08g0161750	MTR_5g027790	46.9512	28.839
Os08g0162033	MTR_3g082760	66.3366	67
Os08g0162200	MTR_4g119120	47.1028	43.75
Os08g0162400	MTR_1g054210	14.2857	28.3843
Os08g0162400	MTR_1g054260	13.8462	31.1881
Os08g0162400	MTR_1g054280	12.967	22.2642
Os08g0162400	MTR_1g054465	13.8462	32.3077
Os08g0162400	MTR_2g061230	11.2088	21.519
Os08g0162400	MTR_4g029440	15.6044	16.4733
Os08g0162400	MTR_7g093390	21.0989	21.1921
Os08g0162500	MTR_8g075140	35.2941	30.9278
Os08g0162600	MTR_5g008050	66.1538	63.0037
Os08g0162800	MTR_5g026740	81.3187	82.2222
Os08g0163100	MTR_4g049650	24.2553	28.6432
Os08g0163100	MTR_8g088800	24.4681	27.0588
Os08g0163100	MTR_8g088840	30.6383	31.3725
Os08g0163200	MTR_5g027160	80	52.5822
Os08g0163400	MTR_0172s0030	58.0336	48.0159
Os08g0163500	MTR_8g009770	47.836	48.4988
Os08g0163600	MTR_5g025760	17.6471	23.176
Os08g0163600	MTR_8g072140	19.9346	30.0493
Os08g0165800	MTR_7g106430	41.8327	32.9154
Os08g0166400	MTR_4g035820	12.5749	9.43114
Os08g0167000	MTR_5g025470	52.7081	62.5392
Os08g0167249	MTR_2g104380	31.4286	26.57
Os08g0167249	MTR_2g450700	33.1429	38.9262
Os08g0167249	MTR_3g106530	40.5714	31.8386
Os08g0167249	MTR_4g116277	41.7143	35.9606
Os08g0167500	MTR_4g116350	54.9407	56.7347
Os08g0167800	MTR_2g081980	36.3897	22.6381
Os08g0167800	MTR_2g082010	35.2436	21.5035
Os08g0167800	MTR_2g082050	28.3668	21.4751
Os08g0167800	MTR_2g082060	36.1032	22.6212
Os08g0167800	MTR_3g464190	34.0974	21.3645
Os08g0167800	MTR_4g019550	33.8109	21.147
Os08g0167800	MTR_4g048460	33.8109	21.0339
Os08g0167800	MTR_4g081460	34.0974	21.1744
Os08g0167800	MTR_5g062230	34.384	21.6998
Os08g0167800	MTR_5g073200	32.6648	20.765
Os08g0167800	MTR_5g073260	33.2378	21.0145
Os08g0167800	MTR_5g094620	32.6648	21.229
Os08g0167800	MTR_6g008560	33.5244	21.0054
Os08g0167800	MTR_6g039440	33.8109	21.3382
Os08g0167800	MTR_8g007515	36.3897	22.6786
Os08g0168000	MTR_2g081980	31.9588	33.1551
Os08g0168000	MTR_2g082010	30.756	31.2937
Os08g0168000	MTR_2g082050	25.2577	31.8872
Os08g0168000	MTR_2g082060	30.4124	31.7774
Os08g0168000	MTR_3g464190	31.6151	33.0341
Os08g0168000	MTR_4g019550	29.3814	30.6452
Os08g0168000	MTR_4g048460	31.0997	32.2638
Os08g0168000	MTR_4g081460	31.6151	32.7402
Os08g0168000	MTR_5g062230	30.756	32.3689
Os08g0168000	MTR_5g073200	29.3814	31.1475
Os08g0168000	MTR_5g073260	30.756	32.4275
Os08g0168000	MTR_5g094620	30.4124	32.9609
Os08g0168000	MTR_6g008560	30.9278	32.316
Os08g0168000	MTR_6g039440	30.0687	31.6456
Os08g0168000	MTR_8g007515	31.6151	32.8571
Os08g0168400	MTR_2g081980	34.3558	19.9643
Os08g0168400	MTR_2g082010	32.8221	18.7063
Os08g0168400	MTR_2g082050	24.2331	17.1367
Os08g0168400	MTR_2g082060	33.7423	19.7487
Os08g0168400	MTR_3g464190	33.7423	19.7487
Os08g0168400	MTR_4g019550	31.9018	18.638
Os08g0168400	MTR_4g048460	34.3558	19.9643
Os08g0168400	MTR_4g081460	33.7423	19.573
Os08g0168400	MTR_5g062230	33.7423	19.8915
Os08g0168400	MTR_5g073200	31.2883	18.5792
Os08g0168400	MTR_5g073260	32.5153	19.2029
Os08g0168400	MTR_5g094620	32.8221	19.9255
Os08g0168400	MTR_6g008560	35.8896	21.0054
Os08g0168400	MTR_6g039440	33.4356	19.7107
Os08g0168400	MTR_8g007515	34.0491	19.8214
Os08g0168700	MTR_0036s0220	41.7344	32.1503
Os08g0168700	MTR_0288s0020	38.7534	30.7527
Os08g0168700	MTR_2g008210	41.1924	31.6008
Os08g0168700	MTR_3g008010	40.6504	31.1203
Os08g0168700	MTR_5g058320	38.2114	30.064
Os08g0168700	MTR_5g064240	42.0054	32.2917
Os08g0168700	MTR_5g464760	42.2764	32.2981
Os08g0168700	MTR_5g464810	42.0054	32.2917
Os08g0168700	MTR_6g011340	37.3984	28.5124
Os08g0168700	MTR_6g013440	38.2114	29.0722
Os08g0168700	MTR_6g013450	38.4824	29.2784
Os08g0168700	MTR_6g013680	31.9783	31.1346
Os08g0168700	MTR_6g013900	37.6694	28.7785
Os08g0168700	MTR_6g013960	36.0434	27.4793
Os08g0168700	MTR_6g014020	39.0244	29.7521
Os08g0168700	MTR_6g014040	40.3794	30.7216
Os08g0168700	MTR_6g014050	42.8184	32.5773
Os08g0168700	MTR_6g014150	40.3794	30.8489
Os08g0168700	MTR_6g014170	40.1084	31.5565
Os08g0168700	MTR_6g014186	31.9783	26.7574
Os08g0168700	MTR_6g014187	38.2114	29.0123
Os08g0168700	MTR_6g014200	40.1084	30.8977
Os08g0168700	MTR_6g014220	40.9214	31.4583
Os08g0168700	MTR_6g014240	36.8564	30.0221
Os08g0168700	MTR_6g014250	41.1924	31.5353
Os08g0168700	MTR_6g014270	40.1084	30.5155
Os08g0168700	MTR_6g014290	41.1924	31.5353
Os08g0168700	MTR_6g014300	36.3144	28.5106
Os08g0168700	MTR_6g014310	40.6504	30.9278
Os08g0168700	MTR_7g011470	37.1274	29.1489
Os08g0168700	MTR_8g043470	32.2493	30.9896
Os08g0168700	MTR_8g059425	40.6504	30.9917
Os08g0169300	MTR_0794s0020	14.2322	15.261
Os08g0169300	MTR_1g076940	36.3296	26.8698
Os08g0169300	MTR_4g033015	35.9551	26.4463
Os08g0169300	MTR_4g033085	37.4532	28.0112
Os08g0169300	MTR_4g033150	35.5805	26.1708
Os08g0169300	MTR_4g033170	38.2022	28.5714
Os08g0169300	MTR_4g033200	36.3296	26.7218
Os08g0169300	MTR_4g079160	38.9513	29.2958
Os08g0169300	MTR_4g088190	37.0787	27.1978
Os08g0169300	MTR_4g088200	37.4532	27.7008
Os08g0169300	MTR_4g088340	37.8277	30.3303
Os08g0169300	MTR_4g088345	38.2022	28.6517
Os08g0169300	MTR_5g074540	37.8277	29.6188
Os08g0169300	MTR_5g074580	39.3258	29.1667
Os08g0169300	MTR_5g074600	39.7004	29.5265
Os08g0169300	MTR_5g074610	35.9551	29.4479
Os08g0169300	MTR_5g074680	37.4532	27.5482
Os08g0169300	MTR_7g014510	33.7079	25.2101
Os08g0169300	MTR_7g014570	34.8315	26.4205
Os08g0169300	MTR_7g024500	35.206	26.8571
Os08g0169300	MTR_7g024520	34.0824	26
Os08g0169400	MTR_0891s0010	32.5123	22.3729
Os08g0169400	MTR_1996s0010	30.5419	35.0282
Os08g0169400	MTR_2086s0010	30.5419	35.0282
Os08g0169400	MTR_3g479610	33.0049	21.0692
Os08g0169600	MTR_3g048940	47.1154	21.1207
Os08g0169600	MTR_3g061710	25	17.8082
Os08g0169600	MTR_5g085090	41.3462	18.1435
Os08g0169600	MTR_8g007200	34.6154	17.3077
Os08g0169600	MTR_8g007210	41.3462	29.2517
Os08g0169600	MTR_8g007225	32.6923	25
Os08g0169600	MTR_8g009140	39.4231	18.3857
Os08g0169700	MTR_6g011760	50.2128	37.5967
Os08g0169800	MTR_5g040090	54.6125	54.8148
Os08g0169800	MTR_7g039510	54.6125	53.8182
Os08g0170900	MTR_1g040925	59.2339	46.0149
Os08g0170900	MTR_1g040965	20.2462	67.8899
Os08g0170900	MTR_1g040995	53.762	44.6084
Os08g0170900	MTR_5g039770	47.4692	53.0581
Os08g0170900	MTR_5g039880	67.3051	67.2131
Os08g0170900	MTR_5g039890	32.6949	50
Os08g0170900	MTR_5g040040	42.2709	52.7304
Os08g0170900	MTR_5g040180	27.0862	53.5135
Os08g0170900	MTR_5g040190	24.0766	50
Os08g0170900	MTR_5g040230	15.3215	41.6357
Os08g0170900	MTR_6g011700	68.3995	70.922
Os08g0170900	MTR_6g011770	65.1163	67.5177
Os08g0170900	MTR_7g039380	15.1847	53.3654
Os08g0170900	MTR_7g039430	24.7606	51.4205
Os08g0170900	MTR_7g039440	22.5718	53.9216
Os08g0170900	MTR_7g039660	62.1067	63.0556
Os08g0170900	MTR_7g039680	26.2654	53.1856
Os08g0170900	MTR_7g039690	65.3899	67.5141
Os08g0170900	MTR_7g039770	14.9111	55.6122
Os08g0170900	MTR_7g039790	49.1108	50.0697
Os08g0170900	MTR_7g445240	47.606	49.6434
Os08g0170900	MTR_8g056030	72.093	72.093
Os08g0171000	MTR_0036s0320	34.6749	58.6387
Os08g0171000	MTR_3g040450	16.7183	36.4865
Os08g0171333	MTR_5g048870	14.2405	28.6624
Os08g0171333	MTR_6g011640	18.3544	14.5729
Os08g0171333	MTR_7g010090	24.3671	17.7829
Os08g0171600	MTR_0189s0050	0	0
Os08g0171600	MTR_3g105990	68.8312	26.7677
Os08g0171800	MTR_3g094830	36.5079	44.4015
Os08g0172200	MTR_5g043480	50	53.3546
Os08g0173700	MTR_1g097190	45.7143	57.1429
Os08g0174100	MTR_2g089745	1.01833	6.0241
Os08g0174100	MTR_7g014180	9.36864	25.9887
Os08g0174300	MTR_2g089745	5.78778	21.6867
Os08g0174300	MTR_7g014180	3.85852	6.77966
Os08g0174500	MTR_8g091720	36.3636	53.7313
Os08g0174700	MTR_1g097160	87.0192	86.6029
Os08g0174900	MTR_7g075885	53.5047	56.2654
Os08g0175000	MTR_0003s0530	16.573	28.7805
Os08g0175000	MTR_2g058450	32.5843	34.5238
Os08g0175000	MTR_4g112620	27.809	32.8904
Os08g0175000	MTR_4g112630	31.4607	34.3558
Os08g0175000	MTR_4g112650	31.4607	33.4328
Os08g0175000	MTR_4g112670	31.7416	33.631
Os08g0175200	MTR_6g038150	46.1676	44.2735
Os08g0175200	MTR_7g096450	6.23886	18.3246
Os08g0175200	MTR_7g098540	9.44742	25.7282
Os08g0175300	MTR_3g050110	52.5653	51.4692
Os08g0175300	MTR_3g050140	51.8877	46.2867
Os08g0175300	MTR_5g092100	53.6302	51.107
Os08g0175600	MTR_3g050110	40.3509	21.8009
Os08g0175600	MTR_3g050140	39.1228	19.2573
Os08g0175600	MTR_5g092100	41.2281	21.679
Os08g0176100	MTR_3g073550	52.6316	52.9595
Os08g0176100	MTR_4g112080	54.1796	54.5171
Os08g0176200	MTR_1g097160	81.9095	51.9936
Os08g0176800	MTR_1g492860	75.731	74.6398
Os08g0176800	MTR_2g008410	81.5789	79.4872
Os08g0176800	MTR_8g068875	80.9941	79.5977
Os08g0176900	MTR_1g090370	13.6247	23.2456
Os08g0176900	MTR_3g073560	30.3342	19.6339
Os08g0176900	MTR_3g087940	40.1028	42.9752
Os08g0176900	MTR_5g060950	31.1054	33.7989
Os08g0176900	MTR_8g091650	35.4756	35.0254
Os08g0177300	MTR_0340s0020	5.24226	15.4206
Os08g0177300	MTR_7g056603	35.5838	22.4787
Os08g0177500	MTR_4g046037	19.9063	17.9704
Os08g0177600	MTR_2g081100	54.4118	39.6252
Os08g0177700	MTR_7g065100	79.6296	86.8687
Os08g0177700	MTR_8g036205	69.4444	60.4839
Os08g0178100	MTR_8g063380	71.3	71.3714
Os08g0178100	MTR_8g471030	7.8	61.4173
Os08g0178200	MTR_0009s0370	55.2987	56.0547
Os08g0178200	MTR_3g007910	53.9499	58.5774
Os08g0178200	MTR_3g023480	52.4085	53.229
Os08g0178200	MTR_3g093010	58.5742	59.375
Os08g0178200	MTR_3g093060	51.2524	57.9521
Os08g0178200	MTR_4g090600	59.9229	60.5058
Os08g0178200	MTR_4g091370	62.4277	62.5483
Os08g0178200	MTR_5g041550	59.5376	60.1167
Os08g0178300	MTR_8g030840	47.8261	49.7175
Os08g0178300	MTR_8g446970	17.5725	36.6038
Os08g0178500	MTR_2g081155	36.6667	37.931
Os08g0178500	MTR_2g089835	28.8889	29.2135
Os08g0178500	MTR_2g089865	37.7778	11.2211
Os08g0178500	MTR_2g089905	38.8889	38.0435
Os08g0178500	MTR_2g089925	35.5556	38.0952
Os08g0178500	MTR_2g089930	40	39.5604
Os08g0178500	MTR_2g089940	36.6667	36.2637
Os08g0178500	MTR_2g089945	40	39.5604
Os08g0178500	MTR_2g089950	36.6667	39.2857
Os08g0178500	MTR_2g089960	36.6667	36.2637
Os08g0178500	MTR_2g089965	41.1111	38.5417
Os08g0178500	MTR_2g089970	43.3333	43.3333
Os08g0178500	MTR_2g089985	36.6667	36.2637
Os08g0178500	MTR_2g089990	43.3333	43.3333
Os08g0178500	MTR_2g481150	40	40.4494
Os08g0178500	MTR_2g481160	41.1111	41.573
Os08g0178500	MTR_4g045990	38.8889	39.3258
Os08g0178700	MTR_8g464780	65.9363	67.8279
Os08g0178800	MTR_2g011450	19.9288	45.9016
Os08g0178800	MTR_2g089310	24.5552	29.6137
Os08g0179400	MTR_2g011070	17.1598	13.9423
Os08g0179400	MTR_2g081820	18.0473	13.9588
Os08g0179400	MTR_8g466800	17.4556	13.2883
Os08g0179900	MTR_4g081550	27.3333	26.8852
Os08g0180000	MTR_6g003920	70.1897	69.6237
Os08g0180000	MTR_7g110030	71.0027	70.4301
Os08g0180100	MTR_2g089080	71.4025	15.7051
Os08g0180100	MTR_4g045743	71.4025	14.7479
Os08g0180300	MTR_1g115215	48.5437	48.0769
Os08g0180400	MTR_5g026790	44.3038	18.7166
Os08g0183900	MTR_4g009040	37.4486	27.5758
Os08g0183900	MTR_4g009690	37.8601	28.2209
Os08g0187500	MTR_2g083330	5.82822	3.48624
Os08g0187500	MTR_2g083350	6.44172	3.79061
Os08g0187500	MTR_5g005600	29.7546	13.4535
Os08g0187700	MTR_4g073340	17.3018	32.2457
Os08g0187700	MTR_6g011450	30.3811	35.119
Os08g0187700	MTR_6g011470	9.88671	45.7143
Os08g0187800	MTR_2g022700	71.3178	69.697
Os08g0187800	MTR_3g049400	73.9018	71.3217
Os08g0187900	MTR_3g051220	42.9553	40.0641
Os08g0188000	MTR_0194s0020	60.1108	65.1652
Os08g0188900	MTR_1g023770	51.5982	54.067
Os08g0188900	MTR_1g079490	62.5571	61.7117
Os08g0188900	MTR_2g019250	58.4475	57.9186
Os08g0188900	MTR_2g030855	52.5114	54.2453
Os08g0188900	MTR_2g030865	44.2922	54.4944
Os08g0188900	MTR_2g030895	44.2922	54.4944
Os08g0188900	MTR_2g031270	50.2283	51.6432
Os08g0188900	MTR_4g017030	58.9041	58.371
Os08g0188900	MTR_4g017040	58.9041	58.371
Os08g0188900	MTR_4g017050	58.4475	57.9186
Os08g0188900	MTR_5g046410	58.9041	58.371
Os08g0188900	MTR_5g046430	58.9041	58.371
Os08g0188900	MTR_6g005310	58.4475	58.1818
Os08g0188900	MTR_6g005330	58.9041	58.6364
Os08g0188900	MTR_6g005340	57.9909	57.7273
Os08g0188900	MTR_6g005350	52.0548	52.0548
Os08g0188900	MTR_6g005360	57.9909	57.7273
Os08g0188900	MTR_6g005380	50.6849	52.8571
Os08g0189100	MTR_1g023770	55.6561	58.8517
Os08g0189100	MTR_1g079490	66.0633	65.7658
Os08g0189100	MTR_2g019250	64.2534	64.2534
Os08g0189100	MTR_2g030855	54.7511	57.0755
Os08g0189100	MTR_2g030865	47.9638	59.5506
Os08g0189100	MTR_2g030895	47.9638	59.5506
Os08g0189100	MTR_2g031270	53.8462	55.8685
Os08g0189100	MTR_4g017030	64.2534	64.2534
Os08g0189100	MTR_4g017040	64.2534	64.2534
Os08g0189100	MTR_4g017050	63.8009	63.8009
Os08g0189100	MTR_5g046410	64.2534	64.2534
Os08g0189100	MTR_5g046430	64.2534	64.2534
Os08g0189100	MTR_6g005310	64.7059	65
Os08g0189100	MTR_6g005330	65.1584	65.4545
Os08g0189100	MTR_6g005340	64.2534	64.5455
Os08g0189100	MTR_6g005350	54.7511	55.2511
Os08g0189100	MTR_6g005360	64.7059	65
Os08g0189100	MTR_6g005380	50.6787	53.3333
Os08g0189200	MTR_1g023770	50.6667	54.5455
Os08g0189200	MTR_1g079490	59.1111	59.9099
Os08g0189200	MTR_2g019250	57.7778	58.8235
Os08g0189200	MTR_2g030855	52.4444	55.6604
Os08g0189200	MTR_2g030865	44.4444	56.1798
Os08g0189200	MTR_2g030895	44.4444	56.1798
Os08g0189200	MTR_2g031270	50.6667	53.5211
Os08g0189200	MTR_4g017030	57.7778	58.8235
Os08g0189200	MTR_4g017040	58.2222	59.276
Os08g0189200	MTR_4g017050	57.7778	58.8235
Os08g0189200	MTR_5g046410	57.7778	58.8235
Os08g0189200	MTR_5g046430	57.7778	58.8235
Os08g0189200	MTR_6g005310	58.2222	59.5455
Os08g0189200	MTR_6g005330	59.1111	60.4545
Os08g0189200	MTR_6g005340	57.7778	59.0909
Os08g0189200	MTR_6g005350	50.2222	51.5982
Os08g0189200	MTR_6g005360	57.7778	59.0909
Os08g0189200	MTR_6g005380	45.3333	48.5714
Os08g0189300	MTR_1g023770	49.1071	52.6316
Os08g0189300	MTR_1g079490	60.7143	61.2613
Os08g0189300	MTR_2g019250	58.4821	59.276
Os08g0189300	MTR_2g030855	51.3393	54.2453
Os08g0189300	MTR_2g030865	42.8571	53.9326
Os08g0189300	MTR_2g030895	43.3036	54.4944
Os08g0189300	MTR_2g031270	49.1071	51.6432
Os08g0189300	MTR_4g017030	58.4821	59.276
Os08g0189300	MTR_4g017040	58.9286	59.7285
Os08g0189300	MTR_4g017050	58.4821	59.276
Os08g0189300	MTR_5g046410	58.4821	59.276
Os08g0189300	MTR_5g046430	58.4821	59.276
Os08g0189300	MTR_6g005310	59.375	60.4545
Os08g0189300	MTR_6g005330	59.375	60.4545
Os08g0189300	MTR_6g005340	58.4821	59.5455
Os08g0189300	MTR_6g005350	51.3393	52.5114
Os08g0189300	MTR_6g005360	58.4821	59.5455
Os08g0189300	MTR_6g005380	45.0893	48.0952
Os08g0189400	MTR_1g023770	53.5714	57.4163
Os08g0189400	MTR_1g079490	64.2857	64.8649
Os08g0189400	MTR_2g019250	61.1607	61.991
Os08g0189400	MTR_2g030855	54.9107	58.0189
Os08g0189400	MTR_2g030865	46.875	58.9888
Os08g0189400	MTR_2g030895	46.875	58.9888
Os08g0189400	MTR_2g031270	54.0179	56.8075
Os08g0189400	MTR_4g017030	61.1607	61.991
Os08g0189400	MTR_4g017040	61.6071	62.4434
Os08g0189400	MTR_4g017050	60.7143	61.5385
Os08g0189400	MTR_5g046410	61.1607	61.991
Os08g0189400	MTR_5g046430	61.1607	61.991
Os08g0189400	MTR_6g005310	61.1607	62.2727
Os08g0189400	MTR_6g005330	62.0536	63.1818
Os08g0189400	MTR_6g005340	60.7143	61.8182
Os08g0189400	MTR_6g005350	52.6786	53.8813
Os08g0189400	MTR_6g005360	61.1607	62.2727
Os08g0189400	MTR_6g005380	48.6607	51.9048
Os08g0189500	MTR_1g023770	54.2222	58.3732
Os08g0189500	MTR_1g079490	64.8889	65.7658
Os08g0189500	MTR_2g019250	60.4444	61.5385
Os08g0189500	MTR_2g030855	56	59.434
Os08g0189500	MTR_2g030865	47.5556	60.1124
Os08g0189500	MTR_2g030895	47.5556	60.1124
Os08g0189500	MTR_2g031270	54.6667	57.7465
Os08g0189500	MTR_4g017030	60.4444	61.5385
Os08g0189500	MTR_4g017040	60.8889	61.991
Os08g0189500	MTR_4g017050	60	61.086
Os08g0189500	MTR_5g046410	60.4444	61.5385
Os08g0189500	MTR_5g046430	60.4444	61.5385
Os08g0189500	MTR_6g005310	60.8889	62.2727
Os08g0189500	MTR_6g005330	60.8889	62.2727
Os08g0189500	MTR_6g005340	60.4444	61.8182
Os08g0189500	MTR_6g005350	52.8889	54.3379
Os08g0189500	MTR_6g005360	60.8889	62.2727
Os08g0189500	MTR_6g005380	49.3333	52.8571
Os08g0189600	MTR_1g023770	52.8889	56.9378
Os08g0189600	MTR_1g079490	64	64.8649
Os08g0189600	MTR_2g019250	60.4444	61.5385
Os08g0189600	MTR_2g030855	54.6667	58.0189
Os08g0189600	MTR_2g030865	46.2222	58.427
Os08g0189600	MTR_2g030895	46.2222	58.427
Os08g0189600	MTR_2g031270	53.3333	56.338
Os08g0189600	MTR_4g017030	60.4444	61.5385
Os08g0189600	MTR_4g017040	60	61.086
Os08g0189600	MTR_4g017050	60	61.086
Os08g0189600	MTR_5g046410	60.4444	61.5385
Os08g0189600	MTR_5g046430	60.4444	61.5385
Os08g0189600	MTR_6g005310	60.4444	61.8182
Os08g0189600	MTR_6g005330	60.4444	61.8182
Os08g0189600	MTR_6g005340	60	61.3636
Os08g0189600	MTR_6g005350	52.4444	53.8813
Os08g0189600	MTR_6g005360	60.4444	61.8182
Os08g0189600	MTR_6g005380	48.8889	52.381
Os08g0189700	MTR_1g023770	54.0179	57.8947
Os08g0189700	MTR_1g079490	65.1786	65.7658
Os08g0189700	MTR_2g019250	61.6071	62.4434
Os08g0189700	MTR_2g030855	55.8036	58.9623
Os08g0189700	MTR_2g030865	47.3214	59.5506
Os08g0189700	MTR_2g030895	47.3214	59.5506
Os08g0189700	MTR_2g031270	54.4643	57.277
Os08g0189700	MTR_4g017030	61.6071	62.4434
Os08g0189700	MTR_4g017040	61.1607	61.991
Os08g0189700	MTR_4g017050	61.1607	61.991
Os08g0189700	MTR_5g046410	61.6071	62.4434
Os08g0189700	MTR_5g046430	61.6071	62.4434
Os08g0189700	MTR_6g005310	62.5	63.6364
Os08g0189700	MTR_6g005330	62.5	63.6364
Os08g0189700	MTR_6g005340	62.0536	63.1818
Os08g0189700	MTR_6g005350	53.5714	54.7945
Os08g0189700	MTR_6g005360	62.5	63.6364
Os08g0189700	MTR_6g005380	50	53.3333
Os08g0189850	MTR_1g023770	54.4643	58.3732
Os08g0189850	MTR_1g079490	65.625	66.2162
Os08g0189850	MTR_2g019250	62.0536	62.8959
Os08g0189850	MTR_2g030855	54.9107	58.0189
Os08g0189850	MTR_2g030865	46.875	58.9888
Os08g0189850	MTR_2g030895	46.875	58.9888
Os08g0189850	MTR_2g031270	54.0179	56.8075
Os08g0189850	MTR_4g017030	62.0536	62.8959
Os08g0189850	MTR_4g017040	61.6071	62.4434
Os08g0189850	MTR_4g017050	61.6071	62.4434
Os08g0189850	MTR_5g046410	62.0536	62.8959
Os08g0189850	MTR_5g046430	62.0536	62.8959
Os08g0189850	MTR_6g005310	62.9464	64.0909
Os08g0189850	MTR_6g005330	62.9464	64.0909
Os08g0189850	MTR_6g005340	62.5	63.6364
Os08g0189850	MTR_6g005350	54.9107	56.1644
Os08g0189850	MTR_6g005360	62.9464	64.0909
Os08g0189850	MTR_6g005380	50.8929	54.2857
Os08g0189900	MTR_1g023770	54.0179	57.8947
Os08g0189900	MTR_1g079490	65.1786	65.7658
Os08g0189900	MTR_2g019250	61.1607	61.991
Os08g0189900	MTR_2g030855	55.8036	58.9623
Os08g0189900	MTR_2g030865	47.3214	59.5506
Os08g0189900	MTR_2g030895	47.3214	59.5506
Os08g0189900	MTR_2g031270	54.4643	57.277
Os08g0189900	MTR_4g017030	61.1607	61.991
Os08g0189900	MTR_4g017040	61.1607	61.991
Os08g0189900	MTR_4g017050	60.7143	61.5385
Os08g0189900	MTR_5g046410	61.1607	61.991
Os08g0189900	MTR_5g046430	61.1607	61.991
