Gene stable ID	Oryza brachyantha gene stable ID	%id. target Oryza brachyantha gene identical to query gene	%id. query gene identical to target Oryza brachyantha gene
Os07g0695900	OB07G33030	74.2188	69.1748
Os08g0100200	OB08G10070	80.3509	81.4947
Os08g0100500	OB08G10080	78.5014	79.6165
Os08g0100700	OB08G10090	62.987	12.8818
Os08g0100800	OB08G10100	70.8955	65.2921
Os08g0101000	OB08G10110	88.3978	87.9121
Os08g0101100	OB08G10120	78.8177	83.7696
Os08g0101400	OB08G10140	85.2564	84.8936
Os08g0101500	OB08G10150	63.2967	73.8462
Os08g0101600	OB08G10160	78.5714	14.3089
Os08g0101700	OB08G10170	81.0924	79.7521
Os08g0101800	OB08G10180	72.8843	76.588
Os08g0101900	OB08G10200	73.2984	68.2927
Os08g0102000	OB08G10210	75.5	76.2626
Os08g0102050	OB03G23760	48.9362	7.46753
Os08g0102100	OB08G10230	94.2342	93.8959
Os08g0102400	OB08G10250	50.1845	62.963
Os08g0102700	OB08G10280	87.2247	89.1892
Os08g0102900	OB08G10290	44.9275	43.4579
Os08g0103000	OB08G10310	69.2884	35.5769
Os08g0103300	OB08G10330	93.3481	94.1834
Os08g0103400	OB08G10340	90.2913	90.7317
Os08g0103500	OB08G10350	87.5912	87.5912
Os08g0103600	OB08G10360	68.0628	78.0781
Os08g0103900	OB08G10370	93.5185	92.0973
Os08g0104100	OB08G10380	90	92.5714
Os08g0104300	OB08G10390	69.0909	86.3636
Os08g0104400	OB08G10400	45.8333	41.9048
Os08g0104600	OB08G10410	92.8058	92.1429
Os08g0104700	OB08G10420	85.2174	86.2351
Os08g0104800	OB08G10450	21.5873	47.8873
Os08g0104900	OB01G54130	96.7359	96.7359
Os08g0104900	OB08G10460	97.9229	97.9229
Os08g0105000	OB08G10470	70.3375	76.7442
Os08g0105100	OB08G10480	45.4219	83.2237
Os08g0105700	OB08G10530	38.4615	49.1803
Os08g0105700	OB08G10560	76.9231	57.1429
Os08g0105800	OB08G10550	76.867	76.311
Os08g0106300	OB08G10570	79.1246	46.169
Os08g0106501	OB08G10590	85.2679	87.2146
Os08g0106600	OB08G10610	30.8824	76.3636
Os08g0106700	OB02G38440	68.3453	20.6074
Os08g0106900	OB01G21870	53.7084	38.8889
Os08g0106900	OB12G10590	77.7494	36.8485
Os08g0107100	OB08G10620	95.2522	95.2522
Os08g0107300	OB08G10630	66.5975	92.2414
Os08g0107400	OB08G10640	91.4286	55.8464
Os08g0107500	OB03G13530	94.1176	94.1176
Os08g0107800	OB08G10660	79.1667	78.4127
Os08g0108200	OB08G10700	89.901	90.6188
Os08g0108500	OB08G10720	53.268	94.7674
Os08g0108700	OB08G10730	82.1277	85.7778
Os08g0109000	OB08G10740	96.5087	96.2687
Os08g0109100	OB08G10760	94.1507	93.311
Os08g0109200	OB08G10770	84.8131	97.5806
Os08g0109300	OB08G10780	91.7241	91.4089
Os08g0109400	OB08G10790	77.2358	49.6084
Os08g0109500	OB08G10800	79.8305	81.2069
Os08g0109800	OB08G10820	52.8708	53.1889
Os08g0109900	OB08G10830	94.0239	79.1946
Os08g0110000	OB08G10840	93.7186	93.9547
Os08g0110100	OB06G21800	85.3448	86.8421
Os08g0110300	OB08G10850	94.2238	94.2238
Os08g0110400	OB08G10880	85.258	93.2796
Os08g0110500	OB08G10890	94.9029	91.784
Os08g0110600	OB08G10900	39.5437	68.4211
Os08g0110700	OB08G10910	83.9915	91.1935
Os08g0110800	OB08G10920	94.5238	56.6334
Os08g0111200	OB08G10930	74.3534	82.4373
Os08g0111300	OB08G10970	75.3653	81.6742
Os08g0111500	OB08G10970	66.2289	79.8643
Os08g0111800	OB08G10980	79.9569	75.7143
Os08g0112300	OB08G11000	82.3404	84.3137
Os08g0112400	OB08G11010	70.015	85.8456
Os08g0112500	OB08G11020	94.9198	95.5585
Os08g0112600	OB08G11070	96.5035	94.5205
Os08g0112700	OB08G11080	93.2432	92.8251
Os08g0112800	OB08G11090	89.4366	89.4366
Os08g0112900	OB08G11100	80.8399	84.153
Os08g0112950	OB03G42110	40.7767	40
Os08g0112950	OB07G10890	41.7476	40.9524
Os08g0113000	OB08G11120	75.6329	82.9861
Os08g0113100	OB08G11130	96.131	96.131
Os08g0113150	OB08G11140	93.75	93.75
Os08g0113200	OB08G11150	86.5155	86.5155
Os08g0113300	OB08G11160	53.3019	56.2189
Os08g0113400	OB08G11170	67.3031	82.6979
Os08g0113800	OB08G11200	89.4967	88.913
Os08g0113900	OB08G11210	41.6667	73.7705
Os08g0114100	OB08G11220	58.2375	93.2515
Os08g0114150	OB02G43830	85.7143	60
Os08g0114200	OB08G11230	89.1013	93.7626
Os08g0114300	OB08G11240	85.5688	79.6208
Os08g0115800	OB08G11290	61.6601	40.3101
Os08g0116400	OB08G11310	66.5563	100
Os08g0116500	OB08G11330	89.0909	89.0909
Os08g0116566	OB08G11340	96.6006	10.1037
Os08g0116700	OB08G11340	85.1577	13.6
Os08g0116800	OB08G11350	95.0382	95.7692
Os08g0116900	OB08G11360	86.0825	93.8202
Os08g0117000	OB08G11370	79.6646	74.364
Os08g0117200	OB02G23100	89.2405	93.3775
Os08g0117300	OB08G11380	76.8212	100
Os08g0117400	OB08G11390	100	100
Os08g0117700	OB05G17720	10.5413	68.5185
Os08g0117700	OB08G11400	48.7179	46.0916
Os08g0117750	OB08G11410	85.2632	79.4118
Os08g0117800	OB08G11420	65.5758	87.399
Os08g0117900	OB08G11430	83.5366	63.4259
Os08g0118000	OB08G11440	65.0538	96.8
Os08g0118100	OB08G11450	48.9796	93.1034
Os08g0118100	OB08G11460	16.5533	83.908
Os08g0118300	OB08G11470	45	62.069
Os08g0118500	OB08G11480	79.8165	87
Os08g0118800	OB08G11490	90.1961	87.619
Os08g0118900	OB08G11500	69.2308	92.4107
Os08g0119000	OB08G11510	93.4272	93.4272
Os08g0119300	OB08G11540	12.6761	6.3981
Os08g0119700	OB08G11570	60.452	55.5844
Os08g0120000	OB08G11580	80.2857	69.7271
Os08g0120200	OB08G11600	88.8628	93.9281
Os08g0120500	OB08G11610	88.2682	92.3977
Os08g0120600	OB08G11620	93.0939	93.6111
Os08g0120900	OB08G11640	56.044	57.047
Os08g0120900	OB08G11650	45.7143	59.4286
Os08g0120900	OB08G11670	52.0879	54.1096
Os08g0121400	OB08G11680	71.9008	55.0633
Os08g0121800	OB08G11680	73.125	74.0506
Os08g0121900	OB08G11700	83.3904	89.1941
Os08g0122000	OB08G11720	94.5736	93.666
Os08g0123400	OB08G11730	42.8571	55.6701
Os08g0123900	OB08G11740	82.5545	37.4294
Os08g0124000	OB08G11770	67.2	71.3881
Os08g0124100	OB08G11770	70.1031	48.1586
Os08g0124500	OB08G11750	84.3195	84.0708
Os08g0124750	OB01G41920	36.1702	32.6923
Os08g0125200	OB08G11750	85.5311	68.8791
Os08g0125850	OB01G41920	33.8028	23.0769
Os08g0126100	OB08G11800	62.5	70.0637
Os08g0126300	OB08G11850	97.6261	97.6261
Os08g0126700	OB08G11880	61.3487	84.1986
Os08g0127100	OB08G11910	41.387	97.8836
Os08g0127500	OB08G11930	59.7826	98.2143
Os08g0127600	OB08G11940	57.3379	96.5517
Os08g0127700	OB08G11950	97.7612	97.9439
Os08g0127800	OB08G11960	59.9222	57.8947
Os08g0127900	OB08G11970	86.8173	87.6426
Os08g0128000	OB08G11980	90.2439	89.1566
Os08g0128200	OB08G11990	78.0538	84.7191
Os08g0128300	OB08G12000	91.6667	37.931
Os08g0128500	OB02G10760	98.9362	98.9362
Os08g0129400	OB08G16510	20.9184	19.2488
Os08g0129500	OB08G12050	88.2682	88.5154
Os08g0129600	OB08G12060	93.5129	95.6195
Os08g0129700	OB08G12070	98.2759	98.2759
Os08g0129900	OB08G12090	63.6364	70.4698
Os08g0130000	OB08G12100	51.3919	96
Os08g0130100	OB08G12110	97.9592	83.7209
Os08g0130300	OB08G12140	70.3759	85.7143
Os08g0130400	OB08G12150	15.5477	13.5385
Os08g0130500	OB08G12160	97.4922	97.4922
Os08g0130600	OB08G12170	92.6677	94.586
Os08g0130900	OB08G12180	81.2793	97.2015
Os08g0131000	OB08G12190	80.8605	88.1877
Os08g0131100	OB08G12200	96.1905	96.929
Os08g0131300	OB08G12220	81.0757	80.5941
Os08g0132100	OB08G12260	68.1614	70.5336
Os08g0132500	OB06G13750	58.4	15.8009
Os08g0132600	OB08G12260	67.9287	70.7657
Os08g0133000	OB08G12250	91.4815	92.1642
Os08g0133700	OB08G12250	92.963	93.6567
Os08g0134900	OB08G12340	62.0438	59.1647
Os08g0135100	OB08G12350	93.1429	54.063
Os08g0135400	OB08G12370	91.2718	91.9598
Os08g0135500	OB08G12380	61.7188	86.8132
Os08g0135600	OB08G12390	94.1176	83.1169
Os08g0135800	OB08G12430	80.8977	84.2391
Os08g0135900	OB08G12440	78.7686	98.4085
Os08g0136100	OB08G12470	83.1847	95.8884
Os08g0136300	OB08G18130	55.2727	67.8571
Os08g0136500	OB08G18130	48.5714	60.7143
Os08g0136700	OB08G18130	55.8394	68.3036
Os08g0136800	OB08G18130	52.8986	65.1786
Os08g0137050	OB06G25530	30.6122	15.9574
Os08g0137100	OB08G12480	96.5426	94.5312
Os08g0137200	OB08G12490	97.9684	97.9684
Os08g0137250	OB08G12500	77.897	78.5714
Os08g0137300	OB08G12510	49.4929	91.7293
Os08g0137400	OB08G12520	63.2184	41.6667
Os08g0137800	OB08G12530	73.1579	73.9362
Os08g0137900	OB08G12540	63.2979	48.5714
Os08g0137900	OB08G12650	70.7447	69.6335
Os08g0138100	OB08G12540	64.1026	51.0204
Os08g0138100	OB08G12650	73.3333	74.8691
Os08g0138200	OB08G12540	67.8947	52.6531
Os08g0138200	OB08G12650	80	79.5812
Os08g0138500	OB08G12550	89.3281	91.8699
Os08g0138600	OB08G12560	69.8551	90.4315
Os08g0138700	OB08G12590	96.0829	96.0829
Os08g0139000	OB08G12620	95.7447	95.7447
Os08g0139100	OB08G12660	87.3362	90.0901
Os08g0139200	OB08G12680	98.0296	98.0296
Os08g0140300	OB08G12700	51.3619	91.0345
Os08g0140500	OB08G12710	78.7763	93.424
Os08g0140600	OB08G12760	71.0145	37.9845
Os08g0140600	OB08G13590	70.5314	32.5893
Os08g0140700	OB08G12760	48.5531	39.0181
Os08g0140700	OB08G13590	52.7331	36.6071
Os08g0141300	OB08G12770	58.3691	96.4539
Os08g0141400	OB08G12780	94.1176	57.931
Os08g0142500	OB08G12860	65.641	67.3684
Os08g0142900	OB08G12870	44.2105	78.5047
Os08g0143400	OB08G12900	57.7982	88.2
Os08g0143500	OB08G12910	91.6309	91.2393
Os08g0143700	OB08G12920	83.4286	93.8907
Os08g0144000	OB08G12930	48.564	86.1111
Os08g0144400	OB01G28000	61.6936	62.1951
Os08g0145600	OB01G28000	78.6408	32.9268
Os08g0146001	OB08G13300	45.7014	40.0794
Os08g0148267	OB08G13000	77.3632	81.6273
Os08g0148566	OB08G13310	49.3711	46.8657
Os08g0149000	OB08G13300	46.9828	43.254
Os08g0150700	OB08G13060	39.1304	67.2414
Os08g0150800	OB08G13070	86.5482	86.9898
Os08g0151000	OB08G13080	82.3009	84.8024
Os08g0151300	OB08G13090	41.2256	40.2174
Os08g0151400	OB08G13100	98.4375	71.5909
Os08g0151700	OB08G13130	71.5017	66.2975
Os08g0151800	OB08G13140	92.2607	91.5152
Os08g0151900	OB08G13150	42.3256	33.3333
Os08g0152000	OB08G13180	90.8197	92.6421
Os08g0152100	OB08G13190	87.7358	70.7224
Os08g0152300	OB08G13200	51.8201	72.0238
Os08g0152400	OB08G13200	91.4729	35.119
Os08g0152500	OB08G13220	84.7015	84.0741
Os08g0152600	OB08G13240	90.8587	84.7545
Os08g0152700	OB08G13250	90.8072	90.8072
Os08g0152800	OB08G13260	91.9444	91.9444
Os08g0152900	OB08G13270	91.3357	46.337
Os08g0153000	OB08G13280	92.4242	38.6994
Os08g0153600	OB08G13360	60.9091	92.3228
Os08g0153900	OB08G13370	76.087	85.0202
Os08g0153900	OB08G13380	59.7826	63.4615
Os08g0154000	OB08G13390	56.6225	91.4438
Os08g0154225	OB08G13440	89.0756	49.6255
Os08g0154250	OB08G13450	76.1667	90.1381
Os08g0154300	OB08G13460	86.7168	94.7945
Os08g0154600	OB08G13470	91.048	91.5478
Os08g0154700	OB08G13480	100	100
Os08g0154900	OB08G13490	53.9835	94.6988
Os08g0155000	OB08G13500	97.6109	97.6109
Os08g0155100	OB08G13510	89.4515	88.7029
Os08g0155400	OB08G13530	64.1905	73.102
Os08g0155700	OB08G13550	57.377	1.88679
Os08g0155900	OB08G13570	59	58.4158
Os08g0156000	OB08G13580	77.6316	76.6234
Os08g0156100	OB08G13580	75.3247	75.3247
Os08g0156600	OB08G13620	93.5872	93.5872
Os08g0156700	OB08G13630	90.9465	90.9465
Os08g0156800	OB08G13640	100	100
Os08g0156900	OB08G13650	91.1688	91.1688
Os08g0157000	OB08G13660	97.2081	97.2081
Os08g0157100	OB08G13670	96.2306	68.0251
Os08g0157500	OB08G13680	87.7717	89.4737
Os08g0157600	OB08G13700	89.5688	89.6936
Os08g0157700	OB08G13710	56.7944	84.0206
Os08g0157800	OB08G13720	54.8747	70.7361
Os08g0157900	OB08G13730	78.738	82.1173
Os08g0158200	OB08G13740	46.8809	85.8131
Os08g0158300	OB08G13760	81.3433	61.9318
Os08g0158400	OB08G13770	53.0249	86.1272
Os08g0158500	OB08G13780	83.2891	93.7313
Os08g0158900	OB08G13800	76.6739	77.1739
Os08g0159000	OB08G13810	79.3846	79.8762
Os08g0159100	OB08G13820	85.9712	86.2816
Os08g0159500	OB08G13830	76.087	97.9021
Os08g0159800	OB08G13850	65.1226	88.5185
Os08g0159900	OB08G13860	93.8036	92.8302
Os08g0160000	OB08G13870	97.5207	97.5207
Os08g0160300	OB08G13890	45.2174	96.2963
Os08g0160500	OB08G13900	76.7857	95.6806
Os08g0161500	OB08G13930	89.4602	90.3896
Os08g0161700	OB08G13940	83.7607	83.0508
Os08g0161750	OB08G13950	78.6585	48.4962
Os08g0161800	OB08G13960	93.9502	94.2857
Os08g0161900	OB08G13970	97.076	96.793
Os08g0162000	OB08G13980	89.5522	40.678
Os08g0162033	OB08G13990	73.2673	82.2222
Os08g0162100	OB08G14010	98.323	98.323
Os08g0162200	OB08G14020	89.5327	81.3243
Os08g0162400	OB08G14040	76.7033	70.6478
Os08g0162500	OB08G14050	58.8235	83.3333
Os08g0162600	OB08G14060	72.6923	84
Os08g0162700	OB08G14070	82.1429	82.9897
Os08g0162800	OB08G14080	90.1099	89.1304
Os08g0163100	OB03G47850	76.5957	74.6888
Os08g0163200	OB08G14130	86.4286	56.5421
Os08g0163300	OB08G14140	52.9801	65.0406
Os08g0163400	OB08G14150	91.1271	68.5921
Os08g0163500	OB08G14160	62.4146	63.2794
Os08g0164300	OB08G14180	44.7761	21.3068
Os08g0165800	OB07G12680	54.5817	42.284
Os08g0166400	OB08G14200	81.2375	48.3373
Os08g0167000	OB0317G10010	32.3646	92.803
Os08g0167000	OB08G14220	36.9881	95.8904
Os08g0167166	OB05G11330	31.8584	8.05369
Os08g0167400	OB08G14230	81.9897	82.8423
Os08g0167500	OB08G14240	83.7945	86.8852
Os08g0167800	OB08G14260	79.0831	50.7353
Os08g0168000	OB08G14260	76.1168	81.4338
Os08g0168700	OB08G14280	69.1057	69.4823
Os08g0169600	OB08G14290	75	20.6349
Os08g0169700	OB08G14300	90.2736	68.5912
Os08g0169800	OB08G14310	58.3026	90.2857
Os08g0169800	OB08G14450	55.7196	87.2832
Os08g0170900	OB08G14460	95.896	95.765
Os08g0170900	OB08G14480	88.3721	91.7614
Os08g0171000	OB08G14490	89.1641	89.1641
Os08g0171600	OB08G14500	56.71	24.5089
Os08g0171700	OB08G14520	93.8462	93.8462
Os08g0171800	OB08G14530	31.1111	90.7407
Os08g0172200	OB01G40950	92.8144	92.5373
Os08g0173300	OB08G14570	58.7912	60.1124
Os08g0173600	OB08G14580	53.9216	42.3077
Os08g0173700	OB05G29090	5.14286	3.93013
Os08g0174700	OB08G14650	94.2308	98.1636
Os08g0174900	OB08G14660	46.2617	82.5
Os08g0175000	OB03G44810	48.8764	67.9688
Os08g0175000	OB06G31640	68.2584	70.2312
Os08g0175200	OB08G14670	90.3743	90.2135
Os08g0175300	OB08G14680	85.3824	90.1841
Os08g0175600	OB08G14680	78.0702	45.501
Os08g0176100	OB08G14690	61.3003	68.5121
Os08g0176200	OB08G14650	84.9246	56.4274
Os08g0176800	OB08G14700	97.3684	95.1429
Os08g0176900	OB08G14710	62.4679	68.0672
Os08g0177300	OB01G30180	84.7498	55.6889
Os08g0177500	OB08G14750	73.0679	76.4706
Os08g0177600	OB08G14770	59.9265	61.7424
Os08g0177700	OB08G14780	89.8148	98.9796
Os08g0177800	OB08G14790	83.7607	83.7607
Os08g0178100	OB08G14800	95.1	95.3862
Os08g0178200	OB08G14810	93.2563	93.7984
Os08g0178300	OB08G14830	89.6739	86.2369
Os08g0178500	OB08G14840	62.2222	40.5797
Os08g0178700	OB08G14860	92.2311	92.7856
Os08g0178800	OB08G14870	50.8897	68.0952
Os08g0178900	OB01G26310	24.7104	31.1436
Os08g0178900	OB03G34970	26.4479	28.1893
Os08g0179100	OB04G33300	4.72441	6.31579
Os08g0179900	OB08G14920	63	80.0847
Os08g0180000	OB08G14940	96.206	80.4989
Os08g0180100	OB08G14950	97.8142	23.6668
Os08g0180300	OB08G14960	89.1262	89.4737
Os08g0180400	OB08G14970	96.2025	49.0323
Os08g0180500	OB08G14980	87.4222	87.6404
Os08g0181925	OB08G15000	37.5	17.9775
Os08g0183900	OB08G15060	64.6091	47.7204
Os08g0187500	OB08G15090	61.6564	93.4884
Os08g0187500	OB08G15100	11.3497	7.2549
Os08g0187700	OB08G15110	75.4892	89.8284
Os08g0187800	OB05G20930	95.8656	95.8656
Os08g0187800	OB08G15120	97.1576	97.1576
Os08g0187900	OB07G23350	16.8385	56.9767
Os08g0188000	OB08G15140	29.3629	70.6667
Os08g0188900	OB08G15220	86.758	85.5856
Os08g0189100	OB08G15220	80.543	80.1802
Os08g0189400	OB08G15230	75.4464	97.6879
Os08g0189500	OB08G15250	92.8889	92.8889
Os08g0189500	OB08G15270	92.4444	92.4444
Os08g0189600	OB08G15250	93.3333	93.3333
Os08g0189600	OB08G15270	92.8889	92.8889
Os08g0189700	OB08G15250	94.6429	94.2222
Os08g0189700	OB08G15270	94.1964	93.7778
Os08g0189850	OB08G15250	92.4107	92
Os08g0189850	OB08G15270	91.9643	91.5556
Os08g0189900	OB08G15250	94.6429	94.2222
Os08g0189900	OB08G15270	94.1964	93.7778
Os08g0190100	OB08G15260	93.3036	92.4779
Os08g0190100	OB08G15280	92.8571	92.0354
Os08g0190100	OB08G15290	85.7143	83.1169
Os08g0190200	OB08G15330	73.9819	90.0826
Os08g0190250	OB08G15360	33.7931	18.0147
Os08g0190300	OB08G15350	30.167	27.7085
Os08g0190700	OB08G15380	83.9798	85.8621
Os08g0190800	OB08G15390	96.875	96.875
Os08g0191000	OB08G15400	91.2088	91.2088
Os08g0191100	OB08G15410	90.9091	2.0141
Os08g0191200	OB11G16020	91.6509	92.7063
Os08g0191433	OB08G15430	86.2202	75.3517
Os08g0191600	OB08G15440	100	100
Os08g0191700	OB08G15450	93.4931	93.8144
Os08g0191900	OB08G15460	93.4319	93.2787
Os08g0192100	OB08G15470	89.2857	89.2857
Os08g0192200	OB08G15500	67.3684	28.0702
Os08g0192400	OB08G10220	92.2438	91.7355
Os08g0192800	OB08G15510	66.3202	69.1974
Os08g0192900	OB08G15520	70.6294	63.4223
Os08g0193000	OB08G15530	35.9116	55.2408
Os08g0193200	OB08G15550	67.8261	39.196
Os08g0193300	OB08G15550	33.9339	56.7839
Os08g0194900	OB08G15560	76.1299	80.0891
Os08g0195000	OB08G15580	31.6	29.1513
Os08g0196200	OB08G15630	37.2263	39.3822
Os08g0196700	OB08G15650	78.2383	85.7955
Os08g0196900	OB08G15660	65.5246	67.4009
Os08g0197400	OB08G15670	75.4991	34.8993
Os08g0197500	OB08G15670	73.2965	33.3893
Os08g0198000	OB03G33330	29.7521	23.5294
Os08g0198000	OB04G18790	33.8843	4.88677
Os08g0198000	OB05G19470	13.2231	2.54777
Os08g0198100	OB08G16050	15.977	38.5042
Os08g0198300	OB08G15680	30.4469	76.2238
Os08g0198700	OB03G43510	71.4286	11.8483
Os08g0199000	OB08G15690	70.4255	55.9122
Os08g0199100	OB08G15690	70.4036	53.0405
Os08g0199300	OB08G15700	96.1929	96.1929
Os08g0199400	OB08G15710	46.3007	77.6
Os08g0199525	OB01G48110	45.6376	38.2022
Os08g0200100	OB08G15720	34.6535	48.2759
Os08g0200300	OB08G15750	95.3846	98.4127
Os08g0200500	OB08G15790	92.6829	92.1833
Os08g0200600	OB08G15810	86.0068	85.7143
Os08g0201100	OB08G15820	37.7049	39.2045
Os08g0202300	OB08G15850	55.3897	47.6462
Os08g0202400	OB08G15830	48.2552	61.5776
Os08g0203150	OB08G15880	67.4699	69.1358
Os08g0203400	OB08G15900	80.6641	83.8579
Os08g0203600	OB08G15910	89.759	58.4314
Os08g0203700	OB08G15920	90.2248	87.5712
Os08g0203800	OB08G15940	35.3066	56.9966
Os08g0203900	OB08G20760	90.9357	91.2023
Os08g0204800	OB09G11380	85.2273	56.5327
Os08g0205000	OB06G15080	26.9461	20.362
Os08g0205100	OB08G15960	14.4947	47.807
Os08g0205150	OB08G15960	12.4064	50.8772
Os08g0205200	OB08G15970	93.6975	54.3902
Os08g0205200	OB08G15990	91.1765	63.2653
Os08g0205300	OB08G16000	51.7857	86.383
Os08g0205400	OB08G16010	92.5926	89.2857
Os08g0205500	OB08G16020	25.1101	57.5758
Os08g0205800	OB08G16030	39.0909	51.1905
Os08g0205900	OB08G16040	95.4902	90.689
Os08g0206500	OB08G16090	56.7376	55.9441
Os08g0206600	OB08G16110	85.8569	94.3327
Os08g0206700	OB08G16120	68.4834	28.6991
Os08g0206800	OB08G16120	77.7778	4.1708
Os08g0206900	OB08G16130	98.1595	97.9592
Os08g0206950	OB08G16140	90.8629	90.8629
Os08g0207000	OB08G16150	94.5455	32.7044
Os08g0207401	OB05G27510	36.4807	34
Os08g0207500	OB08G16180	49.2424	85.5263
Os08g0207600	OB08G16190	72.0824	94.5946
Os08g0215300	OB12G17990	65.6442	43.4959
Os08g0216000	OB08G16210	59.1195	15.7718
Os08g0220600	OB08G16280	87.4603	81.0294
Os08g0223700	OB08G16420	72.905	20.2955
Os08g0223766	OB08G16420	63.3833	23.0171
Os08g0223833	OB08G16420	87.1542	34.2924
Os08g0223900	OB08G16360	94.5223	90.158
Os08g0224000	OB08G16350	91.2426	92.0048
Os08g0224100	OB08G16340	95.6835	95.6835
Os08g0224200	OB08G16330	90.4685	31.5671
Os08g0224300	OB08G16320	90.6323	90.2098
Os08g0224500	OB08G16310	77.7328	83.8428
Os08g0224700	OB08G16440	94.0223	94.8875
Os08g0224800	OB08G16450	96.5116	89.4397
Os08g0225000	OB08G16460	63.4259	53.3074
Os08g0225100	OB08G16470	96.8992	69.0608
Os08g0225400	OB08G16480	85.4722	93.883
Os08g0225900	OB0309G10010	28.5372	27.4827
Os08g0225900	OB03G36750	28.5372	27.4827
Os08g0225900	OB05G30150	28.5372	27.4827
Os08g0225900	OB10G18760	28.5372	27.4827
Os08g0227100	OB08G16490	75.9067	76.5013
Os08g0227200	OB08G16500	80.8451	75.1309
Os08g0228200	OB08G16570	60.1918	63.2242
Os08g0230000	OB08G16600	69.7802	73.8372
Os08g0230200	OB08G16630	98.5507	98.7552
Os08g0230300	OB08G16640	65.1786	75.6477
Os08g0230500	OB01G23770	92.4528	92.4528
Os08g0230600	OB08G16690	69.1358	63.6364
Os08g0233900	OB04G14030	39.0244	25.2964
Os08g0235600	OB08G16660	61.7647	27.4809
Os08g0235600	OB08G16720	61.5196	27.3719
Os08g0235651	OB08G16660	74.3952	40.2399
Os08g0235651	OB08G16720	73.5887	39.8037
Os08g0236700	OB04G23950	60.3448	96.0784
Os08g0237000	OB08G16770	68.9655	94.7867
Os08g0237200	OB01G45900	96.6759	96.6759
Os08g0237800	OB08G16780	73.5974	81.3869
Os08g0238100	OB08G16800	76.5101	85.0746
Os08g0238200	OB08G16810	44.9275	86.1111
Os08g0238200	OB08G16820	42.029	76.8212
Os08g0239000	OB03G21300	83.3333	86.2069
Os08g0239000	OB07G29560	88.8889	87.9121
Os08g0239300	OB08G16830	76.0456	76.0456
Os08g0239900	OB08G16840	72.5	73.1092
Os08g0239900	OB08G16870	76.3889	77.4648
Os08g0240000	OB08G16880	59.4828	59.6542
Os08g0240500	OB08G16910	87.3362	69.9301
Os08g0240566	OB08G16920	87.1473	93.2886
Os08g0240600	OB08G16930	52.454	99.4186
Os08g0240800	OB08G16940	95.0785	93.8017
Os08g0241300	OB08G16950	72.5275	71.7391
Os08g0241400	OB08G16970	75.0663	80.17
Os08g0241600	OB08G16990	82.7893	95.5479
Os08g0241800	OB0149G10010	75.4839	27.6596
Os08g0241800	OB01G25700	1.93548	1.0327
Os08g0241800	OB02G27030	77.7419	38.437
Os08g0241800	OB02G27040	34.5161	13.9687
Os08g0241800	OB08G17010	39.6774	35.4467
Os08g0242400	OB08G17020	38.7324	51.1628
Os08g0242700	OB08G17030	72.9592	50.7092
Os08g0242800	OB08G17050	87.2378	86.4818
Os08g0242900	OB08G17060	96.2312	95.75
Os08g0243100	OB08G17100	89.9371	93.1596
Os08g0243500	OB08G17120	84.4854	96.831
Os08g0243600	OB08G17130	90.4167	88.9344
Os08g0243900	OB08G17150	90.3276	40.3766
Os08g0244100	OB08G17160	86.7036	87.4302
Os08g0244400	OB08G17170	81.9743	74.7554
Os08g0245200	OB08G17190	90.6028	91.25
Os08g0245400	OB08G17220	57.3691	93.8247
Os08g0246400	OB07G15090	66.9291	69.1057
Os08g0247600	OB08G17230	66.5025	13.2743
Os08g0247700	OB08G17230	78.9687	76.7945
Os08g0248000	OB01G44630	30.198	38.6076
Os08g0248700	OB08G17260	83.2279	81.1728
Os08g0248800	OB08G17270	72.7273	79.5181
Os08g0248900	OB08G17280	99.4505	99.4505
Os08g0249000	OB08G17300	28.8889	45.2174
Os08g0249100	OB08G17310	94.5091	94.8247
Os08g0249200	OB08G17320	69.0355	73.913
Os08g0249900	OB03G34240	76.779	58.4046
Os08g0250200	OB08G17360	60.8696	35.8974
Os08g0250700	OB08G17380	90	90.4306
Os08g0250900	OB08G17390	66.5638	66.8388
Os08g0253800	OB08G17400	93.1106	75.5932
Os08g0254300	OB08G17410	65.9758	67.8508
Os08g0254500	OB08G17430	88.1295	89.7436
Os08g0254600	OB08G17440	87.9765	80.6452
Os08g0254900	OB08G17460	56.1514	80.1802
Os08g0258200	OB08G17540	94.3434	94.3434
Os08g0260000	OB08G17610	31.1224	38.3648
Os08g0260400	OB08G17630	63.7209	28.6611
Os08g0260600	OB08G17640	41.7582	87.0229
Os08g0260800	OB08G18690	80.2128	40.7568
Os08g0261100	OB08G17660	93.9698	93.9698
Os08g0262500	OB08G17680	74.6154	72.3881
Os08g0263000	OB08G17680	65.6	61.194
Os08g0264700	OB08G16700	39.8649	25.2137
Os08g0265500	OB08G17710	86.1878	15.6627
Os08g0266200	OB08G17720	96.9072	96.9072
Os08g0266300	OB08G17760	71.4286	72.1477
Os08g0266400	OB08G17750	60.4167	80.9773
Os08g0266600	OB08G17770	69.209	75.8514
Os08g0266700	OB08G17780	67.033	72.2963
Os08g0268000	OB04G20570	19.5021	34.8148
Os08g0268900	OB08G17830	65.3543	12.1701
Os08g0269000	OB08G17840	75.1724	75.6944
Os08g0269500	OB08G17860	68.7023	64.7482
Os08g0269600	OB08G17850	43.3566	44.2857
Os08g0269700	OB08G17860	75.7353	74.1007
