Gene stable ID	Helianthus annuus gene stable ID	%id. target Helianthus annuus gene identical to query gene	%id. query gene identical to target Helianthus annuus gene
Os09g0533400	HannXRQ_Chr03g0086981	77.5168	26.0428
Os09g0533400	HannXRQ_Chr15g0475561	77.1812	25.9301
Os09g0533600	HannXRQ_Chr03g0089581	56.1576	54.1568
Os09g0533600	HannXRQ_Chr12g0383241	57.3892	54.3124
Os09g0533600	HannXRQ_Chr13g0419191	56.8966	59.6899
Os09g0533600	HannXRQ_Chr14g0457411	59.3596	54.2793
Os09g0533600	HannXRQ_Chr17g0535681	50.7389	56.5934
Os09g0533800	HannXRQ_Chr04g0106731	37.7049	27.8226
Os09g0533800	HannXRQ_Chr13g0386621	38.7978	24.3151
Os09g0533800	HannXRQ_Chr14g0430251	40.4372	27.1062
Os09g0533900	HannXRQ_Chr05g0146501	67.2348	67.2348
Os09g0533900	HannXRQ_Chr05g0146531	67.4242	68.0688
Os09g0533900	HannXRQ_Chr13g0414681	61.553	61.3208
Os09g0534000	HannXRQ_Chr02g0059841	15.5361	31.4159
Os09g0534000	HannXRQ_Chr04g0116231	35.2298	31.2621
Os09g0534000	HannXRQ_Chr11g0343811	31.9475	28.5714
Os09g0534000	HannXRQ_Chr16g0498641	29.3217	28.0922
Os09g0534000	HannXRQ_Chr17g0556941	25.6018	33.5244
Os09g0534200	HannXRQ_Chr06g0184211	76.4706	76.1905
Os09g0534200	HannXRQ_Chr13g0386651	73.8971	74.7212
Os09g0534200	HannXRQ_Chr14g0430061	79.0441	78.7546
Os09g0534600	HannXRQ_Chr03g0080391	13.2251	8.17791
Os09g0534600	HannXRQ_Chr03g0080401	5.33643	7.69231
Os09g0534600	HannXRQ_Chr03g0080421	2.5522	5.33981
Os09g0534600	HannXRQ_Chr13g0408351	12.993	8.03443
Os09g0534800	HannXRQ_Chr10g0283361	84.2949	84.5659
Os09g0534800	HannXRQ_Chr13g0396441	84.2949	84.5659
Os09g0535000	HannXRQ_Chr13g0389071	73.0263	71.6129
Os09g0535000	HannXRQ_Chr17g0556391	74.0132	69.4444
Os09g0535100	HannXRQ_Chr05g0139681	44	49.481
Os09g0535300	HannXRQ_Chr15g0478851	84.3844	84.3844
Os09g0535900	HannXRQ_Chr15g0478591	58.1602	59.5745
Os09g0535900	HannXRQ_Chr15g0478621	54.0059	59.4771
Os09g0535900	HannXRQ_Chr15g0478631	55.4896	58.805
Os09g0535900	HannXRQ_Chr15g0478671	61.4243	65.0943
Os09g0535900	HannXRQ_Chr17g0557611	59.0504	60.8563
Os09g0536000	HannXRQ_Chr09g0256711	44.4265	48.8455
Os09g0536200	HannXRQ_Chr15g0478581	57.277	57.5472
Os09g0536200	HannXRQ_Chr17g0543851	56.4945	58.5089
Os09g0536200	HannXRQ_Chr17g0553861	58.3725	57.2086
Os09g0536300	HannXRQ_Chr06g0184591	61.3546	49.359
Os09g0536300	HannXRQ_Chr13g0414641	61.753	53.2646
Os09g0536300	HannXRQ_Chr14g0430491	51.3944	48.8636
Os09g0536300	HannXRQ_Chr14g0430501	53.3865	40.7295
Os09g0536300	HannXRQ_Chr14g0430511	51.3944	47.9554
Os09g0536300	HannXRQ_Chr14g0430531	59.3625	48.8525
Os09g0536300	HannXRQ_Chr17g0543901	52.5896	49.8113
Os09g0536400	HannXRQ_Chr04g0112771	47.4359	43.6578
Os09g0536400	HannXRQ_Chr06g0184641	52.2436	48.9489
Os09g0536400	HannXRQ_Chr09g0256921	48.0769	40.3226
Os09g0536400	HannXRQ_Chr10g0299701	51.2821	43.956
Os09g0536400	HannXRQ_Chr11g0353451	52.5641	53.0744
Os09g0536400	HannXRQ_Chr14g0430941	49.0385	54.8387
Os09g0536700	HannXRQ_Chr17g0556601	61.9565	62.069
Os09g0537600	HannXRQ_Chr17g0543911	65.5814	58.75
Os09g0537600	HannXRQ_Chr17g0554331	64.6512	57.438
Os09g0537600	HannXRQ_Chr17g0557631	64.186	60.262
Os09g0538200	HannXRQ_Chr03g0068551	91.9679	92.3387
Os09g0538200	HannXRQ_Chr09g0256741	91.5663	91.5663
Os09g0538200	HannXRQ_Chr16g0531541	90.3614	90.7258
Os09g0538500	HannXRQ_Chr15g0483911	44.2718	72.1519
Os09g0538500	HannXRQ_Chr16g0531531	54.3689	57.4949
Os09g0538600	HannXRQ_Chr15g0478771	69.0141	17.2535
Os09g0538600	HannXRQ_Chr17g0544251	71.831	17.8947
Os09g0538700	HannXRQ_Chr13g0414601	54.3645	55.9937
Os09g0538700	HannXRQ_Chr14g0441791	50.3828	56.5292
Os09g0538800	HannXRQ_Chr15g0478761	74.026	74.1636
Os09g0538800	HannXRQ_Chr17g0544231	73.2839	73.4201
Os09g0539100	HannXRQ_Chr13g0424561	73.5892	72.7679
Os09g0539200	HannXRQ_Chr04g0118791	48.4305	25.7143
Os09g0539400	HannXRQ_Chr10g0300911	41.6268	43.8287
Os09g0539400	HannXRQ_Chr15g0479941	12.201	26.9841
Os09g0539800	HannXRQ_Chr08g0227701	70.8333	36.6906
Os09g0539800	HannXRQ_Chr14g0445471	63.8889	34.8485
Os09g0539800	HannXRQ_Chr16g0499561	65.2778	33.813
Os09g0539800	HannXRQ_Chr17g0560841	61.1111	41.1215
Os09g0540300	HannXRQ_Chr01g0028971	27.0341	23.2506
Os09g0540300	HannXRQ_Chr02g0054871	20.9974	18.1818
Os09g0540300	HannXRQ_Chr02g0054881	22.5722	18.4154
Os09g0540300	HannXRQ_Chr11g0351301	25.7218	22.0721
Os09g0540300	HannXRQ_Chr11g0351341	26.2467	23.8663
Os09g0540300	HannXRQ_Chr13g0397021	21.2598	18.3258
Os09g0540400	HannXRQ_Chr05g0145291	45.6284	44.4149
Os09g0540400	HannXRQ_Chr06g0183891	36.612	42.0063
Os09g0540400	HannXRQ_Chr06g0183901	44.5355	43.8172
Os09g0540500	HannXRQ_Chr05g0156781	43.9614	45.5
Os09g0540600	HannXRQ_Chr17g0544211	54.6341	56
Os09g0540800	HannXRQ_Chr05g0133741	27.6923	23.5808
Os09g0540800	HannXRQ_Chr06g0185341	23.0769	27.439
Os09g0540800	HannXRQ_Chr11g0322101	24.6154	30.3797
Os09g0540800	HannXRQ_Chr15g0487141	27.6923	23.0769
Os09g0540900	HannXRQ_Chr09g0245191	11.8812	21.6607
Os09g0540900	HannXRQ_Chr09g0245211	17.0297	18.9845
Os09g0540900	HannXRQ_Chr09g0257361	19.802	21.0526
Os09g0540900	HannXRQ_Chr13g0386901	15.6436	16.8085
Os09g0540900	HannXRQ_Chr13g0414561	19.802	18.797
Os09g0540900	HannXRQ_Chr14g0429641	16.0396	15.0278
Os09g0540900	HannXRQ_Chr14g0441741	18.2178	17.7606
Os09g0540900	HannXRQ_Chr16g0531761	18.6139	20.2586
Os09g0541500	HannXRQ_Chr05g0150591	23.7762	46.5753
Os09g0541700	HannXRQ_Chr16g0531751	58.7629	55.3398
Os09g0541900	HannXRQ_Chr15g0477921	75.77	80.9211
Os09g0541900	HannXRQ_Chr15g0477991	80.0821	80.2469
Os09g0541900	HannXRQ_Chr17g0544181	79.0554	79.7101
Os09g0542000	HannXRQ_Chr12g0366771	59.4796	52.9801
Os09g0542000	HannXRQ_Chr13g0386981	59.1078	52.4752
Os09g0542000	HannXRQ_Chr14g0429421	59.1078	69.1304
Os09g0542100	HannXRQ_Chr09g0245231	40	37.2624
Os09g0542100	HannXRQ_Chr09g0257261	40	38.2812
Os09g0542200	HannXRQ_Chr06g0184521	45.5696	47.5771
Os09g0542200	HannXRQ_Chr14g0429411	43.8819	47.0588
Os09g0542500	HannXRQ_Chr09g0257241	35.9489	30.9262
Os09g0542500	HannXRQ_Chr10g0300811	46.5328	35.2697
Os09g0542600	HannXRQ_Chr09g0257201	32.2581	29.2887
Os09g0542600	HannXRQ_Chr13g0386721	20.2765	20.8531
Os09g0542600	HannXRQ_Chr13g0414531	32.2581	29.2887
Os09g0542600	HannXRQ_Chr14g0441671	32.2581	29.4118
Os09g0542600	HannXRQ_Chr14g0441991	32.2581	29.4118
Os09g0542600	HannXRQ_Chr15g0484751	34.1014	30.9623
Os09g0542700	HannXRQ_Chr08g0236851	27.3859	49.0706
Os09g0542800	HannXRQ_Chr06g0185091	42.7256	43.9394
Os09g0542900	HannXRQ_Chr12g0366681	19.685	20.4082
Os09g0542900	HannXRQ_Chr12g0366691	19.685	24.0385
Os09g0542900	HannXRQ_Chr14g0428491	25.5906	25.3906
Os09g0543100	HannXRQ_Chr07g0192481	62.178	60.4784
Os09g0543100	HannXRQ_Chr09g0257051	65.2225	65.5294
Os09g0543100	HannXRQ_Chr13g0387511	68.267	69.4048
Os09g0543100	HannXRQ_Chr14g0428501	63.1148	63.0409
Os09g0543900	HannXRQ_Chr05g0136361	25.4005	24.8879
Os09g0543900	HannXRQ_Chr06g0170381	20.8238	24.4624
Os09g0543900	HannXRQ_Chr12g0359251	26.7735	25.7143
Os09g0544000	HannXRQ_Chr05g0136361	24.5575	24.8879
Os09g0544000	HannXRQ_Chr06g0170381	19.6903	23.9247
Os09g0544000	HannXRQ_Chr12g0359251	23.8938	23.7363
Os09g0544300	HannXRQ_Chr05g0146251	53.5655	57.5758
Os09g0544300	HannXRQ_Chr10g0300331	63.5158	66.8412
Os09g0544300	HannXRQ_Chr12g0374591	59.7015	64.4007
Os09g0544300	HannXRQ_Chr15g0484731	58.0431	61.296
Os09g0544300	HannXRQ_Chr16g0531641	59.3698	62.3693
Os09g0544700	HannXRQ_Chr08g0220031	25.8427	36.5079
Os09g0544700	HannXRQ_Chr08g0220051	31.8352	36.7965
Os09g0544700	HannXRQ_Chr08g0220061	31.4607	30.3249
Os09g0544700	HannXRQ_Chr08g0220071	28.839	31.0484
Os09g0544700	HannXRQ_Chr08g0220101	31.0861	26.6026
Os09g0544700	HannXRQ_Chr08g0220111	30.7116	33.4694
Os09g0544700	HannXRQ_Chr08g0220121	27.7154	25.4296
Os09g0544700	HannXRQ_Chr08g0220131	19.4757	25.2427
Os09g0544700	HannXRQ_Chr08g0220151	31.0861	33.3333
Os09g0544700	HannXRQ_Chr08g0220161	29.2135	21.1382
Os09g0544700	HannXRQ_Chr08g0220171	30.3371	33.1967
Os09g0544700	HannXRQ_Chr08g0220181	28.0899	31.1203
Os09g0544700	HannXRQ_Chr08g0220191	26.5918	26.1029
Os09g0544700	HannXRQ_Chr12g0370571	27.7154	29.3651
Os09g0544700	HannXRQ_Chr12g0370581	31.8352	30.2491
Os09g0544700	HannXRQ_Chr14g0457651	24.3446	36.9318
Os09g0544700	HannXRQ_Chr15g0463481	27.3408	33.9535
Os09g0544800	HannXRQ_Chr07g0198511	10.8734	44.2029
Os09g0544800	HannXRQ_Chr08g0215711	47.7718	52.3438
Os09g0544800	HannXRQ_Chr10g0300381	62.2103	61.552
Os09g0544800	HannXRQ_Chr15g0477841	61.4973	61.0619
Os09g0544800	HannXRQ_Chr17g0543811	62.7451	65.5493
Os09g0544900	HannXRQ_Chr14g0429001	62.2222	51.0417
Os09g0545000	HannXRQ_Chr07g0192571	25.6348	27.3196
Os09g0545000	HannXRQ_Chr14g0442111	24.5466	27.3217
Os09g0545300	HannXRQ_Chr10g0298291	28.655	38.8889
Os09g0545300	HannXRQ_Chr12g0374731	29.2398	34.7222
Os09g0545300	HannXRQ_Chr12g0374741	28.655	36.8421
Os09g0545300	HannXRQ_Chr12g0374751	23.3918	37.3832
Os09g0545300	HannXRQ_Chr12g0374761	23.9766	43.1579
Os09g0545300	HannXRQ_Chr16g0527791	25.1462	21.393
Os09g0545300	HannXRQ_Chr17g0543781	24.5614	35.8974
Os09g0545500	HannXRQ_Chr10g0298291	31.8841	34.9206
Os09g0545500	HannXRQ_Chr12g0374731	39.8551	38.1944
Os09g0545500	HannXRQ_Chr12g0374741	36.2319	37.594
Os09g0545500	HannXRQ_Chr12g0374751	31.1594	40.1869
Os09g0545500	HannXRQ_Chr12g0374761	27.5362	40
Os09g0545500	HannXRQ_Chr16g0527791	28.9855	19.9005
Os09g0545500	HannXRQ_Chr17g0543781	29.7101	35.0427
Os09g0545700	HannXRQ_Chr10g0298291	36.8794	41.2698
Os09g0545700	HannXRQ_Chr12g0374731	40.4255	39.5833
Os09g0545700	HannXRQ_Chr12g0374741	37.5887	39.8496
Os09g0545700	HannXRQ_Chr12g0374751	32.6241	42.9907
Os09g0545700	HannXRQ_Chr12g0374761	30.4965	45.2632
Os09g0545700	HannXRQ_Chr16g0527791	29.078	20.398
Os09g0545700	HannXRQ_Chr17g0543781	28.3688	34.188
Os09g0546100	HannXRQ_Chr10g0298291	36.1702	40.4762
Os09g0546100	HannXRQ_Chr12g0374731	39.7163	38.8889
Os09g0546100	HannXRQ_Chr12g0374741	36.8794	39.0977
Os09g0546100	HannXRQ_Chr12g0374751	32.6241	42.9907
Os09g0546100	HannXRQ_Chr12g0374761	31.2057	46.3158
Os09g0546100	HannXRQ_Chr16g0527791	29.078	20.398
Os09g0546100	HannXRQ_Chr17g0543781	31.9149	38.4615
Os09g0546200	HannXRQ_Chr10g0298291	36.4286	40.4762
Os09g0546200	HannXRQ_Chr12g0374731	38.5714	37.5
Os09g0546200	HannXRQ_Chr12g0374741	37.8571	39.8496
Os09g0546200	HannXRQ_Chr12g0374751	32.1429	42.0561
Os09g0546200	HannXRQ_Chr12g0374761	30.7143	45.2632
Os09g0546200	HannXRQ_Chr16g0527791	29.2857	20.398
Os09g0546200	HannXRQ_Chr17g0543781	31.4286	37.6068
Os09g0546700	HannXRQ_Chr10g0298291	32.6389	37.3016
Os09g0546700	HannXRQ_Chr12g0374731	38.8889	38.8889
Os09g0546700	HannXRQ_Chr12g0374741	35.4167	38.3459
Os09g0546700	HannXRQ_Chr12g0374751	31.25	42.0561
Os09g0546700	HannXRQ_Chr12g0374761	29.1667	44.2105
Os09g0546700	HannXRQ_Chr16g0527791	29.8611	21.393
Os09g0546700	HannXRQ_Chr17g0543781	30.5556	37.6068
Os09g0546900	HannXRQ_Chr10g0298291	0	0
Os09g0546900	HannXRQ_Chr12g0374731	0	0
Os09g0546900	HannXRQ_Chr12g0374741	0	0
Os09g0546900	HannXRQ_Chr12g0374751	0	0
Os09g0546900	HannXRQ_Chr12g0374761	0	0
Os09g0546900	HannXRQ_Chr16g0527791	0	0
Os09g0546900	HannXRQ_Chr17g0543781	0	0
Os09g0547000	HannXRQ_Chr10g0298291	36.8794	41.2698
Os09g0547000	HannXRQ_Chr12g0374731	38.2979	37.5
Os09g0547000	HannXRQ_Chr12g0374741	36.8794	39.0977
Os09g0547000	HannXRQ_Chr12g0374751	34.0426	44.8598
Os09g0547000	HannXRQ_Chr12g0374761	31.2057	46.3158
Os09g0547000	HannXRQ_Chr16g0527791	32.6241	22.8856
Os09g0547000	HannXRQ_Chr17g0543781	31.9149	38.4615
Os09g0547033	HannXRQ_Chr10g0298291	36.2319	39.6825
Os09g0547033	HannXRQ_Chr12g0374731	42.029	40.2778
Os09g0547033	HannXRQ_Chr12g0374741	37.6812	39.0977
Os09g0547033	HannXRQ_Chr12g0374751	33.3333	42.9907
Os09g0547033	HannXRQ_Chr12g0374761	31.1594	45.2632
Os09g0547033	HannXRQ_Chr16g0527791	30.4348	20.8955
Os09g0547033	HannXRQ_Chr17g0543781	28.2609	33.3333
Os09g0547100	HannXRQ_Chr10g0298291	32	38.0952
Os09g0547100	HannXRQ_Chr12g0374731	35.3333	36.8056
Os09g0547100	HannXRQ_Chr12g0374741	32.6667	36.8421
Os09g0547100	HannXRQ_Chr12g0374751	28	39.2523
Os09g0547100	HannXRQ_Chr12g0374761	26	41.0526
Os09g0547100	HannXRQ_Chr16g0527791	29.3333	21.8905
Os09g0547100	HannXRQ_Chr17g0543781	28.6667	36.7521
Os09g0547200	HannXRQ_Chr07g0192581	41.5966	43.8053
Os09g0547200	HannXRQ_Chr14g0443641	18.4874	29.2359
Os09g0547300	HannXRQ_Chr02g0035241	34.2764	37.8606
Os09g0547300	HannXRQ_Chr15g0476491	36.1262	37.5566
Os09g0547500	HannXRQ_Chr05g0148011	60.7929	63.8889
Os09g0547500	HannXRQ_Chr12g0374771	61.2335	62.8959
Os09g0547500	HannXRQ_Chr15g0492801	59.9119	62.963
Os09g0548200	HannXRQ_Chr17g0537871	37.5335	38.9972
Os09g0548300	HannXRQ_Chr14g0459011	51.8198	50.1678
Os09g0548300	HannXRQ_Chr16g0526901	47.1404	49.1863
Os09g0548400	HannXRQ_Chr05g0140431	49.5183	50.2935
Os09g0548400	HannXRQ_Chr06g0173761	46.2428	46.6019
Os09g0548400	HannXRQ_Chr15g0476481	48.5549	49.2188
Os09g0548400	HannXRQ_Chr17g0543731	48.5549	48.932
Os09g0548400	HannXRQ_Chr17g0544051	48.7476	49.031
Os09g0548400	HannXRQ_Chr17g0545591	34.4894	45.5471
Os09g0548400	HannXRQ_Chr17g0545611	16.5703	42.3645
Os09g0548600	HannXRQ_Chr06g0168261	43.9306	20.0264
Os09g0548600	HannXRQ_Chr09g0241301	31.5029	33.9564
Os09g0548700	HannXRQ_Chr05g0140431	46.2121	47.7495
Os09g0548700	HannXRQ_Chr06g0173761	47.5379	48.7379
Os09g0548700	HannXRQ_Chr15g0476481	47.5379	49.0234
Os09g0548700	HannXRQ_Chr17g0543731	46.4015	47.5728
Os09g0548700	HannXRQ_Chr17g0544051	47.1591	48.2558
Os09g0548700	HannXRQ_Chr17g0545591	33.7121	45.2926
Os09g0548700	HannXRQ_Chr17g0545611	15.3409	39.9015
Os09g0549300	HannXRQ_Chr05g0140431	47.4383	48.9237
Os09g0549300	HannXRQ_Chr06g0173761	44.592	45.6311
Os09g0549300	HannXRQ_Chr15g0476481	46.2998	47.6562
Os09g0549300	HannXRQ_Chr17g0543731	47.2486	48.3495
Os09g0549300	HannXRQ_Chr17g0544051	47.6281	48.6434
Os09g0549300	HannXRQ_Chr17g0545591	34.3454	46.056
Os09g0549300	HannXRQ_Chr17g0545611	14.9905	38.9163
Os09g0549400	HannXRQ_Chr12g0367561	13.6471	23.7705
Os09g0549400	HannXRQ_Chr12g0374421	16.7059	24.9123
Os09g0549400	HannXRQ_Chr13g0409731	17.1765	13.9847
Os09g0549450	HannXRQ_Chr06g0184111	33.9667	42.8786
Os09g0549450	HannXRQ_Chr08g0216451	38.5986	39.7311
Os09g0549450	HannXRQ_Chr10g0298351	14.0143	32.4176
Os09g0549450	HannXRQ_Chr10g0298361	7.00713	29.9492
Os09g0549450	HannXRQ_Chr12g0366471	38.1235	38.2143
Os09g0549450	HannXRQ_Chr12g0374441	27.4347	38.4359
Os09g0549450	HannXRQ_Chr14g0427451	39.7862	39.1813
Os09g0549450	HannXRQ_Chr16g0517401	31.1164	36.2379
Os09g0549500	HannXRQ_Chr17g0546921	53.6232	57.5875
Os09g0549700	HannXRQ_Chr14g0432111	56.5574	61.0619
Os09g0550000	HannXRQ_Chr16g0504791	5.99647	40.4762
Os09g0551300	HannXRQ_Chr11g0342791	47.0672	54.023
Os09g0551600	HannXRQ_Chr12g0366521	54.3307	36.1257
Os09g0551600	HannXRQ_Chr12g0366531	55.1181	29.661
Os09g0551600	HannXRQ_Chr13g0417961	62.2047	62.6984
Os09g0551600	HannXRQ_Chr16g0531871	66.9291	54.8387
Os09g0551800	HannXRQ_Chr06g0185181	37.2375	39.3009
Os09g0551800	HannXRQ_Chr06g0185191	33.0372	35.9087
Os09g0551900	HannXRQ_Chr14g0442551	49.2857	12.7189
Os09g0552300	HannXRQ_Chr09g0258141	65.7957	66.2679
Os09g0552300	HannXRQ_Chr09g0259411	63.658	61.3272
Os09g0552300	HannXRQ_Chr14g0442871	64.8456	63.785
Os09g0552500	HannXRQ_Chr01g0013191	18.5714	27.6596
Os09g0552500	HannXRQ_Chr03g0070511	28.8571	28.2123
Os09g0552500	HannXRQ_Chr03g0073551	24	30.7692
Os09g0552500	HannXRQ_Chr03g0073561	11.7143	29.2857
Os09g0552500	HannXRQ_Chr03g0073581	31.1429	30.5322
Os09g0552500	HannXRQ_Chr14g0437431	30.2857	30.2857
Os09g0552600	HannXRQ_Chr01g0013191	20.339	30.6383
Os09g0552600	HannXRQ_Chr03g0070511	29.9435	29.6089
Os09g0552600	HannXRQ_Chr03g0073551	24.5763	31.8681
Os09g0552600	HannXRQ_Chr03g0073561	11.8644	30
Os09g0552600	HannXRQ_Chr03g0073581	33.0508	32.7731
Os09g0552600	HannXRQ_Chr14g0437431	30.791	31.1429
Os09g0552800	HannXRQ_Chr06g0183491	47.2678	74.569
Os09g0552800	HannXRQ_Chr14g0432731	46.1749	71.308
Os09g0552900	HannXRQ_Chr14g0439651	47.3684	34.6154
Os09g0553100	HannXRQ_Chr12g0370081	100	100
Os09g0553200	HannXRQ_Chr04g0117601	36.2473	30.303
Os09g0553200	HannXRQ_Chr15g0482381	82.9424	82.766
Os09g0553200	HannXRQ_Chr16g0532261	84.435	84.2553
Os09g0553300	HannXRQ_Chr01g0009761	29.8913	34.8101
Os09g0553300	HannXRQ_Chr13g0390481	52.1739	35.0365
Os09g0553600	HannXRQ_Chr15g0488661	66.0377	68.0556
Os09g0553700	HannXRQ_Chr02g0056651	40.7666	32.3204
Os09g0553700	HannXRQ_Chr08g0216741	22.9965	50
Os09g0553700	HannXRQ_Chr11g0345461	45.2962	26.3692
Os09g0553800	HannXRQ_Chr15g0480631	61.6438	34.3511
Os09g0553900	HannXRQ_Chr14g0427911	46.9989	48.1998
Os09g0554000	HannXRQ_Chr10g0316211	57.6923	33.9806
Os09g0554000	HannXRQ_Chr15g0479831	60.989	36.2745
Os09g0554300	HannXRQ_Chr14g0443101	51.8692	52.4823
Os09g0554300	HannXRQ_Chr16g0531951	49.2991	50.1188
Os09g0554300	HannXRQ_Chr16g0531961	50.9346	53.0414
Os09g0555100	HannXRQ_Chr14g0443101	52.4823	52.4823
Os09g0555100	HannXRQ_Chr16g0531951	48.4634	48.6936
Os09g0555100	HannXRQ_Chr16g0531961	51.0638	52.5547
Os09g0555150	HannXRQ_Chr01g0008951	33.7662	35.1351
Os09g0555150	HannXRQ_Chr01g0009001	33.2468	36.0563
Os09g0555150	HannXRQ_Chr01g0009051	31.1688	35.503
Os09g0555150	HannXRQ_Chr01g0009061	33.5065	36.9627
Os09g0555150	HannXRQ_Chr01g0016531	32.7273	37.1681
Os09g0555150	HannXRQ_Chr02g0043091	32.4675	37.3134
Os09g0555150	HannXRQ_Chr03g0089971	24.6753	34.7985
Os09g0555150	HannXRQ_Chr09g0270451	34.026	38.8724
Os09g0555150	HannXRQ_Chr10g0289731	30.3896	34.1108
Os09g0555150	HannXRQ_Chr11g0351811	31.9481	38.4375
Os09g0555150	HannXRQ_Chr11g0351821	32.4675	36.2319
Os09g0555150	HannXRQ_Chr11g0352021	31.4286	35.6932
Os09g0555150	HannXRQ_Chr11g0352031	34.026	38.5294
Os09g0555150	HannXRQ_Chr12g0364001	32.2078	37.69
Os09g0555150	HannXRQ_Chr12g0364851	25.7143	37.3585
Os09g0555150	HannXRQ_Chr12g0364871	29.6104	30.6452
Os09g0555150	HannXRQ_Chr15g0475581	32.7273	38.2979
Os09g0555150	HannXRQ_Chr15g0476121	30.3896	34.6154
Os09g0555150	HannXRQ_Chr15g0476141	31.9481	37.386
Os09g0555150	HannXRQ_Chr15g0476371	32.7273	38.4146
Os09g0555150	HannXRQ_Chr15g0490991	25.4545	36.2963
Os09g0555150	HannXRQ_Chr16g0497731	30.1299	37.1795
Os09g0555150	HannXRQ_Chr16g0497751	18.4416	35.5
Os09g0555150	HannXRQ_Chr16g0522841	30.1299	34.8348
Os09g0555150	HannXRQ_Chr16g0522851	29.3506	36.3344
Os09g0555150	HannXRQ_Chr16g0522861	27.013	35.4949
Os09g0555150	HannXRQ_Chr17g0550661	31.6883	36.858
Os09g0555150	HannXRQ_Chr17g0550671	32.4675	37.9939
Os09g0555150	HannXRQ_Chr17g0570081	30.6494	35.6495
Os09g0555200	HannXRQ_Chr06g0165071	33.3333	7.36623
Os09g0555300	HannXRQ_Chr05g0144831	35.9589	37.5671
Os09g0555300	HannXRQ_Chr06g0185211	35.1027	37.0036
Os09g0555300	HannXRQ_Chr15g0492491	36.9863	37.0497
Os09g0555400	HannXRQ_Chr14g0438841	47.8261	46.6667
Os09g0555450	HannXRQ_Chr01g0013281	27.4336	52.5424
Os09g0555600	HannXRQ_Chr12g0365871	38.1081	36.8146
Os09g0555800	HannXRQ_Chr10g0293161	62.3917	61.9621
Os09g0555800	HannXRQ_Chr13g0417651	60.6586	63.2911
Os09g0555800	HannXRQ_Chr13g0418741	60.312	62.3656
Os09g0555800	HannXRQ_Chr16g0532361	62.9116	63.4615
Os09g0555800	HannXRQ_Chr16g0532371	58.7522	59.7884
Os09g0556000	HannXRQ_Chr01g0004871	77.2455	77.2455
Os09g0556400	HannXRQ_Chr12g0357151	72.0588	40.6302
Os09g0556500	HannXRQ_Chr16g0511351	62.2144	61.8881
Os09g0556700	HannXRQ_Chr01g0030621	50.8539	15.1071
Os09g0556800	HannXRQ_Chr03g0063991	34.5924	37.6623
Os09g0557400	HannXRQ_Chr02g0041741	32.1429	30.2521
Os09g0557400	HannXRQ_Chr12g0379881	35.2679	35.1111
Os09g0557500	HannXRQ_Chr03g0064881	55.1546	58.1522
Os09g0557700	HannXRQ_Chr03g0075511	55.4933	55
Os09g0557700	HannXRQ_Chr11g0353211	52.6906	46.7197
Os09g0557700	HannXRQ_Chr17g0546261	11.7713	71.4286
Os09g0557700	HannXRQ_Chr17g0546271	9.64126	50.2924
Os09g0557800	HannXRQ_Chr10g0313781	73.1092	54.4601
Os09g0557800	HannXRQ_Chr12g0357591	72.479	53.9906
Os09g0557900	HannXRQ_Chr02g0033981	39.2857	45.2055
Os09g0558200	HannXRQ_Chr04g0114451	33.9286	30.8943
Os09g0558300	HannXRQ_Chr03g0080851	55.1192	53.762
Os09g0558300	HannXRQ_Chr05g0136531	55.3997	53.7415
Os09g0558300	HannXRQ_Chr13g0411401	51.4727	49.932
Os09g0559800	HannXRQ_Chr02g0055411	58.3673	55.642
Os09g0559800	HannXRQ_Chr05g0140371	52.6531	48.0447
Os09g0559800	HannXRQ_Chr09g0245291	51.2245	47.0037
Os09g0559800	HannXRQ_Chr10g0309391	47.9592	33.1453
Os09g0560000	HannXRQ_Chr12g0358601	39.2557	42.0849
Os09g0560100	HannXRQ_Chr15g0497231	43.7908	45.4237
Os09g0560300	HannXRQ_Chr02g0054711	78.3133	78.3133
Os09g0560300	HannXRQ_Chr08g0209231	78.3133	81.25
Os09g0560400	HannXRQ_Chr08g0209091	35.2941	37.2881
Os09g0560450	HannXRQ_Chr16g0519521	59.9542	60.5081
Os09g0560500	HannXRQ_Chr01g0028311	37.9808	70.5357
Os09g0560500	HannXRQ_Chr13g0398651	39.4231	70.6897
Os09g0560600	HannXRQ_Chr03g0080301	56.9801	56.9801
Os09g0560600	HannXRQ_Chr05g0151661	25.3561	40.6393
Os09g0560600	HannXRQ_Chr07g0199001	20.2279	45.2229
Os09g0560600	HannXRQ_Chr09g0264471	12.5356	58.6667
Os09g0560600	HannXRQ_Chr11g0321971	56.4103	55.3073
Os09g0560600	HannXRQ_Chr13g0404361	19.943	46.3576
Os09g0560600	HannXRQ_Chr13g0408881	57.265	57.4286
Os09g0560700	HannXRQ_Chr01g0006281	59.2593	63.5762
Os09g0560700	HannXRQ_Chr02g0057671	17.5926	18.328
Os09g0560700	HannXRQ_Chr07g0191351	17.9012	61.0526
Os09g0560700	HannXRQ_Chr08g0233221	14.5062	25.1337
Os09g0560700	HannXRQ_Chr10g0286421	53.7037	54.375
Os09g0560700	HannXRQ_Chr10g0286441	55.2469	55.7632
Os09g0560800	HannXRQ_Chr01g0006281	56.1129	59.2715
Os09g0560800	HannXRQ_Chr02g0057671	18.8088	19.2926
