Gene stable ID	Galdieria sulphuraria gene stable ID	%id. target Galdieria sulphuraria gene identical to query gene	%id. query gene identical to target Galdieria sulphuraria gene
Os09g0554300	Gasu_31890	23.8318	22.5664
Os09g0555100	Gasu_31890	23.8771	22.3451
Os09g0555200	Gasu_61750	0.628931	0.283688
Os09g0555500	Gasu_32640	19.3069	17.2185
Os09g0556500	Gasu_12610	26.8893	33.7004
Os09g0560200	Gasu_23300	42.1875	45.7627
Os09g0560500	Gasu_16400	30.2885	12.7016
Os09g0560600	Gasu_14370	35.6125	31.0174
Os09g0563300	Gasu_12790	40.411	37.6396
Os09g0565600	Gasu_18960	41.7344	39.3862
Os09g0565700	Gasu_15490	36.409	47.2492
Os09g0566050	Gasu_15490	35.8722	47.2492
Os09g0566100	Gasu_04940	7.29654	12.5604
Os09g0567300	Gasu_04600	50.5747	51.1628
Os09g0567300	Gasu_31000	37.7011	29.5495
Os09g0567366	Gasu_06190	35.8442	45.098
Os09g0567700	Gasu_49810	22.9744	23.7288
Os09g0567900	Gasu_25170	23.4421	20.9549
Os09g0568000	Gasu_22510	17.3626	20.1018
Os09g0568400	Gasu_10140	63.6364	21.875
Os09g0568800	Gasu_35280	48.1481	52
Os09g0569100	Gasu_20910	18.799	20.1681
Os09g0569200	Gasu_58550	27.7674	32.4561
Os09g0569300	Gasu_46220	19.7802	11.9469
Os09g0569400	Gasu_29890	33.3333	32.9317
Os09g0570300	Gasu_17830	35.443	32.8446
Os09g0570300	Gasu_64050	18.6709	34.5029
Os09g0570400	Gasu_50680	42.132	46.9811
Os09g0570500	Gasu_21570	14.1907	17.6309
Os09g0570500	Gasu_34870	12.4169	17.0732
Os09g0570850	Gasu_36540	34.2105	43.3333
Os09g0570850	Gasu_59660	36.1842	45.8333
Os09g0570850	Gasu_63250	34.8684	44.5378
Os09g0571400	Gasu_30690	65.9218	71.9512
Os09g0571500	Gasu_53090	16.9884	20.9026
Os09g0572200	Gasu_14820	17.9523	26.0692
Os09g0573150	Gasu_25160	25.8065	11.4695
Os10g0100300	Gasu_32180	21.328	35.0993
Os10g0100700	Gasu_12160	70.607	69.279
Os10g0104500	Gasu_05560	49.5833	49.5833
Os10g0112600	Gasu_55700	31.7949	33.5135
Os10g0115600	Gasu_58110	18.1425	32.4324
Os10g0116800	Gasu_46670	28.9552	25.1295
Os10g0118900	Gasu_09220	31.2821	6.81564
Os10g0119300	Gasu_02120	24.2206	13.4487
Os10g0124000	Gasu_50730	73.0159	71.3178
Os10g0141400	Gasu_55750	38.2716	36.3636
Os10g0141900	Gasu_11860	28.0303	27.8195
Os10g0142100	Gasu_43130	30.1282	17.0909
Os10g0142100	Gasu_46340	22.4359	16.5877
Os10g0153900	Gasu_31860	28.2209	22.9426
Os10g0154000	Gasu_06340	35.8407	34.4681
Os10g0154000	Gasu_11670	37.6106	32.3194
Os10g0154500	Gasu_31860	28.6154	23.192
Os10g0154700	Gasu_30690	56.3536	62.1951
Os10g0155500	Gasu_04050	30.3867	25.8824
Os10g0156200	Gasu_31860	33.5	16.7082
Os10g0157200	Gasu_31860	19.9536	21.4464
Os10g0157400	Gasu_31860	29.052	23.6908
Os10g0160000	Gasu_11350	31.9012	29.0607
Os10g0162834	Gasu_62970	27.6074	33.3333
Os10g0163290	Gasu_34860	32.2835	12.6154
Os10g0163340	Gasu_01050	66.4804	66.8539
Os10g0163340	Gasu_39170	17.3184	64.5833
Os10g0167300	Gasu_21490	63.9013	65.0685
Os10g0167600	Gasu_54670	32.2134	32.2772
Os10g0169800	Gasu_06780	29.199	19.0556
Os10g0170200	Gasu_58960	51.5385	54.918
Os10g0181200	Gasu_54220	8.92473	17.8112
Os10g0181200	Gasu_54920	9.67742	17.3077
Os10g0181600	Gasu_63020	18.956	15.7895
Os10g0182000	Gasu_03470	48.5485	50.4683
Os10g0183900	Gasu_48110	53.8462	59.5745
Os10g0184300	Gasu_19610	69.5238	8.62884
Os10g0184300	Gasu_28510	63.8095	7.8271
Os10g0188300	Gasu_17040	15.5914	6.621
Os10g0189100	Gasu_08170	46.798	48.6348
Os10g0189100	Gasu_46280	23.8095	21.137
Os10g0189600	Gasu_30970	36.3071	32.1101
Os10g0190000	Gasu_53610	50.5435	52.5424
Os10g0194200	Gasu_53790	35.5932	36.9501
Os10g0203000	Gasu_52160	4.67091	5.40541
Os10g0204100	Gasu_03330	15.5294	18.2825
Os10g0204100	Gasu_12370	20.2353	24.5014
Os10g0204100	Gasu_28090	16.7059	22.1184
Os10g0204300	Gasu_48040	27.0833	2.42537
Os10g0204400	Gasu_48040	35.0079	41.6045
Os10g0205200	Gasu_45740	49.7297	53.1792
Os10g0205500	Gasu_29800	38.3607	7.51445
Os10g0205500	Gasu_41500	1.63934	0.47081
Os10g0205500	Gasu_60580	37.377	10.8883
Os10g0206800	Gasu_44330	22.5326	25.6356
Os10g0208200	Gasu_47510	60.8491	62.0192
Os10g0209300	Gasu_00580	32.5581	11.5702
Os10g0213100	Gasu_27980	38.4615	2.30415
Os10g0320400	Gasu_13250	38.8889	37.8378
Os10g0321700	Gasu_32310	13.5647	40.566
Os10g0323600	Gasu_04300	37.4046	34.7518
Os10g0323900	Gasu_04300	37.4046	34.7518
Os10g0327300	Gasu_26040	34.8837	30.0601
Os10g0328700	Gasu_31480	35.5837	36.4553
Os10g0329300	Gasu_24060	27.182	25.9524
Os10g0335200	Gasu_11850	39.8876	48.6301
Os10g0337600	Gasu_57360	38.5714	40.2985
Os10g0347800	Gasu_54420	10.9942	14.3293
Os10g0355800	Gasu_40560	84.0476	58.9316
Os10g0356000	Gasu_40760	45.9119	44.4219
Os10g0358600	Gasu_33710	25.5814	27.0936
Os10g0363300	Gasu_03050	37.4063	34.166
Os10g0368902	Gasu_20210	19.49	11.5676
Os10g0368902	Gasu_22730	18.9435	15.2269
Os10g0369000	Gasu_18280	41.5147	42.2857
Os10g0369900	Gasu_30560	48.723	45.6722
Os10g0370000	Gasu_12560	19.3548	29.316
Os10g0370000	Gasu_42380	18.4946	30.605
Os10g0377400	Gasu_11810	58.3333	58.6047
Os10g0377800	Gasu_00430	25.365	17.8205
Os10g0378300	Gasu_29990	32.7684	27.1028
Os10g0382300	Gasu_50460	21.1429	26.4758
Os10g0389000	Gasu_06410	36.1257	42.3313
Os10g0390100	Gasu_05330	15.2563	20.4147
Os10g0390500	Gasu_03270	45.3416	42.6901
Os10g0390600	Gasu_03270	40.8624	38.7914
Os10g0392600	Gasu_57230	15.1625	21.7617
Os10g0392600	Gasu_60790	23.1047	26.1224
Os10g0392700	Gasu_12620	31.5476	30.3725
Os10g0393100	Gasu_05510	23.1806	27.7419
Os10g0394100	Gasu_02510	26.7742	4.47439
Os10g0396300	Gasu_14090	33.7963	34.2723
Os10g0396400	Gasu_08350	9.63303	13.969
Os10g0397200	Gasu_32940	18.2796	22.2707
Os10g0399100	Gasu_58810	36.4173	33.3935
Os10g0399200	Gasu_58810	39.6186	33.7545
Os10g0399700	Gasu_58810	37.8601	33.213
Os10g0400100	Gasu_19620	53.2231	41.6021
Os10g0400800	Gasu_14160	36.9168	45.8438
Os10g0403700	Gasu_00520	29.2105	30.9192
Os10g0403700	Gasu_22880	26.5789	28.4507
Os10g0404500	Gasu_08920	30.0813	5.79937
Os10g0404500	Gasu_18190	26.8293	6.77618
Os10g0404500	Gasu_29860	26.8293	6.27376
Os10g0404500	Gasu_34550	29.2683	6.59341
Os10g0404500	Gasu_56570	19.5122	5.5814
Os10g0404533	Gasu_08920	22.807	4.07523
Os10g0404533	Gasu_18190	28.9474	6.77618
Os10g0404533	Gasu_29860	24.5614	5.32319
Os10g0404533	Gasu_34550	21.0526	4.3956
Os10g0404533	Gasu_56570	25.4386	6.74419
Os10g0404566	Gasu_08920	24.5283	6.11285
Os10g0404566	Gasu_18190	20.1258	6.57084
Os10g0404566	Gasu_29860	20.7547	6.27376
Os10g0404566	Gasu_34550	13.2075	3.84615
Os10g0404566	Gasu_56570	11.3208	4.18605
Os10g0405600	Gasu_21800	41.9847	41.6667
Os10g0405600	Gasu_33590	30.916	37.156
Os10g0406100	Gasu_50090	28.4314	16.8116
Os10g0406600	Gasu_47540	30	30.3371
Os10g0410600	Gasu_32010	77.3885	72.973
Os10g0411800	Gasu_06000	58.8652	62.406
Os10g0412000	Gasu_07720	30.9969	14.0042
Os10g0412050	Gasu_07720	37.2093	7.88177
Os10g0412100	Gasu_52400	31.5702	30.1738
Os10g0414500	Gasu_28380	32.2388	30.6818
Os10g0415300	Gasu_10030	39.3502	39.4928
Os10g0415600	Gasu_23490	23.9078	26.2667
Os10g0415800	Gasu_23490	24.8705	25.6
Os10g0415900	Gasu_35830	33.2681	40.1891
Os10g0416200	Gasu_26960	40.9178	39.3382
Os10g0417600	Gasu_54810	61.6402	65.4494
Os10g0420000	Gasu_18590	36.8644	32.4627
Os10g0420400	Gasu_23310	24.7573	16.1392
Os10g0420400	Gasu_35600	22.0874	15.5556
Os10g0422200	Gasu_25460	36.4179	39.3548
Os10g0422500	Gasu_32740	25.2542	18.0606
Os10g0430200	Gasu_53790	35.7924	38.4164
Os10g0431000	Gasu_18830	6.13108	5.15098
Os10g0432300	Gasu_55060	52.9148	57.2816
Os10g0434900	Gasu_37370	23.1343	6.41822
Os10g0434900	Gasu_62660	19.403	4.65116
Os10g0436800	Gasu_09450	22.8	36.5385
Os10g0436800	Gasu_16960	47.6	44.2379
Os10g0436800	Gasu_45280	46.8	57.3529
Os10g0436800	Gasu_59270	45.6	55.6098
Os10g0437000	Gasu_08820	17.1429	19.726
Os10g0437000	Gasu_25810	20.7143	18.3932
Os10g0437000	Gasu_29830	21.9048	17.7264
Os10g0437000	Gasu_48630	23.5714	21.1991
Os10g0437000	Gasu_53640	23.0952	17.7982
Os10g0437200	Gasu_19420	24.2054	13.4511
Os10g0437600	Gasu_14030	19.0921	8.42167
Os10g0438100	Gasu_29630	28.6364	40.6452
Os10g0438700	Gasu_58450	31.25	23.8095
Os10g0439600	Gasu_50650	41.0029	23.3221
Os10g0440100	Gasu_02560	26.0116	28.9389
Os10g0440100	Gasu_07000	15.3179	25.6039
Os10g0440100	Gasu_42570	22.8324	19.5545
Os10g0442600	Gasu_41710	57.4359	13.9477
Os10g0443200	Gasu_09120	22.449	30.6977
Os10g0447100	Gasu_19800	73.6111	52.7363
Os10g0447100	Gasu_24860	74.3056	52.7094
Os10g0452800	Gasu_22210	47.0886	53.1429
Os10g0456900	Gasu_38580	22.0588	2.39234
Os10g0456950	Gasu_38580	12.6935	0.817384
Os10g0457000	Gasu_47960	39.4366	52.8302
Os10g0457500	Gasu_04800	56.5854	50.655
Os10g0461400	Gasu_00090	14.2857	6.17284
Os10g0462900	Gasu_12870	63.7631	59.3193
Os10g0463100	Gasu_12610	28.0164	30.1762
Os10g0463400	Gasu_46530	18.4751	11.413
Os10g0464100	Gasu_05460	25.387	31.0606
Os10g0464400	Gasu_00580	17.3804	28.5124
Os10g0465000	Gasu_10560	14.2857	5.62914
Os10g0465000	Gasu_14700	14.2857	5.63847
Os10g0465700	Gasu_04150	38.5047	38.7218
Os10g0465700	Gasu_29320	37.9439	38.8145
Os10g0465800	Gasu_29040	47.0588	25
Os10g0465900	Gasu_11310	27.3973	10.3627
Os10g0466200	Gasu_39540	39.3548	41.4966
Os10g0466300	Gasu_12780	29.6015	29.7143
Os10g0466700	Gasu_26210	80.7143	80.7143
Os10g0467200	Gasu_45750	18.7817	21.5116
Os10g0467600	Gasu_50360	32.0388	30.6977
Os10g0471300	Gasu_41020	45.2381	38.5787
Os10g0472400	Gasu_20450	23.0241	19.9405
Os10g0473800	Gasu_09770	19.4215	8.24561
Os10g0476100	Gasu_10180	40.1515	45.6897
Os10g0476300	Gasu_10340	46.1053	51.5294
Os10g0476300	Gasu_20170	44.6316	32.17
Os10g0476400	Gasu_27990	28.7736	28.5047
Os10g0476600	Gasu_51600	41.5896	33.3828
Os10g0476700	Gasu_43940	31.4815	26.4798
Os10g0476900	Gasu_20210	15.7421	11.3514
Os10g0476900	Gasu_22730	14.2429	13.9092
Os10g0479500	Gasu_22340	30.3922	17.3669
Os10g0479600	Gasu_12220	27.5862	26.6667
Os10g0479600	Gasu_38790	37.931	37.931
Os10g0479700	Gasu_43700	27.027	29.1545
Os10g0483000	Gasu_08600	57.9268	53.6723
Os10g0484700	Gasu_10540	28.8835	26.8623
Os10g0486600	Gasu_46660	82.3944	82.3944
Os10g0487400	Gasu_45150	11.3514	26.25
Os10g0488100	Gasu_05220	32	33.3333
Os10g0488300	Gasu_16510	23.3333	22.5806
Os10g0489200	Gasu_24280	30.9179	34.5479
Os10g0491801	Gasu_49630	33.3333	32.4503
Os10g0492000	Gasu_01990	20.0675	10.0422
Os10g0492101	Gasu_01990	18.8571	2.78481
Os10g0492300	Gasu_01990	19.2037	6.91983
Os10g0492900	Gasu_60270	41.5225	22.4299
Os10g0493600	Gasu_60270	38.3693	29.9065
Os10g0494200	Gasu_25400	44.2623	45.2153
Os10g0494300	Gasu_34860	30.4288	33.8462
Os10g0495300	Gasu_18390	15.402	17.0213
Os10g0495500	Gasu_12890	15.1915	16.2659
Os10g0495600	Gasu_00770	35.8302	23.5053
Os10g0496900	Gasu_17830	25.8706	30.4985
Os10g0496900	Gasu_64050	13.4328	31.5789
Os10g0497100	Gasu_44870	30.7229	29.2264
Os10g0497900	Gasu_29650	31.4214	28.9655
Os10g0498000	Gasu_18380	21.2219	21.0863
Os10g0498100	Gasu_18380	17.1521	16.9329
Os10g0498200	Gasu_18380	21.6981	22.0447
Os10g0498300	Gasu_18380	21.988	23.3227
Os10g0498500	Gasu_18380	21.1896	18.2109
Os10g0498800	Gasu_11950	17.1875	2.38612
Os10g0498900	Gasu_26450	33.4337	37.1237
Os10g0500700	Gasu_53680	20.7739	19.2453
Os10g0502400	Gasu_39730	36.1266	34.7048
Os10g0502500	Gasu_09400	18.8679	27.7778
Os10g0502600	Gasu_09400	23.2759	30
Os10g0503100	Gasu_28790	22.3214	19.1571
Os10g0503500	Gasu_24070	42.7419	43.5855
Os10g0503700	Gasu_44990	57.3896	60.2823
Os10g0507600	Gasu_07520	22.5	18.6207
Os10g0507600	Gasu_51240	22.0833	15.0142
Os10g0507800	Gasu_08720	24.4444	23.4875
Os10g0508400	Gasu_37340	52.8205	54.0682
Os10g0508500	Gasu_12360	19.8997	10.0084
Os10g0510000	Gasu_17630	81.9629	82.4
Os10g0510000	Gasu_35290	75.3316	75.5319
Os10g0510700	Gasu_23590	16.1644	26.1062
Os10g0510700	Gasu_23640	17.1233	27.2926
Os10g0512100	Gasu_01720	25.9434	18.623
Os10g0512100	Gasu_59840	26.5723	14.9293
Os10g0514600	Gasu_30090	57.3013	58.3804
Os10g0516100	Gasu_23250	35.9756	38.3117
Os10g0516300	Gasu_61180	41.7647	12.3478
Os10g0517500	Gasu_39000	26.7241	29.8077
Os10g0518100	Gasu_43400	15.1877	13.8629
Os10g0518200	Gasu_16090	32.6923	25.1852
Os10g0518200	Gasu_17700	41.3462	33.0769
Os10g0518800	Gasu_55460	27.1255	32.8969
Os10g0518900	Gasu_41840	24.2894	36.4341
Os10g0519700	Gasu_57670	26.6667	23.6364
Os10g0520600	Gasu_54800	22.5322	22.5806
Os10g0520700	Gasu_20840	22.381	25.7534
Os10g0521000	Gasu_29340	30.7282	31.5693
Os10g0521100	Gasu_59680	29.1391	28.9474
Os10g0521300	Gasu_04560	14.5278	16.8067
Os10g0521300	Gasu_26810	21.5496	21.5496
Os10g0521300	Gasu_58870	13.3172	16.6163
Os10g0521700	Gasu_12710	40.5117	60.1266
Os10g0522900	Gasu_47890	25.6494	25.3205
Os10g0523100	Gasu_47890	24.6835	25
Os10g0523700	Gasu_15490	28.6765	37.8641
Os10g0524500	Gasu_22350	12.9693	26.7606
Os10g0532100	Gasu_11320	17.798	28.3641
Os10g0533000	Gasu_47310	10	17.8082
Os10g0533100	Gasu_28110	14.9321	16.4179
Os10g0533600	Gasu_30110	48.4043	44.8276
Os10g0533900	Gasu_44260	23.5772	32.2222
Os10g0535600	Gasu_30750	7.44186	3.28542
Os10g0535600	Gasu_46690	3.25581	0.900901
Os10g0536000	Gasu_35530	40.625	40.8805
Os10g0536000	Gasu_61800	21.875	22.7273
Os10g0536100	Gasu_13940	22.3176	12.7764
Os10g0539500	Gasu_36550	95.1456	95.1456
Os10g0539500	Gasu_59650	95.1456	95.1456
Os10g0542200	Gasu_02810	32.1739	35.3728
Os10g0545200	Gasu_04960	34.8837	38.6029
Os10g0545600	Gasu_30990	17.2881	19.4286
Os10g0545800	Gasu_26480	28.839	26.2799
Os10g0546600	Gasu_37030	21.0339	22.6488
Os10g0546600	Gasu_41760	18.5383	20.6349
Os10g0547900	Gasu_17830	35.3503	32.5513
Os10g0547900	Gasu_64050	16.879	30.9942
Os10g0548000	Gasu_17830	36.9906	34.6041
Os10g0548000	Gasu_64050	16.9279	31.5789
Os10g0548800	Gasu_44000	10.4167	23.918
Os10g0549100	Gasu_07520	26.6094	21.3793
Os10g0549100	Gasu_51240	25.3219	16.7139
Os10g0549500	Gasu_03710	45.6204	31.407
Os10g0550300	Gasu_33770	14.6138	11.8243
Os10g0550900	Gasu_18020	27.7551	24.9084
Os10g0550900	Gasu_45950	27.1429	27.7662
Os10g0552900	Gasu_21730	34.3066	35.7868
Os10g0553300	Gasu_25840	32.4607	33.6043
Os10g0553300	Gasu_55870	31.6754	30.0995
Os10g0553800	Gasu_49200	32.5726	35.8447
Os10g0554300	Gasu_49200	19.8347	21.9178
Os10g0555100	Gasu_12000	20.5285	16.4495
Os10g0555200	Gasu_20620	23.6287	22.49
Os10g0556700	Gasu_10450	26.3924	28.6941
Os10g0557600	Gasu_02460	20.1031	7.19557
Os10g0557600	Gasu_33690	6.70103	4.86891
Os10g0557600	Gasu_39610	8.76289	6.34328
Os10g0559800	Gasu_42980	12.4031	16.0321
Os10g0560900	Gasu_03220	24.4444	26.8293
Os10g0563300	Gasu_51380	26.1702	29.0094
Os10g0563600	Gasu_43510	34.6008	41.1765
Os10g0563900	Gasu_03510	31.1321	18.8571
Os10g0564100	Gasu_25550	21.7822	41.9048
Os10g0564300	Gasu_38060	53.6765	53.2847
Os10g0564400	Gasu_22040	44.0945	42.344
Os10g0564400	Gasu_45380	43.5039	42.3372
Os10g0564900	Gasu_11450	42.2939	48.3607
Os10g0565200	Gasu_04150	29.3103	9.58647
Os10g0565200	Gasu_29320	25.8621	8.60421
Os10g0565300	Gasu_32300	17.9739	4.50573
Os10g0565600	Gasu_18910	15.2844	19.225
Os10g0567000	Gasu_25240	21.0843	20.6693
Os10g0569200	Gasu_52990	36.5786	39.5489
Os10g0571200	Gasu_43260	42.807	41.7808
Os10g0572000	Gasu_28140	24.3243	28.2132
Os10g0572300	Gasu_02110	14.733	29.0909
Os10g0573100	Gasu_17230	38.2488	35.9307
Os10g0573700	Gasu_20540	53.7975	53.9683
Os10g0573800	Gasu_20540	55.7432	52.381
Os10g0573900	Gasu_49430	28.4895	30.7851
Os10g0574500	Gasu_40950	16.1479	20.6983
Os10g0574800	Gasu_41330	24.57	22.4215
Os10g0577900	Gasu_33910	28.3372	28.271
Os10g0578000	Gasu_35500	25.7261	12.6016
Os10g0578800	Gasu_58100	28.821	25.5319
Os10g0579100	Gasu_34640	22.4691	25.1729
Os10g0579200	Gasu_04230	40.6375	34.4595
Os10g0579300	Gasu_23780	26.875	25.7485
Os10g0579600	Gasu_02520	16.8717	23.5872
Os10g0579800	Gasu_02520	14.711	20.6388
Os10g0580400	Gasu_00030	47.5728	49.2816
Os10g0580700	Gasu_04570	12.8302	13.5458
Os10g0580800	Gasu_53360	32.7645	32.7645
Os11g0100200	Gasu_42960	31.5068	32.093
Os11g0101200	Gasu_26300	4.65116	8.44156
Os11g0102200	Gasu_15820	17.9153	37.246
Os11g0102200	Gasu_38210	17.1553	36.9159
Os11g0102500	Gasu_17480	13.3333	1.16959
Os11g0102500	Gasu_26190	10	0.857143
Os11g0102500	Gasu_30050	3.33333	0.398406
Os11g0102800	Gasu_21720	5.18518	2.01439
Os11g0103700	Gasu_48560	12.5373	25
Os11g0104050	Gasu_45880	25.2336	33.75
Os11g0104400	Gasu_25760	39.5833	42.1053
Os11g0104866	Gasu_10250	46.7128	16.4334
Os11g0104866	Gasu_27540	47.0588	15.8601
Os11g0104900	Gasu_10250	46.2089	19.6592
Os11g0104900	Gasu_27540	46.2089	18.8338
Os11g0105400	Gasu_47210	28.7554	30.7339
Os11g0105800	Gasu_25270	28.4672	23.494
Os11g0106200	Gasu_43560	24.4231	28.0353
Os11g0106400	Gasu_42920	42.271	42.5552
Os11g0106700	Gasu_59180	22.4044	13.7124
Os11g0107500	Gasu_17280	32.2314	34.2105
Os11g0109000	Gasu_06650	21.6667	16.1348
Os11g0109000	Gasu_31820	23.3333	17.8182
Os11g0109933	Gasu_00740	32.1839	30.3171
Os11g0109933	Gasu_16530	29.803	28.4483
Os11g0114600	Gasu_44410	19.7749	15.912
Os11g0114600	Gasu_55630	29.582	18.9691
Os11g0114700	Gasu_22070	15.98	9.06516
Os11g0116400	Gasu_39590	43.2314	38.0769
Os11g0119100	Gasu_30750	16.8675	5.74949
Os11g0119100	Gasu_46690	13.8554	2.9601
Os11g0119200	Gasu_45150	9.36864	28.75
Os11g0120600	Gasu_44050	34.9057	44.3114
Os11g0120725	Gasu_44050	46.1538	43.1138
Os11g0125900	Gasu_30430	23.7251	23.5683
Os11g0126400	Gasu_30430	23.7069	24.2291
Os11g0126800	Gasu_30430	20.2899	9.2511
Os11g0127900	Gasu_52020	67.7852	69.1781
Os11g0128400	Gasu_58470	23.1788	15.855
Os11g0128700	Gasu_03260	10.1449	12.5498
Os11g0128800	Gasu_45520	27.0833	10.1167
Os11g0131200	Gasu_24100	21.6418	20.1389
Os11g0131700	Gasu_24500	34.6154	35.5263
Os11g0133600	Gasu_20230	29.1946	11.7727
Os11g0133700	Gasu_04660	35.3659	3.91363
Os11g0133800	Gasu_60430	22.6013	30.1994
Os11g0134300	Gasu_10050	27.6543	23.7288
Os11g0134400	Gasu_46430	51.9126	58.2822
Os11g0134500	Gasu_27670	29.8925	33.0952
Os11g0134900	Gasu_23960	23.6786	15.4058
Os11g0134900	Gasu_46950	24.1015	14.7287
Os11g0134900	Gasu_48780	23.6786	15.4058
Os11g0135000	Gasu_23960	24.0426	15.5433
Os11g0135000	Gasu_46950	25.1064	15.2455
Os11g0135000	Gasu_48780	24.8936	16.0935
Os11g0135300	Gasu_23960	22.1774	15.1307
Os11g0135300	Gasu_46950	23.7903	15.2455
Os11g0135300	Gasu_48780	23.9919	16.3686
Os11g0135400	Gasu_17870	42.1875	39.0173
Os11g0135900	Gasu_23960	24.6939	16.6437
Os11g0135900	Gasu_46950	25.3061	16.0207
Os11g0135900	Gasu_48780	26.5306	17.8817
Os11g0136400	Gasu_23960	27.4038	7.84044
Os11g0136400	Gasu_46950	26.4423	7.10594
Os11g0136400	Gasu_48780	26.9231	7.70289
Os11g0136800	Gasu_15270	11.7978	26.4151
Os11g0137100	Gasu_46490	22.4105	22.3265
Os11g0137200	Gasu_53620	46.5116	53.5714
Os11g0139100	Gasu_21480	27.673	20.7547
Os11g0139400	Gasu_21170	22.1649	26.1398
Os11g0139900	Gasu_25160	18.2186	16.129
Os11g0142500	Gasu_48120	43.622	41.7798
Os11g0143400	Gasu_34130	19.6429	31.1321
Os11g0143500	Gasu_21710	19.8971	23.4343
Os11g0145000	Gasu_33320	21.4555	26.6771
Os11g0145400	Gasu_37930	74.6988	84.9315
Os11g0145700	Gasu_13310	19.3732	15.6682
Os11g0146100	Gasu_33320	11.3131	8.73635
Os11g0146500	Gasu_13310	20	19.3548
Os11g0148500	Gasu_48930	34.9146	36.8
Os11g0151300	Gasu_54520	50.9804	66.6667
Os11g0151600	Gasu_24340	33.0645	11.0661
Os11g0153600	Gasu_46320	32.4201	25.3571
Os11g0153700	Gasu_46320	18.1329	36.0714
Os11g0153800	Gasu_35280	49.0741	53
Os11g0155900	Gasu_59640	95.5882	95.5882
Os11g0160300	Gasu_44410	23.4624	13.3247
Os11g0160300	Gasu_55630	38.041	17.2165
Os11g0162200	Gasu_25200	53.6232	53.6232
Os11g0163100	Gasu_17630	82.7586	83.2
Os11g0163100	Gasu_35290	74.8011	75
Os11g0167200	Gasu_27050	20.3857	25.3425
Os11g0167300	Gasu_01300	6.48649	17.4927
Os11g0168100	Gasu_35580	31.9149	28.8462
Os11g0168200	Gasu_55950	70.6941	70.8763
Os11g0168300	Gasu_49780	38.1481	41.3655
Os11g0169800	Gasu_03440	23.6915	11.8132
Os11g0169900	Gasu_09170	24.8485	34.7458
Os11g0169900	Gasu_54550	71.5152	74.2138
Os11g0171300	Gasu_51810	56.1856	52.0286
Os11g0171300	Gasu_63700	56.9588	52.7446
Os11g0174000	Gasu_47450	41.7629	41.6754
Os11g0176000	Gasu_04080	12.973	10.2418
Os11g0176100	Gasu_20150	22.0202	35.3896
Os11g0177400	Gasu_08900	32.5581	23.1579
Os11g0177400	Gasu_48360	32.3467	22.0779
Os11g0180600	Gasu_08480	29.5918	12.7529
Os11g0181500	Gasu_58400	36.4035	40.8867
Os11g0181700	Gasu_17830	35.241	34.3109
Os11g0181700	Gasu_64050	14.759	28.655
Os11g0181800	Gasu_17830	39.5137	38.1232
Os11g0181800	Gasu_64050	17.6292	33.9181
Os11g0184100	Gasu_36870	29.4118	30.0752
Os11g0186200	Gasu_19210	30.9129	30.6584
Os11g0186200	Gasu_63180	38.5892	39.1579
Os11g0186400	Gasu_26090	49.5928	51.215
Os11g0187100	Gasu_17820	15.7339	27.6438
Os11g0187100	Gasu_33260	14.1499	24.1441
Os11g0187100	Gasu_64060	15.6283	27.256
Os11g0189600	Gasu_60260	46.2451	46.1235
Os11g0191300	Gasu_35630	13.8735	18.2749
Os11g0191400	Gasu_03550	16.8196	34.3035
Os11g0191400	Gasu_08370	22.0183	29.2683
Os11g0194800	Gasu_24140	66.2162	67.1233
Os11g0195100	Gasu_40020	33.7251	40.8991
Os11g0199700	Gasu_35500	17.0068	20.3252
Os11g0207600	Gasu_07570	23.221	26.1603
Os11g0209700	Gasu_17510	10.2174	4.26885
Os11g0216000	Gasu_48930	33.9658	35.8
Os11g0216300	Gasu_17560	23.842	23.8745
Os11g0216900	Gasu_44120	38.7701	40.2778
Os11g0217300	Gasu_33990	37.9603	23.7168
Os11g0217500	Gasu_03660	2.17391	1.76768
Os11g0220400	Gasu_37220	14.7436	8.47666
Os11g0220800	Gasu_57260	63.3929	66.9811
Os11g0229100	Gasu_47310	23.0216	8.76712
Os11g0236100	Gasu_03810	22.5933	13.789
Os11g0240900	Gasu_48800	35.4767	37.7358
Os11g0242200	Gasu_15930	17.6471	17.6
Os11g0242500	Gasu_29910	25.0432	30.4622
Os11g0244600	Gasu_07900	14.6835	8.73494
Os11g0244600	Gasu_56530	10.3797	6.36646
Os11g0244600	Gasu_61490	9.11392	5.53846
Os11g0245100	Gasu_17300	36.6667	40.1826
Os11g0246600	Gasu_51390	36.6516	22.8169
Os11g0247300	Gasu_42100	83.592	84.34
Os11g0256000	Gasu_40740	37.963	24.8485
Os11g0256050	Gasu_40740	7.72059	12.7273
Os11g0261900	Gasu_02510	29.5943	6.68464
Os11g0265400	Gasu_16890	22.561	26.4286
Os11g0265600	Gasu_21220	26.6798	29.3478
Os11g0266800	Gasu_56230	21	22.4466
Os11g0267400	Gasu_40230	55.0429	60.5667
Os11g0269000	Gasu_40230	53.8071	25.0295
Os11g0271100	Gasu_53060	41.5663	43.3962
Os11g0276300	Gasu_56680	34.5013	33.4204
Os11g0284900	Gasu_56810	40.9722	28.3654
Os11g0285000	Gasu_60260	39.0789	39.0276
Os11g0286400	Gasu_60260	24.6575	2.36531
