Gene stable ID	Trifolium pratense gene stable ID	%id. target Trifolium pratense gene identical to query gene	%id. query gene identical to target Trifolium pratense gene
Os12g0215950	Tp57577_TGAC_v2_gene1206	32.5099	31.1848
Os12g0215950	Tp57577_TGAC_v2_gene1240	29.1502	29.6781
Os12g0215950	Tp57577_TGAC_v2_gene1245	31.6206	31.2195
Os12g0215950	Tp57577_TGAC_v2_gene1256	30.7312	26.2669
Os12g0215950	Tp57577_TGAC_v2_gene14146	25.6917	32.3786
Os12g0215950	Tp57577_TGAC_v2_gene14151	32.7075	31.7354
Os12g0215950	Tp57577_TGAC_v2_gene14174	15.7115	26.5442
Os12g0215950	Tp57577_TGAC_v2_gene14298	21.2451	28.9367
Os12g0215950	Tp57577_TGAC_v2_gene14308	36.5613	33.3033
Os12g0215950	Tp57577_TGAC_v2_gene14313	35.9684	32.8224
Os12g0215950	Tp57577_TGAC_v2_gene16167	30.1383	31.1224
Os12g0215950	Tp57577_TGAC_v2_gene22217	31.3241	31.7
Os12g0215950	Tp57577_TGAC_v2_gene22222	25.7905	30.4551
Os12g0215950	Tp57577_TGAC_v2_gene25126	30.9289	30.0962
Os12g0215950	Tp57577_TGAC_v2_gene25930	18.8735	26.9774
Os12g0215950	Tp57577_TGAC_v2_gene27923	34.7826	32.6531
Os12g0215950	Tp57577_TGAC_v2_gene30847	19.7628	31.7965
Os12g0215950	Tp57577_TGAC_v2_gene31824	32.1146	32.1464
Os12g0215950	Tp57577_TGAC_v2_gene31827	32.7075	32.5467
Os12g0215950	Tp57577_TGAC_v2_gene31831	31.5217	29.1324
Os12g0215950	Tp57577_TGAC_v2_gene38742	26.4822	29.548
Os12g0215950	Tp57577_TGAC_v2_gene38767	37.6482	35.8083
Os12g0215950	Tp57577_TGAC_v2_gene4336	30.2372	32.8326
Os12g0215950	Tp57577_TGAC_v2_gene5597	24.5059	31.6327
Os12g0215950	Tp57577_TGAC_v2_gene8186	26.581	30.1232
Os12g0215950	Tp57577_TGAC_v2_gene8189	36.5613	35.2381
Os12g0215950	Tp57577_TGAC_v2_gene8195	32.7075	34.9156
Os12g0215950	Tp57577_TGAC_v2_gene8196	28.6561	33.0673
Os12g0215950	Tp57577_TGAC_v2_gene8201	29.8419	31.2953
Os12g0215950	Tp57577_TGAC_v2_gene8203	26.9763	32.0047
Os12g0215950	Tp57577_TGAC_v2_gene8207	31.3241	33.4036
Os12g0215950	Tp57577_TGAC_v2_gene8587	31.5217	31.6783
Os12g0217400	Tp57577_TGAC_v2_gene1206	33.498	32.1327
Os12g0217400	Tp57577_TGAC_v2_gene1240	30.5336	31.0865
Os12g0217400	Tp57577_TGAC_v2_gene1245	31.5217	31.122
Os12g0217400	Tp57577_TGAC_v2_gene1256	31.3241	26.7736
Os12g0217400	Tp57577_TGAC_v2_gene14146	26.087	32.8767
Os12g0217400	Tp57577_TGAC_v2_gene14151	33.498	32.5024
Os12g0217400	Tp57577_TGAC_v2_gene14174	15.9091	26.8781
Os12g0217400	Tp57577_TGAC_v2_gene14298	20.9486	28.533
Os12g0217400	Tp57577_TGAC_v2_gene14308	36.8577	33.5734
Os12g0217400	Tp57577_TGAC_v2_gene14313	36.0672	32.9125
Os12g0217400	Tp57577_TGAC_v2_gene16167	29.3478	30.3061
Os12g0217400	Tp57577_TGAC_v2_gene22217	31.1265	31.5
Os12g0217400	Tp57577_TGAC_v2_gene22222	25.2964	29.8716
Os12g0217400	Tp57577_TGAC_v2_gene25126	32.7075	31.8269
Os12g0217400	Tp57577_TGAC_v2_gene25930	18.083	25.8475
Os12g0217400	Tp57577_TGAC_v2_gene27923	35.1779	33.0241
Os12g0217400	Tp57577_TGAC_v2_gene30847	20.0593	32.2734
Os12g0217400	Tp57577_TGAC_v2_gene31824	32.3123	32.3442
Os12g0217400	Tp57577_TGAC_v2_gene31827	32.5099	32.35
Os12g0217400	Tp57577_TGAC_v2_gene31831	31.5217	29.1324
Os12g0217400	Tp57577_TGAC_v2_gene38742	26.4822	29.548
Os12g0217400	Tp57577_TGAC_v2_gene38767	35.9684	34.2105
Os12g0217400	Tp57577_TGAC_v2_gene4336	30.336	32.9399
Os12g0217400	Tp57577_TGAC_v2_gene5597	24.7036	31.8878
Os12g0217400	Tp57577_TGAC_v2_gene8186	25.9881	29.4513
Os12g0217400	Tp57577_TGAC_v2_gene8189	35.9684	34.6667
Os12g0217400	Tp57577_TGAC_v2_gene8195	31.2253	33.3333
Os12g0217400	Tp57577_TGAC_v2_gene8196	27.7668	32.041
Os12g0217400	Tp57577_TGAC_v2_gene8201	29.0514	30.4663
Os12g0217400	Tp57577_TGAC_v2_gene8203	26.087	30.9496
Os12g0217400	Tp57577_TGAC_v2_gene8207	30.336	32.3498
Os12g0217400	Tp57577_TGAC_v2_gene8587	31.5217	31.6783
Os12g0218500	Tp57577_TGAC_v2_gene1206	42.3841	12.1327
Os12g0218500	Tp57577_TGAC_v2_gene1240	39.404	11.9718
Os12g0218500	Tp57577_TGAC_v2_gene1245	39.404	11.6098
Os12g0218500	Tp57577_TGAC_v2_gene1256	34.4371	8.78378
Os12g0218500	Tp57577_TGAC_v2_gene14146	21.1921	7.97011
Os12g0218500	Tp57577_TGAC_v2_gene14151	42.7152	12.3682
Os12g0218500	Tp57577_TGAC_v2_gene14174	0	0
Os12g0218500	Tp57577_TGAC_v2_gene14298	18.2119	7.40242
Os12g0218500	Tp57577_TGAC_v2_gene14308	34.7682	9.45094
Os12g0218500	Tp57577_TGAC_v2_gene14313	34.7682	9.46799
Os12g0218500	Tp57577_TGAC_v2_gene16167	36.0927	11.1224
Os12g0218500	Tp57577_TGAC_v2_gene22217	40.0662	12.1
Os12g0218500	Tp57577_TGAC_v2_gene22222	35.0993	12.3687
Os12g0218500	Tp57577_TGAC_v2_gene25126	41.3907	12.0192
Os12g0218500	Tp57577_TGAC_v2_gene25930	1.3245	0.564972
Os12g0218500	Tp57577_TGAC_v2_gene27923	37.0861	10.3896
Os12g0218500	Tp57577_TGAC_v2_gene30847	0.662252	0.317965
Os12g0218500	Tp57577_TGAC_v2_gene31824	40.7285	12.1662
Os12g0218500	Tp57577_TGAC_v2_gene31827	39.404	11.7011
Os12g0218500	Tp57577_TGAC_v2_gene31831	38.0795	10.5023
Os12g0218500	Tp57577_TGAC_v2_gene38742	36.0927	12.0176
Os12g0218500	Tp57577_TGAC_v2_gene38767	38.4106	10.9023
Os12g0218500	Tp57577_TGAC_v2_gene4336	36.4238	11.8026
Os12g0218500	Tp57577_TGAC_v2_gene5597	32.7815	12.6276
Os12g0218500	Tp57577_TGAC_v2_gene8186	37.4172	12.654
Os12g0218500	Tp57577_TGAC_v2_gene8189	39.0728	11.2381
Os12g0218500	Tp57577_TGAC_v2_gene8195	39.0728	12.4473
Os12g0218500	Tp57577_TGAC_v2_gene8196	33.1126	11.4025
Os12g0218500	Tp57577_TGAC_v2_gene8201	36.4238	11.399
Os12g0218500	Tp57577_TGAC_v2_gene8203	38.4106	13.5991
Os12g0218500	Tp57577_TGAC_v2_gene8207	36.0927	11.4858
Os12g0218500	Tp57577_TGAC_v2_gene8587	42.3841	12.711
Os12g0221700	Tp57577_TGAC_v2_gene11318	36.0927	8.23885
Os12g0221700	Tp57577_TGAC_v2_gene1156	27.1523	27.9863
Os12g0221700	Tp57577_TGAC_v2_gene1276	35.7616	15.6749
Os12g0221700	Tp57577_TGAC_v2_gene14172	34.7682	34.5395
Os12g0221700	Tp57577_TGAC_v2_gene16966	26.4901	25.4777
Os12g0221700	Tp57577_TGAC_v2_gene25929	28.8079	33.2061
Os12g0221700	Tp57577_TGAC_v2_gene2932	40.3974	30.8861
Os12g0221700	Tp57577_TGAC_v2_gene29900	13.9073	24.8521
Os12g0221700	Tp57577_TGAC_v2_gene29912	24.1722	37.4359
Os12g0221700	Tp57577_TGAC_v2_gene39360	38.4106	25.1082
Os12g0221700	Tp57577_TGAC_v2_gene8599	40.7285	26.9147
Os12g0222800	Tp57577_TGAC_v2_gene1206	33.6318	32.0379
Os12g0222800	Tp57577_TGAC_v2_gene1240	30.3483	30.6841
Os12g0222800	Tp57577_TGAC_v2_gene1245	31.9403	31.3171
Os12g0222800	Tp57577_TGAC_v2_gene1256	31.2438	26.5203
Os12g0222800	Tp57577_TGAC_v2_gene14146	26.2687	32.8767
Os12g0222800	Tp57577_TGAC_v2_gene14151	34.2289	32.9818
Os12g0222800	Tp57577_TGAC_v2_gene14174	15.9204	26.7112
Os12g0222800	Tp57577_TGAC_v2_gene14298	22.0896	29.8789
Os12g0222800	Tp57577_TGAC_v2_gene14308	38.209	34.5635
Os12g0222800	Tp57577_TGAC_v2_gene14313	37.1144	33.6339
Os12g0222800	Tp57577_TGAC_v2_gene16167	30.4478	31.2245
Os12g0222800	Tp57577_TGAC_v2_gene22217	30.9453	31.1
Os12g0222800	Tp57577_TGAC_v2_gene22222	26.2687	30.8051
Os12g0222800	Tp57577_TGAC_v2_gene25126	31.7413	30.6731
Os12g0222800	Tp57577_TGAC_v2_gene25930	17.8109	25.2825
Os12g0222800	Tp57577_TGAC_v2_gene27923	35.3234	32.9314
Os12g0222800	Tp57577_TGAC_v2_gene30847	20.199	32.2734
Os12g0222800	Tp57577_TGAC_v2_gene31824	31.7413	31.5529
Os12g0222800	Tp57577_TGAC_v2_gene31827	32.2388	31.8584
Os12g0222800	Tp57577_TGAC_v2_gene31831	30.3483	27.8539
Os12g0222800	Tp57577_TGAC_v2_gene38742	27.5622	30.5402
Os12g0222800	Tp57577_TGAC_v2_gene38767	37.4129	35.3383
Os12g0222800	Tp57577_TGAC_v2_gene4336	30.7463	33.1545
Os12g0222800	Tp57577_TGAC_v2_gene5597	24.6766	31.6327
Os12g0222800	Tp57577_TGAC_v2_gene8186	26.0697	29.3393
Os12g0222800	Tp57577_TGAC_v2_gene8189	36.9154	35.3333
Os12g0222800	Tp57577_TGAC_v2_gene8195	31.7413	33.6498
Os12g0222800	Tp57577_TGAC_v2_gene8196	28.6567	32.8392
Os12g0222800	Tp57577_TGAC_v2_gene8201	29.1542	30.3627
Os12g0222800	Tp57577_TGAC_v2_gene8203	26.1692	30.8324
Os12g0222800	Tp57577_TGAC_v2_gene8207	31.3433	33.1928
Os12g0222800	Tp57577_TGAC_v2_gene8587	32.7363	32.6713
Os12g0222900	Tp57577_TGAC_v2_gene1206	32.878	31.9431
Os12g0222900	Tp57577_TGAC_v2_gene1240	29.6585	30.5835
Os12g0222900	Tp57577_TGAC_v2_gene1245	31.122	31.122
Os12g0222900	Tp57577_TGAC_v2_gene1256	30.9268	26.7736
Os12g0222900	Tp57577_TGAC_v2_gene14146	26.0488	33.2503
Os12g0222900	Tp57577_TGAC_v2_gene14151	32.878	32.3106
Os12g0222900	Tp57577_TGAC_v2_gene14174	16	27.379
Os12g0222900	Tp57577_TGAC_v2_gene14298	21.3659	29.4751
Os12g0222900	Tp57577_TGAC_v2_gene14308	36.7805	33.9334
Os12g0222900	Tp57577_TGAC_v2_gene14313	36.4878	33.7241
Os12g0222900	Tp57577_TGAC_v2_gene16167	29.9512	31.3265
Os12g0222900	Tp57577_TGAC_v2_gene22217	30.1463	30.9
Os12g0222900	Tp57577_TGAC_v2_gene22222	25.7561	30.8051
Os12g0222900	Tp57577_TGAC_v2_gene25126	31.8049	31.3462
Os12g0222900	Tp57577_TGAC_v2_gene25930	17.4634	25.2825
Os12g0222900	Tp57577_TGAC_v2_gene27923	35.4146	33.6735
Os12g0222900	Tp57577_TGAC_v2_gene30847	20.1951	32.9094
Os12g0222900	Tp57577_TGAC_v2_gene31824	30.9268	31.3551
Os12g0222900	Tp57577_TGAC_v2_gene31827	32.0976	32.35
Os12g0222900	Tp57577_TGAC_v2_gene31831	30.3415	28.4018
Os12g0222900	Tp57577_TGAC_v2_gene38742	26.7317	30.2095
Os12g0222900	Tp57577_TGAC_v2_gene38767	36.878	35.5263
Os12g0222900	Tp57577_TGAC_v2_gene4336	30.9268	34.0129
Os12g0222900	Tp57577_TGAC_v2_gene5597	24.5854	32.1429
Os12g0222900	Tp57577_TGAC_v2_gene8186	25.561	29.3393
Os12g0222900	Tp57577_TGAC_v2_gene8189	36.3902	35.5238
Os12g0222900	Tp57577_TGAC_v2_gene8195	30.9268	33.4388
Os12g0222900	Tp57577_TGAC_v2_gene8196	27.7073	32.3831
Os12g0222900	Tp57577_TGAC_v2_gene8201	29.2683	31.0881
Os12g0222900	Tp57577_TGAC_v2_gene8203	25.9512	31.1841
Os12g0222900	Tp57577_TGAC_v2_gene8207	30.9268	33.4036
Os12g0222900	Tp57577_TGAC_v2_gene8587	32	32.572
Os12g0223300	Tp57577_TGAC_v2_gene33725	29.3333	30.9859
Os12g0224000	Tp57577_TGAC_v2_gene37422	66.0377	19.83
Os12g0225100	Tp57577_TGAC_v2_gene28872	36.6255	19.6035
Os12g0225200	Tp57577_TGAC_v2_gene5989	22.6027	10
Os12g0225300	Tp57577_TGAC_v2_gene11676	33.5196	24.974
Os12g0225300	Tp57577_TGAC_v2_gene18639	35.4749	32.398
Os12g0225300	Tp57577_TGAC_v2_gene19401	33.1006	26.8707
Os12g0225300	Tp57577_TGAC_v2_gene33413	26.3966	32.6425
Os12g0228800	Tp57577_TGAC_v2_gene18863	60.119	45.9091
Os12g0228800	Tp57577_TGAC_v2_gene34210	61.3095	68.6667
Os12g0228800	Tp57577_TGAC_v2_gene34632	53.5714	54.878
Os12g0228900	Tp57577_TGAC_v2_gene7560	31.5589	12.7106
Os12g0230100	Tp57577_TGAC_v2_gene12887	81.3928	84.5198
Os12g0230100	Tp57577_TGAC_v2_gene21580	81.9369	83.7597
Os12g0230200	Tp57577_TGAC_v2_gene34252	54.7069	57.4627
Os12g0231000	Tp57577_TGAC_v2_gene12563	34.1338	31.0938
Os12g0231000	Tp57577_TGAC_v2_gene1664	33.4477	32.6633
Os12g0231000	Tp57577_TGAC_v2_gene26070	34.9914	33.7748
Os12g0231000	Tp57577_TGAC_v2_gene34903	32.7616	30.1738
Os12g0231000	Tp57577_TGAC_v2_gene4554	20.2401	32.0652
Os12g0231000	Tp57577_TGAC_v2_gene4562	14.5798	30.2491
Os12g0231000	Tp57577_TGAC_v2_gene6734	16.295	35.8491
Os12g0231000	Tp57577_TGAC_v2_gene6738	18.3533	36.1486
Os12g0231000	Tp57577_TGAC_v2_gene6814	34.9914	32.7448
Os12g0233200	Tp57577_TGAC_v2_gene13358	46.3047	46.3746
Os12g0233300	Tp57577_TGAC_v2_gene26850	43.1111	48.5
Os12g0233400	Tp57577_TGAC_v2_gene37445	57.0909	57.0909
Os12g0233600	Tp57577_TGAC_v2_gene33633	36.1305	6.48264
Os12g0233800	Tp57577_TGAC_v2_gene10365	53.6978	41.3366
Os12g0233800	Tp57577_TGAC_v2_gene28598	31.5113	34.2657
Os12g0233900	Tp57577_TGAC_v2_gene10569	19.7531	30.3797
Os12g0233900	Tp57577_TGAC_v2_gene1287	19.7531	24.4898
Os12g0233900	Tp57577_TGAC_v2_gene17125	28.8066	28.5714
Os12g0235700	Tp57577_TGAC_v2_gene355	15.6688	53.9474
Os12g0235700	Tp57577_TGAC_v2_gene6632	49.172	55.5396
Os12g0235800	Tp57577_TGAC_v2_gene22577	17.4636	34.8548
Os12g0235800	Tp57577_TGAC_v2_gene26144	63.6175	78.0612
Os12g0235800	Tp57577_TGAC_v2_gene30011	75.2599	76.2105
Os12g0235800	Tp57577_TGAC_v2_gene36997	10.1871	46.6667
Os12g0236100	Tp57577_TGAC_v2_gene10083	37.7483	29.4067
Os12g0236100	Tp57577_TGAC_v2_gene38342	39.5143	35.4807
Os12g0236100	Tp57577_TGAC_v2_gene7519	37.8587	37.7338
Os12g0236400	Tp57577_TGAC_v2_gene10955	78.0083	90.8213
Os12g0236500	Tp57577_TGAC_v2_gene26135	73.6402	73.029
Os12g0236600	Tp57577_TGAC_v2_gene14693	18.6047	37.4269
Os12g0236600	Tp57577_TGAC_v2_gene21447	20.9302	27.4809
Os12g0236600	Tp57577_TGAC_v2_gene32033	20.6395	37.5661
Os12g0236600	Tp57577_TGAC_v2_gene36887	22.3837	20.9239
Os12g0236600	Tp57577_TGAC_v2_gene38215	20.9302	25.4417
Os12g0236700	Tp57577_TGAC_v2_gene30572	32.26	33.8548
Os12g0236900	Tp57577_TGAC_v2_gene7527	62.8684	65.8436
Os12g0238000	Tp57577_TGAC_v2_gene1374	33.2544	30.7777
Os12g0238000	Tp57577_TGAC_v2_gene20036	35.6213	30.7143
Os12g0238100	Tp57577_TGAC_v2_gene21815	71.8362	44.4018
Os12g0238100	Tp57577_TGAC_v2_gene39543	4.09429	47.1429
Os12g0238900	Tp57577_TGAC_v2_gene12946	28.4615	27.9773
Os12g0238900	Tp57577_TGAC_v2_gene2928	24.6154	30.1887
Os12g0239000	Tp57577_TGAC_v2_gene22439	31.7717	31.5034
Os12g0239200	Tp57577_TGAC_v2_gene22439	2.19595	2.19595
Os12g0240900	Tp57577_TGAC_v2_gene33403	41.8667	43.0137
Os12g0241100	Tp57577_TGAC_v2_gene22435	45.3552	45.3552
Os12g0242500	Tp57577_TGAC_v2_gene28998	17.6292	19.3333
Os12g0242500	Tp57577_TGAC_v2_gene30012	21.2766	23.9726
Os12g0242700	Tp57577_TGAC_v2_gene22432	56.25	53.271
Os12g0242800	Tp57577_TGAC_v2_gene6761	39.4636	35.1536
Os12g0242900	Tp57577_TGAC_v2_gene22445	57.75	37.561
Os12g0244200	Tp57577_TGAC_v2_gene3708	66.1538	65.6489
Os12g0244400	Tp57577_TGAC_v2_gene17106	59.8655	56.9296
Os12g0244400	Tp57577_TGAC_v2_gene22436	49.7758	65.4867
Os12g0244500	Tp57577_TGAC_v2_gene13876	38.3234	39.5062
Os12g0245100	Tp57577_TGAC_v2_gene247	6.07966	30.8511
Os12g0249100	Tp57577_TGAC_v2_gene2971	17.037	16.1404
Os12g0250900	Tp57577_TGAC_v2_gene9681	15.1111	7.81609
Os12g0256000	Tp57577_TGAC_v2_gene14258	28.5714	43.4483
Os12g0256000	Tp57577_TGAC_v2_gene38497	62.8118	61.0132
Os12g0256300	Tp57577_TGAC_v2_gene8496	63.1512	54.1394
Os12g0257000	Tp57577_TGAC_v2_gene26800	25.2941	55.3648
Os12g0257000	Tp57577_TGAC_v2_gene26843	52.7451	57.234
Os12g0257000	Tp57577_TGAC_v2_gene28990	62.3529	63.0952
Os12g0257000	Tp57577_TGAC_v2_gene32011	56.0784	55.8594
Os12g0257500	Tp57577_TGAC_v2_gene11298	17.6471	19.0635
Os12g0257500	Tp57577_TGAC_v2_gene34075	11.7647	14.9606
Os12g0257500	Tp57577_TGAC_v2_gene36791	19.5046	22.1053
Os12g0257500	Tp57577_TGAC_v2_gene38090	20.1238	23.5507
Os12g0257600	Tp57577_TGAC_v2_gene13635	47.6357	49.3648
Os12g0257600	Tp57577_TGAC_v2_gene32526	50.613	29.9482
Os12g0258200	Tp57577_TGAC_v2_gene5504	65.6958	64.6497
Os12g0258700	Tp57577_TGAC_v2_gene13635	45.9866	49.9093
Os12g0258700	Tp57577_TGAC_v2_gene32526	49.8328	30.8808
Os12g0259800	Tp57577_TGAC_v2_gene13635	44.5017	47.0054
Os12g0259800	Tp57577_TGAC_v2_gene32526	50.1718	30.2591
Os12g0262700	Tp57577_TGAC_v2_gene33073	55.7432	51.2422
Os12g0263000	Tp57577_TGAC_v2_gene33164	63.1387	31.1712
Os12g0263000	Tp57577_TGAC_v2_gene33204	63.8686	30.5944
Os12g0263100	Tp57577_TGAC_v2_gene3082	50.8539	52.9644
Os12g0263200	Tp57577_TGAC_v2_gene29128	66.242	66.242
Os12g0263200	Tp57577_TGAC_v2_gene31318	66.242	66.6667
Os12g0263600	Tp57577_TGAC_v2_gene29128	61.6667	23.5669
Os12g0263600	Tp57577_TGAC_v2_gene31318	62.5	24.0385
Os12g0263800	Tp57577_TGAC_v2_gene29128	62.9032	24.8408
Os12g0263800	Tp57577_TGAC_v2_gene31318	62.9032	25
Os12g0264500	Tp57577_TGAC_v2_gene2834	46.3938	62.3037
Os12g0264500	Tp57577_TGAC_v2_gene9780	44.4444	55.4745
Os12g0265100	Tp57577_TGAC_v2_gene29128	68.4713	68.4713
Os12g0265100	Tp57577_TGAC_v2_gene31318	65.2866	65.7051
Os12g0265400	Tp57577_TGAC_v2_gene26723	46.8619	17.5549
Os12g0265400	Tp57577_TGAC_v2_gene38381	48.5356	17.737
Os12g0265400	Tp57577_TGAC_v2_gene40180	47.2803	17.1994
Os12g0267064	Tp57577_TGAC_v2_gene29218	0	0
Os12g0267064	Tp57577_TGAC_v2_gene36568	0	0
Os12g0267200	Tp57577_TGAC_v2_gene28756	55.675	57.5309
Os12g0267200	Tp57577_TGAC_v2_gene28852	59.3787	57.6566
Os12g0267900	Tp57577_TGAC_v2_gene3617	13.2992	31.7073
Os12g0267900	Tp57577_TGAC_v2_gene9071	42.1995	40.2439
Os12g0268000	Tp57577_TGAC_v2_gene35608	40.9178	42.5447
Os12g0270100	Tp57577_TGAC_v2_gene24245	58.03	56.9328
Os12g0270200	Tp57577_TGAC_v2_gene30167	39.8637	49.2632
Os12g0270900	Tp57577_TGAC_v2_gene1432	37.8698	37.6471
Os12g0270900	Tp57577_TGAC_v2_gene3365	37.574	35.1801
Os12g0270900	Tp57577_TGAC_v2_gene9712	34.9112	35.0148
Os12g0271600	Tp57577_TGAC_v2_gene17542	36.6306	40.5822
Os12g0271600	Tp57577_TGAC_v2_gene24110	48.3771	52.9611
Os12g0271600	Tp57577_TGAC_v2_gene28318	12.2102	40.7216
Os12g0271600	Tp57577_TGAC_v2_gene5995	35.3941	38.1032
Os12g0271600	Tp57577_TGAC_v2_gene8584	45.5951	44.7648
Os12g0271700	Tp57577_TGAC_v2_gene6839	67.2043	70.028
Os12g0273700	Tp57577_TGAC_v2_gene33358	11.4713	7.09877
Os12g0273700	Tp57577_TGAC_v2_gene7503	14.7132	14.4608
Os12g0273700	Tp57577_TGAC_v2_gene9074	12.2195	14.121
Os12g0273800	Tp57577_TGAC_v2_gene10557	55.4286	54.8023
Os12g0273800	Tp57577_TGAC_v2_gene16040	54.2857	54.4413
Os12g0273800	Tp57577_TGAC_v2_gene23688	56.2857	53.2432
Os12g0273800	Tp57577_TGAC_v2_gene28531	56.2857	55.8074
Os12g0273800	Tp57577_TGAC_v2_gene32307	55.7143	56.5217
Os12g0273800	Tp57577_TGAC_v2_gene4671	40	61.674
Os12g0273800	Tp57577_TGAC_v2_gene7065	34.8571	61.9289
Os12g0273900	Tp57577_TGAC_v2_gene24557	26.2745	16.905
Os12g0273900	Tp57577_TGAC_v2_gene4462	34.1176	26.3903
Os12g0273900	Tp57577_TGAC_v2_gene4471	33.0719	25.4271
Os12g0273900	Tp57577_TGAC_v2_gene4484	34.2484	27.3772
Os12g0273900	Tp57577_TGAC_v2_gene4580	33.8562	26.2411
Os12g0273900	Tp57577_TGAC_v2_gene6230	10.5882	17.5705
Os12g0273900	Tp57577_TGAC_v2_gene6237	27.7124	12.3113
Os12g0273900	Tp57577_TGAC_v2_gene6238	27.1895	24.8507
Os12g0273900	Tp57577_TGAC_v2_gene6258	24.183	21.7136
Os12g0273980	Tp57577_TGAC_v2_gene11471	25.2874	54.0984
Os12g0273980	Tp57577_TGAC_v2_gene18230	51.7241	16.3241
Os12g0274200	Tp57577_TGAC_v2_gene25543	46.2633	35.2304
Os12g0274700	Tp57577_TGAC_v2_gene32455	57.1429	46.2963
Os12g0274700	Tp57577_TGAC_v2_gene32462	59.4286	57.1429
Os12g0274700	Tp57577_TGAC_v2_gene40847	42.8571	55.9701
Os12g0276100	Tp57577_TGAC_v2_gene9157	36.1963	56.1905
Os12g0277000	Tp57577_TGAC_v2_gene38122	46.382	48.0344
Os12g0277400	Tp57577_TGAC_v2_gene38122	66.6253	65.9705
Os12g0277500	Tp57577_TGAC_v2_gene6168	84.2561	82.8231
Os12g0278700	Tp57577_TGAC_v2_gene1092	63.5037	62.5899
Os12g0278700	Tp57577_TGAC_v2_gene10941	14.9635	50.6173
Os12g0278700	Tp57577_TGAC_v2_gene1124	58.3942	57.7617
Os12g0278700	Tp57577_TGAC_v2_gene25389	16.4234	63.3803
Os12g0278700	Tp57577_TGAC_v2_gene5317	53.6496	43.3628
Os12g0278700	Tp57577_TGAC_v2_gene7508	57.6642	35.7466
Os12g0278700	Tp57577_TGAC_v2_gene7856	30.292	53.5484
Os12g0278700	Tp57577_TGAC_v2_gene7874	58.3942	56.5371
Os12g0278800	Tp57577_TGAC_v2_gene37533	28.9225	26.7483
Os12g0279000	Tp57577_TGAC_v2_gene15606	34.5361	25.4028
Os12g0279000	Tp57577_TGAC_v2_gene15636	30.4124	62.9333
Os12g0279000	Tp57577_TGAC_v2_gene32478	6.8299	44.9153
Os12g0279000	Tp57577_TGAC_v2_gene647	60.4381	71.8224
Os12g0279100	Tp57577_TGAC_v2_gene38691	36.7496	33.489
Os12g0279600	Tp57577_TGAC_v2_gene38619	62.2691	65.374
Os12g0283100	Tp57577_TGAC_v2_gene16110	12.639	17.1939
Os12g0283100	Tp57577_TGAC_v2_gene25756	13.549	23.3043
Os12g0283400	Tp57577_TGAC_v2_gene34657	26.7544	34.2697
Os12g0283900	Tp57577_TGAC_v2_gene1077	41.037	50.1812
Os12g0284000	Tp57577_TGAC_v2_gene20619	78.0899	77.6536
Os12g0284000	Tp57577_TGAC_v2_gene36196	14.4195	67.5439
Os12g0285500	Tp57577_TGAC_v2_gene38611	52.0312	49.8503
Os12g0285600	Tp57577_TGAC_v2_gene5657	69.5767	64.6986
Os12g0286600	Tp57577_TGAC_v2_gene1141	68.1698	69.4595
Os12g0286600	Tp57577_TGAC_v2_gene22912	65.252	64.7368
Os12g0287200	Tp57577_TGAC_v2_gene38529	83.125	88.0795
Os12g0287300	Tp57577_TGAC_v2_gene8526	76.6871	44.964
Os12g0288000	Tp57577_TGAC_v2_gene23920	17.0918	39.1813
Os12g0288000	Tp57577_TGAC_v2_gene40116	10.4592	41.8367
Os12g0288000	Tp57577_TGAC_v2_gene5790	38.7755	38.9744
Os12g0288000	Tp57577_TGAC_v2_gene5805	31.8878	26.0417
Os12g0288000	Tp57577_TGAC_v2_gene5815	22.449	38.4279
Os12g0288400	Tp57577_TGAC_v2_gene1104	49.0842	57.7586
Os12g0288400	Tp57577_TGAC_v2_gene30537	49.4506	56.1331
Os12g0288400	Tp57577_TGAC_v2_gene35601	48.5348	60.5023
Os12g0288400	Tp57577_TGAC_v2_gene36129	11.3553	82.6667
Os12g0288400	Tp57577_TGAC_v2_gene6201	49.0842	55.0308
Os12g0288600	Tp57577_TGAC_v2_gene30525	27.2727	20.9877
Os12g0288801	Tp57577_TGAC_v2_gene30525	50.495	6.99588
Os12g0288900	Tp57577_TGAC_v2_gene17224	48.6239	55.7895
Os12g0289800	Tp57577_TGAC_v2_gene25100	47.4063	43.984
Os12g0290150	Tp57577_TGAC_v2_gene30544	9.56399	30.9091
Os12g0290600	Tp57577_TGAC_v2_gene1113	53.3333	55.8824
Os12g0291000	Tp57577_TGAC_v2_gene12075	51.2921	48.9075
Os12g0291100	Tp57577_TGAC_v2_gene32455	57.7143	46.7593
Os12g0291100	Tp57577_TGAC_v2_gene32462	59.4286	57.1429
Os12g0291100	Tp57577_TGAC_v2_gene40847	42.8571	55.9701
Os12g0291200	Tp57577_TGAC_v2_gene32455	37.5	16.6667
Os12g0291200	Tp57577_TGAC_v2_gene32462	42.7083	22.5275
Os12g0291200	Tp57577_TGAC_v2_gene40847	43.75	31.3433
Os12g0291400	Tp57577_TGAC_v2_gene32455	58.8571	47.6852
Os12g0291400	Tp57577_TGAC_v2_gene32462	60.5714	58.2418
Os12g0291400	Tp57577_TGAC_v2_gene40847	44	57.4627
