Gene stable ID	Cyanidioschyzon merolae gene stable ID	%id. target Cyanidioschyzon merolae gene identical to query gene	%id. query gene identical to target Cyanidioschyzon merolae gene
Os08g0224100	CMS469C	32.3741	15.6431
Os08g0224300	CMV237C	16.1593	25
Os08g0224700	CMQ283C	36.7781	33.0601
Os08g0224800	CMS052C	44.8837	43.6652
Os08g0225000	CMI240C	28.7037	45.5882
Os08g0234000	CMO310C	53.4694	53.6885
Os08g0237200	CML145C	60.1108	60.4457
Os08g0238200	CMK095C	22.8261	23.5955
Os08g0238500	CMK095C	21.5569	13.4831
Os08g0239000	CMN136C	33.3333	29.4118
Os08g0239300	CMK095C	23.5741	23.221
Os08g0241600	CMD040C	29.9703	21.1297
Os08g0241800	CMQ247C	40.3226	13.1027
Os08g0242800	CMK044C	22.3776	17.7531
Os08g0242800	CMQ213C	19.4056	24.183
Os08g0242800	CMR165C	21.1538	18.6441
Os08g0245400	CMG023C	36.2972	37.1571
Os08g0246400	CMK031C	23.622	25.641
Os08g0248900	CMT157C	53.8462	55.0562
Os08g0250200	CMN223C	36.2319	30.1205
Os08g0250300	CMG118C	35.0877	34.188
Os08g0250700	CMB065C	31.4286	27.5
Os08g0250700	CMB107C	31.4286	27.5
Os08g0254500	CMV181C	20.1439	32.9412
Os08g0266300	CMH133C	31.2292	30.1282
Os08g0266700	CML311C	11.2637	13.4868
Os08g0270400	CMQ301C	44.0789	36.8132
Os08g0278900	CML320C	34.5622	27.6753
Os08g0280100	CME135C	26.3666	28.5714
Os08g0280100	CMG168C	24.5981	26.5165
Os08g0282400	CMP229C	35.2941	31.2883
Os08g0282500	CMQ016C	24.9453	19.7232
Os08g0285200	CMQ016C	21.5164	18.1661
Os08g0288200	CMT571C	30.6288	20.0531
Os08g0288400	CMQ473C	36.3636	37.7709
Os08g0292900	CMR153C	24.1706	15.9375
Os08g0295300	CMS208C	44.9664	45.4545
Os08g0299000	CMP017C	42.6175	28.1596
Os08g0299400	CMI271C	36.2745	21.6691
Os08g0300300	CMQ133C	18.0905	20.1399
Os08g0304900	CMP170C	19.0709	30
Os08g0307300	CMF111C	36.076	24.0506
Os08g0308100	CMC064C	52.7607	52.5994
Os08g0309300	CMI263C	43.9815	28.1899
Os08g0310100	CMC132C	32.2034	23.1144
Os08g0310500	CMT288C	11.4504	4.57317
Os08g0320000	CMJ139C	52	21.6667
Os08g0320100	CMR392C	21.4286	27.4725
Os08g0320400	CMJ081C	19.4805	11.5681
Os08g0320400	CMT240C	14.2857	10.3125
Os08g0322600	CMT588C	34.4498	40.2235
Os08g0323400	CMS181C	26.2673	25.9091
Os08g0326400	CML317C	54.6512	56.8548
Os08g0326600	CML167C	47.9779	48.9681
Os08g0327400	CMT381C	31.2	35.241
Os08g0338700	CML088C	28.2958	28.6645
Os08g0338900	CMD117C	20.7506	14.7105
Os08g0342400	CMN129C	43.4311	39.0625
Os08g0344100	CMJ129C	51.31	54.9065
Os08g0344300	CMB099C	42.2018	38.6555
Os08g0344600	CMN328C	40.0491	41.3706
Os08g0345700	CMH052C	35.3323	36.4548
Os08g0347500	CMN290C	16.8317	20.1581
Os08g0359000	CMC040C	30.6273	21.8421
Os08g0359100	CMR488C	19.0323	19.5364
Os08g0359200	CMR488C	19.0323	19.5364
Os08g0359500	CMQ190C	22.0657	19.9153
Os08g0359600	CMS212C	40.1869	17.1315
Os08g0363800	CMF122C	35.8696	20.122
Os08g0364900	CMR099C	35.5114	39.185
Os08g0366000	CME095C	42.7386	43.8765
Os08g0366100	CMJ111C	36.6197	37.9562
Os08g0367625	CMO202C	12.8319	4.83333
Os08g0368000	CMO202C	46.7391	14.3333
Os08g0369700	CMF122C	36.1446	36.5854
Os08g0374100	CME162C	27.1552	30.8824
Os08g0374400	CMO101C	30.0771	31.9672
Os08g0374800	CMA041C	50	57.4648
Os08g0375500	CMP118C	39.0533	38.8235
Os08g0375700	CMP118C	39.0533	38.8235
Os08g0375900	CMS480C	24.4	12.249
Os08g0376200	CMS480C	19.4915	4.61847
Os08g0377400	CMT575C	29.7203	18.9732
Os08g0379300	CMT465C	9.94941	11.0902
Os08g0382400	CMK307C	39.2019	36.3043
Os08g0386300	CMR151C	45.3782	37.5
Os08g0386800	CMS501C	23.913	22.1477
Os08g0387200	CMH234C	20.2559	14.6379
Os08g0387200	CMJ184C	17.2708	10.0746
Os08g0387200	CMK237C	18.9765	14.6865
Os08g0387200	CMO114C	20.8955	16.145
Os08g0388900	CMT588C	34.2926	39.9441
Os08g0389300	CMT588C	45.3202	25.6983
Os08g0389700	CMH234C	21.0753	15.1002
Os08g0389700	CMJ184C	19.7849	11.4428
Os08g0389700	CMK237C	20.6452	15.8416
Os08g0389700	CMO114C	21.5054	16.4745
Os08g0393600	CMR006C	7.82609	2.9703
Os08g0398000	CMJ039C	28.4091	26.0664
Os08g0398300	CMH235C	23.093	22.1888
Os08g0398350	CMH235C	24.6136	20.7831
Os08g0401500	CMP087C	24.3151	22.1184
Os08g0404200	CMV035C	6.89655	9.61539
Os08g0404300	CMV035C	6.89655	9.61539
Os08g0404350	CMS358C	19.0909	3.4797
Os08g0408200	CMI014C	41.2162	20.0878
Os08g0409100	CMQ148C	29.1892	27.2727
Os08g0411200	CML067C	28.2123	22.9025
Os08g0412200	CMI122C	25.7009	32.7381
Os08g0412600	CMJ024C	26.0563	5.89641
Os08g0413000	CML023C	56.1947	59.1385
Os08g0414700	CMI293C	38.9791	30.6849
Os08g0416100	CMO107C	28.5546	28.4543
Os08g0421800	CMT185C	14.4928	15.9744
Os08g0422000	CMC032C	34.8534	32.3263
Os08g0424200	CMM132C	25.8065	13.245
Os08g0424200	CMT071C	50	26.2712
Os08g0425500	CMD080C	30.1932	15.3563
Os08g0426000	CMH017C	10.7143	19.8795
Os08g0427500	CML097C	20.6818	15.4237
Os08g0427700	CMN170C	67.9104	43.128
Os08g0427700	CMN174C	67.9104	43.128
Os08g0430200	CMK054C	29.5567	27.907
Os08g0430500	CMP239C	69.1406	67.8161
Os08g0431200	CMF060C	16.1538	5.26976
Os08g0431300	CMN233C	44.8421	27.555
Os08g0431500	CMT552C	25.3623	37.6344
Os08g0432500	CML200C	28.3951	16.2544
Os08g0432500	CMM121C	25.3086	21.9251
Os08g0433100	CMS279C	38.9163	18.2028
Os08g0433350	CMV240C	57.1429	73.6842
Os08g0435700	CMJ282C	23.6434	11.6635
Os08g0435700	CMK280C	24.8062	12.3077
Os08g0435700	CMQ253C	24.031	14.3187
Os08g0436600	CMQ405C	1.55039	0.399202
Os08g0436800	CMP012C	49.1525	40.5594
Os08g0439000	CMI162C	17.3913	10.1053
Os08g0440000	CMI250C	25.3456	21.9123
Os08g0440500	CML320C	35.023	28.0443
Os08g0440800	CMT034C	53.9078	54.5639
Os08g0441600	CMQ210C	33.0986	29.8413
Os08g0442300	CMJ269C	37.7143	34.7368
Os08g0445700	CMI293C	37.8641	28.4932
Os08g0447000	CMC149C	41.7069	40.6593
Os08g0447300	CMT035C	22.5653	20.7877
Os08g0447900	CMM165C	16.8103	15.6627
Os08g0450900	CMJ282C	27	10.325
Os08g0450900	CMK280C	23.5	9.03846
Os08g0450900	CMQ253C	24	11.0855
Os08g0451000	CML034C	21.2629	18.9437
Os08g0453800	CMQ195C	41.25	24.8588
Os08g0455600	CME079C	68.4039	62.6866
Os08g0463900	CMO186C	27.8075	29.5455
Os08g0464000	CMP323C	26.1236	27.0349
Os08g0465800	CMF072C	46.0765	50
Os08g0466200	CMF073C	28.5509	25.5128
Os08g0467400	CMP282C	18.2731	28
Os08g0467500	CMT630C	23.8938	12.9808
Os08g0468100	CMG019C	41.9214	40.3785
Os08g0468400	CMG078C	18.2948	14.9275
Os08g0468700	CMG019C	41.1572	39.6425
Os08g0469400	CMC072C	26.2774	14.6939
Os08g0471000	CMO187C	23.4211	19.5175
Os08g0471000	CMT597C	21.3158	18
Os08g0471900	CMT309C	32.1357	29.326
Os08g0474700	CMF170C	46.5269	45.8064
Os08g0476000	CMH064C	8.95954	5.68807
Os08g0478800	CMO124C	22.6016	21.4506
Os08g0478800	CMT497C	22.6016	24.216
Os08g0480100	CME016C	34.1346	32.0783
Os08g0480400	CMH078C	22.9323	19.2429
Os08g0480800	CMP239C	66.2879	67.0498
Os08g0481950	CMP119C	47.4359	47.0054
Os08g0482100	CMG177C	15.1445	16.3138
Os08g0484400	CMG165C	21.5517	16.3094
Os08g0484500	CMQ120C	45.7426	45.9245
Os08g0484500	CMT165C	35.4455	30.3905
Os08g0484600	CMF139C	44.2043	42.0561
Os08g0484600	CML025C	27.7014	8.21678
Os08g0485300	CMO268C	21.0526	13.617
Os08g0485900	CMH042C	33.642	29.6196
Os08g0486200	CML202C	22.4914	33.5052
Os08g0487800	CMA061C	41.0191	40.8112
Os08g0487900	CMD098C	21.9807	24.5283
Os08g0489800	CMM224C	20.3791	15.9653
Os08g0490900	CMN145C	39.1509	70.339
Os08g0491700	CMA121C	9.42149	8.80989
Os08g0492100	CMR392C	17.2018	27.4725
Os08g0493900	CMS119C	21.9081	22.0118
Os08g0496900	CMQ473C	36.7625	37.6161
Os08g0497600	CMI014C	38.1944	18.112
Os08g0499200	CML267C	24.1333	25.1739
Os08g0500100	CMK124C	22.5543	25.3823
Os08g0500300	CMG203C	18.6441	14.645
Os08g0500800	CMF024C	12.5561	28.866
Os08g0500900	CMT058C	29.3103	30.5755
Os08g0501132	CMT058C	32.2581	21.5827
Os08g0502700	CMS429C	50	48.6683
Os08g0502800	CMM087C	18.2266	18.4539
Os08g0503700	CMP026C	19.5255	18.7063
Os08g0504400	CMH116C	36.5651	17.1875
Os08g0504800	CMT328C	29.3144	26.0504
Os08g0505300	CMP175C	45.4545	25.641
Os08g0506000	CMT077C	18.7692	14.2191
Os08g0506500	CMR425C	26.2295	21.6216
Os08g0510300	CMF073C	26.6576	25.2564
Os08g0510900	CMQ181C	15.3652	16.5761
Os08g0511900	CMA011C	32.1101	21.9665
Os08g0512300	CMT217C	46.395	40.5479
Os08g0512600	CMH128C	45.7055	40.4891
Os08g0513100	CMR315C	37.5	19.6721
Os08g0515700	CMH064C	12.8253	12.6606
Os08g0515800	CMT470C	17.4174	9.8472
Os08g0515900	CMN284C	35.9322	29.1209
Os08g0517200	CMQ379C	38.2979	16.569
Os08g0517500	CMN110C	23.4501	20
Os08g0517700	CML122C	23.0179	16.9811
Os08g0517900	CMG062C	35.7664	40.1639
Os08g0517900	CMT544C	35.0365	40.3361
Os08g0519800	CMR410C	24.8509	16.6003
Os08g0520000	CMM235C	23.8961	20.49
Os08g0522400	CMC150C	21.9512	15.5844
Os08g0524600	CMJ289C	57.1429	18.1818
Os08g0525600	CMH076C	5.51724	19.1617
Os08g0526100	CMR075C	34.9372	42.9306
Os08g0526300	CMT288C	30.3951	30.4878
Os08g0527100	CMR057C	9.48905	13.7879
Os08g0527300	CMR057C	8.5389	6.81818
Os08g0527400	CMR057C	10.4444	7.12121
Os08g0527600	CMR057C	11.7241	7.72727
Os08g0527800	CMR057C	12.4138	2.72727
Os08g0527900	CMR057C	11.6	13.1818
Os08g0528000	CMR057C	11.4358	13.6364
Os08g0528100	CMR057C	9.88056	13.7879
Os08g0528500	CMS279C	40.7801	26.4977
Os08g0528900	CMH027C	19.8251	25
Os08g0529100	CMT477C	48.8584	43.8525
Os08g0530200	CMQ463C	55.5556	48.2234
Os08g0530400	CMR126C	37.7834	30.4878
Os08g0531000	CMR114C	16.6934	19.0476
Os08g0531300	CMC144C	26.1981	28.9753
Os08g0532200	CMP285C	60.8787	57.8529
Os08g0532300	CMT450C	49.1803	45.8015
Os08g0535400	CMF075C	29.5673	33.9779
Os08g0535600	CMI216C	52.0548	41.3043
Os08g0535700	CMI096C	19.9052	9.08108
Os08g0535700	CMR112C	20.1422	11.4247
Os08g0536000	CMS327C	57.4866	54.8469
Os08g0538000	CMC037C	41.9771	45.216
Os08g0538700	CMT038C	16.6337	18.3406
Os08g0539100	CMF075C	28.066	32.8729
Os08g0540100	CML210C	48.5564	48.8127
Os08g0541950	CMJ170C	35.4167	20.9877
Os08g0542000	CMP247C	49.6689	47.6695
Os08g0542100	CMO310C	32.7273	36.8852
Os08g0542600	CMC057C	35.0649	25.4717
Os08g0544400	CMD134C	29.6842	18.5039
Os08g0544900	CMM189C	43.0407	33.2231
Os08g0545200	CMA009C	47.6965	47.3118
Os08g0545900	CMI258C	24.8134	23.8779
Os08g0546400	CML244C	13.5739	14.9338
Os08g0546800	CMO187C	24.1026	20.614
Os08g0546800	CMT597C	22.0513	19.1111
Os08g0547100	CMC120C	20.7951	21.7949
Os08g0547200	CMK029C	18.7611	14.7632
Os08g0548200	CMR190C	24.6324	31.4554
Os08g0548900	CMT379C	51.004	45.0355
Os08g0550100	CML133C	31.4815	23.869
Os08g0553800	CMV242C	27.9793	36.7347
Os08g0556200	CMF158C	34.8148	34.5588
Os08g0556600	CMJ245C	34.4444	27.6786
Os08g0557000	CMI267C	45.8874	24.3678
Os08g0557200	CMQ308C	31.2684	26.1728
Os08g0557400	CME061C	30.2239	30.916
Os08g0557600	CMT414C	49.4253	43.6992
Os08g0557900	CMS084C	23.1481	17.9856
Os08g0558000	CMP179C	52.8662	38.0734
Os08g0558200	CMI219C	40.176	26.8102
Os08g0558400	CMC157C	4.15648	1.8559
Os08g0558600	CMC018C	23.6515	20.8029
Os08g0558600	CMH176C	18.6722	17.7866
Os08g0558800	CMP179C	54.7771	39.4495
Os08g0559200	CMM240C	45.3704	54.4444
Os08g0559600	CMI142C	42.5926	39.6552
Os08g0560300	CMN156C	29.5	10.5925
Os08g0560900	CMV144C	40.8867	59.7122
Os08g0562100	CMP193C	34.4111	35.5609
Os08g0562700	CMF182C	46.3796	23.9152
Os08g0564000	CMM113C	26.4045	21.7257
Os08g0564000	CMN019C	25.0936	21.0031
Os08g0564500	CML111C	31.4516	38.2353
Os08g0565800	CMT629C	25.7143	23.8095
Os08g0566400	CMS263C	33.6683	29.0672
Os08g0566600	CMT289C	38.4	34.5324
Os08g0566900	CMG125C	25.1337	14.2424
Os08g0567100	CMJ133C	16.5217	10.0352
Os09g0103600	CMJ144C	14.5408	26.5116
Os09g0106700	CMJ282C	26.0188	15.87
Os09g0106700	CMK280C	23.1975	14.2308
Os09g0106700	CMQ253C	23.8245	17.552
Os09g0109500	CMG053C	31.1741	29.3893
Os09g0109800	CMJ093C	45.2931	43.4412
Os09g0110400	CMP043C	33.9394	21.0131
Os09g0110750	CMV190C	31.8182	9.45946
Os09g0116050	CMN156C	22.1344	10.0539
Os09g0116400	CMC082C	20.4183	19.3762
Os09g0120800	CMR306C	24.1667	2.17391
Os09g0121000	CMA066C	31.0924	3.12764
Os09g0121050	CMA066C	18.4116	8.62215
Os09g0121900	CMN032C	25.3623	8.99743
Os09g0121900	CMS019C	25.3623	8.99743
Os09g0125900	CMI088C	24.1905	19.3009
Os09g0127800	CMD156C	9.44171	8.04759
Os09g0128600	CMR236C	16.7883	25.8427
Os09g0135100	CMT622C	9.90099	0.407498
Os09g0135700	CMS432C	36.4865	48.503
Os09g0241100	CMS062C	18.5649	14.0275
Os09g0244900	CMN321C	32.5714	24.4635
Os09g0245500	CMR064C	18.4211	14.7368
Os09g0246200	CMJ257C	31.2303	23.722
Os09g0246250	CMC141C	28.9855	12.5
Os09g0247700	CMK159C	7.8125	0.12655
Os09g0249000	CMK275C	22.8916	7.19697
Os09g0249700	CMD050C	44.4634	43.0693
Os09g0249900	CMV226C	35.6164	52.5253
Os09g0250700	CMG075C	39.9441	36.4796
Os09g0250800	CMI088C	28.9189	32.5228
Os09g0251450	CMN247C	10.9756	4.39024
Os09g0252100	CME087C	47.8803	32.8767
Os09g0252700	CMR077C	6.14754	4.33777
Os09g0252800	CMR077C	23.0325	18.45
Os09g0255400	CMJ081C	22.8571	22.6221
Os09g0255400	CMT240C	20.5195	24.6875
Os09g0258600	CMQ463C	55.5556	48.2234
Os09g0261300	CMR421C	49.835	39.7368
Os09g0267600	CMI044C	18.7291	17.7778
Os09g0270900	CMS131C	28.6885	32.8125
Os09g0273800	CMP118C	40.7186	40
Os09g0274800	CMP118C	40.1163	40.5882
Os09g0275200	CMP118C	35.625	33.5294
Os09g0277800	CMT381C	33.1536	37.0482
Os09g0279100	CMP090C	20.3226	11.3514
Os09g0279600	CMT273C	43.5345	42.9787
Os09g0280600	CMG028C	36.2319	36.2319
Os09g0284400	CML088C	29.1391	28.6645
Os09g0284600	CMD117C	20.1754	7.19875
Os09g0286400	CMN286C	32.7103	22.9358
Os09g0293400	CMD152C	80.4054	80.9524
Os09g0294000	CMN129C	44.4809	39.7461
Os09g0296900	CMH231C	18.0225	17.4757
Os09g0297000	CMS035C	19.0965	21.7799
Os09g0297100	CMP178C	52.7027	50.9804
Os09g0297400	CMN328C	38.9706	40.3553
Os09g0298100	CMH052C	36.129	37.4582
Os09g0307800	CMN311C	3.52941	3.78549
Os09g0308900	CMR488C	18.8925	19.2053
Os09g0315700	CME095C	43.0769	44.7284
Os09g0316000	CMH078C	23.75	17.9811
Os09g0321900	CME162C	34.4262	30.8824
Os09g0322900	CMH095C	29.6	12.013
Os09g0323000	CMA041C	53.3875	55.493
Os09g0323100	CMM012C	16.9082	19.1781
Os09g0326800	CMP340C	38.6083	37.069
Os09g0326900	CMH058C	30.4444	21.9551
Os09g0327100	CMD062C	67.5926	65.1786
Os09g0327300	CMR167C	40.7595	39.3643
Os09g0327400	CMT316C	32.2884	24.0654
Os09g0332700	CMD134C	1.25786	0.787402
Os09g0333600	CMD134C	0.947867	0.524934
Os09g0334600	CMR151C	51.1364	31.25
Os09g0338400	CMT234C	60.262	60.9272
Os09g0344800	CMH234C	19.5426	14.4838
Os09g0344800	CMJ184C	17.6715	10.5721
Os09g0344800	CMK237C	18.711	14.8515
Os09g0344800	CMO114C	21.2058	16.804
Os09g0347500	CMK192C	63.7143	46.9474
Os09g0347700	CMK192C	61.4737	61.4737
Os09g0347800	CMS083C	20.6009	19.8758
Os09g0347900	CMF018C	25	12.4
Os09g0352400	CMO109C	29.5652	27.7551
Os09g0359800	CMD031C	43.4109	45.7766
Os09g0359900	CMS075C	22.1154	24.9097
Os09g0361400	CMO111C	22.6277	20.3279
Os09g0361500	CMV114C	5.57029	4.77273
Os09g0363800	CMJ233C	29.5302	35.8696
Os09g0363900	CMP087C	24.9573	22.7414
Os09g0364900	CMT021C	25.2252	5.18518
Os09g0369400	CMQ148C	27.7333	26.2626
Os09g0370200	CMO244C	24.6479	25.9259
Os09g0370300	CMW002C	40.5145	47.5472
Os09g0371800	CMR037C	13.0719	4.3956
Os09g0375000	CMK131C	54.2798	58.9569
Os09g0375900	CML188C	29.703	31.5789
Os09g0376800	CMI293C	39.1473	18.4475
Os09g0378300	CMQ336C	45.7952	45.9633
Os09g0383400	CML156C	19.2771	16.9611
Os09g0386400	CMR046C	24.4499	24.9377
Os09g0388400	CMT202C	3.75335	4.30769
Os09g0393501	CMT202C	1.5625	0.615385
Os09g0393801	CMT202C	1.04167	0.307692
Os09g0394600	CMD080C	29.9252	14.742
Os09g0394700	CMS228C	20.6549	21.3542
Os09g0396300	CMD144C	32.8704	23.588
Os09g0396900	CMT466C	43.4959	35.786
Os09g0397300	CMI293C	40.8776	32.3288
Os09g0399800	CMQ301C	43.7326	43.1319
Os09g0400000	CMQ301C	37.156	44.5055
Os09g0400300	CMQ301C	46.2644	44.2308
Os09g0400400	CMQ301C	42.8177	42.5824
Os09g0401100	CMI088C	21.6247	28.7234
Os09g0407200	CMK054C	29.0816	26.5116
Os09g0408600	CMN233C	40.3194	26.132
Os09g0409950	CMT566C	9.79381	1.31579
Os09g0410125	CMT566C	22.6708	5.0554
Os09g0410300	CMT566C	7.14286	1.10803
Os09g0411700	CMR402C	41.2162	48.0315
Os09g0412050	CMP118C	42.8571	42.3529
Os09g0413500	CMP012C	43.5484	18.8811
Os09g0415800	CMI162C	37.5712	41.6842
Os09g0416700	CMI250C	25.8065	22.3108
Os09g0420600	CMR331C	23.4742	21.2766
Os09g0420600	CMT052C	14.554	20.2614
Os09g0420700	CMS431C	49.3151	46.1538
Os09g0421100	CMA098C	51.495	40.5759
Os09g0423600	CMI271C	31.9626	25.0366
Os09g0423700	CMF104C	12	13.6364
Os09g0424200	CMH040C	27.2059	28.0303
Os09g0424300	CMO012C	30.102	26.6366
Os09g0424600	CMQ279C	24.4403	23.9488
Os09g0427800	CMI293C	35.4402	28.6758
Os09g0428900	CMR355C	21.7391	16.7323
Os09g0431500	CMK132C	23.0303	26.2069
Os09g0433600	CMN166C	95.1456	95.1456
Os09g0433900	CMM066C	41.358	35.0174
Os09g0434600	CMR390C	12.2222	1.94346
Os09g0436800	CMB154C	10.9677	9.01857
Os09g0436900	CMD109C	26.7943	23.6287
Os09g0436900	CMR396C	28.2297	14.1487
Os09g0437900	CMO141C	48.6188	33.3333
Os09g0438400	CMR011C	22.9665	24.9351
Os09g0438700	CMS188C	33.8776	30.4029
Os09g0439000	CMT487C	11.6702	15.7061
Os09g0439050	CMV179C	13.1068	24.7706
Os09g0439700	CMN086C	16.3534	11.3134
Os09g0442700	CMJ200C	33.0177	32.8622
Os09g0442800	CMH048C	17.5676	15.9184
Os09g0445100	CMJ252C	51.8797	8.13679
Os09g0446800	CMJ099C	54.7383	60.1866
Os09g0448200	CMF073C	28.1119	25.7692
Os09g0450600	CMT630C	20.8589	16.3462
Os09g0452700	CMC045C	57.8571	63.2812
Os09g0453200	CMC072C	30.6604	26.5306
Os09g0453400	CMB139C	23.1144	28.2738
Os09g0453800	CME121C	31.7597	27.2059
Os09g0454100	CML338C	30.3725	23.1441
Os09g0455200	CMO187C	24.8731	21.4912
Os09g0455200	CMT597C	20.5584	18
Os09g0456800	CMO187C	27.8146	18.4211
Os09g0456800	CMT597C	24.1722	16.2222
Os09g0460200	CMF170C	36.7418	27.3548
Os09g0463300	CMH064C	13.5452	14.8624
Os09g0465600	CMO124C	22.88	22.0679
Os09g0465600	CMT497C	23.84	25.9582
Os09g0466900	CMF051C	24.2826	25.522
Os09g0467100	CME023C	47.6427	32.1608
Os09g0469400	CMI294C	35.1032	11.7705
Os09g0469400	CMS197C	35.9882	12.5644
Os09g0469900	CMN182C	53.2374	57.0694
Os09g0471000	CMH078C	24.1573	13.5647
Os09g0471900	CMG165C	21.0227	17.2414
Os09g0472100	CMI088C	30.6519	33.5866
Os09g0472200	CMI088C	30.7263	33.4347
Os09g0474300	CMA061C	40.9786	33.967
Os09g0474800	CMM224C	21.0606	17.203
Os09g0477900	CMT214C	18.4211	15.5096
Os09g0481800	CMT293C	29.2208	31.0345
Os09g0482000	CML244C	18.9394	14.1777
Os09g0482400	CMQ224C	67.0958	66.4306
Os09g0482600	CMQ224C	67.0958	66.4306
Os09g0482620	CMN286C	26.2357	9.04325
Os09g0484800	CMR099C	45.4545	42.3197
Os09g0484900	CMP026C	21.547	20.4545
Os09g0485201	CMV059C	79.0123	79.0123
Os09g0485900	CMC145C	55.7895	53
Os09g0486700	CMT328C	27.4725	26.2605
Os09g0487700	CMT077C	19.9346	14.2191
Os09g0488000	CMN031C	22.4242	17.0507
Os09g0488000	CMS020C	21.2121	22.8758
Os09g0491772	CML205C	62.4269	61.7945
Os09g0493400	CMH064C	13.9887	13.578
Os09g0493500	CMN284C	30.8743	31.044
Os09g0497000	CMM235C	26.3427	22.9399
Os09g0497100	CMR410C	24.4939	16.0691
Os09g0498100	CMG062C	36.0294	40.1639
Os09g0498100	CMT544C	36.0294	41.1765
Os09g0501200	CMJ289C	61.6541	62.1212
Os09g0501700	CMJ289C	47.6471	61.3636
Os09g0502000	CMJ289C	60.9023	61.3636
Os09g0503400	CMQ336C	46.484	46.6972
Os09g0504000	CMR075C	33.3333	42.6735
Os09g0505100	CMR057C	9.2891	14.8485
Os09g0505200	CMH027C	14.0299	17.2794
Os09g0505600	CMT477C	49.3213	44.6721
Os09g0505700	CMO229C	50.4386	47.1311
Os09g0505900	CMR114C	14.3731	17.2161
Os09g0506000	CMR114C	16.3492	18.8645
Os09g0507800	CML317C	54.6512	56.8548
Os09g0508300	CMF075C	26.9841	32.8729
Os09g0509200	CMS327C	56.6489	54.3367
Os09g0509500	CMB069C	19.4268	5.86538
Os09g0512000	CMK192C	34.5494	33.8947
Os09g0512200	CMT459C	25.3333	2.30583
Os09g0514300	CMS075C	14.9091	14.8014
Os09g0514400	CML138C	16.2242	25.8216
Os09g0514900	CMM042C	18.6414	18.7005
Os09g0515200	CMD060C	32.8125	37.8378
Os09g0515500	CMK228C	28.6313	26.1146
Os09g0515800	CMT354C	32.6577	31.25
Os09g0516600	CMT117C	30.9524	29.4618
Os09g0517600	CMF060C	21.1929	10.4768
Os09g0517700	CMJ263C	21.3147	20.7364
Os09g0519601	CMT485C	20	15.2778
Os09g0520100	CMT350C	27.4809	16.5138
Os09g0520200	CML191C	30.4348	29.0993
Os09g0520200	CMO177C	20.0483	14.7687
Os09g0520700	CMF033C	33.477	31.1497
Os09g0521400	CMM189C	42.8571	33.719
Os09g0521500	CMP235C	39.3352	18.6597
Os09g0524300	CMI258C	23.475	22.8007
Os09g0525600	CML244C	13.628	13.9887
Os09g0525700	CMK076C	14.4444	9.18079
Os09g0526600	CMO187C	19.3833	19.2982
Os09g0526600	CMT597C	18.9427	19.1111
Os09g0526700	CMA041C	53.3512	56.0563
Os09g0527600	CMD062C	45.1883	48.2143
Os09g0528800	CMK029C	18.3074	14.7632
Os09g0529100	CMC120C	22.3048	19.2308
Os09g0529700	CMO296C	31.3492	27.4306
Os09g0532700	CMT308C	23.741	21.5686
Os09g0534200	CMR190C	25.3676	32.3944
Os09g0535000	CMQ172C	46.7105	47.651
Os09g0536000	CMS149C	16.4782	10.7143
Os09g0537600	CMH263C	40	36.1345
Os09g0537600	CMR272C	40.9302	35.0598
Os09g0538200	CMT379C	52.2088	46.0993
Os09g0539100	CMK011C	48.0813	47.7578
Os09g0539100	CMP183C	25.2822	25.6293
Os09g0539500	CMP118C	45.7143	47.0588
Os09g0540600	CMT515C	45.122	38.3817
Os09g0541900	CML133C	32.2382	24.493
Os09g0542700	CME104C	23.2365	12.1343
Os09g0542700	CME108C	29.668	12.381
Os09g0543400	CMA052C	40.4206	20.6938
Os09g0544300	CMO173C	29.1874	14.1707
Os09g0544800	CME103C	27.6292	11.8502
Os09g0547500	CMH205C	29.5154	20.9375
Os09g0547500	CMQ414C	29.5154	20.9375
Os09g0548300	CMN115C	23.9168	19.1667
Os09g0551300	CMT214C	32.7611	33.8257
Os09g0551800	CMD129C	18.9015	21.2149
Os09g0551900	CMS483C	12.1429	5.16717
Os09g0552300	CMK182C	41.3302	19.5067
Os09g0553100	CMN166C	95.1456	95.1456
Os09g0553200	CMS159C	50.5331	47.4
Os09g0553300	CMS445C	34.7826	23.7918
Os09g0553600	CMO013C	22.9111	25.9146
Os09g0555500	CMM166C	21.0396	15.6827
Os09g0556000	CMO086C	16.7665	16.092
Os09g0556500	CME037C	30.4042	31.0592
Os09g0560100	CMT470C	17.1569	17.8268
Os09g0560200	CML299C	15.8482	15.8482
Os09g0560500	CMF158C	23.5577	36.0294
Os09g0560600	CMT246C	28.49	18.9753
Os09g0560700	CMF116C	29.321	27.2206
Os09g0560800	CMF116C	31.6614	28.9398
Os09g0563300	CMB021C	40.7534	40.0673
Os09g0565600	CMI029C	38.7534	33.1787
Os09g0565700	CML204C	38.1546	44.868
Os09g0566050	CML204C	37.5921	44.868
Os09g0567300	CMT414C	50.3448	44.5122
Os09g0567700	CMP310C	24.9231	22.2731
Os09g0567900	CMS084C	22.8487	18.4652
Os09g0568200	CMR360C	29.2857	24.2604
Os09g0568400	CMC045C	9.09091	3.125
Os09g0568800	CMM240C	44.4444	53.3333
Os09g0569100	CMF057C	15.4047	12.8261
