Gene stable ID	Oryza nivara gene stable ID	%id. target Oryza nivara gene identical to query gene	%id. query gene identical to target Oryza nivara gene
Os09g0345500	ONIVA09G05750	88.5	88.5
Os09g0345600	ONIVA09G05760	41.4847	13.3615
Os09g0345700	ONIVA09G05770	95.3846	100
Os09g0346400	ONIVA09G05860	98.7241	76.8944
Os09g0346500	ONIVA09G05870	100	100
Os09g0346600	ONIVA09G05880	99.729	99.729
Os09g0346700	ONIVA09G05890	99.8985	99.8985
Os09g0346900	ONIVA09G05900	100	100
Os09g0347300	ONIVA09G05930	85.4515	99.031
Os09g0347700	ONIVA09G05940	98.7368	63.2928
Os09g0347800	ONIVA09G05950	95.0644	96.5142
Os09g0347900	ONIVA09G05960	83.871	42.449
Os09g0349800	ONIVA09G05990	34.2282	46.789
Os09g0350900	ONIVA09G06060	97.1852	79.8054
Os09g0351700	ONIVA09G06010	90.4059	68.6274
Os09g0351900	ONIVA09G06030	1.25786	1.07527
Os09g0352400	ONIVA09G06070	94.1304	96.6518
Os09g0353700	ONIVA09G06160	68.9655	31.5671
Os09g0355400	ONIVA09G06240	76.7494	73.7527
Os09g0356000	ONIVA09G06220	72.5262	95.8462
Os09g0356100	ONIVA09G06230	97.6959	64.4377
Os09g0356200	ONIVA09G06190	44.3548	23.5043
Os09g0356300	ONIVA09G06250	71.2121	31.1258
Os09g0357400	ONIVA09G06280	88.7295	47.3224
Os09g0358500	ONIVA04G17900	89.1089	53.8922
Os09g0359700	ONIVA09G06340	80.6452	77.0925
Os09g0359800	ONIVA09G06350	99.7416	99.7416
Os09g0359900	ONIVA09G06360	97.4359	71.028
Os09g0360400	ONIVA09G06370	100	100
Os09g0360500	ONIVA09G06380	98.9627	98.9627
Os09g0361100	ONIVA09G06400	99.7396	74.8047
Os09g0361200	ONIVA09G06420	95.4704	86.4353
Os09g0361300	ONIVA09G06430	95.0495	94.1176
Os09g0361500	ONIVA09G06440	87.2679	37.8596
Os09g0361700	ONIVA09G06460	54.2636	64.8148
Os09g0362800	ONIVA09G06490	99.7436	13.5399
Os09g0363100	ONIVA09G06610	99.7888	99.8943
Os09g0363400	ONIVA09G06500	64.8501	32.0755
Os09g0363500	ONIVA09G06510	99.784	99.784
Os09g0363600	ONIVA09G06520	98.2079	72.1053
Os09g0363700	ONIVA09G06530	99.2308	99.2308
Os09g0363800	ONIVA09G06540	70.4698	65.2174
Os09g0363900	ONIVA09G06550	99.8291	99.8291
Os09g0364000	ONIVA09G06570	95.7586	99.8299
Os09g0364100	ONIVA09G06600	99.6364	74.8634
Os09g0364400	ONIVA09G06660	98.8764	100
Os09g0364500	ONIVA09G06670	98.1788	98.1788
Os09g0364800	ONIVA09G06680	87.5	61.25
Os09g0365000	ONIVA09G06700	100	94.8989
Os09g0365300	ONIVA09G06710	95.6522	87.2367
Os09g0365900	ONIVA09G06820	98.2669	98.7805
Os09g0366800	ONIVA09G06830	63.2353	69.3548
Os09g0367700	ONIVA09G06870	97.8541	100
Os09g0367900	ONIVA09G06890	90.9091	83.7696
Os09g0368200	ONIVA09G06900	71.371	90.3061
Os09g0368500	ONIVA09G06940	90.9283	84.6758
Os09g0368900	ONIVA09G06970	99.8542	99.8542
Os09g0369400	ONIVA09G07010	99.7333	88
Os09g0369500	ONIVA09G07020	90.6801	95.7447
Os09g0370000	ONIVA09G07050	100	100
Os09g0370200	ONIVA09G07070	99.6479	97.9239
Os09g0370300	ONIVA09G07080	93.5691	93.5691
Os09g0370500	ONIVA09G07100	65.1376	91.0256
Os09g0371000	ONIVA09G07120	97.1154	36.5148
Os09g0371700	ONIVA09G07150	99.5305	32.2679
Os09g0371800	ONIVA09G07160	90.1961	55.5332
Os09g0372400	ONIVA09G07210	36.6822	98.125
Os09g0372800	ONIVA09G07250	99.1098	39.7146
Os09g0373000	ONIVA09G07260	93.4579	99.0099
Os09g0374900	ONIVA09G07330	95.8115	97.6
Os09g0375000	ONIVA09G07340	98.9562	98.9562
Os09g0375300	ONIVA09G07360	98.8764	98.6547
Os09g0375400	ONIVA09G07370	99.5763	99.5763
Os09g0375500	ONIVA09G07380	90.6977	98.3193
Os09g0375600	ONIVA09G07390	99.5192	57.3407
Os09g0375900	ONIVA09G07400	100	100
Os09g0376000	ONIVA09G07410	98.0392	36.2611
Os09g0376400	ONIVA09G07430	100	100
Os09g0376600	ONIVA09G07440	96.9432	96.9432
Os09g0376700	ONIVA09G07450	97.7041	99.7396
Os09g0376800	ONIVA09G07460	100	59.7914
Os09g0376900	ONIVA09G07500	99.4299	99.7712
Os09g0378300	ONIVA12G12220	99.6344	99.6344
Os09g0378700	ONIVA12G12210	99.5787	99.5787
Os09g0379600	ONIVA12G12160	72.381	45.6456
Os09g0379900	ONIVA12G12150	99.711	93.2432
Os09g0380000	ONIVA09G07520	85	18.6047
Os09g0380050	ONIVA09G07520	100	7.66074
Os09g0380200	ONIVA09G07540	95.9108	96.2687
Os09g0380300	ONIVA09G07550	78.0303	42.2998
Os09g0380400	ONIVA09G07560	84.7458	39.0625
Os09g0380600	ONIVA09G07580	97.076	97.076
Os09g0381100	ONIVA09G05810	99.6226	99.6226
Os09g0381300	ONIVA01G22640	58.6957	19.0141
Os09g0381400	ONIVA09G05790	99.7238	99.7238
Os09g0381600	ONIVA09G05780	99.5192	94.5205
Os09g0382120	ONIVA09G07610	83.4625	22.5087
Os09g0382300	ONIVA09G07630	96.7533	90.8537
Os09g0382400	ONIVA09G07640	98.2558	98.8304
Os09g0382500	ONIVA09G07650	100	100
Os09g0383400	ONIVA09G07690	86.1446	74.4792
Os09g0384900	ONIVA09G07750	94.3489	94.3489
Os09g0384900	ONIVA09G07760	89.6806	94.0722
Os09g0385700	ONIVA09G07790	92.5532	94.5652
Os09g0385900	ONIVA10G17090	68.617	61.4286
Os09g0386200	ONIVA09G07800	95.2468	94.8998
Os09g0386400	ONIVA09G07820	99.7555	99.7555
Os09g0386500	ONIVA09G07830	100	100
Os09g0386600	ONIVA09G07840	96.6741	52.2782
Os09g0387000	ONIVA09G07880	68.8525	43.299
Os09g0387150	ONIVA09G07870	86.4078	55.4517
Os09g0387800	ONIVA09G07950	98.3051	98.3051
Os09g0388400	ONIVA09G07940	97.0509	98.6376
Os09g0391501	ONIVA09G07990	100	100
Os09g0392000	ONIVA11G09960	98.9011	98.9011
Os09g0392100	ONIVA11G09970	96.6184	95.0872
Os09g0392666	ONIVA11G09910	31.6742	46.9799
Os09g0392700	ONIVA02G40610	24.0964	31.25
Os09g0393200	ONIVA09G08110	91.8465	46.0337
Os09g0393501	ONIVA09G08050	66.4062	30.3571
Os09g0393801	ONIVA09G08050	87.5	30
Os09g0394100	ONIVA09G08060	90.6615	62.7187
Os09g0394300	ONIVA09G08070	99.7732	73.7018
Os09g0394500	ONIVA09G08260	100	100
Os09g0394600	ONIVA09G08270	83.7905	99.7033
Os09g0394700	ONIVA09G08280	95.9698	98.7047
Os09g0394900	ONIVA09G08250	85.0794	88.7417
Os09g0395300	ONIVA09G08220	99.7347	70.6767
Os09g0395600	ONIVA09G08230	87.156	57.2289
Os09g0396300	ONIVA09G08190	98.1481	88.7029
Os09g0396900	ONIVA09G08210	100	100
Os09g0397300	ONIVA09G08310	93.5335	85.443
Os09g0397400	ONIVA09G08320	92.2892	92.7361
Os09g0397700	ONIVA09G08340	98.6577	93.038
Os09g0397900	ONIVA09G08360	97.6744	81.982
Os09g0399800	ONIVA09G08480	61.0028	98.2063
Os09g0400000	ONIVA09G08500	92.4312	92.4312
Os09g0400300	ONIVA09G08510	98.2759	77.9043
Os09g0400400	ONIVA09G08530	99.7238	99.7238
Os09g0400500	ONIVA09G08540	99.6914	99.6914
Os09g0400700	ONIVA09G08550	100	63.2653
Os09g0400900	ONIVA09G08570	100	39.0476
Os09g0401100	ONIVA09G08590	91.762	96.7431
Os09g0401200	ONIVA09G08600	94.37	71.6904
Os09g0401300	ONIVA09G08610	99.0385	99.0385
Os09g0401600	ONIVA09G08630	100	53.2407
Os09g0401900	ONIVA09G09250	87.7966	89.0034
Os09g0402100	ONIVA09G09270	92.9577	55.1532
Os09g0402300	ONIVA09G09280	100	19.2897
Os09g0403000	ONIVA09G09310	99.5935	99.5935
Os09g0407050	ONIVA09G09350	98.8506	90.5263
Os09g0407200	ONIVA09G09360	100	100
Os09g0407300	ONIVA09G09370	98.5075	98.5075
Os09g0407600	ONIVA09G09380	96.3432	54.1502
Os09g0407700	ONIVA09G09390	73.0159	100
Os09g0407800	ONIVA09G09400	99.8366	99.8366
Os09g0407900	ONIVA09G09410	96.7509	96.5766
Os09g0407950	ONIVA09G09420	98.7915	58.6021
Os09g0408000	ONIVA09G09420	99.5885	28.9128
Os09g0408300	ONIVA03G20290	76.8025	26.4293
Os09g0408300	ONIVA09G09440	87.1473	37.9263
Os09g0408550	ONIVA09G09460	100	21.7604
Os09g0408600	ONIVA09G09470	99.8004	93.633
Os09g0408900	ONIVA09G09490	70.2174	71.1454
Os09g0409000	ONIVA09G09500	100	100
Os09g0409100	ONIVA09G09510	100	100
Os09g0409950	ONIVA09G09520	85.567	10.7443
Os09g0410125	ONIVA09G09520	95.0311	19.8058
Os09g0410300	ONIVA09G09520	99.5536	14.4337
Os09g0410400	ONIVA09G09530	8.8	3.38462
Os09g0410500	ONIVA09G09540	87.7778	91.1538
Os09g0410700	ONIVA09G09550	99.1736	99.1736
Os09g0411500	ONIVA09G09570	50.8929	24.0506
Os09g0411600	ONIVA09G09580	98.9051	87.987
Os09g0411650	ONIVA09G09590	100	100
Os09g0411700	ONIVA09G09600	100	100
Os09g0411900	ONIVA09G09620	87.6106	33.5593
Os09g0412200	ONIVA09G09640	99.4141	93.053
Os09g0412400	ONIVA09G09660	100	100
Os09g0412900	ONIVA09G09690	98.8072	98.8072
Os09g0413100	ONIVA09G09710	98.8701	38.7168
Os09g0413300	ONIVA09G09730	99.1358	97.4515
Os09g0413600	ONIVA09G09760	97.5352	97.1078
Os09g0413700	ONIVA09G09770	98.8571	83.3735
Os09g0414500	ONIVA09G09820	99.115	99.115
Os09g0414600	ONIVA09G09830	89.9083	28.739
Os09g0414900	ONIVA09G09840	100	100
Os09g0415300	ONIVA09G09870	97.4806	95.9924
Os09g0415700	ONIVA09G09890	99.8377	99.8377
Os09g0415800	ONIVA09G09900	58.2543	100
Os09g0416200	ONIVA09G09910	93.9335	100
Os09g0416500	ONIVA09G09930	98.8889	67.9389
Os09g0416600	ONIVA09G09940	97.5225	100
Os09g0416700	ONIVA09G09950	100	100
Os09g0416800	ONIVA09G09960	100	100
Os09g0416900	ONIVA09G09980	96.7213	89.9048
Os09g0417500	ONIVA09G10020	76.8608	95.9596
Os09g0417600	ONIVA09G10030	99.0826	82.2335
Os09g0417800	ONIVA09G10050	100	83.0287
Os09g0418000	ONIVA09G10070	100	100
Os09g0418500	ONIVA09G10080	45.7921	92.5
Os09g0419200	ONIVA09G10110	94.3978	97.9651
Os09g0419600	ONIVA09G10130	92.9412	54.1096
Os09g0420000	ONIVA09G10140	97.0968	42.695
Os09g0420200	ONIVA09G10150	85.7143	65.4545
Os09g0420300	ONIVA09G10160	97.5669	95.933
Os09g0420600	ONIVA09G10180	97.1831	97.6415
Os09g0420900	ONIVA09G10210	99.8382	99.8382
Os09g0421100	ONIVA09G10220	93.3555	83.3828
Os09g0421300	ONIVA09G10240	99.6328	96.6746
Os09g0421500	ONIVA09G10260	94.9495	95.9184
Os09g0421600	ONIVA09G10270	73.3333	46.0733
Os09g0421700	ONIVA09G10280	98.7805	99.0826
Os09g0421800	ONIVA09G10290	59.919	98.3389
Os09g0421800	ONIVA09G10300	30.9717	86.9318
Os09g0422000	ONIVA09G10320	99.7727	99.3213
Os09g0422500	ONIVA09G10340	100	100
Os09g0422600	ONIVA09G10350	97.7548	97.7548
Os09g0423200	ONIVA09G10370	99.7255	99.7255
Os09g0423300	ONIVA09G10380	98.3368	98.4391
Os09g0423400	ONIVA09G10390	100	100
Os09g0423500	ONIVA09G10400	99.1543	98.7368
Os09g0423600	ONIVA09G10410	85.6075	90.3353
Os09g0423800	ONIVA09G10420	99.1781	95.5145
Os09g0424200	ONIVA09G10430	99.6324	99.2674
Os09g0424300	ONIVA09G10440	99.2347	99.2347
Os09g0424600	ONIVA09G10470	100	100
Os09g0424701	ONIVA09G10490	77.6567	24.6753
Os09g0425200	ONIVA09G10510	96.5066	82.7715
Os09g0425300	ONIVA09G10520	97.9381	94.3709
Os09g0425400	ONIVA09G10530	100	72
Os09g0425500	ONIVA09G10540	97.9592	61.1465
Os09g0425800	ONIVA09G10560	72.1154	50.6757
Os09g0425900	ONIVA09G10570	99.6377	99.6377
Os09g0426000	ONIVA09G10580	94.8052	90.5707
Os09g0426200	ONIVA09G10600	99.5305	99.5305
Os09g0426500	ONIVA09G10610	100	100
Os09g0426800	ONIVA09G10640	100	100
Os09g0427100	ONIVA09G10660	83.0189	38.4279
Os09g0427125	ONIVA09G10670	100	100
Os09g0427800	ONIVA09G10690	99.4357	99.4357
Os09g0428000	ONIVA09G10720	99.3814	68.9557
Os09g0428900	ONIVA09G10780	93.0946	88.7805
Os09g0429200	ONIVA09G10820	93.4599	44.8154
Os09g0429350	ONIVA09G10840	87.5817	47.3498
Os09g0429500	ONIVA09G10850	92.2833	47.1128
Os09g0429766	ONIVA09G10870	58.9286	89.1892
Os09g0430600	ONIVA09G10910	98.6842	98.6842
Os09g0430701	ONIVA09G10920	100	93.6842
Os09g0431200	ONIVA09G10940	99.3684	49.2179
Os09g0431300	ONIVA09G10950	90.7865	99.2629
Os09g0431500	ONIVA09G10960	84.2424	83.7349
Os09g0431600	ONIVA09G10970	79.5491	95.5513
Os09g0431750	ONIVA09G10980	97.037	97.037
Os09g0431900	ONIVA09G10990	99.4118	99.4118
Os09g0432900	ONIVA09G11030	98.503	98.7988
Os09g0433000	ONIVA09G11040	100	100
Os09g0433300	ONIVA09G11050	75.7377	75.7377
Os09g0433400	ONIVA09G11060	56.2092	79.6296
Os09g0433600	ONIVA09G11100	100	100
Os09g0433650	ONIVA09G11110	98.7382	98.4277
Os09g0433700	ONIVA09G11120	99.8379	99.8379
Os09g0433800	ONIVA09G11130	98.8506	98.8506
Os09g0433900	ONIVA09G11140	88.8889	98.4055
Os09g0434000	ONIVA08G18240	9.78261	2.9316
Os09g0434100	ONIVA09G11150	94.2373	36.3399
Os09g0434200	ONIVA09G11160	95.2381	100
Os09g0434500	ONIVA09G11170	98.4848	97.99
Os09g0434600	ONIVA09G11180	67.7778	91.0448
Os09g0434900	ONIVA09G11190	96.9595	64.6396
Os09g0435250	ONIVA09G11200	98.6063	95.8239
Os09g0436000	ONIVA09G11240	37.931	66.6667
Os09g0436300	ONIVA09G11250	92.132	100
Os09g0436400	ONIVA09G11260	99.7807	99.7807
Os09g0436600	ONIVA09G11810	24.6575	3.56436
Os09g0436700	ONIVA09G11820	100	100
Os09g0436900	ONIVA09G11840	96.1722	44.469
Os09g0437400	ONIVA09G11870	98.4211	99.4681
Os09g0437500	ONIVA09G11880	100	100
Os09g0437900	ONIVA09G11890	100	100
Os09g0438000	ONIVA09G11900	99.8014	99.6036
Os09g0438100	ONIVA09G11910	96.5368	96.9565
Os09g0438400	ONIVA09G11930	78.2297	86.7374
Os09g0438500	ONIVA09G11940	39.4366	37.4332
Os09g0438700	ONIVA09G11950	93.4694	93.4694
Os09g0439000	ONIVA09G11960	96.3597	93.1677
Os09g0439200	ONIVA09G11980	100	100
Os09g0439400	ONIVA09G11990	99.4297	99.4297
Os09g0439500	ONIVA09G12000	98.4848	95.941
Os09g0439600	ONIVA09G12010	99.6865	99.843
Os09g0439700	ONIVA09G12020	99.812	99.812
Os09g0439800	ONIVA09G12030	94.8207	91.5385
Os09g0440000	ONIVA02G29000	90.7692	49.1667
Os09g0440200	ONIVA09G12070	87.9562	97.5708
Os09g0440300	ONIVA09G12080	64.4401	97.619
Os09g0440600	ONIVA09G12090	76.6355	82.8283
Os09g0440600	ONIVA10G16850	66.3551	35.6784
Os09g0440700	ONIVA09G12100	100	100
Os09g0441000	ONIVA09G12110	100	100
Os09g0441100	ONIVA09G12130	99.4286	95.082
Os09g0441400	ONIVA09G12140	99.6109	94.8148
Os09g0441600	ONIVA09G12150	90.7463	59.0291
Os09g0441700	ONIVA09G12160	97.9284	99.6169
Os09g0442000	ONIVA09G12180	99.5556	76.9759
Os09g0442100	ONIVA09G12190	100	100
Os09g0442300	ONIVA09G12200	95.6873	92.9319
Os09g0442400	ONIVA09G12210	99.687	99.687
Os09g0442600	ONIVA09G12220	99.5268	89.1243
Os09g0442700	ONIVA09G12230	99.7633	99.7633
Os09g0442800	ONIVA09G12240	99.0991	92.437
Os09g0442900	ONIVA09G12250	99.2163	92.4088
Os09g0443000	ONIVA09G12270	46.875	17.8147
Os09g0443500	ONIVA09G12300	99.1304	99.1304
Os09g0443700	ONIVA09G12320	100	50
Os09g0443800	ONIVA09G12320	100	49.4083
Os09g0444100	ONIVA09G12330	58.5271	89.0855
Os09g0444200	ONIVA09G12360	99.8553	95.8333
Os09g0444700	ONIVA09G12380	100	64.4737
Os09g0444800	ONIVA09G12390	97.1429	99.3506
Os09g0444900	ONIVA09G12400	90.8309	99.6855
Os09g0445100	ONIVA09G12410	84.2105	81.1594
Os09g0445500	ONIVA09G13180	99.6622	92.7673
Os09g0445600	ONIVA09G13190	100	100
Os09g0446000	ONIVA09G13210	82.243	87.1287
Os09g0446200	ONIVA09G13230	99.8811	99.8811
Os09g0446275	ONIVA09G13240	50.6711	77.8351
Os09g0446350	ONIVA09G13270	96.9697	83.6601
Os09g0446700	ONIVA09G13280	74.4186	75.2941
Os09g0446800	ONIVA09G13290	99.8586	99.8586
Os09g0447000	ONIVA09G13320	100	24.5902
Os09g0447300	ONIVA09G13160	100	49.8534
Os09g0447600	ONIVA09G13070	83.612	72.4638
Os09g0447900	ONIVA09G13110	82.3045	42.9185
Os09g0448100	ONIVA09G13130	85.8796	86.6822
Os09g0448150	ONIVA02G28820	18.8235	14.1593
Os09g0448200	ONIVA09G13020	98.7413	99.8586
Os09g0448900	ONIVA09G13050	90.2128	55.0649
Os09g0449600	ONIVA09G12940	98.5185	45.5479
Os09g0450200	ONIVA09G12960	93.1973	60.0877
Os09g0450300	ONIVA09G12970	99.4958	99.6633
Os09g0450600	ONIVA09G12880	73.6196	93.0233
Os09g0451000	ONIVA09G12930	99.3789	99.3789
Os09g0451400	ONIVA09G12860	97.8261	97.8261
Os09g0451500	ONIVA09G12870	95.2381	99.2908
Os09g0451700	ONIVA09G13330	76.6667	31.5789
Os09g0451800	ONIVA09G13340	84.8485	60.8696
Os09g0452200	ONIVA09G13370	99.7506	99.7506
Os09g0452300	ONIVA09G13380	62.3188	84.3137
Os09g0452400	ONIVA09G13390	99.3197	100
Os09g0452800	ONIVA09G13410	99.7793	99.7793
Os09g0452900	ONIVA09G13420	100	100
Os09g0453000	ONIVA09G13430	100	100
Os09g0453200	ONIVA03G21020	59.9057	61.6505
Os09g0453300	ONIVA03G21010	100	99.6875
Os09g0453400	ONIVA03G21000	100	100
Os09g0453500	ONIVA03G20980	97.2163	91.5323
Os09g0453700	ONIVA03G20970	100	27.4126
Os09g0453800	ONIVA03G20960	100	90.8382
Os09g0453900	ONIVA03G20940	99.5215	98.8124
Os09g0454100	ONIVA03G20930	99.7135	83.6538
Os09g0454200	ONIVA03G20920	84.8671	69.2821
Os09g0454300	ONIVA03G20910	99.5327	87.4743
Os09g0454600	ONIVA03G20890	99.7135	99.7135
Os09g0454900	ONIVA03G20870	99.6659	99.6659
Os09g0455200	ONIVA03G20850	99.7462	99.7462
Os09g0455300	ONIVA03G20840	100	100
Os09g0455400	ONIVA03G20830	100	14.6771
Os09g0455900	ONIVA03G20820	98.4326	32.914
Os09g0456100	ONIVA03G20810	86.2903	83.2037
Os09g0456200	ONIVA03G20800	93.3511	99.7159
Os09g0456700	ONIVA03G20780	97.4747	97.4747
Os09g0456800	ONIVA03G20760	98.3444	98.3444
Os09g0457100	ONIVA03G20740	99.6	99.6
Os09g0457600	ONIVA03G20730	98.4018	46.8988
Os09g0457700	ONIVA03G20720	99.2727	99.2727
Os09g0457900	ONIVA03G20710	97.0803	100
Os09g0458000	ONIVA03G20700	92.3353	98.4674
Os09g0458100	ONIVA03G20690	99.6377	99.6377
Os09g0458200	ONIVA10G17390	44.5652	53.9474
Os09g0458300	ONIVA03G20680	98.2353	76.0243
Os09g0458400	ONIVA03G20670	80	87.7005
Os09g0458700	ONIVA03G20660	99.4595	99.4595
Os09g0458800	ONIVA03G20630	100	100
Os09g0458900	ONIVA03G20620	100	100
Os09g0459200	ONIVA03G20610	99.3631	99.3631
Os09g0459500	ONIVA03G20590	100	30.8271
Os09g0459600	ONIVA03G20580	99.5261	98.8235
Os09g0459800	ONIVA03G20560	99.6845	97.5309
Os09g0460000	ONIVA03G20540	98.8439	87.6923
Os09g0460100	ONIVA03G20530	98.3333	97.9253
Os09g0460400	ONIVA03G20500	100	42.3387
Os09g0460700	ONIVA03G20480	99.0385	99.0385
Os09g0461500	ONIVA03G20450	100	100
Os09g0461700	ONIVA03G20420	99.0596	99.0596
Os09g0461900	ONIVA03G20410	99.3769	86.6848
Os09g0462100	ONIVA03G20400	100	100
Os09g0462200	ONIVA09G13450	96.131	99.6914
Os09g0462400	ONIVA09G13460	98.8304	81.0552
Os09g0462700	ONIVA09G13480	79.5918	86.0294
Os09g0462875	ONIVA09G13490	69.8324	25.9336
Os09g0463300	ONIVA09G13500	96.4883	89.7356
Os09g0463600	ONIVA09G13620	99.5902	99.5902
Os09g0463700	ONIVA09G13630	99.1936	97.3615
Os09g0464000	ONIVA09G13650	82.0261	79.6825
Os09g0464300	ONIVA09G13670	99.4012	99.1045
Os09g0464400	ONIVA09G13680	98.1681	96.9149
Os09g0465400	ONIVA09G13720	80.4511	100
Os09g0465500	ONIVA09G13710	81.323	84.2742
Os09g0465600	ONIVA09G13730	86.88	94.7644
Os09g0465800	ONIVA09G13740	80.663	80.2198
Os09g0466100	ONIVA09G13750	91.2921	99.3884
Os09g0466300	ONIVA09G13770	85.4701	99.5025
Os09g0466400	ONIVA09G13780	99.2832	99.2832
Os09g0466800	ONIVA09G13790	99.3289	99.3289
Os09g0466900	ONIVA09G13800	99.5585	100
Os09g0467100	ONIVA09G13810	100	87.041
Os09g0467300	ONIVA09G13820	99.2308	98.2234
Os09g0467400	ONIVA09G13830	97.5069	78.2222
Os09g0467700	ONIVA02G30800	36.9048	43.0556
Os09g0468000	ONIVA09G13840	99.1701	99.1701
Os09g0468150	ONIVA09G13850	100	100
Os09g0468300	ONIVA09G13870	99.2248	95.0495
Os09g0468600	ONIVA09G13880	90.1235	96.6887
Os09g0468650	ONIVA08G21580	48.2456	18.7713
Os09g0468700	ONIVA09G13890	98.5755	98.2955
Os09g0468800	ONIVA09G13900	64.4501	46.6667
Os09g0468900	ONIVA09G13910	99.4709	99.4709
Os09g0469300	ONIVA09G13920	100	80.4233
Os09g0469400	ONIVA09G13950	98.5251	43.0412
Os09g0469900	ONIVA09G13960	100	93.4978
Os09g0469950	ONIVA09G13970	92.1986	47.2727
Os09g0470000	ONIVA09G13970	100	18.3636
Os09g0470500	ONIVA09G13990	100	100
Os09g0470900	ONIVA09G14000	97.1429	97.8003
Os09g0471000	ONIVA09G14010	85.9551	60.7143
Os09g0471200	ONIVA09G14030	99.422	92.349
Os09g0471400	ONIVA09G14050	98.2234	54.2017
Os09g0471600	ONIVA09G07310	47.7089	24.3466
Os09g0471900	ONIVA09G14120	99.7727	99.7727
Os09g0472100	ONIVA09G14150	99.8613	99.8613
Os09g0472200	ONIVA09G14160	93.2961	98.091
Os09g0472700	ONIVA09G14180	62.1495	99.2537
Os09g0472900	ONIVA09G14190	99.2537	99.2537
Os09g0473200	ONIVA09G14200	86.6667	87.2483
Os09g0473300	ONIVA09G14210	92.0168	40.1835
Os09g0473350	ONIVA09G14210	96.5385	23.0275
Os09g0473400	ONIVA09G14220	98.4962	98.9924
Os09g0473600	ONIVA09G14230	95.625	100
Os09g0473966	ONIVA09G14260	90.6667	66.6667
Os09g0474000	ONIVA09G14270	99.422	99.422
Os09g0474051	ONIVA09G14290	99.6581	94.4895
Os09g0474300	ONIVA09G14300	88.3792	72.522
Os09g0474400	ONIVA09G14310	83.4646	36.3014
Os09g0474800	ONIVA09G14350	99.697	99.697
Os09g0475400	ONIVA09G14370	92.6587	48.1443
Os09g0475700	ONIVA09G14390	97.7186	99.1003
Os09g0475800	ONIVA09G14400	98.2609	97.4138
Os09g0476000	ONIVA09G14410	95.0943	90.6475
Os09g0476100	ONIVA09G14420	99.5033	98.0424
Os09g0476800	ONIVA09G14450	98.9011	100
Os09g0477550	ONIVA08G26780	27.551	48.6486
Os09g0477700	ONIVA09G14490	98.8979	89.1981
Os09g0477900	ONIVA09G14510	99.8246	93.5855
Os09g0478300	ONIVA09G14520	99.2026	45.8027
Os09g0478400	ONIVA09G14530	98.324	79.638
Os09g0478500	ONIVA09G14540	99.8285	99.8285
Os09g0478600	ONIVA09G14550	84.5455	56.3636
Os09g0479000	ONIVA09G14560	96.8481	75.9551
Os09g0479100	ONIVA09G14560	4.1502	4.7191
Os09g0479400	ONIVA09G14590	94.2609	50.6069
Os09g0479500	ONIVA09G14600	99.0625	97.9403
Os09g0479800	ONIVA09G14610	99.5699	99.5699
Os09g0479900	ONIVA09G14620	99.5031	99.5031
Os09g0480100	ONIVA09G14630	100	95.5882
Os09g0480400	ONIVA09G14660	99.2928	99.2928
Os09g0480532	ONIVA09G14670	70.8333	97.1429
Os09g0480600	ONIVA09G14680	98.9583	100
Os09g0480700	ONIVA09G14690	87.5	73.1343
Os09g0480900	ONIVA09G14720	70.8861	18.6667
Os09g0481000	ONIVA09G14720	95.6757	59
Os09g0481100	ONIVA09G14730	93.9444	99.4801
Os09g0481300	ONIVA09G14740	98.6717	91.2281
Os09g0481400	ONIVA09G14750	99.2248	96.9697
Os09g0481600	ONIVA09G14760	98.7478	55.4774
Os09g0481650	ONIVA09G14770	100	100
Os09g0481700	ONIVA09G14780	97.7883	99.3579
Os09g0481800	ONIVA09G14790	79.8701	93.8931
Os09g0482000	ONIVA09G14800	97.4747	91.253
Os09g0482100	ONIVA09G18690	49.7854	39.4111
Os09g0482400	ONIVA09G14810	99.7139	99.7139
Os09g0482600	ONIVA09G14810	99.7139	99.7139
Os09g0482620	ONIVA09G14830	85.1711	51.7321
Os09g0482640	ONIVA09G14840	99.3258	59.6491
Os09g0482660	ONIVA09G14850	99.6176	64.321
Os09g0482680	ONIVA09G14870	99.4521	99.4521
Os09g0482700	ONIVA09G14860	91.018	98.7013
Os09g0482720	ONIVA09G14880	92.0082	98.6813
Os09g0482740	ONIVA09G14890	95.283	98.6971
Os09g0482780	ONIVA09G14900	88.75	79.7753
Os09g0482800	ONIVA09G14910	100	100
Os09g0482840	ONIVA09G14930	100	100
Os09g0482860	ONIVA09G14940	73.0627	43.8053
Os09g0482900	ONIVA09G14950	94.13	99.3363
Os09g0483100	ONIVA09G14970	100	100
Os09g0483300	ONIVA09G14980	100	100
Os09g0483500	ONIVA09G15000	100	100
Os09g0483600	ONIVA09G15010	98.0501	97.5069
Os09g0484200	ONIVA09G15050	99.3333	99.3333
Os09g0484300	ONIVA09G15060	96.2543	89.3572
Os09g0484800	ONIVA09G15080	100	100
Os09g0484900	ONIVA09G15090	98.3425	99.2565
Os09g0485800	ONIVA09G15120	85.9551	99.3506
Os09g0485900	ONIVA09G15130	100	100
Os09g0485950	ONIVA03G28990	21.327	26.7857
Os09g0486000	ONIVA09G15140	98.9189	98.9189
Os09g0486375	ONIVA09G15150	58.209	90.6977
Os09g0486500	ONIVA09G15160	100	100
Os09g0486700	ONIVA09G15170	99.7802	99.7802
