Gene stable ID	Arabidopsis lyrata gene stable ID	%id. target Arabidopsis lyrata gene identical to query gene	%id. query gene identical to target Arabidopsis lyrata gene
Os09g0456200	fgenesh2_kg.1__3804__AT1G45249.1	46.5426	42.6829
Os09g0456200	fgenesh2_kg.1__4055__AT1G49720.1	43.3511	41.2658
Os09g0456200	fgenesh2_kg.3__2145__AT3G19290.1	46.8085	40.7407
Os09g0456200	fgenesh2_kg.7__705__AT4G34000.1	45.7447	38.4787
Os09g0456700	fgenesh2_kg.5__1377__AT3G50340.1	51.0101	50.1241
Os09g0456700	fgenesh2_kg.8__2715__AT5G67020.1	49.7475	50
Os09g0456800	fgenesh2_kg.7__342__AT4G36988.1	33.7748	36.1702
Os09g0457100	fgenesh2_kg.3__2143__AT3G19270.1	59.4	63.4615
Os09g0457400	fgenesh2_kg.7__1771__AT4G25000.1	53.1818	55.3191
Os09g0457600	fgenesh2_kg.7__1771__AT4G25000.1	55.0228	56.974
Os09g0457800	fgenesh2_kg.7__1771__AT4G25000.1	55.1487	56.974
Os09g0457900	scaffold_700692.1	32.1168	32.8358
Os09g0458000	fgenesh1_pm.C_scaffold_8000455	24.7904	27.2727
Os09g0458000	fgenesh2_kg.1__3810__AT1G45545.1	24.7904	28.0108
Os09g0458000	fgenesh2_kg.4__577__AT2G26570.1	30.0599	31.6121
Os09g0458000	fgenesh2_kg.7__784__AT4G33390.1	28.8623	31.0167
Os09g0458300	Al_scaffold_0005_1406	20.7843	22.8942
Os09g0458300	Al_scaffold_0005_1408	17.8431	21.0648
Os09g0458300	Al_scaffold_0005_1409	20.3922	21.3992
Os09g0458300	Al_scaffold_0005_1410	19.0196	20.8602
Os09g0458300	Al_scaffold_0005_1411	17.2549	22.9765
Os09g0458300	Al_scaffold_0005_1412	19.4118	21.7105
Os09g0458400	scaffold_302267.1	40.9756	44.9198
Os09g0459200	fgenesh1_pg.C_scaffold_3001816	25.4777	29.1971
Os09g0459200	fgenesh1_pg.C_scaffold_5001563	26.1146	24.6988
Os09g0459200	fgenesh2_kg.8__2736__AT5G66800.1	32.4841	29.1429
Os09g0459500	fgenesh2_kg.8__576__AT5G42750.1	41.4634	10.119
Os09g0459600	fgenesh2_kg.1__3839__AT1G47380.1	61.8483	60.9813
Os09g0459800	fgenesh1_pg.C_scaffold_1003684	65.9306	65.9306
Os09g0460000	fgenesh1_pm.C_scaffold_6002408	43.3526	41.6667
Os09g0460100	Al_scaffold_0001_4004	18.75	23.1959
Os09g0460200	fgenesh2_kg.4__141__AT2G21630.1	48.7002	41.0219
Os09g0460200	fgenesh2_kg.4__91__AT2G21630.1	57.0191	43.2326
Os09g0460300	fgenesh2_kg.1__4053__AT1G49660.1	30.7494	37.3041
Os09g0460300	fgenesh2_kg.5__1216__AT3G48690.1	30.2326	36.2229
Os09g0460300	fgenesh2_kg.5__256__AT2G03550.1	29.9742	37.0607
Os09g0460300	scaffold_102142.1	26.0982	32.1656
Os09g0460300	scaffold_104666.1	31.7829	38.924
Os09g0460300	scaffold_104667.1	31.7829	32.2835
Os09g0460400	fgenesh2_kg.1__4053__AT1G49660.1	35.2381	34.7962
Os09g0460400	fgenesh2_kg.5__1216__AT3G48690.1	35.873	34.9845
Os09g0460400	fgenesh2_kg.5__256__AT2G03550.1	33.9683	34.1853
Os09g0460400	scaffold_102142.1	31.4286	31.5287
Os09g0460400	scaffold_104666.1	34.9206	34.8101
Os09g0460400	scaffold_104667.1	33.3333	27.5591
Os09g0460500	fgenesh2_kg.1__4053__AT1G49660.1	41.853	41.0658
Os09g0460500	fgenesh2_kg.5__1216__AT3G48690.1	39.9361	38.6997
Os09g0460500	fgenesh2_kg.5__256__AT2G03550.1	41.853	41.853
Os09g0460500	scaffold_102142.1	35.4633	35.3503
Os09g0460500	scaffold_104666.1	39.2971	38.924
Os09g0460500	scaffold_104667.1	38.6581	31.7585
Os09g0460700	fgenesh2_kg.1__4053__AT1G49660.1	40.7051	39.8119
Os09g0460700	fgenesh2_kg.5__1216__AT3G48690.1	40.7051	39.3189
Os09g0460700	fgenesh2_kg.5__256__AT2G03550.1	41.3462	41.2141
Os09g0460700	scaffold_102142.1	35.5769	35.3503
Os09g0460700	scaffold_104666.1	39.7436	39.2405
Os09g0460700	scaffold_104667.1	38.141	31.2336
Os09g0461500	fgenesh2_kg.1__4053__AT1G49660.1	35.3448	38.558
Os09g0461500	fgenesh2_kg.5__1216__AT3G48690.1	34.1954	36.8421
Os09g0461500	fgenesh2_kg.5__256__AT2G03550.1	36.7816	40.8946
Os09g0461500	scaffold_102142.1	30.1724	33.4395
Os09g0461500	scaffold_104666.1	33.046	36.3924
Os09g0461500	scaffold_104667.1	35.0575	32.021
Os09g0461700	fgenesh2_kg.1__4053__AT1G49660.1	37.931	37.931
Os09g0461700	fgenesh2_kg.5__1216__AT3G48690.1	39.8119	39.3189
Os09g0461700	fgenesh2_kg.5__256__AT2G03550.1	37.3041	38.0192
Os09g0461700	scaffold_102142.1	32.6019	33.121
Os09g0461700	scaffold_104666.1	35.7367	36.076
Os09g0461700	scaffold_104667.1	36.6771	30.7087
Os09g0461900	fgenesh2_kg.1__4053__AT1G49660.1	39.2523	39.4984
Os09g0461900	fgenesh2_kg.5__1216__AT3G48690.1	42.3676	42.1053
Os09g0461900	fgenesh2_kg.5__256__AT2G03550.1	41.7445	42.8115
Os09g0461900	scaffold_102142.1	35.2025	35.9873
Os09g0461900	scaffold_104666.1	37.0717	37.6582
Os09g0461900	scaffold_104667.1	38.9408	32.8084
Os09g0462100	fgenesh2_kg.1__4053__AT1G49660.1	32.8947	39.185
Os09g0462100	fgenesh2_kg.5__1216__AT3G48690.1	35	41.1765
Os09g0462100	fgenesh2_kg.5__256__AT2G03550.1	33.4211	40.5751
Os09g0462100	scaffold_102142.1	30.2632	36.6242
Os09g0462100	scaffold_104666.1	30.5263	36.7089
Os09g0462100	scaffold_104667.1	32.1053	32.021
Os09g0462200	fgenesh2_kg.1__4053__AT1G49660.1	40.7738	42.9467
Os09g0462200	fgenesh2_kg.5__1216__AT3G48690.1	39.881	41.4861
Os09g0462200	fgenesh2_kg.5__256__AT2G03550.1	41.369	44.4089
Os09g0462200	scaffold_102142.1	38.9881	41.7197
Os09g0462200	scaffold_104666.1	38.9881	41.4557
Os09g0462200	scaffold_104667.1	40.4762	35.6955
Os09g0462400	fgenesh1_pg.C_scaffold_4000679	62.8655	50.5882
Os09g0462400	fgenesh2_kg.4__576__AT2G26560.1	63.4503	53.317
Os09g0462700	fgenesh1_pm.C_scaffold_8000474	47.1655	52
Os09g0462700	fgenesh2_kg.1__3846__AT1G47500.1	50.3401	50.1129
Os09g0463300	fgenesh1_pm.C_scaffold_8000475	39.6321	43.8078
Os09g0463300	fgenesh2_kg.7__356__AT4G37080.1	45.485	45.7143
Os09g0463600	fgenesh2_kg.8__584__AT5G42680.1	53.6885	55.042
Os09g0463700	fgenesh2_kg.2__187__AT1G62970.1	27.4194	13.2124
Os09g0463700	fgenesh2_kg.6__905__AT5G09540.1	21.2366	27.6224
Os09g0463700	fgenesh2_kg.8__2459__AT5G64360.1	24.7312	22.439
Os09g0464000	fgenesh2_kg.2__558__AT1G58180.2	41.1765	43.4483
Os09g0464000	scaffold_104468.1	26.1438	41.0256
Os09g0464000	scaffold_201279.1	25.1634	37.931
Os09g0464000	scaffold_303621.1	26.4706	34.764
Os09g0464000	scaffold_400725.1	27.7778	35.4167
Os09g0464000	scaffold_501093.1	25.1634	37.931
Os09g0464000	scaffold_700799.1	50.6536	51.495
Os09g0464300	fgenesh2_kg.1__1577__AT1G14490.1	26.9461	43.4783
Os09g0464300	scaffold_801368.1	32.3353	40
Os09g0464400	fgenesh1_pm.C_scaffold_8002104	30.0647	38.1669
Os09g0464400	fgenesh2_kg.7__1819__AT4G24560.1	31.1422	28.6991
Os09g0464400	scaffold_300308.1	10.0216	26.9565
Os09g0464400	scaffold_603049.1	3.98707	23.5669
Os09g0464400	scaffold_603057.1	9.80603	45.5
Os09g0464400	scaffold_603058.1	7.00431	37.3563
Os09g0465400	Al_scaffold_0006_852	46.6165	55.0296
Os09g0465400	fgenesh2_kg.4__171__AT2G22500.1	51.1278	65.1757
Os09g0465500	fgenesh2_kg.7__1816__AT4G24590.1	37.7432	40.249
Os09g0465500	fgenesh2_kg.8__847__AT5G49710.1	35.7977	40.3509
Os09g0465600	fgenesh2_kg.7__1814__AT4G24620.1	74.56	76.0196
Os09g0465800	scaffold_700251.1	33.7017	31.4433
Os09g0466100	Al_scaffold_0008_3090	38.764	45.2459
Os09g0466100	fgenesh2_kg.4__170__AT2G22490.1	40.4494	40.2235
Os09g0466100	fgenesh2_kg.6__1006__AT5G10440.1	37.3596	44.9324
Os09g0466400	scaffold_803272.1	34.0502	34.1727
Os09g0466800	fgenesh2_kg.7__757__AT4G33600.1	42.7293	42.2566
Os09g0466800	fgenesh2_kg.7__758__AT4G33590.1	43.1767	41.5054
Os09g0466900	fgenesh2_kg.1__1373__AT1G12680.1	56.2914	54.2553
Os09g0467100	scaffold_302515.1	61.7866	60.5839
Os09g0467300	fgenesh1_pg.C_scaffold_1002524	40.5128	45.4023
Os09g0467300	scaffold_103154.1	43.0769	47.191
Os09g0467300	scaffold_401951.1	40.5128	44.1341
Os09g0467400	fgenesh1_pg.C_scaffold_1002524	45.4294	47.1264
Os09g0467400	scaffold_103154.1	44.0443	44.6629
Os09g0467400	scaffold_401951.1	45.7064	46.0894
Os09g0468000	fgenesh2_kg.8__2587__AT5G65380.1	58.2988	57.8189
Os09g0468000	fgenesh2_kg.8__407__AT5G44050.1	51.8672	51.0204
Os09g0468150	fgenesh1_pg.C_scaffold_7000194	30.03	27.4725
Os09g0468150	fgenesh1_pg.C_scaffold_8002523	18.018	20.339
Os09g0468150	fgenesh2_kg.6__1004__AT5G10410.1	19.5195	19.174
Os09g0468300	Al_scaffold_0001_3639	25.5814	30.1829
Os09g0468300	Al_scaffold_0004_1992	28.6822	29.443
Os09g0468300	Al_scaffold_0007_221	22.739	35.2
Os09g0468300	fgenesh2_kg.1__2444__AT1G22500.1	24.2894	24.6073
Os09g0468300	fgenesh2_kg.2__1483__AT1G72200.1	29.4574	28.2878
Os09g0468300	fgenesh2_kg.3__508__AT3G05200.1	34.8837	33.9196
Os09g0468300	fgenesh2_kg.6__2919__AT4G09110.1	16.0207	35.0282
Os09g0468300	scaffold_402096.1	28.6822	15.9483
Os09g0468300	scaffold_602899.1	31.7829	33.2432
Os09g0468300	scaffold_603234.1	14.9871	43.609
Os09g0468300	scaffold_603236.1	28.6822	31.7143
Os09g0468300	scaffold_603237.1	11.1111	44.3299
Os09g0468300	scaffold_603239.1	24.5478	29.6875
Os09g0468300	scaffold_603240.1	27.3902	29.8592
Os09g0468300	scaffold_700246.1	31.0078	37.1517
Os09g0468600	fgenesh2_kg.1__4357__AT1G52770.1	29.6296	10.5263
Os09g0468600	scaffold_301823.1	32.0988	11.5556
Os09g0468700	fgenesh1_pg.C_scaffold_8002520	29.3447	36.6548
Os09g0469300	fgenesh2_kg.1__2442__AT1G22480.1	40.1316	35.0575
Os09g0469300	fgenesh2_kg.2__1484__AT1G72230.1	39.4737	33.1492
Os09g0469400	scaffold_603101.1	69.6165	30.8094
Os09g0469950	scaffold_803143.1	54.2553	27.7677
Os09g0469950	scaffold_803144.1	58.8652	29.59
Os09g0470000	scaffold_803143.1	70.297	12.8857
Os09g0470000	scaffold_803144.1	83.1683	14.9733
Os09g0470500	Al_scaffold_0001_3626	27.7978	40.5263
Os09g0470500	fgenesh2_kg.4__165__AT2G22430.1	45.4874	40.7767
Os09g0470500	fgenesh2_kg.666__2__AT5G65310.1	38.9892	34.5048
Os09g0470500	fgenesh2_kg.7__226__AT4G40060.1	45.4874	42.8571
Os09g0470500	fgenesh2_kg.8__2581__AT5G65310.1	38.9892	34.5048
Os09g0470900	fgenesh2_kg.7__227__AT4G40050.1	49.5798	48.9221
Os09g0471100	fgenesh2_kg.4__163__AT2G22420.1	61.1111	66.8693
Os09g0471200	Al_scaffold_0001_2216	27.0231	32.6353
Os09g0471200	Al_scaffold_0006_3835	28.6127	35.6757
Os09g0471200	fgenesh2_kg.1__2317__AT1G21270.1	38.0058	36.0274
Os09g0471200	scaffold_102374.1	37.5723	35.3741
Os09g0471200	scaffold_102375.1	24.1329	29.1958
Os09g0471400	Al_scaffold_0001_2216	28.934	19.8953
Os09g0471400	Al_scaffold_0006_3835	26.6497	18.9189
Os09g0471400	fgenesh2_kg.1__2317__AT1G21270.1	46.4467	25.0685
Os09g0471400	scaffold_102374.1	46.9543	25.1701
Os09g0471400	scaffold_102375.1	25.3807	17.4825
Os09g0471600	Al_scaffold_0001_2216	23.4501	15.1832
Os09g0471600	Al_scaffold_0006_3835	27.2237	18.1982
Os09g0471600	fgenesh2_kg.1__2317__AT1G21270.1	29.3801	14.9315
Os09g0471600	scaffold_102374.1	26.9542	13.6054
Os09g0471600	scaffold_102375.1	25.0674	16.2587
Os09g0471900	Al_scaffold_0007_212	35.5682	49.8408
Os09g0471900	fgenesh1_pm.C_scaffold_4000135	49.5455	52.0286
Os09g0472700	fgenesh1_pm.C_scaffold_3002830	26.1682	43.4109
Os09g0472900	fgenesh1_pm.C_scaffold_3002830	39.5522	41.0853
Os09g0473200	fgenesh1_pm.C_scaffold_3002830	36.6667	42.6357
Os09g0473300	fgenesh2_kg.1__2425__AT1G22310.2	3.15126	2.93542
Os09g0473350	fgenesh2_kg.1__2425__AT1G22310.2	35	17.8082
Os09g0473400	scaffold_603114.1	46.3659	46.3659
Os09g0474000	fgenesh2_kg.3__2744__AT5G60830.1	20.8092	19.2513
Os09g0474000	fgenesh2_kg.6__782__AT5G08141.1	13.2948	25
Os09g0474000	fgenesh2_kg.8__2046__AT5G60830.1	20.8092	18.5567
Os09g0474000	scaffold_26900003.1	17.341	16.8539
Os09g0474000	scaffold_26900004.1	8.67052	22.7273
Os09g0474000	scaffold_26900006.1	9.24856	17.0213
Os09g0474300	fgenesh2_kg.5__297__AT2G04030.1	72.0183	60.3846
Os09g0474800	fgenesh2_kg.1__1481__AT1G13640.1	55.7576	59.069
Os09g0474800	fgenesh2_kg.1__2744__AT1G26270.1	56.0606	59.5813
Os09g0474800	fgenesh2_kg.5__293__AT2G03890.1	58.1818	59.0769
Os09g0475400	fgenesh2_kg.2__1159__AT1G69010.1	22.4206	36.6883
Os09g0475400	scaffold_600819.1	28.9683	27.037
Os09g0475700	fgenesh2_kg.2__1160__AT1G69020.1	49.0494	51.3263
Os09g0475800	fgenesh2_kg.1__4241__AT1G51700.1	23.913	27.2277
Os09g0475800	scaffold_302540.1	26.5217	30.6533
Os09g0476000	fgenesh2_kg.6__779__AT5G08120.1	27.1698	22.1538
Os09g0476100	fgenesh2_kg.8__1470__AT5G55670.1	48.3444	41.3598
Os09g0477700	fgenesh1_pg.C_scaffold_8001604	14.4012	11.0051
Os09g0477900	fgenesh2_kg.3__1396__AT3G13180.1	57.8947	62.8571
Os09g0478000	fgenesh1_pg.C_scaffold_1004231	45.9184	6.18982
Os09g0478000	fgenesh1_pm.C_scaffold_4001055	29.5918	3.86667
Os09g0478000	fgenesh1_pm.C_scaffold_7002206	30.6122	3.97351
Os09g0478000	fgenesh2_kg.4__1240__AT2G32540.1	30.6122	3.95778
Os09g0478000	scaffold_401809.1	31.6327	4.09511
Os09g0478000	scaffold_703024.1	0	0
Os09g0478100	fgenesh1_pg.C_scaffold_1004231	47.7612	48.4182
Os09g0478100	fgenesh1_pm.C_scaffold_4001055	29.308	28.8
Os09g0478100	fgenesh1_pm.C_scaffold_7002206	29.8507	29.1391
Os09g0478100	fgenesh2_kg.4__1240__AT2G32540.1	30.6649	29.8153
Os09g0478100	scaffold_401809.1	29.7151	28.93
Os09g0478100	scaffold_703024.1	5.42741	32.2581
Os09g0478300	fgenesh1_pg.C_scaffold_1004231	51.0367	44.0165
Os09g0478300	fgenesh1_pm.C_scaffold_4001055	31.26	26.1333
Os09g0478300	fgenesh1_pm.C_scaffold_7002206	31.8979	26.4901
Os09g0478300	fgenesh2_kg.4__1240__AT2G32540.1	32.3764	26.781
Os09g0478300	scaffold_401809.1	31.7384	26.288
Os09g0478300	scaffold_703024.1	6.69856	33.871
Os09g0478400	scaffold_303208.1	45.2514	46.8208
Os09g0478500	fgenesh2_kg.7__1580__AT4G26610.1	62.9503	71.9608
Os09g0478500	fgenesh2_kg.8__1489__AT5G55910.1	61.578	72.0884
Os09g0478500	fgenesh2_kg.8__3__AT5G47750.1	68.7822	68.3135
Os09g0478600	fgenesh2_kg.2__1024__AT1G67856.1	33.6364	28.0303
Os09g0478600	fgenesh2_kg.3__2775__AT2G04240.2	32.7273	22.3602
Os09g0478600	scaffold_103007.1	28.1818	22.7941
Os09g0479300	fgenesh1_pm.C_scaffold_1003574	22.3404	20.3883
Os09g0479300	fgenesh2_kg.8__1509__AT5G56075.1	16.5957	38.6139
Os09g0479300	scaffold_105379.1	26.8085	26.25
Os09g0479300	scaffold_602603.1	14.2553	34.715
Os09g0479400	fgenesh1_pm.C_scaffold_1003574	21.7391	24.2718
Os09g0479400	fgenesh2_kg.8__1509__AT5G56075.1	15.1304	43.0693
Os09g0479400	scaffold_105379.1	23.4783	28.125
Os09g0479400	scaffold_602603.1	13.2174	39.3782
Os09g0479500	fgenesh2_kg.3__724__AT3G07040.1	28.125	29.6378
Os09g0479900	scaffold_303194.1	54.6584	56.9211
Os09g0479900	scaffold_802617.1	55.4037	57.4742
Os09g0480100	scaffold_105369.1	35.3846	34.3284
Os09g0480100	scaffold_301523.1	35.3846	33.3333
Os09g0480400	fgenesh2_kg.3__1478__AT5G47780.1	49.2221	57.9035
Os09g0480700	fgenesh2_kg.1__4714__AT1G54830.1	56.5476	43.7788
Os09g0480700	fgenesh2_kg.1__929__AT1G08970.2	57.7381	41.9913
Os09g0481200	fgenesh2_kg.1__4580__AT1G55670.1	56.4417	57.8616
Os09g0481300	Al_scaffold_0003_1367	13.6622	15.6522
Os09g0481300	fgenesh2_kg.7__1600__AT4G26450.1	18.5958	7.80255
Os09g0481300	scaffold_802165.1	18.0266	17.6252
Os09g0481400	scaffold_700739.1	51.938	51.7375
Os09g0481600	fgenesh2_kg.191__1__AT5G56220.1	39.7138	29.9595
Os09g0481600	scaffold_802166.1	59.3918	34.1564
Os09g0481650	fgenesh1_pg.C_scaffold_125000003	21.875	17.3554
Os09g0481650	fgenesh2_kg.6__3305__AT4G05230.1	32.2917	30.2439
Os09g0481650	scaffold_401788.1	13.5417	13.2653
Os09g0481700	fgenesh1_pm.C_scaffold_7001265	26.2243	29.2254
Os09g0481700	scaffold_802171.1	36.3349	33.5277
Os09g0481800	fgenesh2_kg.4__1313__AT2G33180.1	53.2468	49.3976
Os09g0481800	fgenesh2_kg.569__1__AT2G33180.1	53.2468	49.3976
Os09g0482200	fgenesh1_pm.C_scaffold_6000835	42.6804	43.5789
Os09g0482400	fgenesh2_kg.8__1499__AT5G56010.1	90.701	90.701
Os09g0482400	scaffold_701643.1	91.5594	91.4286
Os09g0482500	fgenesh1_pm.C_scaffold_6000835	42.6804	43.5789
Os09g0482600	fgenesh2_kg.8__1499__AT5G56010.1	90.701	90.701
Os09g0482600	scaffold_701643.1	91.5594	91.4286
Os09g0482620	Al_scaffold_0002_2681	54.7529	26.8657
Os09g0482620	fgenesh2_kg.1__4656__AT1G54370.1	55.1331	27.7247
Os09g0482640	Al_scaffold_0001_1673	29.2135	19.1176
Os09g0482640	Al_scaffold_0001_1675	31.236	20.3812
Os09g0482640	Al_scaffold_0001_3546	41.573	26.1299
Os09g0482640	Al_scaffold_0002_2688	37.9775	27.3021
Os09g0482640	fgenesh1_pm.C_scaffold_1001383	42.4719	25.7143
Os09g0482640	fgenesh2_kg.1__1766__AT1G16110.1	33.2584	23.5294
Os09g0482640	fgenesh2_kg.1__1768__AT1G16150.1	39.5506	22.7684
Os09g0482640	fgenesh2_kg.1__1959__AT1G17910.1	39.7753	24.0163
Os09g0482640	fgenesh2_kg.2__1234__AT1G69730.1	40	23.1771
Os09g0482640	fgenesh2_kg.2__2273__AT1G79670.2	40.4494	37.9747
Os09g0482640	fgenesh2_kg.7__1069__AT4G31110.1	40.8989	22.9798
Os09g0482640	scaffold_102165.1	42.4719	23.8938
Os09g0482640	scaffold_302957.1	38.8764	23.6986
Os09g0482660	Al_scaffold_0001_2100	48.3748	32.5193
Os09g0482660	fgenesh2_kg.1__2200__AT1G20160.2	53.1549	38.0822
Os09g0482680	fgenesh2_kg.3__2793__AT2G04530.1	58.0822	60.0567
Os09g0482720	fgenesh2_kg.3__2248__AT3G20270.1	39.3443	27.5072
Os09g0482720	scaffold_100467.1	47.7459	46.507
Os09g0482720	scaffold_88000002.1	24.7951	40.7407
Os09g0482740	fgenesh2_kg.1__438__AT1G04960.1	43.7107	43.8486
Os09g0482780	fgenesh2_kg.3__2808__AT2G04780.2	49.1667	46.4567
Os09g0482860	fgenesh2_kg.3__1816__AT3G16520.3	23.9852	14.0693
Os09g0482900	fgenesh2_kg.3__1816__AT3G16520.3	32.914	33.9827
Os09g0483600	fgenesh2_kg.5__960__AT3G45880.1	53.7604	55.942
Os09g0484300	fgenesh2_kg.6__3192__AT4G12570.1	33.9387	34.0935
Os09g0484800	fgenesh1_pm.C_scaffold_1003227	65.9933	63.0225
Os09g0484900	fgenesh2_kg.8__33__AT5G47560.1	62.0626	62.4074
Os09g0485201	fgenesh2_kg.9__98__ATCG01060.1	59.2593	88.8889
Os09g0485500	fgenesh1_pm.C_scaffold_3001853	29.7468	13.3144
Os09g0485500	scaffold_104878.1	28.481	13.4731
Os09g0485600	fgenesh1_pm.C_scaffold_3001853	71.4286	31.1615
Os09g0485600	scaffold_104878.1	72.0779	33.2335
Os09g0485900	fgenesh2_kg.1__3446__AT1G33140.1	75.7895	74.2268
Os09g0485900	scaffold_603399.1	74.7368	73.1959
Os09g0486000	fgenesh2_kg.6__1257__AT5G13070.1	47.027	47.541
Os09g0486500	fgenesh2_kg.3__1323__AT3G12630.1	46.3415	47.5
Os09g0486700	fgenesh2_kg.1__4186__AT1G51170.1	43.7363	49.75
Os09g0486700	fgenesh2_kg.3__2312__AT3G20830.1	43.0769	48.0392
Os09g0487200	fgenesh2_kg.4__2384__AT2G42320.2	39.6154	46.6767
Os09g0487200	fgenesh2_kg.5__2223__AT3G57780.1	39.1026	44.2671
Os09g0487200	fgenesh2_kg.6__642__AT5G06930.1	34.8718	37.5172
Os09g0487200	scaffold_104249.1	7.17949	47.8632
Os09g0487500	scaffold_403080.1	58.1197	59.6491
Os09g0487600	fgenesh1_pm.C_scaffold_5001816	61.9256	48.0475
Os09g0487700	fgenesh2_kg.5__2227__AT3G57810.2	42.1569	41.2141
Os09g0487900	fgenesh2_kg.1__4183__AT1G51140.1	28.9277	30.6878
Os09g0487900	scaffold_403077.1	34.1646	38.1616
Os09g0488000	scaffold_601609.1	43.0303	47.651
Os09g0488600	scaffold_601298.1	30.9211	31.9005
Os09g0488700	fgenesh2_kg.6__3160__AT4G12070.1	53.7356	38.7967
Os09g0488800	fgenesh2_kg.6__1242__AT5G12900.1	40.6863	44.5438
Os09g0489200	fgenesh2_kg.3__2308__AT3G20810.2	56.3107	54.0793
Os09g0489500	fgenesh2_kg.6__632__AT5G06839.2	44.3595	55.5024
Os09g0490200	scaffold_202309.1	42.0622	45.5674
Os09g0490400	Al_scaffold_0001_4538	44.332	43.4524
Os09g0490400	fgenesh2_kg.1__4175__AT1G47600.1	45.3441	43.9216
Os09g0490400	fgenesh2_kg.1__4213__AT1G47600.1	45.749	44.3137
Os09g0490400	fgenesh2_kg.4__2633__AT2G44480.1	47.7733	45.7364
Os09g0490400	fgenesh2_kg.4__474__AT2G25630.1	39.0688	42.7938
Os09g0490400	fgenesh2_kg.5__2471__AT3G60130.1	47.9757	46.1089
Os09g0490400	fgenesh2_kg.8__336__AT5G44640.1	46.5587	45.3649
Os09g0490400	scaffold_104182.1	45.5466	44.1176
Os09g0490400	scaffold_403368.1	46.1538	44.9704
Os09g0491100	Al_scaffold_0001_4538	43.4	43.0556
Os09g0491100	fgenesh2_kg.1__4175__AT1G47600.1	44.8	43.9216
Os09g0491100	fgenesh2_kg.1__4213__AT1G47600.1	45.4	44.5098
Os09g0491100	fgenesh2_kg.4__2633__AT2G44480.1	49	47.4806
Os09g0491100	fgenesh2_kg.4__474__AT2G25630.1	40.6	45.0111
Os09g0491100	fgenesh2_kg.5__2471__AT3G60130.1	48.6	47.2763
Os09g0491100	fgenesh2_kg.8__336__AT5G44640.1	47	46.3511
Os09g0491100	scaffold_104182.1	45.2	44.3137
Os09g0491100	scaffold_403368.1	47.2	46.5483
Os09g0491532	fgenesh2_kg.5__2235__AT3G57920.1	28.483	26.513
Os09g0491532	scaffold_403069.1	30.6502	27.2727
Os09g0491596	fgenesh1_pg.C_scaffold_4002357	30	33.5404
Os09g0491596	fgenesh2_kg.5__2237__AT3G57930.1	32.2222	40.8451
Os09g0491644	Al_scaffold_0005_2712	22.2222	8.90302
Os09g0491644	fgenesh2_kg.4__2627__AT2G44430.1	17.0635	6.60522
Os09g0491644	scaffold_503237.1	17.4603	6.84292
Os09g0491660	Al_scaffold_0005_2712	31.401	10.3339
Os09g0491660	fgenesh2_kg.4__2627__AT2G44430.1	32.8502	10.4455
Os09g0491660	scaffold_503237.1	32.8502	10.5754
Os09g0491676	fgenesh2_kg.5__2241__AT3G57990.1	33.7875	34.7339
Os09g0491692	scaffold_304046.1	91.453	91.453
Os09g0491708	fgenesh2_kg.4__1369__AT2G33620.2	48.1894	50.2907
Os09g0491740	fgenesh1_pm.C_scaffold_1001781	49.3404	48.4456
Os09g0491740	scaffold_202610.1	46.7018	45.2685
Os09g0491772	fgenesh2_kg.7__256__AT4G37910.1	76.6082	76.8328
Os09g0491788	Al_scaffold_0004_1829	47.5219	50.7788
Os09g0491788	scaffold_202604.1	46.9388	49.5385
Os09g0491820	Al_scaffold_0004_1829	46.5517	50.4673
Os09g0491820	scaffold_202604.1	47.1264	50.4615
Os09g0491822	Al_scaffold_0004_1829	42.449	32.3988
Os09g0491822	scaffold_202604.1	38.3673	28.9231
Os09g0491852	Al_scaffold_0004_1829	43.2277	46.729
Os09g0491852	scaffold_202604.1	44.9568	48
Os09g0492700	fgenesh1_pm.C_scaffold_2001603	68.5764	62.2047
Os09g0492700	fgenesh2_kg.3__3322__AT2G17370.1	62.1528	63.4752
Os09g0492800	Al_scaffold_0001_2197	40.6667	37.8882
Os09g0492900	fgenesh2_kg.7__377__AT4G37240.1	26.776	29.1667
Os09g0492900	fgenesh2_kg.8__2763__AT5G66580.1	27.3224	32.0513
Os09g0492900	scaffold_400355.1	27.3224	30.6748
Os09g0492900	scaffold_502119.1	26.2295	31.1688
Os09g0493000	fgenesh2_kg.7__377__AT4G37240.1	4.97512	5.95238
Os09g0493000	fgenesh2_kg.8__2763__AT5G66580.1	3.48259	4.48718
Os09g0493000	scaffold_400355.1	4.97512	6.13497
Os09g0493000	scaffold_502119.1	4.47761	5.84416
Os09g0493400	fgenesh1_pm.C_scaffold_1002868	29.3006	34.5212
Os09g0493400	fgenesh2_kg.1__2297__AT1G21060.1	33.4594	35.0495
Os09g0493400	fgenesh2_kg.2__1950__AT1G76620.1	33.4594	33.6502
Os09g0493500	fgenesh2_kg.7__540__AT4G35420.1	56.0109	62.8834
Os09g0493600	scaffold_301473.1	47.5556	46.7249
Os09g0493700	fgenesh1_pg.C_scaffold_1003048	22.3647	28.702
Os09g0493700	fgenesh2_kg.1__3425__AT1G32870.2	18.3761	24.2026
Os09g0493700	fgenesh2_kg.1__3525__AT1G34180.1	22.3647	27.3997
Os09g0493800	fgenesh2_kg.1__2300__AT1G21080.1	67.3418	68.0307
