Gene stable ID	Aegilops tauschii gene stable ID	%id. target Aegilops tauschii gene identical to query gene	%id. query gene identical to target Aegilops tauschii gene
Os07g0660000	F775_18809	71.9101	62.9921
Os07g0660400	F775_05097	4.34783	1.62162
Os07g0660700	F775_32494	77.9037	62.7854
Os07g0661000	F775_00727	80.7065	84.8571
Os07g0661000	F775_23278	76.6304	79.4366
Os07g0661000	F775_23279	58.1522	79.2593
Os07g0661100	F775_14154	74.4186	89.1365
Os07g0661300	F775_19447	67.4847	45.2055
Os07g0661400	F775_31398	40.2597	56.8807
Os07g0661550	F775_52258	79.7101	8.9141
Os07g0661600	F775_07117	75.6198	63.3218
Os07g0661700	F775_25189	65	70.6522
Os07g0661800	F775_05055	89.7764	48.7002
Os07g0661800	F775_30288	89.7764	52.3277
Os07g0661900	F775_08325	64.5455	61.0753
Os07g0662500	F775_30287	65.625	73.5
Os07g0662600	F775_25950	71.4859	69.8039
Os07g0662600	F775_28275	71.8876	70.1961
Os07g0662700	F775_06895	79.9632	79.6703
Os07g0662800	F775_06894	37.2263	12
Os07g0662900	F775_28352	77.6956	83.8084
Os07g0663500	F775_17832	48.4177	69.863
Os07g0664150	F775_04961	56.4885	43.787
Os07g0665300	F775_11204	38.5281	15.7522
Os07g0665300	F775_18217	37.6623	18.7097
Os07g0665300	F775_22127	46.7532	35.1792
Os07g0665300	F775_32593	46.3203	16.411
Os07g0665700	F775_11204	39.7174	44.7788
Os07g0665700	F775_18217	33.752	46.2366
Os07g0665700	F775_22127	24.8038	51.4658
Os07g0665700	F775_32593	45.3689	44.3252
Os07g0665900	F775_22154	28.8256	23.1429
Os07g0666300	F775_26415	27.6596	13.9286
Os07g0666900	F775_28492	87.6636	82.5704
Os07g0667000	F775_14644	51.4778	71.0884
Os07g0667100	F775_14645	44.697	74.9206
Os07g0667300	F775_13911	48.4211	59.164
Os07g0667400	F775_42342	43.1953	82.0225
Os07g0668200	F775_07304	67.0702	74.8649
Os07g0668600	F775_17793	49.2857	45.8472
Os07g0668600	F775_32436	49.6429	46.0265
Os07g0668700	F775_32816	67.0391	78.6885
Os07g0668900	F775_10111	82.2547	84.5494
Os07g0669000	F775_20297	55.4795	4.6445
Os07g0669100	F775_31924	82.6722	88
Os07g0669200	F775_01615	31.3291	27.1978
Os07g0669600	F775_29952	67.6301	77.4834
Os07g0669650	F775_29951	90	30
Os07g0669700	F775_14403	56.8273	54.5279
Os07g0669800	F775_31301	58.9695	39.5141
Os07g0670000	F775_22803	45.73	72.967
Os07g0670100	F775_06829	45.082	52.381
Os07g0670600	F775_16462	22.3404	64.6154
Os07g0671100	F775_23903	32.0513	44.2478
Os07g0671200	F775_05678	68.784	76.7206
Os07g0671400	F775_23902	27.027	50.3145
Os07g0671700	F775_29561	64.5833	69.8771
Os07g0671800	F775_29560	36.4548	40.0735
Os07g0672500	F775_30204	56.7068	85.4951
Os07g0672600	F775_43095	52.8384	71.1765
Os07g0672700	F775_17498	32.3993	50.4087
Os07g0672700	F775_52247	54.1156	67.4672
Os07g0673000	F775_27879	53.6913	80.402
Os07g0673200	F775_10580	85.3583	80.3519
Os07g0673700	F775_08906	72.5594	70.6941
Os07g0673801	F775_18983	32.5	41.6
Os07g0674200	F775_27526	93.0769	93.7984
Os07g0674300	F775_06295	56.9878	70.9459
Os07g0674400	F775_21172	48.5714	75.5556
Os07g0674700	F775_28658	87.1795	90.9091
Os07g0675000	F775_08119	77.9783	86.0558
Os07g0675100	F775_17124	54.2314	80.7198
Os07g0676900	F775_29500	70.7547	75.7576
Os07g0676900	F775_30888	74.2138	80.5461
Os07g0677100	F775_06634	58.7302	63.3562
Os07g0677100	F775_08745	65.3968	78.626
Os07g0677100	F775_25528	54.6032	49.8551
Os07g0677100	F775_30142	77.7778	78.0255
Os07g0677400	F775_24337	63.6943	38.2409
Os07g0677400	F775_28762	67.1974	67.6282
Os07g0677400	F775_30887	62.4204	67.354
Os07g0677500	F775_24337	71.7042	42.6386
Os07g0677500	F775_28762	76.8489	76.6026
Os07g0677500	F775_30887	70.0965	74.9141
Os07g0677600	F775_08743	79.1277	72.7794
Os07g0677900	F775_18600	55.684	52.5455
Os07g0678300	F775_23314	22.1219	63.6364
Os07g0678600	F775_27060	84.8758	82.8194
Os07g0679000	F775_14113	76.6497	74.938
Os07g0679100	F775_03944	32.5359	44.7368
Os07g0679300	F775_31625	72.7059	80.6788
Os07g0679700	F775_32613	61.8546	71.5854
Os07g0680000	F775_07631	78.4345	85.3913
Os07g0680300	F775_29331	80.3279	81.6667
Os07g0680400	F775_15928	42.042	35
Os07g0680400	F775_21933	47.4474	47.0238
Os07g0680900	F775_28279	78.2816	76.815
Os07g0681100	F775_14298	82.3438	82.7316
Os07g0681200	F775_18341	58.6066	61.3734
Os07g0681200	F775_42367	52.0492	65.1282
Os07g0681400	F775_20289	31.9797	92.6471
Os07g0681500	F775_20290	75.8935	75.6061
Os07g0681600	F775_02386	75.7336	72.8556
Os07g0681700	F775_02385	66.4	67.9214
Os07g0682000	F775_15052	22.695	27.234
Os07g0682800	F775_28970	58.8542	70.625
Os07g0683600	F775_12801	58.3333	53.9894
Os07g0683600	F775_19851	50.8621	51.1561
Os07g0683900	F775_27662	81.9242	80.5158
Os07g0684100	F775_26336	69.8925	71.6912
Os07g0684800	F775_15511	39.8671	70.1754
Os07g0684800	F775_17540	50.8306	55.4348
Os07g0684800	F775_19655	33.2226	54.9451
Os07g0685000	F775_07992	66.3866	63.5815
Os07g0685400	F775_02978	62.6562	18.1202
Os07g0685500	F775_02992	23.9278	30.6358
Os07g0685500	F775_43390	36.1174	54.6075
Os07g0685800	F775_29320	75.067	74.4681
Os07g0686400	F775_20401	72.7116	46.5193
Os07g0686800	F775_08808	45.0142	25.1592
Os07g0686800	F775_12759	39.6011	46.6443
Os07g0686800	F775_15323	20.5128	45.8599
Os07g0686900	F775_19022	81.6	29.8246
Os07g0687000	F775_07286	81.1236	53.8003
Os07g0687100	F775_28887	83.8057	49.5215
Os07g0687300	F775_15351	58.5443	57.8125
Os07g0687400	F775_26911	42.3358	38.9262
Os07g0687700	F775_31721	74.8503	85.034
Os07g0687900	F775_09025	78.0488	79.257
Os07g0687900	F775_25352	82.3171	82.8221
Os07g0687900	F775_25473	60.6707	67.4576
Os07g0687900	F775_25855	80.4878	81.9876
Os07g0687900	F775_29160	82.3171	83.8509
Os07g0688000	F775_08413	84.4237	84.1615
Os07g0688000	F775_30405	87.5389	86.1963
Os07g0688100	F775_22799	77.4436	63.8166
Os07g0688200	F775_09710	30.3333	79.1304
Os07g0688300	F775_06848	78.5714	75
Os07g0688500	F775_15550	60.1145	57.377
Os07g0688800	F775_32930	91.6248	87.1019
Os07g0689150	F775_32930	76.8817	22.7707
Os07g0689300	F775_08395	75.8475	39.7336
Os07g0689400	F775_04946	33.5052	7.90754
Os07g0689950	F775_02937	19.403	13.4948
Os07g0689950	F775_04178	21.393	21.3294
Os07g0690300	F775_02082	43.8095	20.1932
Os07g0690400	F775_28465	80.7425	77.1619
Os07g0690800	F775_20924	11.6788	44.8598
Os07g0691100	F775_20922	59.5406	64.4359
Os07g0691200	F775_25031	7.7167	52.518
Os07g0691200	F775_28159	71.7759	75.3607
Os07g0691800	F775_27345	71.6518	86.7568
Os07g0692200	F775_08704	61.809	56.1644
Os07g0692401	F775_21759	50.4132	79.2208
Os07g0692600	F775_03496	77.6842	30.6733
Os07g0692800	F775_30761	72.4852	64.8148
Os07g0692900	F775_16673	79.0698	89.2028
Os07g0693000	F775_16674	53.8	58.9912
Os07g0693100	F775_10544	49.2334	68.1604
Os07g0693100	F775_10545	57.2402	82.7586
Os07g0693100	F775_22988	34.0715	83.682
Os07g0693400	F775_09329	73.1915	36.7521
Os07g0693500	F775_31207	77.7914	90.0568
Os07g0693600	F775_19154	14.7107	72.3577
Os07g0693600	F775_19155	25.6198	52.0134
Os07g0693700	F775_52555	65.5768	68.8931
Os07g0693800	F775_09727	60.0484	66.8464
Os07g0693900	F775_04985	75.9839	78.5062
Os07g0694000	F775_10271	65.7191	80.8642
Os07g0694300	F775_04986	77.2881	66.8622
Os07g0694300	F775_23695	10.5085	34.8315
Os07g0694500	F775_27609	62.766	63.7838
Os07g0694700	F775_32894	89.243	87.5
Os07g0694800	F775_10171	68.0203	69.2506
Os07g0695100	F775_10532	58.221	69.12
Os07g0695300	F775_25968	78.2051	80.4749
Os07g0695400	F775_00951	57.0819	57.822
Os07g0695700	F775_02025	61.7284	50.6757
Os07g0695800	F775_28129	78.9683	93.9788
Os07g0695900	F775_22309	11.9792	71.875
Os08g0100200	F775_06405	72.2807	70.7904
Os08g0100400	F775_01453	34.918	28.8618
Os08g0100400	F775_02022	33.9344	25.9074
Os08g0100400	F775_04626	37.0492	34.4512
Os08g0100400	F775_04747	34.5902	29.4282
Os08g0100400	F775_06407	29.3443	26.3623
Os08g0100400	F775_09848	35.082	26.3547
Os08g0100400	F775_24199	26.8852	19.4313
Os08g0100400	F775_52278	37.8689	30.1961
Os08g0100600	F775_26563	64.1026	11.1732
Os08g0100700	F775_17001	53.2468	11.0215
Os08g0100800	F775_29912	57.4627	59.6899
Os08g0101000	F775_28679	53.8674	55.5556
Os08g0101400	F775_07815	74.359	69.0476
Os08g0101500	F775_16497	47.033	76.4286
Os08g0101600	F775_02900	75	11.4911
Os08g0101700	F775_33302	38.6555	71.875
Os08g0101800	F775_01920	25.5613	62.4473
Os08g0101800	F775_17014	47.4957	51.4019
Os08g0101900	F775_25649	60.733	52.4887
Os08g0102000	F775_30368	64.5	64.8241
Os08g0102050	F775_14388	46.8085	7.14286
Os08g0102100	F775_32982	56.2162	76.2836
Os08g0102400	F775_01001	43.9114	44.7368
Os08g0102700	F775_09585	68.2819	71.7593
Os08g0102900	F775_14892	47.8261	38.9764
Os08g0103000	F775_06995	49.8127	23.0104
Os08g0103300	F775_07511	85.1441	83.8428
Os08g0103400	F775_02664	67.4757	64.6512
Os08g0103500	F775_15778	72.2628	37.931
Os08g0103900	F775_12735	52.7778	54.2857
Os08g0103900	F775_16517	51.8519	55.6291
Os08g0103900	F775_52611	50.9259	53.7459
Os08g0104100	F775_26299	58.8889	78.5185
Os08g0104400	F775_43732	43.75	43.75
Os08g0104600	F775_08626	73.3813	72.3404
Os08g0104700	F775_00991	68.6957	69.6912
Os08g0104800	F775_05383	58.7302	58.9172
Os08g0104900	F775_08472	83.6795	92.1569
Os08g0105000	F775_08471	45.8259	47.9554
Os08g0105100	F775_32224	38.061	73.1034
Os08g0105400	F775_14818	60.1124	59.7765
Os08g0105400	F775_20092	43.0712	61.828
Os08g0105400	F775_28740	44.5693	54.8387
Os08g0105700	F775_14818	59.7436	43.3892
Os08g0105700	F775_20092	32.3077	33.871
Os08g0105700	F775_28740	36.6667	32.9493
Os08g0105800	F775_15481	34.9727	59.4427
Os08g0105800	F775_16465	53.0055	58.9069
Os08g0105800	F775_16847	54.2805	56.654
Os08g0105800	F775_27395	38.7978	57.7236
Os08g0106000	F775_28586	58.2375	30.4609
Os08g0106300	F775_28586	53.1987	31.6633
Os08g0106700	F775_01333	14.3885	7.60456
Os08g0106700	F775_01912	33.813	21.0762
Os08g0106700	F775_02307	35.2518	27.5281
Os08g0106700	F775_02314	19.4245	12.1622
Os08g0106700	F775_09372	32.3741	8.05009
Os08g0106700	F775_10697	17.2662	19.6721
Os08g0106700	F775_12689	24.4604	12.0567
Os08g0106700	F775_16073	24.4604	13.8211
Os08g0106700	F775_17522	34.5324	10.7143
Os08g0106700	F775_17550	28.777	16.5289
Os08g0106700	F775_19546	33.813	16.6667
Os08g0107100	F775_30040	38.2789	65.8163
Os08g0107300	F775_31228	53.3195	86.532
Os08g0107400	F775_08993	49.7143	58.7838
Os08g0107500	F775_25016	19.0476	48.9209
Os08g0107500	F775_31995	77.3109	76.0331
Os08g0107600	F775_07651	51.7345	37.8587
Os08g0107700	F775_08836	40.6417	24.3981
Os08g0107700	F775_12441	23.5294	24.8588
Os08g0107700	F775_12462	47.861	25.035
Os08g0107700	F775_15594	44.6524	24.3086
Os08g0107700	F775_16218	47.3262	22.1805
Os08g0107700	F775_17495	47.3262	21.6646
Os08g0107700	F775_20075	46.5241	29.7945
Os08g0107700	F775_20076	38.5027	23.5294
Os08g0107700	F775_23319	39.0374	18.047
Os08g0107800	F775_08836	40.7051	40.7705
Os08g0107800	F775_12441	18.4295	32.4859
Os08g0107800	F775_12462	46.9551	40.979
Os08g0107800	F775_15594	36.5385	33.1878
Os08g0107800	F775_16218	45.9936	35.9649
Os08g0107800	F775_17495	45.1923	34.5165
Os08g0107800	F775_20075	44.0705	47.089
Os08g0107800	F775_20076	40.7051	41.5033
Os08g0107800	F775_23319	34.1346	26.3288
Os08g0108200	F775_12003	79.0099	69.0311
Os08g0108300	F775_01319	29.5322	61.2121
Os08g0108500	F775_04427	31.3725	76.1905
Os08g0108700	F775_02901	46.383	64.497
Os08g0108700	F775_07531	69.3617	72.1239
Os08g0108700	F775_23399	39.1489	46.7005
Os08g0109000	F775_06041	85.5362	52.4465
Os08g0109100	F775_31167	88.8639	71.6228
Os08g0109200	F775_08954	87.6168	90.3614
Os08g0109300	F775_31168	79.3103	74.4337
Os08g0109400	F775_02351	67.0732	65.4762
Os08g0109500	F775_16835	23.3898	64.486
Os08g0109500	F775_16836	38.6441	60.8
Os08g0109800	F775_16834	39.7129	55.3333
Os08g0109900	F775_29214	86.0558	55.243
Os08g0110000	F775_12512	85.4271	69.9588
Os08g0110200	F775_08836	34.7118	44.4623
Os08g0110200	F775_12441	24.4361	55.0847
Os08g0110200	F775_12462	45.614	50.9091
Os08g0110200	F775_15594	35.7143	41.4847
Os08g0110200	F775_16218	43.985	43.985
Os08g0110200	F775_17495	38.5965	37.6989
Os08g0110200	F775_20075	33.8346	46.2329
Os08g0110200	F775_20076	40.1003	52.2876
Os08g0110200	F775_23319	32.8321	32.3857
Os08g0110400	F775_27169	64.8649	89.4915
Os08g0110500	F775_10140	41.6262	50.073
Os08g0110500	F775_12777	83.1311	80.117
Os08g0110500	F775_24547	36.6505	49.7529
Os08g0110700	F775_05997	77.6948	59.9177
Os08g0110800	F775_28307	82.619	51.2555
Os08g0111200	F775_04182	45.9052	68.7097
Os08g0111200	F775_06038	62.5	60.6695
Os08g0111200	F775_14370	64.4397	64.5092
Os08g0111200	F775_16489	27.2629	63.0923
Os08g0111300	F775_15072	54.9061	60.0457
Os08g0111300	F775_16200	31.1065	51.0274
Os08g0111300	F775_44035	38.2046	64.4366
Os08g0111500	F775_15072	47.4672	57.7626
Os08g0111500	F775_16200	27.0169	49.3151
Os08g0111500	F775_44035	32.833	61.6197
Os08g0111800	F775_02906	21.9828	58.2857
Os08g0111800	F775_02950	40.0862	61.1842
Os08g0111800	F775_14756	62.069	46.8293
Os08g0111800	F775_16520	54.5259	57.1106
Os08g0111800	F775_16622	53.2328	51.782
Os08g0112400	F775_19288	70.3148	29.4598
Os08g0112600	F775_26272	88.1119	67.3797
Os08g0112700	F775_26271	80.6306	85.2381
Os08g0112800	F775_26270	82.3944	82.9787
Os08g0112900	F775_20625	55.9055	68.2692
Os08g0113100	F775_11116	87.7976	88.5886
Os08g0113100	F775_15795	40.7738	67.4877
Os08g0113100	F775_30923	44.3452	87.1345
Os08g0113100	F775_32009	91.369	91.369
Os08g0113100	F775_43012	29.4643	68.2759
Os08g0113200	F775_32008	63.6038	70.1316
Os08g0113300	F775_26707	63.2075	41.4861
Os08g0113400	F775_33030	28.401	65.3846
Os08g0113800	F775_01764	80.3063	75.3593
Os08g0114100	F775_21767	65.9004	74.1379
Os08g0115200	F775_20753	46.4088	76.1329
Os08g0115800	F775_11081	56.5217	73.3333
Os08g0116400	F775_52531	80.1325	58.0336
Os08g0116500	F775_31825	81.8182	81.8182
Os08g0116566	F775_04280	89.8017	9.24737
Os08g0116700	F775_04280	64.564	10.1517
Os08g0116900	F775_09637	68.299	67.0886
Os08g0117000	F775_32716	60.1677	57.7465
Os08g0117100	F775_21563	50.4702	61.2167
Os08g0117200	F775_32715	82.2785	69.1489
Os08g0117300	F775_32715	90.0662	72.3404
Os08g0117400	F775_32211	95.9459	95.9459
Os08g0117700	F775_03084	69.0883	63.3159
Os08g0117800	F775_52648	56.4848	75.0403
Os08g0117900	F775_10088	64.0244	60.3448
Os08g0118000	F775_07683	67.7419	66.1417
Os08g0118500	F775_42898	65.1376	71.7172
Os08g0118800	F775_02972	72.549	71.8447
Os08g0118900	F775_29681	55.8528	61.6236
Os08g0119000	F775_29856	81.6901	51.3274
Os08g0119100	F775_21639	26.7666	42.8082
Os08g0119200	F775_21639	9.34579	6.84932
Os08g0119300	F775_21639	7.51174	5.47945
Os08g0119700	F775_13638	51.9774	63.4483
Os08g0120000	F775_26221	48.5714	73.913
Os08g0120200	F775_01597	79.0152	73.8226
Os08g0120500	F775_27355	78.6313	75.3681
Os08g0121400	F775_27125	52.0661	39.1304
Os08g0121500	F775_12655	50.365	31.2217
Os08g0121500	F775_15934	47.0803	30
Os08g0121500	F775_42598	26.2774	48.9796
Os08g0121500	F775_44061	28.8321	21.123
Os08g0121800	F775_27125	56.875	56.5217
Os08g0121900	F775_05974	80.4795	79.5262
Os08g0122000	F775_32957	83.5271	80.5607
Os08g0123900	F775_16282	61.0592	27.1845
Os08g0123900	F775_18828	62.9283	28.331
Os08g0123900	F775_33136	62.9283	23.6811
Os08g0123900	F775_43462	31.4642	17.032
Os08g0124000	F775_16282	57.8667	60.1942
Os08g0124000	F775_18828	59.4667	62.5526
Os08g0124000	F775_33136	60.2667	52.9894
Os08g0124000	F775_43462	41.4667	52.4452
Os08g0124100	F775_16282	58.1443	39.1123
Os08g0124100	F775_18828	59.1753	40.2525
Os08g0124100	F775_33136	60.8247	34.5838
Os08g0124100	F775_43462	34.8454	28.4992
Os08g0124500	F775_16282	59.1716	55.4785
Os08g0124500	F775_18828	62.1302	58.906
Os08g0124500	F775_33136	61.0947	48.4174
Os08g0124500	F775_43462	43.787	49.9157
Os08g0124600	F775_16282	53.4641	56.7268
Os08g0124600	F775_18828	55.2941	59.3268
Os08g0124600	F775_33136	54.2484	48.6518
Os08g0124600	F775_43462	40	51.602
Os08g0124700	F775_16282	55.2734	39.251
Os08g0124700	F775_18828	58.3984	41.9355
Os08g0124700	F775_33136	57.4219	34.4666
Os08g0124700	F775_43462	33.9844	29.3423
Os08g0125200	F775_16282	64.652	48.9598
Os08g0125200	F775_18828	68.315	52.3142
Os08g0125200	F775_33136	65.5678	41.9695
Os08g0125200	F775_43462	46.1538	42.4958
Os08g0125800	F775_16282	56.5934	57.1429
Os08g0125800	F775_18828	59.478	60.7293
Os08g0125800	F775_33136	59.7527	50.9965
Os08g0125800	F775_43462	41.2088	50.5902
Os08g0126000	F775_11546	25.0991	56.3798
Os08g0126300	F775_07657	92.5816	92.5816
Os08g0126700	F775_28333	40.7895	69.4678
Os08g0127100	F775_08592	82.5503	82.3661
Os08g0127100	F775_11283	68.9038	77.193
Os08g0127500	F775_28345	81.5217	86.7052
Os08g0127600	F775_02164	60.0683	85.8537
Os08g0127700	F775_28346	91.6045	91.7757
Os08g0128000	F775_07423	77.3171	76.3855
Os08g0128200	F775_15615	64.8033	88.6686
Os08g0128700	F775_16061	46.2162	47.8992
Os08g0128700	F775_17228	47.027	47.541
Os08g0129200	F775_07927	8.12183	20
Os08g0129200	F775_21895	8.62944	19.1011
Os08g0129200	F775_29735	8.62944	24.6377
Os08g0129400	F775_02896	17.8571	25
Os08g0129400	F775_04489	13.2653	24.2991
Os08g0129400	F775_08432	19.898	15.2344
Os08g0129400	F775_43147	14.7959	23.5772
Os08g0129500	F775_28187	53.6313	63.1579
Os08g0129600	F775_06758	86.2913	86.9297
Os08g0130000	F775_01790	49.6788	61.3757
Os08g0130300	F775_17592	64.0602	69.1558
Os08g0130300	F775_19248	61.3534	73.1183
Os08g0130500	F775_28558	90.2821	90
Os08g0130600	F775_08033	87.3635	87.0918
Os08g0131000	F775_13401	75.6677	82.391
Os08g0131100	F775_13400	92.5714	91.3534
Os08g0132000	F775_04143	31.0185	15.0562
Os08g0132000	F775_05517	31.0185	19.5335
Os08g0132000	F775_06049	34.7222	11.3464
Os08g0132000	F775_07313	31.9444	13.1179
Os08g0132000	F775_13856	32.4074	14.7679
Os08g0132000	F775_14402	31.9444	14.375
Os08g0132000	F775_15099	32.8704	14.3725
Os08g0132000	F775_15320	34.7222	15.7895
Os08g0132000	F775_15408	39.8148	21.7722
Os08g0132000	F775_19765	37.5	15.6069
Os08g0132000	F775_21054	37.5	21.0938
Os08g0132000	F775_22153	32.4074	11.6473
Os08g0132000	F775_23224	29.6296	14.1593
Os08g0132100	F775_04143	31.1659	31.236
Os08g0132100	F775_05517	28.6996	37.3178
Os08g0132100	F775_06049	32.5112	21.9365
Os08g0132100	F775_07313	29.5964	25.0951
Os08g0132100	F775_13856	31.6143	29.7468
Os08g0132100	F775_14402	30.9417	28.75
Os08g0132100	F775_15099	24.6637	22.2672
Os08g0132100	F775_15320	26.6816	25.0526
Os08g0132100	F775_15408	34.7534	39.2405
Os08g0132100	F775_19765	32.9596	28.3237
Os08g0132100	F775_21054	33.8565	39.3229
Os08g0132100	F775_22153	23.7668	17.6373
Os08g0132100	F775_23224	28.4753	28.0973
Os08g0132500	F775_01325	15.2	5.23416
Os08g0132600	F775_04143	30.735	31.0112
Os08g0132600	F775_05517	28.2851	37.0262
Os08g0132600	F775_06049	31.6258	21.4826
Os08g0132600	F775_07313	29.6214	25.2852
Os08g0132600	F775_13856	31.1804	29.5359
Os08g0132600	F775_14402	30.9577	28.9583
Os08g0132600	F775_15099	23.608	21.4575
Os08g0132600	F775_15320	26.2806	24.8421
Os08g0132600	F775_15408	34.5212	39.2405
Os08g0132600	F775_19765	32.9621	28.5164
Os08g0132600	F775_21054	33.6303	39.3229
Os08g0132600	F775_22153	22.9399	17.1381
Os08g0132600	F775_23224	28.7305	28.5398
Os08g0133000	F775_52484	66.6667	69.4981
Os08g0133600	F775_04143	28.5714	29.6629
Os08g0133600	F775_05517	29.2208	39.3586
Os08g0133600	F775_06049	30.9524	21.6339
Os08g0133600	F775_07313	32.684	28.7072
Os08g0133600	F775_13856	33.3333	32.4895
Os08g0133600	F775_14402	29.8701	28.75
Os08g0133600	F775_15099	24.4589	22.8745
Os08g0133600	F775_15320	25.3247	24.6316
Os08g0133600	F775_15408	35.0649	41.0127
Os08g0133600	F775_19765	31.8182	28.3237
Os08g0133600	F775_21054	33.3333	40.1042
Os08g0133600	F775_22153	22.2944	17.1381
Os08g0133600	F775_23224	28.7879	29.4248
Os08g0133700	F775_52484	67.7778	70.6564
Os08g0134900	F775_04143	31.1436	28.764
Os08g0134900	F775_05517	32.8467	39.3586
Os08g0134900	F775_06049	31.8735	19.8185
Os08g0134900	F775_07313	32.6034	25.4753
Os08g0134900	F775_13856	34.7932	30.1688
Os08g0134900	F775_14402	32.3601	27.7083
Os08g0134900	F775_15099	27.0073	22.4696
Os08g0134900	F775_15320	27.2506	23.5789
Os08g0134900	F775_15408	37.4696	38.9873
Os08g0134900	F775_19765	34.7932	27.553
Os08g0134900	F775_21054	35.5231	38.0208
Os08g0134900	F775_22153	24.5742	16.8053
Os08g0134900	F775_23224	31.8735	28.9823
Os08g0135300	F775_05332	61.8705	13.1298
Os08g0135400	F775_11034	83.2918	76.6055
Os08g0135500	F775_09677	56.25	38.5027
Os08g0135800	F775_02017	44.9896	43.9796
Os08g0135900	F775_30066	76.2208	95.2255
Os08g0136100	F775_19574	44.8408	65.6716
Os08g0136300	F775_06000	55.6364	58.3969
Os08g0136500	F775_06000	52.1429	55.7252
Os08g0136700	F775_06000	56.5693	59.1603
Os08g0136800	F775_06000	55.0725	58.0153
Os08g0137100	F775_01910	65.4255	52.1186
Os08g0137100	F775_15931	86.4362	67.0103
Os08g0137200	F775_27790	88.7133	80.3681
Os08g0137200	F775_29808	78.1038	69.7581
Os08g0137250	F775_01910	45.279	44.7034
Os08g0137250	F775_15931	62.4464	60
Os08g0137300	F775_04925	47.0588	85.6089
Os08g0137400	F775_09625	56.3218	58.3333
Os08g0137800	F775_11650	42.6316	49.6933
Os08g0137800	F775_15413	41.5789	35.1111
Os08g0137800	F775_15414	40.5263	44
Os08g0137800	F775_17115	50.5263	55.4913
Os08g0137800	F775_25546	42.1053	26.5781
Os08g0137800	F775_30577	41.0526	47.8528
Os08g0137900	F775_11650	43.0851	49.6933
Os08g0137900	F775_15413	43.0851	36
Os08g0137900	F775_15414	43.0851	46.2857
Os08g0137900	F775_17115	50.5319	54.9133
Os08g0137900	F775_25546	41.4894	25.9136
Os08g0137900	F775_30577	43.617	50.3067
Os08g0138100	F775_11650	36.9231	44.1718
Os08g0138100	F775_15413	38.9744	33.7778
Os08g0138100	F775_15414	38.4615	42.8571
Os08g0138100	F775_17115	47.6923	53.7572
Os08g0138100	F775_25546	37.9487	24.5847
Os08g0138100	F775_30577	37.9487	45.3988
Os08g0138200	F775_11650	40.5263	47.2393
Os08g0138200	F775_15413	40.5263	34.2222
Os08g0138200	F775_15414	44.7368	48.5714
Os08g0138200	F775_17115	52.6316	57.8035
Os08g0138200	F775_25546	41.0526	25.9136
Os08g0138200	F775_30577	42.6316	49.6933
Os08g0138500	F775_31340	67.1937	77.9817
Os08g0138600	F775_11049	58.1159	79.5635
Os08g0138700	F775_05347	87.3272	91.1058
Os08g0138900	F775_05308	70.7317	73.7288
Os08g0139000	F775_26282	84.3972	52.193
Os08g0139100	F775_43940	54.1485	46.2687
Os08g0139700	F775_17772	52.0231	58.5683
Os08g0140300	F775_06311	84.4358	85.098
Os08g0140300	F775_12762	85.9922	88.0478
Os08g0140300	F775_13139	80.3502	82.7655
Os08g0140300	F775_16105	72.7626	89.0476
Os08g0140300	F775_16467	59.144	85.1541
Os08g0140300	F775_18247	79.3774	84.472
Os08g0140300	F775_18331	67.5097	82.8162
Os08g0140300	F775_18829	69.8444	74.6362
Os08g0140300	F775_29520	85.9922	86.6667
Os08g0140500	F775_06311	78.3939	80.3922
Os08g0140500	F775_12762	79.9235	83.2669
Os08g0140500	F775_13139	74.9522	78.5571
Os08g0140500	F775_16105	69.7897	86.9048
Os08g0140500	F775_16467	56.2141	82.3529
Os08g0140500	F775_18247	73.4226	79.5031
Os08g0140500	F775_18331	64.8184	80.9069
Os08g0140500	F775_18829	66.9216	72.7651
Os08g0140500	F775_29520	79.5411	81.5686
Os08g0141300	F775_29930	80.2575	81.6594
Os08g0141400	F775_29931	87.9552	52.073
Os08g0142500	F775_09014	30.7692	32.0856
Os08g0142500	F775_17123	31.7949	32.9787
Os08g0142500	F775_25986	30.7692	31.25
Os08g0142500	F775_31447	36.9231	37.8947
Os08g0142500	F775_42426	23.5897	45.5446
Os08g0142900	F775_09014	30	30.4813
Os08g0142900	F775_17123	34.7368	35.1064
Os08g0142900	F775_25986	31.0526	30.7292
Os08g0142900	F775_31447	35.7895	35.7895
Os08g0142900	F775_42426	23.1579	43.5644
Os08g0143300	F775_07279	44.6701	77.4194
Os08g0143400	F775_21470	38.7942	78.7234
Os08g0143500	F775_27506	68.0257	90.5714
Os08g0143700	F775_27505	48	62.9213
Os08g0144000	F775_08173	50.1305	55.1724
Os08g0144100	F775_42892	80.6122	68.9956
Os08g0144400	F775_00825	27.621	17.0823
Os08g0145600	F775_00825	36.8932	9.47631
Os08g0148267	F775_21266	54.4776	45.1546
Os08g0148300	F775_17345	25	20.5251
Os08g0148300	F775_17984	24.7093	12.5369
Os08g0149333	F775_00607	50.6024	15.1899
Os08g0149333	F775_00842	3.01205	1.51515
Os08g0149333	F775_01241	57.2289	16.0202
Os08g0149333	F775_01989	4.81928	1.50094
Os08g0149333	F775_01990	45.7831	51.0067
Os08g0149333	F775_23342	9.63855	4.0404
