Gene stable ID	Physcomitrella patens gene stable ID	%id. target Physcomitrella patens gene identical to query gene	%id. query gene identical to target Physcomitrella patens gene
Os08g0487700	PP1S69_95V6	21.5743	12.4161
Os08g0487800	PP1S118_219V6	65.4777	63.3785
Os08g0487800	PP1S267_30V6	64.7134	64.3038
Os08g0487900	PP1S123_154V6	40.5797	61.0909
Os08g0489300	PP1S13_327V6	34.2183	10.2203
Os08g0489300	PP1S246_24V6	33.6283	10.1423
Os08g0489800	PP1S141_64V6	45.0237	40.2542
Os08g0489800	PP1S25_203V6	45.1817	43.1373
Os08g0490000	PP1S211_76V6	26.7717	17.8478
Os08g0490000	PP1S37_126V6	27.1654	18.3267
Os08g0490000	PP1S90_29V6	26.9685	18.1457
Os08g0490100	PP1S118_226V6	18.8406	13.6126
Os08g0490100	PP1S124_139V6	18.4783	12.6551
Os08g0490100	PP1S169_171V6	19.2029	13.2832
Os08g0490100	PP1S177_76V6	19.5652	13.5678
Os08g0490100	PP1S199_87V6	19.9275	13.5468
Os08g0490100	PP1S26_282V6	18.1159	14.5349
Os08g0490100	PP1S267_24V6	18.8406	13.577
Os08g0490100	PP1S341_43V6	20.2899	15.1762
Os08g0490100	PP1S68_214V6	20.2899	16.4223
Os08g0490100	PP1S69_113V6	20.2899	16.092
Os08g0490300	PP1S138_94V6	29.3532	27.5701
Os08g0490300	PP1S42_200V6	28.524	40.4706
Os08g0490600	PP1S130_236V6	12.7072	5.9126
Os08g0490600	PP1S13_239V6	9.94475	5.6962
Os08g0490600	PP1S159_160V6	7.18232	4.12698
Os08g0490900	PP1S117_2V6	50	77.9412
Os08g0490900	PP1S201_81V6	50	78.5185
Os08g0490900	PP1S256_64V6	47.6415	75.9398
Os08g0490900	PP1S34_255V6	50.9434	79.4118
Os08g0490900	PP1S37_236V6	49.0566	77.6119
Os08g0490900	PP1S56_226V6	49.0566	77.037
Os08g0490900	PP1S98_232V6	50.9434	60.6742
Os08g0490900	PP1S98_235V6	50.4717	77.5362
Os08g0490900	PP1S98_237V6	50.9434	79.4118
Os08g0491200	PP1S224_73V6	58.0808	44.5161
Os08g0491200	PP1S316_69V6	59.2593	45.0704
Os08g0491400	PP1S123_46V6	22.7064	21.8543
Os08g0491400	PP1S16_94V6	23.3945	22.7171
Os08g0491400	PP1S192_88V6	24.0826	23.8095
Os08g0491700	PP1S257_59V6	7.7686	11.2172
Os08g0491700	PP1S358_43V6	7.10744	14.2857
Os08g0492100	PP1S13_162V6	23.6239	24.3499
Os08g0492100	PP1S13_178V6	23.6239	24.0093
Os08g0492100	PP1S159_34V6	23.3945	23.6111
Os08g0492100	PP1S6_131V6	23.1651	24.4552
Os08g0492400	PP1S145_136V6	34.2408	35.6209
Os08g0492400	PP1S26_247V6	34.555	30
Os08g0492400	PP1S284_21V6	35.7068	31.7505
Os08g0492400	PP1S288_2V6	36.2304	32.2761
Os08g0492400	PP1S67_169V6	34.6597	31.0798
Os08g0494100	PP1S118_161V6	29.0801	23.5012
Os08g0494100	PP1S163_69V6	16.0237	16.7183
Os08g0494100	PP1S163_70V6	15.727	70.6667
Os08g0494100	PP1S163_73V6	27.5964	21.8824
Os08g0494100	PP1S273_51V6	26.7062	21.5311
Os08g0494100	PP1S313_41V6	28.7834	22.1461
Os08g0494100	PP1S34_373V6	28.1899	25.5376
Os08g0494100	PP1S34_376V6	20.178	27.3092
Os08g0494100	PP1S55_280V6	28.7834	23.3173
Os08g0494100	PP1S55_284V6	29.9703	24.5742
Os08g0494100	PP1S8_101V6	28.7834	23.6585
Os08g0494100	PP1S8_95V6	31.1573	25.6098
Os08g0494100	PP1S90_121V6	30.2671	24.1706
Os08g0494300	PP1S30_112V6	57.3232	46.9979
Os08g0494300	PP1S388_7V6	55.5556	44.0882
Os08g0494300	PP1S423_29V6	57.3232	48.8172
Os08g0494300	PP1S49_225V6	49.4949	53.8462
Os08g0496000	PP1S311_41V6	53.112	51.8219
Os08g0496500	PP1S409_32V6	51.7073	33.9744
Os08g0496500	PP1S51_318V6	50.7317	32.3988
Os08g0496800	PP1S15_23V6	14.3204	18.4375
Os08g0496800	PP1S204_70V6	16.9903	20.1149
Os08g0496800	PP1S26_27V6	10.4369	22.6316
Os08g0496800	PP1S298_14V6	16.9903	20.4678
Os08g0496800	PP1S374_47V6	16.9903	20
Os08g0496800	PP1S56_133V6	17.4757	21.365
Os08g0496900	PP1S60_227V6	64.2965	61.5051
Os08g0496900	PP1S6_147V6	64.7504	64.5551
Os08g0496900	PP1S6_152V6	65.2042	63.5693
Os08g0497300	PP1S169_81V6	36.0927	38.1786
Os08g0497300	PP1S307_16V6	35.7616	37.8947
Os08g0497300	PP1S47_303V6	34.6026	43.0928
Os08g0497300	PP1S88_63V6	34.2715	35.9375
Os08g0497600	PP1S32_210V6	52.7778	50.8929
Os08g0497600	PP1S376_49V6	54.3981	51.6483
Os08g0498100	PP1S16_28V6	49.6032	46.2963
Os08g0498400	PP1S16_28V6	41.7808	45.1852
Os08g0498600	PP1S16_28V6	45.7265	39.6296
Os08g0499100	PP1S171_85V6	36.2069	29.6758
Os08g0499100	PP1S84_268V6	35.9026	29.698
Os08g0499100	PP1S98_221V6	35.8012	29.5645
Os08g0499200	PP1S137_76V6	50.1333	41.9643
Os08g0499200	PP1S16_381V6	51.3333	42.7303
Os08g0499300	PP1S135_80V6	25.816	23.262
Os08g0499300	PP1S157_29V6	27.2997	26.9006
Os08g0499300	PP1S35_336V6	27.4481	26.2411
Os08g0499700	PP1S167_152V6	6.36704	6.88259
Os08g0499900	PP1S197_61V6	29.1892	8.72375
Os08g0500000	PP1S34_439V6	70.2128	77.5168
Os08g0500000	PP1S68_100V6	31.9149	60
Os08g0500100	PP1S150_16V6	54.3478	52.4246
Os08g0500200	PP1S74_43V6	35.0877	26.7459
Os08g0500300	PP1S65_7V6	37.2881	52.381
Os08g0500300	PP1S69_225V6	46.3277	46.6793
Os08g0500300	PP1S69_227V6	45.7627	47.929
Os08g0500300	PP1S7_59V6	44.8211	46.3035
Os08g0500500	PP1S68_173V6	12.5448	6.1296
Os08g0500500	PP1S69_68V6	11.4695	10.9029
Os08g0500800	PP1S9_381V6	41.4051	42.0334
Os08g0500900	PP1S158_108V6	51.0345	45.122
Os08g0501132	PP1S158_108V6	50.5376	28.6585
Os08g0502000	PP1S114_145V6	2.68097	2.99401
Os08g0502000	PP1S313_65V6	15.0134	9.38023
Os08g0502000	PP1S387_14V6	2.27882	3.20151
Os08g0502000	PP1S9_247V6	2.54692	3.34507
Os08g0502600	PP1S164_61V6	42.2222	38.5135
Os08g0502700	PP1S19_25V6	71.8905	71.8905
Os08g0502700	PP1S369_6V6	71.6418	71.6418
Os08g0502700	PP1S51_23V6	50.995	64.4654
Os08g0502700	PP1S59_117V6	67.4129	67.4129
Os08g0502800	PP1S104_74V6	27.0936	30.9859
Os08g0502800	PP1S89_147V6	27.3399	31.3559
Os08g0503200	PP1S22_251V6	24.1645	30.9211
Os08g0503200	PP1S22_253V6	5.01285	31.7073
Os08g0503200	PP1S22_400V6	27.892	28.2552
Os08g0503200	PP1S86_77V6	31.2339	31.1938
Os08g0503700	PP1S104_9V6	39.5985	37.6083
Os08g0503800	PP1S269_66V6	39.9625	35.7983
Os08g0504000	PP1S203_59V6	39.726	44.6154
Os08g0504000	PP1S359_44V6	39.2694	38.7387
Os08g0504400	PP1S345_43V6	53.4626	62.4595
Os08g0504500	PP1S227_133V6	48.5597	43.2234
Os08g0504600	PP1S141_20V6	22.807	23.1111
Os08g0504600	PP1S47_73V6	20.0292	20.5397
Os08g0505001	PP1S25_337V6	45.4545	42.8571
Os08g0505200	PP1S68_297V6	33.4789	32.7169
Os08g0505200	PP1S83_24V6	22.2707	16.9623
Os08g0505300	PP1S28_306V6	75.7576	42.0168
Os08g0505300	PP1S30_365V6	77.2727	42.5
Os08g0505300	PP1S50_89V6	75.7576	41.3223
Os08g0505300	PP1S58_106V6	75.7576	41.6667
Os08g0505300	PP1S79_255V6	74.2424	40.8333
Os08g0505900	PP1S57_133V6	28.1579	26.75
Os08g0505900	PP1S85_2V6	28.9474	27.2277
Os08g0506000	PP1S456_21V6	33.5385	29.4595
Os08g0506000	PP1S52_95V6	37.8462	26.4516
Os08g0506000	PP1S56_193V6	37.2308	35.7988
Os08g0506000	PP1S74_198V6	37.2308	26.3043
Os08g0506400	PP1S12_368V6	20.7002	33.9152
Os08g0506400	PP1S22_20V6	36.2253	31.4815
Os08g0506400	PP1S33_57V6	21.9178	34.9515
Os08g0506400	PP1S39_174V6	26.0274	33.3984
Os08g0506500	PP1S10_224V6	37.7049	34.717
Os08g0506500	PP1S62_123V6	39.3443	35.5556
Os08g0506700	PP1S132_152V6	18.0451	27.1698
Os08g0506700	PP1S155_82V6	26.5664	18.4669
Os08g0506700	PP1S185_120V6	26.3158	22.1519
Os08g0506700	PP1S213_60V6	25.8145	21.8684
Os08g0506700	PP1S272_10V6	26.3158	22.2458
Os08g0506700	PP1S273_40V6	23.8095	22.0418
Os08g0506700	PP1S34_227V6	27.5689	20.9125
Os08g0506700	PP1S83_128V6	25.5639	21.25
Os08g0508100	PP1S10_63V6	4.31177	19.1176
Os08g0508100	PP1S118_33V6	14.262	10.9137
Os08g0508100	PP1S16_297V6	10.7794	13.0785
Os08g0508100	PP1S377_2V6	16.2521	14.7368
Os08g0508100	PP1S381_36V6	13.267	9.82801
Os08g0508100	PP1S49_11V6	11.6086	13.0841
Os08g0508100	PP1S65_150V6	13.5987	14.4876
Os08g0508100	PP1S69_132V6	13.9303	12.943
Os08g0508100	PP1S7_259V6	15.9204	12.0907
Os08g0508100	PP1S80_65V6	12.7695	15.2778
Os08g0508100	PP1S81_58V6	15.9204	15
Os08g0508500	PP1S105_124V6	36.811	45.9459
Os08g0508500	PP1S21_307V6	10.2362	35.8621
Os08g0508500	PP1S36_353V6	10.8268	33.3333
Os08g0508500	PP1S7_498V6	9.64567	32.0261
Os08g0508600	PP1S55_251V6	36.3636	34.6154
Os08g0508700	PP1S11_337V6	33.2795	30.4284
Os08g0508700	PP1S87_38V6	33.441	30.486
Os08g0508800	PP1S190_81V6	29.5455	33.3333
Os08g0508800	PP1S312_48V6	21.7532	51.5385
Os08g0508800	PP1S70_182V6	41.7749	39.9586
Os08g0509100	PP1S190_81V6	29.118	33.4554
Os08g0509100	PP1S312_48V6	21.5728	52.0513
Os08g0509100	PP1S70_182V6	41.4453	40.3727
Os08g0509500	PP1S167_156V6	38.0567	27.566
Os08g0509600	PP1S194_53V6	26.6187	16.7927
Os08g0509600	PP1S194_57V6	23.5012	14.02
Os08g0509600	PP1S50_125V6	23.9808	14.3885
Os08g0510101	PP1S57_133V6	28.6517	12.75
Os08g0510101	PP1S85_2V6	27.5281	12.1287
Os08g0510400	PP1S40_188V6	52.1127	54.0146
Os08g0510500	PP1S106_32V6	29.7794	14.7541
Os08g0510700	PP1S148_42V6	18.1818	8.75912
Os08g0510800	PP1S306_7V6	30.1587	21.7557
Os08g0510900	PP1S280_14V6	28.9673	30.504
Os08g0511200	PP1S159_57V6	33.1412	29.6392
Os08g0511200	PP1S164_37V6	35.1585	28.7736
Os08g0511200	PP1S259_58V6	33.1412	27.7108
Os08g0511200	PP1S279_85V6	32.5648	27.1635
Os08g0511200	PP1S327_64V6	34.8703	28.8783
Os08g0511500	PP1S80_25V6	34.6535	6.79612
Os08g0511700	PP1S409_52V6	27.8746	31.4342
Os08g0511700	PP1S58_225V6	22.1254	34.8901
Os08g0511800	PP1S103_23V6	86.3248	86.3248
Os08g0511800	PP1S15_111V6	82.0513	82.7586
Os08g0511900	PP1S192_93V6	14.3731	23.8579
Os08g0511900	PP1S3_478V6	51.9878	38.9016
Os08g0511900	PP1S42_262V6	60.8563	44.921
Os08g0512300	PP1S163_87V6	64.5768	64.5768
Os08g0512300	PP1S34_430V6	66.1442	66.9841
Os08g0512300	PP1S7_135V6	28.2132	58.0645
Os08g0512400	PP1S11_60V6	39.8305	40.0568
Os08g0512400	PP1S157_16V6	42.9379	37.5309
Os08g0512400	PP1S190_33V6	41.8079	36.0976
Os08g0512400	PP1S204_138V6	37.5706	31.8945
Os08g0512400	PP1S223_124V6	33.0508	41.4894
Os08g0512400	PP1S35_345V6	42.3729	37.037
Os08g0512400	PP1S469_4V6	41.5254	34.9169
Os08g0512500	PP1S13_430V6	39.6694	37.6471
Os08g0512700	PP1S1_155V6	65.5246	52.9412
Os08g0512700	PP1S139_2V6	65.9529	53.1952
Os08g0512700	PP1S61_10V6	65.9529	52.921
Os08g0512900	PP1S38_22V6	41	45.5556
Os08g0513000	PP1S100_38V6	53.4091	21.7593
Os08g0513000	PP1S206_15V6	55.1136	21.3656
Os08g0513000	PP1S89_67V6	54.5455	20.5128
Os08g0513100	PP1S170_47V6	34.375	17.4603
Os08g0513300	PP1S19_227V6	23.3933	36.6936
Os08g0513700	PP1S313_76V6	33.5125	14.3076
Os08g0513700	PP1S34_37V6	24.3728	12.9647
Os08g0513700	PP1S47_14V6	34.4086	14.8148
Os08g0515700	PP1S426_15V6	28.0669	23.0887
Os08g0515700	PP1S45_72V6	26.9517	18.3777
Os08g0515900	PP1S144_153V6	53.8983	44.7887
Os08g0517100	PP1S157_25V6	31.5789	7.35294
Os08g0517100	PP1S190_23V6	27.3684	7.44986
Os08g0517100	PP1S261_2V6	32.6316	7.50605
Os08g0517100	PP1S35_338V6	31.5789	7.02576
Os08g0517100	PP1S42_9V6	25.2632	14.2857
Os08g0517100	PP1S61_286V6	27.3684	9.92366
Os08g0517200	PP1S290_16V6	60.1547	28.1448
Os08g0517200	PP1S8_288V6	59.381	27.9599
Os08g0517200	PP1S92_14V6	59.9613	28.8641
Os08g0517300	PP1S106_40V6	43.7403	43.2722
Os08g0517300	PP1S389_45V6	35.3941	28.2716
Os08g0517300	PP1S50_208V6	45.1314	38.1699
Os08g0517500	PP1S303_50V6	56.6038	51.9802
Os08g0517500	PP1S33_106V6	57.9515	53.0864
Os08g0517600	PP1S284_10V6	31.9502	24.6006
Os08g0517600	PP1S301_22V6	47.3029	44.0154
Os08g0517600	PP1S71_91V6	13.278	59.2593
Os08g0517700	PP1S395_49V6	13.8107	29.6703
Os08g0517900	PP1S1_176V6	48.9051	67.6768
Os08g0518400	PP1S115_69V6	7.72532	3.25497
Os08g0518400	PP1S124_7V6	24.8927	6.72074
Os08g0518400	PP1S133_62V6	4.72103	2.33051
Os08g0518400	PP1S13_59V6	23.176	5.55556
Os08g0518400	PP1S13_72V6	12.4464	4.66989
Os08g0518400	PP1S13_83V6	24.4635	5.69431
Os08g0518400	PP1S160_39V6	24.0343	6.22222
Os08g0518400	PP1S245_95V6	22.3176	5.72057
Os08g0518400	PP1S29_130V6	18.8841	5.40541
Os08g0518400	PP1S38_96V6	21.8884	5.61056
Os08g0518400	PP1S55_6V6	24.8927	6.33188
Os08g0518400	PP1S59_259V6	18.8841	4.70085
Os08g0518400	PP1S59_264V6	19.7425	4.91453
Os08g0518400	PP1S59_282V6	8.58369	2.94118
Os08g0518400	PP1S97_129V6	21.03	5.46875
Os08g0519100	PP1S1826_1V6	17.7165	33.2103
Os08g0519100	PP1S200_99V6	13.189	25.7692
Os08g0519100	PP1S96_200V6	39.7638	32.4759
Os08g0519400	PP1S104_156V6	27.8761	29.4393
Os08g0519400	PP1S13_202V6	24.7788	24.8337
Os08g0519400	PP1S256_13V6	20.1327	21.0162
Os08g0519400	PP1S4_93V6	26.3274	27.6102
Os08g0519400	PP1S57_223V6	19.9115	28.754
Os08g0519700	PP1S15_49V6	13.3838	5.01894
Os08g0519700	PP1S41_83V6	10.6061	4.67186
Os08g0519700	PP1S53_68V6	13.1313	5.3553
Os08g0519900	PP1S38_352V6	20.229	7.91045
Os08g0519900	PP1S6_436V6	17.5573	6.87593
Os08g0519900	PP1S80_89V6	18.7023	7.09117
Os08g0519900	PP1S97_91V6	20.229	7.78267
Os08g0520000	PP1S104_62V6	39.7403	45.8084
Os08g0520100	PP1S38_59V6	32.4211	35.1598
Os08g0520200	PP1S287_17V6	29.5165	19.9313
Os08g0520200	PP1S55_294V6	28.4987	18.5738
Os08g0520300	PP1S84_50V6	55.7047	53.8961
Os08g0520300	PP1S84_51V6	48.9933	49.1031
Os08g0520400	PP1S109_98V6	29.6137	25.4613
Os08g0520550	PP1S119_32V6	40.9733	33.2061
Os08g0520550	PP1S133_56V6	43.6421	31.7352
Os08g0520550	PP1S163_119V6	43.1711	31.0034
Os08g0520550	PP1S48_147V6	41.4443	29.7968
Os08g0520550	PP1S6_240V6	41.9152	33.1677
Os08g0520550	PP1S65_227V6	43.3281	29.4557
Os08g0520550	PP1S86_1V6	41.9152	32.0528
Os08g0520550	PP1S86_4V6	30.2983	68.1979
Os08g0520850	PP1S164_48V6	25.4386	20
Os08g0520900	PP1S36_254V6	68.2759	60.219
Os08g0521000	PP1S100_5V6	12.8	39.5062
Os08g0521000	PP1S100_6V6	10.8	28.4211
Os08g0521000	PP1S19_130V6	34	33.0739
Os08g0521400	PP1S143_168V6	33.1412	37.7049
Os08g0521800	PP1S27_132V6	35	30.033
Os08g0521800	PP1S3_519V6	33.8462	28.8525
Os08g0522400	PP1S277_34V6	50	45.9384
Os08g0522500	PP1S133_32V6	46.519	49.3289
Os08g0522500	PP1S305_13V6	43.3544	46.2838
Os08g0522500	PP1S306_17V6	43.9873	47.1186
Os08g0522600	PP1S156_108V6	51.7766	52.7132
Os08g0522600	PP1S156_95V6	15.4822	42.6573
Os08g0522600	PP1S29_140V6	36.802	48.495
Os08g0522600	PP1S318_72V6	50	52.5333
Os08g0522600	PP1S403_3V6	44.1624	46.4
Os08g0522600	PP1S410_1V6	48.2234	56.7164
Os08g0524000	PP1S201_7V6	54.2969	50.5455
Os08g0524100	PP1S242_73V6	34.2367	28.8652
Os08g0524600	PP1S138_118V6	76.1905	24.0602
Os08g0524600	PP1S249_85V6	76.1905	24.0602
Os08g0524600	PP1S505_19V6	78.5714	24.812
Os08g0524600	PP1S84_96V6	78.5714	24.812
Os08g0524600	PP1S98_19V6	78.5714	24.812
Os08g0524800	PP1S145_69V6	32.5926	20.122
Os08g0524800	PP1S334_14V6	16.2963	37.931
Os08g0524800	PP1S68_190V6	27.6543	19.1453
Os08g0524800	PP1S69_95V6	27.9012	18.9597
Os08g0525000	PP1S157_13V6	61.1111	61.3953
Os08g0525000	PP1S274_4V6	65.2778	65.2778
Os08g0525000	PP1S348_29V6	62.963	63.2558
Os08g0525000	PP1S8_6V6	65.2778	65.2778
Os08g0525600	PP1S109_70V6	62.069	59.5041
Os08g0525600	PP1S144_81V6	51.7241	47.4684
Os08g0525800	PP1S145_119V6	38.412	35.7285
Os08g0525800	PP1S190_47V6	34.764	36.6516
Os08g0525800	PP1S197_147V6	36.6953	41.1058
Os08g0525800	PP1S218_3V6	40.9871	38.2766
Os08g0525800	PP1S268_55V6	34.764	37.6744
Os08g0525800	PP1S270_88V6	39.6996	35.4406
Os08g0525800	PP1S312_32V6	39.9142	36.0465
Os08g0525800	PP1S40_200V6	33.2618	40.8971
Os08g0525800	PP1S53_51V6	34.1202	36.4679
Os08g0525800	PP1S70_290V6	33.9056	35.1111
Os08g0525800	PP1S7_53V6	35.4077	34.375
Os08g0526100	PP1S11_253V6	52.9289	54.0598
Os08g0526100	PP1S114_82V6	53.1381	56.4444
Os08g0526100	PP1S219_17V6	52.5105	55.7778
Os08g0526100	PP1S2_497V6	53.9749	55.1282
Os08g0526100	PP1S298_54V6	47.2803	47.8814
Os08g0526100	PP1S38_222V6	54.8117	45.9649
Os08g0526100	PP1S46_116V6	53.7657	57.1111
Os08g0526100	PP1S52_81V6	51.046	54.7085
Os08g0526100	PP1S91_143V6	50.4184	55.4023
Os08g0526300	PP1S145_159V6	52.2796	48.4507
Os08g0526300	PP1S204_67V6	19.7568	57.0175
Os08g0526350	PP1S3_270V6	21.1055	17.3554
Os08g0526350	PP1S369_26V6	20.603	16.2055
Os08g0526400	PP1S173_75V6	25.3968	22.4561
Os08g0526400	PP1S209_41V6	23.4127	20.8481
Os08g0526400	PP1S59_152V6	25	25.9259
Os08g0526400	PP1S84_243V6	25	21.7993
Os08g0526500	PP1S106_38V6	29.1139	28.6307
Os08g0526500	PP1S50_209V6	28.27	27.572
Os08g0526500	PP1S93_96V6	24.4726	23.7705
Os08g0526700	PP1S358_11V6	35.3846	16.8704
Os08g0527100	PP1S121_19V6	12.2002	10.1651
Os08g0527100	PP1S3_300V6	13.8686	11.1204
Os08g0527100	PP1S433_30V6	13.0344	10.1626
Os08g0527300	PP1S121_19V6	10.8159	4.95222
Os08g0527300	PP1S3_300V6	10.4364	4.59866
Os08g0527300	PP1S433_30V6	11.0057	4.71545
Os08g0527400	PP1S121_19V6	12.8889	5.0391
Os08g0527400	PP1S3_300V6	13.3333	5.01672
Os08g0527400	PP1S433_30V6	12.4444	4.55285
Os08g0527600	PP1S121_19V6	10.3448	3.90964
Os08g0527600	PP1S3_300V6	13.1034	4.76589
Os08g0527600	PP1S433_30V6	13.3333	4.71545
Os08g0527700	PP1S246_106V6	35.0515	22.2222
Os08g0527700	PP1S298_30V6	35.3093	22.6821
Os08g0527800	PP1S121_19V6	11.7241	1.47698
Os08g0527800	PP1S3_300V6	13.7931	1.67224
Os08g0527800	PP1S433_30V6	12.4138	1.46341
Os08g0527900	PP1S121_19V6	14.4	9.38315
Os08g0527900	PP1S3_300V6	16.1333	10.1171
Os08g0527900	PP1S433_30V6	16.6667	10.1626
Os08g0528000	PP1S121_19V6	12.5794	8.60122
Os08g0528000	PP1S3_300V6	13.9771	9.19732
Os08g0528000	PP1S433_30V6	14.8666	9.5122
Os08g0528100	PP1S121_19V6	12.3779	9.90443
Os08g0528100	PP1S3_300V6	13.2465	10.2007
Os08g0528100	PP1S433_30V6	13.4636	10.0813
Os08g0528500	PP1S184_15V6	58.156	57.1429
Os08g0528500	PP1S73_25V6	58.5106	57.0934
Os08g0528601	PP1S138_114V6	54.6667	58.5714
Os08g0528900	PP1S10_104V6	40.8163	44.4444
Os08g0528900	PP1S16_71V6	41.1079	43.7888
Os08g0528900	PP1S44_137V6	39.3586	43.4084
Os08g0528900	PP1S73_155V6	40.8163	44.164
Os08g0529100	PP1S197_22V6	71.2329	65.8228
Os08g0529100	PP1S54_196V6	71.2329	65.8228
Os08g0529200	PP1S104_110V6	22.0096	18.9691
Os08g0529200	PP1S203_94V6	20.8134	17.8645
Os08g0530000	PP1S19_94V6	71.4868	72.8216
Os08g0530000	PP1S370_24V6	67.6171	68.3128
Os08g0530000	PP1S488_8V6	70.6721	66.7308
Os08g0530000	PP1S83_234V6	70.8758	65.6604
Os08g0530066	PP1S68_81V6	32.967	16.0428
Os08g0530066	PP1S69_44V6	33.5165	21.4035
Os08g0530100	PP1S68_81V6	38.8889	13.1016
Os08g0530100	PP1S69_44V6	40.4762	17.8947
Os08g0530200	PP1S22_76V6	75.4386	68.984
Os08g0530200	PP1S364_56V6	74.8538	67.7249
Os08g0530200	PP1S38_376V6	70.7602	64.3617
Os08g0530200	PP1S97_74V6	74.8538	67.7249
Os08g0530200	PP1S97_78V6	73.0994	67.2043
Os08g0530300	PP1S142_86V6	33.4983	29.2929
Os08g0530300	PP1S169_51V6	34.1584	31.0345
Os08g0530300	PP1S177_127V6	33.0033	29.8954
Os08g0530300	PP1S227_61V6	30.198	27.031
Os08g0530300	PP1S376_59V6	33.4983	29.3353
Os08g0530300	PP1S70_34V6	33.1683	28.9625
Os08g0530400	PP1S190_72V6	61.7128	61.25
Os08g0530400	PP1S248_26V6	32.7456	53.9419
Os08g0531200	PP1S234_16V6	25.4484	42.1933
Os08g0531200	PP1S89_237V6	33.6323	35.7143
Os08g0531300	PP1S125_63V6	51.1182	39.604
Os08g0531600	PP1S194_53V6	26.3736	18.1543
Os08g0531600	PP1S194_57V6	19.3407	12.5894
Os08g0531600	PP1S50_125V6	19.1209	12.518
Os08g0531700	PP1S118_209V6	36.9478	25.9887
Os08g0531700	PP1S209_130V6	38.5542	28.8288
Os08g0531700	PP1S267_56V6	36.1446	25.8621
Os08g0531700	PP1S26_90V6	37.751	34.6863
Os08g0531700	PP1S55_304V6	35.743	25.5747
Os08g0531900	PP1S171_71V6	24.5902	28.6624
Os08g0532200	PP1S15_292V6	73.2218	72.314
Os08g0532200	PP1S54_66V6	73.6402	72.5773
Os08g0532300	PP1S11_49V6	59.0164	58.5366
Os08g0532300	PP1S11_51V6	20.4918	54.3478
Os08g0532300	PP1S119_54V6	63.9344	63.4146
Os08g0532300	PP1S75_164V6	56.5574	49.2857
Os08g0532400	PP1S234_30V6	50.9244	49.1086
Os08g0532400	PP1S275_75V6	51.2605	49.0354
Os08g0532400	PP1S33_4V6	50.2521	47.6874
Os08g0532500	PP1S74_175V6	21.9895	23.1618
Os08g0532900	PP1S161_15V6	22.1698	28.8344
Os08g0532900	PP1S270_41V6	53.3019	50.9009
Os08g0532900	PP1S88_51V6	53.3019	50.9009
Os08g0533300	PP1S112_267V6	44.6581	46.861
Os08g0533300	PP1S188_63V6	43.5897	45.0331
Os08g0533300	PP1S35_319V6	42.5214	44.519
Os08g0533300	PP1S70_261V6	41.6667	43.5268
Os08g0533600	PP1S112_267V6	38.6609	40.1345
Os08g0533600	PP1S188_63V6	38.8769	39.7351
Os08g0533600	PP1S35_319V6	38.8769	40.2685
Os08g0533600	PP1S70_261V6	38.2289	39.5089
Os08g0533700	PP1S26_171V6	41.1765	36.8421
Os08g0534200	PP1S138_150V6	35.0649	18.4932
Os08g0534200	PP1S42_88V6	33.1169	17.4061
Os08g0534350	PP1S26_171V6	33.9286	14.2857
Os08g0534400	PP1S271_29V6	56.9444	34.4538
Os08g0534900	PP1S138_150V6	41.0405	48.6301
Os08g0534900	PP1S42_88V6	40.4624	47.7816
Os08g0535000	PP1S26_171V6	33.9286	14.2857
Os08g0535200	PP1S39_291V6	21.8241	18.6111
Os08g0535600	PP1S12_60V6	67.1233	63.6364
Os08g0535600	PP1S3_222V6	65.7534	63.1579
Os08g0535700	PP1S107_25V6	34.1232	38.814
Os08g0535700	PP1S227_75V6	32.9384	44.8387
Os08g0535700	PP1S288_52V6	33.8863	33.0254
Os08g0535700	PP1S70_55V6	34.8341	33.3333
Os08g0536000	PP1S156_57V6	74.0642	73.0871
Os08g0536000	PP1S368_36V6	75.1337	74.1425
Os08g0536100	PP1S148_151V6	26.9886	22.5386
Os08g0536100	PP1S205_17V6	27.4148	23.8861
Os08g0536800	PP1S145_69V6	29.7735	14.0244
Os08g0536800	PP1S334_14V6	17.4757	31.0345
Os08g0536800	PP1S68_190V6	27.1845	14.359
Os08g0536800	PP1S69_95V6	26.5372	13.7584
Os08g0537600	PP1S177_40V6	52.4669	56.2581
Os08g0537600	PP1S249_58V6	42.2383	50.0713
Os08g0537600	PP1S36_9V6	55.4753	51.6237
Os08g0537800	PP1S53_227V6	65.7407	47.1761
Os08g0537800	PP1S72_180V6	29.6296	35.7542
Os08g0537900	PP1S376_54V6	39.9558	40.4018
Os08g0538000	PP1S310_3V6	54.5845	58.3461
Os08g0538300	PP1S364_10V6	42.4679	41.4711
Os08g0538300	PP1S41_280V6	42.4679	40.8951
Os08g0538300	PP1S54_159V6	43.4295	40.8748
Os08g0538300	PP1S97_105V6	40.5449	40.5449
Os08g0538600	PP1S181_57V6	34.6698	34.507
Os08g0538600	PP1S252_55V6	35.1415	33.7104
Os08g0538600	PP1S433_8V6	33.0189	33.8164
Os08g0538700	PP1S124_108V6	41.7822	39.0741
Os08g0538700	PP1S174_126V6	9.40594	29.9685
Os08g0538700	PP1S174_129V6	5.24752	33.5443
Os08g0538700	PP1S90_238V6	41.4851	39.1223
Os08g0539600	PP1S411_30V6	16.9014	22.9299
Os08g0539600	PP1S411_31V6	32.8638	17.5879
