Gene stable ID	Chondrus crispus gene stable ID	%id. target Chondrus crispus gene identical to query gene	%id. query gene identical to target Chondrus crispus gene
Os08g0459600	CHC_T00005515001	10.4061	22.6519
Os08g0459600	CHC_T00009377001	32.4873	32.8205
Os08g0459600	CHC_T00010019001	37.3096	39.0957
Os08g0464000	CHC_T00006062001	26.6854	27.0655
Os08g0467300	CHC_T00008646001	17.6768	9.7493
Os08g0467400	CHC_T00000850001	19.2771	26.6667
Os08g0468100	CHC_T00003369001	45.8515	45.8015
Os08g0468100	CHC_T00008899001	41.5939	44.9292
Os08g0468700	CHC_T00003369001	45.0873	45.0382
Os08g0468700	CHC_T00008899001	41.7031	45.0472
Os08g0470200	CHC_T00010311001	30.9091	30.2491
Os08g0470200	CHC_T00010321001	25.4545	27.7778
Os08g0470700	CHC_T00010311001	27.8388	27.0463
Os08g0470700	CHC_T00010321001	24.1758	26.1905
Os08g0471000	CHC_T00010102001	20.2632	16.5948
Os08g0474700	CHC_T00009231001	47.5754	47.5131
Os08g0476000	CHC_T00002401001	8.3815	4.6549
Os08g0478800	CHC_T00008268001	21.3008	22.47
Os08g0478800	CHC_T00009370001	23.9024	26.5823
Os08g0480100	CHC_T00004896001	42.1474	42.5566
Os08g0480800	CHC_T00009044001	64.3939	63.6704
Os08g0480800	CHC_T00009475001	62.5	64.9606
Os08g0481950	CHC_T00001056001	44.8718	42.8322
Os08g0482100	CHC_T00007984001	7.63006	15.103
Os08g0484500	CHC_T00006973001	29.901	44.0233
Os08g0484500	CHC_T00009382001	46.1386	47.2617
Os08g0484500	CHC_T00009474001	44.5545	48.2833
Os08g0484600	CHC_T00008782001	27.8978	12.3586
Os08g0484600	CHC_T00009300001	49.9018	49.2248
Os08g0484600	CHC_T00009502001	22.2004	25.3933
Os08g0485900	CHC_T00008449001	34.5679	43.75
Os08g0487500	CHC_T00003966001	15.1292	24.2604
Os08g0487800	CHC_T00002029001	39.7452	37.2315
Os08g0487900	CHC_T00007028001	24.6377	25
Os08g0489300	CHC_T00002930001	21.2389	23.4528
Os08g0489800	CHC_T00007435001	24.0126	21.1994
Os08g0490900	CHC_T00008338001	39.1509	66.4
Os08g0490900	CHC_T00009535001	38.6792	65.0794
Os08g0491700	CHC_T00006877001	7.60331	8.15603
Os08g0492100	CHC_T00010055001	18.578	15.547
Os08g0492100	CHC_T00010225001	17.4312	19.8953
Os08g0493900	CHC_T00003648001	23.7927	29.6623
Os08g0495800	CHC_T00008780001	26.6932	22.1366
Os08g0496900	CHC_T00002944001	34.947	36.0938
Os08g0496900	CHC_T00004887001	36.6112	40.2662
Os08g0496900	CHC_T00004888001	33.2829	36.3636
Os08g0496900	CHC_T00007239001	37.3676	38.2946
Os08g0497600	CHC_T00009429001	43.0556	25.2717
Os08g0498100	CHC_T00001053001	19.8413	25.2525
Os08g0498100	CHC_T00001696001	24.2063	13.3188
Os08g0498100	CHC_T00001829001	25.7937	7.33634
Os08g0498100	CHC_T00003825001	24.2063	18.5976
Os08g0498100	CHC_T00005475001	24.2063	13.3188
Os08g0498100	CHC_T00007618001	13.8889	8.68486
Os08g0498400	CHC_T00001053001	20.5479	30.303
Os08g0498400	CHC_T00001696001	23.2877	14.8472
Os08g0498400	CHC_T00001829001	26.0274	8.57788
Os08g0498400	CHC_T00003825001	22.9452	20.4268
Os08g0498400	CHC_T00005475001	23.2877	14.8472
Os08g0498400	CHC_T00007618001	10.9589	7.94045
Os08g0498600	CHC_T00001053001	23.0769	27.2727
Os08g0498600	CHC_T00001696001	26.0684	13.3188
Os08g0498600	CHC_T00001829001	27.7778	7.33634
Os08g0498600	CHC_T00003825001	24.7863	17.6829
Os08g0498600	CHC_T00005475001	26.0684	13.3188
Os08g0498600	CHC_T00007618001	11.1111	6.45161
Os08g0500100	CHC_T00009412001	18.0707	29.4248
Os08g0500300	CHC_T00007644001	17.8908	16.696
Os08g0500500	CHC_T00007713001	7.16846	8.29876
Os08g0500800	CHC_T00003128001	15.3961	18.1338
Os08g0500900	CHC_T00006609001	27.931	27.8351
Os08g0501132	CHC_T00006609001	31.1828	19.9313
Os08g0502800	CHC_T00003973001	14.532	20.8481
Os08g0502800	CHC_T00005230001	17.4877	22.6837
Os08g0503700	CHC_T00007225001	14.0511	10.8298
Os08g0504400	CHC_T00003056001	29.6399	25.9709
Os08g0505300	CHC_T00009180001	54.5455	31.0345
Os08g0506000	CHC_T00005820001	22.7692	11.9355
Os08g0511700	CHC_T00008541001	11.324	24.1636
Os08g0511900	CHC_T00000215001	40.367	27.4428
Os08g0512300	CHC_T00009072001	47.0219	59.5238
Os08g0512600	CHC_T00008702001	46.0123	46.0123
Os08g0513000	CHC_T00000334001	19.3182	14.0496
Os08g0513100	CHC_T00008631001	35.9375	17.6923
Os08g0515700	CHC_T00002401001	11.8959	10.2729
Os08g0515800	CHC_T00001864001	20.1201	12.5234
Os08g0515900	CHC_T00009538001	33.5593	21.0638
Os08g0517200	CHC_T00006343001	42.1663	21.8876
Os08g0517500	CHC_T00003739001	8.35579	21.0884
Os08g0517700	CHC_T00004021001	26.8542	22.0126
Os08g0517900	CHC_T00001153001	35.0365	52.7473
Os08g0517900	CHC_T00004953001	35.0365	52.7473
Os08g0519800	CHC_T00002254001	25.0497	22.0859
Os08g0520000	CHC_T00007159001	22.8571	23.8482
Os08g0520100	CHC_T00003130001	21.0526	25.0627
Os08g0520300	CHC_T00010202001	19.9105	22.7041
Os08g0520900	CHC_T00008313001	31.4483	31.3187
Os08g0522600	CHC_T00003004001	27.4112	21.7304
Os08g0522600	CHC_T00005502001	27.9188	24.8307
Os08g0522600	CHC_T00007425001	30.9645	16.3979
Os08g0524000	CHC_T00001378001	32.4219	28.6207
Os08g0524100	CHC_T00007836001	4.33604	7.88177
Os08g0524600	CHC_T00006843001	57.1429	12.6984
Os08g0525600	CHC_T00008322001	38.6207	34.7826
Os08g0526100	CHC_T00000999001	27.6151	45.3608
Os08g0526300	CHC_T00006595001	32.8267	31.9527
Os08g0527100	CHC_T00005836001	8.65485	10.1343
Os08g0527300	CHC_T00005836001	6.07211	3.9072
Os08g0527400	CHC_T00005836001	8.44444	4.6398
Os08g0527600	CHC_T00005836001	8.96552	4.7619
Os08g0527800	CHC_T00005836001	11.7241	2.0757
Os08g0527900	CHC_T00005836001	9.86667	9.03541
Os08g0528000	CHC_T00005836001	9.65693	9.27961
Os08g0528100	CHC_T00005836001	8.79479	9.89011
Os08g0528500	CHC_T00007979001	32.6241	39.3162
Os08g0529100	CHC_T00008367001	48.8584	39.4834
Os08g0530200	CHC_T00010046001	49.1228	41.3793
Os08g0530400	CHC_T00008628001	42.3174	30.8257
Os08g0532200	CHC_T00008868001	62.1339	68.4332
Os08g0532300	CHC_T00008332001	47.541	44.9612
Os08g0535400	CHC_T00005334001	26.4423	23.2068
Os08g0535700	CHC_T00009254001	21.327	18.8285
Os08g0536000	CHC_T00008442001	62.5668	64.6409
Os08g0538000	CHC_T00007645001	39.8281	49.8208
Os08g0538700	CHC_T00010328001	14.4554	20.9469
Os08g0539100	CHC_T00005334001	24.7642	22.1519
Os08g0540100	CHC_T00009361001	54.5932	51.8703
Os08g0540400	CHC_T00008959001	23.0089	20.2177
Os08g0540400	CHC_T00009203001	20.531	17.1598
Os08g0540500	CHC_T00007364001	25.0794	17.7928
Os08g0541950	CHC_T00010306001	45.8333	30.9859
Os08g0542000	CHC_T00008747001	56.5121	56.3877
Os08g0542100	CHC_T00010071001	38.9091	39.1941
Os08g0544400	CHC_T00002879001	27.7895	9.82143
Os08g0544900	CHC_T00008149001	41.7559	42.8571
Os08g0545200	CHC_T00007340001	37.1274	15.2731
Os08g0545700	CHC_T00002750001	19.7368	24.43
Os08g0546400	CHC_T00004234001	15.2921	19.8218
Os08g0546800	CHC_T00010102001	22.5641	18.9655
Os08g0547100	CHC_T00000675001	22.3242	32.5893
Os08g0548200	CHC_T00008717001	28.3088	35.3211
Os08g0548900	CHC_T00008987001	54.2169	52.7344
Os08g0549100	CHC_T00008640001	45.7045	44.7811
Os08g0549100	CHC_T00010024001	44.6735	54.8523
Os08g0550100	CHC_T00007173001	44.4444	41.3793
Os08g0553800	CHC_870	37.0466	44.8276
Os08g0556500	CHC_T00007174001	24.1667	2.63636
Os08g0556550	CHC_T00007174001	30.8411	3
Os08g0556600	CHC_T00004832001	42.2222	45.7831
Os08g0557000	CHC_T00003310001	38.0952	23.5925
Os08g0557200	CHC_T00008291001	26.2537	32.7206
Os08g0557200	CHC_T00009409001	23.8938	27.551
Os08g0557600	CHC_T00006866001	43.908	40.126
Os08g0558000	CHC_T00010107001	52.8662	38.4259
Os08g0558400	CHC_T00009138001	14.4254	4.73896
Os08g0558600	CHC_T00010136001	19.917	21.3333
Os08g0558600	CHC_T00010183001	14.9378	15.6522
Os08g0558800	CHC_T00010107001	52.8662	38.4259
Os08g0559200	CHC_T00007712001	64.8148	62.5
Os08g0559600	CHC_T00009385001	47.3064	48.4483
Os08g0560300	CHC_T00007516001	29.5	18.4953
Os08g0560900	CHC_665	44.335	63.8298
Os08g0561700	CHC_T00008473001	29.3839	30.6931
Os08g0561700	CHC_T00010182001	26.5403	18.9831
Os08g0562100	CHC_T00008733001	35.5658	41.7344
Os08g0562100	CHC_T00009350001	36.0277	38.7097
Os08g0562700	CHC_T00002549001	46.5753	24.6377
Os08g0564300	CHC_T00001951001	31.25	32.5581
Os08g0564300	CHC_T00006026001	34.4494	34.3217
Os08g0564300	CHC_T00006926001	32.0685	36.7434
Os08g0565800	CHC_T00010347001	22.8571	26.3158
Os08g0566400	CHC_T00004774001	32.6633	33.5052
Os08g0566900	CHC_T00005106001	25.6684	24.7423
Os08g0567200	CHC_T00004315001	36.1702	30.466
Os09g0103500	CHC_T00003130001	16.9643	19.0476
Os09g0103600	CHC_T00003885001	19.898	41.9355
Os09g0103600	CHC_T00003889001	14.2857	27.8607
Os09g0103600	CHC_T00003893001	14.2857	27.8607
Os09g0104200	CHC_T00002576001	25.0883	21.194
Os09g0106700	CHC_T00007941001	25.0784	16.129
Os09g0106700	CHC_T00008608001	20.3762	18.6246
Os09g0109500	CHC_T00005255001	48.1781	47.0356
Os09g0109800	CHC_T00006449001	48.135	46.9671
Os09g0110400	CHC_T00002624001	13.6364	29.2208
Os09g0110400	CHC_T00004174001	28.1818	24.8663
Os09g0110400	CHC_T00005995001	13.3333	28.5714
Os09g0110750	CHC_465	40.9091	11.5385
Os09g0116050	CHC_T00007516001	18.9723	15.047
Os09g0116400	CHC_T00010273001	25.0996	27.7228
Os09g0120800	CHC_T00000225001	0	0
Os09g0120800	CHC_T00000226001	0	0
Os09g0120800	CHC_T00000505001	23.3333	4.05797
Os09g0120800	CHC_T00000723001	0	0
Os09g0120800	CHC_T00000829001	0.833333	0.131406
Os09g0120800	CHC_T00003061001	0	0
Os09g0120800	CHC_T00003209001	25.8333	2.48597
Os09g0120800	CHC_T00004261001	0	0
Os09g0120800	CHC_T00006146001	9.16667	1.83946
Os09g0120800	CHC_T00006675001	25.8333	4.61997
Os09g0120800	CHC_T00007060001	0	0
Os09g0121000	CHC_T00000096001	26.0504	2.56835
Os09g0121050	CHC_T00000096001	18.5921	8.53355
Os09g0121900	CHC_T00001485001	23.913	10.3125
Os09g0123100	CHC_T00004377001	17.6542	22.6708
Os09g0127800	CHC_T00008629001	47.3727	45.4689
Os09g0128600	CHC_T00003929001	20.1946	24.7024
Os09g0130800	CHC_T00007327001	22.528	24.7758
Os09g0133200	CHC_T00009571001	43.8735	42.6923
Os09g0134500	CHC_T00003237001	15.6556	8.89383
Os09g0135100	CHC_T00005546001	14.8515	0.595238
Os09g0135700	CHC_T00002323001	25.2252	19.4444
Os09g0241100	CHC_T00000739001	21.5262	18.5841
Os09g0246200	CHC_T00000161001	28.4963	29.2026
Os09g0247700	CHC_T00004279001	14.0625	0.175747
Os09g0249000	CHC_T00004048001	23.7952	13.933
Os09g0249600	CHC_T00010171001	31.875	26.0204
Os09g0249700	CHC_T00002788001	48.2112	39.6359
Os09g0249900	CHC_1145	37.6712	47.4138
Os09g0250700	CHC_T00000796001	37.7095	41.0959
Os09g0252000	CHC_T00002016001	40.4959	37.4046
Os09g0252000	CHC_T00008657001	18.595	37.5
Os09g0252000	CHC_T00008824001	23.1405	20.438
Os09g0252000	CHC_T00008945001	22.7273	27.2277
Os09g0252000	CHC_T00009211001	21.9008	34.4156
Os09g0252100	CHC_T00008981001	52.6185	53.5533
Os09g0252700	CHC_T00002843001	11.0656	6.53753
Os09g0252800	CHC_T00002843001	10.3249	6.92494
Os09g0255400	CHC_T00008561001	23.6364	25.4902
Os09g0258600	CHC_T00010046001	49.1228	41.3793
Os09g0261300	CHC_T00008858001	49.1749	42.9395
Os09g0273800	CHC_T00004368001	35.9281	36.5854
Os09g0274800	CHC_T00004368001	37.2093	39.0244
Os09g0275200	CHC_T00004368001	37.5	36.5854
Os09g0277800	CHC_T00009325001	27.4933	38.2022
Os09g0279100	CHC_T00009003001	29.0323	16.5746
Os09g0279600	CHC_T00008288001	48.2759	45.283
Os09g0280300	CHC_T00004882001	25.6267	25
Os09g0280600	CHC_T00000509001	39.6135	39.8058
Os09g0284200	CHC_T00008536001	71.0098	71.2418
Os09g0284400	CHC_T00008372001	23.8411	30.7692
Os09g0284600	CHC_T00000974001	12.7193	4.97427
Os09g0286400	CHC_T00003284001	31.9626	23.75
Os09g0287300	CHC_T00001440001	23.8095	7.5
Os09g0287300	CHC_T00001445001	0	0
Os09g0287500	CHC_1025	18.3673	39.1304
Os09g0293400	CHC_T00004379001	79.0541	79.5918
Os09g0294000	CHC_T00008550001	42.1858	47.246
Os09g0294300	CHC_T00007109001	28.8684	10.8038
Os09g0296900	CHC_T00002489001	8.88611	13.6276
Os09g0296900	CHC_T00007929001	8.63579	14.8387
Os09g0297000	CHC_T00008918001	19.7125	22.7488
Os09g0297100	CHC_T00008715001	53.3784	53.0201
Os09g0297400	CHC_T00002811001	41.6667	31.9549
Os09g0298100	CHC_T00007415001	34.3548	36.7876
Os09g0298400	CHC_T00010223001	26.2048	27.5316
Os09g0299400	CHC_T00000252001	20.3947	24.8
Os09g0307800	CHC_T00007124001	25.2941	13.9384
Os09g0308900	CHC_T00009530001	24.1042	29.0196
Os09g0315050	CHC_T00003182001	20.979	1.69014
Os09g0315700	CHC_T00008437001	42.6667	43.8819
Os09g0321900	CHC_T00009159001	49.1803	50.2793
Os09g0322900	CHC_T00007726001	34.4	6.55488
Os09g0323000	CHC_T00009498001	51.7615	55.5233
Os09g0323100	CHC_T00002816001	16.4251	22.8956
Os09g0326800	CHC_T00002947001	50.7295	44.0976
Os09g0326900	CHC_T00009078001	29.1111	31.3397
Os09g0327100	CHC_T00009363001	59.7222	67.5393
Os09g0327300	CHC_T00008670001	39.4937	51.8272
Os09g0327400	CHC_T00003643001	27.2727	29.3919
Os09g0332700	CHC_T00002879001	19.0776	6.77083
Os09g0333600	CHC_T00002879001	22.0379	6.91964
Os09g0338400	CHC_T00009510001	63.5371	71.4988
Os09g0338500	CHC_T00008879001	26.3948	26.5086
Os09g0347500	CHC_T00008648001	68.8571	51.0593
Os09g0347700	CHC_T00008648001	64.6316	65.0424
Os09g0352400	CHC_T00001276001	38.2609	32.1755
Os09g0359800	CHC_T00008919001	49.6124	50.7937
Os09g0361400	CHC_T00006710001	22.9927	17.8977
Os09g0361400	CHC_T00007150001	23.7226	23.4657
Os09g0363900	CHC_T00008591001	27.1795	24.8438
Os09g0364900	CHC_T00001628001	17.1171	4.26009
Os09g0365900	CHC_T00009050001	28.4229	36.4444
Os09g0368200	CHC_T00003381001	23.9919	24.8434
Os09g0368500	CHC_T00003381001	25.1055	24.8434
Os09g0370200	CHC_T00004179001	27.1127	30.315
Os09g0370300	CHC_T00007584001	15.7556	21.1207
Os09g0373000	CHC_T00008938001	58.8785	56.25
Os09g0375000	CHC_T00005319001	18.1628	62.1429
Os09g0375000	CHC_T00007899001	17.7453	60.7143
Os09g0375000	CHC_T00008490001	49.4781	57.385
Os09g0375000	CHC_T00008696001	61.3779	57.6471
Os09g0375000	CHC_T00009127001	59.2902	64.3991
Os09g0376800	CHC_T00010201001	36.2403	19.6429
Os09g0378300	CHC_T00004313001	43.8757	42.1793
Os09g0383400	CHC_T00000668001	18.0723	20.5479
Os09g0386400	CHC_T00005533001	27.3839	24.2424
Os09g0388400	CHC_T00004141001	4.28954	8.55615
Os09g0393501	CHC_T00004141001	5.46875	3.74332
Os09g0393801	CHC_T00004141001	5.20833	2.6738
Os09g0394600	CHC_T00005773001	29.1771	14.012
Os09g0394700	CHC_T00001533001	19.6474	25.6579
Os09g0394700	CHC_T00003275001	23.4257	25.6906
Os09g0397300	CHC_T00010201001	37.9908	34.5588
Os09g0397900	CHC_T00010051001	30.2326	31.5888
Os09g0399800	CHC_T00009372001	31.1978	29.7082
Os09g0400000	CHC_T00009372001	27.5229	31.8302
Os09g0400300	CHC_T00009372001	31.6092	29.1777
Os09g0400400	CHC_T00009372001	31.4917	30.2387
Os09g0407300	CHC_T00000440001	15.9701	15.4848
Os09g0407700	CHC_T00010138001	31.746	34.4828
Os09g0407900	CHC_T00010110001	31.0469	36.2869
Os09g0407950	CHC_T00001264001	1.00705	1.30719
Os09g0408000	CHC_T00001264001	15.2263	9.6732
Os09g0408600	CHC_T00007488001	40.1198	33.0049
Os09g0409950	CHC_T00001324001	15.4639	2.00267
Os09g0410125	CHC_T00001324001	22.0497	4.73965
Os09g0410300	CHC_T00001324001	9.82143	1.46862
Os09g0411650	CHC_T00002187001	24.8485	22.7778
Os09g0411700	CHC_T00007913001	47.973	34.9754
Os09g0412050	CHC_T00004368001	41.6667	42.6829
Os09g0413500	CHC_T00002925001	56.4516	29.9145
Os09g0415800	CHC_T00008955001	5.88235	34.0659
Os09g0415800	CHC_T00009387001	39.4687	38.4473
Os09g0416700	CHC_T00002527001	20.2765	24.7191
Os09g0420300	CHC_T00002930001	18.0049	24.1042
Os09g0420600	CHC_T00007216001	30.9859	24.812
Os09g0421100	CHC_T00005094001	32.2259	49.7436
Os09g0421100	CHC_T00005095001	17.9402	44.6281
Os09g0421300	CHC_T00005313001	33.7821	32.1678
Os09g0421300	CHC_T00010222001	31.2118	28.3964
Os09g0423600	CHC_T00008753001	14.0187	23.3645
Os09g0424300	CHC_T00002455001	31.1224	26.1803
Os09g0427800	CHC_T00010201001	32.0542	29.8319
Os09g0428900	CHC_T00008816001	20.7161	21.6578
Os09g0433600	CHC_T00008336001	94.1748	94.1748
Os09g0433600	CHC_T00009168001	93.2039	93.2039
Os09g0433600	CHC_T00009200001	93.2039	93.2039
Os09g0436500	CHC_T00006195001	14.1414	8.75
Os09g0436800	CHC_T00003090001	7.41935	5.56901
Os09g0436900	CHC_T00001482001	22.488	11.4078
Os09g0437900	CHC_T00009213001	38.674	56.4516
Os09g0438000	CHC_T00004536001	13.7041	13.0189
Os09g0438000	CHC_T00006174001	13.5055	13.8211
Os09g0438000	CHC_T00006445001	13.2075	16.625
Os09g0438000	CHC_T00010210001	14.5978	17.8182
Os09g0438400	CHC_T00008383001	23.6842	28.125
Os09g0438700	CHC_T00005425001	30.2041	30.5785
Os09g0439000	CHC_T00000066001	7.28051	21.7252
Os09g0439050	CHC_520	12.1359	23.3645
Os09g0445100	CHC_T00000415001	54.8872	7.99562
Os09g0446800	CHC_T00009198001	55.4455	61.5385
Os09g0452700	CHC_T00010349001	71.4286	61.3497
Os09g0453400	CHC_T00001989001	22.871	36.2934
Os09g0454100	CHC_T00002508001	29.5129	27.9891
Os09g0454500	CHC_T00010311001	23.3184	18.5053
Os09g0454500	CHC_T00010321001	18.3857	16.2698
Os09g0454600	CHC_T00003058001	46.1318	43.5135
Os09g0455200	CHC_T00010102001	21.3198	18.1034
Os09g0455400	CHC_T00003228001	46.6667	14.7679
Os09g0456800	CHC_T00010102001	23.8411	15.5172
Os09g0459800	CHC_T00006537001	14.9842	26.5363
Os09g0460200	CHC_T00009231001	36.5685	27.6178
Os09g0462700	CHC_T00010143001	28.1179	18.3976
Os09g0463300	CHC_T00002401001	13.2107	12.6806
Os09g0465600	CHC_T00008268001	21.92	23.4991
Os09g0465600	CHC_T00009370001	24.8	28.0289
Os09g0466900	CHC_T00003488001	19.426	31.4286
Os09g0466900	CHC_T00004049001	15.894	30.1255
Os09g0466900	CHC_T00008389001	26.2693	15.198
Os09g0466900	CHC_T00008435001	21.6336	23.0047
Os09g0466900	CHC_T00008532001	23.1788	25.3623
Os09g0466900	CHC_T00008538001	24.0618	21.165
Os09g0466900	CHC_T00008589001	23.8411	13.1227
Os09g0466900	CHC_T00008658001	23.6203	17.5987
Os09g0466900	CHC_T00008682001	22.2958	14.7445
Os09g0466900	CHC_T00008833001	22.7373	29.7688
Os09g0466900	CHC_T00008925001	22.7373	11.4827
Os09g0466900	CHC_T00009242001	23.3996	23.5556
Os09g0466900	CHC_T00009439001	22.0751	15.6495
Os09g0466900	CHC_T00009473001	22.5166	17.6776
Os09g0466900	CHC_T00009517001	21.6336	17.8182
Os09g0466900	CHC_T00010324001	23.1788	18.3888
Os09g0467100	CHC_T00009497001	48.3871	34.8837
Os09g0469400	CHC_T00009540001	35.1032	16.5969
Os09g0469900	CHC_T00008745001	56.5947	58.2716
Os09g0474300	CHC_T00002029001	37.4618	29.2363
Os09g0474800	CHC_T00007435001	23.0303	21.1994
Os09g0477900	CHC_T00008031001	18.5965	12.9111
Os09g0481400	CHC_T00001053001	20.5426	26.7677
Os09g0481400	CHC_T00001696001	25.1938	14.1921
Os09g0481400	CHC_T00001829001	27.5194	8.01354
Os09g0481400	CHC_T00003825001	23.2558	18.2927
Os09g0481400	CHC_T00005475001	25.1938	14.1921
Os09g0481400	CHC_T00007618001	14.3411	9.18114
Os09g0481800	CHC_T00005168001	29.8701	29.4872
Os09g0482000	CHC_T00004234001	19.9495	17.5947
Os09g0482400	CHC_T00003878001	72.6752	68.7415
Os09g0482600	CHC_T00003878001	72.6752	68.7415
Os09g0482620	CHC_T00003284001	26.9962	9.86111
Os09g0482680	CHC_T00000397001	31.7808	40.5594
Os09g0483600	CHC_T00002734001	26.4624	25.8152
Os09g0484800	CHC_T00008427001	46.1279	50.3676
Os09g0484900	CHC_T00007225001	16.0221	12.2363
Os09g0485201	CHC_1075	79.0123	79.0123
Os09g0485900	CHC_T00010322001	52.6316	53.1915
Os09g0487700	CHC_T00005820001	21.8954	10.8065
Os09g0488000	CHC_T00003842001	34.5455	39.3103
Os09g0491756	CHC_T00009403001	40.3448	43.1734
Os09g0491772	CHC_T00008003001	60.2339	65.2932
Os09g0493400	CHC_T00002401001	12.8544	10.9149
Os09g0493500	CHC_T00009538001	30.3279	23.617
Os09g0493800	CHC_T00003004001	27.5949	21.9316
Os09g0493800	CHC_T00005502001	27.8481	24.8307
Os09g0493800	CHC_T00007425001	31.3924	16.6667
Os09g0497000	CHC_T00007159001	24.2967	25.7453
Os09g0497100	CHC_T00002254001	23.7854	20.596
Os09g0498100	CHC_T00001153001	36.0294	53.8462
Os09g0498100	CHC_T00004953001	36.0294	53.8462
Os09g0500200	CHC_T00008982001	25	23.6842
Os09g0500300	CHC_T00007836001	5.29471	8.70279
Os09g0501200	CHC_T00006843001	64.6617	45.5026
Os09g0501700	CHC_T00006843001	50.5882	45.5026
Os09g0502000	CHC_T00006843001	63.1579	44.4444
Os09g0503400	CHC_T00004313001	44.0183	42.355
Os09g0504000	CHC_T00000999001	25.7028	43.9863
Os09g0504400	CHC_T00008701001	36.5759	32.7526
Os09g0505100	CHC_T00005836001	10.0474	12.9426
Os09g0505600	CHC_T00008367001	47.9638	39.1144
Os09g0505700	CHC_T00006121001	53.0702	50.6276
Os09g0506800	CHC_T00001342001	10.1639	18.6747
Os09g0507300	CHC_T00009050001	28.7456	36.6667
Os09g0507800	CHC_T00010252001	57.3643	55.2239
Os09g0508300	CHC_T00005334001	24.4898	22.7848
Os09g0509200	CHC_T00008442001	62.766	65.1934
Os09g0509500	CHC_T00002571001	18.4713	6.01036
Os09g0511600	CHC_T00009011001	32.3136	36.1111
Os09g0511600	CHC_T00009266001	33.8432	33.8432
Os09g0511700	CHC_T00009011001	35.4015	20.7265
Os09g0511700	CHC_T00009266001	36.4963	19.1205
Os09g0511900	CHC_T00009011001	33.3996	35.8974
Os09g0511900	CHC_T00009266001	34.3936	33.0784
Os09g0512000	CHC_T00008648001	34.9785	34.5339
Os09g0512200	CHC_T00008500001	16	1.57274
Os09g0514200	CHC_T00008959001	23.2236	20.8398
Os09g0514200	CHC_T00009203001	20.9705	17.8994
Os09g0514400	CHC_T00003446001	28.9086	27.0718
Os09g0514900	CHC_T00007891001	24.9605	22.3796
Os09g0515200	CHC_T00005811001	40.625	34.6667
Os09g0515500	CHC_T00009026001	31.7039	31.2672
Os09g0515800	CHC_T00007273001	36.7117	40.1478
Os09g0516500	CHC_T00003646001	14.9123	32.3194
Os09g0516600	CHC_T00008108001	30.3571	33.7748
Os09g0517600	CHC_T00009469001	15.3553	12.247
Os09g0520200	CHC_T00003829001	15.4589	24.7104
Os09g0520200	CHC_T00008844001	17.3913	27.3764
Os09g0520700	CHC_T00010350001	39.3678	37.027
Os09g0521400	CHC_T00008149001	39.7059	41.5385
Os09g0521500	CHC_T00006022001	38.5042	20.4412
Os09g0525600	CHC_T00004234001	13.628	16.4811
Os09g0526600	CHC_T00010102001	17.6211	17.2414
Os09g0526700	CHC_T00009498001	49.5979	53.7791
Os09g0527600	CHC_T00009363001	41.4226	51.8325
Os09g0529100	CHC_T00000675001	28.2528	33.9286
Os09g0529700	CHC_T00008843001	30.1587	43.1818
Os09g0531200	CHC_T00010103001	23.2198	7.97872
Os09g0532700	CHC_T00003674001	23.741	16.4016
Os09g0534200	CHC_T00008717001	29.0441	36.2385
Os09g0535000	CHC_T00009126001	46.7105	56.1265
Os09g0535000	CHC_T00009545001	48.6842	49.0066
Os09g0535300	CHC_T00004446001	45.6456	44.9704
Os09g0536000	CHC_T00000985001	17.4475	21.1765
Os09g0537600	CHC_T00008420001	40	43.6548
Os09g0537600	CHC_T00008599001	41.3953	48.1081
Os09g0538200	CHC_T00008987001	54.6185	53.125
Os09g0538600	CHC_T00008640001	50.7042	12.1212
Os09g0538600	CHC_T00010024001	49.2958	14.7679
Os09g0539100	CHC_T00008976001	48.7585	48
Os09g0539100	CHC_T00009338001	24.605	25.6471
Os09g0539500	CHC_T00004368001	41.1429	43.9024
Os09g0540600	CHC_T00009311001	45.3659	41.704
Os09g0541900	CHC_T00007173001	44.5585	41.5709
Os09g0542700	CHC_T00004635001	31.7427	28.022
Os09g0543100	CHC_T00005313001	35.9485	35.7809
Os09g0543100	CHC_T00010222001	31.733	30.1782
Os09g0543400	CHC_T00010074001	29.9065	31.6049
Os09g0544300	CHC_T00009092001	16.9154	40.4762
Os09g0544800	CHC_T00003971001	19.0731	15.0917
Os09g0547500	CHC_T00001062001	25.1101	28.0788
Os09g0548300	CHC_T00007437001	17.1577	30.3681
Os09g0550000	CHC_T00002359001	13.4039	6.95971
Os09g0551300	CHC_T00008031001	36.1946	30.8161
Os09g0551800	CHC_T00002363001	20.3554	26.8371
Os09g0552300	CHC_T00007870001	39.6675	26.2992
Os09g0553100	CHC_T00008336001	94.1748	94.1748
Os09g0553100	CHC_T00009168001	93.2039	93.2039
Os09g0553100	CHC_T00009200001	93.2039	93.2039
Os09g0553200	CHC_T00009281001	54.1578	50.497
Os09g0553300	CHC_T00003017001	29.3478	22.5941
Os09g0553600	CHC_T00000718001	23.7197	21.4634
Os09g0554000	CHC_T00003058001	41.2088	20.2703
Os09g0555200	CHC_T00009400001	11.9497	2.1041
Os09g0556000	CHC_T00005406001	25.7485	24.2938
Os09g0556500	CHC_T00009398001	30.58	34.4554
