Gene stable ID	Lupinus angustifolius gene stable ID	%id. target Lupinus angustifolius gene identical to query gene	%id. query gene identical to target Lupinus angustifolius gene
Os08g0114300	TanjilG_20926	49.7453	50.4303
Os08g0114300	TanjilG_29246	45.3311	52.8713
Os08g0115200	TanjilG_11172	53.9595	54.159
Os08g0115200	TanjilG_20925	51.9337	53.0075
Os08g0115200	TanjilG_29247	45.1197	27.8409
Os08g0115800	TanjilG_11171	62.8458	40.665
Os08g0115800	TanjilG_20923	64.4269	38.0841
Os08g0116400	TanjilG_10769	65.5629	30.0912
Os08g0116400	TanjilG_10770	67.5497	54.1114
Os08g0116500	TanjilG_10765	61.8182	61.8182
Os08g0116500	TanjilG_20921	59.0909	58.5586
Os08g0116500	TanjilG_29248	58.1818	42.953
Os08g0117000	TanjilG_29295	50.1048	35.725
Os08g0117100	TanjilG_29250	29.1536	35.4962
Os08g0117200	TanjilG_06625	68.3544	77.1429
Os08g0117300	TanjilG_06625	77.4834	83.5714
Os08g0117800	TanjilG_10887	23.8788	26.9494
Os08g0117800	TanjilG_10987	27.8788	28.8582
Os08g0117800	TanjilG_14812	27.5152	28.9172
Os08g0117800	TanjilG_14920	22.1818	27.3952
Os08g0117800	TanjilG_16200	17.3333	25.8123
Os08g0117800	TanjilG_26749	21.3333	28.9474
Os08g0117900	TanjilG_26962	45.4268	40.5995
Os08g0118000	TanjilG_06629	45.4301	53.1447
Os08g0118000	TanjilG_08353	40.0538	47.3016
Os08g0118000	TanjilG_09096	41.6667	43.4174
Os08g0118000	TanjilG_15097	40.0538	45.5658
Os08g0118000	TanjilG_17691	37.6344	39.6601
Os08g0118000	TanjilG_20271	44.086	47.8134
Os08g0118000	TanjilG_21762	44.6237	51.7134
Os08g0118900	TanjilG_13620	41.806	46.1255
Os08g0118900	TanjilG_14578	40.4682	46.1832
Os08g0119700	TanjilG_13644	21.7514	26.5517
Os08g0120000	TanjilG_14568	45.1429	56.6308
Os08g0121400	TanjilG_14581	27.2727	19.186
Os08g0121800	TanjilG_14581	24.375	22.6744
Os08g0121900	TanjilG_14569	42.1233	50.6173
Os08g0122000	TanjilG_15354	57.1705	67.6606
Os08g0122000	TanjilG_16510	50.1938	64.9123
Os08g0123300	TanjilG_06323	22.8571	4.83871
Os08g0125300	TanjilG_26660	2.87316	43.1579
Os08g0126300	TanjilG_11573	84.273	84.273
Os08g0126300	TanjilG_24222	83.9763	83.9763
Os08g0127600	TanjilG_06774	43.686	25.9109
Os08g0127700	TanjilG_02760	82.2761	82.5843
Os08g0127700	TanjilG_18627	51.1194	79.8834
Os08g0127900	TanjilG_01206	36.5348	33.1624
Os08g0127900	TanjilG_32393	37.2881	30.7932
Os08g0128000	TanjilG_14577	65.3659	73.4247
Os08g0128300	TanjilG_19371	68.3333	30.5211
Os08g0128300	TanjilG_19873	68.3333	30.6733
Os08g0128500	TanjilG_16324	87.234	86.3158
Os08g0128500	TanjilG_21117	88.2979	87.3684
Os08g0129200	TanjilG_16432	47.2081	64.5833
Os08g0129200	TanjilG_16433	62.4365	63.0769
Os08g0129200	TanjilG_18032	50.2538	35.6115
Os08g0129500	TanjilG_24110	26.5363	31.25
Os08g0129700	TanjilG_08548	79.3103	77.4038
Os08g0129700	TanjilG_14375	77.8325	80.203
Os08g0129700	TanjilG_17946	78.0788	76.2019
Os08g0129700	TanjilG_19878	78.5714	76.3158
Os08g0129900	TanjilG_24354	30.303	36.7647
Os08g0130000	TanjilG_14858	52.2484	52.8139
Os08g0130100	TanjilG_26965	53.0612	44.3182
Os08g0130100	TanjilG_28758	51.7007	44.186
Os08g0130300	TanjilG_14390	24.3609	31.3953
Os08g0130400	TanjilG_14397	50.8834	25.6684
Os08g0130500	TanjilG_19775	22.884	39.0374
Os08g0130500	TanjilG_28413	69.906	77.972
Os08g0130600	TanjilG_14141	56.6303	60.5
Os08g0130900	TanjilG_16513	62.2465	58.7629
Os08g0131000	TanjilG_31904	42.5816	47.2817
Os08g0131100	TanjilG_22703	74.0952	74.6641
Os08g0135100	TanjilG_24854	62.5714	71.5686
Os08g0135300	TanjilG_14211	25.1799	4.61133
Os08g0135400	TanjilG_12225	43.3915	56.129
Os08g0135500	TanjilG_15308	41.4062	46.087
Os08g0135800	TanjilG_20555	19.1023	18.7308
Os08g0135800	TanjilG_31866	17.8497	20.1651
Os08g0137200	TanjilG_16226	73.5892	75.2887
Os08g0138500	TanjilG_06299	48.2213	48.8
Os08g0138500	TanjilG_11653	49.0119	50.2024
Os08g0138500	TanjilG_19662	50.5929	47.5836
Os08g0138500	TanjilG_26455	39.1304	48.5294
Os08g0138600	TanjilG_15693	38.8406	48.3755
Os08g0138700	TanjilG_11650	64.2857	66.5871
Os08g0139000	TanjilG_01114	61.7021	60
Os08g0139700	TanjilG_11649	35.8382	37.7282
Os08g0139700	TanjilG_17566	36.8015	34.1071
Os08g0141300	TanjilG_00441	66.9528	61.9048
Os08g0141300	TanjilG_21667	68.6695	60.1504
Os08g0141400	TanjilG_13063	60.2241	37.1972
Os08g0143400	TanjilG_21733	46.9201	49.1758
Os08g0143400	TanjilG_21736	50.1966	52.1798
Os08g0143500	TanjilG_11737	56.867	60.9195
Os08g0143600	TanjilG_25850	42.1933	43.1559
Os08g0150800	TanjilG_11514	67.2589	36.8567
Os08g0151300	TanjilG_18001	41.5042	47.4522
Os08g0151600	TanjilG_13694	16.9355	67.7419
Os08g0151700	TanjilG_00153	13.3106	17.8899
Os08g0151700	TanjilG_11597	30.5461	30.9689
Os08g0151700	TanjilG_13689	30.5461	31.1304
Os08g0152500	TanjilG_03572	36.9403	38.2239
Os08g0152500	TanjilG_10653	37.6866	38.6973
Os08g0152800	TanjilG_18231	27.7778	45.4545
Os08g0152800	TanjilG_18232	27.5	74.4361
Os08g0152900	TanjilG_20963	35.9206	18.6504
Os08g0153600	TanjilG_21084	32.987	54.9784
Os08g0153900	TanjilG_12829	44.2029	49.1936
Os08g0154000	TanjilG_24855	56.6225	55.1613
Os08g0154225	TanjilG_22943	67.395	35.424
Os08g0154250	TanjilG_19362	60.1667	61.3946
Os08g0154250	TanjilG_25752	56.3333	60.0355
Os08g0154600	TanjilG_15759	56.1135	58.4091
Os08g0154600	TanjilG_16372	51.9651	63.6364
Os08g0154700	TanjilG_11482	93.5484	93.5484
Os08g0154900	TanjilG_19364	55.9066	53.4121
Os08g0155400	TanjilG_19365	37.1429	65.8784
Os08g0155400	TanjilG_19366	30.0952	53.1987
Os08g0155400	TanjilG_25834	63.619	57.2899
Os08g0156600	TanjilG_16371	64.5291	62.1622
Os08g0156700	TanjilG_10040	60.0823	58.1673
Os08g0156700	TanjilG_21714	59.6708	60.166
Os08g0156700	TanjilG_23722	54.321	53.012
Os08g0156700	TanjilG_25835	56.3786	61.991
Os08g0156800	TanjilG_13844	54.2373	67.3684
Os08g0156900	TanjilG_17999	49.6104	64.7458
Os08g0157000	TanjilG_13699	44.6701	79.638
Os08g0157000	TanjilG_13774	76.9036	81.4516
Os08g0157100	TanjilG_00448	58.7583	38.7427
Os08g0157500	TanjilG_10764	59.5109	60
Os08g0157600	TanjilG_08511	29.0681	29.8571
Os08g0157600	TanjilG_29255	29.7636	31.0595
Os08g0157700	TanjilG_08514	33.101	22.0418
Os08g0157700	TanjilG_20914	35.8885	23.356
Os08g0157700	TanjilG_29257	32.0557	20.6278
Os08g0157900	TanjilG_10759	18.2442	23.2925
Os08g0157900	TanjilG_12822	18.107	21.7105
Os08g0158900	TanjilG_16606	49.676	52.3918
Os08g0159100	TanjilG_02958	49.6403	49.6403
Os08g0159500	TanjilG_02949	61.9565	83.8235
Os08g0159500	TanjilG_14278	65.7609	85.2113
Os08g0159500	TanjilG_25888	63.587	80.6897
Os08g0159900	TanjilG_22943	63.3937	58.7456
Os08g0161700	TanjilG_16381	52.9915	58.4906
Os08g0162033	TanjilG_18676	67.8218	68.5
Os08g0162400	TanjilG_03831	15.6044	17.1498
Os08g0162500	TanjilG_16521	34.1176	34.3195
Os08g0162600	TanjilG_22941	65	71.0084
Os08g0163500	TanjilG_14258	50.3417	50.9217
Os08g0167249	TanjilG_06974	37.1429	57.0175
Os08g0167249	TanjilG_07863	37.1429	32.3383
Os08g0167249	TanjilG_16287	27.4286	25.5319
Os08g0167400	TanjilG_02541	19.554	17.4579
Os08g0167400	TanjilG_02543	19.0395	19.5079
Os08g0167400	TanjilG_08412	24.0137	26.5655
Os08g0167800	TanjilG_11649	36.9627	26.1663
Os08g0167800	TanjilG_17566	34.384	21.4286
Os08g0168000	TanjilG_11649	29.8969	35.2941
Os08g0168000	TanjilG_17566	32.4742	33.75
Os08g0168400	TanjilG_11649	35.5828	23.5294
Os08g0168400	TanjilG_17566	35.5828	20.7143
Os08g0168700	TanjilG_02805	42.2764	32.636
Os08g0168700	TanjilG_28488	40.1084	30.5785
Os08g0169300	TanjilG_02547	36.7041	27.762
Os08g0169300	TanjilG_05544	37.0787	27.809
Os08g0169300	TanjilG_05548	38.9513	28.8889
Os08g0169300	TanjilG_10939	35.5805	26.9122
Os08g0169300	TanjilG_27421	38.9513	28.9694
Os08g0169600	TanjilG_19756	44.2308	20.2643
Os08g0170900	TanjilG_08322	71.9562	71.7599
Os08g0170900	TanjilG_13948	65.6635	71.2166
Os08g0170900	TanjilG_14294	65.6635	71.2166
Os08g0171333	TanjilG_08319	22.4684	17.402
Os08g0171333	TanjilG_15700	20.2532	18.0282
Os08g0171600	TanjilG_07848	67.7489	25.2827
Os08g0171800	TanjilG_09539	35.873	44.4882
Os08g0174900	TanjilG_21711	57.0093	59.0799
Os08g0175200	TanjilG_25057	44.9198	44.9198
Os08g0175200	TanjilG_31991	45.9893	47.0803
Os08g0176800	TanjilG_02177	81.5789	80.1724
Os08g0176800	TanjilG_08340	82.1637	80.9798
Os08g0176900	TanjilG_04954	32.6478	35.8757
Os08g0176900	TanjilG_14115	36.7609	40.1685
Os08g0176900	TanjilG_16215	41.6452	44.6281
Os08g0177300	TanjilG_08435	35.1867	22.3737
Os08g0177300	TanjilG_12780	34.3129	21.9847
Os08g0177500	TanjilG_11726	13.8173	17.9878
Os08g0177500	TanjilG_15321	14.7541	27.0386
Os08g0177700	TanjilG_10955	67.5926	92.4051
Os08g0177700	TanjilG_21042	81.4815	46.0733
Os08g0177800	TanjilG_31238	40.7407	39.6122
Os08g0178100	TanjilG_27366	71.3	70.2463
Os08g0178200	TanjilG_00442	62.8131	62.8131
Os08g0178200	TanjilG_06759	55.2987	56.1644
Os08g0178200	TanjilG_21666	61.2717	61.2717
Os08g0178200	TanjilG_31965	55.106	56.8588
Os08g0178500	TanjilG_03638	35.5556	35.9551
Os08g0178500	TanjilG_03639	38.8889	37.6344
Os08g0178500	TanjilG_07189	42.2222	43.1818
Os08g0178500	TanjilG_11730	42.2222	43.1818
Os08g0178500	TanjilG_11731	42.2222	43.1818
Os08g0178500	TanjilG_11742	41.1111	42.0455
Os08g0178500	TanjilG_11743	43.3333	22.6744
Os08g0178500	TanjilG_11744	44.4444	44.9438
Os08g0178700	TanjilG_21745	65.5378	69.1176
Os08g0178800	TanjilG_03635	24.1993	34.1709
Os08g0178800	TanjilG_06525	20.2847	37.013
Os08g0178800	TanjilG_15318	21.7082	29.3269
Os08g0178800	TanjilG_21747	20.9964	37.5796
Os08g0178800	TanjilG_27374	23.1317	37.7907
Os08g0179400	TanjilG_11645	19.2308	14.1921
Os08g0179400	TanjilG_13052	17.7515	12.8755
Os08g0179400	TanjilG_13053	5.91716	8.29876
Os08g0179400	TanjilG_21755	18.3432	13.449
Os08g0179900	TanjilG_01116	27	26.129
Os08g0180000	TanjilG_01115	72.0867	71.6981
Os08g0180100	TanjilG_07201	71.5847	16.4849
Os08g0180300	TanjilG_11530	48.5437	52.9101
Os08g0183900	TanjilG_02194	37.8601	26.9006
Os08g0187900	TanjilG_31209	46.7354	45.1827
Os08g0188000	TanjilG_07776	60.9418	59.6206
Os08g0188900	TanjilG_14287	62.5571	61.7117
Os08g0189100	TanjilG_14287	67.4208	67.1171
Os08g0189200	TanjilG_14287	60.4444	61.2613
Os08g0189300	TanjilG_14287	59.8214	60.3604
Os08g0189400	TanjilG_14287	65.1786	65.7658
Os08g0189500	TanjilG_14287	65.3333	66.2162
Os08g0189600	TanjilG_14287	64.8889	65.7658
Os08g0189700	TanjilG_14287	66.9643	67.5676
Os08g0189850	TanjilG_14287	67.4107	68.018
Os08g0189900	TanjilG_14287	66.0714	66.6667
Os08g0190100	TanjilG_14287	65.1786	65.7658
Os08g0190200	TanjilG_00602	56.3348	62.0948
Os08g0190200	TanjilG_06816	17.6471	56.9343
Os08g0190200	TanjilG_06817	33.2579	55.6818
Os08g0190200	TanjilG_10932	40.4977	60.0671
Os08g0190700	TanjilG_00599	22.597	26.1719
Os08g0190700	TanjilG_06812	26.6442	25.817
Os08g0190800	TanjilG_19554	91.6667	91.6667
Os08g0191000	TanjilG_13669	69.011	69.6231
Os08g0191200	TanjilG_06337	66.0342	67.052
Os08g0191300	TanjilG_25391	19.0661	15.3125
Os08g0191300	TanjilG_25392	21.4008	17.3502
Os08g0191700	TanjilG_00589	72.2603	66.7721
Os08g0191700	TanjilG_06805	71.9178	62.6866
Os08g0191700	TanjilG_23749	64.726	67.2598
Os08g0191700	TanjilG_27316	64.726	67.2598
Os08g0191800	TanjilG_11514	55.1821	27.3992
Os08g0192200	TanjilG_13042	36.8421	11.6667
Os08g0192400	TanjilG_01186	62.0499	60.5405
Os08g0192800	TanjilG_13033	34.0956	28.9242
Os08g0192900	TanjilG_16412	43.1818	36.756
Os08g0193200	TanjilG_25391	27.8261	10
Os08g0193200	TanjilG_25392	31.3043	11.3565
Os08g0193300	TanjilG_25391	25.5255	26.5625
Os08g0193300	TanjilG_25392	26.1261	27.4448
Os08g0193500	TanjilG_25391	26.0274	17.8125
Os08g0193500	TanjilG_25392	26.0274	17.9811
Os08g0193900	TanjilG_25391	27.2727	33.75
Os08g0193900	TanjilG_25392	27.7778	34.7003
Os08g0194000	TanjilG_25391	0.529101	0.625
Os08g0194000	TanjilG_25392	0.529101	0.630915
Os08g0194350	TanjilG_25391	26.3158	21.875
Os08g0194350	TanjilG_25392	29.3233	24.6057
Os08g0195000	TanjilG_25391	18.4	14.375
Os08g0195000	TanjilG_25392	19.2	15.142
Os08g0195800	TanjilG_25391	10.1156	10.9375
Os08g0195800	TanjilG_25392	10.4046	11.3565
Os08g0195900	TanjilG_25391	17.8808	16.875
Os08g0195900	TanjilG_25392	18.543	17.6656
Os08g0196200	TanjilG_25391	30.6569	26.25
Os08g0196200	TanjilG_25392	31.3869	27.1293
Os08g0196700	TanjilG_14398	39.3782	40.8602
Os08g0198700	TanjilG_24856	71.4286	13.4771
Os08g0200300	TanjilG_24380	63.0769	58.156
Os08g0200500	TanjilG_15180	56.6396	51.3514
Os08g0200500	TanjilG_18679	37.1274	48.5816
Os08g0200500	TanjilG_24841	58.5366	56.25
Os08g0200600	TanjilG_24838	47.099	45.098
Os08g0202300	TanjilG_06579	52.2388	12.6202
Os08g0203400	TanjilG_06579	55.4688	22.7564
Os08g0203600	TanjilG_06579	56.0241	14.9038
Os08g0203700	TanjilG_06579	55.914	22.9167
Os08g0204632	TanjilG_14649	34.1772	57.4468
Os08g0205200	TanjilG_16358	67.2269	42.2164
Os08g0205300	TanjilG_01189	40.051	37.1158
Os08g0205400	TanjilG_17640	70.3704	75
Os08g0206500	TanjilG_12204	30.1418	17.6715
Os08g0206600	TanjilG_18609	71.5474	71.1921
Os08g0207000	TanjilG_10799	78.1818	16.6667
Os08g0207000	TanjilG_18768	76.3636	26.4151
Os08g0207000	TanjilG_18769	76.3636	26.25
Os08g0207500	TanjilG_12213	49.2424	54.3175
Os08g0207500	TanjilG_13149	38.3838	50.4983
Os08g0207600	TanjilG_15228	51.9451	59.4241
Os08g0220600	TanjilG_14943	38.8889	41.6667
Os08g0220600	TanjilG_28462	35.5556	40.3604
Os08g0223700	TanjilG_29766	52.2346	15.5574
Os08g0223766	TanjilG_29766	50.1071	19.4676
Os08g0223833	TanjilG_29766	60.4743	25.4576
Os08g0223900	TanjilG_15757	51.3376	53.3069
Os08g0223900	TanjilG_26482	51.7197	53.562
Os08g0224000	TanjilG_10532	32.5444	31.25
Os08g0224200	TanjilG_25108	42.3263	42.0546
Os08g0224700	TanjilG_21939	76.7984	75.3479
Os08g0224700	TanjilG_31556	75.9878	74.6269
Os08g0224800	TanjilG_11351	62.3256	64.7343
Os08g0225000	TanjilG_14744	30.5556	78.5714
Os08g0225100	TanjilG_24465	65.1163	46.6667
Os08g0225400	TanjilG_19342	52.0581	56.2827
Os08g0230000	TanjilG_16171	25.2747	27.8788
Os08g0230100	TanjilG_24138	49.3507	7.96646
Os08g0230200	TanjilG_24138	74.1201	75.0524
Os08g0230500	TanjilG_13129	50.7547	52.8487
Os08g0231400	TanjilG_14287	63.8393	64.4144
Os08g0234000	TanjilG_16164	77.1429	50.6702
Os08g0236700	TanjilG_07563	41.6256	55.7756
Os08g0237000	TanjilG_14257	18.6207	43.9024
Os08g0240600	TanjilG_06713	50.3067	55.7823
Os08g0240600	TanjilG_14584	50.3067	55.7823
Os08g0240800	TanjilG_07755	69.1099	67.6923
Os08g0241800	TanjilG_02179	71.6129	18.1077
Os08g0241800	TanjilG_06962	67.0968	21.9641
Os08g0241800	TanjilG_10788	67.0968	21.9641
Os08g0241800	TanjilG_16283	71.9355	12.9126
Os08g0242400	TanjilG_20562	39.0845	43.0233
Os08g0242400	TanjilG_20563	30.9859	40.553
Os08g0242800	TanjilG_09962	34.7902	24.1505
Os08g0242800	TanjilG_10915	35.8392	36.2191
Os08g0242800	TanjilG_31220	34.965	37.1058
Os08g0243100	TanjilG_11618	43.7107	46.6443
Os08g0243866	TanjilG_15063	50.774	36.1233
Os08g0245200	TanjilG_26758	51.773	54.2751
Os08g0246400	TanjilG_13995	43.3071	45.082
Os08g0248100	TanjilG_11049	39.2681	38.8834
Os08g0248100	TanjilG_12168	39.6637	37.1985
Os08g0248400	TanjilG_02145	22.9545	23.7089
Os08g0248400	TanjilG_11111	24.0909	20.1139
Os08g0248400	TanjilG_12167	23.1818	23.3945
Os08g0248400	TanjilG_14428	22.5	22.5513
Os08g0248400	TanjilG_21961	25.6818	19.8246
Os08g0248400	TanjilG_23034	24.3182	23.3115
Os08g0248400	TanjilG_23046	26.3636	23.34
Os08g0248400	TanjilG_23049	25.6818	23.7895
Os08g0248400	TanjilG_25699	24.7727	18.4746
Os08g0248400	TanjilG_25700	24.7727	18.4746
Os08g0248400	TanjilG_31373	24.3182	18.3849
Os08g0248700	TanjilG_02925	38.924	36.3905
Os08g0248700	TanjilG_25899	35.443	33.7349
Os08g0249200	TanjilG_14832	23.3503	42.5926
Os08g0249900	TanjilG_15241	46.4419	35.5301
Os08g0249900	TanjilG_15242	44.5693	34.6939
Os08g0249900	TanjilG_23105	43.4457	32.9545
Os08g0250700	TanjilG_19522	69.5238	68.5446
Os08g0254600	TanjilG_07926	48.9736	46.3889
Os08g0254600	TanjilG_29899	47.9472	45.0413
Os08g0261100	TanjilG_18336	57.7889	58.3756
Os08g0262500	TanjilG_16426	30	31.1377
Os08g0263000	TanjilG_16426	24.8	24.7505
Os08g0264700	TanjilG_16426	25.6757	15.1697
Os08g0266200	TanjilG_08439	53.6082	50.9804
Os08g0266700	TanjilG_10944	14.2857	19.2593
Os08g0266700	TanjilG_14158	24.7253	25.7143
Os08g0269000	TanjilG_06302	19.6552	13.7019
Os08g0269000	TanjilG_18800	24.1379	15.0538
Os08g0269000	TanjilG_26976	22.069	14.2539
Os08g0269000	TanjilG_27212	21.0345	12.7083
Os08g0276100	TanjilG_02168	59.7015	44.8
Os08g0276200	TanjilG_13718	13.6612	9.63391
Os08g0276400	TanjilG_13716	55.5018	53.7471
Os08g0277900	TanjilG_07739	72.4138	73.3624
Os08g0277900	TanjilG_18739	71.5517	71.5517
Os08g0277900	TanjilG_23769	71.5517	71.5517
Os08g0278600	TanjilG_08465	60.4167	61.0526
Os08g0278600	TanjilG_08468	59.375	60
Os08g0278900	TanjilG_07851	71.4286	54.386
Os08g0278966	TanjilG_32450	93.1034	93.1034
Os08g0280100	TanjilG_29944	54.5016	70.1863
Os08g0280600	TanjilG_13714	36.4286	18.0531
Os08g0280600	TanjilG_18787	33.9286	16.436
Os08g0282000	TanjilG_02958	59.507	60.7914
Os08g0282400	TanjilG_12142	52.9412	51.8644
Os08g0286100	TanjilG_11896	48.2599	53.0612
Os08g0286100	TanjilG_11897	48.2599	53.0612
Os08g0286100	TanjilG_16189	46.4037	51.2821
Os08g0289400	TanjilG_15063	35.2273	20.4846
Os08g0290000	TanjilG_03774	24.1935	36.4486
Os08g0290100	TanjilG_15742	36.9028	36.9028
Os08g0290700	TanjilG_02547	36.5333	38.8102
Os08g0290700	TanjilG_05544	33.6	35.3933
Os08g0290700	TanjilG_05548	37.3333	38.8889
Os08g0290700	TanjilG_10939	36.2667	38.5269
Os08g0290700	TanjilG_27421	37.6	39.2758
Os08g0292600	TanjilG_18778	50.1529	55.9727
Os08g0295100	TanjilG_06970	36.246	12.4583
Os08g0298700	TanjilG_16280	38.3064	48.2234
Os08g0299400	TanjilG_06981	71.5686	63.7555
Os08g0299400	TanjilG_14840	71.0784	64.4444
Os08g0300100	TanjilG_08184	21.7949	16.5584
Os08g0304900	TanjilG_16289	51.8337	55.4974
Os08g0307300	TanjilG_13916	67.7215	53.5
Os08g0308300	TanjilG_11449	42.0213	11.1898
Os08g0308300	TanjilG_14620	35.1064	11.7229
Os08g0308300	TanjilG_19391	47.8723	12.4138
Os08g0308300	TanjilG_20439	46.8085	12.1212
Os08g0308300	TanjilG_31218	4.25532	5.7554
Os08g0308300	TanjilG_31219	40.9574	13.8241
Os08g0309300	TanjilG_06199	59.7222	66.1538
Os08g0309300	TanjilG_25817	55.0926	60.101
Os08g0310100	TanjilG_12228	62.7119	66.0714
Os08g0313200	TanjilG_06194	57.8723	61.8182
Os08g0314800	TanjilG_05535	68.3333	69.1718
Os08g0314800	TanjilG_08223	66.5152	69.9045
Os08g0314800	TanjilG_13121	68.0303	69.7205
Os08g0314800	TanjilG_19307	70.1515	71.4506
Os08g0318500	TanjilG_19241	63.7996	63.3803
Os08g0319900	TanjilG_18364	60.7407	56.9444
Os08g0320000	TanjilG_11514	64.5714	15.7163
Os08g0320100	TanjilG_14725	52.8571	47.9275
Os08g0320300	TanjilG_03839	41.6667	22.3368
Os08g0321000	TanjilG_11634	44.0964	42.757
Os08g0323400	TanjilG_29283	47.9263	53.6082
Os08g0323600	TanjilG_32196	43.0415	50.4865
Os08g0324300	TanjilG_14671	13.3333	8.61244
Os08g0324300	TanjilG_24480	14.8148	6.47249
Os08g0325134	TanjilG_14671	12.0205	11.244
Os08g0325134	TanjilG_24480	13.555	8.57605
Os08g0326400	TanjilG_13590	86.4341	85.7692
Os08g0326400	TanjilG_16422	81.0078	86.3636
Os08g0326400	TanjilG_17569	87.2093	86.5385
Os08g0326600	TanjilG_24528	73.7132	74.8134
Os08g0326700	TanjilG_06456	48.6601	44.5736
Os08g0326700	TanjilG_17710	45.9803	41.6347
Os08g0326700	TanjilG_28880	50.7757	46.814
Os08g0327400	TanjilG_08332	68.2667	68.2667
Os08g0327400	TanjilG_16411	72.5333	69.5652
Os08g0328300	TanjilG_03829	52.6201	56.1772
Os08g0328300	TanjilG_18238	51.0917	50.7592
Os08g0328300	TanjilG_18615	41.2664	58.1538
Os08g0328300	TanjilG_29386	51.9651	56.1321
Os08g0332700	TanjilG_07553	52.2124	51.5734
Os08g0333100	TanjilG_13934	2.9106	12.069
Os08g0334300	TanjilG_08479	30.4183	30.4183
Os08g0334300	TanjilG_12761	31.5589	30.5147
Os08g0334300	TanjilG_15736	26.616	25.641
Os08g0335000	TanjilG_07594	85.5586	29.9904
Os08g0335000	TanjilG_07596	85.5586	29.9904
Os08g0335500	TanjilG_11236	27.6662	28.7781
Os08g0335500	TanjilG_15840	28.9026	29.4953
Os08g0335500	TanjilG_18335	28.7481	30.2439
Os08g0335500	TanjilG_22286	28.4389	29.9674
Os08g0335500	TanjilG_29227	28.1298	28.8889
Os08g0338200	TanjilG_09187	48.6755	50.1706
Os08g0338600	TanjilG_23960	6.69456	10.5263
Os08g0338900	TanjilG_08842	55.8499	57.1106
Os08g0339200	TanjilG_09917	67.7215	67.0846
Os08g0342300	TanjilG_25679	29.5717	42.994
Os08g0342300	TanjilG_25742	46.7875	58.9823
Os08g0342400	TanjilG_07820	69.924	71.3178
Os08g0343000	TanjilG_22986	24.7039	16.6287
Os08g0344700	TanjilG_26963	9.81132	10.2362
Os08g0345400	TanjilG_25096	37.8151	48.913
Os08g0345500	TanjilG_25695	72.6876	74.0444
Os08g0346400	TanjilG_11970	36.9919	34.2105
Os08g0347500	TanjilG_11927	39.934	56.8075
Os08g0357000	TanjilG_08188	51.3846	51.5432
Os08g0357000	TanjilG_31018	48	48.4472
Os08g0357300	TanjilG_05112	30.9735	21.7391
Os08g0357300	TanjilG_05368	30.9735	22.8758
Os08g0357300	TanjilG_24230	24.7788	17.7215
Os08g0357300	TanjilG_30533	27.4336	19.8718
Os08g0357300	TanjilG_31020	23.8938	17.3077
Os08g0358800	TanjilG_10744	35.5556	34.0426
Os08g0359000	TanjilG_32432	60.1476	59.058
Os08g0359500	TanjilG_14524	55.8685	53.3632
Os08g0359500	TanjilG_25403	57.277	51.2605
Os08g0359600	TanjilG_23794	64.486	68.3168
Os08g0360100	TanjilG_08835	42.3448	22.9963
Os08g0360300	TanjilG_22287	36.9615	36.5471
Os08g0361000	TanjilG_13924	32.6425	8.07692
Os08g0361000	TanjilG_14155	32.6425	8.34437
Os08g0361000	TanjilG_23148	30.0518	5.64752
Os08g0363800	TanjilG_31135	54.3478	30.1205
Os08g0366000	TanjilG_15178	86.2033	85.9359
Os08g0366000	TanjilG_22696	86.5145	86.2461
Os08g0366100	TanjilG_03682	81.6901	81.6901
Os08g0366200	TanjilG_24026	27.7778	25.4777
Os08g0368000	TanjilG_07623	55.4348	20.1183
Os08g0368000	TanjilG_14331	56.5217	20.5128
Os08g0369000	TanjilG_11422	76.3848	50
Os08g0369400	TanjilG_25130	19.403	39.3939
Os08g0369400	TanjilG_25131	13.9303	22.5806
Os08g0369700	TanjilG_31135	56.0241	56.0241
Os08g0374100	TanjilG_07659	58.1897	73.7705
Os08g0374200	TanjilG_20882	31.9277	28.9617
Os08g0374400	TanjilG_07902	40.3599	47.7204
Os08g0374400	TanjilG_13972	17.2236	36.2162
Os08g0374800	TanjilG_17992	64.4608	75.1429
Os08g0374800	TanjilG_22924	63.7255	74.2857
Os08g0374900	TanjilG_28493	30.0429	51.8519
Os08g0375500	TanjilG_20433	40.8284	41.3174
Os08g0375500	TanjilG_20434	31.9527	37.7622
Os08g0375500	TanjilG_23897	42.0118	42.515
Os08g0375500	TanjilG_23898	42.0118	42.515
Os08g0375700	TanjilG_20433	40.2367	40.7186
Os08g0375700	TanjilG_20434	31.3609	37.0629
Os08g0375700	TanjilG_23897	41.4201	41.9162
Os08g0375700	TanjilG_23898	41.4201	41.9162
Os08g0376300	TanjilG_05546	50.87	27.0109
Os08g0376300	TanjilG_27420	50.5629	49.499
Os08g0376700	TanjilG_10744	44.6281	38.2979
Os08g0377200	TanjilG_10744	45.4545	39.0071
Os08g0377400	TanjilG_25164	50	51.8116
Os08g0378300	TanjilG_14383	48.0826	26.5472
Os08g0378800	TanjilG_10720	30.2128	27.0992
Os08g0378900	TanjilG_14303	50.2645	51.9126
Os08g0378900	TanjilG_19221	47.619	47.1204
Os08g0379300	TanjilG_14163	2.86678	11.8056
Os08g0379300	TanjilG_14164	15.8516	29.9363
Os08g0379300	TanjilG_14165	25.6324	61.2903
