Gene stable ID	Glycine max gene stable ID	%id. target Glycine max gene identical to query gene	%id. query gene identical to target Glycine max gene
Os09g0461900	GLYMA_02G134000	41.433	39.9399
Os09g0461900	GLYMA_07G211100	41.433	41.8239
Os09g0461900	GLYMA_07G211200	35.8255	35.3846
Os09g0462100	GLYMA_02G133800	38.4211	37.1501
Os09g0462100	GLYMA_02G133900	29.2105	40.6593
Os09g0462100	GLYMA_02G134000	37.8947	43.2432
Os09g0462100	GLYMA_07G211100	35.2632	42.1384
Os09g0462100	GLYMA_07G211200	32.8947	38.4615
Os09g0462200	GLYMA_02G133800	41.369	35.369
Os09g0462200	GLYMA_02G133900	34.2262	42.1245
Os09g0462200	GLYMA_02G134000	44.9405	45.3453
Os09g0462200	GLYMA_07G211100	42.2619	44.6541
Os09g0462200	GLYMA_07G211200	37.2024	38.4615
Os09g0462400	GLYMA_14G081200	61.9883	51.9608
Os09g0462400	GLYMA_14G081500	62.2807	52.2059
Os09g0462400	GLYMA_17G244100	57.3099	51.9894
Os09g0462400	GLYMA_17G244200	60.8187	50.9804
Os09g0462700	GLYMA_04G037100	55.5556	59.9022
Os09g0462700	GLYMA_06G037600	53.9683	57.9075
Os09g0462700	GLYMA_14G080600	56.0091	58.1176
Os09g0462700	GLYMA_17G244800	56.4626	60.2906
Os09g0462875	GLYMA_13G028500	49.4413	36.1224
Os09g0462875	GLYMA_13G028800	42.4581	28.5714
Os09g0462875	GLYMA_13G029200	47.7654	35.041
Os09g0462875	GLYMA_14G080500	48.0447	34.5382
Os09g0462875	GLYMA_17G244900	47.486	34.0681
Os09g0462875	GLYMA_20G056200	47.7654	35.4037
Os09g0463300	GLYMA_01G184600	44.4816	44.7811
Os09g0463300	GLYMA_04G036900	41.6388	42.4191
Os09g0463300	GLYMA_05G090400	47.3244	46.3934
Os09g0463300	GLYMA_06G037100	41.806	44.405
Os09g0463300	GLYMA_11G057600	42.1405	39.375
Os09g0463300	GLYMA_14G080400	43.1438	47.5138
Os09g0463300	GLYMA_17G176400	47.8261	46.9622
Os09g0463300	GLYMA_17G245000	43.1438	47.6015
Os09g0463600	GLYMA_04G036800	61.4754	64.6552
Os09g0463600	GLYMA_06G036900	56.9672	60.1732
Os09g0463700	GLYMA_07G181500	27.6882	21.8684
Os09g0463700	GLYMA_08G068300	26.6129	21.7582
Os09g0463700	GLYMA_13G257100	26.3441	19.6393
Os09g0463700	GLYMA_15G057800	27.6882	20.7243
Os09g0464000	GLYMA_02G213700	44.4444	42.6332
Os09g0464000	GLYMA_13G257200	50.6536	51.495
Os09g0464000	GLYMA_14G181400	28.4314	39.726
Os09g0464000	GLYMA_15G057700	50.6536	51.3245
Os09g0464300	GLYMA_02G213500	33.5329	41.3284
Os09g0464300	GLYMA_04G091600	34.4311	41.0714
Os09g0464300	GLYMA_06G093400	35.0299	41.1972
Os09g0464300	GLYMA_14G181200	30.8383	40.2344
Os09g0464400	GLYMA_01G023900	33.2974	33.3333
Os09g0464400	GLYMA_02G040900	32.7586	32.4094
Os09g0464400	GLYMA_02G213400	35.0216	31.3707
Os09g0464400	GLYMA_04G091700	36.0991	29.4376
Os09g0464400	GLYMA_06G093500	29.3103	30.6306
Os09g0464400	GLYMA_14G181100	35.2371	31.2919
Os09g0465400	GLYMA_01G024000	53.1328	66.877
Os09g0465400	GLYMA_02G040700	53.6341	67.5079
Os09g0465400	GLYMA_04G092100	50.8772	67.6667
Os09g0465400	GLYMA_06G093900	24.3108	71.3235
Os09g0465400	GLYMA_08G280300	52.1303	66.242
Os09g0465500	GLYMA_04G092300	38.1323	43.3628
Os09g0465500	GLYMA_06G094100	38.5214	43.2314
Os09g0465500	GLYMA_12G143500	16.3424	40.3846
Os09g0465600	GLYMA_02G212600	75.84	77.3246
Os09g0465600	GLYMA_04G092400	77.12	74.3827
Os09g0465600	GLYMA_06G093100	36.32	71.6088
Os09g0465600	GLYMA_06G094300	76.16	77.3984
Os09g0465600	GLYMA_14G180500	28.96	86.6029
Os09g0465800	GLYMA_01G024600	32.0442	29.4416
Os09g0465800	GLYMA_02G040600	33.1492	30
Os09g0466100	GLYMA_01G024700	45.7865	45.1524
Os09g0466100	GLYMA_02G040500	32.3034	47.3251
Os09g0466100	GLYMA_02G212400	47.4719	47.3389
Os09g0466100	GLYMA_04G092800	44.6629	45.1705
Os09g0466100	GLYMA_06G094600	45.2247	45.7386
Os09g0466100	GLYMA_08G280600	43.8202	45.0867
Os09g0466100	GLYMA_14G180300	48.8764	49.0141
Os09g0466100	GLYMA_18G145600	45.2247	44.9721
Os09g0466400	GLYMA_01G025000	52.3298	57.4803
Os09g0466400	GLYMA_02G040100	51.2545	48.4746
Os09g0466400	GLYMA_02G180800	37.6344	41.0156
Os09g0466400	GLYMA_02G180900	35.1254	39.6761
Os09g0466400	GLYMA_08G280900	40.1434	57.4359
Os09g0466400	GLYMA_08G281000	39.4265	55.5556
Os09g0466400	GLYMA_08G281100	39.7849	56.0606
Os09g0466400	GLYMA_08G281200	44.086	47.1264
Os09g0466400	GLYMA_18G145400	51.6129	57.6
Os09g0466400	GLYMA_20G070300	33.6918	45.8537
Os09g0466400	GLYMA_20G075300	37.9928	41.4062
Os09g0466400	GLYMA_20G075400	36.9176	40.0778
Os09g0466400	GLYMA_20G075600	36.9176	40.3922
Os09g0466400	GLYMA_20G075800	35.1254	46.2264
Os09g0466800	GLYMA_07G180800	38.0313	41.0628
Os09g0466800	GLYMA_08G069900	43.4004	40.7563
Os09g0466900	GLYMA_02G211400	53.2009	54.2793
Os09g0466900	GLYMA_04G097100	57.8366	56.1028
Os09g0466900	GLYMA_06G098900	56.9536	55.2463
Os09g0466900	GLYMA_14G179000	53.4216	54.1387
Os09g0467100	GLYMA_02G211300	64.268	63.9506
Os09g0467100	GLYMA_14G178900	65.0124	63.9024
Os09g0467300	GLYMA_02G211000	45.3846	51.4535
Os09g0467300	GLYMA_04G097500	46.9231	51.2605
Os09g0467300	GLYMA_06G099400	45.1282	51.0145
Os09g0467400	GLYMA_02G211000	48.7535	51.1628
Os09g0467400	GLYMA_04G097500	53.4626	54.0616
Os09g0467400	GLYMA_06G099400	50.6925	53.0435
Os09g0468000	GLYMA_01G025200	58.7137	57.6375
Os09g0468000	GLYMA_04G097700	48.9627	45.0382
Os09g0468000	GLYMA_04G097900	54.9793	52.6839
Os09g0468150	GLYMA_02G225100	12.012	22.2222
Os09g0468150	GLYMA_04G098000	23.1231	22.5806
Os09g0468150	GLYMA_05G175100	27.9279	29.1536
Os09g0468150	GLYMA_06G099700	22.5225	21.7391
Os09g0468150	GLYMA_08G132400	25.8258	27.3885
Os09g0468150	GLYMA_11G242900	28.8288	30.5732
Os09g0468150	GLYMA_14G178700	23.1231	22.1902
Os09g0468150	GLYMA_18G014200	27.3273	28.4375
Os09g0468300	GLYMA_02G210600	29.4574	29.5337
Os09g0468300	GLYMA_02G210700	34.6253	35.8289
Os09g0468300	GLYMA_03G239900	36.4341	38.5246
Os09g0468300	GLYMA_04G098100	31.7829	36.1765
Os09g0468300	GLYMA_06G099800	31.0078	35.9281
Os09g0468300	GLYMA_10G156500	40.5685	43.7326
Os09g0468300	GLYMA_14G178200	28.4238	28.0612
Os09g0468300	GLYMA_14G178400	34.8837	35.6201
Os09g0468300	GLYMA_19G236800	37.7261	38.9333
Os09g0468300	GLYMA_20G231900	38.7597	44.6429
Os09g0468600	GLYMA_07G033200	27.1605	9.86547
Os09g0468600	GLYMA_08G209000	27.1605	9.88764
Os09g0468600	GLYMA_13G362200	30.8642	11.9332
Os09g0468600	GLYMA_15G011600	4.93827	5.83942
Os09g0468800	GLYMA_13G332800	8.95141	19.337
Os09g0469300	GLYMA_02G209500	40.1316	29.902
Os09g0469300	GLYMA_06G100300	40.1316	36.3095
Os09g0469300	GLYMA_14G177600	41.4474	30.7317
Os09g0469400	GLYMA_04G098900	69.3215	30.0128
Os09g0469400	GLYMA_04G140700	2.65487	10.2273
Os09g0469400	GLYMA_06G100600	69.6165	30.5699
Os09g0469900	GLYMA_04G099000	83.4532	75.3247
Os09g0469900	GLYMA_06G100700	82.494	67.451
Os09g0469950	GLYMA_08G177400	55.3191	28.0072
Os09g0469950	GLYMA_13G086700	3.5461	4.08163
Os09g0469950	GLYMA_15G055600	58.156	29.1815
Os09g0470000	GLYMA_08G177400	78.2178	14.1831
Os09g0470000	GLYMA_13G086700	40.5941	16.7347
Os09g0470000	GLYMA_15G055600	79.2079	14.2349
Os09g0470500	GLYMA_05G1756002	43.3213	39.0879
Os09g0470500	GLYMA_08G132800	45.1264	40.0641
Os09g0470500	GLYMA_11G242200	45.4874	40.1274
Os09g0470500	GLYMA_18G014900	44.7653	38.5093
Os09g0470900	GLYMA_05G175900	50.7563	50
Os09g0470900	GLYMA_08G133400	50.4202	49.6689
Os09g0471000	GLYMA_02G208600	45.5056	32.1429
Os09g0471000	GLYMA_14G176800	44.9438	33.3333
Os09g0471100	GLYMA_09G002500	60.2778	63.4503
Os09g0471100	GLYMA_12G241800	59.7222	63.4218
Os09g0471200	GLYMA_04G244000	25.578	32.5967
Os09g0471200	GLYMA_04G244100	37.8613	35.0736
Os09g0471200	GLYMA_06G119200	37.4277	34.4415
Os09g0471200	GLYMA_06G119300	40.3179	37.0518
Os09g0471200	GLYMA_13G035700	38.5838	34.8564
Os09g0471200	GLYMA_13G035800	39.8844	37.1467
Os09g0471200	GLYMA_13G035900	39.8844	37.3478
Os09g0471200	GLYMA_14G157600	40.1734	37.1162
Os09g0471200	GLYMA_14G157700	40.1734	37.2155
Os09g0471200	GLYMA_14G157800	30.3468	38.674
Os09g0471200	GLYMA_14G157900	31.0694	37.1972
Os09g0471200	GLYMA_14G158200	39.3064	35.4167
Os09g0471200	GLYMA_14G158300	39.8844	37.551
Os09g0471200	GLYMA_14G158600	40.1734	37.3154
Os09g0471400	GLYMA_04G244000	23.0964	16.7587
Os09g0471400	GLYMA_04G244100	47.7157	25.1673
Os09g0471400	GLYMA_06G119200	48.2234	25.266
Os09g0471400	GLYMA_06G119300	49.7462	26.0292
Os09g0471400	GLYMA_13G035700	50.5076	25.9791
Os09g0471400	GLYMA_13G035800	51.269	27.1871
Os09g0471400	GLYMA_13G035900	50.2538	26.793
Os09g0471400	GLYMA_14G157600	50.2538	26.4352
Os09g0471400	GLYMA_14G157700	49.7462	26.2383
Os09g0471400	GLYMA_14G157800	48.4772	35.175
Os09g0471400	GLYMA_14G157900	48.731	33.218
Os09g0471400	GLYMA_14G158200	50.2538	25.7812
Os09g0471400	GLYMA_14G158300	49.2386	26.3946
Os09g0471400	GLYMA_14G158600	51.269	27.1141
Os09g0471600	GLYMA_04G244000	24.7978	16.9429
Os09g0471600	GLYMA_04G244100	27.7628	13.7885
Os09g0471600	GLYMA_06G119200	27.4933	13.5638
Os09g0471600	GLYMA_06G119300	27.7628	13.6786
Os09g0471600	GLYMA_13G035700	26.9542	13.0548
Os09g0471600	GLYMA_13G035800	28.0323	13.9973
Os09g0471600	GLYMA_13G035900	25.6065	12.8552
Os09g0471600	GLYMA_14G157600	28.0323	13.8852
Os09g0471600	GLYMA_14G157700	28.3019	14.0562
Os09g0471600	GLYMA_14G157800	11.8598	8.10313
Os09g0471600	GLYMA_14G157900	10.5121	6.74741
Os09g0471600	GLYMA_14G158200	29.3801	14.1927
Os09g0471600	GLYMA_14G158300	25.876	13.0612
Os09g0471600	GLYMA_14G158600	28.0323	13.9597
Os09g0471900	GLYMA_05G1762001	24.6591	44.7423
Os09g0471900	GLYMA_05G1762002	24.6591	68.239
Os09g0471900	GLYMA_08G133700	51.8182	55.6098
Os09g0471900	GLYMA_11G241400	50.5682	54.5343
Os09g0471900	GLYMA_18G015600	20.9091	44.7689
Os09g0473300	GLYMA_04G101200	9.2437	5.09849
Os09g0473300	GLYMA_06G102900	10.5042	5.74053
Os09g0473300	GLYMA_08G178400	13.2353	7.73956
Os09g0473300	GLYMA_15G054200	2.73109	2.93454
Os09g0473350	GLYMA_04G101200	33.0769	9.96524
Os09g0473350	GLYMA_06G102900	32.3077	9.64409
Os09g0473350	GLYMA_08G178400	39.2308	12.5307
Os09g0473350	GLYMA_15G054200	39.2308	23.0248
Os09g0473400	GLYMA_04G100900	51.1278	51.2563
Os09g0473400	GLYMA_06G102600	51.1278	51.3854
Os09g0474000	GLYMA_04G158300	17.341	17.9641
Os09g0474000	GLYMA_05G017400	24.8555	20.0935
Os09g0474000	GLYMA_17G082600	10.9827	18.2692
Os09g0474051	GLYMA_12G184200	34.5299	46.4368
Os09g0474300	GLYMA_01G068000	72.7829	60.0252
Os09g0474300	GLYMA_02G124500	73.7003	60.7053
Os09g0474800	GLYMA_01G067000	59.0909	61.0329
Os09g0474800	GLYMA_02G123700	58.3333	59.8756
Os09g0474800	GLYMA_08G253000	56.0606	57.9937
Os09g0474800	GLYMA_18G275600	55.4545	57.3668
Os09g0475400	GLYMA_01G066600	22.4206	33.631
Os09g0475400	GLYMA_02G123400	23.6111	35.4167
Os09g0475400	GLYMA_05G017800	30.5556	28.1022
Os09g0475400	GLYMA_06G206300	9.52381	43.6364
Os09g0475400	GLYMA_08G252800	21.4286	31.8584
Os09g0475400	GLYMA_17G082100	31.746	28.2686
Os09g0475400	GLYMA_18G275400	21.2302	31.4706
Os09g0475500	GLYMA_12G159000	47.0046	28.6517
Os09g0475700	GLYMA_01G065500	26.109	49.2823
Os09g0475700	GLYMA_01G065600	25.0951	58.4071
Os09g0475700	GLYMA_02G123100	53.7389	53.4005
Os09g0475800	GLYMA_07G012100	26.9565	29.3839
Os09g0475800	GLYMA_08G195300	26.5217	28.6385
Os09g0475800	GLYMA_13G352000	27.3913	29.717
Os09g0475800	GLYMA_15G022800	27.8261	30.3318
Os09g0476000	GLYMA_04G159100	29.0566	27.7978
Os09g0476000	GLYMA_05G018200	32.8302	26.6055
Os09g0476000	GLYMA_17G081700	33.5849	27.2171
Os09g0476100	GLYMA_02G193600	14.9007	33.4572
Os09g0476100	GLYMA_08G3294001	9.76821	38.5621
Os09g0476100	GLYMA_08G3294002	42.053	52.588
Os09g0476100	GLYMA_08G329500	50	43.5786
Os09g0476100	GLYMA_18G077300	50.6623	43.8395
Os09g0476100	GLYMA_18G077400	50	43.3908
Os09g0477700	GLYMA_10G277500	3.8942	15.8209
Os09g0477700	GLYMA_20G112200	14.7686	12.0866
Os09g0477900	GLYMA_02G301000	57.3684	61.236
Os09g0478000	GLYMA_02G301200	52.0408	9.60452
Os09g0478000	GLYMA_02G301300	0	0
Os09g0478000	GLYMA_08G330600	51.0204	6.77507
Os09g0478000	GLYMA_08G330700	52.0408	6.92935
Os09g0478000	GLYMA_14G012800	53.0612	7.06522
Os09g0478000	GLYMA_14G012900	44.898	6.04396
Os09g0478100	GLYMA_02G301200	36.3636	50.4708
Os09g0478100	GLYMA_02G301300	6.51289	33.8028
Os09g0478100	GLYMA_08G330600	50.882	50.813
Os09g0478100	GLYMA_08G330700	51.8317	51.9022
Os09g0478100	GLYMA_14G012800	49.6608	49.7283
Os09g0478100	GLYMA_14G012900	47.4898	48.0769
Os09g0478300	GLYMA_02G301200	36.6826	43.3145
Os09g0478300	GLYMA_02G301300	7.97448	35.2113
Os09g0478300	GLYMA_08G330600	53.9075	45.7995
Os09g0478300	GLYMA_08G330700	55.0239	46.875
Os09g0478300	GLYMA_14G012800	51.9936	44.2935
Os09g0478300	GLYMA_14G012900	50.5582	43.544
Os09g0478400	GLYMA_07G223300	50.2793	53.8922
Os09g0478400	GLYMA_20G022600	23.4637	31.8182
Os09g0478500	GLYMA_09G015400	70.4974	67.5987
Os09g0478500	GLYMA_15G121200	67.41	66.4975
Os09g0478600	GLYMA_02G223600	35.4545	25.1613
Os09g0478600	GLYMA_08G233400	28.1818	25.6198
Os09g0478600	GLYMA_11G243400	31.8182	24.8227
Os09g0478600	GLYMA_13G009100	37.2727	26.9737
Os09g0478600	GLYMA_14G190300	35.4545	25.3247
Os09g0478600	GLYMA_18G013800	34.5455	28.3582
Os09g0479300	GLYMA_02G294300	21.9149	47.2477
Os09g0479300	GLYMA_07G0981002	7.87234	42.5287
Os09g0479300	GLYMA_09G016200	21.4894	42.0833
Os09g0479300	GLYMA_15G121900	13.1915	35.8382
Os09g0479300	GLYMA_18G073100	28.7234	23.4375
Os09g0479300	GLYMA_19G034300	16.1702	47.5
Os09g0479400	GLYMA_02G294300	16.8696	44.4954
Os09g0479400	GLYMA_07G0981002	5.73913	37.931
Os09g0479400	GLYMA_09G016200	17.2174	41.25
Os09g0479400	GLYMA_15G121900	11.3043	37.5723
Os09g0479400	GLYMA_18G073100	22.4348	22.3958
Os09g0479400	GLYMA_19G034300	13.2174	47.5
Os09g0479600	GLYMA_04G125000	10.9264	25.1366
Os09g0479600	GLYMA_04G125300	20.19	13.0568
Os09g0479600	GLYMA_08G328800	26.8409	12.203
Os09g0479600	GLYMA_18G078000	26.3658	15.5462
Os09g0479600	GLYMA_18G093300	26.3658	12.2788
Os09g0479600	GLYMA_18G093900	25.6532	11.7519
Os09g0479800	GLYMA_07G269500	62.5806	63.3987
Os09g0479900	GLYMA_05G152200	57.5155	59.8965
Os09g0479900	GLYMA_07G269700	51.5528	53.6869
Os09g0479900	GLYMA_08G109000	57.2671	59.6378
Os09g0479900	GLYMA_09G243700	47.0807	48.1576
Os09g0479900	GLYMA_14G047800	46.9565	48.0305
Os09g0479900	GLYMA_14G048000	48.5714	49.9361
Os09g0479900	GLYMA_14G048200	48.9441	50.3193
Os09g0479900	GLYMA_17G130000	49.441	51.5544
Os09g0479900	GLYMA_18G249800	45.4658	45.4658
Os09g0479900	GLYMA_18G2501001	33.7888	45.6376
Os09g0479900	GLYMA_18G250700	34.0373	45.3642
Os09g0480100	GLYMA_02G303200	38.4615	37.3134
Os09g0480100	GLYMA_14G010700	40	41.2698
Os09g0480400	GLYMA_07G269900	49.3635	52.5602
Os09g0480400	GLYMA_09G017000	49.2221	52.968
Os09g0480400	GLYMA_15G122600	49.505	53.2724
Os09g0480400	GLYMA_17G003900	49.7878	53.2526
Os09g0480700	GLYMA_03G239400	60.119	42.616
Os09g0480700	GLYMA_10G155900	58.9286	37.5
Os09g0480700	GLYMA_19G236400	60.119	39.1473
Os09g0480700	GLYMA_20G232400	58.9286	37.6426
Os09g0481200	GLYMA_04G112800	55.8282	55.8282
Os09g0481200	GLYMA_06G321900	54.6012	54.2683
Os09g0481300	GLYMA_04G113700	19.9241	17.9487
Os09g0481300	GLYMA_06G321400	20.4934	18.3986
Os09g0481400	GLYMA_01G187700	51.938	54.0323
Os09g0481400	GLYMA_02G103500	50	39.6923
Os09g0481400	GLYMA_07G214700	50	52.2267
Os09g0481400	GLYMA_11G054500	51.938	53.8153
Os09g0481400	GLYMA_17G171100	51.1628	53.6585
Os09g0481600	GLYMA_04G114100	28.8014	21.6689
Os09g0481600	GLYMA_04G114200	22.3614	72.2543
Os09g0481600	GLYMA_06G321200	58.1395	32.7952
Os09g0481650	GLYMA_10G073000	31.25	22.4719
Os09g0481650	GLYMA_10G2520001	26.0417	17.4216
Os09g0481650	GLYMA_10G2520002	18.75	18
Os09g0481650	GLYMA_10G252100	25.5208	13.1367
Os09g0481650	GLYMA_12G195400	20.3125	19.5
Os09g0481650	GLYMA_13G153900	32.8125	24.1379
Os09g0481650	GLYMA_13G180300	30.2083	10.2837
Os09g0481650	GLYMA_13G307100	27.0833	20.8835
Os09g0481700	GLYMA_04G115500	31.5956	26.2812
Os09g0481700	GLYMA_06G320700	32.0695	26.1598
Os09g0481800	GLYMA_03G200700	50	47.8261
Os09g0481800	GLYMA_19G198300	46.7532	45.5696
Os09g0482000	GLYMA_17G087200	27.7778	35.1438
Os09g0482200	GLYMA_02G256500	32.1649	33.7662
Os09g0482200	GLYMA_02G264300	31.134	36.9193
Os09g0482200	GLYMA_02G264400	35.8763	37.744
Os09g0482200	GLYMA_08G321100	42.6804	42.418
Os09g0482200	GLYMA_08G321200	40.8247	40.8247
Os09g0482200	GLYMA_08G321400	40.6186	40.8714
Os09g0482200	GLYMA_08G321500	26.3918	41.1576
Os09g0482200	GLYMA_18G090900	42.8866	42.449
Os09g0482400	GLYMA_02G302500	92.5608	92.1652
Os09g0482400	GLYMA_08G332900	92.7039	92.7039
Os09g0482400	GLYMA_14G011600	92.5608	92.4286
Os09g0482400	GLYMA_18G074100	92.7039	92.3077
Os09g0482400	GLYMA_20G037900	12.7325	80.1802
Os09g0482500	GLYMA_02G256500	32.1649	33.7662
Os09g0482500	GLYMA_02G264300	31.134	36.9193
Os09g0482500	GLYMA_02G264400	35.8763	37.744
Os09g0482500	GLYMA_08G321100	42.6804	42.418
Os09g0482500	GLYMA_08G321200	40.8247	40.8247
Os09g0482500	GLYMA_08G321400	40.6186	40.8714
Os09g0482500	GLYMA_08G321500	26.3918	41.1576
Os09g0482500	GLYMA_18G090900	42.8866	42.449
Os09g0482600	GLYMA_02G302500	92.5608	92.1652
Os09g0482600	GLYMA_08G332900	92.7039	92.7039
Os09g0482600	GLYMA_14G011600	92.5608	92.4286
Os09g0482600	GLYMA_18G074100	92.7039	92.3077
Os09g0482600	GLYMA_20G037900	12.7325	80.1802
Os09g0482620	GLYMA_07G270400	56.2738	28.0835
Os09g0482620	GLYMA_09G018200	58.1749	28.6517
Os09g0482620	GLYMA_15G124100	58.1749	28.6517
Os09g0482640	GLYMA_09G014900	38.8764	29.1737
Os09g0482640	GLYMA_09G027500	38.2022	23.5457
Os09g0482640	GLYMA_09G027600	39.1011	23.6735
Os09g0482640	GLYMA_09G027700	39.3258	24.6827
Os09g0482640	GLYMA_09G027800	27.191	21.8412
Os09g0482640	GLYMA_09G027900	40.2247	24.124
Os09g0482640	GLYMA_09G253200	39.3258	26.2763
Os09g0482640	GLYMA_15G133400	30.1124	20.8723
Os09g0482640	GLYMA_18G239600	39.5506	26.3868
Os09g0482640	GLYMA_18G239700	34.6067	26.7826
Os09g0482660	GLYMA_04G022200	33.0784	38.8764
Os09g0482660	GLYMA_04G022300	56.5966	38.4416
Os09g0482660	GLYMA_04G022400	36.1377	47.9695
Os09g0482660	GLYMA_04G022500	54.1109	36.801
Os09g0482660	GLYMA_06G022500	53.3461	36.423
Os09g0482660	GLYMA_06G022600	51.2428	34.8052
Os09g0482680	GLYMA_02G266200	59.4521	61.2994
Os09g0482680	GLYMA_14G051300	58.9041	60.9065
Os09g0482720	GLYMA_02G266100	10.6557	37.4101
Os09g0482720	GLYMA_02G295500	44.0574	44.7917
Os09g0482720	GLYMA_08G322400	25.2049	45.7249
Os09g0482720	GLYMA_14G017900	44.6721	44.3992
Os09g0482720	GLYMA_14G051400	46.1066	45.9184
Os09g0482720	GLYMA_18G089700	43.4426	43.002
Os09g0482780	GLYMA_02G307700	50	46.875
Os09g0482780	GLYMA_14G005300	50.4167	47.2656
Os09g0482800	GLYMA_02G092300	58.3942	58.3942
Os09g0482800	GLYMA_02G265900	54.7445	54.3478
Os09g0482800	GLYMA_14G051800	56.2044	55.7971
Os09g0482800	GLYMA_18G290300	58.3942	58.3942
Os09g0482800	GLYMA_18G290400	57.6642	57.6642
Os09g0482840	GLYMA_02G092300	59.1241	59.1241
Os09g0482840	GLYMA_02G265900	54.7445	54.3478
Os09g0482840	GLYMA_14G051800	56.2044	55.7971
Os09g0482840	GLYMA_18G290300	59.1241	59.1241
Os09g0482840	GLYMA_18G290400	57.6642	57.6642
Os09g0482860	GLYMA_06G320800	28.7823	16.2162
Os09g0482860	GLYMA_09G127200	25.4613	14.7436
Os09g0482860	GLYMA_09G127300	19.5572	11.6998
Os09g0482860	GLYMA_09G127700	25.8303	14.7992
Os09g0482860	GLYMA_09G128300	23.9852	14.4124
Os09g0482860	GLYMA_09G128400	26.9373	15.1139
Os09g0482860	GLYMA_16G175200	23.2472	13.3758
Os09g0482860	GLYMA_16G175300	24.7232	14.5652
Os09g0482860	GLYMA_16G175400	25.0923	14.3763
Os09g0482860	GLYMA_16G175500	24.3542	13.9241
Os09g0482860	GLYMA_16G175600	24.7232	14.135
Os09g0482860	GLYMA_16G175900	25.0923	14.3763
Os09g0482860	GLYMA_16G176000	27.3063	15.2893
Os09g0482900	GLYMA_06G320800	35.8491	35.5509
Os09g0482900	GLYMA_09G127200	33.3333	33.9744
Os09g0482900	GLYMA_09G127300	29.5597	31.1258
Os09g0482900	GLYMA_09G127700	32.7044	32.981
Os09g0482900	GLYMA_09G128300	34.5912	36.5854
Os09g0482900	GLYMA_09G128400	37.3166	36.853
Os09g0482900	GLYMA_16G175200	32.4948	32.9087
Os09g0482900	GLYMA_16G175300	33.1237	34.3478
Os09g0482900	GLYMA_16G175400	33.3333	33.6152
Os09g0482900	GLYMA_16G175500	32.2851	32.4895
Os09g0482900	GLYMA_16G175600	32.7044	32.9114
Os09g0482900	GLYMA_16G175900	32.914	33.1924
Os09g0482900	GLYMA_16G176000	37.5262	36.9835
Os09g0483100	GLYMA_02G092300	58.6957	59.1241
Os09g0483100	GLYMA_02G265900	54.3478	54.3478
Os09g0483100	GLYMA_14G051800	55.7971	55.7971
Os09g0483100	GLYMA_18G290300	59.4203	59.854
Os09g0483100	GLYMA_18G290400	57.971	58.3942
Os09g0483300	GLYMA_02G092300	57.1429	58.3942
Os09g0483300	GLYMA_02G265900	53.5714	54.3478
Os09g0483300	GLYMA_14G051800	55	55.7971
Os09g0483300	GLYMA_18G290300	57.1429	58.3942
Os09g0483300	GLYMA_18G290400	56.4286	57.6642
Os09g0483500	GLYMA_02G092300	62.0438	62.0438
Os09g0483500	GLYMA_02G265900	57.6642	57.2464
Os09g0483500	GLYMA_14G051800	59.1241	58.6957
Os09g0483500	GLYMA_18G290300	62.7737	62.7737
Os09g0483500	GLYMA_18G290400	61.3139	61.3139
Os09g0483600	GLYMA_01G155100	15.8774	44.8819
Os09g0483600	GLYMA_11G089600	54.8747	56.447
Os09g0484300	GLYMA_07G265600	38.706	39.331
Os09g0484300	GLYMA_07G265700	31.5551	37.2654
Os09g0484300	GLYMA_17G008400	38.252	38.8697
Os09g0484800	GLYMA_02G296500	69.0236	68.1063
Os09g0484800	GLYMA_08G324700	65.6566	65.4362
Os09g0484800	GLYMA_14G017000	69.697	68.7708
Os09g0484800	GLYMA_18G085300	46.4646	60.7929
Os09g0484900	GLYMA_07G265900	24.1252	51.9841
Os09g0484900	GLYMA_09G010700	55.9853	56.7164
Os09g0484900	GLYMA_09G010800	19.5212	47.9638
Os09g0484900	GLYMA_15G115200	55.6169	56.3433
Os09g0484900	GLYMA_19G206400	13.4438	32.7354
Os09g0485201	GLYMA_13G088500	54.321	55.6962
Os09g0485201	GLYMA_18G155300	75.3086	75.3086
Os09g0485500	GLYMA_11G132600	36.7089	17.0088
Os09g0485500	GLYMA_12G057000	37.9747	17.5953
Os09g0485500	GLYMA_13G340800	34.8101	15.7143
Os09g0485500	GLYMA_15G033600	35.443	16.2319
Os09g0485600	GLYMA_11G132600	74.6753	33.7243
Os09g0485600	GLYMA_12G057000	74.6753	33.7243
Os09g0485600	GLYMA_13G340800	75.3247	33.1429
Os09g0485600	GLYMA_15G033600	75.3247	33.6232
Os09g0485800	GLYMA_12G238000	44.9438	54.7945
Os09g0485900	GLYMA_04G226500	67.8947	68.984
Os09g0485900	GLYMA_04G226900	81.5789	80.7292
Os09g0485900	GLYMA_06G138400	81.0526	80.2083
Os09g0485900	GLYMA_06G138600	81.0526	80.2083
Os09g0485900	GLYMA_06G138700	81.0526	80.2083
Os09g0485900	GLYMA_11G205700	27.8947	56.9892
Os09g0486000	GLYMA_15G033100	48.1081	48.1081
Os09g0486500	GLYMA_08G153200	50	50
Os09g0486500	GLYMA_12G238400	38.4146	46.6667
Os09g0486500	GLYMA_13G204100	40.8537	48.9051
Os09g0486500	GLYMA_15G272300	48.7805	49.6894
