Gene stable ID	Oryza glumaepatula gene stable ID	%id. target Oryza glumaepatula gene identical to query gene	%id. query gene identical to target Oryza glumaepatula gene
Os09g0104700	OGLUM09G00260	93.7908	97.1783
Os09g0106700	OGLUM09G00340	99.373	99.6855
Os09g0107400	OGLUM09G00350	92.5234	92.5234
Os09g0107600	OGLUM02G00270	75.2809	8.63402
Os09g0108400	OGLUM09G00650	85.5072	81.7175
Os09g0109500	OGLUM09G00730	73.6842	98.913
Os09g0109600	OGLUM09G00740	100	100
Os09g0109800	OGLUM09G00750	99.8224	98.7698
Os09g0110100	OGLUM09G00770	58.4383	98.9339
Os09g0110200	OGLUM09G00780	99.4962	99.4962
Os09g0110300	OGLUM09G00790	70.7865	87.0968
Os09g0110400	OGLUM09G00800	99.0909	94.2363
Os09g0111100	OGLUM09G00840	98.9011	99.1736
Os09g0111800	OGLUM09G00880	92.5234	92.9577
Os09g0112400	OGLUM09G00920	100	100
Os09g0114500	OGLUM09G00990	100	91.1894
Os09g0114700	OGLUM09G01000	79.4521	36.5931
Os09g0115400	OGLUM09G01040	99.8489	99.8489
Os09g0115500	OGLUM09G01050	100	100
Os09g0115600	OGLUM09G01060	99.7573	99.7573
Os09g0115900	OGLUM09G01080	20	46.3415
Os09g0116000	OGLUM09G01090	95.1351	98.8764
Os09g0116050	OGLUM09G01100	98.419	98.419
Os09g0116400	OGLUM09G01110	97.51	99.7961
Os09g0116800	OGLUM09G01140	97.1429	98.0769
Os09g0116900	OGLUM09G01170	98.9474	98.9474
Os09g0119100	OGLUM09G01210	99.6283	99.6283
Os09g0119600	OGLUM09G01230	77.5794	98.7374
Os09g0120033	OGLUM05G13220	69.6552	66.4474
Os09g0120100	OGLUM09G01260	77.9956	100
Os09g0120800	OGLUM09G01280	95	50.4425
Os09g0121000	OGLUM09G01310	97.479	11.4061
Os09g0121050	OGLUM09G01310	95.3069	51.9174
Os09g0122000	OGLUM09G01340	98.0769	98.0769
Os09g0122500	OGLUM11G11260	60.241	32.0513
Os09g0123100	OGLUM09G01390	99.7582	99.7582
Os09g0123200	OGLUM09G01400	97.561	92.9032
Os09g0123300	OGLUM09G01410	99.6198	99.6198
Os09g0124100	OGLUM09G01480	95.941	69.1489
Os09g0124200	OGLUM11G13610	18.3099	6.10329
Os09g0124300	OGLUM09G01490	47.7011	48.538
Os09g0124800	OGLUM09G01530	97.9499	97.9499
Os09g0125400	OGLUM09G01550	100	100
Os09g0125900	OGLUM09G01590	66.8571	66.3516
Os09g0126600	OGLUM09G01610	99.187	99.187
Os09g0127300	OGLUM09G01620	99.1354	99.1354
Os09g0127700	OGLUM09G01640	99.1736	99.1736
Os09g0127800	OGLUM09G01660	97.1264	91.8478
Os09g0128400	OGLUM09G01680	98.19	40.9434
Os09g0128600	OGLUM09G01690	60.0973	49.7984
Os09g0129600	OGLUM09G01760	92.9936	46.3492
Os09g0129800	OGLUM09G01760	87.013	42.5397
Os09g0130700	OGLUM09G01800	84.1689	97.5535
Os09g0130800	OGLUM09G01810	85.6269	80.7692
Os09g0131200	OGLUM09G01840	89.3617	91.3043
Os09g0132200	OGLUM09G01870	98.5755	98.5755
Os09g0132600	OGLUM09G01880	98.7437	98.7437
Os09g0132900	OGLUM09G01900	99.7159	99.7159
Os09g0133000	OGLUM09G01910	100	100
Os09g0133200	OGLUM09G01920	99.2095	99.2095
Os09g0133600	OGLUM09G01950	99.6865	99.6865
Os09g0133700	OGLUM09G01960	100	100
Os09g0133800	OGLUM09G01970	99.3949	99.3949
Os09g0134400	OGLUM09G01990	91.9231	81.2925
Os09g0134500	OGLUM09G02000	94.8141	94.907
Os09g0135100	OGLUM09G02040	59.4059	68.9655
Os09g0135400	OGLUM09G02050	93.3842	93.0292
Os09g0135800	OGLUM09G02080	99.4854	99.4854
Os09g0135850	OGLUM09G02070	99.2771	99.2771
Os09g0237600	OGLUM09G02120	100	85.8513
Os09g0238700	OGLUM09G02140	65.1376	38.172
Os09g0240200	OGLUM09G02150	39.1045	94.9275
Os09g0240500	OGLUM09G02160	86.2119	93.9873
Os09g0241100	OGLUM09G02200	99.4305	77.6
Os09g0241550	OGLUM09G02220	76.9939	67.655
Os09g0242000	OGLUM09G02240	93.3333	17.2414
Os09g0242300	OGLUM09G02260	95.1883	94.3983
Os09g0242800	OGLUM09G02290	98.773	98.773
Os09g0243000	OGLUM09G02300	80.2632	44.2029
Os09g0243200	OGLUM07G10000	99.3548	99.3548
Os09g0244400	OGLUM09G02360	55.3097	97.6562
Os09g0245500	OGLUM09G02390	93.6842	83.1776
Os09g0246200	OGLUM09G02400	97.0557	92.9507
Os09g0246250	OGLUM12G01660	24.6377	11.7241
Os09g0246500	OGLUM09G02420	27.6243	45.8716
Os09g0246700	OGLUM09G02430	99.6885	83.5509
Os09g0247600	OGLUM09G02480	99.1573	99.1573
Os09g0247700	OGLUM09G02490	10.9375	0.1455
Os09g0248000	OGLUM09G02510	92.0139	64.951
Os09g0248100	OGLUM09G02520	99.2519	99.7494
Os09g0248200	OGLUM09G02530	99.0826	75.419
Os09g0248300	OGLUM09G02540	99.262	89.0728
Os09g0248900	OGLUM09G02620	43.4174	79.4872
Os09g0249000	OGLUM09G02550	100	87.3684
Os09g0249400	OGLUM09G02570	100	100
Os09g0249600	OGLUM09G02580	99.5833	57.7295
Os09g0249700	OGLUM09G02590	100	100
Os09g0249900	OGLUM09G02600	97.2603	97.2603
Os09g0250700	OGLUM09G02670	95.9497	98.4241
Os09g0250800	OGLUM09G02680	76.3513	96.7466
Os09g0251100	OGLUM09G02730	93.3237	98.7711
Os09g0251500	OGLUM09G02700	97.3774	84.3874
Os09g0251800	OGLUM09G02760	99.4152	99.4152
Os09g0252000	OGLUM09G02810	95.4545	98.7179
Os09g0252100	OGLUM09G02820	100	100
Os09g0252700	OGLUM09G02830	97.3771	32.0648
Os09g0253000	OGLUM09G02840	98.7805	98.7805
Os09g0254050	OGLUM09G03170	29.3194	38.3562
Os09g0255000	OGLUM09G02880	97.4832	97.9764
Os09g0255200	OGLUM09G02920	99.1667	99.1667
Os09g0255400	OGLUM09G02930	92.7273	93.7008
Os09g0255900	OGLUM09G02950	99.8208	99.8208
Os09g0256100	OGLUM09G02970	84.1549	80.4714
Os09g0256600	OGLUM09G03010	96.3964	40.3774
Os09g0256650	OGLUM09G03170	92.8571	62.3288
Os09g0256700	OGLUM09G03020	96.8421	100
Os09g0257000	OGLUM09G03030	95.3964	95.3964
Os09g0257900	OGLUM09G03060	91.9355	96.6102
Os09g0258000	OGLUM09G03070	99.1045	99.1045
Os09g0258500	OGLUM09G03090	99.6473	99.6473
Os09g0258600	OGLUM09G03100	92.3977	82.2917
Os09g0258700	OGLUM09G03120	77.027	33.6614
Os09g0259000	OGLUM09G03150	67.3684	98.4615
Os09g0259200	OGLUM09G02870	38.3333	57.0248
Os09g0259500	OGLUM09G03180	96.0106	96.5241
Os09g0260200	OGLUM09G03210	93.6759	31.1842
Os09g0261100	OGLUM09G03300	73.0392	63.8116
Os09g0261300	OGLUM09G03310	96.6997	96.6997
Os09g0261400	OGLUM09G03320	78.75	7.77778
Os09g0262000	OGLUM09G03330	87.7358	89.4231
Os09g0264051	OGLUM09G03420	92.3913	79.4393
Os09g0264400	OGLUM09G03440	94.7977	94.6154
Os09g0266000	OGLUM09G03470	62.5378	94.0909
Os09g0266100	OGLUM09G03480	53.0488	19.1209
Os09g0266400	OGLUM09G03500	97.5342	98.1618
Os09g0266600	OGLUM09G03510	99.7596	57.3997
Os09g0267300	OGLUM09G03540	83.7662	100
Os09g0267400	OGLUM09G03560	100	99.5261
Os09g0267500	OGLUM09G03570	96.77	79.0084
Os09g0267800	OGLUM09G03650	15.7385	24.6212
Os09g0268000	OGLUM09G03590	95.2096	98.6047
Os09g0268100	OGLUM11G12840	53.5124	58.5973
Os09g0268300	OGLUM09G03610	98.8258	98.8258
Os09g0268700	OGLUM09G03620	99.6403	99.6403
Os09g0270700	OGLUM09G03670	87.5758	73.6306
Os09g0270900	OGLUM09G03680	98.0874	98.8981
Os09g0271100	OGLUM09G03710	92.3077	80
Os09g0272000	OGLUM09G03890	97.6879	81.6425
Os09g0272300	OGLUM09G03920	96.5164	89.7143
Os09g0272401	OGLUM09G03930	96.7213	96.7213
Os09g0272500	OGLUM09G03940	83.1224	76.9531
Os09g0272600	OGLUM09G03950	95.5224	94.1176
Os09g0274800	OGLUM09G03990	92.4419	95.2096
Os09g0274900	OGLUM09G04000	95.5224	95.5224
Os09g0275200	OGLUM09G04010	98.75	98.75
Os09g0275300	OGLUM09G04020	67.1642	66.6667
Os09g0275400	OGLUM09G04050	99.6071	99.6071
Os09g0277800	OGLUM09G04090	91.1051	93.1129
Os09g0278000	OGLUM09G04100	58.3784	87.8049
Os09g0278300	OGLUM09G04120	95.9843	66.3221
Os09g0278700	OGLUM09G04130	97.4453	97.4453
Os09g0279000	OGLUM09G04150	79.0698	99.7555
Os09g0279100	OGLUM09G04160	92.2581	40.6828
Os09g0279200	OGLUM09G04180	76.9231	45.6853
Os09g0279300	OGLUM09G04190	98.6487	97.9866
Os09g0279400	OGLUM09G04200	80.7531	96.5
Os09g0279500	OGLUM09G04210	96.3265	92.9134
Os09g0279600	OGLUM09G04220	83.7644	89.6923
Os09g0280300	OGLUM09G04230	95.2646	95.7983
Os09g0280500	OGLUM09G04270	99.1435	97.4737
Os09g0280600	OGLUM09G04290	100	88.0851
Os09g0281300	OGLUM09G04340	99.4737	99.4737
Os09g0281600	OGLUM09G04350	71.0784	30.5907
Os09g0281800	OGLUM09G04370	97.5	97.5
Os09g0281900	OGLUM09G04380	99.7126	99.7126
Os09g0282100	OGLUM09G04400	99.3056	46.732
Os09g0282300	OGLUM09G04400	98.2558	55.2288
Os09g0282701	OGLUM09G04410	77.3333	34.7305
Os09g0283600	OGLUM09G04490	89.7281	81.1475
Os09g0284200	OGLUM09G04550	86.9707	94.6809
Os09g0284300	OGLUM09G04560	98.7097	96.2264
Os09g0284400	OGLUM09G04570	95.6954	95.6954
Os09g0284600	OGLUM09G04590	97.3684	47.4359
Os09g0284800	OGLUM09G04620	97.3451	97.3451
Os09g0285800	OGLUM09G04650	69.6629	95.3846
Os09g0286300	OGLUM09G04660	62.4454	84.3658
Os09g0286400	OGLUM09G04670	83.1776	64.3064
Os09g0286600	OGLUM09G04680	98.7069	97.4468
Os09g0287000	OGLUM09G04690	97.2	95.6693
Os09g0287300	OGLUM09G04700	90.873	91.6
Os09g0287500	OGLUM09G04710	99.4898	99.4898
Os09g0292900	OGLUM09G04940	97.7157	82.4411
Os09g0293400	OGLUM09G04960	100	100
Os09g0293500	OGLUM09G04970	99.4234	99.4234
Os09g0293900	OGLUM09G04990	92.9245	96.0976
Os09g0294000	OGLUM09G05000	98.7978	99.3407
Os09g0294300	OGLUM09G05010	97.2286	95.2489
Os09g0295000	OGLUM09G05050	32.9293	73.7557
Os09g0296400	OGLUM09G05080	88.4752	89.1071
Os09g0296500	OGLUM09G05090	98.4694	98.9744
Os09g0296700	OGLUM09G05100	82.7515	99.2611
Os09g0296800	OGLUM09G05110	98.4424	84.0426
Os09g0296900	OGLUM09G05120	73.7171	90.1991
Os09g0297000	OGLUM09G05130	99.5893	87.7034
Os09g0297100	OGLUM09G05140	100	100
Os09g0297300	OGLUM09G05150	98.088	97.7143
Os09g0297400	OGLUM09G05160	98.5294	99.2593
Os09g0297800	OGLUM09G05180	84.4828	84.4828
Os09g0297900	OGLUM09G05190	89.7321	98.5294
Os09g0298100	OGLUM09G05210	99.1936	89.9123
Os09g0298200	OGLUM09G05220	98.8	85.7639
Os09g0298400	OGLUM09G05240	90.9639	99.67
Os09g0298500	OGLUM09G05250	99.6241	99.6241
Os09g0298700	OGLUM09G05260	99.005	99.005
Os09g0299200	OGLUM09G05280	99.6528	99.6528
Os09g0299300	OGLUM09G05290	94.3396	30.303
Os09g0299400	OGLUM09G05300	99.5614	100
Os09g0299500	OGLUM09G05310	94.375	36.4734
Os09g0300800	OGLUM09G05330	98.2456	86.8217
Os09g0301800	OGLUM09G05370	90.4215	96.5235
Os09g0304400	OGLUM09G05420	100	28.1065
Os09g0304500	OGLUM09G05430	99.3927	99.3927
Os09g0305300	OGLUM09G05460	94.2184	92.6316
Os09g0306400	OGLUM09G05500	99.3464	99.3464
Os09g0306500	OGLUM09G05510	94.5946	20.9581
Os09g0306700	OGLUM09G05520	99.1686	98.0047
Os09g0306800	OGLUM09G05530	82.8383	68.5792
Os09g0307300	OGLUM09G05540	98.1707	98.1707
Os09g0307400	OGLUM09G05550	96.4467	98.7013
Os09g0307800	OGLUM09G05560	81.1765	79.3103
Os09g0308900	OGLUM09G05630	100	100
Os09g0309100	OGLUM09G05640	99.4513	99.5879
Os09g0309200	OGLUM09G05650	98.6239	98.6239
Os09g0309500	OGLUM09G05660	97.8166	97.8166
Os09g0309600	OGLUM09G05670	93.0818	94.2675
Os09g0309700	OGLUM09G05680	97.1698	97.1698
Os09g0310800	OGLUM12G10640	48.8889	66.6667
Os09g0311600	OGLUM09G05690	55.8022	53.7415
Os09g0313500	OGLUM09G05720	99.1781	99.2687
Os09g0314200	OGLUM09G05740	94.0719	65.2291
Os09g0314300	OGLUM09G05750	98.6842	99.734
Os09g0314333	OGLUM09G05760	99.7085	99.7085
Os09g0314400	OGLUM09G05770	93.3014	89.4495
Os09g0314500	OGLUM09G05780	99.7167	99.7167
Os09g0314800	OGLUM03G25200	68.3673	38.9535
Os09g0314900	OGLUM03G25210	91.4894	42.0195
Os09g0315050	OGLUM03G25230	99.3007	10.3574
Os09g0315700	OGLUM09G05800	99.3846	84.1146
Os09g0315800	OGLUM09G05810	99.7868	73.9336
Os09g0316000	OGLUM09G05830	89.5833	98.1735
Os09g0317700	OGLUM09G05870	71.1111	93.3687
Os09g0319800	OGLUM09G05910	94.4079	34.7037
Os09g0320400	OGLUM09G05980	92.7835	17.1429
Os09g0321200	OGLUM09G05990	90.3509	91.8004
Os09g0321900	OGLUM09G06010	100	100
Os09g0322000	OGLUM09G06020	95.283	97.6789
Os09g0322200	OGLUM09G06030	82.7586	46.0274
Os09g0322300	OGLUM05G14800	79.4872	54.386
Os09g0322600	OGLUM09G06060	63.6364	44.1176
Os09g0322800	OGLUM09G06050	95.9379	63.1786
Os09g0322900	OGLUM09G06070	62.4	46.4286
Os09g0323100	OGLUM09G06080	99.5169	57.3018
Os09g0323500	OGLUM09G06160	99.6241	99.6241
Os09g0323700	OGLUM09G06170	97.561	97.561
Os09g0324000	OGLUM09G06190	95.5696	95.5696
Os09g0324400	OGLUM09G06210	67.5991	22.3077
Os09g0325220	OGLUM09G16570	90.873	88.7597
Os09g0325700	OGLUM09G06240	98.0447	96.4286
Os09g0325800	OGLUM09G06250	10.2362	15.8537
Os09g0326100	OGLUM09G06280	99.4829	99.4829
Os09g0326800	OGLUM09G06310	97.1942	98.521
Os09g0326900	OGLUM09G06320	99.5556	99.7773
Os09g0327100	OGLUM09G06360	94.4444	71.5789
Os09g0327200	OGLUM09G06370	98.6755	99.0691
Os09g0327300	OGLUM09G06380	97.9747	97.9747
Os09g0327400	OGLUM09G06390	98.4326	99.0536
Os09g0327500	OGLUM09G06400	84.0476	94.385
Os09g0327550	OGLUM09G06410	98.4756	98.4756
Os09g0327575	OGLUM09G06420	97.3384	50
Os09g0327600	OGLUM09G06420	98.9035	44.043
Os09g0328066	OGLUM09G06440	95.7219	48.5533
Os09g0328600	OGLUM09G06450	91.8782	28.4144
Os09g0328800	OGLUM01G18860	68.75	26.1283
Os09g0328900	OGLUM01G18870	77.6119	82.2134
Os09g0329000	OGLUM09G06470	87.8261	95.8861
Os09g0330000	OGLUM09G06480	91.3655	45.5455
Os09g0331100	OGLUM01G36340	23.3108	25.0909
Os09g0331600	OGLUM09G06520	98.9766	97.4101
Os09g0331900	OGLUM09G06530	94.9721	94.9721
Os09g0332100	OGLUM09G06540	92.5	89.1566
Os09g0332300	OGLUM09G06550	85.8354	60.1357
Os09g0333500	OGLUM09G06620	99.4065	24.4526
Os09g0334050	OGLUM09G06580	38.5417	30.0813
Os09g0334500	OGLUM09G06630	98.338	98.8858
Os09g0334600	OGLUM09G06640	85.2273	78.125
Os09g0337300	OGLUM09G06750	99.1435	99.1435
Os09g0337500	OGLUM01G09960	74.4565	37.027
Os09g0337500	OGLUM09G06740	76.6304	33.9759
Os09g0338200	OGLUM09G06780	85.2792	85.4962
Os09g0338400	OGLUM09G06790	89.5197	73.3453
Os09g0338500	OGLUM09G06800	98.0687	100
Os09g0339000	OGLUM09G06810	83.3333	82.0611
Os09g0339300	OGLUM09G06820	97.028	72.8346
Os09g0339800	OGLUM09G06950	73.7123	65.9777
Os09g0341500	OGLUM09G06970	80.7771	83.1579
Os09g0341600	OGLUM09G06980	88.4368	88.6266
Os09g0342000	OGLUM09G06990	88	88.7892
Os09g0343200	OGLUM09G08310	46.1326	84.3434
Os09g0343200	OGLUM09G08390	74.3094	72.5067
Os09g0344400	OGLUM09G07010	54.4304	44.4062
Os09g0344500	OGLUM09G07040	94.2308	76.0532
Os09g0344700	OGLUM09G07050	98.9691	98.9691
Os09g0344800	OGLUM09G07070	98.9605	83.5088
Os09g0344900	OGLUM09G07090	94.7137	78.1818
Os09g0345000	OGLUM09G07100	69.8276	97.5904
Os09g0345400	OGLUM09G07120	51.1111	99.1379
Os09g0345500	OGLUM09G07130	94	94
Os09g0345700	OGLUM09G07150	100	81.4536
Os09g0346400	OGLUM09G07190	98.0861	97.7742
Os09g0346500	OGLUM09G07170	36.9811	100
Os09g0346500	OGLUM09G07200	46.4151	93.1818
Os09g0346600	OGLUM09G07210	98.374	98.6413
Os09g0346700	OGLUM09G07220	99.6954	99.6954
Os09g0346900	OGLUM09G07230	95.539	65.2284
Os09g0347300	OGLUM09G07250	82.2742	96.8504
Os09g0347500	OGLUM09G07380	74.5714	61.5566
Os09g0347750	OGLUM03G30570	58.8889	22.5532
Os09g0347900	OGLUM09G07280	45.1613	23.0453
Os09g0348600	OGLUM01G08630	21.2698	62.6168
Os09g0350900	OGLUM09G07440	95.5556	75.9717
Os09g0351700	OGLUM09G07450	88.7454	51.4989
Os09g0352400	OGLUM09G07470	89.7826	84.8049
Os09g0355400	OGLUM09G07580	61.851	64.8521
Os09g0356000	OGLUM09G07560	91.9674	94.1597
Os09g0358500	OGLUM04G19540	88.1188	65.4412
Os09g0359500	OGLUM09G07600	31.5493	32.2767
Os09g0359700	OGLUM09G07660	85.2535	69.5489
Os09g0359800	OGLUM09G07670	97.416	97.6684
Os09g0359900	OGLUM09G07680	95.8333	95.2229
Os09g0360400	OGLUM09G07690	80.102	100
Os09g0360500	OGLUM09G07700	98.5477	98.7526
Os09g0361100	OGLUM09G07730	99.7396	75.3937
Os09g0361200	OGLUM09G07750	81.5331	82.3944
Os09g0361300	OGLUM09G07760	94.0594	93.1373
Os09g0361500	OGLUM09G07770	67.1088	84.8993
Os09g0361700	OGLUM09G07790	55.0388	65.7407
Os09g0362800	OGLUM09G07800	100	22.714
Os09g0362900	OGLUM09G07810	99.24	76.1667
Os09g0363100	OGLUM09G07830	99.2608	99.6819
Os09g0363400	OGLUM09G07840	65.1226	32.2102
Os09g0363500	OGLUM09G07850	98.7041	98.7041
Os09g0363600	OGLUM09G07860	97.8495	68.7657
Os09g0363700	OGLUM09G07870	99.2308	99.2308
Os09g0363800	OGLUM09G07890	62.6398	68.7961
Os09g0363900	OGLUM09G07900	100	100
Os09g0364000	OGLUM09G07910	93.6378	91.84
Os09g0364100	OGLUM09G07930	99.6364	75.0685
Os09g0364400	OGLUM09G07950	99.2509	99.2509
Os09g0364500	OGLUM09G07960	98.0132	98.0132
Os09g0364800	OGLUM09G07970	87.5	61.25
Os09g0364900	OGLUM09G07980	87.3874	31.0897
Os09g0365000	OGLUM09G07990	61.7238	64.1618
Os09g0365300	OGLUM09G08000	81.7935	68.5649
Os09g0365900	OGLUM09G08030	98.6135	97.265
Os09g0366800	OGLUM09G08040	84.9265	84.6154
Os09g0367700	OGLUM09G08080	96.9957	99.1228
Os09g0367900	OGLUM09G08090	96.0227	59.507
Os09g0368500	OGLUM09G08100	89.2405	55.3665
Os09g0368900	OGLUM09G08140	94.7522	98.1873
Os09g0369050	OGLUM06G08250	13.5338	9.375
Os09g0369400	OGLUM09G08180	99.4667	99.2021
Os09g0369500	OGLUM09G08190	57.1788	65.043
Os09g0370000	OGLUM09G08210	96.5241	96.0106
Os09g0370200	OGLUM09G08220	99.6479	99.6479
Os09g0370300	OGLUM09G08230	88.1029	46.8376
Os09g0370500	OGLUM09G08320	77.6147	96.3554
Os09g0371000	OGLUM09G08360	98.4615	51.4056
Os09g0371300	OGLUM09G08400	66.7253	45.4982
Os09g0371700	OGLUM09G08450	99.061	32.1157
Os09g0371800	OGLUM09G08460	90.5229	55.4
Os09g0372400	OGLUM09G08490	79.6729	80.2353
Os09g0372800	OGLUM09G08540	99.1098	40.1442
Os09g0373000	OGLUM09G08550	93.4579	99.0099
Os09g0374900	OGLUM09G08600	95.5497	97.3333
Os09g0375000	OGLUM09G08610	99.1649	99.1649
Os09g0375300	OGLUM09G08630	98.427	98.2063
Os09g0375400	OGLUM09G08640	99.5763	99.5763
Os09g0375500	OGLUM09G08650	91.4729	99.1597
Os09g0375600	OGLUM09G08660	100	57.7778
Os09g0375900	OGLUM09G08670	87.1287	94.6237
Os09g0376000	OGLUM09G08680	95.6427	34.19
Os09g0376400	OGLUM09G08700	95.6522	95.6522
Os09g0376600	OGLUM09G08710	94.1776	94.7291
Os09g0376700	OGLUM09G08720	96.1735	99.2105
Os09g0376800	OGLUM09G08730	100	59.7914
Os09g0376900	OGLUM09G08740	99.3158	99.7709
Os09g0378300	OGLUM09G08820	98.9945	98.9945
Os09g0378700	OGLUM09G08830	52.9494	95.6853
Os09g0379400	OGLUM09G08870	70.9163	37.0062
Os09g0379600	OGLUM09G08880	71.4286	45.4545
Os09g0379900	OGLUM09G08890	99.5665	93.1081
Os09g0380000	OGLUM09G08900	85	18.6047
Os09g0380050	OGLUM09G08900	100	7.66074
Os09g0380200	OGLUM09G08920	99.2565	99.2565
Os09g0380300	OGLUM09G08940	74.6212	51.436
Os09g0381100	OGLUM09G09020	100	100
Os09g0381400	OGLUM09G09030	99.1713	99.1713
Os09g0381600	OGLUM09G09040	99.0385	99.5169
Os09g0382120	OGLUM09G09060	77.0026	12.7623
Os09g0382300	OGLUM09G09080	92.8571	91.3738
Os09g0382400	OGLUM09G09090	97.093	97.6608
Os09g0382500	OGLUM09G09100	98.8889	98.8889
Os09g0383000	OGLUM09G09120	82.9897	96.4072
Os09g0383400	OGLUM09G09150	94.1767	80.8621
Os09g0385300	OGLUM09G09190	73.2283	53.4483
Os09g0385700	OGLUM09G09210	63.2979	100
Os09g0385900	OGLUM07G25460	52.1277	44.9541
Os09g0386200	OGLUM09G09230	99.4516	99.4516
Os09g0386400	OGLUM09G09250	98.533	98.533
Os09g0386500	OGLUM09G09260	99.537	99.537
Os09g0386600	OGLUM09G09270	99.7783	56.391
Os09g0388400	OGLUM09G09420	21.4477	41.6667
Os09g0392000	OGLUM09G09300	93.5897	93.9338
Os09g0392100	OGLUM09G09310	98.3897	96.9841
Os09g0392700	OGLUM03G20550	71.8876	59.0759
Os09g0393200	OGLUM09G09380	92.5659	46.283
Os09g0393501	OGLUM09G09420	7.03125	4.6875
Os09g0393801	OGLUM09G09420	6.25	3.125
Os09g0394100	OGLUM09G09400	74.1245	75.7455
Os09g0394300	OGLUM09G09430	99.7732	67.9012
Os09g0394500	OGLUM09G09440	79.8903	100
Os09g0394600	OGLUM09G09450	83.7905	99.7033
Os09g0394700	OGLUM09G09460	90.932	99.7238
Os09g0394900	OGLUM09G09470	100	81.8182
Os09g0395300	OGLUM09G09500	84.8806	98.4615
Os09g0395600	OGLUM09G09510	86.6973	56.9277
Os09g0396300	OGLUM09G09520	98.6111	100
Os09g0396900	OGLUM09G09540	99.5935	99.5935
Os09g0397100	OGLUM09G09560	98.7805	85.2632
Os09g0397300	OGLUM09G09570	99.7691	97.6271
Os09g0397400	OGLUM09G09580	85.0602	74.3158
Os09g0397700	OGLUM09G09600	62.4161	83.0357
Os09g0397900	OGLUM09G09610	98.0322	90.5785
Os09g0399800	OGLUM09G09750	62.117	56.3131
Os09g0400000	OGLUM09G09770	65.5963	87.4618
Os09g0400400	OGLUM09G09820	85.6354	99.359
Os09g0400500	OGLUM09G09830	98.7654	98.3103
Os09g0400600	OGLUM09G09860	54.4643	66.3043
Os09g0400700	OGLUM09G09850	98.3871	62.2449
Os09g0400900	OGLUM09G09870	80.4878	28.4483
Os09g0401100	OGLUM09G09890	92.9062	96.8974
Os09g0401200	OGLUM09G09900	91.4209	38.3577
Os09g0401300	OGLUM09G09910	93.2692	93.2692
Os09g0401600	OGLUM09G09930	100	46.5587
Os09g0401900	OGLUM09G09950	70.8475	97.2093
Os09g0402100	OGLUM09G09960	99.061	89.0295
Os09g0402300	OGLUM09G09970	99.3651	19.0737
Os09g0403000	OGLUM09G10010	40.6504	68.0272
Os09g0403300	OGLUM09G10020	30.2083	96.6667
Os09g0404300	OGLUM10G05950	38.0597	76.1194
Os09g0404400	OGLUM10G05950	38.0597	76.1194
Os09g0404500	OGLUM10G05950	38.0597	76.1194
Os09g0404600	OGLUM10G05950	38.0597	76.1194
Os09g0404700	OGLUM10G05950	38.0597	76.1194
Os09g0404800	OGLUM10G05950	38.0597	76.1194
Os09g0405001	OGLUM10G05950	38.0597	76.1194
Os09g0405200	OGLUM10G05950	37.3134	74.6269
Os09g0405300	OGLUM10G05950	37.3134	74.6269
Os09g0405400	OGLUM10G05950	37.3134	74.6269
Os09g0405500	OGLUM10G05950	37.3134	74.6269
Os09g0405600	OGLUM10G05950	37.3134	74.6269
Os09g0405900	OGLUM10G05950	36.5672	73.1343
Os09g0406000	OGLUM10G05950	37.3134	74.6269
Os09g0406100	OGLUM10G05950	37.3134	74.6269
Os09g0406200	OGLUM10G05950	37.3134	74.6269
Os09g0406300	OGLUM10G05950	38.0597	76.1194
Os09g0406400	OGLUM10G05950	37.3134	74.6269
Os09g0406500	OGLUM10G05950	37.3134	74.6269
Os09g0407050	OGLUM09G10080	97.7011	89.4737
Os09g0407050	OGLUM09G10130	97.7011	89.4737
Os09g0407200	OGLUM09G10140	99.2347	90.2552
Os09g0407300	OGLUM09G10150	99.403	99.403
Os09g0407600	OGLUM09G10160	96.9058	54.5095
Os09g0407700	OGLUM09G10170	100	100
Os09g0407800	OGLUM09G10180	99.183	99.183
Os09g0407900	OGLUM09G10190	93.8628	94.0325
Os09g0407950	OGLUM09G10200	88.1168	55.205
Os09g0408000	OGLUM09G10200	100	30.6625
Os09g0408300	OGLUM07G04320	72.4138	35.3752
Os09g0408550	OGLUM09G10220	68.5393	17.1348
Os09g0408600	OGLUM09G10230	96.6068	98.7755
Os09g0408900	OGLUM09G10240	70	70.9251
Os09g0409000	OGLUM09G10250	97.619	97.619
Os09g0409100	OGLUM09G10260	99.1667	99.1667
Os09g0409950	OGLUM09G10280	85.0515	11.348
Os09g0410125	OGLUM09G10280	94.0994	20.8391
Os09g0410300	OGLUM09G10280	98.2143	15.1307
Os09g0410400	OGLUM09G10290	5.6	1.87166
Os09g0410500	OGLUM09G10300	85.9259	98.7234
Os09g0410700	OGLUM09G10310	98.0716	98.0716
Os09g0411500	OGLUM09G10340	5.35714	7.79221
Os09g0411600	OGLUM09G10330	98.5401	88.3797
Os09g0411650	OGLUM09G10350	80.404	98.5149
Os09g0411700	OGLUM09G10360	100	100
Os09g0411900	OGLUM09G10370	86.7257	33.5616
Os09g0412050	OGLUM09G10390	94.6429	97.546
Os09g0412200	OGLUM09G10400	97.2656	97.2656
Os09g0412350	OGLUM09G10410	48.1203	95.5224
