Gene stable ID	Hordeum vulgare gene stable ID	%id. target Hordeum vulgare gene identical to query gene	%id. query gene identical to target Hordeum vulgare gene
Os10g0437400	HORVU5Hr1G115670	29.1221	40.3561
Os10g0437400	HORVU6Hr1G075380	68.7366	53.7688
Os10g0437400	HORVU7Hr1G036100	67.2377	53.3107
Os10g0437500	HORVU5Hr1G047510	65.7459	62.963
Os10g0437600	HORVU1Hr1G035960	72.6302	67.746
Os10g0437900	HORVU1Hr1G035950	53.5519	41.3502
Os10g0438100	HORVU1Hr1G035930	67.7273	61.5702
Os10g0438600	HORVU1Hr1G036440	74.0223	71.2366
Os10g0438800	HORVU1Hr1G036510	54.1353	67.2897
Os10g0439600	HORVU1Hr1G036640	83.4808	47.7234
Os10g0442000	HORVU1Hr1G037000	75.6719	80.4511
Os10g0442100	HORVU1Hr1G036990	82.2368	74.184
Os10g0442400	HORVU1Hr1G012680	77.666	79.2608
Os10g0442400	HORVU7Hr1G001570	73.4406	64.1476
Os10g0442400	HORVU7Hr1G097550	72.4346	74.0741
Os10g0442600	HORVU4Hr1G071960	90.2564	21.5422
Os10g0442600	HORVU4Hr1G072010	90.7692	21.7178
Os10g0442700	HORVU1Hr1G017490	81.9473	81.1245
Os10g0442700	HORVU1Hr1G037160	81.7444	82.4131
Os10g0442800	HORVU1Hr1G017500	79.8265	81.2362
Os10g0442800	HORVU1Hr1G037150	79.8265	81.2362
Os10g0442900	HORVU1Hr1G037250	76.1427	67.0923
Os10g0443000	HORVU4Hr1G053780	75.1323	42.0118
Os10g0443100	HORVU4Hr1G053780	54.878	26.6272
Os10g0443200	HORVU1Hr1G037340	80.6122	77.1987
Os10g0443800	HORVU7Hr1G093750	18.2796	24.0566
Os10g0444100	HORVU7Hr1G093750	18.9781	24.5283
Os10g0444500	HORVU5Hr1G071640	77.865	75.9571
Os10g0444600	HORVU4Hr1G080350	78.2723	57.3896
Os10g0444700	HORVU5Hr1G117080	87.4307	78.5714
Os10g0445400	HORVU1Hr1G037550	73.5772	76.6949
Os10g0445600	HORVU1Hr1G037650	66.3113	65.8898
Os10g0446100	HORVU0Hr1G014200	32.1016	35.4592
Os10g0446100	HORVU1Hr1G088340	22.8637	28.2857
Os10g0446100	HORVU1Hr1G088360	25.6351	35.5769
Os10g0446100	HORVU5Hr1G116880	31.6397	32.2353
Os10g0446100	HORVU5Hr1G116890	30.7159	31.9712
Os10g0446100	HORVU5Hr1G116900	12.0092	24.7619
Os10g0446100	HORVU5Hr1G116910	31.1778	32.4519
Os10g0446400	HORVU1Hr1G037730	35.3659	23.7219
Os10g0446800	HORVU2Hr1G115710	40.5594	17.8462
Os10g0447100	HORVU1Hr1G037800	95.8333	60.262
Os10g0447100	HORVU4Hr1G080050	91.6667	71.7391
Os10g0447950	HORVU4Hr1G079740	62.7027	51.7857
Os10g0452800	HORVU3Hr1G067370	75.6962	76.2755
Os10g0456500	HORVU1Hr1G038060	83.787	83.8863
Os10g0456500	HORVU6Hr1G012290	74.3195	74.4958
Os10g0456600	HORVU1Hr1G038070	84.2342	86.1751
Os10g0456800	HORVU1Hr1G038130	75.5639	86.2661
Os10g0456900	HORVU1Hr1G038180	70.5882	7.13357
Os10g0456950	HORVU1Hr1G038180	61.9195	3.7154
Os10g0457000	HORVU1Hr1G038240	89.5775	86.413
Os10g0457200	HORVU1Hr1G038220	75.5601	76.1807
Os10g0457400	HORVU1Hr1G038260	46.7236	46.4589
Os10g0457400	HORVU4Hr1G005960	47.8632	46.6667
Os10g0457500	HORVU1Hr1G038270	92.1951	83.6283
Os10g0457600	HORVU1Hr1G038330	85.6833	85.1293
Os10g0457700	HORVU1Hr1G038370	77.6346	68.8172
Os10g0458900	HORVU3Hr1G002750	36.9565	34.2491
Os10g0458900	HORVU3Hr1G002760	36.7589	34.1912
Os10g0458900	HORVU3Hr1G002770	37.3518	33.9928
Os10g0459300	HORVU3Hr1G002750	25.0501	22.8938
Os10g0459300	HORVU3Hr1G002760	24.8497	22.7941
Os10g0459300	HORVU3Hr1G002770	25.6513	23.0216
Os10g0459600	HORVU1Hr1G038510	60.4061	64.557
Os10g0459700	HORVU1Hr1G038510	58.3871	65.4611
Os10g0460800	HORVU7Hr1G001760	23.0392	33.813
Os10g0460900	HORVU3Hr1G001960	53.0184	52.7415
Os10g0461100	HORVU3Hr1G001960	25.5121	35.7702
Os10g0461400	HORVU4Hr1G000230	72.381	32.0675
Os10g0462300	HORVU2Hr1G099160	23.7789	23.6573
Os10g0462800	HORVU1Hr1G038620	85.0779	86.4253
Os10g0462900	HORVU1Hr1G038680	95.2962	81.7638
Os10g0463100	HORVU1Hr1G038700	48.8753	47.8
Os10g0463200	HORVU1Hr1G038730	73.5897	72.8426
Os10g0463300	HORVU1Hr1G038740	79.6116	70.6897
Os10g0463900	HORVU1Hr1G038800	61.6	64.7059
Os10g0464000	HORVU1Hr1G038810	90.411	79.0419
Os10g0464100	HORVU1Hr1G038820	81.1145	79.1541
Os10g0464400	HORVU1Hr1G038850	84.131	68.4426
Os10g0464800	HORVU1Hr1G092690	32.2445	54.7406
Os10g0464800	HORVU5Hr1G076190	30.98	56.6474
Os10g0464901	HORVU4Hr1G084320	54.8223	28.4211
Os10g0465000	HORVU1Hr1G038880	67.2269	30.5344
Os10g0465700	HORVU1Hr1G038920	78.6916	78.1076
Os10g0465700	HORVU1Hr1G038950	63.9252	73.5484
Os10g0465800	HORVU1Hr1G038890	92.9412	48.1707
Os10g0465800	HORVU4Hr1G084420	87.0588	38.9474
Os10g0465900	HORVU1Hr1G038990	67.8082	22.9698
Os10g0466000	HORVU1Hr1G039000	44.8833	45.6204
Os10g0466100	HORVU1Hr1G039010	68.8034	64.9194
Os10g0466200	HORVU1Hr1G039030	89.0323	89.0323
Os10g0466200	HORVU4Hr1G084240	90.3226	90.9091
Os10g0466300	HORVU1Hr1G039050	90.7021	90.5303
Os10g0466700	HORVU1Hr1G039160	99.2857	99.2857
Os10g0467200	HORVU1Hr1G039230	90.6091	90.3797
Os10g0467600	HORVU1Hr1G039260	78.1553	76.6667
Os10g0467800	HORVU1Hr1G039250	89.6519	86.7942
Os10g0467850	HORVU7Hr1G081860	38.3686	13.4392
Os10g0467900	HORVU1Hr1G039400	66.1468	64.0889
Os10g0467900	HORVU1Hr1G039500	66.2385	64.5219
Os10g0468500	HORVU1Hr1G039370	77.2465	76.9926
Os10g0468800	HORVU1Hr1G039600	42.8571	22.807
Os10g0469000	HORVU1Hr1G039600	24.848	55.7505
Os10g0469300	HORVU5Hr1G007660	62.1777	62.6564
Os10g0469600	HORVU5Hr1G007660	62.9771	63.5226
Os10g0469700	HORVU1Hr1G039600	56.9472	56.7251
Os10g0469900	HORVU1Hr1G039670	77.2652	79.0894
Os10g0470700	HORVU1Hr1G039720	76.3934	72.3602
Os10g0470900	HORVU1Hr1G039790	83.8362	76.2745
Os10g0471000	HORVU1Hr1G039810	74.2424	24.8479
Os10g0471100	HORVU1Hr1G039830	82.4477	82.7141
Os10g0471300	HORVU1Hr1G039870	76.1905	76.1905
Os10g0471350	HORVU1Hr1G039880	86.2725	91.1111
Os10g0471400	HORVU1Hr1G040050	85.4195	85.5372
Os10g0471700	HORVU1Hr1G040110	42.7835	41.9192
Os10g0472400	HORVU1Hr1G040160	62.543	32.7928
Os10g0472400	HORVU1Hr1G040180	39.1753	41.1552
Os10g0472900	HORVU1Hr1G040420	86.0215	86.3931
Os10g0473800	HORVU5Hr1G011100	35.124	18.2403
Os10g0474000	HORVU1Hr1G040620	50.7645	53.0351
Os10g0474100	HORVU1Hr1G040660	71.8954	57.971
Os10g0474100	HORVU1Hr1G040720	71.5686	57.86
Os10g0474800	HORVU1Hr1G040660	82.1086	33.8603
Os10g0474800	HORVU1Hr1G040720	81.4697	33.6856
Os10g0474900	HORVU1Hr1G040660	52.6012	11.9895
Os10g0474900	HORVU1Hr1G040720	47.3988	10.8322
Os10g0475100	HORVU1Hr1G040660	52.8474	61.1331
Os10g0475100	HORVU1Hr1G040720	54.5558	63.2761
Os10g0475900	HORVU1Hr1G040800	64.0244	57.5342
Os10g0475900	HORVU3Hr1G072080	40.8537	57.0213
Os10g0476100	HORVU1Hr1G040850	87.3106	82.1747
Os10g0476300	HORVU5Hr1G103860	67.1579	76.1337
Os10g0476400	HORVU1Hr1G040930	92.4528	80.3279
Os10g0476500	HORVU1Hr1G040950	39.8496	40.7692
Os10g0476600	HORVU1Hr1G040980	92.7911	92.7911
Os10g0476700	HORVU7Hr1G007590	80	77.1429
Os10g0476700	HORVU7Hr1G044660	37.7778	69.863
Os10g0476900	HORVU1Hr1G041020	63.5682	67.6236
Os10g0477000	HORVU1Hr1G041060	85.9348	81.1993
Os10g0477200	HORVU1Hr1G041110	76.1087	59.9775
Os10g0477800	HORVU1Hr1G041150	85.8628	77.1242
Os10g0478000	HORVU1Hr1G041240	76.4706	68.7225
Os10g0478200	HORVU1Hr1G041250	93.0723	92.7928
Os10g0478400	HORVU1Hr1G041440	76.1488	70.0201
Os10g0478500	HORVU1Hr1G042800	48.4694	24.4845
Os10g0478500	HORVU1Hr1G043550	8.16327	13.2231
Os10g0478500	HORVU1Hr1G043580	45.9184	27.1084
Os10g0478500	HORVU1Hr1G043620	44.898	25.1429
Os10g0478500	HORVU1Hr1G083350	17.8571	35
Os10g0478500	HORVU3Hr1G093880	14.2857	28.866
Os10g0478900	HORVU1Hr1G041530	40.4255	45.2381
Os10g0479600	HORVU1Hr1G041710	91.3793	73.1034
Os10g0479700	HORVU1Hr1G041720	82.7027	83.3787
Os10g0479800	HORVU1Hr1G041740	98.3333	15.2062
Os10g0479900	HORVU1Hr1G041770	81.9484	83.1395
Os10g0480200	HORVU1Hr1G041790	92.9762	92.9762
Os10g0480500	HORVU1Hr1G041820	73.7354	71.9165
Os10g0481000	HORVU1Hr1G041890	19.398	32.4022
Os10g0481200	HORVU1Hr1G041960	61.039	61.039
Os10g0481300	HORVU1Hr1G049070	65.6863	51.7375
Os10g0481300	HORVU1Hr1G049090	65.6863	56.3025
Os10g0481400	HORVU1Hr1G041970	40.1961	30.8271
Os10g0481450	HORVU1Hr1G041990	78.3673	66.436
Os10g0481500	HORVU6Hr1G027930	87.4227	87.9668
Os10g0482450	HORVU0Hr1G012100	30.3797	54.9618
Os10g0482450	HORVU1Hr1G042180	68.3544	65.0602
Os10g0482450	HORVU5Hr1G078930	68.5654	65.5242
Os10g0482700	HORVU0Hr1G012100	33.8877	62.2137
Os10g0482700	HORVU1Hr1G042180	79.8337	77.1084
Os10g0482700	HORVU5Hr1G078930	79.4179	77.0161
Os10g0482900	HORVU1Hr1G042250	75	75.2137
Os10g0483000	HORVU1Hr1G042270	95.1219	57.7778
Os10g0483100	HORVU1Hr1G042350	43.1611	36.5979
Os10g0483500	HORVU1Hr1G042360	86.7173	86.553
Os10g0483900	HORVU1Hr1G042420	67.3267	55.2846
Os10g0484300	HORVU1Hr1G042440	75.4325	76.0908
Os10g0484400	HORVU1Hr1G042450	59.7523	56.4327
Os10g0484700	HORVU1Hr1G042490	81.3107	69.0722
Os10g0484800	HORVU1Hr1G042510	90.7455	72.6337
Os10g0484900	HORVU1Hr1G042520	79.6729	75.7778
Os10g0485000	HORVU1Hr1G042550	66.4193	67.6749
Os10g0485100	HORVU1Hr1G042560	65.4971	45.3441
Os10g0485300	HORVU1Hr1G042650	68.5007	65.1832
Os10g0485500	HORVU1Hr1G042690	67.1196	56.3927
Os10g0485600	HORVU1Hr1G042710	80.0855	77.8966
Os10g0485800	HORVU1Hr1G042770	34.0909	18.9274
Os10g0486000	HORVU1Hr1G042820	87.0536	81.25
Os10g0486100	HORVU1Hr1G042810	80.7143	75.208
Os10g0486600	HORVU1Hr1G042920	96.4789	74.0541
Os10g0486600	HORVU1Hr1G077470	96.4789	76.9663
Os10g0487200	HORVU1Hr1G043090	28.9256	46.3576
Os10g0487300	HORVU1Hr1G043110	74.8214	67.04
Os10g0487400	HORVU1Hr1G043220	74.8649	75.4768
Os10g0487900	HORVU2Hr1G038220	60.7843	19.7872
Os10g0487900	HORVU4Hr1G063880	63.3987	21.6036
Os10g0488300	HORVU1Hr1G043280	72.6087	77.1957
Os10g0488400	HORVU1Hr1G043380	52.9412	29.9003
Os10g0488800	HORVU1Hr1G043440	92.4211	77.7679
Os10g0488900	HORVU1Hr1G043480	84.4262	44.6532
Os10g0489000	HORVU1Hr1G043500	82.7103	82.7103
Os10g0489100	HORVU1Hr1G044440	86.3291	80.6147
Os10g0489200	HORVU1Hr1G044350	69.4444	60.8466
Os10g0489301	HORVU1Hr1G044310	60.479	58.3815
Os10g0489301	HORVU1Hr1G044320	59.8802	58.4795
Os10g0489301	HORVU1Hr1G044340	55.6886	64.5833
Os10g0489301	HORVU5Hr1G120620	56.2874	65.7343
Os10g0489500	HORVU6Hr1G012090	50.0978	67.5462
Os10g0489500	HORVU6Hr1G012110	61.2524	51.9071
Os10g0489500	HORVU6Hr1G012170	62.0352	57.7413
Os10g0489500	HORVU6Hr1G012270	61.6438	57.9044
Os10g0489500	HORVU6Hr1G088610	61.0568	61.2967
Os10g0489900	HORVU1Hr1G044120	61.9546	56.6188
Os10g0490100	HORVU1Hr1G044260	61.0329	63.7255
Os10g0490666	HORVU1Hr1G044050	57.4074	60.1942
Os10g0490666	HORVU4Hr1G072390	62.037	63.5071
Os10g0490666	HORVU5Hr1G104660	58.3333	62.6866
Os10g0490666	HORVU7Hr1G098730	62.037	65.6863
Os10g0490800	HORVU1Hr1G043910	46.0526	45.8515
Os10g0490800	HORVU7Hr1G034460	13.1579	36.5854
Os10g0491000	HORVU1Hr1G043910	57.2052	57.2052
Os10g0491000	HORVU7Hr1G034460	22.2707	62.1951
Os10g0491801	HORVU1Hr1G043930	60.5442	21.1401
Os10g0492200	HORVU0Hr1G020730	73.6	73.8956
Os10g0492300	HORVU1Hr1G043900	65.808	62.8635
Os10g0492400	HORVU1Hr1G043880	67.0807	33.1288
Os10g0492600	HORVU1Hr1G043890	88.2576	88.5932
Os10g0492800	HORVU1Hr1G043870	81.9178	61.2705
Os10g0492900	HORVU1Hr1G043830	67.128	43.7923
Os10g0493600	HORVU1Hr1G043820	81.295	78.8372
Os10g0493800	HORVU5Hr1G016590	75.9717	72.8814
Os10g0493900	HORVU1Hr1G043730	89.5705	34.0326
Os10g0494000	HORVU1Hr1G043710	78.6164	57.3395
Os10g0494200	HORVU4Hr1G013720	84.7775	68.1733
Os10g0494500	HORVU1Hr1G061690	74.4	77.1784
Os10g0494800	HORVU1Hr1G061600	64	68.9655
Os10g0495000	HORVU1Hr1G043680	73.622	68.8344
Os10g0495100	HORVU1Hr1G018190	32.9718	53.3333
Os10g0495100	HORVU6Hr1G002890	50.7592	29.434
Os10g0495100	HORVU6Hr1G014310	54.013	36.2445
Os10g0495200	HORVU1Hr1G018190	20.3325	55.7895
Os10g0495200	HORVU6Hr1G002890	49.1049	48.3019
Os10g0495200	HORVU6Hr1G014310	43.4783	49.4905
Os10g0495300	HORVU1Hr1G043660	80.8607	82.069
Os10g0495500	HORVU1Hr1G043640	75.8256	75.7256
Os10g0495500	HORVU3Hr1G111060	15.5878	55.1402
Os10g0495500	HORVU5Hr1G089450	15.0594	67.4556
Os10g0495600	HORVU1Hr1G043520	81.8976	53.8588
Os10g0496000	HORVU1Hr1G044560	61.9433	58.1749
Os10g0496900	HORVU1Hr1G044680	87.3134	88.8608
Os10g0496900	HORVU2Hr1G119090	22.6368	21.513
Os10g0497000	HORVU1Hr1G044590	67.4183	65.4984
Os10g0497100	HORVU1Hr1G044570	71.3855	73.1481
Os10g0497300	HORVU1Hr1G018190	20.6549	57.5439
Os10g0497300	HORVU6Hr1G002890	49.3703	49.3082
Os10g0497300	HORVU6Hr1G014310	43.3249	50.0728
Os10g0497366	HORVU1Hr1G018190	37.4065	52.6316
Os10g0497366	HORVU6Hr1G002890	53.1172	26.7925
Os10g0497366	HORVU6Hr1G014310	54.6135	31.8777
Os10g0497600	HORVU1Hr1G094050	91.5521	91.7323
Os10g0497800	HORVU1Hr1G044710	76.0125	66.3043
Os10g0497900	HORVU1Hr1G044780	86.2843	71.7842
Os10g0498100	HORVU1Hr1G044770	42.7184	42.3077
Os10g0498200	HORVU1Hr1G044740	82.7044	67.2634
Os10g0498300	HORVU1Hr1G044740	75	63.6829
Os10g0498500	HORVU1Hr1G044740	82.5279	56.7775
Os10g0498600	HORVU1Hr1G044750	91.1215	40.8377
Os10g0498700	HORVU1Hr1G044810	86.2414	86.4407
Os10g0498800	HORVU1Hr1G044820	90.625	12.527
Os10g0498900	HORVU1Hr1G044890	80.7229	66.0098
Os10g0499400	HORVU1Hr1G044960	72.695	42.4431
Os10g0499500	HORVU1Hr1G018190	30.6324	54.386
Os10g0499500	HORVU6Hr1G002890	50.3953	32.0755
Os10g0499500	HORVU6Hr1G014310	46.8379	34.4978
Os10g0499600	HORVU1Hr1G045080	77.1186	30.5369
Os10g0500300	HORVU1Hr1G045110	92.9752	92.9752
Os10g0500300	HORVU7Hr1G053120	52.8926	62.7451
Os10g0500400	HORVU1Hr1G045100	74.0113	82.9114
Os10g0500500	HORVU1Hr1G045130	58.7591	50.4702
Os10g0500500	HORVU1Hr1G062620	63.1387	54.4025
Os10g0500600	HORVU1Hr1G045160	76.25	70.6564
Os10g0501500	HORVU1Hr1G045220	74.4048	75.9878
Os10g0501700	HORVU1Hr1G018190	28.1938	44.9123
Os10g0501700	HORVU6Hr1G002890	45.5947	26.0377
Os10g0501700	HORVU6Hr1G014310	47.5771	31.441
Os10g0501900	HORVU1Hr1G045530	28.0992	36.0424
Os10g0502000	HORVU1Hr1G045520	63.1356	62.3431
Os10g0502100	HORVU6Hr1G009470	74.1573	75.8621
Os10g0502400	HORVU1Hr1G011520	82.3091	93.2489
Os10g0502400	HORVU1Hr1G045590	91.0615	92.6136
Os10g0502400	HORVU7Hr1G026300	84.3575	84.5149
Os10g0502500	HORVU1Hr1G045610	63.0189	58.3916
Os10g0502600	HORVU1Hr1G045630	81.8966	82.2511
Os10g0502900	HORVU1Hr1G045640	84.4237	71.8833
Os10g0503200	HORVU1Hr1G045670	74.1768	72.1754
Os10g0503500	HORVU1Hr1G045720	90.6452	77.304
Os10g0503600	HORVU1Hr1G046010	86.6667	87.3134
Os10g0503700	HORVU1Hr1G046020	86.5643	79.9645
Os10g0503800	HORVU1Hr1G045920	28.5714	35.8491
Os10g0504200	HORVU1Hr1G046270	81.7391	70.1493
Os10g0504600	HORVU1Hr1G046320	68.4397	19.5939
Os10g0505700	HORVU1Hr1G046400	67.033	50
Os10g0506000	HORVU1Hr1G046560	74.1617	75.0499
Os10g0506200	HORVU1Hr1G046630	81.6015	81.8356
Os10g0506800	HORVU1Hr1G046620	74.6532	74.4654
Os10g0507500	HORVU1Hr1G046610	68	65.8915
Os10g0507700	HORVU1Hr1G046680	34.7826	47.0588
Os10g0507800	HORVU1Hr1G046670	84.4444	84.4444
Os10g0508000	HORVU1Hr1G046690	84.5238	46.3295
Os10g0508100	HORVU1Hr1G046710	77.6596	81.2918
Os10g0508300	HORVU1Hr1G046740	61.9808	65.1007
Os10g0508400	HORVU1Hr1G047680	88.2051	78.5388
Os10g0508500	HORVU1Hr1G047690	80.602	37.9827
Os10g0508700	HORVU1Hr1G047710	62.6168	58.7719
Os10g0509000	HORVU1Hr1G047640	79.7048	49.4845
Os10g0509100	HORVU1Hr1G047610	90.2098	65.4822
Os10g0509401	HORVU1Hr1G047570	56.25	56.25
Os10g0509600	HORVU1Hr1G047570	62.5	53.5714
Os10g0510000	HORVU1Hr1G047440	98.939	98.939
Os10g0510200	HORVU1Hr1G047430	51.2821	48.7805
Os10g0510400	HORVU6Hr1G003900	84.0694	71.7362
Os10g0510500	HORVU1Hr1G047390	69.6	72.5
Os10g0510700	HORVU1Hr1G047350	74.7945	87.0813
Os10g0511400	HORVU1Hr1G047300	81.6568	79.3103
Os10g0512100	HORVU1Hr1G047260	78.9308	79.5563
Os10g0512400	HORVU3Hr1G014990	32.4528	60.3509
Os10g0512700	HORVU1Hr1G047180	85.6757	85.2151
Os10g0512800	HORVU1Hr1G047110	82.4363	83.5407
Os10g0513200	HORVU1Hr1G047100	75.5627	64.0327
Os10g0513300	HORVU1Hr1G047060	69.9561	70.2643
Os10g0513400	HORVU1Hr1G047090	49.1557	48.2505
Os10g0513400	HORVU4Hr1G089230	48.2176	63.3005
Os10g0513900	HORVU1Hr1G047090	52.8846	50.6446
Os10g0513900	HORVU4Hr1G089230	52.3077	66.9951
Os10g0514300	HORVU1Hr1G047090	28.739	18.0479
Os10g0514300	HORVU4Hr1G089230	31.3783	26.3547
Os10g0514450	HORVU1Hr1G080340	12.0833	8.26211
Os10g0514450	HORVU1Hr1G086920	57.0833	25.4174
Os10g0514450	HORVU1Hr1G087200	55.8333	24.1877
Os10g0514500	HORVU1Hr1G080340	24	35.8974
Os10g0514500	HORVU1Hr1G086920	48.5714	47.3098
Os10g0514500	HORVU1Hr1G087200	48	45.4874
Os10g0514600	HORVU7Hr1G034140	85.3974	86.5169
Os10g0515200	HORVU1Hr1G080340	40.3442	60.114
Os10g0515200	HORVU1Hr1G086920	65.7744	63.8219
Os10g0515200	HORVU1Hr1G087200	65.9656	62.2744
Os10g0515400	HORVU1Hr1G080340	19.3878	32.4786
Os10g0515400	HORVU1Hr1G086920	41.3265	45.0835
Os10g0515400	HORVU1Hr1G087200	42.517	45.1264
Os10g0515900	HORVU1Hr1G080340	37.7907	55.5556
Os10g0515900	HORVU1Hr1G086920	64.5349	61.7811
Os10g0515900	HORVU1Hr1G087200	65.3101	60.8303
Os10g0516100	HORVU6Hr1G076880	90.8537	90.8537
Os10g0516200	HORVU1Hr1G047010	78.9041	83.237
Os10g0516300	HORVU0Hr1G029460	58.8235	58.4795
Os10g0516300	HORVU1Hr1G046990	68.2353	18.5304
Os10g0516300	HORVU2Hr1G039680	26.4706	51.1364
Os10g0516300	HORVU7Hr1G084710	59.4118	59.0643
Os10g0516400	HORVU1Hr1G047000	76.1194	76.4045
Os10g0516500	HORVU1Hr1G046940	56.5574	16.6667
Os10g0516500	HORVU4Hr1G089120	40.1639	12.3581
Os10g0516600	HORVU5Hr1G016440	36.3095	76.25
Os10g0516701	HORVU1Hr1G035090	22.408	22.4832
Os10g0516701	HORVU2Hr1G026980	34.4482	30.7463
Os10g0516701	HORVU2Hr1G100940	30.7692	39.1489
Os10g0516701	HORVU3Hr1G093770	50.8361	36.8039
Os10g0516701	HORVU3Hr1G098900	23.7458	29.0984
Os10g0516701	HORVU4Hr1G001540	47.8261	30.4904
Os10g0516800	HORVU1Hr1G047730	88.2431	88.8298
Os10g0516800	HORVU4Hr1G021780	21.004	71.9457
Os10g0516800	HORVU4Hr1G021810	17.8336	79.8817
Os10g0516800	HORVU5Hr1G039580	20.4756	72.4299
Os10g0516900	HORVU1Hr1G047740	78	46.988
Os10g0517400	HORVU1Hr1G047820	87.7333	77.7778
Os10g0517500	HORVU0Hr1G000340	50.2155	83.2143
Os10g0518200	HORVU1Hr1G047990	81.7308	42.2886
Os10g0518300	HORVU1Hr1G048000	79.4492	77.9626
Os10g0518800	HORVU1Hr1G048230	79.6221	80.2721
Os10g0518900	HORVU1Hr1G048250	77.7778	77.1795
Os10g0519300	HORVU1Hr1G048340	44.3649	59.9034
Os10g0519600	HORVU1Hr1G048360	93.4211	93.6264
Os10g0519700	HORVU1Hr1G048350	83.5897	71.179
Os10g0520600	HORVU1Hr1G048390	83.0472	83.5853
Os10g0520600	HORVU3Hr1G039460	17.5966	90.1099
Os10g0520700	HORVU1Hr1G048410	78.0952	70.0855
Os10g0520950	HORVU1Hr1G048400	47.3684	13.9265
Os10g0521000	HORVU1Hr1G048430	79.0409	75.5518
Os10g0521100	HORVU1Hr1G048450	90.0662	86.076
Os10g0521300	HORVU1Hr1G048480	70.46	61.0063
Os10g0521400	HORVU1Hr1G048530	82.4859	81.7927
Os10g0521500	HORVU1Hr1G048550	87.8187	83.558
Os10g0521600	HORVU1Hr1G048560	90.4959	42.1154
Os10g0521700	HORVU1Hr1G048580	92.1109	75.7895
Os10g0521900	HORVU1Hr1G048610	75.6024	77.2308
Os10g0522400	HORVU1Hr1G048690	14.5455	14.1176
Os10g0522400	HORVU1Hr1G048700	75.7576	41.3907
Os10g0522400	HORVU2Hr1G049730	54.5455	52.9412
Os10g0522400	HORVU4Hr1G040780	35.7576	47.2
Os10g0522400	HORVU5Hr1G055050	53.3333	51.7647
Os10g0522500	HORVU1Hr1G048720	73.2955	43
Os10g0522601	HORVU1Hr1G048760	89.8214	81.2601
Os10g0522900	HORVU3Hr1G117470	14.2857	36.9748
Os10g0522900	HORVU3Hr1G117480	43.8312	62.212
Os10g0523100	HORVU3Hr1G117470	14.557	38.6555
Os10g0523100	HORVU3Hr1G117480	41.7722	60.8295
Os10g0523700	HORVU1Hr1G048860	81.6176	83.0424
Os10g0523900	HORVU1Hr1G048870	68.3938	66.3317
Os10g0524000	HORVU1Hr1G048900	42.2705	44.1919
Os10g0524100	HORVU4Hr1G085860	74.928	73.6544
Os10g0524400	HORVU1Hr1G048970	79.3499	74.8422
Os10g0524400	HORVU1Hr1G079150	63.0019	79.5894
Os10g0524500	HORVU1Hr1G048960	86.3481	85.3288
Os10g0524700	HORVU3Hr1G030260	24.8532	47.037
Os10g0524700	HORVU3Hr1G080550	57.1429	56.3707
Os10g0524700	HORVU6Hr1G028920	31.7025	52.09
Os10g0524700	HORVU6Hr1G040180	11.546	58.4158
Os10g0524700	HORVU7Hr1G081750	27.3973	60.3448
Os10g0525000	HORVU3Hr1G030260	26.4078	50.3704
Os10g0525000	HORVU3Hr1G080550	60.3883	60.0386
Os10g0525000	HORVU6Hr1G028920	33.3981	55.3055
Os10g0525000	HORVU6Hr1G040180	10.8738	55.4455
Os10g0525000	HORVU7Hr1G081750	28.1553	62.5
Os10g0525200	HORVU3Hr1G030260	24.4361	48.1481
Os10g0525200	HORVU3Hr1G080550	54.8872	56.3707
Os10g0525200	HORVU6Hr1G028920	30.6391	52.4116
Os10g0525200	HORVU6Hr1G040180	10.5263	55.4455
Os10g0525200	HORVU7Hr1G081750	25.7519	59.0517
Os10g0525400	HORVU1Hr1G049070	58.1967	54.8263
Os10g0525400	HORVU1Hr1G049090	58.1967	59.6639
Os10g0525500	HORVU2Hr1G025550	18.0556	52
Os10g0525800	HORVU1Hr1G049070	64.6789	54.4402
Os10g0525800	HORVU1Hr1G049090	64.6789	59.2437
Os10g0527400	HORVU1Hr1G049100	58.159	59.1489
Os10g0527400	HORVU1Hr1G049120	62.3431	59.127
Os10g0527400	HORVU2Hr1G052920	50.2092	50.8475
Os10g0527400	HORVU2Hr1G122270	48.5356	33.6232
Os10g0527601	HORVU1Hr1G049100	50.1946	54.8936
Os10g0527601	HORVU1Hr1G049120	54.8638	55.9524
Os10g0527601	HORVU2Hr1G052920	45.9144	50
Os10g0527601	HORVU2Hr1G122270	40.856	30.4348
Os10g0527800	HORVU1Hr1G049100	66.5236	65.9574
Os10g0527800	HORVU1Hr1G049120	69.9571	64.6825
Os10g0527800	HORVU2Hr1G052920	60.515	59.7458
Os10g0527800	HORVU2Hr1G122270	53.2189	35.942
Os10g0527900	HORVU1Hr1G039600	27.2849	39.5712
Os10g0528100	HORVU1Hr1G049100	65.9483	65.1064
Os10g0528100	HORVU1Hr1G049120	69.8276	64.2857
Os10g0528100	HORVU2Hr1G052920	59.9138	58.8983
Os10g0528100	HORVU2Hr1G122270	54.7414	36.8116
Os10g0528200	HORVU1Hr1G049230	73.617	71.4876
Os10g0528300	HORVU1Hr1G049160	67.7824	68.6441
Os10g0528300	HORVU1Hr1G049190	66.9456	67.5106
Os10g0528300	HORVU4Hr1G076760	64.8536	66.2393
