Gene stable ID	Solanum lycopersicum gene stable ID	%id. target Solanum lycopersicum gene identical to query gene	%id. query gene identical to target Solanum lycopersicum gene
Os11g0275000	Solyc09g064720.2	42.1384	28.0335
Os11g0275000	Solyc09g072900.2	45.9119	30.5439
Os11g0275000	Solyc10g018850.1	46.5409	29.1339
Os11g0275200	Solyc01g080220.2	7.5188	8.40336
Os11g0275200	Solyc01g080230.2	8.64662	9.27419
Os11g0275200	Solyc09g064720.2	7.14286	7.94979
Os11g0275200	Solyc09g072900.2	8.64662	9.62343
Os11g0275200	Solyc10g018850.1	7.5188	7.87402
Os11g0275400	Solyc09g005990.2	18.3908	29.6296
Os11g0275500	Solyc01g080220.2	40.2174	46.6387
Os11g0275500	Solyc01g080230.2	45.2899	50.4032
Os11g0275500	Solyc09g064720.2	43.8406	50.6276
Os11g0275500	Solyc09g072900.2	44.9275	51.8828
Os11g0275500	Solyc10g018850.1	42.3913	46.063
Os11g0276000	Solyc07g025160.2	43.2	64.726
Os11g0276000	Solyc07g025170.2	20.1143	67.1756
Os11g0276000	Solyc12g088990.1	68	67.0045
Os11g0276300	Solyc01g079860.2	59.8383	68.9441
Os11g0282300	Solyc06g073450.2	36.6379	44.5026
Os11g0282800	Solyc01g102360.1	31.675	31.3629
Os11g0282800	Solyc03g005950.1	35.9867	34.6092
Os11g0282800	Solyc04g079510.1	36.1526	38.1786
Os11g0282800	Solyc04g079520.2	35.8209	37.1134
Os11g0282800	Solyc04g079530.2	34.8259	36.2694
Os11g0282800	Solyc10g039290.1	32.0066	33.7413
Os11g0283500	Solyc01g102360.1	31.9039	30.5419
Os11g0283500	Solyc03g005950.1	37.9074	35.2472
Os11g0283500	Solyc04g079510.1	36.1921	36.9527
Os11g0283500	Solyc04g079520.2	34.9914	35.0515
Os11g0283500	Solyc04g079530.2	34.1338	34.3696
Os11g0283500	Solyc10g039290.1	32.247	32.8671
Os11g0284300	Solyc01g102360.1	32.381	16.7488
Os11g0284300	Solyc03g005950.1	34.9206	17.5439
Os11g0284300	Solyc04g079510.1	31.746	17.5131
Os11g0284300	Solyc04g079520.2	36.1905	19.5876
Os11g0284300	Solyc04g079530.2	33.9683	18.4801
Os11g0284300	Solyc10g039290.1	31.1111	17.1329
Os11g0284900	Solyc06g073460.2	69.4444	59.8802
Os11g0289700	Solyc04g009930.1	36.7769	36.5503
Os11g0291000	Solyc04g072850.2	49.8054	49.5484
Os11g0291000	Solyc04g072860.2	49.2866	48.906
Os11g0291000	Solyc04g072870.1	47.6005	47.5389
Os11g0291500	Solyc04g072850.2	47.1831	8.64516
Os11g0291500	Solyc04g072860.2	47.8873	8.75161
Os11g0291500	Solyc04g072870.1	41.5493	7.64249
Os11g0292050	Solyc04g009400.2	0	0
Os11g0292050	Solyc04g050720.2	0	0
Os11g0292050	Solyc04g070990.2	0	0
Os11g0292050	Solyc11g005740.1	0	0
Os11g0293300	Solyc09g098560.2	39.3443	28.6853
Os11g0293800	Solyc05g053850.2	55.7895	60.5714
Os11g0293800	Solyc05g055660.1	48.4211	65.7143
Os11g0293800	Solyc11g008640.1	55.2632	60.3448
Os11g0293800	Solyc11g008660.1	33.6842	48.855
Os11g0293900	Solyc09g098550.2	24.8598	30.787
Os11g0294600	Solyc01g094840.2	44.5087	40.1042
Os11g0294600	Solyc08g081300.2	47.9769	38.4259
Os11g0295000	Solyc06g007590.2	43.956	20.1005
Os11g0295900	Solyc11g008560.1	45.975	37.9616
Os11g0296800	Solyc02g091730.1	13.1737	25
Os11g0296800	Solyc02g091740.2	5.68862	44.186
Os11g0296800	Solyc03g043760.2	20.9581	24.911
Os11g0296900	Solyc01g087560.2	61.0526	33.526
Os11g0296900	Solyc10g080150.1	54.7368	26.3291
Os11g0297300	Solyc04g072850.2	51.8614	52.129
Os11g0297300	Solyc04g072860.2	50.1926	50.3218
Os11g0297300	Solyc04g072870.1	47.2401	47.6684
Os11g0297800	Solyc04g072850.2	52.3018	52.7742
Os11g0297800	Solyc04g072860.2	49.7442	50.0644
Os11g0297800	Solyc04g072870.1	49.3606	50
Os11g0297900	Solyc06g083570.2	53.9474	66.6667
Os11g0298000	Solyc09g098380.1	52.795	57.6923
Os11g0298400	Solyc04g082330.2	63.0573	62.579
Os11g0299300	Solyc09g098460.1	51.087	51.4223
Os11g0299300	Solyc12g098730.1	46.7391	46.4363
Os11g0300400	Solyc05g055810.2	0	0
Os11g0300400	Solyc05g055820.2	50	20
Os11g0300600	Solyc05g015150.2	50.0898	38.9121
Os11g0300700	Solyc05g015150.2	46.9512	10.7392
Os11g0302500	Solyc12g098640.1	41.2587	20.6294
Os11g0302700	Solyc05g055780.2	61.6279	63.3971
Os11g0302800	Solyc01g058170.2	0.764331	2.6087
Os11g0303050	Solyc05g012270.2	59.4118	20.4453
Os11g0303600	Solyc01g068550.2	37.9679	40.3409
Os11g0303600	Solyc02g077520.2	38.7701	40.6162
Os11g0303600	Solyc02g077530.1	39.0374	40.5556
Os11g0303600	Solyc03g097700.2	39.5722	41.9263
Os11g0303600	Solyc06g064510.2	36.631	38.5915
Os11g0303600	Solyc10g008120.2	37.4332	38.674
Os11g0303600	Solyc10g079540.1	34.492	36.338
Os11g0303600	Solyc12g041960.1	38.2353	39.5028
Os11g0304050	Solyc01g068550.2	38.2979	40.9091
Os11g0304050	Solyc02g077520.2	37.5	39.4958
Os11g0304050	Solyc02g077530.1	37.5	39.1667
Os11g0304050	Solyc03g097700.2	39.0957	41.6431
Os11g0304050	Solyc06g064510.2	35.6383	37.7465
Os11g0304050	Solyc10g008120.2	36.1702	37.5691
Os11g0304050	Solyc10g079540.1	34.5745	36.6197
Os11g0304050	Solyc12g041960.1	38.5638	40.0552
Os11g0305400	Solyc01g068550.2	36.413	38.0682
Os11g0305400	Solyc02g077520.2	38.587	39.7759
Os11g0305400	Solyc02g077530.1	38.3152	39.1667
Os11g0305400	Solyc03g097700.2	40.2174	41.9263
Os11g0305400	Solyc06g064510.2	37.2283	38.5915
Os11g0305400	Solyc10g008120.2	38.0435	38.674
Os11g0305400	Solyc10g079540.1	35.0543	36.338
Os11g0305400	Solyc12g041960.1	40.2174	40.884
Os11g0306300	Solyc01g068550.2	37.2832	36.6477
Os11g0306300	Solyc02g077520.2	36.7052	35.5742
Os11g0306300	Solyc02g077530.1	37.2832	35.8333
Os11g0306300	Solyc03g097700.2	36.9942	36.2606
Os11g0306300	Solyc06g064510.2	33.815	32.9577
Os11g0306300	Solyc10g008120.2	36.9942	35.3591
Os11g0306300	Solyc10g079540.1	32.3699	31.5493
Os11g0306300	Solyc12g041960.1	37.5723	35.9116
Os11g0306400	Solyc01g068550.2	36.6848	38.3523
Os11g0306400	Solyc02g077520.2	35.5978	36.6947
Os11g0306400	Solyc02g077530.1	38.0435	38.8889
Os11g0306400	Solyc03g097700.2	39.9457	41.6431
Os11g0306400	Solyc06g064510.2	36.413	37.7465
Os11g0306400	Solyc10g008120.2	37.5	38.1215
Os11g0306400	Solyc10g079540.1	34.2391	35.493
Os11g0306400	Solyc12g041960.1	37.7717	38.3978
Os11g0307300	Solyc01g068550.2	35.3261	36.9318
Os11g0307300	Solyc02g077520.2	34.5109	35.5742
Os11g0307300	Solyc02g077530.1	37.7717	38.6111
Os11g0307300	Solyc03g097700.2	39.1304	40.7932
Os11g0307300	Solyc06g064510.2	33.6957	34.9296
Os11g0307300	Solyc10g008120.2	35.3261	35.9116
Os11g0307300	Solyc10g079540.1	33.6957	34.9296
Os11g0307300	Solyc12g041960.1	36.6848	37.2928
Os11g0308100	Solyc01g101000.2	45.977	9.77995
Os11g0308800	Solyc02g068060.2	52.7682	39.6619
Os11g0308800	Solyc02g093970.2	51.5571	38.9034
Os11g0309000	Solyc02g082630.2	10.8878	19.4611
Os11g0309000	Solyc02g082750.2	58.9615	59.2593
Os11g0309000	Solyc02g082770.2	7.37018	21.7822
Os11g0310800	Solyc05g015040.2	68.7853	69.5714
Os11g0311300	Solyc06g075390.2	60.1307	56.9659
Os11g0311300	Solyc10g080130.1	59.1503	58.7662
Os11g0311550	Solyc06g066400.2	70.7317	72.5
Os11g0311550	Solyc08g005210.2	78.0488	80
Os11g0312220	Solyc05g014980.2	87.6543	88.0165
Os11g0312340	Solyc08g008250.1	28.3019	12
Os11g0312400	Solyc05g014980.2	87.6543	88.0165
Os11g0340477	Solyc01g107170.2	39.5	25.4839
Os11g0340477	Solyc04g077980.1	39.5	30.3846
Os11g0340477	Solyc12g088390.1	33	33
Os11g0346016	Solyc03g113920.2	33.0855	15.8645
Os11g0351555	Solyc10g049600.1	54.5455	56.1039
Os11g0351555	Solyc10g049620.1	56.8182	57.9897
Os11g0357094	Solyc04g063340.1	36.7127	35.8321
Os11g0362633	Solyc03g097400.1	16.7939	37.931
Os11g0362633	Solyc06g072690.1	11.4504	27.2727
Os11g0368172	Solyc03g097400.1	30.303	51.7241
Os11g0368172	Solyc06g072690.1	31.3131	56.3636
Os11g0379251	Solyc03g113920.2	44.1176	29.4118
Os11g0384789	Solyc02g064760.1	55.3506	64.3777
Os11g0384789	Solyc02g064770.2	75.2768	75.5556
Os11g0384789	Solyc02g092760.2	69.7417	68.7273
Os11g0384789	Solyc02g092770.2	80.0738	79.7794
Os11g0406945	Solyc09g064940.2	49.7817	39.0411
Os11g0414000	Solyc05g055770.2	82.2816	82.4818
Os11g0416900	Solyc04g025170.2	53.7693	58.0392
Os11g0416900	Solyc06g075020.2	60.1272	60.5119
Os11g0416900	Solyc09g008000.2	57.6748	58.2035
Os11g0416900	Solyc11g069820.1	61.6712	62.1226
Os11g0417400	Solyc04g056560.2	46.0648	49.6259
Os11g0417400	Solyc05g055790.2	47.9167	44.0426
Os11g0423800	Solyc02g077910.2	51.049	24.3333
Os11g0423800	Solyc10g009090.2	59.4406	27.8689
Os11g0424400	Solyc02g079070.2	21.8462	16.7453
Os11g0425100	Solyc02g076690.2	19.5238	8.54167
Os11g0425100	Solyc02g076710.2	19.5238	8.2
Os11g0425100	Solyc02g076750.1	17.1429	10.2857
Os11g0425100	Solyc02g076980.2	24.2857	14.7826
Os11g0425100	Solyc02g077040.2	24.7619	15.0725
Os11g0425100	Solyc02g077050.2	25.7143	15.8358
Os11g0425100	Solyc03g006210.1	21.4286	13.0058
Os11g0425300	Solyc09g056160.2	60.2094	58.5242
Os11g0425800	Solyc05g053670.2	74.2857	25.2427
Os11g0425800	Solyc09g091740.2	72.8571	23.6111
Os11g0425800	Solyc12g098330.1	74.2857	25.2427
Os11g0427700	Solyc03g111400.1	57.6923	59.2105
Os11g0427800	Solyc10g075050.1	48.7179	49.1379
Os11g0427800	Solyc10g075060.1	43.5897	44.7368
Os11g0427800	Solyc10g075070.1	47.8632	49.1228
Os11g0427800	Solyc10g075090.1	42.735	41.3223
Os11g0427800	Solyc10g075100.1	41.8803	42.9825
Os11g0427800	Solyc10g075110.1	44.4444	45.614
Os11g0427800	Solyc10g075150.1	36.7521	38.0531
Os11g0427800	Solyc10g076200.1	42.735	44.2478
Os11g0428700	Solyc10g085800.1	47.3282	30.2439
Os11g0430000	Solyc04g076120.2	33.1407	39.8148
Os11g0430000	Solyc04g077630.2	38.7283	41.6149
Os11g0430000	Solyc04g077640.2	33.3333	44.8187
Os11g0430000	Solyc04g077650.2	38.921	44.2982
Os11g0430000	Solyc04g077670.2	36.8015	39.3004
Os11g0430000	Solyc04g079040.2	26.975	38.3562
Os11g0430000	Solyc04g079060.2	35.0674	38.8889
Os11g0430000	Solyc04g079070.2	35.0674	39.738
Os11g0430000	Solyc05g050770.2	36.0308	40.7407
Os11g0430000	Solyc05g050780.2	35.0674	40.0881
Os11g0430000	Solyc10g049210.1	35.8382	40.0862
Os11g0430000	Solyc10g049270.1	33.9114	37.8495
Os11g0430000	Solyc12g019560.1	17.7264	34.3284
Os11g0430000	Solyc12g019570.1	20.2312	37.3665
Os11g0430000	Solyc12g088250.1	36.6089	41.0367
Os11g0430000	Solyc12g088260.1	13.8728	44.1718
Os11g0430000	Solyc12g088280.1	26.0116	28.2427
Os11g0431100	Solyc04g076120.2	37.9447	22.2222
Os11g0431100	Solyc04g077630.2	41.8972	21.9462
Os11g0431100	Solyc04g077640.2	28.8538	18.9119
Os11g0431100	Solyc04g077650.2	41.502	23.0263
Os11g0431100	Solyc04g077670.2	39.1304	20.3704
Os11g0431100	Solyc04g079040.2	18.5771	12.8767
Os11g0431100	Solyc04g079060.2	34.7826	18.8034
Os11g0431100	Solyc04g079070.2	33.9921	18.7773
Os11g0431100	Solyc05g050770.2	37.5494	20.6972
Os11g0431100	Solyc05g050780.2	34.7826	19.3833
Os11g0431100	Solyc10g049210.1	37.1542	20.2586
Os11g0431100	Solyc10g049270.1	35.9684	19.5699
Os11g0431100	Solyc12g019560.1	30.4348	28.7313
Os11g0431100	Solyc12g019570.1	6.32411	5.69395
Os11g0431100	Solyc12g088250.1	34.7826	19.0065
Os11g0431100	Solyc12g088260.1	23.3202	36.1963
Os11g0431100	Solyc12g088280.1	20.9486	11.0879
Os11g0431400	Solyc04g076120.2	45	18.75
Os11g0431400	Solyc04g077630.2	46.6667	17.3913
Os11g0431400	Solyc04g077640.2	36.1111	16.8394
Os11g0431400	Solyc04g077650.2	45.5556	17.9825
Os11g0431400	Solyc04g077670.2	43.3333	16.0494
Os11g0431400	Solyc04g079040.2	15	7.39726
Os11g0431400	Solyc04g079060.2	40	15.3846
Os11g0431400	Solyc04g079070.2	38.8889	15.2838
Os11g0431400	Solyc05g050770.2	42.7778	16.7756
Os11g0431400	Solyc05g050780.2	41.6667	16.5198
Os11g0431400	Solyc10g049210.1	41.1111	15.9483
Os11g0431400	Solyc10g049270.1	40.5556	15.6989
Os11g0431400	Solyc12g019560.1	39.4444	26.4925
Os11g0431400	Solyc12g019570.1	5	3.20285
Os11g0431400	Solyc12g088250.1	43.8889	17.0626
Os11g0431400	Solyc12g088260.1	31.6667	34.9693
Os11g0431400	Solyc12g088280.1	23.8889	8.99582
Os11g0431700	Solyc04g076120.2	37.9135	34.4907
Os11g0431700	Solyc04g077630.2	42.4936	34.5756
Os11g0431700	Solyc04g077640.2	33.8422	34.456
Os11g0431700	Solyc04g077650.2	42.2392	36.4035
Os11g0431700	Solyc04g077670.2	39.1857	31.6872
Os11g0431700	Solyc04g079040.2	24.173	26.0274
Os11g0431700	Solyc04g079060.2	35.1145	29.4872
Os11g0431700	Solyc04g079070.2	35.369	30.3493
Os11g0431700	Solyc05g050770.2	38.1679	32.6797
Os11g0431700	Solyc05g050780.2	36.3868	31.4978
Os11g0431700	Solyc10g049210.1	38.4224	32.5431
Os11g0431700	Solyc10g049270.1	37.1501	31.3979
Os11g0431700	Solyc12g019560.1	22.9008	33.5821
Os11g0431700	Solyc12g019570.1	15.0127	20.9964
Os11g0431700	Solyc12g088250.1	38.9313	33.0454
Os11g0431700	Solyc12g088260.1	17.5573	42.3313
Os11g0431700	Solyc12g088280.1	24.9364	20.5021
Os11g0432400	Solyc01g021740.1	28.1553	74.359
Os11g0432600	Solyc05g014140.1	10.3245	49.2958
Os11g0432600	Solyc05g014150.2	25.6637	41.4286
Os11g0432900	Solyc04g076120.2	36.7432	40.7407
Os11g0432900	Solyc04g077630.2	43.4238	43.0642
Os11g0432900	Solyc04g077640.2	35.6994	44.3005
Os11g0432900	Solyc04g077650.2	43.6326	45.8333
Os11g0432900	Solyc04g077670.2	41.1273	40.535
Os11g0432900	Solyc04g079040.2	29.8539	39.1781
Os11g0432900	Solyc04g079060.2	37.5783	38.4615
Os11g0432900	Solyc04g079070.2	37.3695	39.083
Os11g0432900	Solyc05g050770.2	39.8747	41.6122
Os11g0432900	Solyc05g050780.2	39.2484	41.4097
Os11g0432900	Solyc10g049210.1	38.8309	40.0862
Os11g0432900	Solyc10g049270.1	37.9958	39.1398
Os11g0432900	Solyc12g019560.1	18.5804	33.209
Os11g0432900	Solyc12g019570.1	22.1294	37.7224
Os11g0432900	Solyc12g088250.1	39.2484	40.6048
Os11g0432900	Solyc12g088260.1	13.1524	38.6503
Os11g0432900	Solyc12g088280.1	29.4363	29.4979
Os11g0433101	Solyc04g039940.1	48.8746	43.1206
Os11g0433200	Solyc09g098200.2	36.2637	62.2642
Os11g0433200	Solyc12g098670.1	56.2637	48.1203
Os11g0433500	Solyc05g053830.2	77.208	34.5663
Os11g0433500	Solyc09g092680.2	75.2137	34.4648
Os11g0433600	Solyc03g083280.2	27.9261	26.7717
Os11g0434000	Solyc01g105970.2	42.9864	50.2645
Os11g0434000	Solyc10g047310.1	19.457	43
Os11g0437600	Solyc06g007580.1	34.3137	35.1171
Os11g0437600	Solyc06g083160.1	33.0065	34.471
Os11g0437600	Solyc09g057760.2	15.6863	22.2222
Os11g0441500	Solyc03g078780.1	27.1368	49.6094
Os11g0441500	Solyc03g078810.2	38.8889	39.8249
Os11g0441500	Solyc06g076550.2	36.7521	38.1375
Os11g0441500	Solyc10g084890.1	31.1966	35.7843
Os11g0441500	Solyc10g085230.1	35.4701	34.9474
Os11g0441500	Solyc10g085240.1	34.188	33.9703
Os11g0441500	Solyc10g085280.1	34.6154	34.1053
Os11g0444000	Solyc03g078780.1	27.7533	49.2188
Os11g0444000	Solyc03g078810.2	40.3084	40.0438
Os11g0444000	Solyc06g076550.2	38.7665	39.0244
Os11g0444000	Solyc10g084890.1	31.4978	35.049
Os11g0444000	Solyc10g085230.1	34.8018	33.2632
Os11g0444000	Solyc10g085240.1	33.7004	32.4841
Os11g0444000	Solyc10g085280.1	33.9207	32.4211
Os11g0444700	Solyc05g013530.2	37.9464	38.8128
Os11g0444700	Solyc06g071750.2	28.5714	33.1606
Os11g0444900	Solyc05g013530.2	37.963	37.4429
Os11g0444900	Solyc06g071750.2	29.1667	32.6425
Os11g0445300	Solyc09g091990.2	18.2659	40.5128
Os11g0445300	Solyc09g092010.1	4.16185	59.0164
Os11g0446000	Solyc07g062950.2	57.4236	62.619
Os11g0446500	Solyc11g017170.1	57.337	77.8598
Os11g0446500	Solyc11g017190.1	22.2826	70.8934
Os11g0447300	Solyc04g016050.2	64.5946	64.2473
Os11g0447300	Solyc10g080070.1	62.4324	61.2732
Os11g0448000	Solyc09g057680.2	41.332	44.8459
Os11g0448000	Solyc09g092460.2	21.8413	53.8647
Os11g0448000	Solyc12g098570.1	41.7238	46.2541
Os11g0448400	Solyc01g081490.2	52.0095	35.8891
Os11g0450400	Solyc02g077620.1	37.9205	35.1275
Os11g0450400	Solyc03g114800.1	37.6147	38.924
Os11g0450400	Solyc05g011840.2	30.581	35.9712
Os11g0450400	Solyc05g011870.1	38.8379	38.253
Os11g0450400	Solyc05g011890.1	36.6972	35.7143
Os11g0450400	Solyc05g011900.1	38.2263	37.6506
Os11g0450400	Solyc05g047470.1	28.7462	32.9825
Os11g0450400	Solyc05g047490.1	37.0031	32.1809
Os11g0450400	Solyc05g047510.1	36.6972	36.4742
Os11g0450400	Solyc09g055500.1	37.6147	37.0482
Os11g0450400	Solyc11g027800.1	37.6147	37.386
Os11g0450400	Solyc11g050930.1	36.6972	36.4742
Os11g0450400	Solyc11g051090.1	37.6147	37.5
Os11g0450400	Solyc11g067320.1	35.7798	36.3354
Os11g0454800	Solyc01g099300.2	43.9294	27.9102
Os11g0454800	Solyc06g071580.2	40.8389	30.782
Os11g0455500	Solyc05g032820.1	31.8447	73.8739
Os11g0455800	Solyc05g053810.2	84.9257	84.9257
Os11g0455800	Solyc12g098490.1	83.8641	83.8641
Os11g0456000	Solyc01g067900.2	42.3077	32.5926
Os11g0456000	Solyc01g099520.2	37.5	34.2105
Os11g0456000	Solyc09g074890.1	42.3077	37.2881
Os11g0456100	Solyc06g007550.1	26.6839	36.6548
Os11g0456100	Solyc06g007560.1	29.5337	31.4917
Os11g0456100	Solyc09g057580.2	22.2798	40.3756
Os11g0457300	Solyc04g010110.2	32.7766	30.8448
Os11g0457300	Solyc04g079030.2	33.1942	16.7017
Os11g0457300	Solyc04g079050.1	20.8768	33.3333
Os11g0457300	Solyc09g059170.1	25.0522	49.3827
Os11g0457300	Solyc10g008860.1	31.1065	32.6754
Os11g0458100	Solyc06g007790.1	19.1977	20.1201
Os11g0458100	Solyc06g083330.2	13.1805	26.1364
Os11g0458100	Solyc09g059550.1	18.3381	17.8273
Os11g0460800	Solyc04g076120.2	39.3375	43.9815
Os11g0460800	Solyc04g077630.2	46.3768	46.3768
Os11g0460800	Solyc04g077640.2	38.7164	48.4456
Os11g0460800	Solyc04g077650.2	46.9979	49.7807
Os11g0460800	Solyc04g077670.2	43.8923	43.6214
Os11g0460800	Solyc04g079040.2	31.8841	42.1918
Os11g0460800	Solyc04g079060.2	42.8571	44.2308
Os11g0460800	Solyc04g079070.2	42.8571	45.1965
Os11g0460800	Solyc05g050770.2	42.6501	44.8802
Os11g0460800	Solyc05g050780.2	42.6501	45.3745
Os11g0460800	Solyc10g049210.1	42.6501	44.3966
Os11g0460800	Solyc10g049270.1	41.2008	42.7957
Os11g0460800	Solyc12g019560.1	20.4969	36.9403
Os11g0460800	Solyc12g019570.1	23.3954	40.2135
Os11g0460800	Solyc12g088250.1	44.3064	46.2203
Os11g0460800	Solyc12g088260.1	15.942	47.2393
Os11g0460800	Solyc12g088280.1	30.2277	30.5439
Os11g0460900	Solyc03g115020.2	40.678	40.4494
Os11g0461000	Solyc04g076120.2	37.4745	42.5926
Os11g0461000	Solyc04g077630.2	45.0102	45.7557
Os11g0461000	Solyc04g077640.2	36.8635	46.8912
Os11g0461000	Solyc04g077650.2	46.4358	50
Os11g0461000	Solyc04g077670.2	42.7699	43.2099
Os11g0461000	Solyc04g079040.2	30.7536	41.3699
Os11g0461000	Solyc04g079060.2	42.7699	44.8718
Os11g0461000	Solyc04g079070.2	40.7332	43.6681
Os11g0461000	Solyc05g050770.2	42.5662	45.5338
Os11g0461000	Solyc05g050780.2	42.1589	45.5947
Os11g0461000	Solyc10g049210.1	41.9552	44.3966
Os11g0461000	Solyc10g049270.1	40.7332	43.0108
Os11g0461000	Solyc12g019560.1	21.1813	38.806
Os11g0461000	Solyc12g019570.1	23.2179	40.5694
Os11g0461000	Solyc12g088250.1	42.9735	45.5724
Os11g0461000	Solyc12g088260.1	15.4786	46.6258
Os11g0461000	Solyc12g088280.1	29.7352	30.5439
Os11g0461200	Solyc04g010110.2	33.125	20.8251
Os11g0461200	Solyc04g079030.2	32.5	10.9244
Os11g0461200	Solyc04g079050.1	30	32
Os11g0461200	Solyc09g059170.1	38.4375	50.6173
Os11g0461200	Solyc10g008860.1	33.75	23.6842
Os11g0462100	Solyc07g005080.1	27.051	31.6062
Os11g0462100	Solyc07g005090.2	29.2683	35.5795
Os11g0462100	Solyc07g005100.2	26.3858	31.6489
Os11g0462900	Solyc04g074980.2	20.8071	52.9695
Os11g0463600	Solyc06g083350.2	49.7462	28.4884
Os11g0463600	Solyc09g059500.2	51.269	29.7059
Os11g0464600	Solyc07g042300.1	55.9633	32.6203
Os11g0465200	Solyc03g111880.2	35.0877	34.4828
Os11g0465200	Solyc03g111920.1	35.2826	36.714
Os11g0465200	Solyc03g111930.2	35.6725	36.8952
Os11g0465200	Solyc03g111940.2	37.6218	38.523
Os11g0465200	Solyc03g111950.2	34.1131	35.1406
Os11g0465200	Solyc03g111970.2	36.4522	36.9565
Os11g0465200	Solyc03g111990.2	34.5029	35.0495
Os11g0465200	Solyc03g112010.2	36.6472	37.751
Os11g0465200	Solyc03g112030.1	34.6979	35.6
Os11g0465200	Solyc03g112040.1	34.6979	35.6
Os11g0466300	Solyc03g120830.2	51.3514	51.3514
Os11g0470500	Solyc11g011870.1	36.703	51.8681
Os11g0470500	Solyc11g011880.1	54.5879	54.6729
Os11g0472000	Solyc11g008900.1	61.3527	58.6605
Os11g0472500	Solyc09g015440.1	56.9892	59.5506
Os11g0472500	Solyc11g008890.1	75.2688	72.1649
Os11g0472600	Solyc11g008880.1	22.7545	22.3529
Os11g0473000	Solyc09g091900.2	82.7907	82.7907
Os11g0473100	Solyc04g071310.2	51.2821	53.1915
Os11g0473200	Solyc09g019970.2	55.2356	22.5187
Os11g0473350	Solyc09g019970.2	61.8182	3.6286
Os11g0474800	Solyc07g066670.2	36.3229	19.7802
Os11g0474800	Solyc08g005640.2	28.6996	19.1904
Os11g0474800	Solyc08g005670.2	10.7623	28.2353
Os11g0474800	Solyc08g005720.2	28.9238	17.0635
Os11g0474900	Solyc07g066670.2	31.9767	6.71551
Os11g0474900	Solyc08g005640.2	4.06977	1.04948
Os11g0474900	Solyc08g005670.2	0.581395	0.588235
Os11g0474900	Solyc08g005720.2	34.3023	7.80423
Os11g0475600	Solyc02g082410.2	58.9168	63.0835
Os11g0475600	Solyc03g032040.2	61.0304	63.7241
Os11g0479232	Solyc09g059960.2	56.6787	23.7519
Os11g0481200	Solyc05g053720.2	68.5714	69.7674
Os11g0482000	Solyc03g045110.2	18.593	82.2222
Os11g0482000	Solyc10g078620.1	83.4171	77.2093
Os11g0482000	Solyc11g042610.1	84.9246	80.0948
Os11g0482100	Solyc05g055690.1	71.5771	37.8552
Os11g0482100	Solyc06g084210.2	72.9636	39.3826
Os11g0482400	Solyc04g076800.2	52.0779	53.1126
Os11g0482500	Solyc03g063720.2	12.6951	18.8854
Os11g0482500	Solyc07g056120.2	7.18002	17.8756
Os11g0482500	Solyc10g080280.1	5.82726	19.3772
Os11g0483600	Solyc03g111270.2	36.7568	40.7186
Os11g0484000	Solyc07g063040.2	70.6564	72.0472
Os11g0484000	Solyc07g063060.1	8.68726	35.4331
Os11g0484000	Solyc10g007050.2	41.8919	59.6154
Os11g0484300	Solyc11g040120.1	68.2622	76.2791
Os11g0484400	Solyc01g109830.2	74.2802	73.4345
Os11g0484500	Solyc12g056120.1	72.8346	74.5968
Os11g0485200	Solyc02g011700.1	3.03359	25.2252
Os11g0485200	Solyc07g017780.2	32.9361	31.5026
Os11g0487100	Solyc05g015480.2	50	53.4884
Os11g0488500	Solyc04g045590.2	52.9231	48.5876
Os11g0488900	Solyc05g015420.2	43.2961	40.1554
Os11g0489250	Solyc05g015350.2	45.539	47.8516
Os11g0490100	Solyc07g015920.1	37.4172	41.0909
Os11g0490200	Solyc03g019980.1	39.6472	39.9813
Os11g0490200	Solyc03g096190.1	39.9257	41.2668
Os11g0490200	Solyc03g098400.1	39.0901	40.7946
Os11g0490200	Solyc04g009040.2	39.1829	41.2109
Os11g0490200	Solyc06g076910.1	40.2043	41.5946
Os11g0490600	Solyc05g015880.2	26.4423	28.9474
Os11g0490800	Solyc02g068180.2	58.8235	62.0438
Os11g0490900	Solyc02g094270.1	35.124	64.8855
Os11g0490900	Solyc05g015850.2	42.562	59.8837
Os11g0491400	Solyc01g005930.2	32.3185	34.0741
Os11g0491500	Solyc01g094040.2	35.3774	34.8837
Os11g0492100	Solyc03g006750.1	3.40136	2.17391
Os11g0492200	Solyc03g006750.1	13.4783	40.4348
Os11g0492300	Solyc03g006750.1	9.57324	36.087
Os11g0492500	Solyc03g006750.1	25.419	39.5652
Os11g0492900	Solyc03g006750.1	36	27.3913
Os11g0493000	Solyc03g006750.1	25.7143	7.82609
Os11g0493100	Solyc03g006750.1	34.4086	27.8261
Os11g0493700	Solyc03g006750.1	10.5263	35.6522
Os11g0494100	Solyc03g006750.1	27.7439	39.5652
Os11g0495400	Solyc12g010340.1	46.5649	55.4545
Os11g0495950	Solyc02g022850.1	36.8519	36.7837
Os11g0495950	Solyc02g022860.1	38.3333	39.4286
Os11g0495950	Solyc02g069690.1	38.1481	37.66
Os11g0495950	Solyc02g070060.1	37.4074	38.403
Os11g0495950	Solyc02g070070.1	36.6667	37.2881
Os11g0495950	Solyc02g070090.1	36.2963	36.7041
Os11g0495950	Solyc02g070110.1	36.2963	36.9811
Os11g0495950	Solyc02g070130.1	36.2963	36.773
