Gene stable ID	Arabidopsis thaliana gene stable ID	%id. target Arabidopsis thaliana gene identical to query gene	%id. query gene identical to target Arabidopsis thaliana gene	Arabidopsis thaliana orthology confidence [0 low, 1 high]
Os10g0505000	AT1G07747	30	31.5789	
Os10g0505000	AT1G43665	25	20.3252	
Os10g0505000	AT1G43666	30	31.25	
Os10g0505000	AT1G43667	28	28.5714	
Os10g0505000	AT1G48750	31	32.9787	
Os10g0505000	AT1G66850	34	33.3333	
Os10g0505000	AT1G73780	29	29.5918	
Os10g0505000	AT2G14846	27	27.2727	
Os10g0505000	AT3G18280	29	24.1667	
Os10g0505000	AT3G57310	28	27.1845	
Os10g0505000	AT4G12825	28	29.4737	
Os10g0505000	AT5G38160	36	34.9515	
Os10g0505000	AT5G38170	37	35.9223	
Os10g0505000	AT5G38180	24	25.2632	
Os10g0505000	AT5G38195	27	28.4211	
Os10g0505000	AT5G38197	23	23.9583	
Os10g0505500	AT1G07747	29.7872	29.4737	
Os10g0505500	AT1G43665	29.7872	22.7642	
Os10g0505500	AT1G43666	32.9787	32.2917	
Os10g0505500	AT1G43667	27.6596	26.5306	
Os10g0505500	AT1G48750	35.1064	35.1064	
Os10g0505500	AT1G66850	35.1064	32.3529	
Os10g0505500	AT1G73780	34.0426	32.6531	
Os10g0505500	AT2G14846	31.9149	30.303	
Os10g0505500	AT3G18280	30.8511	24.1667	
Os10g0505500	AT3G57310	35.1064	32.0388	
Os10g0505500	AT4G12825	27.6596	27.3684	
Os10g0505500	AT5G38160	37.234	33.9806	
Os10g0505500	AT5G38170	38.2979	34.9515	
Os10g0505500	AT5G38180	27.6596	27.3684	
Os10g0505500	AT5G38195	28.7234	28.4211	
Os10g0505500	AT5G38197	24.4681	23.9583	
Os10g0505700	AT1G07747	32.967	31.5789	
Os10g0505700	AT1G43665	30.7692	22.7642	
Os10g0505700	AT1G43666	28.5714	27.0833	
Os10g0505700	AT1G43667	31.8681	29.5918	
Os10g0505700	AT1G48750	37.3626	36.1702	
Os10g0505700	AT1G66850	41.7582	37.2549	
Os10g0505700	AT1G73780	35.1648	32.6531	
Os10g0505700	AT2G14846	32.967	30.303	
Os10g0505700	AT3G18280	39.5604	30	
Os10g0505700	AT3G57310	34.0659	30.0971	
Os10g0505700	AT4G12825	28.5714	27.3684	
Os10g0505700	AT5G38160	36.2637	32.0388	
Os10g0505700	AT5G38170	37.3626	33.0097	
Os10g0505700	AT5G38180	29.6703	28.4211	
Os10g0505700	AT5G38195	29.6703	28.4211	
Os10g0505700	AT5G38197	27.4725	26.0417	
Os10g0506000	AT1G55630	49.7041	52.8302	
Os10g0506000	AT3G60050	49.9014	53.4884	
Os10g0506100	AT5G23760	57.7778	75.7282	
Os10g0506200	AT1G14610	63.8704	60.4693	
Os10g0506200	AT1G27160	7.72164	40.5	
Os10g0506800	AT1G33400	37.3266	36.5432	
Os10g0507500	AT4G16535	44.4	44.0476	
Os10g0507600	AT1G51270	39.1667	14.7567	
Os10g0507600	AT2G23830	27.5	44.2953	
Os10g0507600	AT2G45140	44.5833	44.7699	
Os10g0507600	AT3G60600	42.9167	40.2344	
Os10g0507800	AT2G35720	60.5556	60.7807	
Os10g0508000	AT4G12420	67.2619	38.5009	
Os10g0508000	AT4G25240	63.6905	36.3328	
Os10g0508000	AT5G48450	62.5	33.8164	
Os10g0508000	AT5G51480	63.6905	36.1486	
Os10g0508100	AT3G60680	41.7021	39.2786	
Os10g0508300	AT2G45190	40.2556	55.0218	
Os10g0508300	AT4G00180	42.1725	55	
Os10g0508400	AT2G45240	79.4872	77.8895	
Os10g0508500	AT3G60740	54.1806	25.8373	
Os10g0508600	AT5G51510	40.1042	45.2941	
Os10g0508700	AT1G62760	26.6355	18.2692	
Os10g0508700	AT4G25250	23.8318	25.6281	
Os10g0508700	AT5G51520	23.3645	24.5098	
Os10g0508700	AT5G62360	29.4393	31.0345	
Os10g0509000	AT5G54090	49.631	33.794	
Os10g0509100	AT3G49550	66.4336	64.6258	
Os10g0509100	AT5G24610	67.8322	66.4384	
Os10g0509200	AT2G46910	58.2456	58.4507	
Os10g0509401	AT3G49570	29.4643	34.0206	
Os10g0509401	AT3G49580	28.5714	34.0426	
Os10g0509401	AT5G24655	29.4643	35.8696	
Os10g0509401	AT5G24660	30.3571	36.1702	
Os10g0509600	AT3G49570	33.3333	32.9897	
Os10g0509600	AT3G49580	31.25	31.9149	
Os10g0509600	AT5G24655	32.2917	33.6957	
Os10g0509600	AT5G24660	32.2917	32.9787	
Os10g0510200	AT1G76240	19.4139	17.2078	
Os10g0510300	AT1G06440	46.9333	45.1282	
Os10g0510400	AT1G33170	67.5079	66.9797	
Os10g0510400	AT4G10440	67.0347	67.1406	
Os10g0510500	AT5G53590	38.4	33.8028	
Os10g0510700	AT2G46700	54.6575	67.0588	
Os10g0510700	AT3G49370	50.274	61.7845	
Os10g0510700	AT5G24430	50.9589	62.6263	
Os10g0511400	AT2G18080	57.7909	59.9182	
Os10g0511400	AT4G36190	58.5799	61.6183	
Os10g0511400	AT4G36195	60.9467	63.3197	
Os10g0511600	AT2G18080	54.2079	44.7853	
Os10g0511600	AT4G36190	54.9505	46.0581	
Os10g0511600	AT4G36195	56.4356	46.7213	
Os10g0511800	AT2G16485	49.0741	5.97857	
Os10g0511900	AT2G16485	11.6228	2.98928	
Os10g0512100	AT2G18100	57.3899	55.6402	
Os10g0512100	AT4G36210	58.4906	55.3571	
Os10g0512500	AT2G21350	31.3492	35.5856	
Os10g0512500	AT4G39040	32.5397	27.7027	
Os10g0512700	AT4G34660	69.1892	69.5652	
Os10g0512800	AT2G21380	62.7007	62.7599	
Os10g0512800	AT4G39050	64.3059	64.5498	
Os10g0513200	AT4G10380	70.0965	71.7105	
Os10g0513300	AT1G01550	32.6754	42.6934	
Os10g0513300	AT2G46080	34.4298	45.245	
Os10g0513300	AT3G61500	13.8158	19.9367	
Os10g0513300	AT4G01360	22.807	29.8851	
Os10g0513400	AT1G64900	46.5291	49.0119	
Os10g0513400	AT1G64930	44.2777	46.184	
Os10g0513400	AT1G64940	46.1538	48.1409	
Os10g0513400	AT1G64950	46.5291	48.6275	
Os10g0513400	AT2G12190	47.4672	49.4141	
Os10g0513400	AT3G03470	40.9006	42.6614	
Os10g0513400	AT5G61320	42.9644	46.0765	
Os10g0513900	AT1G64900	50	51.3834	
Os10g0513900	AT1G64930	47.1154	47.9452	
Os10g0513900	AT1G64940	48.4615	49.3151	
Os10g0513900	AT1G64950	49.0385	50	
Os10g0513900	AT2G12190	50	50.7812	
Os10g0513900	AT3G03470	42.3077	43.0528	
Os10g0513900	AT5G61320	45.7692	47.8873	
Os10g0514300	AT1G64900	33.7243	22.7273	
Os10g0514300	AT1G64930	32.5513	21.7221	
Os10g0514300	AT1G64940	32.5513	21.7221	
Os10g0514300	AT1G64950	33.4311	22.3529	
Os10g0514300	AT2G12190	33.7243	22.4609	
Os10g0514300	AT3G03470	32.2581	21.5264	
Os10g0514300	AT5G61320	32.2581	22.1328	
Os10g0514450	AT1G64900	49.5833	23.5178	
Os10g0514450	AT1G64930	47.0833	22.1135	
Os10g0514450	AT1G64940	49.1667	23.092	
Os10g0514450	AT1G64950	49.1667	23.1373	
Os10g0514450	AT2G12190	50	23.4375	
Os10g0514450	AT3G03470	42.5	19.9609	
Os10g0514450	AT5G61320	42.5	20.5231	
Os10g0514500	AT1G64900	39.0476	40.5138	
Os10g0514500	AT1G64930	36.381	37.3777	
Os10g0514500	AT1G64940	38.2857	39.3346	
Os10g0514500	AT1G64950	37.7143	38.8235	
Os10g0514500	AT2G12190	38.0952	39.0625	
Os10g0514500	AT3G03470	32	32.8767	
Os10g0514500	AT5G61320	34.8571	36.8209	
Os10g0514600	AT3G18190	73.5675	74.2537	
Os10g0514700	AT1G64900	45.9716	38.3399	
Os10g0514700	AT1G64930	43.6019	36.0078	
Os10g0514700	AT1G64940	44.5498	36.7906	
Os10g0514700	AT1G64950	44.3128	36.6667	
Os10g0514700	AT2G12190	44.3128	36.5234	
Os10g0514700	AT3G03470	38.8626	32.0939	
Os10g0514700	AT5G61320	42.654	36.2173	
Os10g0514901	AT1G64900	49.6094	50.1976	
Os10g0514901	AT1G64930	48.2422	48.3366	
Os10g0514901	AT1G64940	49.2188	49.3151	
Os10g0514901	AT1G64950	49.6094	49.8039	
Os10g0514901	AT2G12190	50	50	
Os10g0514901	AT3G03470	40.8203	40.9002	
Os10g0514901	AT5G61320	45.7031	47.0825	
Os10g0515200	AT1G64900	49.7132	51.3834	
Os10g0515200	AT1G64930	46.0803	47.1624	
Os10g0515200	AT1G64940	47.8011	48.9237	
Os10g0515200	AT1G64950	48.3748	49.6078	
Os10g0515200	AT2G12190	48.9484	50	
Os10g0515200	AT3G03470	41.109	42.0744	
Os10g0515200	AT5G61320	46.0803	48.4909	
Os10g0515400	AT1G64900	31.6327	36.7589	
Os10g0515400	AT1G64930	29.7619	34.2466	
Os10g0515400	AT1G64940	31.1224	35.8121	
Os10g0515400	AT1G64950	31.2925	36.0784	
Os10g0515400	AT2G12190	31.2925	35.9375	
Os10g0515400	AT3G03470	27.0408	31.1155	
Os10g0515400	AT5G61320	29.2517	34.6076	
Os10g0515900	AT1G64900	50	50.9881	
Os10g0515900	AT1G64930	47.6744	48.1409	
Os10g0515900	AT1G64940	50	50.4892	
Os10g0515900	AT1G64950	50.5814	51.1765	
Os10g0515900	AT2G12190	50.969	51.3672	
Os10g0515900	AT3G03470	41.2791	41.683	
Os10g0515900	AT5G61320	45.155	46.8813	
Os10g0516100	AT1G32470	75	74.0964	
Os10g0516100	AT2G35370	71.9512	71.5152	
Os10g0516200	AT1G33260	35.8904	37.5358	
Os10g0516200	AT4G10390	36.7123	39.1813	
Os10g0516300	AT2G43400	55.8824	15.0079	
Os10g0516400	AT1G64980	58.9552	56.6308	
Os10g0516500	AT1G76880	15.5738	6.30182	
Os10g0516500	AT1G76890	12.7049	5.3913	
Os10g0516701	AT1G33250	51.505	28.1022	
Os10g0516800	AT5G23450	56.2748	54.7558	
Os10g0517400	AT5G53580	70.6667	72.6027	
Os10g0517500	AT1G64660	62.7155	65.9864	
Os10g0518100	AT3G49350	49.6587	53.9889	
Os10g0518100	AT5G24390	44.8805	49.8106	
Os10g0518100	AT5G41940	50.3413	53.7341	
Os10g0518100	AT5G53570	46.0751	46.7938	
Os10g0518200	AT5G53560	69.2308	53.7313	
Os10g0518300	AT5G41950	60.1695	50.2655	
Os10g0518800	AT4G10730	54.9258	57.2433	
Os10g0518800	AT4G24100	55.4656	56.6897	
Os10g0518900	AT3G05210	54.2636	51.2195	
Os10g0519300	AT2G46620	35.9571	40.9369	
Os10g0519600	AT1G64650	81.5789	80.5195	
Os10g0519600	AT3G49310	77.4123	76.7391	
Os10g0519600	AT4G27720	79.386	78.6957	
Os10g0519700	AT1G17530	55.8974	58.2888	
Os10g0519700	AT1G72750	56.9231	59.0426	
Os10g0519700	AT3G04800	49.7436	51.5957	
Os10g0520600	AT4G10790	60.0858	58.3333	
Os10g0520700	AT5G63830	49.0476	50.7389	
Os10g0520950	AT1G64600	27.6316	7.82123	
Os10g0521000	AT4G24040	50.2664	45.2077	
Os10g0521100	AT2G31200	56.9536	58.9041	
Os10g0521300	AT2G46470	42.615	40.8353	
Os10g0521300	AT3G49155	7.99031	25.1908	
Os10g0521300	AT5G62050	43.3414	41.7249	
Os10g0521600	AT5G07270	66.9421	31.5789	
Os10g0521700	AT3G61160	62.0469	66.4384	
Os10g0521700	AT4G00720	70.1493	69.7034	
Os10g0521900	AT1G12750	54.5181	58.9577	
Os10g0521900	AT1G63120	61.747	64.6688	
Os10g0521900	AT4G23070	51.2048	54.3131	
Os10g0521900	AT5G07250	61.747	59.2486	
Os10g0522400	AT1G12710	43.0303	21.3213	
Os10g0522400	AT1G63090	40.6061	23.1834	
Os10g0522400	AT3G61060	47.2727	26.8041	
Os10g0522400	AT5G52120	43.0303	24.3986	
Os10g0522500	AT5G52110	46.0227	29.4545	
Os10g0522601	AT1G01830	59.4643	58.0139	
Os10g0522601	AT2G45720	60.8929	61.6637	
Os10g0522900	AT4G16765	45.4545	56.6802	
Os10g0522900	AT4G16770	33.4416	39.9225	
Os10g0523100	AT4G16765	47.7848	61.1336	
Os10g0523100	AT4G16770	35.1266	43.0233	
Os10g0523900	AT1G12630	41.9689	42.1875	
Os10g0523900	AT5G52020	40.4145	33.6207	
Os10g0524100	AT5G62130	43.5159	43.7681	
Os10g0524400	AT2G42010	59.847	56.4982	
Os10g0524400	AT4G00240	56.501	63.754	
Os10g0524500	AT1G12570	54.4369	55.7692	
Os10g0525400	AT1G10360	45.082	48.4581	
Os10g0525400	AT1G10370	45.4918	48.8987	
Os10g0525400	AT1G27130	41.3934	44.4934	
Os10g0525400	AT1G27140	37.7049	37.8601	
Os10g0525400	AT1G69920	39.7541	38.189	
Os10g0525400	AT1G69930	38.9344	40.5983	
Os10g0525800	AT1G10360	51.8349	49.7797	
Os10g0525800	AT1G10370	52.7523	50.6608	
Os10g0525800	AT1G27130	47.2477	45.3745	
Os10g0525800	AT1G27140	43.578	39.0947	
Os10g0525800	AT1G69920	43.578	37.4016	
Os10g0525800	AT1G69930	43.1193	40.1709	
Os10g0527900	AT4G04220	26.8817	24.6609	
Os10g0531700	AT1G12460	50.4988	45.9184	
Os10g0531700	AT1G62950	49.2519	44.382	
Os10g0531900	AT2G12900	15.5	23.4848	
Os10g0531900	AT2G12940	18.5	25.1701	
Os10g0531900	AT2G13150	17.25	26.3359	
Os10g0531900	AT2G21230	41.25	31.4286	
Os10g0531900	AT4G38900	46	33.2731	
Os10g0532000	AT2G18060	53.3724	49.863	
Os10g0532000	AT4G36160	54.5455	48.8189	
Os10g0532000	AT5G66300	47.5073	55.4795	
Os10g0532100	AT4G16310	38.7417	28.7469	
Os10g0532200	AT1G64670	52.6427	47.5191	
Os10g0532200	AT4G24140	53.277	50.6024	
Os10g0532200	AT5G41900	50.9514	51.1677	
Os10g0532300	AT1G01490	43.5754	38.2353	
Os10g0532600	AT2G36026	20.5323	29.5082	
Os10g0532600	AT3G52525	18.6312	30.8176	
Os10g0533000	AT1G01510	60.6154	61.9497	
Os10g0533100	AT5G52780	26.6968	35.119	
Os10g0533150	AT1G01540	44.2882	53.3898	
Os10g0533150	AT2G30940	28.2953	35.5408	
Os10g0533150	AT4G01330	44.2882	52.5	
Os10g0533200	AT5G52810	44.9405	46.4615	
Os10g0533500	AT4G25700	59.589	56.129	
Os10g0533500	AT5G52570	60.6164	58.4158	
Os10g0533600	AT1G01560	78.4574	79.9458	
Os10g0533600	AT2G46070	73.9362	68.4729	
Os10g0533600	AT4G01370	80.8511	80.8511	
Os10g0533600	AT4G11330	72.6064	72.6064	
Os10g0533800	AT3G08870	43.9828	42.9972	
Os10g0533800	AT5G01540	41.404	42.3754	
Os10g0533800	AT5G01550	43.2665	42.7762	
Os10g0533800	AT5G01560	42.4069	42.8365	
Os10g0533900	AT4G25660	63.0081	60.7843	
Os10g0533900	AT4G25680	62.6016	61.1111	
Os10g0534100	AT2G30700	51.3742	50.625	
Os10g0534500	AT5G24010	40.4028	41.3835	
Os10g0534700	AT1G01570	46.8691	48.5265	
Os10g0534700	AT4G00295	41.7457	47.1092	
Os10g0534900	AT5G41410	33.4471	32.0786	
Os10g0535600	AT2G40095	28.3721	29.1866	
Os10g0535600	AT3G55880	27.4419	27.4419	
Os10g0535800	AT1G63830	76.8519	71.5517	
Os10g0535800	AT4G23470	71.2963	60.3922	
Os10g0535800	AT5G41390	73.6111	60.2273	
Os10g0536000	AT3G57870	85.625	85.625	
Os10g0536400	AT5G24530	53.3708	27.8592	
Os10g0536500	AT2G46820	38.9535	38.5057	
Os10g0537400	AT2G18196	45.4054	47.191	
Os10g0537400	AT4G10465	44.8649	45.3552	
Os10g0537500	AT1G14530	77.2109	77.4744	
Os10g0537500	AT2G02180	77.551	75.2475	
Os10g0539400	AT3G03210	45.8689	43.75	
Os10g0539600	AT2G17290	63.2959	62.1324	
Os10g0539600	AT4G35310	63.2959	60.7914	
Os10g0539600	AT4G38230	60.8614	63.2296	
Os10g0539700	AT1G42550	37.9808	37.4852	
Os10g0539900	AT1G20840	60.1351	60.6267	
Os10g0539900	AT4G35300	72.027	72.1245	
Os10g0540100	AT3G25060	38.4728	43.594	
Os10g0541000	AT1G42560	45.8101	53.4783	
Os10g0541000	AT2G17430	47.1136	46.679	
Os10g0541000	AT2G17480	49.5345	44.8567	
Os10g0541000	AT2G33670	47.2998	50.6986	
Os10g0541000	AT5G65970	49.162	46.3972	
Os10g0541200	AT3G51470	46.7391	23.8227	
Os10g0542100	AT2G23240	42.5287	43.5294	
Os10g0542100	AT2G42000	42.5287	30.8333	
Os10g0542200	AT2G17190	54.9565	58.7361	
Os10g0542200	AT2G17200	56	58.4392	
Os10g0542400	AT3G45960	50.1818	52.4715	
Os10g0542400	AT3G45970	51.2727	53.2075	
Os10g0542400	AT4G38400	49.0909	50.9434	
Os10g0542700	AT1G76240	27.6527	27.9221	
Os10g0542800	AT1G50990	69.9029	14.2012	
Os10g0542800	AT2G17090	55.3398	12.2581	
Os10g0542800	AT2G17170	1.94175	0.609756	
Os10g0542800	AT4G35230	77.6699	15.625	
Os10g0542900	AT3G12500	56.3218	43.8806	
Os10g0543500	AT3G51420	50.5882	34.8649	
Os10g0543500	AT3G51430	51.3725	35.31	
Os10g0543500	AT3G51440	51.3725	35.31	
Os10g0543500	AT3G51450	50.1961	34.5013	
Os10g0544200	AT5G10570	28.4211	34.2857	
Os10g0544200	AT5G65640	30.7895	33.3333	
Os10g0544500	AT4G35140	48.497	44.732	
Os10g0544500	AT4G38480	45.8918	48.62	
Os10g0544600	AT2G17730	48.4979	44.664	
Os10g0544600	AT4G35840	53.2189	46.2687	
Os10g0544600	AT5G66070	51.073	48.5714	
Os10g0544900	AT4G38520	68.4478	67.25	
Os10g0545100	AT3G10405	43.8095	43.3962	
Os10g0545200	AT4G12110	64.784	65.4362	
Os10g0545200	AT4G22755	59.8007	61.8557	
Os10g0545200	AT4G22756	63.4552	63.8796	
Os10g0545300	AT1G75560	56.2753	54.0856	
Os10g0545500	AT2G36870	53.8462	46.8227	
Os10g0545500	AT3G44990	55.7692	49.4881	
Os10g0545600	AT5G03450	32.8814	30.7937	
Os10g0545700	AT5G03455	50	54.7945	
Os10g0545800	AT3G51790	52.0599	54.2969	
Os10g0546100	AT3G09925	34.5238	33.9181	
Os10g0546200	AT5G04480	32.899	19.2381	
Os10g0546300	AT2G27900	55.8659	53.3808	
Os10g0546600	AT3G53130	69.3405	72.1707	
Os10g0547200	AT1G08160	21.0744	23.0769	
Os10g0547200	AT5G22870	24.3802	28.5024	
Os10g0547500	AT1G02260	56.9072	54.9801	
Os10g0547900	AT4G11410	57.3248	56.7823	
Os10g0547900	AT4G23420	55.7325	52.5526	
Os10g0547900	AT4G23430	56.3694	54.9689	
Os10g0548000	AT4G11410	57.3668	57.7287	
Os10g0548000	AT4G23420	55.7994	53.4535	
Os10g0548000	AT4G23430	56.1129	55.5901	
Os10g0548100	AT5G23920	26.3538	31.8777	
Os10g0548100	AT5G52420	35.7401	40.9091	
Os10g0548200	AT1G76630	47.7425	48.887	
Os10g0548300	AT2G45910	43.4049	33.9329	
Os10g0548300	AT3G49060	34.2025	27.7019	
Os10g0548400	AT1G11760	39.4366	55.6291	
Os10g0548700	AT2G45910	38.1535	41.1271	
Os10g0548700	AT3G49060	28.4761	31.8012	
Os10g0548800	AT2G16640	52.9762	44.2786	
Os10g0548800	AT3G16620	51.8849	48.0257	
Os10g0548850	AT1G01660	26.6667	18.9807	
Os10g0548850	AT1G01670	18.5185	20.5479	
Os10g0548850	AT1G01680	19.0123	25	
Os10g0548850	AT2G45920	24.4444	24.75	
Os10g0548850	AT3G61390	26.9136	25.0575	
Os10g0548850	AT3G61410	14.0741	17.2727	
Os10g0548900	AT1G63680	56.6711	55.5699	
Os10g0549100	AT5G47180	51.073	54.0909	
Os10g0549500	AT3G49680	80.292	53.2688	
Os10g0550000	AT1G01695	9.9889	20.7852	
Os10g0550000	AT2G45900	17.2031	21.5278	
Os10g0550000	AT3G61380	16.6482	20.8914	
Os10g0550000	AT4G00440	19.5339	21.0778	
Os10g0550066	AT4G00450	60.4396	4.9217	
Os10g0550100	AT4G00450	43.4389	12.8859	
Os10g0550300	AT1G01700	53.6534	49.9029	
Os10g0550300	AT2G45890	49.8956	51.6199	
Os10g0550300	AT4G00460	53.4447	54.1226	
Os10g0550500	AT5G23870	60.1896	28.1596	
Os10g0550750	AT1G63520	21.9178	30.303	
Os10g0550750	AT4G11450	29.863	31.4121	
Os10g0550900	AT3G30775	44.4898	43.6874	
Os10g0550900	AT5G38710	45.102	46.4286	
Os10g0551200	AT2G45160	36.4322	22.6562	
Os10g0551200	AT3G60630	37.9397	24.2376	
Os10g0551200	AT4G00150	41.4573	29.5699	
Os10g0551600	AT5G47570	72	72	
Os10g0551700	AT5G46890	27.7778	35.4331	
Os10g0551700	AT5G46900	27.1605	34.6457	
Os10g0551800	AT4G12470	41.7808	37.8882	
Os10g0551800	AT4G12480	40.411	35.119	
Os10g0551800	AT4G12490	44.5205	35.7143	
Os10g0551800	AT4G12500	43.1507	35.5932	
Os10g0551800	AT4G12510	41.7808	47.2868	
Os10g0551800	AT4G12520	41.7808	47.2868	
Os10g0551900	AT4G12470	45.7746	40.3727	
Os10g0551900	AT4G12480	45.7746	38.6905	
Os10g0551900	AT4G12490	49.2958	38.4615	
Os10g0551900	AT4G12500	47.8873	38.4181	
Os10g0551900	AT4G12510	45.7746	50.3876	
Os10g0551900	AT4G12520	45.7746	50.3876	
Os10g0552200	AT4G12470	51.145	41.6149	
Os10g0552200	AT4G12480	49.6183	38.6905	
Os10g0552200	AT4G12490	53.4351	38.4615	
Os10g0552200	AT4G12500	50.3817	37.2881	
Os10g0552200	AT4G12510	48.855	49.6124	
Os10g0552200	AT4G12520	48.855	49.6124	
Os10g0552400	AT1G01660	29.4664	22.3199	
Os10g0552400	AT1G01670	21.8097	25.7534	
Os10g0552400	AT1G01680	20.8817	29.2208	
Os10g0552400	AT2G45920	27.6102	29.75	
Os10g0552400	AT3G61390	27.1462	26.8966	
Os10g0552400	AT3G61410	16.7053	21.8182	
Os10g0552600	AT4G12470	51.1278	42.236	
Os10g0552600	AT4G12480	50.3759	39.881	
Os10g0552600	AT4G12490	51.8797	37.9121	
Os10g0552600	AT4G12500	52.6316	39.548	
Os10g0552600	AT4G12510	49.6241	51.1628	
Os10g0552600	AT4G12520	49.6241	51.1628	
Os10g0552700	AT4G12470	45.9677	35.4037	
Os10g0552700	AT4G12480	46.7742	34.5238	
Os10g0552700	AT4G12490	48.3871	32.967	
Os10g0552700	AT4G12500	49.1936	34.4633	
Os10g0552700	AT4G12510	47.5806	45.7364	
Os10g0552700	AT4G12520	47.5806	45.7364	
Os10g0552800	AT4G12470	50	40.9938	
Os10g0552800	AT4G12480	49.2424	38.6905	
Os10g0552800	AT4G12490	49.2424	35.7143	
Os10g0552800	AT4G12500	50.7576	37.8531	
Os10g0552800	AT4G12510	47.7273	48.8372	
Os10g0552800	AT4G12520	47.7273	48.8372	
Os10g0552900	AT3G60510	56.691	54.6948	
Os10g0552900	AT4G31810	57.6642	57.9462	
Os10g0553300	AT4G12430	57.5916	59.7826	
Os10g0553300	AT4G22590	57.5916	58.3554	
Os10g0553600	AT4G22580	51.6199	54.9425	
Os10g0553800	AT1G12130	48.9627	50.2128	
Os10g0553800	AT1G12140	53.3195	55.9913	
Os10g0553800	AT1G12160	47.3029	48.7179	
Os10g0553800	AT1G12200	54.9793	56.9892	
Os10g0553800	AT1G62540	48.9627	48.9627	
Os10g0553800	AT1G62560	48.3402	50.4329	
Os10g0553800	AT1G62570	48.5477	50.7592	
Os10g0553800	AT1G62580	53.112	51.5091	
Os10g0553800	AT1G62600	54.5643	58.1858	
Os10g0553800	AT1G62620	53.9419	57.7778	
Os10g0553800	AT1G63340	47.7178	54.2453	
Os10g0553800	AT1G63370	53.9419	57.7778	
Os10g0553800	AT1G63390	17.4274	50	
Os10g0553800	AT1G65860	48.1328	50.5447	
Os10g0553900	AT1G12120	12.8814	15.735	
Os10g0553900	AT1G62530	12.2034	23.0769	
Os10g0554001	AT1G62520	45.0549	29.2857	
Os10g0554001	AT4G12450	47.2527	31.0469	
Os10g0554001	AT4G22560	43.956	30.303	
Os10g0554100	AT4G12460	67.2176	35.1585	
Os10g0554100	AT4G22540	69.9725	35.2288	
Os10g0554200	AT1G12110	59.8993	60.5085	
Os10g0554800	AT4G12470	37.7953	29.8137	
Os10g0554800	AT4G12480	37.0079	27.9762	
Os10g0554800	AT4G12490	35.4331	24.7253	
Os10g0554800	AT4G12500	36.2205	25.9887	
Os10g0554800	AT4G12510	36.2205	35.6589	
Os10g0554800	AT4G12520	36.2205	35.6589	
Os10g0554900	AT4G25190	23.8482	22.2785	
Os10g0555100	AT2G35710	56.3008	55.7344	
Os10g0555100	AT4G16600	58.1301	57.8947	
Os10g0555200	AT1G12244	45.9916	42.9134	
Os10g0555300	AT4G16610	21.1699	37.2549	
Os10g0556200	AT4G00050	34.8387	40.6015	
Os10g0557600	AT2G45050	44.3299	32.5758	
Os10g0557600	AT3G60530	41.7526	33.75	
Os10g0557800	AT2G21640	33.3333	38.4615	
Os10g0557800	AT3G05570	35.8333	47.7778	
Os10g0557800	AT4G39235	36.6667	51.1628	
Os10g0557900	AT2G45040	40.5634	42.1053	
Os10g0557900	AT4G16640	44.507	43.4066	
Os10g0558100	AT2G45040	30.9278	26.3158	
Os10g0558100	AT4G16640	32.9897	26.3736	
Os10g0558125	AT2G45040	33.218	28.0702	
Os10g0558125	AT4G16640	32.1799	25.5494	
Os10g0558600	AT3G02330	47.9558	48.062	
Os10g0559600	AT4G17330	32.4895	7.56014	
Os10g0559700	AT4G17330	20.202	11.782	
Os10g0559800	AT5G47380	43.7209	45.6311	
Os10g0559900	AT1G08845	67.3797	53.8462	
Os10g0560000	AT4G16670	40.1055	35.4312	
Os10g0560000	AT4G17350	45.6464	42.716	
Os10g0560000	AT5G47440	42.4802	39.6552	
Os10g0560200	AT2G45010	56.5957	54.5082	
Os10g0560200	AT5G51400	53.1915	51.8672	
Os10g0560450	AT5G61500	45.5479	42.492	
Os10g0560500	AT5G47400	29.7872	9.74478	
Os10g0560900	AT5G04620	61.1111	57.7731	
Os10g0561100	AT5G61510	65.5589	53.4483	
Os10g0561200	AT4G17430	48.1766	49.5069	
Os10g0561300	AT5G61520	51.7375	52.1401	
Os10g0561400	AT5G47390	60.0629	52.3288	
Os10g0561500	AT4G25160	42.3274	39.6407	
Os10g0561500	AT5G51270	40.665	39.5031	
Os10g0561500	AT5G61550	40.665	36.9767	
Os10g0561500	AT5G61560	39.0026	37.4233	
Os10g0561800	AT4G16780	41.1576	45.0704	
Os10g0561900	AT2G35680	41.9889	45.1039	
Os10g0562000	AT3G60380	24.2363	16.0162	
Os10g0562000	AT4G16790	22.4033	23.2558	
Os10g0562200	AT4G16820	39.5548	44.6809	
Os10g0562500	AT2G44830	65.493	36.4706	
Os10g0562600	AT1G64690	25.0951	20.4334	
Os10g0562700	AT1G02110	47.9791	52.3471	
Os10g0562700	AT3G60320	52.5424	50.6281	
Os10g0563000	AT3G60340	61.465	57.1006	
Os10g0563200	AT2G14635	4.53782	44.2623	
Os10g0563200	AT2G44900	72.605	46.4516	
Os10g0563200	AT3G60350	71.2605	45.6897	
Os10g0563300	AT5G07590	72.766	74.6725	
Os10g0563400	AT4G17540	38.255	38.7755	
Os10g0563500	AT4G16970	26.2829	23.622	
Os10g0563550	AT4G16970	33.6134	4.49944	
Os10g0563600	AT5G07460	49.4297	59.633	
Os10g0563600	AT5G07470	53.9924	70.297	
