Gene stable ID	Oryza rufipogon gene stable ID	%id. target Oryza rufipogon gene identical to query gene	%id. query gene identical to target Oryza rufipogon gene
Os10g0199500	ORUFI10G05230	68.559	56.2724
Os10g0200000	ORUFI10G05250	99.6114	92.8744
Os10g0200700	ORUFI10G05260	100	100
Os10g0200800	ORUFI10G05270	52.2293	47.6744
Os10g0202200	ORUFI10G05300	26.1905	18.75
Os10g0202900	ORUFI10G05330	81.3793	100
Os10g0203000	ORUFI10G05360	100	91.9922
Os10g0203100	ORUFI10G05370	53.2468	100
Os10g0203600	ORUFI10G05380	95.4861	99.8185
Os10g0204100	ORUFI10G05390	100	100
Os10g0204400	ORUFI10G05420	98.7441	98.8994
Os10g0205200	ORUFI10G05430	100	100
Os10g0205300	ORUFI10G05440	91.453	97.8659
Os10g0205700	ORUFI10G05470	100	100
Os10g0206500	ORUFI10G05490	100	100
Os10g0206800	ORUFI10G05510	93.6685	99.604
Os10g0207500	ORUFI10G05530	100	100
Os10g0207700	ORUFI10G05540	48.1283	54.2169
Os10g0208200	ORUFI10G05550	39.6226	89.3617
Os10g0208500	ORUFI10G05560	99.1398	99.1398
Os10g0208600	ORUFI10G05570	96.4467	69.5971
Os10g0209300	ORUFI10G05600	67.4419	16.6189
Os10g0209700	ORUFI10G05610	98.8679	98.4962
Os10g0210500	ORUFI10G05620	93.6813	99.4169
Os10g0213700	ORUFI10G05680	100	100
Os10g0213800	ORUFI10G05670	76.9231	68.4931
Os10g0214400	ORUFI10G05660	61.8182	25.1852
Os10g0254720	ORUFI01G18520	28.8703	100
Os10g0315400	ORUFI10G05720	98.5965	47.708
Os10g0316400	ORUFI10G05770	97.5513	97.6159
Os10g0317900	ORUFI10G05810	99.8131	99.8131
Os10g0320100	ORUFI10G05920	99.8099	99.8099
Os10g0320400	ORUFI10G05940	75	98.7805
Os10g0321700	ORUFI10G05960	90.8517	73.2824
Os10g0323500	ORUFI10G06000	98.4314	97.4757
Os10g0323900	ORUFI10G06010	100	100
Os10g0324600	ORUFI10G06080	99.7033	79.81
Os10g0324900	ORUFI10G06100	100	98.3412
Os10g0325400	ORUFI10G06110	99.4937	98.4962
Os10g0326100	ORUFI10G06130	32.4138	77.686
Os10g0326200	ORUFI10G06140	98.7212	66.2093
Os10g0326400	ORUFI10G06150	98.7395	98.7395
Os10g0326800	ORUFI10G06170	93.0295	72.4426
Os10g0326900	ORUFI10G06190	94.1011	25.8687
Os10g0327300	ORUFI10G06200	80.9302	100
Os10g0327800	ORUFI10G06230	99.5261	99.5261
Os10g0328100	ORUFI10G06250	99.3243	99.3243
Os10g0328700	ORUFI10G06280	100	100
Os10g0329300	ORUFI10G06310	100	100
Os10g0330000	ORUFI10G06360	95.1515	98.125
Os10g0330400	ORUFI10G06370	82.4324	43.4938
Os10g0330600	ORUFI10G06390	97.5845	100
Os10g0331400	ORUFI10G06440	100	100
Os10g0332000	ORUFI10G06460	99.3902	63.6719
Os10g0332300	ORUFI10G06470	82.0423	100
Os10g0332300	ORUFI10G06480	4.92958	7.17949
Os10g0333000	ORUFI10G06490	55.2147	61.6438
Os10g0333700	ORUFI10G06520	50.4854	78.7879
Os10g0334500	ORUFI10G06540	100	100
Os10g0335000	ORUFI10G06560	100	93.7173
Os10g0335200	ORUFI10G06580	100	100
Os10g0336300	ORUFI10G06590	81.9237	61.4428
Os10g0336600	ORUFI10G06610	97.8102	77.907
Os10g0337400	ORUFI10G06650	100	100
Os10g0337500	ORUFI10G06660	99.3289	100
Os10g0337600	ORUFI10G06670	75.7143	89.8305
Os10g0337700	ORUFI10G06680	87.8571	76.875
Os10g0338500	ORUFI08G09350	30.1887	8.93855
Os10g0339182	ORUFI10G06790	65.896	89.0625
Os10g0339290	ORUFI10G06800	99.7546	97.2488
Os10g0339400	ORUFI02G36110	83.8134	42.2253
Os10g0339600	ORUFI10G06840	99.53	99.53
Os10g0340301	ORUFI03G24310	68.0556	22.0721
Os10g0340301	ORUFI12G07780	63.8889	22.3301
Os10g0340450	ORUFI10G06930	100	100
Os10g0340600	ORUFI10G06940	99.6377	99.5175
Os10g0341700	ORUFI10G06960	99.7333	99.7333
Os10g0342300	ORUFI10G07000	99.6283	99.7519
Os10g0343100	ORUFI10G07010	98.6376	94.026
Os10g0343200	ORUFI10G07020	100	100
Os10g0343400	ORUFI10G07030	80.241	95.1429
Os10g0343500	ORUFI02G20900	5.67515	30.8511
Os10g0343900	ORUFI10G07200	68.1818	68.7023
Os10g0344500	ORUFI10G07220	86.7052	43.4363
Os10g0344800	ORUFI10G07250	41.3462	69.3548
Os10g0344900	ORUFI10G07260	99.7904	99.7904
Os10g0345100	ORUFI10G07270	95.8246	98.2869
Os10g0345600	ORUFI10G07290	95.3416	66.4502
Os10g0345701	ORUFI10G07290	98.3607	25.974
Os10g0345900	ORUFI10G07320	100	100
Os10g0346200	ORUFI10G07340	72.7778	87.6254
Os10g0346300	ORUFI10G07350	99.8331	99.8331
Os10g0346600	ORUFI10G07360	100	100
Os10g0347000	ORUFI10G07370	97.3837	97.3837
Os10g0347800	ORUFI10G07390	77.7778	78.1434
Os10g0348600	ORUFI10G07400	93.26	93.6464
Os10g0349300	ORUFI10G07410	93.4307	20.6452
Os10g0349900	ORUFI11G12410	98.4127	51.4523
Os10g0350001	ORUFI10G07420	93.3333	63.6364
Os10g0350200	ORUFI10G07430	82.2857	22.4299
Os10g0350500	ORUFI10G07440	95.896	99.8576
Os10g0350800	ORUFI10G07460	89.1304	72.2467
Os10g0351200	ORUFI10G07480	99.6139	99.6139
Os10g0351500	ORUFI10G07490	97.5904	97.2973
Os10g0351600	ORUFI10G07500	81.7717	89.0538
Os10g0351700	ORUFI10G07510	93.1153	99.4485
Os10g0355800	ORUFI06G01240	60.7143	98.0769
Os10g0357700	ORUFI04G18170	36.3636	38.3562
Os10g0357800	ORUFI10G07540	84.8649	93.6382
Os10g0358200	ORUFI10G07570	91.5327	91.5327
Os10g0358600	ORUFI10G07580	77.2093	100
Os10g0358700	ORUFI10G07590	98.3577	97.2924
Os10g0359200	ORUFI10G07620	76.455	83.2853
Os10g0359500	ORUFI10G07640	83.9695	88.2353
Os10g0360100	ORUFI10G07670	100	100
Os10g0360800	ORUFI10G07700	100	100
Os10g0360900	ORUFI10G07710	100	100
Os10g0361000	ORUFI10G07720	99.3902	99.3902
Os10g0361300	ORUFI10G07750	100	100
Os10g0361900	ORUFI10G07780	100	100
Os10g0362300	ORUFI10G07790	100	98.67
Os10g0362700	ORUFI10G07800	100	100
Os10g0363100	ORUFI10G07820	100	82.7381
Os10g0363300	ORUFI10G07830	99.603	98.9917
Os10g0363500	ORUFI10G07840	65.625	97.1098
Os10g0363600	ORUFI10G07850	100	85.5856
Os10g0364700	ORUFI10G07880	46.5116	10.3093
Os10g0364900	ORUFI10G07890	100	100
Os10g0365001	ORUFI10G07900	63.7931	16.5179
Os10g0365200	ORUFI10G07910	100	100
Os10g0365800	ORUFI10G07930	100	85.5569
Os10g0365900	ORUFI10G07950	53.4351	30.5677
Os10g0366400	ORUFI10G07970	93.1646	89.5377
Os10g0368100	ORUFI10G08020	94.0299	49.8024
Os10g0368400	ORUFI10G08040	100	100
Os10g0368902	ORUFI10G08060	90.5282	67.3442
Os10g0369000	ORUFI10G08070	100	100
Os10g0369900	ORUFI10G08110	94.3026	99.7921
Os10g0370000	ORUFI10G08120	100	100
Os10g0370100	ORUFI10G08130	99.3061	95.7621
Os10g0370500	ORUFI10G08150	98.8235	98.8235
Os10g0370600	ORUFI10G08160	99.4083	96
Os10g0370700	ORUFI10G08170	99.6491	91.1718
Os10g0370800	ORUFI10G08180	56.2457	58.5909
Os10g0371000	ORUFI10G08200	100	100
Os10g0371100	ORUFI10G08210	89.1667	100
Os10g0372100	ORUFI10G08280	100	42.4528
Os10g0372500	ORUFI10G08300	89.7436	84.8018
Os10g0372700	ORUFI10G08310	91.6058	98.0469
Os10g0372800	ORUFI10G08320	77.8816	30.4507
Os10g0374200	ORUFI10G08380	99.7826	99.7826
Os10g0374600	ORUFI10G08420	99.6251	100
Os10g0375000	ORUFI10G08450	96.5127	100
Os10g0375200	ORUFI10G08460	19.3084	100
Os10g0375400	ORUFI10G08470	93.9024	32.0388
Os10g0375600	ORUFI10G08490	99.609	98.6447
Os10g0375700	ORUFI10G08500	100	49.0411
Os10g0376200	ORUFI10G08520	99.6894	99.6894
Os10g0376400	ORUFI10G08530	100	100
Os10g0376900	ORUFI10G08570	99.6951	99.6951
Os10g0377300	ORUFI10G08600	75.082	99.5652
Os10g0377400	ORUFI10G08610	93.5185	100
Os10g0377800	ORUFI10G08620	100	99.6364
Os10g0378000	ORUFI10G08630	98.6193	50.2513
Os10g0378100	ORUFI10G08630	99.6008	50.1508
Os10g0378300	ORUFI10G08650	100	95.1613
Os10g0378450	ORUFI10G08670	61.0256	90.1515
Os10g0379100	ORUFI10G08700	99.3119	99.3119
Os10g0380100	ORUFI10G08720	98.0066	52.305
Os10g0380800	ORUFI10G08730	98.289	91.1817
Os10g0382100	ORUFI10G08750	95.3704	67.9868
Os10g0382100	ORUFI10G08780	85.1852	60.3279
Os10g0382300	ORUFI10G08760	97.7143	98.8439
Os10g0387000	ORUFI10G08810	93.8824	85.439
Os10g0388200	ORUFI10G08900	98.5591	98.8439
Os10g0388600	ORUFI02G17360	48.5149	51.7345
Os10g0388900	ORUFI10G08940	95.9276	87.9668
Os10g0389000	ORUFI10G08950	82.199	90.7514
Os10g0389200	ORUFI10G08970	100	100
Os10g0389300	ORUFI10G08980	100	100
Os10g0389500	ORUFI10G08990	83.0769	75.7009
Os10g0389800	ORUFI10G09000	96.662	100
Os10g0390000	ORUFI10G09010	86.9822	72.4138
Os10g0390100	ORUFI10G09020	97.2586	94.2263
Os10g0390500	ORUFI10G09030	100	98.1707
Os10g0390600	ORUFI10G09040	89.7331	82.2976
Os10g0390800	ORUFI10G09060	91.9732	87.0253
Os10g0390900	ORUFI10G09070	56.4024	71.9844
Os10g0391100	ORUFI10G09080	99.807	40.6766
Os10g0391200	ORUFI10G09090	95.5285	94.7581
Os10g0391300	ORUFI10G09100	71.6088	34.7626
Os10g0391400	ORUFI10G09110	65.0602	17.4475
Os10g0392400	ORUFI10G09120	91.2281	89.1429
Os10g0392500	ORUFI06G16060	5.12821	2.5974
Os10g0392600	ORUFI10G09130	94.2238	98.4906
Os10g0392700	ORUFI10G09140	81.25	65.942
Os10g0392800	ORUFI10G09150	81.9209	38.4615
Os10g0392900	ORUFI10G09150	84.3621	54.3767
Os10g0393100	ORUFI10G09160	99.7305	99.7305
Os10g0393600	ORUFI10G09180	91.7647	19.0865
Os10g0394100	ORUFI10G09190	89.0323	73.2095
Os10g0394200	ORUFI10G09200	99.3407	58.4735
Os10g0394400	ORUFI10G09210	94.0334	37.6673
Os10g0395000	ORUFI10G09220	100	100
Os10g0395100	ORUFI10G09230	94.3867	32.7089
Os10g0395150	ORUFI10G09230	86.055	33.7896
Os10g0395200	ORUFI10G09240	84.058	42.029
Os10g0395400	ORUFI10G09250	100	100
Os10g0395500	ORUFI10G09260	76.9231	100
Os10g0396100	ORUFI10G09300	99.0588	99.0588
Os10g0396300	ORUFI10G09320	100	100
Os10g0396400	ORUFI10G09330	96.4832	63.4809
Os10g0397066	ORUFI04G18040	10	12.6984
Os10g0397066	ORUFI07G25680	53.75	61.4286
Os10g0397200	ORUFI10G09350	100	98.9362
Os10g0397400	ORUFI10G09360	100	100
Os10g0397800	ORUFI10G09400	100	100
Os10g0397900	ORUFI10G09410	95.1807	91.3295
Os10g0398100	ORUFI10G09420	100	100
Os10g0399200	ORUFI10G09450	99.5763	99.5763
Os10g0400100	ORUFI10G09470	97.0248	100
Os10g0400250	ORUFI10G09480	99.3856	56.1145
Os10g0400500	ORUFI10G09500	99.8008	99.8008
Os10g0400800	ORUFI10G09510	99.7972	95.7198
Os10g0400900	ORUFI10G09520	98.0282	92.0635
Os10g0401000	ORUFI10G09530	100	100
Os10g0401100	ORUFI10G09540	31.9444	23.4694
Os10g0402200	ORUFI10G09620	98.1894	93.75
Os10g0402400	ORUFI10G09630	100	100
Os10g0403400	ORUFI10G09650	96.7105	53.0686
Os10g0403700	ORUFI10G09670	99.7368	99.7368
Os10g0403800	ORUFI10G09690	100	100
Os10g0404300	ORUFI10G09730	100	100
Os10g0404500	ORUFI10G09740	91.8699	22.0273
Os10g0404533	ORUFI10G09740	89.4737	19.883
Os10g0404566	ORUFI10G09740	100	30.9942
Os10g0404900	ORUFI10G09770	100	100
Os10g0405100	ORUFI10G09790	100	100
Os10g0405300	ORUFI10G09800	94.9153	68.7117
Os10g0405500	ORUFI10G09820	99.6445	99.6445
Os10g0405600	ORUFI10G09830	96.7557	97.8764
Os10g0406100	ORUFI10G09850	89.2157	100
Os10g0406200	ORUFI10G09860	99.3072	99.3072
Os10g0406300	ORUFI10G09870	85.0515	37.3303
Os10g0406400	ORUFI10G09880	99.5918	45.6075
Os10g0406600	ORUFI10G09890	98.8889	98.8889
Os10g0406800	ORUFI10G09910	99.7101	99.7101
Os10g0406900	ORUFI10G09920	92.5754	98.5185
Os10g0407000	ORUFI10G09940	99.4048	99.4048
Os10g0407100	ORUFI10G09950	93.1624	91.5966
Os10g0407200	ORUFI10G09960	83.5821	67.4699
Os10g0407500	ORUFI10G09970	99.5943	54.5556
Os10g0409400	ORUFI10G10080	99.7093	99.7093
Os10g0409900	ORUFI10G10100	99.7738	99.7738
Os10g0410100	ORUFI10G10110	48.5981	49.0566
Os10g0410600	ORUFI10G10140	90.4459	100
Os10g0410700	ORUFI10G10150	98.9933	98.9933
Os10g0411100	ORUFI10G10180	79.2411	93.6675
Os10g0411700	ORUFI10G10210	91.5493	74.7126
Os10g0411750	ORUFI10G10220	51.3761	16.2791
Os10g0411800	ORUFI10G10230	100	100
Os10g0412100	ORUFI10G10260	99.5041	80.589
Os10g0412600	ORUFI10G10270	81.8182	52.9412
Os10g0412700	ORUFI10G10280	82.5455	86.6412
Os10g0413101	ORUFI09G11720	68.75	8.30189
Os10g0413400	ORUFI10G10310	85.8995	100
Os10g0413500	ORUFI10G10320	99.6753	95.6386
Os10g0413700	ORUFI10G10340	100	100
Os10g0413900	ORUFI10G10350	93.3333	100
Os10g0414000	ORUFI10G10360	98.895	98.895
Os10g0414500	ORUFI10G10410	99.403	90
Os10g0414700	ORUFI10G10420	93.74	94.3457
Os10g0414800	ORUFI10G10430	99.8328	99.8328
Os10g0415100	ORUFI10G10440	100	100
Os10g0415200	ORUFI10G10450	92.2687	99.4536
Os10g0415300	ORUFI10G10460	96.7509	94.6996
Os10g0415400	ORUFI10G10470	97.619	79.6116
Os10g0415600	ORUFI10G10490	100	95.5916
Os10g0415900	ORUFI10G10500	88.6497	94.9686
Os10g0416100	ORUFI10G10510	100	100
Os10g0416200	ORUFI10G10520	100	100
Os10g0416500	ORUFI10G10530	100	100
Os10g0416800	ORUFI10G10570	98.9583	98.9583
Os10g0417300	ORUFI10G10580	88.5714	86.1111
Os10g0417600	ORUFI10G10600	100	100
Os10g0417800	ORUFI10G10610	100	100
Os10g0418100	ORUFI10G10630	100	100
Os10g0418900	ORUFI10G10670	100	100
Os10g0419100	ORUFI10G10680	83.6735	88.5802
Os10g0419200	ORUFI10G10700	100	100
Os10g0419300	ORUFI10G10710	99.7207	99.7207
Os10g0419400	ORUFI10G10720	99.4975	99.4975
Os10g0419500	ORUFI10G10730	99.4565	99.4565
Os10g0419600	ORUFI10G10740	99.187	99.7275
Os10g0419700	ORUFI10G10750	66.5072	65.2582
Os10g0420000	ORUFI10G10780	99.5763	82.7465
Os10g0420200	ORUFI10G10790	100	85.6423
Os10g0420400	ORUFI10G10800	96.8447	60.6383
Os10g0421400	ORUFI10G10890	100	100
Os10g0421800	ORUFI10G10930	94.4502	85.3296
Os10g0422000	ORUFI10G10940	99.7619	20.6099
Os10g0422075	ORUFI10G10940	97.4026	51.6478
Os10g0422200	ORUFI10G10970	100	100
Os10g0422500	ORUFI10G10990	100	100
Os10g0422566	ORUFI10G11000	95.8495	87.2491
Os10g0422600	ORUFI10G11010	86.9565	100
Os10g0422800	ORUFI10G11020	100	100
Os10g0423300	ORUFI10G11040	94.5026	95
Os10g0423400	ORUFI10G11050	61.2821	40.9949
Os10g0423800	ORUFI10G11060	100	100
Os10g0425900	ORUFI10G11100	93.921	27.5156
Os10g0426100	ORUFI03G15530	20.8763	83.5052
Os10g0427100	ORUFI06G17510	45.1128	40
Os10g0427700	ORUFI04G14300	35.9375	26.6409
Os10g0427900	ORUFI10G11110	45.2174	39.0977
Os10g0428900	ORUFI10G11160	36.2126	24.5495
Os10g0429200	ORUFI10G11190	84.6154	35.7724
Os10g0429600	ORUFI10G11200	94.7631	97.1867
Os10g0430200	ORUFI10G11220	100	100
Os10g0430700	ORUFI10G11230	84.3537	25.9958
Os10g0430900	ORUFI10G11240	99.3827	99.5876
Os10g0431000	ORUFI10G11260	91.7548	49.3743
Os10g0431700	ORUFI10G11280	91.635	95.2569
Os10g0432300	ORUFI10G11330	100	97.807
Os10g0432400	ORUFI10G11340	80	47.2906
Os10g0432725	ORUFI10G11350	94.7917	22.2494
Os10g0434000	ORUFI10G11410	100	100
Os10g0434200	ORUFI10G11420	99.4536	86.2559
Os10g0434300	ORUFI10G11430	70.5882	6.43432
Os10g0434650	ORUFI10G11450	98.9873	91.5691
Os10g0434801	ORUFI10G11460	100	29.1667
Os10g0434999	ORUFI10G11470	87.6574	65.0467
Os10g0435300	ORUFI10G11500	100	42.8969
Os10g0435400	ORUFI10G11510	99.4366	99.4366
Os10g0436850	ORUFI10G11580	95.7597	60.0221
Os10g0436900	ORUFI10G11590	62.3116	100
Os10g0437000	ORUFI10G11600	100	100
Os10g0437100	ORUFI10G11610	100	100
Os10g0437200	ORUFI10G11620	100	45.3437
Os10g0437400	ORUFI10G11650	59.3148	99.6403
Os10g0437500	ORUFI10G11660	90.6077	66.9388
Os10g0437600	ORUFI10G11670	99.733	96.2629
Os10g0437900	ORUFI10G11690	96.7213	96.1957
Os10g0438000	ORUFI10G11700	95.302	92.5081
Os10g0438100	ORUFI10G11710	100	100
Os10g0438300	ORUFI10G11720	97.2665	81.3333
Os10g0438500	ORUFI10G11740	99.6183	69.4149
Os10g0438600	ORUFI10G11750	100	100
Os10g0438700	ORUFI10G11760	100	100
Os10g0438800	ORUFI10G11770	99.2481	99.2481
Os10g0439100	ORUFI10G11800	99.6078	99.6078
Os10g0439200	ORUFI10G11810	90.2041	86.3281
Os10g0439333	ORUFI10G11820	84.6442	59.3176
Os10g0439600	ORUFI10G11840	95.5752	59.4495
Os10g0439800	ORUFI10G11850	99.4275	33.5696
Os10g0440100	ORUFI10G11860	99.711	99.711
Os10g0441800	ORUFI10G11950	100	100
Os10g0442000	ORUFI10G11960	98.8685	50.4329
Os10g0442100	ORUFI10G11970	97.5329	82.7057
Os10g0442400	ORUFI10G11980	96.7807	86.3555
Os10g0442700	ORUFI10G12000	100	100
Os10g0442800	ORUFI10G12010	98.9154	99.3464
Os10g0442900	ORUFI10G12020	95.4292	83.4308
Os10g0443200	ORUFI10G12040	92.8571	90.3974
Os10g0443800	ORUFI10G12060	51.2545	66.5116
Os10g0444100	ORUFI10G12080	71.1679	86.6667
Os10g0444400	ORUFI10G12090	95.1178	95.1178
Os10g0444600	ORUFI10G12100	98.6911	71.673
Os10g0444700	ORUFI10G12120	99.8152	100
Os10g0445400	ORUFI10G12150	88.2114	91.9492
Os10g0445600	ORUFI10G12170	93.8166	94.6237
Os10g0445900	ORUFI10G12190	98.8235	32.9412
Os10g0446100	ORUFI10G12200	100	100
Os10g0446200	ORUFI10G12220	99.8817	99.8817
Os10g0447100	ORUFI10G12240	96.5278	75.9563
Os10g0447300	ORUFI07G17300	32.0413	48.8189
Os10g0447600	ORUFI10G12270	100	79.451
Os10g0447900	ORUFI10G12280	100	100
Os10g0448000	ORUFI10G12290	53.6842	60.355
Os10g0450000	ORUFI10G12340	99.2424	85.2495
Os10g0450400	ORUFI10G12360	99.8767	99.8767
Os10g0450900	ORUFI10G12400	98.9189	98.9189
Os10g0451700	ORUFI10G12440	100	100
Os10g0452100	ORUFI10G12460	35.2941	35.2941
Os10g0452300	ORUFI10G12480	99.4595	99.4595
Os10g0452700	ORUFI10G12500	98.9583	98.9583
Os10g0452800	ORUFI10G12510	95.6962	100
Os10g0453900	ORUFI10G12610	100	100
Os10g0454200	ORUFI10G12640	99.4709	99.4709
Os10g0456100	ORUFI10G12690	96.1686	99.6032
Os10g0456200	ORUFI10G12710	38.7097	89.5522
Os10g0456400	ORUFI10G12730	99.8435	99.3769
Os10g0456600	ORUFI10G12750	100	100
Os10g0456800	ORUFI10G12770	96.2406	100
Os10g0456900	ORUFI10G12780	87.3162	9.09962
Os10g0456950	ORUFI10G12780	74.3034	4.5977
Os10g0457000	ORUFI10G12790	78.0282	75.0677
Os10g0457200	ORUFI10G12800	99.389	99.389
Os10g0457400	ORUFI10G12810	92.8775	96.4497
Os10g0457500	ORUFI10G12820	93.1707	100
Os10g0457600	ORUFI10G12830	99.5662	94.4444
Os10g0457700	ORUFI10G12840	97.0432	88.6427
Os10g0458300	ORUFI10G12880	90.8	67.0606
Os10g0458700	ORUFI10G12910	88.8545	94.0984
Os10g0458900	ORUFI10G12930	99.8024	99.8024
Os10g0459300	ORUFI10G12930	4.00802	3.95257
Os10g0459600	ORUFI10G12970	57.1912	97.1264
Os10g0459700	ORUFI10G12980	95.3226	92.3438
Os10g0459900	ORUFI10G13010	50.5703	73.4807
Os10g0460500	ORUFI10G13020	99.3485	99.3485
Os10g0460800	ORUFI05G09730	90.6863	97.3684
Os10g0460900	ORUFI10G13050	99.2126	95.4545
Os10g0461100	ORUFI08G13100	21.9739	91.4729
Os10g0461400	ORUFI10G13060	97.1429	38.7833
Os10g0462300	ORUFI10G13070	89.3316	84.1404
Os10g0462800	ORUFI10G13110	85.7461	99.8703
Os10g0462900	ORUFI10G13120	100	90.5363
Os10g0463100	ORUFI10G13130	87.1166	77.0344
Os10g0463200	ORUFI10G13140	99.7436	99.7436
Os10g0463300	ORUFI10G13150	100	100
Os10g0463400	ORUFI10G13160	74.1936	100
Os10g0463800	ORUFI10G13170	92.5824	87.9896
Os10g0463900	ORUFI10G13180	94.4	97.5207
Os10g0464100	ORUFI10G13190	97.5232	67.8149
Os10g0464300	ORUFI10G13200	100	100
Os10g0464400	ORUFI10G13210	93.9547	94.6701
Os10g0464500	ORUFI10G13220	100	24.0237
Os10g0465000	ORUFI10G13230	93.6975	41.8386
Os10g0465300	ORUFI10G13240	96.319	70.7207
Os10g0465700	ORUFI10G13260	99.8131	99.8131
Os10g0465800	ORUFI10G13270	100	51.8293
Os10g0465900	ORUFI10G13280	86.3014	31.1881
Os10g0466000	ORUFI10G13320	99.8205	85.8025
Os10g0466100	ORUFI10G13330	99.5726	89.6154
Os10g0466200	ORUFI10G13340	78.0645	57.8947
Os10g0466300	ORUFI10G13350	99.6205	99.6205
Os10g0466500	ORUFI10G13370	99.6914	71.7778
Os10g0466700	ORUFI10G13390	100	100
Os10g0466800	ORUFI10G13400	100	100
Os10g0467000	ORUFI10G13410	72.6316	67.6471
Os10g0467200	ORUFI10G13420	99.7462	99.7462
Os10g0467600	ORUFI10G13440	100	100
Os10g0467800	ORUFI10G13450	99.9059	98.5158
Os10g0467900	ORUFI10G13460	78.6239	90.6878
Os10g0468800	ORUFI10G13490	100	100
Os10g0469000	ORUFI10G13510	100	100
Os10g0469300	ORUFI10G13530	98.9494	100
Os10g0469600	ORUFI10G13540	88.4542	98.1992
Os10g0469700	ORUFI10G13550	99.6086	99.6086
Os10g0469900	ORUFI10G13560	99.8353	96.8051
Os10g0470700	ORUFI10G13570	99.8361	99.8361
Os10g0470900	ORUFI10G13580	100	100
Os10g0471100	ORUFI10G13590	92.4316	82.1173
Os10g0471300	ORUFI10G13610	76.7857	85.4305
Os10g0471350	ORUFI10G13620	99.6994	91.4522
Os10g0471400	ORUFI10G13630	100	100
Os10g0471700	ORUFI10G13650	100	100
Os10g0472400	ORUFI10G13690	87.9725	86.4865
Os10g0472501	ORUFI10G13700	52.8986	73.7374
Os10g0472900	ORUFI10G13710	96.7742	99.7783
Os10g0473400	ORUFI10G13740	98.1519	99.7912
Os10g0474000	ORUFI10G13770	100	100
Os10g0474100	ORUFI10G13780	100	78.0612
Os10g0474600	ORUFI10G13810	97.449	31.2092
Os10g0474800	ORUFI10G13780	84.0256	33.5459
Os10g0474900	ORUFI10G13780	87.8613	19.3878
Os10g0475100	ORUFI10G13840	78.7016	90.9211
Os10g0475900	ORUFI10G13870	100	100
Os10g0476000	ORUFI10G13880	100	100
Os10g0476100	ORUFI10G13890	96.5909	93.4066
Os10g0476300	ORUFI10G13900	90.7368	95.354
Os10g0476400	ORUFI10G13910	100	100
Os10g0476500	ORUFI10G13920	98.7469	92.7059
Os10g0476600	ORUFI10G13930	99.6303	93.2526
Os10g0476700	ORUFI10G13940	86.2963	99.5726
Os10g0476900	ORUFI10G13950	89.5052	100
Os10g0477000	ORUFI10G13960	86.4494	97.1098
Os10g0477100	ORUFI10G13970	100	100
Os10g0477200	ORUFI10G13990	100	76.7289
Os10g0477600	ORUFI10G14000	99.6914	99.6914
Os10g0477800	ORUFI10G14010	88.8773	95.4241
Os10g0477900	ORUFI10G14020	32.9231	48.6364
Os10g0478000	ORUFI10G14030	100	100
Os10g0478100	ORUFI10G14040	93.2886	99.2857
Os10g0478200	ORUFI10G14050	99.3976	82.9146
Os10g0478300	ORUFI10G14060	99.6377	99.6377
Os10g0478400	ORUFI10G14070	52.2976	98.3539
Os10g0478500	ORUFI10G14080	82.1429	22.0548
Os10g0478900	ORUFI10G14090	100	100
Os10g0479500	ORUFI10G14110	100	100
Os10g0479600	ORUFI10G14120	100	100
Os10g0479800	ORUFI10G14140	100	16.8303
Os10g0479900	ORUFI10G14150	99.8567	99.8567
Os10g0480200	ORUFI10G14170	100	100
Os10g0480500	ORUFI10G14180	100	100
Os10g0480900	ORUFI10G14190	100	66.0305
Os10g0481000	ORUFI10G14200	21.0702	32.8125
Os10g0481200	ORUFI10G14220	98.7013	96.2025
Os10g0481300	ORUFI10G14230	100	86.4407
Os10g0481450	ORUFI10G14240	82.8571	56.546
Os10g0481500	ORUFI10G14250	94.0206	99.7812
Os10g0482066	ORUFI10G14280	0	0
Os10g0482450	ORUFI10G14300	92.616	93.8034
Os10g0482700	ORUFI10G14340	100	96.3928
Os10g0482900	ORUFI10G14350	98.5795	85.468
Os10g0483000	ORUFI10G14360	100	80
Os10g0483100	ORUFI10G14370	100	100
Os10g0483500	ORUFI10G14400	96.0152	98.062
Os10g0483900	ORUFI10G14420	100	100
Os10g0484300	ORUFI10G14460	99.827	99.827
Os10g0484400	ORUFI10G14470	96.5944	90.1734
Os10g0484700	ORUFI10G14500	99.7573	99.7573
Os10g0484800	ORUFI10G14510	99.4859	99.4859
Os10g0484900	ORUFI10G14520	92.5234	97.5369
Os10g0485000	ORUFI10G14530	99.6289	99.5366
Os10g0485100	ORUFI10G14540	99.883	68.2109
Os10g0485300	ORUFI10G14550	99.5873	99.7245
Os10g0485500	ORUFI10G14560	100	100
Os10g0485600	ORUFI10G14570	89.8595	92.3415
Os10g0485800	ORUFI10G14580	84.0909	47.5884
Os10g0486000	ORUFI10G14610	63.8393	46.129
Os10g0486100	ORUFI10G14620	100	100
Os10g0486300	ORUFI10G14640	93.3333	65.4676
Os10g0486600	ORUFI10G14660	100	100
Os10g0486900	ORUFI10G14670	100	100
Os10g0487200	ORUFI10G14700	59.9174	100
Os10g0487300	ORUFI10G14710	97.6786	99.8175
Os10g0487400	ORUFI10G14720	100	100
Os10g0487600	ORUFI10G14740	85.1852	41.1279
