Gene stable ID	Setaria italica gene stable ID	%id. target Setaria italica gene identical to query gene	%id. query gene identical to target Setaria italica gene
Os12g0135800	Si026510m.g	57.7778	55.3191
Os12g0135800	Si027458m.g	57.7778	55.3191
Os12g0135850	Si011838m.g	45.5446	20.5817
Os12g0135850	Si027418m.g	46.5347	22.6506
Os12g0135850	Si027582m.g	45.5446	19.4093
Os12g0135850	Si027763m.g	48.0198	28.0347
Os12g0135850	Si028319m.g	47.0297	19.8745
Os12g0135850	Si033305m.g	48.0198	23.0952
Os12g0135900	Si011216m.g	94.3396	94.3396
Os12g0135900	Si026942m.g	94.3396	94.3396
Os12g0136100	Si010318m.g	75.9346	84.1969
Os12g0136100	Si026373m.g	78.5047	75.8465
Os12g0136200	Si009881m.g	61.5538	60.5882
Os12g0136200	Si026221m.g	60.9562	58.7332
Os12g0136600	Si011062m.g	53.1034	37.0192
Os12g0136600	Si026924m.g	51.0345	43.5294
Os12g0136900	Si009236m.g	86.6217	86.6217
Os12g0136900	Si025871m.g	86.5255	86.6924
Os12g0137000	Si012013m.g	32.6027	34.6939
Os12g0137000	Si028024m.g	30.411	36.6337
Os12g0137100	Si010743m.g	81.8493	82.1306
Os12g0137100	Si026676m.g	83.9041	79.8046
Os12g0137200	Si011868m.g	79.6253	78.341
Os12g0137200	Si026424m.g	82.4356	84.4125
Os12g0137200	Si027993m.g	83.1382	79.7753
Os12g0137300	Si010488m.g	64.684	50.1441
Os12g0137300	Si026579m.g	64.684	50.1441
Os12g0137400	Si010738m.g	44.9511	47.099
Os12g0137400	Si026702m.g	43.3225	45.0847
Os12g0137400	Si028112m.g	35.1792	42.0233
Os12g0137500	Si009954m.g	89.2345	76.1225
Os12g0137500	Si026423m.g	90.4306	90.6475
Os12g0138050	Si011148m.g	52.521	68.6813
Os12g0138100	Si009933m.g	75.6098	75
Os12g0138166	Si012421m.g	47.3088	39.5735
Os12g0138200	Si012188m.g	56.0784	58.7269
Os12g0138200	Si028262m.g	55.098	59.5339
Os12g0138500	Si010004m.g	90.7692	62.1053
Os12g0138500	Si026301m.g	90.7692	61.4583
Os12g0138800	Si010183m.g	65.1163	65.7277
Os12g0138800	Si026499m.g	65.1163	73.6842
Os12g0138800	Si026532m.g	63.7209	74.8634
Os12g0138900	Si009603m.g	83.1496	83.6767
Os12g0138900	Si026107m.g	83.3071	83.3071
Os12g0139100	Si011173m.g	22.3684	29.6512
Os12g0139100	Si012395m.g	27.6316	27.3913
Os12g0139100	Si012675m.g	14.9123	41.4634
Os12g0139300	Si009928m.g	84.0319	84.7083
Os12g0139300	Si026259m.g	84.4311	84.2629
Os12g0139400	Si026876m.g	81.592	82.4121
Os12g0139500	Si026794m.g	77.0925	72.9167
Os12g0139600	Si009692m.g	87.6501	88.1034
Os12g0139600	Si026158m.g	86.964	87.1134
Os12g0139700	Si012540m.g	56.4593	30.8094
Os12g0139700	Si027533m.g	67.4641	36.8146
Os12g0139800	Si027489m.g	67.8657	64.1723
Os12g0139800	Si027947m.g	60.1918	60.628
Os12g0140200	Si011173m.g	26.6332	30.814
Os12g0140200	Si012395m.g	26.6332	23.0435
Os12g0140200	Si012675m.g	15.0754	36.5854
Os12g0140266	Si019826m.g	9.14286	9.27536
Os12g0140266	Si028215m.g	10	7.04225
Os12g0140300	Si011936m.g	18.3099	25.2155
Os12g0140600	Si033008m.g	22.2222	40.8602
Os12g0140700	Si011173m.g	26.3959	30.2326
Os12g0140700	Si012395m.g	27.4112	23.4783
Os12g0140700	Si012675m.g	15.2284	36.5854
Os12g0141000	Si009320m.g	68.3983	17.6734
Os12g0141100	Si027878m.g	78.9014	79.8989
Os12g0141600	Si005066m.g	13.9905	30.9859
Os12g0141900	Si018732m.g	68.3168	57.9832
Os12g0143200	Si010236m.g	62.5604	63.3252
Os12g0143300	Si011227m.g	71.4286	51.2821
Os12g0143300	Si026945m.g	73.2143	52.9032
Os12g0143400	Si009715m.g	87.3134	82.5397
Os12g0143400	Si026163m.g	87.8731	82.199
Os12g0143750	Si007916m.g	28.2443	21.7647
Os12g0143750	Si014962m.g	25.1908	19.0751
Os12g0143750	Si018615m.g	30.5344	27.7778
Os12g0143750	Si020058m.g	29.771	32.5
Os12g0143750	Si027300m.g	32.8244	28.4768
Os12g0143750	Si027313m.g	34.3511	21.1268
Os12g0143750	Si027351m.g	32.8244	27.044
Os12g0143750	Si027547m.g	32.8244	15.2482
Os12g0143750	Si027979m.g	32.0611	15
Os12g0143750	Si039812m.g	32.8244	37.069
Os12g0143800	Si010510m.g	95.3488	95.3488
Os12g0143900	Si009525m.g	84.1584	85.8586
Os12g0143900	Si026038m.g	85.8557	86.3442
Os12g0144000	Si010929m.g	83.2653	82.9268
Os12g0144000	Si026786m.g	83.6735	83.3333
Os12g0145100	Si010963m.g	89.0756	90.2128
Os12g0145100	Si026745m.g	86.9748	75
Os12g0145632	Si009590m.g	37.7451	12.1069
Os12g0145632	Si026176m.g	17.6471	6.42857
Os12g0145700	Si009556m.g	94.4972	74.8872
Os12g0145700	Si026206m.g	94.3074	94.3074
Os12g0145900	Si009439m.g	78.6885	81.8898
Os12g0145900	Si026010m.g	78.6885	81.8898
Os12g0146400	Si012239m.g	70.7547	40.3226
Os12g0146400	Si026901m.g	66.0377	37.6344
Os12g0146500	Si009799m.g	63.754	37.0301
Os12g0146500	Si027757m.g	62.4595	35.9404
Os12g0147000	Si011788m.g	69.5538	76.5896
Os12g0147000	Si026584m.g	68.7664	75.7225
Os12g0147500	Si009816m.g	70.2652	70.2652
Os12g0147500	Si026265m.g	65.9091	70.1613
Os12g0147800	Si011378m.g	54.902	48.2759
Os12g0147800	Si011408m.g	50	47.6636
Os12g0147800	Si027024m.g	59.8039	51.6949
Os12g0148400	Si009163m.g	58.3239	28.3434
Os12g0148400	Si025815m.g	58.5504	28.2823
Os12g0148700	Si010234m.g	54.5232	54.2579
Os12g0148700	Si027768m.g	57.7017	55.6604
Os12g0149000	Si011827m.g	64.3293	68.7296
Os12g0149100	Si028501m.g	50.9434	21.6
Os12g0149300	Si009922m.g	59.8712	55.8
Os12g0149300	Si012801m.g	65.8798	67.7704
Os12g0149300	Si027422m.g	59.8712	56.1368
Os12g0149300	Si028282m.g	65.4506	66.3043
Os12g0149700	Si010766m.g	68.6391	81.1189
Os12g0149700	Si026261m.g	86.6864	58.483
Os12g0149900	Si010028m.g	78.6164	80.1282
Os12g0149900	Si026313m.g	79.6646	80.1688
Os12g0150100	Si003194m.g	95.3333	91.0828
Os12g0150200	Si009906m.g	84.0864	85.0895
Os12g0150200	Si026260m.g	83.1041	84.4311
Os12g0150500	Si015505m.g	63.6842	65.0538
Os12g0150700	Si009880m.g	50.5102	38.8235
Os12g0151000	Si010316m.g	36.4045	41.8605
Os12g0151000	Si026568m.g	55.7303	69.8592
Os12g0151500	Si012629m.g	73.2323	77.3333
Os12g0151500	Si027686m.g	74.2424	73.1343
Os12g0151500	Si028299m.g	65.1515	63.2353
Os12g0151600	Si012374m.g	45.679	48.0519
Os12g0152000	Si012777m.g	91.3295	91.3295
Os12g0152000	Si028168m.g	86.1272	92.5466
Os12g0152100	Si010305m.g	85.4227	75.1282
Os12g0152100	Si027551m.g	27.4052	68.6131
Os12g0152500	Si010305m.g	63.522	25.8974
Os12g0152500	Si027551m.g	13.8365	16.0584
Os12g0152600	Si011726m.g	74.162	73.75
Os12g0152600	Si028380m.g	73.0447	72.9428
Os12g0152700	Si010800m.g	72.043	72.3022
Os12g0152700	Si026735m.g	72.4014	72.4014
Os12g0152800	Si012133m.g	74.0586	74.3698
Os12g0152800	Si026801m.g	74.0586	74.3698
Os12g0152900	Si014861m.g	70.3476	62.2062
Os12g0152900	Si026421m.g	61.9632	72.488
Os12g0153200	Si018739m.g	41.8605	46.1538
Os12g0153500	Si028018m.g	62.9893	64.1304
Os12g0153700	Si027498m.g	59.4086	60.218
Os12g0153900	Si014376m.g	59.0551	63.2911
Os12g0153900	Si026790m.g	66.1417	69.7095
Os12g0154000	Si010809m.g	68.8623	83.6364
Os12g0154000	Si026614m.g	82.9341	83.4337
Os12g0154000	Si036548m.g	85.3293	85.8434
Os12g0154400	Si010629m.g	90.1899	89.9054
Os12g0154600	Si010809m.g	75.3754	91.2727
Os12g0154600	Si026614m.g	89.7898	90.0602
Os12g0154600	Si036548m.g	92.1922	92.4699
Os12g0154700	Si014409m.g	78.6026	79.646
Os12g0154700	Si014415m.g	78.1659	79.2035
Os12g0154700	Si014417m.g	79.0393	80.0885
Os12g0154700	Si015798m.g	78.1659	79.2035
Os12g0154800	Si014409m.g	83.4061	84.5133
Os12g0154800	Si014415m.g	84.2795	85.3982
Os12g0154800	Si014417m.g	83.8428	84.9557
Os12g0154800	Si015798m.g	84.2795	85.3982
Os12g0154900	Si014409m.g	81.6594	82.7434
Os12g0154900	Si014415m.g	82.5328	83.6283
Os12g0154900	Si014417m.g	82.0961	83.1858
Os12g0154900	Si015798m.g	82.5328	83.6283
Os12g0155000	Si014409m.g	86.1538	74.3363
Os12g0155000	Si014415m.g	85.641	73.8938
Os12g0155000	Si014417m.g	86.1538	74.3363
Os12g0155000	Si015798m.g	85.641	73.8938
Os12g0155100	Si010883m.g	40.6475	43.7985
Os12g0155200	Si009927m.g	93.0233	24.1449
Os12g0155200	Si026257m.g	91.4729	23.4592
Os12g0155300	Si000111m.g	48.6339	15.6415
Os12g0155300	Si005730m.g	47.541	15.4529
Os12g0155400	Si027748m.g	68.9189	17.1717
Os12g0156100	Si026707m.g	55.0489	57.483
Os12g0156200	Si019200m.g	11.4887	24.3151
Os12g0156200	Si019906m.g	8.89968	11.0664
Os12g0156500	Si010588m.g	55.814	66.055
Os12g0156500	Si027389m.g	56.5891	66.1631
Os12g0156866	Si009648m.g	85.8333	85.9766
Os12g0156866	Si026149m.g	84.6667	85.8108
Os12g0156900	Si012138m.g	57.9365	72.4206
Os12g0157000	Si020241m.g	23.8095	11.6009
Os12g0157200	Si010187m.g	85.1765	85.1765
Os12g0157700	Si011405m.g	66.6667	79.6296
Os12g0157700	Si028326m.g	64.3411	72.1739
Os12g0158300	Si026477m.g	46.087	40.874
Os12g0158400	Si012923m.g	31.8898	85.2632
Os12g0158800	Si010044m.g	75.7848	73.1602
Os12g0159000	Si010942m.g	58.3333	46.281
Os12g0159000	Si011074m.g	55.2083	52.7363
Os12g0159000	Si012710m.g	55.7292	50.7109
Os12g0159600	Si011061m.g	87.2642	88.5167
Os12g0159700	Si011725m.g	69.4099	69.953
Os12g0160100	Si011255m.g	45.5882	42.4658
Os12g0160200	Si012625m.g	36.5145	32.9588
Os12g0160400	Si009323m.g	72.6136	71.8785
Os12g0160500	Si026085m.g	56.3025	40.4834
Os12g0160900	Si009370m.g	76.8666	76.9608
Os12g0161100	Si012788m.g	65.3759	66.8998
Os12g0161500	Si009673m.g	20.5607	18.6757
Os12g0161500	Si012315m.g	24.8598	22.093
Os12g0161700	Si009673m.g	26.6447	13.7521
Os12g0161700	Si012315m.g	36.5132	18.4385
Os12g0161900	Si012606m.g	23.5145	42.8571
Os12g0162100	Si011766m.g	61.6307	70.6044
Os12g0162400	Si011013m.g	92.4779	94.1441
Os12g0162400	Si026979m.g	47.7876	76.5957
Os12g0162500	Si010549m.g	83.5366	81.791
Os12g0162700	Si012487m.g	42.2764	33.1915
Os12g0162800	Si014881m.g	20.0393	24.228
Os12g0162800	Si024419m.g	18.664	20.3426
Os12g0162900	Si011890m.g	53.8384	61.4764
Os12g0162900	Si011927m.g	8.9899	62.2378
Os12g0163200	Si006089m.g	64.8729	70.4545
Os12g0163300	Si017863m.g	85.8934	88.1029
Os12g0163400	Si010144m.g	84.4944	86.2385
Os12g0163500	Si010102m.g	75.463	73.0942
Os12g0163600	Si012080m.g	77.1523	78.1879
Os12g0163800	Si009795m.g	86.4916	86.4916
Os12g0164300	Si011696m.g	35.7488	37.4684
Os12g0164600	Si010231m.g	84.2995	84.7087
Os12g0164800	Si009372m.g	81.4721	39.5808
Os12g0165000	Si009446m.g	88.8298	88.5942
Os12g0165200	Si011713m.g	13.1356	12.731
Os12g0165400	Si012724m.g	35.8333	38.914
Os12g0165600	Si011931m.g	85.0716	61.8128
Os12g0165700	Si010470m.g	74.4118	71.875
Os12g0165900	Si009305m.g	58.4551	60.8696
Os12g0165900	Si025940m.g	66.5971	69.4233
Os12g0165900	Si028858m.g	66.5971	69.4233
Os12g0166000	Si009305m.g	57.8947	46.6304
Os12g0166000	Si025940m.g	66.5317	53.6453
Os12g0166000	Si028858m.g	66.9366	53.9717
Os12g0166300	Si012377m.g	67.5106	71.4286
Os12g0166500	Si009232m.g	81.9355	36.3203
Os12g0167700	Si010564m.g	19.83	21.0843
Os12g0168000	Si010475m.g	82.5714	82.5714
Os12g0168100	Si026709m.g	29.3255	34.1297
Os12g0168200	Si011090m.g	81.5	81.9095
Os12g0168400	Si010208m.g	80.6683	80.6683
Os12g0168700	Si009520m.g	89.1117	89.1117
Os12g0168800	Si010130m.g	46.1353	43.508
Os12g0168900	Si026936m.g	98.7879	98.7879
Os12g0169000	Si009631m.g	85.1602	82.9228
Os12g0169100	Si009267m.g	66.0038	71.2679
Os12g0169400	Si009760m.g	88.3764	87.8899
Os12g0169700	Si030776m.g	93.7729	93.7729
Os12g0169800	Si009864m.g	90.8745	92.8155
Os12g0170100	Si000716m.g	72.6678	72.4307
Os12g0170300	Si010277m.g	73.1646	72.796
Os12g0170400	Si010000m.g	56.5591	55.1363
Os12g0170600	Si010181m.g	63.964	66.6667
Os12g0170700	Si021072m.g	89.1304	44.043
Os12g0171200	Si009663m.g	75.5892	75.7167
Os12g0171600	Si010461m.g	29.6703	15.2542
Os12g0171600	Si010829m.g	10.989	7.35294
Os12g0171700	Si019457m.g	29.4118	19.9387
Os12g0171700	Si027731m.g	38.914	26.1398
Os12g0172400	Si005653m.g	37.8472	28.4595
Os12g0172400	Si005654m.g	38.1944	27.7078
Os12g0172400	Si015744m.g	35.0694	25.4408
Os12g0172400	Si017066m.g	37.5	22.4066
Os12g0172400	Si017122m.g	37.8472	23.3906
Os12g0172400	Si017126m.g	39.2361	24.3011
Os12g0172400	Si019478m.g	35.4167	24.6973
Os12g0172400	Si019525m.g	38.5417	25.1131
Os12g0172400	Si019547m.g	37.8472	25.5269
Os12g0172400	Si019912m.g	39.2361	26.3403
Os12g0172400	Si025265m.g	36.1111	39.3939
Os12g0172400	Si026273m.g	33.3333	19.4726
Os12g0172400	Si027350m.g	44.0972	20.6504
Os12g0172500	Si009723m.g	86.5009	86.5009
Os12g0173300	Si010765m.g	52.6316	76.6551
Os12g0173366	Si004989m.g	79.5181	81.4815
Os12g0173366	Si008607m.g	75.9036	45.3237
Os12g0174100	Si009749m.g	84.3177	74.5946
Os12g0174700	Si011154m.g	74.3421	62.7778
Os12g0174800	Si010288m.g	57.622	47.9695
Os12g0175400	Si004984m.g	46.7797	42.5926
Os12g0175500	Si030714m.g	83.8596	83.5664
Os12g0175700	Si009738m.g	88.2943	94.6237
Os12g0175900	Si009451m.g	61.747	27.4064
Os12g0175900	Si028054m.g	61.1446	27.1754
Os12g0176200	Si012095m.g	57.0796	60.8491
Os12g0176300	Si012006m.g	63.7931	61.6667
Os12g0176500	Si010536m.g	93.8053	93.8053
Os12g0176700	Si009412m.g	61.7371	67.4359
Os12g0176800	Si013695m.g	97.8448	97.8448
Os12g0176800	Si026330m.g	93.1034	93.1034
Os12g0176800	Si032152m.g	81.681	92.8922
Os12g0177500	Si010080m.g	84.0855	78.4922
Os12g0178000	Si009981m.g	81.1989	61.8257
Os12g0178100	Si010652m.g	91.9094	91.3183
Os12g0178200	Si010652m.g	82.5	84.8875
Os12g0178300	Si012100m.g	75.8491	19.4767
Os12g0178633	Si009416m.g	67.8621	63.2391
Os12g0178700	Si009435m.g	83.542	61.1257
Os12g0179700	Si004050m.g	26.0128	29.4686
Os12g0179700	Si019118m.g	23.2409	26.2019
Os12g0179700	Si033109m.g	18.3369	28.1046
Os12g0179700	Si033114m.g	20.2559	24.359
Os12g0179700	Si039181m.g	20.0426	28.5714
Os12g0179800	Si009965m.g	88.0407	71.1934
Os12g0180100	Si035788m.g	92.2551	93.5335
Os12g0180400	Si011537m.g	64.0777	91.6667
Os12g0180500	Si012770m.g	61.3169	63.2249
Os12g0181200	Si012770m.g	50.8951	28.1471
Os12g0181300	Si022608m.g	81.4925	81.7365
Os12g0181500	Si009983m.g	87.1579	86.0707
Os12g0181500	Si009986m.g	87.5789	86.6667
Os12g0181500	Si009997m.g	87.5789	87.2117
Os12g0181500	Si009998m.g	87.3684	87.0021
Os12g0181600	Si009983m.g	87.1579	86.0707
Os12g0181600	Si009986m.g	87.3684	86.4583
Os12g0181600	Si009997m.g	87.3684	87.0021
Os12g0181600	Si009998m.g	87.3684	87.0021
Os12g0181900	Si004604m.g	85.4452	86.0345
Os12g0182000	Si011650m.g	44.2708	46.4481
Os12g0182000	Si012651m.g	43.75	45.4054
Os12g0182000	Si020729m.g	43.75	45.4054
Os12g0182100	Si010631m.g	40.4255	42.0886
Os12g0182100	Si010690m.g	36.4742	39.604
Os12g0182100	Si020730m.g	39.8176	40.9375
Os12g0182200	Si010046m.g	86.5096	87.6356
Os12g0182300	Si009272m.g	68.8592	69.2149
Os12g0182500	Si012577m.g	51.5957	57.3965
Os12g0182600	Si011254m.g	95.2381	41.0959
Os12g0182700	Si010171m.g	78.1038	80.6527
Os12g0182800	Si011210m.g	83.8509	83.8509
Os12g0183100	Si009977m.g	82.3045	82.9875
Os12g0183200	Si010472m.g	77.9817	72.4432
Os12g0183300	Si010195m.g	89.5	42.217
Os12g0187500	Si012566m.g	44.7273	27.0925
Os12g0187800	Si010739m.g	54.1985	24.3151
Os12g0188500	Si009858m.g	69.8473	70.9302
Os12g0188700	Si011175m.g	69.186	69.186
Os12g0188900	Si009934m.g	79.597	63.7097
Os12g0189400	Si011251m.g	85.2349	86.3946
Os12g0189500	Si012794m.g	64.4391	70.1299
Os12g0189700	Si010996m.g	70.354	70.354
Os12g0189900	Si000751m.g	68.4034	67.7205
Os12g0190000	Si012068m.g	86.0731	87.2685
Os12g0190100	Si009959m.g	84.6465	85.6851
Os12g0190200	Si010855m.g	75.8242	78.1132
Os12g0190400	Si012234m.g	76.8443	61.5764
Os12g0190875	Si015488m.g	36.4929	35.9813
Os12g0190875	Si019702m.g	54.5024	42.7509
Os12g0190875	Si019961m.g	46.9194	24.3842
Os12g0190875	Si025062m.g	34.5972	23.0284
Os12g0190875	Si028227m.g	47.3934	40.3226
Os12g0191300	Si012234m.g	75.9036	41.3793
Os12g0191500	Si010572m.g	80.7339	79.7583
Os12g0192300	Si010687m.g	57.4713	65.7895
Os12g0192500	Si009759m.g	78.1022	78.3883
Os12g0193000	Si010803m.g	33.8608	38.7681
Os12g0193100	Si010507m.g	71.885	65.407
Os12g0194100	Si004619m.g	16.0819	37.6712
Os12g0194600	Si010440m.g	82.9268	85.2368
Os12g0194700	Si011406m.g	80.5556	81.3084
Os12g0194800	Si010324m.g	82.6087	83.8961
Os12g0194900	Si010023m.g	91.2393	90.8511
Os12g0195100	Si012272m.g	50.8064	55.7522
Os12g0195100	Si015738m.g	43.1452	48.0899
Os12g0197400	Si009414m.g	79.2884	80.1027
Os12g0197500	Si009649m.g	70.6076	71.7863
Os12g0197500	Si011805m.g	59.7701	65.4676
Os12g0197700	Si009649m.g	52.7859	60.1002
Os12g0197700	Si011805m.g	44.7214	54.8561
Os12g0197900	Si010117m.g	92.1429	29.0541
Os12g0198000	Si011204m.g	52.0958	72.5
Os12g0198200	Si010194m.g	77.9661	32.5472
Os12g0198700	Si027344m.g	32.2476	32.8904
Os12g0198700	Si039665m.g	30.2932	29.8077
Os12g0198900	Si025913m.g	40.6728	41.1765
Os12g0199500	Si026639m.g	61.7225	39.9381
Os12g0202700	Si026639m.g	57.0136	39.0093
Os12g0203100	Si010476m.g	78.4946	41.8338
Os12g0203300	Si011188m.g	39.726	17.2619
Os12g0203500	Si015804m.g	14.5985	38.6473
Os12g0204500	Si010707m.g	73.5593	72.8188
Os12g0204600	Si012403m.g	1.09375	1.17057
Os12g0204600	Si012667m.g	21.7188	28.4836
Os12g0204600	Si020990m.g	37.8125	18.6441
Os12g0204600	Si020992m.g	37.5	18.5185
Os12g0204800	Si012403m.g	1.68712	1.83946
Os12g0204800	Si012667m.g	29.6012	39.5492
Os12g0204800	Si020990m.g	48.0061	24.114
Os12g0204800	Si020992m.g	47.8528	24.0741
Os12g0207000	Si022981m.g	72.963	74.6212
Os12g0207300	Si023579m.g	99.2958	99.2958
Os12g0207500	Si020854m.g	82.659	62.039
Os12g0207600	Si020845m.g	81.1321	90.6323
Os12g0208900	Si022713m.g	56.3063	39.6825
Os12g0209000	Si022475m.g	77.7215	85.9944
Os12g0209100	Si026896m.g	82.0106	82.4468
Os12g0209200	Si024510m.g	60	57.7982
Os12g0209300	Si021023m.g	70.669	71.5899
Os12g0209700	Si000126m.g	21.7082	11.1416
Os12g0210200	Si023240m.g	82.243	83.4123
Os12g0210300	Si023229m.g	83.9623	83.5681
Os12g0210400	Si021109m.g	77.0424	77.4428
Os12g0210800	Si022850m.g	91.7526	91.7526
Os12g0211000	Si012057m.g	22.2222	39.8148
Os12g0211301	Si021968m.g	41.0448	11.7773
Os12g0211400	Si021968m.g	78.692	79.8715
Os12g0212100	Si021968m.g	68.7104	69.5931
Os12g0223300	Si023560m.g	76.6667	78.7671
Os12g0224000	Si021354m.g	91.9811	27.6204
Os12g0224400	Si024608m.g	63.2	59.7354
Os12g0224500	Si024684m.g	45.2174	53.9792
Os12g0224500	Si025240m.g	35.3623	42.9577
Os12g0225100	Si021858m.g	72.428	35.6275
Os12g0225200	Si022601m.g	59.589	25.8929
Os12g0225900	Si022499m.g	74.4928	72.8045
Os12g0225900	Si022507m.g	72.4638	71.0227
Os12g0226400	Si022499m.g	69.2529	68.272
Os12g0226400	Si022507m.g	67.5287	66.7614
Os12g0226700	Si022499m.g	79.4798	77.9037
Os12g0226700	Si022507m.g	74.2775	73.0114
Os12g0226900	Si022499m.g	77.7457	76.204
Os12g0226900	Si022507m.g	73.1214	71.875
Os12g0227400	Si022499m.g	76.0116	74.5042
Os12g0227400	Si022507m.g	71.9653	70.7386
Os12g0227500	Si027060m.g	0.649351	0.934579
Os12g0228350	Si027531m.g	2.30415	3.42466
Os12g0228700	Si027344m.g	31.1927	22.5914
Os12g0228700	Si039665m.g	33.4862	23.3974
Os12g0228800	Si024979m.g	75.5952	79.8742
Os12g0228900	Si021574m.g	50.1901	22.5256
Os12g0230100	Si021139m.g	95.9739	95.7655
Os12g0230133	Si024936m.g	52.7316	58.4211
Os12g0230200	Si021615m.g	83.1261	82.3944
Os12g0231000	Si021602m.g	76.3293	77.5261
Os12g0231000	Si021818m.g	65.8662	75.8893
Os12g0231100	Si023015m.g	60.8333	57.0312
Os12g0232300	Si025116m.g	82.4859	83.4286
Os12g0233100	Si023122m.g	62.3188	36.5957
Os12g0233200	Si025063m.g	74.6606	75.9202
Os12g0233300	Si023125m.g	63.5556	61.1111
Os12g0233400	Si022931m.g	72.7273	72.7273
Os12g0233600	Si020942m.g	65.5012	11.6453
Os12g0233800	Si022325m.g	80.3858	65.1042
Os12g0233900	Si023082m.g	58.4362	58.4362
Os12g0235700	Si021285m.g	78.7261	80.9961
Os12g0235800	Si021906m.g	85.8628	85.5072
Os12g0236100	Si021143m.g	79.2495	78.5558
Os12g0236400	Si023101m.g	90.8714	90.8714
Os12g0236500	Si021936m.g	92.0502	92.6316
Os12g0236600	Si024391m.g	27.907	30
Os12g0236700	Si000026m.g	62.9696	64.9846
Os12g0236700	Si028669m.g	62.0155	65.45
Os12g0236900	Si021783m.g	80.7466	79.9611
Os12g0238000	Si000349m.g	44.9704	47.4407
Os12g0238100	Si021246m.g	91.6873	91.5737
Os12g0238900	Si000850m.g	68.0769	62.5442
Os12g0238900	Si004816m.g	60.7692	65.2893
Os12g0239000	Si021026m.g	52.6405	54.5455
Os12g0239000	Si021036m.g	52.4702	55.5455
Os12g0239200	Si021026m.g	1.85811	1.94175
Os12g0239200	Si021036m.g	1.77365	1.8936
Os12g0240875	Si012430m.g	61.1111	10.7492
Os12g0241100	Si023358m.g	86.8852	85.0267
Os12g0242200	Si024148m.g	41.8033	25.2475
Os12g0242700	Si024264m.g	80.9211	76.161
Os12g0242800	Si025132m.g	69.7318	69.2015
Os12g0242900	Si021465m.g	84.25	53.748
Os12g0244100	Si021359m.g	89.5415	89.0313
Os12g0244200	Si022611m.g	82.3077	32.0359
Os12g0244500	Si023515m.g	69.4611	74.359
Os12g0245100	Si009307m.g	33.7526	17.6342
Os12g0245700	Si025523m.g	58.4416	59.2105
Os12g0247700	Si027344m.g	30.3922	30.897
Os12g0247700	Si039665m.g	30.0654	29.4872
Os12g0249900	Si027501m.g	12.844	38.009
Os12g0250900	Si013596m.g	24.4444	10.9127
Os12g0256300	Si020149m.g	40.7878	66.875
Os12g0256300	Si021261m.g	83.3545	82.7238
Os12g0257000	Si025759m.g	45.098	80.7018
Os12g0257900	Si011973m.g	52.4664	33.6207
Os12g0258200	Si015927m.g	36.5696	64.9425
Os12g0258200	Si022819m.g	79.288	82.4916
Os12g0258700	Si021573m.g	65.7191	67.0648
Os12g0258700	Si021601m.g	69.0635	71.8261
Os12g0262100	Si012250m.g	17.1607	22.0884
Os12g0262700	Si010720m.g	82.0946	82.0946
Os12g0262700	Si026699m.g	80.7432	80.7432
Os12g0263100	Si021769m.g	81.5939	82.8516
Os12g0263200	Si022719m.g	75.4777	75.7188
Os12g0263600	Si022719m.g	71.6667	27.476
Os12g0263800	Si022719m.g	72.5806	28.754
Os12g0264500	Si026552m.g	52.6316	74.7922
Os12g0264500	Si027391m.g	17.7388	59.4771
Os12g0264500	Si028038m.g	47.9532	74.0964
Os12g0264500	Si028223m.g	49.7076	73.6994
Os12g0264500	Si035769m.g	61.9883	72.9358
Os12g0265100	Si022719m.g	75.4777	75.7188
Os12g0265400	Si029173m.g	57.7406	21.1656
Os12g0266200	Si027565m.g	25.2336	34.5048
Os12g0266200	Si027598m.g	28.0374	26.8456
Os12g0267100	Si032885m.g	41.5929	72.3077
Os12g0267200	Si013241m.g	61.7682	59.3571
Os12g0267200	Si028892m.g	61.2903	58.8303
Os12g0267900	Si022285m.g	60.3581	60.3581
Os12g0268000	Si021774m.g	87.3805	88.3946
Os12g0268000	Si026217m.g	80.6883	80.8429
Os12g0269100	Si023603m.g	39.1026	44.5255
Os12g0269200	Si023603m.g	41.0256	46.7153
Os12g0269600	Si023603m.g	37.5	43.7956
Os12g0269700	Si023603m.g	41.0256	23.3577
Os12g0270100	Si025283m.g	85.8672	84.2437
Os12g0270200	Si006109m.g	85.3492	83.7793
Os12g0270900	Si002172m.g	55.3254	56.1562
Os12g0270900	Si010434m.g	58.8757	55.1247
Os12g0270900	Si011813m.g	55.0296	51.2397
Os12g0270900	Si032054m.g	50.2959	60.2837
Os12g0271600	Si021435m.g	85.1623	84.8998
Os12g0271700	Si022125m.g	91.3979	79.8122
Os12g0273300	Si024605m.g	52.5571	56.6901
Os12g0273700	Si007362m.g	20.9476	47.191
Os12g0273700	Si021815m.g	52.1197	41.3043
Os12g0273800	Si011790m.g	68.2857	70.7101
Os12g0273800	Si012198m.g	68.5714	71.0059
Os12g0273900	Si032242m.g	34.7712	44.0397
Os12g0273980	Si005369m.g	11.1111	46.0317
Os12g0273980	Si009758m.g	39.8467	19.0128
Os12g0274200	Si001419m.g	62.6335	39.1111
Os12g0274700	Si023437m.g	80.5714	81.5029
Os12g0274700	Si023461m.g	73.7143	76.3314
Os12g0274700	Si023462m.g	73.7143	76.3314
Os12g0274700	Si023465m.g	74.2857	77.381
Os12g0274700	Si023466m.g	74.8571	77.9762
