Gene stable ID	Nicotiana attenuata str. UT gene stable ID	%id. target Nicotiana attenuata str. UT gene identical to query gene	%id. query gene identical to target Nicotiana attenuata str. UT gene
Os08g0552900	A4A49_28247	26.749	22.4138
Os08g0552900	A4A49_28248	27.1605	21.3592
Os08g0552900	A4A49_29775	27.1605	24.0876
Os08g0552900	A4A49_37096	28.8066	26.4151
Os08g0552900	A4A49_37097	29.6296	26.8657
Os08g0552900	A4A49_37439	31.6872	24.2902
Os08g0552900	A4A49_40968	25.9259	22.4199
Os08g0552900	A4A49_40969	29.2181	26.1993
Os08g0552900	A4A49_40970	28.3951	25.5556
Os08g0552900	A4A49_42325	28.3951	23.9583
Os08g0552900	A4A49_42612	22.6337	23.1092
Os08g0552900	A4A49_58652	22.2222	23.3766
Os08g0552900	A4A49_59406	11.9342	25.4386
Os08g0552900	A4A49_62055	12.3457	26.3158
Os08g0552900	A4A49_63846	11.9342	25.8929
Os08g0552900	A4A49_65214	20.1646	21.5859
Os08g0553000	A4A49_21360	25.7353	20.9581
Os08g0553000	A4A49_28247	25.7353	24.1379
Os08g0553000	A4A49_28248	26.4706	23.301
Os08g0553000	A4A49_29775	27.2059	27.0073
Os08g0553000	A4A49_37096	26.1029	26.7925
Os08g0553000	A4A49_37097	27.2059	27.6119
Os08g0553000	A4A49_37439	29.0441	24.9211
Os08g0553000	A4A49_40968	26.1029	25.2669
Os08g0553000	A4A49_40969	26.4706	26.5683
Os08g0553000	A4A49_40970	26.1029	26.2963
Os08g0553000	A4A49_42325	28.3088	26.7361
Os08g0553000	A4A49_42612	21.6912	24.7899
Os08g0553000	A4A49_58652	21.6912	25.5411
Os08g0553000	A4A49_59406	10.6618	25.4386
Os08g0553000	A4A49_62055	10.6618	25.4386
Os08g0553000	A4A49_63846	10.2941	25
Os08g0553000	A4A49_65214	20.2206	24.2291
Os08g0553050	A4A49_21360	27.5556	18.5629
Os08g0553050	A4A49_28247	25.7778	20
Os08g0553050	A4A49_28248	27.1111	19.7411
Os08g0553050	A4A49_29775	26.2222	21.5328
Os08g0553050	A4A49_37096	28	23.7736
Os08g0553050	A4A49_37097	28.4444	23.8806
Os08g0553050	A4A49_37439	30.6667	21.7666
Os08g0553050	A4A49_40968	23.5556	18.8612
Os08g0553050	A4A49_40969	28.4444	23.6162
Os08g0553050	A4A49_40970	27.1111	22.5926
Os08g0553050	A4A49_42325	27.1111	21.1806
Os08g0553050	A4A49_42612	23.1111	21.8487
Os08g0553050	A4A49_58652	23.1111	22.5108
Os08g0553050	A4A49_59406	12.4444	24.5614
Os08g0553050	A4A49_62055	12.8889	25.4386
Os08g0553050	A4A49_63846	12.4444	25
Os08g0553050	A4A49_65214	21.7778	21.5859
Os08g0553100	A4A49_21360	29.3617	20.6587
Os08g0553100	A4A49_28247	30.2128	24.4828
Os08g0553100	A4A49_28248	30.6383	23.301
Os08g0553100	A4A49_29775	31.9149	27.3723
Os08g0553100	A4A49_37096	28.5106	25.283
Os08g0553100	A4A49_37097	30.6383	26.8657
Os08g0553100	A4A49_37439	34.4681	25.552
Os08g0553100	A4A49_40968	29.3617	24.5552
Os08g0553100	A4A49_40969	30.2128	26.1993
Os08g0553100	A4A49_40970	28.0851	24.4444
Os08g0553100	A4A49_42325	30.6383	25
Os08g0553100	A4A49_42612	27.234	26.8908
Os08g0553100	A4A49_58652	27.234	27.7056
Os08g0553100	A4A49_59406	13.1915	27.193
Os08g0553100	A4A49_62055	13.1915	27.193
Os08g0553100	A4A49_63846	12.766	26.7857
Os08g0553100	A4A49_65214	24.6809	25.5507
Os08g0553200	A4A49_21360	29.7872	20.9581
Os08g0553200	A4A49_28247	29.7872	24.1379
Os08g0553200	A4A49_28248	29.7872	22.6537
Os08g0553200	A4A49_29775	31.4894	27.0073
Os08g0553200	A4A49_37096	28.9362	25.6604
Os08g0553200	A4A49_37097	31.0638	27.2388
Os08g0553200	A4A49_37439	34.8936	25.8675
Os08g0553200	A4A49_40968	30.2128	25.2669
Os08g0553200	A4A49_40969	31.4894	27.3063
Os08g0553200	A4A49_40970	28.9362	25.1852
Os08g0553200	A4A49_42325	32.3404	26.3889
Os08g0553200	A4A49_42612	27.234	26.8908
Os08g0553200	A4A49_58652	27.234	27.7056
Os08g0553200	A4A49_59406	12.766	26.3158
Os08g0553200	A4A49_62055	12.766	26.3158
Os08g0553200	A4A49_63846	12.3404	25.8929
Os08g0553200	A4A49_65214	23.8298	24.6696
Os08g0553300	A4A49_21360	27.7778	19.4611
Os08g0553300	A4A49_28247	26.9231	21.7241
Os08g0553300	A4A49_28248	28.2051	21.3592
Os08g0553300	A4A49_29775	29.9145	25.5474
Os08g0553300	A4A49_37096	28.2051	24.9057
Os08g0553300	A4A49_37097	29.9145	26.1194
Os08g0553300	A4A49_37439	33.7607	24.9211
Os08g0553300	A4A49_40968	28.2051	23.4875
Os08g0553300	A4A49_40969	29.0598	25.0923
Os08g0553300	A4A49_40970	27.7778	24.0741
Os08g0553300	A4A49_42325	29.9145	24.3056
Os08g0553300	A4A49_42612	26.9231	26.4706
Os08g0553300	A4A49_58652	26.4957	26.8398
Os08g0553300	A4A49_59406	12.8205	26.3158
Os08g0553300	A4A49_62055	12.8205	26.3158
Os08g0553300	A4A49_63846	12.8205	26.7857
Os08g0553300	A4A49_65214	22.2222	22.9075
Os08g0553400	A4A49_21360	29.0598	20.3593
Os08g0553400	A4A49_28247	30.7692	24.8276
Os08g0553400	A4A49_28248	32.906	24.9191
Os08g0553400	A4A49_29775	30.7692	26.2774
Os08g0553400	A4A49_37096	29.9145	26.4151
Os08g0553400	A4A49_37097	29.9145	26.1194
Os08g0553400	A4A49_37439	35.0427	25.8675
Os08g0553400	A4A49_40968	29.4872	24.5552
Os08g0553400	A4A49_40969	29.0598	25.0923
Os08g0553400	A4A49_40970	28.6325	24.8148
Os08g0553400	A4A49_42325	31.1966	25.3472
Os08g0553400	A4A49_42612	25.2137	24.7899
Os08g0553400	A4A49_58652	24.7863	25.1082
Os08g0553400	A4A49_59406	11.9658	24.5614
Os08g0553400	A4A49_62055	11.9658	24.5614
Os08g0553400	A4A49_63846	11.5385	24.1071
Os08g0553400	A4A49_65214	23.5043	24.2291
Os08g0553500	A4A49_21360	30.2521	21.5569
Os08g0553500	A4A49_28247	31.5126	25.8621
Os08g0553500	A4A49_28248	31.9328	24.5955
Os08g0553500	A4A49_29775	28.5714	24.8175
Os08g0553500	A4A49_37096	28.9916	26.0377
Os08g0553500	A4A49_37097	31.0924	27.6119
Os08g0553500	A4A49_37439	34.4538	25.8675
Os08g0553500	A4A49_40968	28.9916	24.5552
Os08g0553500	A4A49_40969	32.3529	28.4133
Os08g0553500	A4A49_40970	28.5714	25.1852
Os08g0553500	A4A49_42325	31.0924	25.6944
Os08g0553500	A4A49_42612	24.7899	24.7899
Os08g0553500	A4A49_58652	24.3697	25.1082
Os08g0553500	A4A49_59406	13.0252	27.193
Os08g0553500	A4A49_62055	12.605	26.3158
Os08g0553500	A4A49_63846	12.1849	25.8929
Os08g0553500	A4A49_65214	22.2689	23.348
Os08g0553700	A4A49_21360	28.0992	20.3593
Os08g0553700	A4A49_28247	28.0992	23.4483
Os08g0553700	A4A49_28248	29.7521	23.301
Os08g0553700	A4A49_29775	27.2727	24.0876
Os08g0553700	A4A49_37096	27.2727	24.9057
Os08g0553700	A4A49_37097	28.9256	26.1194
Os08g0553700	A4A49_37439	30.9917	23.6593
Os08g0553700	A4A49_40968	27.2727	23.4875
Os08g0553700	A4A49_40969	28.9256	25.8303
Os08g0553700	A4A49_40970	26.8595	24.0741
Os08g0553700	A4A49_42325	28.9256	24.3056
Os08g0553700	A4A49_42612	21.9008	22.2689
Os08g0553700	A4A49_58652	21.9008	22.9437
Os08g0553700	A4A49_59406	11.5702	24.5614
Os08g0553700	A4A49_62055	11.5702	24.5614
Os08g0553700	A4A49_63846	11.157	24.1071
Os08g0553700	A4A49_65214	20.6612	22.0264
Os08g0553750	A4A49_21360	29.3878	21.5569
Os08g0553750	A4A49_28247	30.2041	25.5172
Os08g0553750	A4A49_28248	31.8367	25.2427
Os08g0553750	A4A49_29775	30.6122	27.3723
Os08g0553750	A4A49_37096	27.7551	25.6604
Os08g0553750	A4A49_37097	31.8367	29.1045
Os08g0553750	A4A49_37439	31.8367	24.6057
Os08g0553750	A4A49_40968	28.5714	24.911
Os08g0553750	A4A49_40969	30.6122	27.6753
Os08g0553750	A4A49_40970	28.9796	26.2963
Os08g0553750	A4A49_42325	31.8367	27.0833
Os08g0553750	A4A49_42612	23.2653	23.9496
Os08g0553750	A4A49_58652	23.2653	24.6753
Os08g0553750	A4A49_59406	12.2449	26.3158
Os08g0553750	A4A49_62055	11.8367	25.4386
Os08g0553750	A4A49_63846	11.4286	25
Os08g0553750	A4A49_65214	23.6735	25.5507
Os08g0553800	A4A49_23417	77.9793	76.2025
Os08g0554100	A4A49_08803	64.8936	66.2016
Os08g0554100	A4A49_38483	53.0395	28.7716
Os08g0554100	A4A49_40794	62.0061	63.8498
Os08g0554100	A4A49_61911	61.8541	67.1617
Os08g0554300	A4A49_08803	65.762	48.8372
Os08g0554300	A4A49_38483	60.1253	23.7428
Os08g0554300	A4A49_40794	64.0919	48.0438
Os08g0554300	A4A49_61911	63.4656	50.165
Os08g0554400	A4A49_40627	22.6277	67.3913
Os08g0554900	A4A49_19423	79.1022	79.7192
Os08g0555000	A4A49_19423	86.3799	37.5975
Os08g0555200	A4A49_19423	79.257	79.8752
Os08g0555700	A4A49_30202	32.2785	33.5526
Os08g0556000	A4A49_37636	35.0962	35.9606
Os08g0556400	A4A49_32614	52.6542	50.9722
Os08g0556500	A4A49_09205	42.5	4.79774
Os08g0556500	A4A49_42098	3.33333	1.1976
Os08g0556550	A4A49_09205	41.1215	4.13923
Os08g0556550	A4A49_42098	0	0
Os08g0556700	A4A49_00061	52.901	36.4277
Os08g0556900	A4A49_23675	56.3636	60.1108
Os08g0556900	A4A49_27729	56.3636	59.9448
Os08g0557000	A4A49_33051	70.1299	70.4348
Os08g0557100	A4A49_33050	52.7869	50.9494
Os08g0557400	A4A49_33491	50.7463	55.5102
Os08g0557600	A4A49_02210	76.7816	76.9585
Os08g0557900	A4A49_04574	76.8519	73.4513
Os08g0558000	A4A49_59860	75.7962	55.0926
Os08g0558000	A4A49_66113	74.5223	54.1667
Os08g0558100	A4A49_24606	51.3834	50.1931
Os08g0558400	A4A49_31421	46.6993	18.9861
Os08g0558800	A4A49_59860	74.5223	54.1667
Os08g0558800	A4A49_66113	75.1592	54.6296
Os08g0559000	A4A49_10911	48.7805	51.2821
Os08g0559200	A4A49_29528	85.1852	67.6471
Os08g0559200	A4A49_61617	85.1852	85.9813
Os08g0559600	A4A49_16884	80.8081	78.3034
Os08g0559700	A4A49_00156	26.4706	32.3741
Os08g0559800	A4A49_03347	36.3415	29.3307
Os08g0559900	A4A49_17302	21.5146	48.4496
Os08g0559900	A4A49_39595	34.7676	30.2849
Os08g0560000	A4A49_03926	46.3054	49.6042
Os08g0560000	A4A49_25549	45.0739	50
Os08g0561500	A4A49_09500	68.2171	70.0265
Os08g0561500	A4A49_15957	72.093	72.2798
Os08g0561600	A4A49_35714	44.3674	48.1203
Os08g0561600	A4A49_37750	33.6222	41.5418
Os08g0562100	A4A49_27906	78.5219	77.2727
Os08g0562200	A4A49_24132	26.5244	32.1627
Os08g0562200	A4A49_24133	22.2561	36.6834
Os08g0562200	A4A49_24845	21.7988	35.3086
Os08g0562200	A4A49_27907	26.9817	32.7172
Os08g0562500	A4A49_35583	51.0112	50.2212
Os08g0562600	A4A49_40124	45.3608	48.5294
Os08g0562700	A4A49_00789	23.6791	71.5976
Os08g0562700	A4A49_41065	68.1018	35.0806
Os08g0562800	A4A49_36830	52.1064	46.7197
Os08g0562800	A4A49_36831	54.102	20.5214
Os08g0562800	A4A49_36832	52.3282	46.8254
Os08g0562800	A4A49_39796	55.8758	50.0994
Os08g0563300	A4A49_06423	73.5537	72.9508
Os08g0563400	A4A49_38982	38.1395	41.206
Os08g0563500	A4A49_60729	30.7054	24.183
Os08g0564000	A4A49_08348	72.4719	71.4022
Os08g0564000	A4A49_23015	72.2846	73.9464
Os08g0564000	A4A49_33775	71.5356	71.4019
Os08g0564000	A4A49_35842	73.7828	73.3706
Os08g0564000	A4A49_40019	74.5318	75.5218
Os08g0564000	A4A49_40872	23.7828	67.5532
Os08g0564000	A4A49_40873	50.3745	30.4643
Os08g0564100	A4A49_33201	87.3311	85.8804
Os08g0564300	A4A49_35042	70.5357	71.7095
Os08g0564300	A4A49_58829	36.6071	69.7872
Os08g0564500	A4A49_08583	69.3548	71.6667
Os08g0564500	A4A49_28652	70.1613	72.5
Os08g0564700	A4A49_35146	52.8701	52.3169
Os08g0564800	A4A49_00499	48.9394	47.7105
Os08g0564800	A4A49_08975	10.4545	21.2308
Os08g0564900	A4A49_22249	31	5.09868
Os08g0565200	A4A49_10415	31.3043	29.3878
Os08g0565200	A4A49_20397	31.3043	29.3878
Os08g0565200	A4A49_35119	28.6957	34.375
Os08g0565900	A4A49_01089	62.0155	65.0406
Os08g0565900	A4A49_25952	60.2067	63.6612
Os08g0565900	A4A49_36018	64.8579	67.8378
Os08g0565900	A4A49_39841	59.9483	64.2659
Os08g0566000	A4A49_35429	48.7685	53.1306
Os08g0566100	A4A49_35447	58.1986	56.1247
Os08g0566700	A4A49_15658	16.079	14.6154
Os08g0566900	A4A49_28995	73.262	74.0541
Os08g0567200	A4A49_03983	66.383	66.6667
Os09g0101100	A4A49_27010	24.0363	12.6794
Os09g0101800	A4A49_19649	25.2957	23.4204
Os09g0103100	A4A49_25545	57.0732	57.7778
Os09g0103100	A4A49_41968	33.9024	62.0536
Os09g0103200	A4A49_05357	22.3801	17.8218
Os09g0103200	A4A49_35779	18.6501	16.2539
Os09g0103600	A4A49_08121	70.9184	72.7749
Os09g0103700	A4A49_33867	41.1141	47.9876
Os09g0104200	A4A49_56598	40.636	39.6552
Os09g0104700	A4A49_57479	22.8758	23.1023
Os09g0106700	A4A49_36591	53.605	51.506
Os09g0109800	A4A49_06305	14.2096	44.9438
Os09g0109800	A4A49_06307	57.7265	83.3333
Os09g0110100	A4A49_23404	42.6952	43.295
Os09g0110100	A4A49_32479	43.7028	44.5443
Os09g0110300	A4A49_44732	19.8502	36.0544
Os09g0110400	A4A49_29327	73.0303	75.7862
Os09g0111100	A4A49_32485	28.8462	28.6885
Os09g0111100	A4A49_35820	28.022	28.1768
Os09g0111800	A4A49_32567	40.6542	43.5
Os09g0111800	A4A49_36186	38.785	42.3469
Os09g0114500	A4A49_14081	65.5072	70.4782
Os09g0114500	A4A49_36496	73.3333	73.2626
Os09g0115400	A4A49_04086	68.8822	68.8822
Os09g0115500	A4A49_21209	55.0661	52.0833
Os09g0115500	A4A49_38355	52.4229	54.8387
Os09g0115600	A4A49_04600	59.9515	59.6618
Os09g0116400	A4A49_39631	5.77689	34.1176
Os09g0116400	A4A49_39632	37.251	54.2029
Os09g0119600	A4A49_21846	36.1111	37.6812
Os09g0119600	A4A49_24514	33.5317	35.7294
Os09g0119600	A4A49_24515	34.5238	36.478
Os09g0121000	A4A49_30259	47.0588	5.46875
Os09g0121050	A4A49_30259	43.6823	23.6328
Os09g0121900	A4A49_34162	40.5797	23.6287
Os09g0122300	A4A49_04077	6	3.65854
Os09g0122300	A4A49_12274	10	5.01672
Os09g0122300	A4A49_29087	20	8.62069
Os09g0122300	A4A49_38158	5.33333	3.30579
Os09g0122300	A4A49_43321	4.66667	4.09357
Os09g0122300	A4A49_55470	6	3.2491
Os09g0122300	A4A49_56440	14	32.8125
Os09g0122300	A4A49_56624	28	9.61098
Os09g0122300	A4A49_56686	28.6667	11.1979
Os09g0122300	A4A49_57564	27.3333	9.42529
Os09g0122300	A4A49_57723	28.6667	9.83982
Os09g0122300	A4A49_60678	27.3333	9.31818
Os09g0122300	A4A49_60707	28	9.5672
Os09g0122300	A4A49_60849	31.3333	10.4677
Os09g0122300	A4A49_61327	14.6667	24.4444
Os09g0122300	A4A49_61663	28.6667	9.83982
Os09g0122300	A4A49_62891	28.6667	9.77273
Os09g0122300	A4A49_62923	14.6667	24.1758
Os09g0122300	A4A49_64388	28	9.63303
Os09g0122300	A4A49_65684	24.6667	15.4812
Os09g0123100	A4A49_04207	45.2237	43.287
Os09g0125900	A4A49_00250	50.6667	35.8974
Os09g0125900	A4A49_26260	50.6667	36.5887
Os09g0127700	A4A49_36604	24.7934	32.6087
Os09g0127800	A4A49_15962	79.1461	79.1461
Os09g0131200	A4A49_22927	62.4113	65.1852
Os09g0132200	A4A49_05040	48.433	48.2955
Os09g0132200	A4A49_08850	45.584	44.8179
Os09g0132200	A4A49_39102	45.584	45.4545
Os09g0132600	A4A49_13272	50.2513	46.2963
Os09g0132900	A4A49_05040	53.125	53.125
Os09g0132900	A4A49_08850	46.3068	45.6583
Os09g0132900	A4A49_39102	49.7159	49.7159
Os09g0133200	A4A49_28144	67.5889	67.5889
Os09g0133600	A4A49_42345	59.2477	58.6957
Os09g0133700	A4A49_25921	70.6052	67.3077
Os09g0133800	A4A49_05566	28.593	21.0468
Os09g0133800	A4A49_35088	29.5008	21.6186
Os09g0134400	A4A49_29625	31.9231	32.6772
Os09g0134500	A4A49_31491	54.7945	43.1433
Os09g0135100	A4A49_42324	39.604	4.39078
Os09g0135400	A4A49_02354	50.1272	50.8387
Os09g0135400	A4A49_13659	9.79644	47.8261
Os09g0135400	A4A49_36425	51.2723	50.5646
Os09g0135700	A4A49_29645	55.4054	60.5911
Os09g0135800	A4A49_09299	43.5678	44.6397
Os09g0240200	A4A49_38110	42.3881	35.0617
Os09g0240500	A4A49_33346	67.7794	65.6821
Os09g0242300	A4A49_24893	54.3933	58.1655
Os09g0244900	A4A49_05042	74.8571	74.8571
Os09g0245500	A4A49_41713	56.8421	65.4545
Os09g0246200	A4A49_19420	64.4585	61.1776
Os09g0246200	A4A49_24988	64.7739	60.1562
Os09g0246250	A4A49_09661	47.8261	20
Os09g0247600	A4A49_05040	45.2247	45.7386
Os09g0247600	A4A49_08850	40.4494	40.3361
Os09g0247600	A4A49_39102	42.6966	43.1818
Os09g0247700	A4A49_15454	54.6875	0.68614
Os09g0247700	A4A49_42136	0	0
Os09g0247700	A4A49_60975	0	0
Os09g0248000	A4A49_39986	62.8472	57.0978
Os09g0248100	A4A49_01102	42.8928	41.3462
Os09g0248100	A4A49_22028	43.3915	42.5428
Os09g0248100	A4A49_38300	39.9002	38.6473
Os09g0248200	A4A49_29922	52.2936	52.2936
Os09g0248200	A4A49_31901	52.4771	52.4771
Os09g0248300	A4A49_29922	53.1365	52.844
Os09g0248300	A4A49_31901	53.5055	53.211
Os09g0249000	A4A49_41774	66.8675	68.5185
Os09g0249400	A4A49_21530	68.8312	68.8312
Os09g0249400	A4A49_59851	67.5325	67.5325
Os09g0249700	A4A49_09965	86.0307	86.9191
Os09g0250700	A4A49_22032	69.2737	72.4088
Os09g0250800	A4A49_00250	52.7027	52.6316
Os09g0250800	A4A49_26260	52.2973	53.2325
Os09g0251100	A4A49_18123	40.6386	41.7288
Os09g0251500	A4A49_38930	56.4424	49.8489
Os09g0252100	A4A49_22037	80.798	80.198
Os09g0252700	A4A49_18121	57.8689	18.7367
Os09g0252800	A4A49_18121	57.9061	21.2845
Os09g0254600	A4A49_03972	29.845	33.0472
Os09g0254600	A4A49_09384	31.0078	33.4728
Os09g0254600	A4A49_13241	32.1705	35.1695
Os09g0255400	A4A49_12384	54.2857	51.1002
Os09g0256100	A4A49_00866	45.0704	38.3234
Os09g0256100	A4A49_00867	43.3099	36.6071
Os09g0256100	A4A49_00868	43.662	36.9048
Os09g0256100	A4A49_10181	40.8451	34.6269
Os09g0256100	A4A49_17697	42.2535	34.7826
Os09g0256100	A4A49_26915	32.7465	31
Os09g0256100	A4A49_32742	45.4225	38.6228
Os09g0256100	A4A49_33704	41.9014	34.8974
Os09g0256100	A4A49_37112	36.9718	36.2069
Os09g0256100	A4A49_39459	38.7324	30.7263
Os09g0256600	A4A49_03972	47.7477	22.7468
Os09g0256600	A4A49_09384	45.9459	21.3389
Os09g0256600	A4A49_13241	46.8468	22.0339
Os09g0258000	A4A49_30718	67.1642	66.7656
Os09g0258500	A4A49_30646	71.0758	66.8325
Os09g0258500	A4A49_43345	70.194	67.5722
Os09g0258500	A4A49_62868	70.194	67.5722
Os09g0258600	A4A49_37886	81.8713	80
Os09g0258600	A4A49_59310	81.8713	72.9167
Os09g0258600	A4A49_65255	81.8713	80
Os09g0258700	A4A49_03972	43.6937	41.6309
Os09g0258700	A4A49_09384	43.6937	40.5858
Os09g0258700	A4A49_13241	44.5946	41.9492
Os09g0259701	A4A49_37705	1.60428	0.946372
Os09g0259701	A4A49_39810	24.5989	10.4308
Os09g0259701	A4A49_55232	0.534759	0.684932
Os09g0261300	A4A49_42052	68.3168	67.4267
Os09g0261400	A4A49_12024	50	4.4843
Os09g0261400	A4A49_22577	37.5	3.9267
Os09g0261400	A4A49_28196	51.25	4.62232
Os09g0261400	A4A49_30497	1.25	0.341297
Os09g0263933	A4A49_54975	35.7513	36.3158
Os09g0264051	A4A49_35114	44.5652	7.79468
Os09g0264051	A4A49_37219	43.4783	7.87402
Os09g0264400	A4A49_14529	49.9037	57.0485
Os09g0264400	A4A49_14530	59.9229	61.1002
Os09g0264400	A4A49_31206	49.5183	50.6903
Os09g0264400	A4A49_31207	44.316	50.5494
Os09g0264400	A4A49_36471	48.1696	49.2126
Os09g0266000	A4A49_04230	33.2326	50.2283
Os09g0266400	A4A49_12674	58.1735	56.8243
Os09g0266400	A4A49_59657	4.47489	50.5155
Os09g0267400	A4A49_03204	31.4286	30
Os09g0267600	A4A49_01794	58.194	79.8165
Os09g0267600	A4A49_12653	58.8629	80.7339
Os09g0268000	A4A49_35669	51.1976	51.4286
Os09g0272000	A4A49_02031	25.4335	34.1085
Os09g0272000	A4A49_21027	22.5434	31.2
Os09g0272000	A4A49_58630	24.2775	32.3077
Os09g0272500	A4A49_31724	53.1646	52.9412
Os09g0273800	A4A49_19901	47.3054	52.3179
Os09g0273800	A4A49_34460	37.1257	37.5758
Os09g0273800	A4A49_36319	41.3174	40.5882
Os09g0273800	A4A49_36320	35.3293	39.0728
Os09g0273800	A4A49_36321	40.1198	39.4118
Os09g0273800	A4A49_36458	34.7305	34.7305
Os09g0273800	A4A49_37212	34.1317	34.1317
Os09g0273800	A4A49_42445	47.9042	52.9801
Os09g0273800	A4A49_54493	33.5329	37.3333
Os09g0273800	A4A49_54897	44.3114	47.1338
Os09g0273800	A4A49_57501	28.7425	28.7425
Os09g0273800	A4A49_61752	34.1317	34.9693
Os09g0273800	A4A49_61900	25.1497	32.3077
Os09g0273800	A4A49_63748	34.7305	34.7305
Os09g0274800	A4A49_19901	43.6047	49.6689
Os09g0274800	A4A49_34460	42.4419	44.2424
Os09g0274800	A4A49_36319	44.186	44.7059
Os09g0274800	A4A49_36320	37.2093	42.3841
Os09g0274800	A4A49_36321	41.8605	42.3529
Os09g0274800	A4A49_36458	37.7907	38.9222
Os09g0274800	A4A49_37212	37.7907	38.9222
Os09g0274800	A4A49_42445	44.186	50.3311
Os09g0274800	A4A49_54493	37.2093	42.6667
Os09g0274800	A4A49_54897	41.8605	45.8599
Os09g0274800	A4A49_57501	32.5581	33.5329
Os09g0274800	A4A49_61752	37.2093	39.2638
Os09g0274800	A4A49_61900	30.814	40.7692
Os09g0274800	A4A49_63748	37.7907	38.9222
Os09g0275200	A4A49_19901	36.25	38.4106
Os09g0275200	A4A49_34460	36.25	35.1515
Os09g0275200	A4A49_36319	35	32.9412
Os09g0275200	A4A49_36320	33.125	35.0993
Os09g0275200	A4A49_36321	31.875	30
Os09g0275200	A4A49_36458	33.75	32.3353
Os09g0275200	A4A49_37212	31.25	29.9401
Os09g0275200	A4A49_42445	36.875	39.0728
Os09g0275200	A4A49_54493	32.5	34.6667
Os09g0275200	A4A49_54897	40.625	41.4013
Os09g0275200	A4A49_57501	28.75	27.5449
Os09g0275200	A4A49_61752	31.875	31.2883
Os09g0275200	A4A49_61900	23.75	29.2308
Os09g0275200	A4A49_63748	33.75	32.3353
Os09g0277800	A4A49_00669	75.2022	71.1735
Os09g0277800	A4A49_25996	40.9704	60.8
Os09g0278300	A4A49_00074	6.29921	25.1572
Os09g0278300	A4A49_00075	14.3307	28.1298
Os09g0278700	A4A49_31253	21.5328	21.9331
Os09g0279000	A4A49_23980	46.5116	56.0748
Os09g0279100	A4A49_22059	74.8387	33.2855
Os09g0279200	A4A49_20546	41.8803	25
Os09g0279300	A4A49_21888	39.1892	36.478
Os09g0279400	A4A49_08079	58.159	59.1489
Os09g0279600	A4A49_32669	71.9828	74.8879
Os09g0279600	A4A49_52766	5.60345	52
Os09g0280500	A4A49_34317	12.848	52.1739
Os09g0280600	A4A49_35387	78.744	73.7557
Os09g0281300	A4A49_39005	68.4211	68.4211
Os09g0283600	A4A49_40485	26.5861	33.5878
Os09g0283600	A4A49_60352	26.5861	33.5878
Os09g0284600	A4A49_31007	62.7193	31.8486
Os09g0286300	A4A49_33480	26.2009	19.3237
Os09g0286400	A4A49_37316	77.3832	72.7592
Os09g0292900	A4A49_35607	26.6497	28.3019
Os09g0293500	A4A49_05411	57.9901	59.1597
Os09g0293900	A4A49_22416	25	19.5212
Os09g0293900	A4A49_22724	33.2547	28.1437
Os09g0294000	A4A49_28078	69.071	68.5466
Os09g0294300	A4A49_15123	43.8799	25.266
Os09g0294300	A4A49_21883	48.2679	32.5039
Os09g0294300	A4A49_36133	39.4919	36.6167
Os09g0296400	A4A49_38703	53.5461	54.4144
Os09g0296700	A4A49_39940	55.2361	53.8
Os09g0296800	A4A49_35275	66.9782	67.3981
Os09g0296900	A4A49_02584	46.1827	48.0469
Os09g0296900	A4A49_04589	46.433	48.4967
Os09g0297000	A4A49_22544	63.655	63.9175
Os09g0297000	A4A49_24532	13.347	68.4211
Os09g0297100	A4A49_60158	86.4865	87.6712
Os09g0297300	A4A49_24886	45.6979	58.1509
Os09g0297300	A4A49_25539	56.5966	55.9546
Os09g0297800	A4A49_21004	39.0805	40
Os09g0298400	A4A49_22188	71.988	76.1146
Os09g0298500	A4A49_03471	48.3083	48.0374
Os09g0298700	A4A49_32137	6.16915	34.8315
Os09g0298700	A4A49_32138	26.5672	33.5427
Os09g0299000	A4A49_12085	11.9266	5.01931
Os09g0299200	A4A49_19674	56.9444	49.848
Os09g0299200	A4A49_25408	61.8056	53.4535
Os09g0299300	A4A49_14582	41.5094	16.0584
Os09g0299400	A4A49_32305	42.7632	54.0166
Os09g0299500	A4A49_33654	70	28.7918
Os09g0306400	A4A49_00316	42.4837	40.625
Os09g0306400	A4A49_05351	35.9477	40.4412
Os09g0306400	A4A49_27893	39.2157	41.6667
Os09g0306400	A4A49_34229	36.6013	36.6013
Os09g0306400	A4A49_38949	42.4837	38.2353
Os09g0306700	A4A49_17575	50.5938	51.4493
Os09g0306700	A4A49_22218	29.0974	42.2414
Os09g0307300	A4A49_12420	28.0488	25.9887
Os09g0307800	A4A49_09029	54.1176	49.7297
Os09g0307800	A4A49_41973	34.7059	46.0938
Os09g0309100	A4A49_32745	66.3923	67.4095
Os09g0309200	A4A49_40037	33.4862	31.8083
Os09g0309200	A4A49_43559	32.5688	31.8386
Os09g0309700	A4A49_19642	19.4969	14.8681
Os09g0309700	A4A49_33410	20.7547	20.122
Os09g0309700	A4A49_39806	21.6981	20.1166
Os09g0314300	A4A49_10831	43.4211	44.7154
Os09g0314300	A4A49_37186	43.1579	44.4444
Os09g0314400	A4A49_10826	53.11	64.723
Os09g0314500	A4A49_40549	36.8272	39.6341
Os09g0315000	A4A49_08303	46.3022	38.4
Os09g0315050	A4A49_41176	37.7622	3.85164
