Gene stable ID	Triticum urartu gene stable ID	%id. target Triticum urartu gene identical to query gene	%id. query gene identical to target Triticum urartu gene
Os11g0455500	TRIUR3_03943	75.1456	93.0288
Os11g0455500	TRIUR3_14534	78.4466	53.7234
Os11g0455800	TRIUR3_03944	93.4183	63.4921
Os11g0456100	TRIUR3_07220	49.7409	75
Os11g0458100	TRIUR3_02510	36.1032	22.9091
Os11g0458500	TRIUR3_24877	17.5	16.8269
Os11g0459300	TRIUR3_20991	25.1111	27.6284
Os11g0460800	TRIUR3_14635	55.2795	58.9404
Os11g0460900	TRIUR3_16301	45.1977	41.6667
Os11g0461000	TRIUR3_14635	53.7678	58.2781
Os11g0462500	TRIUR3_00680	49.8483	45.4378
Os11g0462500	TRIUR3_06599	49.4439	45.1524
Os11g0462500	TRIUR3_15734	45.3994	35.5222
Os11g0462500	TRIUR3_25228	48.635	51.6094
Os11g0462900	TRIUR3_18749	19.1677	65.8009
Os11g0464600	TRIUR3_27427	61.4679	35.8289
Os11g0465200	TRIUR3_15642	41.1306	54.1026
Os11g0465200	TRIUR3_19385	52.4366	52.4366
Os11g0465200	TRIUR3_24077	36.4522	54.8387
Os11g0465200	TRIUR3_29264	53.2164	52.2989
Os11g0466300	TRIUR3_12571	31.5315	42.5101
Os11g0466300	TRIUR3_28670	75.976	70.6704
Os11g0470500	TRIUR3_24388	38.8802	73.0994
Os11g0470500	TRIUR3_27271	48.056	78.8265
Os11g0472600	TRIUR3_13293	38.9222	42.4837
Os11g0473000	TRIUR3_02860	69.3023	94.3038
Os11g0473100	TRIUR3_07850	82.5641	82.9897
Os11g0473200	TRIUR3_31560	80.8901	35.0738
Os11g0473350	TRIUR3_31560	72.7273	4.5403
Os11g0473832	TRIUR3_07691	50.1235	59.5308
Os11g0473832	TRIUR3_19644	59.7531	65.2291
Os11g0474500	TRIUR3_24205	15.8635	25.5663
Os11g0479232	TRIUR3_16502	79.7834	37.0805
Os11g0479232	TRIUR3_27949	71.8412	29.5691
Os11g0479400	TRIUR3_06481	28.6432	36.5385
Os11g0479400	TRIUR3_09346	24.6231	29.878
Os11g0479400	TRIUR3_26569	23.6181	29.1925
Os11g0481200	TRIUR3_24834	27.0476	62.5551
Os11g0481200	TRIUR3_24835	40	56.7568
Os11g0482000	TRIUR3_34934	69.3467	50.7353
Os11g0482400	TRIUR3_02228	76.6234	65.0496
Os11g0482500	TRIUR3_03071	21.436	25.7822
Os11g0482901	TRIUR3_25443	59.4086	65.5786
Os11g0483600	TRIUR3_24080	22.1622	63.0769
Os11g0483900	TRIUR3_31353	86.8	91.1765
Os11g0483950	TRIUR3_14245	61.2971	43.7967
Os11g0484000	TRIUR3_32573	70.4633	85.4801
Os11g0484300	TRIUR3_11851	89.4901	93.0736
Os11g0484500	TRIUR3_07806	65.3543	92.4791
Os11g0485000	TRIUR3_03215	46.6667	25.7143
Os11g0485000	TRIUR3_29480	30.7407	21.8997
Os11g0485900	TRIUR3_13866	61.0619	19.1667
Os11g0485900	TRIUR3_18582	62.6106	15.7485
Os11g0485900	TRIUR3_18583	54.646	32.2454
Os11g0485900	TRIUR3_21043	0	0
Os11g0485900	TRIUR3_24668	56.4159	18.8053
Os11g0487100	TRIUR3_26125	52.7174	64.8829
Os11g0488500	TRIUR3_24497	77.8462	68.9373
Os11g0488600	TRIUR3_24496	37.6963	76.5957
Os11g0490100	TRIUR3_01798	66.8874	52.6042
Os11g0490100	TRIUR3_19655	19.5364	88.0597
Os11g0490200	TRIUR3_02296	67.1309	68.272
Os11g0490200	TRIUR3_07512	66.481	63.8715
Os11g0490200	TRIUR3_07515	65.7382	68.472
Os11g0490200	TRIUR3_13578	61.467	66.3327
Os11g0490200	TRIUR3_26300	64.9025	68.0623
Os11g0490251	TRIUR3_05157	42.3077	40.2439
Os11g0490251	TRIUR3_07513	60.2564	87.037
Os11g0490300	TRIUR3_10887	36.0996	41.0377
Os11g0490600	TRIUR3_25633	49.5192	45.6763
Os11g0490800	TRIUR3_30766	38.7543	44.2688
Os11g0490900	TRIUR3_16697	32.2314	82.1053
Os11g0491400	TRIUR3_34017	72.1311	72.6415
Os11g0491500	TRIUR3_15882	56.6038	59.7015
Os11g0492800	TRIUR3_33313	73.4767	58.4046
Os11g0496013	TRIUR3_23144	45.082	70.5128
Os11g0496400	TRIUR3_05368	59.4595	28.5097
Os11g0496500	TRIUR3_01823	76.8116	76.8116
Os11g0496500	TRIUR3_01824	73.913	73.913
Os11g0496500	TRIUR3_30382	86.9565	86.9565
Os11g0496600	TRIUR3_21275	12.2159	51.1905
Os11g0497000	TRIUR3_07087	84.4512	80.5233
Os11g0498600	TRIUR3_12381	71.7105	80.7407
Os11g0499600	TRIUR3_01412	83.3333	81.7175
Os11g0500100	TRIUR3_16110	16.0772	60.241
Os11g0500100	TRIUR3_19325	43.4084	43.5484
Os11g0503400	TRIUR3_26262	24.4094	7.51515
Os11g0504000	TRIUR3_03215	46.0145	25.9184
Os11g0504000	TRIUR3_29480	29.7101	21.6359
Os11g0504900	TRIUR3_05617	38.342	29.8387
Os11g0504900	TRIUR3_05618	28.4974	48.2456
Os11g0506700	TRIUR3_21204	1.63934	0.921659
Os11g0506800	TRIUR3_03487	27.2527	48.6275
Os11g0506800	TRIUR3_27693	20.8791	45.8937
Os11g0507200	TRIUR3_20064	55.9653	78.1818
Os11g0507200	TRIUR3_20065	77.8742	80.3132
Os11g0507400	TRIUR3_34732	50.6151	62.3377
Os11g0508600	TRIUR3_00531	58.7459	54.9383
Os11g0508600	TRIUR3_00532	52.4752	44.0443
Os11g0508600	TRIUR3_00534	70.297	40.0376
Os11g0508600	TRIUR3_05729	64.3564	55.7143
Os11g0513500	TRIUR3_17113	6.73077	5.09091
Os11g0513900	TRIUR3_17112	19.1077	23.0409
Os11g0514400	TRIUR3_02169	56	49.7778
Os11g0514400	TRIUR3_02171	59	66.2921
Os11g0514400	TRIUR3_05304	50	40.8163
Os11g0514500	TRIUR3_02169	60.8	67.5556
Os11g0514500	TRIUR3_02171	49.6	69.6629
Os11g0514500	TRIUR3_05304	54.8	55.9184
Os11g0514700	TRIUR3_02169	50.4132	54.2222
Os11g0514700	TRIUR3_02171	40.4959	55.0562
Os11g0514700	TRIUR3_05304	47.5207	46.9388
Os11g0514800	TRIUR3_32171	71.6981	72.0379
Os11g0515000	TRIUR3_19292	19.3684	77.3109
Os11g0515500	TRIUR3_17029	67.0775	48.289
Os11g0516100	TRIUR3_17028	85.9155	46.9231
Os11g0516800	TRIUR3_16516	1.0989	0.694444
Os11g0517200	TRIUR3_17662	26.7016	18.0531
Os11g0517350	EPlTURG00000010053	62.3377	9.375
Os11g0517350	TRIUR3_15764	62.3377	9.375
Os11g0517350	TRIUR3_20644	62.3377	9.375
Os11g0517350	TRIUR3_25858	62.3377	9.375
Os11g0518600	TRIUR3_17662	27.1552	11.1504
Os11g0518900	TRIUR3_17112	20.9028	24.9123
Os11g0521000	TRIUR3_08342	50.134	49.4709
Os11g0521900	TRIUR3_19142	65.9869	72.2967
Os11g0522000	TRIUR3_22379	81.5534	77.4194
Os11g0522900	TRIUR3_24015	87.5	90.7692
Os11g0523110	TRIUR3_04471	64.4737	62.6198
Os11g0523700	TRIUR3_16046	42.5573	48.0603
Os11g0523700	TRIUR3_17003	39.6947	82.8685
Os11g0524300	TRIUR3_17381	23.6364	84.4156
Os11g0525200	TRIUR3_06520	63.6735	70.2703
Os11g0525600	TRIUR3_19812	58.6275	80.9202
Os11g0525600	TRIUR3_19813	16.2745	73.1278
Os11g0525600	TRIUR3_26340	77.9412	63.0952
Os11g0525700	TRIUR3_12879	3.41615	4.88889
Os11g0525700	TRIUR3_16412	2.95031	1.08077
Os11g0525700	TRIUR3_33726	27.6398	49.7207
Os11g0525800	TRIUR3_15648	87.8173	88.7179
Os11g0526200	TRIUR3_02659	47.5285	64.433
Os11g0526800	TRIUR3_17442	48.8998	26.3505
Os11g0528200	TRIUR3_12224	87.172	32.9658
Os11g0528300	TRIUR3_02167	52.1505	85.8407
Os11g0528400	TRIUR3_02166	81.3121	87.5803
Os11g0528500	TRIUR3_19235	54.3046	82
Os11g0528812	TRIUR3_10181	10.6667	22.8571
Os11g0529036	TRIUR3_05981	60	28.6957
Os11g0529100	TRIUR3_15702	29.9145	24.3056
Os11g0529900	TRIUR3_15702	8.98876	27.7778
Os11g0531300	TRIUR3_31728	17.9775	39.4089
Os11g0533500	TRIUR3_23150	36.6053	47.925
Os11g0534300	TRIUR3_31888	56.9002	61.0478
Os11g0534500	TRIUR3_09103	3.01318	14.6789
Os11g0534500	TRIUR3_31475	45.0094	36.6564
Os11g0536800	TRIUR3_07717	72.4963	80.4312
Os11g0537300	TRIUR3_19386	32.4627	53.7037
Os11g0537300	TRIUR3_19387	44.7761	85.7143
Os11g0537350	TRIUR3_23746	76.5766	61.3718
Os11g0537350	TRIUR3_32147	78.3784	78.3784
Os11g0538900	TRIUR3_21374	88.8664	83.9388
Os11g0539600	TRIUR3_15187	44.8598	38.9452
Os11g0539600	TRIUR3_27723	40.1869	40.4706
Os11g0539600	TRIUR3_33700	42.5234	43.026
Os11g0539700	TRIUR3_15187	47.3016	30.2231
Os11g0539700	TRIUR3_27723	41.2698	30.5882
Os11g0539700	TRIUR3_33700	40.3175	30.0236
Os11g0539800	TRIUR3_22225	32.1739	34.4186
Os11g0539800	TRIUR3_27626	51.5217	64.5777
Os11g0540100	TRIUR3_22225	40.528	60.6977
Os11g0540100	TRIUR3_27626	36.3354	63.7602
Os11g0540600	TRIUR3_04732	46.2555	50.4808
Os11g0540600	TRIUR3_09607	44.0529	43.29
Os11g0540600	TRIUR3_14137	51.1013	53.0892
Os11g0540600	TRIUR3_14341	32.8194	36.6093
Os11g0540800	TRIUR3_04732	27.4247	19.7115
Os11g0540800	TRIUR3_09607	25.4181	16.4502
Os11g0540800	TRIUR3_14137	36.1204	24.714
Os11g0540800	TRIUR3_14341	35.4515	26.0442
Os11g0540900	TRIUR3_11334	9.49555	25.8065
Os11g0541200	TRIUR3_11334	18.3168	29.8387
Os11g0541600	TRIUR3_04732	42.4628	48.0769
Os11g0541600	TRIUR3_09607	40.7643	41.5584
Os11g0541600	TRIUR3_14137	49.2569	53.0892
Os11g0541600	TRIUR3_14341	29.9363	34.6437
Os11g0543800	TRIUR3_11484	1.31579	0.288184
Os11g0543800	TRIUR3_11487	78.9474	13.986
Os11g0544100	TRIUR3_18155	17.1779	62.2222
Os11g0544200	TRIUR3_07168	83.5294	71
Os11g0544300	TRIUR3_22201	70.6638	66.9371
Os11g0544500	TRIUR3_31275	44.3804	89.0173
Os11g0544600	TRIUR3_34496	17.1975	37.8505
Os11g0544700	TRIUR3_34926	80.6202	55.4667
Os11g0544800	TRIUR3_25075	88.4191	87.9342
Os11g0544800	TRIUR3_25455	88.9706	88.6447
Os11g0545000	TRIUR3_00178	51.7647	40
Os11g0545600	TRIUR3_03051	64.3293	58.2873
Os11g0545700	TRIUR3_01429	83.1683	33.9623
Os11g0545800	TRIUR3_23493	46.5882	67.8082
Os11g0546000	TRIUR3_32012	88.4106	84.4937
Os11g0546100	TRIUR3_33295	70.428	81.5315
Os11g0546200	TRIUR3_14772	73.2955	60.2804
Os11g0546300	TRIUR3_06183	45.2316	81.3726
Os11g0546500	TRIUR3_01222	36.646	56.0127
Os11g0546600	TRIUR3_23077	51.2195	60.8696
Os11g0546900	TRIUR3_35084	67.1698	91.2821
Os11g0547000	TRIUR3_33988	80.4762	87.5648
Os11g0549635	TRIUR3_26413	63.0435	62.5899
Os11g0549650	TRIUR3_16109	43.0137	74.4076
Os11g0549655	TRIUR3_22500	36.3636	82.6087
Os11g0549686	TRIUR3_26413	57.7434	46.9424
Os11g0549690	TRIUR3_16109	60.5882	48.8152
Os11g0549695	TRIUR3_22500	36.019	82.6087
Os11g0549700	TRIUR3_25112	30.2714	54.1045
Os11g0549700	TRIUR3_25113	13.1524	43.75
Os11g0549900	TRIUR3_30104	59.8039	61.9289
Os11g0550100	TRIUR3_00395	54.3662	20.4449
Os11g0550100	TRIUR3_02650	60	17.3594
Os11g0550100	TRIUR3_10696	54.3662	25.4617
Os11g0550100	TRIUR3_11229	37.7465	22.521
Os11g0550100	TRIUR3_16953	41.9718	24.4262
Os11g0550100	TRIUR3_24335	51.831	20.7675
Os11g0550100	TRIUR3_25262	56.6197	14.3674
Os11g0550100	TRIUR3_26690	53.2394	21.2838
Os11g0550900	TRIUR3_07187	10.1333	57.5758
Os11g0551350	TRIUR3_07187	75	77.2727
Os11g0551800	TRIUR3_05057	84.9057	40.3587
Os11g0551800	TRIUR3_11372	83.9623	84.7619
Os11g0551800	TRIUR3_11373	81.1321	81.1321
Os11g0551800	TRIUR3_28193	51.8868	84.6154
Os11g0552500	TRIUR3_29697	26.087	38.6266
Os11g0552600	TRIUR3_17269	24.7283	21.7703
Os11g0555300	TRIUR3_09509	63.2768	61.25
Os11g0555300	TRIUR3_09510	63.4383	62.0363
Os11g0557300	TRIUR3_12640	28.3721	39.3548
Os11g0557400	TRIUR3_26375	32.2695	25.2078
Os11g0557700	TRIUR3_18705	66.0517	57.5563
Os11g0557900	TRIUR3_14569	90.5109	91.8519
Os11g0558200	TRIUR3_10415	61.2121	71.6312
Os11g0558300	TRIUR3_24127	81.3918	85.6688
Os11g0558400	TRIUR3_05897	24.7563	56.5702
Os11g0558400	TRIUR3_11374	50	53.1606
Os11g0558400	TRIUR3_12670	50.9747	55.4025
Os11g0558400	TRIUR3_29204	49.7076	53.9683
Os11g0562100	TRIUR3_17001	72.1785	50.3663
Os11g0567800	TRIUR3_05898	45.9459	16.5049
Os11g0568300	TRIUR3_08266	49.6296	64.0127
Os11g0568500	TRIUR3_03473	85.034	85.6164
Os11g0568500	TRIUR3_07077	77.551	79.7203
Os11g0568600	TRIUR3_29372	50.2674	51.3661
Os11g0568700	TRIUR3_07443	69.9454	67.3684
Os11g0569300	TRIUR3_03596	58.0766	66.5953
Os11g0569300	TRIUR3_08694	58.6368	62.2398
Os11g0569500	TRIUR3_03596	56.5217	62.6338
Os11g0569500	TRIUR3_08694	62.8986	64.5193
Os11g0569800	TRIUR3_03596	65.1075	55.1392
Os11g0569800	TRIUR3_08694	65.4867	51.338
Os11g0571900	TRIUR3_33551	37.2093	57.1429
Os11g0572400	TRIUR3_23748	43.9583	81.7829
Os11g0572400	TRIUR3_23749	43.125	68.543
Os11g0572500	TRIUR3_28356	73.2877	43.4959
Os11g0572700	TRIUR3_33425	67.4061	54.7091
Os11g0572800	TRIUR3_19243	30.1344	88.7006
Os11g0573200	TRIUR3_19061	66.3793	40.1042
Os11g0573800	TRIUR3_10635	41.6122	42.6339
Os11g0574200	TRIUR3_02766	55.0459	16.5441
Os11g0575600	TRIUR3_33211	41.4747	56.6038
Os11g0576400	TRIUR3_23065	41.8033	51.7766
Os11g0577300	TRIUR3_18216	41.0256	7.26447
Os11g0577350	TRIUR3_18216	5.95238	0.567537
Os11g0577700	TRIUR3_24877	22.6804	7.05128
Os11g0577800	TRIUR3_12043	9.17969	18.8
Os11g0578066	TRIUR3_02767	40.7407	53.2258
Os11g0578100	TRIUR3_02766	61.2536	59.2831
Os11g0578700	TRIUR3_27868	51.9164	22.5758
Os11g0578700	TRIUR3_34384	50.8711	29.3763
Os11g0579200	TRIUR3_02996	58.7692	10.2965
Os11g0579200	TRIUR3_04760	55.0769	9.6444
Os11g0579200	TRIUR3_06222	52.9231	13.2104
Os11g0579300	TRIUR3_06223	59.3548	63.0137
Os11g0579400	TRIUR3_02996	54.6474	18.3827
Os11g0579400	TRIUR3_04760	53.5256	17.9957
Os11g0579400	TRIUR3_06222	68.109	32.6421
Os11g0579600	TRIUR3_27868	56.9307	34.8485
Os11g0579600	TRIUR3_34384	56.1881	45.674
Os11g0579700	TRIUR3_14763	1.66113	2.38095
Os11g0579800	TRIUR3_23621	61.7347	84.6154
Os11g0579800	TRIUR3_32586	63.2653	82.1192
Os11g0579900	TRIUR3_23620	54.1555	53.4392
Os11g0580000	TRIUR3_15031	85.439	58.9365
Os11g0580500	TRIUR3_00178	52.9052	39.3182
Os11g0580800	TRIUR3_21704	51.0121	50.4
Os11g0582000	TRIUR3_24887	27.6316	35
Os11g0582300	TRIUR3_27506	67.8007	76.5432
Os11g0582400	TRIUR3_01251	27.8061	26.1391
Os11g0582500	TRIUR3_06886	58.3333	40.9574
Os11g0582500	TRIUR3_33019	39.3939	63.4146
Os11g0583200	TRIUR3_15030	79.683	66.7874
Os11g0583300	TRIUR3_01732	20.9459	8.13648
Os11g0584100	TRIUR3_06182	36.6936	26.3006
Os11g0584100	TRIUR3_13457	42.9436	38.3094
Os11g0584100	TRIUR3_28744	47.1774	49.0566
Os11g0584100	TRIUR3_29845	46.371	52.7523
Os11g0584100	TRIUR3_30527	45.5645	51.4806
Os11g0584100	TRIUR3_32025	46.371	52.1542
Os11g0584100	TRIUR3_34460	46.371	55.9611
Os11g0585700	TRIUR3_25249	79.3706	85.6604
Os11g0585700	TRIUR3_33881	69.9301	68.7285
Os11g0585900	TRIUR3_24692	92.9988	82.5052
Os11g0586001	TRIUR3_25045	63.9279	22.5761
Os11g0586100	TRIUR3_25045	78.7582	17.0559
Os11g0586300	TRIUR3_31794	60.5214	65.3924
Os11g0586825	TRIUR3_18069	41.784	67.1698
Os11g0586900	TRIUR3_32702	94.5652	94.5652
Os11g0587500	TRIUR3_34608	58.4229	38.3529
Os11g0587600	TRIUR3_13596	3.60902	7.86885
Os11g0588300	TRIUR3_21774	73.5772	77.6824
Os11g0588400	TRIUR3_23083	44.8957	35.8457
Os11g0588600	TRIUR3_00394	24.5421	48.5507
Os11g0588600	TRIUR3_01610	39.1941	42.126
Os11g0588600	TRIUR3_08940	47.2527	20.5087
Os11g0588600	TRIUR3_25960	47.619	25.4403
Os11g0589800	TRIUR3_00394	26.4069	44.2029
Os11g0589800	TRIUR3_01610	40.2597	36.6142
Os11g0589800	TRIUR3_08940	44.1558	16.2162
Os11g0589800	TRIUR3_25960	46.3203	20.9393
Os11g0590400	TRIUR3_23083	37.5661	18.6678
Os11g0590700	TRIUR3_23083	42.9742	32.1648
Os11g0590900	TRIUR3_23083	36.1045	13.3216
Os11g0591000	TRIUR3_23083	22.8346	5.08326
Os11g0591100	TRIUR3_30443	94.0701	94.0701
Os11g0591200	TRIUR3_29414	75.2315	77.5656
Os11g0591200	TRIUR3_31681	82.4074	69.5312
Os11g0591550	TRIUR3_26206	40	31.6901
Os11g0591800	TRIUR3_08438	32.9114	61.9048
Os11g0591800	TRIUR3_14078	48.1013	69.7248
Os11g0592000	TRIUR3_13168	37.3333	60.8696
Os11g0592100	TRIUR3_13168	34.8684	57.6087
Os11g0592350	EPlTURG00000010041	93.4426	93.4426
Os11g0592350	TRIUR3_00150	91.8033	47.4576
Os11g0592350	TRIUR3_02005	93.4426	48.3051
Os11g0592350	TRIUR3_09786	93.4426	48.3051
Os11g0592350	TRIUR3_12842	93.4426	48.3051
Os11g0592350	TRIUR3_15150	93.4426	48.3051
Os11g0592400	TRIUR3_25654	34.0858	74.3842
Os11g0592400	TRIUR3_25655	33.5214	67.6538
Os11g0592600	TRIUR3_05320	58.9681	52.6316
Os11g0592700	TRIUR3_05480	47.6449	72.0548
Os11g0592800	TRIUR3_33146	77.6667	62.1333
Os11g0592900	TRIUR3_25500	23.0047	17.6895
Os11g0594000	TRIUR3_21806	64.9425	73.0603
Os11g0594200	TRIUR3_15165	89.5833	80.6754
Os11g0594400	TRIUR3_09603	40.0406	49.6222
Os11g0594700	TRIUR3_00882	57.7465	52.2293
Os11g0594700	TRIUR3_00883	69.7183	69.7183
Os11g0594700	TRIUR3_00885	63.3803	65.2174
Os11g0594700	TRIUR3_00886	62.6761	64.4928
Os11g0594700	TRIUR3_00887	59.8592	36.6379
Os11g0594700	TRIUR3_00888	60.5634	62.3188
Os11g0594700	TRIUR3_00889	63.3803	66.1765
Os11g0594700	TRIUR3_27522	38.0282	70.1299
Os11g0594800	TRIUR3_00882	59.1549	53.5032
Os11g0594800	TRIUR3_00883	71.831	71.831
Os11g0594800	TRIUR3_00885	65.493	67.3913
Os11g0594800	TRIUR3_00886	64.7887	66.6667
Os11g0594800	TRIUR3_00887	61.9718	37.931
Os11g0594800	TRIUR3_00888	62.6761	64.4928
Os11g0594800	TRIUR3_00889	65.493	68.3824
Os11g0594800	TRIUR3_27522	37.3239	68.8312
Os11g0595000	TRIUR3_00882	38.3085	49.0446
Os11g0595000	TRIUR3_00883	45.2736	64.0845
Os11g0595000	TRIUR3_00885	40.796	59.4203
Os11g0595000	TRIUR3_00886	40.2985	58.6957
Os11g0595000	TRIUR3_00887	38.3085	33.1897
Os11g0595000	TRIUR3_00888	38.806	56.5217
Os11g0595000	TRIUR3_00889	40.796	60.2941
Os11g0595000	TRIUR3_27522	26.3682	68.8312
Os11g0595200	TRIUR3_03928	37.4074	80.8
Os11g0597400	TRIUR3_02996	56.6795	39.5687
Os11g0597400	TRIUR3_04760	54.2085	37.8233
Os11g0597400	TRIUR3_06222	53.8996	53.6098
Os11g0597500	TRIUR3_25500	17.0732	17.6895
Os11g0597601	TRIUR3_25500	16.2791	15.1625
Os11g0598000	TRIUR3_27868	64.6667	14.697
Os11g0598000	TRIUR3_34384	62	18.7123
Os11g0598200	TRIUR3_06223	59.3548	63.0137
Os11g0598300	TRIUR3_02996	51.7581	39.6765
Os11g0598300	TRIUR3_04760	48.3826	37.069
Os11g0598300	TRIUR3_06222	54.3601	59.3702
Os11g0598500	TRIUR3_02996	57.5969	40.0539
Os11g0598500	TRIUR3_04760	54.2636	37.7155
Os11g0598500	TRIUR3_06222	54.5736	54.0707
Os11g0598700	TRIUR3_22717	74.7525	29.0944
Os11g0598700	TRIUR3_31138	77.7228	35.6009
Os11g0599000	TRIUR3_25854	35.9729	37.4118
Os11g0599200	TRIUR3_00632	31.8367	76.8473
Os11g0599200	TRIUR3_05322	50.4082	66.7568
Os11g0599200	TRIUR3_23424	44.898	74.8299
Os11g0599200	TRIUR3_30272	29.7959	69.5238
Os11g0599400	TRIUR3_01572	28.0788	51.8182
Os11g0599400	TRIUR3_17697	31.0345	29.717
Os11g0599500	TRIUR3_29184	74.3178	75.6536
Os11g0600500	TRIUR3_24401	57.5916	43.6508
Os11g0600600	TRIUR3_02639	37.1795	23.2
Os11g0600600	TRIUR3_24400	46.1538	31.5789
Os11g0600700	TRIUR3_20616	51.4389	78.1421
Os11g0600900	TRIUR3_34505	79.7357	57.6433
Os11g0601500	TRIUR3_02899	28.4072	32.9524
Os11g0601500	TRIUR3_13748	27.9146	40.7674
Os11g0601600	TRIUR3_29602	63.1902	62.519
Os11g0602200	TRIUR3_26080	71.2177	78.9904
Os11g0602300	TRIUR3_35052	61.7834	62.3794
Os11g0602400	TRIUR3_08627	70.5479	71.5278
Os11g0602701	TRIUR3_16987	64.8936	57.0093
Os11g0602900	TRIUR3_25938	57.0213	80.2395
Os11g0603200	TRIUR3_27993	27.1014	68.2482
Os11g0604600	TRIUR3_33441	71.0769	49.1489
Os11g0605500	TRIUR3_11516	72.103	87.3484
Os11g0605500	TRIUR3_30166	25.7511	80.3571
Os11g0606100	TRIUR3_33376	40.625	10.7438
Os11g0606200	TRIUR3_33376	49.455	37.5
Os11g0607100	TRIUR3_16737	54.3964	76.2004
Os11g0607200	TRIUR3_16738	73.1908	77.6614
Os11g0608300	TRIUR3_00930	29.386	34.5361
Os11g0608300	TRIUR3_06396	23.9035	25.29
Os11g0608300	TRIUR3_06494	33.9912	58.0524
Os11g0608300	TRIUR3_06988	33.5526	26.6551
Os11g0608300	TRIUR3_06989	34.8684	36.8056
Os11g0608300	TRIUR3_06990	33.114	27.7574
Os11g0608300	TRIUR3_14808	44.7368	33.8308
Os11g0608300	TRIUR3_14809	42.9825	29.4294
Os11g0608300	TRIUR3_19689	36.6228	29.982
Os11g0608300	TRIUR3_21155	41.6667	31.5615
Os11g0608700	TRIUR3_00930	35.5685	31.4433
Os11g0608700	TRIUR3_06396	30.3207	24.1299
Os11g0608700	TRIUR3_06494	41.3994	53.1835
Os11g0608700	TRIUR3_06988	44.6064	26.6551
Os11g0608700	TRIUR3_06989	41.1079	32.6389
Os11g0608700	TRIUR3_06990	44.3149	27.9412
Os11g0608700	TRIUR3_14808	51.312	29.1874
Os11g0608700	TRIUR3_14809	48.3965	24.9249
Os11g0608700	TRIUR3_19689	45.1895	27.8276
Os11g0608700	TRIUR3_21155	52.7697	30.0664
Os11g0609500	TRIUR3_00930	30.3704	10.567
Os11g0609500	TRIUR3_06396	20	6.2645
Os11g0609500	TRIUR3_06494	40.7407	20.5993
Os11g0609500	TRIUR3_06988	43.7037	10.2787
Os11g0609500	TRIUR3_06989	45.9259	14.3519
Os11g0609500	TRIUR3_06990	45.9259	11.3971
Os11g0609500	TRIUR3_14808	50.3704	11.2769
Os11g0609500	TRIUR3_14809	47.4074	9.60961
Os11g0609500	TRIUR3_19689	48.1481	11.6697
Os11g0609500	TRIUR3_21155	49.6296	11.1296
Os11g0609600	TRIUR3_34887	53.5	55.4404
Os11g0610000	TRIUR3_35324	39.185	16.1082
Os11g0610700	TRIUR3_31859	64.3564	66.838
Os11g0610900	TRIUR3_22108	33.0059	71.1864
Os11g0610900	TRIUR3_22109	44.9902	68.7688
Os11g0614400	TRIUR3_24799	76.259	79.8995
Os11g0614400	TRIUR3_25915	70.2638	71.2895
Os11g0614500	TRIUR3_24799	70.2041	43.2161
Os11g0614500	TRIUR3_25915	60	35.7664
Os11g0614900	TRIUR3_24936	53.5865	50.1976
Os11g0614900	TRIUR3_24937	3.79747	4.05405
Os11g0615000	TRIUR3_19196	88.3721	12.1328
Os11g0615200	TRIUR3_32361	56.5854	67.052
Os11g0615700	TRIUR3_13637	97.8903	97.8903
Os11g0616200	TRIUR3_08308	75.2427	74.8792
Os11g0616300	TRIUR3_29892	41.9878	69.4631
Os11g0619500	TRIUR3_09221	55.6689	41.4696
Os11g0619500	TRIUR3_13549	54.8753	40.2662
Os11g0619500	TRIUR3_15394	33.22	35.4293
Os11g0620000	TRIUR3_01297	43.1034	64.6552
Os11g0620100	TRIUR3_27647	78.6848	87.6263
Os11g0620500	TRIUR3_27994	57.5323	71.6071
Os11g0621000	TRIUR3_24909	63.4304	69.2579
Os11g0621000	TRIUR3_28500	51.1327	79.397
Os11g0621300	TRIUR3_01121	45.0538	50.7879
Os11g0621300	TRIUR3_30267	49.4624	47.9167
Os11g0621400	TRIUR3_20930	50.3817	55.4622
Os11g0621500	TRIUR3_33924	83.7607	73.1343
Os11g0622800	TRIUR3_02895	80.5085	73.2648
Os11g0622800	TRIUR3_02896	70.6215	62.9723
Os11g0623800	TRIUR3_04393	54.3643	56.2316
Os11g0623800	TRIUR3_04395	54.7438	53.1797
Os11g0623800	TRIUR3_04396	47.2486	54.3075
Os11g0623800	TRIUR3_04397	16.129	44.2708
Os11g0623800	TRIUR3_04398	54.4592	56.3851
Os11g0623800	TRIUR3_06557	53.7951	48.5861
Os11g0623800	TRIUR3_06558	54.7438	41.7511
Os11g0623800	TRIUR3_08476	52.9412	54.9213
Os11g0629100	TRIUR3_18356	23.7838	33.3333
Os11g0629200	TRIUR3_21269	90.1316	83.792
Os11g0629300	TRIUR3_29537	57.7273	39.1975
Os11g0629500	TRIUR3_01585	27.3649	57.8571
Os11g0629500	TRIUR3_20473	79.0541	74.5223
Os11g0629550	TRIUR3_04615	49.3045	43.0499
Os11g0629600	TRIUR3_09524	49.308	31.5965
Os11g0631600	TRIUR3_12080	28.2511	26.9231
Os11g0632200	TRIUR3_08345	0	0
Os11g0632200	TRIUR3_09614	0	0
Os11g0633500	TRIUR3_02705	57.5758	38.4324
Os11g0633500	TRIUR3_02708	55.8712	37.0138
