Gene stable ID	Vitis vinifera gene stable ID	%id. target Vitis vinifera gene identical to query gene	%id. query gene identical to target Vitis vinifera gene
Os10g0509200	VIT_15s0048g02190	56.1404	57.554
Os10g0509401	VIT_16s0098g00600	39.2857	32.1168
Os10g0509600	VIT_16s0098g00600	45.8333	32.1168
Os10g0510200	VIT_18s0001g00160	20.1465	18.8356
Os10g0510300	VIT_04s0069g01110	47.4667	44.5
Os10g0510300	VIT_05s0029g00710	46.6667	43.75
Os10g0510400	VIT_02s0025g03200	69.4006	69.6203
Os10g0510700	VIT_15s0048g02840	58.6301	72.4196
Os10g0510700	VIT_16s0098g01140	55.8904	68.9189
Os10g0511400	VIT_04s0023g03020	60.5523	63.9583
Os10g0511600	VIT_04s0023g03020	59.6535	50.2083
Os10g0511800	VIT_03s0038g00610	56.4815	7.62977
Os10g0511900	VIT_03s0038g00610	9.42982	2.68918
Os10g0512100	VIT_04s0023g02940	58.6478	56.3444
Os10g0512500	VIT_03s0038g00400	34.5238	30.3136
Os10g0512700	VIT_03s0038g00460	75.1351	74.9326
Os10g0512700	VIT_18s0001g13530	71.8919	72.2826
Os10g0512800	VIT_03s0038g00350	68.6497	66.0309
Os10g0513200	VIT_02s0025g03260	73.955	77.1812
Os10g0513300	VIT_15s0046g02020	37.9386	40.7059
Os10g0513400	VIT_14s0036g00140	35.0844	44.8441
Os10g0513400	VIT_16s0039g00760	43.5272	43.0427
Os10g0513400	VIT_16s0039g00820	43.152	44.4874
Os10g0513400	VIT_16s0039g00840	43.7148	45.155
Os10g0513400	VIT_16s0039g00860	42.2139	43.4363
Os10g0513400	VIT_16s0039g00870	45.2158	43.2675
Os10g0513400	VIT_16s0039g00880	43.3396	44.7674
Os10g0513400	VIT_16s0039g00900	46.3415	46.9582
Os10g0513400	VIT_16s0039g00910	46.1538	47.2169
Os10g0513400	VIT_16s0039g00920	45.9662	47.025
Os10g0513400	VIT_16s0039g00930	43.7148	44.9807
Os10g0513400	VIT_16s0039g01060	42.2139	43.4363
Os10g0513400	VIT_16s0039g01090	26.2664	46.5116
Os10g0513400	VIT_19s0085g00300	14.4465	49.359
Os10g0513400	VIT_19s0090g01630	10.1313	45.3782
Os10g0513900	VIT_14s0036g00140	35.9615	44.8441
Os10g0513900	VIT_16s0039g00760	45.9615	44.3414
Os10g0513900	VIT_16s0039g00820	45.3846	45.648
Os10g0513900	VIT_16s0039g00840	45.5769	45.9302
Os10g0513900	VIT_16s0039g00860	44.4231	44.5946
Os10g0513900	VIT_16s0039g00870	48.4615	45.2424
Os10g0513900	VIT_16s0039g00880	45.1923	45.5426
Os10g0513900	VIT_16s0039g00900	49.4231	48.8593
Os10g0513900	VIT_16s0039g00910	49.4231	49.3282
Os10g0513900	VIT_16s0039g00920	49.4231	49.3282
Os10g0513900	VIT_16s0039g00930	46.9231	47.1042
Os10g0513900	VIT_16s0039g01060	45.3846	45.5598
Os10g0513900	VIT_16s0039g01090	27.3077	47.1761
Os10g0513900	VIT_19s0085g00300	15.5769	51.9231
Os10g0513900	VIT_19s0090g01630	11.1538	48.7395
Os10g0514300	VIT_14s0036g00140	33.1378	27.0983
Os10g0514300	VIT_16s0039g00760	33.4311	21.1503
Os10g0514300	VIT_16s0039g00820	33.1378	21.8569
Os10g0514300	VIT_16s0039g00840	36.3636	24.031
Os10g0514300	VIT_16s0039g00860	33.4311	22.0077
Os10g0514300	VIT_16s0039g00870	34.8974	21.3645
Os10g0514300	VIT_16s0039g00880	33.7243	22.2868
Os10g0514300	VIT_16s0039g00900	36.6569	23.7643
Os10g0514300	VIT_16s0039g00910	36.6569	23.9923
Os10g0514300	VIT_16s0039g00920	37.8299	24.7601
Os10g0514300	VIT_16s0039g00930	35.1906	23.166
Os10g0514300	VIT_16s0039g01060	34.3109	22.5869
Os10g0514300	VIT_16s0039g01090	9.38416	10.6312
Os10g0514300	VIT_19s0085g00300	0.879765	1.92308
Os10g0514300	VIT_19s0090g01630	0	0
Os10g0514450	VIT_14s0036g00140	28.3333	16.307
Os10g0514450	VIT_16s0039g00760	45	20.0371
Os10g0514450	VIT_16s0039g00820	45	20.8897
Os10g0514450	VIT_16s0039g00840	44.1667	20.5426
Os10g0514450	VIT_16s0039g00860	48.75	22.5869
Os10g0514450	VIT_16s0039g00870	47.5	20.4668
Os10g0514450	VIT_16s0039g00880	48.3333	22.4806
Os10g0514450	VIT_16s0039g00900	49.1667	22.4335
Os10g0514450	VIT_16s0039g00910	48.75	22.4568
Os10g0514450	VIT_16s0039g00920	48.75	22.4568
Os10g0514450	VIT_16s0039g00930	45.8333	21.2355
Os10g0514450	VIT_16s0039g01060	46.25	21.4286
Os10g0514450	VIT_16s0039g01090	42.0833	33.5548
Os10g0514450	VIT_19s0085g00300	31.25	48.0769
Os10g0514450	VIT_19s0090g01630	20.4167	41.1765
Os10g0514500	VIT_14s0036g00140	25.7143	32.3741
Os10g0514500	VIT_16s0039g00760	32.7619	31.9109
Os10g0514500	VIT_16s0039g00820	32.1905	32.6886
Os10g0514500	VIT_16s0039g00840	33.3333	33.9147
Os10g0514500	VIT_16s0039g00860	33.7143	34.1699
Os10g0514500	VIT_16s0039g00870	36.5714	34.4704
Os10g0514500	VIT_16s0039g00880	35.4286	36.0465
Os10g0514500	VIT_16s0039g00900	36.9524	36.8821
Os10g0514500	VIT_16s0039g00910	36.7619	37.0441
Os10g0514500	VIT_16s0039g00920	37.5238	37.8119
Os10g0514500	VIT_16s0039g00930	36	36.4865
Os10g0514500	VIT_16s0039g01060	34.6667	35.1351
Os10g0514500	VIT_16s0039g01090	26.8571	46.8439
Os10g0514500	VIT_19s0085g00300	15.2381	51.2821
Os10g0514500	VIT_19s0090g01630	10.4762	46.2185
Os10g0514600	VIT_04s0023g01230	18.1146	65.7718
Os10g0514600	VIT_17s0000g03040	75.9704	77.1107
Os10g0514700	VIT_14s0036g00140	31.7536	32.1343
Os10g0514700	VIT_16s0039g00760	42.891	33.5807
Os10g0514700	VIT_16s0039g00820	42.4171	34.6228
Os10g0514700	VIT_16s0039g00840	41.4692	33.9147
Os10g0514700	VIT_16s0039g00860	42.4171	34.556
Os10g0514700	VIT_16s0039g00870	45.9716	34.8294
Os10g0514700	VIT_16s0039g00880	41.7062	34.1085
Os10g0514700	VIT_16s0039g00900	45.2607	36.3118
Os10g0514700	VIT_16s0039g00910	44.7867	36.2764
Os10g0514700	VIT_16s0039g00920	45.0237	36.4683
Os10g0514700	VIT_16s0039g00930	43.128	35.1351
Os10g0514700	VIT_16s0039g01060	41.4692	33.7838
Os10g0514700	VIT_16s0039g01090	30.5687	42.8571
Os10g0514700	VIT_19s0085g00300	17.0616	46.1538
Os10g0514700	VIT_19s0090g01630	13.0332	46.2185
Os10g0514901	VIT_14s0036g00140	34.7656	42.6859
Os10g0514901	VIT_16s0039g00760	43.75	41.5584
Os10g0514901	VIT_16s0039g00820	43.1641	42.7466
Os10g0514901	VIT_16s0039g00840	42.7734	42.4419
Os10g0514901	VIT_16s0039g00860	45.7031	45.1737
Os10g0514901	VIT_16s0039g00870	48.4375	44.5242
Os10g0514901	VIT_16s0039g00880	44.9219	44.5736
Os10g0514901	VIT_16s0039g00900	48.6328	47.3384
Os10g0514901	VIT_16s0039g00910	49.0234	48.1766
Os10g0514901	VIT_16s0039g00920	48.8281	47.9846
Os10g0514901	VIT_16s0039g00930	45.5078	44.9807
Os10g0514901	VIT_16s0039g01060	44.1406	43.6293
Os10g0514901	VIT_16s0039g01090	25.5859	43.5216
Os10g0514901	VIT_19s0085g00300	14.0625	46.1538
Os10g0514901	VIT_19s0090g01630	10.1562	43.6975
Os10g0515200	VIT_14s0036g00140	35.7553	44.8441
Os10g0515200	VIT_16s0039g00760	46.6539	45.269
Os10g0515200	VIT_16s0039g00820	45.6979	46.2282
Os10g0515200	VIT_16s0039g00840	45.1243	45.7364
Os10g0515200	VIT_16s0039g00860	44.9331	45.3668
Os10g0515200	VIT_16s0039g00870	48.9484	45.9605
Os10g0515200	VIT_16s0039g00880	47.0363	47.6744
Os10g0515200	VIT_16s0039g00900	50.478	50.1901
Os10g0515200	VIT_16s0039g00910	49.9044	50.096
Os10g0515200	VIT_16s0039g00920	50.6692	50.8637
Os10g0515200	VIT_16s0039g00930	47.0363	47.4903
Os10g0515200	VIT_16s0039g01060	45.5067	45.9459
Os10g0515200	VIT_16s0039g01090	26.3862	45.8472
Os10g0515200	VIT_19s0085g00300	15.4876	51.9231
Os10g0515200	VIT_19s0090g01630	11.0899	48.7395
Os10g0515400	VIT_14s0036g00140	21.7687	30.6954
Os10g0515400	VIT_16s0039g00760	30.4422	33.2096
Os10g0515400	VIT_16s0039g00820	30.2721	34.4294
Os10g0515400	VIT_16s0039g00840	29.0816	33.1395
Os10g0515400	VIT_16s0039g00860	29.0816	33.0116
Os10g0515400	VIT_16s0039g00870	31.6327	33.3932
Os10g0515400	VIT_16s0039g00880	31.4626	35.8527
Os10g0515400	VIT_16s0039g00900	32.483	36.3118
Os10g0515400	VIT_16s0039g00910	31.8027	35.8925
Os10g0515400	VIT_16s0039g00920	32.8231	37.0441
Os10g0515400	VIT_16s0039g00930	30.4422	34.556
Os10g0515400	VIT_16s0039g01060	30.2721	34.3629
Os10g0515400	VIT_16s0039g01090	23.1293	45.1827
Os10g0515400	VIT_19s0085g00300	13.0952	49.359
Os10g0515400	VIT_19s0090g01630	9.86395	48.7395
Os10g0515900	VIT_14s0036g00140	35.6589	44.1247
Os10g0515900	VIT_16s0039g00760	44.3798	42.4861
Os10g0515900	VIT_16s0039g00820	44.186	44.1006
Os10g0515900	VIT_16s0039g00840	44.7674	44.7674
Os10g0515900	VIT_16s0039g00860	44.3798	44.2085
Os10g0515900	VIT_16s0039g00870	47.6744	44.1652
Os10g0515900	VIT_16s0039g00880	45.3488	45.3488
Os10g0515900	VIT_16s0039g00900	49.031	48.0989
Os10g0515900	VIT_16s0039g00910	48.8372	48.3685
Os10g0515900	VIT_16s0039g00920	48.2558	47.7927
Os10g0515900	VIT_16s0039g00930	45.7364	45.5598
Os10g0515900	VIT_16s0039g01060	44.7674	44.5946
Os10g0515900	VIT_16s0039g01090	26.7442	45.8472
Os10g0515900	VIT_19s0085g00300	15.5039	51.2821
Os10g0515900	VIT_19s0090g01630	10.8527	47.0588
Os10g0516100	VIT_02s0012g01120	76.2195	75.7576
Os10g0516200	VIT_02s0025g03240	34.7945	46.6912
Os10g0516300	VIT_05s0102g01110	60	15.0888
Os10g0516400	VIT_09s0002g05170	61.5672	63.9535
Os10g0516400	VIT_16s0039g01420	59.7015	59.7015
Os10g0516500	VIT_04s0044g00510	13.1148	6.27451
Os10g0516500	VIT_18s0072g00670	16.3934	6.19195
Os10g0516701	VIT_02s0025g03230	52.8428	29.9242
Os10g0516800	VIT_00s0215g00110	19.2867	46.3492
Os10g0516800	VIT_00s0585g00020	41.3474	67.6026
Os10g0517400	VIT_16s0098g01180	66.6667	77.1605
Os10g0517500	VIT_02s0025g02560	65.7328	69.6347
Os10g0518100	VIT_02s0025g02530	51.5358	54.5126
Os10g0518100	VIT_16s0098g01220	51.1945	54.9451
Os10g0518200	VIT_16s0098g01230	72.1154	55.9701
Os10g0518300	VIT_02s0025g02520	64.8305	72
Os10g0518800	VIT_02s0025g02480	61.2686	62.2771
Os10g0518900	VIT_14s0128g00150	58.6563	57.0352
Os10g0519300	VIT_15s0048g02990	38.8193	46.9697
Os10g0519600	VIT_02s0025g02420	81.3596	80.8279
Os10g0519600	VIT_16s0098g01290	82.4561	81.7391
Os10g0519700	VIT_04s0008g06730	58.4615	62.6374
Os10g0519700	VIT_09s0002g01810	64.1026	68.306
Os10g0520600	VIT_02s0025g02340	63.7339	63.1915
Os10g0520700	VIT_02s0025g02330	53.8095	55.2567
Os10g0520950	VIT_02s0025g02200	33.5526	8.71795
Os10g0521000	VIT_02s0025g02170	58.4369	58.2301
Os10g0521100	VIT_07s0005g03310	60.2649	63.6364
Os10g0521300	VIT_02s0025g01420	42.615	38.4279
Os10g0521500	VIT_15s0048g02050	51.2748	55.1829
Os10g0521500	VIT_15s0048g02060	46.7422	53.9216
Os10g0521600	VIT_16s0100g00690	69.8347	33.0078
Os10g0521700	VIT_15s0048g02010	74.8401	75
Os10g0521900	VIT_02s0025g04130	64.1566	64.939
Os10g0521900	VIT_16s0100g00640	62.0482	63.3846
Os10g0522400	VIT_02s0025g04380	51.5152	27.5081
Os10g0522400	VIT_15s0048g01930	53.9394	30.7958
Os10g0522400	VIT_16s0100g00520	47.2727	27.957
Os10g0522500	VIT_16s0100g00490	48.2955	29.5139
Os10g0522601	VIT_15s0048g01880	67.5	67.5
Os10g0522900	VIT_00s0299g00040	21.7532	50.3759
Os10g0522900	VIT_00s0299g00050	10.3896	51.6129
Os10g0523100	VIT_00s0299g00040	24.6835	58.6466
Os10g0523100	VIT_00s0299g00050	10.443	53.2258
Os10g0523900	VIT_02s0025g04440	41.9689	43.5484
Os10g0523900	VIT_16s0100g00400	43.0052	35.0211
Os10g0524100	VIT_16s0100g00360	54.755	55.5556
Os10g0524400	VIT_15s0048g01160	59.9426	57.6817
Os10g0524500	VIT_02s0025g04550	58.7031	59.5156
Os10g0524600	VIT_02s0025g04780	46.9038	54.4342
Os10g0524600	VIT_02s0025g04790	46.2451	54
Os10g0524600	VIT_02s0025g04810	48.3531	49.328
Os10g0524600	VIT_02s0025g04820	40.8432	53.5406
Os10g0524600	VIT_02s0025g04970	22.7931	47.9224
Os10g0524700	VIT_15s0048g01670	54.5988	54.1748
Os10g0524700	VIT_15s0048g01680	54.0117	53.5922
Os10g0524700	VIT_15s0048g01690	52.8376	52.4272
Os10g0524700	VIT_16s0022g02150	49.1194	50.2
Os10g0525000	VIT_15s0048g01670	55.534	55.534
Os10g0525000	VIT_15s0048g01680	55.534	55.534
Os10g0525000	VIT_15s0048g01690	54.5631	54.5631
Os10g0525000	VIT_16s0022g02150	49.9029	51.4
Os10g0525200	VIT_15s0048g01670	52.2556	53.9806
Os10g0525200	VIT_15s0048g01680	52.4436	54.1748
Os10g0525200	VIT_15s0048g01690	51.5038	53.2039
Os10g0525200	VIT_16s0022g02150	46.9925	50
Os10g0525400	VIT_01s0026g01330	47.1311	49.569
Os10g0525400	VIT_01s0026g01340	47.1311	49.569
Os10g0525400	VIT_01s0026g01380	47.1311	44.0613
Os10g0525500	VIT_05s0051g00320	34.0278	32.0261
Os10g0525500	VIT_06s0004g05710	31.9444	58.9744
Os10g0525800	VIT_01s0026g01330	54.1284	50.8621
Os10g0525800	VIT_01s0026g01340	53.6697	50.431
Os10g0525800	VIT_01s0026g01380	54.1284	45.2107
Os10g0527900	VIT_06s0004g00300	12.5	25
Os10g0527900	VIT_06s0004g00310	23.3871	16.5242
Os10g0527900	VIT_06s0004g00330	14.3817	24.263
Os10g0527900	VIT_06s0004g00340	17.6075	22.4315
Os10g0527900	VIT_06s0004g00350	18.9516	25.6364
Os10g0527900	VIT_06s0004g00370	19.6237	11.6613
Os10g0530300	VIT_01s0026g01370	22.1239	34.7222
Os10g0530500	VIT_01s0026g01370	20	34.7222
Os10g0531700	VIT_00s1764g00020	33.9152	56.3147
Os10g0531900	VIT_03s0038g00860	51	30.1775
Os10g0531900	VIT_18s0001g13740	20.25	61.3636
Os10g0532000	VIT_04s0023g03110	57.1847	58.209
Os10g0532200	VIT_02s0025g02620	58.7738	58.4034
Os10g0532300	VIT_15s0046g02230	41.8994	45.7317
Os10g0532600	VIT_08s0007g02550	20.5323	29.0323
Os10g0533000	VIT_03s0088g00460	9.84615	81.0127
Os10g0533000	VIT_15s0046g02250	64.6154	65.2174
Os10g0533100	VIT_16s0050g01260	36.1991	44.9438
Os10g0533150	VIT_15s0046g02030	47.4517	54.878
Os10g0533150	VIT_16s0050g01130	29.3497	47.5783
Os10g0533200	VIT_16s0050g01430	50.5952	50
Os10g0533500	VIT_16s0050g01090	61.9863	59.1503
Os10g0533600	VIT_02s0025g00270	82.1809	82.4
Os10g0533600	VIT_15s0046g02010	83.5106	83.7333
Os10g0533800	VIT_08s0058g00280	29.7994	43.5146
Os10g0533800	VIT_08s0058g00290	32.235	51.3699
Os10g0533800	VIT_13s0067g01570	31.8052	51.9906
Os10g0533800	VIT_13s0067g01590	45.9885	47.6261
Os10g0533800	VIT_13s0067g01640	46.8481	48.5884
Os10g0533900	VIT_16s0050g01050	66.6667	67.4897
Os10g0534100	VIT_05s0094g00050	57.0825	57.3248
Os10g0534500	VIT_00s1542g00010	26.1848	49.8871
Os10g0534500	VIT_00s1542g00020	22.9858	47.0874
Os10g0534500	VIT_07s0129g00870	37.7962	38.4337
Os10g0534500	VIT_07s0129g00880	37.4408	38.1182
Os10g0534500	VIT_07s0129g00890	32.9384	38.8811
Os10g0534500	VIT_07s0129g00910	37.9147	38.4615
Os10g0534500	VIT_07s0129g00920	38.0332	37.1098
Os10g0534500	VIT_07s0129g00960	38.8626	39.5181
Os10g0534500	VIT_07s0129g00970	38.7441	38.8361
Os10g0534500	VIT_07s0129g00990	38.3886	38.6174
Os10g0534500	VIT_16s0050g01020	40.2844	43.871
Os10g0534900	VIT_02s0025g00200	40.4437	36.6873
Os10g0535600	VIT_13s0067g00700	30.2326	32.3383
Os10g0535800	VIT_02s0025g00130	74.0741	67.7966
Os10g0535900	VIT_02s0025g04700	60.9023	61.3636
Os10g0536000	VIT_18s0001g10100	80.625	66.1538
Os10g0536400	VIT_13s0047g00210	53.9326	28.4866
Os10g0536400	VIT_16s0098g00860	57.3034	30.1775
Os10g0536500	VIT_15s0048g02500	44.7674	45.0292
Os10g0536700	VIT_16s0098g00820	54.4379	27.2189
Os10g0537400	VIT_02s0025g03010	48.1081	62.6761
Os10g0537500	VIT_00s0481g00010	20.068	74.6835
Os10g0537500	VIT_01s0010g01740	78.9116	80
Os10g0537500	VIT_18s0001g01040	20.068	74.6835
Os10g0537500	VIT_18s0001g01330	20.4082	75.9494
Os10g0539400	VIT_04s0079g00440	50.7122	50.4249
Os10g0539400	VIT_09s0002g09230	17.094	45.8015
Os10g0539400	VIT_11s0149g00200	43.5897	48.7261
Os10g0539400	VIT_17s0000g00060	10.2564	35.6436
Os10g0539600	VIT_03s0038g03960	64.0449	56.6225
Os10g0539700	VIT_18s0122g00830	39.9038	38.6496
Os10g0539900	VIT_03s0038g03940	71.7568	71.8539
Os10g0539900	VIT_18s0122g00850	70.8108	70.8108
Os10g0540100	VIT_00s0184g00060	49.1924	55.4636
Os10g0541000	VIT_07s0031g02240	51.7691	49.3783
Os10g0541000	VIT_18s0122g00910	51.2104	52.0833
Os10g0541200	VIT_07s0031g02160	53.2609	27.1468
Os10g0542200	VIT_03s0038g03680	56.8696	56.3793
Os10g0542200	VIT_04s0210g00220	46.6087	51.938
Os10g0542400	VIT_03s0038g03430	54.1818	57.529
Os10g0542700	VIT_18s0001g00160	28.9389	30.8219
Os10g0542800	VIT_03s0038g03270	82.5243	17
Os10g0542800	VIT_18s0001g00180	78.6408	15.9449
Os10g0543400	VIT_00s1290g00010	22.2857	19.697
Os10g0543500	VIT_04s0210g00030	51.7647	17.0763
Os10g0543500	VIT_04s0210g00040	30.5882	20.8
Os10g0543500	VIT_04s0210g00050	54.1176	33.0935
Os10g0543500	VIT_04s0210g00060	56.0784	53.1599
Os10g0543500	VIT_04s0210g00080	56.8627	38.2586
Os10g0543500	VIT_04s0210g00090	17.6471	22.9592
Os10g0543500	VIT_04s0210g00100	33.7255	49.1429
Os10g0543500	VIT_04s0210g00120	57.2549	38.5224
Os10g0543500	VIT_04s0210g00130	34.902	31.1189
Os10g0544200	VIT_00s1312g00010	33.4211	38.3686
Os10g0544200	VIT_00s2739g00010	13.4211	60.7143
Os10g0544200	VIT_17s0000g03550	30.5263	36.0248
Os10g0544200	VIT_18s0001g08040	36.3158	41.3174
Os10g0544500	VIT_03s0038g02940	49.499	48.7179
Os10g0544600	VIT_00s0264g00020	54.5064	54.0426
Os10g0545100	VIT_13s0019g04870	51.4286	52.9412
Os10g0545200	VIT_00s2125g00010	49.5017	67.4208
Os10g0545300	VIT_03s0038g00620	66.3968	63.3205
Os10g0545500	VIT_06s0061g00550	55.7692	49.8282
Os10g0545500	VIT_08s0007g04950	56.1538	49.8294
Os10g0545600	VIT_08s0007g04920	34.9153	33.7705
Os10g0545700	VIT_08s0007g04910	45.625	56.1538
Os10g0545800	VIT_00s0590g00010	53.5581	55.4264
Os10g0545800	VIT_06s0004g01840	27.7154	70.4762
Os10g0546100	VIT_08s0007g04410	18.4524	34.8315
Os10g0546100	VIT_08s0007g04450	18.4524	34.8315
Os10g0546200	VIT_00s0250g00030	30.1303	20.4194
Os10g0546300	VIT_06s0061g00900	47.3929	55.3863
Os10g0546300	VIT_06s0061g00930	6.05214	57.5221
Os10g0546600	VIT_08s0007g04530	70.0535	71.978
Os10g0547000	VIT_08s0007g04510	29.6089	25.657
Os10g0547000	VIT_13s0019g05400	30.9657	23.6874
Os10g0547200	VIT_06s0061g00850	26.4463	24.4275
Os10g0547500	VIT_02s0025g03310	57.3196	48.8576
Os10g0547500	VIT_04s0008g04180	57.3196	54.8323
Os10g0547500	VIT_16s0050g00780	58.3505	51.5483
Os10g0547900	VIT_02s0025g03380	58.2803	58.0952
Os10g0547900	VIT_16s0050g00750	62.4204	31.36
Os10g0547900	VIT_16s0050g00760	59.5541	59.7444
Os10g0548000	VIT_02s0025g03380	59.2477	60
Os10g0548000	VIT_16s0050g00750	62.3824	31.84
Os10g0548000	VIT_16s0050g00760	58.9342	60.0639
Os10g0548100	VIT_16s0050g00710	34.296	37.1094
Os10g0548200	VIT_18s0122g00260	51.5886	50.6984
Os10g0548300	VIT_15s0046g02480	44.4785	32.9171
Os10g0548300	VIT_16s0050g00690	39.7239	30.8333
Os10g0548400	VIT_03s0063g02280	45.0704	66.2069
Os10g0548700	VIT_15s0046g02480	41.1568	41.9977
Os10g0548700	VIT_16s0050g00690	35.1502	37.619
Os10g0548800	VIT_03s0038g02070	55.2579	43.6863
Os10g0548850	VIT_00s0772g00010	17.037	10.5505
Os10g0548900	VIT_02s0025g03410	57.9921	56.7183
Os10g0549100	VIT_00s0287g00080	33.9056	22.7011
Os10g0549500	VIT_00s0558g00010	0.729927	1.45985
Os10g0549500	VIT_00s0657g00010	31.3869	79.6296
Os10g0550000	VIT_02s0025g03420	19.7558	20.7218
Os10g0550000	VIT_15s0046g02500	23.3074	21.6495
Os10g0550066	VIT_15s0046g02510	63.7363	5.19016
Os10g0550066	VIT_15s0046g03620	4.3956	1.00756
Os10g0550100	VIT_15s0046g02510	49.1704	14.5861
Os10g0550100	VIT_15s0046g03620	34.54	28.8413
Os10g0550300	VIT_15s0046g02530	55.9499	53.1746
Os10g0550500	VIT_16s0050g00570	64.455	34.5178
Os10g0550750	VIT_02s0025g03500	35.6164	34.4828
Os10g0550900	VIT_14s0083g00520	44.2857	43.4
Os10g0551200	VIT_02s0154g00400	44.2211	34.375
Os10g0551200	VIT_15s0048g00270	43.2161	22.1935
Os10g0551600	VIT_02s0154g00330	58.4	78.4946
Os10g0551800	VIT_02s0154g00280	43.8356	48.1203
Os10g0551800	VIT_02s0154g00290	41.0959	45.4545
Os10g0551800	VIT_02s0154g00300	43.1507	46.6667
Os10g0551800	VIT_02s0154g00320	41.7808	46.2121
Os10g0551800	VIT_04s0008g05640	37.6712	42.9688
Os10g0551800	VIT_12s0035g02000	36.3014	39.8496
Os10g0551800	VIT_12s0055g00800	43.1507	46.6667
Os10g0551800	VIT_15s0048g00630	38.3562	38.3562
Os10g0551900	VIT_02s0154g00280	51.4085	54.8872
Os10g0551900	VIT_02s0154g00290	47.1831	50.7576
Os10g0551900	VIT_02s0154g00300	48.5915	51.1111
Os10g0551900	VIT_02s0154g00320	45.7746	49.2424
Os10g0551900	VIT_04s0008g05640	42.9577	47.6562
Os10g0551900	VIT_12s0035g02000	43.662	46.6165
Os10g0551900	VIT_12s0055g00800	48.5915	51.1111
Os10g0551900	VIT_15s0048g00630	41.5493	40.411
Os10g0552200	VIT_02s0154g00280	51.145	50.3759
Os10g0552200	VIT_02s0154g00290	48.855	48.4848
Os10g0552200	VIT_02s0154g00300	53.4351	51.8519
Os10g0552200	VIT_02s0154g00320	50.3817	50
Os10g0552200	VIT_04s0008g05640	45.0382	46.0938
Os10g0552200	VIT_12s0035g02000	47.3282	46.6165
Os10g0552200	VIT_12s0055g00800	54.1985	52.5926
Os10g0552200	VIT_15s0048g00630	43.5115	39.0411
Os10g0552400	VIT_00s0772g00010	17.6334	11.6208
Os10g0552600	VIT_02s0154g00280	51.8797	51.8797
Os10g0552600	VIT_02s0154g00290	50.3759	50.7576
Os10g0552600	VIT_02s0154g00300	51.1278	50.3704
Os10g0552600	VIT_02s0154g00320	49.6241	50
Os10g0552600	VIT_04s0008g05640	41.3534	42.9688
Os10g0552600	VIT_12s0035g02000	42.8571	42.8571
Os10g0552600	VIT_12s0055g00800	51.8797	51.1111
Os10g0552600	VIT_15s0048g00630	43.609	39.726
Os10g0552700	VIT_02s0154g00280	47.5806	44.3609
Os10g0552700	VIT_02s0154g00290	48.3871	45.4545
Os10g0552700	VIT_02s0154g00300	45.1613	41.4815
Os10g0552700	VIT_02s0154g00320	46.7742	43.9394
Os10g0552700	VIT_04s0008g05640	37.9032	36.7188
Os10g0552700	VIT_12s0035g02000	41.9355	39.0977
Os10g0552700	VIT_12s0055g00800	45.9677	42.2222
Os10g0552700	VIT_15s0048g00630	43.5484	36.9863
Os10g0552800	VIT_02s0154g00280	49.2424	48.8722
Os10g0552800	VIT_02s0154g00290	50	50
Os10g0552800	VIT_02s0154g00300	50.7576	49.6296
Os10g0552800	VIT_02s0154g00320	49.2424	49.2424
Os10g0552800	VIT_04s0008g05640	43.1818	44.5312
Os10g0552800	VIT_12s0035g02000	44.697	44.3609
Os10g0552800	VIT_12s0055g00800	51.5152	50.3704
Os10g0552800	VIT_15s0048g00630	43.9394	39.726
Os10g0552900	VIT_00s0229g00140	54.2579	52.7187
Os10g0552900	VIT_04s0008g06610	62.2871	62.8993
Os10g0552900	VIT_15s0021g02240	63.2603	64.1975
Os10g0552900	VIT_15s0021g02440	21.8978	55.5556
Os10g0553300	VIT_00s0233g00030	61.2565	59.542
Os10g0553300	VIT_02s0154g00110	61.5183	59.7964
Os10g0553600	VIT_00s0233g00050	49.892	52.027
Os10g0553600	VIT_02s0154g00130	49.676	50.1089
Os10g0553800	VIT_00s0233g00120	15.5602	60.9756
Os10g0553800	VIT_00s0233g00130	26.556	60.6635
Os10g0553800	VIT_00s0233g00170	25.5187	49.2
Os10g0553800	VIT_00s0233g00180	55.6017	58.6433
Os10g0553800	VIT_02s0154g00160	48.1328	52.968
Os10g0553800	VIT_02s0154g00170	53.3195	56.9845
Os10g0553800	VIT_02s0154g00180	50.6224	53.6264
Os10g0553800	VIT_02s0154g00190	55.8091	58.8621
Os10g0553800	VIT_18s0075g00690	10.166	48.0392
Os10g0553900	VIT_00s0233g00190	14.2373	12.3167
Os10g0553900	VIT_02s0154g00200	14.5763	12.61
Os10g0554001	VIT_02s0154g00220	47.8022	30.4196
Os10g0554100	VIT_02s0154g00240	65.8402	33.0111
Os10g0554100	VIT_02s0154g00250	71.9008	52.7273
Os10g0554200	VIT_02s0154g00260	64.5973	59.7826
Os10g0554300	VIT_00s0131g00120	8.8843	16.4751
Os10g0554800	VIT_02s0154g00280	31.4961	30.0752
Os10g0554800	VIT_02s0154g00290	32.2835	31.0606
Os10g0554800	VIT_02s0154g00300	36.2205	34.0741
Os10g0554800	VIT_02s0154g00320	34.6457	33.3333
Os10g0554800	VIT_04s0008g05640	27.5591	27.3438
Os10g0554800	VIT_12s0035g02000	29.9213	28.5714
Os10g0554800	VIT_12s0055g00800	36.2205	34.0741
