Gene stable ID	Ostreococcus lucimarinus gene stable ID	%id. target Ostreococcus lucimarinus gene identical to query gene	%id. query gene identical to target Ostreococcus lucimarinus gene
Os09g0393501	OSTLU_44068	23.4375	7.29927
Os09g0393801	OSTLU_44068	32.2917	7.54258
Os09g0394500	OSTLU_3240	31.0786	39.5349
Os09g0394500	OSTLU_52000	25.777	30.5195
Os09g0394600	OSTLU_49318	31.6708	25.2485
Os09g0394700	OSTLU_6100	17.8841	28.0632
Os09g0394900	OSTLU_6061	23.8095	24.9169
Os09g0397300	OSTLU_51081	45.7275	47.199
Os09g0399800	OSTLU_13349	35.9331	37.8299
Os09g0399800	OSTLU_48780	37.883	33.3333
Os09g0400000	OSTLU_13349	30.7339	39.2962
Os09g0400000	OSTLU_48780	32.3395	34.5588
Os09g0400300	OSTLU_13349	37.6437	38.4164
Os09g0400300	OSTLU_48780	39.3678	33.5784
Os09g0400400	OSTLU_13349	34.8066	36.9501
Os09g0400400	OSTLU_48780	36.7403	32.598
Os09g0407200	OSTLU_26154	36.9898	40.1662
Os09g0407600	OSTLU_40782	27.1449	17.3405
Os09g0407700	OSTLU_10396	23.8095	35.7143
Os09g0407700	OSTLU_40332	35.7143	36.4372
Os09g0407900	OSTLU_2491	38.2671	50.1182
Os09g0407950	OSTLU_28375	2.61833	5.54371
Os09g0408000	OSTLU_28375	15.4321	15.9915
Os09g0408600	OSTLU_2905	45.509	51.5837
Os09g0409950	OSTLU_25439	9.79381	1.70863
Os09g0409950	OSTLU_25920	9.79381	1.70863
Os09g0410125	OSTLU_25439	22.3602	6.47482
Os09g0410125	OSTLU_25920	22.3602	6.47482
Os09g0410300	OSTLU_25439	12.0536	2.42806
Os09g0410300	OSTLU_25920	12.0536	2.42806
Os09g0411650	OSTLU_43434	31.3131	29.3006
Os09g0411700	OSTLU_31808	25	34.9057
Os09g0411700	OSTLU_94301	30.4054	19.5652
Os09g0412050	OSTLU_28570	45.8333	50.9934
Os09g0413100	OSTLU_13879	24.8588	9.2827
Os09g0413500	OSTLU_37383	54.8387	29.0598
Os09g0415800	OSTLU_37009	43.6433	53.1178
Os09g0416700	OSTLU_26300	29.4931	29.9065
Os09g0420600	OSTLU_27661	29.108	31.6327
Os09g0420700	OSTLU_43298	45.2055	50.7692
Os09g0421100	OSTLU_35514	48.8372	42.9825
Os09g0423600	OSTLU_119506	35.7009	38.1238
Os09g0426800	OSTLU_26403	45.2342	45.0886
Os09g0427800	OSTLU_51081	37.4718	39.5709
Os09g0428000	OSTLU_18489	39.1753	36.965
Os09g0428900	OSTLU_31759	26.087	35.6643
Os09g0428900	OSTLU_39681	36.3171	42.2619
Os09g0431500	OSTLU_9028	26.6667	41.9048
Os09g0431600	OSTLU_92797	20.1288	14.9343
Os09g0433600	OSTLU_14029	99.0291	99.0291
Os09g0433600	OSTLU_44220	99.0291	99.0291
Os09g0433900	OSTLU_30612	45.2675	46.5116
Os09g0434000	OSTLU_27423	15.2174	2.19436
Os09g0434000	OSTLU_27497	15.2174	2.19436
Os09g0434100	OSTLU_27423	10.1695	4.70219
Os09g0434100	OSTLU_27497	10.1695	4.70219
Os09g0436500	OSTLU_18697	22.7273	18.2927
Os09g0437900	OSTLU_40562	39.2265	60.1695
Os09g0437900	OSTLU_8463	39.2265	60.1695
Os09g0438400	OSTLU_42574	24.6411	24.4656
Os09g0438700	OSTLU_43488	35.5102	37.6623
Os09g0439000	OSTLU_3060	12.0985	32.659
Os09g0439050	OSTLU_16290	14.5631	24.3902
Os09g0439500	OSTLU_24045	38.6364	50.2463
Os09g0439500	OSTLU_33699	41.2879	46.383
Os09g0442600	OSTLU_36495	29.1798	33.2136
Os09g0442700	OSTLU_37662	38.1065	54.6689
Os09g0444200	OSTLU_1469	26.7728	36.1328
Os09g0444700	OSTLU_88251	34.2857	25.6881
Os09g0445100	OSTLU_89244	51.1278	18.0851
Os09g0446200	OSTLU_31283	33.8882	38.1016
Os09g0446800	OSTLU_28303	59.5474	63.5952
Os09g0451500	OSTLU_5385	9.75057	23.3696
Os09g0452300	OSTLU_3240	40.5797	19.5349
Os09g0452300	OSTLU_52000	29.4686	13.2035
Os09g0452700	OSTLU_16428	72.8571	79.6875
Os09g0453200	OSTLU_33886	29.717	34.4262
Os09g0453300	OSTLU_6061	16.9279	17.9402
Os09g0453400	OSTLU_5885	22.6277	46.7337
Os09g0453800	OSTLU_87535	25.7511	29.1262
Os09g0453900	OSTLU_10093	13.3971	17.7778
Os09g0454100	OSTLU_31680	27.2206	35.4478
Os09g0455200	OSTLU_8561	13.198	31.3253
Os09g0455400	OSTLU_88591	46.6667	17.1569
Os09g0456800	OSTLU_8561	17.8808	32.5301
Os09g0457400	OSTLU_36075	40.4545	39.821
Os09g0457600	OSTLU_36075	41.5525	40.7159
Os09g0457800	OSTLU_36075	41.6476	40.7159
Os09g0459600	OSTLU_40915	26.5403	35.2201
Os09g0460000	OSTLU_92328	25.4335	26.9939
Os09g0460200	OSTLU_16541	41.7678	31.2987
Os09g0463300	OSTLU_29984	13.0435	22.4784
Os09g0464000	OSTLU_8182	19.6078	32.4324
Os09g0464400	OSTLU_4512	11.7457	34.9359
Os09g0465400	OSTLU_14154	35.8396	49.6528
Os09g0465600	OSTLU_17428	22.56	23.8983
Os09g0465800	OSTLU_33157	21.547	34.5133
Os09g0466100	OSTLU_29226	20.2247	26.4706
Os09g0466800	OSTLU_28422	16.1074	23.5294
Os09g0466800	OSTLU_28498	16.1074	23.5294
Os09g0466900	OSTLU_38300	16.5563	27.1739
Os09g0466900	OSTLU_38920	21.4128	30.5031
Os09g0466900	OSTLU_39729	20.7506	34.4322
Os09g0467100	OSTLU_43686	46.8983	51.4986
Os09g0469400	OSTLU_19757	49.8525	23.6364
Os09g0469900	OSTLU_12116	60.9113	62.5616
Os09g0469950	OSTLU_28272	49.6454	26.5655
Os09g0469950	OSTLU_37045	35.1064	20
Os09g0470000	OSTLU_28272	60.396	11.575
Os09g0470000	OSTLU_37045	59.4059	12.1212
Os09g0471000	OSTLU_32579	21.9101	17.9724
Os09g0471900	OSTLU_16406	8.40909	27.9245
Os09g0471900	OSTLU_27152	24.8864	31.2857
Os09g0471900	OSTLU_31007	22.3864	30.0763
Os09g0471900	OSTLU_36629	24.8864	31.2857
Os09g0474300	OSTLU_23829	44.3425	40.7876
Os09g0475800	OSTLU_24922	26.5217	6.86937
Os09g0476100	OSTLU_26750	12.7483	33.3333
Os09g0477900	OSTLU_46635	18.9474	30.0836
Os09g0479300	OSTLU_26874	13.1915	30.2439
Os09g0479300	OSTLU_92735	10.6383	17.6056
Os09g0479400	OSTLU_26874	12	33.6585
Os09g0479400	OSTLU_92735	9.3913	19.0141
Os09g0481200	OSTLU_31549	31.2883	43.2203
Os09g0482000	OSTLU_34809	20.7071	26.2821
Os09g0482400	OSTLU_26093	80.2575	80.2575
Os09g0482600	OSTLU_26093	80.2575	80.2575
Os09g0482620	OSTLU_2316	20.9125	15.4062
Os09g0482680	OSTLU_26345	33.6986	39.2971
Os09g0483600	OSTLU_86569	30.6407	30.2198
Os09g0484800	OSTLU_29089	29.9663	26.5672
Os09g0485900	OSTLU_45591	53.6842	53.4031
Os09g0486700	OSTLU_40751	28.3516	17.5749
Os09g0487500	OSTLU_9512	34.188	41.6667
Os09g0487700	OSTLU_31820	10.7843	45.8333
Os09g0488000	OSTLU_8888	36.9697	42.9577
Os09g0489200	OSTLU_13914	24.0291	19.4882
Os09g0489200	OSTLU_39523	25.7282	45.1064
Os09g0491756	OSTLU_13306	47.2414	56.3786
Os09g0491772	OSTLU_31330	64.6199	65.5786
Os09g0493400	OSTLU_29984	13.0435	19.8847
Os09g0493600	OSTLU_10585	16.4444	31.6239
Os09g0493800	OSTLU_5621	31.1392	38.0805
Os09g0497000	OSTLU_1898	20.9719	18.5941
Os09g0497400	OSTLU_18371	41.0359	39.6154
Os09g0497500	OSTLU_13119	28.9398	41.9087
Os09g0498100	OSTLU_39161	41.1765	54.902
Os09g0498600	OSTLU_15661	23.2143	21.9662
Os09g0500600	OSTLU_32265	44.1109	44.2642
Os09g0501200	OSTLU_86947	60.1504	72.0721
Os09g0501700	OSTLU_86947	46.4706	71.1712
Os09g0501850	OSTLU_30671	28.5714	27.5
Os09g0501850	OSTLU_88325	29.8701	17.6923
Os09g0502000	OSTLU_86947	59.3985	71.1712
Os09g0503400	OSTLU_31093	55.7991	55.8501
Os09g0504000	OSTLU_14357	39.759	55.1532
Os09g0504000	OSTLU_18839	35.9438	51.8841
Os09g0504700	OSTLU_26746	18.8482	20.8092
Os09g0505300	OSTLU_29285	35.1449	29.2169
Os09g0505600	OSTLU_33268	56.1086	54.6255
Os09g0505700	OSTLU_17265	47.3684	52.9412
Os09g0505700	OSTLU_41053	52.6316	51.9481
Os09g0505800	OSTLU_47740	49.7984	56.9124
Os09g0505900	OSTLU_1604	20.7951	25.2319
Os09g0506000	OSTLU_1604	23.9683	28.0148
Os09g0506800	OSTLU_31598	15.082	22.716
Os09g0507600	OSTLU_31593	23.2227	20.4167
Os09g0507800	OSTLU_41276	68.9922	70.0787
Os09g0508300	OSTLU_10631	5.89569	44.8276
Os09g0508900	OSTLU_43906	34.1598	39.3651
Os09g0509200	OSTLU_12625	63.2979	72.7829
Os09g0509500	OSTLU_42354	25.1592	12.5198
Os09g0510700	OSTLU_27255	26.9139	36.1736
Os09g0510700	OSTLU_29655	26.9139	36.1736
Os09g0511600	OSTLU_2583	30.5927	35.3201
Os09g0511700	OSTLU_2583	29.1971	17.66
Os09g0511900	OSTLU_2583	30.2187	33.5541
Os09g0512000	OSTLU_27583	40.3433	39.4958
Os09g0513000	OSTLU_48392	37.69	35.2273
Os09g0513200	OSTLU_5022	20.6897	25.8065
Os09g0513800	OSTLU_44173	32.1691	36.2319
Os09g0514200	OSTLU_24253	34.4887	41.5449
Os09g0514200	OSTLU_49728	33.7955	37.3563
Os09g0514300	OSTLU_29373	14.1818	12.7869
Os09g0514400	OSTLU_26200	18.5841	24.3243
Os09g0514900	OSTLU_42757	18.4834	30.9524
Os09g0515100	OSTLU_17718	33.1386	33.7298
Os09g0515200	OSTLU_31764	46.4844	41.1765
Os09g0515500	OSTLU_33386	37.9888	39.8243
Os09g0516500	OSTLU_87094	13.8596	22.2535
Os09g0516600	OSTLU_6889	26.7857	39.6476
Os09g0517700	OSTLU_38503	26.494	36.1413
Os09g0520100	OSTLU_32665	25.1908	27.9661
Os09g0520700	OSTLU_15057	43.1034	45.8716
Os09g0524300	OSTLU_2943	16.6359	23.3161
Os09g0524300	OSTLU_3441	20.8872	27.2289
Os09g0524300	OSTLU_47105	22.7357	25.5187
Os09g0525600	OSTLU_15181	12.523	22.1498
Os09g0526600	OSTLU_8561	12.9956	35.5422
Os09g0526700	OSTLU_42345	54.9598	58.2386
Os09g0527600	OSTLU_24119	43.0962	50.9901
Os09g0527900	OSTLU_33113	21.327	18.6722
Os09g0528800	OSTLU_26794	17.6166	24.1135
Os09g0529100	OSTLU_28057	21.5613	21.0145
Os09g0529350	OSTLU_18525	29.798	23.506
Os09g0529700	OSTLU_42622	42.0635	40
Os09g0530000	OSTLU_92393	26.6376	25.1029
Os09g0531100	OSTLU_26564	22.7964	28.626
Os09g0531200	OSTLU_38903	17.0279	37.1622
Os09g0532000	OSTLU_27130	22.6277	23.9382
Os09g0532000	OSTLU_29779	22.6277	23.9382
Os09g0532400	OSTLU_29755	17.496	18.8581
Os09g0532400	OSTLU_41670	17.496	18.8581
Os09g0533800	OSTLU_33594	21.8579	22.8571
Os09g0534000	OSTLU_30523	13.1291	18.3486
Os09g0534200	OSTLU_38646	54.7794	55.1852
Os09g0534800	OSTLU_43151	40.3846	32.3077
Os09g0535300	OSTLU_39211	39.039	38.806
Os09g0536000	OSTLU_31440	15.832	20.6751
Os09g0537600	OSTLU_37985	50.6977	50.9346
Os09g0538200	OSTLU_12149	67.8715	65.5039
Os09g0538800	OSTLU_27161	23.5622	20.7856
Os09g0538800	OSTLU_29748	23.5622	20.7856
Os09g0539100	OSTLU_38791	55.7562	67.1196
Os09g0539400	OSTLU_16917	21.0526	14.5455
Os09g0539500	OSTLU_28570	57.7143	66.8874
Os09g0539800	OSTLU_26769	48.6111	28.9256
Os09g0540500	OSTLU_28716	17.6329	31.0638
Os09g0540900	OSTLU_41993	1.9802	5.31915
Os09g0541900	OSTLU_39898	43.9425	48.0899
Os09g0543400	OSTLU_31322	39.7196	31.0786
Os09g0544300	OSTLU_45682	30.8458	45.3659
Os09g0547200	OSTLU_30485	18.2773	25.072
Os09g0547500	OSTLU_119538	42.7313	50
Os09g0549450	OSTLU_24740	14.2518	16.5975
Os09g0551300	OSTLU_2054	37.0529	53.4021
Os09g0551800	OSTLU_37445	18.0129	23.774
Os09g0552300	OSTLU_25047	44.6556	45.6311
Os09g0553100	OSTLU_14029	99.0291	99.0291
Os09g0553100	OSTLU_44220	99.0291	99.0291
Os09g0553600	OSTLU_33946	48.7871	59.1503
Os09g0555500	OSTLU_12559	39.3564	58.2418
Os09g0556000	OSTLU_36742	28.1437	22.9268
Os09g0556000	OSTLU_93629	28.1437	22.9268
Os09g0556400	OSTLU_49086	42.3529	28.4585
Os09g0556500	OSTLU_37953	44.464	50.9054
Os09g0557400	OSTLU_31802	24.1071	19.6364
Os09g0557800	OSTLU_23908	54.2017	40.3756
Os09g0558000	OSTLU_33639	42.8977	38.5204
Os09g0558900	OSTLU_44507	36.2745	46.0036
Os09g0559000	OSTLU_44173	26.6667	28.9855
Os09g0559100	OSTLU_44173	12.1827	4.96894
Os09g0559800	OSTLU_38010	39.1837	33.3333
Os09g0560200	OSTLU_35070	43.0804	46.283
Os09g0560500	OSTLU_33546	20.6731	37.7193
Os09g0560600	OSTLU_44624	29.6296	31.2312
Os09g0560700	OSTLU_18206	26.2346	24.8538
Os09g0560800	OSTLU_18206	27.5862	25.731
Os09g0563250	OSTLU_10632	4.57143	60.3774
Os09g0563300	OSTLU_51123	48.8014	51.7241
Os09g0564000	OSTLU_16085	24.0283	12.3636
Os09g0564000	OSTLU_16088	22.6148	13.3891
Os09g0564000	OSTLU_4995	16.9611	19.917
Os09g0564000	OSTLU_7559	14.841	18.5022
Os09g0564200	OSTLU_16085	29.1304	12.1818
Os09g0564200	OSTLU_16088	28.6957	13.8075
Os09g0564200	OSTLU_4995	30.4348	29.0456
Os09g0564200	OSTLU_7559	24.7826	25.1101
Os09g0564400	OSTLU_16085	23.0352	15.4545
Os09g0564400	OSTLU_16088	24.1192	18.6192
Os09g0564400	OSTLU_4995	20.5962	31.5353
Os09g0564400	OSTLU_7559	17.0732	27.7533
Os09g0564600	OSTLU_16085	28.0749	19.0909
Os09g0564600	OSTLU_16088	23.7968	18.6192
Os09g0564600	OSTLU_4995	20.3209	31.5353
Os09g0564600	OSTLU_7559	18.1818	29.9559
Os09g0564700	OSTLU_16085	29.0419	17.6364
Os09g0564700	OSTLU_16088	29.6407	20.7113
Os09g0564700	OSTLU_4995	23.6527	32.7801
Os09g0564700	OSTLU_7559	19.4611	28.6344
Os09g0565000	OSTLU_16085	22.1843	11.8182
Os09g0565000	OSTLU_16088	20.8191	12.7615
Os09g0565000	OSTLU_4995	19.1126	23.2365
Os09g0565000	OSTLU_7559	14.3345	18.5022
Os09g0565200	OSTLU_12693	21.4286	45.6954
Os09g0565600	OSTLU_49215	36.0434	28.8503
Os09g0565700	OSTLU_13638	43.1421	49.7126
Os09g0566050	OSTLU_13638	42.7518	50
Os09g0566100	OSTLU_36236	5.51918	43.7037
Os09g0566550	OSTLU_39208	22.1039	49.7006
Os09g0567000	OSTLU_39208	11.499	16.7665
Os09g0567300	OSTLU_15314	40.2299	38.3772
Os09g0567366	OSTLU_31589	24.1558	38.9121
Os09g0567700	OSTLU_24854	33.5385	37.2437
Os09g0567900	OSTLU_38943	36.7953	31.3131
Os09g0568200	OSTLU_32755	35	36.0294
Os09g0568400	OSTLU_16428	68.1818	23.4375
Os09g0568800	OSTLU_39313	45.3704	58.3333
Os09g0569100	OSTLU_119473	20.1044	27.4021
Os09g0569400	OSTLU_12108	37.9404	39.1608
Os09g0570900	OSTLU_51587	29.7424	28.4116
Os09g0571500	OSTLU_33194	17.1815	13.244
Os09g0572500	OSTLU_18489	27.7264	29.1829
Os10g0100700	OSTLU_45279	71.246	75.3378
Os10g0104500	OSTLU_41794	56.875	55.1515
Os10g0112600	OSTLU_29586	60.3419	56.5705
Os10g0115600	OSTLU_7191	19.4384	41.4747
Os10g0119300	OSTLU_4622	14.6283	27.4775
Os10g0124000	OSTLU_41236	81.746	81.746
Os10g0135200	OSTLU_88171	28.2799	32.7703
Os10g0135600	OSTLU_31753	21.9512	21.2042
Os10g0141400	OSTLU_6757	32.4074	42.6829
Os10g0141900	OSTLU_35942	21.9697	29.2929
Os10g0142100	OSTLU_29546	25.641	25.3165
Os10g0154566	OSTLU_31217	17.6101	1.44479
Os10g0154600	OSTLU_31217	14.0867	4.69556
Os10g0154700	OSTLU_34076	53.0387	58.5366
Os10g0154700	OSTLU_42852	51.3812	53.4483
Os10g0154700	OSTLU_8538	49.7238	55.2147
Os10g0155500	OSTLU_51907	37.2928	30.474
Os10g0160000	OSTLU_39993	26.9603	36.4826
Os10g0163100	OSTLU_38402	20.3883	35.8634
Os10g0167300	OSTLU_28765	72.1973	67.5052
Os10g0167600	OSTLU_30886	49.6047	49.6047
Os10g0167600	OSTLU_36787	45.2569	48.0084
Os10g0167600	OSTLU_41733	45.2569	48.0084
Os10g0170200	OSTLU_30430	66.1538	68.8
Os10g0170300	OSTLU_51391	20.9034	30.8527
Os10g0177400	OSTLU_33594	12.3563	24.5714
Os10g0181200	OSTLU_32043	19.3548	20.2475
Os10g0181600	OSTLU_51145	45.3297	45.4545
Os10g0181700	OSTLU_17648	20.8539	14.0487
Os10g0182000	OSTLU_37270	51.1511	52.8438
Os10g0182300	OSTLU_86096	14.2857	0.807043
Os10g0183900	OSTLU_42375	55.4945	63.125
Os10g0184300	OSTLU_46292	60.9524	7.60095
Os10g0188100	OSTLU_94390	18.5255	18.9189
Os10g0189100	OSTLU_42958	64.2036	70.0717
Os10g0189600	OSTLU_40179	29.0456	37.234
Os10g0190000	OSTLU_12468	60.3261	60
Os10g0194200	OSTLU_13349	37.8531	39.2962
Os10g0194200	OSTLU_48780	36.4407	31.6176
Os10g0198600	OSTLU_13858	13.1206	20.5556
Os10g0203000	OSTLU_3023	2.12314	2.98507
Os10g0204100	OSTLU_37681	12.4706	58.2418
Os10g0208200	OSTLU_12688	58.0189	58.0189
Os10g0209300	OSTLU_29210	1.16279	0.346021
Os10g0213700	OSTLU_29418	36.1963	47.9675
Os10g0320400	OSTLU_29009	45.9877	45.4268
Os10g0323600	OSTLU_33083	35.1145	33.5766
Os10g0323900	OSTLU_33083	35.1145	33.5766
Os10g0327300	OSTLU_32481	36.0465	32.4268
Os10g0328700	OSTLU_36244	38.3966	39.2241
Os10g0330400	OSTLU_29987	15.8784	19.9153
Os10g0337500	OSTLU_10632	4.86577	54.717
Os10g0337600	OSTLU_31494	50	51.0949
Os10g0339400	OSTLU_40911	32.0988	16.1046
Os10g0346600	OSTLU_1118	41.2044	43.6975
Os10g0350001	OSTLU_32119	80	25.3521
Os10g0350450	OSTLU_32119	41.3979	54.2254
Os10g0350800	OSTLU_89738	36.413	37.2222
Os10g0357800	OSTLU_16869	33.6937	43.7939
Os10g0358600	OSTLU_33429	26.0465	22.9508
Os10g0363300	OSTLU_11	32.554	37.011
Os10g0363300	OSTLU_44400	35.5977	40.1093
Os10g0365900	OSTLU_12352	49.6183	12.6214
Os10g0368400	OSTLU_26258	61.5385	61.1111
Os10g0368902	OSTLU_2458	17.3042	25.1989
Os10g0369000	OSTLU_39738	48.9481	46.5955
Os10g0369900	OSTLU_36109	64.0471	61.6257
Os10g0372300	OSTLU_32455	4.0404	1.13314
Os10g0375600	OSTLU_26252	22.9717	21.5005
Os10g0377400	OSTLU_24119	54.6296	58.4158
Os10g0380800	OSTLU_36228	19.0114	22.0751
Os10g0387000	OSTLU_33520	39.7647	50.1484
Os10g0389000	OSTLU_31762	47.1204	55.2147
Os10g0390100	OSTLU_14147	21.4541	26.5487
Os10g0390500	OSTLU_30612	52.795	53.9112
Os10g0390600	OSTLU_30612	43.9425	45.2431
Os10g0392600	OSTLU_31447	24.5487	25.7576
Os10g0392700	OSTLU_5458	22.3214	24.9169
Os10g0393100	OSTLU_5032	24.5283	24.2021
Os10g0394100	OSTLU_3839	31.2903	31.4935
Os10g0394100	OSTLU_89674	28.0645	24.234
Os10g0395100	OSTLU_40911	38.6694	12.8011
Os10g0395150	OSTLU_40911	53.3945	20.0275
Os10g0395500	OSTLU_29413	18.9349	20.7792
Os10g0397200	OSTLU_14806	24.3728	22.973
Os10g0397800	OSTLU_88251	40.303	40.6728
Os10g0399100	OSTLU_33390	40.9449	48.037
Os10g0399200	OSTLU_33390	44.7034	48.7298
Os10g0399700	OSTLU_33390	43.2099	48.4988
Os10g0400100	OSTLU_28697	6.1157	15.9483
Os10g0400500	OSTLU_36228	17.9283	19.8675
Os10g0400800	OSTLU_33470	53.144	53.0364
Os10g0401100	OSTLU_16020	12.037	8
Os10g0402200	OSTLU_27761	20.6128	15.3368
Os10g0405600	OSTLU_37009	42.1756	51.0393
Os10g0406300	OSTLU_9704	19.0722	56.0606
Os10g0406400	OSTLU_18489	32.6531	15.5642
Os10g0406600	OSTLU_41496	46.6667	47.191
Os10g0406800	OSTLU_42650	35.0725	34.6705
Os10g0408700	OSTLU_40915	7.69231	2.51572
Os10g0410600	OSTLU_32588	69.7452	70.1923
Os10g0410700	OSTLU_15174	26.5101	31.2253
Os10g0411700	OSTLU_119484	78.8732	87.5
Os10g0411800	OSTLU_31424	64.539	67.9104
Os10g0412100	OSTLU_26071	45.6198	47.7509
Os10g0413500	OSTLU_37480	42.8571	40
Os10g0414500	OSTLU_6302	39.1045	45.8042
Os10g0414700	OSTLU_15661	13.3226	12.7496
Os10g0415900	OSTLU_9462	6.06654	37.8049
Os10g0417600	OSTLU_18701	67.7249	68.0851
Os10g0418000	OSTLU_119619	75.5396	73.4266
Os10g0418100	OSTLU_164	35.4589	39.8913
Os10g0418100	OSTLU_40728	29.1787	32.6134
Os10g0420000	OSTLU_7494	22.8814	26.087
Os10g0422500	OSTLU_49318	28.1356	33.002
Os10g0430200	OSTLU_13349	36.612	39.2962
Os10g0430200	OSTLU_48780	39.3443	35.2941
Os10g0430900	OSTLU_39208	17.284	50.2994
Os10g0431000	OSTLU_39295	3.38266	20.2532
Os10g0432200	OSTLU_33760	12.2744	6.20438
Os10g0432200	OSTLU_7185	10.1083	12.6697
Os10g0432200	OSTLU_9555	0.361011	0.970874
Os10g0432300	OSTLU_26716	65.4709	64.6018
Os10g0436800	OSTLU_7955	20	34.2466
Os10g0436850	OSTLU_14528	3.71025	7.80669
Os10g0436900	OSTLU_87097	24.9581	24.7098
Os10g0436900	OSTLU_94245	20.7705	21.7926
Os10g0437200	OSTLU_39090	0	0
Os10g0438100	OSTLU_28570	30	43.7086
Os10g0439600	OSTLU_42846	38.9381	25.5814
Os10g0440100	OSTLU_38105	30.6358	32.2188
Os10g0442100	OSTLU_30288	13.8158	18.1034
Os10g0442600	OSTLU_29008	69.2308	16.791
Os10g0445600	OSTLU_28527	21.5352	22.4944
Os10g0446800	OSTLU_18697	9.79021	5.69106
Os10g0447900	OSTLU_13038	17.9894	22.8188
Os10g0452800	OSTLU_32864	52.4051	49.8795
Os10g0456600	OSTLU_15391	50	54.6798
Os10g0456900	OSTLU_40957	28.125	42.7374
Os10g0456950	OSTLU_40957	0	0
Os10g0457000	OSTLU_38809	53.8028	59.8746
Os10g0457500	OSTLU_12168	53.6585	59.1398
Os10g0457500	OSTLU_35233	30.7317	29.3023
Os10g0457500	OSTLU_35591	16.5854	25.5639
Os10g0457600	OSTLU_40909	52.2777	57.7938
Os10g0458700	OSTLU_8015	18.5759	47.619
Os10g0460900	OSTLU_6274	24.4094	49.2063
Os10g0461100	OSTLU_6274	12.8492	36.5079
Os10g0461400	OSTLU_118778	26.6667	12.3348
Os10g0462900	OSTLU_25997	69.5122	68.3219
Os10g0463100	OSTLU_37953	42.7403	42.0523
Os10g0463800	OSTLU_5707	25.2747	35.7977
Os10g0464000	OSTLU_49504	50.6849	49.8316
Os10g0464100	OSTLU_42874	37.3065	42.1329
Os10g0464400	OSTLU_29210	32.2418	44.2907
Os10g0465800	OSTLU_27810	49.4118	25
Os10g0465900	OSTLU_36053	37.6712	13.9949
Os10g0465950	OSTLU_9903	14.8649	30.9859
Os10g0466200	OSTLU_30315	44.5161	45.3947
Os10g0466300	OSTLU_30495	41.1765	45.3975
Os10g0466700	OSTLU_18267	73.5714	73.5714
Os10g0467200	OSTLU_30255	19.0355	17.321
Os10g0467600	OSTLU_119552	30.0971	48.062
Os10g0470900	OSTLU_24530	15.5172	33.0275
Os10g0471000	OSTLU_28866	20	7.19738
Os10g0471100	OSTLU_26403	38.0032	38.0032
Os10g0473800	OSTLU_32279	20.2479	10.3814
Os10g0476300	OSTLU_14134	45.2632	72.8814
Os10g0476600	OSTLU_32696	46.5804	47.4576
Os10g0476700	OSTLU_7211	30	35.2174
Os10g0476900	OSTLU_2458	11.5442	20.4244
Os10g0477000	OSTLU_18189	26.6724	28.4278
Os10g0478100	OSTLU_31988	19.7987	21.7712
Os10g0478200	OSTLU_87414	61.1446	60.597
Os10g0479500	OSTLU_119538	47.0588	49.4845
Os10g0479600	OSTLU_9481	46.5517	47.3684
Os10g0479700	OSTLU_5074	38.9189	51.2456
Os10g0483000	OSTLU_119600	44.5122	58.871
Os10g0484700	OSTLU_87535	27.1845	27.1845
Os10g0485300	OSTLU_89546	18.5695	22.8814
Os10g0486000	OSTLU_7743	41.5179	41.8919
Os10g0486600	OSTLU_26866	82.3944	82.3944
Os10g0488100	OSTLU_15712	34.6667	43.3333
Os10g0488300	OSTLU_17711	28.1159	25.7979
Os10g0489200	OSTLU_16988	35.628	44.4277
Os10g0492000	OSTLU_46066	33.2209	21.8646
Os10g0492101	OSTLU_46066	9.71429	1.88679
Os10g0492300	OSTLU_46066	19.9063	9.43396
Os10g0492800	OSTLU_28127	23.8356	25.7396
Os10g0492800	OSTLU_33447	32.3288	32.8691
Os10g0493900	OSTLU_5328	60.1227	32.6667
Os10g0494000	OSTLU_88941	26.7296	30.466
Os10g0494200	OSTLU_43628	15.6909	21.4058
Os10g0495000	OSTLU_15661	22.5722	26.4209
Os10g0495300	OSTLU_39182	26.2741	27.1028
Os10g0495500	OSTLU_2525	16.9089	33.7731
Os10g0495600	OSTLU_119522	35.5805	24.8908
Os10g0496900	OSTLU_4180	40.0498	49.0854
Os10g0497100	OSTLU_32744	31.3253	48.5981
Os10g0497800	OSTLU_6831	34.5794	43.5294
Os10g0498600	OSTLU_43635	53.972	27.2727
Os10g0498800	OSTLU_88830	18.75	2.51046
Os10g0498900	OSTLU_43364	37.3494	35.0282
Os10g0499600	OSTLU_28225	53.3898	25.3012
Os10g0500500	OSTLU_29387	10.219	36.8421
Os10g0500700	OSTLU_5638	31.7719	51.3158
Os10g0501500	OSTLU_26049	21.7262	20.9169
Os10g0502000	OSTLU_32219	32.6271	49.359
Os10g0502400	OSTLU_26395	44.5065	45.351
Os10g0502500	OSTLU_38393	18.8679	45.4545
Os10g0502600	OSTLU_38393	21.9828	46.3636
Os10g0503100	OSTLU_26910	20.0893	14.3312
Os10g0503200	OSTLU_16744	32.2357	38.2716
Os10g0503500	OSTLU_26919	43.3871	47.6106
Os10g0503700	OSTLU_49732	62.9559	78.2816
Os10g0506200	OSTLU_33832	54.5281	54.1667
Os10g0507600	OSTLU_14647	24.1667	28.4314
Os10g0507800	OSTLU_50293	26.8519	25.394
