Gene stable ID	Oryza barthii gene stable ID	%id. target Oryza barthii gene identical to query gene	%id. query gene identical to target Oryza barthii gene
Os09g0119600	OBART09G00950	94.4444	98.5507
Os09g0120100	OBART09G00970	77.7778	99.7207
Os09g0120600	OBART09G00980	86.0465	98.2301
Os09g0121000	OBART09G00990	97.479	11.4061
Os09g0121050	OBART09G00990	94.9458	51.7207
Os09g0122000	OBART09G01020	97.5962	97.5962
Os09g0123100	OBART09G01070	99.6372	99.6372
Os09g0123200	OBART09G01080	71.2737	93.0973
Os09g0123300	OBART09G01090	99.4297	99.4297
Os09g0123500	OBART09G01100	99.2991	99.2991
Os09g0124100	OBART09G01110	89.2989	66.1202
Os09g0124200	OBART11G13980	95.7747	38.8571
Os09g0124800	OBART09G01160	99.7722	99.7722
Os09g0125400	OBART09G01200	100	100
Os09g0125900	OBART09G01220	99.619	73.7659
Os09g0126600	OBART09G01230	99.5935	99.5935
Os09g0127300	OBART09G01240	98.8473	98.8473
Os09g0127700	OBART09G01260	99.1736	99.1736
Os09g0127800	OBART09G01270	99.179	99.0164
Os09g0128400	OBART09G01280	98.6425	41.4449
Os09g0128600	OBART09G01290	95.6204	68.3478
Os09g0129600	OBART09G01380	92.3567	46.0317
Os09g0129800	OBART09G01380	88.3117	43.1746
Os09g0130700	OBART09G01390	84.1689	97.5535
Os09g0130800	OBART09G01400	99.1845	95.2055
Os09g0131200	OBART09G01410	89.3617	91.3043
Os09g0132600	OBART09G01480	100	100
Os09g0132900	OBART09G01500	99.7159	99.7159
Os09g0133000	OBART09G01510	100	100
Os09g0133200	OBART09G01520	100	100
Os09g0133600	OBART09G01550	99.6865	99.6865
Os09g0133700	OBART09G01560	100	100
Os09g0133800	OBART09G01570	98.4871	98.4871
Os09g0134400	OBART09G01590	99.2308	88.0546
Os09g0134500	OBART09G01600	97.9452	98.2336
Os09g0135100	OBART09G01620	58.4158	63.4409
Os09g0135400	OBART09G01630	96.8193	99.0885
Os09g0135700	OBART09G01650	100	85.0575
Os09g0135800	OBART09G01660	77.53	90.7631
Os09g0237600	OBART09G01680	83.7989	79.5756
Os09g0240200	OBART04G17450	13.4328	36.2903
Os09g0240500	OBART09G01700	95.0653	99.5441
Os09g0241100	OBART09G01730	99.3166	75.6944
Os09g0241550	OBART09G01740	80.0613	76.3158
Os09g0242000	OBART09G01760	97.3333	17.8484
Os09g0242800	OBART09G01800	98.773	98.773
Os09g0243000	OBART09G01810	85.5263	50.3876
Os09g0243200	OBART09G01820	100	100
Os09g0244200	OBART09G01840	50.6329	12.3457
Os09g0244400	OBART09G01860	49.115	82.8358
Os09g0244900	OBART09G01900	100	100
Os09g0245500	OBART09G01930	93.1579	93.4037
Os09g0246200	OBART09G01940	93.3754	92.5965
Os09g0246700	OBART09G01970	93.1464	96.7638
Os09g0247600	OBART09G02010	99.4382	99.4382
Os09g0247700	OBART09G02020	10.9375	0.14547
Os09g0248000	OBART09G02030	92.7083	85.0318
Os09g0248100	OBART09G02040	99.2519	99.7494
Os09g0248300	OBART09G02050	95.0184	47.3781
Os09g0249000	OBART09G02070	82.8313	99.6377
Os09g0249400	OBART09G02090	100	100
Os09g0249600	OBART09G02110	99.5833	78.4893
Os09g0249700	OBART09G02120	100	100
Os09g0249900	OBART09G02130	75.3425	100
Os09g0250200	OBART09G02180	58.209	83.871
Os09g0250700	OBART09G02190	99.7207	99.7207
Os09g0250800	OBART09G02200	70.1351	98.6692
Os09g0251100	OBART09G02240	94.0493	99.3865
Os09g0251500	OBART09G02230	98.7457	90.3024
Os09g0251800	OBART09G02260	98.8304	98.8304
Os09g0252000	OBART09G02280	95.4545	98.7179
Os09g0252100	OBART09G02290	100	100
Os09g0252700	OBART09G02310	97.9508	31.9946
Os09g0254600	OBART09G02400	60.8527	59.9237
Os09g0254600	OBART09G02410	60.8527	59.9237
Os09g0255200	OBART09G02460	100	100
Os09g0255300	OBART09G02420	88	68.0412
Os09g0255400	OBART09G02430	92.987	86.6828
Os09g0255900	OBART09G02450	99.6416	99.6416
Os09g0256600	OBART09G02490	96.3964	40.3774
Os09g0256700	OBART09G02500	97.8947	97.8947
Os09g0257000	OBART09G02510	96.6752	96.6752
Os09g0257900	OBART09G02570	93.5484	98.3051
Os09g0258000	OBART09G02580	99.1045	99.1045
Os09g0258500	OBART09G02590	98.7654	98.5916
Os09g0258600	OBART09G02600	100	100
Os09g0258700	OBART09G02610	81.982	28.6614
Os09g0258700	OBART09G02620	83.3333	69.8113
Os09g0259200	OBART12G04700	26.6667	29.0909
Os09g0259500	OBART09G02630	87.234	95.3488
Os09g0260000	OBART09G02650	59.1885	37.1814
Os09g0260200	OBART09G02660	89.3281	42.5612
Os09g0261100	OBART09G02690	81.1274	70.7265
Os09g0261300	OBART09G02700	97.3597	97.3597
Os09g0261400	OBART09G02710	76.25	7.86082
Os09g0262000	OBART09G02720	82.0755	85.8553
Os09g0264400	OBART09G02770	96.7245	97.2868
Os09g0266100	OBART09G02820	96.9512	32.7835
Os09g0266400	OBART09G02830	98.4475	99.4465
Os09g0266600	OBART09G02850	91.8269	68.5817
Os09g0267300	OBART09G02860	83.7662	100
Os09g0267400	OBART09G02880	100	100
Os09g0267500	OBART09G02890	96.6408	75.5556
Os09g0267800	OBART09G03010	6.2954	8.78378
Os09g0268000	OBART09G02910	97.7545	97.7545
Os09g0268300	OBART09G02940	99.2172	99.2172
Os09g0268700	OBART09G02980	92.8058	95.0276
Os09g0270700	OBART09G03030	99.0909	71.7105
Os09g0270900	OBART09G03040	98.3607	99.1736
Os09g0271100	OBART09G03050	89.7436	78.9474
Os09g0272000	OBART09G03070	98.2659	93.9227
Os09g0272300	OBART09G03100	99.7951	99.7951
Os09g0272500	OBART09G03110	98.7342	98.7342
Os09g0272600	OBART09G03120	97.0149	97.0149
Os09g0273800	OBART09G03180	95.8084	38.7409
Os09g0273950	OBART03G41590	29.1139	23.7113
Os09g0274900	OBART09G03190	91.0448	92.4242
Os09g0275200	OBART09G03200	98.75	98.75
Os09g0275300	OBART09G03210	70.1493	56.2874
Os09g0275400	OBART09G03240	99.6071	99.6071
Os09g0277800	OBART09G03300	99.4609	81.0989
Os09g0278300	OBART09G03340	86.5354	66.4852
Os09g0279000	OBART09G03370	86.8217	97.8166
Os09g0279100	OBART09G03400	91.9355	40.5405
Os09g0279200	OBART09G03410	82.0513	52.459
Os09g0279300	OBART09G03420	97.973	97.973
Os09g0279400	OBART09G03430	79.9163	95.5
Os09g0279500	OBART09G03440	83.6735	94.0367
Os09g0279600	OBART09G03460	89.7989	93.7031
Os09g0280300	OBART09G03510	96.9359	98.3051
Os09g0280500	OBART09G03520	99.7859	98.1053
Os09g0280600	OBART09G03530	99.0338	98.5577
Os09g0281300	OBART09G03580	98.9474	98.9474
Os09g0281600	OBART09G03600	71.5686	29.6146
Os09g0281800	OBART09G03620	86.1364	87.1264
Os09g0281900	OBART09G03630	99.4828	99.4828
Os09g0282100	OBART09G03640	99.3056	46.732
Os09g0282300	OBART09G03640	98.8372	55.5556
Os09g0283600	OBART09G03740	87.3112	98.2993
Os09g0283801	OBART09G03750	21.6216	16.6667
Os09g0284200	OBART09G03790	86.9707	94.6809
Os09g0284300	OBART09G03800	67.0968	75.9124
Os09g0284400	OBART09G03810	89.0728	76.6382
Os09g0284600	OBART09G03850	97.3684	47.4359
Os09g0284800	OBART09G03880	95.5752	95.5752
Os09g0286300	OBART09G03920	84.4978	87.9545
Os09g0286400	OBART09G03930	76.4486	89.3013
Os09g0287000	OBART01G06430	99.2	99.5984
Os09g0287300	OBART09G03940	50.7937	100
Os09g0287500	OBART09G03950	73.9796	33.1808
Os09g0293400	OBART09G04230	100	100
Os09g0293500	OBART09G04240	89.5387	99.6334
Os09g0293900	OBART09G04260	96.2264	99.5122
Os09g0294000	OBART09G04270	96.5027	99.4369
Os09g0294300	OBART09G04280	97.4596	95.4751
Os09g0295000	OBART09G04300	50.101	49.6994
Os09g0296400	OBART09G04330	55.3191	85.0136
Os09g0296500	OBART09G04340	55.102	84.375
Os09g0296700	OBART09G04350	82.1355	98.5222
Os09g0296800	OBART09G04360	50.7788	99.3902
Os09g0296900	OBART09G04370	74.5932	91.2711
Os09g0297000	OBART09G04380	98.9733	100
Os09g0297100	OBART09G04390	100	100
Os09g0297300	OBART09G04410	96.7495	95.2919
Os09g0297400	OBART09G04420	99.7549	99.7549
Os09g0297800	OBART09G04430	100	100
Os09g0297900	OBART09G04440	91.5179	100
Os09g0298100	OBART09G04470	98.2258	98.2258
Os09g0298200	OBART09G04460	95.4	89.3258
Os09g0298400	OBART09G04490	90.9639	99.67
Os09g0298500	OBART09G04500	99.812	99.812
Os09g0298700	OBART09G04510	99.602	99.602
Os09g0299200	OBART09G04530	99.6528	99.6528
Os09g0299300	OBART09G04540	96.2264	48.1132
Os09g0299400	OBART09G04550	97.1491	96.9365
Os09g0299500	OBART09G04560	95	36.715
Os09g0304400	OBART01G20980	58.9474	18.0645
Os09g0305300	OBART09G04650	63.8116	62.605
Os09g0305300	OBART09G04670	79.8715	82.5221
Os09g0305900	OBART09G04700	18.254	64.7887
Os09g0306400	OBART09G04710	99.3464	99.3464
Os09g0306500	OBART09G04720	100	22.0238
Os09g0306700	OBART09G04730	98.3373	98.5714
Os09g0306800	OBART09G04740	83.0033	68.9986
Os09g0307300	OBART09G04750	89.0244	79.7814
Os09g0307800	OBART09G04760	81.1765	79.7688
Os09g0308900	OBART09G04820	100	100
Os09g0309100	OBART09G04830	99.7257	99.4528
Os09g0309200	OBART09G04840	98.8532	98.8532
Os09g0309600	OBART09G04860	97.4843	98.7261
Os09g0309700	OBART09G04870	98.4277	98.7382
Os09g0313500	OBART09G04880	96.621	96.9753
Os09g0313600	OBART09G04900	70.278	96.8296
Os09g0314200	OBART09G04910	62.4879	97.8691
Os09g0314300	OBART09G04920	77.8947	100
Os09g0314333	OBART09G04930	100	90.2632
Os09g0314400	OBART09G04940	87.3206	82.0225
Os09g0314500	OBART09G04950	67.4221	84.3972
Os09g0314800	OBART03G24370	54.0816	26.9036
Os09g0314900	OBART03G24380	92.1986	46.2633
Os09g0315000	OBART03G24390	53.6978	84.3434
Os09g0315050	OBART03G24400	99.3007	10.6287
Os09g0315700	OBART09G04980	99.7949	99.7949
Os09g0315800	OBART09G04990	94.6695	99.7753
Os09g0316000	OBART09G05000	90.8333	99.5434
Os09g0317700	OBART11G08800	16.1616	35.5556
Os09g0319800	OBART09G05170	70.0658	21.194
Os09g0320400	OBART09G05240	92.7835	17.1429
Os09g0321200	OBART09G05260	89.4737	93.0657
Os09g0321500	OBART09G05270	86	24.0223
Os09g0321900	OBART09G05290	100	100
Os09g0322000	OBART09G05300	99.434	99.2467
Os09g0322200	OBART09G05310	81.7734	45.3552
Os09g0322600	OBART09G05340	38.7879	16.285
Os09g0322800	OBART09G05330	98.2079	64.3193
Os09g0322800	OBART09G05350	98.2079	64.6735
Os09g0322900	OBART09G05360	48	93.75
Os09g0323000	OBART09G05370	64.7696	100
Os09g0323100	OBART09G05380	99.5169	99.5169
Os09g0323400	OBART03G19700	8.20189	29.2135
Os09g0323500	OBART09G05430	100	100
Os09g0323700	OBART09G05450	98.1707	98.1707
Os09g0324000	OBART09G05480	93.038	93.038
Os09g0324300	OBART09G05500	62.6068	35.2163
Os09g0324400	OBART09G05510	88.8112	87.9908
Os09g0325220	OBART09G16020	92.6587	89.9807
Os09g0325700	OBART09G05540	24.581	98.8764
Os09g0325800	OBART09G05550	10.2362	15.8537
Os09g0326100	OBART09G05570	99.2761	99.2761
Os09g0326800	OBART09G05590	89.899	99.1337
Os09g0326900	OBART09G05600	99.5556	99.5556
Os09g0327000	OBART09G05610	36.5672	83.7607
Os09g0327200	OBART09G05620	98.2781	82.2616
Os09g0327300	OBART09G05630	77.2152	96.8254
Os09g0327400	OBART09G05640	100	100
Os09g0327500	OBART09G05650	53.8095	98.69
Os09g0327550	OBART09G05660	99.0854	99.0854
Os09g0327575	OBART09G05670	99.2395	50.9766
Os09g0327600	OBART09G05670	99.7807	44.4336
Os09g0328066	OBART09G05680	97.861	52.3356
Os09g0328600	OBART09G05690	59.8985	18.323
Os09g0328800	OBART01G16230	48.75	51.6556
Os09g0328900	OBART10G07230	51.4925	87.8981
Os09g0329200	OBART09G05710	98.8024	63.7066
Os09g0330000	OBART09G05740	82.9317	97.4057
Os09g0330700	OBART09G05760	97.0339	97.0339
Os09g0331600	OBART09G05890	95.3216	95.1825
Os09g0331900	OBART09G05900	72.905	97.026
Os09g0332100	OBART09G05910	98.125	98.125
Os09g0332300	OBART09G05920	88.7409	60.5785
Os09g0333000	OBART09G05980	94.4581	58.6391
Os09g0333500	OBART09G06010	90.5044	26.2253
Os09g0334050	OBART09G05960	43.75	20.0957
Os09g0334500	OBART09G06020	99.169	99.169
Os09g0334600	OBART09G06030	89.7727	91.8605
Os09g0334800	OBART09G06040	97.787	99.4374
Os09g0334900	OBART09G06050	98.7156	78.3115
Os09g0337300	OBART09G06170	99.5717	99.5717
Os09g0338200	OBART09G06220	85.0254	87.2396
Os09g0338400	OBART09G06230	84.9345	91.1007
Os09g0338500	OBART09G06240	98.0687	100
Os09g0339000	OBART09G06250	97.4806	96.5451
Os09g0339300	OBART09G06280	76.9231	61.7978
Os09g0339800	OBART09G06310	95.2043	68.5422
Os09g0340500	OBART09G06370	98.9583	66.9014
Os09g0341100	OBART09G06410	94.3761	49.4931
Os09g0341500	OBART09G06440	55.8282	21.1957
Os09g0341901	OBART09G06460	31.6456	26.5957
Os09g0343200	OBART09G06420	54.1436	51.9894
Os09g0344400	OBART09G06530	40.5063	77.4194
Os09g0344500	OBART09G06540	95.8791	96.6759
Os09g0344700	OBART09G06550	97.9381	91.3462
Os09g0344800	OBART09G06570	91.2682	81.4471
Os09g0344900	OBART09G06580	95.5947	77.7778
Os09g0345000	OBART09G06590	69.8276	97.5904
Os09g0345400	OBART09G06610	48.8889	95.6522
Os09g0345500	OBART09G06620	93.5	93.5
Os09g0345600	OBART09G06640	99.5633	27.8729
Os09g0345700	OBART09G06650	91.3846	84.136
Os09g0346400	OBART09G06670	97.7671	97.7671
Os09g0346600	OBART09G06710	86.1789	88.3333
Os09g0346700	OBART09G06720	84.467	99.88
Os09g0346900	OBART09G06730	97.026	99.6183
Os09g0347300	OBART09G06760	98.6622	98.6622
Os09g0347500	OBART03G08160	99.7143	58.8533
Os09g0347700	OBART09G06770	98.5263	46.1084
Os09g0347800	OBART09G06780	22.7468	87.6033
Os09g0347900	OBART09G06850	61.2903	25.4181
Os09g0349800	OBART09G06900	36.2416	52.4272
Os09g0349800	OBART09G08910	46.9799	56.9106
Os09g0350900	OBART09G06950	93.9259	78.5626
Os09g0352400	OBART09G07000	58.6957	95.4064
Os09g0353700	OBART09G07060	64.532	43.5216
Os09g0354100	OBART09G07080	59.5819	96.0674
Os09g0355400	OBART09G07140	77.2009	76.8539
Os09g0356000	OBART09G07170	54.482	94.3548
Os09g0356100	OBART09G04100	37.788	37.2727
Os09g0356200	OBART09G07130	39.5161	20.082
Os09g0356300	OBART11G14910	68.1818	21.5311
Os09g0356800	OBART09G07210	78.2201	85.3129
Os09g0357400	OBART09G07180	85.041	51.1084
Os09g0357850	OBART09G07190	18.9781	63.4146
Os09g0359700	OBART09G07270	88.9401	73.1061
Os09g0359800	OBART09G07280	95.6072	97.8836
Os09g0359900	OBART09G07290	93.9103	68.6183
Os09g0360400	OBART09G07300	80.102	100
Os09g0360500	OBART09G07310	92.5311	98.6726
Os09g0361100	OBART09G07350	99.7396	74.8047
Os09g0361200	OBART09G07380	86.4111	85.8131
Os09g0361300	OBART09G07390	95.0495	94.1176
Os09g0361400	OBART09G07400	100	100
Os09g0361500	OBART09G07410	57.0292	47.2527
Os09g0361700	OBART09G07420	55.0388	65.7407
Os09g0362800	OBART09G07440	99.4872	24.4949
Os09g0362900	OBART09G07450	99.3485	88.1503
Os09g0363100	OBART09G07470	98.7328	99.2569
Os09g0363400	OBART09G07480	72.2071	31.5101
Os09g0363500	OBART09G07490	98.4881	98.0645
Os09g0363600	OBART09G07500	94.9821	71.2366
Os09g0363700	OBART09G07510	99.2308	99.2308
Os09g0363800	OBART09G07520	78.2998	86.8486
Os09g0363900	OBART09G07530	99.8291	99.8291
Os09g0364000	OBART09G07550	95.4323	99.4898
Os09g0364100	OBART09G07580	84.7273	99.5726
Os09g0364400	OBART09G07600	39.7004	57.6087
Os09g0364500	OBART09G07610	84.2715	99.2203
Os09g0364800	OBART09G07620	87.5	61.25
Os09g0364900	OBART09G07630	100	100
Os09g0365000	OBART09G07640	86.0056	66.7146
Os09g0365300	OBART09G07670	95.788	97.6454
Os09g0365900	OBART09G07710	86.4818	92.5788
Os09g0366800	OBART09G07720	71.6912	82.6271
Os09g0367700	OBART09G07750	96.5665	99.1189
Os09g0368200	OBART09G07780	85.2823	99.0632
Os09g0368500	OBART09G07800	98.5232	89.4636
Os09g0368900	OBART09G07830	97.5219	97.5219
Os09g0369400	OBART09G07880	99.4667	99.4667
Os09g0369500	OBART09G07890	79.597	96.0486
Os09g0370000	OBART09G07910	83.6898	97.205
Os09g0370200	OBART09G07920	99.6479	99.6479
Os09g0370300	OBART09G07930	86.4952	50.6591
Os09g0370500	OBART09G07950	57.9817	87.7778
Os09g0371000	OBART09G07960	98.2692	51.9837
Os09g0371700	OBART09G07990	99.5305	32.2679
Os09g0371800	OBART09G08000	89.8693	55.1102
Os09g0372400	OBART09G08020	80.1402	81.0875
Os09g0372800	OBART09G08060	99.7033	99.7033
Os09g0372900	OBART09G08070	99.2084	99.7347
Os09g0373000	OBART09G08080	93.4579	99.0099
Os09g0373800	OBART02G00890	40.2878	7.72414
Os09g0374900	OBART09G08110	68.0628	98.4848
Os09g0375000	OBART09G08120	70.5637	99.705
Os09g0375300	OBART09G08150	98.6517	98.4305
Os09g0375400	OBART09G08160	54.661	85.4305
Os09g0375500	OBART09G08170	86.0465	85.3846
Os09g0375600	OBART09G08180	100	59.2593
Os09g0375900	OBART09G08190	99.0099	94.3396
Os09g0376000	OBART09G08200	94.3355	34.0945
Os09g0376400	OBART09G08220	96.7391	96.7391
Os09g0376600	OBART09G08230	16.1572	79.2857
Os09g0376800	OBART09G08240	100	59.7914
Os09g0376900	OBART09G08250	84.4926	99.7308
Os09g0378300	OBART09G08350	99.4516	99.4516
Os09g0379600	OBART09G08380	71.4286	45.4545
Os09g0379900	OBART09G08390	74.1329	99.8055
Os09g0380000	OBART09G08400	83.75	20.3338
Os09g0380000	OBART09G08410	83.75	18.5853
Os09g0380050	OBART09G08400	100	8.49772
Os09g0380050	OBART09G08410	100	7.76699
Os09g0380200	OBART09G08430	99.6283	99.6283
Os09g0380600	OBART09G08440	95.3216	98.4894
Os09g0381100	OBART09G08470	100	100
Os09g0381400	OBART09G08490	88.9503	92.5287
Os09g0382120	OBART09G08510	74.4186	13.9535
Os09g0382300	OBART09G08530	96.7533	90.8537
Os09g0382400	OBART09G08540	96.5116	97.076
Os09g0382500	OBART09G08550	98.8889	98.8889
Os09g0383000	OBART09G08580	43.8144	53.125
Os09g0383400	OBART09G08620	93.7751	80.5172
Os09g0385300	OBART09G08700	73.2283	56.0241
Os09g0386200	OBART09G08720	85.0091	65.7709
Os09g0386400	OBART09G08740	99.022	60.8108
Os09g0386400	OBART09G09000	98.2885	98.5294
Os09g0386500	OBART09G08750	75.9259	90.1099
Os09g0386600	OBART09G08760	92.2395	55.1724
Os09g0387150	OBART09G08790	86.8932	55.9375
Os09g0387800	OBART09G08800	96.6102	54.5455
Os09g0388400	OBART09G08830	99.4638	99.4638
Os09g0390400	OBART09G08900	100	86.9565
Os09g0392000	OBART09G09060	89.1941	97.012
Os09g0392100	OBART09G09050	95.4911	95.1846
Os09g0392666	OBART09G09080	8.1448	29.5082
Os09g0392700	OBART02G37800	24.498	31.7708
Os09g0393200	OBART09G09130	92.8058	42.7624
Os09g0394100	OBART09G09150	67.1206	58.7734
Os09g0394300	OBART09G09160	81.1791	97.5477
Os09g0394500	OBART09G09170	79.8903	100
Os09g0394600	OBART09G09180	84.0399	100
Os09g0394700	OBART09G09190	81.6121	99.6923
Os09g0394900	OBART09G09200	85.7143	98.9011
Os09g0395300	OBART09G09230	67.9045	72.9345
Os09g0395600	OBART09G09240	63.7615	49.4662
Os09g0396300	OBART09G09250	98.6111	100
Os09g0396900	OBART09G09270	100	100
Os09g0397100	OBART09G09300	98.1707	93.6047
Os09g0397200	OBART09G09310	87.2727	82.7586
Os09g0397300	OBART09G09320	99.4226	97.619
Os09g0397300	OBART12G11320	99.4226	97.619
Os09g0397400	OBART09G09330	85.3012	74.5263
Os09g0397400	OBART12G11310	85.5422	57.9119
Os09g0397700	OBART09G09350	98.6577	93.038
Os09g0397900	OBART09G09390	99.6422	99.6422
Os09g0398300	OBART09G09410	30.6306	100
Os09g0400000	OBART09G09570	90.5963	90.8046
Os09g0400400	OBART09G09550	85.6354	95.092
Os09g0400700	OBART09G09610	100	63.2653
Os09g0401100	OBART09G09650	89.4737	99.1128
Os09g0401200	OBART09G09660	78.5523	36.9949
Os09g0401300	OBART10G19740	44.4712	87.6777
Os09g0401600	OBART09G09670	100	100
Os09g0401900	OBART09G09690	80.678	87.5
Os09g0402100	OBART09G09730	28.6385	96.8254
Os09g0402300	OBART09G09740	99.6825	19.2284
Os09g0403300	OBART09G09780	31.7708	72.0472
Os09g0407200	OBART09G09860	98.7245	89.7912
Os09g0407300	OBART09G09870	99.403	99.403
Os09g0407600	OBART09G09880	96.9058	54.4664
Os09g0407700	OBART09G09890	99.6032	99.6032
Os09g0407800	OBART09G09900	78.1046	98.5567
Os09g0407900	OBART09G09910	94.9458	99.4329
Os09g0407950	OBART09G09920	98.7915	58.6021
Os09g0408000	OBART09G09920	99.5885	28.9128
Os09g0408300	OBART10G09320	63.3229	29.9703
Os09g0408550	OBART09G09930	56.1798	14.245
Os09g0408600	OBART09G09940	96.4072	98.5714
Os09g0408900	OBART09G09990	64.7826	90.5775
Os09g0409000	OBART09G10000	99.2064	100
Os09g0409100	OBART09G10010	100	100
Os09g0409950	OBART09G10020	85.0515	10.7702
Os09g0410125	OBART09G10020	94.7205	19.9086
Os09g0410300	OBART09G10020	99.1071	14.4909
Os09g0410400	OBART09G10030	8	3.57143
Os09g0410500	OBART09G10040	87.4074	91.4729
Os09g0410700	OBART09G10050	58.4022	90.2128
Os09g0411500	OBART09G10070	50.8929	25.7919
Os09g0411650	OBART09G10080	67.6768	98.2405
Os09g0411700	OBART09G10090	100	99.3289
Os09g0411900	OBART09G10100	84.9557	32.6531
Os09g0412050	OBART09G10110	98.8095	98.8095
Os09g0412200	OBART09G10120	99.4141	99.4141
Os09g0412400	OBART09G10140	100	100
Os09g0412700	OBART09G16990	95.0495	97.9592
Os09g0412900	OBART09G16960	90.8549	97.6496
Os09g0413100	OBART09G16940	99.435	42.4096
Os09g0413300	OBART09G10180	86.9136	99.5757
Os09g0413600	OBART09G10200	91.2852	91.5269
Os09g0413700	OBART09G10210	99.1429	93.2796
Os09g0414500	OBART09G10220	76.9911	97.7528
Os09g0414900	OBART09G10230	100	100
Os09g0415300	OBART09G10260	57.1705	95.7792
Os09g0415700	OBART09G10270	99.1883	99.6737
Os09g0415800	OBART09G10280	94.1176	94.8375
Os09g0416200	OBART09G10290	91.1937	100
Os09g0416500	OBART09G10300	98.8889	54.4342
Os09g0416600	OBART09G10310	61.2613	99.2701
Os09g0416700	OBART09G10320	100	100
Os09g0416800	OBART09G10330	100	100
Os09g0416900	OBART09G10340	59.6311	85.8407
Os09g0417500	OBART09G10370	97.5728	95.4114
Os09g0417600	OBART09G10380	98.4709	98.4709
Os09g0417800	OBART09G10390	99.0566	82.2454
Os09g0418000	OBART09G10410	89.2544	99.7549
Os09g0419200	OBART09G10420	94.6779	98.2558
Os09g0419500	OBART09G10430	99.7487	99.7487
Os09g0419600	OBART09G10440	90.5882	72.8707
Os09g0420000	OBART09G10450	92.9032	91.7197
Os09g0420100	OBART09G10460	95.5479	92.3841
Os09g0420200	OBART09G10470	85.7143	65.4545
Os09g0420300	OBART09G10480	78.8321	100
Os09g0420600	OBART09G10490	20.1878	78.1818
Os09g0420700	OBART09G10500	100	100
Os09g0420900	OBART09G10520	100	100
Os09g0421100	OBART09G10530	93.0233	83.0861
Os09g0421300	OBART09G10550	81.8849	95.9828
Os09g0421500	OBART09G10570	98.9899	98.9899
Os09g0421600	OBART09G10580	80.8333	50.6527
Os09g0421700	OBART09G10590	98.7805	99.0826
Os09g0421800	OBART09G10600	95.3441	97.1134
Os09g0422000	OBART09G10620	100	100
Os09g0422500	OBART09G10640	100	100
Os09g0422600	OBART09G10650	98.9637	98.9637
Os09g0423200	OBART09G10670	97.0723	97.3394
Os09g0423300	OBART09G10680	99.1684	99.1684
Os09g0423400	OBART09G10690	96.0317	100
Os09g0423500	OBART09G10700	90.6977	98.3945
Os09g0423600	OBART09G10710	95.3271	95.8647
Os09g0423700	OBART09G10720	38.6667	43.9394
Os09g0423800	OBART09G10730	99.726	91.6877
Os09g0424200	OBART09G10740	99.6324	99.6324
Os09g0424300	OBART09G10750	98.9796	98.9796
Os09g0424501	OBART09G10780	100	100
Os09g0424600	OBART09G10790	100	100
Os09g0424701	OBART09G10810	77.3842	25.3571
Os09g0425200	OBART09G10830	98.2533	84.9057
Os09g0425300	OBART09G10840	95.5326	95.8621
Os09g0425500	OBART09G10860	94.898	60
Os09g0425900	OBART09G10870	94.9275	93.5714
Os09g0426000	OBART09G10880	84.4156	97.5976
Os09g0426200	OBART09G10890	98.1221	23.723
Os09g0426500	OBART09G10900	99.4652	99.4652
Os09g0426800	OBART09G10930	99.5154	99.5154
Os09g0427100	OBART09G10950	82.0755	75.6522
Os09g0427125	OBART09G10960	98.7013	98.7013
Os09g0427800	OBART09G10980	92.3251	99.2718
Os09g0428000	OBART09G10990	100	69.4842
Os09g0428300	OBART09G11020	92.6606	95.8482
Os09g0428500	OBART09G11010	55.2632	29.4393
Os09g0428600	OBART09G11030	98.8909	55.2116
Os09g0428750	OBART09G11040	96.6942	59.6939
Os09g0428900	OBART09G11050	78.5166	95.9375
Os09g0429000	OBART09G11070	99.6785	99.6785
Os09g0429100	OBART09G11090	52.6718	50
Os09g0429200	OBART09G11100	97.1519	96.7437
Os09g0429350	OBART09G11110	85.6209	98.4962
Os09g0429500	OBART09G11120	92.4947	47.3741
Os09g0429766	OBART09G11150	72.3214	82.6531
Os09g0430600	OBART09G11190	99.3421	99.3421
Os09g0431200	OBART09G11210	99.0526	99.0526
Os09g0431300	OBART09G11220	37.9775	97.1264
Os09g0431500	OBART09G11230	90.9091	99.3377
Os09g0431600	OBART09G11240	71.0145	77.9152
Os09g0431900	OBART09G11250	72.9412	95.3846
Os09g0432300	OBART07G05970	31.5508	27.4419
Os09g0432900	OBART09G11310	95.509	44.0608
Os09g0433300	OBART09G11320	51.1475	33.6933
Os09g0433650	OBART09G11330	43.5331	84.6626
Os09g0433700	OBART09G11340	100	100
Os09g0433800	OBART09G11350	96.5517	96.5517
Os09g0433900	OBART09G11360	66.8724	98.7842
Os09g0434100	OBART09G11370	94.5763	36.0931
Os09g0434200	OBART09G11380	94.9405	99.6875
Os09g0434500	OBART09G11390	98.7374	97.75
Os09g0434600	OBART09G11400	81.1111	96.0526
Os09g0434900	OBART09G11420	44.5946	99.2481
Os09g0435250	OBART09G11430	80.0232	86.0175
Os09g0435700	OBART09G11450	73.7089	55.6738
Os09g0436300	OBART09G11470	41.8782	93.75
Os09g0436400	OBART09G11480	88.3772	73.2727
Os09g0436700	OBART09G11490	99.591	99.591
Os09g0436900	OBART09G11510	95.6938	67.1141
Os09g0437400	OBART09G11530	80	98.7013
Os09g0437500	OBART09G11540	97.9452	98.6207
