Gene stable ID	Oryza sativa Indica gene stable ID	%id. target Oryza sativa Indica gene identical to query gene	%id. query gene identical to target Oryza sativa Indica gene
Os08g0447300	BGIOSGA026899	95.2494	42.389
Os08g0447500	BGIOSGA026898	89.8792	74.655
Os08g0447900	BGIOSGA028762	99.569	99.569
Os08g0448000	BGIOSGA026897	99.0724	99.0724
Os08g0448100	BGIOSGA028763	98.7805	98.7805
Os08g0449500	BGIOSGA026891	100	100
Os08g0450100	BGIOSGA028767	98.7433	98.2143
Os08g0450200	BGIOSGA026890	98.3434	98.4917
Os08g0450700	BGIOSGA028768	99.6689	32.8782
Os08g0450800	BGIOSGA028768	99.8776	44.5658
Os08g0450900	BGIOSGA028769	98	98
Os08g0451000	BGIOSGA028770	99.6134	99.6134
Os08g0451200	BGIOSGA028771	98.9529	98.9529
Os08g0451400	BGIOSGA026888	99.7372	99.7372
Os08g0451500	BGIOSGA026887	83.1325	39.0935
Os08g0451700	BGIOSGA026885	22.4138	88.8889
Os08g0451800	BGIOSGA028773	85.7143	98.5401
Os08g0452100	BGIOSGA028775	79.3026	100
Os08g0452500	BGIOSGA028776	90.2256	88.2353
Os08g0453700	BGIOSGA028780	76.1053	73.9264
Os08g0453800	BGIOSGA026884	85	84.7352
Os08g0454000	BGIOSGA028781	99.177	99.5868
Os08g0454500	BGIOSGA026883	95.9016	67.4352
Os08g0455600	BGIOSGA028786	100	100
Os08g0455800	BGIOSGA028789	100	100
Os08g0455900	BGIOSGA028790	94.8864	95.977
Os08g0456200	BGIOSGA026880	99.2308	99.2308
Os08g0457000	BGIOSGA028791	100	100
Os08g0457100	BGIOSGA028792	97.6923	97.6923
Os08g0457300	BGIOSGA028794	96.0784	96.0784
Os08g0457400	BGIOSGA026879	100	100
Os08g0457600	BGIOSGA028795	100	100
Os08g0458200	BGIOSGA028796	98.7069	98.2833
Os08g0458600	BGIOSGA026877	98.6971	98.6971
Os08g0459100	BGIOSGA026873	80.6881	99.589
Os08g0459300	BGIOSGA026872	99.5575	99.5575
Os08g0459600	BGIOSGA028797	100	100
Os08g0459700	BGIOSGA026870	99.5434	99.5434
Os08g0460000	BGIOSGA026869	100	100
Os08g0460600	BGIOSGA026866	88.1188	19.7778
Os08g0460700	BGIOSGA026865	48.8215	55.7692
Os08g0460800	BGIOSGA026864	92.3848	79.4828
Os08g0460900	BGIOSGA026863	92.1429	70.2359
Os08g0461100	BGIOSGA026862	59.1011	39.6682
Os08g0461300	BGIOSGA026861	59.0278	58.2192
Os08g0461600	BGIOSGA029991	24.1532	30.4833
Os08g0461700	BGIOSGA026860	84.0426	23.7237
Os08g0461800	BGIOSGA026859	97.7273	98.1735
Os08g0462300	BGIOSGA026857	99.7608	99.7608
Os08g0462700	BGIOSGA028800	99.7481	99
Os08g0462800	BGIOSGA026856	57.4603	100
Os08g0462900	BGIOSGA026853	82.1429	98.4436
Os08g0463500	BGIOSGA028801	100	100
Os08g0463900	BGIOSGA028803	100	100
Os08g0464000	BGIOSGA026852	100	81.2785
Os08g0464400	BGIOSGA028804	98.5782	98.5782
Os08g0465700	BGIOSGA028809	100	100
Os08g0465800	BGIOSGA026849	96.3783	93.1907
Os08g0466200	BGIOSGA028812	99.7131	99.7131
Os08g0467300	BGIOSGA028817	99.7475	99.7475
Os08g0467400	BGIOSGA026844	99.3976	95.9302
Os08g0467500	BGIOSGA028819	95.5752	86.4
Os08g0467600	BGIOSGA028820	84.9624	99.5595
Os08g0468100	BGIOSGA026840	82.7511	95.466
Os08g0468400	BGIOSGA028822	99.2895	94.9066
Os08g0468700	BGIOSGA026840	84.4978	97.4811
Os08g0469000	BGIOSGA028823	99.7768	99.7768
Os08g0469000	BGIOSGA028824	0	0
Os08g0469100	BGIOSGA028823	1.34048	1.11607
Os08g0469100	BGIOSGA028824	96.5147	79.8226
Os08g0469200	BGIOSGA026838	6.66667	9.52381
Os08g0469400	BGIOSGA028825	78.1022	59.4444
Os08g0469500	BGIOSGA026836	91.1168	90.201
Os08g0469600	BGIOSGA026835	100	100
Os08g0469700	BGIOSGA028826	94.9821	87.1711
Os08g0470000	BGIOSGA028828	100	100
Os08g0470200	BGIOSGA026834	100	100
Os08g0470700	BGIOSGA026831	64.1026	100
Os08g0471000	BGIOSGA026829	99.2105	99.2105
Os08g0471800	BGIOSGA028830	97.01	97.4958
Os08g0471900	BGIOSGA026827	99.4012	99.6
Os08g0472000	BGIOSGA028831	92.1384	94.5161
Os08g0472400	BGIOSGA026825	13.9423	100
Os08g0472600	BGIOSGA028833	98.2456	94.2056
Os08g0472800	BGIOSGA026823	99.2157	100
Os08g0473600	BGIOSGA028834	100	100
Os08g0473900	BGIOSGA028837	84.2437	95.933
Os08g0474100	BGIOSGA028839	57.9439	74.6988
Os08g0474400	BGIOSGA028840	99.4485	99.2661
Os08g0474500	BGIOSGA026820	100	100
Os08g0474600	BGIOSGA028841	100	100
Os08g0474700	BGIOSGA028843	56.6186	90.3766
Os08g0474866	BGIOSGA026821	100	100
Os08g0475000	BGIOSGA026819	94.7522	98.7842
Os08g0475100	BGIOSGA026818	99.6997	99.6997
Os08g0475400	BGIOSGA028846	99.6942	99.6942
Os08g0475500	BGIOSGA028847	99.0566	99.0566
Os08g0476000	BGIOSGA028849	95.3757	56.1224
Os08g0476100	BGIOSGA028852	97.9866	20.9469
Os08g0476300	BGIOSGA028850	100	100
Os08g0476400	BGIOSGA026816	100	83.4758
Os08g0476600	BGIOSGA028851	100	100
Os08g0476900	BGIOSGA026815	96.7442	96.7442
Os08g0477100	BGIOSGA026810	95.5916	96.0373
Os08g0477500	BGIOSGA026808	88.4758	58.7654
Os08g0477600	BGIOSGA026807	90.2985	99.1803
Os08g0477800	BGIOSGA028854	100	100
Os08g0477900	BGIOSGA028855	97.7579	62.4642
Os08g0478100	BGIOSGA026804	100	100
Os08g0478200	BGIOSGA026803	100	100
Os08g0478466	BGIOSGA026802	67.9012	98.6547
Os08g0478500	BGIOSGA026801	98.9775	98.9775
Os08g0478700	BGIOSGA026800	100	100
Os08g0478800	BGIOSGA026799	100	98.7159
Os08g0479300	BGIOSGA028859	81.4621	98.1132
Os08g0479400	BGIOSGA026798	100	100
Os08g0480000	BGIOSGA028861	79.7546	100
Os08g0480100	BGIOSGA026796	100	100
Os08g0480200	BGIOSGA026795	100	100
Os08g0480400	BGIOSGA026794	100	100
Os08g0480500	BGIOSGA026793	100	100
Os08g0480800	BGIOSGA028862	100	100
Os08g0481100	BGIOSGA028863	100	100
Os08g0481200	BGIOSGA026789	96.5732	100
Os08g0481400	BGIOSGA026788	100	100
Os08g0481500	BGIOSGA028864	94.8052	63.4783
Os08g0481800	BGIOSGA026787	99.5816	70.6231
Os08g0481950	BGIOSGA028865	82.0513	87.8431
Os08g0482100	BGIOSGA028866	97.2254	93.5484
Os08g0482600	BGIOSGA026786	100	100
Os08g0482700	BGIOSGA026785	100	100
Os08g0483100	BGIOSGA026784	92.093	100
Os08g0483200	BGIOSGA026783	100	100
Os08g0483600	BGIOSGA026780	97.3822	96.875
Os08g0483900	BGIOSGA026779	81.8182	98.3444
Os08g0484200	BGIOSGA028868	100	100
Os08g0484400	BGIOSGA026778	95.6897	98.3544
Os08g0484500	BGIOSGA026777	100	100
Os08g0484600	BGIOSGA028869	100	100
Os08g0484700	BGIOSGA028870	82.2222	83.0128
Os08g0484800	BGIOSGA028871	70.6745	89.5911
Os08g0485000	BGIOSGA026773	70.6667	32.0242
Os08g0485300	BGIOSGA028872	78.2895	44.9057
Os08g0485400	BGIOSGA028873	97.1429	63.7002
Os08g0485500	BGIOSGA028874	75.8621	77.193
Os08g0485500	BGIOSGA028875	87.931	52.0408
Os08g0485600	BGIOSGA028876	89.1484	90.1389
Os08g0485700	BGIOSGA028878	97.0621	99.652
Os08g0485800	BGIOSGA026772	100	100
Os08g0485900	BGIOSGA026771	100	100
Os08g0486100	BGIOSGA028879	100	21.7865
Os08g0486200	BGIOSGA026770	91.6955	88.9262
Os08g0486300	BGIOSGA026769	67.8756	98.4962
Os08g0486500	BGIOSGA026768	100	100
Os08g0486700	BGIOSGA028881	100	100
Os08g0487000	BGIOSGA028882	100	100
Os08g0487100	BGIOSGA026766	100	100
Os08g0487500	BGIOSGA026765	100	100
Os08g0487700	BGIOSGA028884	100	93.9726
Os08g0487800	BGIOSGA026764	100	100
Os08g0487900	BGIOSGA026763	100	100
Os08g0488700	BGIOSGA028886	51.5254	91.5663
Os08g0488800	BGIOSGA026759	36.4865	15.7434
Os08g0489100	BGIOSGA026757	58.9633	100
Os08g0489300	BGIOSGA028887	100	100
Os08g0489800	BGIOSGA026756	100	100
Os08g0490000	BGIOSGA028888	100	100
Os08g0490100	BGIOSGA028889	95.2899	77.1261
Os08g0490300	BGIOSGA026755	100	100
Os08g0490400	BGIOSGA028890	98.4925	98.4925
Os08g0490600	BGIOSGA028891	100	66.7897
Os08g0490700	BGIOSGA028892	100	100
Os08g0490800	BGIOSGA028893	100	100
Os08g0490900	BGIOSGA028894	70.7547	100
Os08g0491100	BGIOSGA028895	72.973	9.0301
Os08g0491200	BGIOSGA028896	97.4747	100
Os08g0491400	BGIOSGA028897	100	100
Os08g0491700	BGIOSGA028898	99.8347	99.8347
Os08g0492000	BGIOSGA028899	100	100
Os08g0492100	BGIOSGA026750	42.2018	50.8287
Os08g0492400	BGIOSGA028901	100	89.169
Os08g0492500	BGIOSGA026749	100	100
Os08g0493100	BGIOSGA028903	100	100
Os08g0493500	BGIOSGA026748	80.9816	64.0777
Os08g0493800	BGIOSGA028908	99.8941	85.4167
Os08g0493900	BGIOSGA028909	100	100
Os08g0494000	BGIOSGA026746	100	100
Os08g0494100	BGIOSGA026745	91.6914	91.6914
Os08g0494200	BGIOSGA028910	66.1972	60.2564
Os08g0494300	BGIOSGA026744	100	100
Os08g0494350	BGIOSGA028911	100	65.2893
Os08g0495300	BGIOSGA028912	71.5909	71.3881
Os08g0495500	BGIOSGA028914	100	100
Os08g0495800	BGIOSGA028915	100	100
Os08g0496000	BGIOSGA028916	99.7925	100
Os08g0496200	BGIOSGA028917	99.8141	73.9669
Os08g0496400	BGIOSGA028919	68.0672	97.2
Os08g0496500	BGIOSGA028921	100	100
Os08g0496600	BGIOSGA026741	99.1803	62.3711
Os08g0496800	BGIOSGA028923	83.9806	96.648
Os08g0496900	BGIOSGA026740	60.0605	66.835
Os08g0497300	BGIOSGA028925	94.2053	99.6497
Os08g0497600	BGIOSGA028928	100	100
Os08g0497900	BGIOSGA026739	100	100
Os08g0498100	BGIOSGA026738	100	100
Os08g0498400	BGIOSGA026737	100	100
Os08g0498600	BGIOSGA026736	100	100
Os08g0499000	BGIOSGA026735	100	100
Os08g0499100	BGIOSGA028929	97.3631	99.2761
Os08g0499200	BGIOSGA028930	99.8667	100
Os08g0499300	BGIOSGA026734	100	100
Os08g0499400	BGIOSGA028931	100	100
Os08g0499700	BGIOSGA028934	63.6704	48.0226
Os08g0499800	BGIOSGA028935	100	100
Os08g0499900	BGIOSGA028936	96.7568	30.8621
Os08g0500000	BGIOSGA026733	98.7842	98.7842
Os08g0500100	BGIOSGA028937	100	98.1333
Os08g0500200	BGIOSGA026732	100	98.088
Os08g0500300	BGIOSGA026731	82.8625	98.8764
Os08g0500500	BGIOSGA028938	53.405	99.0033
Os08g0500600	BGIOSGA028939	99.8208	98.2363
Os08g0500800	BGIOSGA028940	100	100
Os08g0500900	BGIOSGA028941	100	100
Os08g0501300	BGIOSGA028942	100	100
Os08g0501700	BGIOSGA029954	20.1646	25.2577
Os08g0502000	BGIOSGA026725	100	78.1152
Os08g0502400	BGIOSGA026722	100	52.8958
Os08g0502600	BGIOSGA028946	100	100
Os08g0502700	BGIOSGA026721	100	100
Os08g0502800	BGIOSGA028947	95.3202	98.2234
Os08g0503000	BGIOSGA028948	100	100
Os08g0503200	BGIOSGA028949	100	100
Os08g0503700	BGIOSGA028950	100	100
Os08g0503800	BGIOSGA028951	99.8124	77.8917
Os08g0504000	BGIOSGA028952	89.0411	88.8383
Os08g0504400	BGIOSGA026718	90.5817	100
Os08g0504500	BGIOSGA028953	100	100
Os08g0504600	BGIOSGA028954	100	94.3448
Os08g0504700	BGIOSGA028955	100	100
Os08g0504800	BGIOSGA028957	100	100
Os08g0505200	BGIOSGA028958	100	100
Os08g0505300	BGIOSGA026715	100	54.0984
Os08g0505700	BGIOSGA026714	93.4211	100
Os08g0505900	BGIOSGA026713	100	100
Os08g0506000	BGIOSGA028960	76.9231	75.3012
Os08g0506100	BGIOSGA028961	55.9179	72.2309
Os08g0506400	BGIOSGA028962	100	100
Os08g0506500	BGIOSGA038468	20.9016	10.2
Os08g0506700	BGIOSGA028963	98.4962	97.5186
Os08g0507000	BGIOSGA028964	82.9352	73.6364
Os08g0507100	BGIOSGA026711	100	99.8024
Os08g0507702	BGIOSGA028965	49.0281	100
Os08g0508000	BGIOSGA010447	100	100
Os08g0508100	BGIOSGA012962	100	100
Os08g0508500	BGIOSGA028968	44.4882	81.5884
Os08g0508500	BGIOSGA028969	24.6063	93.2836
Os08g0508600	BGIOSGA026708	97.9798	85.4626
Os08g0508700	BGIOSGA026709	42.1648	97.026
Os08g0508800	BGIOSGA028967	100	61.6822
Os08g0509100	BGIOSGA028970	90.542	100
Os08g0509200	BGIOSGA026707	100	100
Os08g0509400	BGIOSGA026706	100	100
Os08g0509500	BGIOSGA028971	86.2348	56.2005
Os08g0509600	BGIOSGA026705	89.4484	93.25
Os08g0510300	BGIOSGA028976	100	100
Os08g0510400	BGIOSGA026698	100	100
Os08g0510500	BGIOSGA028977	94.4853	94.4853
Os08g0510700	BGIOSGA026697	100	100
Os08g0510800	BGIOSGA026696	99.7355	99.7355
Os08g0510900	BGIOSGA028978	99.4962	99.7475
Os08g0511000	BGIOSGA028979	94.3359	81.1765
Os08g0511200	BGIOSGA026695	97.6945	99.7059
Os08g0511400	BGIOSGA026692	99.422	99.422
Os08g0511500	BGIOSGA022784	0.990099	0.675676
Os08g0511500	BGIOSGA028980	2.9703	2.4
Os08g0511600	BGIOSGA026691	95.1219	97.5
Os08g0511700	BGIOSGA026690	97.561	97.2222
Os08g0511800	BGIOSGA026689	100	100
Os08g0511900	BGIOSGA026688	96.9419	69.3654
Os08g0512100	BGIOSGA028981	100	100
Os08g0512200	BGIOSGA028982	93.6842	97.8022
Os08g0512300	BGIOSGA028983	100	100
Os08g0512400	BGIOSGA026687	100	100
Os08g0512500	BGIOSGA028984	100	100
Os08g0512600	BGIOSGA028985	100	100
Os08g0512700	BGIOSGA028986	91.863	80.0373
Os08g0512900	BGIOSGA028987	100	100
Os08g0513000	BGIOSGA028988	94.3182	38.785
Os08g0513100	BGIOSGA028991	93.75	42.5532
Os08g0513300	BGIOSGA028990	100	100
Os08g0513700	BGIOSGA028994	100	48.9474
Os08g0514100	BGIOSGA028996	72.5	47.3469
Os08g0514300	BGIOSGA007274	21.978	20.5761
Os08g0514300	BGIOSGA014812	89.4505	67.608
Os08g0514300	BGIOSGA016223	19.3407	24.8588
Os08g0514300	BGIOSGA028420	10.989	10.5263
Os08g0514600	BGIOSGA026685	91.9831	65.0746
Os08g0515700	BGIOSGA028998	89.0335	98.3573
Os08g0515800	BGIOSGA026683	99.0991	99.0991
Os08g0515900	BGIOSGA026678	53.2203	52.862
Os08g0515900	BGIOSGA026682	83.7288	84.0136
Os08g0516200	BGIOSGA026631	8.39416	6.59026
Os08g0516500	BGIOSGA029001	80.2885	68.4426
Os08g0516550	BGIOSGA029002	96.281	94.332
Os08g0516600	BGIOSGA026677	100	100
Os08g0516900	BGIOSGA029004	91.954	96.7742
Os08g0517100	BGIOSGA029005	98.9474	33.6918
Os08g0517200	BGIOSGA026675	94.971	46.0169
Os08g0517200	BGIOSGA026676	16.2476	21.2121
Os08g0517300	BGIOSGA026673	100	100
Os08g0517500	BGIOSGA026672	100	100
Os08g0517600	BGIOSGA026671	97.0954	93.9759
Os08g0517700	BGIOSGA029006	100	100
Os08g0517900	BGIOSGA026669	100	100
Os08g0518000	BGIOSGA029007	100	100
Os08g0518100	BGIOSGA029008	99.8801	99.8801
Os08g0518200	BGIOSGA026668	100	100
Os08g0518300	BGIOSGA026667	74.0845	93.5943
Os08g0518600	BGIOSGA002124	8.64198	4.16667
Os08g0518800	BGIOSGA026666	100	60.9428
Os08g0518900	BGIOSGA029009	100	100
Os08g0519000	BGIOSGA029010	54.1899	28.869
Os08g0519100	BGIOSGA026665	88.5827	100
Os08g0519300	BGIOSGA026663	91.3295	100
Os08g0519300	BGIOSGA026664	0	0
Os08g0519400	BGIOSGA026661	97.3451	94.8276
Os08g0519600	BGIOSGA029011	100	100
Os08g0519800	BGIOSGA029012	98.4095	54.8173
Os08g0519900	BGIOSGA026660	97.3282	55.6769
Os08g0520000	BGIOSGA026659	100	100
Os08g0520100	BGIOSGA029013	100	100
Os08g0520200	BGIOSGA026658	99.7455	99.7455
Os08g0520300	BGIOSGA026657	88.1432	96.8059
Os08g0520400	BGIOSGA026656	100	100
Os08g0520550	BGIOSGA026655	86.4992	53.4433
Os08g0520600	BGIOSGA026654	97.8723	98.2906
Os08g0520850	BGIOSGA029014	42.9825	35
Os08g0520900	BGIOSGA026650	99.8621	90.2743
Os08g0521000	BGIOSGA029021	99.6	99.6
Os08g0521200	BGIOSGA026648	99.1632	99.1632
Os08g0521400	BGIOSGA029016	83.5735	80.3324
Os08g0521600	BGIOSGA029017	100	100
Os08g0521800	BGIOSGA026646	100	100
Os08g0522300	BGIOSGA029019	98.6842	98.6842
Os08g0522400	BGIOSGA026644	99.0854	98.1873
Os08g0522500	BGIOSGA026643	99.6835	99.6835
Os08g0522600	BGIOSGA029020	100	100
Os08g0523000	BGIOSGA026642	86.9081	87.8873
Os08g0523100	BGIOSGA026641	80.7018	81.2721
Os08g0523200	BGIOSGA026640	99.0654	96.6565
Os08g0523200	BGIOSGA026651	50.4673	97.006
Os08g0523400	BGIOSGA026639	99.723	99.723
Os08g0523700	BGIOSGA026637	99.3421	99.3421
Os08g0524000	BGIOSGA026630	100	100
Os08g0524100	BGIOSGA029024	94.9413	90.1372
Os08g0524200	BGIOSGA026629	77.6923	100
Os08g0524400	BGIOSGA029025	100	100
Os08g0524600	BGIOSGA029026	100	31.5789
Os08g0524800	BGIOSGA029027	99.0123	99.0123
Os08g0525000	BGIOSGA026627	94.9074	50.3685
Os08g0525500	BGIOSGA029029	100	40.8602
Os08g0525600	BGIOSGA029030	100	99.4854
Os08g0525700	BGIOSGA026625	99.0628	98.6928
Os08g0525800	BGIOSGA026623	96.7811	44.2157
Os08g0526100	BGIOSGA026621	95.1883	80.531
Os08g0526100	BGIOSGA026622	51.6736	96.4844
Os08g0526300	BGIOSGA029031	93.921	94.7853
Os08g0526400	BGIOSGA026620	82.1429	46.1025
Os08g0526700	BGIOSGA029036	52.3077	29.3103
Os08g0527100	BGIOSGA026615	98.853	98.853
Os08g0527300	BGIOSGA026616	98.1025	84.065
Os08g0527600	BGIOSGA026610	0.45977	0.819672
Os08g0527700	BGIOSGA026612	66.2371	100
Os08g0527800	BGIOSGA026609	96.5517	17.6322
Os08g0527900	BGIOSGA026608	62.4	85.8716
Os08g0528000	BGIOSGA026607	99.1105	99.1105
Os08g0528100	BGIOSGA026611	88.8165	97.6134
Os08g0528200	BGIOSGA029038	99.061	95.4751
Os08g0528500	BGIOSGA026603	99.6454	100
Os08g0528601	BGIOSGA026602	100	100
Os08g0528700	BGIOSGA026601	51.9313	43.3692
Os08g0528800	BGIOSGA026599	99.8141	99.8141
Os08g0528900	BGIOSGA029039	97.6676	100
Os08g0529000	BGIOSGA026598	96.4865	100
Os08g0529100	BGIOSGA029040	99.0868	99.0868
Os08g0529200	BGIOSGA026597	94.9761	99.7487
Os08g0529300	BGIOSGA029041	99.7305	99.7305
Os08g0529400	BGIOSGA026596	89.1473	95.8333
Os08g0529800	BGIOSGA026594	95.2055	99.5227
Os08g0530000	BGIOSGA029043	95.5193	97.9123
Os08g0530066	BGIOSGA029044	99.4505	52.7697
Os08g0530100	BGIOSGA029044	99.2064	36.4431
Os08g0530200	BGIOSGA026593	99.4152	99.4152
Os08g0530300	BGIOSGA029045	99.505	99.505
Os08g0530400	BGIOSGA029046	78.0856	100
Os08g0530500	BGIOSGA026592	99.5169	100
Os08g0531000	BGIOSGA029048	100	100
Os08g0531100	BGIOSGA029049	94.8771	78.2095
Os08g0531200	BGIOSGA026591	59.0807	99.8106
Os08g0531300	BGIOSGA029050	100	99.6815
Os08g0531700	BGIOSGA029052	100	100
Os08g0531900	BGIOSGA029053	59.5628	53.6946
Os08g0532200	BGIOSGA026590	90.795	93.9394
Os08g0532300	BGIOSGA026589	100	100
Os08g0532400	BGIOSGA029054	99.8319	99.8319
Os08g0532500	BGIOSGA029055	99.4764	99.4764
Os08g0532700	BGIOSGA026588	98.2301	100
Os08g0532800	BGIOSGA026587	100	99.4444
Os08g0532900	BGIOSGA026586	100	100
Os08g0533300	BGIOSGA029056	99.1453	99.3576
Os08g0533600	BGIOSGA029057	99.568	99.568
Os08g0533700	BGIOSGA029058	99.5798	99.5798
Os08g0534200	BGIOSGA029059	87.6623	39.0173
Os08g0534350	BGIOSGA029060	66.0714	59.6774
Os08g0534900	BGIOSGA029059	99.422	99.422
Os08g0535000	BGIOSGA029060	66.0714	59.6774
Os08g0535100	BGIOSGA003374	61.6667	23.9637
Os08g0535200	BGIOSGA026582	100	100
Os08g0535400	BGIOSGA026580	99.2788	90.7692
Os08g0535600	BGIOSGA026579	100	100
Os08g0535700	BGIOSGA029062	91.4692	99.7416
Os08g0535800	BGIOSGA029063	99.569	99.569
Os08g0536000	BGIOSGA029064	99.7326	99.7326
Os08g0536100	BGIOSGA029065	93.4659	86.2385
Os08g0536200	BGIOSGA029066	98.2143	98.8024
Os08g0536300	BGIOSGA026578	68.2377	98.2301
Os08g0536400	BGIOSGA029067	99.1453	96.6667
Os08g0536800	BGIOSGA026577	87.055	92.4399
Os08g0537200	BGIOSGA026576	100	47.479
Os08g0537800	BGIOSGA026574	100	66.6667
Os08g0537900	BGIOSGA029071	98.234	52.8504
Os08g0538000	BGIOSGA029072	100	100
Os08g0538200	BGIOSGA029073	85.6678	93.2624
Os08g0538300	BGIOSGA029074	99.6795	97.1875
Os08g0538600	BGIOSGA029075	99.0566	99.0566
Os08g0538700	BGIOSGA026573	99.901	99.901
Os08g0538800	BGIOSGA026572	76.2478	69.0031
Os08g0539100	BGIOSGA026571	99.5283	99.5283
Os08g0539200	BGIOSGA029078	100	100
Os08g0539300	BGIOSGA029079	98.3491	97.6581
Os08g0539400	BGIOSGA026570	55.4357	80.1921
Os08g0539600	BGIOSGA029082	76.9953	56.3574
Os08g0539700	BGIOSGA029023	49.429	99.8353
Os08g0540000	BGIOSGA021051	95.9302	95.9302
Os08g0540100	BGIOSGA029084	97.6378	98.6737
Os08g0540300	BGIOSGA029085	87.6441	99.0689
Os08g0540400	BGIOSGA026567	99.646	99.646
Os08g0540500	BGIOSGA029086	100	96.6258
Os08g0541300	BGIOSGA029090	99.4681	99.4681
Os08g0541400	BGIOSGA029089	25.2874	85.7143
Os08g0541400	BGIOSGA029091	99.6169	99.6169
Os08g0541500	BGIOSGA026563	93.0423	96.1918
Os08g0541800	BGIOSGA029094	99.4444	99.4444
Os08g0542000	BGIOSGA026562	91.17	96.2704
Os08g0542100	BGIOSGA029092	89.8182	100
Os08g0542100	BGIOSGA029096	89.8182	100
Os08g0542200	BGIOSGA029097	99.3827	43.5527
Os08g0542600	BGIOSGA029099	99.3506	99.3506
Os08g0542700	BGIOSGA029100	99.8205	99.8205
Os08g0542900	BGIOSGA029101	100	100
Os08g0543000	BGIOSGA026557	80.8777	97.7273
Os08g0543050	BGIOSGA026556	91.9835	99.6419
Os08g0543100	BGIOSGA026555	45.3547	99.0775
Os08g0543275	BGIOSGA009150	3.24675	7.38007
Os08g0543400	BGIOSGA029103	100	100
Os08g0543400	BGIOSGA029104	88.6878	99.2405
Os08g0543500	BGIOSGA026553	43.5386	97.6654
Os08g0543600	BGIOSGA026552	99.5221	99.5221
Os08g0543700	BGIOSGA026551	98.8593	98.8593
Os08g0543900	BGIOSGA029105	86.8534	92.6437
Os08g0543900	BGIOSGA029106	68.9655	100
Os08g0544500	BGIOSGA026549	99.117	99.19
Os08g0544800	BGIOSGA026548	100	100
Os08g0544900	BGIOSGA029108	89.5075	99.7613
Os08g0545000	BGIOSGA026546	99.6965	73.2441
Os08g0545000	BGIOSGA026547	99.8483	99.697
Os08g0545200	BGIOSGA029109	97.832	100
Os08g0545700	BGIOSGA029111	67.8947	71.4681
Os08g0545800	BGIOSGA026542	98.0769	98.7097
Os08g0545900	BGIOSGA026541	89.9254	99.5868
Os08g0546100	BGIOSGA026540	96.519	100
Os08g0546300	BGIOSGA029112	100	100
Os08g0546400	BGIOSGA026539	99.8282	99.8282
Os08g0546700	BGIOSGA026538	100	100
Os08g0546800	BGIOSGA026537	95.1282	99.4638
Os08g0546900	BGIOSGA026534	98.4733	85.4305
Os08g0546900	BGIOSGA026536	98.4733	85.4305
Os08g0547000	BGIOSGA029113	58.1633	78.4404
Os08g0547100	BGIOSGA029114	100	100
Os08g0547200	BGIOSGA029115	99.469	99.8224
Os08g0547300	BGIOSGA026535	99.274	99.6357
Os08g0547500	BGIOSGA026533	93.3462	99.8968
Os08g0547800	BGIOSGA026531	98.1818	98.1818
Os08g0547900	BGIOSGA026530	99.4723	72.9207
Os08g0548000	BGIOSGA026529	98.3607	68.7023
Os08g0548200	BGIOSGA029117	100	100
Os08g0548300	BGIOSGA029118	97.7049	99.3333
Os08g0548400	BGIOSGA029119	79.4521	79.4521
Os08g0548500	BGIOSGA029121	94.582	99.8366
Os08g0548600	BGIOSGA026528	100	100
Os08g0548900	BGIOSGA029124	100	100
Os08g0549100	BGIOSGA026526	100	100
Os08g0549200	BGIOSGA029125	93.75	73.7477
Os08g0549300	BGIOSGA026524	95.6522	95.6522
Os08g0549600	BGIOSGA029127	99.3151	99.3151
Os08g0549900	BGIOSGA029129	99.2	68.5083
Os08g0550100	BGIOSGA026523	69.5473	99.705
Os08g0550200	BGIOSGA026522	76.0536	99.7487
Os08g0550400	BGIOSGA026518	98.8462	100
Os08g0550600	BGIOSGA029132	78.6697	41.9829
Os08g0550700	BGIOSGA026519	99.3007	99.3007
Os08g0551300	BGIOSGA029137	100	100
Os08g0551300	BGIOSGA029138	54.4681	54.0084
Os08g0551300	BGIOSGA029139	0	0
Os08g0551300	BGIOSGA029140	49.7872	41.0526
Os08g0551300	BGIOSGA029141	51.0638	49.3827
Os08g0552000	BGIOSGA029142	99.5726	99.1489
Os08g0552300	BGIOSGA029144	99.5745	99.5745
Os08g0552333	BGIOSGA029145	99.1489	99.1489
Os08g0552400	BGIOSGA029146	82.0408	86.6379
Os08g0552700	BGIOSGA026516	75.1634	54.5024
Os08g0552800	BGIOSGA029149	98.3402	98.3402
Os08g0552900	BGIOSGA029150	100	100
Os08g0553000	BGIOSGA029148	86.0294	100
Os08g0553000	BGIOSGA029162	86.0294	100
Os08g0553050	BGIOSGA029151	89.3333	99.505
Os08g0553100	BGIOSGA029152	100	100
Os08g0553200	BGIOSGA029153	100	100
Os08g0553300	BGIOSGA029154	99.5726	99.5726
Os08g0553400	BGIOSGA029155	88.4615	85.1852
Os08g0553500	BGIOSGA029156	99.1597	99.1597
Os08g0553700	BGIOSGA029157	100	100
Os08g0553750	BGIOSGA029158	92.6531	93.4156
Os08g0553800	BGIOSGA026515	99.7409	99.7409
Os08g0554000	BGIOSGA029160	99.7305	99.7305
Os08g0554050	BGIOSGA029161	97.6549	49.1568
Os08g0554300	BGIOSGA029135	32.3591	53.2646
Os08g0554400	BGIOSGA026514	96.5328	99.6234
