Gene stable ID	Musa acuminata gene stable ID	%id. target Musa acuminata gene identical to query gene	%id. query gene identical to target Musa acuminata gene
Os09g0480400	GSMUA_Achr3G04180_001	43.7058	62.6775
Os09g0480400	GSMUA_Achr4G01670_001	42.4328	63.1579
Os09g0480700	GSMUA_Achr1G19420_001	41.6667	35.8974
Os09g0480700	GSMUA_Achr3G11990_001	41.6667	44.0252
Os09g0480700	GSMUA_Achr4G03920_001	42.8571	52.9412
Os09g0480700	GSMUA_Achr4G13170_001	41.6667	47.9452
Os09g0481200	GSMUA_Achr5G04170_001	56.4417	57.8616
Os09g0481300	GSMUA_Achr10G03500_001	26.945	28.1746
Os09g0481300	GSMUA_Achr3G04120_001	29.7913	26.431
Os09g0481300	GSMUA_Achr4G01630_001	30.1708	26.7227
Os09g0481400	GSMUA_Achr6G36400_001	53.876	56.9672
Os09g0481400	GSMUA_Achr8G15650_001	51.5504	57.3276
Os09g0481400	GSMUA_Achr9G25230_001	53.4884	55.8704
Os09g0481600	GSMUA_Achr3G10930_001	66.9052	38.2413
Os09g0481600	GSMUA_Achr9G19800_001	67.263	38.3673
Os09g0481650	GSMUA_Achr10G26870_001	30.7292	28.9216
Os09g0481650	GSMUA_Achr7G03350_001	35.4167	33.4975
Os09g0481700	GSMUA_Achr11G10010_001	39.6525	38.7944
Os09g0481700	GSMUA_Achr4G01600_001	40.1264	38.1381
Os09g0481700	GSMUA_Achr5G04150_001	37.9147	37.9147
Os09g0481700	GSMUA_Achr5G23900_001	36.1769	40.531
Os09g0481700	GSMUA_Achr6G03500_001	32.0695	39.4175
Os09g0481800	GSMUA_Achr6G36270_001	51.2987	48.4663
Os09g0482100	GSMUA_Achr10G03520_001	82.8326	92.64
Os09g0482100	GSMUA_Achr11G10020_001	75.3934	91.3345
Os09g0482100	GSMUA_Achr3G04010_001	74.2489	92.1847
Os09g0482100	GSMUA_Achr3G10970_001	77.5393	91.8644
Os09g0482100	GSMUA_Achr9G12680_001	74.1059	92.8315
Os09g0482200	GSMUA_Achr3G04020_001	36.9072	45.202
Os09g0482200	GSMUA_Achr3G04040_001	36.2887	46.9333
Os09g0482200	GSMUA_Achr3G04060_001	36.4948	44.4724
Os09g0482200	GSMUA_Achr3G04070_001	46.5979	18.4641
Os09g0482300	GSMUA_Achr8G19560_001	29.2308	39.5833
Os09g0482500	GSMUA_Achr3G04020_001	36.9072	45.202
Os09g0482500	GSMUA_Achr3G04040_001	36.2887	46.9333
Os09g0482500	GSMUA_Achr3G04060_001	36.4948	44.4724
Os09g0482500	GSMUA_Achr3G04070_001	46.5979	18.4641
Os09g0482550	GSMUA_Achr8G19560_001	29.2308	39.5833
Os09g0482620	GSMUA_Achr10G03540_001	57.0342	29.7619
Os09g0482660	GSMUA_Achr4G29490_001	56.5966	43.9169
Os09g0482680	GSMUA_Achr3G03960_001	68.7671	70.1117
Os09g0482720	GSMUA_Achr9G19820_001	54.0984	46.7257
Os09g0482740	GSMUA_Achr7G20340_001	58.1761	57.6324
Os09g0482780	GSMUA_Achr3G10990_001	55.4167	50.5703
Os09g0482780	GSMUA_Achr4G01580_001	56.6667	51.9084
Os09g0482780	GSMUA_Achr9G19830_001	40.4167	44.0909
Os09g0482780	GSMUA_Achr9G27850_001	46.25	48.6842
Os09g0482800	GSMUA_Achr3G03930_001	74.4526	73.3813
Os09g0482800	GSMUA_Achr9G12620_001	72.2628	71.7391
Os09g0482840	GSMUA_Achr3G03930_001	73.7226	72.6619
Os09g0482840	GSMUA_Achr9G12620_001	70.8029	70.2899
Os09g0482860	GSMUA_Achr4G10400_001	30.6273	21.1196
Os09g0482860	GSMUA_Achr4G10410_001	30.6273	20.1456
Os09g0482860	GSMUA_Achr7G24760_001	25.8303	19.1257
Os09g0482900	GSMUA_Achr4G10400_001	33.543	40.7125
Os09g0482900	GSMUA_Achr4G10410_001	35.0105	40.534
Os09g0482900	GSMUA_Achr7G24760_001	33.9623	44.2623
Os09g0483100	GSMUA_Achr3G03930_001	73.913	73.3813
Os09g0483100	GSMUA_Achr9G12620_001	70.2899	70.2899
Os09g0483300	GSMUA_Achr3G03930_001	71.4286	71.9424
Os09g0483300	GSMUA_Achr9G12620_001	70	71.0145
Os09g0483500	GSMUA_Achr3G03930_001	76.6423	75.5396
Os09g0483500	GSMUA_Achr9G12620_001	72.2628	71.7391
Os09g0483600	GSMUA_AchrUn_randomG11100_001	57.1031	56.6298
Os09g0484300	GSMUA_Achr3G13460_001	20.2043	55.2795
Os09g0484300	GSMUA_Achr3G13470_001	22.815	35.3873
Os09g0484300	GSMUA_Achr7G06280_001	38.025	40.7543
Os09g0484800	GSMUA_Achr3G11020_001	77.1044	76.0797
Os09g0484900	GSMUA_Achr8G25680_001	64.2726	64.9907
Os09g0485201	GSMUA_AchrUn_randomG06620_001	40.7407	29.7297
Os09g0485800	GSMUA_Achr7G20480_001	46.6292	58.042
Os09g0485900	GSMUA_Achr2G00380_001	45.7895	87.8788
Os09g0485900	GSMUA_Achr5G20390_001	47.8947	91
Os09g0486000	GSMUA_Achr8G25620_001	57.8378	56.6138
Os09g0486500	GSMUA_Achr3G11070_001	56.7073	60
Os09g0486500	GSMUA_Achr9G19860_001	55.4878	58.7097
Os09g0486700	GSMUA_Achr5G22330_001	42.8571	62.1019
Os09g0486700	GSMUA_Achr7G02080_001	47.6923	54.798
Os09g0487200	GSMUA_Achr3G11080_001	50.3846	58.0502
Os09g0487200	GSMUA_Achr9G19880_001	51.2821	58.7372
Os09g0487500	GSMUA_Achr7G02050_001	65.812	39.6907
Os09g0487600	GSMUA_Achr3G11090_001	69.8031	68.75
Os09g0487700	GSMUA_Achr5G23880_001	50.9804	50.3226
Os09g0487900	GSMUA_Achr3G11110_001	37.9052	38.5787
Os09g0487900	GSMUA_Achr9G27780_001	36.409	35.1807
Os09g0488000	GSMUA_Achr3G03810_001	53.9394	54.6012
Os09g0488000	GSMUA_Achr9G12550_001	53.9394	57.0513
Os09g0488600	GSMUA_Achr9G27770_001	46.2719	45.671
Os09g0488700	GSMUA_Achr4G13210_001	7.75862	17.6471
Os09g0488800	GSMUA_Achr3G03800_001	49.6732	53.3333
Os09g0488800	GSMUA_Achr7G02030_001	45.915	44.3918
Os09g0488800	GSMUA_Achr8G25600_001	50.4902	48.5849
Os09g0488800	GSMUA_Achr9G12540_001	49.183	52.439
Os09g0488800	GSMUA_Achr9G20170_001	31.0458	57.0571
Os09g0488800	GSMUA_Achr9G27740_001	51.1438	53.7801
Os09g0489200	GSMUA_Achr8G25590_001	70.6311	64.6667
Os09g0489200	GSMUA_Achr9G20180_001	73.301	73.6585
Os09g0489500	GSMUA_Achr3G11150_001	48.1836	60.8696
Os09g0489500	GSMUA_Achr9G20200_001	49.1396	46.9835
Os09g0489500	GSMUA_Achr9G27700_001	44.1683	61.6
Os09g0490200	GSMUA_Achr3G11160_001	49.0998	52.5394
Os09g0490200	GSMUA_Achr8G25580_001	53.8462	53.4091
Os09g0490200	GSMUA_Achr9G27680_001	55.6465	55.7377
Os09g0490400	GSMUA_Achr8G24350_001	53.0364	31.5663
Os09g0491100	GSMUA_Achr8G24350_001	55.2	33.253
Os09g0491532	GSMUA_Achr4G03880_001	34.6749	39.2982
Os09g0491596	GSMUA_Achr3G11180_001	32.7778	42.7536
Os09g0491596	GSMUA_Achr6G03430_001	33.3333	12.7119
Os09g0491596	GSMUA_Achr6G22270_001	29.4444	40.458
Os09g0491612	GSMUA_Achr6G22250_001	50.2924	52.439
Os09g0491644	GSMUA_Achr8G25530_001	22.619	8.34553
Os09g0491644	GSMUA_Achr9G12390_001	19.8413	5.50055
Os09g0491644	GSMUA_Achr9G20120_001	24.2063	9.45736
Os09g0491644	GSMUA_Achr9G27630_001	3.96825	2.35849
Os09g0491660	GSMUA_Achr8G25530_001	42.9952	13.0307
Os09g0491660	GSMUA_Achr9G12390_001	43.4783	9.90099
Os09g0491660	GSMUA_Achr9G20120_001	41.5459	13.3333
Os09g0491660	GSMUA_Achr9G27630_001	38.6473	18.8679
Os09g0491676	GSMUA_Achr4G19290_001	29.9728	23.9651
Os09g0491676	GSMUA_Achr5G22290_001	28.0654	45.9821
Os09g0491676	GSMUA_Achr6G36320_001	39.5095	44.8916
Os09g0491692	GSMUA_Achr10G03280_001	94.0171	94.0171
Os09g0491708	GSMUA_Achr7G20540_001	47.6323	58.3618
Os09g0491740	GSMUA_Achr3G03690_001	57.2559	51.4218
Os09g0491772	GSMUA_Achr6G36350_001	63.1579	81.6635
Os09g0491772	GSMUA_AchrUn_randomG12910_001	29.6784	81.5261
Os09g0491772	GSMUA_AchrUn_randomG12930_001	16.5205	71.9745
Os09g0492700	GSMUA_Achr4G09840_001	62.5	79.646
Os09g0492700	GSMUA_Achr7G20570_001	70.6597	78.7234
Os09g0492700	GSMUA_AchrUn_randomG12820_001	63.5417	73.494
Os09g0492700	GSMUA_AchrUn_randomG18480_001	66.3194	77.1717
Os09g0492800	GSMUA_Achr9G20050_001	51.3333	58.3333
Os09g0492900	GSMUA_Achr2G08730_001	31.1475	34.3373
Os09g0492900	GSMUA_Achr7G27420_001	27.3224	30.303
Os09g0493000	GSMUA_Achr2G08730_001	4.97512	6.0241
Os09g0493000	GSMUA_Achr7G27420_001	4.97512	6.06061
Os09g0493400	GSMUA_Achr1G27940_001	47.259	48.8281
Os09g0493500	GSMUA_AchrUn_randomG11930_001	57.9235	65.2308
Os09g0493600	GSMUA_Achr4G09860_001	53.3333	54.5455
Os09g0493700	GSMUA_Achr8G24280_001	24.5014	29.3015
Os09g0493700	GSMUA_AchrUn_randomG11980_001	24.5014	30.2285
Os09g0493800	GSMUA_Achr8G25400_001	75.9494	73.1707
Os09g0494200	GSMUA_Achr6G36390_001	70.2454	55.5825
Os09g0494200	GSMUA_Achr7G20770_001	49.0798	78.8177
Os09g0494300	GSMUA_Achr3G05490_001	42.2222	50
Os09g0494300	GSMUA_Achr9G14080_001	42.8571	52.1236
Os09g0494600	GSMUA_Achr5G04990_001	53.0075	58.9958
Os09g0494600	GSMUA_Achr6G03730_001	48.4962	53.75
Os09g0494600	GSMUA_Achr7G15830_001	52.2556	58.4034
Os09g0497000	GSMUA_Achr6G03740_001	60.8696	65.7459
Os09g0497000	GSMUA_Achr6G30940_001	63.9386	69.6379
Os09g0497100	GSMUA_Achr1G23630_001	36.1336	36.6906
Os09g0497100	GSMUA_Achr4G20690_001	22.3684	65.9701
Os09g0497100	GSMUA_AchrUn_randomG04460_001	37.1457	39.7616
Os09g0497400	GSMUA_Achr10G15120_001	80.4781	82.1138
Os09g0497400	GSMUA_Achr6G13880_001	80.4781	82.1138
Os09g0497500	GSMUA_Achr6G14520_001	41.8338	30.8668
Os09g0497500	GSMUA_AchrUn_randomG26350_001	26.361	38.4937
Os09g0497600	GSMUA_Achr3G05550_001	65.8228	22.9075
Os09g0497600	GSMUA_Achr9G13970_001	59.4937	20.8889
Os09g0497700	GSMUA_Achr10G30970_001	53.5874	53.7079
Os09g0497700	GSMUA_Achr6G01760_001	51.3453	51.5766
Os09g0497700	GSMUA_Achr9G13940_001	48.8789	49.2099
Os09g0497900	GSMUA_Achr6G01770_001	41.1932	62.7706
Os09g0497900	GSMUA_Achr7G19680_001	53.6932	57.7982
Os09g0497900	GSMUA_Achr8G24680_001	47.7273	52.9968
Os09g0498100	GSMUA_Achr10G02840_001	74.2647	75.3731
Os09g0498300	GSMUA_Achr8G12930_001	12.8049	30.6569
Os09g0498300	GSMUA_Achr8G12940_001	20.7317	28.0992
Os09g0498300	GSMUA_Achr8G12950_001	17.6829	38.6667
Os09g0498300	GSMUA_AchrUn_randomG17100_001	13.7195	30.2013
Os09g0498500	GSMUA_Achr4G09570_001	50	60.1156
Os09g0498600	GSMUA_Achr10G30910_001	46.1039	42.1365
Os09g0498800	GSMUA_Achr10G30890_001	58.8235	60.3865
Os09g0498800	GSMUA_Achr5G04900_001	50.8235	51.5513
Os09g0498800	GSMUA_Achr7G19570_001	56.7059	58.3535
Os09g0499000	GSMUA_Achr3G05640_001	35.5212	39.485
Os09g0499000	GSMUA_Achr7G15940_001	34.749	40.724
Os09g0499000	GSMUA_Achr9G13850_001	40.1544	46.2222
Os09g0500200	GSMUA_Achr8G07250_001	55	58.5799
Os09g0500300	GSMUA_Achr11G26690_001	63.2368	54.9479
Os09g0500300	GSMUA_Achr5G25370_001	27.8721	60.5206
Os09g0500300	GSMUA_Achr5G25380_001	36.6633	55.3545
Os09g0500300	GSMUA_AchrUn_randomG00800_001	63.2368	61.998
Os09g0500600	GSMUA_Achr8G31950_001	78.6374	81.2649
Os09g0500900	GSMUA_Achr5G25330_001	53.0457	53.7275
Os09g0500900	GSMUA_Achr8G00970_001	56.3452	57.0694
Os09g0500900	GSMUA_Achr8G08840_001	54.0609	55.4688
Os09g0500900	GSMUA_AchrUn_randomG00850_001	51.7766	52.1739
Os09g0501200	GSMUA_Achr10G17110_001	89.4737	89.4737
Os09g0501200	GSMUA_Achr3G02470_001	90.2256	90.2256
Os09g0501200	GSMUA_Achr6G12040_001	89.4737	73.0061
Os09g0501200	GSMUA_Achr7G19740_001	88.7218	88.7218
Os09g0501600	GSMUA_Achr10G28920_001	38.2514	33.0969
Os09g0501600	GSMUA_Achr3G17290_001	36.8852	23.6842
Os09g0501600	GSMUA_Achr4G16120_001	36.8852	29.5405
Os09g0501600	GSMUA_Achr7G02770_001	42.623	31.9672
Os09g0501600	GSMUA_Achr7G22770_001	36.612	30.3167
Os09g0501700	GSMUA_Achr10G17110_001	70.5882	90.2256
Os09g0501700	GSMUA_Achr3G02470_001	70	89.4737
Os09g0501700	GSMUA_Achr6G12040_001	71.1765	74.2331
Os09g0501700	GSMUA_Achr7G19740_001	70	89.4737
Os09g0502000	GSMUA_Achr10G17110_001	90.9774	90.9774
Os09g0502000	GSMUA_Achr3G02470_001	90.2256	90.2256
Os09g0502000	GSMUA_Achr6G12040_001	90.9774	74.2331
Os09g0502000	GSMUA_Achr7G19740_001	90.2256	90.2256
Os09g0502200	GSMUA_Achr11G15240_001	57.0833	62.4146
Os09g0502200	GSMUA_Achr8G08800_001	52.9167	65.2956
Os09g0502200	GSMUA_AchrUn_randomG00860_001	53.3333	56.3877
Os09g0503400	GSMUA_Achr7G23600_001	66.21	74.8194
Os09g0504000	GSMUA_Achr5G25290_001	13.0522	56.0345
Os09g0504000	GSMUA_Achr7G02740_001	59.0361	60.6186
Os09g0504000	GSMUA_Achr8G00950_001	60.0402	67.4944
Os09g0504000	GSMUA_Achr8G08790_001	59.4378	66.6667
Os09g0504000	GSMUA_AchrUn_randomG13630_001	60.4418	67.9458
Os09g0504400	GSMUA_Achr7G02730_001	80.9339	79.0875
Os09g0504700	GSMUA_Achr10G29000_001	38.2199	29.6748
Os09g0504700	GSMUA_Achr11G15340_001	34.555	25.2874
Os09g0504700	GSMUA_Achr7G22840_001	37.6963	32.4324
Os09g0504700	GSMUA_Achr8G00830_001	36.1257	27.2727
Os09g0504700	GSMUA_Achr8G08680_001	37.1728	23.127
Os09g0504800	GSMUA_Achr10G14280_001	46.4286	51.5873
Os09g0504900	GSMUA_Achr5G25230_001	28.103	45.283
Os09g0505000	GSMUA_Achr11G08620_001	35.9813	32.766
Os09g0505000	GSMUA_Achr8G08650_001	19.1589	43.1579
Os09g0505100	GSMUA_Achr8G17190_001	29.763	40.7792
Os09g0505200	GSMUA_AchrUn_randomG01020_001	37.6119	35.5932
Os09g0505300	GSMUA_Achr8G08690_001	83.3333	63.0137
Os09g0505400	GSMUA_Achr5G25200_001	2.89855	7.64331
Os09g0505400	GSMUA_Achr5G25210_001	22.4638	28.5276
Os09g0505400	GSMUA_Achr5G25220_001	23.6715	30.0613
Os09g0505600	GSMUA_Achr11G16560_001	84.1629	84.1629
Os09g0505600	GSMUA_Achr2G00960_001	84.1629	84.1629
Os09g0505600	GSMUA_Achr5G18150_001	54.7511	80.6667
Os09g0505700	GSMUA_Achr11G15350_001	81.1404	57.6324
Os09g0505800	GSMUA_AchrUn_randomG00580_001	9.47581	47
Os09g0506900	GSMUA_Achr8G17850_001	34.4051	41.3127
Os09g0507200	GSMUA_Achr11G19540_001	68.9516	72.766
Os09g0507300	GSMUA_Achr5G04350_001	54.1812	60.8611
Os09g0507400	GSMUA_Achr7G22930_001	47.5806	45.7364
Os09g0507400	GSMUA_Achr8G28210_001	38.7097	33.5664
Os09g0507400	GSMUA_AchrUn_randomG26580_001	45.1613	29.1667
Os09g0507500	GSMUA_Achr10G11410_001	55.8912	56.0606
Os09g0507600	GSMUA_Achr3G28080_001	71.564	71.2264
Os09g0507600	GSMUA_Achr7G02690_001	71.09	71.4286
Os09g0507800	GSMUA_Achr10G14200_001	92.6357	89.5131
Os09g0507800	GSMUA_Achr11G10270_001	93.4109	87.0036
Os09g0507800	GSMUA_Achr3G03600_001	93.0233	83.6237
Os09g0507800	GSMUA_Achr6G14640_001	93.7984	63.6842
Os09g0507800	GSMUA_Achr6G21550_001	93.4109	69.4524
Os09g0508900	GSMUA_Achr9G12250_001	73.0028	71.6216
Os09g0509000	GSMUA_Achr10G12230_001	60.8586	55.0228
Os09g0509000	GSMUA_Achr6G08230_001	57.5758	56.2963
Os09g0509000	GSMUA_AchrUn_randomG08870_001	57.8283	56.6832
Os09g0509200	GSMUA_Achr5G25000_001	87.766	79.7101
Os09g0509200	GSMUA_Achr8G09180_001	49.4681	85.7143
Os09g0509300	GSMUA_Achr11G10970_001	40.1914	41.8605
Os09g0509300	GSMUA_Achr11G19590_001	26.4753	55.3333
Os09g0509300	GSMUA_Achr8G00600_001	43.0622	44.335
Os09g0509400	GSMUA_Achr4G00110_001	37.3819	40.1449
Os09g0509400	GSMUA_Achr7G22490_001	38.5965	40.7407
Os09g0509500	GSMUA_Achr8G17790_001	13.0573	9.05077
Os09g0509700	GSMUA_Achr10G05820_001	37.819	35.5895
Os09g0509700	GSMUA_Achr11G08470_001	38.051	31.6602
Os09g0509700	GSMUA_Achr6G06130_001	35.9629	34.8315
Os09g0510200	GSMUA_AchrUn_randomG00570_001	87.2093	76.9231
Os09g0510500	GSMUA_Achr10G18410_001	30.1418	30.6859
Os09g0510500	GSMUA_Achr2G21460_001	32.6241	23.7726
Os09g0510700	GSMUA_Achr11G10840_001	76.7943	78.6765
Os09g0510700	GSMUA_Achr4G00060_001	77.2727	77.1804
Os09g0510700	GSMUA_Achr7G22530_001	61.4833	69.4595
Os09g0511000	GSMUA_Achr11G19960_001	67.1827	35
Os09g0511000	GSMUA_Achr5G21570_001	65.3251	58.6111
Os09g0511500	GSMUA_Achr8G17150_001	13.3663	24
Os09g0511500	GSMUA_Achr8G17170_001	24.7525	29.7619
Os09g0511500	GSMUA_AchrUn_randomG05940_001	34.1584	31.5789
Os09g0511600	GSMUA_Achr11G06730_001	56.979	55.4935
Os09g0511700	GSMUA_Achr11G06730_001	62.0438	31.6574
Os09g0511900	GSMUA_Achr11G06730_001	55.666	52.1415
Os09g0512700	GSMUA_Achr11G20040_001	54.3902	56.1713
Os09g0512800	GSMUA_Achr7G02590_001	52.1505	47.549
Os09g0512800	GSMUA_Achr7G10340_001	56.9892	56.6845
Os09g0512800	GSMUA_Achr8G17700_001	55.914	50.9804
Os09g0512800	GSMUA_Achr9G28410_001	56.9892	53.2663
Os09g0512800	GSMUA_AchrUn_randomG05950_001	60.2151	55.1724
Os09g0512900	GSMUA_Achr9G28420_001	80.5825	79.8077
Os09g0513100	GSMUA_Achr11G11090_001	69.2	37.2845
Os09g0513200	GSMUA_Achr3G21500_001	66.092	66.474
Os09g0513200	GSMUA_Achr5G25630_001	67.5287	54.3981
Os09g0513200	GSMUA_Achr8G09100_001	68.6782	64.4205
Os09g0513500	GSMUA_Achr1G17050_001	68.3168	39.8844
Os09g0513500	GSMUA_Achr3G21510_001	69.3069	40.4624
Os09g0513600	GSMUA_Achr11G15030_001	74.5902	49.1892
Os09g0513600	GSMUA_Achr3G21520_001	74.5902	49.3225
Os09g0513600	GSMUA_Achr5G25660_001	52.8689	36.236
Os09g0513600	GSMUA_Achr8G32140_001	69.6721	50.2959
Os09g0513600	GSMUA_AchrUn_randomG00760_001	75.4098	49.3298
Os09g0513600	GSMUA_AchrUn_randomG14270_001	75.8197	50.2717
Os09g0513700	GSMUA_Achr8G09080_001	46.9333	63.7681
Os09g0514100	GSMUA_AchrUn_randomG14990_001	56.0575	57.3529
Os09g0514200	GSMUA_Achr3G21540_001	56.6724	63.4951
Os09g0514400	GSMUA_Achr2G01670_001	63.7168	60.8451
Os09g0514500	GSMUA_Achr9G29410_001	14.978	22.5166
Os09g0514600	GSMUA_Achr11G15040_001	74.0506	50.431
Os09g0514600	GSMUA_Achr5G25690_001	70.8861	69.5652
Os09g0514700	GSMUA_Achr11G11130_001	21.5094	20.2128
Os09g0514700	GSMUA_Achr11G19220_001	21.6981	21.6981
Os09g0514900	GSMUA_Achr9G29400_001	57.188	58.2931
Os09g0515100	GSMUA_Achr10G04260_001	59.5993	66.3569
Os09g0515100	GSMUA_Achr11G08850_001	65.2755	65.3846
Os09g0515200	GSMUA_Achr11G15050_001	73.8281	75
Os09g0515300	GSMUA_AchrUn_randomG14960_001	44.7368	25
Os09g0515400	GSMUA_Achr7G23840_001	40.6699	40.0943
Os09g0515500	GSMUA_Achr11G01750_001	64.3855	78.8034
Os09g0515800	GSMUA_Achr11G15000_001	79.0541	77.827
Os09g0515800	GSMUA_AchrUn_randomG00700_001	78.1532	77.2829
Os09g0516200	GSMUA_Achr11G12720_001	52.6316	53.4759
Os09g0516200	GSMUA_Achr11G14990_001	58.9474	50
Os09g0516200	GSMUA_Achr5G25700_001	46.8421	50.1408
Os09g0516200	GSMUA_AchrUn_randomG00680_001	56.3158	53.6341
Os09g0516300	GSMUA_Achr8G32180_001	36.4444	38.6337
Os09g0516300	GSMUA_AchrUn_randomG14280_001	36.7778	38.3991
Os09g0516500	GSMUA_Achr7G23800_001	48.9474	49.1197
Os09g0516600	GSMUA_Achr8G32190_001	67.5595	64.8571
Os09g0516600	GSMUA_AchrUn_randomG21290_001	67.2619	75.0831
Os09g0516700	GSMUA_Achr11G14970_001	51.1879	33.5694
Os09g0516700	GSMUA_Achr11G26530_001	52.6998	58.2339
Os09g0516700	GSMUA_Achr11G26540_001	3.02376	4.57516
Os09g0516700	GSMUA_Achr3G21570_001	56.3715	35.1752
Os09g0516700	GSMUA_Achr5G25710_001	60.0432	37.7205
Os09g0516800	GSMUA_Achr2G20240_001	37.2781	50
Os09g0516900	GSMUA_Achr11G26510_001	61.7647	62.6866
Os09g0516900	GSMUA_Achr3G16840_001	50.1634	47.9688
Os09g0516900	GSMUA_Achr5G25740_001	62.4183	63.9866
Os09g0517000	GSMUA_Achr3G21630_001	35.8333	35.2459
Os09g0517600	GSMUA_Achr5G25760_001	29.4416	52.8474
Os09g0517700	GSMUA_Achr10G04190_001	69.1235	58.8136
Os09g0517700	GSMUA_Achr10G04200_001	36.255	70.8171
Os09g0517700	GSMUA_Achr10G04210_001	6.97211	62.5
Os09g0517800	GSMUA_Achr3G10810_001	22.7941	25.4098
Os09g0517900	GSMUA_Achr11G08920_001	47.5104	58.4184
Os09g0518000	GSMUA_Achr11G08920_001	42.4	54.0816
Os09g0518200	GSMUA_Achr11G08920_001	46.9083	56.1224
Os09g0518500	GSMUA_Achr11G11220_001	72.0641	62.3077
Os09g0518500	GSMUA_Achr11G19300_001	70.9964	69.1508
Os09g0518500	GSMUA_Achr7G23730_001	35.9431	63.7224
Os09g0518700	GSMUA_Achr11G19310_001	35.4662	61.1987
Os09g0518700	GSMUA_Achr11G19320_001	14.2596	43.5754
Os09g0518900	GSMUA_Achr9G00430_001	47.9651	60.6618
Os09g0519100	GSMUA_Achr10G07470_001	38.2576	25.3133
Os09g0519100	GSMUA_Achr1G08130_001	33.3333	15.7706
Os09g0519100	GSMUA_Achr1G18910_001	35.6061	23.8579
Os09g0519100	GSMUA_Achr9G20820_001	31.4394	22.5543
Os09g0520100	GSMUA_Achr11G08000_001	37.4046	34.7518
Os09g0520200	GSMUA_Achr9G24390_001	77.7778	82.1429
Os09g0520300	GSMUA_Achr3G12280_001	42.9204	50.6087
Os09g0520400	GSMUA_Achr11G03050_001	20.1794	21.2264
Os09g0520400	GSMUA_Achr1G08090_001	21.0762	20.1717
Os09g0520400	GSMUA_Achr3G12290_001	24.8879	22.2
Os09g0520400	GSMUA_Achr5G20200_001	14.7982	23.741
Os09g0520400	GSMUA_Achr8G12090_001	22.1973	20.9302
Os09g0520600	GSMUA_Achr9G24350_001	68.3292	58.7983
Os09g0520700	GSMUA_Achr4G19590_001	67.9598	65.6944
Os09g0520700	GSMUA_Achr7G05930_001	63.9368	73.3114
Os09g0520800	GSMUA_AchrUn_randomG05510_001	56.8826	67.8744
Os09g0521300	GSMUA_Achr11G03130_001	29.6588	35.5346
Os09g0521300	GSMUA_Achr11G17370_001	18.6352	31.4159
Os09g0521300	GSMUA_Achr3G12320_001	18.1102	34.1584
Os09g0521300	GSMUA_Achr4G27220_001	19.1601	33.1818
Os09g0521300	GSMUA_Achr5G03320_001	22.3097	44.9735
Os09g0521300	GSMUA_Achr8G00050_001	29.3963	32.6531
Os09g0521400	GSMUA_Achr4G04740_001	78.3613	68.9464
Os09g0521400	GSMUA_Achr9G00950_001	79.4118	80.0847
Os09g0521500	GSMUA_Achr3G26770_001	82.5485	83.2402
Os09g0521500	GSMUA_Achr9G24340_001	82.2715	80.4878
Os09g0521800	GSMUA_Achr1G18870_001	67.5362	66.6667
Os09g0521800	GSMUA_AchrUn_randomG05500_001	50	57.7889
Os09g0521900	GSMUA_Achr4G19650_001	54.0541	54.9273
Os09g0522100	GSMUA_Achr4G19660_001	40.2439	31.1321
Os09g0522100	GSMUA_Achr7G05900_001	40.6504	48.5437
Os09g0522200	GSMUA_Achr4G19660_001	41.5966	31.1321
Os09g0522200	GSMUA_Achr7G05900_001	41.5966	48.0583
Os09g0524300	GSMUA_Achr1G16200_001	32.5323	32.2344
Os09g0524800	GSMUA_Achr1G07950_001	54.1916	60.9428
Os09g0524800	GSMUA_Achr1G18860_001	47.3054	55.6338
Os09g0524800	GSMUA_Achr3G12380_001	53.8922	65.9341
Os09g0524800	GSMUA_Achr3G14600_001	54.7904	62.0339
Os09g0524800	GSMUA_Achr4G19700_001	46.4072	60.5469
Os09g0524800	GSMUA_Achr7G05880_001	53.8922	55.0459
Os09g0525200	GSMUA_Achr4G19740_001	49.2593	55.4167
Os09g0525200	GSMUA_Achr4G32220_001	49.2593	39.3491
Os09g0525300	GSMUA_Achr3G12400_001	65.8363	64.2361
Os09g0525300	GSMUA_Achr7G05860_001	64.7687	62.7586
Os09g0525600	GSMUA_Achr10G07660_001	45.8564	42.3469
Os09g0525600	GSMUA_Achr11G07060_001	46.593	42.9542
Os09g0525700	GSMUA_Achr1G18810_001	2.22222	4.54545
Os09g0525700	GSMUA_Achr1G18820_001	21.1111	43.578
Os09g0525700	GSMUA_Achr1G18830_001	29.7778	31.5294
Os09g0525900	GSMUA_Achr1G07920_001	68.4211	68.8474
Os09g0525900	GSMUA_Achr2G03320_001	69.6594	70.0935
Os09g0525900	GSMUA_Achr9G20880_001	67.1827	67.3913
Os09g0526300	GSMUA_Achr11G03290_001	84.7328	14.3041
Os09g0526300	GSMUA_Achr11G21700_001	75.5725	13.3065
Os09g0526300	GSMUA_Achr1G18760_001	84.7328	14.6825
Os09g0526300	GSMUA_Achr3G12410_001	72.5191	12.8032
Os09g0526300	GSMUA_Achr5G10510_001	86.2595	14.2138
Os09g0526300	GSMUA_Achr5G20050_001	85.4962	14.088
Os09g0526300	GSMUA_AchrUn_randomG10540_001	77.8626	13.264
Os09g0526600	GSMUA_Achr1G03910_001	28.8546	45.1724
