Gene stable ID	Amborella trichopoda gene stable ID	%id. target Amborella trichopoda gene identical to query gene	%id. query gene identical to target Amborella trichopoda gene
Os09g0544000	AMTR_s00002p00257100	21.6814	35.6364
Os09g0544000	AMTR_s00002p00257270	40.0442	41.4188
Os09g0544000	AMTR_s00002p00257740	36.9469	38.3908
Os09g0544000	AMTR_s00038p00060070	40.708	42.2989
Os09g0544000	AMTR_s00038p00068550	26.1062	40.411
Os09g0544300	AMTR_s00001p00169860	67.8275	71.0069
Os09g0544400	AMTR_s00001p00173570	3.60745	42.4658
Os09g0544800	AMTR_s00001p00182400	63.6364	63.2979
Os09g0544900	AMTR_s00001p00270490	43.4921	62.844
Os09g0545000	AMTR_s00021p00052630	13.1802	29.2225
Os09g0545000	AMTR_s00021p00100960	14.2684	29.8734
Os09g0545000	AMTR_s00021p00101120	8.58525	21.5152
Os09g0545000	AMTR_s00021p00101650	11.4873	22.8365
Os09g0545000	AMTR_s00021p00101880	11.1245	20.5357
Os09g0545000	AMTR_s00068p00106280	22.0073	22.4138
Os09g0545000	AMTR_s00068p00108060	7.13422	19.0323
Os09g0545000	AMTR_s00068p00108670	3.99033	20.625
Os09g0545000	AMTR_s00068p00109780	20.6771	21.4555
Os09g0545000	AMTR_s00068p00110210	12.5756	26.4631
Os09g0545000	AMTR_s00068p00110730	10.7618	22.1945
Os09g0545000	AMTR_s00068p00111100	12.2128	25.1244
Os09g0545000	AMTR_s00068p00111870	11.1245	22.9426
Os09g0545000	AMTR_s00068p00112600	11.6082	24
Os09g0545000	AMTR_s00068p00112960	11.0036	22.6933
Os09g0545000	AMTR_s00068p00113570	9.67352	29.0909
Os09g0545000	AMTR_s00068p00113810	5.56227	19.0871
Os09g0545000	AMTR_s00075p00191670	21.1608	24.1713
Os09g0545300	AMTR_s00001p00244060	24.5614	35.8974
Os09g0545500	AMTR_s00001p00244060	25.3623	29.9145
Os09g0545700	AMTR_s00001p00244060	23.4043	28.2051
Os09g0546100	AMTR_s00001p00244060	28.3688	34.188
Os09g0546200	AMTR_s00001p00244060	25.7143	30.7692
Os09g0546700	AMTR_s00001p00244060	25.6944	31.6239
Os09g0546900	AMTR_s00001p00244060	0	0
Os09g0547000	AMTR_s00001p00244060	23.4043	28.2051
Os09g0547033	AMTR_s00001p00244060	25.3623	29.9145
Os09g0547100	AMTR_s00001p00244060	26	33.3333
Os09g0547300	AMTR_s00001p00232190	9.90207	37.1429
Os09g0547500	AMTR_s00001p00241960	61.2335	64.9533
Os09g0547500	AMTR_s00001p00242250	62.9956	65.5963
Os09g0548200	AMTR_s00001p00224430	30.0268	39.8577
Os09g0548300	AMTR_s00001p00077690	50.9532	52.973
Os09g0548400	AMTR_s00001p00055460	50.6744	50.8704
Os09g0548400	AMTR_s00001p00064470	26.3969	40.176
Os09g0548400	AMTR_s03621p00005870	7.89981	41.8367
Os09g0548600	AMTR_s00002p00134740	43.0636	39.8396
Os09g0548700	AMTR_s00001p00055460	50	51.0638
Os09g0548700	AMTR_s00001p00064470	25.7576	39.8827
Os09g0548700	AMTR_s03621p00005870	9.2803	50
Os09g0549300	AMTR_s00001p00055460	47.4383	48.3559
Os09g0549300	AMTR_s00001p00064470	25.2372	39.0029
Os09g0549300	AMTR_s03621p00005870	8.5389	45.9184
Os09g0549400	AMTR_s00001p00025290	19.5294	22.5543
Os09g0549450	AMTR_s00001p00009420	29.5724	40.0966
Os09g0549500	AMTR_s00072p00141070	53.6232	60.6557
Os09g0549700	AMTR_s00180p00024800	50	59.2233
Os09g0550000	AMTR_s00044p00165320	34.0388	28.1341
Os09g0550300	AMTR_s00043p00231180	35.0211	29.5724
Os09g0550500	AMTR_s00043p00231180	31.6406	19.2399
Os09g0550600	AMTR_s00043p00231180	40.9037	40.8551
Os09g0551000	AMTR_s00043p00231180	0	0
Os09g0551201	AMTR_s00043p00231180	33.3333	25.6532
Os09g0551251	AMTR_s00043p00231180	43.7423	41.924
Os09g0551300	AMTR_s00061p00211510	48.6409	50.6706
Os09g0551400	AMTR_s00043p00231180	42.2434	42.0428
Os09g0551500	AMTR_s00043p00231180	42.233	41.3302
Os09g0551600	AMTR_s00044p00160130	56.6929	46.1538
Os09g0551800	AMTR_s00044p00154010	38.6914	38.4122
Os09g0551900	AMTR_s00044p00152480	54.2857	37.6238
Os09g0552300	AMTR_s00044p00150270	64.133	59.3407
Os09g0552800	AMTR_s00044p00058470	35.2459	68.617
Os09g0553100	AMTR_s00019p00220720	100	100
Os09g0553200	AMTR_s00044p00070480	83.7953	82.3899
Os09g0553300	AMTR_s00044p00083840	55.9783	37.8676
Os09g0553600	AMTR_s00044p00084770	40.7008	79.0576
Os09g0553700	AMTR_s00010p00266830	20.2091	31.3514
Os09g0553700	AMTR_s00044p00086850	41.115	38.6885
Os09g0553800	AMTR_s00044p00101920	56.1644	33.8843
Os09g0553900	AMTR_s00044p00107090	44.0544	43.031
Os09g0554000	AMTR_s00044p00108170	63.1868	35.1682
Os09g0554300	AMTR_s00044p00126910	50.9346	50.8158
Os09g0555100	AMTR_s00044p00126910	49.409	48.7179
Os09g0555200	AMTR_s00069p00150990	4.08805	1.34576
Os09g0555300	AMTR_s00044p00143170	36.1301	32.6121
Os09g0555600	AMTR_s00044p00037180	40.8108	37.284
Os09g0555700	AMTR_s00032p00120910	44.8598	41.1664
Os09g0555700	AMTR_s00044p00035820	38.1308	31.433
Os09g0555800	AMTR_s00044p00031990	60.6586	59.9315
Os09g0556000	AMTR_s00025p00070080	74.8503	74.8503
Os09g0556400	AMTR_s00033p00188620	74.4118	45.6679
Os09g0556500	AMTR_s00033p00195130	42.355	62.1134
Os09g0556700	AMTR_s00033p00150780	53.5104	13.2831
Os09g0556800	AMTR_s00026p00198950	36.7793	32.8014
Os09g0557400	AMTR_s00003p00104470	38.3929	35.2459
Os09g0557500	AMTR_s00065p00208130	54.3814	68.5065
Os09g0557700	AMTR_s00065p00173110	59.9776	59.9776
Os09g0557800	AMTR_s00065p00212630	73.9496	55.1724
Os09g0557900	AMTR_s00019p00024490	47.619	48.4848
Os09g0558200	AMTR_s00019p00163540	34.5238	34.0176
Os09g0558300	AMTR_s00019p00152360	55.2595	54.7222
Os09g0559900	AMTR_s00025p00216900	47.5912	51.5823
Os09g0560000	AMTR_s00025p00212090	39.2557	36.0927
Os09g0560100	AMTR_s00025p00195930	46.5686	48.2234
Os09g0560300	AMTR_s00032p00223370	54.2169	49.4506
Os09g0560300	AMTR_s00053p00144400	53.012	50.5747
Os09g0560300	AMTR_s00153p00026460	53.012	53.012
Os09g0560450	AMTR_s00032p00220610	63.3867	62.3874
Os09g0560500	AMTR_s00058p00214360	38.9423	62.7907
Os09g0560500	AMTR_s00058p00214740	38.4615	62.0155
Os09g0560600	AMTR_s00044p00055920	56.6952	57.0201
Os09g0560700	AMTR_s00032p00222720	57.716	60.5178
Os09g0560800	AMTR_s00032p00222720	55.7994	57.6052
Os09g0560900	AMTR_s00011p00256770	54.3662	50.3916
Os09g0563200	AMTR_s00125p00118080	71.5006	71.9543
Os09g0563250	AMTR_s00004p00261460	51.7143	47.3203
Os09g0563300	AMTR_s00062p00185880	62.5	63.6998
Os09g0564000	AMTR_s00021p00031000	28.6219	16.1677
Os09g0564200	AMTR_s00021p00031000	36.087	16.5669
Os09g0564400	AMTR_s00021p00031000	31.7073	23.3533
Os09g0564600	AMTR_s00021p00031000	32.3529	24.1517
Os09g0564700	AMTR_s00021p00031000	35.6287	23.7525
Os09g0565000	AMTR_s00021p00031000	32.0819	18.7625
Os09g0565200	AMTR_s00061p00142700	49.6894	52.2876
Os09g0565400	AMTR_s00166p00076690	47.7311	40.6877
Os09g0565450	AMTR_s00049p00191680	46.8013	6.99195
Os09g0565500	AMTR_s00049p00191680	37.4806	12.1227
Os09g0565600	AMTR_s00040p00213340	68.8347	69.2098
Os09g0565700	AMTR_s00040p00217260	72.3192	68.3962
Os09g0566050	AMTR_s00040p00217260	72.2359	69.3396
Os09g0566100	AMTR_s00040p00210200	29.9345	27.2805
Os09g0566550	AMTR_s00040p00208740	57.257	49.9419
Os09g0567000	AMTR_s00033p00228320	14.5791	7.61803
Os09g0567300	AMTR_s00040p00179050	53.7931	70.4819
Os09g0567366	AMTR_s00040p00174760	19.7403	75.2475
Os09g0567366	AMTR_s00040p00174940	74.2857	74.4792
Os09g0567400	AMTR_s00040p00173990	36.2416	46.5517
Os09g0567500	AMTR_s00040p00158690	47.7228	49.4867
Os09g0567500	AMTR_s00040p00161230	36.4356	47.1795
Os09g0567700	AMTR_s00040p00154330	67.8974	67.2764
Os09g0567800	AMTR_s00040p00157200	28	10.1744
Os09g0567900	AMTR_s00040p00153690	64.6884	66.2614
Os09g0568000	AMTR_s00040p00140300	51.6483	39.966
Os09g0568200	AMTR_s00031p00134850	52.8571	45.679
Os09g0568400	AMTR_s00009p00161810	6.81818	2.9703
Os09g0568400	AMTR_s00027p00140860	11.3636	6.0241
Os09g0568400	AMTR_s00040p00104050	79.5455	27.5591
Os09g0568500	AMTR_s00040p00103740	36.0324	43.6275
Os09g0568500	AMTR_s00040p00103850	37.6518	45.3659
Os09g0568500	AMTR_s00040p00115690	25.1012	36.9048
Os09g0568500	AMTR_s00121p00131650	40.081	51.5625
Os09g0568500	AMTR_s00121p00132150	36.4372	48.3871
Os09g0568500	AMTR_s00121p00134360	41.2955	49.0385
Os09g0568500	AMTR_s00121p00135760	41.2955	49.0385
Os09g0568500	AMTR_s00121p00136870	39.6761	47.1154
Os09g0568500	AMTR_s00121p00137080	14.17	43.2099
Os09g0568500	AMTR_s02363p00003720	31.5789	42.3913
Os09g0568600	AMTR_s00040p00103740	52.3364	54.902
Os09g0568600	AMTR_s00040p00103850	50.9346	53.1707
Os09g0568600	AMTR_s00040p00115690	31.3084	39.881
Os09g0568600	AMTR_s00121p00131650	50.9346	56.7708
Os09g0568600	AMTR_s00121p00132150	48.5981	55.914
Os09g0568600	AMTR_s00121p00134360	57.0093	58.6538
Os09g0568600	AMTR_s00121p00135760	56.5421	58.1731
Os09g0568600	AMTR_s00121p00136870	53.7383	55.2885
Os09g0568600	AMTR_s00121p00137080	20.0935	53.0864
Os09g0568600	AMTR_s02363p00003720	44.3925	51.6304
Os09g0568700	AMTR_s00040p00103740	50.9346	53.4314
Os09g0568700	AMTR_s00040p00103850	50	52.1951
Os09g0568700	AMTR_s00040p00115690	29.9065	38.0952
Os09g0568700	AMTR_s00121p00131650	49.5327	55.2083
Os09g0568700	AMTR_s00121p00132150	48.1308	55.3763
Os09g0568700	AMTR_s00121p00134360	54.2056	55.7692
Os09g0568700	AMTR_s00121p00135760	54.2056	55.7692
Os09g0568700	AMTR_s00121p00136870	52.8037	54.3269
Os09g0568700	AMTR_s00121p00137080	20.0935	53.0864
Os09g0568700	AMTR_s02363p00003720	42.9907	50
Os09g0568800	AMTR_s00011p00198170	87.037	87.037
Os09g0568800	AMTR_s00031p00169220	83.3333	83.3333
Os09g0568900	AMTR_s00020p00191190	48.7805	34.188
Os09g0569100	AMTR_s00009p00250650	55.3525	53.6709
Os09g0569200	AMTR_s00009p00244310	70.3565	67.446
Os09g0569300	AMTR_s00009p00248160	61.9048	38.0631
Os09g0569400	AMTR_s00009p00247750	72.0867	72.1845
Os09g0569450	AMTR_s00092p00107820	39.5604	47.3684
Os09g0569800	AMTR_s00009p00235710	34.0326	33.4862
Os09g0570000	AMTR_s00009p00235710	55	22.7064
Os09g0570200	AMTR_s00009p00233340	33.1492	22.0318
Os09g0570300	AMTR_s00009p00229030	68.3544	68.7898
Os09g0570300	AMTR_s00009p00229460	53.7975	66.9291
Os09g0570400	AMTR_s00009p00227360	65.4822	71.0092
Os09g0570500	AMTR_s00140p00108000	41.02	18.7817
Os09g0570600	AMTR_s00032p00238680	34.5161	16.6149
Os09g0570800	AMTR_s00050p00146920	47.5936	46.9657
Os09g0570900	AMTR_s00050p00129660	59.0164	61.3139
Os09g0571000	AMTR_s00089p00083270	23.5417	23.0143
Os09g0571200	AMTR_s00009p00221230	41.7241	44.9814
Os09g0571200	AMTR_s00009p00221820	24.4828	30.7359
Os09g0571200	AMTR_s00009p00222310	44.8276	49.0566
Os09g0571400	AMTR_s00009p00179330	75.419	78.0347
Os09g0571500	AMTR_s00009p00175930	54.0541	50.9091
Os09g0572000	AMTR_s00009p00143340	39.0756	34.4444
Os09g0572100	AMTR_s00009p00113190	40	33.8902
Os09g0572200	AMTR_s00009p00066600	55.8205	52.9255
Os09g0572400	AMTR_s00072p00176080	87.6522	84.9916
Os09g0572500	AMTR_s00072p00194730	33.2717	55.0459
Os09g0572600	AMTR_s00062p00107880	52.0286	53.9604
Os09g0572800	AMTR_s00103p00069180	25.1497	31.3433
Os09g0572900	AMTR_s00002p00147770	76.6773	78.3034
Os09g0573100	AMTR_s00149p00065280	56.7568	58.3333
Os09g0573150	AMTR_s00002p00218040	33.871	24.4186
Os09g0573200	AMTR_s00002p00219570	41.8831	41.6129
Os10g0100300	AMTR_s00059p00166490	41.2475	45.354
Os10g0100700	AMTR_s00149p00021030	83.3866	84.466
Os10g0101000	AMTR_s00138p00043730	49.0775	50.828
Os10g0101100	AMTR_s00037p00227730	52.8261	46.6411
Os10g0101100	AMTR_s00089p00129670	33.0435	45.9215
Os10g0101100	AMTR_s00089p00130140	38.2609	49.4382
Os10g0101200	AMTR_s00037p00227730	45.5508	41.2668
Os10g0101200	AMTR_s00089p00129670	31.3559	44.713
Os10g0101200	AMTR_s00089p00130140	33.8983	44.9438
Os10g0102400	AMTR_s00065p00116550	38.8535	26.9316
Os10g0102900	AMTR_s00065p00106950	56.6586	56.9343
Os10g0103800	AMTR_s00056p00164210	61.0169	53.598
Os10g0104300	AMTR_s00033p00078670	18.9602	18.2891
Os10g0104500	AMTR_s00025p00180980	75.4167	74.6392
Os10g0104700	AMTR_s00832p00002090	15.7385	26.1044
Os10g0104700	AMTR_s04155p00003130	17.3123	24.2373
Os10g0104700	AMTR_s04652p00001680	19.0073	25.8649
Os10g0104700	AMTR_s04836p00002630	11.7433	17.7331
Os10g0104700	AMTR_s05635p00000810	5.81114	27.7457
Os10g0104800	AMTR_s00059p00070500	52.8169	44.5104
Os10g0104800	AMTR_s00109p00039350	46.3028	55.6025
Os10g0104900	AMTR_s00024p00193220	50.6064	51.9231
Os10g0105400	AMTR_s00024p00178520	51.8382	33.6516
Os10g0105800	AMTR_s00024p00248460	23.8095	9.3633
Os10g0105933	AMTR_s00011p00264640	22.5564	51.7241
Os10g0107000	AMTR_s00024p00166170	47.1976	48.7805
Os10g0107000	AMTR_s00024p00167140	38.3481	49.8084
Os10g0109300	AMTR_s00024p00166170	53.869	55.1829
Os10g0109300	AMTR_s00024p00167140	43.1548	55.5556
Os10g0109600	AMTR_s00001p00177360	56.135	56.3077
Os10g0109900	AMTR_s00024p00147790	52.0211	50.2547
Os10g0109900	AMTR_s00024p00148850	50.7909	49.0662
Os10g0109900	AMTR_s00024p00149600	46.7487	46.3415
Os10g0110800	AMTR_s00024p00147790	54.1667	28.6927
Os10g0110800	AMTR_s00024p00148850	48.3974	25.6367
Os10g0110800	AMTR_s00024p00149600	49.6795	27.0035
Os10g0111300	AMTR_s00024p00147790	52.4655	45.1613
Os10g0111300	AMTR_s00024p00148850	48.1262	41.4261
Os10g0111300	AMTR_s00024p00149600	45.7594	40.4181
Os10g0111700	AMTR_s00024p00147790	50.1748	48.7267
Os10g0111700	AMTR_s00024p00148850	47.7273	46.3497
Os10g0111700	AMTR_s00024p00149600	47.2028	47.0383
Os10g0112100	AMTR_s00010p00033430	36.0215	41.358
Os10g0112500	AMTR_s00024p00147790	47.482	44.8217
Os10g0112500	AMTR_s00024p00148850	46.223	43.6333
Os10g0112500	AMTR_s00024p00149600	42.446	41.115
Os10g0112600	AMTR_s00024p00115620	77.4359	76.6497
Os10g0113000	AMTR_s00024p00110840	49.8442	49.5356
Os10g0113000	AMTR_s00024p00111030	31.4642	52.0619
Os10g0113000	AMTR_s00024p00112640	27.1028	47.541
Os10g0113000	AMTR_s00024p00199370	50.1558	50.4702
Os10g0113100	AMTR_s00024p00110840	49.0683	48.9164
Os10g0113100	AMTR_s00024p00111030	31.3665	52.0619
Os10g0113100	AMTR_s00024p00112640	26.7081	46.9945
Os10g0113100	AMTR_s00024p00199370	48.4472	48.9028
Os10g0113900	AMTR_s00024p00110840	49.697	50.774
Os10g0113900	AMTR_s00024p00111030	33.0303	56.1856
Os10g0113900	AMTR_s00024p00112640	28.4848	51.3661
Os10g0113900	AMTR_s00024p00199370	49.0909	50.7837
Os10g0114300	AMTR_s00024p00110840	47.9532	50.774
Os10g0114300	AMTR_s00024p00111030	30.9942	54.6392
Os10g0114300	AMTR_s00024p00112640	27.193	50.8197
Os10g0114300	AMTR_s00024p00199370	47.3684	50.7837
Os10g0114400	AMTR_s00008p00102720	61.6216	57.0475
Os10g0114400	AMTR_s00024p00109280	60	57.913
Os10g0114500	AMTR_s00024p00090860	37.5367	35.5556
Os10g0115200	AMTR_s00024p00090860	37.5367	35.5556
Os10g0115500	AMTR_s00024p00090860	34.4023	32.7778
Os10g0115550	AMTR_s00060p00095260	60.5634	47.2527
Os10g0115600	AMTR_s00059p00067090	55.0756	55.6769
Os10g0116000	AMTR_s00066p00081840	40.2583	37.7016
Os10g0116000	AMTR_s00066p00082400	39.9354	37.3992
Os10g0116800	AMTR_s00024p00043640	56.1194	55.132
Os10g0116900	AMTR_s00024p00040890	34.1176	30.9924
Os10g0117000	AMTR_s00024p00025540	44.7761	18.4615
Os10g0117800	AMTR_s00024p00018770	61.8182	32.2657
Os10g0118800	AMTR_s00008p00250900	44.5946	29.3333
Os10g0118800	AMTR_s00008p00251170	47.2973	32.1101
Os10g0118900	AMTR_s00119p00113390	63.0769	13.7584
Os10g0119300	AMTR_s00001p00219300	78.6571	29.7371
Os10g0123900	AMTR_s00018p00223830	16.3636	27.7778
Os10g0123900	AMTR_s00030p00236350	29.8182	30.2583
Os10g0123900	AMTR_s00030p00236940	30.1818	30.855
Os10g0124000	AMTR_s00029p00103630	76.9841	75.1938
Os10g0124000	AMTR_s00043p00189790	80.9524	79.6875
Os10g0124200	AMTR_s00018p00223830	14.5763	26.5432
Os10g0124200	AMTR_s00030p00236350	27.4576	29.8893
Os10g0124200	AMTR_s00030p00236940	27.1186	29.7398
Os10g0127700	AMTR_s00079p00125070	60.4017	61.0145
Os10g0128300	AMTR_s00018p00223830	16.4948	29.6296
Os10g0128300	AMTR_s00030p00236350	30.2405	32.4723
Os10g0128300	AMTR_s00030p00236940	30.2405	32.7138
Os10g0129200	AMTR_s00033p00240030	15.9236	15.625
Os10g0130000	AMTR_s00106p00073400	15.8455	31.2336
Os10g0132400	AMTR_s00068p00158450	10.5802	11.6105
Os10g0135200	AMTR_s00078p00143930	58.8921	65.3722
Os10g0135600	AMTR_s00079p00105260	61.7886	64.2253
Os10g0136100	AMTR_s00044p00196010	18.0151	30.5302
Os10g0136100	AMTR_s00058p00097500	30.4207	31.5084
Os10g0136100	AMTR_s00061p00152710	26.8608	29.7136
Os10g0136100	AMTR_s00088p00057720	23.7325	28.0255
Os10g0136100	AMTR_s00088p00134370	32.5782	33.5183
Os10g0136100	AMTR_s00088p00152700	29.1262	29.5728
Os10g0136100	AMTR_s00190p00027950	28.2632	28.6966
Os10g0136100	AMTR_s00190p00029950	25.4585	24.2798
Os10g0136100	AMTR_s00202p00037220	28.5868	28.8986
Os10g0136400	AMTR_s00043p00100060	36.4188	36.8098
Os10g0136500	AMTR_s00043p00100060	39.6947	39.8773
Os10g0138100	AMTR_s00004p00128030	33.5052	59.7897
Os10g0138100	AMTR_s00004p00128400	57.9529	55.1893
Os10g0138100	AMTR_s00086p00086980	12.4448	54.6926
Os10g0138100	AMTR_s00086p00087080	5.30191	54.9618
Os10g0138100	AMTR_s00086p00087150	10.162	51.8797
Os10g0138100	AMTR_s00086p00087880	55.8174	53.797
Os10g0138100	AMTR_s00106p00082530	54.7864	54.5855
Os10g0138100	AMTR_s03216p00000480	22.754	47.9814
Os10g0139700	AMTR_s00001p00181860	45.0943	48.3806
Os10g0139700	AMTR_s00040p00085270	43.3962	46.371
Os10g0140200	AMTR_s00121p00111530	64.243	66.0861
Os10g0140300	AMTR_s00001p00237870	28.0802	32.9966
Os10g0141400	AMTR_s00018p00211530	50	39.9015
Os10g0141900	AMTR_s00099p00022390	61.1111	60.9572
Os10g0142100	AMTR_s00009p00207050	44.8718	32.2581
Os10g0142100	AMTR_s00022p00095970	29.4872	23.8342
Os10g0142900	AMTR_s00002p00160160	0.510204	0.104167
Os10g0144700	AMTR_s00018p00207150	32.5323	35.6275
Os10g0144700	AMTR_s00032p00215290	33.8262	35.7422
Os10g0144700	AMTR_s00032p00219670	33.8262	37.5
Os10g0144700	AMTR_s00032p00222110	31.4233	36.5591
Os10g0146200	AMTR_s00041p00163280	45.6757	52.9781
Os10g0147250	AMTR_s00002p00150300	31.4988	43.4572
Os10g0147300	AMTR_s00155p00069240	16.5138	2.1327
Os10g0147400	AMTR_s00041p00165970	69.8355	79.5833
Os10g0147900	AMTR_s00032p00203450	51.5152	52.8771
Os10g0147900	AMTR_s00119p00063490	48.3333	53.5235
Os10g0148100	AMTR_s00041p00194550	34.6863	15.0883
Os10g0148400	AMTR_s00054p00083290	35.9855	34.3103
Os10g0148400	AMTR_s00070p00117960	20.0723	36.6337
Os10g0148400	AMTR_s00118p00123380	25.6781	35.6784
Os10g0148400	AMTR_s00118p00128710	21.1573	44.4867
Os10g0148400	AMTR_s00186p00036810	36.8897	35.0515
Os10g0148700	AMTR_s00041p00194550	32.8904	15.8909
Os10g0148800	AMTR_s00025p00128860	37.5502	29.8246
Os10g0149000	AMTR_s00041p00194550	33.3333	11.7175
Os10g0149100	AMTR_s00041p00194550	33.7748	8.1862
Os10g0149200	AMTR_s00041p00194550	32.5893	11.7175
Os10g0149400	AMTR_s00041p00194550	35.122	11.557
Os10g0149800	AMTR_s00041p00194550	31.5534	10.4334
Os10g0150000	AMTR_s00041p00194550	31.6239	5.939
Os10g0150200	AMTR_s00003p00232520	58.6538	52.5862
Os10g0150300	AMTR_s00041p00194550	37.7551	11.878
Os10g0150400	AMTR_s00041p00194550	37.5	13.4831
Os10g0150600	AMTR_s00041p00194550	37.5546	13.8042
Os10g0150700	AMTR_s00041p00194550	38.4279	14.1252
Os10g0150800	AMTR_s00041p00194550	36.6812	13.4831
Os10g0151800	AMTR_s00018p00254940	42.9224	39.2484
Os10g0154000	AMTR_s00040p00133900	78.3186	64.8352
Os10g0154566	AMTR_s00041p00195800	32.0755	2.58621
Os10g0154600	AMTR_s00041p00195800	34.9845	11.4604
Os10g0155100	AMTR_s00041p00183600	35.2941	38.3721
Os10g0155400	AMTR_s00041p00219760	0	0
Os10g0155450	AMTR_s00041p00206290	10.8434	16.8224
Os10g0155500	AMTR_s00010p00093760	68.232	69.5775
Os10g0155700	AMTR_s00018p00255490	30.7359	32.4571
Os10g0155800	AMTR_s00018p00255490	30.5152	26.4
Os10g0159800	AMTR_s00113p00103040	62.7792	62.0098
Os10g0160000	AMTR_s00100p00025590	48.1203	49.0153
Os10g0160100	AMTR_s00100p00040750	44.2857	42.369
Os10g0161625	AMTR_s00086p00163160	42.8571	42.2535
Os10g0162400	AMTR_s00204p00028740	40.5973	36.1576
Os10g0162400	AMTR_s00204p00029410	25.885	35.4009
Os10g0162600	AMTR_s00041p00044170	50.9294	63.1336
Os10g0162832	AMTR_s00044p00196010	17.4927	10.9689
Os10g0162832	AMTR_s00058p00097500	28.2799	10.838
Os10g0162832	AMTR_s00061p00152710	24.4898	10.0239
Os10g0162832	AMTR_s00088p00057720	27.4052	11.9745
Os10g0162832	AMTR_s00088p00134370	29.7376	11.3208
Os10g0162832	AMTR_s00088p00152700	26.5306	9.96714
Os10g0162832	AMTR_s00190p00027950	25.9475	9.74808
Os10g0162832	AMTR_s00190p00029950	22.449	7.92181
Os10g0162832	AMTR_s00202p00037220	28.2799	10.578
Os10g0162834	AMTR_s00085p00045440	52.1472	60.2837
Os10g0162846	AMTR_s00006p00263900	6.9735	20.1613
Os10g0162846	AMTR_s00044p00195990	6.9735	28.5714
Os10g0162846	AMTR_s00061p00165400	13.1102	31.0231
Os10g0162854	AMTR_s00044p00196010	25.1543	29.7989
Os10g0162854	AMTR_s00058p00097500	32.2531	23.352
Os10g0162854	AMTR_s00061p00152710	27.7778	21.4797
Os10g0162854	AMTR_s00088p00057720	22.3765	18.4713
Os10g0162854	AMTR_s00088p00134370	32.4074	23.3074
Os10g0162854	AMTR_s00088p00152700	30.5556	21.6867
Os10g0162854	AMTR_s00190p00027950	29.321	20.8105
Os10g0162854	AMTR_s00190p00029950	26.5432	17.6955
Os10g0162854	AMTR_s00202p00037220	29.9383	21.1559
Os10g0163040	AMTR_s00044p00196010	17.3348	29.2505
Os10g0163040	AMTR_s00058p00097500	29.1441	30.0559
Os10g0163040	AMTR_s00061p00152710	27.844	30.6683
Os10g0163040	AMTR_s00088p00057720	23.8353	28.0255
Os10g0163040	AMTR_s00088p00134370	31.4193	32.1865
Os10g0163040	AMTR_s00088p00152700	29.5775	29.9014
Os10g0163040	AMTR_s00190p00027950	30.1192	30.4491
Os10g0163040	AMTR_s00190p00029950	26.5439	25.2058
Os10g0163040	AMTR_s00202p00037220	30.1192	30.3162
Os10g0163100	AMTR_s00009p00170950	45.0917	40.4255
Os10g0163220	AMTR_s00008p00013290	23.7288	22.9508
Os10g0163220	AMTR_s00010p00257130	24.2938	25.9036
Os10g0163220	AMTR_s00215p00018550	25.9887	25.1366
Os10g0163220	AMTR_s00216p00024860	27.6836	28
Os10g0163220	AMTR_s00325p00017120	7.9096	16.092
Os10g0163220	AMTR_s02394p00007650	25.4237	29.4118
Os10g0163220	AMTR_s02880p00006840	23.1638	26.7974
Os10g0163220	AMTR_s03992p00000870	18.6441	25.9843
Os10g0163220	AMTR_s05727p00005230	23.7288	22.9508
Os10g0163290	AMTR_s00008p00014220	41.7323	53.8071
Os10g0163290	AMTR_s00008p00021210	58.2677	20.527
Os10g0163290	AMTR_s00038p00239660	41.7323	58.8889
Os10g0163290	AMTR_s00215p00017850	50.7874	41.4791
Os10g0163290	AMTR_s00216p00024260	47.2441	26.3158
Os10g0163290	AMTR_s00325p00017780	3.14961	5.03145
Os10g0163290	AMTR_s00429p00012440	30.7087	21.8487
Os10g0163290	AMTR_s01072p00000950	12.2047	19.0184
Os10g0163290	AMTR_s01903p00008330	11.4173	18.8312
Os10g0163290	AMTR_s02407p00009140	2.3622	5.35714
Os10g0163290	AMTR_s03052p00000290	12.5984	10.356
Os10g0163290	AMTR_s04354p00001030	41.7323	60.5714
Os10g0163340	AMTR_s00040p00201950	79.3296	79.5518
Os10g0163370	AMTR_s00065p00129700	25	36.7347
Os10g0163370	AMTR_s00065p00129790	9.02778	34.2105
Os10g0164500	AMTR_s00018p00207150	42.4063	43.5223
Os10g0164500	AMTR_s00032p00215290	44.7732	44.3359
Os10g0164500	AMTR_s00032p00219670	44.5759	46.3115
Os10g0164500	AMTR_s00032p00222110	38.4615	41.9355
Os10g0165300	AMTR_s00018p00207150	40.3194	40.8907
Os10g0165300	AMTR_s00032p00215290	43.9122	42.9688
Os10g0165300	AMTR_s00032p00219670	43.9122	45.082
Os10g0165300	AMTR_s00032p00222110	36.9261	39.7849
Os10g0166600	AMTR_s00018p00207150	42.915	42.915
Os10g0166600	AMTR_s00032p00215290	45.9514	44.3359
Os10g0166600	AMTR_s00032p00219670	45.5466	46.1066
Os10g0166600	AMTR_s00032p00222110	38.8664	41.2903
Os10g0167200	AMTR_s00018p00095930	22.1122	44.9664
Os10g0167200	AMTR_s00032p00218550	30.6931	40.2597
Os10g0167200	AMTR_s00067p00183140	33.0033	32.3625
