Gene stable ID	Phaseolus vulgaris gene stable ID	%id. target Phaseolus vulgaris gene identical to query gene	%id. query gene identical to target Phaseolus vulgaris gene
Os08g0118100	PHAVU_003G216100g	60.9977	60.9977
Os08g0118500	PHAVU_009G158600g	24.7706	33.75
Os08g0118800	PHAVU_009G158600g	27.451	35
Os08g0118900	PHAVU_L004100g	37.7926	42.4812
Os08g0119000	PHAVU_004G055700g	65.2582	65.8768
Os08g0119500	PHAVU_002G128200g	68.8525	33.2016
Os08g0119500	PHAVU_002G253500g	65.5738	32.2581
Os08g0119700	PHAVU_008G147400g	24.5763	26.284
Os08g0119800	PHAVU_001G257100g	51.7073	54.359
Os08g0119800	PHAVU_002G253700g	52.6829	57.1429
Os08g0120200	PHAVU_003G207500g	32.3564	28.2497
Os08g0120200	PHAVU_009G170400g	32.9426	29.5168
Os08g0120500	PHAVU_003G207600g	69.1341	70.5128
Os08g0121400	PHAVU_001G094500g	31.405	22.3529
Os08g0121400	PHAVU_004G054500g	32.2314	22.807
Os08g0121800	PHAVU_001G094500g	28.125	26.4706
Os08g0121800	PHAVU_004G054500g	29.375	27.4854
Os08g0121900	PHAVU_008G147000g	41.4384	43.5252
Os08g0122000	PHAVU_001G258400g	66.6667	66.2813
Os08g0122000	PHAVU_004G057400g	69.7674	67.1642
Os08g0123300	PHAVU_002G279100g	18.0952	4.09483
Os08g0123400	PHAVU_011G045300g	26.9841	38.6364
Os08g0123900	PHAVU_001G040000g	34.5794	16.3476
Os08g0123900	PHAVU_001G040100g	32.3988	16.3522
Os08g0123900	PHAVU_001G040300g	33.9564	16.4157
Os08g0123900	PHAVU_001G040400g	32.3988	16.3522
Os08g0123900	PHAVU_001G040500g	33.9564	16.4902
Os08g0123900	PHAVU_001G040600g	30.2181	15.9802
Os08g0123900	PHAVU_001G040700g	33.3333	14.9233
Os08g0123900	PHAVU_001G040800g	31.4642	16.2903
Os08g0123900	PHAVU_001G045400g	32.7103	15.7421
Os08g0123900	PHAVU_002G214900g	33.9564	15.6835
Os08g0123900	PHAVU_002G2150001g	2.18069	2.7668
Os08g0123900	PHAVU_002G215200g	30.2181	14.9923
Os08g0123900	PHAVU_002G215300g	32.7103	15.8371
Os08g0123900	PHAVU_002G215400g	36.1371	17.3653
Os08g0123900	PHAVU_003G287100g	39.8754	18.2596
Os08g0123900	PHAVU_006G200500g	37.0717	18.2796
Os08g0123900	PHAVU_006G200800g	37.0717	18.6228
Os08g0124000	PHAVU_001G040000g	31.8667	35.1988
Os08g0124000	PHAVU_001G040100g	30.9333	36.478
Os08g0124000	PHAVU_001G040300g	31.4667	35.5422
Os08g0124000	PHAVU_001G040400g	30.4	35.8491
Os08g0124000	PHAVU_001G040500g	31.4667	35.7035
Os08g0124000	PHAVU_001G040600g	28.9333	35.7496
Os08g0124000	PHAVU_001G040700g	32.5333	34.0307
Os08g0124000	PHAVU_001G040800g	30.4	36.7742
Os08g0124000	PHAVU_001G045400g	32.5333	36.5817
Os08g0124000	PHAVU_002G214900g	34.8	37.554
Os08g0124000	PHAVU_002G2150001g	14.5333	43.083
Os08g0124000	PHAVU_002G215200g	30.1333	34.9304
Os08g0124000	PHAVU_002G215300g	32.1333	36.3499
Os08g0124000	PHAVU_002G215400g	36	40.4192
Os08g0124000	PHAVU_003G287100g	39.8667	42.6534
Os08g0124000	PHAVU_006G200500g	36	41.4747
Os08g0124000	PHAVU_006G200800g	31.7333	37.2457
Os08g0124100	PHAVU_001G040000g	31.9588	22.8277
Os08g0124100	PHAVU_001G040100g	30.5155	23.2704
Os08g0124100	PHAVU_001G040300g	31.3402	22.8916
Os08g0124100	PHAVU_001G040400g	30.3093	23.1132
Os08g0124100	PHAVU_001G040500g	31.134	22.8442
Os08g0124100	PHAVU_001G040600g	27.6289	22.0758
Os08g0124100	PHAVU_001G040700g	32.3711	21.8968
Os08g0124100	PHAVU_001G040800g	29.0722	22.7419
Os08g0124100	PHAVU_001G045400g	30.1031	21.8891
Os08g0124100	PHAVU_002G214900g	33.8144	23.5971
Os08g0124100	PHAVU_002G2150001g	2.06186	3.95257
Os08g0124100	PHAVU_002G215200g	28.866	21.6383
Os08g0124100	PHAVU_002G215300g	30.7216	22.4736
Os08g0124100	PHAVU_002G215400g	34.433	25
Os08g0124100	PHAVU_003G287100g	37.5258	25.9629
Os08g0124100	PHAVU_006G200500g	35.8763	26.7281
Os08g0124100	PHAVU_006G200800g	28.4536	21.5962
Os08g0124500	PHAVU_001G040000g	35.355	35.1988
Os08g0124500	PHAVU_001G040100g	34.0237	36.1635
Os08g0124500	PHAVU_001G040300g	34.9112	35.5422
Os08g0124500	PHAVU_001G040400g	33.284	35.3774
Os08g0124500	PHAVU_001G040500g	34.9112	35.7035
Os08g0124500	PHAVU_001G040600g	32.8402	36.5733
Os08g0124500	PHAVU_001G040700g	36.0947	34.0307
Os08g0124500	PHAVU_001G040800g	34.0237	37.0968
Os08g0124500	PHAVU_001G045400g	35.355	35.8321
Os08g0124500	PHAVU_002G214900g	40.6805	39.5683
Os08g0124500	PHAVU_002G2150001g	16.4201	43.8735
Os08g0124500	PHAVU_002G215200g	35.2071	36.7852
Os08g0124500	PHAVU_002G215300g	36.6864	37.4057
Os08g0124500	PHAVU_002G215400g	40.2367	40.7186
Os08g0124500	PHAVU_003G287100g	45.7101	44.0799
Os08g0124500	PHAVU_006G200500g	39.7929	41.321
Os08g0124500	PHAVU_006G200800g	35.7988	37.8717
Os08g0124600	PHAVU_001G040000g	31.2418	35.1988
Os08g0124600	PHAVU_001G040100g	29.9346	36.0063
Os08g0124600	PHAVU_001G040300g	30.8497	35.5422
Os08g0124600	PHAVU_001G040400g	29.6732	35.6918
Os08g0124600	PHAVU_001G040500g	31.1111	36.0061
Os08g0124600	PHAVU_001G040600g	28.1046	35.4201
Os08g0124600	PHAVU_001G040700g	31.5033	33.6123
Os08g0124600	PHAVU_001G040800g	30.3268	37.4194
Os08g0124600	PHAVU_001G045400g	30.8497	35.3823
Os08g0124600	PHAVU_002G214900g	34.2484	37.6978
Os08g0124600	PHAVU_002G2150001g	13.8562	41.8972
Os08g0124600	PHAVU_002G215200g	30.1961	35.7032
Os08g0124600	PHAVU_002G215300g	31.5033	36.3499
Os08g0124600	PHAVU_002G215400g	35.2941	40.4192
Os08g0124600	PHAVU_003G287100g	38.9542	42.5107
Os08g0124600	PHAVU_006G200500g	34.7712	40.8602
Os08g0124600	PHAVU_006G200800g	29.281	35.0548
Os08g0124700	PHAVU_001G040000g	34.375	25.9205
Os08g0124700	PHAVU_001G040100g	32.2266	25.9434
Os08g0124700	PHAVU_001G040300g	33.7891	26.0542
Os08g0124700	PHAVU_001G040400g	32.0312	25.7862
Os08g0124700	PHAVU_001G040500g	33.2031	25.7186
Os08g0124700	PHAVU_001G040600g	29.2969	24.7117
Os08g0124700	PHAVU_001G040700g	33.0078	23.5704
Os08g0124700	PHAVU_001G040800g	31.25	25.8065
Os08g0124700	PHAVU_001G045400g	33.2031	25.4873
Os08g0124700	PHAVU_002G214900g	37.8906	27.9137
Os08g0124700	PHAVU_002G2150001g	6.25	12.6482
Os08g0124700	PHAVU_002G215200g	32.0312	25.3478
Os08g0124700	PHAVU_002G215300g	33.5938	25.9427
Os08g0124700	PHAVU_002G215400g	35.7422	27.3952
Os08g0124700	PHAVU_003G287100g	40.8203	29.8146
Os08g0124700	PHAVU_006G200500g	36.5234	28.725
Os08g0124700	PHAVU_006G200800g	30.4688	24.4131
Os08g0125200	PHAVU_001G040000g	38.8278	31.2224
Os08g0125200	PHAVU_001G040100g	37.5458	32.2327
Os08g0125200	PHAVU_001G040300g	38.2784	31.4759
Os08g0125200	PHAVU_001G040400g	36.63	31.4465
Os08g0125200	PHAVU_001G040500g	38.4615	31.77
Os08g0125200	PHAVU_001G040600g	35.5311	31.9605
Os08g0125200	PHAVU_001G040700g	39.9267	30.4045
Os08g0125200	PHAVU_001G040800g	37.9121	33.3871
Os08g0125200	PHAVU_001G045400g	39.1941	32.084
Os08g0125200	PHAVU_002G214900g	43.0403	33.813
Os08g0125200	PHAVU_002G2150001g	20.1465	43.4783
Os08g0125200	PHAVU_002G215200g	37.9121	31.9938
Os08g0125200	PHAVU_002G215300g	39.7436	32.73
Os08g0125200	PHAVU_002G215400g	43.7729	35.7784
Os08g0125200	PHAVU_003G287100g	48.7179	37.9458
Os08g0125200	PHAVU_006G200500g	42.8571	35.9447
Os08g0125200	PHAVU_006G200800g	42.4908	36.3067
Os08g0125300	PHAVU_010G1581001g	2.52277	50
Os08g0125800	PHAVU_001G040000g	33.5165	35.9352
Os08g0125800	PHAVU_001G040100g	32.4176	37.1069
Os08g0125800	PHAVU_001G040300g	33.1044	36.2952
Os08g0125800	PHAVU_001G040400g	32.0055	36.6352
Os08g0125800	PHAVU_001G040500g	32.6923	36.0061
Os08g0125800	PHAVU_001G040600g	31.1813	37.397
Os08g0125800	PHAVU_001G040700g	33.2418	33.7517
Os08g0125800	PHAVU_001G040800g	31.5934	37.0968
Os08g0125800	PHAVU_001G045400g	33.3791	36.4318
Os08g0125800	PHAVU_002G214900g	36.6758	38.4173
Os08g0125800	PHAVU_002G2150001g	14.9725	43.083
Os08g0125800	PHAVU_002G215200g	31.8681	35.8578
Os08g0125800	PHAVU_002G215300g	32.967	36.1991
Os08g0125800	PHAVU_002G215400g	37.0879	40.4192
Os08g0125800	PHAVU_003G287100g	40.7967	42.368
Os08g0125800	PHAVU_006G200500g	37.0879	41.4747
Os08g0125800	PHAVU_006G200800g	31.8681	36.3067
Os08g0126300	PHAVU_001G259000g	85.7567	85
Os08g0126300	PHAVU_004G057600g	83.6795	83.6795
Os08g0126300	PHAVU_004G057700g	83.0861	82.8402
Os08g0126300	PHAVU_009G1684000g	33.2344	62.2222
Os08g0126300	PHAVU_009G1684001g	46.8843	85.4054
Os08g0126300	PHAVU_009G1685000g	25.2226	83.3333
Os08g0126300	PHAVU_009G1685001g	54.0059	83.4862
Os08g0126700	PHAVU_006G053500g	30.5921	38.4298
Os08g0126700	PHAVU_008G275800g	33.3882	37.6623
Os08g0127500	PHAVU_001G259700g	55.4348	68.4564
Os08g0127500	PHAVU_002G175900g	53.2609	64.4737
Os08g0127600	PHAVU_005G084700g	8.53242	28.0899
Os08g0127600	PHAVU_006G105300g	45.0512	47.1429
Os08g0127700	PHAVU_006G069800g	80.9701	80.6691
Os08g0127900	PHAVU_007G192800g	31.8267	27.0833
Os08g0128000	PHAVU_008G150300g	65.1219	61.3793
Os08g0128000	PHAVU_008G254000g	64.6341	65.4321
Os08g0128200	PHAVU_001G259900g	41.8219	43.913
Os08g0128200	PHAVU_002G175600g	42.029	43.3761
Os08g0128300	PHAVU_002G252900g	68.8889	28.972
Os08g0128300	PHAVU_002G253600g	68.3333	28.7383
Os08g0128500	PHAVU_001G235900g	87.234	86.3158
Os08g0128500	PHAVU_008G077400g	85.1064	84.2105
Os08g0128500	PHAVU_L003700g	88.2979	87.3684
Os08g0128500	PHAVU_L003800g	89.3617	88.4211
Os08g0129200	PHAVU_003G263300g	50.2538	40.081
Os08g0129200	PHAVU_007G028900g	13.7056	38.5714
Os08g0129200	PHAVU_009G025100g	62.4365	63.4021
Os08g0129200	PHAVU_011G033900g	60.9137	60
Os08g0129500	PHAVU_003G227100g	36.3129	36.3129
Os08g0129600	PHAVU_001G035200g	52.2644	54.8139
Os08g0129700	PHAVU_002G251100g	76.601	74.7596
Os08g0129700	PHAVU_006G122600g	78.0788	76.3855
Os08g0129900	PHAVU_005G055900g	16.9697	12.963
Os08g0130000	PHAVU_006G199900g	53.9615	53.7313
Os08g0130100	PHAVU_002G252000g	53.0612	44.3182
Os08g0130300	PHAVU_006G127000g	26.1654	27.84
Os08g0130400	PHAVU_006G128100g	49.1166	24.8658
Os08g0130500	PHAVU_001G241400g	76.489	76.9716
Os08g0130500	PHAVU_002G074600g	80.2508	79.7508
Os08g0130500	PHAVU_003G020600g	78.0564	77.8125
Os08g0130500	PHAVU_008G224500g	26.0188	44.1489
Os08g0130600	PHAVU_009G216900g	65.2106	65.0078
Os08g0130900	PHAVU_002G177500g	61.6225	57.8331
Os08g0130900	PHAVU_006G167800g	58.6583	54.5718
Os08g0131000	PHAVU_005G062200g	42.5816	40.3657
Os08g0131100	PHAVU_011G159600g	72.5714	71.3483
Os08g0133000	PHAVU_009G191000g	50.7407	52.2901
Os08g0133700	PHAVU_009G191000g	50.3704	51.9084
Os08g0135100	PHAVU_005G052200g	67.7143	71.1712
Os08g0135300	PHAVU_010G014500g	1.43885	0.917431
Os08g0135300	PHAVU_010G014600g	24.4604	6.70611
Os08g0135400	PHAVU_005G046500g	61.3466	67.03
Os08g0135400	PHAVU_011G179700g	61.0973	60.049
Os08g0135500	PHAVU_005G064400g	39.8438	45.1327
Os08g0135600	PHAVU_007G037700g	70.5882	34.5324
Os08g0135800	PHAVU_009G149100g	19.6242	21.9114
Os08g0136100	PHAVU_002G048200g	64.0764	69.1884
Os08g0136100	PHAVU_005G093200g	18.9809	40.2703
Os08g0136100	PHAVU_007G053200g	50.9554	55.0206
Os08g0136300	PHAVU_008G135300g	36	38.5214
Os08g0136500	PHAVU_008G135300g	33.5714	36.5759
Os08g0136700	PHAVU_008G135300g	35.7664	38.1323
Os08g0136800	PHAVU_008G135300g	32.971	35.4086
Os08g0137100	PHAVU_005G091500g	72.0745	71.504
Os08g0137100	PHAVU_007G166700g	76.8617	76.6578
Os08g0137200	PHAVU_010G044300g	73.5892	73.0942
Os08g0137250	PHAVU_005G091500g	50.8584	62.533
Os08g0137250	PHAVU_007G166700g	53.4335	66.0477
Os08g0137300	PHAVU_011G106400g	24.1379	42.8058
Os08g0137300	PHAVU_011G106600g	21.2982	50.7246
Os08g0138500	PHAVU_005G091000g	49.4071	54.1126
Os08g0138500	PHAVU_005G112500g	45.4545	49.3562
Os08g0138500	PHAVU_006G196600g	41.502	48.8372
Os08g0138500	PHAVU_011G141300g	51.7787	55.2743
Os08g0138600	PHAVU_001G165000g	47.2464	47.2464
Os08g0138700	PHAVU_005G090000g	66.129	66.5893
Os08g0138700	PHAVU_011G142200g	64.0553	63.7615
Os08g0139000	PHAVU_011G145700g	58.156	56.9444
Os08g0139100	PHAVU_006G195100g	64.6288	65.7778
Os08g0139700	PHAVU_005G089800g	32.1773	29.6099
Os08g0139700	PHAVU_011G142500g	36.0308	33.2149
Os08g0139700	PHAVU_011G142600g	23.3141	34.4729
Os08g0139700	PHAVU_011G142700g	36.6089	33.9286
Os08g0139700	PHAVU_011G143100g	34.6821	31.8584
Os08g0139700	PHAVU_011G143200g	35.0674	32.5
Os08g0139700	PHAVU_011G143300g	35.2601	32.3894
Os08g0139700	PHAVU_011G143500g	33.7187	28.2714
Os08g0139700	PHAVU_011G143600g	34.4894	31.1304
Os08g0139700	PHAVU_011G143700g	35.0674	33.4559
Os08g0139700	PHAVU_011G143900g	21.58	33.3333
Os08g0139700	PHAVU_011G1441000g	29.0944	35.782
Os08g0139700	PHAVU_011G144200g	36.2235	33.452
Os08g0141300	PHAVU_002G2211000g	28.7554	77.907
Os08g0141300	PHAVU_002G2211001g	41.2017	53.6313
Os08g0141300	PHAVU_006G192600g	62.2318	61.1814
Os08g0141400	PHAVU_002G221500g	63.0252	38.9273
Os08g0141400	PHAVU_006G192400g	63.8655	39.5147
Os08g0141400	PHAVU_011G111200g	59.1036	36.6957
Os08g0143300	PHAVU_002G132900g	49.7462	53.2609
Os08g0143400	PHAVU_008G071400g	10.0917	36.3208
Os08g0143400	PHAVU_011G154200g	38.7942	57.3643
Os08g0143400	PHAVU_011G154300g	16.1206	46.7681
Os08g0143500	PHAVU_011G112200g	57.0815	61.5741
Os08g0143600	PHAVU_002G000600g	42.3792	43.6782
Os08g0143600	PHAVU_003G224000g	42.0074	41.1658
Os08g0144100	PHAVU_008G078500g	45.9184	49.4506
Os08g0148267	PHAVU_003G221900g	63.6816	69.1892
Os08g0150700	PHAVU_006G108500g	35.1171	32.2086
Os08g0150700	PHAVU_007G119600g	35.1171	35
Os08g0150800	PHAVU_002G027700g	66.7513	69.3931
Os08g0151300	PHAVU_002G159700g	44.0111	50
Os08g0151300	PHAVU_002G292600g	42.8969	49.2013
Os08g0151400	PHAVU_003G149400g	92.1875	67.0455
Os08g0151400	PHAVU_009G153200g	89.0625	64.7727
Os08g0151600	PHAVU_010G103400g	41.5323	33.8816
Os08g0151700	PHAVU_010G104100g	30.2048	30.5699
Os08g0151800	PHAVU_002G292800g	70.0611	71.2215
Os08g0152500	PHAVU_007G099100g	39.1791	37.1025
Os08g0152500	PHAVU_007G246300g	32.4627	35.2227
Os08g0152600	PHAVU_005G153600g	52.9086	43.4091
Os08g0152800	PHAVU_007G004400g	63.8889	65.1558
Os08g0152900	PHAVU_011G1675000g	4.33213	24.7423
Os08g0152900	PHAVU_011G1675001g	39.5307	44.7853
Os08g0152900	PHAVU_011G167600g	0.180505	0.164204
Os08g0153000	PHAVU_009G040700g	65.5303	29.0268
Os08g0153600	PHAVU_003G224100g	44.6753	53.4992
Os08g0153900	PHAVU_008G188300g	47.4638	52.4
Os08g0154000	PHAVU_005G051900g	57.2848	55.4487
Os08g0154225	PHAVU_002G037900g	67.7311	35.6953
Os08g0154250	PHAVU_003G217800g	60.5	61.4213
Os08g0154250	PHAVU_005G008000g	61.5	62.3311
Os08g0154250	PHAVU_008G134900g	61	58.56
Os08g0154300	PHAVU_003G218000g	65.1629	65
Os08g0154600	PHAVU_011G016600g	54.6943	54.2208
Os08g0154700	PHAVU_001G148500g	92.4731	68.8
Os08g0154900	PHAVU_002G061800g	55.7692	52.9335
Os08g0154900	PHAVU_003G218400g	56.456	54.0079
Os08g0155000	PHAVU_005G031000g	78.8396	78.8396
Os08g0155400	PHAVU_002G061900g	65.9048	59.0444
Os08g0155400	PHAVU_003G218500g	68.5714	58.0645
Os08g0155700	PHAVU_002G104500g	54.0984	1.79935
Os08g0156600	PHAVU_011G016300g	66.1323	63.8298
Os08g0156700	PHAVU_002G062400g	63.786	64.3154
Os08g0156700	PHAVU_003G220000g	63.3745	63.9004
Os08g0156700	PHAVU_010G072400g	59.2593	59.5041
Os08g0156800	PHAVU_002G085600g	89.8305	88.3333
Os08g0156800	PHAVU_002G171200g	68.6441	87.0968
Os08g0156800	PHAVU_008G041700g	90.678	89.1667
Os08g0156900	PHAVU_002G160000g	59.2208	59.6859
Os08g0157000	PHAVU_002G159500g	72.335	76.6129
Os08g0157000	PHAVU_002G292400g	73.8579	76.378
Os08g0157000	PHAVU_010G102800g	77.1574	81.5013
Os08g0157100	PHAVU_010G145300g	60.3104	41.1498
Os08g0157500	PHAVU_009G044400g	61.1413	61.6438
Os08g0157600	PHAVU_009G259400g	27.2601	28.8235
Os08g0157600	PHAVU_009G259700g	28.2337	31.1828
Os08g0157600	PHAVU_010G120400g	22.6704	36.0619
Os08g0157700	PHAVU_009G260100g	33.101	21.3964
Os08g0157700	PHAVU_010G120900g	34.1463	20.5882
Os08g0157900	PHAVU_008G189100g	18.7929	24.0773
Os08g0157900	PHAVU_009G039000g	19.0672	23.6797
Os08g0158500	PHAVU_007G076100g	17.7719	63.2075
Os08g0158500	PHAVU_009G039300g	57.8249	53.9604
Os08g0158900	PHAVU_008G139400g	36.5011	55.4098
Os08g0158900	PHAVU_008G139500g	13.8229	44.1379
Os08g0159000	PHAVU_002G269900g	36.6154	39.1447
Os08g0159100	PHAVU_002G004900g	46.7626	45.9364
Os08g0159100	PHAVU_002G005000g	48.2014	47.5177
Os08g0159100	PHAVU_002G005100g	47.1223	46.9534
Os08g0159500	PHAVU_002G006500g	61.9565	79.7203
Os08g0159500	PHAVU_003G230100g	66.8478	82.5503
Os08g0159800	PHAVU_003G284200g	57.4932	56.117
Os08g0159900	PHAVU_002G037900g	64.1563	59.6103
Os08g0160000	PHAVU_006G178100g	70.6612	70.9544
Os08g0160300	PHAVU_004G1468001g	26.6667	27.7946
Os08g0161100	PHAVU_007G076100g	0.904977	1.88679
Os08g0161100	PHAVU_009G039300g	37.1041	20.297
Os08g0161500	PHAVU_002G136400g	62.7249	60.8479
Os08g0161700	PHAVU_011G020300g	54.7009	62.1359
Os08g0161750	PHAVU_002G133200g	47.561	29.771
Os08g0162033	PHAVU_010G007100g	72.7723	73.1343
Os08g0162200	PHAVU_003G102300g	46.3551	42.8325
Os08g0162400	PHAVU_001G143400g	20.2198	20.8145
Os08g0162400	PHAVU_005G040100g	10.5495	25.3968
Os08g0162400	PHAVU_009G211500g	11.2088	25.1232
Os08g0162500	PHAVU_003G2660000g	30.5882	37.4101
Os08g0162600	PHAVU_002G037500g	67.3077	64.8148
Os08g0162800	PHAVU_002G127700g	76.9231	77.7778
Os08g0163100	PHAVU_002G249700g	33.4043	34.1304
Os08g0163200	PHAVU_002G131800g	82.1429	53.4884
Os08g0163300	PHAVU_006G123800g	17.8808	34.1772
Os08g0163400	PHAVU_011G016400g	57.554	47.619
Os08g0163500	PHAVU_010G039800g	48.2916	48.9607
Os08g0163600	PHAVU_002G122900g	21.2418	28.6344
Os08g0163600	PHAVU_003G277900g	20.5882	30.4348
Os08g0165800	PHAVU_001G196500g	36.6534	30.8725
Os08g0166400	PHAVU_006G008300g	35.1297	19.887
Os08g0166400	PHAVU_008G208300g	35.9281	20.595
Os08g0166400	PHAVU_008G293000g	35.1297	22.4776
Os08g0166400	PHAVU_008G293200g	34.3313	31.3869
Os08g0166400	PHAVU_011G187200g	35.7285	20.9357
Os08g0167000	PHAVU_002G121200g	54.4254	62.614
Os08g0167000	PHAVU_003G278800g	52.8402	61.7284
Os08g0167249	PHAVU_001G049400g	38.8571	34.5178
Os08g0167249	PHAVU_003G173100g	40	35.7143
Os08g0167249	PHAVU_005G179600g	36.5714	32
Os08g0167249	PHAVU_009G090900g	42.8571	34.0909
Os08g0167249	PHAVU_009G211600g	20.5714	33.3333
Os08g0167249	PHAVU_009G211700g	40	35.7143
Os08g0167400	PHAVU_001G079700g	23.1561	21.1599
Os08g0167400	PHAVU_004G134500g	26.2436	29.0323
Os08g0167400	PHAVU_004G1346001g	21.2693	26.6094
Os08g0167400	PHAVU_004G134800g	26.5866	31.3131
Os08g0167400	PHAVU_007G115400g	22.2985	21.0697
Os08g0167500	PHAVU_003G173400g	55.7312	56.6265
Os08g0167800	PHAVU_005G089800g	34.384	21.2766
Os08g0167800	PHAVU_011G142500g	37.5358	23.2682
Os08g0167800	PHAVU_011G142600g	33.5244	33.3333
Os08g0167800	PHAVU_011G142700g	38.1089	23.75
Os08g0167800	PHAVU_011G143100g	35.5301	21.9469
Os08g0167800	PHAVU_011G143200g	36.3897	22.6786
Os08g0167800	PHAVU_011G143300g	35.8166	22.1239
Os08g0167800	PHAVU_011G143500g	32.3782	18.2553
Os08g0167800	PHAVU_011G143600g	35.5301	21.5652
Os08g0167800	PHAVU_011G143700g	35.2436	22.6103
Os08g0167800	PHAVU_011G143900g	31.8052	33.0357
Os08g0167800	PHAVU_011G1441000g	28.6533	23.6967
Os08g0167800	PHAVU_011G144200g	36.1032	22.4199
Os08g0168000	PHAVU_005G089800g	31.2715	32.2695
Os08g0168000	PHAVU_011G142500g	33.5052	34.6359
Os08g0168000	PHAVU_011G142600g	21.3058	35.3276
Os08g0168000	PHAVU_011G142700g	33.8488	35.1786
Os08g0168000	PHAVU_011G143100g	33.1615	34.1593
Os08g0168000	PHAVU_011G143200g	32.9897	34.2857
Os08g0168000	PHAVU_011G143300g	33.5052	34.5133
Os08g0168000	PHAVU_011G143500g	31.2715	29.4023
Os08g0168000	PHAVU_011G143600g	32.646	33.0435
Os08g0168000	PHAVU_011G143700g	32.8179	35.1103
Os08g0168000	PHAVU_011G143900g	20.6186	35.7143
Os08g0168000	PHAVU_011G1441000g	27.1478	37.4408
Os08g0168000	PHAVU_011G144200g	32.4742	33.6299
Os08g0168400	PHAVU_005G089800g	33.7423	19.5035
Os08g0168400	PHAVU_011G142500g	34.6626	20.071
Os08g0168400	PHAVU_011G142600g	34.0491	31.6239
Os08g0168400	PHAVU_011G142700g	35.5828	20.7143
Os08g0168400	PHAVU_011G143100g	33.7423	19.469
Os08g0168400	PHAVU_011G143200g	34.0491	19.8214
Os08g0168400	PHAVU_011G143300g	34.3558	19.823
Os08g0168400	PHAVU_011G143500g	30.6748	16.1551
Os08g0168400	PHAVU_011G143600g	32.8221	18.6087
Os08g0168400	PHAVU_011G143700g	33.1288	19.8529
Os08g0168400	PHAVU_011G143900g	34.3558	33.3333
Os08g0168400	PHAVU_011G1441000g	23.6196	18.2464
Os08g0168400	PHAVU_011G144200g	33.4356	19.395
Os08g0168700	PHAVU_004G042900g	38.2114	29.4979
Os08g0168700	PHAVU_004G043000g	34.4173	31.9095
Os08g0168700	PHAVU_004G043100g	30.6233	28.25
Os08g0168700	PHAVU_004G043200g	39.2954	29.9587
Os08g0168700	PHAVU_004G043300g	39.5664	27.5472
Os08g0168700	PHAVU_004G043400g	40.3794	30.7851
Os08g0168700	PHAVU_004G0435001g	37.6694	34.8371
Os08g0168700	PHAVU_004G043600g	38.2114	34.3066
Os08g0168700	PHAVU_006G205500g	40.1084	30.2041
Os08g0168700	PHAVU_006G205600g	42.2764	31.7719
Os08g0168700	PHAVU_006G205700g	43.0894	32.716
Os08g0168700	PHAVU_008G174700g	42.2764	31.7719
Os08g0168700	PHAVU_008G175300g	43.3604	33.0578
Os08g0168700	PHAVU_008G175500g	42.5474	32.438
Os08g0168700	PHAVU_008G175600g	43.9024	33.8205
Os08g0169300	PHAVU_003G051600g	34.4569	26.4368
Os08g0169300	PHAVU_003G290000g	36.3296	26.8698
Os08g0169300	PHAVU_003G290100g	35.9551	26.5928
Os08g0169300	PHAVU_006G180900g	39.3258	29.661
Os08g0169300	PHAVU_007G114000g	37.4532	28.2486
Os08g0169300	PHAVU_008G032600g	32.9588	25.8065
Os08g0169300	PHAVU_008G032700g	35.5805	26.5363
Os08g0169300	PHAVU_008G247600g	40.0749	29.972
Os08g0169300	PHAVU_008G250600g	41.1985	30.8123
Os08g0169300	PHAVU_008G250700g	40.4494	30.2521
Os08g0169300	PHAVU_011G118100g	39.3258	29.8295
Os08g0169300	PHAVU_011G122000g	32.9588	29.6296
Os08g0169300	PHAVU_011G1221001g	38.2022	47.6636
Os08g0169600	PHAVU_006G035800g	43.2692	33.8346
Os08g0169600	PHAVU_006G035900g	24.0385	20.1613
Os08g0169600	PHAVU_006G036000g	43.2692	24.8619
Os08g0169600	PHAVU_006G036100g	43.2692	19.7368
Os08g0169700	PHAVU_004G028000g	51.1854	38.6771
Os08g0169800	PHAVU_002G086200g	57.1956	60.0775
Os08g0169800	PHAVU_008G089100g	28.0443	55.8824
Os08g0170900	PHAVU_003G049300g	71.2722	71.1749
Os08g0170900	PHAVU_004G027900g	72.6402	72.442
Os08g0171000	PHAVU_L005500g	52.9412	54.2857
Os08g0171333	PHAVU_004G027600g	23.1013	17.0163
Os08g0171333	PHAVU_008G042000g	24.3671	16.9604
Os08g0171333	PHAVU_008G042100g	23.4177	16.8565
Os08g0171600	PHAVU_009G087100g	66.8831	25.7072
Os08g0171800	PHAVU_009G139800g	32.6984	42.0408
Os08g0172200	PHAVU_002G069400g	52.6946	52.8529
Os08g0173700	PHAVU_007G086600g	45.7143	54.0541
Os08g0174500	PHAVU_002G264300g	32.9966	43.5556
Os08g0174700	PHAVU_004G086300g	86.3782	86.3782
Os08g0174700	PHAVU_007G086800g	87.8205	87.8205
Os08g0174900	PHAVU_010G114000g	52.5701	56.6751
Os08g0175000	PHAVU_003G281200g	35.6742	36.9186
Os08g0175000	PHAVU_006G061000g	32.0225	32.948
Os08g0175200	PHAVU_004G086100g	46.7023	49.9048
Os08g0175300	PHAVU_006G039400g	53.8238	53.668
Os08g0175300	PHAVU_008G2657000g	47.241	48.1737
