Gene stable ID	Leersia perrieri gene stable ID	%id. target Leersia perrieri gene identical to query gene	%id. query gene identical to target Leersia perrieri gene
Os08g0183900	LPERR08G04880	62.5514	46.0606
Os08g0185300	LPERR01G38820	46.9697	59.6154
Os08g0187500	LPERR04G21690	58.2822	25.1656
Os08g0187700	LPERR08G04940	76.931	79.4681
Os08g0187800	LPERR08G04950	96.3824	85.3547
Os08g0187900	LPERR08G04960	64.6048	67.6259
Os08g0188000	LPERR08G04970	81.4404	83.0508
Os08g0189400	LPERR08G04980	80.3571	32.967
Os08g0189400	LPERR08G04990	74.1071	40.9877
Os08g0189500	LPERR08G04980	79.5556	32.7839
Os08g0189500	LPERR08G04990	72.8889	40.4938
Os08g0189600	LPERR08G04980	80.4444	33.1502
Os08g0189600	LPERR08G04990	72.8889	40.4938
Os08g0189700	LPERR08G04980	81.6964	33.5165
Os08g0189700	LPERR08G04990	73.2143	40.4938
Os08g0189850	LPERR08G04980	79.9107	32.7839
Os08g0189850	LPERR08G04990	72.3214	40
Os08g0189900	LPERR08G04980	81.25	33.3333
Os08g0189900	LPERR08G04990	73.6607	40.7407
Os08g0190200	LPERR08G05000	90.2715	89.6629
Os08g0190300	LPERR08G05010	33.9248	32.0513
Os08g0190700	LPERR08G05030	81.113	87.4545
Os08g0190800	LPERR08G05040	98.9583	98.9583
Os08g0191000	LPERR08G05050	94.2857	95.1219
Os08g0191100	LPERR08G05060	90.9091	2.0141
Os08g0191200	LPERR01G04320	56.926	91.7431
Os08g0191200	LPERR11G06790	88.425	91.0156
Os08g0191300	LPERR08G05090	23.3463	20.4778
Os08g0191433	LPERR08G05100	79.7167	71.8932
Os08g0191600	LPERR08G05110	95.8333	95.8333
Os08g0191700	LPERR08G05120	93.4931	74.1848
Os08g0191900	LPERR08G05130	93.7603	93.1485
Os08g0192100	LPERR08G05140	79.7619	89.3333
Os08g0192400	LPERR08G00240	91.4127	90.6593
Os08g0192800	LPERR08G05150	83.368	86.2366
Os08g0192900	LPERR08G05160	69.9301	66.6667
Os08g0193000	LPERR08G05170	43.4622	48.8613
Os08g0193200	LPERR08G05200	76.5217	3.70995
Os08g0193300	LPERR08G05200	62.7628	8.81113
Os08g0194900	LPERR01G03170	46.8927	48.1858
Os08g0196700	LPERR08G05240	70.9845	76.5363
Os08g0196900	LPERR08G10720	48.1799	55.8313
Os08g0197700	LPERR05G04090	40.3141	77.193
Os08g0197700	LPERR06G13110	62.4346	79.3677
Os08g0197800	LPERR08G05290	70.7424	12.5048
Os08g0197800	LPERR08G10240	43.8865	49.3857
Os08g0198300	LPERR10G00470	55.3073	53.6585
Os08g0198300	LPERR10G00480	58.9385	58.2873
Os08g0198700	LPERR03G30910	74.2857	16.5079
Os08g0199000	LPERR08G05330	69.7872	59.0991
Os08g0199100	LPERR08G05330	69.0583	55.4955
Os08g0199300	LPERR08G05340	84.7716	94.3503
Os08g0200100	LPERR08G05350	77.7228	24.36
Os08g0200100	LPERR08G05400	78.2178	81.8653
Os08g0200300	LPERR08G05390	96.9231	100
Os08g0200500	LPERR08G05370	68.2927	90.3226
Os08g0200600	LPERR08G05360	85.3242	90.9091
Os08g0201700	LPERR08G05460	30.0578	61.1765
Os08g0202300	LPERR08G05480	61.5257	38.3264
Os08g0203201	LPERR08G05460	26.6667	37.6471
Os08g0203600	LPERR08G05490	86.4458	21.0642
Os08g0203800	LPERR08G05510	38.4778	52.4496
Os08g0203900	LPERR08G10270	93.8596	93.8596
Os08g0204800	LPERR07G09450	95.4545	94.7368
Os08g0204800	LPERR08G05530	96.2121	95.8491
Os08g0205100	LPERR08G05540	49.6011	53.9797
Os08g0205100	LPERR08G05570	41.4894	57.9926
Os08g0205150	LPERR08G05540	54.8663	74.2402
Os08g0205150	LPERR08G05570	33.4759	58.1784
Os08g0205200	LPERR08G05580	95.3782	53.5377
Os08g0205300	LPERR08G05590	52.0408	80.9524
Os08g0205400	LPERR08G05600	93.8272	93.8272
Os08g0205500	LPERR08G05610	29.9559	40
Os08g0205800	LPERR08G05620	43.6364	56.4706
Os08g0205900	LPERR08G05630	90.9804	92.2465
Os08g0206500	LPERR08G05650	56.0284	48.4663
Os08g0206600	LPERR06G12710	78.3694	85.0181
Os08g0206600	LPERR08G05660	89.8503	95.0704
Os08g0206700	LPERR08G05670	71.09	25.5973
Os08g0206800	LPERR08G05670	87.037	4.01024
Os08g0206900	LPERR08G05680	84.2536	93.424
Os08g0206950	LPERR08G05690	91.8782	90.0498
Os08g0207000	LPERR08G05700	96.3636	33.3333
Os08g0207500	LPERR08G05710	77.5253	81.4324
Os08g0207600	LPERR08G05720	82.6087	84.7418
Os08g0208700	LPERR07G08070	21.8225	52.2989
Os08g0208700	LPERR08G05420	19.4245	44.5055
Os08g0216000	LPERR07G22260	44.6541	9.83379
Os08g0216000	LPERR07G22270	24.5283	7.38636
Os08g0216000	LPERR07G22300	47.1698	13.587
Os08g0216000	LPERR07G22310	47.1698	11.1607
Os08g0218700	LPERR08G05810	43.75	43.3628
Os08g0219100	LPERR08G05810	43.1034	22.1239
Os08g0220400	LPERR08G05740	43.401	57.7703
Os08g0220600	LPERR08G05760	89.3651	89.0823
Os08g0220600	LPERR08G05770	45.2381	77.2358
Os08g0222100	LPERR08G05810	38.9381	38.9381
Os08g0222800	LPERR08G05810	47.9263	46.0177
Os08g0223700	LPERR08G05840	61.1732	18.734
Os08g0223766	LPERR08G05840	62.0985	24.8075
Os08g0223833	LPERR08G05840	74.7036	32.3353
Os08g0223900	LPERR08G05860	82.0382	94.2899
Os08g0224000	LPERR08G05870	81.6568	87.5635
Os08g0224100	LPERR08G05880	93.765	49.4311
Os08g0224200	LPERR08G05890	81.7448	92.5046
Os08g0224200	LPERR08G05900	84.6527	85.6209
Os08g0224300	LPERR03G31670	88.993	90.9091
Os08g0224500	LPERR08G05910	83.6032	84.2857
Os08g0224700	LPERR08G05950	94.9341	95.6122
Os08g0224800	LPERR08G05960	93.9535	96.6507
Os08g0225000	LPERR08G05970	78.7037	46.1957
Os08g0225100	LPERR08G05980	98.4496	68.6487
Os08g0225400	LPERR08G06000	84.0194	95.5923
Os08g0225900	LPERR02G09640	28.777	73.6196
Os08g0226000	LPERR08G06040	51.6949	26.1242
Os08g0226000	LPERR08G06050	68.6441	45.1253
Os08g0226100	LPERR08G01990	30	2.59459
Os08g0226800	LPERR08G06040	59.7796	46.4668
Os08g0226800	LPERR08G06050	74.3802	75.2089
Os08g0227100	LPERR08G06060	73.057	74.8011
Os08g0227200	LPERR08G06070	82.2535	38.8298
Os08g0227400	LPERR08G06100	75.8772	24.6088
Os08g0228200	LPERR08G06120	39.8082	45.3552
Os08g0229601	LPERR08G05920	44.1281	23.9382
Os08g0230000	LPERR08G06160	65.9341	63.4921
Os08g0230200	LPERR08G06190	99.1718	99.3776
Os08g0230300	LPERR08G06200	63.1696	86.5443
Os08g0230500	LPERR01G14310	90.1887	91.3958
Os08g0230600	LPERR08G06260	76.5432	83.7838
Os08g0230800	LPERR08G06270	84.8812	49.2481
Os08g0233400	LPERR10G04790	19.797	11.747
Os08g0234000	LPERR08G06290	98.3673	98.3673
Os08g0235600	LPERR08G06300	50	23.804
Os08g0235651	LPERR08G06300	76.2097	44.1073
Os08g0235800	LPERR08G06310	61.9186	73.7024
Os08g0236400	LPERR08G06270	78.5863	47.3684
Os08g0236700	LPERR03G29670	71.4286	36.2954
Os08g0236700	LPERR04G13280	71.9212	76.4398
Os08g0237000	LPERR08G06360	84.1379	83.2765
Os08g0237200	LPERR01G31930	90.3047	74.0909
Os08g0237800	LPERR08G06370	78.2178	81.1644
Os08g0238100	LPERR08G06380	81.7114	86.9643
Os08g0239000	LPERR03G09890	91.1111	88.172
Os08g0239000	LPERR06G23480	83.3333	38.4615
Os08g0239300	LPERR08G06400	84.7909	82.2878
Os08g0240000	LPERR08G06410	78.7356	78.9625
Os08g0240500	LPERR08G06430	76.8559	29.0909
Os08g0240600	LPERR08G06440	51.227	97.093
Os08g0240800	LPERR08G06450	86.7016	93.8775
Os08g0241300	LPERR08G06460	79.1209	75
Os08g0241400	LPERR08G06470	79.0451	84.4193
Os08g0241600	LPERR08G06480	90.5044	92.145
Os08g0241800	LPERR08G06490	85.8064	27.5934
Os08g0242400	LPERR08G06500	58.0986	69.6203
Os08g0242700	LPERR08G06510	72.9592	51.4389
Os08g0242800	LPERR08G06520	85.4895	86.8561
Os08g0242900	LPERR08G06530	77.6382	93.3535
Os08g0243100	LPERR08G06550	88.9937	92.4837
Os08g0243500	LPERR08G06560	94.0092	85.7143
Os08g0243600	LPERR08G06570	93.75	93.75
Os08g0243900	LPERR08G06610	95.6318	96.6877
Os08g0244100	LPERR08G06620	80.6094	80.3867
Os08g0244400	LPERR08G06630	73.6051	72.8238
Os08g0245200	LPERR08G06650	86.5248	86.067
Os08g0245400	LPERR08G06680	77.8319	85.7718
Os08g0246300	LPERR11G15860	22.1331	44.878
Os08g0246300	LPERR11G15870	17.9631	40.5797
Os08g0246300	LPERR11G15880	25.9824	43.2
Os08g0246400	LPERR07G05830	66.9291	69.1057
Os08g0247600	LPERR08G06700	74.3842	14.8768
Os08g0247700	LPERR08G06700	82.2042	80.0985
Os08g0248400	LPERR06G15820	72.5	41.5365
Os08g0248400	LPERR10G11060	69.7727	23.78
Os08g0248800	LPERR08G06720	77.686	89.5238
Os08g0248900	LPERR08G06730	99.4505	100
Os08g0249000	LPERR08G06740	38.8889	31.3901
Os08g0249100	LPERR08G06750	95.3411	95.6594
Os08g0249200	LPERR08G06760	57.868	75
Os08g0249900	LPERR03G21680	72.6592	54.4944
Os08g0249900	LPERR03G21690	74.1573	57.3913
Os08g0250300	LPERR08G06860	58.7719	72.8261
Os08g0250700	LPERR08G06910	92.8571	92.8571
Os08g0250900	LPERR08G06920	85.6996	87.592
Os08g0253800	LPERR08G06950	91.6493	59.8909
Os08g0254300	LPERR08G06960	67.8756	69.5575
Os08g0254500	LPERR08G06980	80.5755	79.8574
Os08g0254600	LPERR08G06990	87.8299	83.7762
Os08g0254900	LPERR08G07000	36.2776	94.2623
Os08g0256000	LPERR08G07020	86.4198	85.3659
Os08g0256700	LPERR08G07040	52.8958	48.7544
Os08g0258200	LPERR08G07090	91.5152	79.1958
Os08g0260000	LPERR08G07100	81.6327	51.9481
Os08g0260600	LPERR08G07120	80.2198	86.2205
Os08g0260800	LPERR08G08480	80.6383	40.6652
Os08g0261100	LPERR08G07200	93.9698	93.9698
Os08g0262500	LPERR08G07130	33.4615	71.3115
Os08g0262500	LPERR08G07160	69.4231	46.2821
Os08g0262500	LPERR08G07170	25.3846	64.3902
Os08g0263000	LPERR08G07130	23.6	48.3607
Os08g0263000	LPERR08G07160	61.8	39.6154
Os08g0263000	LPERR08G07170	19	46.3415
Os08g0265500	LPERR08G07300	88.3978	31.6832
Os08g0266200	LPERR08G07310	98.9691	89.7196
Os08g0266225	LPERR03G28810	45.2381	34.7561
Os08g0266300	LPERR08G07320	73.4219	67.3781
Os08g0266400	LPERR08G07330	81.25	81.6754
Os08g0266600	LPERR08G07340	81.6384	78.9617
Os08g0266700	LPERR08G07350	66.7582	68.9362
Os08g0267000	LPERR08G07440	53.4946	22.8736
Os08g0267300	LPERR08G07430	79.3893	79.8465
Os08g0267800	LPERR08G06800	19.6544	41.9355
Os08g0267800	LPERR08G06820	14.9028	27.9352
Os08g0267800	LPERR08G06830	14.4708	35.4497
Os08g0267800	LPERR08G07460	47.0842	45.9916
Os08g0267800	LPERR08G07470	44.4924	16.0436
Os08g0268000	LPERR04G09350	24.0664	30.5263
Os08g0268000	LPERR04G10120	26.971	36.3129
Os08g0268000	LPERR04G10270	28.6307	33.8235
Os08g0268000	LPERR04G10840	27.3859	33.6735
Os08g0268900	LPERR08G07490	62.9921	11.5774
Os08g0269000	LPERR08G07500	77.931	56.927
Os08g0269500	LPERR08G07520	66.4122	60.8392
Os08g0269600	LPERR08G07510	44.7552	22.5352
Os08g0269700	LPERR08G07520	74.2647	70.6294
Os08g0269800	LPERR08G07530	64.5161	31.746
Os08g0270000	LPERR08G07550	67.4374	71.7213
Os08g0270200	LPERR08G07560	88.4058	82.0628
Os08g0270400	LPERR08G08550	24.3421	45.122
Os08g0270800	LPERR08G10310	29.9559	86.076
Os08g0270900	LPERR08G07610	41.4729	17.4551
Os08g0272000	LPERR12G12650	86.25	89.6104
Os08g0272200	LPERR08G07660	40.395	69.6594
Os08g0274700	LPERR08G07730	98.9691	98.9691
Os08g0274700	LPERR09G11270	97.9381	97.9381
Os08g0275200	LPERR08G07740	62.3338	70.4508
Os08g0276100	LPERR08G07760	88.9126	81.9253
Os08g0276200	LPERR08G07770	81.694	49.0969
Os08g0276400	LPERR08G07780	86.578	85.5436
Os08g0277200	LPERR08G07790	82.7485	84.4776
Os08g0277900	LPERR08G07820	96.1207	93.3054
Os08g0278100	LPERR08G07830	69.9153	70.2128
Os08g0278600	LPERR08G07850	88.5417	83.3333
Os08g0278900	LPERR08G07860	95.3917	59.8266
Os08g0280100	LPERR08G07890	80.3858	73.2064
Os08g0280200	LPERR08G07900	84.5465	54.434
Os08g0280600	LPERR08G07920	68.2143	43.908
Os08g0281500	LPERR01G38760	35.9903	31.1715
Os08g0282000	LPERR08G07940	34.1549	74.6154
Os08g0282400	LPERR08G07970	94.1176	94.1176
Os08g0282500	LPERR08G07980	78.5558	77.0386
Os08g0285100	LPERR02G18500	23.9474	52
Os08g0285200	LPERR08G07980	62.2951	65.2361
Os08g0285600	LPERR08G08020	90.7652	77.13
Os08g0286100	LPERR08G08030	67.0534	81.6384
Os08g0288200	LPERR08G08040	95.1318	77.7778
Os08g0288400	LPERR08G08050	87.1833	85.5263
Os08g0288500	LPERR08G08060	75.4673	48.7915
Os08g0289000	LPERR08G08070	34.8993	30.7692
Os08g0289400	LPERR03G01330	45.6439	33.8008
Os08g0289400	LPERR08G08090	81.6288	43.6677
Os08g0290000	LPERR08G08100	65.2605	88.255
Os08g0290100	LPERR08G08110	87.9736	80.6646
Os08g0290200	LPERR08G08120	40.303	46.5035
Os08g0290400	LPERR08G08130	33.1878	53.1469
Os08g0290700	LPERR08G08140	78.4	80.3279
Os08g0292000	LPERR08G08160	68.3944	70.2597
Os08g0292600	LPERR08G08200	94.4954	94.7853
Os08g0292900	LPERR08G08210	95.7346	60.119
Os08g0293100	LPERR08G08220	77.2727	73.913
Os08g0294300	LPERR08G05810	35.514	16.8142
Os08g0295100	LPERR08G08330	55.9871	32.2761
Os08g0295300	LPERR06G22120	80.8054	88.9217
Os08g0295300	LPERR07G22420	83.8926	85.8516
Os08g0296900	LPERR08G08360	82.0413	80.7888
Os08g0298700	LPERR08G08380	89.3145	82.4953
Os08g0299000	LPERR08G08420	91.9463	91.6388
Os08g0299200	LPERR08G08450	85.3774	87.0192
Os08g0299300	LPERR01G13820	39.5122	25.3125
Os08g0299400	LPERR08G08470	95.098	51.5957
Os08g0299600	LPERR08G08400	55.6098	66.6667
Os08g0299700	LPERR08G08400	20.8054	36.2573
Os08g0300300	LPERR08G08570	94.7236	91.8392
Os08g0300700	LPERR08G08640	88.2993	88.5402
Os08g0301500	LPERR08G08660	95.6848	95.4163
Os08g0304900	LPERR08G08690	79.9511	58.9189
Os08g0305300	LPERR08G08700	86.444	83.2545
Os08g0308700	LPERR08G08810	63.0208	57.0755
Os08g0309300	LPERR08G08820	87.963	90.0474
Os08g0310100	LPERR08G08840	78.3051	88.8462
Os08g0310500	LPERR08G08870	28.2443	16.1572
Os08g0313200	LPERR08G08780	82.1277	81.0924
Os08g0313600	LPERR08G08760	68.1159	69.3727
Os08g0314800	LPERR08G08790	81.5152	95.5595
Os08g0318500	LPERR05G09870	88.3743	78.7037
Os08g0319900	LPERR08G08800	75.9259	94.9074
Os08g0320000	LPERR08G03000	69.7143	33.0623
Os08g0320100	LPERR08G08880	92.8571	85.0785
Os08g0320200	LPERR08G08580	90.8595	89.7574
Os08g0320300	LPERR08G08900	78.2051	40.1316
Os08g0320400	LPERR08G08910	77.9221	47.2441
Os08g0320800	LPERR08G08930	75.9036	30.1435
Os08g0320900	LPERR08G08940	53.1792	69.1729
Os08g0321000	LPERR08G08950	92.0482	92.4939
Os08g0322500	LPERR08G08960	88.8283	86.3576
Os08g0322600	LPERR03G11760	66.5072	76.3736
Os08g0322600	LPERR08G08970	64.8325	78.7791
Os08g0323000	LPERR03G11750	57.0766	47.1264
Os08g0323266	LPERR03G34110	16.6667	13.4021
Os08g0323400	LPERR08G08980	65.8986	72.5888
Os08g0323600	LPERR08G08990	92.6267	90.5405
Os08g0323700	LPERR05G02690	92.7199	95.1245
Os08g0324600	LPERR03G14780	31.7518	37.6623
Os08g0324600	LPERR10G05070	37.9562	59.7701
Os08g0325267	LPERR08G09000	66.3265	14.3805
Os08g0326100	LPERR08G09010	84.323	59.6639
Os08g0326400	LPERR08G09020	99.6124	95.1852
Os08g0326500	LPERR08G09030	86.5731	88.5246
Os08g0326600	LPERR08G09040	97.4265	97.4265
Os08g0326700	LPERR08G09050	76.1636	70.1299
Os08g0327100	LPERR08G09070	91.4463	90.3226
Os08g0327200	LPERR08G09080	81.0811	88.2353
Os08g0327400	LPERR08G09090	94.9333	94.9333
Os08g0327700	LPERR08G09100	84.6667	88.8112
Os08g0328300	LPERR08G09140	93.8865	92.6724
Os08g0330900	LPERR08G09160	17.9283	45
Os08g0331900	LPERR03G18710	76.3533	23.4471
Os08g0332600	LPERR08G09180	61.0149	52.5027
Os08g0332700	LPERR08G09190	88.4956	90.2527
Os08g0332800	LPERR08G09200	92.7438	24.4617
Os08g0333000	LPERR08G09200	84.1026	19.6172
Os08g0333100	LPERR08G09210	76.5073	74.9491
Os08g0334300	LPERR08G09230	63.8783	46.281
Os08g0334900	LPERR08G09250	73.9933	74.4932
Os08g0335500	LPERR08G09270	71.0974	76.7947
Os08g0335600	LPERR08G09280	83.3333	86.2944
Os08g0335600	LPERR08G09300	80.3922	84.9741
Os08g0337001	LPERR08G09330	65.9639	15.8696
Os08g0337700	LPERR08G09350	97.852	98.0861
Os08g0337800	LPERR08G09410	76.9737	76.1388
Os08g0338000	LPERR06G14990	0	0
Os08g0338200	LPERR07G04690	87.2517	89.4737
Os08g0338200	LPERR08G09430	64.9007	83.94
Os08g0338500	LPERR08G09460	71.5736	72.3077
Os08g0338600	LPERR08G09670	32.636	70.2703
Os08g0338700	LPERR08G09490	80.3858	73.7463
Os08g0338900	LPERR08G09500	92.7152	92.9204
Os08g0339200	LPERR08G09510	81.962	94.5256
Os08g0340900	LPERR08G09550	90.3541	88.6228
Os08g0341700	LPERR08G09580	29.8273	90.9091
Os08g0342300	LPERR08G09590	89.4563	89.8263
Os08g0342400	LPERR08G09600	93.4853	93.7908
Os08g0343000	LPERR08G09610	53.9763	76.4988
Os08g0343300	LPERR08G09620	95.8874	81.5838
Os08g0344100	LPERR08G09660	94.7598	94.3478
Os08g0344700	LPERR03G16150	34.717	8.28083
Os08g0345400	LPERR08G09680	64.986	70.303
Os08g0345500	LPERR08G09690	90.0524	90.7652
Os08g0345700	LPERR08G09720	92.7066	96.9492
Os08g0345800	LPERR08G09730	94.9416	85.1658
Os08g0346400	LPERR08G09740	89.8374	84.3511
Os08g0346500	LPERR08G09750	89.5765	87.0253
Os08g0346600	LPERR08G09760	48.8818	70.5069
Os08g0347500	LPERR03G19720	58.7459	70.3557
Os08g0348300	LPERR08G09470	44.2105	43.75
Os08g0348300	LPERR08G09830	43.1579	31.0606
Os08g0348300	LPERR08G09920	35.7895	29.3103
Os08g0348300	LPERR08G09970	46.3158	13.6223
Os08g0349300	LPERR08G09840	54.4304	60.5634
Os08g0349300	LPERR08G09870	56.962	62.5
Os08g0351200	LPERR08G09980	41.7625	24.2762
Os08g0352100	LPERR08G09470	39.8058	42.7083
Os08g0352100	LPERR08G09830	38.835	30.303
Os08g0352100	LPERR08G09920	32.0388	28.4483
Os08g0352100	LPERR08G09970	44.6602	14.2415
Os08g0353700	LPERR08G09470	33.3333	36.4583
Os08g0353700	LPERR08G09830	33.3333	26.5152
Os08g0353700	LPERR08G09920	28.5714	25.8621
Os08g0353700	LPERR08G09970	42.8571	13.9319
Os08g0355400	LPERR08G09980	45.3237	56.1247
Os08g0356500	LPERR08G10080	73.3068	38.1347
Os08g0357000	LPERR08G10090	94.4615	94.4615
Os08g0357300	LPERR08G10100	80.531	51.1236
Os08g0358800	LPERR08G10120	62.963	70.2479
Os08g0359000	LPERR08G10130	65.3137	75.9657
Os08g0359100	LPERR08G10140	85.8064	40
Os08g0359300	LPERR08G10150	80.7116	81.3208
Os08g0359500	LPERR08G10160	88.2629	90.8213
Os08g0359600	LPERR08G13530	91.5888	89.0909
Os08g0359900	LPERR08G10170	44.6927	83.3333
Os08g0360000	LPERR08G10180	83.3333	84.6154
Os08g0360100	LPERR08G10190	79.7241	76.6578
Os08g0360300	LPERR08G10200	75.737	66.1386
Os08g0360700	LPERR08G10220	86.1538	29.6296
Os08g0361000	LPERR08G13870	44.5596	18.0294
Os08g0361300	LPERR03G19600	20.6977	15.8929
Os08g0363000	LPERR12G05960	58.6854	51.7598
Os08g0363800	LPERR08G10440	63.0435	37.6623
Os08g0364100	LPERR03G21870	10.3704	7.25389
Os08g0364500	LPERR08G10250	85.1562	86.5079
Os08g0364900	LPERR08G10260	71.875	72.4928
Os08g0365900	LPERR08G10280	88.455	90.7665
Os08g0366000	LPERR08G10290	98.1328	94.5055
Os08g0366100	LPERR08G10340	98.5916	98.5916
Os08g0366200	LPERR09G06240	68.75	70.7143
Os08g0369000	LPERR08G10380	95.0437	60.5948
Os08g0369200	LPERR08G10390	91.9765	89.5238
Os08g0369300	LPERR08G10430	86.5	23.1903
Os08g0369400	LPERR02G18790	45.2736	12.5864
Os08g0369700	LPERR08G10440	68.6747	74.026
Os08g0371608	LPERR08G10460	63.3517	59.7222
Os08g0374000	LPERR08G10600	88.0795	88.0795
Os08g0374100	LPERR08G10610	72.8448	69.2623
Os08g0374200	LPERR08G10630	66.8675	38.8112
Os08g0374400	LPERR08G10640	64.5244	76.0606
Os08g0374800	LPERR08G10650	96.8137	96.1071
Os08g0374900	LPERR03G32080	75.1073	81.3953
Os08g0375800	LPERR08G10660	92.0977	92.0977
Os08g0376200	LPERR08G10670	51.6949	12.449
Os08g0376300	LPERR08G10680	79.8362	80.9129
Os08g0376500	LPERR08G10690	80.3846	47.9358
Os08g0376550	LPERR08G10690	81.768	33.945
Os08g0376600	LPERR08G10700	64.3411	80.3226
Os08g0376700	LPERR08G10120	90.9091	90.9091
Os08g0377100	LPERR08G05260	39.1975	10.3336
Os08g0377100	LPERR08G07720	67.5926	46.4968
Os08g0377200	LPERR08G10120	92.562	92.562
Os08g0377400	LPERR08G10750	80.4196	73.0159
Os08g0377500	LPERR08G10740	91.9847	92.3372
Os08g0378300	LPERR08G10780	87.9056	43.314
Os08g0378800	LPERR08G10800	74.4681	70
Os08g0378900	LPERR08G10810	79.8942	77.0408
Os08g0379000	LPERR08G10820	66.236	79.1152
Os08g0379300	LPERR08G10860	86.5093	83.0097
Os08g0379400	LPERR08G10870	83.0769	83.7209
Os08g0380100	LPERR08G10880	77.193	90.1304
Os08g0382400	LPERR08G10900	92.4883	77.8656
Os08g0382800	LPERR06G20070	50.9146	45.8791
Os08g0383700	LPERR08G10910	35.4839	22.6804
Os08g0383800	LPERR08G10920	88.8545	87.7676
Os08g0384000	LPERR08G10930	91.8803	73.3788
Os08g0384100	LPERR08G10940	30.7692	53.3333
Os08g0384500	LPERR08G10950	95.2818	50.0689
Os08g0384900	LPERR08G10980	78.9809	91.1765
Os08g0385000	LPERR08G10990	72.5275	86.8421
Os08g0385900	LPERR08G11020	83.871	70.9091
Os08g0386200	LPERR08G11030	65.5172	67.6375
Os08g0386700	LPERR08G11050	88.3382	79.5276
Os08g0386800	LPERR08G11060	89.1304	90.6634
Os08g0386900	LPERR08G11120	92.2667	47.0109
Os08g0387200	LPERR08G11130	86.1407	45.1902
Os08g0387400	LPERR08G11140	89.9225	88.381
Os08g0387500	LPERR08G11150	65.9091	88.1459
Os08g0388900	LPERR04G07670	64.2686	74.8603
Os08g0389300	LPERR04G07670	92.1182	52.2346
Os08g0389700	LPERR08G11200	92.2581	91.4712
Os08g0390000	LPERR08G11210	85.0242	84.345
Os08g0390100	LPERR08G11220	81.2779	56.3337
Os08g0390200	LPERR01G23250	56.2201	60.567
Os08g0390200	LPERR08G11230	55.7416	62.2995
Os08g0391700	LPERR01G23250	54.2169	57.9897
Os08g0391700	LPERR08G11230	51.0843	56.6845
Os08g0392100	LPERR01G23250	66.2234	64.1753
Os08g0392100	LPERR08G11230	65.1596	65.508
Os08g0395300	LPERR08G11310	100	100
Os08g0396500	LPERR08G11400	50.6173	51.7677
Os08g0398000	LPERR08G11440	96.3843	96.6839
Os08g0398350	LPERR08G11450	87.5149	40.1747
Os08g0398400	LPERR08G11460	54.9296	94.5455
Os08g0398500	LPERR08G11470	52.0661	72.4138
Os08g0398700	LPERR08G11480	94.9714	94.9714
Os08g0398800	LPERR08G11490	80.9734	79.2208
Os08g0399050	LPERR04G04810	24.8299	42.4419
Os08g0399300	LPERR08G11510	50.1147	40.3882
Os08g0399600	LPERR08G09570	75.0567	81.5271
Os08g0400000	LPERR08G11510	55.7713	47.7819
Os08g0400200	LPERR08G11510	42.6257	46.2107
Os08g0400300	LPERR08G11520	85.0312	85.0312
Os08g0401500	LPERR08G11540	89.0411	82.1485
Os08g0402100	LPERR08G11550	79.5775	78.1106
Os08g0402500	LPERR08G11560	58.6592	40.5405
Os08g0402600	LPERR08G11570	83.3935	61.3546
Os08g0402800	LPERR08G11580	57.6369	57.6369
Os08g0403300	LPERR08G11590	88.6667	86.3636
Os08g0404000	LPERR04G05130	86.2222	79.1837
Os08g0404000	LPERR04G05880	78.4444	71.3131
Os08g0404200	LPERR04G05140	94.4828	95.1389
Os08g0404300	LPERR04G05140	94.4828	95.1389
Os08g0404350	LPERR04G05160	89.0909	18.2156
Os08g0404500	LPERR08G11600	79.1822	81.6092
Os08g0404900	LPERR08G11650	70.979	71.9858
Os08g0405700	LPERR08G11660	72.6829	89.759
Os08g0406400	LPERR08G11670	92.926	55.7915
Os08g0406500	LPERR08G11700	61.7347	67.036
Os08g0406600	LPERR08G11700	62.3441	69.2521
Os08g0407000	LPERR08G11710	82.7899	83.5466
Os08g0407200	LPERR12G11230	94.9153	94.4351
Os08g0407600	LPERR08G11720	67.3367	71.6578
Os08g0408200	LPERR08G11740	89.4144	95.6627
Os08g0408500	LPERR08G11750	77.1429	83.7209
Os08g0409100	LPERR08G11760	99.4595	99.1914
Os08g0409500	LPERR08G11780	52.3474	62.9944
Os08g0409900	LPERR08G11790	90.748	90.5697
Os08g0410266	LPERR08G11800	42.268	49.8783
Os08g0410500	LPERR08G11810	87.6543	86.5854
Os08g0411200	LPERR08G11820	74.581	59.4655
Os08g0411300	LPERR08G11840	74.4813	75.4202
Os08g0412100	LPERR08G11870	75.8585	78.135
Os08g0412200	LPERR04G08960	92.9907	92.9907
Os08g0412401	LPERR08G11890	51.8519	51.4706
Os08g0412500	LPERR08G11900	94.3925	59.0643
Os08g0412600	LPERR08G11910	93.662	69.4517
Os08g0412700	LPERR08G11920	79.8942	81.4016
Os08g0413000	LPERR08G11930	76.3274	52.5514
Os08g0413100	LPERR08G11970	65.0602	21.3946
Os08g0413200	LPERR08G11970	66.2708	22.1078
Os08g0413500	LPERR08G11960	48.6486	66.443
Os08g0414200	LPERR08G11980	57.4388	61
Os08g0414300	LPERR08G11990	62.7907	67.9245
Os08g0414500	LPERR08G12000	71.0843	60.2041
Os08g0414600	LPERR08G12020	67.6364	45.7002
Os08g0414700	LPERR08G12030	95.2436	95.2436
Os08g0415600	LPERR08G12040	59.6932	72.2973
