Gene stable ID	Theobroma cacao gene stable ID	%id. target Theobroma cacao gene identical to query gene	%id. query gene identical to target Theobroma cacao gene
Os11g0135000	TCM_023670	56.1702	53.8776
Os11g0135000	TCM_044056	60.2128	58.1109
Os11g0135300	TCM_023670	51.2097	51.8367
Os11g0135300	TCM_044056	50.8064	51.7454
Os11g0135400	TCM_041647	75.625	75.3894
Os11g0135400	TCM_042569	80.625	80.3738
Os11g0135900	TCM_023670	56.5306	56.5306
Os11g0135900	TCM_044056	61.4286	61.807
Os11g0136300	TCM_001330	40.7407	16.0194
Os11g0136300	TCM_001334	41.358	19.0341
Os11g0136400	TCM_023670	53.3654	22.6531
Os11g0136400	TCM_044056	58.6538	25.0513
Os11g0136500	TCM_013483	51.0638	51.0638
Os11g0136600	TCM_040893	71.3493	72.1495
Os11g0136701	TCM_001457	66.129	37.2727
Os11g0136800	TCM_024066	61.236	59.8901
Os11g0137000	TCM_023972	76.1733	60.114
Os11g0137100	TCM_012096	48.3992	42.4793
Os11g0137300	TCM_041002	60.6306	36.9374
Os11g0137400	TCM_002056	51.9231	11.25
Os11g0137500	TCM_002056	44.1176	15.625
Os11g0138400	TCM_000570	34.3643	23.8095
Os11g0138600	TCM_000570	47.1698	23.8095
Os11g0138700	TCM_040971	46.0241	46.3592
Os11g0138900	TCM_044740	30.618	47.807
Os11g0138900	TCM_044744	41.573	45.3988
Os11g0138900	TCM_044745	47.191	50.1493
Os11g0138900	TCM_044746	39.0449	49.8208
Os11g0139100	TCM_004312	81.761	81.761
Os11g0139500	TCM_022611	47.4286	50.8163
Os11g0139500	TCM_041396	47.619	52.0833
Os11g0139600	TCM_021920	26.2436	20.2649
Os11g0139600	TCM_041810	25.9005	21.4184
Os11g0139600	TCM_041812	23.4991	19.8551
Os11g0139600	TCM_041813	21.9554	19.2192
Os11g0139600	TCM_041814	27.1012	20
Os11g0139600	TCM_041815	24.8714	17.491
Os11g0139600	TCM_042705	26.9297	21.3026
Os11g0139900	TCM_015705	25.9109	37.6471
Os11g0140100	TCM_024600	34.2857	35.468
Os11g0140400	TCM_024602	67.8174	58.7838
Os11g0140400	TCM_042363	66.9265	57.8998
Os11g0140600	TCM_024538	61.039	68.3636
Os11g0140700	TCM_040793	56.1644	17.1908
Os11g0140800	TCM_031315	65.3951	69.1643
Os11g0140900	TCM_015937	16.4234	26.1628
Os11g0140900	TCM_024498	21.8978	19.6721
Os11g0140900	TCM_042370	26.2774	15.6182
Os11g0141000	TCM_015427	64.3541	66.9154
Os11g0141100	TCM_011448	33.3333	18.7342
Os11g0141100	TCM_011449	29.7297	23.2394
Os11g0141100	TCM_011450	31.5315	21.148
Os11g0141100	TCM_014356	34.6847	21.7514
Os11g0141100	TCM_020723	27.9279	18.2891
Os11g0141100	TCM_024317	33.7838	19.8939
Os11g0141100	TCM_025052	17.1171	15.0198
Os11g0141100	TCM_025054	26.1261	18.1818
Os11g0141100	TCM_025055	25.2252	15.3846
Os11g0141100	TCM_025060	18.4685	17.0124
Os11g0141100	TCM_025821	22.973	17.77
Os11g0141100	TCM_025825	30.1802	16.75
Os11g0141100	TCM_025835	29.2793	19.174
Os11g0141100	TCM_032160	32.4324	21.4925
Os11g0141100	TCM_032161	31.982	13.2216
Os11g0141100	TCM_032162	18.018	13.6519
Os11g0141100	TCM_032163	31.0811	20.597
Os11g0141100	TCM_032165	32.4324	16.5899
Os11g0141100	TCM_044758	28.8288	19.8142
Os11g0141100	TCM_044761	22.0721	19.7581
Os11g0141100	TCM_044762	26.1261	24.4726
Os11g0141100	TCM_044767	28.3784	19.6262
Os11g0141100	TCM_044771	31.0811	19.7708
Os11g0141100	TCM_044787	28.8288	20.3175
Os11g0141333	TCM_011448	37.037	32.9114
Os11g0141333	TCM_011449	31.6239	39.0845
Os11g0141333	TCM_011450	36.7521	38.9728
Os11g0141333	TCM_014356	37.037	36.7232
Os11g0141333	TCM_020723	34.4729	35.6932
Os11g0141333	TCM_024317	36.4672	33.9523
Os11g0141333	TCM_025052	24.2165	33.5968
Os11g0141333	TCM_025054	33.6182	36.9906
Os11g0141333	TCM_025055	29.6296	28.5714
Os11g0141333	TCM_025060	27.9202	40.6639
Os11g0141333	TCM_025821	27.6353	33.7979
Os11g0141333	TCM_025825	32.1937	28.25
Os11g0141333	TCM_025835	32.7635	33.9233
Os11g0141333	TCM_032160	35.8974	37.6119
Os11g0141333	TCM_032161	36.4672	23.8361
Os11g0141333	TCM_032162	25.3561	30.3754
Os11g0141333	TCM_032163	35.6125	37.3134
Os11g0141333	TCM_032165	33.6182	27.1889
Os11g0141333	TCM_044758	29.9145	32.5077
Os11g0141333	TCM_044761	23.3618	33.0645
Os11g0141333	TCM_044762	23.3618	34.5992
Os11g0141333	TCM_044767	33.6182	36.7601
Os11g0141333	TCM_044771	34.4729	34.6705
Os11g0141333	TCM_044787	31.0541	34.6032
Os11g0141400	TCM_024455	30.8511	32.2222
Os11g0141500	TCM_040833	36.9919	38.7234
Os11g0141500	TCM_042392	40.0406	40.7868
Os11g0141550	TCM_040833	31.0078	8.51064
Os11g0141550	TCM_042392	32.5581	8.69565
Os11g0141700	TCM_040833	31.8182	34.2553
Os11g0141700	TCM_042392	32.0158	33.5404
Os11g0141900	TCM_024428	60.5263	62.1622
Os11g0142300	TCM_024341	28.5714	3.84615
Os11g0142400	TCM_024341	24.1758	2.64423
Os11g0142500	TCM_020103	66.2992	64.0791
Os11g0143200	TCM_042532	58.0838	61.0063
Os11g0143300	TCM_024355	58.6538	57.277
Os11g0143400	TCM_024387	33.631	49.5614
Os11g0143400	TCM_045327	25.2976	32.3194
Os11g0143500	TCM_024415	71.1835	69.9831
Os11g0145000	TCM_024262	52.5721	54.4156
Os11g0145000	TCM_045116	53.074	57.0081
Os11g0145100	TCM_024632	38.6719	38.8235
Os11g0145200	TCM_006309	28.8382	29.7009
Os11g0145200	TCM_006310	28.8382	30.2832
Os11g0145200	TCM_006311	28.2158	29.5652
Os11g0145200	TCM_020202	35.4772	36.7742
Os11g0145200	TCM_020203	34.2324	35.6371
Os11g0145200	TCM_046220	35.4772	36.6953
Os11g0145400	TCM_043156	81.9277	93.1507
Os11g0145700	TCM_040751	43.3048	33.6283
Os11g0146100	TCM_024262	36.5657	23.5065
Os11g0146100	TCM_045116	35.3535	23.5849
Os11g0146500	TCM_040751	46.9048	43.5841
Os11g0146600	TCM_005714	45.9259	42.6605
Os11g0146600	TCM_005716	48.1481	43.4298
Os11g0146700	TCM_037459	74.6032	74.341
Os11g0146800	TCM_020712	82.8488	79.6089
Os11g0147000	TCM_020579	72.2144	73.9884
Os11g0147100	TCM_004432	54.065	53.4137
Os11g0147500	TCM_020515	41.3592	41.2791
Os11g0147500	TCM_026590	38.0583	39.0438
Os11g0147800	TCM_020532	67.5106	67.7966
Os11g0147800	TCM_046692	62.0253	62.2881
Os11g0148000	TCM_026586	40.7547	20.339
Os11g0148200	TCM_020540	54.8837	51.7544
Os11g0148300	TCM_005857	70.4	72.3288
Os11g0148400	TCM_026571	28.1046	18.2784
Os11g0148500	TCM_022396	92.0304	92.0304
Os11g0148600	TCM_020279	45.6989	32.9457
Os11g0148700	TCM_041528	32.3972	18.703
Os11g0148800	TCM_041528	21.6066	4.5165
Os11g0149100	TCM_022420	39.8907	37.7261
Os11g0149100	TCM_041524	27.0492	25.1269
Os11g0149200	TCM_022422	36.9863	21.1765
Os11g0149900	TCM_022450	34.3195	34.5924
Os11g0150100	TCM_041501	60.404	59.2079
Os11g0150400	TCM_041496	52.2124	33.7143
Os11g0150450	TCM_044140	32.4111	35.9649
Os11g0150700	TCM_041475	60.917	60.6522
Os11g0150700	TCM_043742	55.8952	47.6723
Os11g0151002	TCM_022508	55.4852	48.8848
Os11g0151300	TCM_000792	79.085	82.8767
Os11g0151300	TCM_025183	79.085	82.8767
Os11g0151400	TCM_022518	51.1538	49.4424
Os11g0151400	TCM_041461	53.4615	53.876
Os11g0151400	TCM_043703	51.9231	53.7849
Os11g0151500	TCM_043934	51.6779	45.3831
Os11g0151600	TCM_005615	54.8387	13.452
Os11g0151700	TCM_022544	59.9553	53.0693
Os11g0152500	TCM_022560	79.7688	80.2326
Os11g0152500	TCM_041439	78.6127	78.1609
Os11g0152700	TCM_041421	55.9917	54.0918
Os11g0153400	TCM_022621	53.0271	52.3711
Os11g0153500	TCM_041386	33.677	33.7931
Os11g0153600	TCM_022618	71.6895	27.4956
Os11g0153700	TCM_022618	68.5817	66.9002
Os11g0153800	TCM_006855	76.8519	76.8519
Os11g0153800	TCM_041388	78.7037	78.7037
Os11g0153900	TCM_044005	70.4698	70.4698
Os11g0154300	TCM_022665	35.0877	29.703
Os11g0154300	TCM_041373	34.5029	22.3485
Os11g0154500	TCM_022676	38.4354	43.4615
Os11g0154500	TCM_022690	38.4354	44.3137
Os11g0154500	TCM_041364	35.7143	43.3884
Os11g0154900	TCM_022516	24.6193	16.3025
Os11g0155000	TCM_022706	75	11.9681
Os11g0155100	TCM_022716	33.711	29.5285
Os11g0155100	TCM_041346	33.9943	35.2941
Os11g0155100	TCM_041347	33.4278	34.104
Os11g0155500	TCM_044268	64.8936	48.9567
Os11g0155950	TCM_025598	28.169	27.2109
Os11g0156000	TCM_022729	39.7849	33.3333
Os11g0156200	TCM_022732	47.9452	48.2283
Os11g0156300	TCM_041298	19.6481	25.4753
Os11g0156300	TCM_044283	25.5132	30.9609
Os11g0156401	TCM_022848	18.2927	17.7165
Os11g0156401	TCM_041295	19.1057	24.1026
Os11g0156600	TCM_022850	34.4156	22.6496
Os11g0156800	TCM_022872	35.1178	19.1365
Os11g0156800	TCM_044328	33.4047	18.4397
Os11g0157200	TCM_022891	46.6667	46.89
Os11g0157200	TCM_041287	37.1429	38.0488
Os11g0157300	TCM_041284	23.9766	34.8936
Os11g0157400	TCM_022918	71.8507	71.8507
Os11g0157400	TCM_044320	70.9176	70.0461
Os11g0158200	TCM_041271	47.3684	46.875
Os11g0158300	TCM_041270	38.9744	18.9055
Os11g0158400	TCM_022931	67.2554	62.5
Os11g0158500	TCM_041246	48.2353	22.2584
Os11g0158600	TCM_022950	46.6667	29.3413
Os11g0158600	TCM_041235	47.1429	27.0492
Os11g0159000	TCM_006977	64.2857	15.562
Os11g0159900	TCM_000099	26.4026	25.4777
Os11g0159900	TCM_000100	22.7723	22.549
Os11g0159900	TCM_000101	26.7327	28.3217
Os11g0159900	TCM_000102	22.7723	17.7378
Os11g0159900	TCM_006487	26.0726	26.8707
Os11g0159900	TCM_006488	18.8119	21.2687
Os11g0159900	TCM_006489	25.0825	25.7627
Os11g0159900	TCM_006491	27.0627	27.8912
Os11g0159900	TCM_006492	25.7426	26.6212
Os11g0159900	TCM_006493	24.7525	26.1324
Os11g0159900	TCM_006494	26.4026	25.641
Os11g0159900	TCM_006495	10.5611	28.0702
Os11g0159900	TCM_006496	25.0825	26.2976
Os11g0159900	TCM_006497	25.4125	25.7525
Os11g0159900	TCM_034350	21.4521	28.3843
Os11g0159900	TCM_034354	17.8218	21.2598
Os11g0159900	TCM_034355	15.8416	18.8976
Os11g0160000	TCM_000099	29.7578	27.3885
Os11g0160000	TCM_000100	25.6055	24.183
Os11g0160000	TCM_000101	28.3737	28.6713
Os11g0160000	TCM_000102	27.6817	20.5656
Os11g0160000	TCM_006487	27.3356	26.8707
Os11g0160000	TCM_006488	21.7993	23.5075
Os11g0160000	TCM_006489	27.6817	27.1186
Os11g0160000	TCM_006491	28.7197	28.2313
Os11g0160000	TCM_006492	28.0277	27.6451
Os11g0160000	TCM_006493	28.0277	28.223
Os11g0160000	TCM_006494	27.6817	25.641
Os11g0160000	TCM_006495	11.4187	28.9474
Os11g0160000	TCM_006496	27.6817	27.6817
Os11g0160000	TCM_006497	28.3737	27.4247
Os11g0160000	TCM_034350	21.1073	26.6376
Os11g0160000	TCM_034354	17.9931	20.4724
Os11g0160000	TCM_034355	18.3391	20.8661
Os11g0160100	TCM_035488	12.3547	20.3837
Os11g0160500	TCM_035528	49.1525	34.5238
Os11g0160700	TCM_002508	9.35857	17.7291
Os11g0160700	TCM_024753	15.142	17.1225
Os11g0160700	TCM_042306	10.9359	18.4071
Os11g0161200	TCM_024708	47.4359	46.25
Os11g0162000	TCM_001373	34.6037	34.6565
Os11g0162200	TCM_006448	75.3623	75.3623
Os11g0162200	TCM_035557	68.1159	68.1159
Os11g0163100	TCM_001364	97.6127	71.3178
Os11g0163100	TCM_006446	98.1432	98.4043
Os11g0163500	TCM_006441	30.8489	33.3333
Os11g0163500	TCM_006442	23.1884	41.3284
Os11g0163500	TCM_035562	38.9234	42.1525
Os11g0163600	TCM_035604	60.7143	24.0566
Os11g0163800	TCM_035619	47.494	45.8525
Os11g0166800	TCM_001525	46.6387	33.0357
Os11g0166800	TCM_045322	48.7395	34.4214
Os11g0167200	TCM_007321	49.8623	49.8623
Os11g0167300	TCM_001329	27.6757	23.8583
Os11g0167500	TCM_034609	66.3333	22.7429
Os11g0167600	TCM_008496	38.4393	39.9399
Os11g0167600	TCM_017275	43.0636	42.6323
Os11g0168000	TCM_001312	39.5833	42.8571
Os11g0168000	TCM_019646	27.0833	28.6765
Os11g0168000	TCM_019647	26.3889	28.3582
Os11g0168000	TCM_043423	27.7778	29.8507
Os11g0168100	TCM_029787	67.234	65.0206
Os11g0168200	TCM_006163	85.6041	85.6041
Os11g0168200	TCM_035647	86.3753	86.3753
Os11g0168300	TCM_001307	55.9259	57.4144
Os11g0168300	TCM_006429	57.4074	60.3113
Os11g0168500	TCM_035671	30.6513	18.2232
Os11g0168600	TCM_035681	38.3838	9.57179
Os11g0169100	TCM_001734	53.7123	53.588
Os11g0169200	TCM_035054	78.9583	81.5054
Os11g0169400	TCM_035046	43.7647	42.1769
Os11g0169600	TCM_007521	48.5981	47.8161
Os11g0169700	TCM_011809	46.6204	48.2944
Os11g0169700	TCM_026419	48.0069	49.6416
Os11g0169800	TCM_035112	77.9614	40.7781
Os11g0169900	TCM_000238	96.3636	96.3636
Os11g0169900	TCM_006771	96.3636	96.3636
Os11g0169900	TCM_029102	40	75
Os11g0169900	TCM_034162	96.3636	96.3636
Os11g0169900	TCM_035132	96.3636	96.3636
Os11g0170000	TCM_001610	60.9836	61.0837
Os11g0170200	TCM_001611	29.8557	39.8519
Os11g0170200	TCM_035120	31.4095	39.6914
Os11g0170300	TCM_001612	61.7857	65.0376
Os11g0171300	TCM_000246	86.5979	84.8485
Os11g0171300	TCM_006785	86.8557	84.6734
Os11g0171400	TCM_040949	37.7953	27.4286
Os11g0171500	TCM_001677	74.0741	76.9231
Os11g0171500	TCM_036367	74.4639	67.4912
Os11g0171700	TCM_036718	25.0899	26.1726
Os11g0171800	TCM_019542	36.9036	40.2763
Os11g0171800	TCM_021718	42.7459	41.6509
Os11g0171800	TCM_024506	37.5852	37.7691
Os11g0171800	TCM_026283	38.9484	38.4986
Os11g0171800	TCM_041642	42.0643	40.9479
Os11g0171800	TCM_042542	40.7011	39.6961
Os11g0171800	TCM_042545	42.1616	25.3661
Os11g0171800	TCM_042547	39.8247	40.0196
Os11g0171800	TCM_042548	40.8958	40.7371
Os11g0171800	TCM_042549	39.0458	40.0599
Os11g0171800	TCM_042555	36.3194	35.1887
Os11g0171800	TCM_042556	41.0906	41.6996
Os11g0171800	TCM_042561	40.3116	40.6281
Os11g0171800	TCM_047097	38.3642	36.8224
Os11g0172150	TCM_019542	35.7988	38.576
Os11g0172150	TCM_021718	42.0118	40.4175
Os11g0172150	TCM_024506	37.9684	37.6712
Os11g0172150	TCM_026283	39.0533	38.1136
Os11g0172150	TCM_041642	40.3353	38.7678
Os11g0172150	TCM_042542	40.2367	38.7464
Os11g0172150	TCM_042545	41.5187	24.6632
Os11g0172150	TCM_042547	38.9546	38.6497
Os11g0172150	TCM_042548	39.3491	38.7003
Os11g0172150	TCM_042549	37.4753	37.962
Os11g0172150	TCM_042555	35.6016	34.0566
Os11g0172150	TCM_042556	39.3491	39.4269
Os11g0172150	TCM_042561	38.7574	38.5672
Os11g0172150	TCM_047097	38.7574	36.729
Os11g0172300	TCM_021722	27.5862	17.0772
Os11g0173432	TCM_019542	27.0553	38.4697
Os11g0173432	TCM_021718	32.4365	41.1765
Os11g0173432	TCM_024506	29.0732	38.0626
Os11g0173432	TCM_026283	29.8954	38.4986
Os11g0173432	TCM_041642	32.0628	40.6635
Os11g0173432	TCM_042542	30.9417	39.3162
Os11g0173432	TCM_042545	31.6891	24.8389
Os11g0173432	TCM_042547	29.8954	39.1389
Os11g0173432	TCM_042548	31.1659	40.4462
Os11g0173432	TCM_042549	28.849	38.5614
Os11g0173432	TCM_042555	27.8774	35.1887
Os11g0173432	TCM_042556	31.3154	41.4032
Os11g0173432	TCM_042561	31.0912	40.8243
Os11g0173432	TCM_047097	30.1196	37.6636
Os11g0173500	TCM_019542	35.5731	38.2572
Os11g0173500	TCM_021718	42.1937	40.5123
Os11g0173500	TCM_024506	38.1423	37.7691
Os11g0173500	TCM_026283	39.6245	38.5948
Os11g0173500	TCM_041642	41.4032	39.7156
Os11g0173500	TCM_042542	40.415	38.8414
Os11g0173500	TCM_042545	43.3794	25.7176
Os11g0173500	TCM_042547	40.7115	40.3131
Os11g0173500	TCM_042548	40.0198	39.2822
Os11g0173500	TCM_042549	38.3399	38.7612
Os11g0173500	TCM_042555	35.7708	34.1509
Os11g0173500	TCM_042556	40.5138	40.5138
Os11g0173500	TCM_042561	40.8103	40.5299
Os11g0173500	TCM_047097	38.3399	36.2617
Os11g0173550	TCM_019542	1.30152	0.63762
Os11g0173550	TCM_021718	1.73536	0.759013
Os11g0173550	TCM_024506	1.73536	0.782779
Os11g0173550	TCM_026283	1.30152	0.577478
Os11g0173550	TCM_041642	1.30152	0.56872
Os11g0173550	TCM_042542	1.30152	0.569801
Os11g0173550	TCM_042545	12.3644	3.33919
Os11g0173550	TCM_042547	1.51844	0.684932
Os11g0173550	TCM_042548	2.1692	0.969932
Os11g0173550	TCM_042549	1.0846	0.499501
Os11g0173550	TCM_042555	1.73536	0.754717
Os11g0173550	TCM_042556	2.1692	0.988142
Os11g0173550	TCM_042561	1.95228	0.883219
Os11g0173550	TCM_047097	1.73536	0.747664
Os11g0173800	TCM_019542	36.8213	39.6387
Os11g0173800	TCM_021718	42.2507	40.6072
Os11g0173800	TCM_024506	38.0059	37.6712
Os11g0173800	TCM_026283	39.4867	38.4986
Os11g0173800	TCM_041642	40.2764	38.673
Os11g0173800	TCM_042542	40.1777	38.6515
Os11g0173800	TCM_042545	42.843	25.4247
Os11g0173800	TCM_042547	39.8815	39.5303
Os11g0173800	TCM_042548	40.1777	39.4762
Os11g0173800	TCM_042549	37.9072	38.3616
Os11g0173800	TCM_042555	35.538	33.9623
Os11g0173800	TCM_042556	40.2764	40.3162
Os11g0173800	TCM_042561	40.6713	40.4318
Os11g0173800	TCM_047097	38.9931	36.9159
Os11g0173900	TCM_019542	35.9329	38.6823
Os11g0173900	TCM_021718	42.3495	40.7021
Os11g0173900	TCM_024506	37.4136	37.0841
Os11g0173900	TCM_026283	39.7828	38.7873
Os11g0173900	TCM_041642	40.77	39.1469
Os11g0173900	TCM_042542	40.3751	38.8414
Os11g0173900	TCM_042545	42.2507	25.0732
Os11g0173900	TCM_042547	39.1905	38.8454
Os11g0173900	TCM_042548	39.8815	39.1853
Os11g0173900	TCM_042549	37.6111	38.0619
Os11g0173900	TCM_042555	35.7354	34.1509
Os11g0173900	TCM_042556	40.3751	40.415
Os11g0173900	TCM_042561	39.8815	39.6467
Os11g0173900	TCM_047097	39.6841	37.5701
Os11g0174000	TCM_036827	82.0567	82.4894
Os11g0175400	TCM_036391	78.4672	77.0609
Os11g0175500	TCM_003224	46.6535	49.375
Os11g0175900	TCM_017104	79.7941	53.4944
Os11g0176000	TCM_022131	45.9459	46.1957
Os11g0176100	TCM_036589	46.8687	44.5298
Os11g0176200	TCM_039723	77.8664	78.8889
Os11g0176300	TCM_036407	58.1006	35.3741
Os11g0177400	TCM_036375	58.351	41.1326
Os11g0177400	TCM_036376	42.7061	52.0619
Os11g0177400	TCM_036377	1.05708	2.6738
Os11g0178800	TCM_006670	42.0455	39.7849
Os11g0178800	TCM_014368	38.6364	39.0805
Os11g0179000	TCM_006670	43.2584	41.3979
Os11g0179000	TCM_014368	39.3258	40.2299
Os11g0179400	TCM_006670	43.2584	41.3979
Os11g0179400	TCM_014368	40.4494	41.3793
Os11g0179500	TCM_024974	40.6593	38.1443
Os11g0179500	TCM_024981	45.0549	42.0513
Os11g0179500	TCM_024984	47.2527	43.6548
Os11g0179500	TCM_024985	46.7033	43.3673
Os11g0179500	TCM_024991	46.7033	43.3673
Os11g0179700	TCM_024974	38.0435	36.0825
Os11g0179700	TCM_024981	43.4783	41.0256
Os11g0179700	TCM_024984	45.6522	42.6396
Os11g0179700	TCM_024985	44.0217	41.3265
Os11g0179700	TCM_024991	44.0217	41.3265
Os11g0180000	TCM_024974	47.027	44.8454
Os11g0180000	TCM_024981	46.4865	44.1026
Os11g0180000	TCM_024984	50.2703	47.2081
Os11g0180000	TCM_024985	49.7297	46.9388
Os11g0180000	TCM_024991	49.7297	46.9388
Os11g0180200	TCM_036672	61.1111	12.828
Os11g0180600	TCM_036398	45.3061	15.7001
Os11g0181100	TCM_006937	83.3052	77.1875
Os11g0181400	TCM_006939	65.0485	52.8391
Os11g0181500	TCM_006222	67.1053	65.9483
Os11g0182400	TCM_005835	44.0639	44.6759
Os11g0182400	TCM_005917	19.4064	41.8719
Os11g0183700	TCM_035167	48.3418	48.6521
Os11g0183800	TCM_035159	69.6526	35.6742
Os11g0183900	TCM_001596	50	49.6437
Os11g0183900	TCM_035153	41.3876	39.3182
Os11g0183900	TCM_035154	41.1483	36.5957
Os11g0183900	TCM_035156	43.3014	39.0929
Os11g0184100	TCM_021771	44.8529	46.7433
Os11g0184300	TCM_005939	46.2343	43.3333
Os11g0184300	TCM_015331	45.8159	43.7126
Os11g0184300	TCM_040351	50.8368	44.1016
Os11g0184300	TCM_040458	49.5816	45.8414
Os11g0184600	TCM_001596	45.1064	25.1781
Os11g0184600	TCM_035153	38.2979	20.4545
Os11g0184600	TCM_035154	37.4468	18.7234
Os11g0184600	TCM_035156	38.7234	19.6544
Os11g0184800	TCM_001596	45.3659	44.1805
Os11g0184800	TCM_035153	38.2927	35.6818
Os11g0184800	TCM_035154	38.2927	33.4043
Os11g0184800	TCM_035156	39.2683	34.7732
Os11g0184900	TCM_001595	49.2401	54.7297
Os11g0186200	TCM_001598	62.2407	54.8446
Os11g0186200	TCM_035151	65.3527	61.165
Os11g0186300	TCM_001530	53.0565	56.4417
Os11g0186300	TCM_035278	51.9031	53.7634
Os11g0186400	TCM_030969	82.7149	83.3181
Os11g0186800	TCM_007572	74.3119	73.3032
Os11g0186900	TCM_035206	61.8123	62.8289
Os11g0187100	TCM_021948	33.4741	28.4816
Os11g0187200	TCM_001541	13.4571	23.3871
Os11g0189600	TCM_036191	63.6364	63.8889
Os11g0189600	TCM_046828	62.3188	62.1551
Os11g0191300	TCM_035208	49.1676	45.2041
Os11g0191400	TCM_035207	59.1233	57.3123
Os11g0194050	TCM_008997	3.36134	1.06101
Os11g0194050	TCM_015594	10.9244	2.00308
Os11g0194050	TCM_022640	14.2857	3.20151
Os11g0194800	TCM_010409	86.4865	56.6372
Os11g0194800	TCM_042326	86.4865	90.1408
Os11g0194900	TCM_001560	47.6762	43.8017
Os11g0194900	TCM_035216	49.0255	42.4125
Os11g0195100	TCM_035202	69.6203	72.8477
Os11g0195500	TCM_001569	36.4486	32.1252
Os11g0195500	TCM_001572	36.8224	30.8777
Os11g0195600	TCM_001580	67.8571	66.5979
Os11g0195600	TCM_035192	69.5378	67.8279
Os11g0195700	TCM_001537	30.7692	17.1123
Os11g0195800	TCM_006223	28.7671	35.443
Os11g0198100	TCM_036343	37.7828	21.3828
Os11g0198200	TCM_036338	19.6629	21.6718
Os11g0199200	TCM_035146	60.3516	52.6405
Os11g0199600	TCM_021337	62.6374	66.537
Os11g0199700	TCM_035282	52.8912	59.6929
Os11g0205200	TCM_004023	14.2045	24.6305
Os11g0205200	TCM_010712	20.4545	20.2247
Os11g0205200	TCM_012731	18.75	21.0863
Os11g0205200	TCM_032659	13.9205	23.3333
Os11g0205200	TCM_035306	15.0568	18.7943
Os11g0205200	TCM_036418	16.7614	19.0323
Os11g0205200	TCM_041182	20.4545	23.2258
Os11g0206700	TCM_016614	68.1075	66.1748
Os11g0207000	TCM_001475	47.3742	48.1646
Os11g0207000	TCM_035392	49.6718	48.5561
Os11g0207100	TCM_001475	46.9453	48.7208
Os11g0207100	TCM_035392	48.0172	47.9144
Os11g0207200	TCM_001479	53.6101	44.4611
Os11g0207200	TCM_035365	28.3393	40.2564
Os11g0207300	TCM_047096	36.0465	37.3494
Os11g0207600	TCM_001496	37.0787	33.4459
Os11g0207700	TCM_001460	53.23	52.0202
Os11g0207700	TCM_001462	52.4548	44.3231
Os11g0207900	TCM_001460	54.0052	52.7778
Os11g0207900	TCM_001462	52.7132	44.5415
Os11g0208700	TCM_007853	34.8511	21.0805
Os11g0208700	TCM_031521	31.8739	23.1258
Os11g0208800	TCM_007853	35.3345	21.822
Os11g0208800	TCM_031521	33.4477	24.7776
Os11g0208900	TCM_014825	25.6052	26.8293
Os11g0208900	TCM_014831	5.86592	50.8064
Os11g0208900	TCM_014832	5.6797	40.9396
Os11g0208900	TCM_026971	35.1024	30.9524
Os11g0208900	TCM_029651	37.8957	35.6392
Os11g0208900	TCM_029671	38.2682	36.0526
Os11g0208900	TCM_031784	35.0093	36.5759
Os11g0208900	TCM_031786	37.2439	37.0714
Os11g0208900	TCM_031796	36.0335	38.1281
Os11g0208900	TCM_031798	39.6648	37.9004
Os11g0208900	TCM_031808	38.8268	36.8375
Os11g0208900	TCM_031811	39.1993	36.8975
Os11g0208900	TCM_031814	40.1304	37.7739
Os11g0208900	TCM_031821	39.6648	36.0711
Os11g0208900	TCM_031825	39.5717	37.248
Os11g0208900	TCM_031826	39.1993	36.8652
Os11g0208900	TCM_031831	12.6629	47.3868
Os11g0208900	TCM_031949	30.8194	38.5332
Os11g0208900	TCM_031974	39.851	36.4255
Os11g0208900	TCM_031976	29.702	41.4824
Os11g0208900	TCM_031978	39.851	37.6761
Os11g0208900	TCM_031979	37.7095	37.5
Os11g0208900	TCM_031983	40.0372	37.0052
Os11g0208900	TCM_033401	2.7933	46.1538
Os11g0208900	TCM_033406	7.26257	35.4545
Os11g0208900	TCM_033413	40.689	36.7845
Os11g0208900	TCM_033422	12.4767	37.535
Os11g0208900	TCM_036129	28.771	37.7289
Os11g0208900	TCM_036171	27.095	39.863
Os11g0208900	TCM_043969	37.1508	40.0602
Os11g0209700	TCM_001466	49.1304	20.0889
Os11g0209900	TCM_001454	48.4067	47.8979
Os11g0210100	TCM_035423	52.0958	51.9403
Os11g0210300	TCM_001445	86.2797	85.8268
Os11g0210300	TCM_001447	87.8628	87.6316
Os11g0210300	TCM_003038	82.3219	82.1053
Os11g0210300	TCM_035427	84.1689	84.1689
Os11g0210300	TCM_035433	82.5858	82.5858
Os11g0210300	TCM_035437	75.9894	75.3927
Os11g0210500	TCM_001445	83.1135	82.6772
Os11g0210500	TCM_001447	82.5858	82.3684
Os11g0210500	TCM_003038	78.1003	77.8947
Os11g0210500	TCM_035427	78.628	78.628
Os11g0210500	TCM_035433	81.2665	81.2665
Os11g0210500	TCM_035437	75.1979	74.6073
Os11g0210600	TCM_001445	79.798	62.2047
Os11g0210600	TCM_001447	83.165	65
Os11g0210600	TCM_003038	78.1145	61.0526
Os11g0210600	TCM_035427	80.1347	62.7968
Os11g0210600	TCM_035433	80.4714	63.0607
Os11g0210600	TCM_035437	72.7273	56.5445
Os11g0211800	TCM_032689	47.7273	44.6809
