Gene stable ID	Beta vulgaris subsp. vulgaris gene stable ID	%id. target Beta vulgaris subsp. vulgaris gene identical to query gene	%id. query gene identical to target Beta vulgaris subsp. vulgaris gene
Os11g0438700	BVRB_4g088210	45.0758	52.193
Os11g0441500	BVRB_2g025760	38.8889	20.4494
Os11g0441500	BVRB_2g025770	37.8205	38.3117
Os11g0441500	BVRB_2g025800	36.7521	37.7193
Os11g0441500	BVRB_2g025810	36.5385	38
Os11g0441500	BVRB_2g025820	39.7436	40.4348
Os11g0441900	BVRB_6g146580	31.1346	33.6182
Os11g0441900	BVRB_6g146590	46.1741	38.8027
Os11g0443700	BVRB_4g088200	55	50.8897
Os11g0443700	BVRB_4g088210	45.7692	52.193
Os11g0444000	BVRB_2g025760	40.9692	20.8989
Os11g0444000	BVRB_2g025770	39.2071	38.5281
Os11g0444000	BVRB_2g025800	37.0044	36.8421
Os11g0444000	BVRB_2g025810	38.7665	39.1111
Os11g0444000	BVRB_2g025820	39.8678	39.3478
Os11g0444700	BVRB_5g118070	31.25	34.3137
Os11g0444700	BVRB_6g148340	31.6964	35.8586
Os11g0444700	BVRB_7g160920	16.5179	31.6239
Os11g0444900	BVRB_5g118070	31.0185	32.8431
Os11g0444900	BVRB_6g148340	33.7963	36.8687
Os11g0444900	BVRB_7g160920	16.2037	29.9145
Os11g0445300	BVRB_9g220560	54.104	55.1237
Os11g0446000	BVRB_4g086820	58.952	66.6667
Os11g0446500	BVRB_013210	73.4601	76.2935
Os11g0447300	BVRB_3g061660	64.3243	65.928
Os11g0448000	BVRB_4g071450	41.2341	45.6616
Os11g0448000	BVRB_7g168170	36.239	41.9026
Os11g0448400	BVRB_7g172600	51.5366	37.265
Os11g0450400	BVRB_2g038670	34.5566	33.3333
Os11g0450400	BVRB_2g041940	37.3089	35.6725
Os11g0450400	BVRB_2g042090	36.6972	38.3387
Os11g0450400	BVRB_2g042110	36.3914	34.4928
Os11g0450400	BVRB_2g042140	37.0031	37.1166
Os11g0450400	BVRB_2g042150	35.7798	40.4844
Os11g0450400	BVRB_2g042160	34.5566	33.8323
Os11g0450400	BVRB_2g042180	34.2508	33.4328
Os11g0450400	BVRB_3g057320	36.3914	36.7284
Os11g0450400	BVRB_3g057340	37.3089	35.7771
Os11g0450400	BVRB_5g105330	34.8624	34.5455
Os11g0450400	BVRB_5g105350	27.5229	20.0445
Os11g0450400	BVRB_6g139880	39.4495	38.3929
Os11g0450400	BVRB_9g220870	37.9205	38.5093
Os11g0454800	BVRB_5g117360	44.3709	29.6024
Os11g0454800	BVRB_5g117370	43.7086	29.9094
Os11g0454800	BVRB_5g117380	41.5011	29.1925
Os11g0455500	BVRB_3g065500	80.9709	85.6263
Os11g0455800	BVRB_3g065510	83.6518	83.6518
Os11g0456000	BVRB_008000	41.3462	33.5938
Os11g0456000	BVRB_4g075780	40.3846	33.871
Os11g0456000	BVRB_7g164620	28.8462	39.4737
Os11g0456000	BVRB_9g223970	44.2308	38.6555
Os11g0456100	BVRB_7g168070	33.4197	34.492
Os11g0457300	BVRB_000660	37.1608	38.6117
Os11g0457300	BVRB_4g075920	35.0731	37.3333
Os11g0457300	BVRB_4g086500	34.238	22.8095
Os11g0457300	BVRB_6g155150	31.1065	31.9058
Os11g0457300	BVRB_6g155160	31.524	32.4034
Os11g0457300	BVRB_6g155170	30.6889	31.7495
Os11g0457300	BVRB_6g155180	31.3152	32.3974
Os11g0457300	BVRB_6g155500	31.9415	33.8496
Os11g0457300	BVRB_7g178660	40.7098	41.3136
Os11g0457300	BVRB_7g178680	40.2923	40.8898
Os11g0457300	BVRB_8g182310	36.3257	37.3391
Os11g0458100	BVRB_7g178880	15.7593	14.4737
Os11g0460800	BVRB_1g014840	37.4741	50.7003
Os11g0460800	BVRB_1g018330	39.3375	41.7582
Os11g0460800	BVRB_3g069770	30.4348	40.7202
Os11g0460800	BVRB_3g069810	24.4306	36.0856
Os11g0460800	BVRB_8g181870	40.1656	42.0824
Os11g0460800	BVRB_9g222780	41.4079	42.1053
Os11g0460900	BVRB_5g123680	37.8531	34.0102
Os11g0461000	BVRB_1g014840	36.2525	49.8599
Os11g0461000	BVRB_1g018330	38.4929	41.5385
Os11g0461000	BVRB_3g069770	31.3646	42.6593
Os11g0461000	BVRB_3g069810	24.0326	36.0856
Os11g0461000	BVRB_8g181870	39.7149	42.2994
Os11g0461000	BVRB_9g222780	40.1222	41.4737
Os11g0461200	BVRB_000660	38.75	26.898
Os11g0461200	BVRB_4g075920	36.5625	26
Os11g0461200	BVRB_4g086500	35.9375	15.9944
Os11g0461200	BVRB_6g155150	32.5	22.2698
Os11g0461200	BVRB_6g155160	32.8125	22.5322
Os11g0461200	BVRB_6g155170	32.8125	22.6782
Os11g0461200	BVRB_6g155180	34.375	23.7581
Os11g0461200	BVRB_6g155500	31.25	22.1239
Os11g0461200	BVRB_7g178660	44.375	30.0847
Os11g0461200	BVRB_7g178680	44.375	30.0847
Os11g0461200	BVRB_8g182310	36.5625	25.1073
Os11g0462100	BVRB_6g137090	27.2727	33.4239
Os11g0462100	BVRB_8g197730	26.1641	32.1526
Os11g0462100	BVRB_8g197740	27.9379	33.1579
Os11g0462900	BVRB_1g008060	20.3026	53.2231
Os11g0463600	BVRB_7g178940	53.2995	28.5326
Os11g0465200	BVRB_5g099850	37.4269	36.7816
Os11g0466300	BVRB_9g221900	50.4505	51.2195
Os11g0469900	BVRB_9g208150	29.9559	21.0526
Os11g0469900	BVRB_9g208160	13.6564	16.1458
Os11g0472000	BVRB_4g075180	63.285	57.0806
Os11g0472500	BVRB_4g075190	75.6272	71.7687
Os11g0472600	BVRB_3g064660	24.5509	25.3086
Os11g0472600	BVRB_4g075210	23.9521	22.2222
Os11g0473000	BVRB_7g167770	85.1163	85.1163
Os11g0473100	BVRB_8g191650	59.4872	61.0526
Os11g0473200	BVRB_1g013070	52.0942	21.5601
Os11g0473350	BVRB_1g013070	41.8182	2.49187
Os11g0474800	BVRB_9g216050	36.7713	20.5257
Os11g0474900	BVRB_9g216050	31.9767	6.8836
Os11g0475600	BVRB_6g136060	60.502	62.9121
Os11g0479232	BVRB_7g167820	56.6787	23.824
Os11g0481150	BVRB_3g057230	14.0955	20.7135
Os11g0481150	BVRB_3g063600	16.0532	21.3987
Os11g0481150	BVRB_3g063850	15.5834	21.8681
Os11g0481150	BVRB_3g063870	16.2099	21.2308
Os11g0481150	BVRB_3g063940	12.9209	18.1918
Os11g0481150	BVRB_3g063960	14.9569	20.8972
Os11g0481150	BVRB_3g063990	15.1919	19.7355
Os11g0481150	BVRB_6g151170	15.0352	20.6897
Os11g0481200	BVRB_4g077150	67.0476	67.9537
Os11g0482000	BVRB_3g050700	87.4372	82.4645
Os11g0482100	BVRB_3g067550	75.2166	40.2224
Os11g0482100	BVRB_8g194310	71.9237	37.8995
Os11g0482400	BVRB_1g005080	50.2597	51.6
Os11g0482500	BVRB_3g061270	14.5682	20.0861
Os11g0483600	BVRB_5g110330	39.4595	43.1953
Os11g0483900	BVRB_6g150920	73.6	73.0159
Os11g0483950	BVRB_6g131980	44.3515	43.4426
Os11g0484000	BVRB_4g086920	70.0772	68.2331
Os11g0484300	BVRB_8g188560	72.5286	73.9915
Os11g0484400	BVRB_9g217140	71.4012	71.4012
Os11g0484500	BVRB_5g099510	71.063	72.7823
Os11g0484700	BVRB_2g047520	26.6667	29.0909
Os11g0484700	BVRB_2g047530	26.6667	25.8065
Os11g0484700	BVRB_4g087360	24.1667	25.2174
Os11g0485200	BVRB_8g198370	32.9361	31.8993
Os11g0488500	BVRB_6g150770	56	52
Os11g0488600	BVRB_6g132080	53.9267	57.5419
Os11g0488900	BVRB_6g150830	38.2682	32.9327
Os11g0489250	BVRB_6g150870	48.8848	50.6744
Os11g0490100	BVRB_6g132090	39.7351	42.4028
Os11g0490100	BVRB_6g150730	38.7417	41.0526
Os11g0490100	BVRB_6g150740	40.7285	43.617
Os11g0490100	BVRB_6g150750	39.7351	41.8118
Os11g0490200	BVRB_1g021560	38.0687	41.206
Os11g0490200	BVRB_3g054710	39.6472	41.74
Os11g0490200	BVRB_6g138300	34.169	40.6181
Os11g0490200	BVRB_6g138830	37.1402	39.604
Os11g0490200	BVRB_9g217940	38.6258	40.3883
Os11g0490200	BVRB_9g217950	40.4828	42.7032
Os11g0490200	BVRB_9g217970	40.5757	42.2222
Os11g0490200	BVRB_9g217980	38.9972	41.0557
Os11g0490200	BVRB_9g217990	38.9972	44.5387
Os11g0490200	BVRB_9g218000	40.39	42.8571
Os11g0490200	BVRB_9g218020	39.3686	41.2451
Os11g0490200	BVRB_9g218030	38.9972	41.0959
Os11g0490200	BVRB_9g220540	38.2544	39.7683
Os11g0490300	BVRB_6g150410	23.2365	20.7407
Os11g0490600	BVRB_6g131140	16.3462	17.942
Os11g0490600	BVRB_6g150430	21.1538	23.4043
Os11g0490800	BVRB_6g131150	57.0934	60
Os11g0490900	BVRB_5g124680	37.1901	48.6486
Os11g0490900	BVRB_6g150450	39.6694	40.678
Os11g0491400	BVRB_4g071220	32.5527	33.3333
Os11g0491500	BVRB_1g019560	30.1887	29.4931
Os11g0492100	BVRB_2g029050	11.5646	4.77528
Os11g0492200	BVRB_2g029050	10.7246	20.7865
Os11g0492300	BVRB_2g029050	7.26644	17.6966
Os11g0492500	BVRB_2g029050	18.1564	18.2584
Os11g0492900	BVRB_2g029050	24	11.7978
Os11g0493000	BVRB_2g029050	5.71429	1.1236
Os11g0493100	BVRB_2g029050	24.1935	12.6404
Os11g0493700	BVRB_2g029050	5.64827	12.3596
Os11g0494100	BVRB_2g029050	21.0366	19.382
Os11g0495950	BVRB_005260	40.9259	39.9638
Os11g0495950	BVRB_006390	34.6296	35.9615
Os11g0495950	BVRB_009890	35.5556	36.7113
Os11g0495950	BVRB_1g011200	36.6667	37.218
Os11g0495950	BVRB_4g080420	32.4074	40.9836
Os11g0495950	BVRB_5g121500	40	40.9867
Os11g0495950	BVRB_6g137310	34.0741	34.5216
Os11g0495950	BVRB_7g169410	36.8519	37.406
Os11g0495950	BVRB_7g169420	36.8519	37.406
Os11g0495950	BVRB_7g169430	36.2963	37.3333
Os11g0495950	BVRB_7g169590	37.037	35.9712
Os11g0495950	BVRB_7g169600	27.7778	37.594
Os11g0495950	BVRB_7g169610	36.4815	36.8914
Os11g0495950	BVRB_8g192760	36.1111	35.2622
Os11g0496400	BVRB_5g124540	55.8559	23.0056
Os11g0496500	BVRB_6g150560	62.3188	58.1081
Os11g0497000	BVRB_2g035030	61.8902	62.8483
Os11g0497000	BVRB_9g209420	19.5122	54.7009
Os11g0497350	BVRB_8g185460	31.746	31.9489
Os11g0498400	BVRB_6g131450	41.8301	51.4056
Os11g0498600	BVRB_5g126450	50	63.3333
Os11g0499600	BVRB_5g124740	33.0508	48.75
Os11g0499600	BVRB_5g126460	35.3107	41.1184
Os11g0499600	BVRB_5g126480	42.0904	42.6934
Os11g0500050	BVRB_4g073430	45.9459	7.45614
Os11g0503900	BVRB_2g038670	35.9756	34.8083
Os11g0503900	BVRB_2g041940	36.2805	34.7953
Os11g0503900	BVRB_2g042090	32.622	34.1853
Os11g0503900	BVRB_2g042110	36.5854	34.7826
Os11g0503900	BVRB_2g042140	34.7561	34.9693
Os11g0503900	BVRB_2g042150	32.622	37.0242
Os11g0503900	BVRB_2g042160	34.4512	33.8323
Os11g0503900	BVRB_2g042180	34.1463	33.4328
Os11g0503900	BVRB_3g057320	36.8902	37.3457
Os11g0503900	BVRB_3g057340	35.061	33.7243
Os11g0503900	BVRB_5g105330	36.8902	36.6667
Os11g0503900	BVRB_5g105350	29.2683	21.3808
Os11g0503900	BVRB_6g139880	38.1098	37.2024
Os11g0503900	BVRB_9g220870	35.6707	36.3354
Os11g0505300	BVRB_2g038670	30.0532	33.3333
Os11g0505300	BVRB_2g041940	31.6489	34.7953
Os11g0505300	BVRB_2g042090	29.7872	35.7827
Os11g0505300	BVRB_2g042110	31.383	34.2029
Os11g0505300	BVRB_2g042140	31.9149	36.8098
Os11g0505300	BVRB_2g042150	29.5213	38.4083
Os11g0505300	BVRB_2g042160	31.6489	35.6287
Os11g0505300	BVRB_2g042180	32.1809	36.1194
Os11g0505300	BVRB_3g057320	30.0532	34.8765
Os11g0505300	BVRB_3g057340	30.3191	33.4311
Os11g0505300	BVRB_5g105330	34.5745	39.3939
Os11g0505300	BVRB_5g105350	29.7872	24.9443
Os11g0505300	BVRB_6g139880	32.9787	36.9048
Os11g0505300	BVRB_9g220870	31.9149	37.2671
Os11g0506700	BVRB_1g001120	31.9672	6.20032
Os11g0507200	BVRB_5g112740	54.013	57.5058
Os11g0507200	BVRB_6g131050	61.1714	62.6667
Os11g0507400	BVRB_6g131000	51.3181	52.8029
Os11g0508600	BVRB_4g076970	39.2739	45.4198
Os11g0508600	BVRB_5g112900	44.8845	45.1827
Os11g0508600	BVRB_5g112910	47.5248	44.4444
Os11g0508600	BVRB_6g150160	40.9241	48.062
Os11g0508600	BVRB_7g179950	45.5446	41.194
Os11g0514100	BVRB_1g014520	5.24044	44.7368
Os11g0514100	BVRB_1g014530	29.4698	30.0629
Os11g0514100	BVRB_1g014540	34.217	31.7324
Os11g0514100	BVRB_5g112960	46.7324	44.3016
Os11g0514400	BVRB_6g149980	33.5	33.8384
Os11g0514500	BVRB_6g149980	38	47.9798
Os11g0514700	BVRB_6g149980	33.8843	41.4141
Os11g0514800	BVRB_6g152150	50.4717	51.5663
Os11g0515000	BVRB_5g113040	35.5789	30.0178
Os11g0515500	BVRB_6g152100	59.1549	58.5366
Os11g0516000	BVRB_5g113080	83.4016	83.2311
Os11g0516100	BVRB_7g165420	74.6479	74.6479
Os11g0520500	BVRB_6g149810	29.7688	34.7386
Os11g0521000	BVRB_002070	46.6488	42.439
Os11g0521000	BVRB_014090	44.2359	48.9614
Os11g0521000	BVRB_1g019900	46.6488	46.4
Os11g0521000	BVRB_1g020080	46.9169	46.2963
Os11g0521000	BVRB_1g020090	47.185	46.3158
Os11g0521000	BVRB_3g062550	44.7721	44.6524
Os11g0521000	BVRB_4g075900	39.9464	39.5225
Os11g0521000	BVRB_6g140460	45.3083	45.0667
Os11g0521000	BVRB_6g145330	42.6273	44.2897
Os11g0521000	BVRB_7g157430	43.4316	43.5484
Os11g0521000	BVRB_7g157440	42.0912	41.6446
Os11g0521000	BVRB_7g157450	43.9678	43.1579
Os11g0521000	BVRB_8g199450	36.193	45.302
Os11g0521000	BVRB_8g199460	43.4316	40.399
Os11g0521000	BVRB_9g215450	46.9169	46.4191
Os11g0521500	BVRB_5g113270	39.8649	42.7536
Os11g0521900	BVRB_6g149820	41.8434	40.9744
Os11g0522000	BVRB_1g015830	50.4854	49.0566
Os11g0522900	BVRB_5g113310	68.4322	67.8571
Os11g0522900	BVRB_6g149800	59.322	66.0377
Os11g0523500	BVRB_3g059740	3.77358	12.766
Os11g0523500	BVRB_9g211450	45.9119	23.3227
Os11g0523800	BVRB_5g113390	72.9508	31.7857
Os11g0524300	BVRB_006140	67.2727	69.5489
Os11g0525200	BVRB_1g017310	77.7551	77.7551
Os11g0525600	BVRB_6g151880	64.3137	64.4401
Os11g0525700	BVRB_6g151800	16.1491	21.5768
Os11g0525800	BVRB_6g151790	69.5431	68.1592
Os11g0526200	BVRB_6g151770	55.1331	53.1136
Os11g0528200	BVRB_2g045560	65.0146	20.2359
Os11g0528500	BVRB_006130	50.9934	45.8333
Os11g0530600	BVRB_1g018740	75.3769	76.3359
Os11g0530600	BVRB_1g018750	75.3769	76.3359
Os11g0530600	BVRB_1g018760	63.8191	72.3647
Os11g0530600	BVRB_1g018770	75.8794	76.8448
Os11g0530600	BVRB_6g151690	79.1457	80.3571
Os11g0530600	BVRB_6g152260	63.0653	64.0306
Os11g0530600	BVRB_9g210980	71.608	79.3872
Os11g0531700	BVRB_6g156490	39.0244	41.5584
Os11g0533100	BVRB_6g146480	29.3333	8.00971
Os11g0533400	BVRB_4g071830	26.3473	31.8841
Os11g0533400	BVRB_5g126890	31.1377	34.6667
Os11g0533400	BVRB_5g126900	31.1377	35.8621
Os11g0533500	BVRB_1g022190	51.3292	49.2157
Os11g0534100	BVRB_6g146460	24.9147	24.6622
Os11g0534500	BVRB_2g037290	19.0207	15.6589
Os11g0536800	BVRB_5g126870	57.8475	62.3188
Os11g0537300	BVRB_6g131760	54.1045	54.9242
Os11g0537350	BVRB_7g168320	46.8468	45.614
Os11g0538900	BVRB_4g073530	77.7328	81.5287
Os11g0538900	BVRB_9g219850	76.7206	59.7792
Os11g0539500	BVRB_4g095320	37.0667	39.0449
Os11g0539500	BVRB_6g137240	34.9333	39.3393
Os11g0539600	BVRB_012730	12.6168	15.1685
Os11g0539600	BVRB_014760	19.1589	17.6724
Os11g0539600	BVRB_2g026260	20.7944	11.3088
Os11g0539600	BVRB_2g026340	17.5234	16.8919
Os11g0539600	BVRB_4g097040	20.5607	18.41
Os11g0539600	BVRB_5g103430	21.729	18.75
Os11g0539600	BVRB_5g112770	3.50467	14.0187
Os11g0539600	BVRB_5g112780	4.90654	10.5
Os11g0539600	BVRB_9g210070	19.6262	17.6101
Os11g0539700	BVRB_012730	20.9524	18.5393
Os11g0539700	BVRB_014760	19.6825	13.3621
Os11g0539700	BVRB_2g026260	20.3175	8.13215
Os11g0539700	BVRB_2g026340	17.1429	12.1622
Os11g0539700	BVRB_4g097040	19.0476	12.5523
Os11g0539700	BVRB_5g103430	22.8571	14.5161
Os11g0539700	BVRB_5g112770	0	0
Os11g0539700	BVRB_5g112780	7.61905	12
Os11g0539700	BVRB_9g210070	23.4921	15.5136
Os11g0539800	BVRB_019150	11.087	42.5
Os11g0540100	BVRB_019150	7.6087	40.8333
Os11g0542100	BVRB_1g020750	17.1254	19.5122
Os11g0542100	BVRB_9g214010	22.0183	19.6721
Os11g0543800	BVRB_6g146240	53.9474	4.04738
Os11g0544000	BVRB_3g053180	39.3939	36.5462
Os11g0544100	BVRB_4g081430	29.0389	28.9206
Os11g0544200	BVRB_4g078120	54.7059	34.5725
Os11g0544200	BVRB_6g143780	27.6471	61.8421
Os11g0544300	BVRB_1g011330	48.8223	50.5543
Os11g0544500	BVRB_002240	60.2305	57.8947
Os11g0544600	BVRB_1g007570	41.189	39.7541
Os11g0544700	BVRB_2g042360	43.0233	39.6429
Os11g0544700	BVRB_4g074300	42.2481	40.5204
Os11g0544800	BVRB_006570	71.1397	70.4918
Os11g0545600	BVRB_1g015540	35.9756	36.4198
Os11g0545600	BVRB_6g127500	52.1341	53.9432
Os11g0545700	BVRB_9g204370	54.1254	21.6074
Os11g0545800	BVRB_4g078520	55.2941	54.7786
Os11g0546000	BVRB_1g018680	89.404	89.2562
Os11g0546000	BVRB_9g216910	90.894	90.7438
Os11g0546100	BVRB_6g131920	62.4514	59.6654
Os11g0546200	BVRB_5g113730	56.8182	56.4972
Os11g0546300	BVRB_6g131910	61.3079	53.1915
Os11g0546500	BVRB_6g128320	40.5797	45.4756
Os11g0546600	BVRB_8g198160	36.5854	37.7358
Os11g0546900	BVRB_2g026600	80.7547	80.7547
Os11g0546900	BVRB_6g155820	79.2453	80.1527
Os11g0547000	BVRB_6g154770	69.0476	68.7204
Os11g0548600	BVRB_9g212820	36.6936	25.0689
Os11g0549635	BVRB_2g038010	50.7246	51.9481
Os11g0549650	BVRB_5g127170	36.9863	40.7855
Os11g0549686	BVRB_2g038010	41.8142	35.0649
Os11g0549690	BVRB_5g127170	59.4118	30.5136
Os11g0549700	BVRB_9g222290	31.1065	57.3077
Os11g0549900	BVRB_9g222680	39.2157	37.3832
Os11g0550800	BVRB_1g021720	36.2205	44.6602
Os11g0550900	BVRB_5g120260	22.9333	34.2629
Os11g0551350	BVRB_5g120260	35.2941	9.56175
Os11g0551800	BVRB_1g002650	65.0943	63.8889
Os11g0551800	BVRB_3g051320	51.8868	52.381
Os11g0551800	BVRB_3g051330	82.0755	82.0755
Os11g0551800	BVRB_3g051350	83.0189	83.0189
Os11g0551800	BVRB_5g103700	82.0755	55.414
Os11g0552100	BVRB_9g210360	0	0
Os11g0552600	BVRB_1g014720	48.913	21.1516
Os11g0557500	BVRB_6g138000	35.5263	37.4422
Os11g0557500	BVRB_6g138010	33.7719	37.1383
Os11g0557500	BVRB_6g138020	35.5263	37.5
Os11g0557500	BVRB_6g138030	34.5029	36.9327
Os11g0557500	BVRB_6g138040	18.2749	34.8189
Os11g0557700	BVRB_9g218050	54.2435	57.4219
Os11g0557900	BVRB_1g017990	73.7226	74.8148
Os11g0558300	BVRB_9g218160	65.0529	65.3495
Os11g0558400	BVRB_1g006210	34.308	37.0137
Os11g0558400	BVRB_3g050720	33.3333	33.2362
Os11g0558900	BVRB_1g006210	33.1643	34.3849
Os11g0558900	BVRB_3g050720	33.0629	31.6812
Os11g0559200	BVRB_1g021560	40.0802	40.201
Os11g0559200	BVRB_3g054710	39.1784	38.2209
Os11g0559200	BVRB_6g138300	36.1723	39.8455
Os11g0559200	BVRB_6g138830	38.5772	38.1188
Os11g0559200	BVRB_9g217940	41.7836	40.4854
Os11g0559200	BVRB_9g217950	42.0842	41.1361
Os11g0559200	BVRB_9g217970	42.6854	41.1594
Os11g0559200	BVRB_9g217980	40.6814	39.6872
Os11g0559200	BVRB_9g217990	40.5812	42.948
Os11g0559200	BVRB_9g218000	41.984	41.2808
Os11g0559200	BVRB_9g218020	41.2826	40.0778
Os11g0559200	BVRB_9g218030	40.8818	39.9217
Os11g0559200	BVRB_9g220540	40.3808	38.8996
Os11g0561100	BVRB_1g006210	33.7895	33.7539
Os11g0561100	BVRB_3g050720	34.1053	31.4869
Os11g0564900	BVRB_1g006210	34.9112	37.224
Os11g0564900	BVRB_3g050720	34.0237	33.5277
Os11g0565000	BVRB_1g006210	32.666	32.5973
Os11g0565000	BVRB_3g050720	32.9821	30.4179
Os11g0565920	BVRB_1g006210	30.6161	33.9642
Os11g0565920	BVRB_3g050720	31.3744	32.1672
Os11g0568300	BVRB_6g134760	37.284	27.7574
Os11g0568300	BVRB_9g218390	35.5556	36.4557
Os11g0568500	BVRB_014340	68.0272	65.3595
Os11g0568600	BVRB_4g073340	48.1283	48
Os11g0568633	BVRB_1g000310	59.5238	23.5849
Os11g0568700	BVRB_5g108860	41.1658	38.2403
Os11g0568800	BVRB_1g021560	40.2612	37.1859
Os11g0568800	BVRB_3g054710	41.8934	37.6344
Os11g0568800	BVRB_6g138300	40.8052	41.3907
Os11g0568800	BVRB_6g138830	40.4788	36.8317
Os11g0568800	BVRB_9g217940	41.8934	37.3786
Os11g0568800	BVRB_9g217950	41.3493	37.2184
Os11g0568800	BVRB_9g217970	42.3286	37.5845
Os11g0568800	BVRB_9g217980	40.0435	35.9726
Os11g0568800	BVRB_9g217990	42.6551	41.5695
Os11g0568800	BVRB_9g218000	42.4374	38.4236
Os11g0568800	BVRB_9g218020	42.2198	37.7432
Os11g0568800	BVRB_9g218030	41.1317	36.9863
Os11g0568800	BVRB_9g220540	41.3493	36.6795
Os11g0570000	BVRB_3g056940	36.1059	25.8808
Os11g0571900	BVRB_5g108930	29.7674	26.1759
Os11g0572100	BVRB_6g139950	59.3536	62.0902
Os11g0572400	BVRB_6g151900	70	71.0359
Os11g0572500	BVRB_7g171410	50.6849	19.2208
Os11g0572700	BVRB_5g109040	72.8669	62.7019
Os11g0572800	BVRB_5g109130	57.5816	58.9391
Os11g0572900	BVRB_2g029000	44.0994	6.75547
Os11g0573200	BVRB_7g171510	33.1897	16.2105
Os11g0573800	BVRB_011500	21.6776	20.2442
Os11g0574200	BVRB_011500	26.9113	8.95219
Os11g0575200	BVRB_7g171510	38.6076	12.8421
Os11g0575500	BVRB_3g061700	28.1356	16.2109
Os11g0575500	BVRB_3g061990	23.3898	17.4242
Os11g0575600	BVRB_008500	52.9954	51.3966
Os11g0575600	BVRB_4g081350	50.8064	51.2195
Os11g0575600	BVRB_4g081360	47.235	44.2765
Os11g0575600	BVRB_4g081370	46.083	47.2813
Os11g0575600	BVRB_4g081380	48.7327	48.3429
Os11g0575600	BVRB_4g081410	49.1936	50.7729
Os11g0577300	BVRB_2g029000	48.7179	7.23121
Os11g0577350	BVRB_2g029000	54.7619	4.37678
Os11g0577650	BVRB_1g005670	49.1103	34.2432
Os11g0577650	BVRB_1g018230	49.8221	34.8259
Os11g0577650	BVRB_6g156120	12.0996	18.6813
Os11g0578100	BVRB_011500	29.4397	31.5361
Os11g0579800	BVRB_3g056190	75.5102	74
Os11g0580000	BVRB_3g056260	50.9636	36.6718
Os11g0580800	BVRB_3g054990	37.6518	30.897
Os11g0581700	BVRB_5g124040	32.4324	52.1739
Os11g0581900	BVRB_5g119910	40.3101	41.7671
Os11g0581900	BVRB_5g124070	43.7985	47.2803
Os11g0582000	BVRB_3g070130	30.2632	31.2217
Os11g0582000	BVRB_4g083640	30.2632	32.7014
Os11g0585700	BVRB_7g167840	66.7832	68.2143
Os11g0585900	BVRB_5g119930	70.5951	68.2844
Os11g0586001	BVRB_5g119940	41.8838	20.1155
Os11g0586001	BVRB_5g119960	8.61723	40.9524
Os11g0586100	BVRB_5g119940	57.5163	16.9394
Os11g0586100	BVRB_5g119960	0	0
Os11g0586300	BVRB_2g046980	46.3687	43.4555
Os11g0586825	BVRB_2g026170	34.507	44.1441
Os11g0586825	BVRB_2g026180	29.3427	39.185
Os11g0586825	BVRB_2g026190	28.6385	39.2283
Os11g0586900	BVRB_9g214970	83.6957	84.153
Os11g0587000	BVRB_5g120150	39.5683	42.9688
Os11g0587300	BVRB_5g120140	28.2816	29.9621
Os11g0587500	BVRB_4g091880	57.7061	36.3431
Os11g0587600	BVRB_015760	12.9323	55.1282
Os11g0587600	BVRB_015770	7.36842	50.5155
Os11g0588300	BVRB_5g100440	19.9187	50.5155
Os11g0588300	BVRB_5g100450	49.5935	51.046
Os11g0588300	BVRB_5g100460	57.7236	57.4899
Os11g0591100	BVRB_4g081820	91.1051	89.6552
Os11g0591200	BVRB_7g157710	71.2963	58.6667
Os11g0591800	BVRB_4g082240	49.3671	54.9296
Os11g0591800	BVRB_4g086470	46.2025	51.4085
Os11g0592000	BVRB_4g082240	56	59.1549
Os11g0592000	BVRB_4g086470	56.6667	59.8592
Os11g0592100	BVRB_4g082240	53.2895	57.0423
Os11g0592100	BVRB_4g086470	53.2895	57.0423
Os11g0592200	BVRB_4g082240	58.2192	59.8592
Os11g0592200	BVRB_4g086470	54.1096	55.6338
Os11g0592300	BVRB_5g120380	53.9604	35.5049
Os11g0592400	BVRB_3g065350	47.5169	48.0594
Os11g0592700	BVRB_1g006760	65.942	67.035
Os11g0592800	BVRB_6g129550	67.3333	66.4474
Os11g0592900	BVRB_3g066370	45.0704	42.8571
Os11g0593000	BVRB_1g016800	59.8131	61.7761
Os11g0593000	BVRB_1g016810	57.3832	59.6117
Os11g0594000	BVRB_5g112890	52.1073	53.5433
Os11g0594000	BVRB_5g120400	49.2337	50.2935
Os11g0594200	BVRB_4g071860	76.4583	76.9392
Os11g0595200	BVRB_3g048730	63.7037	63.0037
Os11g0597500	BVRB_3g066370	15.6794	20.0893
Os11g0597601	BVRB_3g066370	12.0155	13.8393
Os11g0598700	BVRB_7g174020	70.7921	25.0877
Os11g0599500	BVRB_3g068660	72.3917	71.5873
Os11g0600500	BVRB_2g046880	29.3194	28.5714
Os11g0600500	BVRB_6g153710	20.4188	22.807
Os11g0600700	BVRB_5g114740	60.7914	58.885
Os11g0600700	BVRB_6g153900	58.9928	58.156
Os11g0600900	BVRB_2g026950	56.3877	26.7223
Os11g0601700	BVRB_7g170040	29.4964	35.1931
Os11g0602200	BVRB_4g094880	37.7614	43.4844
Os11g0602200	BVRB_5g104930	7.74908	28
Os11g0602300	BVRB_5g126720	32.4841	59.3023
Os11g0602400	BVRB_3g068740	36.6438	43.1452
