Gene stable ID	Solanum tuberosum gene stable ID	%id. target Solanum tuberosum gene identical to query gene	%id. query gene identical to target Solanum tuberosum gene
Os09g0330000	PGSC0003DMG400006908	36.3454	39.6061
Os09g0330000	PGSC0003DMG400006946	37.1486	39.7849
Os09g0330000	PGSC0003DMG400006949	28.3133	37.5
Os09g0330000	PGSC0003DMG400006950	19.4779	34.3972
Os09g0330000	PGSC0003DMG400024593	36.747	39.6963
Os09g0330000	PGSC0003DMG400024594	37.5502	40.3017
Os09g0332300	PGSC0003DMG400018818	57.7482	39.1947
Os09g0332300	PGSC0003DMG400023849	57.5061	33.101
Os09g0332300	PGSC0003DMG401002262	61.0169	31.8987
Os09g0332300	PGSC0003DMG401013112	58.7167	33.9874
Os09g0332300	PGSC0003DMG401029631	58.7167	33.6806
Os09g0332300	PGSC0003DMG402013112	46.368	30.7631
Os09g0332300	PGSC0003DMG402029631	57.8693	33.3566
Os09g0332700	PGSC0003DMG400013114	11.9497	64.7727
Os09g0332700	PGSC0003DMG400019165	0.628931	0.990099
Os09g0332700	PGSC0003DMG400019166	0	0
Os09g0333000	PGSC0003DMG400018818	59.4828	39.6878
Os09g0333000	PGSC0003DMG400023849	61.5764	34.8432
Os09g0333000	PGSC0003DMG401002262	62.1921	31.962
Os09g0333000	PGSC0003DMG401013112	61.33	34.8984
Os09g0333000	PGSC0003DMG401029631	61.8227	34.8611
Os09g0333000	PGSC0003DMG402013112	49.2611	32.1285
Os09g0333000	PGSC0003DMG402029631	60.7143	34.4034
Os09g0333500	PGSC0003DMG400018818	70.9199	19.6385
Os09g0333500	PGSC0003DMG400023849	71.2166	16.7247
Os09g0333500	PGSC0003DMG401002262	70.9199	15.1266
Os09g0333500	PGSC0003DMG401013112	71.2166	16.8185
Os09g0333500	PGSC0003DMG401029631	72.1068	16.875
Os09g0333500	PGSC0003DMG402013112	70.3264	19.0361
Os09g0333500	PGSC0003DMG402029631	70.0297	16.4689
Os09g0333600	PGSC0003DMG400013114	13.5071	64.7727
Os09g0333600	PGSC0003DMG400019165	0	0
Os09g0333600	PGSC0003DMG400019166	0	0
Os09g0334500	PGSC0003DMG400000211	28.2548	29.4798
Os09g0334500	PGSC0003DMG400005835	29.3629	29.4444
Os09g0334500	PGSC0003DMG400009103	25.7618	26.1236
Os09g0334500	PGSC0003DMG400012160	27.4238	29.2035
Os09g0334500	PGSC0003DMG400017990	18.8366	22.5914
Os09g0334500	PGSC0003DMG400019884	24.3767	30.3448
Os09g0334500	PGSC0003DMG400033884	18.8366	23.1293
Os09g0334500	PGSC0003DMG401033880	19.6676	21.4502
Os09g0334800	PGSC0003DMG400004396	37.621	38.042
Os09g0334800	PGSC0003DMG400004397	35.5463	39.0578
Os09g0334800	PGSC0003DMG400004401	25.4495	42.3963
Os09g0334800	PGSC0003DMG400030144	37.8976	39.087
Os09g0334800	PGSC0003DMG400041974	36.6528	40.9583
Os09g0334800	PGSC0003DMG400047213	39.1425	39.7472
Os09g0338400	PGSC0003DMG400030629	74.4541	74.9451
Os09g0338500	PGSC0003DMG400019383	52.3605	55.5809
Os09g0338500	PGSC0003DMG400019404	41.2017	64
Os09g0338500	PGSC0003DMG400029934	60.7296	63.311
Os09g0338500	PGSC0003DMG400033872	51.2876	54.4419
Os09g0339000	PGSC0003DMG400004396	35.6589	25.7343
Os09g0339000	PGSC0003DMG400004397	32.9457	25.8359
Os09g0339000	PGSC0003DMG400004401	33.3333	39.6313
Os09g0339000	PGSC0003DMG400030144	35.6589	26.2482
Os09g0339000	PGSC0003DMG400041974	32.9457	26.2751
Os09g0339000	PGSC0003DMG400047213	34.4961	25
Os09g0339300	PGSC0003DMG400010427	11.1888	20.9836
Os09g0339800	PGSC0003DMG400012843	9.41385	40.458
Os09g0339800	PGSC0003DMG400012853	4.97336	10.8108
Os09g0339800	PGSC0003DMG400012855	48.4902	36.255
Os09g0339800	PGSC0003DMG400022294	45.6483	34.1301
Os09g0341100	PGSC0003DMG400004396	32.6889	26.014
Os09g0341100	PGSC0003DMG400004397	29.877	25.8359
Os09g0341100	PGSC0003DMG400004401	29.877	39.1705
Os09g0341100	PGSC0003DMG400030144	32.1617	26.1056
Os09g0341100	PGSC0003DMG400041974	32.3374	28.4389
Os09g0341100	PGSC0003DMG400047213	31.8102	25.4213
Os09g0344500	PGSC0003DMG400000850	36.8132	38.0682
Os09g0344500	PGSC0003DMG400008129	35.4396	36.338
Os09g0344500	PGSC0003DMG400012023	34.0659	37.4622
Os09g0344500	PGSC0003DMG400012024	26.6484	36.4662
Os09g0344500	PGSC0003DMG400021854	41.2088	41.0959
Os09g0344500	PGSC0003DMG400026275	38.1868	39.6011
Os09g0344500	PGSC0003DMG400029239	40.6593	41.9263
Os09g0344500	PGSC0003DMG400031771	40.6593	41.4566
Os09g0344500	PGSC0003DMG400033139	36.5385	37.0474
Os09g0344500	PGSC0003DMG400033148	23.9011	33.4615
Os09g0344500	PGSC0003DMG401025689	39.5604	39.5604
Os09g0344500	PGSC0003DMG402025689	40.3846	41.6431
Os09g0344800	PGSC0003DMG400010833	64.657	65.3361
Os09g0344800	PGSC0003DMG400018589	66.5281	67.086
Os09g0344900	PGSC0003DMG400017312	20.2643	15.6463
Os09g0345000	PGSC0003DMG400007096	68.9655	69.5652
Os09g0345000	PGSC0003DMG400027821	73.2759	76.5766
Os09g0345000	PGSC0003DMG400028464	68.1034	69.2982
Os09g0345300	PGSC0003DMG402028453	12.3229	37.0213
Os09g0345700	PGSC0003DMG400007060	56.9231	58.9172
Os09g0346400	PGSC0003DMG400012445	39.8724	39.7456
Os09g0346500	PGSC0003DMG400007375	89.434	72.2561
Os09g0346500	PGSC0003DMG400008297	58.4906	96.875
Os09g0346500	PGSC0003DMG400008298	88.3019	88.3019
Os09g0346500	PGSC0003DMG400008299	86.4151	88.0769
Os09g0346500	PGSC0003DMG400008300	86.0377	87.6923
Os09g0346500	PGSC0003DMG400008301	85.6604	87.3077
Os09g0346500	PGSC0003DMG400008309	87.5472	87.5472
Os09g0346500	PGSC0003DMG400008804	88.3019	76.7213
Os09g0346500	PGSC0003DMG400013411	87.9245	88.9313
Os09g0346500	PGSC0003DMG400013412	86.4151	87.4046
Os09g0346500	PGSC0003DMG400013413	61.8868	84.1026
Os09g0346500	PGSC0003DMG400013414	88.6792	88.015
Os09g0346500	PGSC0003DMG400013415	87.9245	88.9313
Os09g0346500	PGSC0003DMG400013416	86.7924	87.7863
Os09g0346500	PGSC0003DMG400013417	88.3019	87.6404
Os09g0346500	PGSC0003DMG400013460	58.8679	97.5
Os09g0346500	PGSC0003DMG400013461	58.8679	97.5
Os09g0346500	PGSC0003DMG400016695	88.3019	87.6404
Os09g0346500	PGSC0003DMG400042498	88.3019	88.3019
Os09g0346500	PGSC0003DMG401013418	39.2453	79.3893
Os09g0346600	PGSC0003DMG400008940	53.1165	53.6986
Os09g0346700	PGSC0003DMG400002233	64.467	63.5
Os09g0346700	PGSC0003DMG400027431	53.9086	55.836
Os09g0346900	PGSC0003DMG400002529	31.9703	28.013
Os09g0346900	PGSC0003DMG400030116	38.29	40.3922
Os09g0346900	PGSC0003DMG402018559	18.2156	45.3704
Os09g0347500	PGSC0003DMG400021258	91.1429	67.1579
Os09g0347700	PGSC0003DMG400021258	92	92
Os09g0347800	PGSC0003DMG400033362	44.6352	44.7312
Os09g0347900	PGSC0003DMG400022170	55.6452	30
Os09g0348400	PGSC0003DMG400002602	32.2388	27.3764
Os09g0348600	PGSC0003DMG400004836	18.0952	30.8943
Os09g0349100	PGSC0003DMG400002602	34.414	17.4905
Os09g0349700	PGSC0003DMG400004836	31.6017	19.7832
Os09g0350900	PGSC0003DMG400002602	31.1111	26.616
Os09g0351700	PGSC0003DMG400002602	32.6568	22.4335
Os09g0351800	PGSC0003DMG400004836	34.1346	19.2412
Os09g0352400	PGSC0003DMG400027653	55.8696	57.3661
Os09g0353200	PGSC0003DMG400004836	19.5578	31.1653
Os09g0353400	PGSC0003DMG400003090	29.4737	25.9259
Os09g0354300	PGSC0003DMG400003090	27.3196	24.537
Os09g0355400	PGSC0003DMG400002602	32.8442	36.8821
Os09g0356000	PGSC0003DMG400002602	33.5274	36.5019
Os09g0356200	PGSC0003DMG400004836	39.5161	13.2791
Os09g0356800	PGSC0003DMG400002602	32.3185	34.981
Os09g0358100	PGSC0003DMG400004836	33.3333	18.6992
Os09g0359800	PGSC0003DMG400000343	73.1266	71.4646
Os09g0359800	PGSC0003DMG400008431	71.8346	69.6742
Os09g0359900	PGSC0003DMG400004663	55.1282	55.6634
Os09g0360400	PGSC0003DMG400014080	18.8776	45.679
Os09g0360400	PGSC0003DMG400018792	48.9796	32.8767
Os09g0360400	PGSC0003DMG400025065	46.4286	43.128
Os09g0360500	PGSC0003DMG400040632	42.1162	53.7037
Os09g0361100	PGSC0003DMG400000856	84.6354	67.4274
Os09g0361100	PGSC0003DMG400001416	58.8542	63.662
Os09g0361100	PGSC0003DMG400017625	82.8125	66.6667
Os09g0361200	PGSC0003DMG400000857	69.338	73.1618
Os09g0361200	PGSC0003DMG400002061	84.3206	84.6154
Os09g0361400	PGSC0003DMG400025346	33.2117	38.0753
Os09g0361500	PGSC0003DMG400033038	46.6843	30.6087
Os09g0361700	PGSC0003DMG400008211	25.5814	37.0787
Os09g0362500	PGSC0003DMG400008191	61.1494	60.8
Os09g0362800	PGSC0003DMG400008191	49.7436	22.1714
Os09g0362900	PGSC0003DMG400026247	34.962	30.4924
Os09g0362900	PGSC0003DMG400026579	36.3735	31.485
Os09g0363100	PGSC0003DMG401022041	39.0708	45.2323
Os09g0363400	PGSC0003DMG400012134	22.8883	12.9231
Os09g0363500	PGSC0003DMG400018529	22.4622	25.5528
Os09g0363700	PGSC0003DMG400000275	49.2308	33.8624
Os09g0363800	PGSC0003DMG400002494	54.3624	69.2308
Os09g0363900	PGSC0003DMG400002587	61.1966	60.371
Os09g0363900	PGSC0003DMG400004844	62.735	61.2688
Os09g0364000	PGSC0003DMG400000278	57.9119	59.5638
Os09g0364100	PGSC0003DMG400004880	20.7273	17.4312
Os09g0364100	PGSC0003DMG400044009	16.3636	14.9007
Os09g0364500	PGSC0003DMG400032193	47.8477	49.0662
Os09g0364800	PGSC0003DMG400021834	48.2143	35.0649
Os09g0364800	PGSC0003DMG400022037	49.1071	36.1842
Os09g0364900	PGSC0003DMG400001146	54.0541	49.1803
Os09g0364900	PGSC0003DMG400015733	64.8649	63.1579
Os09g0365900	PGSC0003DMG400005515	60.6586	60.5536
Os09g0365900	PGSC0003DMG400027914	55.8059	60.1869
Os09g0367700	PGSC0003DMG400044156	46.3519	48.8688
Os09g0367900	PGSC0003DMG400006700	28.4091	31.8471
Os09g0367900	PGSC0003DMG400008552	26.1364	33.3333
Os09g0367900	PGSC0003DMG400009471	31.8182	33.9394
Os09g0367900	PGSC0003DMG400021821	24.4318	29.6552
Os09g0368200	PGSC0003DMG400006854	41.7339	41.8182
Os09g0368500	PGSC0003DMG400006854	42.4051	40.6061
Os09g0368900	PGSC0003DMG400020627	37.0262	35.376
Os09g0369400	PGSC0003DMG400020619	60.8	59.0674
Os09g0369400	PGSC0003DMG400021820	38.9333	68.2243
Os09g0370000	PGSC0003DMG400008539	32.3529	40.1993
Os09g0370000	PGSC0003DMG400009479	34.7594	37.9009
Os09g0370200	PGSC0003DMG400020613	44.3662	42.2819
Os09g0370300	PGSC0003DMG400020612	44.6945	53.876
Os09g0370300	PGSC0003DMG400036514	48.5531	50.5017
Os09g0370500	PGSC0003DMG400001897	16.3303	19.6468
Os09g0370500	PGSC0003DMG400008542	13.945	23.1707
Os09g0370500	PGSC0003DMG400017724	17.6147	21.0066
Os09g0371000	PGSC0003DMG400001896	59.6154	62.249
Os09g0371000	PGSC0003DMG400008543	58.4615	58.4615
Os09g0371000	PGSC0003DMG400017723	61.7308	61.9691
Os09g0371000	PGSC0003DMG400017727	8.46154	37.6068
Os09g0371000	PGSC0003DMG400021818	55.7692	59.9174
Os09g0371000	PGSC0003DMG400021826	51.1538	30.8227
Os09g0371000	PGSC0003DMG400021827	49.8077	55.5794
Os09g0371000	PGSC0003DMG400021828	52.1154	58.4052
Os09g0371000	PGSC0003DMG400021829	51.7308	55.2361
Os09g0371100	PGSC0003DMG400001896	57.1702	60.0402
Os09g0371100	PGSC0003DMG400008543	56.5966	56.9231
Os09g0371100	PGSC0003DMG400017723	56.2141	56.7568
Os09g0371100	PGSC0003DMG400017727	8.413	37.6068
Os09g0371100	PGSC0003DMG400021818	55.2581	59.7107
Os09g0371100	PGSC0003DMG400021826	50.0956	30.3592
Os09g0371100	PGSC0003DMG400021827	50.0956	56.2232
Os09g0371100	PGSC0003DMG400021828	52.0076	58.6207
Os09g0371100	PGSC0003DMG400021829	51.6252	55.4415
Os09g0371200	PGSC0003DMG400001896	55.1095	60.6426
Os09g0371200	PGSC0003DMG400008543	54.562	57.5
Os09g0371200	PGSC0003DMG400017723	54.562	57.722
Os09g0371200	PGSC0003DMG400017727	8.39416	39.3162
Os09g0371200	PGSC0003DMG400021818	53.8321	60.9504
Os09g0371200	PGSC0003DMG400021826	49.0876	31.1703
Os09g0371200	PGSC0003DMG400021827	48.3577	56.867
Os09g0371200	PGSC0003DMG400021828	51.4599	60.7759
Os09g0371200	PGSC0003DMG400021829	50	56.2628
Os09g0371300	PGSC0003DMG400001896	37.6761	42.9719
Os09g0371300	PGSC0003DMG400008543	34.331	37.5
Os09g0371300	PGSC0003DMG400017723	34.507	37.8378
Os09g0371300	PGSC0003DMG400017727	3.34507	16.2393
Os09g0371300	PGSC0003DMG400021818	34.507	40.4959
Os09g0371300	PGSC0003DMG400021826	31.162	20.5098
Os09g0371300	PGSC0003DMG400021827	30.8099	37.5536
Os09g0371300	PGSC0003DMG400021828	33.6268	41.1638
Os09g0371300	PGSC0003DMG400021829	30.8099	35.9343
Os09g0371400	PGSC0003DMG400001896	22.1532	21.4859
Os09g0371400	PGSC0003DMG400008543	23.8095	22.1154
Os09g0371400	PGSC0003DMG400017723	23.8095	22.2008
Os09g0371400	PGSC0003DMG400017727	3.51967	14.5299
Os09g0371400	PGSC0003DMG400021818	22.9814	22.9339
Os09g0371400	PGSC0003DMG400021826	21.9462	12.2827
Os09g0371400	PGSC0003DMG400021827	20.911	21.6738
Os09g0371400	PGSC0003DMG400021828	21.5321	22.4138
Os09g0371400	PGSC0003DMG400021829	21.5321	21.3552
Os09g0371700	PGSC0003DMG400020519	37.5587	11.065
Os09g0371800	PGSC0003DMG400017721	12.0915	5.72755
Os09g0372400	PGSC0003DMG400011507	35.514	39.1753
Os09g0372800	PGSC0003DMG400000652	69.4362	69.8507
Os09g0372800	PGSC0003DMG400004058	74.4807	74.0413
Os09g0372800	PGSC0003DMG400024513	75.9644	74.8538
Os09g0373000	PGSC0003DMG400012255	80.3738	81.9048
Os09g0373000	PGSC0003DMG402005796	72.8972	76.4706
Os09g0373800	PGSC0003DMG400036202	11.1511	30.3922
Os09g0374900	PGSC0003DMG400000650	25.9162	35.7401
Os09g0374900	PGSC0003DMG400022109	31.4136	38.4615
Os09g0374900	PGSC0003DMG400024611	28.0105	32.0359
Os09g0374900	PGSC0003DMG401024610	28.2723	32.1429
Os09g0374900	PGSC0003DMG402024610	27.4869	31.6265
Os09g0374900	PGSC0003DMG403024610	13.089	32.2581
Os09g0375000	PGSC0003DMG401024510	83.5073	81.9672
Os09g0375100	PGSC0003DMG400022856	28.4091	21.1864
Os09g0375300	PGSC0003DMG400016405	42.9213	44.8357
Os09g0375400	PGSC0003DMG400007321	40.678	52.459
Os09g0375600	PGSC0003DMG400004123	62.0192	35.7341
Os09g0375700	PGSC0003DMG400005100	38.8889	35.8974
Os09g0375700	PGSC0003DMG400007493	27.7778	36.3636
Os09g0375700	PGSC0003DMG400026850	38.8889	52.8302
Os09g0375900	PGSC0003DMG400003004	48.5149	38.5827
Os09g0376000	PGSC0003DMG400031482	36.1656	12.3696
Os09g0376300	PGSC0003DMG400002036	35.7143	34.4828
Os09g0376300	PGSC0003DMG400009360	35.7143	35.2941
Os09g0376300	PGSC0003DMG400016200	36.9048	36.0465
Os09g0376600	PGSC0003DMG400022189	24.163	29.3805
Os09g0376700	PGSC0003DMG400004128	32.6531	34.6883
Os09g0376700	PGSC0003DMG400038862	31.3776	33.0645
Os09g0376700	PGSC0003DMG400040994	28.5714	35.8974
Os09g0376700	PGSC0003DMG400042968	32.6531	32.6531
Os09g0376800	PGSC0003DMG400004114	62.4031	35.0381
Os09g0376800	PGSC0003DMG400023995	62.4031	37.5729
Os09g0376900	PGSC0003DMG400013821	66.5907	68.8679
Os09g0378300	PGSC0003DMG400010338	70.1097	71.0185
Os09g0378300	PGSC0003DMG400013102	71.2066	72.1965
Os09g0378700	PGSC0003DMG400024491	36.236	37.8299
Os09g0378700	PGSC0003DMG400045432	29.9157	38.0357
Os09g0379400	PGSC0003DMG400002946	5.57769	8.43373
Os09g0379400	PGSC0003DMG400006907	29.8805	16.6667
Os09g0379400	PGSC0003DMG400006908	30.2789	16.6302
Os09g0379400	PGSC0003DMG400006946	29.0837	15.6989
Os09g0379400	PGSC0003DMG400006949	25.8964	17.2872
Os09g0379400	PGSC0003DMG400006950	19.5219	17.3759
Os09g0379400	PGSC0003DMG400024593	28.6853	15.6182
Os09g0379400	PGSC0003DMG400024594	26.6932	14.4397
Os09g0379600	PGSC0003DMG400000498	33.8095	24.9123
Os09g0379900	PGSC0003DMG400018770	60.5491	57.2404
Os09g0379900	PGSC0003DMG400039856	51.5896	50.9272
Os09g0379900	PGSC0003DMG400044116	43.7861	69.9769
Os09g0380000	PGSC0003DMG401024509	7.5	5.50459
Os09g0380000	PGSC0003DMG402024509	11.875	4.57831
Os09g0380050	PGSC0003DMG401024509	3.57143	0.917431
Os09g0380050	PGSC0003DMG402024509	67.8571	9.15663
Os09g0380200	PGSC0003DMG403024509	51.3011	54.9801
Os09g0380300	PGSC0003DMG400022223	34.8485	32.5088
Os09g0380300	PGSC0003DMG400022224	40.5303	22.5263
Os09g0381100	PGSC0003DMG400015573	74.3396	73.9212
Os09g0381100	PGSC0003DMG400019371	74.717	74.4361
Os09g0381100	PGSC0003DMG400024588	73.5849	74.2857
Os09g0381400	PGSC0003DMG400004380	36.7403	38.2184
Os09g0381400	PGSC0003DMG400010215	34.2541	36.0465
Os09g0381400	PGSC0003DMG400010223	34.5304	41.3907
Os09g0381400	PGSC0003DMG400010224	37.0166	38.9535
Os09g0381400	PGSC0003DMG400010225	38.674	41.0557
Os09g0381400	PGSC0003DMG400010232	33.7017	24.0157
Os09g0381400	PGSC0003DMG400010234	32.8729	23.5644
Os09g0381400	PGSC0003DMG400010236	33.1492	11.5607
Os09g0381600	PGSC0003DMG400015574	35.0962	44.2424
Os09g0381600	PGSC0003DMG400024587	32.6923	36.3636
Os09g0381600	PGSC0003DMG400033027	30.2885	39.1304
Os09g0381800	PGSC0003DMG400047314	0	0
Os09g0381850	PGSC0003DMG400047314	8.56102	14.1141
Os09g0382300	PGSC0003DMG400015597	44.8052	41.0714
Os09g0382400	PGSC0003DMG400015599	46.5116	45.4545
Os09g0383300	PGSC0003DMG400018992	37.1528	38.7681
Os09g0385700	PGSC0003DMG400000512	43.0851	43.3155
Os09g0386200	PGSC0003DMG400000531	31.4442	35.3909
Os09g0386200	PGSC0003DMG400024471	30.713	31.4019
Os09g0386400	PGSC0003DMG400013151	69.1932	68.1928
Os09g0386400	PGSC0003DMG400022053	29.5844	67.9775
Os09g0386500	PGSC0003DMG400016712	64.8148	66.3507
Os09g0392000	PGSC0003DMG400022615	68.8645	68.8645
Os09g0392100	PGSC0003DMG400033029	39.6135	42.0513
Os09g0394100	PGSC0003DMG401021462	32.2957	47.2934
Os09g0394100	PGSC0003DMG402021462	22.5681	55.5024
Os09g0394300	PGSC0003DMG400022208	59.4104	61.7925
Os09g0394600	PGSC0003DMG400022789	33.1671	52.1569
Os09g0394600	PGSC0003DMG400026956	46.8828	57.4924
Os09g0394700	PGSC0003DMG400033687	51.8892	50.4902
Os09g0394900	PGSC0003DMG400007966	72.0635	71.8354
Os09g0395300	PGSC0003DMG400013324	43.5013	36.4444
Os09g0395600	PGSC0003DMG400022791	45.8716	29.9401
Os09g0395600	PGSC0003DMG400029503	44.0367	29.0909
Os09g0396300	PGSC0003DMG400002786	72.6852	71.6895
Os09g0396900	PGSC0003DMG400029467	72.7642	74.8954
Os09g0397300	PGSC0003DMG400022778	72.7483	73.5123
Os09g0397700	PGSC0003DMG400013239	55.7047	58.8652
Os09g0397900	PGSC0003DMG400029468	22.0036	34.9432
Os09g0399800	PGSC0003DMG400005359	55.4318	55.8989
Os09g0399800	PGSC0003DMG400009637	37.883	50.7463
Os09g0399800	PGSC0003DMG400009638	16.7131	50
Os09g0399800	PGSC0003DMG400015677	56.546	57.0225
Os09g0399800	PGSC0003DMG400015678	50.1393	58.6319
Os09g0399800	PGSC0003DMG400016113	17.5487	45.3237
Os09g0399800	PGSC0003DMG400016114	48.468	54.2056
Os09g0399800	PGSC0003DMG400016115	54.039	53.7396
Os09g0399800	PGSC0003DMG400016984	16.7131	51.7241
Os09g0399800	PGSC0003DMG400016985	6.68524	26.9663
Os09g0399800	PGSC0003DMG400031479	32.5905	55.1887
Os09g0399800	PGSC0003DMG401016112	39.2758	56.8548
Os09g0399800	PGSC0003DMG402016112	55.9889	55.9889
Os09g0400000	PGSC0003DMG400005359	46.789	57.3034
Os09g0400000	PGSC0003DMG400009637	33.0275	53.7313
Os09g0400000	PGSC0003DMG400009638	13.0734	47.5
Os09g0400000	PGSC0003DMG400015677	47.2477	57.8652
Os09g0400000	PGSC0003DMG400015678	41.5138	58.9577
Os09g0400000	PGSC0003DMG400016113	14.2202	44.6043
Os09g0400000	PGSC0003DMG400016114	42.6605	57.9439
Os09g0400000	PGSC0003DMG400016115	48.1651	58.1717
Os09g0400000	PGSC0003DMG400016984	13.3028	50
Os09g0400000	PGSC0003DMG400016985	5.50459	26.9663
Os09g0400000	PGSC0003DMG400031479	27.2936	56.1321
Os09g0400000	PGSC0003DMG401016112	34.633	60.8871
Os09g0400000	PGSC0003DMG402016112	47.0183	57.1031
Os09g0400300	PGSC0003DMG400005359	54.3103	53.0899
Os09g0400300	PGSC0003DMG400009637	37.3563	48.5075
Os09g0400300	PGSC0003DMG400009638	16.092	46.6667
Os09g0400300	PGSC0003DMG400015677	54.3103	53.0899
Os09g0400300	PGSC0003DMG400015678	47.4138	53.7459
Os09g0400300	PGSC0003DMG400016113	18.1034	45.3237
Os09g0400300	PGSC0003DMG400016114	47.1264	51.0903
Os09g0400300	PGSC0003DMG400016115	56.3218	54.2936
Os09g0400300	PGSC0003DMG400016984	16.3793	49.1379
Os09g0400300	PGSC0003DMG400016985	6.89655	26.9663
Os09g0400300	PGSC0003DMG400031479	33.6207	55.1887
Os09g0400300	PGSC0003DMG401016112	37.3563	52.4194
Os09g0400300	PGSC0003DMG402016112	53.4483	51.8106
Os09g0400400	PGSC0003DMG400005359	55.8011	56.7416
Os09g0400400	PGSC0003DMG400009637	38.9503	52.6119
Os09g0400400	PGSC0003DMG400009638	16.2983	49.1667
Os09g0400400	PGSC0003DMG400015677	57.1823	58.1461
Os09g0400400	PGSC0003DMG400015678	50	58.9577
Os09g0400400	PGSC0003DMG400016113	17.1271	44.6043
Os09g0400400	PGSC0003DMG400016114	48.6188	54.8287
Os09g0400400	PGSC0003DMG400016115	54.1436	54.2936
Os09g0400400	PGSC0003DMG400016984	16.5746	51.7241
Os09g0400400	PGSC0003DMG400016985	6.62983	26.9663
Os09g0400400	PGSC0003DMG400031479	32.5967	55.6604
Os09g0400400	PGSC0003DMG401016112	39.5028	57.6613
Os09g0400400	PGSC0003DMG402016112	56.3536	56.8245
Os09g0400500	PGSC0003DMG400003429	40.1235	43.0464
Os09g0400500	PGSC0003DMG400015666	42.7469	42.813
Os09g0400500	PGSC0003DMG400028801	41.821	41.821
Os09g0400500	PGSC0003DMG402014186	22.9938	46.4174
Os09g0401000	PGSC0003DMG400015668	50.8961	45.6592
Os09g0401100	PGSC0003DMG400019430	61.8993	65.024
Os09g0401200	PGSC0003DMG400005758	48.2574	47.619
Os09g0401300	PGSC0003DMG400014187	22.5962	24.1026
Os09g0401300	PGSC0003DMG400028800	15.625	25.6917
Os09g0401300	PGSC0003DMG400032119	21.1538	26.0355
Os09g0401600	PGSC0003DMG400032118	49.1304	24.7807
Os09g0401900	PGSC0003DMG400020162	29.1525	28.4768
Os09g0401900	PGSC0003DMG400032241	15.2542	24.1935
Os09g0402100	PGSC0003DMG400005735	32.3944	13.093
Os09g0402100	PGSC0003DMG400014590	28.169	35.0877
Os09g0402100	PGSC0003DMG400015685	32.3944	43.125
Os09g0402100	PGSC0003DMG400029519	36.6197	41.4894
Os09g0402300	PGSC0003DMG400005958	66.6667	12.7815
Os09g0402300	PGSC0003DMG400030502	69.2064	12.5432
Os09g0403000	PGSC0003DMG400030503	32.1138	33.3333
Os09g0403000	PGSC0003DMG400030504	32.9268	34.322
Os09g0403000	PGSC0003DMG400030546	30.8943	31.2757
Os09g0403000	PGSC0003DMG400030604	27.2358	41.358
Os09g0407200	PGSC0003DMG400012654	60.4592	60.7692
Os09g0407200	PGSC0003DMG400024190	60.2041	61.1399
Os09g0407600	PGSC0003DMG400003135	6.8917	16.955
Os09g0407700	PGSC0003DMG400001865	59.127	59.3625
Os09g0407700	PGSC0003DMG400005810	54.7619	48.9362
Os09g0407700	PGSC0003DMG400020512	9.52381	48
Os09g0407800	PGSC0003DMG400001867	39.2157	47.2441
Os09g0407900	PGSC0003DMG400009435	72.5632	72.9583
Os09g0408550	PGSC0003DMG400010902	25.8427	40.3509
Os09g0408550	PGSC0003DMG402005714	49.4382	29.5302
Os09g0408600	PGSC0003DMG400012966	60.0798	65.4348
Os09g0408900	PGSC0003DMG400029520	35.2174	40.7035
Os09g0409950	PGSC0003DMG400005622	4.63918	1.5625
Os09g0410125	PGSC0003DMG400005622	6.8323	3.81944
Os09g0410300	PGSC0003DMG400005622	30.3571	11.8056
Os09g0410400	PGSC0003DMG400000808	38.4	10.4575
Os09g0410700	PGSC0003DMG400000824	37.4656	43.5897
Os09g0410700	PGSC0003DMG400007457	34.1598	47.5096
Os09g0411500	PGSC0003DMG401005954	30.3571	13.6546
Os09g0411600	PGSC0003DMG400019520	29.927	36.7713
Os09g0411650	PGSC0003DMG400028348	56.5657	57.377
Os09g0411650	PGSC0003DMG400028394	51.1111	53.1513
Os09g0411700	PGSC0003DMG400021937	82.4324	84.1379
Os09g0412050	PGSC0003DMG400007422	37.5	35
Os09g0412050	PGSC0003DMG400007436	35.7143	31.746
Os09g0412050	PGSC0003DMG400034788	31.5476	40.7692
Os09g0412050	PGSC0003DMG400034988	28.5714	38.0952
Os09g0412050	PGSC0003DMG400035800	32.1429	35.7616
Os09g0412050	PGSC0003DMG400036341	28.5714	38.0952
Os09g0412050	PGSC0003DMG400037265	39.881	44.6667
Os09g0412050	PGSC0003DMG400037650	26.1905	38.2609
Os09g0412050	PGSC0003DMG400037791	41.0714	45.6954
Os09g0412050	PGSC0003DMG400038192	37.5	53.8462
Os09g0412050	PGSC0003DMG400038391	44.6429	49.6689
Os09g0412050	PGSC0003DMG400039032	28.5714	37.7953
Os09g0412050	PGSC0003DMG400039054	36.9048	41.0596
Os09g0412050	PGSC0003DMG400039364	19.0476	30.4762
Os09g0412050	PGSC0003DMG400039643	23.8095	39.2157
Os09g0412050	PGSC0003DMG400040180	44.0476	49.0066
Os09g0412050	PGSC0003DMG400040284	34.5238	38.9262
Os09g0412050	PGSC0003DMG400041228	34.5238	36.7089
Os09g0412050	PGSC0003DMG400041870	35.119	39.0728
Os09g0412050	PGSC0003DMG400042103	35.7143	39.7351
