Gene stable ID	Manihot esculenta gene stable ID	%id. target Manihot esculenta gene identical to query gene	%id. query gene identical to target Manihot esculenta gene
Os08g0559200	MANES_11G085400	89.8148	89.8148
Os08g0559200	MANES_11G162400	88.8889	88.8889
Os08g0559300	MANES_08G028400	74.4337	74.7562
Os08g0559300	MANES_09G052300	76.1597	76.2419
Os08g0559400	MANES_09G052200	85.9756	85.9756
Os08g0559600	MANES_03G150100	32.1549	78.6008
Os08g0559600	MANES_15G050800	80.303	77.6873
Os08g0559700	MANES_07G019100	28.8235	34.507
Os08g0559700	MANES_10G122200	30.5882	37.1429
Os08g0559800	MANES_06G149700	37.8049	28.2332
Os08g0560000	MANES_08G016200	46.5517	48.2143
Os08g0560000	MANES_10G053100	43.1034	46.4191
Os08g0560300	MANES_08G016000	53	53.2663
Os08g0560300	MANES_11G153600	55.5	52.3585
Os08g0560300	MANES_S075400	51.5	47.6852
Os08g0560600	MANES_08G015800	60.1852	59.0909
Os08g0560700	MANES_01G116500	60.9756	59.5238
Os08g0560700	MANES_13G093900	57.3171	55.9524
Os08g0560700	MANES_17G064700	60.9756	59.5238
Os08g0560900	MANES_02G143000	71.4286	70.0483
Os08g0560900	MANES_15G027800	69.9507	69.2683
Os08g0561250	MANES_12G085700	0.787402	0.591716
Os08g0561500	MANES_05G153500	72.093	72.4675
Os08g0561500	MANES_18G018800	72.3514	72.7273
Os08g0561600	MANES_04G013400	45.4073	49.7154
Os08g0561600	MANES_11G152200	44.1941	48.2955
Os08g0561900	MANES_08G013500	51.3011	49.6403
Os08g0561900	MANES_S069200	55.7621	53.7634
Os08g0561900	MANES_S069300	53.1599	52.963
Os08g0562100	MANES_07G133100	76.9053	76.2014
Os08g0562100	MANES_10G052600	77.1363	76.4302
Os08g0562200	MANES_10G052500	29.1159	33.8053
Os08g0562300	MANES_04G012700	41.8182	40.5542
Os08g0562300	MANES_11G152600	41.5584	41.9948
Os08g0562500	MANES_06G151000	50.7865	50.5593
Os08g0562600	MANES_14G023900	45.7045	48.8971
Os08g0562700	MANES_02G020900	2.15264	2.38612
Os08g0562700	MANES_02G021000	62.4266	64.1851
Os08g0562800	MANES_01G255000	55.4324	41.6667
Os08g0562800	MANES_06G151300	53.2151	49.0798
Os08g0562800	MANES_14G023600	55.6541	51.3292
Os08g0563300	MANES_01G199100	71.9008	71.3115
Os08g0563300	MANES_03G167200	58.6777	54.6154
Os08g0563300	MANES_05G087400	69.4215	68.8525
Os08g0563300	MANES_15G038000	57.0248	50.7353
Os08g0563400	MANES_12G030700	56.2791	53.304
Os08g0563400	MANES_13G031900	53.9535	50.4348
Os08g0563500	MANES_12G031500	30.7054	21.4493
Os08g0564000	MANES_03G164600	71.9101	74.7082
Os08g0564000	MANES_03G164700	72.2846	72.0149
Os08g0564000	MANES_12G031900	73.97	73.694
Os08g0564000	MANES_13G033400	74.1573	73.8806
Os08g0564000	MANES_13G033500	73.4082	74.3833
Os08g0564000	MANES_15G040200	72.4719	72.2015
Os08g0564000	MANES_15G040300	70.5993	73.2039
Os08g0564000	MANES_15G056000	72.8464	72.8464
Os08g0564300	MANES_08G011100	72.8423	71.6167
Os08g0564300	MANES_09G065700	73.1399	72.6534
Os08g0564500	MANES_08G011000	38.7097	53.9326
Os08g0564500	MANES_09G065800	74.1936	77.3109
Os08g0564700	MANES_12G042800	36.7069	48.6974
Os08g0564700	MANES_13G043700	52.719	51.3991
Os08g0564800	MANES_04G107400	51.9697	50.928
Os08g0564800	MANES_11G061900	52.3485	51.3755
Os08g0564800	MANES_11G062000	5.75758	26.2069
Os08g0564900	MANES_02G079400	34	5.71429
Os08g0565200	MANES_05G153700	29.5652	29.1845
Os08g0565200	MANES_09G146100	27.8261	32
Os08g0565200	MANES_18G019100	29.1304	29.0043
Os08g0565800	MANES_13G042100	36	36.6279
Os08g0565900	MANES_08G142400	63.5659	66.4865
Os08g0565900	MANES_08G142500	58.6563	61.8529
Os08g0565900	MANES_08G142600	62.2739	65.847
Os08g0565900	MANES_09G145700	62.5323	66.6667
Os08g0565900	MANES_09G145800	59.6899	63.4615
Os08g0565900	MANES_09G145900	60.7235	64.0327
Os08g0565900	MANES_09G146000	63.0491	68.3473
Os08g0565900	MANES_12G040600	58.9147	62.9834
Os08g0566000	MANES_08G140900	57.3071	56.2903
Os08g0566000	MANES_08G141500	47.7833	62.3126
Os08g0566000	MANES_09G146900	53.5304	55.8219
Os08g0566000	MANES_13G039600	48.7685	53.3214
Os08g0566100	MANES_08G142300	57.7367	56.5611
Os08g0566100	MANES_09G146300	56.1201	55.9908
Os08g0566600	MANES_03G160100	62.4	63.9344
Os08g0566600	MANES_15G044800	61.6	63.6364
Os08g0566700	MANES_12G035300	20.5924	16.7623
Os08g0566900	MANES_15G043600	72.7273	73.5135
Os08g0567000	MANES_03G149000	40	39.6783
Os08g0567000	MANES_15G052100	40.8108	39.9471
Os08g0567100	MANES_15G042100	33.0435	34.2342
Os09g0101100	MANES_18G143900	24.0363	13.9657
Os09g0101800	MANES_01G026200	27.8435	26.8657
Os09g0103100	MANES_07G070900	56.8293	58.5427
Os09g0103200	MANES_04G048400	23.8011	19.5335
Os09g0103500	MANES_07G069900	38.1696	35.4772
Os09g0103600	MANES_S013500	69.3878	71.9577
Os09g0103700	MANES_01G173800	39.7878	34.8837
Os09g0103700	MANES_02G133000	38.7268	44.2424
Os09g0104200	MANES_11G135500	46.6431	42.0382
Os09g0104300	MANES_10G076500	60	59.6591
Os09g0104700	MANES_14G172500	26.7974	26.9147
Os09g0106700	MANES_05G177900	49.5298	54.6713
Os09g0106700	MANES_12G108500	52.9781	49.2711
Os09g0106700	MANES_13G118400	52.9781	48.7032
Os09g0106700	MANES_18G042000	53.605	54.2857
Os09g0108400	MANES_02G065100	51.8841	51.8841
Os09g0109500	MANES_S027300	74.8988	73.4127
Os09g0109800	MANES_06G039300	10.1243	82.6087
Os09g0109800	MANES_07G069700	72.2913	70.0516
Os09g0110100	MANES_07G071900	33.2494	40.9302
Os09g0110100	MANES_07G072100	41.4358	43.75
Os09g0110100	MANES_10G073600	45.34	46.5718
Os09g0110100	MANES_12G108300	45.5919	47.3822
Os09g0110100	MANES_13G118500	44.9622	46.9737
Os09g0110200	MANES_09G020600	42.1914	42.5667
Os09g0110300	MANES_S011700	61.7978	60.219
Os09g0110300	MANES_S044600	58.427	58.209
Os09g0110400	MANES_07G076600	57.2727	71.5909
Os09g0110400	MANES_07G076700	19.3939	68.0851
Os09g0110400	MANES_S011800	75.4545	78.3019
Os09g0110750	MANES_17G021700	40.9091	13.3333
Os09g0111100	MANES_05G177400	29.1209	29.1209
Os09g0111100	MANES_07G076800	30.2198	29.4118
Os09g0111100	MANES_12G108100	30.4945	30.2452
Os09g0111100	MANES_13G119100	30.2198	27.9188
Os09g0111100	MANES_18G041600	28.2967	27.6139
Os09g0111100	MANES_S050700	30.4945	29.6791
Os09g0111800	MANES_03G131800	39.7196	42.5
Os09g0111800	MANES_15G070000	37.3832	40.201
Os09g0112400	MANES_05G177300	44.6541	36.2245
Os09g0112400	MANES_18G041500	42.7673	34.8718
Os09g0114500	MANES_05G176400	73.2367	72.8846
Os09g0114500	MANES_12G107000	68.6957	68.8953
Os09g0114500	MANES_18G040600	73.6232	72.7099
Os09g0115400	MANES_07G073000	70.5438	72.5155
Os09g0115400	MANES_10G078200	59.6677	73.97
Os09g0115400	MANES_12G106500	69.4864	71.5397
Os09g0115400	MANES_13G120600	68.429	70.2326
Os09g0115500	MANES_12G106600	54.185	50.8264
Os09g0115500	MANES_13G120500	56.3877	54.2373
Os09g0115600	MANES_12G104600	63.1068	61.4657
Os09g0116050	MANES_01G121200	11.8577	18.75
Os09g0116400	MANES_09G018800	52.2908	49.6219
Os09g0119600	MANES_07G123400	32.5397	34.3815
Os09g0119600	MANES_10G020400	36.7063	37.5254
Os09g0120800	MANES_13G143600	49.1667	5.33454
Os09g0121000	MANES_06G133600	72.2689	8.12854
Os09g0121050	MANES_06G133600	40.6137	21.2665
Os09g0121900	MANES_16G036100	43.4783	24.7934
Os09g0122300	MANES_09G027500	26	10.6849
Os09g0122300	MANES_14G169000	1.33333	2.29885
Os09g0123100	MANES_06G047000	49.0931	45.7723
Os09g0123100	MANES_14G116100	49.5768	47.4537
Os09g0123200	MANES_03G206500	43.2249	39.5291
Os09g0123200	MANES_15G001500	40.9214	38.4224
Os09g0123300	MANES_14G117100	54.3726	55
Os09g0125900	MANES_12G131400	50.0952	36.1264
Os09g0127700	MANES_03G008400	42.1488	51
Os09g0127700	MANES_16G130000	34.7107	27.451
Os09g0127800	MANES_04G085400	79.7209	79.7864
Os09g0127800	MANES_11G087700	79.5566	79.4914
Os09g0127800	MANES_18G018100	77.7504	77.8143
Os09g0128600	MANES_18G108800	43.7956	41.958
Os09g0130800	MANES_08G158300	61.5698	61.5698
Os09g0131200	MANES_12G117900	59.2199	61.6236
Os09g0131200	MANES_13G108600	59.5745	62.6866
Os09g0132200	MANES_03G136900	49.5727	50
Os09g0132600	MANES_03G102700	52.7638	47.5113
Os09g0132600	MANES_15G092300	50.2513	50.8906
Os09g0132900	MANES_03G136900	49.1477	49.7126
Os09g0133000	MANES_03G137000	59.8039	61
Os09g0133200	MANES_09G026500	69.9605	69.4118
Os09g0133200	MANES_16G001800	71.1462	70.3125
Os09g0133600	MANES_16G002400	60.5016	58.8415
Os09g0133700	MANES_01G131900	51.585	66.2963
Os09g0133700	MANES_02G090600	70.8934	69.6884
Os09g0133700	MANES_14G123700	64.8415	61.1413
Os09g0133800	MANES_06G068100	29.652	22.3489
Os09g0133800	MANES_14G123600	28.4418	21.8097
Os09g0134400	MANES_03G106500	37.3077	41.2766
Os09g0134500	MANES_04G059300	56.1644	51.8519
Os09g0135100	MANES_15G151800	42.5743	4.70975
Os09g0135100	MANES_17G111200	40.5941	4.50549
Os09g0135400	MANES_S086400	51.3995	52.129
Os09g0135800	MANES_12G069600	45.6261	45.8621
Os09g0240200	MANES_01G024100	27.4627	24.9322
Os09g0240200	MANES_01G106200	40.8955	35.6771
Os09g0240200	MANES_02G062700	40.2985	35.4331
Os09g0240500	MANES_07G110200	70.9724	68.8732
Os09g0240500	MANES_10G037500	67.4891	68.6854
Os09g0241100	MANES_06G080000	53.1891	47.9466
Os09g0242300	MANES_09G041500	53.7657	57.2383
Os09g0244900	MANES_08G125300	69.1429	69.9422
Os09g0244900	MANES_09G160500	74.8571	74.8571
Os09g0245500	MANES_13G119900	58.1579	67.1733
Os09g0246200	MANES_02G061300	64.6688	59.7087
Os09g0246200	MANES_05G183700	5.25762	21.0084
Os09g0246200	MANES_07G050500	5.15247	22.2727
Os09g0246200	MANES_14G017000	5.57308	24.537
Os09g0246200	MANES_14G091700	64.0379	61.3293
Os09g0246200	MANES_S021100	5.88854	23.1405
Os09g0246250	MANES_02G209600	42.029	17.2619
Os09g0247600	MANES_03G136900	43.2584	44.2529
Os09g0247700	MANES_02G059900	56.25	0.704639
Os09g0248000	MANES_05G115200	64.9306	59.1772
Os09g0248000	MANES_06G081100	61.8056	55.9748
Os09g0248100	MANES_03G141200	43.3915	42.963
Os09g0248100	MANES_13G061700	36.1596	44.8916
Os09g0248100	MANES_15G059800	43.1421	42.716
Os09g0248200	MANES_12G055300	54.6789	54.479
Os09g0248300	MANES_12G055300	56.2731	55.7587
Os09g0249000	MANES_13G061500	63.253	64.2202
Os09g0249400	MANES_07G120400	62.3377	62.3377
Os09g0249400	MANES_08G079700	63.6364	63.6364
Os09g0249600	MANES_07G106800	73.9583	39.5323
Os09g0249600	MANES_10G038800	75	39.8671
Os09g0249700	MANES_01G012700	87.3935	87.3935
Os09g0249700	MANES_05G138400	89.0971	89.0971
Os09g0249900	MANES_15G180500	62.3288	61.0738
Os09g0249900	MANES_17G120300	47.2603	60
Os09g0250700	MANES_12G063300	72.2067	72.5105
Os09g0250800	MANES_12G131400	52.8378	53.7088
Os09g0251100	MANES_15G059400	41.6546	43.4191
Os09g0251500	MANES_16G030800	57.5827	58.8578
Os09g0251800	MANES_09G083600	53.8012	55.0898
Os09g0251800	MANES_13G088800	46.1988	57.2464
Os09g0252000	MANES_01G249700	80.5785	80.9129
Os09g0252100	MANES_08G068600	27.9302	74.6667
Os09g0252700	MANES_15G059000	59.2623	19.8191
Os09g0252800	MANES_15G059000	57.5451	21.8476
Os09g0254600	MANES_06G103600	29.0698	31.5126
Os09g0254600	MANES_15G183200	34.1085	35.9184
Os09g0255400	MANES_12G063800	14.8052	58.1633
Os09g0255400	MANES_12G063900	26.7532	44.5887
Os09g0256100	MANES_05G113100	43.3099	35.8601
Os09g0256100	MANES_06G074900	40.8451	29.5918
Os09g0256100	MANES_06G075100	41.5493	30.102
Os09g0256100	MANES_06G081400	36.9718	30.4348
Os09g0256100	MANES_07G053400	38.7324	34.5912
Os09g0256100	MANES_07G053600	40.1408	34.5455
Os09g0256100	MANES_10G085100	36.2676	30.8383
Os09g0256100	MANES_10G085300	29.5775	31.6981
Os09g0256100	MANES_10G085400	35.9155	30.5389
Os09g0256100	MANES_10G085500	38.0282	31.9527
Os09g0256100	MANES_10G085700	38.3803	32.2485
Os09g0256100	MANES_11G008000	41.1972	33.815
Os09g0256600	MANES_06G103600	45.045	21.0084
Os09g0256600	MANES_15G183200	54.0541	24.4898
Os09g0258000	MANES_03G142700	68.6567	68.2493
Os09g0258000	MANES_15G069700	60.2985	63.522
Os09g0258500	MANES_03G142800	68.9594	64.7351
Os09g0258500	MANES_09G084000	72.4868	67.1569
Os09g0258500	MANES_15G058400	69.8413	65.5629
Os09g0258500	MANES_15G069600	70.0176	65.7285
Os09g0258600	MANES_12G012700	86.5497	83.6158
Os09g0258600	MANES_13G012800	85.9649	83.0508
Os09g0258600	MANES_14G052000	83.6257	87.1951
Os09g0258700	MANES_06G103600	46.3964	43.2773
Os09g0258700	MANES_15G183200	50.4505	45.7143
Os09g0259701	MANES_06G036400	22.4599	9.41704
Os09g0261300	MANES_08G076300	68.9769	68.75
Os09g0261400	MANES_12G064000	45	5.66929
Os09g0261400	MANES_12G064100	3.75	1.77515
Os09g0261400	MANES_13G060300	48.75	4.38695
Os09g0261400	MANES_15G057800	38.75	3.90921
Os09g0264051	MANES_01G142400	41.3043	7.21063
Os09g0264051	MANES_02G100800	43.4783	7.7821
Os09g0264051	MANES_04G084200	41.3043	7.37864
Os09g0264051	MANES_04G084300	44.5652	7.97665
Os09g0264400	MANES_04G145700	62.6204	63.9764
Os09g0264400	MANES_11G019200	61.8497	63.3136
Os09g0266000	MANES_18G119000	23.565	40.8377
Os09g0266400	MANES_15G092600	58.7215	57.7718
Os09g0266600	MANES_08G074200	43.0288	30.1855
Os09g0266600	MANES_09G084900	41.3462	31.9703
Os09g0267400	MANES_12G084700	39.0476	36.7713
Os09g0267400	MANES_13G148700	40.9524	36.4407
Os09g0267500	MANES_07G121400	55.814	54.5455
Os09g0267500	MANES_10G022400	58.3979	56.7839
Os09g0267600	MANES_03G029800	36.7893	83.3333
Os09g0267600	MANES_16G105800	60.2007	82.5688
Os09g0268000	MANES_08G058800	44.9102	44.6429
Os09g0268000	MANES_09G006300	44.7605	44.5604
Os09g0268000	MANES_09G094700	53.7425	53.7425
Os09g0268100	MANES_04G009600	11.157	40.6015
Os09g0268300	MANES_06G132600	61.2524	61.7357
Os09g0268300	MANES_06G132700	63.0137	63.3858
Os09g0270700	MANES_13G061300	35.4545	25.4348
Os09g0270700	MANES_18G116600	34.5455	24.385
Os09g0270700	MANES_18G116800	33.4848	27.9393
Os09g0270700	MANES_18G117100	25	24.7748
Os09g0270700	MANES_18G117600	35.4545	25.3521
Os09g0270700	MANES_18G117800	33.0303	24.1418
Os09g0270700	MANES_18G140100	30.4545	25.3468
Os09g0270900	MANES_05G202200	42.3497	41.3333
Os09g0272000	MANES_12G067600	26.0116	34.8837
Os09g0272000	MANES_13G059500	25.4335	36.3636
Os09g0272300	MANES_08G073400	66.3934	67.5
Os09g0272300	MANES_09G077900	67.418	68.6848
Os09g0272300	MANES_09G085100	67.2131	68.476
Os09g0272500	MANES_03G101800	41.7722	48.2927
Os09g0272500	MANES_15G093800	21.519	64.557
Os09g0272500	MANES_16G049600	56.962	56.4854
Os09g0273800	MANES_14G009400	40.1198	37.0166
Os09g0274800	MANES_14G009400	40.1163	38.1215
Os09g0275200	MANES_14G009400	31.25	27.6243
Os09g0277800	MANES_08G046300	71.6981	68.0307
Os09g0277800	MANES_15G102700	74.6631	70.3046
Os09g0278300	MANES_02G188400	26.378	20.4393
Os09g0278300	MANES_18G097800	25.6693	22.3441
Os09g0278700	MANES_04G138500	33.5766	25.3444
Os09g0278700	MANES_11G028000	29.927	25.4658
Os09g0279000	MANES_06G169500	44.3798	55.7178
Os09g0279000	MANES_08G045800	41.6667	54.7074
Os09g0279000	MANES_08G046100	9.49612	37.1212
Os09g0279000	MANES_09G034400	43.0233	56.9231
Os09g0279000	MANES_14G015400	45.9302	51.1879
Os09g0279000	MANES_16G063500	45.3488	50
Os09g0279100	MANES_07G001200	72.2581	33.4328
Os09g0279200	MANES_08G045500	39.3162	23.9583
Os09g0279200	MANES_09G033600	41.8803	25.2577
Os09g0279300	MANES_08G045000	41.8919	38.9937
Os09g0279300	MANES_09G032100	43.2432	40.2516
Os09g0279400	MANES_08G046500	61.5063	62.5532
Os09g0279500	MANES_10G148200	55.102	52.5292
Os09g0279600	MANES_14G014500	74.4253	76.8546
Os09g0280300	MANES_14G014400	63.5098	63.3333
Os09g0280600	MANES_03G029700	77.7778	71.2389
Os09g0281300	MANES_06G068300	68.9474	68.9474
Os09g0281300	MANES_14G102700	67.3684	67.3684
Os09g0281600	MANES_07G003900	31.3725	14.3498
Os09g0281600	MANES_10G146300	31.8627	14.8064
Os09g0281700	MANES_10G146500	37.6543	34.4633
Os09g0281800	MANES_06G167900	44.0909	39.9177
Os09g0281900	MANES_09G152800	56.7241	54.0822
Os09g0283600	MANES_04G097500	30.2115	34.2466
Os09g0283600	MANES_04G097600	29.6073	33.91
Os09g0283600	MANES_04G097700	30.5136	34.7079
Os09g0283600	MANES_04G097800	29.9094	34.1379
Os09g0283600	MANES_11G071600	30.2115	34.6021
Os09g0284200	MANES_03G135800	92.5081	93.1148
Os09g0284400	MANES_03G136800	48.0132	46.4744
Os09g0284600	MANES_03G095300	63.1579	31.7881
Os09g0284600	MANES_15G112100	62.7193	31.4978
Os09g0286300	MANES_10G068200	28.6026	24.5318
Os09g0286400	MANES_10G068400	77.0093	77.7358
Os09g0287300	MANES_09G072800	55.9524	57.085
Os09g0287500	MANES_12G002200	48.4694	45.8937
Os09g0287500	MANES_13G001600	51.0204	51.5464
Os09g0290900	MANES_08G081100	15.3846	8.82353
Os09g0292900	MANES_13G027600	27.665	26.9136
Os09g0293500	MANES_01G007700	58.5667	58.0882
Os09g0293500	MANES_05G203800	58.7315	58.1566
Os09g0293900	MANES_02G213700	25.2358	17.0654
Os09g0293900	MANES_14G033300	36.7925	31.3253
Os09g0294000	MANES_12G153700	70.3825	70.1525
Os09g0294000	MANES_18G116300	30.0546	69.797
Os09g0294300	MANES_03G110600	44.5728	30.9295
Os09g0294300	MANES_S000800	43.649	37.8
Os09g0296400	MANES_13G040800	8.68794	34.0278
Os09g0296400	MANES_13G065900	46.0993	56.1555
Os09g0296700	MANES_07G085000	55.2361	54.2339
Os09g0296800	MANES_15G159000	69.7819	66.8657
Os09g0296900	MANES_03G156000	46.6834	48.7582
Os09g0296900	MANES_13G038200	41.6771	44.8787
Os09g0296900	MANES_15G047600	46.3079	47.9275
Os09g0297000	MANES_03G046800	63.039	63.1687
Os09g0297100	MANES_08G030800	87.1622	88.3562
Os09g0297100	MANES_09G049200	85.8108	84.106
Os09g0297300	MANES_01G067100	55.6405	56.0694
Os09g0297300	MANES_16G020100	60.4207	60.3053
Os09g0297300	MANES_17G033300	59.847	59.9617
Os09g0297800	MANES_01G006300	44.2529	45.8333
Os09g0297800	MANES_05G205000	39.6552	39.6552
Os09g0297800	MANES_12G092700	38.5057	40.8537
Os09g0298100	MANES_08G067100	3.87097	26.087
Os09g0298200	MANES_12G067900	82	78.3939
Os09g0298200	MANES_13G058900	80.4	76.4259
Os09g0298400	MANES_04G054100	69.8795	74.1214
Os09g0298500	MANES_08G015100	52.0677	50.0904
Os09g0298700	MANES_12G068200	33.8308	36.4807
Os09g0299000	MANES_09G033400	32.1101	11.2903
Os09g0299200	MANES_06G035600	63.5417	54.4643
Os09g0299200	MANES_08G014900	63.5417	54.4643
Os09g0299300	MANES_06G146000	45.283	19.2
Os09g0299300	MANES_09G002400	37.7358	14.9254
Os09g0299400	MANES_01G234200	44.2982	52.4675
Os09g0299400	MANES_05G009500	44.0789	52.2078
Os09g0299400	MANES_15G118200	53.9474	57.8824
Os09g0299400	MANES_17G066100	52.8509	56.5728
Os09g0299500	MANES_15G115200	67.5	27.2727
Os09g0306400	MANES_02G097900	36.6013	36.3636
Os09g0306400	MANES_04G074300	40.5229	40.2597
Os09g0306400	MANES_11G085000	43.1373	42.8571
Os09g0306400	MANES_S074600	39.2157	38.4615
Os09g0306400	MANES_S095900	41.8301	41.2903
Os09g0306500	MANES_01G107900	67.5676	60.9756
Os09g0306500	MANES_02G066500	64.8649	18.75
Os09g0306500	MANES_05G139100	56.7568	46.6667
Os09g0306500	MANES_06G072200	59.4595	44
Os09g0306500	MANES_14G097600	64.8649	52.1739
Os09g0306566	MANES_01G107900	48.7179	46.3415
Os09g0306566	MANES_02G066500	51.2821	15.625
Os09g0306566	MANES_05G139100	51.2821	44.4444
Os09g0306566	MANES_06G072200	61.5385	48
Os09g0306566	MANES_14G097600	61.5385	52.1739
Os09g0306650	MANES_15G131200	22.043	23.6994
Os09g0306700	MANES_14G098600	51.4252	51.7943
Os09g0306800	MANES_01G086000	36.3036	50.5747
Os09g0306800	MANES_06G130800	51.9802	49.142
Os09g0306800	MANES_14G039200	51.3201	48.068
Os09g0307300	MANES_01G121900	30.4878	29.7619
Os09g0307300	MANES_02G079900	29.2683	36.3636
Os09g0307400	MANES_06G071600	38.3249	52.4306
Os09g0307400	MANES_14G098300	40.1015	54.1096
Os09g0307800	MANES_01G008900	52.0588	47.2
Os09g0309100	MANES_05G206200	66.5295	67.7374
Os09g0309200	MANES_01G014500	32.3395	32.4138
Os09g0309200	MANES_S034100	33.7156	34.8341
Os09g0309700	MANES_01G012200	20.4403	21.1039
Os09g0309700	MANES_06G068900	22.956	20.8571
Os09g0309700	MANES_14G101900	21.6981	19.2737
Os09g0309700	MANES_S034200	22.6415	22.5705
Os09g0314300	MANES_06G008500	45.2632	45.9893
Os09g0314333	MANES_06G059900	71.4286	72.2714
Os09g0314333	MANES_14G127900	70.8455	71.4706
Os09g0314500	MANES_15G102100	39.0935	44.2308
Os09g0314900	MANES_01G107800	53.9007	53.9007
Os09g0314900	MANES_02G066100	52.4823	52.4823
Os09g0315000	MANES_03G114500	47.2669	39.3048
Os09g0315000	MANES_12G086600	30.2251	41.2281
Os09g0315000	MANES_12G087000	26.6881	46.3687
Os09g0315000	MANES_15G084600	47.91	40.4891
Os09g0315050	MANES_12G002800	41.958	4.44115
Os09g0315050	MANES_12G003000	41.958	4.34468
Os09g0315700	MANES_03G101900	85.1282	86.0104
Os09g0315700	MANES_15G093700	86.359	87.2539
Os09g0315800	MANES_03G101200	55.6503	57.489
Os09g0319800	MANES_01G207300	44.0789	18.5596
Os09g0319800	MANES_05G077200	46.3816	17.3432
Os09g0320400	MANES_16G041400	67.0103	12.4046
Os09g0320400	MANES_17G057600	63.9175	11.8321
Os09g0321900	MANES_12G098200	68.8525	68.8525
Os09g0321900	MANES_13G136300	69.9454	69.9454
Os09g0322000	MANES_03G025000	66.0377	68.7623
Os09g0322000	MANES_15G030700	68.1132	70.0971
Os09g0322000	MANES_16G111500	51.8868	62.2172
Os09g0322200	MANES_16G071100	37.4384	20.2128
Os09g0322900	MANES_04G087000	0.8	0.892857
Os09g0323000	MANES_01G047800	72.0867	76.6571
Os09g0323000	MANES_02G009300	71.0027	75.2874
Os09g0323100	MANES_04G121100	46.6184	45.6265
Os09g0323100	MANES_16G068000	51.6908	50.7109
Os09g0323500	MANES_17G116200	56.391	56.391
Os09g0323500	MANES_18G004000	59.3985	58.9552
Os09g0323700	MANES_06G129000	48.4756	48.9231
Os09g0323700	MANES_11G163100	45.7317	44.5104
Os09g0324000	MANES_06G131000	36.076	42.2222
Os09g0324000	MANES_14G039100	36.076	41.3043
Os09g0325700	MANES_01G168600	51.3966	42.4942
Os09g0325700	MANES_02G128000	52.2346	42.8899
Os09g0325700	MANES_07G119400	52.2346	43.3875
Os09g0325700	MANES_10G026400	53.352	44.6262
Os09g0326100	MANES_12G090400	47.2596	46.3489
Os09g0326100	MANES_16G032400	49.4312	48.137
Os09g0326100	MANES_17G049700	48.8108	47.5327
Os09g0326800	MANES_12G089500	68.7991	73.5012
Os09g0326800	MANES_13G142400	69.0236	68.869
Os09g0326850	MANES_07G124300	68.9655	77.9221
Os09g0326850	MANES_08G084000	60.9195	68.8312
Os09g0326850	MANES_10G019000	71.2644	80.5195
Os09g0326900	MANES_02G158200	67.7778	68.6937
Os09g0326900	MANES_18G072500	69.1111	69.5749
Os09g0327000	MANES_16G032900	41.0448	47.2103
Os09g0327000	MANES_16G033000	33.209	38.6957
Os09g0327000	MANES_17G050400	42.9104	46.748
Os09g0327100	MANES_12G092100	88.8889	88.8889
Os09g0327100	MANES_16G033900	93.0556	92.6267
Os09g0327100	MANES_17G051200	93.9815	93.5484
Os09g0327200	MANES_12G140300	58.543	56.5217
Os09g0327300	MANES_09G119500	55.1899	60.7242
Os09g0327400	MANES_02G095500	68.3386	70.3226
Os09g0327550	MANES_12G027600	51.8293	51.0511
Os09g0328900	MANES_11G014200	39.5522	19.2727
Os09g0329000	MANES_12G028700	39.7101	43.4921
Os09g0329000	MANES_12G028800	42.1739	45.9716
Os09g0329000	MANES_13G030300	7.97101	56.701
Os09g0329000	MANES_13G030400	40.8696	43.5858
Os09g0329000	MANES_13G030600	42.1739	45.8268
Os09g0329000	MANES_14G066900	43.1884	47.0032
Os09g0329200	MANES_17G122700	35.3293	37.9828
Os09g0329200	MANES_17G122800	37.525	40.5172
Os09g0330000	MANES_17G122700	37.9518	40.5579
Os09g0330000	MANES_17G122800	40.1606	43.1034
Os09g0332300	MANES_03G018600	58.7167	33.5176
Os09g0332300	MANES_04G106000	58.8378	33.7969
Os09g0332300	MANES_11G063300	58.3535	33.7063
Os09g0332300	MANES_11G063500	57.6271	33.1015
Os09g0333000	MANES_03G018600	61.5764	34.5542
Os09g0333000	MANES_04G106000	61.5764	34.7705
Os09g0333000	MANES_11G063300	61.8227	35.1049
Os09g0333000	MANES_11G063500	61.4532	34.701
Os09g0333500	MANES_03G018600	70.0297	16.3096
Os09g0333500	MANES_04G106000	72.1068	16.8985
Os09g0333500	MANES_11G063300	72.1068	16.993
Os09g0333500	MANES_11G063500	71.8101	16.8289
Os09g0334500	MANES_01G047200	30.7479	32.3615
Os09g0334500	MANES_01G253400	28.8089	30.3207
Os09g0334500	MANES_02G011500	30.4709	33.033
Os09g0334500	MANES_05G030900	32.687	33.5227
Os09g0334500	MANES_06G157300	33.241	33.241
Os09g0334500	MANES_14G018600	31.5789	33.5294
Os09g0334600	MANES_16G108500	60.2273	44.9153
Os09g0334800	MANES_07G043600	33.61	37.5
Os09g0334800	MANES_07G045600	38.4509	40
Os09g0334800	MANES_07G045700	39.2808	40.4558
Os09g0334800	MANES_07G045800	36.5145	39.2273
Os09g0334800	MANES_07G045900	32.0885	37.3591
Os09g0334800	MANES_07G047900	37.2061	39.7341
Os09g0334800	MANES_09G046300	29.8755	34.3402
Os09g0334800	MANES_09G046400	29.184	33.2283
