Gene stable ID	Brassica oleracea gene stable ID	%id. target Brassica oleracea gene identical to query gene	%id. query gene identical to target Brassica oleracea gene
Os10g0116900	Bo8g066210	31.7647	35.4597
Os10g0116900	Bo8g106610	27.7311	33.6049
Os10g0117000	Bo2g134710	5.97015	5.92593
Os10g0117000	Bo7g079960	46.2687	18.6186
Os10g0117000	Bo8g106600	46.2687	18.9024
Os10g0118900	Bo7g114210	57.9487	8.7529
Os10g0119300	Bo2g008560	18.705	8.63787
Os10g0119300	Bo5g068180	71.7026	28.3681
Os10g0119300	Bo8g031990	73.3813	51.2563
Os10g0122000	Bo01127s010	31.3008	33.9956
Os10g0122000	Bo8g029010	16.8699	29.9639
Os10g0122000	Bo9g018780	37.1951	40.0438
Os10g0122000	Bo9g090770	32.9268	34.6895
Os10g0122600	Bo1g005650	45.1505	50.3731
Os10g0122600	Bo1g007150	50.8361	54.9729
Os10g0122600	Bo3g090220	45.1505	51.6252
Os10g0122600	Bo3g150110	32.7759	71.5328
Os10g0122600	Bo3g168770	51.0033	55.4545
Os10g0122600	Bo4g146000	52.1739	56.8306
Os10g0123900	Bo01127s020	29.0909	24.7678
Os10g0123900	Bo5g048320	24.7273	8.08561
Os10g0123900	Bo8g114580	28	20.9809
Os10g0124000	Bo1g027260	84.9206	83.5938
Os10g0124000	Bo2g104860	85.7143	84.375
Os10g0124000	Bo3g014040	72.2222	70.5426
Os10g0124000	Bo3g048760	85.7143	84.375
Os10g0124000	Bo9g078510	85.7143	84.375
Os10g0124000	Bo9g152130	81.746	80.4688
Os10g0124200	Bo01127s020	23.3898	21.3622
Os10g0124200	Bo5g048320	19.661	6.89655
Os10g0124200	Bo8g114580	27.1186	21.7984
Os10g0126100	Bo4g143750	25.7085	34.0483
Os10g0127700	Bo1g117660	57.9627	57.9627
Os10g0127700	Bo5g072900	58.5366	58.7896
Os10g0128300	Bo01127s020	22.6804	20.4334
Os10g0128300	Bo5g048320	21.6495	7.49108
Os10g0128300	Bo8g114580	25.7732	20.436
Os10g0129200	Bo4g057400	20.7006	28.5088
Os10g0129200	Bo7g044990	22.293	14.2566
Os10g0130000	Bo1g047790	18.9081	35.589
Os10g0130000	Bo2g041270	18.1092	33.9152
Os10g0130000	Bo3g021720	18.1092	30.1552
Os10g0130000	Bo4g046030	18.2423	37.5342
Os10g0130000	Bo4g178090	18.775	39.7183
Os10g0130000	Bo5g005220	19.3076	43.0267
Os10g0130000	Bo8g051490	18.1092	33.7469
Os10g0130000	Bo9g119130	18.5087	30.4825
Os10g0132400	Bo4g017270	16.3823	11.9403
Os10g0132400	Bo4g192790	14.6758	13.522
Os10g0135200	Bo3g100850	66.7638	67.1554
Os10g0135200	Bo9g018450	54.8105	69.1176
Os10g0135600	Bo2g012940	63.1436	38.5762
Os10g0135600	Bo9g163460	60.1626	64.9123
Os10g0136100	Bo1g147600	29.8813	29.8813
Os10g0136400	Bo05556s010	6.82853	39.4737
Os10g0136500	Bo05556s010	7.78626	44.7368
Os10g0139700	Bo1g101970	43.9623	46.6934
Os10g0139700	Bo2g097520	45.0943	47.4206
Os10g0139700	Bo3g057070	10.7547	54.2857
Os10g0139700	Bo3g057080	27.1698	36.3636
Os10g0140200	Bo9g022110	59.8606	58.463
Os10g0140300	Bo01443s010	37.2493	31.3253
Os10g0140300	Bo1g129960	34.6705	38.9068
Os10g0140300	Bo2g116840	36.3897	32.4808
Os10g0140300	Bo2g134550	37.8223	37.8223
Os10g0140300	Bo3g138800	39.255	18.0263
Os10g0140300	Bo5g029180	33.5244	21.2341
Os10g0140300	Bo6g085080	36.9627	22.913
Os10g0140300	Bo6g119950	35.8166	34.4353
Os10g0140300	Bo6g119970	32.3782	35.873
Os10g0140300	Bo7g061770	32.6648	13.6855
Os10g0140300	Bo7g061790	37.2493	30.8789
Os10g0140300	Bo8g070010	33.8109	28.2297
Os10g0140300	Bo9g048770	36.6762	38.209
Os10g0140300	Bo9g055790	34.384	38.5852
Os10g0140300	Bo9g055800	37.8223	37.8223
Os10g0141400	Bo1g043110	17.5926	31.8436
Os10g0141400	Bo2g127630	12.037	21.7877
Os10g0141400	Bo3g149460	47.8395	40.47
Os10g0141400	Bo7g119660	46.9136	39.5833
Os10g0142100	Bo1g034560	32.0513	29.2398
Os10g0142100	Bo4g142030	44.8718	32.5581
Os10g0142100	Bo6g065080	41.6667	32.9949
Os10g0142100	Bo7g108770	32.0513	31.6456
Os10g0142100	Bo9g002240	40.3846	24.1379
Os10g0142900	Bo1g017690	39.2857	4.29208
Os10g0144700	Bo4g024790	32.1627	34.0509
Os10g0144700	Bo4g102560	30.8688	31.8095
Os10g0144700	Bo4g195610	25.6932	37.5676
Os10g0144700	Bo4g195630	32.1627	39.2777
Os10g0144700	Bo4g195640	29.2052	37.9808
Os10g0144700	Bo4g195650	34.1959	36.2035
Os10g0144700	Bo4g195660	32.7172	34.8425
Os10g0144700	Bo4g195670	34.7505	36.6472
Os10g0144700	Bo4g195680	24.9538	36.193
Os10g0144700	Bo7g040380	30.6839	35.546
Os10g0144700	Bo7g040400	33.6414	36.1111
Os10g0144700	Bo8g095620	31.9778	34.739
Os10g0146200	Bo1g037670	38.6486	55.8594
Os10g0146200	Bo3g149490	44.8649	47.9769
Os10g0146200	Bo7g109370	40.2703	48.0645
Os10g0147300	Bo4g039380	16.5138	2.12014
Os10g0147300	Bo4g182800	17.4312	2.25386
Os10g0147300	Bo5g063050	12.844	1.52672
Os10g0147400	Bo3g042430	69.8355	79.089
Os10g0147400	Bo8g102050	70.2011	79.3388
Os10g0147900	Bo1g006860	50.9091	50.8321
Os10g0147900	Bo3g167350	51.0606	51.2938
Os10g0148100	Bo1g002170	23.9852	19.6375
Os10g0148100	Bo3g149550	27.3063	16.5548
Os10g0148100	Bo4g145740	26.9373	20.9169
Os10g0148100	Bo7g119630	16.6052	16.791
Os10g0148400	Bo2g075320	35.8047	37.931
Os10g0148400	Bo2g075380	20.9765	42.4908
Os10g0148400	Bo2g075390	36.7089	38.1579
Os10g0148400	Bo2g075400	36.8897	36.8231
Os10g0148400	Bo3g138520	37.613	38.3057
Os10g0148400	Bo3g138530	21.519	44.2379
Os10g0148400	Bo5g038650	41.5913	40.9982
Os10g0148400	Bo5g038660	37.9747	37.234
Os10g0148400	Bo6g092680	31.6456	42.5791
Os10g0148400	Bo6g092690	37.4322	37.5
Os10g0148400	Bo6g092700	36.528	38.6973
Os10g0148400	Bo6g092720	23.8698	29.4643
Os10g0148400	Bo6g092780	36.8897	36.2989
Os10g0148400	Bo6g114670	38.3363	40
Os10g0148400	Bo7g057870	28.3906	31.8458
Os10g0148400	Bo8g071540	38.5172	37.6991
Os10g0148700	Bo1g002170	19.9336	18.1269
Os10g0148700	Bo3g149550	27.5748	18.5682
Os10g0148700	Bo4g145740	22.9236	19.7708
Os10g0148700	Bo7g119630	17.2757	19.403
Os10g0148800	Bo7g103770	32.3293	26.094
Os10g0149000	Bo1g002170	25.1142	16.6163
Os10g0149000	Bo3g149550	27.3973	13.4228
Os10g0149000	Bo4g145740	26.484	16.6189
Os10g0149000	Bo7g119630	21.0046	17.1642
Os10g0149100	Bo1g002170	23.8411	10.8761
Os10g0149100	Bo3g149550	27.1523	9.17226
Os10g0149100	Bo4g145740	27.1523	11.7479
Os10g0149100	Bo7g119630	25.1656	14.1791
Os10g0149200	Bo1g002170	24.5536	16.6163
Os10g0149200	Bo3g149550	26.7857	13.4228
Os10g0149200	Bo4g145740	25.8929	16.6189
Os10g0149200	Bo7g119630	20.5357	17.1642
Os10g0149400	Bo1g002170	24.878	15.4079
Os10g0149400	Bo3g149550	27.3171	12.528
Os10g0149400	Bo4g145740	26.3415	15.4728
Os10g0149400	Bo7g119630	21.9512	16.791
Os10g0149800	Bo1g002170	25.2427	15.71
Os10g0149800	Bo3g149550	26.699	12.3043
Os10g0149800	Bo4g145740	24.2718	14.3266
Os10g0149800	Bo7g119630	18.932	14.5522
Os10g0150000	Bo1g002170	25.641	9.06344
Os10g0150000	Bo3g149550	26.4957	6.93512
Os10g0150000	Bo4g145740	27.3504	9.16905
Os10g0150000	Bo7g119630	23.9316	10.4478
Os10g0150200	Bo2g155740	27.8846	56.8627
Os10g0150200	Bo7g094990	50.9615	48.1818
Os10g0150200	Bo9g010780	50.9615	47.7477
Os10g0150300	Bo1g002170	27.0408	16.0121
Os10g0150300	Bo3g149550	29.5918	12.9754
Os10g0150300	Bo4g145740	27.551	15.4728
Os10g0150300	Bo7g119630	20.9184	15.2985
Os10g0150400	Bo1g002170	26.3393	17.8248
Os10g0150400	Bo3g149550	32.1429	16.1074
Os10g0150400	Bo4g145740	28.5714	18.3381
Os10g0150400	Bo7g119630	21.4286	17.9104
Os10g0150600	Bo1g002170	26.2009	18.1269
Os10g0150600	Bo3g149550	32.3144	16.5548
Os10g0150600	Bo4g145740	28.821	18.9112
Os10g0150600	Bo7g119630	21.3974	18.2836
Os10g0150700	Bo1g002170	26.2009	18.1269
Os10g0150700	Bo3g149550	32.3144	16.5548
Os10g0150700	Bo4g145740	30.131	19.7708
Os10g0150700	Bo7g119630	21.3974	18.2836
Os10g0150800	Bo1g002170	25.7642	17.8248
Os10g0150800	Bo3g149550	31.8777	16.3311
Os10g0150800	Bo4g145740	28.821	18.9112
Os10g0150800	Bo7g119630	20.9607	17.9104
Os10g0151100	Bo2g112880	28.6533	29.4551
Os10g0151500	Bo2g112880	28.0423	31.2224
Os10g0151800	Bo3g053320	45.8904	41.5289
Os10g0151800	Bo9g003950	48.8584	41.9608
Os10g0152000	Bo2g112880	29.9281	30.6333
Os10g0154000	Bo2g023860	81.4159	83.2579
Os10g0154000	Bo3g016860	78.7611	80.543
Os10g0154566	Bo8g110960	0	0
Os10g0155500	Bo1g119060	59.116	69.2557
Os10g0155500	Bo5g121400	65.1934	73.065
Os10g0159800	Bo5g049370	64.5161	65.1629
Os10g0159800	Bo5g086890	53.1017	46.6231
Os10g0159800	Bo8g101600	63.0273	66.8421
Os10g0160000	Bo3g044810	50.6982	52.0971
Os10g0160000	Bo4g184690	25.4565	47.7823
Os10g0160000	Bo4g184700	26.4232	47.9532
Os10g0160000	Bo5g049420	47.0462	49.2688
Os10g0160000	Bo5g086830	46.5091	51.4252
Os10g0160100	Bo5g049430	42.619	42.823
Os10g0160100	Bo6g066730	43.5714	42.8571
Os10g0162400	Bo1g005920	28.3186	31.6049
Os10g0162400	Bo5g027800	38.1637	36.3158
Os10g0162400	Bo6g010690	14.2699	26.4344
Os10g0162400	Bo8g016630	34.8451	31.6583
Os10g0162400	Bo8g069760	37.1681	36.8018
Os10g0162600	Bo2g097560	44.2379	53.125
Os10g0162600	Bo4g024610	32.342	46.2766
Os10g0162600	Bo4g024620	50.5576	54.1833
Os10g0162600	Bo4g195510	27.5093	63.2479
Os10g0162600	Bo4g195520	52.0446	54.2636
Os10g0162600	Bo9g002150	40.1487	48.2143
Os10g0162600	Bo9g002160	43.8662	52.6786
Os10g0162832	Bo1g147600	28.2799	10.4639
Os10g0162834	Bo9g131970	68.0982	69.375
Os10g0162836	Bo2g112880	31.0924	5.44919
Os10g0162854	Bo1g147600	33.4877	23.4088
Os10g0163040	Bo1g147600	30.7692	30.6365
Os10g0163100	Bo4g052510	15.6419	48.3333
Os10g0163100	Bo4g176130	46.0626	44.1116
Os10g0163340	Bo4g122950	81.8436	81.8436
Os10g0163340	Bo6g067020	81.5642	81.5642
Os10g0163340	Bo8g082370	81.2849	81.2849
Os10g0163340	Bo9g181810	79.8883	79.6657
Os10g0163370	Bo7g049780	38.4259	37.5566
Os10g0164500	Bo4g024790	42.2091	41.8787
Os10g0164500	Bo4g102560	38.6588	37.3333
Os10g0164500	Bo4g195610	32.3471	44.3243
Os10g0164500	Bo4g195630	39.2505	44.921
Os10g0164500	Bo4g195640	35.3057	43.0288
Os10g0164500	Bo4g195650	44.1815	43.8356
Os10g0164500	Bo4g195660	42.0118	41.9291
Os10g0164500	Bo4g195670	42.0118	41.5205
Os10g0164500	Bo4g195680	31.1637	42.3592
Os10g0164500	Bo7g040380	38.6588	41.97
Os10g0164500	Bo7g040400	42.4063	42.6587
Os10g0164500	Bo8g095620	41.4201	42.1687
Os10g0165300	Bo4g024790	42.7146	41.8787
Os10g0165300	Bo4g102560	40.1198	38.2857
Os10g0165300	Bo4g195610	31.7365	42.973
Os10g0165300	Bo4g195630	40.1198	45.3725
Os10g0165300	Bo4g195640	35.7285	43.0288
Os10g0165300	Bo4g195650	43.3134	42.4658
Os10g0165300	Bo4g195660	42.515	41.9291
Os10g0165300	Bo4g195670	42.3154	41.3255
Os10g0165300	Bo4g195680	30.1397	40.4826
Os10g0165300	Bo7g040380	38.7226	41.5418
Os10g0165300	Bo7g040400	42.7146	42.4603
Os10g0165300	Bo8g095620	40.7186	40.9639
Os10g0166600	Bo4g024790	43.3198	41.8787
Os10g0166600	Bo4g102560	41.7004	39.2381
Os10g0166600	Bo4g195610	33.6032	44.8649
Os10g0166600	Bo4g195630	42.1053	46.9526
Os10g0166600	Bo4g195640	39.2713	46.6346
Os10g0166600	Bo4g195650	48.1781	46.5753
Os10g0166600	Bo4g195660	46.1538	44.8819
Os10g0166600	Bo4g195670	46.1538	44.4444
Os10g0166600	Bo4g195680	31.7814	42.0912
Os10g0166600	Bo7g040380	40.8907	43.2548
Os10g0166600	Bo7g040400	44.5344	43.6508
Os10g0166600	Bo8g095620	43.1174	42.7711
Os10g0167200	Bo4g102570	18.4818	42.1053
Os10g0167200	Bo4g122910	20.132	35.0575
Os10g0167200	Bo4g195620	16.8317	38.0597
Os10g0167200	Bo4g195690	16.5016	38.1679
Os10g0167200	Bo5g019450	22.4422	35.2332
Os10g0167250	Bo5g019430	56.2189	57.0707
Os10g0167600	Bo00758s060	61.0672	62.5506
Os10g0169800	Bo3g045620	61.4987	61.0256
Os10g0169900	Bo3g034200	49.5	49.5
Os10g0169900	Bo4g026670	48.5	49.4898
Os10g0169900	Bo4g071890	46.1667	48.4266
Os10g0169900	Bo4g165080	45.8333	46.9283
Os10g0169900	Bo4g188020	49.6667	50.6803
Os10g0170000	Bo2g164050	48.8889	47.4138
Os10g0170000	Bo3g107760	51.1111	49.569
Os10g0170300	Bo9g161450	48.8445	49.9463
Os10g0171300	Bo4g122920	0.396825	0.3003
Os10g0171500	Bo4g122920	16.3842	17.4174
Os10g0172600	Bo3g088410	42.4242	6.04752
Os10g0172600	Bo7g022850	42.4242	8.38323
Os10g0172600	Bo9g022630	45.4545	7.5
Os10g0173800	Bo8g068620	38.6861	31.3609
Os10g0174548	Bo2g112880	24.7742	28.2769
Os10g0174800	Bo2g112880	23	6.77467
Os10g0175800	Bo3g035260	33.0645	23.4286
Os10g0175800	Bo4g012830	18.5484	19.4915
Os10g0177200	Bo7g119600	51.8135	53.1915
Os10g0177400	Bo2g085300	22.7011	48.4663
Os10g0177400	Bo4g078430	36.4943	43.6426
Os10g0177400	Bo5g029080	34.7701	38.9068
Os10g0177400	Bo6g119800	28.4483	52.9412
Os10g0177400	Bo8g069890	35.3448	39.6774
Os10g0178000	Bo4g195400	30.4688	16.1826
Os10g0178000	Bo7g075990	34.375	39.6396
Os10g0178000	Bo7g076010	28.125	33.0275
Os10g0178000	Bo7g077010	35.1562	40.5405
Os10g0178000	Bo7g077020	35.1562	40.5405
Os10g0178000	Bo9g066800	34.375	33.8462
Os10g0178200	Bo3g061300	58.2915	60.1036
Os10g0178200	Bo5g141460	56.7839	63.8418
Os10g0178500	Bo1g007610	32.3864	34.5455
Os10g0178500	Bo1g007620	32.0076	34.9896
Os10g0178500	Bo1g007630	32.197	35.343
Os10g0178500	Bo3g088690	33.1439	36.157
Os10g0178500	Bo3g169050	32.3864	34.898
Os10g0178500	Bo3g169080	33.7121	36.853
Os10g0178500	Bo3g169090	34.0909	37.2671
Os10g0178500	Bo7g021600	33.3333	36.3636
Os10g0178500	Bo8g070890	32.3864	35.1852
Os10g0180000	Bo3g109280	72.1823	72.3558
Os10g0180000	Bo3g141550	72.9017	73.7864
Os10g0180000	Bo7g049800	73.3813	74.2718
Os10g0180800	Bo1g011590	13.998	27.2549
Os10g0180800	Bo1g011610	15.8107	27.7876
Os10g0180800	Bo1g011630	25.0755	29.4675
Os10g0180800	Bo1g011640	25.4783	32.2293
Os10g0180800	Bo2g095480	25.4783	33.2895
Os10g0180800	Bo2g095500	16.717	28.5223
Os10g0180800	Bo3g134650	19.0332	30.0477
Os10g0180800	Bo5g021560	17.8248	30.5172
Os10g0180800	Bo5g021570	16.3142	46.4183
Os10g0180800	Bo5g027450	12.0846	13.59
Os10g0180800	Bo6g080830	25.0755	31.3602
Os10g0180800	Bo6g080850	24.9748	32.0828
Os10g0180800	Bo6g124050	12.5881	26.4831
Os10g0180800	Bo6g124060	25.2769	32.2208
Os10g0180800	Bo7g114950	24.7734	32.7128
Os10g0180800	Bo8g004310	26.3847	35.2625
Os10g0180800	Bo8g066660	24.4713	33.7969
Os10g0180800	Bo8g068520	21.5509	34.9673
Os10g0180800	Bo8g068540	12.0846	43.3213
Os10g0180800	Bo8g102740	16.1128	41.1311
Os10g0180800	Bo8g105580	22.6586	32.5615
Os10g0180800	Bo8g105630	15.71	29.1045
Os10g0180800	Bo8g105640	16.0121	27.6522
Os10g0180800	Bo8g105650	16.0121	29.1209
Os10g0181200	Bo1g006910	45.6989	37.412
Os10g0181700	Bo1g005720	51.8883	23.2353
Os10g0181700	Bo7g117870	13.6289	47.4286
Os10g0182000	Bo12792s010	4.4044	61.1111
Os10g0182000	Bo14166s010	7.70771	91.6667
Os10g0182300	Bo9g003970	49.3507	2.0074
Os10g0183000	Bo4g034740	9.73154	21.75
Os10g0183900	Bo3g039680	59.3407	67.9245
Os10g0183900	Bo4g004530	64.011	67.341
Os10g0184300	Bo1g002340	80.9524	9.68109
Os10g0184300	Bo2g024320	0	0
Os10g0184300	Bo2g047350	0	0
Os10g0184300	Bo3g149800	80.9524	10.3659
Os10g0184300	Bo3g183940	6.66667	3.8674
Os10g0184300	Bo4g039980	33.3333	12.4555
Os10g0184300	Bo4g145930	78.0952	9.98782
Os10g0184300	Bo9g022120	0	0
Os10g0184300	Bo9g028680	43.8095	32.6241
Os10g0185400	Bo2g068490	25.1101	28.2178
Os10g0185400	Bo2g134450	25.5507	28.0193
Os10g0185400	Bo5g020280	24.2291	30.2198
Os10g0185400	Bo5g039330	27.3128	26.4957
Os10g0185400	Bo6g094600	24.2291	26.1905
Os10g0185400	Bo7g056250	26.4317	26.7857
Os10g0185400	Bo7g078590	21.5859	23.1132
Os10g0185400	Bo8g063720	27.7533	31.3433
Os10g0185400	Bo9g070270	25.5507	28.4314
Os10g0186200	Bo2g068490	21.3992	25.7426
Os10g0186200	Bo2g134450	18.5185	21.7391
Os10g0186200	Bo5g020280	17.284	23.0769
Os10g0186200	Bo5g039330	21.8107	22.6496
Os10g0186200	Bo6g094600	18.5185	21.4286
Os10g0186200	Bo7g056250	20.1646	21.875
Os10g0186200	Bo7g078590	14.8148	16.9811
Os10g0186200	Bo8g063720	20.5761	24.8756
Os10g0186200	Bo9g070270	20.1646	24.0196
Os10g0187500	Bo00946s050	42.7586	20.4283
Os10g0187500	Bo4g195700	50.3448	22.2222
Os10g0187500	Bo7g110260	40	19.1104
Os10g0188100	Bo04846s010	12.6654	59.8214
Os10g0188100	Bo05984s010	10.9641	51.3274
Os10g0188100	Bo3g048740	54.4423	39.2371
Os10g0188100	Bo9g078460	55.1985	50.519
Os10g0188300	Bo4g195710	63.9785	31.1518
Os10g0188400	Bo00946s030	59.0361	20.082
Os10g0188400	Bo9g103640	28.9157	13.8728
Os10g0188900	Bo7g091480	42.2078	26.5849
Os10g0189100	Bo9g103620	77.6683	69.9704
Os10g0189600	Bo1g005640	38.3817	65.371
Os10g0189600	Bo7g117970	65.3527	65.625
Os10g0190000	Bo3g153870	78.8043	78.3784
Os10g0190000	Bo7g118170	77.7174	76.8817
Os10g0190000	Bo9g025830	78.2609	66.055
Os10g0190100	Bo01065s020	32.7869	36.6972
Os10g0190100	Bo1g043090	31.694	35.2584
Os10g0190100	Bo1g057320	32.5137	35.5224
Os10g0190100	Bo1g144550	32.7869	37.9747
Os10g0190100	Bo1g144570	33.0601	36.2275
Os10g0190100	Bo2g007480	32.2404	32.0652
Os10g0190100	Bo2g080910	30.6011	33.2344
Os10g0190100	Bo2g137130	34.4262	37.7246
Os10g0190100	Bo3g003670	33.3333	35.7771
Os10g0190100	Bo3g003680	33.0601	37.3457
Os10g0190100	Bo3g003700	32.2404	36.1963
Os10g0190100	Bo3g004160	31.1475	31.7549
Os10g0190100	Bo3g143100	31.694	35.6923
Os10g0190100	Bo4g094360	32.5137	36.7284
Os10g0190100	Bo4g094420	31.9672	35.5623
Os10g0190100	Bo4g120620	30.8743	27.8325
Os10g0190100	Bo5g025610	32.2404	35.0148
Os10g0190100	Bo6g067810	31.9672	37.3802
Os10g0190100	Bo6g091430	24.8634	28.5266
Os10g0190100	Bo6g097270	34.4262	36.8421
Os10g0190100	Bo6g108470	33.3333	37.0821
Os10g0190100	Bo6g118360	31.1475	33.1395
Os10g0190100	Bo6g118370	30.8743	32.8488
Os10g0190100	Bo6g118380	30.6011	33.1361
Os10g0190100	Bo7g110800	31.9672	35.5623
Os10g0190100	Bo8g065610	33.0601	37.2308
Os10g0190100	Bo8g065620	30.3279	37.5
Os10g0190100	Bo9g028880	23.7705	28.8079
Os10g0190100	Bo9g029480	23.7705	31.9853
Os10g0190100	Bo9g037030	32.5137	36.5031
Os10g0190100	Bo9g043480	31.694	32.7684
Os10g0190100	Bo9g043490	30.8743	30.4582
Os10g0190100	Bo9g050970	31.694	33.9181
Os10g0190100	Bo9g051000	29.5082	24.2697
Os10g0190100	Bo9g056000	32.5137	35.5224
Os10g0190100	Bo9g056020	25.6831	31.7568
Os10g0190100	Bo9g175060	31.694	31.5217
Os10g0190800	Bo6g022270	55.3922	55.2117
Os10g0191300	Bo15368s010	21.0227	40.2174
Os10g0191300	Bo1g007890	40.9091	41.8605
Os10g0191300	Bo1g007900	43.1818	43.6782
Os10g0191300	Bo3g073410	47.1591	49.4048
Os10g0191300	Bo3g088350	42.0455	46.25
Os10g0191300	Bo3g088360	51.1364	55.5556
Os10g0191300	Bo3g170530	43.1818	47.205
Os10g0191300	Bo6g020880	44.3182	48.1481
Os10g0191300	Bo6g020900	29.5455	40.3101
Os10g0191300	Bo7g116320	44.8864	48.7654
Os10g0191300	Bo7g116330	43.1818	47.5
Os10g0191300	Bo7g116340	45.4545	50
Os10g0191300	Bo7g116350	37.5	34.375
Os10g0191300	Bo8g016210	46.0227	50.3106
Os10g0194200	Bo6g116100	70.0565	68.6981
Os10g0194300	Bo01122s010	9.74478	14.0468
Os10g0194300	Bo09116s010	4.06032	17.4129
Os10g0194300	Bo2g150120	4.87239	15.6134
Os10g0194300	Bo3g181470	14.0371	17.6901
Os10g0194300	Bo4g026930	4.06032	16.8269
Os10g0194300	Bo4g038510	15.3132	17.5066
Os10g0194300	Bo5g048620	16.2413	16.6074
Os10g0194300	Bo6g022530	15.1972	18.6876
Os10g0194300	Bo6g023660	7.19258	10.7826
Os10g0194300	Bo6g026060	13.6891	9.89933
Os10g0194300	Bo6g026070	11.2529	24.8082
Os10g0194300	Bo6g026090	16.0093	14.3154
Os10g0195000	Bo6g010430	45.4741	43.595
Os10g0196100	Bo3g035250	66.6667	31.4961
Os10g0196100	Bo4g012820	63.3333	29.9803
Os10g0196100	Bo4g190570	65.4167	30.9055
Os10g0196100	Bo6g086930	45	21.6867
Os10g0198600	Bo6g031700	36.1702	38.0597
Os10g0198600	Bo6g050630	36.3475	38.3178
Os10g0200000	Bo7g052780	2.72021	14.7887
Os10g0200000	Bo7g052790	2.72021	16.8
Os10g0200700	Bo5g002980	37.3418	37.8205
Os10g0200800	Bo5g021510	30.5732	20.6009
Os10g0200800	Bo8g066640	31.8471	21.645
Os10g0202200	Bo1g053720	11.9048	2.85171
Os10g0203000	Bo1g046440	7.21868	20.1183
Os10g0204100	Bo1g144280	49.6471	57.4932
Os10g0204100	Bo2g003920	34.1176	55.1331
Os10g0204100	Bo5g138090	53.8824	59.0206
Os10g0204100	Bo6g067320	38.5882	56.9444
Os10g0204100	Bo9g183120	34.5882	49.4949
Os10g0205200	Bo5g052120	30.8108	48.3051
Os10g0205300	Bo01073s060	49.2878	45.0521
Os10g0205300	Bo7g049750	49.2878	44.9351
Os10g0205700	Bo2g012770	32.971	26.7647
Os10g0205700	Bo9g163800	34.7826	26.4463
Os10g0206500	Bo1g052890	26.0638	31.2102
Os10g0206500	Bo4g025540	28.7234	31.7647
Os10g0206500	Bo4g188810	28.7234	32.5301
Os10g0206500	Bo7g077770	28.1915	32.1212
Os10g0206500	Bo7g105020	25	31.7568
Os10g0206500	Bo9g069680	29.7872	31.4607
Os10g0206800	Bo3g179700	60.3352	62.3077
Os10g0206800	Bo5g082600	59.5903	61.8955
Os10g0207500	Bo1g039490	33.7278	24.1525
Os10g0207500	Bo5g087020	32.5444	31.25
Os10g0207500	Bo8g028780	17.1598	31.1828
Os10g0208500	Bo4g097070	37.6344	19.685
Os10g0208600	Bo1g052890	34.0102	42.6752
Os10g0208600	Bo4g025540	30.9645	35.8824
Os10g0208600	Bo4g188810	30.4569	36.1446
Os10g0208600	Bo7g077770	32.9949	39.3939
Os10g0208600	Bo7g105020	29.9492	39.8649
Os10g0208600	Bo9g069680	33.5025	37.0787
Os10g0209300	Bo1g024190	48.8372	5.66802
Os10g0210500	Bo02272s010	30.7692	51.1416
Os10g0210500	Bo5g034860	49.1758	44.5274
Os10g0210500	Bo6g003560	46.7033	44.5026
Os10g0210500	Bo7g059960	40.1099	44.2424
Os10g0210500	Bo8g021770	47.8022	46.1538
Os10g0210500	Bo9g081830	50.2747	47.6562
Os10g0210500	Bo9g081860	48.0769	46.9169
Os10g0213700	Bo5g008840	55.2147	56.962
Os10g0214400	Bo9g167810	37.5758	25.8333
Os10g0254720	Bo1g140970	32.636	31.9672
Os10g0315400	Bo2g095910	14.0351	31.0078
Os10g0315400	Bo2g102050	37.8947	22.9787
Os10g0315400	Bo3g052180	36.8421	19.8488
Os10g0315400	Bo5g003730	37.8947	9.9356
Os10g0316400	Bo2g008840	15.2217	16.4403
Os10g0316400	Bo2g092650	14.6261	16.4435
Os10g0316400	Bo4g181830	14.8246	15.9772
Os10g0316400	Bo9g008880	4.76506	28.8
Os10g0316400	Bo9g164000	11.1846	21.6389
Os10g0317900	Bo9g174880	37.5701	55.9889
Os10g0320100	Bo9g174880	41.8251	61.2813
Os10g0320400	Bo3g026900	73.4568	71.0448
Os10g0320400	Bo4g045340	75.9259	75.6923
Os10g0320400	Bo4g181610	75.3086	76.0125
Os10g0320400	Bo6g076440	15.7407	73.913
Os10g0321700	Bo2g055960	16.7192	43.4426
Os10g0321700	Bo2g075560	21.1356	46.2069
Os10g0321700	Bo2g081040	32.4921	42.7386
Os10g0321700	Bo6g118570	38.1703	44.3223
Os10g0321700	Bo9g014450	38.4858	41.2162
Os10g0323500	Bo3g137200	63.9216	53.0945
Os10g0323500	Bo5g042760	68.0392	68.3071
Os10g0323500	Bo7g054090	65.2941	63.1879
Os10g0323600	Bo1g016510	74.8092	74.8092
Os10g0323600	Bo3g019780	74.0458	73.4848
Os10g0323600	Bo4g092760	34.3511	38.7931
Os10g0323600	Bo6g066720	45.0382	17.1014
Os10g0323600	Bo7g005470	77.0992	77.0992
Os10g0323600	Bo8g102570	77.8626	77.8626
Os10g0323600	Bo9g027880	77.0992	77.0992
Os10g0323600	Bo9g126170	77.8626	65.8064
Os10g0323900	Bo1g016510	74.8092	74.8092
Os10g0323900	Bo3g019780	74.0458	73.4848
Os10g0323900	Bo4g092760	34.3511	38.7931
