Gene stable ID	Chlamydomonas reinhardtii gene stable ID	%id. target Chlamydomonas reinhardtii gene identical to query gene	%id. query gene identical to target Chlamydomonas reinhardtii gene
Os10g0396300	CHLREDRAFT_133976	64.3519	62.0536
Os10g0397200	CHLREDRAFT_144686	17.9211	22.3214
Os10g0397800	CHLREDRAFT_96857	33.3333	40.8922
Os10g0399100	CHLREDRAFT_24268	40.748	44.4206
Os10g0399200	CHLREDRAFT_24268	44.4915	45.0644
Os10g0399700	CHLREDRAFT_24268	43.2099	45.0644
Os10g0400100	CHLREDRAFT_97144	51.2397	38.9447
Os10g0400500	CHLREDRAFT_116869	45.4183	48.1013
Os10g0400800	CHLREDRAFT_137578	59.6349	58.9178
Os10g0401100	CHLREDRAFT_144926	5.09259	2.7027
Os10g0403700	CHLREDRAFT_153134	23.6842	20.2703
Os10g0405600	CHLREDRAFT_196430	46.374	47.4609
Os10g0405600	CHLREDRAFT_196624	44.2748	43.8563
Os10g0405600	CHLREDRAFT_20801	32.6336	17.0149
Os10g0406100	CHLREDRAFT_174103	58.3333	61.9792
Os10g0406300	CHLREDRAFT_205894	21.134	6.57051
Os10g0406400	CHLREDRAFT_167152	22.8571	12.4169
Os10g0406600	CHLREDRAFT_184200	40	35.6436
Os10g0406800	CHLREDRAFT_188430	28.6957	28.7791
Os10g0407200	CHLREDRAFT_195687	27.3632	23.6052
Os10g0408700	CHLREDRAFT_141397	7.69231	1.5444
Os10g0408700	CHLREDRAFT_143041	17.3077	4.4665
Os10g0408700	CHLREDRAFT_172865	15.3846	2.3988
Os10g0410600	CHLREDRAFT_399	53.1847	67.8862
Os10g0410600	CHLREDRAFT_807	53.1847	67.8862
Os10g0411700	CHLREDRAFT_144646	83.0986	90.7692
Os10g0411800	CHLREDRAFT_195601	61.7021	62.5899
Os10g0412100	CHLREDRAFT_155138	44.7934	47.2949
Os10g0414500	CHLREDRAFT_113610	28.9552	48.0198
Os10g0415300	CHLREDRAFT_191427	32.13	41.784
Os10g0415600	CHLREDRAFT_181909	0.606796	2.92398
Os10g0415800	CHLREDRAFT_181909	1.1658	5.26316
Os10g0415900	CHLREDRAFT_142398	40.9002	40.4255
Os10g0416200	CHLREDRAFT_138664	42.8298	39.646
Os10g0417600	CHLREDRAFT_196952	72.4868	71.3542
Os10g0418000	CHLREDRAFT_187884	75.5396	72.9167
Os10g0419100	CHLREDRAFT_120977	43.1487	42.6513
Os10g0419300	CHLREDRAFT_117914	19.5531	69.3069
Os10g0419400	CHLREDRAFT_137265	51.2563	49.7561
Os10g0419500	CHLREDRAFT_137265	48.913	43.9024
Os10g0422300	CHLREDRAFT_144891	6.45833	12.3506
Os10g0422500	CHLREDRAFT_195668	25.5932	22.0438
Os10g0430200	CHLREDRAFT_190503	52.459	44.3418
Os10g0430200	CHLREDRAFT_190510	51.3661	51.7906
Os10g0431000	CHLREDRAFT_205928	6.55391	6.23742
Os10g0432300	CHLREDRAFT_144556	65.9193	45.2308
Os10g0434900	CHLREDRAFT_134449	20.1493	5.80645
Os10g0436800	CHLREDRAFT_182581	46.8	58.209
Os10g0436800	CHLREDRAFT_182582	46.4	57.7114
Os10g0436800	CHLREDRAFT_187688	50	44.8029
Os10g0436800	CHLREDRAFT_8673	44.8	41.1765
Os10g0436900	CHLREDRAFT_205918	20.938	15.8831
Os10g0437400	CHLREDRAFT_146556	22.2698	10.5906
Os10g0437400	CHLREDRAFT_166940	23.7687	17.9321
Os10g0437600	CHLREDRAFT_109372	23.498	64
Os10g0437600	CHLREDRAFT_183277	42.4566	44.9788
Os10g0438000	CHLREDRAFT_143692	16.7785	21.097
Os10g0438100	CHLREDRAFT_128004	30.9091	43.3121
Os10g0440100	CHLREDRAFT_206363	35.2601	18.8854
Os10g0442100	CHLREDRAFT_196383	14.4737	18.9247
Os10g0442600	CHLREDRAFT_134171	78.4615	18.7271
Os10g0442800	CHLREDRAFT_158976	23.8612	35.7143
Os10g0442900	CHLREDRAFT_150875	8.24972	17.7458
Os10g0444600	CHLREDRAFT_133698	27.4869	18.75
Os10g0444600	CHLREDRAFT_135952	26.9634	18.5252
Os10g0444600	CHLREDRAFT_183357	26.7016	17.801
Os10g0444600	CHLREDRAFT_189331	27.2251	18.1818
Os10g0444700	CHLREDRAFT_133698	29.0203	28.0357
Os10g0444700	CHLREDRAFT_135952	28.281	27.518
Os10g0444700	CHLREDRAFT_183357	28.0961	26.5271
Os10g0444700	CHLREDRAFT_189331	28.4658	26.9231
Os10g0446800	CHLREDRAFT_205570	20.2797	8.3815
Os10g0447100	CHLREDRAFT_183594	72.9167	53.5714
Os10g0447600	CHLREDRAFT_146896	5.82428	48.3607
Os10g0452800	CHLREDRAFT_100228	49.6203	61.442
Os10g0456100	CHLREDRAFT_132065	25.6705	20.8723
Os10g0456600	CHLREDRAFT_195518	36.9369	35.8079
Os10g0456600	CHLREDRAFT_195872	41.4414	43.8095
Os10g0456600	CHLREDRAFT_24345	45.045	49.505
Os10g0456800	CHLREDRAFT_123572	48.8722	51.1811
Os10g0456900	CHLREDRAFT_142008	2.75735	1.60428
Os10g0456900	CHLREDRAFT_142023	2.75735	1.64114
Os10g0456950	CHLREDRAFT_142008	0	0
Os10g0456950	CHLREDRAFT_142023	0	0
Os10g0457000	CHLREDRAFT_196073	63.3803	56.8182
Os10g0457500	CHLREDRAFT_113676	38.5366	46.1988
Os10g0457500	CHLREDRAFT_179025	54.1463	57.2165
Os10g0457600	CHLREDRAFT_138637	60.3037	60.3037
Os10g0460900	CHLREDRAFT_184916	25.1968	37.2093
Os10g0461100	CHLREDRAFT_184916	13.2216	27.5194
Os10g0461400	CHLREDRAFT_183033	28.5714	13.7615
Os10g0462900	CHLREDRAFT_115081	62.0209	66.2942
Os10g0463100	CHLREDRAFT_153062	43.5583	33.438
Os10g0463800	CHLREDRAFT_145947	17.3077	37.9518
Os10g0464000	CHLREDRAFT_139332	51.7123	50
Os10g0464400	CHLREDRAFT_128353	41.5617	39.1924
Os10g0465800	CHLREDRAFT_24354	54.1176	28.2209
Os10g0465900	CHLREDRAFT_101965	33.5616	14.2029
Os10g0465950	CHLREDRAFT_116860	21.6216	36.3636
Os10g0466000	CHLREDRAFT_143212	7.0018	10.0515
Os10g0466000	CHLREDRAFT_193607	10.2334	8.01688
Os10g0466100	CHLREDRAFT_205597	20.5128	16.4948
Os10g0466200	CHLREDRAFT_184822	37.4194	37.9085
Os10g0466300	CHLREDRAFT_196941	46.1101	48.3101
Os10g0466700	CHLREDRAFT_159282	79.2857	79.2857
Os10g0467200	CHLREDRAFT_167259	27.1574	14.8199
Os10g0470900	CHLREDRAFT_181880	24.1379	31.4607
Os10g0471350	CHLREDRAFT_143942	4.70942	26.1111
Os10g0472400	CHLREDRAFT_163188	23.3677	40.7186
Os10g0472900	CHLREDRAFT_113103	24.7312	32.6705
Os10g0472900	CHLREDRAFT_145869	24.7312	19.7595
Os10g0472900	CHLREDRAFT_167816	20	29.1536
Os10g0472900	CHLREDRAFT_167834	24.5161	37.013
Os10g0473800	CHLREDRAFT_191043	28.0992	12.0782
Os10g0476000	CHLREDRAFT_98271	11.1498	48.4848
Os10g0476100	CHLREDRAFT_116419	51.5152	56.6667
Os10g0476300	CHLREDRAFT_101519	14.7368	71.4286
Os10g0476400	CHLREDRAFT_195566	46.2264	45.5814
Os10g0476600	CHLREDRAFT_112343	35.305	51.2064
Os10g0476700	CHLREDRAFT_149530	32.963	16.5121
Os10g0476900	CHLREDRAFT_114572	9.89505	22.9965
Os10g0476900	CHLREDRAFT_169792	14.5427	15.3968
Os10g0476900	CHLREDRAFT_58965	5.09745	21.25
Os10g0477000	CHLREDRAFT_175002	13.8079	26.1789
Os10g0477800	CHLREDRAFT_97444	6.86071	56.8966
Os10g0477900	CHLREDRAFT_107266	10.7692	29.1667
Os10g0477900	CHLREDRAFT_167932	19.6923	16.9312
Os10g0477900	CHLREDRAFT_179737	21.8462	17.75
Os10g0477900	CHLREDRAFT_181368	14.4615	15.5116
Os10g0477900	CHLREDRAFT_194674	18.1538	16.2534
Os10g0477900	CHLREDRAFT_206056	17.2308	17.5
Os10g0477900	CHLREDRAFT_206212	17.8462	15.7182
Os10g0478200	CHLREDRAFT_158129	62.0482	68.2119
Os10g0479500	CHLREDRAFT_116096	44.1176	47.619
Os10g0479600	CHLREDRAFT_184666	28.4483	34.375
Os10g0479800	CHLREDRAFT_195087	18.3333	5.04587
Os10g0483000	CHLREDRAFT_193614	62.8049	63.1902
Os10g0484700	CHLREDRAFT_136460	32.0388	32.4324
Os10g0485300	CHLREDRAFT_205932	16.3686	15.9732
Os10g0485600	CHLREDRAFT_173928	17.471	14.8417
Os10g0486000	CHLREDRAFT_139957	50	47.6596
Os10g0486600	CHLREDRAFT_59574	85.2113	85.2113
Os10g0486900	CHLREDRAFT_96841	36.4407	47.2527
Os10g0488100	CHLREDRAFT_105267	27.3333	33.3333
Os10g0488300	CHLREDRAFT_119584	33.6232	35.312
Os10g0488800	CHLREDRAFT_119317	38.6316	35.5276
Os10g0489200	CHLREDRAFT_133143	35.8696	36.5314
Os10g0491801	CHLREDRAFT_142065	42.1769	34.0659
Os10g0492000	CHLREDRAFT_206003	23.7774	20.0569
Os10g0492101	CHLREDRAFT_206003	0	0
Os10g0492300	CHLREDRAFT_206003	15.9251	9.67283
Os10g0492800	CHLREDRAFT_142107	22.7397	20.6468
Os10g0492900	CHLREDRAFT_116873	44.9827	39.6341
Os10g0493600	CHLREDRAFT_116873	37.8897	48.1707
Os10g0493900	CHLREDRAFT_114780	47.2393	25.6667
Os10g0494200	CHLREDRAFT_191987	54.8009	61.0966
Os10g0494300	CHLREDRAFT_142001	38.4509	42.7692
Os10g0494500	CHLREDRAFT_153452	17.8	20.7944
Os10g0494800	CHLREDRAFT_80954	23.2	25.4386
Os10g0495300	CHLREDRAFT_194623	27.9728	30.8365
Os10g0495500	CHLREDRAFT_174200	24.0423	17.8958
Os10g0495600	CHLREDRAFT_113199	20.9738	23.3333
Os10g0496900	CHLREDRAFT_136589	57.4627	58.1864
Os10g0497100	CHLREDRAFT_174358	23.494	39.5939
Os10g0497800	CHLREDRAFT_114525	31.1526	40.9836
Os10g0497800	CHLREDRAFT_138462	36.7601	34.4023
Os10g0497800	CHLREDRAFT_138508	39.2523	42.4242
Os10g0497800	CHLREDRAFT_190697	33.0218	38.8278
Os10g0497900	CHLREDRAFT_149752	30.9227	32.9787
Os10g0498600	CHLREDRAFT_129783	58.8785	26.6103
Os10g0498900	CHLREDRAFT_194209	35.8434	42.5
Os10g0499600	CHLREDRAFT_172656	55.0847	18.7861
Os10g0500700	CHLREDRAFT_195766	24.8472	52.1368
Os10g0501500	CHLREDRAFT_192544	23.2143	26
Os10g0502000	CHLREDRAFT_149642	34.7458	44.3243
Os10g0502000	CHLREDRAFT_193119	26.6949	25.6098
Os10g0502400	CHLREDRAFT_183460	50.4655	51.9157
Os10g0502500	CHLREDRAFT_101874	19.6226	51.4851
Os10g0502600	CHLREDRAFT_101874	21.1207	48.5149
Os10g0503500	CHLREDRAFT_196833	49.1936	48.0315
Os10g0503700	CHLREDRAFT_56005	61.0365	78.5185
Os10g0506200	CHLREDRAFT_117116	5.14776	62.7907
Os10g0506200	CHLREDRAFT_56638	29.4566	53.8328
Os10g0507500	CHLREDRAFT_188919	28	30.5677
Os10g0507600	CHLREDRAFT_183897	29.1667	27.2374
Os10g0507800	CHLREDRAFT_10705	23.7037	13.1282
Os10g0508400	CHLREDRAFT_191628	57.6923	58.7467
Os10g0509100	CHLREDRAFT_189570	26.5734	36.8932
Os10g0509200	CHLREDRAFT_190008	30.8772	31.2057
Os10g0510700	CHLREDRAFT_112697	20.274	32.8889
Os10g0510700	CHLREDRAFT_118038	18.2192	31.7422
Os10g0510700	CHLREDRAFT_131294	20.5479	26.9784
Os10g0510700	CHLREDRAFT_39553	20.274	28.4615
Os10g0512800	CHLREDRAFT_151003	16.8083	27.6827
Os10g0514600	CHLREDRAFT_107474	65.0647	68.3495
Os10g0516100	CHLREDRAFT_196067	50	51.5723
Os10g0516300	CHLREDRAFT_111715	42.3529	13.2597
Os10g0517400	CHLREDRAFT_151721	57.6	55.102
Os10g0518100	CHLREDRAFT_195588	15.6997	22.8856
Os10g0518200	CHLREDRAFT_131692	45.1923	33.813
Os10g0518300	CHLREDRAFT_148178	25.2119	22.5806
Os10g0518800	CHLREDRAFT_127689	15.3846	41.4545
Os10g0518800	CHLREDRAFT_188280	15.3846	19.965
Os10g0518900	CHLREDRAFT_102433	27.1318	55.8511
Os10g0519600	CHLREDRAFT_168698	48.2456	50.1139
Os10g0519600	CHLREDRAFT_82040	57.2368	59.3182
Os10g0520600	CHLREDRAFT_147602	28.1116	27.9318
Os10g0520700	CHLREDRAFT_173820	14.0476	35.119
Os10g0520950	CHLREDRAFT_150950	17.7632	2.64706
Os10g0521000	CHLREDRAFT_195672	38.3659	36.3636
Os10g0521100	CHLREDRAFT_183437	29.8013	14.4231
Os10g0521300	CHLREDRAFT_95928	12.5908	29.2135
Os10g0521600	CHLREDRAFT_95267	23.1405	36.8421
Os10g0521700	CHLREDRAFT_114692	55.4371	67.1835
Os10g0521900	CHLREDRAFT_149870	23.7952	21.123
Os10g0521900	CHLREDRAFT_206025	25.6024	14.5548
Os10g0522500	CHLREDRAFT_3151	31.25	17.7419
Os10g0522900	CHLREDRAFT_187819	40.5844	37.7644
Os10g0523100	CHLREDRAFT_187819	43.9873	41.994
Os10g0523700	CHLREDRAFT_196330	28.6765	28.3293
Os10g0524100	CHLREDRAFT_111593	24.7839	27.3885
Os10g0524500	CHLREDRAFT_140509	25.256	24.2226
Os10g0531700	CHLREDRAFT_110032	9.601	24.6795
Os10g0533100	CHLREDRAFT_169505	19.9095	29.932
Os10g0533500	CHLREDRAFT_164400	44.5205	43.771
Os10g0533600	CHLREDRAFT_193901	59.5745	57.5835
Os10g0533900	CHLREDRAFT_205909	36.9919	19.9125
Os10g0535600	CHLREDRAFT_146695	13.0233	4.21053
Os10g0535800	CHLREDRAFT_119734	42.5926	46.9388
Os10g0536000	CHLREDRAFT_57440	68.125	68.5535
Os10g0537500	CHLREDRAFT_188728	49.6599	48.0263
Os10g0539500	CHLREDRAFT_100020	97.0874	97.0874
Os10g0539500	CHLREDRAFT_100611	97.0874	97.0874
Os10g0539500	CHLREDRAFT_100662	97.0874	97.0874
Os10g0539500	CHLREDRAFT_110341	97.0874	97.0874
Os10g0539500	CHLREDRAFT_112470	97.0874	97.0874
Os10g0539500	CHLREDRAFT_112559	97.0874	97.0874
Os10g0539500	CHLREDRAFT_112822	97.0874	97.0874
Os10g0539500	CHLREDRAFT_115475	97.0874	97.0874
Os10g0539500	CHLREDRAFT_120734	89.3204	89.3204
Os10g0539500	CHLREDRAFT_121757	97.0874	97.0874
Os10g0539500	CHLREDRAFT_121805	97.0874	97.0874
Os10g0539500	CHLREDRAFT_121845	97.0874	97.0874
Os10g0539500	CHLREDRAFT_124193	88.3495	96.8085
Os10g0539500	CHLREDRAFT_124889	97.0874	97.0874
Os10g0539500	CHLREDRAFT_144564	97.0874	97.0874
Os10g0539500	CHLREDRAFT_160490	93.2039	96.9697
Os10g0539500	CHLREDRAFT_167163	97.0874	97.0874
Os10g0539500	CHLREDRAFT_167195	97.0874	97.0874
Os10g0539500	CHLREDRAFT_579	97.0874	97.0874
Os10g0539500	CHLREDRAFT_653	97.0874	97.0874
Os10g0539500	CHLREDRAFT_796	92.233	95.9596
Os10g0539500	CHLREDRAFT_97581	97.0874	97.0874
Os10g0539500	CHLREDRAFT_97613	97.0874	97.0874
Os10g0539500	CHLREDRAFT_97616	97.0874	97.0874
Os10g0539500	CHLREDRAFT_97647	97.0874	97.0874
Os10g0539500	CHLREDRAFT_97742	97.0874	97.0874
Os10g0539500	CHLREDRAFT_98022	97.0874	97.0874
Os10g0539500	CHLREDRAFT_98181	97.0874	97.0874
Os10g0539500	CHLREDRAFT_99976	97.0874	97.0874
Os10g0539600	CHLREDRAFT_127871	39.1386	43.1818
Os10g0539900	CHLREDRAFT_178913	25.6757	15.2733
Os10g0541600	CHLREDRAFT_119383	33.5312	26.4019
Os10g0542200	CHLREDRAFT_179183	24.1739	36.4829
Os10g0544500	CHLREDRAFT_10159	36.0721	20.1342
Os10g0545100	CHLREDRAFT_182630	25.7143	21.5139
Os10g0546300	CHLREDRAFT_188334	17.5978	20.7237
Os10g0546600	CHLREDRAFT_196742	42.6025	36.6564
Os10g0546600	CHLREDRAFT_196744	37.9679	32.5191
Os10g0548300	CHLREDRAFT_116959	23.4663	39.0306
Os10g0548700	CHLREDRAFT_116959	18.02	41.3265
Os10g0548850	CHLREDRAFT_206087	15.3086	9.6875
Os10g0548850	CHLREDRAFT_75224	6.17284	37.3134
Os10g0548850	CHLREDRAFT_95368	8.88889	22.0859
Os10g0548850	CHLREDRAFT_99810	6.41975	32.5
Os10g0548900	CHLREDRAFT_192674	20.8719	30.7992
Os10g0549100	CHLREDRAFT_183897	28.7554	26.07
Os10g0549500	CHLREDRAFT_187392	47.0803	34.4
Os10g0549500	CHLREDRAFT_206169	50	30.0439
Os10g0550900	CHLREDRAFT_146649	29.1837	25.4448
Os10g0550900	CHLREDRAFT_193221	27.551	25.6167
Os10g0552400	CHLREDRAFT_206087	17.4014	11.7188
Os10g0552400	CHLREDRAFT_75224	7.65661	49.2537
Os10g0552400	CHLREDRAFT_95368	9.28074	24.5399
Os10g0552400	CHLREDRAFT_99810	7.88863	42.5
Os10g0553300	CHLREDRAFT_60124	39.7906	39.1753
Os10g0553800	CHLREDRAFT_206139	41.7012	36.9485
Os10g0554300	CHLREDRAFT_206139	25	22.2426
Os10g0556700	CHLREDRAFT_60751	21.3633	35.6944
Os10g0559800	CHLREDRAFT_151335	13.3333	15.0613
Os10g0560400	CHLREDRAFT_149159	25.9259	7.86517
Os10g0560450	CHLREDRAFT_186904	32.5342	31.0458
Os10g0560900	CHLREDRAFT_117112	34	46.6463
Os10g0561500	CHLREDRAFT_116959	21.7391	43.3673
Os10g0563000	CHLREDRAFT_131913	29.2994	33.8235
Os10g0563300	CHLREDRAFT_99069	32.3404	34.3115
Os10g0563600	CHLREDRAFT_184206	40.6844	46.9298
Os10g0563700	CHLREDRAFT_58944	73.5099	74
Os10g0563900	CHLREDRAFT_108277	21.6981	41.4414
Os10g0564300	CHLREDRAFT_260	61.7647	62.2222
Os10g0564400	CHLREDRAFT_192517	51.9685	52.5896
Os10g0564900	CHLREDRAFT_116537	48.3871	66.1765
Os10g0565000	CHLREDRAFT_119920	12.6338	22.7799
Os10g0565100	CHLREDRAFT_205713	32.8228	37.037
Os10g0565300	CHLREDRAFT_104999	0	0
Os10g0565300	CHLREDRAFT_180327	19.4989	3.05983
Os10g0566050	CHLREDRAFT_180087	36.1702	3.5343
Os10g0567100	CHLREDRAFT_195951	40.4059	33.9535
Os10g0567400	CHLREDRAFT_195951	43.4381	36.4341
Os10g0567800	CHLREDRAFT_195431	46.7638	47.2995
Os10g0568900	CHLREDRAFT_115365	31.8182	21.3198
Os10g0569200	CHLREDRAFT_128636	47.2879	47.3538
Os10g0571100	CHLREDRAFT_108061	16.5289	15.2672
Os10g0572000	CHLREDRAFT_193900	17.8378	7.80142
Os10g0572300	CHLREDRAFT_100208	13.0755	26.7925
Os10g0572300	CHLREDRAFT_142042	16.0221	17.6471
Os10g0572300	CHLREDRAFT_145348	12.1547	8.68421
Os10g0572300	CHLREDRAFT_145575	12.7072	16.5468
Os10g0572300	CHLREDRAFT_152930	16.0221	22.8947
Os10g0572300	CHLREDRAFT_169946	16.0221	11.1825
Os10g0572300	CHLREDRAFT_172089	15.2855	13.0094
Os10g0572300	CHLREDRAFT_172216	15.4696	16.0612
Os10g0572300	CHLREDRAFT_177809	18.7845	8.85417
Os10g0573000	CHLREDRAFT_115623	26.4192	35.0725
Os10g0573100	CHLREDRAFT_119222	38.7097	42
Os10g0573300	CHLREDRAFT_177855	20.5263	5.77778
Os10g0573900	CHLREDRAFT_194349	23.327	36.2018
Os10g0574500	CHLREDRAFT_137896	17.1206	24.7191
Os10g0574700	CHLREDRAFT_106059	21.6535	39.2857
Os10g0574800	CHLREDRAFT_159651	22.3587	51.7045
Os10g0575200	CHLREDRAFT_169826	16.4303	18.7584
Os10g0575700	CHLREDRAFT_206187	20.8556	24.8408
Os10g0575700	CHLREDRAFT_206188	24.3316	21.7184
Os10g0575700	CHLREDRAFT_206189	21.3904	25
Os10g0576100	CHLREDRAFT_189763	31.8713	23.5421
Os10g0577900	CHLREDRAFT_205741	35.8314	37.5
Os10g0578000	CHLREDRAFT_174889	21.1618	19.9219
Os10g0578800	CHLREDRAFT_148310	30.786	30.989
Os10g0579300	CHLREDRAFT_193762	32.5	33.3333
Os10g0580200	CHLREDRAFT_78189	73.9583	76.3441
Os10g0580300	CHLREDRAFT_120881	38.5263	57.9114
Os10g0580400	CHLREDRAFT_154212	43.6893	43.6893
Os10g0580400	CHLREDRAFT_170417	40.638	51.3135
Os10g0580400	CHLREDRAFT_196479	44.2441	48.8515
Os10g0580700	CHLREDRAFT_105860	15.0943	13.8408
Os10g0580700	CHLREDRAFT_108115	4.5283	10.084
Os10g0580700	CHLREDRAFT_113356	20	13.5897
Os10g0580700	CHLREDRAFT_123395	19.6226	12.0092
Os10g0580700	CHLREDRAFT_137210	22.2642	16.573
Os10g0580700	CHLREDRAFT_140415	19.6226	22.4138
Os10g0580700	CHLREDRAFT_142629	15.0943	15.3846
Os10g0580700	CHLREDRAFT_154768	8.30189	12.0879
Os10g0580700	CHLREDRAFT_159348	21.5094	18.75
Os10g0580700	CHLREDRAFT_166290	21.5094	13.4118
Os10g0580700	CHLREDRAFT_17065	20.3774	5.12821
Os10g0580700	CHLREDRAFT_188148	18.8679	5.50055
Os10g0580700	CHLREDRAFT_19665	13.9623	8.04348
Os10g0580700	CHLREDRAFT_20444	13.2075	7.33753
Os10g0580700	CHLREDRAFT_8129	23.7736	2.97591
Os10g0580700	CHLREDRAFT_98419	18.1132	16.609
Os10g0580800	CHLREDRAFT_182996	40.6143	34.4928
Os11g0100200	CHLREDRAFT_168261	24.2009	38.6861
Os11g0100600	CHLREDRAFT_188602	30.4217	14.1854
Os11g0101200	CHLREDRAFT_166399	2.14669	7.40741
Os11g0102200	CHLREDRAFT_183965	37.1335	45.6
Os11g0102500	CHLREDRAFT_101411	3.33333	0.3125
Os11g0102700	CHLREDRAFT_194011	40	33.9223
Os11g0103400	CHLREDRAFT_119156	0	0
Os11g0103400	CHLREDRAFT_121942	2.00501	6.06061
Os11g0103400	CHLREDRAFT_176358	0.250627	0.952381
Os11g0103700	CHLREDRAFT_142644	12.6866	21.9072
Os11g0103700	CHLREDRAFT_145635	7.91045	19.3431
Os11g0103700	CHLREDRAFT_148338	11.6418	14.9425
Os11g0104050	CHLREDRAFT_1670	32.7103	39.3258
Os11g0104400	CHLREDRAFT_56237	56.25	51.6746
Os11g0104866	CHLREDRAFT_181463	15.0519	71.3115
Os11g0104900	CHLREDRAFT_181463	0	0
Os11g0105400	CHLREDRAFT_134139	41.2017	43.0493
Os11g0105800	CHLREDRAFT_173650	32.4818	29.2763
Os11g0106200	CHLREDRAFT_170003	15	17.1053
Os11g0106400	CHLREDRAFT_191903	59.542	58.8124
Os11g0106700	CHLREDRAFT_206372	33.3333	24.498
Os11g0107266	CHLREDRAFT_205918	15.7738	6.73443
Os11g0107500	CHLREDRAFT_170481	42.9752	44.8276
Os11g0107600	CHLREDRAFT_171434	34.5455	37.4384
Os11g0108650	CHLREDRAFT_146556	22.3881	4.58248
Os11g0108650	CHLREDRAFT_166940	25.3731	8.2391
Os11g0109000	CHLREDRAFT_143967	18.5714	23.2143
Os11g0109933	CHLREDRAFT_107651	11.9048	50.173
Os11g0112900	CHLREDRAFT_175535	25.9843	13.253
Os11g0113100	CHLREDRAFT_104286	35.7934	47.549
Os11g0114600	CHLREDRAFT_162667	22.6688	50.1779
Os11g0114600	CHLREDRAFT_189121	28.2958	10.8978
Os11g0114600	CHLREDRAFT_206084	27.1704	19.5602
Os11g0114700	CHLREDRAFT_190884	23.3458	29.5419
Os11g0115800	CHLREDRAFT_192221	18.0556	1.2464
Os11g0116400	CHLREDRAFT_106740	40.6114	50
Os11g0116500	CHLREDRAFT_195512	31.2121	25.8145
Os11g0116550	CHLREDRAFT_195476	35.9425	32.1429
Os11g0118200	CHLREDRAFT_153248	35.1485	11.8531
Os11g0118200	CHLREDRAFT_171220	12.3762	8.53242
Os11g0119100	CHLREDRAFT_146695	7.83133	1.95489
Os11g0120600	CHLREDRAFT_100573	34.9057	51.7483
Os11g0120725	CHLREDRAFT_100573	41.6667	45.4545
Os11g0123400	CHLREDRAFT_136865	50	47.8555
Os11g0123500	CHLREDRAFT_80582	39.3519	38.2883
Os11g0124500	CHLREDRAFT_192544	25.7951	24.3333
Os11g0125900	CHLREDRAFT_167044	35.0333	34.6491
Os11g0126400	CHLREDRAFT_167044	32.9741	33.5526
Os11g0126800	CHLREDRAFT_167044	31.8841	14.4737
Os11g0127800	CHLREDRAFT_190311	17.6245	31.5068
Os11g0127900	CHLREDRAFT_195606	67.7852	71.1268
Os11g0128400	CHLREDRAFT_142125	23.1788	21.8409
Os11g0128700	CHLREDRAFT_171345	13.0435	5.88235
Os11g0128800	CHLREDRAFT_196320	28.125	25.9615
Os11g0131200	CHLREDRAFT_191611	37.6866	37.4074
Os11g0131700	CHLREDRAFT_196559	34.6154	31.7647
Os11g0133600	CHLREDRAFT_59709	31.8792	32.2034
Os11g0133700	CHLREDRAFT_118046	36.5854	4.41826
Os11g0133800	CHLREDRAFT_132294	25.3731	38.2637
Os11g0134500	CHLREDRAFT_192490	31.6129	28
Os11g0134700	CHLREDRAFT_189175	37.5367	31.2958
Os11g0135400	CHLREDRAFT_164097	54.6875	54.6875
Os11g0136500	CHLREDRAFT_142838	25.1773	27.7344
Os11g0136600	CHLREDRAFT_127871	45.2865	50.6198
Os11g0137100	CHLREDRAFT_153629	14.1243	38.8601
Os11g0137200	CHLREDRAFT_195057	43.9277	46.5753
Os11g0138400	CHLREDRAFT_8761	23.3677	27.5304
Os11g0138600	CHLREDRAFT_8761	31.1321	26.7206
Os11g0139100	CHLREDRAFT_99818	37.1069	39.3333
Os11g0139400	CHLREDRAFT_135100	38.9175	43.6416
Os11g0139400	CHLREDRAFT_186850	40.9794	46.9027
Os11g0139400	CHLREDRAFT_192150	37.3711	43.0267
Os11g0140700	CHLREDRAFT_205604	40.411	13.1696
Os11g0140800	CHLREDRAFT_133308	42.5068	50.6493
Os11g0141000	CHLREDRAFT_148948	27.2727	26.9504
Os11g0142500	CHLREDRAFT_196609	42.9921	61.4865
Os11g0143300	CHLREDRAFT_166515	23.0769	7.86885
Os11g0145400	CHLREDRAFT_150548	85.5422	97.2603
Os11g0145700	CHLREDRAFT_193636	25.641	27.3556
Os11g0146500	CHLREDRAFT_193636	26.6667	34.0426
Os11g0146700	CHLREDRAFT_177943	26.6314	31.7895
Os11g0147000	CHLREDRAFT_169700	39.4922	52.0446
Os11g0147100	CHLREDRAFT_146709	23.9837	15.3646
Os11g0147800	CHLREDRAFT_184434	26.5823	21.875
Os11g0148000	CHLREDRAFT_205918	18.8679	6.35324
Os11g0148300	CHLREDRAFT_141540	24.2667	5.1009
Os11g0148300	CHLREDRAFT_171523	18.1333	9.57747
Os11g0148500	CHLREDRAFT_118203	50.4744	49.2593
Os11g0148500	CHLREDRAFT_181547	8.72865	41.0714
Os11g0148500	CHLREDRAFT_196263	45.5408	38.8979
Os11g0148500	CHLREDRAFT_196892	13.2827	45.4545
Os11g0150100	CHLREDRAFT_21373	29.0909	30.8351
Os11g0151300	CHLREDRAFT_136811	63.3987	66.8966
