Gene stable ID	Prunus persica gene stable ID	%id. target Prunus persica gene identical to query gene	%id. query gene identical to target Prunus persica gene
Os08g0507000	PRUPE_1G230800	39.9317	23.494
Os08g0507000	PRUPE_1G230900	39.9317	22.5
Os08g0507000	PRUPE_1G231000	38.2253	23.6786
Os08g0507000	PRUPE_1G231300	39.5904	23.6735
Os08g0507000	PRUPE_1G231400	40.9556	24
Os08g0507000	PRUPE_2G019100	41.6382	24.1107
Os08g0507000	PRUPE_5G084700	39.5904	23.2
Os08g0507100	PRUPE_1G229700	40.198	40.1186
Os08g0507100	PRUPE_1G230200	40	40
Os08g0507100	PRUPE_1G230300	29.901	40.5914
Os08g0507100	PRUPE_1G230500	38.2178	37.1869
Os08g0507100	PRUPE_1G230800	37.8218	38.3534
Os08g0507100	PRUPE_1G230900	37.6238	36.5385
Os08g0507100	PRUPE_1G231000	36.8317	39.3235
Os08g0507100	PRUPE_1G231300	37.0297	38.1633
Os08g0507100	PRUPE_1G231400	37.2277	37.6
Os08g0507100	PRUPE_2G019100	40	39.9209
Os08g0507100	PRUPE_5G084700	38.4158	38.8
Os08g0507702	PRUPE_1G229700	39.5248	36.166
Os08g0507702	PRUPE_1G230200	39.5248	36.2376
Os08g0507702	PRUPE_1G230300	31.1015	38.7097
Os08g0507702	PRUPE_1G230500	39.0929	34.8748
Os08g0507702	PRUPE_1G230800	37.797	35.1406
Os08g0507702	PRUPE_1G230900	38.2289	34.0385
Os08g0507702	PRUPE_1G231000	37.149	36.3636
Os08g0507702	PRUPE_1G231300	36.933	34.898
Os08g0507702	PRUPE_1G231400	38.2289	35.4
Os08g0507702	PRUPE_2G019100	39.5248	36.166
Os08g0507702	PRUPE_5G084700	39.0929	36.2
Os08g0508000	PRUPE_1G229700	38.7352	38.7352
Os08g0508000	PRUPE_1G230200	38.3399	38.4158
Os08g0508000	PRUPE_1G230300	30.0395	40.8602
Os08g0508000	PRUPE_1G230500	38.3399	37.3796
Os08g0508000	PRUPE_1G230800	37.5494	38.1526
Os08g0508000	PRUPE_1G230900	37.9447	36.9231
Os08g0508000	PRUPE_1G231000	36.9565	39.5349
Os08g0508000	PRUPE_1G231300	36.7589	37.9592
Os08g0508000	PRUPE_1G231400	37.1542	37.6
Os08g0508000	PRUPE_2G019100	39.1304	39.1304
Os08g0508000	PRUPE_5G084700	38.9328	39.4
Os08g0508100	PRUPE_6G016100	24.2123	64.0351
Os08g0508500	PRUPE_6G015700	45.4724	56.7568
Os08g0508600	PRUPE_1G015200	25.7576	47.2222
Os08g0508600	PRUPE_6G025700	40.9091	39.9015
Os08g0508600	PRUPE_6G337800	34.8485	34.3284
Os08g0508700	PRUPE_6G018200	40.7108	41.9301
Os08g0508800	PRUPE_2G005300	55.6277	56.0523
Os08g0508800	PRUPE_2G005500	55.5195	55.7609
Os08g0508800	PRUPE_2G005800	52.8139	53.9227
Os08g0508800	PRUPE_6G018700	53.6797	52.3759
Os08g0509100	PRUPE_2G005300	55.1541	56.5976
Os08g0509100	PRUPE_2G005500	55.5792	56.8478
Os08g0509100	PRUPE_2G005800	52.1785	54.2541
Os08g0509100	PRUPE_6G018700	53.8789	53.5375
Os08g0509200	PRUPE_1G014500	54.9098	50.5535
Os08g0509200	PRUPE_1G584100	55.511	51.487
Os08g0509200	PRUPE_2G005100	54.7094	53.0097
Os08g0509200	PRUPE_2G197900	53.9078	50
Os08g0509200	PRUPE_2G198000	55.1102	47.089
Os08g0509200	PRUPE_2G198100	55.511	53.6822
Os08g0509200	PRUPE_2G198200	43.0862	46.6377
Os08g0509200	PRUPE_2G198300	55.3106	53.4884
Os08g0509200	PRUPE_2G198400	55.3106	53.4884
Os08g0509200	PRUPE_3G110900	48.497	47.8261
Os08g0509200	PRUPE_3G111000	55.3106	50.6422
Os08g0509200	PRUPE_4G165800	53.507	50.4726
Os08g0509200	PRUPE_6G018800	56.9138	54.3021
Os08g0509200	PRUPE_6G018900	54.7094	51.2195
Os08g0509200	PRUPE_6G019000	55.1102	49.7288
Os08g0509200	PRUPE_6G019100	56.1122	52.9301
Os08g0509200	PRUPE_6G019200	55.511	54.3137
Os08g0509200	PRUPE_6G019300	54.7094	52.7027
Os08g0509200	PRUPE_6G019500	54.9098	50.2752
Os08g0509200	PRUPE_6G019600	54.7094	50.1838
Os08g0509200	PRUPE_6G019700	54.9098	50.2752
Os08g0509200	PRUPE_6G020100	54.7094	50.1838
Os08g0509200	PRUPE_6G088200	53.3066	50.1887
Os08g0509200	PRUPE_6G134900	54.509	50
Os08g0509200	PRUPE_6G136100	55.7114	53.876
Os08g0509200	PRUPE_6G136300	45.0902	54.878
Os08g0509200	PRUPE_6G136400	55.9118	54.0698
Os08g0509200	PRUPE_6G136500	45.2906	55.5283
Os08g0509200	PRUPE_6G136700	56.1122	54.2636
Os08g0509200	PRUPE_6G145100	55.7114	53.3589
Os08g0509200	PRUPE_7G080500	53.507	48.0216
Os08g0509200	PRUPE_7G080700	54.9098	52.3901
Os08g0509200	PRUPE_7G083600	45.8918	56.2654
Os08g0509200	PRUPE_7G083700	56.3126	54.4574
Os08g0509200	PRUPE_7G105400	56.7134	52.6022
Os08g0509200	PRUPE_7G106100	53.507	50.3774
Os08g0509200	PRUPE_8G165700	54.509	52.1073
Os08g0509200	PRUPE_I005900	46.6934	52.8345
Os08g0509400	PRUPE_1G014500	51.4	47.417
Os08g0509400	PRUPE_1G584100	49.8	46.2825
Os08g0509400	PRUPE_2G005100	53	51.4563
Os08g0509400	PRUPE_2G197900	51.4	47.7695
Os08g0509400	PRUPE_2G198000	52.2	44.6918
Os08g0509400	PRUPE_2G198100	52.8	51.1628
Os08g0509400	PRUPE_2G198200	42.2	45.7701
Os08g0509400	PRUPE_2G198300	52.8	51.1628
Os08g0509400	PRUPE_2G198400	52.8	51.1628
Os08g0509400	PRUPE_3G110900	45.2	44.664
Os08g0509400	PRUPE_3G111000	51.2	46.9725
Os08g0509400	PRUPE_4G165800	49.6	46.8809
Os08g0509400	PRUPE_6G018800	52.2	49.9044
Os08g0509400	PRUPE_6G018900	52.4	49.1557
Os08g0509400	PRUPE_6G019000	49.8	45.0271
Os08g0509400	PRUPE_6G019100	50.4	47.6371
Os08g0509400	PRUPE_6G019200	51.4	50.3922
Os08g0509400	PRUPE_6G019300	51.4	49.6139
Os08g0509400	PRUPE_6G019500	51.2	46.9725
Os08g0509400	PRUPE_6G019600	51.2	47.0588
Os08g0509400	PRUPE_6G019700	51.2	46.9725
Os08g0509400	PRUPE_6G020100	50.6	46.5074
Os08g0509400	PRUPE_6G088200	49.4	46.6038
Os08g0509400	PRUPE_6G134900	51.4	47.2426
Os08g0509400	PRUPE_6G136100	52	50.3876
Os08g0509400	PRUPE_6G136300	42.8	52.1951
Os08g0509400	PRUPE_6G136400	52.2	50.5814
Os08g0509400	PRUPE_6G136500	43	52.8256
Os08g0509400	PRUPE_6G136700	52.4	50.7752
Os08g0509400	PRUPE_6G145100	50.6	48.5605
Os08g0509400	PRUPE_7G080500	50.4	45.3237
Os08g0509400	PRUPE_7G080700	50.2	47.9924
Os08g0509400	PRUPE_7G083600	44	54.0541
Os08g0509400	PRUPE_7G083700	53.4	51.7442
Os08g0509400	PRUPE_7G105400	51.8	48.1413
Os08g0509400	PRUPE_7G106100	51	48.1132
Os08g0509400	PRUPE_8G165700	51.4	49.2337
Os08g0509400	PRUPE_I005900	44.2	50.1134
Os08g0509500	PRUPE_7G074100	51.0121	49.8024
Os08g0509600	PRUPE_6G256300	39.0887	42.4479
Os08g0509600	PRUPE_7G074200	37.4101	40.7311
Os08g0510400	PRUPE_7G031300	59.507	57.6792
Os08g0510500	PRUPE_2G004600	43.3824	26.4574
Os08g0510500	PRUPE_6G017900	41.5441	26.7139
Os08g0510500	PRUPE_7G075700	40.4412	26.3789
Os08g0510700	PRUPE_2G004300	27.7273	24.5968
Os08g0510700	PRUPE_6G015400	25.303	24.1679
Os08g0510700	PRUPE_7G075800	27.7273	25.9574
Os08g0510800	PRUPE_7G076000	31.4815	35.9517
Os08g0510900	PRUPE_6G015300	35.5164	35.6962
Os08g0510900	PRUPE_7G076100	32.4937	33.7696
Os08g0511000	PRUPE_6G328300	41.2109	37.3451
Os08g0511200	PRUPE_5G006200	40.634	32.2654
Os08g0511500	PRUPE_5G142100	46.5347	8.39286
Os08g0511700	PRUPE_7G186300	55.2265	55.5166
Os08g0511800	PRUPE_8G181600	94.0171	94.0171
Os08g0511900	PRUPE_8G181800	70.3364	51.9187
Os08g0512100	PRUPE_8G181900	28.6275	37.0558
Os08g0512200	PRUPE_5G005800	51.5789	52.1277
Os08g0512300	PRUPE_2G111600	21.0031	60.9091
Os08g0512300	PRUPE_3G223100	76.1756	77.3885
Os08g0512300	PRUPE_5G225800	36.3636	66.6667
Os08g0512400	PRUPE_5G005600	55.9322	53.0831
Os08g0512500	PRUPE_5G005500	49.1736	48.9712
Os08g0512600	PRUPE_5G003700	76.6871	79.3651
Os08g0512700	PRUPE_7G187000	71.5203	59.6429
Os08g0512700	PRUPE_7G187500	65.0964	54.0925
Os08g0512700	PRUPE_8G182300	71.5203	55.2066
Os08g0512900	PRUPE_1G298300	62	64.5833
Os08g0513000	PRUPE_2G305700	47.1591	21.7277
Os08g0513000	PRUPE_5G201300	55.6818	13.9007
Os08g0513000	PRUPE_5G202500	53.4091	23.8579
Os08g0513000	PRUPE_5G202600	53.4091	29.653
Os08g0513000	PRUPE_5G202700	0.568182	1.13636
Os08g0513000	PRUPE_7G187800	57.3864	21.5812
Os08g0513000	PRUPE_8G067200	0	0
Os08g0513100	PRUPE_5G002800	51.5625	23.5714
Os08g0513300	PRUPE_4G184600	28.7918	60.8696
Os08g0513300	PRUPE_5G224900	60.4113	56.0859
Os08g0513300	PRUPE_5G225000	9.2545	27.0677
Os08g0514100	PRUPE_7G188700	34.1667	22.2826
Os08g0514600	PRUPE_1G293200	25.3165	22.8137
Os08g0514600	PRUPE_2G043800	22.7848	17.5325
Os08g0514600	PRUPE_5G209000	20.2532	16.3823
Os08g0514600	PRUPE_5G209100	25.3165	18.018
Os08g0514600	PRUPE_5G209500	25.3165	16.7131
Os08g0514600	PRUPE_5G209600	25.3165	18.018
Os08g0515000	PRUPE_1G293200	30.9456	41.0646
Os08g0515000	PRUPE_2G043800	34.6705	39.2857
Os08g0515000	PRUPE_5G209000	32.9513	39.2491
Os08g0515000	PRUPE_5G209100	39.5415	41.4414
Os08g0515000	PRUPE_5G209500	39.8281	38.7187
Os08g0515000	PRUPE_5G209600	39.5415	41.4414
Os08g0515700	PRUPE_5G001300	37.5465	32.5806
Os08g0515800	PRUPE_8G183100	61.2613	62.0061
Os08g0515900	PRUPE_8G183600	63.7288	57.4924
Os08g0516900	PRUPE_1G459400	31.0345	35.5263
Os08g0517100	PRUPE_2G014200	30.5263	23.0159
Os08g0517100	PRUPE_2G290000	30.5263	21.6418
Os08g0517100	PRUPE_3G018800	30.5263	19.2053
Os08g0517200	PRUPE_1G072600	69.0522	33.0556
Os08g0517200	PRUPE_3G018900	69.8259	32.878
Os08g0517300	PRUPE_6G153800	58.4235	50.4
Os08g0517500	PRUPE_3G020500	64.69	62.5
Os08g0517600	PRUPE_1G108600	59.751	58.2996
Os08g0517700	PRUPE_1G076800	55.4987	56.3636
Os08g0517800	PRUPE_7G051100	21.6828	39.4118
Os08g0517900	PRUPE_7G207200	70.8029	62.987
Os08g0518100	PRUPE_1G076400	47.482	47.8261
Os08g0518200	PRUPE_7G074800	35.3774	45
Os08g0518200	PRUPE_7G074900	38.2075	41.1864
Os08g0518200	PRUPE_7G075000	37.2642	40.3061
Os08g0518400	PRUPE_3G055700	0	0
Os08g0518400	PRUPE_3G209700	0	0
Os08g0518400	PRUPE_6G291100	0	0
Os08g0518400	PRUPE_8G038300	0.858369	1.3245
Os08g0519100	PRUPE_2G196400	50.5905	42.5497
Os08g0519400	PRUPE_1G078300	36.7257	36.087
Os08g0519400	PRUPE_1G455000	50	50.4464
Os08g0519600	PRUPE_3G023200	49.6644	51.9906
Os08g0519800	PRUPE_1G079300	44.4334	46.2254
Os08g0519800	PRUPE_3G023300	43.6382	42.9971
Os08g0519900	PRUPE_1G422000	32.8244	12.0448
Os08g0520000	PRUPE_3G023700	60.2597	63.2153
Os08g0520100	PRUPE_5G121100	61.4737	61.9958
Os08g0520200	PRUPE_1G064400	45.0382	41.844
Os08g0520300	PRUPE_1G457400	64.4295	68.5714
Os08g0520400	PRUPE_2G089200	42.4893	42.1277
Os08g0520550	PRUPE_1G065300	62.7943	35.1185
Os08g0520850	PRUPE_1G455800	30.7018	29.9145
Os08g0520900	PRUPE_1G067700	75.5862	68.0745
Os08g0521000	PRUPE_1G455600	50.8	54.0426
Os08g0521200	PRUPE_1G064100	40.8647	43.4074
Os08g0521200	PRUPE_1G456700	16.318	35.8896
Os08g0521200	PRUPE_1G456800	37.2385	41.6537
Os08g0521200	PRUPE_3G025500	38.6332	41.0979
Os08g0521400	PRUPE_1G225000	51.2968	55.2795
Os08g0521800	PRUPE_1G463100	41.9231	45.2282
Os08g0522400	PRUPE_1G481000	47.561	48.1481
Os08g0522500	PRUPE_1G122900	62.6582	61.1111
Os08g0522500	PRUPE_1G179800	65.1899	64.1745
Os08g0522600	PRUPE_7G066900	73.8579	71.8519
Os08g0523600	PRUPE_6G027500	44.7917	3.16409
Os08g0523600	PRUPE_6G027700	37.5	13.2841
Os08g0523600	PRUPE_6G027900	37.5	5.44629
Os08g0523600	PRUPE_6G111000	44.7917	7.50436
Os08g0524000	PRUPE_4G272800	62.8906	60.5263
Os08g0524000	PRUPE_5G031200	67.5781	62.0072
Os08g0524100	PRUPE_6G365800	54.2005	53.7634
Os08g0524100	PRUPE_7G062000	53.7489	51.4706
Os08g0524400	PRUPE_7G210500	31.9392	28.866
Os08g0524400	PRUPE_8G192600	32.6996	35.3909
Os08g0524400	PRUPE_8G192700	33.4601	35.3414
Os08g0524600	PRUPE_4G073600	95.2381	30.0752
Os08g0524600	PRUPE_8G192900	95.2381	30.0752
Os08g0525000	PRUPE_8G192300	73.1481	73.1481
Os08g0525500	PRUPE_6G355300	63.1579	26.087
Os08g0525600	PRUPE_1G172600	75.6897	75.9516
Os08g0525600	PRUPE_8G194100	75.1724	76.2238
Os08g0525800	PRUPE_1G168300	45.9227	45.7265
Os08g0525800	PRUPE_8G194400	46.7811	47.0842
Os08g0525900	PRUPE_1G164200	41.3043	3.38681
Os08g0525900	PRUPE_8G196300	47.8261	3.95683
Os08g0526100	PRUPE_1G164800	60.0418	62.256
Os08g0526300	PRUPE_5G086900	60.1824	61.6822
Os08g0526350	PRUPE_1G160800	23.6181	20.614
Os08g0526350	PRUPE_1G161000	19.598	14.2857
Os08g0526350	PRUPE_8G199600	27.1357	26.3415
Os08g0526400	PRUPE_4G013100	24.2063	25
Os08g0526500	PRUPE_8G200300	36.2869	41.5459
Os08g0526700	PRUPE_8G200600	32.8205	20.9836
Os08g0527100	PRUPE_1G008700	21.0636	20.4453
Os08g0527300	PRUPE_1G008700	18.9753	10.1215
Os08g0527400	PRUPE_1G008700	22.4444	10.2227
Os08g0527600	PRUPE_1G008700	23.6782	10.4251
Os08g0527700	PRUPE_7G017300	43.5567	29.5455
Os08g0527800	PRUPE_1G008700	26.8966	3.94737
Os08g0527900	PRUPE_1G008700	25.4667	19.332
Os08g0528000	PRUPE_1G008700	22.3634	17.8138
Os08g0528100	PRUPE_1G008700	21.1726	19.7368
Os08g0528601	PRUPE_3G011500	56	41.5842
Os08g0528900	PRUPE_8G198900	63.2653	64.9701
Os08g0529000	PRUPE_6G360300	54.8649	56.2327
Os08g0529100	PRUPE_2G145800	77.6256	76.2332
Os08g0529200	PRUPE_6G359700	34.2105	33.9667
Os08g0529300	PRUPE_7G151200	18.5984	13.3462
Os08g0529400	PRUPE_7G151200	20.4134	15.2805
Os08g0529800	PRUPE_3G304100	51.1416	54.902
Os08g0530000	PRUPE_3G304300	78.6151	80.9224
Os08g0530066	PRUPE_3G305000	30.2198	16.6163
Os08g0530100	PRUPE_3G305000	31.746	12.0846
Os08g0530200	PRUPE_1G228200	81.8713	76.5027
Os08g0530200	PRUPE_3G305300	81.2866	75.9563
Os08g0530200	PRUPE_5G152400	81.2866	75.9563
Os08g0530300	PRUPE_5G151900	40.9241	38.2126
Os08g0530400	PRUPE_1G227000	72.796	73.5369
Os08g0530400	PRUPE_3G305700	77.5819	78.3715
Os08g0530500	PRUPE_5G151800	50.7246	52.5
Os08g0531100	PRUPE_1G226800	57.582	47.0687
Os08g0531200	PRUPE_5G151300	9.52915	29.1096
Os08g0531300	PRUPE_3G306300	54.6326	53.605
Os08g0531700	PRUPE_1G223600	64.257	66.6667
Os08g0532200	PRUPE_5G146800	73.8494	74.3158
Os08g0532300	PRUPE_1G224200	65.5738	65.0406
Os08g0532400	PRUPE_3G307300	73.6134	73.6134
Os08g0532400	PRUPE_5G150100	66.2185	67.121
Os08g0532500	PRUPE_4G060500	28.9703	30.6273
Os08g0532700	PRUPE_1G081600	48.9676	50.9202
Os08g0532700	PRUPE_1G460600	50.1475	51.9878
Os08g0532700	PRUPE_3G307200	54.5723	56.7485
Os08g0532700	PRUPE_6G223400	51.0324	52.5836
Os08g0532800	PRUPE_1G225100	30.7263	29.4118
Os08g0532900	PRUPE_3G196600	67.9245	66.6667
Os08g0532900	PRUPE_6G024700	69.3396	69.3396
Os08g0533300	PRUPE_1G221900	60.6838	53.2833
Os08g0533600	PRUPE_3G308800	50.9719	50.7527
Os08g0533700	PRUPE_1G071200	60.9244	60.9244
Os08g0533700	PRUPE_2G148000	61.3445	61.0879
Os08g0534200	PRUPE_3G283000	42.8571	20
Os08g0534300	PRUPE_1G221300	32.8671	28.6585
Os08g0534300	PRUPE_5G147100	36.3636	29.7143
Os08g0534350	PRUPE_1G071200	52.6786	24.7899
Os08g0534350	PRUPE_2G148000	53.5714	25.1046
Os08g0534400	PRUPE_2G312900	61.1111	44.4444
Os08g0534900	PRUPE_3G283000	55.4913	58.1818
Os08g0534950	PRUPE_1G221300	32.8671	28.6585
Os08g0534950	PRUPE_5G147100	36.3636	29.7143
Os08g0535000	PRUPE_1G071200	52.6786	24.7899
Os08g0535000	PRUPE_2G148000	53.5714	25.1046
Os08g0535200	PRUPE_1G220700	37.785	41.8773
Os08g0535200	PRUPE_2G245600	26.0586	36.6972
Os08g0535200	PRUPE_5G146400	38.4365	39.4649
Os08g0535200	PRUPE_5G146500	36.4821	38.2253
Os08g0535200	PRUPE_6G355900	33.5505	42.2131
Os08g0535200	PRUPE_8G253500	32.2476	34.8592
Os08g0535400	PRUPE_3G310300	65.8654	61.573
Os08g0535600	PRUPE_5G146200	65.7534	61.5385
Os08g0535700	PRUPE_1G220500	40.0474	46.8144
Os08g0535700	PRUPE_3G310500	43.8389	47.9275
Os08g0536000	PRUPE_1G220200	89.3048	88.8298
Os08g0536100	PRUPE_3G311000	38.2102	35.6291
Os08g0536100	PRUPE_5G145000	36.7898	33.7679
Os08g0536300	PRUPE_1G219800	36.2705	35.9026
Os08g0536800	PRUPE_5G144400	38.5113	34.3931
Os08g0537600	PRUPE_1G216500	65.5836	65.5836
Os08g0537600	PRUPE_5G142800	59.4464	61.2903
Os08g0537800	PRUPE_1G215300	74.0741	52.9801
Os08g0537900	PRUPE_3G082600	61.1479	62.9545
Os08g0537900	PRUPE_4G278800	6.40177	39.1892
Os08g0538000	PRUPE_1G214600	76.0745	72.2449
Os08g0538200	PRUPE_7G114600	24.1042	15.0407
Os08g0538200	PRUPE_7G116000	24.7557	16.8514
Os08g0538200	PRUPE_7G149800	21.1726	13.7421
Os08g0538200	PRUPE_7G150000	21.1726	13.4576
Os08g0538200	PRUPE_7G150500	18.241	12.5561
Os08g0538300	PRUPE_3G213000	31.891	61.9938
Os08g0538300	PRUPE_3G213100	55.609	60.5585
Os08g0538300	PRUPE_4G016100	56.5705	56.9355
Os08g0538600	PRUPE_5G139900	53.3019	49.0239
Os08g0538700	PRUPE_2G042800	64.3564	63.3528
Os08g0538700	PRUPE_8G086800	61.0891	60.7882
Os08g0538800	PRUPE_5G139200	37.0052	45.0734
Os08g0539300	PRUPE_6G320100	30.1887	29.4931
Os08g0539600	PRUPE_8G184200	41.3146	24.3767
Os08g0540000	PRUPE_1G186000	63.3721	59.0786
Os08g0540100	PRUPE_1G186700	75.853	76.0526
Os08g0540400	PRUPE_1G190700	51.6814	53.7753
Os08g0540500	PRUPE_7G224700	43.4921	46.7577
Os08g0541300	PRUPE_1G100100	36.1702	34.2052
Os08g0541300	PRUPE_1G575200	34.1489	35.5089
Os08g0541300	PRUPE_2G270000	37.0213	36.8644
Os08g0541300	PRUPE_2G270200	36.5957	32.9187
Os08g0541300	PRUPE_3G124000	29.6809	34.9624
Os08g0541300	PRUPE_3G304400	36.0638	37.1303
Os08g0541300	PRUPE_4G116800	37.8723	35.5644
Os08g0541300	PRUPE_4G116900	38.1915	36.8583
Os08g0541300	PRUPE_4G117000	37.4468	37.4468
Os08g0541300	PRUPE_4G121800	28.8298	32.5721
Os08g0541300	PRUPE_4G121900	38.2979	36.036
Os08g0541300	PRUPE_4G122000	29.3617	35.567
Os08g0541300	PRUPE_4G122100	37.766	35.8948
Os08g0541300	PRUPE_4G122300	37.8723	36.1789
Os08g0541300	PRUPE_4G122600	38.617	37.0787
Os08g0541300	PRUPE_4G122800	34.6809	37.3425
Os08g0541300	PRUPE_4G122900	38.0851	36.5679
Os08g0541300	PRUPE_4G123000	38.0851	36.1982
Os08g0541300	PRUPE_4G123100	39.4681	37.8571
Os08g0541300	PRUPE_4G123200	22.3404	38.7454
Os08g0541300	PRUPE_4G131600	37.5532	36.3169
Os08g0541300	PRUPE_7G059200	34.1489	37.9433
Os08g0541400	PRUPE_1G203000	56.3218	62.0253
Os08g0541500	PRUPE_1G198600	47.4761	47.2826
Os08g0541950	PRUPE_1G193400	56.25	39.1304
Os08g0541950	PRUPE_1G198900	56.25	39.1304
Os08g0541950	PRUPE_6G363900	56.25	39.1304
Os08g0541950	PRUPE_7G035900	56.25	39.1304
Os08g0542000	PRUPE_2G330300	72.8477	75.8621
Os08g0542100	PRUPE_3G096800	45.4545	50.813
Os08g0542600	PRUPE_7G267200	70.7792	69.6486
Os08g0542700	PRUPE_7G269500	61.7594	58.6031
Os08g0542900	PRUPE_7G269900	41.2178	37.2093
Os08g0543000	PRUPE_6G365700	24.7649	17.7528
Os08g0543600	PRUPE_2G317300	43.4887	42.3749
Os08g0543700	PRUPE_2G195300	33.0798	17.5403
Os08g0543700	PRUPE_5G087600	27.3764	14.8454
Os08g0543700	PRUPE_5G087900	29.2776	15.7787
Os08g0543700	PRUPE_5G130300	26.9962	14.9474
Os08g0543700	PRUPE_5G130400	28.1369	14.8297
Os08g0543700	PRUPE_5G130500	27.7567	14.898
Os08g0543700	PRUPE_5G130600	22.8137	13.3333
Os08g0543700	PRUPE_5G130700	30.038	16.0569
Os08g0543900	PRUPE_1G369300	47.4138	38.3944
Os08g0544500	PRUPE_4G113100	70.9345	69.6532
Os08g0544800	PRUPE_2G152600	24.933	31.4189
Os08g0544800	PRUPE_2G288000	24.933	24.3456
Os08g0544800	PRUPE_5G088800	28.6863	28.6863
Os08g0544900	PRUPE_5G088900	77.3019	76.9723
Os08g0545000	PRUPE_2G288200	34.5979	42.6966
Os08g0545000	PRUPE_5G089000	47.041	48.9731
Os08g0545200	PRUPE_1G057900	49.5935	49.3261
Os08g0545200	PRUPE_2G288800	75.3388	75.7493
Os08g0545200	PRUPE_4G240300	68.5637	68.0107
Os08g0545200	PRUPE_8G142900	68.5637	68.1941
Os08g0545200	PRUPE_8G143000	68.0217	67.655
Os08g0545500	PRUPE_2G289500	17.4847	24.8908
Os08g0545500	PRUPE_5G089900	13.8037	19.5652
Os08g0545500	PRUPE_5G090000	16.2577	23.0435
Os08g0545500	PRUPE_5G090100	16.8712	23.3051
Os08g0545500	PRUPE_5G090200	15.0307	21.1207
Os08g0545500	PRUPE_5G090500	15.9509	21.6667
Os08g0545700	PRUPE_2G289700	46.0526	44.9871
Os08g0546100	PRUPE_2G290300	48.7342	44
Os08g0546400	PRUPE_5G091800	47.2509	46.0637
Os08g0546700	PRUPE_2G291300	65.9443	65.3374
Os08g0546700	PRUPE_5G092700	63.1579	63.354
Os08g0546800	PRUPE_2G292100	40.5128	52.1452
Os08g0546800	PRUPE_5G093200	40	47.1299
Os08g0546900	PRUPE_2G192600	54.5802	52.381
Os08g0547000	PRUPE_2G315000	35.034	44.206
Os08g0547100	PRUPE_2G316300	57.7982	59.6215
Os08g0547300	PRUPE_2G194200	58.0762	58.3942
Os08g0547300	PRUPE_5G129900	56.8058	57.7491
Os08g0547500	PRUPE_1G370500	39.4407	37.4199
Os08g0547500	PRUPE_7G166000	44.7445	48.1828
Os08g0547500	PRUPE_8G084900	42.4301	47.5162
Os08g0547600	PRUPE_1G371500	24.8082	26.0753
Os08g0547600	PRUPE_7G163600	26.3427	26.0759
Os08g0547600	PRUPE_8G088300	16.8798	28.2051
Os08g0547800	PRUPE_2G149600	44.5455	41.7614
Os08g0547900	PRUPE_5G071500	27.9683	55.4974
Os08g0547900	PRUPE_5G077600	54.0897	39.0476
Os08g0547900	PRUPE_5G077700	46.9657	42.381
Os08g0547900	PRUPE_5G077800	51.1873	37.3796
Os08g0547900	PRUPE_5G077900	17.1504	59.0909
Os08g0547900	PRUPE_5G078100	51.4512	37.6448
Os08g0547900	PRUPE_5G078200	51.4512	37.5723
Os08g0547900	PRUPE_5G078300	51.1873	37.4517
Os08g0548000	PRUPE_2G280100	33.8798	25.3061
Os08g0548000	PRUPE_5G077500	35.5191	22.3368
Os08g0548300	PRUPE_7G271700	46.5574	44.9367
Os08g0548400	PRUPE_6G032200	30.137	29.932
Os08g0548500	PRUPE_8G162900	58.8235	55.8824
Os08g0548900	PRUPE_7G170800	90.3614	90.3614
Os08g0549100	PRUPE_8G164400	72.5086	70.8054
Os08g0549200	PRUPE_1G009200	52.4764	52.23
Os08g0549200	PRUPE_1G009300	52.0047	51.7606
Os08g0549200	PRUPE_8G164800	52.4764	51.9253
Os08g0549300	PRUPE_1G142900	53.6232	53.2374
Os08g0549300	PRUPE_6G335300	50	47.9167
Os08g0550100	PRUPE_1G360600	77.1605	76.5306
Os08g0550100	PRUPE_8G167300	79.0123	78.3673
Os08g0550200	PRUPE_1G243700	50.5747	49.9055
Os08g0550400	PRUPE_7G174700	41.9231	46.383
Os08g0550600	PRUPE_5G050500	20.8716	11.519
Os08g0550700	PRUPE_7G048400	36.3636	25.1208
Os08g0550700	PRUPE_7G048500	34.965	32.8947
Os08g0550700	PRUPE_7G048600	35.6643	33.3333
Os08g0551200	PRUPE_1G355400	23.8272	30.2034
Os08g0551200	PRUPE_8G176200	37.5309	37.3924
Os08g0551300	PRUPE_1G355700	25.1064	23.2283
Os08g0551300	PRUPE_2G076800	22.9787	25.8373
Os08g0551300	PRUPE_2G142500	24.6809	21.8868
Os08g0551300	PRUPE_2G142900	30.2128	24.6528
Os08g0551300	PRUPE_7G178100	31.4894	23.7942
Os08g0551300	PRUPE_7G178200	34.0426	26.936
Os08g0551300	PRUPE_7G178300	33.1915	25
Os08g0551300	PRUPE_8G175000	31.0638	25.3472
Os08g0551300	PRUPE_8G175200	33.617	25.9868
Os08g0551300	PRUPE_8G175300	23.4043	24.5536
Os08g0551300	PRUPE_8G175400	32.766	26.9231
Os08g0551300	PRUPE_8G175500	26.383	23.221
Os08g0551300	PRUPE_8G175600	32.3404	26.8551
Os08g0551300	PRUPE_8G175700	31.0638	26.0714
Os08g0551300	PRUPE_8G175800	29.3617	26.5385
Os08g0551300	PRUPE_8G175900	29.7872	24.6479
Os08g0551300	PRUPE_8G176000	30.2128	24.5675
