Gene stable ID	Corchorus capsularis gene stable ID	%id. target Corchorus capsularis gene identical to query gene	%id. query gene identical to target Corchorus capsularis gene
Os07g0530600	CCACVL1_15472	49.4692	60.3627
Os07g0531400	CCACVL1_16139	48.3776	50
Os07g0531600	CCACVL1_01659	77.5676	76.3298
Os07g0531600	CCACVL1_14942	69.4595	73.4286
Os07g0531700	CCACVL1_11108	42.1053	40.2299
Os07g0533201	CCACVL1_15751	89.2308	14.7959
Os07g0534000	CCACVL1_17778	40.4762	32.4841
Os07g0534000	CCACVL1_17781	65.873	37.7273
Os07g0535100	CCACVL1_15586	23.8727	21.8978
Os07g0535100	CCACVL1_15587	21.2202	22.9226
Os07g0535100	CCACVL1_15588	24.9337	22.488
Os07g0535100	CCACVL1_18466	27.0557	13.9154
Os07g0535200	CCACVL1_15586	23.6074	21.6545
Os07g0535200	CCACVL1_15587	20.9549	22.6361
Os07g0535200	CCACVL1_15588	24.6684	22.2488
Os07g0535200	CCACVL1_18466	26.7905	13.779
Os07g0535600	CCACVL1_15586	16.8285	12.6521
Os07g0535600	CCACVL1_15587	20.0647	17.765
Os07g0535600	CCACVL1_15588	18.123	13.3971
Os07g0535600	CCACVL1_18466	20.3883	8.59482
Os07g0535700	CCACVL1_15586	15.8209	12.8954
Os07g0535700	CCACVL1_15587	18.5075	17.765
Os07g0535700	CCACVL1_15588	16.7164	13.3971
Os07g0535700	CCACVL1_18466	19.1045	8.73124
Os07g0537000	CCACVL1_24363	39.7015	39.1753
Os07g0537500	CCACVL1_24363	40.2124	39.028
Os07g0538200	CCACVL1_24363	35.4793	36.5243
Os07g0538400	CCACVL1_24363	52.924	26.6568
Os07g0540000	CCACVL1_11311	20.6215	43.1953
Os07g0540000	CCACVL1_13822	31.3559	31.8966
Os07g0540000	CCACVL1_15304	19.774	37.234
Os07g0540000	CCACVL1_19323	37.2881	35.6757
Os07g0540000	CCACVL1_23482	13.2768	34.3066
Os07g0540100	CCACVL1_24363	40.2299	41.2371
Os07g0540200	CCACVL1_10527	32.1918	31.6498
Os07g0540800	CCACVL1_24363	36.4198	26.0677
Os07g0541000	CCACVL1_24363	39.0999	40.9426
Os07g0541200	CCACVL1_24363	40.2003	41.3844
Os07g0541400	CCACVL1_24363	39.4245	40.3535
Os07g0541500	CCACVL1_24363	38.6047	36.6716
Os07g0541800	CCACVL1_24363	38.009	37.1134
Os07g0541900	CCACVL1_24363	37.8995	36.6716
Os07g0542400	CCACVL1_24363	38.3886	35.7879
Os07g0542600	CCACVL1_24363	39.1162	35.1988
Os07g0542800	CCACVL1_12581	29.6748	24.4147
Os07g0542800	CCACVL1_23330	21.5447	20.6226
Os07g0542800	CCACVL1_27879	26.4228	20.5696
Os07g0543000	CCACVL1_12908	53.125	57.384
Os07g0543000	CCACVL1_15491	46.4844	48.1781
Os07g0543000	CCACVL1_24342	44.1406	54.8544
Os07g0543100	CCACVL1_02295	44.7522	61.6466
Os07g0543100	CCACVL1_24334	48.8338	56.9728
Os07g0543300	CCACVL1_02295	54.321	17.6707
Os07g0543300	CCACVL1_24334	53.0864	14.6259
Os07g0543600	CCACVL1_06378	31.7143	32.4561
Os07g0543600	CCACVL1_23809	29.7143	16.9381
Os07g0543600	CCACVL1_23810	28.5714	30.03
Os07g0544800	CCACVL1_15494	60.3687	56.9565
Os07g0544900	CCACVL1_09785	59.3137	65.7609
Os07g0544900	CCACVL1_11098	14.7059	50
Os07g0544900	CCACVL1_17730	23.0392	32.4138
Os07g0545100	CCACVL1_12917	36.747	40.1316
Os07g0545100	CCACVL1_15496	43.9759	45.625
Os07g0545100	CCACVL1_24328	39.759	45.2055
Os07g0545300	CCACVL1_12916	86.6667	87.3134
Os07g0545400	CCACVL1_12916	90.3704	91.0448
Os07g0545500	CCACVL1_12914	39.8278	38.105
Os07g0545500	CCACVL1_24332	35.0915	28.6972
Os07g0545800	CCACVL1_12925	60.9457	57.5207
Os07g0545900	CCACVL1_06252	51.2563	12.2892
Os07g0546000	CCACVL1_14717	85.7143	69.6246
Os07g0546100	CCACVL1_23480	33.145	31.1504
Os07g0546400	CCACVL1_15502	35.7013	36.0294
Os07g0546400	CCACVL1_24314	40.4372	40.884
Os07g0546600	CCACVL1_03709	71.3043	71.4597
Os07g0548300	CCACVL1_18048	51.0078	46.338
Os07g0548900	CCACVL1_21143	41.4384	39.934
Os07g0549200	CCACVL1_23104	43.5115	56.1576
Os07g0549600	CCACVL1_15506	29.3785	22.9075
Os07g0549700	CCACVL1_30402	72.5664	20.2469
Os07g0551400	CCACVL1_10644	57.0896	55.6364
Os07g0551400	CCACVL1_12947	50	48.0287
Os07g0551400	CCACVL1_15532	50	54.251
Os07g0553633	CCACVL1_02822	49.5146	51.6456
Os07g0553633	CCACVL1_06161	44.9029	49.5315
Os07g0553633	CCACVL1_06163	52.5485	54.3287
Os07g0553633	CCACVL1_06792	48.4223	31.3433
Os07g0553633	CCACVL1_10639	48.0583	49.9369
Os07g0553633	CCACVL1_22655	49.5146	51.3854
Os07g0553633	CCACVL1_27127	41.6262	45.3104
Os07g0555200	CCACVL1_19350	38.4259	26.3214
Os07g0556000	CCACVL1_07239	22.8125	36.6834
Os07g0556200	CCACVL1_06056	73.7778	73.1278
Os07g0556300	CCACVL1_15536	30.0236	29.5349
Os07g0557100	CCACVL1_15538	65.0718	48.227
Os07g0557200	CCACVL1_15538	65.0718	48.227
Os07g0557400	CCACVL1_15538	54.7101	26.7731
Os07g0557500	CCACVL1_12849	15.0072	11.4035
Os07g0557500	CCACVL1_22828	15.1515	8.70647
Os07g0557500	CCACVL1_24416	16.8831	8.67309
Os07g0557700	CCACVL1_03790	51.6418	51.952
Os07g0558000	CCACVL1_12952	39.1653	56.7442
Os07g0558200	CCACVL1_15561	51.5081	53.11
Os07g0558300	CCACVL1_15561	48.8479	50.7177
Os07g0558400	CCACVL1_09576	66.2069	70.5882
Os07g0558400	CCACVL1_10433	83.1034	83.6806
Os07g0558500	CCACVL1_04988	68.2927	65.5518
Os07g0558800	CCACVL1_15563	62.6761	67.4242
Os07g0559400	CCACVL1_12961	49.8168	49.8168
Os07g0560300	CCACVL1_15565	44.4634	44.6154
Os07g0561300	CCACVL1_15571	36.9048	33.8798
Os07g0561500	CCACVL1_22896	56.2264	20.5801
Os07g0561800	CCACVL1_00545	41.115	23.2283
Os07g0561800	CCACVL1_07820	47.3868	25.9048
Os07g0562400	CCACVL1_00545	39.5131	41.5354
Os07g0562400	CCACVL1_07820	48.1273	48.9524
Os07g0562700	CCACVL1_12967	85.7143	86.3636
Os07g0562700	CCACVL1_19762	38.7218	62.8049
Os07g0562800	CCACVL1_12968	55.1118	56.4648
Os07g0562900	CCACVL1_12969	42.3423	55.9524
Os07g0563300	CCACVL1_15578	43.5602	46.8468
Os07g0563400	CCACVL1_12972	36.9369	37.963
Os07g0563400	CCACVL1_15583	38.1381	37.574
Os07g0563700	CCACVL1_25244	55.994	48.1126
Os07g0563800	CCACVL1_12973	22.6891	42.8571
Os07g0563800	CCACVL1_12974	22.8992	50.6977
Os07g0563800	CCACVL1_15589	45.1681	45.0734
Os07g0564100	CCACVL1_10898	36.5904	40.553
Os07g0564200	CCACVL1_01428	27.6316	61.7647
Os07g0564200	CCACVL1_12989	63.1579	70.5882
Os07g0564500	CCACVL1_15596	67.9715	69.708
Os07g0564600	CCACVL1_08073	72.549	73.2673
Os07g0564600	CCACVL1_15606	74.5098	72.6115
Os07g0564600	CCACVL1_15607	49.0196	58.8235
Os07g0564800	CCACVL1_15608	51.0256	48.7745
Os07g0565000	CCACVL1_05336	27.9503	84.9057
Os07g0565000	CCACVL1_19341	93.1677	94.3396
Os07g0565000	CCACVL1_29302	93.1677	94.3396
Os07g0565000	CCACVL1_30328	93.1677	91.4634
Os07g0565100	CCACVL1_05336	27.9503	84.9057
Os07g0565100	CCACVL1_19341	93.1677	94.3396
Os07g0565100	CCACVL1_29302	93.1677	94.3396
Os07g0565100	CCACVL1_30328	93.1677	91.4634
Os07g0565300	CCACVL1_02089	28.7449	27.2031
Os07g0565400	CCACVL1_08072	66.0194	8.93561
Os07g0565400	CCACVL1_15609	59.2233	5.00821
Os07g0565600	CCACVL1_12994	58.7097	67.9104
Os07g0565700	CCACVL1_15621	56.8862	60.1266
Os07g0566200	CCACVL1_24663	62.9977	57.3561
Os07g0566500	CCACVL1_13009	38.5882	45.6825
Os07g0566800	CCACVL1_13014	38.2653	35.7143
Os07g0567000	CCACVL1_16378	51.3566	53.6437
Os07g0567300	CCACVL1_18940	46.3415	41.7277
Os07g0567500	CCACVL1_18936	46.3636	53.125
Os07g0567700	CCACVL1_21361	64.3326	66.6667
Os07g0568000	CCACVL1_18926	53.2988	39.2381
Os07g0568200	CCACVL1_00304	26.1003	25.3731
Os07g0568200	CCACVL1_22292	28.6592	33.4129
Os07g0568200	CCACVL1_28443	29.0686	32.4201
Os07g0568300	CCACVL1_12295	40.9437	40.6344
Os07g0568400	CCACVL1_26211	42.7835	43.0052
Os07g0568600	CCACVL1_12276	28.7273	73.4884
Os07g0568600	CCACVL1_23574	56.9091	77.0936
Os07g0569000	CCACVL1_02097	15.4686	20.19
Os07g0569100	CCACVL1_23578	47.7848	52.7972
Os07g0569500	CCACVL1_26180	40.2256	40.3774
Os07g0569550	CCACVL1_10295	46.8795	44.4292
Os07g0569550	CCACVL1_10296	46.8795	10.9752
Os07g0569600	CCACVL1_12293	47.1503	39.9123
Os07g0569700	CCACVL1_18308	64.1379	63.0508
Os07g0569800	CCACVL1_10295	42.623	35.7634
Os07g0569800	CCACVL1_10296	41.8033	8.66463
Os07g0570100	CCACVL1_18285	61.2903	65.4467
Os07g0570100	CCACVL1_18291	13.6089	42.1875
Os07g0570300	CCACVL1_18285	62.753	66.7384
Os07g0570300	CCACVL1_18291	13.8664	42.8125
Os07g0570500	CCACVL1_18285	60.4462	64.155
Os07g0570500	CCACVL1_18291	13.8945	42.8125
Os07g0570550	CCACVL1_10622	21.875	9.68858
Os07g0570550	CCACVL1_14877	28.125	10.5572
Os07g0570550	CCACVL1_14878	27.3438	18.4211
Os07g0570550	CCACVL1_17921	30.4688	20.1031
Os07g0570550	CCACVL1_17922	28.125	18.5567
Os07g0570550	CCACVL1_17923	29.6875	19.6891
Os07g0570550	CCACVL1_23698	29.6875	18.1818
Os07g0570550	CCACVL1_27817	21.875	17.9487
Os07g0570700	CCACVL1_12153	47.7444	73.4104
Os07g0570700	CCACVL1_14879	59.0226	57.0909
Os07g0571100	CCACVL1_00425	28.6106	21.1344
Os07g0571100	CCACVL1_14880	25.2285	21.0366
Os07g0571500	CCACVL1_22754	53.63	54.6539
Os07g0571500	CCACVL1_23695	55.5035	59.3985
Os07g0571600	CCACVL1_14881	54.3726	51.0714
Os07g0571800	CCACVL1_14530	44.4444	14.8148
Os07g0571900	CCACVL1_14884	58.6758	62.3786
Os07g0572000	CCACVL1_14888	62.1302	66.2461
Os07g0572300	CCACVL1_14889	58.4507	54.0717
Os07g0572300	CCACVL1_27253	56.338	53.3333
Os07g0572600	CCACVL1_18846	55.1167	37.9481
Os07g0572800	CCACVL1_22926	55.3977	52.6316
Os07g0572800	CCACVL1_23675	53.9773	50.7343
Os07g0572900	CCACVL1_00214	66.8874	66.8874
Os07g0572900	CCACVL1_09957	68.8742	68.8742
Os07g0572900	CCACVL1_30415	45.6954	51.8797
Os07g0573100	CCACVL1_22882	47.8261	79.3269
Os07g0573300	CCACVL1_09093	54.7389	47.8849
Os07g0573400	CCACVL1_23547	74.186	74.7073
Os07g0573600	CCACVL1_04570	42.7481	49.1228
Os07g0573700	CCACVL1_02441	80.0562	81.6619
Os07g0573800	CCACVL1_08555	54.386	66.4286
Os07g0574100	CCACVL1_20905	19.5326	26.2332
Os07g0575000	CCACVL1_12634	28.6765	38.8704
Os07g0575100	CCACVL1_06808	72.6625	72.9222
Os07g0575100	CCACVL1_12640	75.6011	76.5555
Os07g0575500	CCACVL1_25624	46.6448	64.9203
Os07g0575800	CCACVL1_12641	84.264	44.8649
Os07g0575900	CCACVL1_10616	27.2031	41.8879
Os07g0576000	CCACVL1_29534	59.2405	59.8465
Os07g0576100	CCACVL1_26460	56.4103	29.3823
Os07g0576500	CCACVL1_10658	47.651	38.3784
Os07g0576600	CCACVL1_13079	30.5556	3.52564
Os07g0577300	CCACVL1_12655	51.004	50.9018
Os07g0577400	CCACVL1_12656	58.9109	55.8685
Os07g0577700	CCACVL1_24415	86.1027	83.3333
Os07g0577900	CCACVL1_19592	70.2479	62.5
Os07g0578200	CCACVL1_17851	46.696	50.237
Os07g0578600	CCACVL1_07037	52.1277	42.9825
Os07g0580500	CCACVL1_08870	59.0604	40.367
Os07g0580500	CCACVL1_26221	68.1208	62.6543
Os07g0580700	CCACVL1_27955	34.8544	34.2231
Os07g0580733	CCACVL1_27955	35.461	4.76644
Os07g0580766	CCACVL1_27955	29.5808	23.5462
Os07g0580900	CCACVL1_26228	59.5628	58.9189
Os07g0581000	CCACVL1_13182	73.913	73.0659
Os07g0581000	CCACVL1_17925	73.6232	73.8372
Os07g0581100	CCACVL1_26546	59.8802	21.3675
Os07g0581300	CCACVL1_08882	69.1489	70.8723
Os07g0581366	CCACVL1_19832	27.1293	33.3981
Os07g0581366	CCACVL1_22293	26.183	29.6429
Os07g0581700	CCACVL1_26215	42.0833	49.7537
Os07g0582400	CCACVL1_17149	67.451	63.9405
Os07g0582400	CCACVL1_17150	64.7059	62.5
Os07g0582500	CCACVL1_17149	63.1164	59.4796
Os07g0582500	CCACVL1_17150	61.5385	59.0909
Os07g0583000	CCACVL1_24086	73.1343	70
Os07g0583200	CCACVL1_11270	54.2744	52.8046
Os07g0583300	CCACVL1_11269	32.0866	30.0738
Os07g0583300	CCACVL1_12477	32.4803	28.5467
Os07g0583600	CCACVL1_15279	50.3676	50
Os07g0583700	CCACVL1_11273	40.1294	29.9156
Os07g0584000	CCACVL1_15285	70.9091	69.0266
Os07g0584100	CCACVL1_11275	39.1437	62.1359
Os07g0584200	CCACVL1_28259	45.5856	30.1549
Os07g0584500	CCACVL1_28266	57.2034	55.9006
Os07g0584900	CCACVL1_15288	55.2463	55.4839
Os07g0585000	CCACVL1_11278	38.2022	34.9076
Os07g0585100	CCACVL1_06039	64.881	62.1083
Os07g0585600	CCACVL1_26536	0	0
Os07g0585700	CCACVL1_21718	32.9446	29.4271
Os07g0585800	CCACVL1_21719	58.4906	65.493
Os07g0585800	CCACVL1_26535	69.8113	71.1538
Os07g0585900	CCACVL1_05140	22.6027	25.6809
Os07g0585900	CCACVL1_21724	22.9452	24.9071
Os07g0586000	CCACVL1_21725	42.132	21.2821
Os07g0586500	CCACVL1_16796	77.8325	48.9922
Os07g0586700	CCACVL1_20609	28.2958	33.9768
Os07g0586900	CCACVL1_26529	49.6678	59.0909
Os07g0587100	CCACVL1_08878	68.3099	67.9907
Os07g0587100	CCACVL1_17147	68.0751	68.0751
Os07g0587200	CCACVL1_26525	26.4	19.4118
Os07g0587250	CCACVL1_26525	25.5319	7.05882
Os07g0587400	CCACVL1_02174	91.762	91.762
Os07g0587400	CCACVL1_04345	93.5927	93.8073
Os07g0587400	CCACVL1_07870	13.9588	52.5862
Os07g0587400	CCACVL1_24158	58.5812	66.8407
Os07g0587500	CCACVL1_21734	55.8011	57.2238
Os07g0588000	CCACVL1_21739	44.2922	43.6937
Os07g0588100	CCACVL1_23665	50.3713	51.6497
Os07g0588300	CCACVL1_17087	22.8395	23.7179
Os07g0588400	CCACVL1_17085	32.8814	45.1163
Os07g0588500	CCACVL1_17083	66.7582	71.0526
Os07g0588600	CCACVL1_17080	40	33.4601
Os07g0588600	CCACVL1_21744	37.7273	31.9231
Os07g0588600	CCACVL1_26507	36.3636	33.0578
Os07g0588700	CCACVL1_17080	29.2035	25.0951
Os07g0588700	CCACVL1_21744	30.531	26.5385
Os07g0588700	CCACVL1_26507	28.3186	26.4463
Os07g0588800	CCACVL1_26502	69.6486	71.2418
Os07g0589000	CCACVL1_17075	46.4602	50.4808
Os07g0589000	CCACVL1_21748	44.2478	45.045
Os07g0589200	CCACVL1_26496	57.7167	63.0485
Os07g0589400	CCACVL1_26037	63.0435	51.5228
Os07g0590100	CCACVL1_17080	33.1683	25.4753
Os07g0590100	CCACVL1_21744	32.6733	25.3846
Os07g0590100	CCACVL1_26507	30.6931	25.6198
Os07g0590500	CCACVL1_06690	28.5714	33.1361
Os07g0590500	CCACVL1_15812	29.0816	33.9286
Os07g0590500	CCACVL1_16461	23.9796	28.4848
Os07g0591100	CCACVL1_07357	62.1622	70.9251
Os07g0591100	CCACVL1_17058	66.2162	71.6075
Os07g0591100	CCACVL1_21772	61.9691	70.8609
Os07g0592200	CCACVL1_14084	54.6751	30.9695
Os07g0592600	CCACVL1_26460	73.5537	74.2905
Os07g0593000	CCACVL1_14078	28.7234	29.5082
Os07g0593000	CCACVL1_17048	34.5745	31.7073
Os07g0593000	CCACVL1_26459	32.9787	30.5419
Os07g0593332	CCACVL1_14075	31.7647	17.3077
Os07g0595800	CCACVL1_01717	66.443	70.2128
Os07g0596000	CCACVL1_06529	42.3387	17.8571
Os07g0596600	CCACVL1_09529	57.9915	57.423
Os07g0596600	CCACVL1_13714	46.5347	46.8661
Os07g0596900	CCACVL1_06527	36.8056	29.9435
Os07g0597000	CCACVL1_23283	71.25	77.551
Os07g0597200	CCACVL1_11885	33.9964	41.2733
Os07g0597200	CCACVL1_11886	30.9222	47.3684
Os07g0597200	CCACVL1_30809	23.8698	50.9653
Os07g0598000	CCACVL1_13477	43.4018	42.8986
Os07g0598000	CCACVL1_13478	45.1613	46.6667
Os07g0598000	CCACVL1_13479	47.5073	47.093
Os07g0598000	CCACVL1_19171	31.085	38.9706
Os07g0598000	CCACVL1_21854	44.2815	43.2665
Os07g0598000	CCACVL1_21855	44.868	43.7143
Os07g0598000	CCACVL1_21856	45.4545	44.9275
Os07g0598000	CCACVL1_21857	45.4545	22.7606
Os07g0598100	CCACVL1_08800	57.1429	56.1605
Os07g0598200	CCACVL1_17383	71.7742	71.7742
Os07g0598300	CCACVL1_29918	46.1274	44.3709
Os07g0598400	CCACVL1_06511	51.9849	32.8162
Os07g0598400	CCACVL1_21434	49.9055	51.2621
Os07g0598500	CCACVL1_13049	41.502	42.0842
Os07g0598500	CCACVL1_13051	43.4783	44.1767
Os07g0598500	CCACVL1_15659	47.4308	26.1438
Os07g0598700	CCACVL1_28832	32.9621	37.8517
Os07g0598700	CCACVL1_28836	10.245	35.6589
Os07g0598800	CCACVL1_06505	19.4774	15.1292
Os07g0598800	CCACVL1_17374	15.2019	12.2371
Os07g0598800	CCACVL1_28828	25.8907	21.8437
Os07g0598900	CCACVL1_06500	63.7363	33.526
Os07g0599000	CCACVL1_06494	54.8957	54.8957
Os07g0599201	CCACVL1_06498	38.1323	47.343
Os07g0599201	CCACVL1_08099	3.89105	22.7273
Os07g0599500	CCACVL1_10335	36.5385	61.7886
Os07g0599500	CCACVL1_10337	49.0385	27.6423
Os07g0599500	CCACVL1_10338	49.0385	27.4194
Os07g0599500	CCACVL1_10339	38.4615	17.094
Os07g0599500	CCACVL1_10340	37.5	16.7742
Os07g0599500	CCACVL1_24347	39.9038	15.87
Os07g0599600	CCACVL1_10335	28.8973	61.7886
Os07g0599600	CCACVL1_10337	46.3878	33.0623
Os07g0599600	CCACVL1_10338	47.1483	33.3333
Os07g0599600	CCACVL1_10339	33.0798	18.5897
Os07g0599600	CCACVL1_10340	36.1217	20.4301
Os07g0599600	CCACVL1_24347	34.6008	17.3996
Os07g0600400	CCACVL1_17348	62.844	62.844
Os07g0601000	CCACVL1_13477	42.0118	41.1594
Os07g0601000	CCACVL1_13478	43.1953	44.2424
Os07g0601000	CCACVL1_13479	46.7456	45.9302
Os07g0601000	CCACVL1_19171	30.7692	38.2353
Os07g0601000	CCACVL1_21854	43.4911	42.1203
Os07g0601000	CCACVL1_21855	43.1953	41.7143
Os07g0601000	CCACVL1_21856	43.4911	42.6087
Os07g0601000	CCACVL1_21857	45.5621	22.6138
Os07g0601100	CCACVL1_13477	43.2836	42.029
Os07g0601100	CCACVL1_13478	44.4776	45.1515
Os07g0601100	CCACVL1_13479	48.9552	47.6744
Os07g0601100	CCACVL1_19171	33.1343	40.8088
Os07g0601100	CCACVL1_21854	46.8657	44.9857
Os07g0601100	CCACVL1_21855	44.7761	42.8571
Os07g0601100	CCACVL1_21856	46.2687	44.9275
Os07g0601100	CCACVL1_21857	45.9701	22.6138
Os07g0601600	CCACVL1_17061	48.5366	26.9648
Os07g0601900	CCACVL1_13477	38.3929	24.9275
Os07g0601900	CCACVL1_13478	33.4821	22.7273
Os07g0601900	CCACVL1_13479	44.1964	28.7791
Os07g0601900	CCACVL1_19171	34.8214	28.6765
Os07g0601900	CCACVL1_21854	41.9643	26.9341
Os07g0601900	CCACVL1_21855	42.4107	27.1429
Os07g0601900	CCACVL1_21856	42.8571	27.8261
Os07g0601900	CCACVL1_21857	43.3036	14.2438
Os07g0602000	CCACVL1_13477	42.0588	41.4493
Os07g0602000	CCACVL1_13478	43.5294	44.8485
Os07g0602000	CCACVL1_13479	47.3529	46.8023
Os07g0602000	CCACVL1_19171	31.1765	38.9706
Os07g0602000	CCACVL1_21854	45.5882	44.4126
Os07g0602000	CCACVL1_21855	45.5882	44.2857
Os07g0602000	CCACVL1_21856	45.5882	44.9275
Os07g0602000	CCACVL1_21857	45.5882	22.7606
Os07g0602050	CCACVL1_13477	26.8012	26.9565
Os07g0602050	CCACVL1_13478	26.2248	27.5758
Os07g0602050	CCACVL1_13479	31.1239	31.3953
Os07g0602050	CCACVL1_19171	19.0202	24.2647
Os07g0602050	CCACVL1_21854	29.683	29.5129
Os07g0602050	CCACVL1_21855	28.8184	28.5714
Os07g0602050	CCACVL1_21856	30.2594	30.4348
Os07g0602050	CCACVL1_21857	30.5476	15.5653
Os07g0602100	CCACVL1_06489	37.2881	6.50888
Os07g0602100	CCACVL1_17347	32.2034	5.57185
Os07g0602600	CCACVL1_28852	40.3361	34.5324
Os07g0602700	CCACVL1_21998	50.1845	48.5714
Os07g0602900	CCACVL1_17335	29.4671	37.751
Os07g0602900	CCACVL1_28861	25.3918	23.5465
Os07g0603100	CCACVL1_06475	26.8893	33.6264
Os07g0603100	CCACVL1_16008	16.1687	27.4627
Os07g0603100	CCACVL1_17334	30.9315	38.8521
Os07g0603100	CCACVL1_24153	13.7083	37.1429
Os07g0603100	CCACVL1_28863	33.0404	41.3187
Os07g0603200	CCACVL1_08593	58.7074	55.2365
Os07g0603300	CCACVL1_04546	28.5106	25.6705
Os07g0603300	CCACVL1_22568	31.9149	27.7521
Os07g0603600	CCACVL1_04548	67.3835	48.9583
Os07g0603600	CCACVL1_06471	62.724	40.8879
Os07g0603700	CCACVL1_06468	56	56.7568
Os07g0603900	CCACVL1_22561	43.6214	42.2311
Os07g0604000	CCACVL1_06465	61.7857	65.0376
Os07g0604300	CCACVL1_04362	72.6457	71.2088
Os07g0604300	CCACVL1_22559	74.2152	72.4289
Os07g0604300	CCACVL1_25864	16.1435	43.6364
Os07g0604400	CCACVL1_04361	66.0754	70.283
Os07g0604400	CCACVL1_22558	63.4146	62.8571
Os07g0604500	CCACVL1_11795	66.8161	69.6262
Os07g0604500	CCACVL1_20957	68.1614	64.6809
Os07g0604500	CCACVL1_24302	18.8341	37.8378
Os07g0604550	CCACVL1_11795	58.046	47.1963
Os07g0604550	CCACVL1_20957	57.4713	42.5532
Os07g0604550	CCACVL1_24302	17.2414	27.027
Os07g0604600	CCACVL1_04994	61.0526	67.4419
Os07g0604700	CCACVL1_04994	57.8947	63.9535
Os07g0604800	CCACVL1_19095	88.2514	89.4737
Os07g0605800	CCACVL1_26694	38.1924	22.9825
Os07g0605800	CCACVL1_29848	28.5714	39.5161
Os07g0606400	CCACVL1_26694	30	20
Os07g0606400	CCACVL1_29848	23.1579	35.4839
Os07g0606500	CCACVL1_29059	43.0657	20.4683
Os07g0606800	CCACVL1_07393	24.5232	36.8852
Os07g0606800	CCACVL1_07395	38.6921	20.5797
Os07g0606800	CCACVL1_29745	34.0599	38.2263
Os07g0606800	CCACVL1_29748	37.0572	40.2367
Os07g0607300	CCACVL1_11254	42.1384	38.1766
Os07g0607400	CCACVL1_11255	46.2963	40.7609
Os07g0607500	CCACVL1_08893	41.4634	41.9753
Os07g0607500	CCACVL1_26200	45.7317	47.7707
Os07g0607700	CCACVL1_01777	45.1505	35.5263
Os07g0607700	CCACVL1_02495	29.097	43.0693
Os07g0607700	CCACVL1_02496	42.8094	46.8864
Os07g0607700	CCACVL1_02500	40.8027	44.5255
Os07g0607700	CCACVL1_02560	41.1371	47.8599
Os07g0607700	CCACVL1_03942	35.786	44.5833
Os07g0607700	CCACVL1_18332	24.7492	41.573
Os07g0607700	CCACVL1_22386	31.4381	45.8537
Os07g0608200	CCACVL1_18766	33.8816	35.8885
Os07g0608200	CCACVL1_20692	37.8289	34.7432
Os07g0608300	CCACVL1_20691	70.625	64.2045
Os07g0608400	CCACVL1_18767	72.3022	79.7619
Os07g0608500	CCACVL1_20702	88.8412	87.7119
Os07g0608700	CCACVL1_11995	87.5	87.5
Os07g0608800	CCACVL1_20854	59.6401	38.861
Os07g0609000	CCACVL1_20707	31.8008	32.1705
Os07g0609766	CCACVL1_12202	51.6878	53.4935
Os07g0609766	CCACVL1_27641	52.5316	50.1006
Os07g0611600	CCACVL1_21488	19.9029	30.8271
Os07g0612500	CCACVL1_18735	13.8824	33.5227
Os07g0613200	CCACVL1_14472	81.5069	81.5069
Os07g0613200	CCACVL1_22424	23.9726	31.5315
Os07g0613300	CCACVL1_01603	10.5102	63.5802
Os07g0613300	CCACVL1_18732	39.4898	48.5571
Os07g0613500	CCACVL1_18731	50.5308	52.193
Os07g0613500	CCACVL1_20728	12.7389	46.1538
Os07g0613500	CCACVL1_20832	50.3185	54.8611
Os07g0613800	CCACVL1_18724	33.3333	38.9937
Os07g0613800	CCACVL1_20741	32.7957	40.6667
Os07g0613800	CCACVL1_20830	29.0323	38.2979
Os07g0614000	CCACVL1_20742	48.5014	25.7971
Os07g0614100	CCACVL1_20744	51.7787	53.252
Os07g0614300	CCACVL1_18721	46.5909	21.8375
Os07g0614300	CCACVL1_20747	36.3636	19.8758
Os07g0614400	CCACVL1_18715	35.2542	26.8734
Os07g0614500	CCACVL1_08412	21.8341	49.505
Os07g0614700	CCACVL1_14326	41.791	21.5385
Os07g0615000	CCACVL1_15065	38.7454	6.92156
Os07g0615200	CCACVL1_18774	30.3279	28.0303
Os07g0615200	CCACVL1_20758	27.0492	27.2727
Os07g0615400	CCACVL1_18775	68.1499	62.851
Os07g0615400	CCACVL1_20759	67.2131	68.4964
Os07g0616000	CCACVL1_18802	37.0696	35.6087
Os07g0616200	CCACVL1_00348	70.4142	81.3212
Os07g0616200	CCACVL1_18792	55.0296	59.3617
Os07g0616500	CCACVL1_01761	61.2022	29.5905
Os07g0616500	CCACVL1_18786	63.388	61.0526
Os07g0616500	CCACVL1_18787	62.5683	62.9121
Os07g0616500	CCACVL1_18790	47.541	60.2076
Os07g0616600	CCACVL1_18812	73.4426	74.4186
Os07g0616800	CCACVL1_20774	65.6863	56.3025
Os07g0616800	CCACVL1_20778	75	75.9305
Os07g0616900	CCACVL1_20790	66.4502	63.4298
Os07g0617700	CCACVL1_20815	46.798	45.8937
Os07g0617800	CCACVL1_18833	84.8024	51.9553
Os07g0618400	CCACVL1_18851	56.694	55.7047
Os07g0618500	CCACVL1_06463	56.2393	64.3836
Os07g0618600	CCACVL1_20811	47.8114	52.7881
Os07g0619100	CCACVL1_13997	41.4933	40.4052
Os07g0619500	CCACVL1_13955	31.307	26.893
Os07g0619500	CCACVL1_16940	34.3465	27.9703
