Gene stable ID	Dioscorea rotundata gene stable ID	%id. target Dioscorea rotundata gene identical to query gene	%id. query gene identical to target Dioscorea rotundata gene
Os08g0169300	Dr13581	41.9476	31.4607
Os08g0169300	Dr13584	22.8464	21.1806
Os08g0169300	Dr13618	35.206	30.9211
Os08g0169300	Dr20597	40.824	30.5322
Os08g0169700	Dr00689	58.4195	44.7185
Os08g0169800	Dr07499	59.0406	59.9251
Os08g0171000	Dr07496	54.7988	52.6786
Os08g0171333	Dr12427	24.6835	14.2336
Os08g0171600	Dr00693	72.9437	27.9436
Os08g0172200	Dr16134	63.1737	62.9851
Os08g0173700	Dr02553	26.8571	29.9363
Os08g0173700	Dr02569	25.1429	36.0656
Os08g0173700	Dr07907	35.4286	38.2716
Os08g0173700	Dr08041	36.5714	40.7643
Os08g0173700	Dr14163	36.5714	18.2857
Os08g0173700	Dr14164	34.2857	32.6087
Os08g0173700	Dr14165	36	41.4474
Os08g0173700	Dr15858	36	25.9259
Os08g0173700	Dr21331	34.8571	37.6543
Os08g0173700	Dr22016	32	51.3761
Os08g0173700	Dr22017	36	41.7219
Os08g0174100	Dr09722	20.3666	24.57
Os08g0174100	Dr09723	25.4582	28.8018
Os08g0174100	Dr09725	13.6456	20.3647
Os08g0174100	Dr09726	21.5886	28.3422
Os08g0174100	Dr09727	20.7739	41.6327
Os08g0174300	Dr09722	15.7556	12.0393
Os08g0174300	Dr09723	36.3344	26.0369
Os08g0174300	Dr09725	36.6559	34.6505
Os08g0174300	Dr09726	22.8296	18.984
Os08g0174300	Dr09727	12.5402	15.9184
Os08g0174500	Dr09728	29.9663	45.8763
Os08g0174700	Dr00698	88.4615	88.4615
Os08g0174700	Dr07487	91.0256	90.5901
Os08g0175000	Dr03143	39.3258	41.791
Os08g0175200	Dr00701	24.9554	36.5535
Os08g0175300	Dr00705	57.3088	51.9298
Os08g0175600	Dr00705	47.0175	23.5088
Os08g0176100	Dr00704	58.5139	57.622
Os08g0176200	Dr00698	81.407	51.9231
Os08g0176200	Dr07487	82.9146	52.6316
Os08g0176800	Dr07484	85.3801	82.4859
Os08g0176800	Dr12417	85.3801	83.908
Os08g0176900	Dr07485	32.1337	42.0875
Os08g0177300	Dr01181	0.397141	0.846024
Os08g0177300	Dr14727	39.3963	25.9686
Os08g0177300	Dr20907	2.22399	7.77778
Os08g0177600	Dr09790	55.8824	42.8773
Os08g0177700	Dr12922	78.7037	85.8586
Os08g0177800	Dr13660	46.7236	22.8095
Os08g0178100	Dr09794	62.8	76.5854
Os08g0178300	Dr04120	53.6232	49.6644
Os08g0178500	Dr00821	47.7778	42.1569
Os08g0178500	Dr19506	37.7778	22.6667
Os08g0178500	Dr19507	46.6667	33.871
Os08g0178500	Dr19508	41.1111	26.0563
Os08g0178500	Dr19510	45.5556	46.0674
Os08g0178700	Dr00819	51.1952	69.4595
Os08g0179400	Dr03664	20.4142	15.4018
Os08g0179900	Dr19851	38	30.7278
Os08g0180000	Dr00855	71.8157	65.1106
Os08g0180300	Dr14591	53.1068	51.5066
Os08g0180400	Dr02940	51.8987	21.466
Os08g0187500	Dr04352	34.0491	15.5245
Os08g0187500	Dr14705	33.7423	15.2355
Os08g0187700	Dr00896	38.208	36.989
Os08g0187800	Dr04354	76.4858	28.3525
Os08g0187800	Dr14855	71.5762	66.1098
Os08g0187900	Dr00906	45.0172	48.1618
Os08g0188000	Dr16469	62.8809	65.9884
Os08g0188900	Dr14777	64.3836	62.9464
Os08g0188900	Dr14778	66.21	65.6109
Os08g0189100	Dr14777	66.0633	65.1786
Os08g0189100	Dr14778	67.8733	67.8733
Os08g0189200	Dr14777	60.8889	61.1607
Os08g0189200	Dr14778	60	61.086
Os08g0189300	Dr14777	62.5	62.5
Os08g0189300	Dr14778	61.6071	62.4434
Os08g0189400	Dr14777	69.1964	69.1964
Os08g0189400	Dr14778	68.75	69.6833
Os08g0189500	Dr14777	68	68.3036
Os08g0189500	Dr14778	67.1111	68.3258
Os08g0189600	Dr14777	67.1111	67.4107
Os08g0189600	Dr14778	67.1111	68.3258
Os08g0189700	Dr14777	68.3036	68.3036
Os08g0189700	Dr14778	67.8571	68.7783
Os08g0189850	Dr14777	67.8571	67.8571
Os08g0189850	Dr14778	67.4107	68.3258
Os08g0189900	Dr14777	69.1964	69.1964
Os08g0189900	Dr14778	68.3036	69.2308
Os08g0190100	Dr14777	66.0714	66.0714
Os08g0190100	Dr14778	67.8571	68.7783
Os08g0190700	Dr14020	41.9899	35.6734
Os08g0190800	Dr16464	72.9167	86.4198
Os08g0191000	Dr13194	74.9451	76.8018
Os08g0191200	Dr18330	71.3473	70.9434
Os08g0191433	Dr06540	6.0528	70.6767
Os08g0191433	Dr06543	10.2382	53.7162
Os08g0191600	Dr14036	96.6667	97.479
Os08g0191700	Dr03597	79.1096	35.814
Os08g0191800	Dr13538	56.3025	57.4286
Os08g0192200	Dr13012	23.1579	8
Os08g0192800	Dr17269	38.0457	32.3322
Os08g0192900	Dr02137	47.9021	37.3297
Os08g0197700	Dr02857	54.4503	49.1726
Os08g0197700	Dr20612	54.712	71.453
Os08g0198000	Dr20796	31.405	12.3377
Os08g0198000	Dr20797	2.47934	1.46341
Os08g0198700	Dr04754	72.8571	13.6364
Os08g0199300	Dr02250	82.9949	35.9341
Os08g0199400	Dr15104	41.7661	46.7914
Os08g0200100	Dr15104	46.7822	50.5348
Os08g0200500	Dr14800	62.8726	48.7395
Os08g0201700	Dr09341	24.2775	11.2903
Os08g0202300	Dr02212	43.6153	39.7882
Os08g0202300	Dr02213	21.0614	19.9686
Os08g0202300	Dr02215	27.8607	23.8976
Os08g0203201	Dr09341	20	6.45161
Os08g0203300	Dr02214	41.4868	58.6441
Os08g0203400	Dr02212	34.082	52.7988
Os08g0203400	Dr02213	34.082	54.8742
Os08g0203400	Dr02215	39.1602	57.0413
Os08g0203600	Dr02212	32.2289	32.3752
Os08g0203600	Dr02213	52.8614	55.1887
Os08g0203600	Dr02215	58.5843	55.3343
Os08g0203700	Dr02212	33.9198	52.4962
Os08g0203700	Dr02213	34.3109	55.1887
Os08g0203700	Dr02215	38.5142	56.0455
Os08g0203900	Dr04469	75.1462	73.639
Os08g0204632	Dr16071	41.1392	65
Os08g0204800	Dr02599	31.0606	63.0769
Os08g0204800	Dr14761	40.1515	71.6216
Os08g0205200	Dr09801	0.840336	1.02041
Os08g0205300	Dr00384	45.4082	47.0899
Os08g0205500	Dr09807	25.1101	10.4587
Os08g0206600	Dr14733	79.2013	79.732
Os08g0207000	Dr02577	89.0909	27.0718
Os08g0207000	Dr05720	85.4545	22.5962
Os08g0207500	Dr16049	7.07071	35.8974
Os08g0207800	Dr14029	20.49	20.3091
Os08g0207800	Dr14034	22.7171	23.3945
Os08g0207800	Dr14044	23.608	18.9624
Os08g0208200	Dr14029	14.4654	5.07726
Os08g0208200	Dr14034	17.6101	6.42202
Os08g0208200	Dr14044	22.6415	6.44007
Os08g0223700	Dr16449	53.352	8.14846
Os08g0223766	Dr16449	50.5353	10.0683
Os08g0223833	Dr16449	70.3557	15.1877
Os08g0224100	Dr03190	76.0192	42.2104
Os08g0224100	Dr14865	77.458	78.0193
Os08g0224200	Dr17249	44.7496	42.3547
Os08g0224300	Dr17248	51.0539	52.1531
Os08g0224700	Dr17258	79.4326	71.1434
Os08g0224800	Dr17260	70.2326	62.6556
Os08g0225100	Dr04962	34.8837	13.7615
Os08g0225100	Dr07903	34.8837	31.6901
Os08g0225100	Dr09563	43.4109	22.1344
Os08g0225100	Dr17268	67.4419	31.295
Os08g0226166	Dr10526	33.6788	40.8805
Os08g0226166	Dr19459	30.5699	33.5227
Os08g0230000	Dr03221	40.1099	31.7391
Os08g0230000	Dr14902	37.9121	38.3333
Os08g0230100	Dr03225	48.0519	7.95699
Os08g0230200	Dr03225	75.1553	78.0645
Os08g0230300	Dr08574	57.8125	51.0848
Os08g0230500	Dr13513	59.6226	60.3053
Os08g0230800	Dr07214	32.3974	26.2697
Os08g0230800	Dr07215	0	0
Os08g0230800	Dr07216	28.2937	17.6312
Os08g0230800	Dr07217	26.5659	16.4879
Os08g0230800	Dr07218	20.3024	15.4098
Os08g0231400	Dr14777	62.0536	62.0536
Os08g0231400	Dr14778	62.0536	62.8959
Os08g0234000	Dr03233	81.2245	81.5574
Os08g0234000	Dr17286	82.0408	83.0579
Os08g0235800	Dr03109	27.3256	41.7778
Os08g0236400	Dr07214	29.5218	24.8687
Os08g0236400	Dr07215	0	0
Os08g0236400	Dr07216	25.7796	16.6891
Os08g0236400	Dr07217	24.948	16.0858
Os08g0236400	Dr07218	17.8794	14.0984
Os08g0237200	Dr01286	83.3795	66.8889
Os08g0237200	Dr12715	86.9806	30.8448
Os08g0237200	Dr18179	76.1773	82.5826
Os08g0237200	Dr21223	89.1967	89.1967
Os08g0238200	Dr15170	46.0145	52.6971
Os08g0238500	Dr15170	43.1138	29.8755
Os08g0239000	Dr15721	36.6667	45.8333
Os08g0239300	Dr15170	46.3878	50.6224
Os08g0239900	Dr10180	33.6111	32.3529
Os08g0239900	Dr10182	34.4444	34.9296
Os08g0240000	Dr10180	34.7701	32.3529
Os08g0240000	Dr10182	35.9195	35.2113
Os08g0240600	Dr12997	59.2025	55.942
Os08g0240800	Dr12994	69.9476	69.8015
Os08g0241800	Dr03385	52.9032	25.7457
Os08g0241800	Dr14484	71.2903	35.6452
Os08g0242700	Dr12987	55.6122	37.5862
Os08g0242700	Dr17307	56.6327	34.9057
Os08g0242900	Dr17309	77.8895	72.9412
Os08g0243100	Dr03284	50.3145	26.8908
Os08g0243500	Dr03285	72.043	74.6815
Os08g0243500	Dr21499	23.5023	81.383
Os08g0243500	Dr21889	51.1521	72.549
Os08g0243600	Dr03286	72.9167	73.2218
Os08g0243866	Dr16509	53.87	33.5907
Os08g0243900	Dr17310	56.7863	55.7427
Os08g0244100	Dr13586	28.8089	30.3207
Os08g0244400	Dr17315	53.6481	43.1034
Os08g0245200	Dr05521	56.5603	58.6397
Os08g0245200	Dr13588	60.461	57.6014
Os08g0245400	Dr17317	61.2667	58.6931
Os08g0246400	Dr20149	25.9843	37.0787
Os08g0248700	Dr03294	41.7722	39.8792
Os08g0248900	Dr17324	79.6703	84.7953
Os08g0248900	Dr20877	81.8681	92.5466
Os08g0249100	Dr17326	52.4126	54.3103
Os08g0249100	Dr20875	42.7621	55.0321
Os08g0249200	Dr03292	26.3959	30.2326
Os08g0249200	Dr13599	27.9188	43.3071
Os08g0249900	Dr05985	46.0674	35.0427
Os08g0249900	Dr05986	42.6966	34.2342
Os08g0249900	Dr05987	45.3184	34.375
Os08g0249900	Dr05988	45.6929	34.957
Os08g0249900	Dr05989	45.6929	34.957
Os08g0249900	Dr05990	47.191	36.1032
Os08g0250900	Dr14570	29.321	37.3526
Os08g0254500	Dr11060	74.1007	71.5278
Os08g0254600	Dr03303	51.0264	48.4006
Os08g0254600	Dr14564	50.2933	47.6389
Os08g0254900	Dr06422	52.3659	50.7645
Os08g0254900	Dr20987	42.5868	49.6324
Os08g0258200	Dr01201	8.88889	52.381
Os08g0258200	Dr03307	59.3939	58.2178
Os08g0258200	Dr03884	26.4646	61.5023
Os08g0258200	Dr10331	10.101	45.8716
Os08g0260000	Dr03308	39.7959	30.4688
Os08g0261100	Dr05045	55.7789	42.5287
Os08g0262500	Dr01500	35	35
Os08g0262500	Dr20425	37.8846	38.0309
Os08g0263000	Dr01500	28.8	27.6923
Os08g0263000	Dr20425	31.2	30.1158
Os08g0264700	Dr01500	27.3649	15.5769
Os08g0264700	Dr20425	27.027	15.444
Os08g0265500	Dr14551	48.6188	5.26001
Os08g0266300	Dr17338	62.7907	59.8101
Os08g0266400	Dr02625	33.4635	21.3988
Os08g0266400	Dr02627	29.5573	30.429
Os08g0266400	Dr02628	5.33854	10.1737
Os08g0266400	Dr02691	12.6302	14.1194
Os08g0266400	Dr02692	32.1615	12.7123
Os08g0266400	Dr02693	28.776	21.6031
Os08g0266400	Dr02697	34.5052	22.8448
Os08g0266400	Dr02699	27.9948	22.8967
Os08g0266400	Dr02700	33.724	22.3661
Os08g0266400	Dr02702	5.07812	11.3703
Os08g0266400	Dr02704	29.1667	28.035
Os08g0266400	Dr02705	35.8073	22.2672
Os08g0266400	Dr02707	32.4219	23.5572
Os08g0266400	Dr02708	31.1198	22.2948
Os08g0266400	Dr02709	34.6354	23.4982
Os08g0266400	Dr02722	34.1146	22.2034
Os08g0266400	Dr02724	34.375	24.5353
Os08g0266400	Dr03896	33.9844	22.8747
Os08g0266400	Dr13728	32.8125	15.0628
Os08g0266400	Dr13729	18.6198	36.2944
Os08g0266600	Dr17339	54.2373	53.9326
Os08g0267300	Dr03334	47.9008	53.5181
Os08g0268900	Dr00958	36.2205	6.92771
Os08g0269000	Dr02546	22.7586	14.6018
Os08g0269800	Dr02558	45.8064	23.127
Os08g0270200	Dr02568	49.7585	45.5752
Os08g0270400	Dr15601	56.9079	52.5836
Os08g0270800	Dr03357	35.2423	43.4783
Os08g0272000	Dr14524	38.75	36.9048
Os08g0272000	Dr14525	38.75	36.9048
Os08g0272200	Dr02571	48.1149	49.8141
Os08g0274700	Dr09929	72.6804	73.057
Os08g0276000	Dr06459	41.9643	6.57343
Os08g0276100	Dr20315	59.9147	62.4444
Os08g0276200	Dr10359	35.5191	24.2537
Os08g0276400	Dr14518	58.4039	55.7737
Os08g0277300	Dr10180	33.0623	32.6203
Os08g0277300	Dr10182	33.8753	35.2113
Os08g0277900	Dr02262	70.2586	69.9571
Os08g0277900	Dr10465	81.4655	81.1159
Os08g0278600	Dr10372	60.4167	9.96564
Os08g0278600	Dr10373	30.2083	10.6227
Os08g0278900	Dr14512	72.8111	73.1481
Os08g0278966	Dr10779	91.954	82.4742
Os08g0280600	Dr10351	49.6429	29.0188
Os08g0280600	Dr21131	49.6429	29.0188
Os08g0282400	Dr08598	63.3218	75.3086
Os08g0282500	Dr10376	46.8271	47.4501
Os08g0285200	Dr10376	37.9098	41.02
Os08g0285600	Dr10377	52.2427	43.6123
Os08g0285600	Dr13524	52.5066	44.921
Os08g0288200	Dr13525	71.6024	60.9672
Os08g0288400	Dr10476	50.3726	53.0612
Os08g0288500	Dr22695	30.6075	22.7826
Os08g0289266	Dr07071	24.3243	21.9512
Os08g0289400	Dr16509	42.803	21.8147
Os08g0290000	Dr00308	41.3151	40.4617
Os08g0290100	Dr13527	39.2092	38.3871
Os08g0290400	Dr14488	44.1048	46.9767
Os08g0290700	Dr05252	37.3333	39.886
Os08g0290700	Dr05254	35.4667	21.8033
Os08g0290700	Dr09044	22.4	33.0709
Os08g0290700	Dr13581	39.7333	41.8539
Os08g0290700	Dr13584	26.6667	34.7222
Os08g0290700	Dr13618	33.6	41.4474
Os08g0290700	Dr20597	39.2	41.1765
Os08g0292600	Dr13528	54.4342	61.8056
Os08g0292900	Dr10379	85.782	62.8472
Os08g0292900	Dr13529	85.3081	45.6853
Os08g0295100	Dr03395	40.7767	16.2162
Os08g0295300	Dr03388	68.8591	71.7483
Os08g0296900	Dr11477	49.8708	54.9075
Os08g0297800	Dr10180	39.7015	35.5615
Os08g0297800	Dr10182	40.597	38.3099
Os08g0298700	Dr14296	11.4919	39.3103
Os08g0298700	Dr14297	40.3226	46.083
Os08g0298700	Dr20016	42.9436	40.5714
Os08g0298700	Dr20017	22.9839	35.1852
Os08g0298700	Dr20018	39.1129	38.0392
Os08g0299000	Dr01005	74.8322	64.8256
Os08g0299400	Dr11314	72.7941	54.797
Os08g0301500	Dr01002	72.5141	72.8558
Os08g0301500	Dr13544	69.9812	71.7308
Os08g0304900	Dr01001	52.8117	50.5855
Os08g0305300	Dr01000	46.9548	49.076
Os08g0307400	Dr10037	62.757	63.4474
Os08g0308300	Dr10993	45.7447	12.5
Os08g0308300	Dr16410	43.0851	11.7052
Os08g0308700	Dr05757	52.0833	49.505
Os08g0310500	Dr13027	25.9542	10.3976
Os08g0314800	Dr00962	61.0606	65.316
Os08g0314800	Dr13562	70.6061	71.4724
Os08g0318500	Dr04385	35.1607	38.2716
Os08g0320000	Dr13538	60.5714	30.2857
Os08g0320100	Dr15344	10.8571	39.1753
Os08g0320100	Dr16947	61.1429	59.61
Os08g0320100	Dr16948	54.5714	52.7624
Os08g0320200	Dr07426	53.3424	59.6947
Os08g0320200	Dr07427	60.9823	59.3625
Os08g0320200	Dr16945	64.6658	64.8427
Os08g0320300	Dr16944	46.1538	26.087
Os08g0320400	Dr07449	45.4545	24.6479
Os08g0320800	Dr07453	45.7831	18.0952
Os08g0322600	Dr16889	56.4593	59.1479
Os08g0322600	Dr16997	40.1914	41.3793
Os08g0323000	Dr05761	69.1415	45.7055
Os08g0323266	Dr05761	15.3846	1.84049
Os08g0323400	Dr15627	51.6129	40.7273
Os08g0323600	Dr16952	50.4147	50.2757
Os08g0323700	Dr16975	83.0131	83.5198
Os08g0324300	Dr05981	17.7778	13.7931
Os08g0325134	Dr05981	15.0895	16.954
Os08g0326300	Dr03872	7.39958	29.661
Os08g0326400	Dr09848	92.2481	92.2481
Os08g0326400	Dr11267	93.7984	93.7984
Os08g0326400	Dr11268	42.2481	52.9126
Os08g0326600	Dr05338	11.2132	33.1522
Os08g0326600	Dr16713	8.27206	42.0561
Os08g0326700	Dr07431	50.6347	16.1566
Os08g0327100	Dr04802	65.0078	53.5211
Os08g0327200	Dr04932	49.3857	50.1247
Os08g0327400	Dr07386	80.8	78.7013
Os08g0327700	Dr04930	38	45.6
Os08g0331900	Dr01485	49.5727	15.2766
Os08g0331900	Dr01486	44.4444	15.7576
Os08g0332600	Dr07824	21.0396	21.6561
Os08g0332600	Dr07827	25	20.0198
Os08g0332600	Dr13520	10.6436	15.1675
Os08g0332600	Dr16522	23.1436	12.0879
Os08g0332600	Dr16523	8.29208	25.283
Os08g0332600	Dr16528	23.3911	22.6891
Os08g0332800	Dr14620	69.161	60.8782
Os08g0333000	Dr14620	2.5641	1.99601
Os08g0333100	Dr07401	41.9958	42.437
Os08g0334900	Dr11664	38.0872	38.2799
Os08g0335500	Dr00077	27.0479	28.135
Os08g0335500	Dr06150	24.4204	51.634
Os08g0335500	Dr15247	28.7481	28.0967
Os08g0335600	Dr10707	40.6863	45.6044
Os08g0337700	Dr13234	58.9499	73.5119
Os08g0337800	Dr11221	35.307	39.0777
Os08g0338200	Dr17320	59.4371	55.4869
Os08g0338600	Dr03094	21.7573	22.6087
Os08g0338700	Dr04843	48.2315	44.1176
Os08g0338700	Dr12947	51.7685	25.1562
Os08g0338900	Dr07413	61.8102	62.6398
Os08g0338900	Dr16961	63.7969	55.7915
Os08g0339200	Dr16928	15.1899	64
Os08g0339200	Dr16935	70.5696	63.5328
Os08g0340900	Dr09718	57.5092	58.8015
Os08g0341700	Dr04820	41.7582	49.5345
Os08g0341700	Dr12974	46.6248	49.1722
Os08g0341700	Dr12981	34.5369	48.3517
Os08g0342300	Dr07415	61.2026	61.7623
Os08g0342300	Dr16962	59.4728	59.6694
Os08g0342400	Dr21120	76.1129	64.8474
Os08g0343300	Dr03870	69.0476	68.6021
Os08g0344100	Dr08094	71.6157	69.3446
Os08g0344100	Dr17177	65.2838	67.191
Os08g0344600	Dr15287	33.6609	85.0932
Os08g0345500	Dr12904	77.0506	73.5833
Os08g0345800	Dr13668	81.9066	79.434
Os08g0346400	Dr07425	66.6667	68.6192
Os08g0346500	Dr07423	56.6775	54.375
Os08g0347500	Dr21270	45.8746	48.0969
Os08g0357000	Dr10010	55.0769	51.8841
Os08g0358800	Dr14942	22.2222	20.2703
Os08g0359100	Dr17179	58.3871	67.5373
Os08g0359200	Dr17179	64.1936	74.2537
Os08g0359300	Dr15876	57.4906	52.6587
Os08g0359600	Dr00592	72.8972	50
Os08g0360000	Dr16160	65.9091	72.5
Os08g0361000	Dr18899	39.8964	9.56522
Os08g0363800	Dr05451	56.5217	34.8993
Os08g0363800	Dr14787	59.7826	28.7958
Os08g0365800	Dr13055	18.3838	31.058
Os08g0365900	Dr09572	38.7097	48.5106
Os08g0365900	Dr09573	11.0357	64.3564
Os08g0365900	Dr19057	61.1205	41.9092
Os08g0366000	Dr06377	89.0042	88.9119
Os08g0366000	Dr10347	88.5892	87.4104
Os08g0366100	Dr01293	80.2817	80.2817
Os08g0368000	Dr13244	71.7391	22.9565
Os08g0369200	Dr08219	64.3836	62.4288
Os08g0369300	Dr08218	58.5	26.8966
Os08g0369400	Dr21654	38.806	9.89848
Os08g0369700	Dr05451	55.4217	61.745
Os08g0369700	Dr14787	55.4217	48.1675
Os08g0374000	Dr09623	56.9536	56.9536
Os08g0374100	Dr06908	63.7931	80.8743
Os08g0374100	Dr09989	48.7069	71.9745
Os08g0374400	Dr11889	40.3599	46.8657
Os08g0374800	Dr01254	65.1961	76
Os08g0374800	Dr06362	66.4216	71.8833
Os08g0374900	Dr14135	43.7768	50
Os08g0375500	Dr01671	38.4615	43.0464
Os08g0375500	Dr01675	22.4852	35.8491
Os08g0375500	Dr01677	34.3195	38.1579
Os08g0375500	Dr01679	35.503	39.4737
Os08g0375500	Dr19203	30.1775	32.0755
Os08g0375700	Dr01671	38.4615	43.0464
Os08g0375700	Dr01675	22.4852	35.8491
Os08g0375700	Dr01677	34.3195	38.1579
Os08g0375700	Dr01679	35.503	39.4737
Os08g0375700	Dr19203	30.7692	32.7044
Os08g0375800	Dr09107	53.4483	53.913
Os08g0376500	Dr12873	0.384615	0.571429
Os08g0376500	Dr12874	53.4615	61.5044
Os08g0376500	Dr12875	55.3846	35.5556
Os08g0376550	Dr12873	50.2762	52
Os08g0376550	Dr12874	0	0
Os08g0376550	Dr12875	50.2762	22.4691
Os08g0376700	Dr14942	30.5785	25
Os08g0377200	Dr14942	30.5785	25
Os08g0377500	Dr13191	48.4733	55.9471
Os08g0378300	Dr04959	46.3127	24.0429
Os08g0379000	Dr05705	26.4427	32.113
Os08g0379400	Dr08182	68.4615	68.4615
Os08g0380100	Dr00168	50.7177	51.7915
Os08g0380100	Dr00172	46.0925	50.7018
Os08g0380100	Dr00174	47.6874	48.539
Os08g0380100	Dr08176	53.9075	45.4913
Os08g0382400	Dr08172	72.77	70.9382
Os08g0383700	Dr17167	22.1774	34.1615
Os08g0383800	Dr08141	68.4211	68
Os08g0384000	Dr17159	60.2564	60.7759
Os08g0384100	Dr10059	26.6026	17.437
Os08g0385900	Dr15320	31.8996	35.0394
Os08g0385900	Dr18412	36.9176	54.7872
Os08g0386200	Dr05186	31.0345	33.3333
Os08g0386700	Dr09270	62.3907	53.1017
Os08g0386800	Dr09268	71.4976	71.4976
Os08g0386900	Dr05145	60.2667	30.6233
Os08g0387200	Dr17214	58.209	58.4582
Os08g0387500	Dr05081	60	63.4615
Os08g0388900	Dr16889	50.5995	52.8822
Os08g0388900	Dr16997	36.6906	37.6847
Os08g0389300	Dr16889	64.0394	32.5815
Os08g0389300	Dr16997	44.8276	22.4138
Os08g0389700	Dr17214	63.4409	63.1692
Os08g0390000	Dr09360	37.6812	27.5618
Os08g0390100	Dr09373	54.8291	40.6836
Os08g0393600	Dr13042	34.7826	14.0351
Os08g0395300	Dr09424	92.3077	92.3077
Os08g0398400	Dr04174	89.4366	73.1988
Os08g0398700	Dr20399	63.7714	62
Os08g0400300	Dr12212	42.4116	42.3237
Os08g0401500	Dr01452	52.3973	46.2935
Os08g0401500	Dr01454	50	58.1673
Os08g0401500	Dr04209	65.7534	46.7722
Os08g0401800	Dr08081	10.8075	50
Os08g0402600	Dr02052	45.1264	36.8189
Os08g0402800	Dr11754	31.9885	38.676
Os08g0403300	Dr00713	60	60
Os08g0404000	Dr00740	47.5556	47.033
Os08g0404000	Dr00745	50.6667	47.7987
Os08g0404350	Dr02307	66.3636	11.0189
Os08g0404350	Dr17091	64.0909	13.3144
Os08g0405700	Dr07514	52.1951	64.8485
Os08g0406400	Dr09739	76.5273	36.1702
Os08g0406400	Dr12407	75.8842	37.1654
Os08g0407000	Dr00714	67.2101	68.7037
Os08g0407200	Dr14747	74.4068	73.4114
Os08g0408200	Dr00718	53.1532	54.8837
Os08g0408500	Dr00719	41.4286	46.2151
Os08g0408500	Dr07510	46.0714	41.0828
Os08g0409100	Dr07509	70.2703	62.201
Os08g0409100	Dr09744	64.5946	66.3889
Os08g0409100	Dr12393	66.4865	66.129
Os08g0409500	Dr00723	22.5352	24.1206
Os08g0409900	Dr07524	63.9764	63.3528
Os08g0410500	Dr07524	56.3786	53.4113
Os08g0411300	Dr07523	32.7801	31.2871
Os08g0412200	Dr11992	55.1402	53.8813
Os08g0412401	Dr00743	28.1481	17.5115
Os08g0412401	Dr07517	29.2593	25
Os08g0412500	Dr16907	78.5047	87.5
Os08g0412600	Dr13611	82.0423	58.9873
Os08g0412700	Dr07374	33.8624	32.8205
Os08g0412700	Dr07375	23.2804	26.4264
Os08g0412800	Dr07374	32.2078	31.7949
Os08g0412800	Dr07375	23.3766	27.027
Os08g0413100	Dr07374	43.8554	46.6667
Os08g0413100	Dr07375	33.9759	42.3423
Os08g0413200	Dr07374	44.4181	47.9487
Os08g0413200	Dr07375	34.6793	43.8438
Os08g0413500	Dr07374	41.5233	43.3333
Os08g0413500	Dr07375	34.398	42.042
Os08g0414200	Dr16898	34.4633	37.4233
Os08g0414300	Dr16884	33.7209	27.8846
Os08g0416000	Dr13435	41.8338	54.4776
Os08g0416100	Dr07466	60.8696	64.6692
Os08g0416400	Dr07467	44.334	26.2353
Os08g0416900	Dr19846	37.2624	41.8803
Os08g0417000	Dr16767	28.9389	38.7931
Os08g0417100	Dr16767	27.707	37.5
Os08g0420600	Dr07456	78.6116	78.7594
Os08g0420600	Dr16881	82.1764	80.367
Os08g0420700	Dr14313	40.2116	49.3507
Os08g0421100	Dr14311	18.9286	17.4917
Os08g0421800	Dr07460	52.029	56.7141
Os08g0421800	Dr21139	52.029	54.8092
Os08g0421850	Dr14300	22.906	37.1191
Os08g0422000	Dr03097	40.5537	45.7721
Os08g0422000	Dr03098	25.8958	73.2719
Os08g0423500	Dr07769	25.7246	41.5205
Os08g0423500	Dr15128	40.2174	41.7293
Os08g0423500	Dr18623	43.1159	44.9057
Os08g0423600	Dr07769	23.5294	42.1053
Os08g0423600	Dr15128	36.6013	42.1053
Os08g0423600	Dr18623	39.2157	45.283
Os08g0424100	Dr07769	27.234	37.4269
Os08g0424100	Dr15128	44.6809	39.4737
Os08g0424100	Dr18623	43.8298	38.8679
Os08g0424200	Dr02170	81.6129	44.6208
Os08g0424700	Dr04787	45.645	45.1472
Os08g0425000	Dr03179	67.6417	64.5724
Os08g0425200	Dr16763	52.1505	58.0838
Os08g0425500	Dr06758	47.343	41.7021
Os08g0426000	Dr16558	19.8052	32.4468
Os08g0427300	Dr07302	65.0406	56.5371
Os08g0427500	Dr07314	50.2273	46.8717
Os08g0427600	Dr06699	41.9643	28.7023
Os08g0427700	Dr06571	85.0746	86.3636
Os08g0427900	Dr06665	52.0979	52.2807
Os08g0427900	Dr07320	53.1469	57.1429
Os08g0428100	Dr06641	39.7924	29.8701
Os08g0428400	Dr03928	18.267	11.9449
Os08g0428400	Dr07331	21.7799	23.25
Os08g0428800	Dr03927	56.1798	54.0541
Os08g0428900	Dr03925	48.4049	45.6597
Os08g0430000	Dr00540	24.1969	23.107
Os08g0430100	Dr00788	42.5373	42.0664
Os08g0430200	Dr09774	60.8374	53.8126
Os08g0430500	Dr03913	85.9375	84.2912
Os08g0430500	Dr03914	90.625	63.0435
Os08g0430500	Dr09775	89.8438	88.4615
Os08g0430600	Dr00791	31.4465	37.3134
Os08g0430700	Dr07339	73.924	70.8738
Os08g0431100	Dr03902	41.9591	39.5862
Os08g0431200	Dr05864	19.6154	25.0614
Os08g0431300	Dr00795	71.3684	72.4359
Os08g0431500	Dr15220	63.0435	87
Os08g0432500	Dr07347	62.963	35.5401
