Gene stable ID	Cucumis sativus gene stable ID	%id. query gene identical to target Cucumis sativus gene	%id. target Cucumis sativus gene identical to query gene	Cucumis sativus orthology confidence [0 low, 1 high]
Os11g0539500	Csa_7G039280	34.4737	34.9333	
Os11g0539500	Csa_7G039790	37.2549	35.4667	
Os11g0539500	Csa_7G328250	37.8307	38.1333	
Os11g0539500	Csa_7G328260	33.4294	30.9333	
Os11g0539600	Csa_1G002700	17.0526	18.9252	
Os11g0539700	Csa_1G002700	13.8947	20.9524	
Os11g0539800	Csa_6G501960	49.6075	68.6957	
Os11g0540100	Csa_6G501960	66.405	65.6832	
Os11g0540600	Csa_6G089270	30.0733	27.0925	
Os11g0540600	Csa_6G091270	19.1582	29.0749	
Os11g0540800	Csa_6G089270	17.3594	23.7458	
Os11g0540800	Csa_6G091270	9.28882	21.4047	
Os11g0541600	Csa_6G089270	27.3839	23.7792	
Os11g0541600	Csa_6G091270	19.4485	28.4501	
Os11g0542100	Csa_2G270790	22.3048	18.3486	
Os11g0542100	Csa_7G012920	25.4545	21.4067	
Os11g0543300	Csa_6G089270	19.5599	15.7791	
Os11g0543300	Csa_6G091270	14.8041	20.1183	
Os11g0543500	Csa_3G845460	50.8097	56.0268	
Os11g0543800	Csa_3G253510	35.0427	53.9474	
Os11g0543800	Csa_3G253520	0	0	
Os11g0543800	Csa_3G254030	0	0	
Os11g0544000	Csa_3G184030	36.9369	26.6234	
Os11g0544000	Csa_3G184040	24.8677	10.1732	
Os11g0544100	Csa_1G570060	29.8947	29.0389	
Os11g0544200	Csa_2G338870	27.7778	41.1765	
Os11g0544200	Csa_6G411270	36.4621	59.4118	
Os11g0544300	Csa_4G649630	50.2193	49.0364	
Os11g0544500	Csa_3G133280	56.7416	58.2133	
Os11g0544600	Csa_2G232480	37.2951	38.6412	
Os11g0544700	Csa_5G583350	42.0495	46.124	
Os11g0544700	Csa_6G426970	38.2143	41.4729	
Os11g0544800	Csa_2G170810	72.3214	74.4485	
Os11g0545600	Csa_4G641700	45.0479	42.9878	
Os11g0545600	Csa_6G491700	46.9741	49.6951	
Os11g0545700	Csa_6G168260	23.1579	58.0858	
Os11g0545800	Csa_4G554170	53.5912	45.6471	
Os11g0546000	Csa_6G357530	69.8413	7.28477	
Os11g0546100	Csa_4G377710	65.8491	67.8988	
Os11g0546200	Csa_5G346540	66.242	59.0909	
Os11g0546300	Csa_3G214570	58.6563	61.8529	
Os11g0546500	Csa_6G495780	49.0991	45.1346	
Os11g0546600	Csa_1G433610	44.5946	40.2439	
Os11g0546900	Csa_4G094520	81.3688	80.7547	
Os11g0547000	Csa_5G021300	71.0652	70.9524	
Os11g0548600	Csa_7G024010	23.8356	35.0806	
Os11g0549537	Csa_5G023900	34.5324	39.6694	
Os11g0549615	Csa_5G548110	48.2143	55.102	
Os11g0549620	Csa_5G548110	49.4048	50.303	
Os11g0549635	Csa_3G259190	65.2695	19.7464	
Os11g0549650	Csa_6G538090	39.1892	31.7808	
Os11g0549655	Csa_4G046640	56.4655	62.6794	
Os11g0549686	Csa_3G259190	64.6707	23.8938	
Os11g0549690	Csa_6G538090	25.6757	44.7059	
Os11g0549695	Csa_4G046640	56.8966	62.5592	
Os11g0549700	Csa_7G067470	55.2876	62.2129	
Os11g0549900	Csa_4G000570	40.553	43.1373	
Os11g0550800	Csa_3G894500	46.2264	38.5827	
Os11g0550900	Csa_5G166430	33.8912	21.6	
Os11g0551350	Csa_5G166430	10.8787	38.2353	
Os11g0551800	Csa_3G119360	48.1818	50	
Os11g0551800	Csa_5G139240	83.0189	83.0189	
Os11g0551800	Csa_5G139250	53.3333	52.8302	
Os11g0552600	Csa_2G354040	20.9026	47.8261	
Os11g0557500	Csa_6G487750	37.7152	35.2339	
Os11g0557700	Csa_7G076680	57.9365	53.8745	
Os11g0557900	Csa_6G008040	82.963	81.7518	
Os11g0558300	Csa_2G238260	68.0787	68.0787	
Os11g0558400	Csa_1G051850	32.4641	24.269	
Os11g0558400	Csa_1G051860	30.8654	31.2866	
Os11g0558400	Csa_1G051870	32.4357	25.8285	
Os11g0558400	Csa_1G051880	30.543	26.3158	
Os11g0558400	Csa_3G812120	33.9926	26.8031	
Os11g0558900	Csa_1G051850	30.2477	23.5294	
Os11g0558900	Csa_1G051860	31.25	32.9615	
Os11g0558900	Csa_1G051870	31.9461	26.4706	
Os11g0558900	Csa_1G051880	29.7511	26.6734	
Os11g0558900	Csa_3G812120	31.2732	25.6592	
Os11g0559200	Csa_6G011600	40.8738	42.1844	
Os11g0559200	Csa_6G011610	41.4467	42.485	
Os11g0561100	Csa_1G051850	30.3781	24.5263	
Os11g0561100	Csa_1G051860	31.1538	34.1053	
Os11g0561100	Csa_1G051870	31.8237	27.3684	
Os11g0561100	Csa_1G051880	29.7511	27.6842	
Os11g0561100	Csa_3G812120	31.2732	26.6316	
Os11g0562100	Csa_1G025800	35.8779	6.16798	
Os11g0562100	Csa_1G025810	52.5424	16.273	
Os11g0562100	Csa_1G025820	52.5	5.51181	
Os11g0564900	Csa_1G051850	31.9426	24.1617	
Os11g0564900	Csa_1G051860	31.7308	32.5444	
Os11g0564900	Csa_1G051870	33.5373	27.0217	
Os11g0564900	Csa_1G051880	31.1086	27.1203	
Os11g0564900	Csa_3G812120	33.3745	26.6272	
Os11g0565000	Csa_1G051850	29.3351	23.7092	
Os11g0565000	Csa_1G051860	30.4808	33.4036	
Os11g0565000	Csa_1G051870	30.4774	26.2381	
Os11g0565000	Csa_1G051880	28.733	26.765	
Os11g0565000	Csa_3G812120	30.9023	26.3435	
Os11g0565300	Csa_6G350370	19.5876	23.2416	
Os11g0565300	Csa_6G352870	21.5232	19.8777	
Os11g0565300	Csa_6G354370	19.9367	19.2661	
Os11g0565300	Csa_7G219790	22.6481	19.8777	
Os11g0565920	Csa_1G051850	29.4655	21.4218	
Os11g0565920	Csa_1G051860	29.1346	28.7204	
Os11g0565920	Csa_1G051870	29.2534	22.654	
Os11g0565920	Csa_1G051880	27.8281	23.3175	
Os11g0565920	Csa_3G812120	32.2621	24.7393	
Os11g0567800	Csa_5G169040	0.80429	4.05405	
Os11g0568300	Csa_2G237160	48.1132	12.5926	
Os11g0568300	Csa_2G237170	45.1327	12.5926	
Os11g0568300	Csa_2G292760	29.9413	37.7778	
Os11g0568500	Csa_5G638310	72.2973	72.7891	
Os11g0568633	Csa_3G740190	22.6415	57.1429	
Os11g0568700	Csa_3G782790	34.2995	38.7978	
Os11g0568800	Csa_6G011600	38.4466	43.0903	
Os11g0568800	Csa_6G011610	39.0029	43.4168	
Os11g0571900	Csa_3G783840	29.9587	33.7209	
Os11g0572100	Csa_6G426950	62.0868	58.8639	
Os11g0572400	Csa_3G599430	73.9583	73.9583	
Os11g0572500	Csa_1G629730	19.2802	51.3699	
Os11g0572500	Csa_3G783860	21.0243	53.4247	
Os11g0572700	Csa_3G784380	65.9159	74.9147	
Os11g0572800	Csa_3G785430	59.375	58.3493	
Os11g0572900	Csa_7G420880	7.20461	46.5839	
Os11g0573200	Csa_1G025270	14.8276	37.069	
Os11g0573800	Csa_1G572990	23.8489	22.0044	
Os11g0573800	Csa_6G067950	22.9787	23.5294	
Os11g0574200	Csa_1G572990	7.43802	19.2661	
Os11g0574200	Csa_6G067950	9.89362	28.4404	
Os11g0575200	Csa_1G025270	11.2069	41.1392	
Os11g0575500	Csa_4G411390	15.8301	27.7966	
Os11g0575600	Csa_2G023340	50.9278	28.4562	
Os11g0575600	Csa_6G424000	46.6667	29.8387	
Os11g0577300	Csa_7G420880	8.16523	54.4872	
Os11g0577350	Csa_7G420880	4.22671	52.381	
Os11g0578100	Csa_1G572990	30.6966	24.6914	
Os11g0578100	Csa_6G067950	37.0213	33.0484	
Os11g0579800	Csa_4G192120	80.9278	80.102	
Os11g0579900	Csa_1G599460	25.2349	25.2011	
Os11g0579900	Csa_1G599470	29.1605	26.5416	
Os11g0580000	Csa_4G192160	38.3013	51.1777	
Os11g0580800	Csa_3G183320	36.7491	42.1053	
Os11g0581700	Csa_2G222070	37.2727	36.9369	
Os11g0581700	Csa_3G146310	40.9524	38.7387	
Os11g0581900	Csa_2G222100	43.2773	39.9225	
Os11g0581900	Csa_2G223750	47.3029	44.186	
Os11g0582000	Csa_2G011540	30.0469	28.0702	
Os11g0582000	Csa_2G222120	28.6325	29.386	
Os11g0582300	Csa_1G713670	55.9441	48.6027	
Os11g0583200	Csa_3G146650	50.495	44.0922	
Os11g0585700	Csa_6G513440	61.2698	67.4825	
Os11g0585900	Csa_2G229930	69.3258	71.9953	
Os11g0586001	Csa_2G229920	26.5476	44.6894	
Os11g0586100	Csa_2G229920	19.5238	53.5948	
Os11g0586300	Csa_2G215500	44.5596	48.0447	
Os11g0586825	Csa_3G270790	35.4911	37.3239	
Os11g0586825	Csa_5G643360	40.1361	41.5493	
Os11g0586825	Csa_5G643370	38.4058	37.3239	
Os11g0586900	Csa_3G144180	84.6995	84.2391	
Os11g0587000	Csa_2G226860	52.1739	47.482	
Os11g0587300	Csa_2G227860	30.8842	29.5943	
Os11g0587500	Csa_3G078290	38.1057	62.0072	
Os11g0587600	Csa_5G289090	0	0	
Os11g0588100	Csa_3G019970	41.543	30.5677	
Os11g0588100	Csa_5G162040	40	31.441	
Os11g0588300	Csa_4G048540	65.9664	63.8211	
Os11g0591100	Csa_2G011460	90.9574	92.1833	
Os11g0591800	Csa_2G010340	58.871	46.2025	
Os11g0591800	Csa_2G010370	54.8611	50	
Os11g0591800	Csa_2G010380	56.338	50.6329	
Os11g0591800	Csa_2G010390	58.4507	52.5316	
Os11g0592000	Csa_2G010340	65.3226	54	
Os11g0592000	Csa_2G010370	52.0833	50	
Os11g0592000	Csa_2G010380	59.8592	56.6667	
Os11g0592000	Csa_2G010390	60.5634	57.3333	
Os11g0592100	Csa_2G010340	62.0968	50.6579	
Os11g0592100	Csa_2G010370	52.0833	49.3421	
Os11g0592100	Csa_2G010380	57.7465	53.9474	
Os11g0592100	Csa_2G010390	59.8592	55.9211	
Os11g0592200	Csa_2G010340	62.0968	52.7397	
Os11g0592200	Csa_2G010370	53.4722	52.7397	
Os11g0592200	Csa_2G010380	59.1549	57.5342	
Os11g0592200	Csa_2G010390	59.8592	58.2192	
Os11g0592300	Csa_7G378420	36.1526	53.9604	
Os11g0592400	Csa_3G143530	47.1396	46.5011	
Os11g0592700	Csa_3G860330	63.3212	62.8623	
Os11g0592700	Csa_4G090350	21.3675	9.05797	
Os11g0592800	Csa_6G411190	64.4094	68.1667	
Os11g0592900	Csa_2G360630	49.0099	46.4789	
Os11g0593000	Csa_2G119360	55.7312	26.3551	
Os11g0594000	Csa_4G022910	54.191	53.2567	
Os11g0594000	Csa_4G022920	55.5556	54.5977	
Os11g0594200	Csa_3G687770	60.7321	76.0417	
Os11g0595200	Csa_3G134880	61.9377	66.2963	
Os11g0597500	Csa_2G360630	21.7822	15.331	
Os11g0597601	Csa_2G360630	16.8317	13.1783	
Os11g0598700	Csa_1G039120	27.907	71.2871	
Os11g0599500	Csa_4G280530	70.9729	71.4286	
Os11g0600500	Csa_1G033260	24.5098	26.178	
Os11g0600500	Csa_3G825010	20.9524	23.0366	
Os11g0600500	Csa_5G636620	30.5556	28.7958	
Os11g0600700	Csa_1G033230	60.2787	62.2302	
Os11g0600700	Csa_2G100580	54.0453	60.0719	
Os11g0600700	Csa_5G605090	53.2203	56.4748	
Os11g0600900	Csa_3G300600	31.746	61.674	
Os11g0600900	Csa_5G167200	30.1552	59.9119	
Os11g0601500	Csa_1G071180	56.1644	6.73235	
Os11g0601700	Csa_1G009660	29.6154	27.6978	
Os11g0602200	Csa_4G595990	44.3198	38.8684	
Os11g0602300	Csa_1G009650	56.7568	33.4395	
Os11g0602300	Csa_1G033020	54.1176	29.2994	
Os11g0602400	Csa_6G290260	41.637	40.0685	
Os11g0602500	Csa_5G604980	84.264	79.4258	
Os11g0602500	Csa_5G649850	84.264	79.4258	
Os11g0602600	Csa_5G604980	89.3401	90.2564	
Os11g0602600	Csa_5G649850	89.3401	90.2564	
Os11g0602800	Csa_1G032490	48.6301	49.3056	
Os11g0602800	Csa_5G604950	47.3563	47.6852	
Os11g0602900	Csa_2G100010	58.4	31.0638	
Os11g0602900	Csa_2G100030	67.6692	38.2979	
Os11g0603000	Csa_1G032990	36.1446	29.703	
Os11g0603200	Csa_6G487570	68.7237	71.0145	
Os11g0604600	Csa_6G501240	79.257	78.7692	
Os11g0604700	Csa_6G382930	79.2952	78.2609	
Os11g0605500	Csa_4G028450	73.5931	72.9614	
Os11g0606300	Csa_3G824820	15.9509	76.4706	
Os11g0607100	Csa_1G701980	42.8571	46.4978	
Os11g0609600	Csa_2G368950	30.8	38.5	
Os11g0609600	Csa_3G889710	19.1943	40.5	
Os11g0610600	Csa_6G303210	16.4251	7.24947	
Os11g0610700	Csa_5G286070	42.1053	15.8416	
Os11g0610700	Csa_5G286090	40.8163	24.7525	
Os11g0610900	Csa_3G889830	65.4412	69.9411	
Os11g0614800	Csa_7G073750	13.7124	19.1589	
Os11g0614900	Csa_3G207950	23.9609	41.3502	
Os11g0614900	Csa_4G639190	32.1078	55.2743	
Os11g0615000	Csa_2G359960	17.4294	83.2558	
Os11g0615100	Csa_7G450680	34.023	30.5785	
Os11g0615200	Csa_6G008810	44.7005	47.3171	
Os11g0615250	Csa_2G248730	8.91841	42.3423	
Os11g0615700	Csa_1G701940	80.1418	95.3587	
Os11g0615800	Csa_1G597830	88.5294	88.7906	
Os11g0616200	Csa_2G228390	46.2963	36.4078	
Os11g0616300	Csa_3G646600	45.2026	43.002	
Os11g0620000	Csa_4G082300	49.1979	52.8736	
Os11g0620000	Csa_6G522740	50.2857	50.5747	
Os11g0620100	Csa_2G000020	68.3333	65.0794	
Os11g0620100	Csa_3G645950	68.9573	65.9864	
Os11g0620100	Csa_7G448800	68.7204	65.7596	
Os11g0620300	Csa_4G146240	24.2718	22.7273	
Os11g0620500	Csa_2G000010	41.9094	37.1593	
Os11g0621000	Csa_3G006600	57.2993	50.8091	
Os11g0621300	Csa_3G033730	39.0387	35.8064	
Os11g0621400	Csa_7G072820	30.0699	32.8244	
Os11g0621500	Csa_1G595850	63.1579	61.5385	
Os11g0621500	Csa_2G000210	65	55.5556	
Os11g0622800	Csa_5G146280	68.169	68.3616	
Os11g0629200	Csa_4G538580	79.0698	78.2895	
Os11g0629400	Csa_6G366520	54.1667	56.5217	
Os11g0629500	Csa_1G013750	59.661	59.4595	
Os11g0634500	Csa_4G000930	92.8571	92.8571	
Os11g0634500	Csa_4G642380	96.4286	96.4286	
Os11g0634500	Csa_7G071460	48.6239	94.6429	
Os11g0636900	Csa_6G022350	66.9506	68.4669	
Os11g0637300	Csa_6G525270	14.2857	32.5	
Os11g0637300	Csa_6G525290	10.0629	26.6667	
Os11g0637300	Csa_6G525300	11.254	29.1667	
Os11g0637600	Csa_6G111360	22.8995	44.8387	
Os11g0637600	Csa_7G033330	22.7273	41.9355	
Os11g0637600	Csa_7G272110	22.7273	41.9355	
Os11g0637700	Csa_6G110300	59.0336	60.1713	
Os11g0637800	Csa_1G613620	58.4211	59.3583	
Os11g0637800	Csa_3G812100	64.6907	67.1123	
Os11g0638000	Csa_4G291380	32.9986	72.7848	
Os11g0638900	Csa_1G613610	13.1298	47.7778	
Os11g0639000	Csa_7G428150	49.2683	58.3815	
Os11g0640000	Csa_5G165290	22.5115	22.6852	
Os11g0640000	Csa_5G165320	21.2828	22.5309	
Os11g0640800	Csa_5G165290	24.6554	25.9677	
Os11g0640800	Csa_5G165320	24.1982	26.7742	
Os11g0641200	Csa_6G062270	24.2525	40.7821	
Os11g0641500	Csa_4G306850	38.8889	23.7288	
Os11g0641800	Csa_4G306850	38.3333	23.7931	
Os11g0642400	Csa_4G189000	20.7469	11.236	
Os11g0642400	Csa_4G189010	22.9581	23.3708	
Os11g0642400	Csa_4G190020	23.6674	24.9438	
Os11g0642800	Csa_1G571280	59.5978	60.3704	
Os11g0643100	Csa_4G189000	20.332	10.9375	
Os11g0643100	Csa_4G189010	22.7373	22.9911	
Os11g0643100	Csa_4G190020	23.6674	24.7768	
Os11g0643400	Csa_4G643610	40	33.7972	
Os11g0643400	Csa_4G643620	44.9679	41.7495	
Os11g0643400	Csa_4G644120	45.9341	41.5507	
Os11g0643700	Csa_7G448790	24.8873	57.2614	
Os11g0643800	Csa_6G409380	57.2939	58.658	
Os11g0644500	Csa_4G056000	10.3753	25.8242	
Os11g0644700	Csa_1G015640	29.5082	33.75	
Os11g0644700	Csa_2G264060	30.4348	35	
Os11g0645200	Csa_3G257070	62.465	65.7817	
Os11g0645400	Csa_1G015640	30.6011	32.9412	
Os11g0645400	Csa_2G264060	29.8913	32.3529	
Os11g0648000	Csa_1G573610	70.8647	69.1743	
Os11g0648100	Csa_1G573710	18.3835	52.4887	
Os11g0649000	Csa_1G325370	22.0779	1.43339	
Os11g0649000	Csa_1G703040	22.0779	1.43339	
Os11g0649000	Csa_5G262240	20.0321	10.5396	
Os11g0649000	Csa_5G262250	2.27485	6.15514	
Os11g0649000	Csa_5G266850	2.90557	4.04722	
Os11g0649000	Csa_5G266860	18.8333	9.52782	
Os11g0649000	Csa_5G292250	21.564	15.3457	
Os11g0649000	Csa_7G276680	19.7932	11.2985	
Os11g0649000	Csa_7G291110	17.7196	9.69646	
Os11g0649000	Csa_7G291120	19.2893	3.20405	
Os11g0655800	Csa_3G152050	52.0891	51.0929	
Os11g0655800	Csa_6G073490	52.454	46.7213	
Os11g0655900	Csa_3G152080	54.902	51.8519	
Os11g0655900	Csa_3G152090	59.8039	56.4815	
Os11g0655900	Csa_6G198280	56.8627	53.7037	
Os11g0655900	Csa_6G199280	47.1154	45.3704	
Os11g0655900	Csa_7G230940	48.5714	47.2222	
Os11g0655900	Csa_7G394080	45.6311	43.5185	
Os11g0655900	Csa_7G394580	48.0392	45.3704	
Os11g0655900	Csa_7G394610	40.3846	38.8889	
Os11g0656000	Csa_3G152080	54.902	51.3761	
Os11g0656000	Csa_3G152090	54.902	51.3761	
Os11g0656000	Csa_6G198280	54.902	51.3761	
Os11g0656000	Csa_6G199280	50	47.7064	
Os11g0656000	Csa_7G230940	49.5238	47.7064	
Os11g0656000	Csa_7G394080	46.6019	44.0367	
Os11g0656000	Csa_7G394580	46.0784	43.1193	
Os11g0656000	Csa_7G394610	40.3846	38.5321	
Os11g0656400	Csa_3G152080	53.9216	50.4587	
Os11g0656400	Csa_3G152090	55.8824	52.2936	
Os11g0656400	Csa_6G198280	55.8824	52.2936	
Os11g0656400	Csa_6G199280	50.9615	48.6239	
Os11g0656400	Csa_7G230940	48.5714	46.789	
Os11g0656400	Csa_7G394080	45.6311	43.1193	
Os11g0656400	Csa_7G394580	46.0784	43.1193	
Os11g0656400	Csa_7G394610	39.4231	37.6147	
Os11g0656700	Csa_3G152080	53.9216	50.4587	
Os11g0656700	Csa_3G152090	54.902	51.3761	
Os11g0656700	Csa_6G198280	54.902	51.3761	
Os11g0656700	Csa_6G199280	50.9615	48.6239	
Os11g0656700	Csa_7G230940	49.5238	47.7064	
Os11g0656700	Csa_7G394080	46.6019	44.0367	
Os11g0656700	Csa_7G394580	47.0588	44.0367	
Os11g0656700	Csa_7G394610	37.5	35.7798	
Os11g0657100	Csa_7G394660	73.7864	73.0769	
Os11g0657200	Csa_4G001660	55	55.2124	
Os11g0657300	Csa_4G623900	88.5246	62.7907	
Os11g0657400	Csa_6G005160	52.7514	19.8713	
Os11g0657400	Csa_6G006180	48.9465	21.5868	
Os11g0657400	Csa_6G006190	44.9409	24.446	
Os11g0658800	Csa_3G165090	56.674	57.6837	
Os11g0658900	Csa_6G314110	12.3824	38.5366	
Os11g0659200	Csa_3G164460	33.8028	32	
Os11g0659200	Csa_6G319750	30.6452	25.3333	
Os11g0659400	Csa_1G265100	34.5745	37.0722	
Os11g0659500	Csa_1G397120	61.7788	60.4706	
Os11g0659500	Csa_2G005370	58.8095	58.1176	
Os11g0659500	Csa_7G440560	32.1429	10.5882	
Os11g0660000	Csa_4G001820	64.2458	65.9656	
Os11g0660300	Csa_1G590260	71.6511	71.2074	
Os11g0660500	Csa_1G569310	80.9524	80.9524	
Os11g0660500	Csa_3G154390	77.9762	77.9762	
Os11g0661000	Csa_4G001680	54.0098	47.6879	
Os11g0661200	Csa_4G496260	40.6282	45.1577	
Os11g0661300	Csa_1G039930	69.5238	66.5653	
Os11g0661400	Csa_7G396400	18.2306	84.6473	
Os11g0663100	Csa_2G033350	17	12.9524	
Os11g0664500	Csa_2G033350	18.25	13.4686	
Os11g0664800	Csa_2G033350	16.25	11.9705	
Os11g0667400	Csa_3G782780	4.53109	39.4495	
Os11g0667400	Csa_6G426930	5.0171	40.367	
Os11g0668300	Csa_2G033350	20	13.1796	
Os11g0668650	Csa_2G033350	10.75	27.3885	
Os11g0669100	Csa_2G033350	20.5	13.2686	
Os11g0669200	Csa_1G071180	38.3562	5.46875	
Os11g0670700	Csa_3G077720	74.8	74.2064	
Os11g0671000	Csa_1G075000	62.963	54.4	
Os11g0671000	Csa_6G518000	60	57.6	
Os11g0672700	Csa_2G033360	58.2524	61.2245	
Os11g0672900	Csa_1G561930	29.6675	34.1176	
Os11g0672900	Csa_2G033880	27.8037	35	
Os11g0673000	Csa_2G033910	40.7025	38.2524	
Os11g0673100	Csa_7G407560	65.7277	66.3507	
Os11g0673200	Csa_4G003600	50.8453	58.8855	
Os11g0673200	Csa_6G309980	50.6493	58.7349	
Os11g0673200	Csa_7G407600	50.7772	59.0361	
Os11g0677425	Csa_4G050800	5.56213	22.381	
Os11g0677500	Csa_4G050800	20.2367	32.0225	
Os11g0679700	Csa_7G412840	40.7749	40.6998	
Os11g0680200	Csa_3G215600	28.7823	39.7452	
Os11g0681400	Csa_1G071180	65.7534	10.596	
Os11g0683500	Csa_6G324840	66.0938	65.3787	
Os11g0683600	Csa_1G181260	41.8367	48.8095	
Os11g0683600	Csa_1G555620	52.7397	45.8333	
Os11g0683600	Csa_2G034670	43.8503	48.8095	
Os11g0683600	Csa_5G029450	42.5414	45.8333	
Os11g0683700	Csa_7G414390	42.8198	33.8144	
Os11g0683800	Csa_7G414390	43.6031	33.2008	
Os11g0685700	Csa_3G119700	17.2107	30.2083	
Os11g0685700	Csa_3G354510	13.9344	26.5625	
Os11g0685700	Csa_4G051470	14.6479	27.0833	
Os11g0685700	Csa_7G328830	18.2432	28.125	
Os11g0689300	Csa_4G615760	58.7571	59.6844	
Os11g0689400	Csa_1G004090	1.52672	1.55039	
Os11g0689500	Csa_1G004310	7.18232	22.7571	
Os11g0689650	Csa_1G004310	4.69613	9.81241	
Os11g0691800	Csa_1G470370	1.25786	0.350263	
Os11g0692500	Csa_1G470370	34.5912	10.7843	
Os11g0693800	Csa_1G560680	48.9362	79.6154	
Os11g0693900	Csa_6G000640	7.03839	39.6907	
Os11g0695000	Csa_1G470370	35.2201	10.9804	
Os11g0695800	Csa_1G470370	1.88679	0.580271	
Os11g0695900	Csa_6G000640	46.3437	45.8824	
Os11g0696200	Csa_1G560680	90.7801	90.7801	
Os11g0696400	Csa_6G522730	54.085	40.5637	
Os11g0696900	Csa_7G058630	43.2927	24.3568	
Os11g0700500	Csa_1G482740	30.6818	22.7848	
Os11g0700500	Csa_6G303240	47.8947	38.3966	
Os11g0702700	Csa_1G481730	53.3505	52.9412	
Os11g0702700	Csa_5G180900	54.0816	54.2199	
Os11g0703400	Csa_1G595810	84.7534	84.375	
Os11g0703400	Csa_7G450570	81.8182	80.3571	
Os11g0703600	Csa_1G505940	27.9851	30.3644	
Os11g0703600	Csa_5G512960	34.0557	44.5344	
Os11g0703600	Csa_6G191280	32.2034	38.4615	
Os11g0704000	Csa_2G379100	34.8837	36.5854	
Os11g0704300	Csa_5G623700	50.8806	49.2424	
Os11g0704600	Csa_1G522000	48.4663	50.2119	
Os11g0704600	Csa_5G181480	51.2472	47.8814	
Os11g0704700	Csa_5G181460	40.9091	22.8963	
Os11g0704800	Csa_1G523040	56.9191	58.2888	
Os11g0704800	Csa_3G734200	51.4286	57.754	
Os11g0705200	Csa_1G523610	36.3897	36.7052	
Os11g0705200	Csa_3G734180	36.9737	40.6069	
Os11g0705200	Csa_6G190300	34.9515	36.4162	
Os11g0705900	Csa_1G523610	33.6676	36.6044	
Os11g0705900	Csa_3G734180	33.6842	39.8754	
Os11g0705900	Csa_6G190300	32.3162	36.2928	
Os11g0706100	Csa_4G296120	48.0263	57.4803	
Os11g0706200	Csa_1G523610	29.9427	35.2445	
Os11g0706200	Csa_3G734180	29.4737	37.774	
Os11g0706200	Csa_6G190300	30.6519	37.2681	
Os11g0706600	Csa_3G734085	54.6512	55.7312	
Os11g0706600	Csa_4G296200	63.1579	61.6601	
Os11g0706600	Csa_6G008660	60.5691	58.8933	
Os11g0707000	Csa_5G182730	75.6208	77.3672	
Os11g0707000	Csa_6G008680	72.9958	79.9076	
Os11g0707000	Csa_6G188680	54.4262	76.6744	
Os11g0707050	Csa_5G182730	5.64334	34.7222	
Os11g0707050	Csa_6G008680	11.8143	77.7778	
Os11g0707050	Csa_6G188680	4.7541	40.2778	
Os11g0707100	Csa_5G182730	17.833	39.5	
Os11g0707100	Csa_6G008680	16.6667	39.5	
Os11g0707100	Csa_6G188680	13.6066	41.5	
Os11g0707300	Csa_5G183770	37.4046	20	
Os11g0707600	Csa_1G524750	71.7557	70.6767	
Os11g0707700	Csa_1G525280	72.449	57.2581	
Os11g0707900	Csa_3G732510	20.9192	29.2035	
Os11g0707900	Csa_4G307960	20.6186	30.9735	
Os11g0707900	Csa_6G187980	18.087	23.0089	
Os11g0708400	Csa_3G731220	62.5	55.7692	
Os11g0708400	Csa_5G202360	70.3125	69.2308	
Os11g0708500	Csa_3G731210	80.8442	68.595	
Os11g0708500	Csa_6G185290	77.5641	66.6667	
Os11g0708600	Csa_3G636420	52.5424	71.1281	
Os12g0100200	Csa_1G502880	25.4476	23.5503	
Os12g0100200	Csa_1G503390	24.9373	23.5503	
Os12g0100200	Csa_4G294940	23.3702	22.4852	
Os12g0100500	Csa_1G058140	51.4196	49.0964	
Os12g0100500	Csa_5G179220	53.481	50.9036	
Os12g0101600	Csa_6G301060	35.7513	29.4872	
Os12g0101800	Csa_6G301020	46.0794	71.2575	
Os12g0102100	Csa_1G077240	28.4553	54.9738	
Os12g0102200	Csa_5G503600	69.434	71.0425	
Os12g0102350	Csa_6G289720	40.678	40.1674	
Os12g0102500	Csa_3G736770	62.6493	62.6493	
Os12g0102600	Csa_3G736820	49.8641	52.6542	
Os12g0102700	Csa_6G298490	13.6401	20.3931	
Os12g0102900	Csa_1G088460	23.0347	31.4214	
Os12g0102900	Csa_6G290800	20.6406	28.9277	
Os12g0102900	Csa_6G290810	19.798	24.4389	
Os12g0103000	Csa_5G623530	50.5481	62.3123	
Os12g0103300	Csa_6G293930	51.3761	54.902	
Os12g0103500	Csa_6G289720	9.32203	6.48968	
Os12g0103580	Csa_6G289720	27.9661	21.9269	
Os12g0104300	Csa_1G531700	35.5536	34.9867	
Os12g0104300	Csa_6G011680	43.0862	19.0434	
Os12g0104300	Csa_6G011690	29.4509	15.6776	
Os12g0104400	Csa_1G532210	67.1159	64.6753	
Os12g0104700	Csa_6G011700	46.8813	51.2088	
Os12g0104766	Csa_6G011710	33.7341	87.3702	
Os12g0104800	Csa_6G011710	5.87842	72.1311	
Os12g0104900	Csa_3G588520	49.6454	46.9799	
Os12g0104900	Csa_5G571560	47.5862	46.3087	
Os12g0105200	Csa_2G302060	61.8358	53.3333	
Os12g0105200	Csa_5G453720	36.4865	11.25	
Os12g0105300	Csa_5G577430	47.6134	42.9494	
Os12g0105300	Csa_5G608280	63.9311	67.9225	
Os12g0105700	Csa_6G406550	44.9627	46.2572	
