Gene stable ID	Sorghum bicolor gene stable ID	%id. target Sorghum bicolor gene identical to query gene	%id. query gene identical to target Sorghum bicolor gene
Os08g0113200	SORBI_3007G014800	72.315	71.9715
Os08g0113300	SORBI_3007G014900	72.1698	55.6364
Os08g0113400	SORBI_3007G015400	65.6325	58.2627
Os08g0113800	SORBI_3007G016400	78.1182	78.1182
Os08g0113900	SORBI_3007G016500	51.8519	33.9394
Os08g0114100	SORBI_3007G016600	77.3946	75.0929
Os08g0114200	SORBI_3007G017300	73.4226	76.494
Os08g0114300	SORBI_3007G017500	78.2682	76.7055
Os08g0115200	SORBI_3007G017700	83.0571	78.5714
Os08g0115800	SORBI_3007G018100	84.1897	50.8353
Os08g0116400	SORBI_3007G018200	81.7881	80.1948
Os08g0116500	SORBI_3007G018300	82.7273	83.4862
Os08g0116566	SORBI_3007G018400	88.6686	9.22759
Os08g0116700	SORBI_3007G018400	71.9852	11.4387
Os08g0116800	SORBI_3002G386300	88.5496	88.8889
Os08g0116900	SORBI_3007G018500	81.4433	82.0779
Os08g0117000	SORBI_3007G018700	77.9874	77.9874
Os08g0117100	SORBI_3007G018900	57.9937	60.0649
Os08g0117200	SORBI_3007G019000	87.3418	91.3907
Os08g0117200	SORBI_3007G019400	86.7089	90.7285
Os08g0117300	SORBI_3007G019000	98.0132	98.0132
Os08g0117300	SORBI_3007G019400	96.6887	96.6887
Os08g0117400	SORBI_3007G019501	93.9189	93.9189
Os08g0117700	SORBI_3007G019600	73.5043	73.8197
Os08g0117800	SORBI_3007G019700	73.2121	73.5688
Os08g0117900	SORBI_3007G019800	67.0732	62.3229
Os08g0118000	SORBI_3007G020300	80.6452	76.3359
Os08g0118100	SORBI_3007G020700	80.4989	80.1354
Os08g0118500	SORBI_3007G020800	69.7248	75.2475
Os08g0118500	SORBI_3007G020900	70.6422	76.2376
Os08g0118500	SORBI_3007G022400	70.6422	73.3333
Os08g0118900	SORBI_3007G022600	71.2375	71.7172
Os08g0119000	SORBI_3007G022700	81.4554	80.8858
Os08g0119100	SORBI_3007G022800	34.6895	41.2214
Os08g0119200	SORBI_3007G022800	28.5047	15.5216
Os08g0119300	SORBI_3007G022800	24.4131	13.2316
Os08g0119500	SORBI_3007G022900	88.5246	38.8489
Os08g0119700	SORBI_3007G023100	46.8927	56.2712
Os08g0119800	SORBI_3007G023300	62.9268	63.5468
Os08g0120000	SORBI_3007G023400	92.8571	92.3295
Os08g0120200	SORBI_3007G023600	74.7948	79.5511
Os08g0120500	SORBI_3007G023700	87.0112	85.1093
Os08g0120900	SORBI_3007G021000	46.8132	41.7647
Os08g0120900	SORBI_3007G023900	41.3187	41.8708
Os08g0121275	SORBI_3007G021000	52	12.7451
Os08g0121275	SORBI_3007G023900	43.2	12.0267
Os08g0121400	SORBI_3007G024200	59.5041	45.5696
Os08g0121400	SORBI_3007G024400	61.157	43.5294
Os08g0121800	SORBI_3007G024200	65	65.8228
Os08g0121800	SORBI_3007G024400	46.875	44.1176
Os08g0121900	SORBI_3007G024500	81.3356	80.7823
Os08g0122000	SORBI_3007G024700	84.1085	82.0416
Os08g0123400	SORBI_3007G024800	37.3016	53.4091
Os08g0123900	SORBI_3001G073800	68.5358	28.9855
Os08g0124000	SORBI_3001G073800	66.1333	65.3491
Os08g0124100	SORBI_3001G073800	67.6289	43.2148
Os08g0124500	SORBI_3001G073800	63.1657	56.2582
Os08g0124600	SORBI_3001G073800	56.0784	56.5217
Os08g0124700	SORBI_3001G073800	59.5703	40.1845
Os08g0125200	SORBI_3001G073800	68.4982	49.2754
Os08g0125800	SORBI_3001G073800	62.3626	59.8155
Os08g0126300	SORBI_3007G025400	93.1751	93.1751
Os08g0126300	SORBI_3010G262466	59.0504	89.6396
Os08g0126300	SORBI_3010G262500	93.1751	93.1751
Os08g0126700	SORBI_3001G323701	65.2961	63.52
Os08g0127100	SORBI_3004G306900	78.9709	77.7533
Os08g0127100	SORBI_3007G025600	85.2349	85.426
Os08g0127100	SORBI_3007G025700	87.6957	85.2174
Os08g0127100	SORBI_3007G025800	81.4318	78.4483
Os08g0127100	SORBI_3007G025900	79.1946	68.8716
Os08g0127100	SORBI_3007G092400	81.6555	80.9313
Os08g0127500	SORBI_3007G026100	81.5217	86.2069
Os08g0127600	SORBI_3007G026200	82.5939	80.6667
Os08g0127700	SORBI_3007G026300	91.0448	91.215
Os08g0127800	SORBI_3001G035450	12.0623	43.0556
Os08g0127800	SORBI_3007G026400	39.6887	43.2203
Os08g0128000	SORBI_3007G026600	78.7805	78.9731
Os08g0128200	SORBI_3007G026700	84.6791	84.6791
Os08g0128300	SORBI_3007G026800	84.4444	34.9425
Os08g0128500	SORBI_3004G008400	94.6809	94.6809
Os08g0128700	SORBI_3007G082500	31.6216	32.7731
Os08g0128900	SORBI_3007G027500	42.9363	32.7004
Os08g0129200	SORBI_3006G228000	69.0355	63.2558
Os08g0129400	SORBI_3007G077600	12.7551	22.7273
Os08g0129500	SORBI_3007G027700	67.5978	63.0208
Os08g0129600	SORBI_3007G027900	86.0465	88.2058
Os08g0129700	SORBI_3001G400000	93.5961	93.3661
Os08g0129900	SORBI_3007G028500	57.5758	49.2228
Os08g0130000	SORBI_3007G028600	84.3683	82.0833
Os08g0130100	SORBI_3007G028700	68.7075	63.125
Os08g0130300	SORBI_3007G028900	69.6241	67.5912
Os08g0130400	SORBI_3007G029300	70.6714	35.9066
Os08g0130500	SORBI_3007G029400	87.4608	87.4608
Os08g0130500	SORBI_3009G229400	86.5204	86.5204
Os08g0130600	SORBI_3007G029700	84.8674	82.6748
Os08g0130900	SORBI_3007G030100	63.9626	89.9123
Os08g0131000	SORBI_3007G030000	79.0801	78.4978
Os08g0131100	SORBI_3007G029900	90.4762	90.3042
Os08g0132500	SORBI_3010G047600	43.2	12.357
Os08g0133000	SORBI_3006G258300	68.5185	70.0758
Os08g0133700	SORBI_3006G258300	69.2593	70.8333
Os08g0135100	SORBI_3007G030700	89.4286	86.2259
Os08g0135300	SORBI_3007G030800	63.3094	11.1392
Os08g0135400	SORBI_3007G030900	81.2968	79.902
Os08g0135500	SORBI_3007G031000	58.5938	77.3196
Os08g0135600	SORBI_3007G031100	82.3529	35.2201
Os08g0135800	SORBI_3007G031600	58.3507	59.2789
Os08g0135900	SORBI_3007G032000	85.138	84.2437
Os08g0136100	SORBI_3007G032100	77.1974	74.4472
Os08g0136300	SORBI_3001G418200	60.7273	60.5072
Os08g0136500	SORBI_3001G418200	55.3571	56.1594
Os08g0136700	SORBI_3001G418200	60.9489	60.5072
Os08g0136800	SORBI_3001G418200	59.058	59.058
Os08g0137100	SORBI_3007G032400	88.5638	67.6829
Os08g0137100	SORBI_3007G032500	70.2128	58.7973
Os08g0137200	SORBI_3001G536000	91.8736	91.8736
Os08g0137250	SORBI_3007G032400	65.2361	61.7886
Os08g0137250	SORBI_3007G032500	55.3648	57.461
Os08g0137300	SORBI_3007G033200	74.8479	73.0693
Os08g0137400	SORBI_3007G033300	52.2989	53.2164
Os08g0137400	SORBI_3007G033400	51.1494	52.6627
Os08g0138500	SORBI_3007G033800	83.004	84
Os08g0138600	SORBI_3007G033900	71.5942	71.8023
Os08g0138600	SORBI_3007G039856	71.5942	71.8023
Os08g0138700	SORBI_3007G034100	87.788	88.3991
Os08g0138700	SORBI_3007G039828	66.8203	88.9571
Os08g0138900	SORBI_3007G034300	65.8537	64.2857
Os08g0139000	SORBI_3007G034400	80.8511	81.4286
Os08g0139100	SORBI_3007G034500	78.1659	79.5556
Os08g0140300	SORBI_3007G035000	66.1479	82.3245
Os08g0140300	SORBI_3007G035300	83.8521	82.7255
Os08g0140300	SORBI_3007G035500	86.3813	85.5491
Os08g0140500	SORBI_3007G035000	63.6711	80.6295
Os08g0140500	SORBI_3007G035300	84.7036	85.0288
Os08g0140500	SORBI_3007G035500	83.5564	84.2004
Os08g0140600	SORBI_3002G396900	13.5266	9.7561
Os08g0140700	SORBI_3002G396900	25.0804	27.1777
Os08g0141000	SORBI_3002G396900	25.7778	40.4181
Os08g0141300	SORBI_3007G035600	79.8283	79.1489
Os08g0141400	SORBI_3007G035700	86.2745	53.012
Os08g0142500	SORBI_3007G036400	43.5897	44.7368
Os08g0142900	SORBI_3007G036400	43.6842	43.6842
Os08g0143150	SORBI_3007G036600	42.1801	42.5837
Os08g0143300	SORBI_3001G282800	67.8511	69.9826
Os08g0143400	SORBI_3007G036700	75.8847	76.0841
Os08g0143500	SORBI_3007G036800	87.5536	83.7782
Os08g0143600	SORBI_3007G036900	70.2602	74.2633
Os08g0143700	SORBI_3007G037000	81.4286	80.5085
Os08g0144000	SORBI_3007G037100	68.9295	68.9295
Os08g0144100	SORBI_3002G419700	80.6122	79.397
Os08g0148267	SORBI_3007G037900	73.3831	78.4574
Os08g0148566	SORBI_3006G253100	35.2201	34.891
Os08g0148566	SORBI_3006G253500	34.9057	34.472
Os08g0150700	SORBI_3001G375400	52.8428	42.3592
Os08g0150800	SORBI_3007G039400	80.9645	84.1689
Os08g0151000	SORBI_3007G039200	71.0914	71.9403
Os08g0151300	SORBI_3007G039100	64.0668	65.1558
Os08g0151400	SORBI_3003G018600	96.875	70.4545
Os08g0151600	SORBI_3007G038800	62.9032	69.3333
Os08g0151700	SORBI_3007G038700	65.3584	65.3584
Os08g0151800	SORBI_3007G038600	88.7984	86.5079
Os08g0151900	SORBI_3007G038500	59.5349	41.5584
Os08g0152000	SORBI_3007G039600	76.0656	78.1145
Os08g0152100	SORBI_3007G039600	82.5472	58.9226
Os08g0152300	SORBI_3003G413800	70.0214	62.5239
Os08g0152400	SORBI_3003G413800	80.6202	19.8853
Os08g0152500	SORBI_3007G041300	75	75
Os08g0152600	SORBI_3007G041400	68.9751	62.406
Os08g0152700	SORBI_3007G041500	75.5605	71.5499
Os08g0152800	SORBI_3007G042300	86.1111	83.3333
Os08g0152900	SORBI_3007G042400	74.7292	33.6312
Os08g0153000	SORBI_3007G042600	87.6894	36.746
Os08g0153600	SORBI_3004G255300	62.5974	78.7582
Os08g0154000	SORBI_3007G043200	74.5033	73.5294
Os08g0154225	SORBI_3007G023800	70.4202	42.4519
Os08g0154225	SORBI_3007G050400	83.0252	46.516
Os08g0154250	SORBI_3007G043300	70.5	83.7624
Os08g0154300	SORBI_3007G043400	88.7218	89.8477
Os08g0154600	SORBI_3007G043500	77.6201	73.9085
Os08g0154700	SORBI_3004G156400	98.9247	98.9247
Os08g0154700	SORBI_3007G043600	100	100
Os08g0154900	SORBI_3007G043700	82.6923	80.914
Os08g0155000	SORBI_3007G043900	78.8396	78.8396
Os08g0155000	SORBI_3010G247400	85.6655	85.6655
Os08g0155100	SORBI_3007G044400	78.0591	76.7635
Os08g0155400	SORBI_3007G044300	86.4762	75.5408
Os08g0155700	SORBI_3005G131800	52.459	1.70394
Os08g0155700	SORBI_3007G044100	57.377	1.88476
Os08g0156000	SORBI_3007G045100	76.3158	69.8795
Os08g0156000	SORBI_3007G045300	61.8421	55.2941
Os08g0156100	SORBI_3007G045100	71.4286	66.2651
Os08g0156100	SORBI_3007G045300	62.3377	56.4706
Os08g0156600	SORBI_3007G045500	88.3768	88.0239
Os08g0156700	SORBI_3007G045600	86.0082	85.6557
Os08g0156800	SORBI_3007G045700	98.3051	97.479
Os08g0156900	SORBI_3007G046000	83.6364	84.2932
Os08g0157000	SORBI_3007G046100	89.8477	91.2371
Os08g0157100	SORBI_3007G046200	83.8137	59.0625
Os08g0157400	SORBI_3007G046400	72.1591	67.1958
Os08g0157500	SORBI_3007G047300	80.7065	82.0442
Os08g0157600	SORBI_3007G047400	75.3825	72.5569
Os08g0157700	SORBI_3007G047500	53.6585	60.8696
Os08g0157800	SORBI_3007G047600	43.7326	44.1011
Os08g0157900	SORBI_3007G047700	57.2016	62.8012
Os08g0158400	SORBI_3007G048600	76.5125	74.6528
Os08g0158500	SORBI_3007G048700	65.7825	62.6263
Os08g0158900	SORBI_3002G411400	67.1706	62.0758
Os08g0158900	SORBI_3007G049800	68.2505	69.1466
Os08g0158900	SORBI_3010G089100	31.5335	81.1111
Os08g0159000	SORBI_3007G049900	68.9231	70.4403
Os08g0159100	SORBI_3007G050000	82.7338	83.9416
Os08g0159500	SORBI_3007G050100	76.087	97.9021
Os08g0159700	SORBI_3007G050200	87.5433	84.8993
Os08g0159800	SORBI_3007G050300	74.6594	73.8544
Os08g0159900	SORBI_3007G023800	66.1582	70.3141
Os08g0159900	SORBI_3007G050400	85.3194	84.275
Os08g0160000	SORBI_3001G529000	88.843	88.843
Os08g0160300	SORBI_3007G050500	75.3623	69.1489
Os08g0160500	SORBI_3007G050600	88.4454	87.6171
Os08g0161100	SORBI_3007G048700	34.8416	19.4444
Os08g0161500	SORBI_3007G050800	81.7481	86.8852
Os08g0161700	SORBI_3007G051000	69.2308	73.6364
Os08g0161750	SORBI_3007G051100	69.5122	42.8571
Os08g0161800	SORBI_3007G051200	86.8327	78.2051
Os08g0161900	SORBI_3007G051300	90.9357	90.6706
Os08g0162000	SORBI_3007G051400	85.8209	39.0492
Os08g0162033	SORBI_3003G388700	86.1386	87.4372
Os08g0162100	SORBI_3007G051700	92.4095	92.0035
Os08g0162200	SORBI_3001G117600	75.7009	76.5595
Os08g0162400	SORBI_3003G148000	51.4286	49.3671
Os08g0162400	SORBI_3005G051050	12.5275	45.2381
Os08g0162400	SORBI_3007G052000	36.4835	40.7862
Os08g0162400	SORBI_3007G052201	20.8791	45.8937
Os08g0162500	SORBI_3007G052300	53.5294	50.838
Os08g0162600	SORBI_3007G052400	85.3846	66.4671
Os08g0162700	SORBI_3007G052600	58.1633	58.1633
Os08g0162800	SORBI_3007G052700	87.9121	87.9121
Os08g0163100	SORBI_3001G013400	47.234	49.2239
Os08g0163100	SORBI_3001G016200	49.7872	51.3158
Os08g0163100	SORBI_3001G016201	38.0851	47.4801
Os08g0163200	SORBI_3007G053500	85	55.3488
Os08g0163300	SORBI_3007G053600	50.3311	57.1429
Os08g0163400	SORBI_3007G053800	83.693	69.8
Os08g0163500	SORBI_3007G054100	67.8815	67.2686
Os08g0163600	SORBI_3007G054200	40.1961	45.5556
Os08g0163600	SORBI_3007G054300	15.0327	30.0654
Os08g0163800	SORBI_3010G037701	11.2245	15.0685
Os08g0164100	SORBI_3008G088300	36.1949	28.0072
Os08g0164100	SORBI_3K024800	34.8028	35.2941
Os08g0165800	SORBI_3002G038200	52.1912	40.4321
Os08g0166400	SORBI_3007G054400	66.8663	39.6919
Os08g0167000	SORBI_3007G054500	77.1466	77.9706
Os08g0167249	SORBI_3007G054600	41.7143	41.0112
Os08g0167400	SORBI_3007G054900	68.6106	70.5467
Os08g0167500	SORBI_3002G198000	73.1225	70.0758
Os08g0167500	SORBI_3007G055000	58.498	52.4823
Os08g0167800	SORBI_3007G055500	67.3352	43.4381
Os08g0167800	SORBI_3007G055600	68.1948	43.5101
Os08g0167800	SORBI_3007G055700	69.341	44.4037
Os08g0168000	SORBI_3007G055500	65.2921	70.2403
Os08g0168000	SORBI_3007G055600	63.9175	68.0073
Os08g0168000	SORBI_3007G055700	66.1512	70.6422
Os08g0168400	SORBI_3007G055500	65.0307	39.1867
Os08g0168400	SORBI_3007G055600	63.4969	37.8428
Os08g0168400	SORBI_3007G055700	65.3374	39.0826
Os08g0168700	SORBI_3004G122700	55.8266	42.3868
Os08g0168700	SORBI_3004G186600	63.4146	46.8
Os08g0168700	SORBI_3007G055900	67.4797	47.2486
Os08g0169300	SORBI_3002G077700	51.6854	34.9367
Os08g0169300	SORBI_3002G079500	50.5618	35.6201
Os08g0169300	SORBI_3004G083401	44.9438	38.7097
Os08g0169300	SORBI_3004G083500	49.4382	36.1644
Os08g0169600	SORBI_3007G056100	61.5385	21.7687
Os08g0169700	SORBI_3007G056200	78.6626	59.852
Os08g0169800	SORBI_3007G056300	73.0627	75.8621
Os08g0170900	SORBI_3007G056500	84.9521	84.1463
Os08g0171000	SORBI_3007G056600	76.7802	73.1563
Os08g0171333	SORBI_3007G056800	47.1519	36.7901
Os08g0171600	SORBI_3007G056900	78.1385	28.8569
Os08g0171700	SORBI_3007G057000	69.2308	63.3803
Os08g0171700	SORBI_3007G057100	66.1538	60.5634
Os08g0171800	SORBI_3007G057201	18.4127	77.3333
Os08g0172200	SORBI_3003G306200	81.1377	76.1236
Os08g0173700	SORBI_3007G058300	58.2857	59.3023
Os08g0174100	SORBI_3007G059200	42.5662	41.6335
Os08g0174300	SORBI_3007G059400	66.5595	43.3054
Os08g0174500	SORBI_3007G059500	66.6667	72
Os08g0174700	SORBI_3007G059600	94.2308	93.1854
Os08g0174900	SORBI_3007G059700	74.2991	72.7689
Os08g0175000	SORBI_3003G278900	70.7865	71.1864
Os08g0175000	SORBI_3003G357900	72.4719	74.7826
Os08g0175000	SORBI_3003G373200	70.5056	72.3343
Os08g0175200	SORBI_3007G059900	74.5098	81.0078
Os08g0175300	SORBI_3007G060600	73.5721	77.7892
Os08g0175600	SORBI_3007G060600	63.6842	37.1546
Os08g0176100	SORBI_3007G060700	80.1858	80.6854
Os08g0176200	SORBI_3007G059600	82.4121	51.981
Os08g0176800	SORBI_3007G061000	92.3977	88.0223
Os08g0176900	SORBI_3001G243800	37.7892	47.2669
Os08g0176900	SORBI_3007G061100	50.1285	37.7907
Os08g0177300	SORBI_3003G196300	63.5425	41.5584
Os08g0177500	SORBI_3007G061600	50.5855	40.9867
Os08g0177600	SORBI_3007G061500	52.5735	45.469
Os08g0177800	SORBI_3009G002900	56.9801	58.9971
Os08g0178100	SORBI_3007G061700	90.3	90.7538
Os08g0178200	SORBI_3007G061800	86.5125	86.1804
Os08g0178300	SORBI_3010G026400	74.8188	69.7635
Os08g0178700	SORBI_3007G062000	84.6614	84.6614
Os08g0178800	SORBI_3007G062100	56.2278	58.3026
Os08g0178900	SORBI_3002G400500	15.6371	31.5175
Os08g0178900	SORBI_3007G140050	17.5676	25.419
Os08g0178900	SORBI_3010G093001	48.4556	57.5688
Os08g0179150	SORBI_3002G289601	22.0065	17.0426
Os08g0179900	SORBI_3007G062500	63.3333	60.7029
Os08g0180000	SORBI_3001G119300	89.9729	90.2174
Os08g0180000	SORBI_3007G062600	89.9729	90.2174
Os08g0180100	SORBI_3007G062800	91.2568	22.129
Os08g0180300	SORBI_3007G063000	74.6602	75.2446
Os08g0180400	SORBI_3007G063100	78.481	29.108
Os08g0183900	SORBI_3007G063300	58.0247	43.3846
Os08g0187500	SORBI_3006G223300	61.3497	25.3485
Os08g0187700	SORBI_3007G065400	66.8383	67.9581
Os08g0187800	SORBI_3007G065500	91.9897	91.9897
Os08g0187900	SORBI_3008G005600	49.1409	55
Os08g0188000	SORBI_3007G065700	69.8061	71.3881
Os08g0189200	SORBI_3006G018100	81.3333	79.9127
Os08g0189300	SORBI_3006G018100	83.9286	82.0961
Os08g0189400	SORBI_3007G066500	82.5893	81.1404
Os08g0189400	SORBI_3007G066508	83.4821	82.0175
Os08g0189400	SORBI_3007G066600	83.4821	82.0175
Os08g0189400	SORBI_3007G066608	83.0357	81.5789
Os08g0189400	SORBI_3007G066800	82.5893	81.1404
Os08g0189400	SORBI_3007G066808	83.4821	82.0175
Os08g0189400	SORBI_3007G066816	83.4821	82.0175
Os08g0189400	SORBI_3007G066824	83.0357	81.5789
Os08g0189400	SORBI_3007G066832	83.0357	81.5789
Os08g0189400	SORBI_3007G066900	83.0357	81.5789
Os08g0189400	SORBI_3007G066908	72.3214	76.0563
Os08g0189400	SORBI_3007G066932	83.0357	81.5789
Os08g0189400	SORBI_3007G067000	83.4821	82.0175
Os08g0189400	SORBI_3007G067008	83.4821	82.0175
Os08g0189400	SORBI_3007G067100	83.4821	82.0175
Os08g0189400	SORBI_3007G067108	83.4821	82.0175
Os08g0189400	SORBI_3007G067300	76.3393	79.5349
Os08g0189400	SORBI_3007G067350	81.6964	80.2632
Os08g0189400	SORBI_3007G067400	73.2143	82.8283
Os08g0189400	SORBI_3007G067600	83.0357	81.5789
Os08g0189400	SORBI_3007G067608	83.4821	82.0175
Os08g0189400	SORBI_3007G067616	69.6429	87.6404
Os08g0189500	SORBI_3007G066500	82.6667	81.5789
Os08g0189500	SORBI_3007G066508	81.7778	80.7018
Os08g0189500	SORBI_3007G066600	81.7778	80.7018
Os08g0189500	SORBI_3007G066608	82.2222	81.1404
Os08g0189500	SORBI_3007G066800	81.7778	80.7018
Os08g0189500	SORBI_3007G066808	83.5556	82.4561
Os08g0189500	SORBI_3007G066816	81.7778	80.7018
Os08g0189500	SORBI_3007G066824	82.2222	81.1404
Os08g0189500	SORBI_3007G066832	83.1111	82.0175
Os08g0189500	SORBI_3007G066900	83.1111	82.0175
Os08g0189500	SORBI_3007G066908	71.5556	75.5869
Os08g0189500	SORBI_3007G066932	83.1111	82.0175
Os08g0189500	SORBI_3007G067000	81.7778	80.7018
Os08g0189500	SORBI_3007G067008	82.6667	81.5789
Os08g0189500	SORBI_3007G067100	82.6667	81.5789
Os08g0189500	SORBI_3007G067108	83.5556	82.4561
Os08g0189500	SORBI_3007G067300	75.1111	78.6047
Os08g0189500	SORBI_3007G067350	81.7778	80.7018
Os08g0189500	SORBI_3007G067400	71.5556	81.3131
Os08g0189500	SORBI_3007G067600	82.6667	81.5789
Os08g0189500	SORBI_3007G067608	83.5556	82.4561
Os08g0189500	SORBI_3007G067616	67.5556	85.3933
Os08g0189600	SORBI_3007G066500	82.2222	81.1404
Os08g0189600	SORBI_3007G066508	82.6667	81.5789
Os08g0189600	SORBI_3007G066600	82.6667	81.5789
Os08g0189600	SORBI_3007G066608	82.6667	81.5789
Os08g0189600	SORBI_3007G066800	82.2222	81.1404
Os08g0189600	SORBI_3007G066808	83.1111	82.0175
Os08g0189600	SORBI_3007G066816	82.6667	81.5789
Os08g0189600	SORBI_3007G066824	82.6667	81.5789
Os08g0189600	SORBI_3007G066832	82.6667	81.5789
Os08g0189600	SORBI_3007G066900	82.6667	81.5789
Os08g0189600	SORBI_3007G066908	72	76.0563
Os08g0189600	SORBI_3007G066932	82.2222	81.1404
Os08g0189600	SORBI_3007G067000	82.6667	81.5789
Os08g0189600	SORBI_3007G067008	83.1111	82.0175
Os08g0189600	SORBI_3007G067100	83.1111	82.0175
Os08g0189600	SORBI_3007G067108	83.1111	82.0175
Os08g0189600	SORBI_3007G067300	74.6667	78.1395
Os08g0189600	SORBI_3007G067350	82.2222	81.1404
Os08g0189600	SORBI_3007G067400	71.1111	80.8081
Os08g0189600	SORBI_3007G067600	83.1111	82.0175
Os08g0189600	SORBI_3007G067608	83.1111	82.0175
Os08g0189600	SORBI_3007G067616	67.1111	84.8315
Os08g0189700	SORBI_3007G066500	82.5893	81.1404
Os08g0189700	SORBI_3007G066508	82.5893	81.1404
Os08g0189700	SORBI_3007G066600	82.5893	81.1404
Os08g0189700	SORBI_3007G066608	83.0357	81.5789
Os08g0189700	SORBI_3007G066800	82.5893	81.1404
Os08g0189700	SORBI_3007G066808	83.4821	82.0175
Os08g0189700	SORBI_3007G066816	82.5893	81.1404
Os08g0189700	SORBI_3007G066824	83.0357	81.5789
Os08g0189700	SORBI_3007G066832	83.0357	81.5789
Os08g0189700	SORBI_3007G066900	83.0357	81.5789
Os08g0189700	SORBI_3007G066908	72.3214	76.0563
Os08g0189700	SORBI_3007G066932	83.0357	81.5789
Os08g0189700	SORBI_3007G067000	82.5893	81.1404
Os08g0189700	SORBI_3007G067008	83.4821	82.0175
Os08g0189700	SORBI_3007G067100	83.4821	82.0175
Os08g0189700	SORBI_3007G067108	83.4821	82.0175
Os08g0189700	SORBI_3007G067300	75	78.1395
Os08g0189700	SORBI_3007G067350	81.6964	80.2632
Os08g0189700	SORBI_3007G067400	71.4286	80.8081
Os08g0189700	SORBI_3007G067600	83.4821	82.0175
Os08g0189700	SORBI_3007G067608	83.4821	82.0175
Os08g0189700	SORBI_3007G067616	67.4107	84.8315
Os08g0189850	SORBI_3007G066500	81.6964	80.2632
Os08g0189850	SORBI_3007G066508	81.6964	80.2632
Os08g0189850	SORBI_3007G066600	81.6964	80.2632
Os08g0189850	SORBI_3007G066608	82.1429	80.7018
Os08g0189850	SORBI_3007G066800	81.6964	80.2632
Os08g0189850	SORBI_3007G066808	82.5893	81.1404
Os08g0189850	SORBI_3007G066816	81.6964	80.2632
Os08g0189850	SORBI_3007G066824	82.1429	80.7018
Os08g0189850	SORBI_3007G066832	82.1429	80.7018
Os08g0189850	SORBI_3007G066900	82.1429	80.7018
Os08g0189850	SORBI_3007G066908	71.4286	75.1174
Os08g0189850	SORBI_3007G066932	82.1429	80.7018
Os08g0189850	SORBI_3007G067000	81.6964	80.2632
Os08g0189850	SORBI_3007G067008	82.5893	81.1404
Os08g0189850	SORBI_3007G067100	82.5893	81.1404
Os08g0189850	SORBI_3007G067108	82.5893	81.1404
Os08g0189850	SORBI_3007G067300	74.1071	77.2093
Os08g0189850	SORBI_3007G067350	80.8036	79.386
Os08g0189850	SORBI_3007G067400	70.9821	80.303
Os08g0189850	SORBI_3007G067600	82.5893	81.1404
Os08g0189850	SORBI_3007G067608	82.5893	81.1404
Os08g0189850	SORBI_3007G067616	66.9643	84.2697
Os08g0189900	SORBI_3007G066500	82.5893	81.1404
Os08g0189900	SORBI_3007G066508	82.1429	80.7018
Os08g0189900	SORBI_3007G066600	82.1429	80.7018
Os08g0189900	SORBI_3007G066608	83.0357	81.5789
Os08g0189900	SORBI_3007G066800	82.5893	81.1404
Os08g0189900	SORBI_3007G066808	83.4821	82.0175
Os08g0189900	SORBI_3007G066816	82.1429	80.7018
Os08g0189900	SORBI_3007G066824	83.0357	81.5789
Os08g0189900	SORBI_3007G066832	83.0357	81.5789
Os08g0189900	SORBI_3007G066900	83.0357	81.5789
Os08g0189900	SORBI_3007G066908	72.3214	76.0563
Os08g0189900	SORBI_3007G066932	83.0357	81.5789
Os08g0189900	SORBI_3007G067000	82.1429	80.7018
Os08g0189900	SORBI_3007G067008	83.4821	82.0175
Os08g0189900	SORBI_3007G067100	83.4821	82.0175
Os08g0189900	SORBI_3007G067108	83.4821	82.0175
Os08g0189900	SORBI_3007G067300	75.4464	78.6047
Os08g0189900	SORBI_3007G067350	81.6964	80.2632
Os08g0189900	SORBI_3007G067400	72.3214	81.8182
Os08g0189900	SORBI_3007G067600	83.4821	82.0175
Os08g0189900	SORBI_3007G067608	83.4821	82.0175
Os08g0189900	SORBI_3007G067616	67.8571	85.3933
Os08g0190100	SORBI_3007G066500	81.25	79.8246
Os08g0190100	SORBI_3007G066508	83.0357	81.5789
Os08g0190100	SORBI_3007G066600	83.0357	81.5789
Os08g0190100	SORBI_3007G066608	81.6964	80.2632
Os08g0190100	SORBI_3007G066800	81.25	79.8246
Os08g0190100	SORBI_3007G066808	82.1429	80.7018
Os08g0190100	SORBI_3007G066816	83.0357	81.5789
Os08g0190100	SORBI_3007G066824	81.6964	80.2632
Os08g0190100	SORBI_3007G066832	81.6964	80.2632
Os08g0190100	SORBI_3007G066900	81.6964	80.2632
Os08g0190100	SORBI_3007G066908	70.9821	74.6479
Os08g0190100	SORBI_3007G066932	82.5893	81.1404
Os08g0190100	SORBI_3007G067000	83.0357	81.5789
Os08g0190100	SORBI_3007G067008	82.1429	80.7018
Os08g0190100	SORBI_3007G067100	82.1429	80.7018
Os08g0190100	SORBI_3007G067108	82.1429	80.7018
Os08g0190100	SORBI_3007G067300	75	78.1395
Os08g0190100	SORBI_3007G067350	81.6964	80.2632
Os08g0190100	SORBI_3007G067400	73.2143	82.8283
Os08g0190100	SORBI_3007G067600	82.5893	81.1404
Os08g0190100	SORBI_3007G067608	82.1429	80.7018
Os08g0190100	SORBI_3007G067616	69.1964	87.0787
Os08g0190200	SORBI_3007G067700	82.1267	79.6053
Os08g0190700	SORBI_3007G067900	70.1518	63.0303
