Gene stable ID	Zea mays gene stable ID	%id. target Zea mays gene identical to query gene	%id. query gene identical to target Zea mays gene
Os08g0512600	Zm00001d046912	84.9693	85.2308
Os08g0512600	Zm00001d047430	18.0982	59.596
Os08g0512700	Zm00001d052903	46.4668	56.9554
Os08g0513000	Zm00001d005639	5.68182	4.40529
Os08g0513000	Zm00001d031486	84.0909	33.4086
Os08g0513300	Zm00001d042427	77.3779	75.8186
Os08g0513700	Zm00001d007022	36.3799	32.2222
Os08g0513700	Zm00001d014395	8.96057	14.4092
Os08g0513700	Zm00001d014399	25.2688	40.8696
Os08g0513700	Zm00001d031487	83.1541	41.953
Os08g0513700	Zm00001d038041	25.9857	28.7698
Os08g0513700	Zm00001d039206	0.179211	0.480769
Os08g0513700	Zm00001d043636	27.2401	26.9027
Os08g0513700	Zm00001d045288	30.2867	30.8958
Os08g0513700	Zm00001d052905	81.7204	41.0072
Os08g0514000	Zm00001d004905	29.0419	21.9457
Os08g0514100	Zm00001d049741	51.25	33.9779
Os08g0514600	Zm00001d033514	18.1435	13.6943
Os08g0514600	Zm00001d033516	29.9578	21.0059
Os08g0515000	Zm00001d033514	37.5358	41.7197
Os08g0515000	Zm00001d033516	47.851	49.4083
Os08g0515700	Zm00001d049742	68.7732	63.1399
Os08g0515800	Zm00001d049743	84.6847	84.4311
Os08g0515900	Zm00001d031488	67.1186	57.7259
Os08g0516500	Zm00001d053227	28.8462	42.8571
Os08g0516550	Zm00001d053227	28.9256	50
Os08g0516600	Zm00001d031546	51.5873	51.5873
Os08g0516600	Zm00001d039827	48.4127	40.1316
Os08g0516600	Zm00001d049769	46.8254	55.6604
Os08g0516900	Zm00001d031545	59.7701	57.3529
Os08g0516900	Zm00001d049768	57.8544	58.0769
Os08g0517100	Zm00001d031544	42.1053	19.4175
Os08g0517200	Zm00001d031543	79.8839	37.1737
Os08g0517300	Zm00001d006696	24.7295	67.5106
Os08g0517300	Zm00001d031542	73.8794	71.5569
Os08g0517300	Zm00001d046814	15.7651	54.8387
Os08g0517300	Zm00001d046965	31.6847	73.741
Os08g0517300	Zm00001d049767	70.7883	72.9299
Os08g0517500	Zm00001d031540	77.089	78.7879
Os08g0517600	Zm00001d031539	77.5934	66.7857
Os08g0517700	Zm00001d031536	68.5422	68.0203
Os08g0517700	Zm00001d049766	71.6113	70
Os08g0517800	Zm00001d002414	25.89	38.2775
Os08g0518100	Zm00001d015534	7.67386	66.6667
Os08g0518100	Zm00001d023783	8.51319	54.6154
Os08g0518100	Zm00001d031534	71.3429	71.0872
Os08g0518100	Zm00001d037822	8.63309	33.6449
Os08g0518200	Zm00001d031533	55.8176	54.6995
Os08g0518900	Zm00001d037653	44.7619	44.7619
Os08g0518900	Zm00001d037656	49.8413	48.6068
Os08g0519300	Zm00001d037653	58.9595	32.381
Os08g0519300	Zm00001d037656	59.5376	31.8885
Os08g0519400	Zm00001d005407	42.2566	67.0175
Os08g0519400	Zm00001d029841	38.7168	77.7778
Os08g0519400	Zm00001d031532	70.354	70.1987
Os08g0519400	Zm00001d049764	73.0089	72.3684
Os08g0519600	Zm00001d031531	75.6152	75.7848
Os08g0519600	Zm00001d049763	66.443	61.6183
Os08g0519800	Zm00001d031529	73.3598	67.7686
Os08g0519800	Zm00001d049761	73.161	69.697
Os08g0519900	Zm00001d031528	68.7023	25.8621
Os08g0520000	Zm00001d031527	83.6364	84.7368
Os08g0520100	Zm00001d049760	84.4211	83.8912
Os08g0520200	Zm00001d031526	68.1934	81.459
Os08g0520300	Zm00001d031525	87.0246	83.4764
Os08g0520300	Zm00001d049759	85.6823	83.6245
Os08g0520400	Zm00001d031523	71.2446	71.2446
Os08g0520550	Zm00001d031522	80.0628	46.9613
Os08g0520600	Zm00001d017002	32.3404	40
Os08g0520600	Zm00001d031517	38.2979	43.6893
Os08g0520850	Zm00001d031514	33.3333	27.5362
Os08g0520900	Zm00001d016045	17.6552	34.6883
Os08g0520900	Zm00001d024985	12.6897	40.8889
Os08g0520900	Zm00001d049753	78.6207	68.3453
Os08g0520900	Zm00001d050532	24.1379	43.1034
Os08g0520900	Zm00001d052844	16.8276	71.345
Os08g0521000	Zm00001d031510	64	63.4921
Os08g0521200	Zm00001d031509	65.8298	62.9333
Os08g0521200	Zm00001d049750	64.4352	64.6154
Os08g0521400	Zm00001d031502	71.1816	66.2198
Os08g0521400	Zm00001d049746	69.7406	78.3172
Os08g0521600	Zm00001d031498	32.2751	31.2821
Os08g0521600	Zm00001d031499	34.3915	32.1782
Os08g0521600	Zm00001d031500	23.8095	27.9503
Os08g0521600	Zm00001d031501	33.8624	26.4463
Os08g0521800	Zm00001d031496	56.9231	57.8125
Os08g0522400	Zm00001d031494	63.7195	68.5246
Os08g0522600	Zm00001d031490	80.7107	81.5385
Os08g0522700	Zm00001d053227	2.93255	7.14286
Os08g0523000	Zm00001d053227	17.5487	45
Os08g0523100	Zm00001d053227	13.6842	27.8571
Os08g0523200	Zm00001d053227	18.3801	42.1429
Os08g0523600	Zm00001d031863	60.4167	4.43425
Os08g0523600	Zm00001d049894	61.4583	4.5107
Os08g0524000	Zm00001d032280	84.375	84.375
Os08g0524000	Zm00001d050258	83.9844	83.9844
Os08g0524100	Zm00001d002647	27.5519	73.6715
Os08g0524100	Zm00001d028271	18.1572	71.0247
Os08g0524100	Zm00001d031554	70.6414	70.0089
Os08g0524100	Zm00001d049785	69.2864	67.6367
Os08g0524200	Zm00001d031555	75.3846	74.4304
Os08g0524200	Zm00001d049786	72.5641	71.2846
Os08g0524400	Zm00001d031556	71.8631	73.2558
Os08g0524400	Zm00001d049789	67.6806	46.5969
Os08g0524600	Zm00001d031560	100	20.4878
Os08g0524800	Zm00001d031561	72.0988	74.6803
Os08g0525000	Zm00001d031562	50	87.0968
Os08g0525500	Zm00001d049796	89.4737	37.2807
Os08g0525600	Zm00001d031569	85.1724	85.1724
Os08g0525700	Zm00001d031570	28.3974	30.1493
Os08g0525800	Zm00001d031571	72.5322	70.1245
Os08g0525900	Zm00001d031573	45.6522	5.45455
Os08g0526100	Zm00001d031577	78.0335	82.8889
Os08g0526100	Zm00001d049804	79.2887	84.5982
Os08g0526300	Zm00001d019454	69.6049	68.3582
Os08g0526400	Zm00001d031580	48.0159	50.8403
Os08g0526500	Zm00001d040370	34.5992	36.6071
Os08g0526700	Zm00001d049805	45.1282	27.1605
Os08g0527100	Zm00001d035033	20.0209	33.0465
Os08g0527300	Zm00001d035033	18.5958	16.8675
Os08g0527400	Zm00001d035033	23.1111	17.9002
Os08g0527600	Zm00001d035033	25.977	19.4492
Os08g0527700	Zm00001d026695	60.3093	42.623
Os08g0527800	Zm00001d035033	25.5172	6.36833
Os08g0527900	Zm00001d035033	22	28.3993
Os08g0528000	Zm00001d035033	21.0928	28.5714
Os08g0528100	Zm00001d035033	18.7839	29.7762
Os08g0528200	Zm00001d031588	75.1174	59.7015
Os08g0528500	Zm00001d031589	82.2695	81.9788
Os08g0528601	Zm00001d049807	72	72
Os08g0528700	Zm00001d034669	39.0558	20.3579
Os08g0528800	Zm00001d049809	77.6952	78.2772
Os08g0528900	Zm00001d031593	86.2974	54.3119
Os08g0529000	Zm00001d031594	71.0811	60.1831
Os08g0529100	Zm00001d031599	89.0411	89.0411
Os08g0529200	Zm00001d031600	58.6124	62.0253
Os08g0529300	Zm00001d031601	58.4906	52.5424
Os08g0529800	Zm00001d049813	33.5616	61.25
Os08g0530000	Zm00001d031602	82.6884	83.0266
Os08g0530066	Zm00001d031607	66.4835	34.5714
Os08g0530100	Zm00001d031607	52.381	18.8571
Os08g0530200	Zm00001d003788	31.5789	61.3636
Os08g0530200	Zm00001d011848	30.4094	60.4651
Os08g0530200	Zm00001d031611	89.4737	89.4737
Os08g0530200	Zm00001d038017	19.883	55.7377
Os08g0530200	Zm00001d049547	33.3333	55.3398
Os08g0530200	Zm00001d049815	90.0585	90.0585
Os08g0530300	Zm00001d031614	65.3465	65.8902
Os08g0530400	Zm00001d031617	89.4207	83.1382
Os08g0530400	Zm00001d040496	25.6927	85
Os08g0530500	Zm00001d031618	65.7005	54.4
Os08g0531000	Zm00001d031657	80.0963	76.6513
Os08g0531100	Zm00001d031619	78.2787	64.6362
Os08g0531100	Zm00001d049816	27.6639	49.4506
Os08g0531200	Zm00001d049817	76.7937	69.4022
Os08g0531300	Zm00001d049821	59.1054	45.3431
Os08g0531700	Zm00001d031620	79.9197	78.0392
Os08g0531900	Zm00001d031625	27.3224	62.5
Os08g0532200	Zm00001d038547	91.841	92.616
Os08g0532300	Zm00001d031627	69.6721	53.4591
Os08g0532300	Zm00001d049826	81.9672	51.0204
Os08g0532400	Zm00001d031634	85.8824	85.7383
Os08g0532400	Zm00001d049831	87.8992	79.9694
Os08g0532500	Zm00001d049832	59.8604	58.4327
Os08g0532700	Zm00001d031635	69.3215	69.7329
Os08g0532800	Zm00001d031636	59.2179	58.5635
Os08g0532800	Zm00001d049834	61.4525	59.4595
Os08g0532900	Zm00001d031637	93.8679	93.4272
Os08g0532900	Zm00001d049835	93.3962	92.9577
Os08g0533300	Zm00001d031638	75.2137	78.5714
Os08g0533300	Zm00001d049851	80.5556	74.6535
Os08g0533600	Zm00001d031639	73.8661	75.4967
Os08g0533700	Zm00001d017772	81.5126	82.2034
Os08g0533700	Zm00001d031641	80.2521	80.9322
Os08g0534200	Zm00001d038917	65.5844	29.1066
Os08g0534200	Zm00001d049853	68.1818	31.25
Os08g0534350	Zm00001d017772	76.7857	36.4407
Os08g0534350	Zm00001d031641	74.1071	35.1695
Os08g0534400	Zm00001d043337	66.6667	28.5714
Os08g0534900	Zm00001d038917	75.4335	75.2161
Os08g0534900	Zm00001d049853	78.3237	80.6548
Os08g0535000	Zm00001d017772	76.7857	36.4407
Os08g0535000	Zm00001d031641	74.1071	35.1695
Os08g0535200	Zm00001d031647	79.4788	78.7097
Os08g0535400	Zm00001d031648	84.8558	81.1494
Os08g0535400	Zm00001d049857	82.9327	79.4931
Os08g0535600	Zm00001d031651	82.1918	67.4157
Os08g0535600	Zm00001d049858	82.1918	83.3333
Os08g0535700	Zm00001d031653	67.2986	62.9712
Os08g0535800	Zm00001d031655	45.6897	45.8874
Os08g0535800	Zm00001d049860	47.8448	48.6842
Os08g0536000	Zm00001d031659	94.385	88.9169
Os08g0536100	Zm00001d031660	66.3352	65.5899
Os08g0536200	Zm00001d049865	51.7857	50.5814
Os08g0536300	Zm00001d031662	69.8771	69.7342
Os08g0536800	Zm00001d031665	66.343	65.0794
Os08g0536800	Zm00001d049870	60.8414	58.9342
Os08g0537600	Zm00001d004245	16.1252	69.7917
Os08g0537600	Zm00001d009353	11.5523	79.3388
Os08g0537600	Zm00001d015278	20.9386	51.7857
Os08g0537600	Zm00001d015981	14.5608	79.085
Os08g0537600	Zm00001d023982	19.2539	41.1311
Os08g0537600	Zm00001d025809	6.4982	73.9726
Os08g0537600	Zm00001d031667	82.9122	83.7181
Os08g0537600	Zm00001d049872	57.5211	87.0674
Os08g0537800	Zm00001d049873	87.963	59.7484
Os08g0537900	Zm00001d031669	83.0022	83.9286
Os08g0538000	Zm00001d031674	91.9771	88.4297
Os08g0538000	Zm00001d039998	8.88252	71.2644
Os08g0538000	Zm00001d052689	91.8338	92.6301
Os08g0538200	Zm00001d052690	63.8436	36.3636
Os08g0538300	Zm00001d031676	70.3526	74.9147
Os08g0538700	Zm00001d031678	84.4554	83.3822
Os08g0538700	Zm00001d052695	82.4753	82.721
Os08g0539100	Zm00001d052696	80.8962	81.6667
Os08g0539200	Zm00001d031683	46.1988	37.4408
Os08g0539300	Zm00001d031684	64.8585	66.4251
Os08g0539300	Zm00001d052697	66.7453	65.814
Os08g0539600	Zm00001d052700	51.1737	32.5373
Os08g0540000	Zm00001d052701	80.2326	73.4043
Os08g0540100	Zm00001d031691	89.5013	85.6784
Os08g0540100	Zm00001d052702	88.189	87.0466
Os08g0540300	Zm00001d031694	80.5601	74.7706
Os08g0540300	Zm00001d052709	62.1087	76.7821
Os08g0540400	Zm00001d052713	62.4779	75.2665
Os08g0540500	Zm00001d052715	72.0635	76.1745
Os08g0540900	Zm00001d021160	49.3976	48.8095
Os08g0541400	Zm00001d031696	73.1801	81.6239
Os08g0541500	Zm00001d031700	80.3547	78.9544
Os08g0541950	Zm00001d031701	58.3333	28.5714
Os08g0541950	Zm00001d052718	58.3333	37.3333
Os08g0542000	Zm00001d046818	10.8168	69.0141
Os08g0542000	Zm00001d049627	81.2362	76.3485
Os08g0542100	Zm00001d031703	72.3636	75.9542
Os08g0542100	Zm00001d052719	69.8182	73.2824
Os08g0542200	Zm00001d031711	54.5267	22.1757
Os08g0542600	Zm00001d031705	86.039	86.039
Os08g0542700	Zm00001d002722	16.3375	79.8246
Os08g0542700	Zm00001d031706	84.3806	83.779
Os08g0542700	Zm00001d037589	16.3375	79.8246
Os08g0542900	Zm00001d020113	36.7682	39.4472
Os08g0542900	Zm00001d031707	60.4215	60
Os08g0543000	Zm00001d031708	42.9467	44.918
Os08g0543050	Zm00001d031711	49.4215	50.0418
Os08g0543400	Zm00001d005607	49.5475	49.8861
Os08g0543400	Zm00001d039833	56.1086	55.481
Os08g0543400	Zm00001d039837	54.2986	56.2061
Os08g0543400	Zm00001d039840	53.6199	54.2334
Os08g0543400	Zm00001d039947	59.276	56.2232
Os08g0543400	Zm00001d039951	34.3891	49.5114
Os08g0543400	Zm00001d039952	60.4072	61.3793
Os08g0543400	Zm00001d039956	61.086	62.212
Os08g0543500	Zm00001d031711	49.523	47.7824
Os08g0543600	Zm00001d031712	65.233	62.9758
Os08g0543600	Zm00001d052723	64.7551	67.2457
Os08g0543700	Zm00001d031717	53.2319	55.1181
Os08g0543900	Zm00001d031723	82.5431	82.3656
Os08g0543900	Zm00001d052725	81.0345	80.6867
Os08g0544400	Zm00001d019960	0	0
Os08g0544400	Zm00001d019961	72	32.3864
Os08g0544500	Zm00001d023262	88.0795	87.7566
Os08g0544800	Zm00001d031725	75.8713	80.8571
Os08g0545000	Zm00001d031726	75.8725	72.2543
Os08g0545000	Zm00001d052731	75.8725	73.2064
Os08g0545200	Zm00001d031727	87.5339	88.2514
Os08g0545500	Zm00001d006169	23.3129	28.7879
Os08g0545500	Zm00001d021205	23.0061	30.4878
Os08g0545700	Zm00001d031729	58.1579	63.5057
Os08g0545900	Zm00001d031730	81.5299	82.4528
Os08g0546100	Zm00001d031732	81.0127	80
Os08g0546100	Zm00001d052733	75.9494	77.6699
Os08g0546300	Zm00001d052736	63.8298	58.2524
Os08g0546400	Zm00001d052735	62.543	61.3828
Os08g0546700	Zm00001d052734	81.7337	81.9876
Os08g0546800	Zm00001d031736	65.1282	61.3527
Os08g0546800	Zm00001d052738	64.8718	60.5263
Os08g0546900	Zm00001d031737	72.5191	65.5172
Os08g0546900	Zm00001d052741	77.4809	71.4789
Os08g0547000	Zm00001d053197	61.2245	57.1429
Os08g0547100	Zm00001d032045	68.8073	69.8758
Os08g0547200	Zm00001d032044	72.0354	64.6032
Os08g0547200	Zm00001d053200	70.9734	70.2277
Os08g0547300	Zm00001d032042	76.4065	75.5835
Os08g0547300	Zm00001d053202	76.588	77.7164
Os08g0547800	Zm00001d032036	68.4848	68.693
Os08g0547900	Zm00001d032035	76.5172	55.9846
Os08g0548000	Zm00001d032032	25.6831	23.5
Os08g0548000	Zm00001d053210	54.6448	37.8788
Os08g0548200	Zm00001d032031	97.0588	75.4286
Os08g0548200	Zm00001d053211	79.0441	71.4286
Os08g0548300	Zm00001d053212	61.9672	65.8537
Os08g0548400	Zm00001d032030	49.3151	52.1739
Os08g0548400	Zm00001d053213	50.6849	52.8571
Os08g0548500	Zm00001d032028	76.161	78.2194
Os08g0548500	Zm00001d053214	75.5418	77.5835
Os08g0548900	Zm00001d053217	96.7871	96.7871
Os08g0549100	Zm00001d053223	81.7869	84.3972
Os08g0549200	Zm00001d032022	72.2877	72.1176
Os08g0549200	Zm00001d053225	73.2311	73.4043
Os08g0549900	Zm00001d032013	40	35.7143
Os08g0549900	Zm00001d053229	46.4	46.7742
Os08g0550100	Zm00001d032010	93.4156	86.9732
Os08g0550100	Zm00001d053232	94.2387	90.1575
Os08g0550200	Zm00001d053234	78.3525	80.83
Os08g0550400	Zm00001d032008	63.4615	64.2023
Os08g0550400	Zm00001d050514	65.3846	72.3404
Os08g0550400	Zm00001d053236	66.1538	73.1915
Os08g0550600	Zm00001d050509	55.0459	32.3015
Os08g0550600	Zm00001d053237	60.3211	31.8788
Os08g0550700	Zm00001d050507	77.6224	76.5517
Os08g0551500	Zm00001d032003	52.5641	44.4043
Os08g0553800	Zm00001d031997	89.3782	89.6104
Os08g0554000	Zm00001d031996	69.5418	70.2997
Os08g0554000	Zm00001d050501	56.8733	52.8822
Os08g0554050	Zm00001d050483	78.5595	81.0017
Os08g0554100	Zm00001d031993	83.7386	86.3636
Os08g0554300	Zm00001d031993	85.1775	63.9498
Os08g0554400	Zm00001d031992	73.5401	66.6116
Os08g0554900	Zm00001d031986	89.1641	90.1408
Os08g0554900	Zm00001d031988	89.0093	89.9844
Os08g0554900	Zm00001d050484	86.6873	90.1771
Os08g0555000	Zm00001d031986	93.5484	40.8451
Os08g0555000	Zm00001d031988	93.9068	41.0016
Os08g0555000	Zm00001d050484	96.0574	43.1562
Os08g0555200	Zm00001d031986	89.3189	90.2973
Os08g0555200	Zm00001d031988	89.0093	89.9844
Os08g0555200	Zm00001d050484	86.6873	90.1771
Os08g0555300	Zm00001d016930	27.3224	13.7741
Os08g0555300	Zm00001d040386	25.1366	13.0312
Os08g0555700	Zm00001d031985	60.7595	58.1818
Os08g0555800	Zm00001d050498	73.4536	72.89
Os08g0556000	Zm00001d031981	76.9231	73.7327
Os08g0556200	Zm00001d031979	71.8519	71.8519
Os08g0556200	Zm00001d031995	72.5926	73.1343
Os08g0556400	Zm00001d031977	68.4362	69.9413
Os08g0556500	Zm00001d049974	68.3333	7.35426
Os08g0556550	Zm00001d049974	74.7664	7.17489
Os08g0556600	Zm00001d031975	85.5556	89.5349
Os08g0556700	Zm00001d013393	6.82594	9.68523
Os08g0556700	Zm00001d031973	68.2594	49.7512
Os08g0556900	Zm00001d031971	69.3506	77.1676
Os08g0557000	Zm00001d049966	32.0346	86.0465
Os08g0557100	Zm00001d031969	66.5574	66.5574
Os08g0557100	Zm00001d049965	65.2459	67.9181
Os08g0557200	Zm00001d049960	76.4012	78.2477
Os08g0557400	Zm00001d031963	67.9104	66.4234
Os08g0557400	Zm00001d046049	30.2239	84.375
Os08g0557500	Zm00001d048012	2.18688	7.48299
Os08g0557600	Zm00001d049954	88.9655	89.3764
Os08g0557700	Zm00001d031961	73.4694	73.4694
Os08g0557700	Zm00001d049952	71.4286	58.3333
Os08g0557800	Zm00001d031959	63.4578	60.9434
Os08g0557800	Zm00001d049950	68.7623	70
Os08g0557900	Zm00001d031958	87.3457	79.4944
Os08g0557900	Zm00001d049948	85.8025	85.5385
Os08g0557900	Zm00001d052029	26.2346	87.6289
Os08g0558000	Zm00001d011397	45.2229	44.375
Os08g0558000	Zm00001d016923	71.9745	47.2803
Os08g0558000	Zm00001d019110	45.8599	45
Os08g0558000	Zm00001d031956	80.2548	58.3333
Os08g0558000	Zm00001d031957	80.2548	58.3333
Os08g0558000	Zm00001d038591	61.7834	71.8519
Os08g0558000	Zm00001d046515	63.0573	58.5799
Os08g0558000	Zm00001d049944	35.6688	47.8632
Os08g0558000	Zm00001d049945	74.5223	47.561
Os08g0558100	Zm00001d049940	69.9605	68.8716
Os08g0558200	Zm00001d031945	70.3812	69.7674
Os08g0558200	Zm00001d031948	58.3578	54.6703
Os08g0558200	Zm00001d031951	68.6217	67.4352
Os08g0558200	Zm00001d031953	68.6217	67.4352
Os08g0558200	Zm00001d049939	62.7566	59.7765
Os08g0558300	Zm00001d031944	81.7708	82.6316
Os08g0558400	Zm00001d031943	79.2176	32.0158
Os08g0558400	Zm00001d049938	80.4401	31.4833
Os08g0558600	Zm00001d031942	89.2116	89.2116
Os08g0558700	Zm00001d031941	77.7778	79.1304
Os08g0558800	Zm00001d011397	45.2229	44.375
Os08g0558800	Zm00001d016923	71.9745	47.2803
Os08g0558800	Zm00001d019110	45.8599	45
Os08g0558800	Zm00001d031956	80.2548	58.3333
Os08g0558800	Zm00001d031957	80.2548	58.3333
Os08g0558800	Zm00001d038591	61.1465	71.1111
Os08g0558800	Zm00001d046515	63.0573	58.5799
Os08g0558800	Zm00001d049944	35.6688	47.8632
Os08g0558800	Zm00001d049945	73.8854	47.1545
Os08g0558900	Zm00001d031940	68.5393	73.494
Os08g0559200	Zm00001d031939	94.4444	94.4444
Os08g0559300	Zm00001d031938	84.5739	86.0593
Os08g0559400	Zm00001d031937	82.3171	77.5862
Os08g0559501	Zm00001d049932	67.8571	22.093
Os08g0559600	Zm00001d031929	93.6027	90.8497
Os08g0559600	Zm00001d049929	93.9394	92.691
Os08g0559700	Zm00001d031928	47.0588	58.8235
Os08g0559900	Zm00001d049928	54.0448	45.5072
Os08g0560000	Zm00001d031926	68.7192	63.4091
Os08g0560000	Zm00001d049926	65.7635	66.2531
Os08g0560000	Zm00001d052999	57.1429	52.3702
Os08g0560300	Zm00001d031925	76.5	72.1698
Os08g0560500	Zm00001d001912	16.6667	52.349
Os08g0560500	Zm00001d005192	16.0256	66.3717
Os08g0560500	Zm00001d019144	31.8376	37.0647
Os08g0560500	Zm00001d025277	16.6667	47.8528
Os08g0560500	Zm00001d049922	67.5214	68.1034
Os08g0560600	Zm00001d049921	76.3889	73.6607
Os08g0560700	Zm00001d031921	90.2439	92.5
Os08g0560700	Zm00001d049920	89.0244	91.25
Os08g0560800	Zm00001d010718	41.9355	40.625
Os08g0560900	Zm00001d013039	77.3399	66.5254
Os08g0560900	Zm00001d034543	78.3251	79.8995
Os08g0561500	Zm00001d031913	82.4289	78.5714
Os08g0561500	Zm00001d049916	82.6873	81.6327
Os08g0561600	Zm00001d031911	73.6568	71.5488
Os08g0561600	Zm00001d049914	75.0433	71.9269
Os08g0561700	Zm00001d031908	82.9384	84.9515
Os08g0561900	Zm00001d031904	75.4647	72.242
Os08g0561900	Zm00001d031906	72.4907	72.4907
Os08g0561900	Zm00001d031907	71.7472	71.7472
Os08g0562100	Zm00001d031899	81.7552	81.9444
Os08g0562200	Zm00001d031898	80.3354	78.8922
Os08g0562200	Zm00001d049913	75.6098	77.743
Os08g0562300	Zm00001d031895	58.4416	53.6993
Os08g0562500	Zm00001d031893	80.4494	80.6306
Os08g0562600	Zm00001d005315	67.354	59.2145
Os08g0562600	Zm00001d019750	65.6357	58.9506
Os08g0562600	Zm00001d031892	58.4192	60.2837
Os08g0562700	Zm00001d002263	2.93542	7.97872
Os08g0562700	Zm00001d022051	1.76125	5.6962
Os08g0562700	Zm00001d031891	77.6908	41.0548
Os08g0562800	Zm00001d049910	68.2927	51.7647
Os08g0563200	Zm00001d031887	80.4255	70.2602
Os08g0563200	Zm00001d049906	80.4255	71.3208
Os08g0563300	Zm00001d031883	91.7355	90.9836
Os08g0563400	Zm00001d031882	71.1628	71.1628
Os08g0563500	Zm00001d031880	43.5685	32.9154
Os08g0564000	Zm00001d031875	82.7715	81.3996
Os08g0564100	Zm00001d023682	93.9189	91.9008
Os08g0564100	Zm00001d041072	93.5811	93.1092
Os08g0564300	Zm00001d031871	83.9286	79.661
Os08g0564500	Zm00001d031868	57.2581	52.2059
Os08g0564500	Zm00001d031870	43.5484	57.4468
Os08g0564700	Zm00001d031866	68.429	66.8142
Os08g0564750	Zm00001d049902	56.9231	52.1127
Os08g0564800	Zm00001d031863	77.6515	78.3639
Os08g0564800	Zm00001d049894	78.5606	79.2813
Os08g0565200	Zm00001d031861	54.3478	34.8189
Os08g0565200	Zm00001d049889	53.4783	34.9432
Os08g0565700	Zm00001d031858	65.9933	60.1227
Os08g0565750	Zm00001d050459	42.6621	47.5285
Os08g0565800	Zm00001d031856	41.7143	43.7126
Os08g0565800	Zm00001d049886	41.1429	40.4494
Os08g0565900	Zm00001d031855	76.2274	76.8229
Os08g0566000	Zm00001d031854	77.6683	77.1615
Os08g0566000	Zm00001d049888	78.3251	77.0598
Os08g0566100	Zm00001d031853	73.2102	58.9219
Os08g0566400	Zm00001d031429	72.6131	62.2845
Os08g0566600	Zm00001d031850	73.6	73.6
Os08g0566600	Zm00001d049883	79.2	48.0583
Os08g0566700	Zm00001d031867	38.5049	28.6765
Os08g0566900	Zm00001d049881	92.5134	92.5134
Os08g0567000	Zm00001d031849	67.027	67.9452
Os08g0567100	Zm00001d031848	56.5217	57.3529
Os08g0567100	Zm00001d049880	55.6522	56.8047
Os08g0567200	Zm00001d006771	82.5532	81.8565
Os08g0567200	Zm00001d022050	81.2766	80.5907
Os09g0100800	Zm00001d035224	27.7078	27.6382
Os09g0100800	Zm00001d035230	15.6171	15.122
Os09g0100800	Zm00001d035234	29.471	29.25
Os09g0101100	Zm00001d035228	47.619	18.8341
Os09g0101100	Zm00001d035229	48.2993	24.8252
Os09g0101200	Zm00001d043354	58.6331	49.5441
Os09g0101300	Zm00001d035233	27.0655	34.9265
Os09g0101800	Zm00001d005301	53.2302	49.7026
Os09g0103100	Zm00001d019721	82.9268	77.2727
Os09g0103500	Zm00001d019719	57.5893	55.3648
Os09g0103600	Zm00001d005303	84.6939	81.5725
Os09g0103700	Zm00001d005302	64.9867	61.7128
Os09g0103700	Zm00001d019718	63.9257	64.9596
Os09g0104200	Zm00001d022332	66.0777	61.5132
Os09g0104300	Zm00001d029576	83.4286	76.4398
Os09g0104300	Zm00001d047310	84.5714	83.6158
Os09g0104700	Zm00001d047966	47.1678	49.656
Os09g0106700	Zm00001d005300	63.6364	71.2281
Os09g0106700	Zm00001d019712	72.7273	67.2464
Os09g0107600	Zm00001d007093	66.2921	7.40276
Os09g0108400	Zm00001d053977	62.8986	56.2176
Os09g0108600	Zm00001d004485	45.8537	47.7157
Os09g0109500	Zm00001d019706	97.5708	97.5708
Os09g0109800	Zm00001d019703	83.4813	82.4561
Os09g0110100	Zm00001d005298	73.1738	70.0844
Os09g0110100	Zm00001d019701	73.4257	70.5811
Os09g0110200	Zm00001d014026	68.136	67.625
Os09g0110300	Zm00001d014025	64.4195	57.5251
Os09g0110300	Zm00001d019698	38.9513	61.9048
Os09g0110400	Zm00001d005295	86.6667	81.7143
Os09g0111100	Zm00001d005293	67.033	62.4041
Os09g0111100	Zm00001d019696	67.5824	63.5659
Os09g0111800	Zm00001d002917	69.1589	73.2673
Os09g0111800	Zm00001d002978	68.6916	72.7723
Os09g0114500	Zm00001d019670	89.6618	89.9225
Os09g0114700	Zm00001d020845	28.0822	18.894
Os09g0115400	Zm00001d005276	82.9305	83.945
Os09g0115400	Zm00001d019824	82.6284	83.3841
Os09g0115500	Zm00001d004354	66.9604	60.0791
Os09g0115600	Zm00001d025680	85.9223	84.2857
Os09g0115900	Zm00001d038550	78.2456	78.2456
Os09g0116400	Zm00001d028238	70.2191	70.1493
Os09g0116400	Zm00001d046279	4.88048	62.8205
Os09g0116800	Zm00001d009628	59.5238	50.4032
Os09g0116800	Zm00001d039080	59.0476	50.2024
Os09g0120800	Zm00001d025153	0.833333	0.155763
Os09g0120800	Zm00001d025156	2.5	0.914634
Os09g0121000	Zm00001d020001	83.1933	9.51923
Os09g0121050	Zm00001d020001	58.3032	31.0577
Os09g0121900	Zm00001d012495	28.2609	15
Os09g0121900	Zm00001d030438	28.9855	13.6519
Os09g0121900	Zm00001d038183	28.2609	15
Os09g0121900	Zm00001d039370	55.7971	27.2085
Os09g0122200	Zm00001d005040	56.9007	56.6265
Os09g0122200	Zm00001d009245	53.9952	62.465
Os09g0122200	Zm00001d027424	33.6562	55.1587
Os09g0122200	Zm00001d052496	53.753	64.3478
Os09g0123100	Zm00001d005264	72.6723	72.3225
