A2X747	Phytozome_Cs:orange1.1g036315m
Q657X7	Phytozome_Cs:orange1.1g009454m Phytozome_Cs:orange1.1g027723m Phytozome_Cs:orange1.1g025504m Phytozome_Cs:orange1.1g013815m
Q65X14	Phytozome_Cs:orange1.1g002285m Phytozome_Cs:orange1.1g003508m Phytozome_Cs:orange1.1g005855m Phytozome_Cs:orange1.1g002314m Phytozome_Cs:orange1.1g003029m Phytozome_Cs:orange1.1g002468m Phytozome_Cs:orange1.1g003145m
Q65X70	Phytozome_Cs:orange1.1g022050m Phytozome_Cs:orange1.1g012349m Phytozome_Cs:orange1.1g042202m Phytozome_Cs:orange1.1g012547m Phytozome_Cs:orange1.1g019978m
Q65XC6	Phytozome_Cs:orange1.1g016069m Phytozome_Cs:orange1.1g020533m Phytozome_Cs:orange1.1g022626m Phytozome_Cs:orange1.1g039923m Phytozome_Cs:orange1.1g016519m Phytozome_Cs:orange1.1g022090m Phytozome_Cs:orange1.1g025254m Phytozome_Cs:orange1.1g016088m Phytozome_Cs:orange1.1g022182m
Q65XK0	Phytozome_Cs:orange1.1g007987m Phytozome_Cs:orange1.1g012479m Phytozome_Cs:orange1.1g007951m Phytozome_Cs:orange1.1g013877m Phytozome_Cs:orange1.1g014863m
Q65XM9	Phytozome_Cs:orange1.1g025823m Phytozome_Cs:orange1.1g019339m
Q65XR9	Phytozome_Cs:orange1.1g004579m
Q67TQ5	Phytozome_Cs:orange1.1g013223m Phytozome_Cs:orange1.1g014831m Phytozome_Cs:orange1.1g021146m Phytozome_Cs:orange1.1g013713m Phytozome_Cs:orange1.1g013754m Phytozome_Cs:orange1.1g013197m Phytozome_Cs:orange1.1g014865m Phytozome_Cs:orange1.1g021098m
Q67TS1	Phytozome_Cs:orange1.1g036900m
Q67TS4	Phytozome_Cs:orange1.1g036900m
Q67TZ7	Phytozome_Cs:orange1.1g009137m Phytozome_Cs:orange1.1g010030m Phytozome_Cs:orange1.1g039620m Phytozome_Cs:orange1.1g008917m Phytozome_Cs:orange1.1g009398m Phytozome_Cs:orange1.1g019688m
Q67UL3	Phytozome_Cs:orange1.1g048649m Phytozome_Cs:orange1.1g041574m Phytozome_Cs:orange1.1g041301m Phytozome_Cs:orange1.1g006674m Phytozome_Cs:orange1.1g010956m Phytozome_Cs:orange1.1g007022m Phytozome_Cs:orange1.1g035534m Phytozome_Cs:orange1.1g007019m Phytozome_Cs:orange1.1g009681m Phytozome_Cs:orange1.1g006199m Phytozome_Cs:orange1.1g007418m
Q67UX0	Phytozome_Cs:orange1.1g042793m
Q67UZ8	Phytozome_Cs:orange1.1g016121m Phytozome_Cs:orange1.1g022275m Phytozome_Cs:orange1.1g015683m Phytozome_Cs:orange1.1g017533m Phytozome_Cs:orange1.1g021079m Phytozome_Cs:orange1.1g021105m
Q67V61	Phytozome_Cs:orange1.1g040083m
Q67VM1	Phytozome_Cs:orange1.1g045846m
Q67VR7	Phytozome_Cs:orange1.1g019717m Phytozome_Cs:orange1.1g044975m Phytozome_Cs:orange1.1g019857m
Q67W29	Phytozome_Cs:orange1.1g024671m Phytozome_Cs:orange1.1g028115m
Q67W82	Phytozome_Cs:orange1.1g009077m Phytozome_Cs:orange1.1g010425m Phytozome_Cs:orange1.1g014952m Phytozome_Cs:orange1.1g042783m
Q67WK8	Phytozome_Cs:orange1.1g024445m
Q67WN8	Phytozome_Cs:orange1.1g001557m Phytozome_Cs:orange1.1g001541m Phytozome_Cs:orange1.1g002660m
Q67WR2	Phytozome_Cs:orange1.1g020730m
Q688L9	Phytozome_Cs:orange1.1g046900m
Q688Q8	Phytozome_Cs:orange1.1g013008m Phytozome_Cs:orange1.1g012363m Phytozome_Cs:orange1.1g012368m
Q688Q9	Phytozome_Cs:orange1.1g016072m Phytozome_Cs:orange1.1g011314m Phytozome_Cs:orange1.1g015997m Phytozome_Cs:orange1.1g014287m Phytozome_Cs:orange1.1g011318m Phytozome_Cs:orange1.1g010751m Phytozome_Cs:orange1.1g014295m Phytozome_Cs:orange1.1g011330m
Q688T8	Phytozome_Cs:orange1.1g009817m Phytozome_Cs:orange1.1g018622m Phytozome_Cs:orange1.1g010922m Phytozome_Cs:orange1.1g009720m Phytozome_Cs:orange1.1g043870m Phytozome_Cs:orange1.1g010554m Phytozome_Cs:orange1.1g010874m
Q688Y2	Phytozome_Cs:orange1.1g022555m Phytozome_Cs:orange1.1g023786m Phytozome_Cs:orange1.1g028257m Phytozome_Cs:orange1.1g028260m Phytozome_Cs:orange1.1g027992m Phytozome_Cs:orange1.1g028298m
Q689G6	Phytozome_Cs:orange1.1g011208m Phytozome_Cs:orange1.1g011192m Phytozome_Cs:orange1.1g010665m Phytozome_Cs:orange1.1g009734m Phytozome_Cs:orange1.1g042954m Phytozome_Cs:orange1.1g005920m Phytozome_Cs:orange1.1g013244m Phytozome_Cs:orange1.1g017013m Phytozome_Cs:orange1.1g007462m Phytozome_Cs:orange1.1g011217m
Q689G9	Phytozome_Cs:orange1.1g008761m Phytozome_Cs:orange1.1g008649m Phytozome_Cs:orange1.1g008655m Phytozome_Cs:orange1.1g018624m Phytozome_Cs:orange1.1g013329m
Q69IM7	Phytozome_Cs:orange1.1g023284m
Q69J27	Phytozome_Cs:orange1.1g038167m Phytozome_Cs:orange1.1g017611m
Q69JI7	Phytozome_Cs:orange1.1g022171m Phytozome_Cs:orange1.1g019508m Phytozome_Cs:orange1.1g019960m Phytozome_Cs:orange1.1g020282m Phytozome_Cs:orange1.1g019485m Phytozome_Cs:orange1.1g020814m Phytozome_Cs:orange1.1g020774m
Q69K00	Phytozome_Cs:orange1.1g024925m Phytozome_Cs:orange1.1g026249m Phytozome_Cs:orange1.1g026522m
Q69KM5	Phytozome_Cs:orange1.1g043169m Phytozome_Cs:orange1.1g042406m Phytozome_Cs:orange1.1g015113m Phytozome_Cs:orange1.1g013602m
Q69L93	Phytozome_Cs:orange1.1g024309m
Q69LG7	Phytozome_Cs:orange1.1g020388m Phytozome_Cs:orange1.1g020431m Phytozome_Cs:orange1.1g023778m Phytozome_Cs:orange1.1g023782m Phytozome_Cs:orange1.1g020132m
Q69M33	Phytozome_Cs:orange1.1g027637m
Q69MC9	Phytozome_Cs:orange1.1g028092m Phytozome_Cs:orange1.1g028052m Phytozome_Cs:orange1.1g021901m Phytozome_Cs:orange1.1g030346m Phytozome_Cs:orange1.1g028073m Phytozome_Cs:orange1.1g027041m Phytozome_Cs:orange1.1g028103m Phytozome_Cs:orange1.1g028197m Phytozome_Cs:orange1.1g030581m Phytozome_Cs:orange1.1g030013m Phytozome_Cs:orange1.1g030363m
Q69MH0	Phytozome_Cs:orange1.1g010083m
Q69NY7	Phytozome_Cs:orange1.1g046141m
Q69P51	Phytozome_Cs:orange1.1g001574m Phytozome_Cs:orange1.1g039678m Phytozome_Cs:orange1.1g001576m
Q69P84	Phytozome_Cs:orange1.1g010518m Phytozome_Cs:orange1.1g013505m Phytozome_Cs:orange1.1g010511m Phytozome_Cs:orange1.1g010506m Phytozome_Cs:orange1.1g010520m
Q69P94	Phytozome_Cs:orange1.1g023369m Phytozome_Cs:orange1.1g025735m Phytozome_Cs:orange1.1g028898m Phytozome_Cs:orange1.1g025991m
Q69QD7	Phytozome_Cs:orange1.1g016788m
Q69RG7	Phytozome_Cs:orange1.1g013780m Phytozome_Cs:orange1.1g019348m Phytozome_Cs:orange1.1g043601m Phytozome_Cs:orange1.1g013850m Phytozome_Cs:orange1.1g014435m
Q69RJ0	Phytozome_Cs:orange1.1g000461m
Q69T90	Phytozome_Cs:orange1.1g021170m Phytozome_Cs:orange1.1g023509m Phytozome_Cs:orange1.1g022400m Phytozome_Cs:orange1.1g017689m Phytozome_Cs:orange1.1g022402m Phytozome_Cs:orange1.1g023499m Phytozome_Cs:orange1.1g021582m Phytozome_Cs:orange1.1g023484m
Q69T99	Phytozome_Cs:orange1.1g010006m Phytozome_Cs:orange1.1g017422m Phytozome_Cs:orange1.1g009971m
Q69TF4	Phytozome_Cs:orange1.1g028187m Phytozome_Cs:orange1.1g028199m Phytozome_Cs:orange1.1g029085m
Q69TH6	Phytozome_Cs:orange1.1g036028m Phytozome_Cs:orange1.1g037727m
Q69TT1	Phytozome_Cs:orange1.1g021442m Phytozome_Cs:orange1.1g027073m Phytozome_Cs:orange1.1g029748m Phytozome_Cs:orange1.1g022948m
Q69TV4	Phytozome_Cs:orange1.1g009137m Phytozome_Cs:orange1.1g010030m Phytozome_Cs:orange1.1g039620m Phytozome_Cs:orange1.1g008917m Phytozome_Cs:orange1.1g009398m Phytozome_Cs:orange1.1g019688m
Q69TV6	Phytozome_Cs:orange1.1g009137m Phytozome_Cs:orange1.1g010030m Phytozome_Cs:orange1.1g039620m Phytozome_Cs:orange1.1g008917m Phytozome_Cs:orange1.1g009398m Phytozome_Cs:orange1.1g019688m
Q69TV8	Phytozome_Cs:orange1.1g009137m Phytozome_Cs:orange1.1g010030m Phytozome_Cs:orange1.1g039620m Phytozome_Cs:orange1.1g008917m Phytozome_Cs:orange1.1g009398m Phytozome_Cs:orange1.1g019688m
Q69TW5	Phytozome_Cs:orange1.1g013223m Phytozome_Cs:orange1.1g014831m Phytozome_Cs:orange1.1g021146m Phytozome_Cs:orange1.1g013713m Phytozome_Cs:orange1.1g013754m Phytozome_Cs:orange1.1g013197m Phytozome_Cs:orange1.1g014865m Phytozome_Cs:orange1.1g021098m
Q69U01	Phytozome_Cs:orange1.1g019290m
Q69U03	Phytozome_Cs:orange1.1g019290m
Q69U04	Phytozome_Cs:orange1.1g019290m
Q69U93	Phytozome_Cs:orange1.1g020848m Phytozome_Cs:orange1.1g022946m Phytozome_Cs:orange1.1g016605m Phytozome_Cs:orange1.1g016599m
Q69UF5	Phytozome_Cs:orange1.1g041902m Phytozome_Cs:orange1.1g036740m
Q69UU3	Phytozome_Cs:orange1.1g041151m
Q69V57	Phytozome_Cs:orange1.1g018326m
Q69XD3	Phytozome_Cs:orange1.1g041902m Phytozome_Cs:orange1.1g036740m
Q69XJ0	Phytozome_Cs:orange1.1g022825m Phytozome_Cs:orange1.1g022798m
Q69XS7	Phytozome_Cs:orange1.1g039623m Phytozome_Cs:orange1.1g021737m Phytozome_Cs:orange1.1g021596m
Q6AT26	Phytozome_Cs:orange1.1g001529m Phytozome_Cs:orange1.1g001399m
Q6AT32	Phytozome_Cs:orange1.1g013414m Phytozome_Cs:orange1.1g016052m Phytozome_Cs:orange1.1g016070m Phytozome_Cs:orange1.1g013438m
Q6AT33	Phytozome_Cs:orange1.1g017865m Phytozome_Cs:orange1.1g017830m Phytozome_Cs:orange1.1g017828m Phytozome_Cs:orange1.1g017807m Phytozome_Cs:orange1.1g022747m Phytozome_Cs:orange1.1g028379m Phytozome_Cs:orange1.1g029427m Phytozome_Cs:orange1.1g017871m Phytozome_Cs:orange1.1g019236m Phytozome_Cs:orange1.1g022618m Phytozome_Cs:orange1.1g019963m Phytozome_Cs:orange1.1g023039m Phytozome_Cs:orange1.1g017803m Phytozome_Cs:orange1.1g017809m Phytozome_Cs:orange1.1g017824m Phytozome_Cs:orange1.1g017170m
Q6AT41	Phytozome_Cs:orange1.1g010436m
Q6AT43	Phytozome_Cs:orange1.1g027646m Phytozome_Cs:orange1.1g025084m
Q6AT75	Phytozome_Cs:orange1.1g046079m
Q6ATR2	Phytozome_Cs:orange1.1g039019m
Q6AUB0	Phytozome_Cs:orange1.1g027372m Phytozome_Cs:orange1.1g022053m Phytozome_Cs:orange1.1g029516m Phytozome_Cs:orange1.1g027303m Phytozome_Cs:orange1.1g030138m Phytozome_Cs:orange1.1g029829m
Q6AUJ8	Phytozome_Cs:orange1.1g044559m Phytozome_Cs:orange1.1g007917m Phytozome_Cs:orange1.1g007800m Phytozome_Cs:orange1.1g009060m
Q6AUV1	Phytozome_Cs:orange1.1g000775m Phytozome_Cs:orange1.1g000807m Phytozome_Cs:orange1.1g001052m Phytozome_Cs:orange1.1g000805m Phytozome_Cs:orange1.1g000657m
Q6AV34	Phytozome_Cs:orange1.1g015441m Phytozome_Cs:orange1.1g021865m
Q6AVG6	Phytozome_Cs:orange1.1g016939m Phytozome_Cs:orange1.1g019556m Phytozome_Cs:orange1.1g026546m Phytozome_Cs:orange1.1g022297m Phytozome_Cs:orange1.1g016960m Phytozome_Cs:orange1.1g017886m Phytozome_Cs:orange1.1g017615m Phytozome_Cs:orange1.1g018062m
Q6AVM5	Phytozome_Cs:orange1.1g020697m Phytozome_Cs:orange1.1g021853m
Q6AVT2	Phytozome_Cs:orange1.1g018109m Phytozome_Cs:orange1.1g013483m Phytozome_Cs:orange1.1g014953m Phytozome_Cs:orange1.1g017030m Phytozome_Cs:orange1.1g014564m
Q6BDZ9	Phytozome_Cs:orange1.1g004193m
Q6EN48	Phytozome_Cs:orange1.1g019882m Phytozome_Cs:orange1.1g017607m Phytozome_Cs:orange1.1g016578m
Q6EP31	Phytozome_Cs:orange1.1g029144m Phytozome_Cs:orange1.1g029215m Phytozome_Cs:orange1.1g036449m
Q6EP59	Phytozome_Cs:orange1.1g047540m Phytozome_Cs:orange1.1g010775m Phytozome_Cs:orange1.1g037221m Phytozome_Cs:orange1.1g022329m Phytozome_Cs:orange1.1g010825m Phytozome_Cs:orange1.1g010684m Phytozome_Cs:orange1.1g022321m Phytozome_Cs:orange1.1g012217m Phytozome_Cs:orange1.1g022811m Phytozome_Cs:orange1.1g012342m
Q6EP77	Phytozome_Cs:orange1.1g029015m Phytozome_Cs:orange1.1g038285m Phytozome_Cs:orange1.1g028094m Phytozome_Cs:orange1.1g026103m Phytozome_Cs:orange1.1g038709m
Q6EPN6	Phytozome_Cs:orange1.1g026508m Phytozome_Cs:orange1.1g029267m
Q6EPY7	Phytozome_Cs:orange1.1g044649m
Q6EQW2	Phytozome_Cs:orange1.1g023649m
Q6ERL4	Phytozome_Cs:orange1.1g040741m
Q6ERR3	Phytozome_Cs:orange1.1g030406m Phytozome_Cs:orange1.1g026418m
Q6ES51	Phytozome_Cs:orange1.1g020030m Phytozome_Cs:orange1.1g020700m Phytozome_Cs:orange1.1g025069m Phytozome_Cs:orange1.1g020724m Phytozome_Cs:orange1.1g018411m Phytozome_Cs:orange1.1g017322m Phytozome_Cs:orange1.1g019230m
Q6ESJ0	Phytozome_Cs:orange1.1g027311m Phytozome_Cs:orange1.1g027134m Phytozome_Cs:orange1.1g029690m
Q6ESZ9	Phytozome_Cs:orange1.1g011842m Phytozome_Cs:orange1.1g011871m
Q6ET36	Phytozome_Cs:orange1.1g003417m
Q6ET88	Phytozome_Cs:orange1.1g019903m
Q6ETD3	Phytozome_Cs:orange1.1g005279m
Q6ETN3	Phytozome_Cs:orange1.1g009077m Phytozome_Cs:orange1.1g010425m Phytozome_Cs:orange1.1g014952m Phytozome_Cs:orange1.1g042783m
Q6EUF1	Phytozome_Cs:orange1.1g020567m Phytozome_Cs:orange1.1g020318m Phytozome_Cs:orange1.1g025773m Phytozome_Cs:orange1.1g020383m
Q6EUNO	Phytozome_Cs:orange1.1g044744m Phytozome_Cs:orange1.1g021748m Phytozome_Cs:orange1.1g021716m Phytozome_Cs:orange1.1g027101m Phytozome_Cs:orange1.1g047636m Phytozome_Cs:orange1.1g026454m Phytozome_Cs:orange1.1g026084m Phytozome_Cs:orange1.1g022681m Phytozome_Cs:orange1.1g029440m
Q6EUP4	Phytozome_Cs:orange1.1g024736m Phytozome_Cs:orange1.1g024714m
Q6EUS6	Phytozome_Cs:orange1.1g047180m Phytozome_Cs:orange1.1g013839m
Q6F354	Phytozome_Cs:orange1.1g042175m Phytozome_Cs:orange1.1g037594m Phytozome_Cs:orange1.1g021668m
Q6F361	Phytozome_Cs:orange1.1g022546m Phytozome_Cs:orange1.1g022263m Phytozome_Cs:orange1.1g018314m Phytozome_Cs:orange1.1g019519m Phytozome_Cs:orange1.1g025206m
Q6F4N6	Phytozome_Cs:orange1.1g039582m Phytozome_Cs:orange1.1g035670m
Q6H4H9	Phytozome_Cs:orange1.1g019290m
Q6H543	Phytozome_Cs:orange1.1g025433m Phytozome_Cs:orange1.1g023966m Phytozome_Cs:orange1.1g020493m Phytozome_Cs:orange1.1g025406m Phytozome_Cs:orange1.1g022921m Phytozome_Cs:orange1.1g020479m
Q6H5C7	Phytozome_Cs:orange1.1g014147m Phytozome_Cs:orange1.1g013464m
Q6H5U3	Phytozome_Cs:orange1.1g021532m Phytozome_Cs:orange1.1g020224m
Q6H5Z4	Phytozome_Cs:orange1.1g046697m Phytozome_Cs:orange1.1g047053m
Q6H6C7	Phytozome_Cs:orange1.1g040813m
Q6H6D2	Phytozome_Cs:orange1.1g026500m Phytozome_Cs:orange1.1g020472m
Q6H6G1	Phytozome_Cs:orange1.1g018330m
Q6H6I1	Phytozome_Cs:orange1.1g025777m
Q6H6P8	Phytozome_Cs:orange1.1g004765m Phytozome_Cs:orange1.1g003474m Phytozome_Cs:orange1.1g003390m Phytozome_Cs:orange1.1g004253m Phytozome_Cs:orange1.1g003226m Phytozome_Cs:orange1.1g003230m
Q6H703	Phytozome_Cs:orange1.1g016451m Phytozome_Cs:orange1.1g014424m Phytozome_Cs:orange1.1g019933m
Q6H7M1	Phytozome_Cs:orange1.1g020400m Phytozome_Cs:orange1.1g020463m Phytozome_Cs:orange1.1g018339m Phytozome_Cs:orange1.1g014784m Phytozome_Cs:orange1.1g012786m Phytozome_Cs:orange1.1g022156m Phytozome_Cs:orange1.1g014670m Phytozome_Cs:orange1.1g013889m Phytozome_Cs:orange1.1g019941m
Q6H7Q6	Phytozome_Cs:orange1.1g002644m Phytozome_Cs:orange1.1g002670m Phytozome_Cs:orange1.1g002672m Phytozome_Cs:orange1.1g003699m Phytozome_Cs:orange1.1g008591m Phytozome_Cs:orange1.1g002617m Phytozome_Cs:orange1.1g007678m Phytozome_Cs:orange1.1g008399m Phytozome_Cs:orange1.1g007674m Phytozome_Cs:orange1.1g006365m Phytozome_Cs:orange1.1g012542m Phytozome_Cs:orange1.1g006428m Phytozome_Cs:orange1.1g008395m Phytozome_Cs:orange1.1g005971m Phytozome_Cs:orange1.1g008659m Phytozome_Cs:orange1.1g006629m Phytozome_Cs:orange1.1g004307m Phytozome_Cs:orange1.1g006999m Phytozome_Cs:orange1.1g002649m Phytozome_Cs:orange1.1g047131m Phytozome_Cs:orange1.1g040723m Phytozome_Cs:orange1.1g005962m Phytozome_Cs:orange1.1g002706m
Q6H819	Phytozome_Cs:orange1.1g025389m
Q6H849	Phytozome_Cs:orange1.1g031270m Phytozome_Cs:orange1.1g019166m
Q6H851	Phytozome_Cs:orange1.1g031270m Phytozome_Cs:orange1.1g019166m
Q6H8F6	Phytozome_Cs:orange1.1g036900m
Q6I581	Phytozome_Cs:orange1.1g007815m Phytozome_Cs:orange1.1g008062m Phytozome_Cs:orange1.1g015118m Phytozome_Cs:orange1.1g012409m Phytozome_Cs:orange1.1g007464m Phytozome_Cs:orange1.1g008068m Phytozome_Cs:orange1.1g015052m
Q6I5C3	Phytozome_Cs:orange1.1g029200m Phytozome_Cs:orange1.1g029721m Phytozome_Cs:orange1.1g028067m Phytozome_Cs:orange1.1g043944m
Q6I628	Phytozome_Cs:orange1.1g018363m Phytozome_Cs:orange1.1g018354m Phytozome_Cs:orange1.1g021953m Phytozome_Cs:orange1.1g018840m Phytozome_Cs:orange1.1g014425m
Q6IVC3	Phytozome_Cs:orange1.1g015385m Phytozome_Cs:orange1.1g015262m Phytozome_Cs:orange1.1g015258m Phytozome_Cs:orange1.1g021676m Phytozome_Cs:orange1.1g018284m Phytozome_Cs:orange1.1g015265m Phytozome_Cs:orange1.1g045786m
Q6J1A5	Phytozome_Cs:orange1.1g029015m Phytozome_Cs:orange1.1g038285m Phytozome_Cs:orange1.1g028094m Phytozome_Cs:orange1.1g026103m Phytozome_Cs:orange1.1g038709m
Q6K1S6	Phytozome_Cs:orange1.1g021486m
Q6K1X7	Phytozome_Cs:orange1.1g012043m Phytozome_Cs:orange1.1g011491m Phytozome_Cs:orange1.1g018896m Phytozome_Cs:orange1.1g013068m
Q6K2E8	Phytozome_Cs:orange1.1g040733m Phytozome_Cs:orange1.1g048725m
Q6K306	Phytozome_Cs:orange1.1g018446m Phytozome_Cs:orange1.1g015899m Phytozome_Cs:orange1.1g015424m
Q6K3T2	Phytozome_Cs:orange1.1g003951m
Q6K3Z3	Phytozome_Cs:orange1.1g015495m Phytozome_Cs:orange1.1g015003m Phytozome_Cs:orange1.1g019555m Phytozome_Cs:orange1.1g015576m
Q6K548	Phytozome_Cs:orange1.1g008131m
Q6K5G8	Phytozome_Cs:orange1.1g019445m
Q6K5U4	Phytozome_Cs:orange1.1g019298m Phytozome_Cs:orange1.1g014936m
Q6K678	Phytozome_Cs:orange1.1g031560m Phytozome_Cs:orange1.1g027963m Phytozome_Cs:orange1.1g028560m Phytozome_Cs:orange1.1g031553m
Q6K6Q0	Phytozome_Cs:orange1.1g005031m Phytozome_Cs:orange1.1g037382m Phytozome_Cs:orange1.1g004955m
Q6K6Q1	Phytozome_Cs:orange1.1g005031m Phytozome_Cs:orange1.1g037382m Phytozome_Cs:orange1.1g004955m
Q6K755	Phytozome_Cs:orange1.1g047540m Phytozome_Cs:orange1.1g010775m Phytozome_Cs:orange1.1g037221m Phytozome_Cs:orange1.1g022329m Phytozome_Cs:orange1.1g010825m Phytozome_Cs:orange1.1g010684m Phytozome_Cs:orange1.1g022321m Phytozome_Cs:orange1.1g012217m Phytozome_Cs:orange1.1g022811m Phytozome_Cs:orange1.1g012342m
Q6K7V6	Phytozome_Cs:orange1.1g020940m Phytozome_Cs:orange1.1g020971m Phytozome_Cs:orange1.1g015678m Phytozome_Cs:orange1.1g011852m Phytozome_Cs:orange1.1g011869m Phytozome_Cs:orange1.1g011258m
Q6K846	Phytozome_Cs:orange1.1g025967m Phytozome_Cs:orange1.1g023769m Phytozome_Cs:orange1.1g024991m
Q6K8E2	Phytozome_Cs:orange1.1g007912m Phytozome_Cs:orange1.1g008051m Phytozome_Cs:orange1.1g008325m
Q6K8E7	Phytozome_Cs:orange1.1g013461m Phytozome_Cs:orange1.1g011544m Phytozome_Cs:orange1.1g011543m Phytozome_Cs:orange1.1g011533m Phytozome_Cs:orange1.1g011567m Phytozome_Cs:orange1.1g011557m
Q6K8J4	Phytozome_Cs:orange1.1g004621m Phytozome_Cs:orange1.1g004623m Phytozome_Cs:orange1.1g004907m Phytozome_Cs:orange1.1g004620m Phytozome_Cs:orange1.1g006566m Phytozome_Cs:orange1.1g004634m Phytozome_Cs:orange1.1g004629m Phytozome_Cs:orange1.1g004626m Phytozome_Cs:orange1.1g005248m
Q6K969	Phytozome_Cs:orange1.1g017756m
Q6K9B8	Phytozome_Cs:orange1.1g019411m
Q6K9M5	Phytozome_Cs:orange1.1g043169m Phytozome_Cs:orange1.1g042406m Phytozome_Cs:orange1.1g015113m Phytozome_Cs:orange1.1g013602m
Q6K9N6	Phytozome_Cs:orange1.1g014588m Phytozome_Cs:orange1.1g016159m Phytozome_Cs:orange1.1g022648m
Q6K9X3	Phytozome_Cs:orange1.1g025363m Phytozome_Cs:orange1.1g041308m Phytozome_Cs:orange1.1g037818m Phytozome_Cs:orange1.1g043063m Phytozome_Cs:orange1.1g021707m
Q6KAJ2	Phytozome_Cs:orange1.1g012628m Phytozome_Cs:orange1.1g012633m Phytozome_Cs:orange1.1g017967m Phytozome_Cs:orange1.1g015283m Phytozome_Cs:orange1.1g012647m Phytozome_Cs:orange1.1g012238m
Q6L479	Phytozome_Cs:orange1.1g001225m Phytozome_Cs:orange1.1g001322m Phytozome_Cs:orange1.1g002219m
Q6L4G2	Phytozome_Cs:orange1.1g019312m
Q6L4H5	Phytozome_Cs:orange1.1g009957m Phytozome_Cs:orange1.1g009781m
Q6L4L4	Phytozome_Cs:orange1.1g007373m Phytozome_Cs:orange1.1g007358m Phytozome_Cs:orange1.1g006644m Phytozome_Cs:orange1.1g007048m Phytozome_Cs:orange1.1g007360m Phytozome_Cs:orange1.1g014025m Phytozome_Cs:orange1.1g007354m Phytozome_Cs:orange1.1g007380m Phytozome_Cs:orange1.1g007366m Phytozome_Cs:orange1.1g003096m Phytozome_Cs:orange1.1g011246m Phytozome_Cs:orange1.1g007359m Phytozome_Cs:orange1.1g007369m
Q6L4R0	Phytozome_Cs:orange1.1g012417m Phytozome_Cs:orange1.1g012422m Phytozome_Cs:orange1.1g012040m Phytozome_Cs:orange1.1g023238m Phytozome_Cs:orange1.1g010923m Phytozome_Cs:orange1.1g017749m Phytozome_Cs:orange1.1g020090m Phytozome_Cs:orange1.1g013673m
Q6L4R7	Phytozome_Cs:orange1.1g008875m Phytozome_Cs:orange1.1g008868m Phytozome_Cs:orange1.1g008880m Phytozome_Cs:orange1.1g009094m Phytozome_Cs:orange1.1g008890m Phytozome_Cs:orange1.1g013488m Phytozome_Cs:orange1.1g014853m Phytozome_Cs:orange1.1g009083m Phytozome_Cs:orange1.1g009070m Phytozome_Cs:orange1.1g013188m Phytozome_Cs:orange1.1g009092m
Q6L540	Phytozome_Cs:orange1.1g037144m Phytozome_Cs:orange1.1g038818m Phytozome_Cs:orange1.1g048643m Phytozome_Cs:orange1.1g010125m Phytozome_Cs:orange1.1g048438m Phytozome_Cs:orange1.1g046506m
Q6L545	Phytozome_Cs:orange1.1g019193m Phytozome_Cs:orange1.1g024327m Phytozome_Cs:orange1.1g019201m Phytozome_Cs:orange1.1g024286m
Q6L5F6	Phytozome_Cs:orange1.1g019021m
Q6L5H6	Phytozome_Cs:orange1.1g008875m Phytozome_Cs:orange1.1g008868m Phytozome_Cs:orange1.1g008880m Phytozome_Cs:orange1.1g009094m Phytozome_Cs:orange1.1g008890m Phytozome_Cs:orange1.1g013488m Phytozome_Cs:orange1.1g014853m Phytozome_Cs:orange1.1g009083m Phytozome_Cs:orange1.1g009070m Phytozome_Cs:orange1.1g013188m Phytozome_Cs:orange1.1g009092m
Q6L8G1	Phytozome_Cs:orange1.1g044821m
Q6Q9I2	Phytozome_Cs:orange1.1g030228m Phytozome_Cs:orange1.1g024640m Phytozome_Cs:orange1.1g030134m Phytozome_Cs:orange1.1g030164m Phytozome_Cs:orange1.1g026043m
Q6VMN7	Phytozome_Cs:orange1.1g045431m Phytozome_Cs:orange1.1g036024m
Q6YPG5	Phytozome_Cs:orange1.1g008807m
Q6YS33	Phytozome_Cs:orange1.1g012808m Phytozome_Cs:orange1.1g008621m Phytozome_Cs:orange1.1g008693m
Q6YSA1	Phytozome_Cs:orange1.1g037502m Phytozome_Cs:orange1.1g014184m
Q6YT73	Phytozome_Cs:orange1.1g018519m Phytozome_Cs:orange1.1g017434m Phytozome_Cs:orange1.1g017433m Phytozome_Cs:orange1.1g017718m Phytozome_Cs:orange1.1g018919m Phytozome_Cs:orange1.1g017781m Phytozome_Cs:orange1.1g017492m Phytozome_Cs:orange1.1g019244m Phytozome_Cs:orange1.1g015722m Phytozome_Cs:orange1.1g021739m
Q6YTI6	Phytozome_Cs:orange1.1g016121m Phytozome_Cs:orange1.1g022275m Phytozome_Cs:orange1.1g015683m Phytozome_Cs:orange1.1g017533m Phytozome_Cs:orange1.1g021079m Phytozome_Cs:orange1.1g021105m
Q6YTT3	Phytozome_Cs:orange1.1g013450m Phytozome_Cs:orange1.1g036421m Phytozome_Cs:orange1.1g009728m Phytozome_Cs:orange1.1g009610m
Q6YU51	Phytozome_Cs:orange1.1g004227m Phytozome_Cs:orange1.1g003948m Phytozome_Cs:orange1.1g006251m
Q6YUI8	Phytozome_Cs:orange1.1g009137m Phytozome_Cs:orange1.1g010030m Phytozome_Cs:orange1.1g039620m Phytozome_Cs:orange1.1g008917m Phytozome_Cs:orange1.1g009398m Phytozome_Cs:orange1.1g019688m
Q6YUS0	Phytozome_Cs:orange1.1g008289m Phytozome_Cs:orange1.1g013441m
